,ILVA 1 ARIA,ILVA 1 ARIA
04/09/2013 12.00.00,,15
04/09/2013 13.00.00,,17
04/09/2013 14.00.00,,13
04/09/2013 15.00.00,,17
04/09/2013 16.00.00,,15
04/09/2013 17.00.00,,15
04/09/2013 18.00.00,,18
04/09/2013 19.00.00,,28
04/09/2013 20.00.00,,35
04/09/2013 21.00.00,,23
04/09/2013 22.00.00,,29
04/09/2013 23.00.00,,19
05/09/2013 00.00.00,,8
05/09/2013 01.00.00,,5
05/09/2013 02.00.00,,5
05/09/2013 03.00.00,,12
05/09/2013 04.00.00,,6
05/09/2013 05.00.00,,18
05/09/2013 06.00.00,,44
05/09/2013 07.00.00,,92
05/09/2013 08.00.00,,62
05/09/2013 09.00.00,,37
05/09/2013 10.00.00,,20
05/09/2013 11.00.00,,19
05/09/2013 12.00.00,,22
05/09/2013 13.00.00,,16
05/09/2013 14.00.00,,13
05/09/2013 15.00.00,,11
05/09/2013 16.00.00,,10
05/09/2013 17.00.00,,7
05/09/2013 18.00.00,,9
05/09/2013 19.00.00,,18
05/09/2013 20.00.00,,26
05/09/2013 21.00.00,,32
05/09/2013 22.00.00,,48
05/09/2013 23.00.00,,25
06/09/2013 00.00.00,,14
06/09/2013 01.00.00,,7
06/09/2013 02.00.00,,5
06/09/2013 03.00.00,,6
06/09/2013 04.00.00,,6
06/09/2013 05.00.00,,20
06/09/2013 06.00.00,,58
06/09/2013 07.00.00,,75
06/09/2013 08.00.00,,57
06/09/2013 09.00.00,,
06/09/2013 10.00.00,,
06/09/2013 11.00.00,,
06/09/2013 12.00.00,,
06/09/2013 13.00.00,,
06/09/2013 14.00.00,,
06/09/2013 15.00.00,,
06/09/2013 16.00.00,,
06/09/2013 17.00.00,,
06/09/2013 18.00.00,,
06/09/2013 19.00.00,,
06/09/2013 20.00.00,,
06/09/2013 21.00.00,,
06/09/2013 22.00.00,,
06/09/2013 23.00.00,,
07/09/2013 00.00.00,,
07/09/2013 01.00.00,,
07/09/2013 02.00.00,,
07/09/2013 03.00.00,,
07/09/2013 04.00.00,,
07/09/2013 05.00.00,,
07/09/2013 06.00.00,,
07/09/2013 07.00.00,,
07/09/2013 08.00.00,,
07/09/2013 09.00.00,,
07/09/2013 10.00.00,,
07/09/2013 11.00.00,,
07/09/2013 12.00.00,,
07/09/2013 13.00.00,,
07/09/2013 14.00.00,,
07/09/2013 15.00.00,,
07/09/2013 16.00.00,,
07/09/2013 17.00.00,,
07/09/2013 18.00.00,,
07/09/2013 19.00.00,,
07/09/2013 20.00.00,,
07/09/2013 21.00.00,,
07/09/2013 22.00.00,,
07/09/2013 23.00.00,,
08/09/2013 00.00.00,,
08/09/2013 01.00.00,,
08/09/2013 02.00.00,,
08/09/2013 03.00.00,,
08/09/2013 04.00.00,,
08/09/2013 05.00.00,,
08/09/2013 06.00.00,,
08/09/2013 07.00.00,,
08/09/2013 08.00.00,,
08/09/2013 09.00.00,,
08/09/2013 10.00.00,,
08/09/2013 11.00.00,,
08/09/2013 12.00.00,,
08/09/2013 13.00.00,,
08/09/2013 14.00.00,,
08/09/2013 15.00.00,,
08/09/2013 16.00.00,,
08/09/2013 17.00.00,,
08/09/2013 18.00.00,,
08/09/2013 19.00.00,,
08/09/2013 20.00.00,,
08/09/2013 21.00.00,,
08/09/2013 22.00.00,,
08/09/2013 23.00.00,,
09/09/2013 00.00.00,,
09/09/2013 01.00.00,,
09/09/2013 02.00.00,,
09/09/2013 03.00.00,,
09/09/2013 04.00.00,,
09/09/2013 05.00.00,,
09/09/2013 06.00.00,,
09/09/2013 07.00.00,,
09/09/2013 08.00.00,,
09/09/2013 09.00.00,,
09/09/2013 10.00.00,,
09/09/2013 11.00.00,,
09/09/2013 12.00.00,,
09/09/2013 13.00.00,,11
09/09/2013 14.00.00,,9
09/09/2013 15.00.00,,15
09/09/2013 16.00.00,,12
09/09/2013 17.00.00,,17
09/09/2013 18.00.00,,15
09/09/2013 19.00.00,,21
09/09/2013 20.00.00,,18
09/09/2013 21.00.00,,32
09/09/2013 22.00.00,,23
09/09/2013 23.00.00,,19
10/09/2013 00.00.00,,9
10/09/2013 01.00.00,,10
10/09/2013 02.00.00,,6
10/09/2013 03.00.00,,5
10/09/2013 04.00.00,,4
10/09/2013 05.00.00,,21
10/09/2013 06.00.00,,56
10/09/2013 07.00.00,,56
10/09/2013 08.00.00,,62
10/09/2013 09.00.00,,40
10/09/2013 10.00.00,,22
10/09/2013 11.00.00,,16
10/09/2013 12.00.00,,13
10/09/2013 13.00.00,,17
10/09/2013 14.00.00,,11
10/09/2013 15.00.00,,15
10/09/2013 16.00.00,,15
10/09/2013 17.00.00,,12
10/09/2013 18.00.00,,27
10/09/2013 19.00.00,,47
10/09/2013 20.00.00,,31
10/09/2013 21.00.00,,16
10/09/2013 22.00.00,,11
10/09/2013 23.00.00,,11
11/09/2013 00.00.00,,8
11/09/2013 01.00.00,,13
11/09/2013 02.00.00,,34
11/09/2013 03.00.00,,4
11/09/2013 04.00.00,,11
11/09/2013 05.00.00,,46
11/09/2013 06.00.00,,57
11/09/2013 07.00.00,,93
11/09/2013 08.00.00,,18
11/09/2013 09.00.00,,18
11/09/2013 10.00.00,,21
11/09/2013 11.00.00,,18
11/09/2013 12.00.00,,21
11/09/2013 13.00.00,,13
11/09/2013 14.00.00,,8
11/09/2013 15.00.00,,15
11/09/2013 16.00.00,,15
11/09/2013 17.00.00,,22
11/09/2013 18.00.00,,18
11/09/2013 19.00.00,,19
11/09/2013 20.00.00,,13
11/09/2013 21.00.00,,23
11/09/2013 22.00.00,,32
11/09/2013 23.00.00,,20
12/09/2013 00.00.00,,11
12/09/2013 01.00.00,,9
12/09/2013 02.00.00,,7
12/09/2013 03.00.00,,3
12/09/2013 04.00.00,,13
12/09/2013 05.00.00,,30
12/09/2013 06.00.00,,53
12/09/2013 07.00.00,,79
12/09/2013 08.00.00,,38
12/09/2013 09.00.00,,38
12/09/2013 10.00.00,,16
12/09/2013 11.00.00,,28
12/09/2013 12.00.00,,
12/09/2013 13.00.00,,20
12/09/2013 14.00.00,,17
12/09/2013 15.00.00,,15
12/09/2013 16.00.00,,15
12/09/2013 17.00.00,,8
12/09/2013 18.00.00,,18
12/09/2013 19.00.00,,10
12/09/2013 20.00.00,,12
12/09/2013 21.00.00,,24
12/09/2013 22.00.00,,11
12/09/2013 23.00.00,,9
13/09/2013 00.00.00,,13
13/09/2013 01.00.00,,8
13/09/2013 02.00.00,,4
13/09/2013 03.00.00,,12
13/09/2013 04.00.00,,4
13/09/2013 05.00.00,,9
13/09/2013 06.00.00,,19
13/09/2013 07.00.00,,36
13/09/2013 08.00.00,,27
13/09/2013 09.00.00,,33
13/09/2013 10.00.00,,41
13/09/2013 11.00.00,,16
13/09/2013 12.00.00,,25
13/09/2013 13.00.00,,13
13/09/2013 14.00.00,,13
13/09/2013 15.00.00,,28
13/09/2013 16.00.00,,22
13/09/2013 17.00.00,,16
13/09/2013 18.00.00,,23
13/09/2013 19.00.00,,54
13/09/2013 20.00.00,,36
13/09/2013 21.00.00,,19
13/09/2013 22.00.00,,26
13/09/2013 23.00.00,,17
14/09/2013 00.00.00,,6
14/09/2013 01.00.00,,11
14/09/2013 02.00.00,,4
14/09/2013 03.00.00,,3
14/09/2013 04.00.00,,4
14/09/2013 05.00.00,,13
14/09/2013 06.00.00,,24
14/09/2013 07.00.00,,45
14/09/2013 08.00.00,,57
14/09/2013 09.00.00,,38
14/09/2013 10.00.00,,16
14/09/2013 11.00.00,,23
14/09/2013 12.00.00,,15
14/09/2013 13.00.00,,13
14/09/2013 14.00.00,,7
14/09/2013 15.00.00,,6
14/09/2013 16.00.00,,7
14/09/2013 17.00.00,,8
14/09/2013 18.00.00,,9
14/09/2013 19.00.00,,12
14/09/2013 20.00.00,,20
14/09/2013 21.00.00,,32
14/09/2013 22.00.00,,16
14/09/2013 23.00.00,,43
15/09/2013 00.00.00,,23
15/09/2013 01.00.00,,8
15/09/2013 02.00.00,,9
15/09/2013 03.00.00,,13
15/09/2013 04.00.00,,8
15/09/2013 05.00.00,,7
15/09/2013 06.00.00,,31
15/09/2013 07.00.00,,52
15/09/2013 08.00.00,,31
15/09/2013 09.00.00,,21
15/09/2013 10.00.00,,18
15/09/2013 11.00.00,,25
15/09/2013 12.00.00,,15
15/09/2013 13.00.00,,9
15/09/2013 14.00.00,,6
15/09/2013 15.00.00,,6
15/09/2013 16.00.00,,4
15/09/2013 17.00.00,,7
15/09/2013 18.00.00,,10
15/09/2013 19.00.00,,14
15/09/2013 20.00.00,,10
15/09/2013 21.00.00,,10
15/09/2013 22.00.00,,7
15/09/2013 23.00.00,,4
16/09/2013 00.00.00,,4
16/09/2013 01.00.00,,4
16/09/2013 02.00.00,,2
16/09/2013 03.00.00,,2
16/09/2013 04.00.00,,3
16/09/2013 05.00.00,,5
16/09/2013 06.00.00,,13
16/09/2013 07.00.00,,47
16/09/2013 08.00.00,,45
16/09/2013 09.00.00,,32
16/09/2013 10.00.00,,14
16/09/2013 11.00.00,,12
16/09/2013 12.00.00,,13
16/09/2013 13.00.00,,10
16/09/2013 14.00.00,,9
16/09/2013 15.00.00,,12
16/09/2013 16.00.00,,14
16/09/2013 17.00.00,,21
16/09/2013 18.00.00,,21
16/09/2013 19.00.00,,36
16/09/2013 20.00.00,,25
16/09/2013 21.00.00,,20
16/09/2013 22.00.00,,12
16/09/2013 23.00.00,,18
17/09/2013 00.00.00,,8
17/09/2013 01.00.00,,5
17/09/2013 02.00.00,,3
17/09/2013 03.00.00,,3
17/09/2013 04.00.00,,5
17/09/2013 05.00.00,,12
17/09/2013 06.00.00,,51
17/09/2013 07.00.00,,123
17/09/2013 08.00.00,,65
17/09/2013 09.00.00,,11
17/09/2013 10.00.00,,11
17/09/2013 11.00.00,,9
17/09/2013 12.00.00,,12
17/09/2013 13.00.00,,7
17/09/2013 14.00.00,,10
17/09/2013 15.00.00,,12
17/09/2013 16.00.00,,5
17/09/2013 17.00.00,,8
17/09/2013 18.00.00,,7
17/09/2013 19.00.00,,11
17/09/2013 20.00.00,,21
17/09/2013 21.00.00,,9
17/09/2013 22.00.00,,12
17/09/2013 23.00.00,,12
18/09/2013 00.00.00,,4
18/09/2013 01.00.00,,4
18/09/2013 02.00.00,,3
18/09/2013 03.00.00,,3
18/09/2013 04.00.00,,3
18/09/2013 05.00.00,,
18/09/2013 06.00.00,,10
18/09/2013 07.00.00,,28
18/09/2013 08.00.00,,35
18/09/2013 09.00.00,,18
18/09/2013 10.00.00,,13
18/09/2013 11.00.00,,25
18/09/2013 12.00.00,,10
18/09/2013 13.00.00,,10
18/09/2013 14.00.00,,12
18/09/2013 15.00.00,,17
18/09/2013 16.00.00,,9
18/09/2013 17.00.00,,13
18/09/2013 18.00.00,,16
18/09/2013 19.00.00,,23
18/09/2013 20.00.00,,21
18/09/2013 21.00.00,,17
18/09/2013 22.00.00,,18
18/09/2013 23.00.00,,19
19/09/2013 00.00.00,,10
19/09/2013 01.00.00,,4
19/09/2013 02.00.00,,3
19/09/2013 03.00.00,,3
19/09/2013 04.00.00,,7
19/09/2013 05.00.00,,32
19/09/2013 06.00.00,,81
19/09/2013 07.00.00,,77
19/09/2013 08.00.00,,59
19/09/2013 09.00.00,,39
19/09/2013 10.00.00,,11
19/09/2013 11.00.00,,20
19/09/2013 12.00.00,,19
19/09/2013 13.00.00,,13
19/09/2013 14.00.00,,27
19/09/2013 15.00.00,,27
19/09/2013 16.00.00,,30
19/09/2013 17.00.00,,21
19/09/2013 18.00.00,,27
19/09/2013 19.00.00,,33
19/09/2013 20.00.00,,
19/09/2013 21.00.00,,
19/09/2013 22.00.00,,
19/09/2013 23.00.00,,
20/09/2013 00.00.00,,
20/09/2013 01.00.00,,
20/09/2013 02.00.00,,
20/09/2013 03.00.00,,
20/09/2013 04.00.00,,
20/09/2013 05.00.00,,
20/09/2013 06.00.00,,
20/09/2013 07.00.00,,
20/09/2013 08.00.00,,
20/09/2013 09.00.00,,
20/09/2013 10.00.00,,23
20/09/2013 11.00.00,,19
20/09/2013 12.00.00,,18
20/09/2013 13.00.00,,46
20/09/2013 14.00.00,,26
20/09/2013 15.00.00,,14
20/09/2013 16.00.00,,31
20/09/2013 17.00.00,,42
20/09/2013 18.00.00,,83
20/09/2013 19.00.00,,48
20/09/2013 20.00.00,,33
20/09/2013 21.00.00,,38
20/09/2013 22.00.00,,27
20/09/2013 23.00.00,,38
21/09/2013 00.00.00,,20
21/09/2013 01.00.00,,8
21/09/2013 02.00.00,,3
21/09/2013 03.00.00,,4
21/09/2013 04.00.00,,7
21/09/2013 05.00.00,,29
21/09/2013 06.00.00,,81
21/09/2013 07.00.00,,137
21/09/2013 08.00.00,,58
21/09/2013 09.00.00,,33
21/09/2013 10.00.00,,43
21/09/2013 11.00.00,,29
21/09/2013 12.00.00,,26
21/09/2013 13.00.00,,19
21/09/2013 14.00.00,,15
21/09/2013 15.00.00,,12
21/09/2013 16.00.00,,10
21/09/2013 17.00.00,,13
21/09/2013 18.00.00,,23
21/09/2013 19.00.00,,26
21/09/2013 20.00.00,,30
21/09/2013 21.00.00,,24
21/09/2013 22.00.00,,21
21/09/2013 23.00.00,,20
22/09/2013 00.00.00,,8
22/09/2013 01.00.00,,7
22/09/2013 02.00.00,,9
22/09/2013 03.00.00,,6
22/09/2013 04.00.00,,4
22/09/2013 05.00.00,,5
22/09/2013 06.00.00,,14
22/09/2013 07.00.00,,16
22/09/2013 08.00.00,,15
22/09/2013 09.00.00,,21
22/09/2013 10.00.00,,19
22/09/2013 11.00.00,,15
22/09/2013 12.00.00,,18
22/09/2013 13.00.00,,13
22/09/2013 14.00.00,,7
22/09/2013 15.00.00,,5
22/09/2013 16.00.00,,6
22/09/2013 17.00.00,,7
22/09/2013 18.00.00,,10
22/09/2013 19.00.00,,18
22/09/2013 20.00.00,,15
22/09/2013 21.00.00,,11
22/09/2013 22.00.00,,14
22/09/2013 23.00.00,,11
23/09/2013 00.00.00,,5
23/09/2013 01.00.00,,11
23/09/2013 02.00.00,,4
23/09/2013 03.00.00,,3
23/09/2013 04.00.00,,4
23/09/2013 05.00.00,,8
23/09/2013 06.00.00,,30
23/09/2013 07.00.00,,42
23/09/2013 08.00.00,,49
23/09/2013 09.00.00,,28
23/09/2013 10.00.00,,29
23/09/2013 11.00.00,,24
23/09/2013 12.00.00,,28
23/09/2013 13.00.00,,26
23/09/2013 14.00.00,,18
23/09/2013 15.00.00,,14
23/09/2013 16.00.00,,14
23/09/2013 17.00.00,,20
23/09/2013 18.00.00,,25
23/09/2013 19.00.00,,32
23/09/2013 20.00.00,,20
23/09/2013 21.00.00,,17
23/09/2013 22.00.00,,19
23/09/2013 23.00.00,,10
24/09/2013 00.00.00,,6
24/09/2013 01.00.00,,3
24/09/2013 02.00.00,,5
24/09/2013 03.00.00,,4
24/09/2013 04.00.00,,4
24/09/2013 05.00.00,,8
24/09/2013 06.00.00,,31
24/09/2013 07.00.00,,84
24/09/2013 08.00.00,,91
24/09/2013 09.00.00,,43
24/09/2013 10.00.00,,29
24/09/2013 11.00.00,,26
24/09/2013 12.00.00,,24
24/09/2013 13.00.00,,18
24/09/2013 14.00.00,,15
24/09/2013 15.00.00,,13
24/09/2013 16.00.00,,11
24/09/2013 17.00.00,,7
24/09/2013 18.00.00,,16
24/09/2013 19.00.00,,38
24/09/2013 20.00.00,,78
24/09/2013 21.00.00,,44
24/09/2013 22.00.00,,18
24/09/2013 23.00.00,,34
25/09/2013 00.00.00,,14
25/09/2013 01.00.00,,6
25/09/2013 02.00.00,,5
25/09/2013 03.00.00,,5
25/09/2013 04.00.00,,12
25/09/2013 05.00.00,,29
25/09/2013 06.00.00,,99
25/09/2013 07.00.00,,117
25/09/2013 08.00.00,,107
25/09/2013 09.00.00,,52
25/09/2013 10.00.00,,36
25/09/2013 11.00.00,,15
25/09/2013 12.00.00,,17
25/09/2013 13.00.00,,27
25/09/2013 14.00.00,,14
25/09/2013 15.00.00,,15
25/09/2013 16.00.00,,18
25/09/2013 17.00.00,,14
25/09/2013 18.00.00,,17
25/09/2013 19.00.00,,32
25/09/2013 20.00.00,,35
25/09/2013 21.00.00,,40
25/09/2013 22.00.00,,24
25/09/2013 23.00.00,,26
26/09/2013 00.00.00,,11
26/09/2013 01.00.00,,6
26/09/2013 02.00.00,,6
26/09/2013 03.00.00,,4
26/09/2013 04.00.00,,6
26/09/2013 05.00.00,,22
26/09/2013 06.00.00,,70
26/09/2013 07.00.00,,76
26/09/2013 08.00.00,,67
26/09/2013 09.00.00,,37
26/09/2013 10.00.00,,23
26/09/2013 11.00.00,,18
26/09/2013 12.00.00,,10
26/09/2013 13.00.00,,10
26/09/2013 14.00.00,,6
26/09/2013 15.00.00,,11
26/09/2013 16.00.00,,18
26/09/2013 17.00.00,,18
26/09/2013 18.00.00,,26
26/09/2013 19.00.00,,45
26/09/2013 20.00.00,,30
26/09/2013 21.00.00,,35
26/09/2013 22.00.00,,23
26/09/2013 23.00.00,,35
27/09/2013 00.00.00,,12
27/09/2013 01.00.00,,4
27/09/2013 02.00.00,,4
27/09/2013 03.00.00,,4
27/09/2013 04.00.00,,3
27/09/2013 05.00.00,,14
27/09/2013 06.00.00,,34
27/09/2013 07.00.00,,86
27/09/2013 08.00.00,,79
27/09/2013 09.00.00,,34
27/09/2013 10.00.00,,
27/09/2013 11.00.00,,
27/09/2013 12.00.00,20,17
27/09/2013 13.00.00,24,24
27/09/2013 14.00.00,10,8
27/09/2013 15.00.00,13,11
27/09/2013 16.00.00,17,14
27/09/2013 17.00.00,14,12
27/09/2013 18.00.00,17,14
27/09/2013 19.00.00,20,17
27/09/2013 20.00.00,48,38
27/09/2013 21.00.00,54,45
27/09/2013 22.00.00,15,13
27/09/2013 23.00.00,19,16
28/09/2013 00.00.00,17,14
28/09/2013 01.00.00,14,12
28/09/2013 02.00.00,4,4
28/09/2013 03.00.00,6,5
28/09/2013 04.00.00,3,3
28/09/2013 05.00.00,8,7
28/09/2013 06.00.00,77,62
28/09/2013 07.00.00,196,158
28/09/2013 08.00.00,74,61
28/09/2013 09.00.00,43,36
28/09/2013 10.00.00,40,33
28/09/2013 11.00.00,31,26
28/09/2013 12.00.00,33,27
28/09/2013 13.00.00,23,18
28/09/2013 14.00.00,10,9
28/09/2013 15.00.00,10,8
28/09/2013 16.00.00,9,8
28/09/2013 17.00.00,10,8
28/09/2013 18.00.00,27,21
28/09/2013 19.00.00,44,35
28/09/2013 20.00.00,37,29
28/09/2013 21.00.00,44,36
28/09/2013 22.00.00,46,37
28/09/2013 23.00.00,51,42
29/09/2013 00.00.00,33,27
29/09/2013 01.00.00,36,29
29/09/2013 02.00.00,35,31
29/09/2013 03.00.00,13,10
29/09/2013 04.00.00,6,5
29/09/2013 05.00.00,14,12
29/09/2013 06.00.00,52,39
29/09/2013 07.00.00,26,24
29/09/2013 08.00.00,28,22
29/09/2013 09.00.00,24,19
29/09/2013 10.00.00,36,33
29/09/2013 11.00.00,34,27
29/09/2013 12.00.00,28,23
29/09/2013 13.00.00,21,17
29/09/2013 14.00.00,10,8
29/09/2013 15.00.00,6,5
29/09/2013 16.00.00,11,9
29/09/2013 17.00.00,7,6
29/09/2013 18.00.00,17,13
29/09/2013 19.00.00,25,20
29/09/2013 20.00.00,23,19
29/09/2013 21.00.00,21,17
29/09/2013 22.00.00,20,16
29/09/2013 23.00.00,15,12
30/09/2013 00.00.00,10,8
30/09/2013 01.00.00,10,8
30/09/2013 02.00.00,3,2
30/09/2013 03.00.00,5,4
30/09/2013 04.00.00,4,3
30/09/2013 05.00.00,19,15
30/09/2013 06.00.00,80,64
30/09/2013 07.00.00,89,71
30/09/2013 08.00.00,73,60
30/09/2013 09.00.00,39,33
30/09/2013 10.00.00,26,21
30/09/2013 11.00.00,14,11
30/09/2013 12.00.00,20,16
30/09/2013 13.00.00,46,37
30/09/2013 14.00.00,87,81
30/09/2013 15.00.00,37,30
30/09/2013 16.00.00,25,20
30/09/2013 17.00.00,23,19
30/09/2013 18.00.00,75,60
30/09/2013 19.00.00,65,52
30/09/2013 20.00.00,54,44
30/09/2013 21.00.00,39,32
30/09/2013 22.00.00,38,31
30/09/2013 23.00.00,81,66
01/10/2013 00.00.00,18,15
01/10/2013 01.00.00,9,8
01/10/2013 02.00.00,5,5
01/10/2013 03.00.00,9,9
01/10/2013 04.00.00,6,5
01/10/2013 05.00.00,26,20
01/10/2013 06.00.00,71,57
01/10/2013 07.00.00,52,43
01/10/2013 08.00.00,47,42
01/10/2013 09.00.00,20,17
01/10/2013 10.00.00,28,24
01/10/2013 11.00.00,22,19
01/10/2013 12.00.00,28,26
01/10/2013 13.00.00,29,26
01/10/2013 14.00.00,21,19
01/10/2013 15.00.00,24,23
01/10/2013 16.00.00,27,24
01/10/2013 17.00.00,27,24
01/10/2013 18.00.00,25,23
01/10/2013 19.00.00,29,26
01/10/2013 20.00.00,32,29
01/10/2013 21.00.00,17,16
01/10/2013 22.00.00,15,15
01/10/2013 23.00.00,24,23
02/10/2013 00.00.00,10,10
02/10/2013 01.00.00,13,14
02/10/2013 02.00.00,5,7
02/10/2013 03.00.00,10,12
02/10/2013 04.00.00,9,10
02/10/2013 05.00.00,12,11
02/10/2013 06.00.00,47,44
02/10/2013 07.00.00,42,38
02/10/2013 08.00.00,35,31
02/10/2013 09.00.00,33,29
02/10/2013 10.00.00,27,22
02/10/2013 11.00.00,24,21
02/10/2013 12.00.00,27,23
02/10/2013 13.00.00,27,24
02/10/2013 14.00.00,24,20
02/10/2013 15.00.00,20,17
02/10/2013 16.00.00,19,15
02/10/2013 17.00.00,29,24
02/10/2013 18.00.00,42,32
02/10/2013 19.00.00,28,26
02/10/2013 20.00.00,23,20
02/10/2013 21.00.00,19,16
02/10/2013 22.00.00,16,13
02/10/2013 23.00.00,18,14
03/10/2013 00.00.00,9,10
03/10/2013 01.00.00,7,8
03/10/2013 02.00.00,4,4
03/10/2013 03.00.00,4,3
03/10/2013 04.00.00,4,4
03/10/2013 05.00.00,12,10
03/10/2013 06.00.00,38,33
03/10/2013 07.00.00,42,35
03/10/2013 08.00.00,52,46
03/10/2013 09.00.00,24,20
03/10/2013 10.00.00,32,26
03/10/2013 11.00.00,21,18
03/10/2013 12.00.00,27,25
03/10/2013 13.00.00,23,19
03/10/2013 14.00.00,19,16
03/10/2013 15.00.00,18,15
03/10/2013 16.00.00,19,15
03/10/2013 17.00.00,23,19
03/10/2013 18.00.00,29,23
03/10/2013 19.00.00,33,27
03/10/2013 20.00.00,25,22
03/10/2013 21.00.00,16,14
03/10/2013 22.00.00,22,18
03/10/2013 23.00.00,12,11
04/10/2013 00.00.00,9,9
04/10/2013 01.00.00,7,7
04/10/2013 02.00.00,6,5
04/10/2013 03.00.00,5,5
04/10/2013 04.00.00,7,6
04/10/2013 05.00.00,13,11
04/10/2013 06.00.00,66,59
04/10/2013 07.00.00,103,89
04/10/2013 08.00.00,128,118
04/10/2013 09.00.00,43,37
04/10/2013 10.00.00,32,27
04/10/2013 11.00.00,35,30
04/10/2013 12.00.00,29,24
04/10/2013 13.00.00,28,23
04/10/2013 14.00.00,17,14
04/10/2013 15.00.00,20,16
04/10/2013 16.00.00,27,22
04/10/2013 17.00.00,42,35
04/10/2013 18.00.00,44,36
04/10/2013 19.00.00,38,31
04/10/2013 20.00.00,31,26
04/10/2013 21.00.00,33,27
04/10/2013 22.00.00,25,22
04/10/2013 23.00.00,28,24
05/10/2013 00.00.00,27,23
05/10/2013 01.00.00,11,10
05/10/2013 02.00.00,6,5
05/10/2013 03.00.00,6,6
05/10/2013 04.00.00,5,5
05/10/2013 05.00.00,22,19
05/10/2013 06.00.00,38,32
05/10/2013 07.00.00,103,89
05/10/2013 08.00.00,91,78
05/10/2013 09.00.00,35,30
05/10/2013 10.00.00,36,30
05/10/2013 11.00.00,29,25
05/10/2013 12.00.00,28,22
05/10/2013 13.00.00,24,20
05/10/2013 14.00.00,19,19
05/10/2013 15.00.00,17,14
05/10/2013 16.00.00,20,16
05/10/2013 17.00.00,19,17
05/10/2013 18.00.00,23,19
05/10/2013 19.00.00,39,32
05/10/2013 20.00.00,48,40
05/10/2013 21.00.00,45,38
05/10/2013 22.00.00,33,27
05/10/2013 23.00.00,37,31
06/10/2013 00.00.00,13,11
06/10/2013 01.00.00,11,9
06/10/2013 02.00.00,7,6
06/10/2013 03.00.00,7,6
06/10/2013 04.00.00,3,3
06/10/2013 05.00.00,6,5
06/10/2013 06.00.00,10,9
06/10/2013 07.00.00,18,15
06/10/2013 08.00.00,22,18
06/10/2013 09.00.00,33,27
06/10/2013 10.00.00,37,33
06/10/2013 11.00.00,23,19
06/10/2013 12.00.00,29,24
06/10/2013 13.00.00,30,24
06/10/2013 14.00.00,15,12
06/10/2013 15.00.00,13,10
06/10/2013 16.00.00,12,9
06/10/2013 17.00.00,13,11
06/10/2013 18.00.00,15,12
06/10/2013 19.00.00,18,15
06/10/2013 20.00.00,16,14
06/10/2013 21.00.00,11,9
06/10/2013 22.00.00,15,12
