,Provincia di TARANTO,,,,,,,,
,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,PM10,BENZENE,PM2.5



08/07/2008 16.00,"0,113742","47,497788","7,002251","36,786878","0,85116","76,837903","52,76136","0,932335","24,16428"
08/07/2008 17.00,"0,0883","29,404991","4,803791","22,054728","0,873732","79,987587","52,76136","0,837906","24,16428"
08/07/2008 18.00,"0,034422","37,505906","5,660674","28,846496","0,865169","73,395748","52,76136","24,16428",
08/07/2008 19.00,"0,272569","48,471818","6,973491","37,805706","0,924915","71,972579","52,76136","1,086156","24,16428"
08/07/2008 20.00,"0,160138","34,420397","4,081404","28,18198","0,953052","92,230128","52,76136","2,077731","24,16428"
08/07/2008 21.00,"0,163131","33,883449","4,46459","27,056729","1,072543","91,355382","52,76136","1,761444","24,16428"
08/07/2008 22.00,"0,107756","40,418915","4,258194","33,913372","1,239547","81,865746","52,76136","2,014168","24,16428"
08/07/2008 23.00,"0,151715","45,155456","3,444451","39,901774","1,039591","73,453967","52,76136","1,946538","24,16428"
09/07/2008 0.00,"0,131703","71,190912","5,385761","62,976629","1,441317","47,399446","52,76136","3,013371","24,16428"
09/07/2008 1.00,"0,091293","41,709401","3,32941","36,629827","0,975623","58,868798","50,460442","4,665996","21,24732"
09/07/2008 2.00,"0,041905","37,463096","3,014741","32,863396","0,963272","53,701489","50,460442","1,538721","21,24732"
09/07/2008 3.00,"0,113742","59,450712","5,402679","51,202346","1,057824","46,852375","50,460442","1,781174","21,24732"
09/07/2008 4.00,"0,103266","36,522774","5,060941","28,801067","0,864695","61,322449","50,460442","1,656846","21,24732"
09/07/2008 5.00,"0,214202","55,960549","10,456","40,195075","0,933991","60,9907","50,460442","0,911029","21,24732"
09/07/2008 6.00,"0,34457","122,599119","22,554712","88,077485","1,132565","38,195532","50,460442","1,778224","21,24732"
09/07/2008 7.00,"0,447257","106,429721","23,169671","71,771009","0,990146","59,327848","50,460442","2,359948","21,24732"
09/07/2008 8.00,"0,339709","111,153296","21,261349","78,683483","1,420283","51,501063","50,460442","1,665337","21,24732"
09/07/2008 9.00,"0,403518","80,221746","13,149303","60,101843","1,695374","69,858798","50,460442","1,821447","21,24732"
09/07/2008 10.00,"0,770875","84,25924","14,066247","62,971451","1,44842","78,84336","50,460442","1,197823","21,24732"
09/07/2008 11.00,"0,971039","62,589378","9,693862","47,759081","1,152849","92,945118","50,460442","1,743138","21,24732"
09/07/2008 12.00,"1,147723","54,864608","9,163491","40,893338","1,086788","100,36566","50,460442","1,684152","21,24732"
09/07/2008 13.00,"1,812698","53,078669","7,948798","40,924486","1,085566","104,612173","50,460442","1,619064","21,24732"
09/07/2008 14.00,"2,184505","44,364308","5,384068","36,134045","1,033515","108,659571","50,460442","1,384645","21,24732"
09/07/2008 15.00,"1,329084","28,971809","3,614474","23,446034","0,836874","113,103793","50,460442","1,178449","21,24732"
09/07/2008 16.00,"0,677005","32,887374","4,124544","26,581713","0,906446","110,716458","50,460442","0,64188","21,24732"
09/07/2008 17.00,"0,677201","31,04178","3,939295","25,019074","0,862802","103,32163","50,460442","0,939708","21,24732"
09/07/2008 18.00,"0,346089","31,442554","4,643072","24,358459","0,929571","111,476188","50,460442","1,083105","21,24732"
09/07/2008 19.00,"0,272384","36,037721","4,79787","28,701127","0,921364","105,160581","50,460442","1,834668","21,24732"
09/07/2008 20.00,"0,363677","30,218202","3,3108","25,159224","0,907433","99,893082","50,460442","1,436004","21,24732"
09/07/2008 21.00,"0,411755","36,84703","3,014741","32,246911","0,911418","87,620739","50,460442","1,381594","21,24732"
09/07/2008 22.00,"0,458138","50,626107","5,866223","41,660394","0,884268","74,451946","50,460442","1,214806","21,24732"
09/07/2008 23.00,"3,649018","64,931728","4,003582","58,833825","0,872391","62,560108","50,460442","2,404188","21,24732"
10/07/2008 0.00,"1,893633","55,790649","4,574556","48,810358","0,870259","71,365938","50,460442","1,479735","21,24732"
10/07/2008 1.00,"100,489592","12,020896","82,700401","0,825035","39,729746","41,281502","0,74302","15,18939",
10/07/2008 2.00,"1,02759","0,863787","61,035388","41,281502","0,956285","15,18939",,,
10/07/2008 3.00,"0,822355","68,128747","3,285425","63,134983","46,972892","41,281502","0,422411","15,18939",
10/07/2008 4.00,"1,296065","52,15913","2,936073","47,690287","0,888215","41,281502","1,131921","15,18939",
10/07/2008 5.00,"1,272529","23,580294","2,315193","20,044317","0,816078","91,182057","41,281502","1,57757","15,18939"
10/07/2008 6.00,"0,790275","62,510277","6,577616","52,461282","1,097404","75,166936","41,281502","0,680627","15,18939"
10/07/2008 7.00,"1,078595","141,889018","29,920693","96,078858","1,368904","43,557813","41,281502","2,773867","15,18939"
10/07/2008 8.00,"1,105996","118,919593","22,321249","84,753622","1,693283","54,325725","41,281502","2,842007","15,18939"
10/07/2008 9.00,"3,204127","116,45791","23,014034","81,2273","2,018886","67,498594","41,281502","2,341134","15,18939"
10/07/2008 10.00,"8,257549","102,263836","14,27179","80,436903","1,704608","78,315242","41,281502","1,411596","15,18939"
10/07/2008 11.00,"13,484118","96,511753","16,542153","71,197352","1,689139","87,488015","41,281502","1,468039","15,18939"
10/07/2008 12.00,"14,264156","77,566839","12,689135","58,151146","1,432477","92,006704","41,281502","1,301251","15,18939"
10/07/2008 13.00,"19,415078","70,852411","10,19547","55,258194","1,367997","90,85164","41,281502","1,984675","15,18939"
10/07/2008 14.00,"16,335277","57,047405","8,562065","43,949822","1,132446","96,018949","41,281502","2,006541","15,18939"
10/07/2008 15.00,"13,828749","53,987861","8,325218","41,251553","1,220092","99,034554","41,281502","1,933317","15,18939"
10/07/2008 16.00,"6,009902","32,500863","5,530407","24,037874","0,996144","109,408411","41,281502","1,311371","15,18939"
10/07/2008 17.00,"2,182951","21,837162","3,835251","15,967713","0,819076","114,64473","41,281502","0,898163","15,18939"
10/07/2008 18.00,"23,885067","3,836096","18,015762","0,853844","112,536375","41,281502","0,96737","15,18939",
10/07/2008 19.00,"3,539894","31,583906","4,223513","25,125496","0,893622","104,525492","41,281502","1,302269","15,18939"
10/07/2008 20.00,"3,406245","41,824827","3,413154","36,616844","0,993145","88,014771","41,281502","1,353627","15,18939"
10/07/2008 21.00,"3,527252","35,162272","2,502133","31,347506","0,979175","89,535443","41,281502","1,801615","15,18939"
10/07/2008 22.00,"3,267177","33,376329","2,06904","30,224838","0,972625","89,554415","41,281502","1,712119","15,18939"
10/07/2008 23.00,"2,868037","33,190865","2,457301","29,443518","0,952657","88,591626","41,281502","1,347525","15,18939"
11/07/2008 0.00,"2,685623","30,75253","1,750986","28,089822","0,992434","89,872618","41,281502","1,711102","15,18939"
11/07/2008 1.00,"2,421938","32,281691","1,89817","29,394207","0,900173","88,101437","36,180561","1,022339","15,08764"
11/07/2008 2.00,"2,449029","29,5295","2,259363","26,08333","0,913985","87,018146","36,180561","1,043696","15,08764"
11/07/2008 3.00,"2,326217","57,698499","2,250058","54,286075","1,114097","60,434157","36,180561","1,42258","15,08764"
11/07/2008 4.00,"2,427356","35,862639","2,810036","31,575916","0,924125","87,473129","36,180561","2,456563","15,08764"
11/07/2008 5.00,"2,647696","82,247623","11,097187","65,277763","1,052812","62,963637","36,180561","1,70856","15,08764"
11/07/2008 6.00,"2,741612","145,64895","27,911712","102,923741","1,194403","43,254493","36,180561","15,08764",
11/07/2008 7.00,"2,701878","157,686153","34,117982","105,815504","1,087854","42,299846","36,180561","2,88828","15,08764"
11/07/2008 8.00,"2,602545","136,341867","26,298607","96,203463","1,406511","51,515968","36,180561","2,217568","15,08764"
11/07/2008 9.00,"2,678399","134,05659","17,021774","108,032263","0,996302","72,957013","36,180561","4,003929","15,08764"
11/07/2008 10.00,"2,503211","52,762213","4,528878","45,849911","0,944448","95,186182","36,180561","3,578823","15,08764"
11/07/2008 11.00,"2,662145","44,532887","3,701601","38,884248","0,942988","106,557935","36,180561","1,877382","15,08764"
11/07/2008 12.00,"3,821641","45,670336","4,782644","38,36378","0,929966","102,511839","36,180561","1,024373","15,08764"
11/07/2008 13.00,"6,041299","40,367002","4,327556","33,755058","0,912563","111,063108","36,180561","0,982219","15,08764"
11/07/2008 14.00,"5,714401","40,596597","4,489967","33,735577","0,875745","99,657474","36,180561","0,71368","15,08764"
11/07/2008 15.00,"6,035881","33,164921","3,88685","27,224164","0,858223","100,014938","36,180561","0,702849","15,08764"
11/07/2008 16.00,"5,315259","39,530484","4,516189","32,633688","0,880953","165,2359","36,180561","0,604352","15,08764"
11/07/2008 17.00,"4,316503","33,237537","4,525494","26,316938","0,880046","94,089329","36,180561","0,600437","15,08764"
11/07/2008 18.00,"5,031707","32,02229","3,785343","26,236463","0,892754","98,714997","36,180561","0,658813","15,08764"
11/07/2008 19.00,"3,198547","38,249061","3,548494","32,83095","0,959878","101,383967","36,180561","0,783802","15,08764"
11/07/2008 20.00,"2,658533","37,678406","2,896316","33,26056","0,962127","100,112434","36,180561","1,256503","15,08764"
11/07/2008 21.00,"2,322604","44,976472","2,839642","40,650629","0,985805","90,533422","36,180561","1,081986","15,08764"
11/07/2008 22.00,"2,358725","81,649722","2,335494","78,122809","0,926612","64,404427","36,180561","1,47109","15,08764"
11/07/2008 23.00,"2,031827","45,099681","1,785667","42,391085","0,961812","78,374815","36,180561","0,884129","15,08764"
12/07/2008 0.00,"2,454447","47,097013","1,695157","44,528682","0,992001","64,576398","36,180561","1,246842","15,08764"
12/07/2008 1.00,"45,704084","1,871948","42,86352","0,975743","58,067168","39,530731","1,319557","19,83082",
12/07/2008 2.00,"2,248555","0,965325","53,059638","39,530731","1,192432","19,83082",,,
12/07/2008 3.00,"2,14561","35,40869","2,045354","32,29494","54,312198","39,530731","1,118191","19,83082",
12/07/2008 4.00,"2,179924","26,253347","1,854183","23,426589","39,530731","1,089207","19,83082",,
12/07/2008 5.00,"2,22327","31,452915","1,904937","28,551876","59,526912","39,530731","1,008559","19,83082",
12/07/2008 6.00,"2,819272","151,595577","36,642122","95,479235","25,269129","39,530731","1,17911","19,83082",
12/07/2008 7.00,"2,74703","108,29348","20,892537","76,314876","52,841644","39,530731","2,52877","19,83082",
12/07/2008 8.00,"2,620606","87,371973","13,642454","66,500355","77,531204","39,530731","2,120445","19,83082",
12/07/2008 9.00,"2,492374","93,539074","11,877942","75,471264","81,238777","39,530731","2,798784","19,83082",
12/07/2008 10.00,"2,293707","78,970169","8,329446","66,244681","77,069463","39,530731","4,066983","19,83082",
12/07/2008 11.00,"2,508629","102,774854","12,453984","83,737398","79,873836","39,530731","2,171295","19,83082",
12/07/2008 12.00,"2,905964","44,056915","3,63393","38,511751","109,240436","39,530731","1,639404","19,83082",
12/07/2008 13.00,"7,25317","52,808904","4,723433","45,59814","109,725259","39,530731","1,106954","19,83082",
12/07/2008 14.00,"8,672741","37,179068","3,671995","31,570733","122,379488","39,530731","1,239214","19,83082",
12/07/2008 15.00,"4,966688","42,787155","4,432446","36,015942","115,343518","39,530731","0,792396","19,83082",
12/07/2008 16.00,"7,296516","44,028367","4,483199","37,180118","113,310953","39,530731","0,922927","19,83082",
12/07/2008 17.00,"5,940159","25,271534","3,462214","19,976843","117,404453","39,530731","0,809888","19,83082",
12/07/2008 18.00,"3,919168","20,533694","3,387776","15,349926","117,564194","39,530731","1,027475","19,83082",
12/07/2008 19.00,"2,698266","22,458408","3,345481","17,340862","110,872226","39,530731","1,055646","19,83082",
12/07/2008 20.00,"2,190761","20,064184","2,865864","15,680888","100,738041","39,530731","0,980642","19,83082",
12/07/2008 21.00,"2,031827","17,088937","2,173929","13,765226","91,524636","39,530731","1,048527","19,83082",
12/07/2008 22.00,"2,26481","15,807527","1,617335","13,33693","92,458993","39,530731","0,924148","19,83082",
12/07/2008 23.00,"2,010154","24,986206","1,374566","22,894459","79,375527","39,530731","0,833075","19,83082",
13/07/2008 0.00,"1,988481","23,949921","1,407556","21,814619","69,32934","39,530731","1,014813","19,83082",
13/07/2008 1.00,"1,936105","32,116973","1,909167","29,21249","48,975635","27,24758","0,981659","15,4709",
13/07/2008 2.00,"1,795232","29,040545","1,668089","26,501238","46,161787","27,24758","1,322608","15,4709",
13/07/2008 3.00,"1,988481","26,873313","1,739989","24,222171","52,703513","27,24758","0,950488","15,4709",
13/07/2008 4.00,"1,988481","28,377788","2,102875","25,170925","47,606626","27,24758","0,739003","15,4709",
13/07/2008 5.00,"1,921657","16,66353","1,876178","13,796372","64,182343","27,24758","0,736715","15,4709",
13/07/2008 6.00,"2,105875","22,997936","2,01321","19,924914","74,060608","27,24758","0,613556","15,4709",
13/07/2008 7.00,"2,02099","28,744835","2,587567","24,794528","69,095071","27,24758","0,718155","15,4709",
13/07/2008 8.00,"1,932493","18,06556","2,273744","14,589378","87,643745","27,24758","0,897909","15,4709",
13/07/2008 9.00,"1,820517","22,035589","2,544427","18,146848","81,125041","27,24758","1,06785","15,4709",
13/07/2008 10.00,"1,905402","16,123988","2,169699","12,806101","78,766169","27,24758","1,172601","15,4709",
13/07/2008 11.00,"2,017378","15,217403","2,497904","11,395307","83,015384","27,24758","0,955726","15,4709",
13/07/2008 12.00,"2,326217","16,083783","2,788043","11,817125","88,059459","27,24758","0,774903","15,4709",
13/07/2008 13.00,"2,075172","12,858208","2,622249","8,843702","83,812945","27,24758","0,901977","15,4709",
13/07/2008 14.00,"1,894566","10,432864","2,639167","6,390722","78,068797","27,24758","0,694357","15,4709",
13/07/2008 15.00,"2,136579","10,202001","2,703455","6,062361","79,747908","27,24758","0,61437","15,4709",
13/07/2008 16.00,"2,131161","33,830278","3,213524","28,923071","80,271939","27,24758","0,613404","15,4709",
13/07/2008 17.00,"1,807874","20,571304","3,161924","15,734097","76,651055","27,24758","0,712408","15,4709",
13/07/2008 18.00,"4,645209","24,925251","3,278657","19,911931","74,50206","27,24758","0,706205","15,4709",
13/07/2008 19.00,"5,958219","21,82938","2,727139","17,660143","77,222483","27,24758","1,671643","15,4709",
13/07/2008 20.00,"2,084203","16,433966","2,003905","13,370669","76,651055","27,24758","5,855378","15,4709",
13/07/2008 21.00,"2,010154","15,280956","1,628331","12,793123","72,579221","27,24758","1,35922","15,4709",
13/07/2008 22.00,"1,899984","14,769947","1,289131","12,804801","70,652303","27,24758","0,946573","15,4709",
13/07/2008 23.00,"2,066142","15,315973","1,229073","13,452442","65,567589","27,24758","0,859365","15,4709",
14/07/2008 0.00,"2,12213","18,026648","0,998146","16,528396","59,237114","27,24758","0,650727","15,4709",
14/07/2008 1.00,"9,532763","0,927938","8,159721","68,634685","37,82336","0,609285","17,26021",,
14/07/2008 2.00,"6,232742","66,520903","37,82336","0,410512","17,26021",,,,
14/07/2008 3.00,"2,411102","33,068958","4,352933","26,412978","63,582486","37,82336","0,422818","17,26021",
14/07/2008 4.00,"2,123936","16,046169","1,913396","13,12148","37,82336","0,34939","17,26021",,
14/07/2008 5.00,"2,028215","15,467719","2,82357","11,208421","58,398917","37,82336","0,40802","17,26021",
14/07/2008 6.00,"1,999317","21,035632","2,803268","16,754229","49,568727","37,82336","0,496296","17,26021",
14/07/2008 7.00,"2,066142","25,228744","2,722909","21,068346","48,31888","37,82336","0,718816","17,26021",
14/07/2008 8.00,"1,959584","32,436029","3,753201","26,699818","53,200467","37,82336","0,89735","17,26021",
14/07/2008 9.00,"1,950554","29,438719","2,680615","25,34614","54,011594","37,82336","0,993507","17,26021",
14/07/2008 10.00,"2,288288","37,112914","3,270198","32,121025","58,370489","37,82336","4,988893","17,26021",
14/07/2008 11.00,"2,427356","30,79534","3,515505","25,422696","61,792333","37,82336","3,892059","17,26021",
14/07/2008 12.00,"2,210627","25,069207","3,458831","19,779563","64,186414","37,82336","2,247061","17,26021",
14/07/2008 13.00,"2,192566","30,209122","7,721254","18,389548","76,143249","37,82336","1,407019","17,26021",
14/07/2008 14.00,"2,165476","32,495662","5,234348","24,486945","72,061955","37,82336","1,228536","17,26021",
14/07/2008 15.00,"2,042663","29,085936","4,529723","22,15595","81,222537","37,82336","1,071511","17,26021",
14/07/2008 16.00,"2,116713","24,440178","4,083096","18,192264","93,485405","37,82336","0,940013","17,26021",
14/07/2008 17.00,"1,562249","25,204098","4,106781","18,920374","94,460355","37,82336","1,120836","17,26021",
14/07/2008 18.00,"1,959584","67,581456","4,817326","60,236831","90,640408","37,82336","1,004287","17,26021",
14/07/2008 19.00,"2,376786","34,579914","4,221821","28,126168","88,204359","37,82336","1,201077","17,26021",
14/07/2008 20.00,"2,524883","31,087168","3,354788","25,961327","75,917115","37,82336","1,287013","17,26021",
14/07/2008 21.00,"2,400264","30,857614","3,112862","26,102795","67,04495","37,82336","1,823989","17,26021",
14/07/2008 22.00,"2,55378","28,55289","3,243976","23,595303","60,430085","37,82336","1,92213","17,26021",
14/07/2008 23.00,"2,432774","41,897465","5,528715","33,443555","58,503175","37,82336","1,517872","17,26021",
15/07/2008 0.00,"2,463477","55,252381","4,729353","48,034239","51,780004","37,82336","1,866703","17,26021",
15/07/2008 1.00,"2,674787","57,957899","3,652539","52,39379","49,255931","114,682404","1,194466","30,60981",
15/07/2008 2.00,"2,707297","56,397631","3,549341","50,990781","55,824749","114,682404","2,247468","30,60981",
15/07/2008 3.00,"3,023359","60,735997","4,965356","53,159527","51,197723","114,682404","4,472766","30,60981",
15/07/2008 4.00,"3,02697","55,572757","5,625992","46,979063","57,448339","114,682404","3,862566","30,60981",
15/07/2008 5.00,"3,137141","54,436588","11,89401","36,385838","68,919029","114,682404","1,220502","30,60981",
15/07/2008 6.00,"3,315942","80,07259","15,629449","56,147234","55,284462","114,682404","0,892977","30,60981",
15/07/2008 7.00,"2,911382","93,924284","18,62811","65,407547","50,042678","114,682404","30,60981",,
15/07/2008 8.00,"2,83914","84,914215","17,311901","58,410718","54,179493","114,682404","1,123277","30,60981",
15/07/2008 9.00,"2,709103","56,201766","10,113422","40,723322","62,956872","114,682404","1,375492","30,60981",
15/07/2008 10.00,"2,64589","59,843686","8,643271","46,623448","68,499282","114,682404","1,353627","30,60981",
15/07/2008 11.00,"2,793988","73,982007","11,793346","55,938274","71,65978","114,682404","2,52216","30,60981",
15/07/2008 12.00,"2,812049","78,402114","12,941216","58,600197","72,247449","114,682404","2,665048","30,60981",
15/07/2008 13.00,"3,218413","76,690107","13,17044","56,535296","74,786427","114,682404","3,61035","30,60981",
15/07/2008 14.00,"3,836089","84,778041","13,85816","63,573655","70,312418","114,682404","2,824717","30,60981",
15/07/2008 15.00,"4,43751","79,212707","12,335564","60,340653","70,384199","114,682404","3,197956","30,60981",
15/07/2008 16.00,"6,935303","102,863057","18,233933","74,957299","57,731351","114,682404","4,136139","30,60981",
15/07/2008 17.00,"14,051207","126,641755","26,958395","85,366227","48,517943","114,682404","5,022454","30,60981",
15/07/2008 18.00,"114,682404","3,902229","30,60981",,,,,,
15/07/2008 19.00,"15,994541","117,965008","20,242912","86,987259","46,642501","114,682404","6,739659","30,60981",
15/07/2008 20.00,"16,27087","164,626255","29,055348","120,159522","28,61245","114,682404","5,572651","30,60981",
15/07/2008 21.00,"7,524081","123,342274","16,384807","98,28785","43,651257","114,682404","6,306417","30,60981",
15/07/2008 22.00,"5,625903","89,213691","11,372096","71,826821","44,431223","114,682404","5,643333","30,60981",
15/07/2008 23.00,"4,780662","65,398641","7,302541","54,239366","52,210608","114,682404","5,619942","30,60981",
16/07/2008 0.00,"3,73495","34,17914","3,860627","28,27932","63,442996","114,682404","2,473344","30,60981",
16/07/2008 1.00,"24,41035","3,521427","19,024209","65,88312","61,279732","0,856721","19,15126",,
16/07/2008 2.00,"3,034195","62,755099","61,279732","0,74302","19,15126",,,,
16/07/2008 3.00,"2,667562","46,326631","5,737649","37,555215","53,218062","61,279732","0,625455","19,15126",
16/07/2008 4.00,"2,895127","126,473154","21,37893","93,758279","0,767291","61,279732","2,409273","19,15126",
16/07/2008 5.00,"3,73495","113,264794","25,561842","74,122754","0,598033","33,209668","61,279732","4,777358","19,15126"
16/07/2008 6.00,"5,913068","134,930754","31,628546","86,523927","0,845671","26,321271","61,279732","5,261958","19,15126"
16/07/2008 7.00,"6,843194","135,435274","37,233387","78,400546","0,824475","33,496748","61,279732","19,15126",
16/07/2008 8.00,"10,578142","88,846643","20,462834","57,511295","0,746406","47,496938","61,279732","19,15126",
16/07/2008 9.00,"11,766527","80,783354","18,354031","52,678026","0,588949","52,438095","61,279732","19,15126",
16/07/2008 10.00,"17,154034","79,060969","17,370274","52,463864","0,637668","58,894517","61,279732","19,15126",
16/07/2008 11.00,"13,750053","59,13053","13,713258","38,13071","0,673297","64,68935","61,279732","19,15126",
16/07/2008 12.00,"12,790574","61,392292","14,225264","39,618837","0,549468","67,17899","61,279732","0,709357","19,15126"
16/07/2008 13.00,"18,730719","75,12334","15,997401","50,629969","0,703859","62,302833","61,279732","1,986201","19,15126"
16/07/2008 14.00,"13,662906","44,866206","8,792147","31,407198","0,599624","74,040296","61,279732","1,750257","19,15126"
16/07/2008 15.00,"11,867667","43,874051","9,612658","29,155379","0,563715","74,391018","61,279732","0,995389","19,15126"
16/07/2008 16.00,"14,444929","40,719806","8,110363","28,303985","0,557388","74,095836","61,279732","1,229858","19,15126"
16/07/2008 17.00,"12,608155","44,065996","8,28377","31,386414","0,514491","75,978059","61,279732","1,12531","19,15126"
16/07/2008 18.00,"16,556221","79,954564","16,834836","54,179653","1,019315","62,952804","61,279732","1,131819","19,15126"
16/07/2008 19.00,"14,515366","55,600003","10,461925","39,58639","0,710225","65,470116","61,279732","5,461798","19,15126"
16/07/2008 20.00,"6,942527","69,437397","8,017315","57,184227","0,704907","59,595956","61,279732","2,637589","19,15126"
16/07/2008 21.00,"6,942527","58,688094","7,030164","47,94988","0,512433","65,732816","61,279732","3,922569","19,15126"
16/07/2008 22.00,"4,957657","81,628979","8,792148","68,195382","0,6742","51,433354","61,279732","2,873025","19,15126"
16/07/2008 23.00,"3,892077","26,482919","2,547811","22,592038","0,363828","81,879269","61,279732","1,848397","19,15126"
17/07/2008 0.00,"3,090183","18,966958","2,206073","15,595231","0,311536","86,741899","61,279732","0,836127","19,15126"
17/07/2008 1.00,"2,718133","13,172074","1,897323","10,270059","0,286186","88,974843","29,38665","0,724206","14,10283"
17/07/2008 2.00,"2,562812","12,458739","2,042817","9,333","0,260992","87,781872","29,38665","0,60542","14,10283"
17/07/2008 3.00,"2,537526","29,52302","5,925437","20,752962","0,305054","79,999779","29,38665","0,521772","14,10283"
17/07/2008 4.00,"2,452641","48,574283","3,622933","43,049119","0,462044","58,176852","29,38665","1,319557","14,10283"
17/07/2008 5.00,"2,528496","69,451678","4,145691","63,138863","0,70083","39,400691","29,38665","1,366339","14,10283"
17/07/2008 6.00,"2,606157","90,60274","9,120351","76,671771","0,478853","42,336395","29,38665","2,480971","14,10283"
17/07/2008 7.00,"2,685623","119,098573","16,607284","93,699871","0,524934","35,801431","29,38665","2,871499","14,10283"
17/07/2008 8.00,"2,694654","128,147554","12,742431","108,685093","0,446865","54,700826","29,38665",0,"14,10283"
17/07/2008 9.00,"2,672981","165,159323","33,459043","113,936193","0,377415","40,414911","29,38665",0,"14,10283"
17/07/2008 10.00,"2,387622","53,200576","6,540396","43,20225","0,352181","72,034862","29,38665","14,10283",
17/07/2008 11.00,"2,698266","36,498128","3,968055","30,435101","0,320465","91,936286","29,38665","14,10283",
17/07/2008 12.00,"3,24731","48,216297","5,491497","39,823899","0,304509","82,60104","29,38665","14,10283",
17/07/2008 13.00,"5,315259","51,217528","5,900905","42,199005","0,30055","77,737032","29,38665","14,10283",
17/07/2008 14.00,"8,094798","52,321247","6,529399","42,339175","0,313477","80,036331","29,38665","14,10283",
17/07/2008 15.00,"6,877508","54,882773","6,157209","45,473534","0,310877","81,273982","29,38665","14,10283",
17/07/2008 16.00,"4,954046","40,35534","4,627846","33,282623","0,350938","95,653349","29,38665","14,10283",
17/07/2008 17.00,"3,687992","27,158641","3,592481","21,665368","0,349774","96,580926","29,38665","14,10283",
17/07/2008 18.00,"3,084765","24,720324","3,157694","19,892466","0,343525","94,181414","29,38665","14,10283",
17/07/2008 19.00,"2,761478","23,82153","2,939457","19,32791","0,400668","92,25181","29,38665","14,10283",
17/07/2008 20.00,"2,817466","26,763067","2,625632","22,75299","0,399582","88,125813","29,38665","14,10283",
17/07/2008 21.00,"2,22327","25,830545","2,002214","22,776355","0,402648","77,802047","29,38665","14,10283",
17/07/2008 22.00,"2,22327","19,433855","1,69854","16,841179","0,429395","77,867047","29,38665","14,10283",
17/07/2008 23.00,"2,281064","16,645372","1,620718","14,170166","0,416779","74,347685","29,38665","14,10283",
18/07/2008 0.00,"2,32441","17,78282","1,637638","15,282436","0,400008","70,269108","29,38665","14,10283",
18/07/2008 1.00,"16,011152","1,634253","13,514735","0,368952","70,583262","33,214211","14,34323",,
18/07/2008 2.00,"2,445417","0,399271","64,416611","33,214211","14,34323",,,,
18/07/2008 3.00,"2,445417","65,100444","33,214211","14,34323",,,,,
18/07/2008 4.00,"2,398459","0,391119","33,214211","14,34323",,,,,
18/07/2008 5.00,"2,492374","0,51387","24,822268","33,214211","14,34323",,,,
18/07/2008 6.00,"2,633248","0,721055","18,677309","33,214211","14,34323",,,,
18/07/2008 7.00,"2,604351","0,590813","21,028038","33,214211","14,34323",,,,
18/07/2008 8.00,"2,557393","0,659681","31,389728","33,214211","14,34323",,,,
18/07/2008 9.00,"2,468895","0,468023","54,328457","33,214211","14,34323",,,,
18/07/2008 10.00,"2,640472","0,40063","62,688745","33,214211","14,34323",,,,
18/07/2008 11.00,"2,709103","0,34135","59,04753","33,214211","14,34323",,,,
18/07/2008 12.00,"3,27982","71,271347","7,609598","59,644991","0,293018","80,422243","33,214211","14,34323",
18/07/2008 13.00,"4,300249","84,058211","9,662566","69,290779","0,303268","67,533784","33,214211","14,34323",
18/07/2008 14.00,"5,311647","35,49171","4,241276","29,00873","0,294766","82,219154","33,214211","14,34323",
18/07/2008 15.00,"3,724112","21,769706","3,294728","16,729564","0,283935","87,852275","33,214211","14,34323",
18/07/2008 16.00,"4,789694","19,817764","3,133165","15,024165","0,30552","90,293758","33,214211","14,34323",
18/07/2008 17.00,"2,562812","19,6323","3,128089","14,846358","0,337702","83,026213","33,214211","14,34323",
18/07/2008 18.00,"2,562812","17,817837","3,035042","13,173397","0,340147","82,62811","33,214211","14,34323",
18/07/2008 19.00,"2,680206","20,72564","3,116247","15,95863","0,358238","82,342388","33,214211","14,34323",
18/07/2008 20.00,"2,528496","22,250881","2,83372","17,918417","0,374426","81,156182","33,214211","14,34323",
18/07/2008 21.00,"2,407489","19,677692","2,293198","16,172777","0,383044","77,797976","33,214211","14,34323",
18/07/2008 22.00,"2,32441","15,705065","2,035204","12,593246","0,365769","74,695689","33,214211","14,34323",
18/07/2008 23.00,"2,216046","12,709054","2,026745","9,608147","0,335217","76,408643","33,214211","14,34323",
19/07/2008 0.00,"2,18173","34,364604","2,510592","30,536321","0,321979","52,339264","33,214211","14,34323",
19/07/2008 1.00,"2,34247","42,735304","6,642749","32,572676","0,390614","43,513126","34,357071","1,325151","13,72093"
19/07/2008 2.00,"2,449029","59,426067","3,377625","54,284777","0,403154","36,389138","34,357071",0,"13,72093"
19/07/2008 3.00,"2,532108","63,586769","4,338554","56,973983","0,543063","40,485333","34,357071","0,48816","13,72093"
19/07/2008 4.00,"2,584484","102,972003","15,613362","79,087124","1,661682","27,846011","34,357071","0,967981","13,72093"
19/07/2008 5.00,"2,638665","143,45445","23,103692","108,10488","2,506925","15,277123","34,357071","0,41997","13,72093"
19/07/2008 6.00,"2,501405","124,21126","21,916076","90,670629","2,282308","29,710638","34,357071","0,59342","13,72093"
19/07/2008 7.00,"2,488762","100,617983","15,453497","76,976772","1,571928","35,854258","34,357071","0,875637","13,72093"
