,Provincia di TARANTO,,,,,,,,
,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,PM10,BENZENE,PM2.5



04/04/2008 18.00,"0,834864","101,291104","10,485605","85,272788","1,024004","28,269848","15,92172","0,820058","9,088998"
04/04/2008 19.00,"0,830105","54,712873","2,98598","50,169233","1,039473","49,391353","15,92172","1,21684","9,088998"
04/04/2008 20.00,"0,872617","73,119527","3,561184","67,706077","1,121358","43,819159","15,92172","1,453293","9,088998"
04/04/2008 21.00,"0,837473","34,933998","2,711913","30,797196","0,923573","63,063846","15,92172","1,300234","9,088998"
04/04/2008 22.00,"0,889056","38,521426","3,092562","33,803069","0,724841","61,074649","15,92172","0,947844","9,088998"
04/04/2008 23.00,"0,969836","25,306562","3,058726","20,630957","0,459339","77,166958","15,92172","0,856416","9,088998"
05/04/2008 0.00,"0,875697","27,180686","3,3108","22,119621","0,389216","72,251521","15,92172","0,805566","9,088998"
05/04/2008 1.00,"13,326414","2,135019","10,059806","1,278496","77,714011","34,531132","0,693848","23,16415",
05/04/2008 2.00,"0,746559","1,750977","72,250181","34,531132","0,692272","23,16415",,,
05/04/2008 3.00,"0,642952","19,42349","3,0951","14,688014","0,274144","65,58249","34,531132","0,674271","23,16415"
05/04/2008 4.00,"0,72902","19,883902","2,826954","15,560188","0,543355","34,531132","0,737376","23,16415",
05/04/2008 5.00,"0,54823","28,742254","3,589098","23,255254","0,871087","78,527828","34,531132","0,923843","23,16415"
05/04/2008 6.00,"0,806893","38,048014","4,679446","30,894534","1,043616","72,519625","34,531132","0,808057","23,16415"
05/04/2008 7.00,"0,700296","43,903879","5,247882","35,882255","1,311013","67,860122","34,531132","1,068003","23,16415"
05/04/2008 8.00,"0,652631","46,899887","5,843386","37,966642","1,347909","68,159375","34,531132","1,062612","23,16415"
05/04/2008 9.00,"0,690721","56,481931","8,124742","44,054964","1,455997","63,379355","34,531132","1,272267","23,16415"
05/04/2008 10.00,"1,095012","99,70231","20,988979","67,567212","1,383228","36,691101","34,531132","1,308879","23,16415"
05/04/2008 11.00,"1,081497","106,035445","25,961942","66,274527","1,253161","36,558396","34,531132","2,581654","23,16415"
05/04/2008 12.00,"0,49443","67,656654","14,413898","45,587757","1,041881","54,256677","34,531132","2,2135","23,16415"
05/04/2008 13.00,"0,890263","87,488701","18,275371","59,508723","1,491986","52,182179","34,531132","1,609911","23,16415"
05/04/2008 14.00,"5,428196","97,893042","21,903379","64,353695","1,676196","57,933105","34,531132","2,980318","23,16415"
05/04/2008 15.00,"20,499912","75,101313","15,272483","51,720191","1,33106","70,045669","34,531132","3,08812","23,16415"
05/04/2008 16.00,"6,699011","26,477719","4,637152","19,381103","1,313775","95,909269","34,531132","1,371424","23,16415"
05/04/2008 17.00,"5,363608","44,370788","7,43619","32,991904","0,173159","85,942968","34,531132","23,16415",
05/04/2008 18.00,"3,984563","50,702625","6,913432","40,130183","0,632422","78,143271","34,531132","1,327185","23,16415"
05/04/2008 19.00,"5,808743","88,462731","13,419989","67,933224","0,463326","53,716393","34,531132","2,804886","23,16415"
05/04/2008 20.00,"3,549902","72,30633","14,512873","50,101741","1,319299","61,094961","34,531132","4,50175","23,16415"
05/04/2008 21.00,"2,005578","66,427126","10,934772","49,695518","1,047918","55,031236","34,531132","2,262316","23,16415"
05/04/2008 22.00,"1,314646","53,282294","6,815309","42,862203","0,985015","56,489621","34,531132","1,659235","23,16415"
05/04/2008 23.00,"1,135799","34,774481","4,506885","27,88348","0,916115","57,066476","34,531132","1,472616","23,16415"
06/04/2008 0.00,"1,119765","32,045615","4,51196","25,146259","0,836954","60,588529","34,531132","1,01222","23,16415"
06/04/2008 1.00,"0,811701","40,150431","3,930836","34,147","0,816275","50,46109","30,05372","0,716324","18,64563"
06/04/2008 2.00,"0,769148","48,499063","4,305564","41,92645","0,813908","43,366889","30,05372","0,784565","18,64563"
06/04/2008 3.00,"0,894256","30,312886","3,692296","24,668642","0,794571","62,761884","30,05372","0,677729","18,64563"
06/04/2008 4.00,"0,64105","21,951288","2,606176","17,967741","0,755977","73,036913","30,05372","0,534128","18,64563"
06/04/2008 5.00,"0,709766","25,174271","2,530894","21,308456","0,795005","69,510785","30,05372","0,527365","18,64563"
06/04/2008 6.00,"0,872987","42,571885","5,600616","34,008132","0,918957","59,360348","30,05372","0,567079","18,64563"
06/04/2008 7.00,"1,816466","84,012801","15,176888","60,784526","1,633103","42,073713","30,05372","2,070256","18,64563"
06/04/2008 8.00,"4,473338","73,642208","14,422353","51,564438","1,577896","53,670347","30,05372","5,935212","18,64563"
06/04/2008 9.00,"3,51499","58,131683","13,790486","37,012706","1,068991","65,578426","30,05372","1,840261","18,64563"
06/04/2008 10.00,"4,132942","50,290188","11,975213","31,950991","0,009826","68,738939","30,05372","1,366339","18,64563"
06/04/2008 11.00,"6,044402","59,595948","13,430988","39,029597","0,054853","75,372757","30,05372","1,337863","18,64563"
06/04/2008 12.00,"3,694789","43,071222","10,38748","27,163152",0,"93,23896","30,05372","1,091851","18,64563"
06/04/2008 13.00,"5,178571","55,445646","11,584413","37,709667","0,013495","89,941681","30,05372","1,465497","18,64563"
06/04/2008 14.00,"3,513245","24,341615","4,452748","17,526455","0,68534","96,403529","30,05372","1,024221","18,64563"
06/04/2008 15.00,"2,588063","21,907198","3,907997","15,926183","2,014544","101,943181","30,05372","0,616861","18,64563"
06/04/2008 16.00,"3,08911","23,580294","3,732053","17,870397","1,167805","98,253233","30,05372","0,578012","18,64563"
06/04/2008 17.00,"2,683728","20,558339","3,133165","15,765243","1,980173","100,949296","30,05372","0,561028","18,64563"
06/04/2008 18.00,"1,853312","35,687535","3,762505","29,9393","0,094078","88,55913","30,05372","0,647575","18,64563"
06/04/2008 19.00,"1,238027","22,039489","3,32941","16,946316",0,"104,83011","30,05372","0,687797","18,64563"
06/04/2008 20.00,"1,583691","103,42333","23,447128","67,519183",0,"67,336075","30,05372","0,70773","18,64563"
06/04/2008 21.00,"2,125472","82,045296","14,506101","59,844871","0,398568","63,83164","30,05372","1,29698","18,64563"
06/04/2008 22.00,"2,270359","71,421765","9,037454","57,604735","0,429113","59,639289","30,05372","0,966353","18,64563"
06/04/2008 23.00,"1,95091","82,601688","11,717223","64,680737","0,005052","54,170014","30,05372","1,208704","18,64563"
07/04/2008 0.00,"1,370538","43,588703","3,9689","37,52925","1,64514","66,246011","30,05372","1,217349","18,64563"
07/04/2008 1.00,"62,318314","4,219283","55,887663","1,236192","54,428647","30,84573","1,365322","12,96554",
07/04/2008 2.00,"1,071131","0,020796","47,433301","30,84573","1,175144","12,96554",,,
07/04/2008 3.00,"1,304372","39,437103","3,792956","33,644716","0,06965","43,09605","30,84573","1,050205","12,96554"
07/04/2008 4.00,"1,080749","27,739677","3,194068","22,858112","1,964467","30,84573","0,673813","12,96554",
07/04/2008 5.00,"0,945211","27,433604","2,909851","22,987898","2,024765","44,762972","30,84573","0,539061","12,96554"
07/04/2008 6.00,"0,929656","59,629696","11,674926","41,757714","2,194965","31,759403","30,84573","0,592657","12,96554"
07/04/2008 7.00,"1,378831","112,819929","30,110173","66,698933","2,076264","13,486981","30,84573","12,96554",
07/04/2008 8.00,"1,339982","122,678197","32,694369","72,599056","2,145836","19,067298","30,84573","1,365322","12,96554"
07/04/2008 9.00,"1,17161","76,8172","14,152514","55,155652","2,542864","41,109588","30,84573","1,500583","12,96554"
07/04/2008 10.00,"1,276248","30,110558","4,890917","22,655632","2,358103","90,32219","30,84573","1,207687","12,96554"
07/04/2008 11.00,"1,209619","23,952521","4,171913","17,567998","2,401827","99,822656","30,84573","0,718205","12,96554"
07/04/2008 12.00,"1,115237","21,516806","4,145691","15,17082","2,420532","102,819311","30,84573","0,643812","12,96554"
07/04/2008 13.00,"1,24893","20,577784","3,870778","14,652973","2,371401","108,10436","30,84573","0,550909","12,96554"
07/04/2008 14.00,"1,140675","19,072012","3,557801","13,626359","2,344055","108,900605","30,84573","0,539417","12,96554"
07/04/2008 15.00,"0,985083","17,348332","3,246513","12,379098","2,301632","112,063857","30,84573","0,484041","12,96554"
07/04/2008 16.00,"1,142681","20,638758","3,381855","15,464147","2,308853","114,337357","30,84573","0,456277","12,96554"
07/04/2008 17.00,"0,837595","20,165347","3,422458","14,928121","2,19248","111,538456","30,84573","0,511144","12,96554"
07/04/2008 18.00,"0,917431","25,169089","3,302341","20,119612","2,120659","109,698189","30,84573","0,652761","12,96554"
07/04/2008 19.00,"1,032366","22,038189","3,156849","17,209777","2,173498","99,53424","30,84573","0,692984","12,96554"
07/04/2008 20.00,"0,718132","22,96681","3,153466","18,144244","2,179733","92,360143","30,84573","1,321795","12,96554"
07/04/2008 21.00,"0,867387","19,099249","3,251589","14,123437","2,113753","93,81446","30,84573","0,831397","12,96554"
07/04/2008 22.00,"0,934017","17,206962","3,170384","12,354441","2,031395","95,458358","30,84573","0,630235","12,96554"
07/04/2008 23.00,"0,894698","20,778831","2,977522","16,224694","2,069515","99,51529","30,84573","0,500211","12,96554"
08/04/2008 0.00,"0,661716","18,531173","2,94707","14,022206","0,555469","103,72516","30,84573","0,462786","12,96554"
08/04/2008 1.00,"0,879479","11,200673","2,911542","6,741148","0,416169","110,925034","39,2267","0,442293","9,187221"
08/04/2008 2.00,"0,651846","10,754514","2,766049","6,517914","0,424889","112,762546","39,2267","0,421191","9,187221"
08/04/2008 3.00,"0,531499","11,517134","2,80919","7,214872","0,430809","111,362338","39,2267","0,408071","9,187221"
08/04/2008 4.00,"0,585133","12,977527","2,862481","8,594509","0,432071","109,176852","39,2267","0,39902","9,187221"
08/04/2008 5.00,"0,515594","12,961964","2,957219","8,433571","0,439924","106,482128","39,2267","0,413512","9,187221"
08/04/2008 6.00,"0,365069","20,579084","3,22452","15,645846","0,488069","96,3277","39,2267","0,469752","9,187221"
08/04/2008 7.00,"0,493372","25,947274","4,039956","19,766581","0,510562","90,140745","39,2267","0,645236","9,187221"
08/04/2008 8.00,"0,531107","29,179319","3,379318","24,014509","1,194758","83,131829","39,2267","0,652965","9,187221"
08/04/2008 9.00,"0,513036","26,82142","3,145006","22,014499","2,363982","83,835982","39,2267","0,827787","9,187221"
08/04/2008 10.00,"0,331521","25,158708","3,381855","19,987226","2,374755","82,633521","39,2267","0,781971","9,187221"
08/04/2008 11.00,"0,464351","22,990156","3,210986","18,079356","2,344093","83,79535","39,2267","0,673356","9,187221"
08/04/2008 12.00,"0,52517","23,481711","3,359863","18,342817","2,346461","82,525188","39,2267","0,65388","9,187221"
08/04/2008 13.00,"0,292756","21,965553","3,167001","17,121525","2,314182","84,307205","39,2267","0,695628","9,187221"
08/04/2008 14.00,"0,423792","23,313112","3,241439","18,355796","2,310827","79,793935","39,2267","0,615336","9,187221"
08/04/2008 15.00,"0,484778","26,849966","3,27189","21,848365","2,321008","67,521592","39,2267","0,551417","9,187221"
08/04/2008 16.00,"0,447682","31,819963","3,917302","25,831539","2,359011","63,154577","39,2267","0,601047","9,187221"
08/04/2008 17.00,"0,59133","24,344195","3,363246","19,200704","2,409837","67,462003","39,2267","0,783598","9,187221"
08/04/2008 18.00,"0,389044","23,895448","3,403849","18,702331","2,393737","73,122217","39,2267","0,927301","9,187221"
08/04/2008 19.00,"0,531451","26,52571","3,180535","21,664068","1,131459","74,145927","39,2267","0,811159","9,187221"
08/04/2008 20.00,"0,485592","27,362268","3,574717","21,896376","0,809251","76,131057","39,2267","0,829872","9,187221"
08/04/2008 21.00,"0,334296","23,35202","2,984288","18,78929","0,775432","77,959117","39,2267","0,855602","9,187221"
08/04/2008 22.00,"0,384985","24,554304","3,444451","19,286363","0,75949","70,752516","39,2267","0,702696","9,187221"
08/04/2008 23.00,"0,381823","27,980914","3,354788","22,85293","0,730524","64,266315","39,2267","0,732647","9,187221"
09/04/2008 0.00,"0,37862","18,060372","2,94707","13,551078","0,683366","74,22719","39,2267","0,610759","9,187221"
09/04/2008 1.00,"15,479392","2,855713","11,108483","1,277864","70,955628","39,325871","0,498686","14,09727",
09/04/2008 2.00,"0,576536","2,242833","70,684807","39,325871","0,430903","14,09727",,,
09/04/2008 3.00,"0,467447","22,228836","3,353941","17,098164","2,24682","64,572326","39,325871","0,4068","14,09727"
09/04/2008 4.00,"0,33584","28,453026","3,593326","22,959334","2,253015","39,325871","0,526247","14,09727",
09/04/2008 5.00,"0,817278","31,084568","4,330094","24,46228","2,298751","55,511954","39,325871","0,426886","14,09727"
09/04/2008 6.00,"0,822537","102,095235","22,508187","67,630806","2,437461","21,091679","39,325871","0,790514","14,09727"
09/04/2008 7.00,"2,521912","278,328124","118,605128","96,540914","1,60552","6,449651","39,325871","1,883484","14,09727"
09/04/2008 8.00,"0,879656","99,435127","20,533051","67,9994","0,909524","28,219754","39,325871","3,309826","14,09727"
09/04/2008 9.00,"0,739407","118,300926","23,575694","82,209805","0,808501","35,858311","39,325871","1,058443","14,09727"
09/04/2008 10.00,"0,88142","103,877275","21,061729","71,633443","0,797452","39,827223","39,325871","0,955268","14,09727"
09/04/2008 11.00,"0,838235","97,38982","21,401773","64,619747","0,715331","47,196316","39,325871","1,049035","14,09727"
09/04/2008 12.00,"1,297393","64,141864","14,298862","42,247016","0,715646","56,026503","39,325871","1,022187","14,09727"
09/04/2008 13.00,"1,023308","44,060795","7,83545","32,069116","0,698559","67,444408","39,325871","0,55157","14,09727"
09/04/2008 14.00,"1,17096","41,579708","6,852529","31,094415","0,691259","74,434351","39,325871","0,512314","14,09727"
09/04/2008 15.00,"0,974996","42,776812","6,342459","33,074961","0,689563","76,152723","39,325871","0,467617","14,09727"
09/04/2008 16.00,"1,018456","46,591213","5,858612","37,634392","0,688458","75,383586","39,325871","0,418241","14,09727"
09/04/2008 17.00,"1,0565","41,813165","4,934904","34,270304","0,718409","76,518346","39,325871","0,508602","14,09727"
09/04/2008 18.00,"0,91433","33,674642","3,655922","28,088522","0,760082","77,003108","39,325871","0,520806","14,09727"
09/04/2008 19.00,"1,018305","29,975667","3,366629","24,830876","0,793111","76,376162","39,325871","0,753038","14,09727"
09/04/2008 20.00,"0,836595","28,429679","3,153466","23,610866","0,783798","81,093899","39,325871","0,72746","14,09727"
09/04/2008 21.00,"0,753229","26,634656","3,123014","21,861348","0,786363","82,156871","39,325871","0,721358","14,09727"
09/04/2008 22.00,"0,877866","20,611512","3,010511","16,006652","0,759568","81,435123","39,325871","0,586046","14,09727"
09/04/2008 23.00,"0,536768","20,545356","3,00459","15,949546","0,750768","72,863588","39,325871","0,577605","14,09727"
10/04/2008 0.00,"0,607676","18,011087","2,977522","13,455034","0,721882","71,927892","39,325871","0,501534","14,09727"
10/04/2008 1.00,"0,538485","13,942477","2,820186","9,625019","0,694771","78,006499","37,160351","0,401868","13,05996"
10/04/2008 2.00,"0,673476","12,173404","2,745748","7,968934","0,684471","77,43507","37,160351","0,338814","13,05996"
10/04/2008 3.00,"0,564451","15,297816","2,881935","10,886543","0,693666","72,059238","37,160351","0,292642","13,05996"
10/04/2008 4.00,"0,441435","17,794491","3,092562","13,061782","0,713239","67,392955","37,160351","0,324881","13,05996"
10/04/2008 5.00,"0,576706","21,476596","3,177152","16,616655","0,723223","62,946042","37,160351","0,427089","13,05996"
10/04/2008 6.00,"0,477794","29,144309","3,332795","24,050857","0,780563","50,006111","37,160351","0,392816","13,05996"
10/04/2008 7.00,"0,727217","43,964832","4,476432","37,126907","0,811934","46,335113","37,160351","0,615641","13,05996"
10/04/2008 8.00,"0,659654","52,242129","7,180732","41,260652","0,86213","41,308629","37,160351","0,648592","13,05996"
10/04/2008 9.00,"0,52107","40,997331","7,379517","29,703092","0,847135","46,054794","37,160351","0,823973","13,05996"
10/04/2008 10.00,"1,028829","52,491128","10,524519","36,379336","0,919785","47,666196","37,160351","0,971642","13,05996"
10/04/2008 11.00,"0,820846","44,851943","7,790617","32,929612","0,856922","54,949981","37,160351","0,852246","13,05996"
10/04/2008 12.00,"0,81042","46,630122","7,609598","34,986731","0,841176","60,224261","37,160351","0,99127","13,05996"
10/04/2008 13.00,"0,798184","36,607074","4,675216","29,459101","0,812251","74,871731","37,160351","0,738901","13,05996"
10/04/2008 14.00,"0,633615","31,47496","4,239584","24,991808","0,791612","76,661884","37,160351","0,733969","13,05996"
10/04/2008 15.00,"0,612908","32,250565","4,29372","25,68487","0,779655","71,020627","37,160351","0,555892","13,05996"
