SIMAGE Brindisi,,,,,,,
,Via Taranto,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE,PM10



07/02/2010 8.00,"0,10954819","41,76903576","31,3708532","0,47552038","36,58788105","1,2595545","15,30000019"
07/02/2010 9.00,"0,12282309","31,83294536","22,11832192","0,50023819","46,4247273","1,532619","15,30000019"
07/02/2010 10.00,"0,13587832","28,62940848","19,64457632","0,49059781","54,3101244","1,7202555","15,30000019"
07/02/2010 11.00,"0,12158235","25,89798264","18,7153099","0,54152113","66,4476645","1,8239895","15,30000019"
07/02/2010 12.00,"0,13121029","33,59034104","24,51419176","0,54326397","65,3532075","2,0314575","15,30000019"
07/02/2010 13.00,"0,14236881","37,15572392","25,10603224","0,53735975","66,7864155","2,250621","15,30000019"
07/02/2010 14.00,"0,13237679","25,6567456","19,40446736","0,35630011","75,61051995","2,286216","15,30000019"
07/02/2010 15.00,"0,11166355","22,31185456","17,48622659","0,29815612","75,2110212","2,2450275","15,30000019"
07/02/2010 16.00,"0,09875375","20,89295936","16,48037502","0,2668118","75,8507778","0,870552","15,30000019"
07/02/2010 17.00,"0,1335443","24,372742","19,79382704","0,26672559","73,4956404","1,6816095","15,30000019"
07/02/2010 18.00,"0,15498673","28,51658136","23,1540332","0,23364075","81,88671015","1,412613","15,30000019"
07/02/2010 19.00,"0,10954819","27,75524208","21,56672904","0,30635306","84,1356936","1,45431","15,30000019"
07/02/2010 20.00,"0,10845491","44,42394336","35,57985352","0,34245408","71,4184863","1,635336","15,30000019"
07/02/2010 21.00,"0,11261139","40,69776128","32,23264896","0,28685795","75,7676661","1,0642905","15,30000019"
07/02/2010 22.00,"0,11005872","37,32822456","31,20471952","0,22336196","68,8160886","1,11417435","15,30000019"
07/02/2010 23.00,"0,09073166","23,48819344","19,623812","0,21168167","75,3499929","1,0907325","15,30000019"
08/02/2010 0.00,"0,12391637","18,02664957","15,07088303","0,27530581","72,1588308","1,164465","15,30000019"
08/02/2010 1.00,"0,10604768","16,8347298","14,7542023","0,27326706","72,1539231","1,7263575","25,39999962"
08/02/2010 2.00,"0,10991329","9,24613182","8,81125506","0,27730146","72,84608835","1,54584","25,39999962"
08/02/2010 3.00,"0,11822828","10,11640347","9,33299971","0,2869861","68,4151734","1,8077175","25,39999962"
08/02/2010 4.00,"0,10998652","9,43159964","9,06044602","0,27522077","68,78255265","1,69839","25,39999962"
08/02/2010 5.00,"0,12450012","9,55351641","8,77101894","0,27819385","69,2616918","1,6572015","25,39999962"
08/02/2010 6.00,"0,10597445","11,31480683","10,08836017","0,29590418","68,6065338","1,737036","25,39999962"
08/02/2010 7.00,"0,10757928","23,30662992","19,0735231","0,33689004","60,9215943","1,775682","25,39999962"
08/02/2010 8.00,"0,09313788","36,1713116","27,9418724","0,38713533","55,74055935","1,917045","25,39999962"
08/02/2010 9.00,"0,1148732","36,62135816","26,84386816","0,4386959","57,95181735","2,211975","25,39999962"
08/02/2010 10.00,"0,11013195","33,56309504","25,32017624","0,40985749","57,19399665","2,1880755","25,39999962"
08/02/2010 11.00,"0,12778198","31,04047872","23,82243016","0,38828285","59,5728945","2,0487465","25,39999962"
08/02/2010 12.00,"0,11428944","32,93406616","24,6387968","0,38496843","62,3799393","2,085867","25,39999962"
08/02/2010 13.00,"0,10677686","32,76416584","24,54403808","0,37422363","62,98548165","2,160108","25,39999962"
08/02/2010 14.00,"0,10925631","35,76535576","26,04438448","0,35264667","67,0909323","2,3050305","25,39999962"
08/02/2010 15.00,"0,11181","31,53593528","24,45968064","0,31009038","72,0540534","1,7690715","25,39999962"
08/02/2010 16.00,"0,13106486","44,05819688","34,9101564","0,39601146","62,78642055","2,112309","25,39999962"
08/02/2010 17.00,"0,13777401","55,44176688","42,85962144","0,47946973","49,9930641","2,082816","25,39999962"
08/02/2010 18.00,"0,1160397","54,90090032","42,25869896","0,48061726","52,0765224","2,8328535","25,39999962"
08/02/2010 19.00,"0,13412806","53,9048248","43,20875264","0,54173432","50,85983175","2,4880905","25,39999962"
08/02/2010 20.00,"0,130116","54,63375568","41,47349792","0,45955056","54,7012641","2,636064","25,39999962"
08/02/2010 21.00,"0,12625038","50,06059584","38,71031376","0,47335465","58,64468085","2,4545295","25,39999962"
08/02/2010 22.00,"0,114143","58,10963784","43,94854368","0,48456661","49,7618835","2,56284","25,39999962"
08/02/2010 23.00,"0,11735265","50,94774472","39,64348448","0,47866355","47,47447635","2,6386065","25,39999962"
09/02/2010 0.00,"0,10692331","30,66435008","26,01063768","0,3673012","58,499385","2,1779055","25,39999962"
09/02/2010 1.00,,"23,4298392","19,71985176","0,31964688","61,6381983","2,104173","28,5"
09/02/2010 2.00,"0,10136337",,,"0,31340364","59,2935147","1,807209","28,5"
09/02/2010 3.00,"0,10422521","18,86319928","17,93269006",,"68,1909753","1,8667035","28,5"
09/02/2010 4.00,"0,10565613","28,90177288","22,0638108","0,44926827",,"1,609911","28,5"
09/02/2010 5.00,"0,10175695","43,75472424","33,72649456","0,43087991","49,86201255","1,706526","28,5"
09/02/2010 6.00,"0,11121912","36,89762304","29,6381988","0,53014141","41,5383339","1,721781","28,5"
09/02/2010 7.00,"0,09047029","99,57260064","60,86112056","0,74287856","18,89044752","3,40695","28,5"
09/02/2010 8.00,"1,28333501","303,2975008","92,24753744","1,43808532","18,4193582","3,698829","28,5"
09/02/2010 9.00,"5,47729046","484,7919976","127,1797201","2,26924176","19,27658576","6,912549","28,5"
09/02/2010 10.00,"1,50445929","252,2924152","96,1126072","1,19874423","24,6986187","6,41523702","28,5"
09/02/2010 11.00,,"76,230962","49,0387848","0,58194197","55,3072254","2,934045","28,5"
09/02/2010 12.00,,"39,343702","27,93539072","0,5030272","74,1787284","1,9877265","28,5"
09/02/2010 13.00,"0,119348","29,67607552","22,3026196","0,44216061","79,7875113","1,97298","28,5"
09/02/2010 14.00,"0,1165482","28,8174728","21,61863984","0,42849749","77,20251","1,691271","28,5"
09/02/2010 15.00,"0,11037298","35,35033704","27,52396656","0,43385998","72,0219738","1,6470315","28,5"
09/02/2010 16.00,"0,10939971","29,29216504","22,52196424","0,40853405","78,0407691","1,6368615","28,5"
09/02/2010 17.00,"0,12208983","35,71088288","26,68295424","0,50421899","74,5501176","1,5321105","28,5"
09/02/2010 18.00,"0,11317278","34,71610752","26,64530696","0,57683461","67,35114015","1,9877265","28,5"
09/02/2010 19.00,"0,12982717","40,25289624","31,591498","0,55546734","60,7271616","2,4484275","28,5"
09/02/2010 20.00,"0,15395346","36,30230272","28,651798","0,52133051","60,6071025","2,4565635","28,5"
09/02/2010 21.00,"0,14956104","25,39994488","20,44666032","0,46812496","67,94509155","2,1179025","28,5"
09/02/2010 22.00,"0,13277444","29,76815744","24,65436048","0,4445442","68,59869345","1,7466975","28,5"
09/02/2010 23.00,"0,13542779","12,01647068","9,51599723","0,40810882","82,62665565","1,428885","28,5"
10/02/2010 0.00,"0,13690142","8,92318546","6,88261493","0,36771478","80,0550009","1,157346","28,5"
10/02/2010 1.00,"0,15354056","6,90768698","5,59772225","0,36567137","79,30450185","1,0703925","16,20000076"
10/02/2010 2.00,"0,12472793","3,3228495","3,01885106","0,35396661","83,46563295","0,4978215","16,20000076"
10/02/2010 3.00,"0,13914187","2,61080923","2,43350947","0,34255893","83,85385995","0,9423522","16,20000076"
10/02/2010 4.00,"0,13797741","10,69096138","10,17661044","0,35085956","75,13211895","1,036323","16,20000076"
10/02/2010 5.00,"0,10729248","6,46023118","6,05587186","0,34170732","77,0410347","1,0632735","16,20000076"
10/02/2010 6.00,"0,13628207","6,57695878","5,71712665","0,35520035","82,2201744","0,492228","16,20000076"
10/02/2010 7.00,"0,1486915","5,51603396","4,44391438","0,33217296","89,81440125","1,0356111","16,20000076"
10/02/2010 8.00,"0,1545718","13,4081237","9,75221336","0,34047358","85,7838429","0,76208895","16,20000076"
10/02/2010 9.00,"0,11323176","16,5429108","11,4005065","0,30969894","92,383263","0,86307705","16,20000076"
10/02/2010 10.00,"0,12494862","2,50575439","1,45621362","0,31672156","95,62188615","0,7697673","16,20000076"
10/02/2010 11.00,"0,12018804","12,86858216","9,24214721","0,32136176","86,5736634","0,8063793","16,20000076"
10/02/2010 12.00,"0,12984141","33,83935992","26,47657296","0,39235919","69,3969528","0,76320765","16,20000076"
10/02/2010 13.00,"0,10008602","28,6734992","22,81268384","0,38401662","78,51117015","1,1609055","16,20000076"
10/02/2010 14.00,"0,10035146","54,4353092","37,03217048","0,53154523","60,71804445","1,229553","16,20000076"
10/02/2010 15.00,"0,11454369","30,6513676","19,5109084","0,44943836","67,1973855","1,6338105","16,20000076"
10/02/2010 16.00,"0,11500033","10,76877978","7,19799933","0,31233883","85,901109","1,10278395","16,20000076"
10/02/2010 17.00,"0,11514779","28,90047272","22,39605904","0,43100806","72,40319835","1,15851555","16,20000076"
10/02/2010 18.00,"0,10323974","26,44141128","20,47132512","0,37146025","75,93809895","1,211247","16,20000076"
10/02/2010 19.00,"0,11082961","34,91065352","27,59404136","0,42577255","63,8717205","1,1263275","16,20000076"
10/02/2010 20.00,"0,11199407","58,28213848","39,87841192","0,51337123","56,5576116","1,834668","16,20000076"
10/02/2010 21.00,"0,12378416","36,7225412","28,7439564","0,49834506","65,0202819","1,818396","16,20000076"
10/02/2010 22.00,"0,12686465","29,45688384","24,29614728","0,46931676","60,6092172","1,831617","16,20000076"
10/02/2010 23.00,"0,12770469","37,73288024","24,03529312","0,55487086","54,1579458","1,975014","16,20000076"
11/02/2010 0.00,"0,12587714","43,00636744","37,62789232","0,54171918","33,3340161","2,4433425","16,20000076"
11/02/2010 1.00,,"16,45860881","13,61207866","0,40661879","61,26144255","1,7660205","16,20000076"
11/02/2010 2.00,"0,0953285",,,"0,35711561","65,82484545","1,275318","16,20000076"
11/02/2010 3.00,"0,09862459","6,8337595","6,81382882",,"70,6178529","1,04450985","16,20000076"
11/02/2010 4.00,"0,09211783","0,70814744","0,70863882","0,26878065",,"0,80226045","16,20000076"
11/02/2010 5.00,"0,09691196",,,"0,26604523","80,3323857","0,8073963","16,20000076"
11/02/2010 6.00,"0,11120895","6,59900797","6,18306193","0,31576393","71,2309962","0,7574616","16,20000076"
11/02/2010 7.00,"0,09960905","52,10723888","36,9335304","0,42080499","44,43928335","0,9566919","16,20000076"
11/02/2010 8.00,"0,1028187","68,16637544","47,14259704","0,62220903","34,1397567","1,44414","16,20000076"
11/02/2010 9.00,"0,11039535","86,33440976","47,364542","0,77667055","33,75869175","2,122479","16,20000076"
11/02/2010 10.00,"0,11009635","77,88851304","42,64417728","0,6724415","41,98303935","2,587248","16,20000076"
11/02/2010 11.00,"0,09442947","79,90789096","41,99004384","0,83827575","38,03820615","2,3518125","16,20000076"
11/02/2010 12.00,"0,13102825",,,"0,52802693","63,15581475","2,8003095","16,20000076"
11/02/2010 13.00,"0,11955649",,,"0,56445066","68,0276247","2,1158685","16,20000076"
11/02/2010 14.00,"0,12131081","36,45793952","26,31563992","0,47561242","84,04885125","2,1219705","16,20000076"
11/02/2010 15.00,"0,10924004","21,3767336","15,9651197","0,41943728","91,5203457","1,653642","16,20000076"
11/02/2010 16.00,"0,1008925","34,56825256","24,27798328","0,48356471","86,7070491","1,7141535","16,20000076"
11/02/2010 17.00,"0,11065265","62,04206736","45,33596736","0,57988458","67,4453241","1,97298","16,20000076"
11/02/2010 18.00,"0,0879227","120,13096","79,05858056","0,85118745","37,494429","2,5247025","16,20000076"
11/02/2010 19.00,"0,08295771","207,38986","95,04964992","1,13257922","23,0752473","3,541194","16,20000076"
11/02/2010 20.00,"0,08954888","142,7307426","81,24548792","0,80262093","25,5921393","4,727016","16,20000076"
11/02/2010 21.00,"0,09537121","204,0891744","81,6257656","0,86982628","27,34620315","3,166938","16,20000076"
11/02/2010 22.00,"0,08963533","74,33219304","51,79286784","0,57633599","38,36003955","2,997099","16,20000076"
11/02/2010 23.00,"0,11694483","33,23107624","25,4681268","0,46432706","57,2349939","2,039085","16,20000076"
12/02/2010 0.00,"0,09558478","5,26571683","4,40368016","0,32709356","84,85594845","1,388205","16,20000076"
12/02/2010 1.00,"0,11283513","6,6132734","5,67170135","0,33478838","83,4308601","1,0775115","16,5"
12/02/2010 2.00,"0,09216054","4,49531467","3,94293596","0,34633237","81,4591617","1,0917495","16,5"
12/02/2010 3.00,"0,1011498","0,4280012","0,4153189","0,29874911","83,7184593","1,0318482","16,5"
12/02/2010 4.00,"0,1218244",,,"0,26125591","92,7099243","0,7866495","16,5"
12/02/2010 5.00,"0,11947004",,,"0,25044005","91,1485575","0,7135272","16,5"
12/02/2010 6.00,"0,09817101","10,23505646","10,13111249","0,2772036","73,0476033","0,66628755","16,5"
12/02/2010 7.00,"0,09310228","16,5688509","14,37133386","0,29926287","67,2968961","0,88534935","16,5"
12/02/2010 8.00,"0,09138965","42,23594616","29,03337584","0,3403466","56,22737925","0,81314235","16,5"
12/02/2010 9.00,"0,08556835","49,94904976","31,87053528","0,3729666","65,28807075","1,0903257","16,5"
12/02/2010 10.00,"0,09605565","24,00569536","16,70231424","0,31033503","89,68995315","1,164465","16,5"
12/02/2010 11.00,"0,08133051","19,38458256","13,87684094","0,2984066","92,0362926","0,85666995","16,5"
12/02/2010 12.00,"0,10427403","22,05245352","15,11501773","0,34333948","90,3179193","0,9752013","16,5"
12/02/2010 13.00,"0,10825558","19,81776528","11,86903254","0,37125638","89,8697625","1,077003","16,5"
12/02/2010 14.00,"0,09353044","49,33950416","28,30398608","0,44427625","79,4981565","1,278369","16,5"
12/02/2010 15.00,"0,09682654","29,40371112","18,91518656","0,40190869","91,3405164","1,3907475","16,5"
12/02/2010 16.00,"0,09361587","30,63582304","21,28769176","0,38664719","86,90756655","1,408545","16,5"
12/02/2010 17.00,"0,09519934","49,08788496","35,67201192","0,55880856","67,7029185","1,877382","16,5"
12/02/2010 18.00,"0,09190324","101,6101617","66,8871136","0,70711423","38,486343","2,1880755","16,5"
12/02/2010 19.00,"0,07328299","111,321898","69,99942896","0,72720815","39,38407305","2,961504","16,5"
12/02/2010 20.00,"0,11463319","43,21907744","36,29107928","0,49993878","66,608262","2,2592655","16,5"
12/02/2010 21.00,"0,08629652","46,596396","37,39686536","0,49733151","64,16628225","1,672965","16,5"
12/02/2010 22.00,"0,08214411","30,79924168","25,48240944","0,42439669","79,64875905","1,7741565","16,5"
12/02/2010 23.00,"0,10016535","20,0538208","16,31814564","0,41003224","84,36569715","1,4639715","16,5"
13/02/2010 0.00,"0,07889072","4,49142375","4,00523274","0,38108898","101,9660859","1,4202405","16,5"
13/02/2010 1.00,,"5,9193933","5,17721226","0,40819387","97,753005","1,559061","31,89999962"
13/02/2010 2.00,"0,10737384",,,"0,43679462","80,7141489","1,522449","31,89999962"
13/02/2010 3.00,"0,11088046","17,35352041","16,63482446",,"80,16682065","1,70856","31,89999962"
13/02/2010 4.00,"0,09683671","9,05547674","9,02280639","0,4210543",,"1,5239745","31,89999962"
13/02/2010 5.00,"0,11168084","1,0959431","1,08372351","0,37446479","95,45083485","1,537704","31,89999962"
13/02/2010 6.00,"0,08979296","1,01423378","1,01493549","0,36042421","109,0567149","1,511262","31,89999962"
13/02/2010 7.00,"0,10743181","37,89629888","34,14310024","0,49640767","65,8587405","1,547874","31,89999962"
13/02/2010 8.00,"0,13179405","36,52277544","29,13851672","0,48036678","68,7406776","1,7517825","31,89999962"
13/02/2010 9.00,"0,10201832","31,21556056","19,92621392","0,52563868","70,77495915","1,8972135","31,89999962"
13/02/2010 10.00,"0,11437385","14,81144949","9,31612631","0,48189876","82,84614555","1,9531485","31,89999962"
13/02/2010 11.00,"0,14563338","10,65075585","6,17527626","0,48649352","92,23776765","2,218077","31,89999962"
13/02/2010 12.00,"0,14528455","12,27067682","7,64836137","0,50844794","92,32478955","2,2623165","31,89999962"
13/02/2010 13.00,"0,13294326","20,44939448","13,77690262","0,53606194","93,5771907","2,453004","31,89999962"
13/02/2010 14.00,"0,11248122","28,51268088","20,34283872","0,58631072","97,1900559","2,7342045","31,89999962"
13/02/2010 15.00,"0,12812675","23,5193208","18,54269646","0,48287619","99,4330743","2,723526","31,89999962"
13/02/2010 16.00,"0,11006584","18,54414384","15,24480046","0,5056834","107,9741282","2,4809715","31,89999962"
13/02/2010 17.00,"0,10925123","23,35332096","19,14359408","0,57456868","106,4019086","2,409273","31,89999962"
13/02/2010 18.00,"0,10373502","62,89548856","41,46311576","0,71170083","78,49528995","2,688948","31,89999962"
13/02/2010 19.00,"0,11629497","104,3065788","77,1156444","0,79777569","37,8841323","3,3128775","31,89999962"
13/02/2010 20.00,"0,10412758","102,4324555","63,26995376","0,71391317","57,062187","3,5803485","31,89999962"
13/02/2010 21.00,"0,10393842","56,99033392","38,31707272","0,6280084","62,19350655",,"31,89999962"
13/02/2010 22.00,"0,10489948","63,27549856","50,3275684","0,67613105","44,56221525",,"31,89999962"
13/02/2010 23.00,"0,10674737","54,59354632","46,18736184","0,74356824","46,79956785",,"31,89999962"
14/02/2010 0.00,"0,10632532","51,5651104","43,91477776","0,76152322","45,83159385",,"31,89999962"
14/02/2010 1.00,"0,11610581","29,05222816","25,96650872","0,62643332","60,5243499",,"11,89999962"
14/02/2010 2.00,"0,09872833","5,3876336","4,90855332","0,43522303","90,85587105",,"11,89999962"
14/02/2010 3.00,"0,10565613",,,"0,35102149","99,49250535",,"11,89999962"
14/02/2010 4.00,"0,10117421",,,"0,31749279","106,5731195",,"11,89999962"
14/02/2010 5.00,"0,12402213",,,"0,32672542","99,132348",,"11,89999962"
14/02/2010 6.00,"0,12047077",,,"0,32166233","101,3923439",,"11,89999962"
14/02/2010 7.00,"0,11088046","4,8753285","4,40887315","0,32796032","94,3427919",,"11,89999962"
14/02/2010 8.00,"0,1105896","2,80535714","2,6048285","0,3322149","96,90279585",,"11,89999962"
14/02/2010 9.00,"0,11693466","1,31772554","0,99287292","0,33472431","100,3578566",,"11,89999962"
14/02/2010 10.00,"0,10037282","0,73019662","0,61778632","0,33783136","98,3625174",,"11,89999962"
14/02/2010 11.00,"0,09328636",,,"0,37063543","109,2018113",,"11,89999962"
14/02/2010 12.00,"0,1067911",,,"0,33332165","115,2479381",,"11,89999962"
14/02/2010 13.00,"0,10837762","6,7105464","4,36084945","0,35812683","107,380496",,"11,89999962"
14/02/2010 14.00,"0,10468083",,,"0,32064179","115,5203952",,"11,89999962"
14/02/2010 15.00,"0,11884154",,,"0,29813399","118,2480989",,"11,89999962"
14/02/2010 16.00,"0,09517798",,,"0,28145468","120,0262623",,"11,89999962"
14/02/2010 17.00,"0,10715519","0,58623258","0,56587361","0,30583464","114,6359319",,"11,89999962"
