SIMAGE Brindisi,,,,,,,
,Via Taranto,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE,PM10



27/05/2010 5.00,"0,6149138","12,11244543","10,69316592","0,37931701","94,54813725","0,42861465","22,10000038"
27/05/2010 6.00,"0,78533859","30,93413328","25,21375432","0,44151287","79,57869465","0,56224845","22,10000038"
27/05/2010 7.00,"3,73429993","44,84676304","30,89063528","0,41516523","75,6378315","0,738342","22,10000038"
27/05/2010 8.00,"5,37207266","42,04531976","29,75630304","0,47821969","86,80833525","0,68296635","22,10000038"
27/05/2010 9.00,"5,29282598","36,24524864","25,94834472","0,46829039","94,8826389","0,8622126","22,10000038"
27/05/2010 10.00,"2,63395373","24,62176088","18,8204374","0,33526021","115,3072494","0,78761565","22,10000038"
27/05/2010 11.00,"5,44603703","22,32351776","17,58227018","0,33083321","128,9002218","0,6248448","22,10000038"
27/05/2010 12.00,"4,8217465","22,59718232","18,17279711","0,35529005","128,7407016","0,5282298","22,10000038"
27/05/2010 13.00,"4,83671471","24,69179744","19,76528088","0,31948611","130,1678249","0,66028725","22,10000038"
27/05/2010 14.00,"4,59809294","14,17982411","11,31744348","0,27895459","134,4114093","0,435276","22,10000038"
27/05/2010 15.00,"4,44400117","19,53243752","15,63805489","0,28879651","137,7346803","0,4018167","22,10000038"
27/05/2010 16.00,"4,56991594","17,83340182","14,98133069","0,32460162","137,6616633","0,4005963","22,10000038"
27/05/2010 17.00,"4,33569677","23,10170176","19,4862436","0,35245444","127,915031","0,50509305","22,10000038"
27/05/2010 18.00,"3,84084288","28,37390792","24,41037016","0,42479279","126,2290764","0,6682707","22,10000038"
27/05/2010 19.00,"3,74486554","24,39996888","21,39799504","0,3996917","129,2360202","0,7628517","22,10000038"
27/05/2010 20.00,"3,63303927","27,21699496","24,45319896","0,40828707","123,9295796","0,7439355","22,10000038"
27/05/2010 21.00,"3,5731634","24,02385936","21,13584072","0,3714952","123,5896116","0,72344295","22,10000038"
27/05/2010 22.00,"3,57756701","15,998182","13,64842195","0,37192392","127,6379055","0,7715979","22,10000038"
27/05/2010 23.00,"2,70237037","9,7350914","8,39074317","0,34364238","127,0175603","0,4632435","22,10000038"
28/05/2010 0.00,"0,07559259","9,0152712","7,86380744","0,33250964","122,3037344","0,40522365","22,10000038"
28/05/2010 1.00,,"5,94403516","4,56331878","0,33092058","114,651054","0,5106357","27,5"
28/05/2010 2.00,"0,16121789",,,"0,31892807","119,1433352","0,44366625","27,5"
28/05/2010 3.00,"0,06871666","8,77662683","7,83785013",,"114,1732914","0,42871635","27,5"
28/05/2010 4.00,"0,07926193","7,30845174","6,18955317","0,25841914",,"0,4030371","27,5"
28/05/2010 5.00,"0,13340701","9,84403716","8,51923339","0,27671197","98,4173799","0,3361185","27,5"
28/05/2010 6.00,"0,17384801","25,83182744","22,98919968","0,38931155","90,80866935","0,45251415","27,5"
28/05/2010 7.00,"0,48489848","61,79953016","47,75130136","0,42628399","69,1663707","0,77480145","27,5"
28/05/2010 8.00,"0,4482519","35,01571792","25,78741168","0,37895703","90,98434905","0,77449635","27,5"
28/05/2010 9.00,"0,35102874","41,2839996","32,2832596","0,36239073","91,37828175","0,67122","27,5"
28/05/2010 10.00,"0,76550099","76,25560768","55,13359072","0,51295533","73,8978324","0,87945075","27,5"
28/05/2010 11.00,"0,28118219","52,34847592","39,23856112","0,36144125","88,47264405","1,0998855","27,5"
28/05/2010 12.00,"0,18801482","26,50236584","18,97878159","0,3235205","104,8266366","0,82727865","27,5"
28/05/2010 13.00,"0,11973243","13,24340873","9,68991275","0,25643514","121,6395191","1,02284775","27,5"
28/05/2010 14.00,"0,13778113","13,12149196","9,68082884","0,22291343","126,927087","1,1751435","27,5"
28/05/2010 15.00,"0,08375198","13,17207392","9,92093398","0,24698583","127,824458","0,4391406","27,5"
28/05/2010 16.00,"0,4154862","15,18627606","11,8988865","0,27843733","129,5603873","3,1694805","27,5"
28/05/2010 17.00,"0,22660286","18,49615455","15,20326991","0,296729","119,7372666","4,7153205","27,5"
28/05/2010 18.00,"0,24456409","19,77367456","15,79509892","0,34806705","109,9492979","2,408256","27,5"
28/05/2010 19.00,"0,22037373","22,89807376","18,03782712","0,3621321","101,9899461","1,622115","27,5"
28/05/2010 20.00,"0,1716757","24,81630688","19,70298792","0,36230452","90,5376885","1,25091","27,5"
28/05/2010 21.00,"0,1632163","34,14155152","29,27738528","0,3664892","71,05840875","1,0397808","27,5"
28/05/2010 22.00,"0,46056371","78,92349776","52,96744768","0,4485017","45,82800285","1,46066625","27,5"
28/05/2010 23.00,"0,09418132","37,62523464","30,02755848","0,37360735","57,02079075","1,6449975","27,5"
29/05/2010 0.00,"0,45233618","23,55304848","18,85937337","0,35242532","59,53923885","0,7923447","27,5"
29/05/2010 1.00,"0,28491865","19,85407416","17,04754496","0,32541829","54,26110725","1,282437","31,89999962"
29/05/2010 2.00,"0,23749493","7,99325558","6,63472222","0,30100105","66,85402605","1,1017161","31,89999962"
29/05/2010 3.00,"0,33848404","17,33536214","14,86062995","0,47151278","108,1552941","0,29904885","31,89999962"
29/05/2010 4.00,"0,2226335","16,02023118","14,49592934","0,31187167","60,3230943","0,89582445","31,89999962"
29/05/2010 5.00,"0,2460123","17,35222407","14,53615973","0,33620386","67,8568128","0,6153867","31,89999962"
29/05/2010 6.00,"0,29957769","27,85770616","22,12092224","0,36230452","80,4524049","0,67859325","31,89999962"
29/05/2010 7.00,"0,19412699","23,69702208","17,77435352","0,41864741","90,0106095","0,73147725","31,89999962"
29/05/2010 8.00,"0,10324889","25,6658276","19,09039842","0,38961328","101,4946475","1,10532645","31,89999962"
29/05/2010 9.00,"0,18978237","16,92292654","12,32458757","0,35121721","110,955516","0,83877075","31,89999962"
29/05/2010 10.00,"0,28486068","17,81783814","13,14354306","0,35371963","118,990598","0,7039674","31,89999962"
29/05/2010 11.00,"0,07071608","17,95920759","13,93135206","0,35816294","121,2765887","0,71134065","31,89999962"
29/05/2010 12.00,"0,20018221","76,05458","43,52541808","0,36252121","100,7790609","0,6125391","31,89999962"
29/05/2010 13.00,"0,40013255","73,30240896","43,23859896","0,3633402","101,7547755","0,66394845","31,89999962"
29/05/2010 14.00,"0,23613418","35,6953192","26,52588344","0,35906931","111,3075737","0,6492528","31,89999962"
29/05/2010 15.00,"0,07743641","25,92520952","20,49208944","0,32222619","116,2234731","0,58146975","31,89999962"
29/05/2010 16.00,"0,04119562","16,5234562","13,22141882","0,34375422","124,0531499","0,60842025","31,89999962"
29/05/2010 17.00,"0,11616886","19,8916832","15,33045998","0,42265967","117,01473","0,6114204","31,89999962"
29/05/2010 18.00,"0,19024511","33,00280256","23,72509024","0,38327102","108,9384114","0,61187805","31,89999962"
29/05/2010 19.00,"0,24670793","62,25995888","48,54948488","0,44548202","80,97611235","0,9404199","31,89999962"
29/05/2010 20.00,"0,11364873","81,75866872","63,0973384","0,43719887","83,0864034","0,8126847","31,89999962"
29/05/2010 21.00,"0,22312675","78,21275","61,74494256","0,47330805","84,9757482","0,74241","31,89999962"
29/05/2010 22.00,"0,33773146","100,789168","78,27596072","0,4970356","68,85014325","0,9217071","31,89999962"
29/05/2010 23.00,"0,19905233","93,0099092","73,82685144","0,62020639","62,5225818","1,2483675","31,89999962"
30/05/2010 0.00,"0,40850449","40,2411948","33,51883224","0,43607698","80,82070185","1,097343","31,89999962"
30/05/2010 1.00,,"29,62030248","25,07098528","0,3964728","82,43094615","0,89175645","25,70000076"
30/05/2010 2.00,"0,60148329",,,"0,35492774","74,60531925","0,64086255","25,70000076"
30/05/2010 3.00,"0,53945646","18,69978064","16,83468965",,"80,23010205","0,76310595","25,70000076"
30/05/2010 4.00,"0,82808411","50,65851648","28,651798","0,31278037",,"0,44539515","25,70000076"
30/05/2010 5.00,"0,64727575","21,32484192","19,11895031","0,3152292","85,0946901","1,12810725","25,70000076"
30/05/2010 6.00,"0,5195436","26,83440376","23,42528864","0,31239359","85,13656515","0,80500635","25,70000076"
30/05/2010 7.00,"0,73985936","41,33847248","29,30335024","0,33056759","78,1988529","0,38834145","25,70000076"
30/05/2010 8.00,"0,32991582","32,72395648","27,63038848","0,35415418","96,6044037","0,80154855","25,70000076"
30/05/2010 9.00,"0,35268136","23,612722","19,22537032","0,35956793","103,1345774","0,92094435","25,70000076"
30/05/2010 10.00,"0,48231022","36,01049328","27,96783736","0,35076053","100,9412345","0,56875725","25,70000076"
30/05/2010 11.00,"0,38558538","43,13607752","29,86012464","0,40274633","93,875124","0,7703775","25,70000076"
30/05/2010 12.00,"0,70892528","55,016366","41,20872416","0,40992156","99,68031465","0,93640275","25,70000076"
30/05/2010 13.00,"0,76912761","62,2923864","49,35156888","0,3774402","95,8678497","1,1578545","25,70000076"
30/05/2010 14.00,"0,38917641","26,73323984","21,03069984","0,32575497","112,5873462","1,350576","25,70000076"
30/05/2010 15.00,"0,28951041","14,9411481","11,43554963","0,30238274","113,0976074","0,50549985","25,70000076"
30/05/2010 16.00,"0,27111898","10,63130125","8,50495649","0,28236105","111,6758706","0,45617535","25,70000076"
30/05/2010 17.00,"0,12605207","16,67390574","13,40571267","0,3119206","108,6843482","0,46878615","25,70000076"
30/05/2010 18.00,"0,56057142","24,12242296","20,29220896","0,35492774","101,4953258","0,52614495","25,70000076"
30/05/2010 19.00,"0,26408032","32,79139272","26,19753568","0,36876211","95,8144635","0,70676415","25,70000076"
30/05/2010 20.00,"0,47601092","32,34394648","25,5447024","0,34543182","87,8496255","0,61421715","25,70000076"
30/05/2010 21.00,"0,77059005","35,41515384","28,09632376","0,36953567","82,6167804","0,6506766","25,70000076"
30/05/2010 22.00,"0,28438473","20,287276","17,21626749","0,32962277","87,7786833","0,42637725","25,70000076"
30/05/2010 23.00,"0,23126377","18,70885882","15,85999411","0,33078195","89,83830135","0,49441455","25,70000076"
31/05/2010 0.00,"0,80159635","13,34716532","11,12146348","0,30856889","87,98207355","0,32996565","25,70000076"
31/05/2010 1.00,"1,16421278","10,62351941","8,98516867","0,30977234","83,3891247","0,3886974","22,20000076"
31/05/2010 2.00,"1,03300555","7,35514278","6,13763663","0,29881551","86,19882285","0,3117105","22,20000076"
31/05/2010 3.00,"0,79297931","6,64958802","5,98189276","0,29168455","90,33090675","0,28298025","22,20000076"
31/05/2010 4.00,"0,74678208","6,92973617","6,05846645","0,2904811","81,50925615","0,27484425","22,20000076"
31/05/2010 5.00,"1,14693599","17,27181109","14,06243687","0,32042743","67,8966729","0,3988674","22,20000076"
31/05/2010 6.00,"0,98984915","22,62570936","18,88922925","0,3551852","72,23621685","0,44478495","22,20000076"
31/05/2010 7.00,"1,54410602","53,47814288","36,66357512","0,39531479","62,73949815","0,4976181","22,20000076"
31/05/2010 8.00,"1,28044571","56,40153352","38,02895344","0,47286535","78,91040955","0,90029925","22,20000076"
31/05/2010 9.00,"1,2102361","33,16102056","25,95612656","0,36992245","95,11507635","0,7622415","22,20000076"
31/05/2010 10.00,"0,72530508","28,79412728","20,68676928","0,35694668","101,2054523","0,7338672","22,20000076"
31/05/2010 11.00,"0,93501963","23,0796564","15,72371249","0,3031132","109,2262899","0,5784696","22,20000076"
31/05/2010 12.00,"1,15881048","23,42205736","16,78537726","0,29404717","110,0432225","0,48210885","22,20000076"
31/05/2010 13.00,"0,70216223","17,73742515","14,00663324","0,29254432","111,0832559","0,4620231","22,20000076"
31/05/2010 14.00,"0,9028265","13,19671769","10,52963447","0,26685141","110,5027109","0,4121901","22,20000076"
31/05/2010 15.00,"0,76526097","27,69558768","20,90221344","0,298473","101,9203007","0,4909059","22,20000076"
31/05/2010 16.00,"0,50726333","22,5051004","17,87688643","0,31729008","97,6200183","0,44590365","22,20000076"
31/05/2010 17.00,"0,96948678","22,49731856","16,95539994","0,3248521","92,6081394","0,5578245","22,20000076"
31/05/2010 18.00,"0,87222497","25,64636344","19,8535388","0,35127663","84,3392235","0,6545412","22,20000076"
31/05/2010 19.00,"0,6875937","40,01295936","30,68169192","0,42581799","66,05937765","0,7239006","22,20000076"
31/05/2010 20.00,"0,60853619","52,15262976","40,57277384","0,46848262","50,84056005","1,03210245","22,20000076"
31/05/2010 21.00,"0,75500758","34,4956348","25,84322296","0,36343457","90,25996455","1,0683585","22,20000076"
31/05/2010 22.00,"0,42432393","12,9995771","9,75740253","0,29542187","105,8963157","0,533925","22,20000076"
31/05/2010 23.00,"1,30370349","26,91870384","19,12543008","0,30182471","105,9240263","0,5336199","22,20000076"
01/06/2010 0.00,"0,10444488","5,62368147","4,43093572","0,26693645","118,8635564","0,34928865","22,20000076"
01/06/2010 1.00,,"3,97133681","3,08374434","0,26238247","115,3767951","0,3780189","14,30000019"
01/06/2010 2.00,"0,33561814",,,"0,24768949","111,8299046","0,2732679","14,30000019"
01/06/2010 3.00,"0,35816401","10,92960575","9,9300198",,"109,8865352","0,32508405","14,30000019"
01/06/2010 4.00,"0,23494734","5,48620294","4,90984966","0,18557285",,"0,24301215","14,30000019"
01/06/2010 5.00,"0,19434972","5,13212922","4,44521262","0,20033457","118,8959751","0,30504915","14,30000019"
01/06/2010 6.00,"0,37771278","12,26938048","9,99750958","0,2383357","104,6394857","0,43441155","14,30000019"
01/06/2010 7.00,"0,31642531","21,11733256","16,1234658","0,2676005","101,7237134","0,3958164","14,30000019"
01/06/2010 8.00,"0,33219288","13,50020945","10,51924849","0,28150128","113,0299769","0,49797405","14,30000019"
01/06/2010 9.00,"0,36380022","14,01640547","9,90665707","0,25748597","114,2355354","0,51678855","14,30000019"
01/06/2010 10.00,"0,46332995","16,03968578","11,52250739","0,25636757","114,1996853","0,4950756","14,30000019"
01/06/2010 11.00,"0,2720475","15,91128542","11,61075958","0,25511986","116,9418128","0,49044825","14,30000019"
01/06/2010 12.00,"0,34339514","15,00210648","11,0163379","0,26234985","121,7144513","0,46166715","14,30000019"
01/06/2010 13.00,"0,21133057","15,15774328","11,28499493","0,26527633","121,7780319","0,49604175","14,30000019"
01/06/2010 14.00,"0,34803266","10,39914238","7,59774308","0,23794776","122,7990729","0,47193885","14,30000019"
01/06/2010 15.00,"0,30458235","10,21756548","7,83265905","0,23794776","121,8009744","0,3369321","14,30000019"
01/06/2010 16.00,"0,29958786","13,38088726","10,01827581","0,25554974","121,7543712","0,42088545","14,30000019"
01/06/2010 17.00,"0,14490623","14,34324275","11,3641632","0,25748597","125,2492721","0,46156545","14,30000019"
01/06/2010 18.00,"0,24543464","20,84496816","16,49465574","0,29953315","123,0841983","0,61665795","14,30000019"
01/06/2010 19.00,"0,41502753","25,84869128","20,6283768","0,35720298","119,8184033","0,69313635","14,30000019"
01/06/2010 20.00,"0,5973197","41,36309904","34,18334784","0,42218785","111,5589038","0,79209045","14,30000019"
01/06/2010 21.00,"0,43400577","60,01230728","51,14393504","0,46526605","91,76886285","1,1314125","14,30000019"
01/06/2010 22.00,"0,31813794","54,68432808","48,18609016","0,50133096","84,6412665","1,434987","14,30000019"
01/06/2010 23.00,"0,17480094","66,27018768","55,76305936","0,44710487","70,7387898","1,1393451","14,30000019"
02/06/2010 0.00,"0,2081921","63,93433552","54,26921376","0,38659593","68,5582149","1,114632","14,30000019"
02/06/2010 1.00,"0,17380225","65,1716672","52,29124976","0,35677193","61,1528946","1,1439216","11,5"
02/06/2010 2.00,"0,03210669","20,72564024","18,89312399","0,29135718","85,9359816","0,80592165","11,5"
02/06/2010 3.00,"0,0532247","12,68311625","11,59647694","0,3047407","89,88087465","0,8557038","11,5"
02/06/2010 4.00,"0,04031083","13,30825612","11,88201119","0,30202975","89,58964455","0,7850223","11,5"
02/06/2010 5.00,"0,1606738","16,23552812","14,35705313","0,31808228","89,0605506","0,69618735","11,5"
02/06/2010 6.00,"0,0793382","27,57886008","22,82436616","0,35255463","79,86589485","0,6799662","11,5"
02/06/2010 7.00,"0,04031083","23,54786696","18,29869275","0,35423223","80,8558338","0,8626194","11,5"
02/06/2010 8.00,"0,06371302","16,14603696","12,25580719","0,32729277","99,59516805","0,8867223","11,5"
02/06/2010 9.00,"0,02261706","14,76216578","11,69771734","0,30740855","117,1905095","0,5179581","11,5"
02/06/2010 10.00,"0,02718339","17,23809106","13,63154855","0,31339083","125,3883834","0,69028875","11,5"
02/06/2010 11.00,"0,15168453","16,4910325","13,03841747","0,29806991","127,976477","0,51668685","11,5"
02/06/2010 12.00,"0,05044218","14,61820174","11,61594683","0,26949363","132,7451255","0,60648795","11,5"
02/06/2010 13.00,"0,08847086","11,8841794","9,47057385","0,25524917","136,2460113","0,4357845","11,5"
02/06/2010 14.00,"0,01919282","6,78966305","5,52114856","0,22667289","139,0942728","0,4056813","11,5"
02/06/2010 15.00,"0,01419834","7,3590337","5,74827504","0,2382926","137,0718017","0,32640615","11,5"
02/06/2010 16.00,"0,01098767","9,37583042","7,13050955","0,21858196","134,8553766","0,4467681","11,5"
02/06/2010 17.00,"0,00784819","11,86213022","9,59646758","0,23859317","136,0305513","0,31084605","11,5"
02/06/2010 18.00,"0,01134464","22,00576248","18,34542203","0,27156034","133,420812","0,5301621","11,5"
02/06/2010 19.00,"0,02996591","37,07012368","30,33774224","0,37174801","112,9408203","0,62316675","11,5"
02/06/2010 20.00,"0,07434372","37,28931536","30,59731536","0,36292663","102,432497","0,73127385","11,5"
02/06/2010 21.00,"0,03210669","27,7007692","23,90548744","0,32380593","96,9064467","0,56173995","11,5"
02/06/2010 22.00,"0,03931214","19,47536432","16,83599363","0,31287473","94,0082304","0,54150165","11,5"
02/06/2010 23.00,"0,11358466","29,86023936","24,03787432","0,32935832","84,9257535","0,6934923","11,5"
03/06/2010 0.00,"0,1491878","14,2407825","12,01180349","0,27866101","89,1085104","0,4703625","11,5"
03/06/2010 1.00,,"17,31980038","15,1578427","0,26364183","83,17695645","0,43369965","23,10000038"
03/06/2010 2.00,"0,20978778",,,"0,27130171","93,4676652","0,2957436","23,10000038"
03/06/2010 3.00,"0,25277332","10,62351941","9,74182738",,"87,9145029","0,3179142","23,10000038"
03/06/2010 4.00,"0,43831988","12,19285842","10,51275916","0,25156661",,"0,2409273","23,10000038"
03/06/2010 5.00,"0,48198579","19,35085488","17,03846296","0,29683035","75,30943455","0,25369065","23,10000038"
03/06/2010 6.00,"0,51661261","42,55113936","34,85954576","0,36292197","61,8137583","0,51689025","23,10000038"
03/06/2010 7.00,"0,8316131","56,87878784","44,05106512","0,4704969","70,56512505","0,79666695","23,10000038"
03/06/2010 8.00,"0,262805","34,01574192","25,50965544","0,39903813","95,85298695","1,0413063","23,10000038"
03/06/2010 9.00,"0,71238816","29,09243752","21,28249112","0,38104354","107,3308404","0,6332859","23,10000038"
03/06/2010 10.00,"0,36883946","28,92251808","20,98528984","0,32414378","109,7615484","0,6439644","23,10000038"
03/06/2010 11.00,"0,2437627","45,33833824","33,2657408","0,3429527","103,9008369","0,6036912","23,10000038"
03/06/2010 12.00,"0,37653205","28,54898976","20,44275984","0,30151249","106,4024073","0,748512","23,10000038"
03/06/2010 13.00,"0,25416254","23,06019224","15,49270082","0,2841202","112,315707","0,61665795","23,10000038"
03/06/2010 14.00,"0,27535784","48,38103768","35,88615592","0,30275671","109,1924747","0,5649435","23,10000038"
03/06/2010 15.00,"0,31653006","47,91282712","36,64541112","0,31083016","102,1122197","0,81263385","23,10000038"
03/06/2010 16.00,"0,22874466","42,14776472","29,16836304","0,38727163","102,4250756","0,767835","23,10000038"
03/06/2010 17.00,"0,34509353","31,05474224","24,21309","0,35678125","103,6880103","0,6066405","23,10000038"
03/06/2010 18.00,"0,25723693","26,17294736","20,89963224","0,42068267","103,6914617","0,7314264","23,10000038"
03/06/2010 19.00,"0,26436305","25,93429152","21,1176576","0,40311796","99,9904773","0,993609","23,10000038"
03/06/2010 20.00,"0,19142584","33,43080376","26,9866372","0,41784822","99,54449505","0,79951455","23,10000038"
03/06/2010 21.00,"0,36067803","34,22455144","26,1352236","0,41393965","99,71410995","0,73137555","23,10000038"
03/06/2010 22.00,"0,20651507","29,97436664","23,57193904","0,36154727","105,6605067","0,65916855","23,10000038"
03/06/2010 23.00,"0,09202223","11,80117183","9,64189096","0,33801427","116,3741754","0,61533585","23,10000038"
04/06/2010 0.00,"0,22564179","13,22395413","11,63801896","0,32723569","108,5891069","0,4026303","23,10000038"
04/06/2010 1.00,"0,12139217","13,3108507","11,63931147","0,3070509","101,766965","0,5192802","13,89999962"
04/06/2010 2.00,"0,28823611","9,2033317","8,10651098","0,3076532","98,8897161","0,59896215","13,89999962"
04/06/2010 3.00,"0,2807276","8,58727","7,6094254","0,29764585","96,0171954","0,43776765","13,89999962"
04/06/2010 4.00,"0,12466589","9,60280012","8,48419026","0,29661599","95,25157425","0,49085505","13,89999962"
04/06/2010 5.00,"0,15436229","11,02298783","9,47706318","0,34041883","94,90763625","0,45078525","13,89999962"
04/06/2010 6.00,"0,50870645","26,42454744","22,86459464","0,3604312","88,65035865","0,72710415","13,89999962"
04/06/2010 7.00,"0,20076292","27,22479592","21,8834136","0,38186021","93,28993065","0,6947127","13,89999962"
04/06/2010 8.00,"0,16597949","31,00156952","23,19816216","0,41484136","95,5894275","0,91646955","13,89999962"
04/06/2010 9.00,"0,23162073","29,60213848","22,27017296","0,40427714","104,4475667","0,83500785","13,89999962"
04/06/2010 10.00,"0,18519163","20,82422296","15,38367667","0,37649305","115,2923069","0,65438865","13,89999962"
04/06/2010 11.00,"0,08617041","16,02671669","12,00531416","0,35721114","117,8587746","0,6680673","13,89999962"
04/06/2010 12.00,"0,13203304","17,63366856","12,99429042","0,33165803","122,4381774","0,59570775","13,89999962"
04/06/2010 13.00,"0,25580601","17,22122913","13,1266773","0,32620466","117,9715919","0,46014165","13,89999962"
04/06/2010 14.00,"0,11588105","20,17442976","15,5978245","0,35553587","116,653236","0,577656","13,89999962"
04/06/2010 15.00,"0,31052264","15,22518526","11,68992594","0,35356003","115,7275361","0,4044609","13,89999962"
04/06/2010 16.00,"0,10740842","13,63639165","10,28952742","0,29936423","117,817538","0,4507344","13,89999962"
04/06/2010 17.00,"0,1107096","14,72325658","11,50433192","0,31740192","119,2102475","0,45993825","13,89999962"
04/06/2010 18.00,"0,08738878","21,39229728","16,74254272","0,33651142","116,5607279","0,42973335","13,89999962"
04/06/2010 19.00,"0,12241222","23,10430208","18,46612086","0,35613701","117,5836841","0,6770169","13,89999962"
04/06/2010 20.00,"0,20821448","27,82917912","22,15336888","0,39659047","112,0704816","0,55604475","13,89999962"
04/06/2010 21.00,"0,15801739","32,60592872","25,78871184","0,3913503","104,7380786","0,7090524","13,89999962"
04/06/2010 22.00,"0,1101289","34,16101568","26,39481584","0,40170016","100,8000084","0,8432964","13,89999962"
04/06/2010 23.00,"0,06561277","27,91737968","22,13908624","0,39199571","101,3669475","0,59672475","13,89999962"
05/06/2010 0.00,"1,78878401","13,27713067","10,98258727","0,30816813","110,0831424","0,60618285","13,89999962"
05/06/2010 1.00,,"7,14373677","5,94555329","0,28721095","113,1651381","0,36922185","18,5"
05/06/2010 2.00,"1,00696221",,,"0,3010395","114,3260087","0,31542255","18,5"
05/06/2010 3.00,"1,11956242","11,97107598","10,8956276",,"115,0652559","0,40064715","18,5"
05/06/2010 4.00,"0,87072387","6,2825452","5,28753084","0,24275105",,"0,31796505","18,5"
05/06/2010 5.00,"0,98633237","10,10083979","7,47704234","0,27387636","108,5417855","0,3119139","18,5"
05/06/2010 6.00,"0,86427711","10,68318146","8,39853074","0,28475163","102,0297663","0,4445307","18,5"
05/06/2010 7.00,"0,88662467","14,69602014","11,26163029","0,3202853","94,9042647","0,56763855","18,5"
05/06/2010 8.00,"1,37355918","18,67124786","13,4770991","0,34109336","93,41629395","0,533925","18,5"
05/06/2010 9.00,"0,94722363","16,04487304","11,14093146","0,33783952","97,6828608","0,62692965","18,5"
05/06/2010 10.00,"1,3004979","17,26662383","12,00790874","0,33711139","101,3912666","0,766818","18,5"
05/06/2010 11.00,"1,63400271","13,24340873","9,49263642","0,35646321","110,6102613","0,725121","18,5"
05/06/2010 12.00,"0,87888937","16,03060761","11,30446482","0,35012677","113,4854154","1,60243605","18,5"
05/06/2010 13.00,"1,12257172","12,32644794","8,53610488","0,30067718","114,5740869","0,9658449","18,5"
05/06/2010 14.00,"1,3060853","10,31613673","7,10195574","0,27507514","117,2019807","0,44295435","18,5"
05/06/2010 15.00,"0,95066109","7,86485522","5,58863834","0,26963809","114,6449693","0,64665945","18,5"
05/06/2010 16.00,"0,75597373","12,75185456","9,3472747","0,27113628","115,4700215","0,51546645","18,5"
05/06/2010 17.00,"1,00481329","15,27317263","11,61335225","0,2995215","117,6655389","0,4252077","18,5"
05/06/2010 18.00,"0,91756893","18,7179389","14,51280465","0,33231625","117,9580857","0,7398675","18,5"
05/06/2010 19.00,"0,52432554","20,52721288","16,25714328","0,34182032","112,4225393","0,8520426","18,5"
05/06/2010 20.00,"0,90080775","31,99376368","24,00284648","0,37846889","108,3681407","0,7231887","18,5"
05/06/2010 21.00,"1,2063776","19,03699434","15,88724394","0,36605349","115,6031478","0,69100065","18,5"
05/06/2010 22.00,"0,80711663","16,52864537","13,36158754","0,32362535","114,6760314","0,6180309","18,5"
05/06/2010 23.00,"0,54022633","25,14832568","19,29414496","0,33612697","114,9490871","0,55940085","18,5"
06/06/2010 0.00,"0,11174186","11,53918386","9,38491434","0,29100186","118,1026833","0,54770535","18,5"
06/06/2010 1.00,"0,05973858","8,68973026","7,01629814","0,26993749","116,3566194","0,3763917","20,89999962"
06/06/2010 2.00,"0,06403642","6,99328722","5,60550982","0,26188967","115,3828998","0,49044825","20,89999962"
06/06/2010 3.00,"0,0674749","8,48091691","7,31999831","0,26732673","106,4713545","0,41274945","20,89999962"
06/06/2010 4.00,"0,03825039","7,62491451","6,51921256","0,26651239","102,664316","0,34745805","20,89999962"
06/06/2010 5.00,"0,1723398","7,93748445","6,58280759","0,26214597","103,1312258","0,4242924","20,89999962"
06/06/2010 6.00,"0,2398147","9,6832131","7,70027408","0,26925247","101,1101511","0,17375445","20,89999962"
06/06/2010 7.00,"0,09540986","10,76359253","8,31416948","0,26993749","100,9162172","0,35711955","20,89999962"
06/06/2010 8.00,"0,12979157","9,5989092","7,38489159","0,2942557","104,8847111","0,5976909","20,89999962"
06/06/2010 9.00,"0,18738225","10,41859698","7,59644674","0,32773547","104,8016393","0,60404715","20,89999962"
06/06/2010 10.00,"0,10056706","15,22907618","10,50108258","0,33595571","105,2672324","0,5435865","20,89999962"
06/06/2010 11.00,"0,12248545","15,59482266","11,28240034","0,36031703","108,576299","0,61675965","20,89999962"
06/06/2010 12.00,"0,10443573","14,59615255","9,90925357","0,33047555","110,9270873","0,66883005","20,89999962"
06/06/2010 13.00,"0,0322328","9,11513878","6,33750946","0,29673948","110,7393179","0,58401225","20,89999962"
06/06/2010 14.00,"0,03051407","7,05943286","5,1811051","0,28787616","121,4056652","0,59753835","20,89999962"
06/06/2010 15.00,"0,06145731","6,97512896","5,12270114","0,30397413","118,0047089","0,46390455","20,89999962"
06/06/2010 16.00,"0,01762054","9,63392748","7,49521208","0,29434075","120,5130822","0,50122845","20,89999962"
06/06/2010 17.00,"0,09798897","13,9139433","10,85670119","0,31549132","117,4627472","0,65032065","20,89999962"
06/06/2010 18.00,"0,13451961","17,08504693","13,84828905","0,37072048","117,1127244","0,6544395","20,89999962"
06/06/2010 19.00,"0,05716049","39,11544744","31,627826","0,45660311","101,9587842","0,80836245","20,89999962"
06/06/2010 20.00,"0,07220192","54,4353092","42,10684792","0,52874457","95,3387358","1,409562","20,89999962"
06/06/2010 21.00,"0,09884833","64,52315504","51,57614264","0,59056646","87,05160555","1,465497","20,89999962"
06/06/2010 22.00,"0,21187873","48,17220904","39,64348448","0,49586361","90,3031962","1,3693905","20,89999962"
