Stat,Surbo-ENEL,,,,,  ,
Parm,SO2,NO2,NOX,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,,,
23/07/2014 20.00,"0,2","10,6","12,6","2,7",,,
23/07/2014 21.00,"0,5","17,0","20,8",,,,
23/07/2014 22.00,"1,2","32,0","37,5","1,7",,,
23/07/2014 23.00,"1,4","20,0","23,7",,,,
24/07/2014 0.00,"0,8","14,7","17,2","8,8",,,
24/07/2014 1.00,"0,1","9,2","11,4",,,,
24/07/2014 2.00,"0,8","12,3","15,1","14,2",,,
24/07/2014 3.00,"0,4","10,6","13,1",,,,
24/07/2014 4.00,"0,6","18,6","24,2","19,3",,,
24/07/2014 5.00,"1,5","22,1","27,3",,,,
24/07/2014 6.00,"1,3","15,1","19,2","10,7",,,
24/07/2014 7.00,"1,3","13,2","17,6",,,,
24/07/2014 8.00,"2,1","9,0","12,3","15,6",,,
24/07/2014 9.00,"1,0","5,8","8,3",,,,
24/07/2014 10.00,"0,3","4,6","6,7","9,0",,,
24/07/2014 11.00,"1,9","6,5","8,9",,,,
24/07/2014 12.00,"5,2","8,8","12,0","5,6",,,
24/07/2014 13.00,"1,9","4,0","6,0",,,,
24/07/2014 14.00,"1,8","2,5","4,1","3,7",,,
24/07/2014 15.00,"1,0","3,5","5,2",,,,
24/07/2014 16.00,"1,1","2,7","4,4","2,9",,,
24/07/2014 17.00,"1,3","3,4","5,3",,,,
24/07/2014 18.00,"1,0","3,2","5,0","2,4",,,
24/07/2014 19.00,"0,9","4,7","5,8",,,,
24/07/2014 20.00,"0,4","11,9","14,6","2,9",,,
24/07/2014 21.00,"0,3","14,7","18,5",,,,
24/07/2014 22.00,"1,1","24,1","32,5","16,8",,,
24/07/2014 23.00,"1,5","19,3","29,0",,,,
25/07/2014 0.00,"1,4","19,7","32,1","9,0",,,
25/07/2014 1.00,"1,2",,,,,,
25/07/2014 2.00,,"36,9","58,6","5,4",,,
25/07/2014 3.00,"1,7","31,5","44,6",,,,
25/07/2014 4.00,"1,8","25,1","37,7","18,6",,,
25/07/2014 5.00,"1,4","28,0","38,4",,,,
25/07/2014 6.00,"0,4","24,1","30,9","33,5",,,
25/07/2014 7.00,"1,3","22,6","29,1",,,,
25/07/2014 8.00,"1,2","8,2","11,2","67,6",,,
25/07/2014 9.00,"1,3","14,6","19,0",,,,
25/07/2014 10.00,"3,1","18,4","23,8","34,2",,,
25/07/2014 11.00,"2,3","13,1","17,0",,,,
25/07/2014 12.00,"2,2","13,9","18,2","16,8",,,
25/07/2014 13.00,"5,0","13,7","18,3",,,,
25/07/2014 14.00,"2,0","3,7","5,7","8,5",,,
25/07/2014 15.00,"1,9","4,6","6,8",,,,
25/07/2014 16.00,"4,1","8,4","11,1","4,2",,,
25/07/2014 17.00,"2,1","4,4","6,5",,,,
25/07/2014 18.00,"1,3","5,0","7,0","8,1",,,
25/07/2014 19.00,"0,6","4,9","6,6",,,,
25/07/2014 20.00,"0,6","5,8","7,6","7,6",,,
25/07/2014 21.00,"0,5","8,0","10,0",,,,
25/07/2014 22.00,"1,0","23,4","26,8","20,5",,,
25/07/2014 23.00,"1,4","26,4","30,2",,,,
26/07/2014 0.00,"1,2","11,3","13,6","23,7",,,
26/07/2014 1.00,"1,4","8,1","10,2",,,,
26/07/2014 2.00,"0,2","10,0","15,7","34,7",,,
26/07/2014 3.00,"0,2","10,1","16,4",,,,
26/07/2014 4.00,"0,2","9,7","14,8","25,9",,,
26/07/2014 5.00,"0,5","9,4","15,0",,,,
26/07/2014 6.00,"0,1","12,7","19,9","14,2",,,
26/07/2014 7.00,"1,2","12,5","18,0",,,,
26/07/2014 8.00,"1,3","7,7","10,6","56,4",,,
26/07/2014 9.00,"1,6","5,1","7,1",,,,
26/07/2014 10.00,"1,8","3,5","5,4","28,1",,,
26/07/2014 11.00,"1,9","4,4","6,5",,,,
26/07/2014 12.00,"1,8","3,8","5,6","13,9",,,
26/07/2014 13.00,"1,1","2,0","3,5",,,,
26/07/2014 14.00,"1,5","2,4","3,8","7,1",,,
26/07/2014 15.00,"3,8","4,1","5,6",,,,
26/07/2014 16.00,"4,4","5,8","7,6","3,4",,,
26/07/2014 17.00,"2,5","3,2","4,6",,,,
26/07/2014 18.00,"2,0","4,1","5,5","1,7",,,
26/07/2014 19.00,"1,6","7,4","9,1",,,,
26/07/2014 20.00,"1,4","23,6","26,0","1,7",,,
26/07/2014 21.00,"1,4","23,1","26,5",,,,
26/07/2014 22.00,"1,4","21,2","25,8","14,4",,,
26/07/2014 23.00,"0,6","18,3","23,8",,,,
27/07/2014 0.00,"1,2","17,0","23,7","9,3",,,
27/07/2014 1.00,"0,6",,,,,,
27/07/2014 2.00,,"26,5","30,8","14,2",,,
27/07/2014 3.00,"0,9","8,7","11,5",,,,
27/07/2014 4.00,"1,1","5,3","7,8","34,2",,,
27/07/2014 5.00,"1,4","4,3","6,9",,,,
27/07/2014 6.00,"1,0","4,5","6,9","43,2",,,
27/07/2014 7.00,"1,2","3,9","6,2",,,,
27/07/2014 8.00,"1,2","3,1","5,1","38,3",,,
27/07/2014 9.00,"1,7","2,0","3,8",,,,
27/07/2014 10.00,"0,6","1,7","3,3","20,8",,,
27/07/2014 11.00,"1,7","1,5","3,4",,,,
27/07/2014 12.00,"2,2","1,7","3,5","11,0",,,
27/07/2014 13.00,"1,5","1,2","3,1",,,,
27/07/2014 14.00,"0,8","1,1","2,9","6,6",,,
27/07/2014 15.00,"1,5","1,1","2,8",,,,
27/07/2014 16.00,"1,6","1,1","2,7","4,9",,,
27/07/2014 17.00,"1,4","2,0","3,6",,,,
27/07/2014 18.00,"0,6","4,7","6,3","3,7",,,
27/07/2014 19.00,"1,5","9,9","11,6",,,,
27/07/2014 20.00,"1,2","10,2","12,1","16,8",,,
27/07/2014 21.00,"0,7","5,4","7,5",,,,
27/07/2014 22.00,"0,8","5,9","8,2","29,5",,,
27/07/2014 23.00,"1,0","7,6","9,9",,,,
28/07/2014 0.00,"0,3","7,8","9,8","38,3",,,
28/07/2014 1.00,"0,5","9,0","11,6",,,,
28/07/2014 2.00,"0,5","11,1","13,6","30,0",,,
28/07/2014 3.00,"1,6","8,5","10,8",,,,
28/07/2014 4.00,"1,1","4,8","7,0","24,9",,,
28/07/2014 5.00,"1,5","5,1","6,8",,,,
28/07/2014 6.00,"0,9","6,1","8,3","20,5",,,
28/07/2014 7.00,"1,3","8,8","11,3",,,,
28/07/2014 8.00,"0,8","4,9","7,0","20,0",,,
28/07/2014 9.00,"1,6","3,9","6,1",,,,
28/07/2014 10.00,"1,6","2,7","4,4","11,2",,,
28/07/2014 11.00,"1,9","3,7","5,3",,,,
28/07/2014 12.00,"1,0","3,8","5,9","5,6",,,
28/07/2014 13.00,"1,1","2,5","4,3",,,,
28/07/2014 14.00,"1,4","2,0","3,4","2,7",,,
28/07/2014 15.00,"1,1","1,8","3,2",,,,
28/07/2014 16.00,"1,5","1,5","3,3","1,2",,,
28/07/2014 17.00,"2,2","1,8","3,2",,,,
28/07/2014 18.00,"0,8","2,3","4,0",,,,
28/07/2014 19.00,"0,1","4,0","5,8",,,,
28/07/2014 20.00,"1,1","6,6","8,5","1,7",,,
28/07/2014 21.00,"0,6","5,5","7,5",,,,
28/07/2014 22.00,"0,4","7,8","10,0","12,7",,,
28/07/2014 23.00,"1,0","7,7","10,3",,,,
29/07/2014 0.00,"1,1","8,2","10,6","13,7",,,
29/07/2014 1.00,"1,6",,,,,,
29/07/2014 2.00,,"11,9","19,3","19,8",,,
29/07/2014 3.00,"1,1","8,7","15,7",,,,
29/07/2014 4.00,"1,5","6,9","12,5","11,2",,,
29/07/2014 5.00,"1,3","8,1","14,6",,,,
29/07/2014 6.00,"1,8","11,2","19,0","23,4",,,
29/07/2014 7.00,"1,8","9,5","14,1",,,,
29/07/2014 8.00,"1,6","9,1","12,4","14,7",,,
29/07/2014 9.00,"1,2","9,0","11,6",,,,
29/07/2014 10.00,"1,3","6,7","9,0","11,2",,,
29/07/2014 11.00,"0,7","3,8","5,8",,,,
29/07/2014 12.00,"0,5","3,6","5,2","5,6",,,
29/07/2014 13.00,"1,4","3,2","5,1",,,,
29/07/2014 14.00,"2,1","4,4","6,2","7,6",,,
29/07/2014 15.00,"2,0","2,3","4,2",,,,
29/07/2014 16.00,"1,1","1,8","3,7","7,6",,,
29/07/2014 17.00,"2,1","1,9","3,5",,,,
29/07/2014 18.00,"1,7","2,8","4,4","7,3",,,
29/07/2014 19.00,"2,1","4,8","6,6",,,,
29/07/2014 20.00,"1,5","10,7","12,3","4,6",,,
29/07/2014 21.00,"0,9","12,7","14,7",,,,
29/07/2014 22.00,"1,8","13,2","15,0","11,2",,,
29/07/2014 23.00,"1,6","7,3","9,1",,,,
30/07/2014 0.00,"1,3","7,3","9,0","20,5",,,
30/07/2014 1.00,"1,6","7,1","9,3",,,,
30/07/2014 2.00,"1,8","5,5","7,9","30,3",,,
30/07/2014 3.00,"0,8","4,0","6,2",,,,
30/07/2014 4.00,"2,1","4,0","6,2","28,6",,,
30/07/2014 5.00,"2,0","5,9","8,1",,,,
30/07/2014 6.00,"1,9","7,8","10,3","24,2",,,
30/07/2014 7.00,"0,3","7,4","9,6",,,,
30/07/2014 8.00,"0,7","4,4","6,7","27,6",,,
30/07/2014 9.00,"1,5","4,4","6,1",,,,
30/07/2014 10.00,"1,5","4,1","6,3","14,7",,,
30/07/2014 11.00,"0,1","4,1","6,0",,,,
30/07/2014 12.00,"1,7","3,5","5,2","13,9",,,
30/07/2014 13.00,"2,0","3,8","5,6",,,,
30/07/2014 14.00,"1,3","2,6","4,5","8,1",,,
30/07/2014 15.00,"1,5","1,9","3,3",,,,
30/07/2014 16.00,"2,5",,,"9,8",,,
30/07/2014 17.00,"2,5",,,,,,
30/07/2014 18.00,"1,9",,,"14,9",,,
30/07/2014 19.00,"1,7",,,,,,
30/07/2014 20.00,"1,2",,,"19,5",,,
30/07/2014 21.00,"1,9",,,,,,
30/07/2014 22.00,"1,4",,,"28,8",,,
30/07/2014 23.00,"2,4",,,,,,
31/07/2014 0.00,"2,5",,,"23,4",,,
31/07/2014 1.00,"2,0",,,,,,
31/07/2014 2.00,,,,"19,5",,,
31/07/2014 3.00,"1,7",,,,,,
31/07/2014 4.00,"1,9",,,"17,8",,,
31/07/2014 5.00,"2,0",,,,,,
31/07/2014 6.00,"2,1",,,"21,2",,,
31/07/2014 7.00,"2,0",,,,,,
31/07/2014 8.00,"4,1",,,"11,2",,,
31/07/2014 9.00,"3,2",,,,,,
31/07/2014 10.00,"2,0",,,"6,6",,,
31/07/2014 11.00,"1,2",,,,,,
31/07/2014 12.00,"2,1",,,"5,9",,,
31/07/2014 13.00,"1,5",,,,,,
31/07/2014 14.00,"1,0",,,"3,4",,,
31/07/2014 15.00,"1,7",,,,,,
31/07/2014 16.00,"2,5",,,"5,9",,,
31/07/2014 17.00,"2,3","8,8","10,6",,,,
31/07/2014 18.00,"2,1","6,1","7,4","35,7",,,
31/07/2014 19.00,"2,4","6,8","8,1",,,,
31/07/2014 20.00,"1,6","14,9","17,4","18,8",,,
31/07/2014 21.00,"1,7","24,1","31,9",,,,
31/07/2014 22.00,"0,4","42,1","53,1","16,8",,,
31/07/2014 23.00,"1,7","24,1","28,3",,,,
01/08/2014 0.00,"1,4","6,0","7,2","13,7",,,
01/08/2014 1.00,"1,6","5,7","6,7",,,,
01/08/2014 2.00,"1,3","7,3","8,6","14,7",,,
01/08/2014 3.00,"2,3","6,4","7,5",,,,
01/08/2014 4.00,"2,4","6,8","8,1","10,3",,,
01/08/2014 5.00,"1,0","7,8","8,7",,,,
01/08/2014 6.00,"2,2","9,4","11,2","8,8",,,
01/08/2014 7.00,"2,6","8,7","11,3",,,,
01/08/2014 8.00,"2,6","6,5","8,4","12,7",,,
01/08/2014 9.00,"2,0","9,0","10,9",,,,
01/08/2014 10.00,"2,0","10,9","12,8","6,1",,,
01/08/2014 11.00,"1,8","9,5","12,0",,,,
01/08/2014 12.00,"2,3","13,1","16,3","13,2",,,
01/08/2014 13.00,"3,9","17,5","21,8",,,,
01/08/2014 14.00,"2,9","11,2","13,5","7,6",,,
01/08/2014 15.00,"1,9","9,5","12,1",,,,
01/08/2014 16.00,"1,5","7,3","9,7","5,6",,,
01/08/2014 17.00,"2,4","4,1","5,8",,,,
01/08/2014 18.00,"1,6","4,5","6,0","3,9",,,
01/08/2014 19.00,"1,1","7,2","8,6",,,,
01/08/2014 20.00,"0,8","11,5","12,6","3,7",,,
01/08/2014 21.00,"1,3","18,6","21,0",,,,
01/08/2014 22.00,"1,9","30,1","34,2","15,4",,,
01/08/2014 23.00,"2,1","30,2","35,7",,,,
02/08/2014 0.00,"2,0","25,2","30,0","17,6",,,
02/08/2014 1.00,"2,5",,,,,,
02/08/2014 2.00,,"10,1","11,6","21,2",,,
02/08/2014 3.00,"1,9","11,0","13,1",,,,
02/08/2014 4.00,"2,0","8,7","10,6","17,1",,,
02/08/2014 5.00,"2,0","14,4","18,4",,,,
02/08/2014 6.00,"1,3","14,5","20,9","14,7",,,
02/08/2014 7.00,"2,3","14,7","19,1",,,,
02/08/2014 8.00,"2,0","8,5","11,1","34,2",,,
02/08/2014 9.00,"2,8","5,2","7,1",,,,
02/08/2014 10.00,"1,7","4,0","5,3","17,1",,,
02/08/2014 11.00,"1,7","3,5","5,0",,,,
02/08/2014 12.00,"2,0","5,4","6,7","8,5",,,
02/08/2014 13.00,"2,2","6,1","8,6",,,,
02/08/2014 14.00,"1,3","3,1","4,5","4,4",,,
02/08/2014 15.00,"1,0","2,5","3,9",,,,
02/08/2014 16.00,"1,9","2,3","3,8","1,7",,,
02/08/2014 17.00,"1,6","2,7","4,3",,,,
02/08/2014 18.00,"2,1","2,3","3,6","2,7",,,
02/08/2014 19.00,"1,1","3,2","4,4",,,,
02/08/2014 20.00,"1,7","5,3","6,5","3,7",,,
02/08/2014 21.00,"2,0","27,3","30,1",,,,
02/08/2014 22.00,"1,8","26,3","31,9","15,4",,,
02/08/2014 23.00,"1,2","24,1","32,4",,,,
03/08/2014 0.00,"0,3","52,5","69,4","10,7",,,
03/08/2014 1.00,"1,1","33,6","37,9",,,,
03/08/2014 2.00,"1,5","27,1","35,1","6,1",,,
03/08/2014 3.00,"1,5","27,7","36,6",,,,
03/08/2014 4.00,"1,1","23,7","32,3","26,9",,,
03/08/2014 5.00,"1,4","16,2","24,6",,,,
03/08/2014 6.00,"1,8","16,3","26,5","15,6",,,
03/08/2014 7.00,"2,1","7,7","11,8",,,,
03/08/2014 8.00,"1,9","3,0","4,7","11,7",,,
03/08/2014 9.00,"2,5","5,7","7,6",,,,
03/08/2014 10.00,"3,3","7,0","9,1","28,1",,,
03/08/2014 11.00,"2,2","4,1","5,8",,,,
03/08/2014 12.00,"0,2","3,1","4,4","19,8",,,
03/08/2014 13.00,"0,9","2,2","3,7",,,,
03/08/2014 14.00,"1,5","1,3","2,5","12,7",,,
03/08/2014 15.00,"1,7","1,7","3,2",,,,
03/08/2014 16.00,"1,9","1,3","2,7","16,4",,,
03/08/2014 17.00,"2,2","1,7","2,9",,,,
03/08/2014 18.00,"2,4","2,6","4,3","9,0",,,
03/08/2014 19.00,"1,9","3,2","4,3",,,,
03/08/2014 20.00,"2,8","9,8","11,0","5,6",,,
03/08/2014 21.00,"2,8","18,6","20,4",,,,
03/08/2014 22.00,"1,6","31,0","33,2","14,4",,,
03/08/2014 23.00,"0,8","27,0","30,2",,,,
04/08/2014 0.00,"2,5","23,9","28,7","15,6",,,
04/08/2014 1.00,"1,7",,,,,,
04/08/2014 2.00,,"14,1","18,9","25,9",,,
04/08/2014 3.00,"0,9","27,8","36,4",,,,
04/08/2014 4.00,"1,4","19,0","27,3","18,8",,,
04/08/2014 5.00,"1,1","14,4","23,0",,,,
04/08/2014 6.00,"1,4","15,2","23,4","27,1",,,
04/08/2014 7.00,"0,8","12,6","16,5",,,,
04/08/2014 8.00,"1,9","7,0","9,5","79,9",,,
04/08/2014 9.00,"1,4","4,9","6,9",,,,
04/08/2014 10.00,"1,5","3,7","5,3","40,3",,,
04/08/2014 11.00,"1,7","3,0","4,4",,,,
04/08/2014 12.00,"2,0","3,2","4,8","20,3",,,
04/08/2014 13.00,"1,6","2,5","4,1",,,,
04/08/2014 14.00,"1,6","2,5","4,2","10,0",,,
04/08/2014 15.00,"1,2","2,8","4,3",,,,
04/08/2014 16.00,"1,3","10,0","12,7","5,1",,,
04/08/2014 17.00,"3,1","14,3","17,8",,,,
04/08/2014 18.00,"1,8","11,7","13,8","2,4",,,
04/08/2014 19.00,"2,1","7,7","9,4",,,,
04/08/2014 20.00,"2,0","8,4","10,4","9,5",,,
04/08/2014 21.00,"1,5","10,4","12,0",,,,
04/08/2014 22.00,"1,3","9,3","11,2","15,4",,,
04/08/2014 23.00,"1,9","10,2","12,9",,,,
05/08/2014 0.00,"1,6","6,8","8,8","21,2",,,
05/08/2014 1.00,"1,1","7,6","9,5",,,,
05/08/2014 2.00,"1,6","6,2","8,1","25,4",,,
05/08/2014 3.00,"1,1","5,9","7,8",,,,
05/08/2014 4.00,"1,3","7,8","10,1","27,8",,,
05/08/2014 5.00,"2,0","8,1","10,1",,,,
05/08/2014 6.00,"1,3","9,3","11,3","26,6",,,
05/08/2014 7.00,"1,7","10,2","13,1",,,,
05/08/2014 8.00,"1,1","12,9","16,8","44,4",,,
05/08/2014 9.00,"3,7","17,1","21,9",,,,
05/08/2014 10.00,"2,1","11,2","14,4","22,5",,,
05/08/2014 11.00,"2,7","11,5","15,3",,,,
05/08/2014 12.00,"3,9","12,2","15,9","11,2",,,
05/08/2014 13.00,"5,5","15,1","19,2",,,,
05/08/2014 14.00,"4,5","8,9","11,9","5,6",,,
05/08/2014 15.00,"2,8","3,4","5,0",,,,
05/08/2014 16.00,"2,3","2,3","4,0","2,9",,,
05/08/2014 17.00,"1,4","2,3","3,5",,,,
05/08/2014 18.00,"0,7","4,1","5,9","1,2",,,
05/08/2014 19.00,"1,6","9,1","10,7",,,,
05/08/2014 20.00,"1,9","7,1","8,3","7,1",,,
05/08/2014 21.00,"2,5","6,1","7,7",,,,
05/08/2014 22.00,"1,7","6,3","7,9","21,5",,,
05/08/2014 23.00,"2,0","7,7","9,2",,,,
06/08/2014 0.00,"2,1","8,9","10,5","19,0",,,
06/08/2014 1.00,"2,5",,,,,,
06/08/2014 2.00,,"21,2","25,1","19,8",,,
06/08/2014 3.00,"1,7","12,2","13,8",,,,
06/08/2014 4.00,"1,0","10,8","12,5","18,8",,,
06/08/2014 5.00,"2,3","10,2","12,2",,,,
06/08/2014 6.00,"2,8","8,5","10,3","26,6",,,
06/08/2014 7.00,"2,8","10,2","12,6",,,,
06/08/2014 8.00,"1,5","6,6","8,7","25,9",,,
06/08/2014 9.00,"2,4","4,2","5,8",,,,
06/08/2014 10.00,"2,1","4,1","5,6","23,7",,,
06/08/2014 11.00,"1,9","3,9","5,4",,,,
06/08/2014 12.00,"0,4","3,4","5,2","13,4",,,
06/08/2014 13.00,"2,2","3,1","4,7",,,,
06/08/2014 14.00,"3,1","3,7","5,5","7,6",,,
06/08/2014 15.00,"2,1","2,1","3,7",,,,
06/08/2014 16.00,"2,0","2,2","3,6","4,6",,,
06/08/2014 17.00,"3,0","2,0","3,6",,,,
06/08/2014 18.00,"2,6","2,2","3,6","6,6",,,
06/08/2014 19.00,"2,2","2,6","3,8",,,,
06/08/2014 20.00,"2,0","4,0","5,6","5,6",,,
06/08/2014 21.00,"2,7","4,6","5,9",,,,
06/08/2014 22.00,"1,7","4,0","5,5","12,5",,,
06/08/2014 23.00,"1,9","3,9","5,2",,,,
07/08/2014 0.00,"1,9","3,1","4,6","22,0",,,
07/08/2014 1.00,"2,3","3,2","4,8",,,,
07/08/2014 2.00,"2,5","3,1","4,5","22,0",,,
07/08/2014 3.00,"2,3","2,3","3,8",,,,
07/08/2014 4.00,"2,6","4,0","5,6","22,0",,,
07/08/2014 5.00,"2,0","4,5","5,9",,,,
07/08/2014 6.00,"0,8","7,2","8,7","17,6",,,
07/08/2014 7.00,"2,5","6,9","9,1",,,,
07/08/2014 8.00,"2,6","6,3","8,6","20,5",,,
07/08/2014 9.00,"2,5","5,0","6,9",,,,
07/08/2014 10.00,"2,1","9,1","12,2","13,2",,,
07/08/2014 11.00,"3,0","8,6","11,4",,,,
07/08/2014 12.00,"3,5","5,3","7,5","7,8",,,
07/08/2014 13.00,"2,9","3,6","5,4",,,,
07/08/2014 14.00,"2,1","4,8","6,9","5,6",,,
07/08/2014 15.00,"5,3","7,4","10,2",,,,
07/08/2014 16.00,"5,4","7,4","9,6","3,7",,,
07/08/2014 17.00,"5,0","14,9","18,1",,,,
07/08/2014 18.00,"6,0","19,8","23,0","3,4",,,
07/08/2014 19.00,"4,6","15,0","16,9",,,,
07/08/2014 20.00,"3,1","11,6","13,3","9,0",,,
07/08/2014 21.00,"2,0","8,7","10,7",,,,
07/08/2014 22.00,"1,9","12,4","14,3","14,9",,,
07/08/2014 23.00,"2,1","9,2","11,0",,,,
08/08/2014 0.00,"0,9","10,3","12,2","29,1",,,
08/08/2014 1.00,"1,7",,,,,,
08/08/2014 2.00,,"5,9","7,3","31,3",,,
08/08/2014 3.00,"0,8","4,5","6,0",,,,
08/08/2014 4.00,"2,3","7,6","9,7","24,7",,,
08/08/2014 5.00,"0,9","16,5","19,0",,,,
08/08/2014 6.00,"2,2","22,3","26,2","13,7",,,
08/08/2014 7.00,"2,3","14,1","17,3",,,,
08/08/2014 8.00,"3,0","16,9","21,2","19,3",,,
08/08/2014 9.00,"4,3","20,3","25,5",,,,
08/08/2014 10.00,"3,0","15,9","20,3","20,0",,,
08/08/2014 11.00,"2,3","12,7","16,3",,,,
08/08/2014 12.00,"2,2","8,9","11,7","13,7",,,
08/08/2014 13.00,"2,6","10,0","12,7",,,,
08/08/2014 14.00,"4,4","12,4","15,7","11,7",,,
08/08/2014 15.00,"5,7","13,3","16,8",,,,
08/08/2014 16.00,"4,3","13,3","16,5","10,7",,,
08/08/2014 17.00,"6,9","16,3","19,7",,,,
08/08/2014 18.00,"6,6","12,7","15,6","11,7",,,
08/08/2014 19.00,"2,4","6,4","8,0",,,,
08/08/2014 20.00,"2,3","5,4","7,3","13,4",,,
08/08/2014 21.00,"2,0","7,2","8,7",,,,
08/08/2014 22.00,"1,7","9,1","10,8","20,3",,,
08/08/2014 23.00,"1,7","22,6","24,8",,,,
09/08/2014 0.00,"2,3","13,3","15,5","28,8",,,
09/08/2014 1.00,"2,6","7,5","9,3",,,,
09/08/2014 2.00,"1,8","6,8","8,7","29,5",,,
09/08/2014 3.00,"1,7","11,4","16,9",,,,
09/08/2014 4.00,"1,4","10,1","13,4","23,2",,,
09/08/2014 5.00,"1,9","10,0","12,2",,,,
09/08/2014 6.00,"1,8","12,8","15,8","22,0",,,
09/08/2014 7.00,"1,7","12,2","15,3",,,,
09/08/2014 8.00,"1,9","6,8","9,1","25,9",,,
09/08/2014 9.00,"2,0","4,8","6,8",,,,
09/08/2014 10.00,"2,1","3,4","4,9","17,8",,,
09/08/2014 11.00,"2,9","3,1","4,5",,,,
09/08/2014 12.00,"2,0","2,9","4,3","9,0",,,
09/08/2014 13.00,"3,0","2,0","3,5",,,,
09/08/2014 14.00,"3,0","3,2","5,1","4,4",,,
09/08/2014 15.00,"2,2","1,2","2,6",,,,
09/08/2014 16.00,"2,1","0,9","2,4","5,6",,,
09/08/2014 17.00,"3,4","1,8","3,7",,,,
09/08/2014 18.00,"2,9","2,4","3,9","6,6",,,
09/08/2014 19.00,"2,4","3,8","5,4",,,,
09/08/2014 20.00,"2,5","7,0","8,9","11,0",,,
09/08/2014 21.00,"1,4","8,2","11,5",,,,
09/08/2014 22.00,"1,6","11,6","17,6","16,4",,,
09/08/2014 23.00,"1,5","28,6","36,2",,,,
10/08/2014 0.00,"1,5","41,9","55,8","15,4",,,
10/08/2014 1.00,"1,7",,,,,,
10/08/2014 2.00,,"35,6","56,2","16,1",,,
10/08/2014 3.00,"1,6","46,0","81,0",,,,
10/08/2014 4.00,"1,3","45,9","71,5","17,8",,,
10/08/2014 5.00,"0,1","34,3","48,8",,,,
10/08/2014 6.00,"1,5","18,4","30,4","41,5",,,
10/08/2014 7.00,"2,3","11,1","18,2",,,,
10/08/2014 8.00,"2,2","8,8","12,9","51,0",,,
10/08/2014 9.00,"2,6","6,1","8,5",,,,
10/08/2014 10.00,"2,8","4,2","5,9","27,1",,,
10/08/2014 11.00,"3,5","5,7","7,9",,,,
10/08/2014 12.00,"5,1","3,1","4,9","13,7",,,
10/08/2014 13.00,"4,4","2,6","4,3",,,,
10/08/2014 14.00,"2,6","1,2","2,5","7,1",,,
10/08/2014 15.00,"2,2","1,1","2,8",,,,
10/08/2014 16.00,"2,0","1,2","3,0","3,4",,,
10/08/2014 17.00,"2,2","0,8","2,4",,,,
10/08/2014 18.00,"3,9","2,3","4,0","1,5",,,
10/08/2014 19.00,"2,5","1,5","3,0",,,,
10/08/2014 20.00,"1,8","5,4","7,1","8,5",,,
10/08/2014 21.00,"2,0","35,0","37,9",,,,
10/08/2014 22.00,"1,6","55,3","60,7","7,1",,,
10/08/2014 23.00,"1,2","53,3","63,3",,,,
11/08/2014 0.00,"2,8","61,8","81,3","6,8",,,
11/08/2014 1.00,"3,0","38,5","45,8",,,,
11/08/2014 2.00,"2,0","31,3","40,2","15,6",,,
11/08/2014 3.00,"1,2","47,5","78,0",,,,
11/08/2014 4.00,"0,8","38,2","62,9","26,9",,,
11/08/2014 5.00,"2,7","32,2","62,3",,,,
11/08/2014 6.00,"1,8","36,9","90,6","30,8",,,
11/08/2014 7.00,"1,5","32,3","67,5",,,,
11/08/2014 8.00,"3,7","16,4","22,2","30,5",,,
11/08/2014 9.00,"3,1","4,6","6,7",,,,
11/08/2014 10.00,"3,6","4,9","6,8","15,6",,,
11/08/2014 11.00,"2,9","3,3","5,1",,,,
11/08/2014 12.00,"3,9","4,0","5,8","14,9",,,
11/08/2014 13.00,"5,5","7,1","9,2",,,,
11/08/2014 14.00,"3,5","1,6","3,0","11,7",,,
11/08/2014 15.00,"2,7","1,3","2,8",,,,
11/08/2014 16.00,"2,4","1,1","2,4","14,7",,,
11/08/2014 17.00,"2,9","1,2","2,7",,,,
11/08/2014 18.00,"2,3","1,6","3,2","9,8",,,
11/08/2014 19.00,"2,1","3,2","4,6",,,,
11/08/2014 20.00,"2,6","8,9","10,6","7,3",,,
11/08/2014 21.00,"2,0","20,9","22,8",,,,
11/08/2014 22.00,"2,8","21,1","24,4","10,0",,,
11/08/2014 23.00,"2,0","20,4","24,5",,,,
12/08/2014 0.00,"2,2","19,6","25,8","21,0",,,
12/08/2014 1.00,"2,4",,,,,,
12/08/2014 2.00,,"52,1","62,4","11,7",,,
12/08/2014 3.00,"2,5","45,0","55,8",,,,
12/08/2014 4.00,"2,0","33,7","40,2","19,3",,,
12/08/2014 5.00,"2,6","36,8","40,9",,,,
12/08/2014 6.00,"2,6","51,6","67,9","22,0",,,
12/08/2014 7.00,"2,7","33,7","41,0",,,,
12/08/2014 8.00,"3,0","19,4","23,7","49,1",,,
12/08/2014 9.00,"2,1","12,3","14,9",,,,
12/08/2014 10.00,"3,1","9,5","11,6","38,3",,,
12/08/2014 11.00,"3,5","11,0","13,7",,,,
12/08/2014 12.00,"4,3","5,5","7,4","26,9",,,
12/08/2014 13.00,"2,8","2,0","3,7",,,,
12/08/2014 14.00,"3,5","2,2","3,6","29,1",,,
12/08/2014 15.00,"3,4","1,9","3,6",,,,
12/08/2014 16.00,"2,6","1,9","3,4","15,4",,,
12/08/2014 17.00,"4,2","3,5","5,4",,,,
