SIMAGE Brindisi,,,,,,,
,Torchiarolo,,,,,,,
Parm,SO2,NO2,CO,PM10,O3,BENZENE,NOX



09/07/2010 21.00,"2,27840341","11,17986934","0,06400976","22,60000038","104,8800428","0,19829669","12,55730856"
09/07/2010 22.00,"1,81271606","10,44916413","0,03779493","22,60000038","98,11870845","0,19218656","12,07613082"
09/07/2010 23.00,"0,6919729","6,75153203","0,02149192","22,60000038","103,3961618","0,09024553","7,52504693"
10/07/2010 0.00,"0,56469027","8,04940337","0,0555705","22,60000038","103,1515349","0,10502864","9,07622958"
10/07/2010 1.00,"0,41422715","7,76387102","0,04823333",22,"99,72424455","0,07005401","8,64822647"
10/07/2010 2.00,"0,36450704","7,5042979","0,06351697",22,"91,40465565","0,08861019","8,24486904"
10/07/2010 3.00,"0,18887216","6,9669781","0,03622335",22,"82,07687355","0,07534445","8,10479401"
10/07/2010 4.00,"0,1559956","7,95206345","0,05370767",22,"76,64265315","0,12010567","9,65468033"
10/07/2010 5.00,"0,22634861","10,60620816","0,11954648",22,"84,77303625","0,07866495","12,2732714"
10/07/2010 6.00,"0,50875628","13,79118526","0,14373654",22,"90,92354145","0,19669289","15,48847148"
10/07/2010 7.00,"0,2875659","11,62892549","0,12983343",22,"90,11129715","0,13336531","13,69735003"
10/07/2010 8.00,"0,39179111","9,80153149","0,13995844",22,"102,1365786","0,28228055","11,35890329"
10/07/2010 9.00,"0,39278472","6,90208291","0,17384713",22,"112,9306658","0,22236603","8,20984885"
10/07/2010 10.00,"0,62323591","4,61004232","0,17509484",22,"115,8106079","0,22238536","5,35261341"
10/07/2010 11.00,"0,51329312","7,98840292","0,14954173",22,"115,5079065","0,17385005","9,32135563"
10/07/2010 12.00,"0,46456763","5,81187007","0,11746229",22,"121,5611156","0,27469373","7,13465668"
10/07/2010 13.00,"0,40689255","4,05844562","0,06623608",22,"125,6316737","0,11311379","4,57572574"
10/07/2010 14.00,"0,38607252","3,93385014","0,0835538",22,"125,7573786","0,02194076","4,70282977"
10/07/2010 15.00,"0,3588515","3,43676646","0,0351131",22,"124,670762","0,09984499","3,92075485"
10/07/2010 16.00,"0,43703541","3,26674378","0,0358855",22,"129,1698261","0,10599072","3,60299574"
10/07/2010 17.00,"0,39384139","2,96953102","0,02548787",22,"130,779432","0,07798559","3,46162629"
10/07/2010 18.00,"0,47289585","7,93519005","0,03709244",22,"126,3047268","0,07485527","9,21111354"
10/07/2010 19.00,"0,45754525","11,33691338","0,0297343",22,"121,2029732","0,14670123","12,48208283"
10/07/2010 20.00,"0,36811129","19,08649985","0,068622",22,"103,5150638","0,33592629","20,9513136"
10/07/2010 21.00,"0,22871008","21,34090272","0,02886055",22,"91,2775941","0,85412033","23,55434864"
10/07/2010 22.00,"0,18110329","13,12407507","0,00872469",22,"93,6886314","0,45557735","14,50277047"
10/07/2010 23.00,"0,18501874","10,09614774","0,03438964",22,"95,40091995","0,20191823","11,514542"
11/07/2010 0.00,"0,15052617","10,92419097","0,03864422",22,"88,1246562","0,1337294","12,18118566"
11/07/2010 1.00,,"21,34478408","0,08174572","23,60000038","62,8266597","0,1899156","23,33645712"
11/07/2010 2.00,"0,5838719",,"0,07043357","23,60000038","66,21478815","0,21823498",
11/07/2010 3.00,"0,4123274","16,14552837",,"23,60000038","72,3166353","0,14790841","17,3431459"
11/07/2010 4.00,"0,49333145","12,91771674","0,07538599","23,60000038",,"0,1077003","14,04364191"
11/07/2010 5.00,"0,56500554","14,09673624","0,08663639","23,60000038",,"0,11583325","15,54062128"
11/07/2010 6.00,"0,60492787","17,50698709","0,15527004","23,60000038",,"0,17709733","19,52335552"
11/07/2010 7.00,"0,63762747","12,58675718","0,07387032","23,60000038",,"0,39179315","14,61301257"
11/07/2010 8.00,"0,37919455","6,24665887","0,03831569","23,60000038",,"0,20691882","7,17486413"
11/07/2010 9.00,"0,75089585","7,43810446","0,08056674","23,60000038",,"0,1680684","8,32398378"
11/07/2010 10.00,"0,81641811","7,99748874","0,14369576","23,60000038",,"0,18212741","9,06585316"
11/07/2010 11.00,"0,75554049","10,46733195","0,0865595","23,60000038",,"0,24222194","11,61700226"
11/07/2010 12.00,"1,09417199","11,35377722","0,01454852","23,60000038",,"0,33314581","12,53136846"
11/07/2010 13.00,"1,00932877","11,20842124","0,04247241","23,60000038",,"0,25249974","12,58973417"
11/07/2010 14.00,"0,84645317","16,00016283","0,03283902","23,60000038",,"0,38753599","18,24583934"
11/07/2010 15.00,"0,76860792","4,74112713","0,06487885","23,60000038",,"0,08448829","5,56791226"
11/07/2010 16.00,"0,547086","4,40887315","0,06974739","23,60000038",,"0,09958159","4,72876987"
11/07/2010 17.00,"0,47673401","6,50753215","0,04581246","23,60000038",,"0,08541376","7,22025883"
11/07/2010 18.00,"0,7657593","10,18699642","0,03866635","23,60000038",,"0,16740023","11,22401934"
11/07/2010 19.00,"0,90757792","8,19476508","0,03386306","23,60000038",,"0,17685427","8,72993579"
11/07/2010 20.00,"0,80229808","11,83659354","0,04430146","23,60000038",,"0,25752169","13,22784505"
11/07/2010 21.00,"0,72983988","12,37260936","0,06397947","23,60000038",,"0,15816689","13,58451335"
11/07/2010 22.00,"0,37306408","14,23894889","0,03311979","23,60000038",,"0,4048199","16,19143166"
11/07/2010 23.00,"0,67218412","13,03063563","0,09567912","23,60000038",,"0,30166457","14,99302639"
12/07/2010 0.00,"1,03038474","49,8836976","0,3272054","23,60000038",,"0,7283215","58,101856"
12/07/2010 1.00,"1,09448116","50,591042","0,34748805","27,10000038",,"1,55077042","62,94344152"
12/07/2010 2.00,"1,09466727","33,24239528","0,11010066","27,10000038",,"1,13523235","38,16346264"
12/07/2010 3.00,"0,70506779","21,03980096","0,07919437","27,10000038",,"0,44483478","23,63734856"
12/07/2010 4.00,"0,66840596","23,12416776","0,07869459","27,10000038",,"0,38476263","25,5607632"
12/07/2010 5.00,"1,04171717","31,32932456","0,19332826","27,10000038",,"0,53699227","36,6058136"
12/07/2010 6.00,"0,94733652","28,90100808","0,13557338","27,10000038",,"0,81097106","36,69011368"
12/07/2010 7.00,"0,93080111","26,66477112","0,09352387","27,10000038",,"0,63221398","35,84575536"
12/07/2010 8.00,"1,05385608","17,77694619","0,04815644","27,10000038",,"0,4738325","22,26774472"
12/07/2010 9.00,"1,15139452","15,25259186","0,1109581","27,10000038",,"0,51155202","17,80357079"
12/07/2010 10.00,"1,17882911","9,14221079","0,14868429","27,10000038",,"0,46459001","10,51586998"
12/07/2010 11.00,"1,02313861","5,52763789","0,08489588","27,10000038",,"0,2293752","6,28513978"
12/07/2010 12.00,"0,59148923","3,76123286","0,07358257","27,10000038",,"0,17712581","4,33189603"
12/07/2010 13.00,"0,63304385","4,20510558","0,04106625","27,10000038",,"0,0897055","5,00243061"
12/07/2010 14.00,"0,42118343","4,76189336","0,01253424","27,10000038",,"0,1262097","5,73392548"
12/07/2010 15.00,"0,66128391","4,70738224","0,00353578","27,10000038",,"0,09066148","5,66777984"
12/07/2010 16.00,"0,57588337","4,47765926",,"27,10000038",,"0,07529563","5,06079441"
12/07/2010 17.00,"0,67354588","3,89361592","0,00486388","27,10000038","119,158158","0,06990451","4,74303722"
12/07/2010 18.00,"0,92943935","5,80278616","0,00948194","27,10000038","117,7310348","0,21675728","6,90768698"
12/07/2010 19.00,"0,9809026","6,99034083","0,03603112","27,10000038","108,6168174","0,12667752","7,85966605"
12/07/2010 20.00,"0,61768614","9,37842501","0,03269922","27,10000038","106,2044036","0,10758843","10,29797846"
12/07/2010 21.00,"0,63744136","19,17475968","0,06567455","27,10000038","84,90953415","0,32696143","21,5829428"
12/07/2010 22.00,"0,57266253","23,55637536","0,10218099","27,10000038","77,20891395","0,45412508","26,78121192"
12/07/2010 23.00,"1,5612445","37,72005072","0,12141747","27,10000038","65,4214764","0,47972602","41,6756728"
13/07/2010 0.00,"2,17651526","16,65948162","0,0433613","27,10000038","84,2865156","0,65797256","18,34181409"
13/07/2010 1.00,,"15,48880417","0,05847601",32,"71,7936261","0,5519676","17,02408854"
13/07/2010 2.00,"0,33930985",,"0,03849859",32,"66,536442","0,62714831",
13/07/2010 3.00,"0,29733114","10,80348067",,32,"58,61551395","0,41073071","11,9619978"
13/07/2010 4.00,"0,42008304","8,9293593","0,16723692",32,,"0,23138276","9,77529885"
13/07/2010 5.00,"0,40074071","18,11168386","0,24202759",32,"37,51076805","0,2840064","20,71908208"
13/07/2010 6.00,"0,53707567","37,44879528","0,43202394",32,"17,93928339","0,66999757","48,06066296"
13/07/2010 7.00,"0,59072242","41,72138872","0,5514446",32,"21,292236","2,02016168","58,64010312"
13/07/2010 8.00,"0,49812863","26,86205128","0,55422196",32,"51,45142905","1,11199289","33,88215048"
13/07/2010 9.00,"0,66588889","19,44601512","0,42364876",32,"87,5908341","0,85516479","22,3312996"
13/07/2010 10.00,"0,67513342","15,29800951","0,33110931",32,"101,6972996","0,50751554","17,0124177"
13/07/2010 11.00,"0,36734549","15,25128979","0,30180257",32,"116,2660265","0,5625627","16,67650033"
13/07/2010 12.00,"0,29839187","10,6101029","0,26099029",32,"129,0062361","0,25743321","11,91530676"
13/07/2010 13.00,"0,44751254","9,77427593","0,22749538",32,"131,394291","0,29031587","10,84270918"
13/07/2010 14.00,"0,48767184","5,84821146","0,20722671",32,"121,6543419","0,15095941","6,90639065"
13/07/2010 15.00,,,"0,1722336",32,"115,1524973","0,11484676",
13/07/2010 16.00,"0,42872144","10,13638196","0,27973281",32,"112,946925","0,10122404","11,3913289"
13/07/2010 17.00,"0,54298647","12,99039568","0,41132306",32,"112,9293491","0,64790934","14,72585116"
13/07/2010 18.00,"0,46630467","12,77624786","0,38225165",32,"110,1358304","1,48644008","14,15777493"
13/07/2010 19.00,"0,40356492","8,65680753","0,26020741",32,"107,2017639","0,48128915","9,85052266"
13/07/2010 20.00,"0,29414894","15,25518645","0,22041451",32,"83,24183385","0,27545852","17,7192688"
13/07/2010 21.00,"0,26868937","19,68740512","0,24302949",32,"71,1043536","0,38678646","21,9422076"
13/07/2010 22.00,"0,50418995","50,96743832","0,35947706",32,"21,1679076","0,33491234","59,05124048"
13/07/2010 23.00,"0,00833533","33,39682752","0,38334675",32,"35,1744435","0,86402388","39,58495816"
14/07/2010 0.00,"0,00454599","20,24939928","0,42227988",32,"58,79390685","0,56598796","24,9771252"
14/07/2010 1.00,"0,05546515","52,93240072","0,41089317","28,39999962","3,40432785","0,53794317","83,61464712"
14/07/2010 2.00,"0,00303066","37,3501552","0,40428063","28,39999962","20,78408955","0,83762866","46,83633288"
14/07/2010 3.00,"0,00075767","16,37135278","0,35388273","28,39999962","45,69960465","0,69672331","18,95658136"
14/07/2010 4.00,,"24,47916392","0,35036094","28,39999962","28,77123165","0,49188222","29,55284712"
14/07/2010 5.00,,"30,61289816","0,39461579","28,39999962","25,3925595","0,78662916","35,06238984"
14/07/2010 6.00,"0,03243111","56,27184256","0,43613173","28,39999962","7,54520372","0,94222101","91,098196"
14/07/2010 7.00,"0,05819376","44,69869776","0,44384054","28,39999962","30,3672915","0,96361462","62,4713496"
14/07/2010 8.00,"0,03424951","16,45051914","0,25003463","28,39999962","68,27035635","0,81631336","20,74770472"
14/07/2010 9.00,"0,11077978","15,83922406","0,27855966","28,39999962","83,9391861","0,3774504","18,9384231"
14/07/2010 10.00,"0,02455038","11,81582349","0,27425498","28,39999962","103,2677037","0,18020732","13,6221243"
14/07/2010 11.00,,"12,08058578","0,241621","28,39999962","102,075771","0,20079953","13,86984685"
14/07/2010 12.00,"0,00151533","11,4381423","0,28528986","28,39999962","117,4580789","0,28428201","12,8633949"
14/07/2010 13.00,,"13,27723201","0,25418203","28,39999962","120,0177437","0,37684223","15,92166185"
14/07/2010 14.00,"0,00075767","5,83912563","0,25038646","28,39999962","119,9149613","0,17519859","6,60938248"
14/07/2010 15.00,,"14,94240237","0,24338248","28,39999962","116,5147232","0,06650265","16,92551921"
14/07/2010 16.00,"0,00985066","5,51465923","0,19717043","28,39999962","129,2062947","0,22045712","6,03741724"
14/07/2010 17.00,"0,03288571","5,21095524","0,26568524","28,39999962","138,4151349","0,15026582","5,81304022"
14/07/2010 18.00,"0,02773257","3,65610537","0,23485235","28,39999962","132,4335863","0,14589374","4,00505875"
14/07/2010 19.00,"0,0077292","5,33944546","0,22702705","28,39999962","126,4114593","0,30627972","5,85713667"
14/07/2010 20.00,"0,00454599","8,16880586","0,25527713","28,39999962","119,9663525","0,41314303","8,86482166"
14/07/2010 21.00,"0,00454599","17,90154358","0,29272373","28,39999962","94,96170075","0,79143245","19,73216504"
14/07/2010 22.00,"0,00075767","47,87070576","0,34519649","28,39999962","51,90146115","0,78878622","51,0385456"
14/07/2010 23.00,,"25,79779384","0,32977888","28,39999962","75,3790401","0,47751506","27,40247808"
15/07/2010 0.00,"0,00075767","26,16378888","0,32308829","28,39999962","71,90983485","0,3330797","28,01464312"
15/07/2010 1.00,,"22,87629608","0,30610608","29,70000076","63,1969716","0,3074747","24,79296136"
15/07/2010 2.00,"0,54234881",,"0,46939132","29,70000076","56,14506555","0,41450886",
15/07/2010 3.00,"0,54620426","32,2313488",,"29,70000076","50,0851134","0,62604588","34,24399648"
15/07/2010 4.00,"0,52590697","28,95680024","0,21764297","29,70000076",,"0,55559422","31,26485192"
15/07/2010 5.00,"0,33367363","38,83857072","0,20715331","29,70000076","40,36325895","0,72140488","41,87568712"
15/07/2010 6.00,"0,78048546","69,63601512","0,27532795","29,70000076","21,3868389","0,78247777","84,79100512"
15/07/2010 7.00,"0,64984978","54,4392288","0,26109281","29,70000076","43,61295435","0,91699229","69,97306248"
15/07/2010 8.00,"1,19787447","25,86656848","0,21525705","29,70000076","87,30971865","0,63031219","29,70978408"
15/07/2010 9.00,"0,84313571","10,56857235","0,14337422","29,70000076","123,88154","0,47068489","11,88807032"
15/07/2010 10.00,"0,66468679","14,61793023","0,13860238","29,70000076","124,3856166","0,40394325","16,09675134"
15/07/2010 11.00,"0,42503786","15,70035741","0,14489921","29,70000076","138,6841407","0,59274523","17,48451535"
15/07/2010 12.00,"0,30436573","15,85869204","0,14458582","29,70000076","155,0664822","0,39849925","17,1875091"
15/07/2010 13.00,"0,50258716","15,40443908","0,13535669","29,70000076","155,0542928","0,95798044","16,66482757"
15/07/2010 14.00,"0,3647023","5,44068013","0,15620204","29,70000076","152,4568427","0,44610197","6,16192668"
15/07/2010 15.00,"0,4698896","27,26829392","0,30135987","29,70000076","115,4308197","0,14597306","32,23888208"
15/07/2010 16.00,"1,50547832","55,38408184","0,16391434","29,70000076","99,84318645",,"65,16388536"
15/07/2010 17.00,"5,6209051","35,65642912","0,15577215","29,70000076","117,9081309",,"41,09463512"
15/07/2010 18.00,"7,65586922","7,71585114","0,20547921","29,70000076","148,9902908",,"8,21633435"
15/07/2010 19.00,"5,16190452","8,60359466","0,25331061","29,70000076","144,3034572",,"8,97506375"
15/07/2010 20.00,"3,44435424","36,9335304","0,22710743","29,70000076","108,3357419",,"39,17122048"
15/07/2010 21.00,"1,99239555","34,85046376","0,18424242","29,70000076","100,3499564",,"38,00524464"
15/07/2010 22.00,"1,11008398","19,57320136","0,10622004","29,70000076","112,1359775",,"21,78268944"
15/07/2010 23.00,"1,66514122","10,74508437","0,09266527","29,70000076","109,3708875",,"12,36535714"
16/07/2010 0.00,"1,49986448","9,37063743","0,10881683","29,70000076","103,3177583",,"10,86994562"
16/07/2010 1.00,"1,72850032","14,40637699","0,18236677","32,20000076","99,11201895",,"16,26276456"
16/07/2010 2.00,"1,44403118","16,48426976","0,20516699","32,20000076","75,54931335",,"18,17450644"
16/07/2010 3.00,"1,28014265","11,62763298","0,20344512","32,20000076","80,62946115",,"13,27583242"
16/07/2010 4.00,"1,33202694","15,13059097","0,2318385","32,20000076","70,6354089",,"16,70762769"
16/07/2010 5.00,"1,41028509","31,01782152","0,30923527","32,20000076","59,67641505",,"33,90289568"
16/07/2010 6.00,"1,53521438","19,84833816","0,22116244","32,20000076","96,95103495",,"23,49469424"
16/07/2010 7.00,"1,43755391","11,37065253","0,14270901","32,20000076","113,5699037",,"13,83223398"
16/07/2010 8.00,"1,29056893","10,13248722","0,12135572","32,20000076","119,9933648",,"11,48600731"
16/07/2010 9.00,"1,79873942","11,38103851","0,12659589","32,20000076","121,5637689",,"13,18634126"
16/07/2010 10.00,"1,70663075","36,10290024","0,08785382","32,20000076","99,453942",,"42,24892864"
16/07/2010 11.00,"1,38940201","27,7705572","0,08037685","32,20000076","115,2240779",,"32,62279256"
16/07/2010 12.00,"2,13432095","21,07612896","0,12722266","32,20000076","113,1684897",,"24,63342408"
16/07/2010 13.00,"1,99029748","12,79052858","0,13758534","32,20000076","130,2441735",,"14,5909653"
16/07/2010 14.00,"2,15989341","4,6892125","0,18287355","32,20000076","111,4264757",,"5,60033595"
16/07/2010 15.00,"1,7915828","4,21029857","0,14708941","32,20000076","106,2084734",,"4,97778875"
16/07/2010 16.00,"1,45600025","4,47895751","0,14313889","32,20000076","132,5525082",,"4,8753285"
16/07/2010 17.00,"1,14197913","15,91579774","0,08607137","32,20000076","140,834252",,"17,05392148"
16/07/2010 18.00,"1,740685","14,2649062","0,06467032","32,20000076","114,6902558",,"15,07862854"
16/07/2010 19.00,"1,19506653","19,89246712","0,10798735","32,20000076","122,7071633",,"21,436388"
16/07/2010 20.00,"1,24824648","18,74645638","0,1459081","32,20000076","111,0575603",,"20,45975752"
16/07/2010 21.00,"1,08121135","24,20918952","0,08768256","32,20000076","93,08181225",,"27,39597728"
16/07/2010 22.00,"0,88786337","14,72046314","0,04573441","32,20000076","95,42118915",,"16,68428217"
16/07/2010 23.00,"0,64664114","19,60044736","0,01753675","32,20000076","68,6933562",,"22,35594528"
17/07/2010 0.00,"0,86488324","21,83278384","0,0269616","32,20000076","62,2631121",,"25,09645312"
17/07/2010 1.00,,"13,14225054","0,03908459","32,5","54,52464675","0,39225588","15,79326149"
17/07/2010 2.00,"0,31051553",,"0,03270272","32,5","53,58943065","0,24359286",
17/07/2010 3.00,"0,32266664","12,64257038",,"32,5","75,8709672","0,23518735","14,42754666"
17/07/2010 4.00,"0,23269367","17,77176085","0,15052266","32,5",,"0,25645384","20,63875896"
17/07/2010 5.00,"0,2817985","15,36970186","0,16425918","32,5","69,33975615","0,24190565","17,34818784"
17/07/2010 6.00,"0,40736138","24,08070312","0,17223127","32,5","59,568306","0,45110154","27,38821456"
17/07/2010 7.00,"0,28398301","23,25655464","0,09547292","32,5","68,45956215","0,67781016","28,24031648"
17/07/2010 8.00,"0,28839781","17,32140263","0,04224756","32,5","94,01702835","0,64753407","21,06546"
17/07/2010 9.00,"0,25981706","13,03971954","0,05975169","32,5","106,1139303","0,36462399","15,69079932"
17/07/2010 10.00,"0,25567583","10,08706383","0,04822052","32,5","113,0279619","0,26088084","11,70000791"
17/07/2010 11.00,"0,37086227","22,30131944","0,02546341","32,5","117,2959053","0,36498299","25,02901688"
17/07/2010 12.00,"0,27611042","11,39401717","0,00885284","32,5","134,2472009","1,36250744","12,5391503"
17/07/2010 13.00,"0,11090792","9,95597711","0,02106903","32,5","148,3484394","1,2930494","11,17473371"
17/07/2010 14.00,"0,06963094","11,39920442","0,01164185","32,5","135,8757992","0,67211293","12,7661219"
17/07/2010 15.00,"0,05716049","9,16946635","0,02200452","32,5","137,6313194","0,40554502","10,19551821"
17/07/2010 16.00,"0,01242469","6,68923334","0,03609753","32,5","122,7098166","0,41845787","7,65604187"
17/07/2010 17.00,"0,0832384","3,53670288","0,0285693","32,5","119,3825556","0,19601658","4,39804167"
17/07/2010 18.00,"0,06084711","3,30827624","0,03503155","32,5","114,3564723","0,40436327","3,95706946"
17/07/2010 19.00,"0,1667941","5,32646872","0,06867442","32,5","105,1205999","0,19648338","6,4641221"
17/07/2010 20.00,"0,43853549","13,4563367","0,15905046","32,5","100,4283399","0,16833587","15,511817"
17/07/2010 21.00,"0,22427393","20,55178208","0,11951852","32,5","81,44709195","0,36603254","24,36626032"
17/07/2010 22.00,"0,20593335","42,02769112","0,1529645","32,5","53,4407832","0,41908638","46,64176776"
17/07/2010 23.00,"1,52317819","28,29490408","0,1381958","32,5","62,24553615","0,38088786","32,48271944"
18/07/2010 0.00,"1,69752758","19,51478976","0,17622373","32,5","64,0065027","0,49832288","22,25738168"
18/07/2010 1.00,"1,45058981","23,09432144","0,18436358","34,40000153","62,18337195","0,49168899","27,467314"
18/07/2010 2.00,"1,40057477","17,3278824","0,12955849","34,40000153","59,1763683","0,59171094","19,70491904"
18/07/2010 3.00,"1,33868015","18,15982802","0,17447972","34,40000153","54,46519575","0,57134043","20,7178584"
18/07/2010 4.00,"1,45272857","26,06904928","0,22467957","34,40000153","33,8621724","0,73751721","34,91973552"
18/07/2010 5.00,"1,61378984","32,71284776","0,29329225","34,40000153","24,1167969","0,88836781","40,16467656"
18/07/2010 6.00,"1,73757704","15,92099456","0,22332235","34,40000153","42,2533818","0,86132171","19,54021936"
18/07/2010 7.00,"1,76674867","10,63994731","0,09083389","34,40000153","47,44570845","0,80737901","13,50410037"
18/07/2010 8.00,"1,87902242","10,38167626","0,0163799","34,40000153","56,024787","0,63274587","12,41334452"
18/07/2010 9.00,"1,84393389","12,89175942","0,03740466","34,40000153","58,83715845","0,48758743","16,19791717"
18/07/2010 10.00,"1,46528953","14,25452213","0,07580888","34,40000153","89,6031507","0,42477446","19,15630888"
18/07/2010 11.00,"1,04359252","7,49391383","0,07228476","34,40000153","119,7190922","0,33271969","8,48480783"
18/07/2010 12.00,"1,01401104","4,86442436","0,13656829","34,40000153","119,5798811","0,22859923","5,67037251"
18/07/2010 13.00,"0,85463493","4,29076509","0,07697738","34,40000153","123,6193571","0,09730046","5,07635809"
18/07/2010 14.00,"0,74158725","3,56525478","0,02871725","34,40000153","120,7259088","0,10190137","4,05174979"
18/07/2010 15.00,"0,78059021","4,89687291","0,00022135","34,40000153","119,9149613","0,09262633","5,67037251"
18/07/2010 16.00,"0,56641917","4,5386578","0,00022135","34,40000153","120,8366912","0,10985634","4,9726015"
18/07/2010 17.00,"0,76288628","7,53804088","0,00056969","34,40000153","113,6334644","0,07611431","8,5807845"
18/07/2010 18.00,"0,85044794","14,71526633","0,00003146","34,40000153","102,450053","0,1330175","16,49362709"
18/07/2010 19.00,"1,35028616","8,73857421","0,01065859","34,40000153","104,94899","0,15295985","9,64689658"
18/07/2010 20.00,"1,0447763","7,85601986","0,01255288","34,40000153","85,0933335","0,09232326","8,36289298"
18/07/2010 21.00,"0,61843668","4,99550917","0,01277306","34,40000153","73,89106935","0,11661939","5,65740342"
18/07/2010 22.00,"0,9602636","7,09027534","0,02137659","34,40000153","78,7319967","0,12188033","7,77147314"
18/07/2010 23.00,"0,69694196","9,15389311","0,03778095","34,40000153","95,7293169","0,08726063","12,46652106"
19/07/2010 0.00,"0,72356601","6,4465317","0,0738377","34,40000153","90,28159035","0,0983317","7,01792908"
19/07/2010 1.00,,"11,15780678","0,07631799","24,70000076","82,8904545",,"13,18634126"
19/07/2010 2.00,"0,46565786",,"0,05427502","24,70000076","70,7786499",,
19/07/2010 3.00,"0,51592512","9,83787096",,"24,70000076","78,42793875",,"11,02558242"
19/07/2010 4.00,"0,51476777","7,60553066",,"24,70000076",,,"8,90373086"
19/07/2010 5.00,"0,30819168","6,46416608",,"24,70000076","87,9107523",,"6,89852659"
19/07/2010 6.00,"0,35037786","8,75934044",,"24,70000076","97,39432395",,"11,1967829"
19/07/2010 7.00,"0,23835836","5,70544624",,"24,70000076","98,9620149",,"6,5030313"
19/07/2010 8.00,"0,36570201","10,34663313",,"24,70000076","81,93227595",,"11,86991206"
19/07/2010 9.00,"0,4417431","11,33820398",,"24,70000076","69,720462",,"13,19542135"
19/07/2010 10.00,"0,47168969","16,1896535",,"24,70000076","55,3287714",,"19,30026336"
19/07/2010 11.00,"0,58023715","9,58089242",,"24,70000076","77,0575533",,"12,06186347"
19/07/2010 12.00,"0,45100492","14,15978253",,"24,70000076","81,7782021",,"17,02798138"
19/07/2010 13.00,"0,37234404","13,91577882",,"24,70000076","97,694352",,"19,16927224"
19/07/2010 14.00,"0,51589461","10,85020995",,"24,70000076","107,1693851",,"14,26282977"
19/07/2010 15.00,"0,21139667","7,45108503",,"24,70000076","112,8428259",,"9,04250764"
19/07/2010 16.00,"0,16015513","4,63470138",,"24,70000076","119,0379194",,"5,69501628"
19/07/2010 17.00,"0,23972927","4,50231833",,"24,70000076","119,751491",,"5,19049302"
19/07/2010 18.00,"0,23589112","5,4770196",,"24,70000076","120,0231102",,"6,52118766"
19/07/2010 19.00,"0,19052783","16,90218134",,"24,70000076","103,4960714",,"18,22249382"
19/07/2010 20.00,"0,2358301","22,72184472",,"24,70000076","79,7753418",,"25,52963584"
19/07/2010 21.00,"0,23055899","9,41087165",,"24,70000076","71,16382455",,"10,70782331"
19/07/2010 22.00,"0,21432156","11,02023264",,"24,70000076","60,238626",,"12,6429088"
19/07/2010 23.00,"0,3468448","12,24671181",,"24,70000076","52,2433842",,"14,2796917"
20/07/2010 0.00,"0,43787444","13,32135714",,"24,70000076","50,55946455",,"16,3613339"
20/07/2010 1.00,"0,25697251","10,03774379",,"25,7999897","60,59946165",,"11,94643412"
20/07/2010 2.00,"1,99290201","5,57436143",,"25,7999897","57,93845085",,"6,69628097"
20/07/2010 3.00,"1,75140519","5,56138278",,"25,7999897","62,96046435",,"6,88045054"
20/07/2010 4.00,"0,77241048","5,29531842",,"25,7999897","70,0813176",,"6,64440076"
20/07/2010 5.00,"0,80756716","6,42187073",,"25,7999897","74,44651725",,"7,57692522"
20/07/2010 6.00,"0,63233297","5,90531907",,"25,7999897","81,36330195",,"7,313639"
20/07/2010 7.00,"0,74051431","7,34855212",,"25,7999897","87,0651117",,"9,52368538"
20/07/2010 8.00,"0,44168208","16,1818621",,"25,7999897","77,00753865",,"19,7632924"
20/07/2010 9.00,"0,53100519","7,5354463",,"25,7999897","83,9486424",,"9,46143066"
20/07/2010 10.00,"0,3916589","15,8431188",,"25,7999897","84,5270727",,"20,97985976"
20/07/2010 11.00,"0,33433061","13,84415913",,"25,7999897","88,2553287",,"17,97639265"
20/07/2010 12.00,"0,23525142","5,64574404",,"25,7999897","103,5785247",,"6,91417249"
20/07/2010 13.00,"0,20740596","14,41805358",,"25,7999897","117,3134813",,"17,13173797"
20/07/2010 14.00,"0,10589614","8,94363812",,"25,7999897","115,25516",,"10,72338699"
20/07/2010 15.00,"0,05875718","16,53448844",,"25,7999897","100,7033706",,"19,76870336"
20/07/2010 16.00,"0,07409048","14,80222409",,"25,7999897","114,0550877",,"17,4274498"
20/07/2010 17.00,"0,10757216","5,86767944",,"25,7999897","119,175714","0,26022386","6,86748145"
20/07/2010 18.00,"0,05002318","5,92348881",,"25,7999897","119,458226","0,20092157","7,35125186"
20/07/2010 19.00,"0,07338977","6,32193431",,"25,7999897","116,3187344","0,2966589","7,40183382"
20/07/2010 20.00,"0,17949948","9,9131464",,"25,7999897","99,29448165","0,15585017","11,67406972"
20/07/2010 21.00,"0,03890432","10,79569883",,"25,7999897","78,1698057","0,27713352","12,50283568"
20/07/2010 22.00,"0,02190415","8,9773811",,"25,7999897","71,9760489","0,25598195","10,60147214"
20/07/2010 23.00,"0,14339903","9,83267988",,"25,7999897","55,21523595","0,32326769","11,57031122"
21/07/2010 0.00,"0,31768944","18,78280159","0,11889874","25,7999897","38,4652359","0,26521936","20,99412328"
21/07/2010 1.00,,"19,30322696","0,17521833","24,60000038","27,69951765","0,31077079","21,86698952"
21/07/2010 2.00,"0,81308031",,"0,30865394","24,60000038","18,45012509","0,46612364",
21/07/2010 3.00,"0,4096354","19,49144424",,"24,60000038","24,21544965","0,20806193","22,87862872"
21/07/2010 4.00,"0,36890048","13,69124693","0,01792819","24,60000038",,"0,23123529","16,29000291"
