SIMAGE Brindisi,,,,,,,
,Torchiarolo,,,,,,,
Parm,SO2,NO2,CO,PM10,O3,BENZENE,NOX



11/01/2010 22.00,"14,58852939","45,45795296",,76,"11,72616911","8,16312339","96,5986376"
11/01/2010 23.00,"10,00562738","33,2994876",,76,"8,8832981","7,64824883","76,75754592"
12/01/2010 0.00,"9,96598065","30,22872",,76,"10,54255556","6,66159103","92,11373568"
12/01/2010 1.00,,"20,42849632",,"43,20000076","12,31591505","4,90422215","45,29940992"
12/01/2010 2.00,"1,42875482",,,"43,20000076","14,51818358","3,3149654",
12/01/2010 3.00,"0,48608227","17,8042094",,"43,20000076","17,88893757","1,75916694","31,71489848"
12/01/2010 4.00,"0,3101911","10,93066882","0,32700036","43,20000076",,"1,23068187","22,89159208"
12/01/2010 5.00,"0,15831944","11,98885566","0,79118063","43,20000076",,"0,83575229","23,59463448"
12/01/2010 6.00,"0,26043336","13,08254261","0,6637506","43,20000076",,,"23,99661336"
12/01/2010 7.00,"7,76581505","25,72121824","0,32111711","43,20000076",,"1,41736442","44,5342084"
12/01/2010 8.00,"1,53068873","20,20397016","0,24845489","43,20000076",,"1,7457761","32,56573848"
12/01/2010 9.00,"2,35025242","28,33901392","0,36352078","43,20000076",,"1,92565391","46,13338608"
12/01/2010 10.00,"0,78825738","23,00476336","0,4961537","43,20000076",,"3,7736263","38,4942004"
12/01/2010 11.00,"0,75468214","21,84836664","0,64488226","43,20000076",,"2,42612571","41,09073464"
12/01/2010 12.00,"0,88807491","18,52322656","0,53200075","43,20000076",,"2,5519642","36,95209592"
12/01/2010 13.00,"0,55973544","16,03520406","0,60655492","43,20000076",,"1,61674321","29,01071864"
12/01/2010 14.00,"0,62280165","14,85154795","0,56927725","43,20000076",,"1,89227597","26,05231928"
12/01/2010 15.00,"0,20644083","15,97030886","0,56780702","43,20000076",,"1,831258","27,16252208"
12/01/2010 16.00,"0,35994884","13,92875748","0,58953427","43,20000076",,"1,73356396","24,07833224"
12/01/2010 17.00,"1,39033968","25,92628024","0,92355259","43,20000076",,"2,32350837","38,3917172"
12/01/2010 18.00,"4,0238622","38,04969864","1,24441805","43,20000076",,"4,65866953","57,71796464"
12/01/2010 19.00,"9,71180591","36,02372432","1,86425281","43,20000076",,"5,2037978","58,00459256"
12/01/2010 20.00,"3,82740323","28,79198584","1,8744652","43,20000076",,"6,77354951","46,07111224"
12/01/2010 21.00,"1,06320943","24,10406776","1,11628203","43,20000076",,"2,53541151","38,78082832"
12/01/2010 22.00,"1,11342075","28,8971076","1,15107942","43,20000076",,"3,64343504","46,02184"
12/01/2010 23.00,"1,67542512","22,79582","1,50279059","43,20000076",,"3,51668023","37,6680252"
13/01/2010 0.00,"0,37885386","16,28050983","0,98638104","43,20000076",,"2,64050015","28,33499872"
13/01/2010 1.00,"0,17483247","11,5796131","0,67438355","77,19998169",,"1,73012854","20,96817744"
13/01/2010 2.00,"0,12431808","13,67826636","0,85387394","77,19998169",,"1,54860217","22,69186456"
13/01/2010 3.00,"0,08817187","13,84179972","1,06778425","77,19998169",,"2,2876398","22,73207392"
13/01/2010 4.00,"0,03145784","13,58611943","0,61063126","77,19998169",,"1,60749766","21,67244352"
13/01/2010 5.00,"0,03251654","15,58484584","0,35166923","77,19998169",,"1,25356132","23,40389336"
13/01/2010 6.00,"0,05111849","19,56151904","0,59495502","77,19998169",,"1,14126926","29,02240096"
13/01/2010 7.00,"1,0220728","24,5284744","0,7125839","77,19998169",,"1,24084882","37,13624064"
13/01/2010 8.00,"2,3290795","40,44946896","0,90972637","77,19998169",,"1,6493584","73,77708208"
13/01/2010 9.00,"6,60838464","56,09012608","1,6163443","77,19998169",,"3,80038764","140,0913987"
13/01/2010 10.00,"7,25629093","53,08685208","1,84832493","77,19998169",,"5,42357354","133,2355977"
13/01/2010 11.00,"4,21911196","54,60536248","1,68022242","77,19998169",,"8,12330072","117,5538708"
13/01/2010 12.00,"2,35963018","47,12443304","1,39545797","77,19998169",,"5,51613681","86,7701928"
13/01/2010 13.00,"1,66816578","45,89274176","1,44046775","77,19998169",,"4,28794151","79,936418"
13/01/2010 14.00,"0,7291229","35,62528264","1,09795891","77,19998169",,"3,75316426","59,8851784"
13/01/2010 15.00,"5,86186901","34,006832","0,98974323","77,19998169",,"3,77889131","53,03587816"
13/01/2010 16.00,"0,87370775","22,99828168","0,28501725","77,19998169",,"2,78511857","37,01951304"
13/01/2010 17.00,"1,50936428","23,000882","0,18834206","77,19998169",,"3,32445503","37,7549256"
13/01/2010 18.00,"4,4589765","35,5162604","0,32644232","77,19998169",,"3,40971319","60,49086176"
13/01/2010 19.00,"5,8478039","40,14964824","0,41669138","77,19998169",,"5,45646739","68,26495816"
13/01/2010 20.00,"7,36079785","49,6669724","0,41025359","77,19998169",,"8,96857824","91,96456144"
13/01/2010 21.00,"14,23399302","52,07192424","1,30614092","77,19998169",,"7,84638179","164,0595042"
13/01/2010 22.00,"14,19769629","62,45618744","1,03469825","77,19998169",,"13,82720319","220,1547544"
13/01/2010 23.00,"10,46814372","51,1179892","0,48488232","77,19998169",,"7,51841048","98,66084432"
14/01/2010 0.00,"7,00689812","37,57210016","0,10907662","77,19998169",,"7,15144027","76,13629888"
14/01/2010 1.00,,"25,76144672",,77,,"4,94409668","44,252762"
14/01/2010 2.00,"0,94209998",,,77,,"3,15912134",
14/01/2010 3.00,"0,71859186","21,46030712",,77,,"1,90518983","34,18046072"
14/01/2010 4.00,"0,56999087","17,42263156",,77,,"1,68770947","29,218228"
14/01/2010 5.00,"0,18567572","14,06014821",,77,,"1,36412651","26,2710712"
14/01/2010 6.00,"0,31266851","14,22597023",,77,,,"24,9952892"
14/01/2010 7.00,"2,58914471","26,6712528",,77,,"1,33335005","40,60047872"
14/01/2010 8.00,"1,61156261","36,404002",,77,,"2,52150098","54,55463712"
14/01/2010 9.00,"2,24084153","30,33256072",,77,,"1,79812312","48,98932136"
14/01/2010 10.00,"5,5520664","27,93669088",,77,,"3,04637672","44,68724488"
14/01/2010 11.00,"1,24324385","29,08660592",,77,,"3,03489987","49,76490504"
14/01/2010 12.00,"1,23338811","26,040484",,77,,"3,09021349","44,91033704"
14/01/2010 13.00,"0,68508069","28,410408",,77,,"2,35201387","47,64304392"
14/01/2010 14.00,"0,41562756","11,33042214",,77,,"2,23043355","22,34816344"
14/01/2010 15.00,"0,07884903","10,33624714",,77,,"1,74763619","19,8501928"
14/01/2010 16.00,"0,37559641","10,75676095",,77,,"1,86973823","20,22890264"
14/01/2010 17.00,"2,65525682","24,64397832",,77,,"2,60375086","39,44358488"
14/01/2010 18.00,"8,6584329","34,58699016",,77,,"3,14421619","54,59222704"
14/01/2010 19.00,"21,12922251","74,51211224",,77,,"10,50615918","155,1505593"
14/01/2010 20.00,"20,03383215","53,78641464",,77,,"10,57518297","116,8444423"
14/01/2010 21.00,"19,74087513","46,8622596",,77,,"15,05287125","104,9433895"
14/01/2010 22.00,"13,7816721","41,53837208",,77,,"8,7318725","101,2444343"
14/01/2010 23.00,"16,0707357","36,68303928",,77,,"9,72429975","89,15271688"
15/01/2010 0.00,"10,91943747","29,74332056",,77,,"7,40584994","69,8822616"
15/01/2010 1.00,"8,24098491","26,30265744",,"45,70000076",,"6,90842913","70,19873584"
15/01/2010 2.00,"8,24507935","20,93596024",,"45,70000076",,"5,74855182","47,38884352"
15/01/2010 3.00,"2,43068695","16,43365721",,"45,70000076",,"9,27539392","31,47108024"
15/01/2010 4.00,"1,14726041","14,66595202",,"45,70000076",,"2,93260493","31,11829712"
15/01/2010 5.00,"0,73117724","17,33307922",,"45,70000076",,"2,32331413","35,33477336"
15/01/2010 6.00,"0,8682546","23,19556184",,"45,70000076",,"2,07965008","47,09961528"
15/01/2010 7.00,"1,35560507","26,89967944",,"45,70000076",,"2,30807438","56,43912344"
15/01/2010 8.00,"6,91009701","40,09385608",,"45,70000076",,"2,91818489","127,2150538"
15/01/2010 9.00,"10,45074285","62,1330212",,"45,70000076",,"6,40900077","271,701892"
15/01/2010 10.00,"15,68679786","51,9200732",,"45,70000076",,"7,98563553","242,3085248"
15/01/2010 11.00,"4,59313507","40,48969744",,"45,70000076",,"7,30473471","102,2910631"
15/01/2010 12.00,"1,02064595","39,14900304",,"45,70000076",,"3,76077956","78,80677016"
15/01/2010 13.00,"0,73163183","28,606388",,"45,70000076",,"1,76526589","58,48058496"
15/01/2010 14.00,"1,28949295","22,53104624",,"45,70000076",,"2,149519","45,98033048"
15/01/2010 15.00,"0,62852126","10,48810201",,"45,70000076",,"2,15653935","21,79953416"
15/01/2010 16.00,"0,5810599","10,4426748",,"45,70000076",,"2,54926915","22,24309904"
15/01/2010 17.00,"0,78485551","11,47059086",,"45,70000076",,"1,65692284","23,38054784"
15/01/2010 18.00,"0,31282005","12,72173674",,"45,70000076",,"1,69803202","24,0614684"
15/01/2010 19.00,"0,41744697","10,97869062",,"45,70000076",,"1,62835938","21,5051244"
15/01/2010 20.00,"0,44110239","12,27007645",,"45,70000076",,"1,74844979","22,88771072"
15/01/2010 21.00,"0,3895466","12,67501702",,"45,70000076",,"1,54922864","23,14061096"
15/01/2010 22.00,"0,26672351","9,66525369",,"45,70000076",,"1,34105993","19,05255611"
15/01/2010 23.00,"0,1325273","5,34593479",,"45,70000076",,"1,04181378","13,0190317"
16/01/2010 0.00,"0,14723618","6,4296583",,"45,70000076",,"1,11161761","14,00473271"
16/01/2010 1.00,,"5,77293602",,36,,"1,0881839","12,50931927"
16/01/2010 2.00,"0,80093632",,,36,,"1,15602593",
16/01/2010 3.00,"0,72300056","15,98069294",,36,,"1,14482876","22,73465512"
16/01/2010 4.00,"0,49511323","7,67691326",,36,,"1,17491366","14,00862363"
16/01/2010 5.00,"0,61232248","9,23751061",,36,,"1,14875845","16,0460623"
16/01/2010 6.00,"0,72583697","6,10648824",,36,,,"12,4353937"
16/01/2010 7.00,"1,10873238","10,5400109",,36,,"1,27352198","19,09276356"
16/01/2010 8.00,"1,90559867","7,44329746",,36,,"1,40442005","14,36918286"
16/01/2010 9.00,"1,96664002","12,00790874",,36,,"1,82060492","21,87477136"
16/01/2010 10.00,"2,18256641","10,25058954",,36,,"2,11487693","19,676392"
16/01/2010 11.00,"1,31750621","6,46080861",,36,,"1,88008315","14,51444323"
16/01/2010 12.00,"1,50173983","8,53221205",,36,,"2,07557699","18,48318546"
16/01/2010 13.00,"1,13931459","8,82812655",,36,,"2,18495941","18,18228637"
16/01/2010 14.00,"1,09282447","8,63085022",,36,,"2,06476527","17,62458847"
16/01/2010 15.00,"2,01214365","9,91574481",,36,,"2,13042991","18,79446097"
16/01/2010 16.00,"1,25979451","11,18635867",,36,,"2,246972","20,45327584"
16/01/2010 17.00,"1,44550787","11,55495594",,36,,"2,12338718","20,31970352"
16/01/2010 18.00,"2,98054326","12,79701791",,36,,"2,4700835","22,15231728"
16/01/2010 19.00,"1,47966584","12,14158622",,36,,"2,68143746","21,44028848"
16/01/2010 20.00,"5,57202401","9,03967979",,36,,"1,62465038","17,37946051"
16/01/2010 21.00,"6,16603642","18,0040765",,36,,"5,38790328","29,03406416"
16/01/2010 22.00,"4,24539328","13,2240134",,36,,"2,49374909","22,86564624"
16/01/2010 23.00,"2,45891684","11,53677856",,36,,"2,18762599","20,62967696"
17/01/2010 0.00,"1,95221286","15,37588527",,36,,"1,72002871","24,64380624"
17/01/2010 1.00,"0,99565215","9,07212643",,"72,19998169",,"1,75223201","17,53639556"
17/01/2010 2.00,"0,51780352","5,97799802",,"72,19998169",,"1,37592778","13,51058587"
17/01/2010 3.00,"0,56688292","9,3355943",,"72,19998169",,"1,15038972","16,09675134"
17/01/2010 4.00,"0,80747156","10,77623085",,"72,19998169",,"1,28553682","17,46765534"
17/01/2010 5.00,"0,72189101","11,63022756",,"72,19998169",,"1,29729435","19,86833768"
17/01/2010 6.00,"0,84434289","7,82487147",,"72,19998169",,"1,34752195","14,55335243"
17/01/2010 7.00,"0,89946531","7,40825432",,"72,19998169",,"1,29531324","14,04364191"
17/01/2010 8.00,"1,18000883","8,63474305",,"72,19998169",,"1,37992865","15,55980629"
17/01/2010 9.00,"2,14026938","11,50044482",,"72,19998169",,"1,51680872","19,71790152"
17/01/2010 10.00,"2,15975307","11,8625413",,"72,19998169",,"2,17766651","20,68933136"
17/01/2010 11.00,"5,65649603","15,44207489",,"72,19998169",,"2,66491426","26,31560168"
17/01/2010 12.00,"3,95079177","19,19292368",,"72,19998169",,"2,47780965","31,89389992"
17/01/2010 13.00,"3,3094258","22,0365648",,"72,19998169",,"2,71336414","35,81206592"
17/01/2010 14.00,"3,83795765","15,77303635",,"72,19998169",,"2,45754084","25,81756392"
17/01/2010 15.00,"3,48404063","16,31684166",,"72,19998169",,"2,6978976","25,91614664"
17/01/2010 16.00,"4,09741367","18,45444236",,"72,19998169",,"3,09958616","29,31161008"
17/01/2010 17.00,"5,3998754","22,31560208",,"72,19998169",,"3,45027827","32,95611152"
17/01/2010 18.00,"6,64425525","27,46165448",,"72,19998169",,"4,70455657","40,09595928"
17/01/2010 19.00,"7,75224725","30,36500736",,"72,19998169",,"5,73932661","44,82603696"
17/01/2010 20.00,"12,21689556","37,27097928",,"72,19998169",,"5,20958555","59,85537032"
17/01/2010 21.00,"17,69643054","49,41776232",,"72,19998169",,"12,2933943","84,66519552"
17/01/2010 22.00,"11,22420186","30,25208464",,"72,19998169",,"9,25607498","55,69596728"
17/01/2010 23.00,"9,4567179","26,11187808",,"72,19998169",,"6,88853458","49,70783184"
18/01/2010 0.00,"3,80281217","22,50250008",,"72,19998169",,"4,86946617","43,3215224"
18/01/2010 1.00,,"16,08712059",,"51,09999084",,"3,78894842","32,03007256"
18/01/2010 2.00,"1,68901936",,,"51,09999084",,"3,05181767",
18/01/2010 3.00,"1,86749778","21,41617816",,"51,09999084",,"2,5909031","33,62016824"
18/01/2010 4.00,"1,20865467","13,6847576",,"51,09999084",,"2,2428857","24,3065868"
18/01/2010 5.00,"1,07942244","12,40910562",,"51,09999084",,"1,90837304","22,88906824"
18/01/2010 6.00,"1,22429206","12,60233042",,"51,09999084",,,"21,43120648"
18/01/2010 7.00,"1,96748006","24,42593384",,"51,09999084",,"1,67434914","34,91065352"
18/01/2010 8.00,"1,09715892","22,30131944",,"51,09999084",,"1,7981455","32,02489104"
18/01/2010 9.00,"3,20491685","33,13985472",,"51,09999084",,"3,24493783","49,28633144"
18/01/2010 10.00,"1,48651025","18,98137618",,"51,09999084",,"1,49077962","32,3488412"
18/01/2010 11.00,"1,53104977","15,70105911",,"51,09999084",,"1,26994112","27,02655976"
18/01/2010 12.00,"3,8740103","20,96062504","0,57455703","51,09999084",,"2,298121","33,17142184"
18/01/2010 13.00,"3,62500904","24,62581432","0,4287468","51,09999084","52,78185465","4,02035152","40,50451544"
18/01/2010 14.00,"1,40437123","13,74705821","0,03634917","51,09999084","80,05023285","2,48445778","24,26897776"
18/01/2010 15.00,"1,32858439","7,891063",,"51,09999084","87,655113","1,87037487","16,51308169"
18/01/2010 16.00,"1,14995139","7,55491237",,"51,09999084","91,4311692","1,53450655","15,11494316"
18/01/2010 17.00,"1,89169322","11,40699582",,"51,09999084","86,93521725","1,59957726","19,61413728"
18/01/2010 18.00,"1,67181172","14,69450392",,"51,09999084","80,41807095","2,31444792","23,85914056"
18/01/2010 19.00,"1,14985885","10,8748671",,"51,09999084","81,1406001","1,66564463","19,89040216"
18/01/2010 20.00,"2,02332048","12,63348646",,"51,09999084","77,62822305","1,59379562","21,15106024"
18/01/2010 21.00,"11,93865453","44,45988896","1,03421244","51,09999084","45,8836833","5,35125874","68,48673104"
18/01/2010 22.00,"15,92638272","54,64300976","1,16515611","51,09999084","21,8982771","11,38690152","93,14091944"
18/01/2010 23.00,"7,7073884","29,57848704","0,95767311","51,09999084","12,32011851","7,79220112","57,1083808"
19/01/2010 0.00,"2,72304293","15,51476148","0,29596709","51,09999084","31,25273235","3,69793811","33,13119336"
19/01/2010 1.00,"0,85148223","7,55750886","0,38111694",21,"60,1850004","1,45834342","18,82947734"
19/01/2010 2.00,"0,43850091","5,94555329","0,38989871",21,"58,0807542","1,0413124","14,24986067"
19/01/2010 3.00,"0,44284045","6,95010662","0,28183214",21,"65,0303367","0,8153767","13,85039225"
19/01/2010 4.00,"0,5342657","7,46276544","0,28235872",21,"65,4561894","0,97656815","13,89189412"
19/01/2010 5.00,"0,61516296","8,84499804",,21,"66,47800845","0,84850853","15,92166185"
19/01/2010 6.00,"1,36573845","9,64968045",,21,"71,00426445","0,87976297","16,15900797"
19/01/2010 7.00,"1,70173288","12,68669551",,21,"71,1374307","1,08584683","21,10565024"
19/01/2010 8.00,"1,80433191","14,70358783",,21,"72,4967838","1,58779532","22,73595528"
19/01/2010 9.00,"0,8689665","17,00991106",,21,"68,58225465","0,93595832","26,3661932"
19/01/2010 10.00,"1,40212366","10,55818637",,21,"73,9180617","0,95527115","19,2574728"
19/01/2010 11.00,"2,04813122","14,73993113",,21,"72,2897826","0,88347299","25,68787296"
19/01/2010 12.00,"2,05496444","8,6645951",,21,"78,6987999","1,2294869","17,48321902"
19/01/2010 13.00,"1,84434882","8,11040382",,21,"79,29739965","1,53133148","17,21604187"
19/01/2010 14.00,"2,40776581","11,28889158",,21,"79,89992955","1,74743889","20,78531376"
19/01/2010 15.00,"1,68557173","10,44657146",,21,"78,17273835","1,7843865","19,1705724"
19/01/2010 16.00,"1,68058538","13,21362742",,21,"76,88987355","1,56001901","22,5051004"
19/01/2010 17.00,"2,14777484","13,7288923",,21,"73,3471725","1,76313629","22,67110024"
19/01/2010 18.00,"1,30839084","16,15461037",,21,"74,5113747","1,78033071","26,72673904"
19/01/2010 19.00,"2,66966568","15,35641538",,21,"72,31481985","2,12950545","24,37792352"
19/01/2010 20.00,"1,80596318","15,73280596",,21,"68,35945305","2,06499918","25,48554512"
19/01/2010 21.00,"2,1064643","14,22727039",,21,"70,69180755","2,26124153","23,68273944"
19/01/2010 22.00,"1,59707138","10,56596821",,21,"67,8057009","1,93021108","19,05774719"
19/01/2010 23.00,"3,20414698","18,72439382",,21,"52,0856994","1,87734132","29,07427352"
20/01/2010 0.00,"2,73277053","15,48880417",,21,"48,92404335","3,62548601","27,14825856"
20/01/2010 1.00,,"10,88784576",,74,"50,93205075","2,06419371","18,83855742"
20/01/2010 2.00,"2,89458032",,,74,"48,11187885","1,95710666",
20/01/2010 3.00,"2,50153016","17,49920716",,74,"48,1646067","1,40230164","25,2079992"
20/01/2010 4.00,"2,30243105","13,23958473",,74,,"1,6387338","21,1069504"
20/01/2010 5.00,"2,5702519","14,24834828",,74,,"1,8571437","22,6898952"
20/01/2010 6.00,"1,82126292","17,26688195",,74,,,"27,12103168"
20/01/2010 7.00,"1,71300734","19,03847997",,74,,"1,05530124","28,28960784"
20/01/2010 8.00,"4,31204339","24,63359616",,74,,"1,30759555","34,48265232"
20/01/2010 9.00,"6,79146803","27,93409056",,74,,"3,17706224","41,1335252"
20/01/2010 10.00,"4,61788376","21,3746304",,74,,"3,60354424","35,2258276"
20/01/2010 11.00,"3,12880559","16,95150329",,74,,"2,10753215","28,060034"
20/01/2010 12.00,"3,02902873","15,25259186",,74,,"1,87499917","26,79549456"
20/01/2010 13.00,"4,96687443","20,03003552",,74,,"1,99564588","30,78495904"
20/01/2010 14.00,"3,80059409","15,07348718",,74,,"1,96674884","26,03545544"
20/01/2010 15.00,"3,55637578","10,70225174",,74,,"1,74535099","20,93705008"
20/01/2010 16.00,"3,3377462","11,21101582",,74,,"1,83191091","21,18088744"
20/01/2010 17.00,"3,85979366","17,36422761",,74,,"1,63791511","27,70727"
20/01/2010 18.00,"10,14677681","33,23459432",,74,,"2,89091708","47,98414472"
20/01/2010 19.00,"24,64768656","57,65924712",,74,,"13,79539143","93,0138288"
20/01/2010 20.00,"21,3046245","50,30680408",,74,,"12,88830879","87,05940192"
20/01/2010 21.00,"33,15427119","59,53468968",,74,,"14,54508315","125,5821294"
