"NetC","SIMAGE Brindisi","","",""
"Stat","S. Pancrazio S.","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","6"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-01-08 00:00:00","0.71814641","10.78564171","4.85534045","13.39999962"
"2013-01-08 01:00:00","","8.43941313","3.04351013","19.39999962"
"2013-01-08 02:00:00","0.38485314","7.33179726","2.6788076","19.39999962"
"2013-01-08 03:00:00","0.29327229","6.33053258","2.19470067","19.39999962"
"2013-01-08 04:00:00","0.25190582","5.52511214","1.81312666","19.39999962"
"2013-01-08 05:00:00","0.27545852","5.12305104","1.84038222","19.39999962"
"2013-01-08 06:00:00","0.23660302","4.18533741","1.67165969","19.39999962"
"2013-01-08 07:00:00","0.32106893","4.72747354","2.5619997","19.39999962"
"2013-01-08 08:00:00","0.22799411","7.22155517","5.29012734","19.39999962"
"2013-01-08 09:00:00","0.34964358","9.55740542","9.27978684","19.39999962"
"2013-01-08 10:00:00","0.14562016","11.09950798","10.01697756","19.39999962"
"2013-01-08 11:00:00","0.31825998","6.29940522","5.82874347","19.39999962"
"2013-01-08 12:00:00","0.33804673","3.04659418","2.62689298","19.39999962"
"2013-01-08 13:00:00","0.3566975","5.39671178","3.34851046","19.39999962"
"2013-01-08 14:00:00","0.42771359","5.85324575","2.5139779","19.39999962"
"2013-01-08 15:00:00","0.59760344","7.24619702","2.56589444","19.39999962"
"2013-01-08 16:00:00","0.55773195","6.87396504","3.00068133","19.39999962"
"2013-01-08 17:00:00","0.49705672","6.25790334","3.2901065","19.39999962"
"2013-01-08 18:00:00","0.45784221","8.19817609","4.20121274","19.39999962"
"2013-01-08 19:00:00","0.29889122","15.30300366","9.74831862","19.39999962"
"2013-01-08 20:00:00","0.42042068","12.87506766","8.49716891","19.39999962"
"2013-01-08 21:00:00","0.46830308","13.08128642","9.67044668","19.39999962"
"2013-01-08 22:00:00","0.26876361","13.4470329","11.08901493","19.39999962"
"2013-01-08 23:00:00","0.47003706","10.03988141","9.17985042","19.39999962"
"2013-01-09 00:00:00","0.48797084","9.36286133","9.03319046","19.39999962"
"2013-01-09 01:00:00","0.34438264","8.95431282","8.96050961","75.5"
"2013-01-09 02:00:00","0.18770362","","","75.5"
"2013-01-09 03:00:00","0.316945","58.27435664","6.96524774","75.5"
"2013-01-09 04:00:00","0.26541564","7.67160555","7.50689249","75.5"
"2013-01-09 05:00:00","0.27521952","7.41999209","6.65159562","75.5"
"2013-01-09 06:00:00","0.2843054","7.13725126","6.22459439","75.5"
"2013-01-09 07:00:00","0.37863622","9.10087144","7.78074442","75.5"
"2013-01-09 08:00:00","0.49460575","16.31075194","12.85022696","75.5"
"2013-01-09 09:00:00","0.76193437","55.51828512","21.60047584","75.5"
"2013-01-09 10:00:00","0.63364999","53.28879752","25.88345144","75.5"
"2013-01-09 11:00:00","0.43171955","29.66829368","22.37141336","75.5"
"2013-01-09 12:00:00","0.4276546","20.02527464","17.40706023","75.5"
"2013-01-09 13:00:00","0.51797946","27.57755992","21.65888744","75.5"
"2013-01-09 14:00:00","0.54338513","22.3105544","16.5945826","75.5"
"2013-01-09 15:00:00","0.49568173","12.38740442","8.43746671","75.5"
"2013-01-09 16:00:00","0.49580174","10.00356488","7.15646686","75.5"
"2013-01-09 17:00:00","0.52891831","7.73515661","5.46533919","75.5"
"2013-01-09 18:00:00","0.68589633","15.42232584","12.39207734","75.5"
