"NetC","ARPA Puglia","","",""
"Stat","ASM","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","7"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-09-28 03:00:00","5.88995652","10.77785987","7.05004112","26.60000038"
"2013-09-28 04:00:00","5.78161958","8.01141193","4.39978733","26.60000038"
"2013-09-28 05:00:00","5.85565006","13.50280403","8.79567991","26.60000038"
"2013-09-28 06:00:00","5.85384386","9.0023021","5.33425438","26.60000038"
"2013-09-28 07:00:00","6.08496423","12.4224227","8.5880195","26.60000038"
"2013-09-28 08:00:00","6.2546934","24.49335096","18.63355087","26.60000038"
"2013-09-28 09:00:00","6.85416201","32.83550256","24.99180936","26.60000038"
"2013-09-28 10:00:00","7.02750153","20.278194","15.14745672","26.60000038"
"2013-09-28 11:00:00","7.40487768","27.14825856","19.36553904","26.60000038"
"2013-09-28 12:00:00","7.27126117","21.3974788","15.42650165","26.60000038"
"2013-09-28 13:00:00","7.24959399","13.50669304","9.20450949","26.60000038"
"2013-09-28 14:00:00","7.0527811","11.8517557","7.75348695","26.60000038"
"2013-09-28 15:00:00","6.91374804","9.09568227","5.36929752","26.60000038"
"2013-09-28 16:00:00","7.11056093","9.9166683","6.16619044","26.60000038"
"2013-09-28 17:00:00","7.28751283","10.01653589","6.28689309","26.60000038"
"2013-09-28 18:00:00","7.1557015","10.50808814","6.77748934","26.60000038"
"2013-09-28 19:00:00","7.07805965","14.91780258","11.19544258","26.60000038"
"2013-09-28 20:00:00","6.95527724","19.70491904","16.04428797","26.60000038"
"2013-09-28 21:00:00","6.79818735","22.35982664","18.54269646","26.60000038"
"2013-09-28 22:00:00","7.10153303","39.19066552","31.77707672","26.60000038"
"2013-09-28 23:00:00","7.21348133","39.54993032","33.42149232","26.60000038"
"2013-09-29 00:00:00","7.06000281","24.66715176","20.49468976","26.60000038"
"2013-09-29 01:00:00","","25.48164464","18.71012265","23.89999962"
"2013-09-29 02:00:00","7.21889788","","","23.89999962"
"2013-09-29 03:00:00","7.31640275","13.03459538","9.0059349","23.89999962"
"2013-09-29 04:00:00","7.56557894","10.49252446","6.83718963","23.89999962"
"2013-09-29 05:00:00","7.38140431","11.7674518","7.83006255","23.89999962"
"2013-09-29 06:00:00","7.63599907","7.3979429","3.67816985","23.89999962"
"2013-09-29 07:00:00","8.00976386","9.5924237","5.54710587","23.89999962"
"2013-09-29 08:00:00","8.38172246","6.44855842","2.81119066","23.89999962"
"2013-09-29 09:00:00","8.47380977","8.82331978","4.94748929","23.89999962"
"2013-09-29 10:00:00","8.54422889","11.53658927","7.49261558","23.89999962"
"2013-09-29 11:00:00","9.20508871","15.62724635","11.13703672","23.89999962"
"2013-09-29 12:00:00","10.11512471","15.18368338","10.85929386","23.89999962"
"2013-09-29 13:00:00","10.92584457","14.1435095","10.17271378","23.89999962"
"2013-09-29 14:00:00","11.01793392","10.77137437","7.04095721","23.89999962"
"2013-09-29 15:00:00","11.04321654","8.66768107","4.88129776","23.89999962"
"2013-09-29 16:00:00","11.11182336","7.11779666","3.39653034","23.89999962"
"2013-09-29 17:00:00","10.05915107","12.98401342","9.25512586","23.89999962"
"2013-09-29 18:00:00","1.86882395","13.0968501","9.33819079","23.89999962"
"2013-09-29 19:00:00","1.46526614","16.59219642","12.94108329","23.89999962"
"2013-09-29 20:00:00","1.45172479","25.97580104","22.31430192","23.89999962"
"2013-09-29 21:00:00","1.09150135","15.32116192","11.75092638","23.89999962"
"2013-09-29 22:00:00","1.38672221","7.57303622","4.13242472","23.89999962"
"2013-09-29 23:00:00","1.49776743","8.18001974","4.7917435","23.89999962"
"2013-09-30 00:00:00","1.42102868","28.61124448","23.6835616","23.89999962"
"2013-09-30 01:00:00","1.36324884","9.23316272","5.68078718","10.89999962"
"2013-09-30 02:00:00","2.03494174","23.7138668","18.08195226","10.89999962"
"2013-09-30 03:00:00","1.89771488","13.30566345","9.5744031","10.89999962"
"2013-09-30 04:00:00","2.31300887","16.58960375","12.27007645","10.89999962"
"2013-09-30 05:00:00","3.25193479","8.92707638","5.24210554","10.89999962"
"2013-09-30 06:00:00","3.22846142","12.79465468","8.17659534","10.89999962"
"2013-09-30 07:00:00","3.80626285","36.87039616","22.14428688","10.89999962"
"2013-09-30 08:00:00","4.40753664","49.7298772","26.3221216","10.89999962"
"2013-09-30 09:00:00","4.00307574","16.64926389","11.88720801","10.89999962"
"2013-09-30 10:00:00","3.99404783","19.22894576","14.05335296","10.89999962"
"2013-09-30 11:00:00","3.52639055","16.69725126","11.41607974","10.89999962"
"2013-09-30 12:00:00","3.93265662","12.70386718","8.71910431","10.89999962"
"2013-09-30 13:00:00","3.26818544","10.44064617","6.55036095","10.89999962"
"2013-09-30 14:00:00","3.57875384","8.7947851","5.04223271","10.89999962"
"2013-09-30 15:00:00","5.90801335","11.47174188","7.85861636","10.89999962"
"2013-09-30 16:00:00","9.40731916","9.74027866","6.67235994","10.89999962"
"2013-09-30 17:00:00","11.66073894","21.36635144","17.0540362","10.89999962"
"2013-09-30 18:00:00","12.16992033","26.78899376","21.78865488","10.89999962"
"2013-09-30 19:00:00","11.93699682","19.07979255","15.63027305","10.89999962"
"2013-09-30 20:00:00","9.57524213","30.2389492","22.53494672","10.89999962"
"2013-09-30 21:00:00","8.6363162","10.42119157","7.62499864","10.89999962"
"2013-09-30 22:00:00","9.41634707","22.90067408","17.62639531","10.89999962"
"2013-09-30 23:00:00","9.55718529","10.98667322","8.32974272","10.89999962"
"2013-10-01 00:00:00","9.94720174","9.365454","6.48287118","10.89999962"
"2013-10-01 01:00:00","","7.90895167","5.11102074","5.69999981"
"2013-10-01 02:00:00","9.98512059","","","5.69999981"
"2013-10-01 03:00:00","10.49611122","6.88952872","4.02989372","5.69999981"
"2013-10-01 04:00:00","10.78862076","7.07370021","4.27519185","5.69999981"
"2013-10-01 05:00:00","10.54124568","9.46661792","6.49325525","5.69999981"
"2013-10-01 06:00:00","10.90959291","8.8207252","5.93127638","5.69999981"
"2013-10-01 07:00:00","10.73806569","14.66618911","10.94365895","5.69999981"
"2013-10-01 08:00:00","11.08294056","14.43792117","10.5478023","5.69999981"
"2013-10-01 09:00:00","10.89515151","19.56226472","14.29735475","5.69999981"
"2013-10-01 10:00:00","11.20391271","23.214548","15.80937965","5.69999981"
"2013-10-01 11:00:00","12.38118174","19.37550056","12.32588964","5.69999981"
"2013-10-01 12:00:00","14.05139067","17.63755948","10.88654369","5.69999981"
"2013-10-01 13:00:00","16.73093142","19.99934792","11.40828834","5.69999981"
"2013-10-01 14:00:00","16.77606588","18.11095538","9.69510574","5.69999981"
"2013-10-01 15:00:00","15.7504824","19.13036304","10.06759394","5.69999981"
"2013-10-01 16:00:00","16.78149666","19.2483908","10.19997508","5.69999981"
"2013-10-01 17:00:00","16.00507818","19.65952816","10.16233927","5.69999981"
"2013-10-01 18:00:00","16.21091898","23.39223016","13.67697576","5.69999981"
"2013-10-01 19:00:00","16.01771949","24.59581504","16.08581852","5.69999981"
"2013-10-01 20:00:00","16.03397115","24.81112536","17.70427107","5.69999981"
"2013-10-01 21:00:00","15.86604411","17.85026183","12.17274418","5.69999981"
"2013-10-01 22:00:00","15.45075216","14.45737577","10.08057259","5.69999981"
"2013-10-01 23:00:00","14.07305277","10.56385927","6.2985735","5.69999981"
"2013-10-02 00:00:00","13.58012304","12.35498072","8.70093458","5.69999981"
"2013-10-02 01:00:00","13.05649008","10.97888946","8.02733889","10"
"2013-10-02 02:00:00","12.9932937","8.1916925","5.35631886","10"
"2013-10-02 03:00:00","12.69355329","6.730001","3.93125364","10"
"2013-10-02 04:00:00","12.83078727","7.65215095","4.8540422","10"
"2013-10-02 05:00:00","12.60508446","9.63522382","6.17397802","10"
"2013-10-02 06:00:00","12.40826445","9.89851004","7.00331758","10"
"2013-10-02 07:00:00","12.5075745","15.24204527","11.83139673","10"
"2013-10-02 08:00:00","12.5888328","26.7851124","19.605648","10"
"2013-10-02 09:00:00","12.35770938","27.2014504","19.18124136","10"
"2013-10-02 10:00:00","13.46275107","27.65537832","18.86196986","10"
"2013-10-02 11:00:00","15.64395165","19.83332896","13.04101014","10"
"2013-10-02 12:00:00","18.2946096","18.07334061","10.89952426","10"
"2013-10-02 13:00:00","19.14144516","19.14852704","10.74508437","10"
"2013-10-02 14:00:00","18.6250329","21.21071464","12.29603567","10"
"2013-10-02 15:00:00","17.794449","14.67786187","6.1311473","10"
"2013-10-02 16:00:00","18.73879452","16.97869575","7.90014691","10"
"2013-10-02 17:00:00","18.73699443","17.47543718","8.62436089","10"
"2013-10-02 18:00:00","18.10322037","16.57922733","7.8339573","10"
"2013-10-02 19:00:00","17.41347063","13.96582351","7.63927554","10"
"2013-10-02 20:00:00","16.46009415","11.40689258","6.3868295","10"
"2013-10-02 21:00:00","16.45829406","10.52624641","6.34659529","10"
"2013-10-02 22:00:00","15.7504824","12.84912756","8.49327417","10"
"2013-10-02 23:00:00","14.75558181","10.77007803","6.6567867","10"
"2013-10-03 00:00:00","14.49557559","10.93868393","7.53804088","10"
"2013-10-03 01:00:00","","10.09565062","7.14738104","20.70000076"
"2013-10-03 02:00:00","12.54188808","","","20.70000076"
"2013-10-03 03:00:00","12.64660857","7.54579978","4.74761646","20.70000076"
"2013-10-03 04:00:00","12.60688455","8.06329214","5.26546827","20.70000076"
"2013-10-03 05:00:00","12.59424324","11.66109871","7.9481687","20.70000076"
"2013-10-03 06:00:00","12.43354707","13.88670686","10.56337362","20.70000076"
"2013-10-03 07:00:00","12.68633259","21.98241696","17.03586838","20.70000076"
"2013-10-03 08:00:00","12.40285401","32.44899176","23.82633064","20.70000076"
"2013-10-03 09:00:00","12.81092526","35.05980864","24.79324816","20.70000076"
"2013-10-03 10:00:00","13.12148655","37.97281712","26.36366936","20.70000076"
"2013-10-03 11:00:00","14.57502363","20.630958","14.20261515","20.70000076"
"2013-10-03 12:00:00","17.29247814","15.0384211","9.8274888","20.70000076"
"2013-10-03 13:00:00","19.66508829","16.57792908","11.1188689","20.70000076"
"2013-10-03 14:00:00","21.47973156","15.44048219","8.88523417","20.70000076"
"2013-10-03 15:00:00","20.66539932","18.70756248","10.14806237","20.70000076"
"2013-10-03 16:00:00","21.10958424","16.82565354","8.39333966","20.70000076"
"2013-10-03 17:00:00","20.76651963","18.93064317","9.98842566","20.70000076"
"2013-10-03 18:00:00","19.70842266","21.5142064","13.08254261","20.70000076"
"2013-10-03 19:00:00","18.5889294","23.44410272","16.63092781","20.70000076"
"2013-10-03 20:00:00","16.86636531","25.3662172","20.29350912","20.70000076"
"2013-10-03 21:00:00","15.98521617","25.7047368","21.59267488","20.70000076"
"2013-10-03 22:00:00","14.90183658","21.53885208","17.44729062","20.70000076"
"2013-10-03 23:00:00","13.86180153","17.56881926","14.6322014","20.70000076"
"2013-10-04 00:00:00","13.54941981","11.05152061","8.2492762","20.70000076"
"2013-10-04 01:00:00","13.03301772","8.08793399","5.35631886","20.7999897"
"2013-10-04 02:00:00","11.49101181","8.44071138","5.50427516","20.7999897"
"2013-10-04 03:00:00","11.87741079","5.8804841","2.87997868","20.7999897"
"2013-10-04 04:00:00","11.63545632","4.68986067","1.52759622","20.7999897"
"2013-10-04 05:00:00","11.70407331","5.79747654","2.34784996","20.7999897"
"2013-10-04 06:00:00","12.13561692","6.3084853","2.88776434","20.7999897"
"2013-10-04 07:00:00","12.18617199","9.56259458","5.98708384","20.7999897"
"2013-10-04 08:00:00","12.06699993","20.57000344","15.5043755","20.7999897"
"2013-10-04 09:00:00","12.44618838","21.33262376","16.20781942","20.7999897"
"2013-10-04 10:00:00","3.12734721","26.8356848","18.99176025","20.7999897"
"2013-10-04 11:00:00","4.1944731","20.59594928","14.74771488","20.7999897"
"2013-10-04 12:00:00","6.96791651","15.66226654","10.96441945","20.7999897"
"2013-10-04 13:00:00","8.92341022","15.4210295","10.32586116","20.7999897"
"2013-10-04 14:00:00","11.27071944","16.56625823","10.51794642","20.7999897"
"2013-10-04 15:00:00","11.60115291","15.46123504","9.13831796","20.7999897"
"2013-10-04 16:00:00","12.3017337","16.70243852","9.33948713","20.7999897"
"2013-10-04 17:00:00","12.5960535","17.51564271","9.3952965","20.7999897"
"2013-10-04 18:00:00","12.29090265","25.318226","16.63352239","20.7999897"
"2013-10-04 19:00:00","10.60805241","28.5541904","21.70169712","20.7999897"
"2013-10-04 20:00:00","9.95984102","39.10118392","32.08597944","20.7999897"
"2013-10-04 21:00:00","9.80997386","29.7720388","25.32017624","20.7999897"
"2013-10-04 22:00:00","8.60562009","29.14819144","24.3415764","20.7999897"
"2013-10-04 23:00:00","7.32001412","16.68947134","13.7665281","20.7999897"
"2013-10-05 00:00:00","6.10482624","14.70898923","11.79116634","20.7999897"
"2013-10-05 01:00:00","","14.25375159","11.38232911","18.89999962"
"2013-10-05 02:00:00","6.19510737","","","18.89999962"
"2013-10-05 03:00:00","6.19871873","9.09438594","6.28689309","18.89999962"
"2013-10-05 04:00:00","6.41178329","7.80519317","4.92931764","18.89999962"
"2013-10-05 05:00:00","5.60466768","7.45241578","4.63599963","18.89999962"
"2013-10-05 06:00:00","5.84120459","8.71048119","5.7469787","18.89999962"
"2013-10-05 07:00:00","7.00583434","15.02285742","9.53935996","18.89999962"
"2013-10-05 08:00:00","6.90833048","17.69851595","13.03712496","18.89999962"
"2013-10-05 09:00:00","7.36695986","22.29109024","15.95993244","18.89999962"
"2013-10-05 10:00:00","9.95261828","65.1120128","37.0075248","18.89999962"
"2013-10-05 11:00:00","10.76153805","41.68345464","27.96393688","18.89999962"
"2013-10-05 12:00:00","11.97130023","26.42844792","17.83795046","18.89999962"
"2013-10-05 13:00:00","13.96652202","28.57753592","18.60758974","18.89999962"
"2013-10-05 14:00:00","14.5154376","26.874594","16.14032964","18.89999962"
"2013-10-05 15:00:00","15.32796975","20.1705484","8.75155095","18.89999962"
"2013-10-05 16:00:00","13.65957108","21.73339808","9.58868","18.89999962"
"2013-10-05 17:00:00","12.92286645","15.04360835","5.76644669","18.89999962"
"2013-10-05 18:00:00","13.35983067","23.34553912","12.69577942","18.89999962"
"2013-10-05 19:00:00","13.68845388","31.15070552","18.37007727","18.89999962"
"2013-10-05 20:00:00","13.36525128","22.11210792","12.49850691","18.89999962"
"2013-10-05 21:00:00","12.19520295","21.73727944","12.97222977","18.89999962"
"2013-10-05 22:00:00","11.74379733","20.47404016","11.76910377","18.89999962"
"2013-10-05 23:00:00","11.8828314","28.23901632","18.56994628","18.89999962"
"2013-10-06 00:00:00","12.16992033","32.77972952","24.04695632","18.89999962"
"2013-10-06 01:00:00","11.88463149","38.3567276","26.013238","11.39999962"
"2013-10-06 02:00:00","12.04713792","29.86672104","21.75880856","11.39999962"
"2013-10-06 03:00:00","11.8087938","22.47267288","15.6756907","11.39999962"
"2013-10-06 04:00:00","12.19701321","25.08737112","16.99433591","11.39999962"
"2013-10-06 05:00:00","12.4118748","48.41994688","21.00993552","11.39999962"
"2013-10-06 06:00:00","11.60476326","22.1847448","13.79508","11.39999962"
"2013-10-06 07:00:00","11.6842113","25.5880092","14.54265097","11.39999962"
"2013-10-06 08:00:00","12.00922416","29.17153696","17.39537218","11.39999962"
"2013-10-06 09:00:00","12.28187169","21.43250664","13.80935117","11.39999962"
"2013-10-06 10:00:00","12.83258736","28.36352576","19.587484","11.39999962"
"2013-10-06 11:00:00","13.60720575","35.45018168","23.6004852","11.39999962"
"2013-10-06 12:00:00","13.88166354","17.72704873","10.10133882","11.39999962"
"2013-10-06 13:00:00","14.83684011","14.75049302","5.94165854","11.39999962"
"2013-10-06 14:00:00","15.28643547","15.05009386","6.2531482","11.39999962"
"2013-10-06 15:00:00","16.2578637","17.2886711","8.38685034","11.39999962"
"2013-10-06 16:00:00","17.42069133","16.77118066","7.4874245","11.39999962"
"2013-10-06 17:00:00","16.83747234","15.34710202","6.96957269","11.39999962"
"2013-10-06 18:00:00","16.95482397","18.57786387","9.93650913","11.39999962"
"2013-10-06 19:00:00","16.50342852","16.92681746","8.4141059","11.39999962"
"2013-10-06 20:00:00","16.94400309","20.1342204","10.8917405","11.39999962"
"2013-10-06 21:00:00","16.84108269","21.18346864","14.02480106","11.39999962"
"2013-10-06 22:00:00","17.45318448","25.8629548","17.41873682","11.39999962"
"2013-10-06 23:00:00","17.07942681","26.42974808","16.96058911","11.39999962"
"2013-10-07 00:00:00","17.44054317","37.75622576","25.8691688","11.39999962"
"2013-10-07 01:00:00","","34.25049728","19.88468528","7.30000019"
"2013-10-07 02:00:00","17.30331936","","","7.30000019"
"2013-10-07 03:00:00","17.44234326","17.5052682","6.52180714","7.30000019"
"2013-10-07 04:00:00","17.55971523","15.78158682","7.20838149","7.30000019"
"2013-10-07 05:00:00","17.93529333","29.65142984","13.4407539","7.30000019"
"2013-10-07 06:00:00","18.46614699","33.73559568","15.50048075","7.30000019"
"2013-10-07 07:00:00","17.67167676","23.62956672","9.75740253","7.30000019"
"2013-10-07 08:00:00","17.83418319","23.55694896","8.89431808","7.30000019"
"2013-10-07 09:00:00","18.90311121","54.97615664","22.8477308","7.30000019"
"2013-10-07 10:00:00","19.8023121","61.24313816","27.63817032","7.30000019"
"2013-10-07 11:00:00","19.90704276","43.50958672","21.414878","7.30000019"
"2013-10-07 12:00:00","19.86550848","33.37763104","14.58158694","7.30000019"
"2013-10-07 13:00:00","19.59286095","34.52156152","15.38237651","7.30000019"
"2013-10-07 14:00:00","18.85074588","35.86393848","17.09556675","7.30000019"
"2013-10-07 15:00:00","18.91214217","30.68251408","15.8509102","7.30000019"
"2013-10-07 16:00:00","19.47548898","39.46433008","23.0709568","7.30000019"
"2013-10-07 17:00:00","20.39996232","36.90540488","21.56024736","7.30000019"
"2013-10-07 18:00:00","19.01686266","26.43362944","13.4770991","7.30000019"
"2013-10-07 19:00:00","18.41558175","31.0443792","17.27207877","7.30000019"
"2013-10-07 20:00:00","18.58169853","26.52052984","12.65295636","7.30000019"
"2013-10-07 21:00:00","18.66115674","22.38707264","10.07019043","7.30000019"
"2013-10-07 22:00:00","18.52573302","27.05487648","12.06760712","7.30000019"
"2013-10-07 23:00:00","18.21336147","19.55318272","10.9981586","7.30000019"
"2013-10-08 00:00:00","18.29821995","22.09396304","13.52252631","7.30000019"
"2013-10-08 01:00:00","18.52934337","19.4611008","10.72690698","8.89999962"
"2013-10-08 02:00:00","19.29854115","38.61610952","16.35708161","8.89999962"
"2013-10-08 03:00:00","18.82005282","25.07958928","13.17080435","8.89999962"
"2013-10-08 04:00:00","19.17033813","16.67001482","7.92221139","8.89999962"
"2013-10-08 05:00:00","20.88749178","63.85135472","26.85295016","8.89999962"
"2013-10-08 06:00:00","19.81856376","35.59287424","22.07809344","8.89999962"
"2013-10-08 07:00:00","19.79147088","37.12719688","20.49078928","8.89999962"
"2013-10-08 08:00:00","20.66719941","46.15413128","20.76204472","8.89999962"
"2013-10-08 09:00:00","20.58415119","15.81530876","9.1993165","8.89999962"
"2013-10-08 10:00:00","25.44851304","16.09804958","8.16750952","8.89999962"
"2013-10-08 11:00:00","22.94048934","33.04819344","19.23963384","8.89999962"
"2013-10-08 12:00:00","22.22546715","38.85734656","22.42722464","8.89999962"
"2013-10-08 13:00:00","22.40783559","30.8316692","17.63159404","8.89999962"
"2013-10-08 14:00:00","23.17703337","33.62016824","19.4615788","8.89999962"
"2013-10-08 15:00:00","20.6689995","25.90316416","14.68022319","8.89999962"
"2013-10-08 16:00:00","20.99221227","21.50902488","10.95662805","8.89999962"
"2013-10-08 17:00:00","21.55015881","21.75156208","10.84111648","8.89999962"
"2013-10-08 18:00:00","20.77916094","26.25982864","14.61403549","8.89999962"
"2013-10-08 19:00:00","19.46645802","20.46625832","10.61139542","8.89999962"
"2013-10-08 20:00:00","19.25339652","29.9756668","20.47002496","8.89999962"
"2013-10-08 21:00:00","19.47729924","40.01035904","24.86074176","8.89999962"
"2013-10-08 22:00:00","20.2356558","27.1858676","15.70164801","8.89999962"
"2013-10-08 23:00:00","19.98468054","14.71547474","6.3271273","8.89999962"
"2013-10-09 00:00:00","20.14537671","12.973637","4.76838269","8.89999962"
"2013-10-09 01:00:00","","15.62076276","8.2349993","11.19999981"
"2013-10-09 02:00:00","20.15440767","","","11.19999981"
"2013-10-09 03:00:00","20.13815601","12.60789052","6.1480207","11.19999981"
"2013-10-09 04:00:00","20.24107641","12.89970952","6.36735961","11.19999981"
"2013-10-09 05:00:00","20.08038024","10.93998026","4.47895751","11.19999981"
"2013-10-09 06:00:00","20.31511401","14.42754666","7.74440304","11.19999981"
"2013-10-09 07:00:00","20.66539932","25.47516296","15.9287764","11.19999981"
"2013-10-09 08:00:00","22.36450122","54.22261832","23.80166584","11.19999981"
"2013-10-09 09:00:00","23.99317587","80.361838","33.43187448","11.19999981"
"2013-10-09 10:00:00","24.27124401","34.60714264","21.0839108","11.19999981"
"2013-10-09 11:00:00","24.09067566","55.29651224","31.4046","11.19999981"
"2013-10-09 12:00:00","25.5225303","33.80823256","21.99113568","11.19999981"
"2013-10-09 13:00:00","25.3311309","28.21697096","18.66469544","11.19999981"
"2013-10-09 14:00:00","25.49725785","26.4556748","16.04689211","11.19999981"
"2013-10-09 15:00:00","24.17553414","32.11697296","21.26950864","11.19999981"
"2013-10-09 16:00:00","24.45540237","31.41528808","20.29870976","11.19999981"
"2013-10-09 17:00:00","24.02386893","26.08862816","16.77758586","11.19999981"
"2013-10-09 18:00:00","22.85202051","24.567288","16.19224809","11.19999981"
"2013-10-09 19:00:00","22.7653416","22.61534632","15.70813734","11.19999981"
"2013-10-09 20:00:00","22.49269407","28.25327984","20.84122064","11.19999981"
"2013-10-09 21:00:00","23.39550531","22.95254664","15.77562902","11.19999981"
"2013-10-09 22:00:00","23.56163226","22.59718232","16.25065395","11.19999981"
"2013-10-09 23:00:00","23.61940803","15.31467642","9.8274888","11.19999981"
"2013-10-10 00:00:00","21.90586473","11.06967887","5.24599838","11.19999981"
"2013-10-10 01:00:00","23.52369816","10.04247408","4.80082933","8"
"2013-10-10 02:00:00","23.77830411","8.48740242","3.6794681","8"
"2013-10-10 03:00:00","23.80719708","8.29544909","3.65480903","8"
"2013-10-10 04:00:00","23.49120501","8.46924415","3.57563694","8"
"2013-10-10 05:00:00","24.15928248","9.55870366","4.72555198","8"
"2013-10-10 06:00:00","24.17733423","14.51833415","8.91508431","8"
"2013-10-10 07:00:00","23.96067255","14.59744889","9.50691332","8"
"2013-10-10 08:00:00","24.4265094","19.77625576","13.78989083","8"
"2013-10-10 09:00:00","25.3762857","20.65560368","14.49982599","8"
"2013-10-10 10:00:00","26.45063433","12.53136846","7.56529644","8"
"2013-10-10 11:00:00","27.80485119","15.4080585","9.01631706","8"
"2013-10-10 12:00:00","27.61345179","21.36895176","12.86839478","8"
"2013-10-10 13:00:00","27.67303782","22.99923768","12.82037299","8"
"2013-10-10 14:00:00","26.75939553","23.49987576","12.7918211","8"
"2013-10-10 15:00:00","26.28451755","27.2520228","16.61925122","8"
"2013-10-10 16:00:00","26.48132739","21.2029328","10.83074197","8"
"2013-10-10 17:00:00","26.398269","22.390954","11.98714825","8"
"2013-10-10 18:00:00","25.24628259","27.43360544","17.19940174","8"
"2013-10-10 19:00:00","26.60592006","32.70969296","21.1514044","8"
"2013-10-10 20:00:00","31.22290683","33.47879496","21.7575084","8"
"2013-10-10 21:00:00","29.31435378","28.5632724","18.97747952","8"
"2013-10-10 22:00:00","28.36278756","19.37680072","11.43684023","8"
"2013-10-10 23:00:00","28.56140766","20.94095056","12.43360981","8"
"2013-10-11 00:00:00","28.99836171","22.71000944","14.42195023","8"
"2013-10-11 01:00:00","","31.15070552","21.31753808","15.80000019"
"2013-10-11 02:00:00","27.64595511","","","15.80000019"
"2013-10-11 03:00:00","27.61345179","26.69043016","19.07611769","15.80000019"
"2013-10-11 04:00:00","27.10968084","24.09519608","17.24352687","15.80000019"
"2013-10-11 05:00:00","27.0446742","12.68052166","6.1025935","15.80000019"
"2013-10-11 06:00:00","27.14218416","9.33173206","2.94227546","15.80000019"
"2013-10-11 07:00:00","27.42567291","20.64134016","11.67175811","15.80000019"
"2013-10-11 08:00:00","34.05774348","60.01616952","31.030804","15.80000019"
"2013-10-11 09:00:00","50.4221481","52.97232328","32.09506144","15.80000019"
"2013-10-11 10:00:00","73.03943484","26.00174688","16.44273921","15.80000019"
"2013-10-11 11:00:00","71.9524449","32.75120248","19.623812","15.80000019"
"2013-10-11 12:00:00","67.70018484","26.4051024","15.09814242","15.80000019"
"2013-10-11 13:00:00","50.25602115","18.31717414","7.85212703","15.80000019"
"2013-10-11 14:00:00","56.6569683","24.81112536","12.09227383","15.80000019"
"2013-10-11 15:00:00","55.5031818","23.77484048","10.96572152","15.80000019"
"2013-10-11 16:00:00","56.07916992","24.65936992","10.71003167","15.80000019"
"2013-10-11 17:00:00","59.24985048","26.14830168","11.74833371","15.80000019"
"2013-10-11 18:00:00","52.35957378","24.761834","14.34147989","15.80000019"
"2013-10-11 19:00:00","66.73057704","25.0160344","14.79184958","15.80000019"
"2013-10-11 20:00:00","38.92932603","21.07582304","11.51990325","15.80000019"
"2013-10-11 21:00:00","29.21504373","13.90356688","6.13504205","15.80000019"
"2013-10-11 22:00:00","27.28301832","11.70389883","5.87416877","15.80000019"
"2013-10-11 23:00:00","27.7001307","21.23276","13.18767775","15.80000019"
"2013-10-12 00:00:00","26.58604788","12.69738168","6.75153203","15.80000019"
"2013-10-12 01:00:00","","13.98008894","8.33623205","20.89999962"
"2013-10-12 02:00:00","","31.55798064","19.79642736","20.89999962"
"2013-10-12 03:00:00","","27.75914256","15.7211179","20.89999962"
"2013-10-12 04:00:00","","19.80090144","11.77688561","20.89999962"
"2013-10-12 05:00:00","","11.23179926","6.65808303","20.89999962"
"2013-10-12 06:00:00","","38.2516632","20.1195936","20.89999962"
"2013-10-12 07:00:00","","17.90214204","12.60493266","20.89999962"
"2013-10-12 08:00:00","","51.43411928","29.07232328","20.89999962"
"2013-10-12 09:00:00","","47.70531776","25.9457444","20.89999962"
"2013-10-12 10:00:00","","30.08851304","19.52517192","20.89999962"
"2013-10-12 11:00:00","","20.38193912","12.73601938","20.89999962"
"2013-10-12 12:00:00","","16.6466693","9.72106306","20.89999962"
"2013-10-12 13:00:00","","20.1731296","11.63671689","20.89999962"
"2013-10-12 14:00:00","","24.5102148","15.15394605","20.89999962"
"2013-10-12 15:00:00","","18.98641238","11.05527386","20.89999962"
"2013-10-12 16:00:00","","14.67656554","7.36672186","20.89999962"
"2013-10-12 17:00:00","","15.33672369","7.57438226","20.89999962"
"2013-10-12 18:00:00","","17.00074494","8.2466797","20.89999962"
"2013-10-12 19:00:00","","20.676368","12.2947336","20.89999962"
"2013-10-12 20:00:00","","96.0785736","41.12046624","20.89999962"
"2013-10-12 21:00:00","","22.63869184","15.66531427","20.89999962"
"2013-10-12 22:00:00","","28.62552712","19.9755244","20.89999962"
"2013-10-12 23:00:00","","15.89442541","10.61269749","20.89999962"
"2013-10-13 00:00:00","","12.89711685","8.68535942","20.89999962"
"2013-10-13 01:00:00","","14.27580078","9.94040387","21.60000038"
"2013-10-13 02:00:00","","9.65857125","5.42121214","21.60000038"
"2013-10-13 03:00:00","","12.1889675","7.96893494","21.60000038"
"2013-10-13 04:00:00","","14.3380555","9.47187018","21.60000038"
"2013-10-13 05:00:00","","12.7726055","7.37840418","21.60000038"
"2013-10-13 06:00:00","","9.74676416","5.29531842","21.60000038"
"2013-10-13 07:00:00","","11.97367056","7.34336104","21.60000038"
"2013-10-13 08:00:00","","14.30303722","8.96050961","21.60000038"
"2013-10-13 09:00:00","","20.3261852","11.7197799","21.60000038"
"2013-10-13 10:00:00","","16.37560315","9.97025402","21.60000038"
