,TARANTO,,,,
24/03/2010 7.00,"0,823786","42,110748","25,1","13,6","1,191069"
24/03/2010 8.00,"0,748772","47,489126","25,1","13,6","1,179554"
24/03/2010 9.00,"0,730042","65,488026","25,1","13,6","2,150276"
24/03/2010 10.00,"0,477177","37,640872","25,1","13,6","2,282127"
24/03/2010 11.00,"0,544644","35,964032","25,1","13,6","1,103347"
24/03/2010 12.00,"0,63948","39,927721","25,1","13,6","1,329528"
24/03/2010 13.00,"0,818786","49,742227","25,1","13,6","1,371869"
24/03/2010 14.00,"0,656665","55,316588","25,1","13,6","2,030544"
24/03/2010 15.00,"0,553828","43,370986","25,1","13,6","1,473128"
24/03/2010 16.00,"0,532006","33,076259","25,1","13,6","1,013593"
24/03/2010 17.00,"0,482542","36,519506","25,1","13,6","0,914445"
24/03/2010 18.00,"0,609838","50,64425","25,1","13,6","1,384818"
24/03/2010 19.00,"0,689125","65,648961","25,1","13,6","1,802407"
24/03/2010 20.00,"0,747318","83,865884","25,1","13,6","2,395692"
24/03/2010 21.00,"0,706674","68,061688","25,1","13,6","1,94022"
24/03/2010 22.00,"0,862521","49,046583","25,1","13,6","1,562195"
24/03/2010 23.00,"0,915621","39,325517","25,1","13,6","1,464055"
25/03/2010 0.00,"0,943172","48,715617","25,1","13,6","1,583097"
25/03/2010 1.00,,"37,483843","25,5","16,4","1,803884"
25/03/2010 2.00,"0,507728",,"25,5","16,4","1,476664"
25/03/2010 3.00,"0,620372","36,224979","25,5","16,4","0,874286"
25/03/2010 4.00,"0,677132","19,586184","25,5","16,4",
25/03/2010 5.00,"0,571572","15,571866","25,5","16,4","1,170388"
25/03/2010 6.00,"0,684589","21,62644","25,5","16,4","1,001978"
25/03/2010 7.00,"0,792878","42,304126","25,5","16,4","1,318493"
25/03/2010 8.00,"0,622928","49,193234","25,5","16,4","2,05621"
25/03/2010 9.00,"0,691017","43,953724","25,5","16,4","1,975656"
25/03/2010 10.00,"0,675677","35,421519","25,5","16,4","2,007233"
25/03/2010 11.00,"0,365062","32,806305","25,5","16,4","1,306562"
25/03/2010 12.00,"0,513487","33,55388","25,5","16,4","1,337283"
25/03/2010 13.00,"0,337959","25,853586","25,5","16,4","1,041213"
25/03/2010 14.00,"0,39277","33,684966","25,5","16,4","0,985179"
25/03/2010 15.00,"0,324014","20,323374","25,5","16,4","1,183841"
25/03/2010 16.00,"0,278177","22,118321","25,5","16,4","0,667623"
25/03/2010 17.00,"0,21027","28,191062","25,5","16,4","0,846283"
25/03/2010 18.00,"0,40623","35,692758","25,5","16,4","0,958035"
25/03/2010 19.00,"0,495662","53,822739","25,5","16,4","1,514997"
25/03/2010 20.00,"0,569208","58,112216","25,5","16,4","1,529523"
25/03/2010 21.00,"0,80082","70,166862","25,5","16,4","1,753617"
25/03/2010 22.00,"0,680952","72,64707","25,5","16,4","2,377287"
25/03/2010 23.00,"0,718786","49,147805","25,5","16,4","1,483918"
26/03/2010 0.00,"0,575514","32,396162","25,5","16,4","1,137888"
26/03/2010 1.00,"0,614379","39,529281","32,799992","17,200001","1,106246"
26/03/2010 2.00,"0,554595","24,882787","32,799992","17,200001","0,987361"
26/03/2010 3.00,"0,487599","13,307074","32,799992","17,200001","0,7843"
26/03/2010 4.00,"0,537559","7,676913","32,799992","17,200001","0,619966"
26/03/2010 5.00,"0,538529","7,309616","32,799992","17,200001","0,535081"
26/03/2010 6.00,"0,522946","6,847574","32,799992","17,200001","0,547432"
26/03/2010 7.00,"0,585881","12,829457","32,799992","17,200001","0,633013"
26/03/2010 8.00,"0,526948","27,256591","32,799992","17,200001","0,771598"
26/03/2010 9.00,"0,699505","50,923289","32,799992","17,200001","1,322742"
26/03/2010 10.00,"0,581881","53,607298","32,799992","17,200001","1,834666"
26/03/2010 11.00,"0,605163","29,298149","32,799992","17,200001","1,041832"
26/03/2010 12.00,"0,600252","31,085487","32,799992","17,200001","1,174597"
26/03/2010 13.00,"0,458434","29,187827","32,799992","17,200001","1,023524"
26/03/2010 14.00,"0,426179","40,683093","32,799992","17,200001","1,063565"
26/03/2010 15.00,"0,277935","17,044952","32,799992","17,200001","0,948875"
26/03/2010 16.00,"0,228459","16,948911","32,799992","17,200001","0,48227"
26/03/2010 17.00,"0,256653","22,862013","32,799992","17,200001","0,662849"
26/03/2010 18.00,"0,446794","38,814152","32,799992","17,200001","0,86746"
26/03/2010 19.00,"0,539923","50,951855","32,799992","17,200001","1,151414"
26/03/2010 20.00,"0,64524","61,778705","32,799992","17,200001","1,295646"
26/03/2010 21.00,"0,744615","63,153144","32,799992","17,200001","1,796531"
26/03/2010 22.00,"0,756316","49,049165","32,799992","17,200001","1,463155"
26/03/2010 23.00,"0,608315","22,641367","32,799992","17,200001","0,653676"
27/03/2010 0.00,"0,624989","15,102039","32,799992","17,200001","0,340003"
27/03/2010 1.00,,"11,69253","31,6",14,"0,316013"
27/03/2010 2.00,"0,784879",,"31,6",14,"0,272611"
27/03/2010 3.00,"0,736342","20,274676","31,6",14,"0,264885"
27/03/2010 4.00,"0,7525","9,900168","31,6",14,
27/03/2010 5.00,"0,853307","7,370616","31,6",14,"0,216715"
27/03/2010 6.00,"0,774106","6,116872","31,6",14,"0,210895"
27/03/2010 7.00,"0,636521","11,043588","31,6",14,"0,335957"
27/03/2010 8.00,"0,775138","19,847057","31,6",14,"0,388179"
27/03/2010 9.00,"0,875095","28,32735","31,6",14,"0,817688"
27/03/2010 10.00,"0,793679","26,245564","31,6",14,"0,780349"
27/03/2010 11.00,"0,689594","23,619969","31,6",14,"0,616292"
27/03/2010 12.00,"0,412118","21,100794","31,6",14,"0,740623"
27/03/2010 13.00,"0,272075","21,600476","31,6",14,"0,644332"
27/03/2010 14.00,"0,178976","22,298718","31,6",14,"0,765789"
27/03/2010 15.00,"0,160132","15,789909","31,6",14,"0,62988"
27/03/2010 16.00,"0,124234","12,66982","31,6",14,"0,40756"
27/03/2010 17.00,"0,05277","18,179285","31,6",14,"0,581182"
27/03/2010 18.00,"0,063149","24,358459","31,6",14,"0,66403"
27/03/2010 19.00,"0,174151","37,287843","31,6",14,"0,930582"
27/03/2010 20.00,"0,169873","40,7986","31,6",14,"1,278771"
27/03/2010 21.00,"0,099198","26,402598","31,6",14,"0,898569"
27/03/2010 22.00,"0,224373","32,29754","31,6",14,"0,918621"
27/03/2010 23.00,"0,46243","25,459044","31,6",14,"0,625277"
28/03/2010 0.00,"0,628206","22,959334","31,6",14,"0,742697"
28/03/2010 1.00,"0,73751","29,094387","17,700001","8,8","1,213965"
28/03/2010 2.00,"0,744186","35,16713","17,700001","8,8","0,823136"
28/03/2010 3.00,"0,977176","24,259819","17,700001","8,8","0,496144"
28/03/2010 4.00,"0,909719","26,773792","17,700001","8,8","0,606055"
28/03/2010 5.00,"0,934632","21,753627","17,700001","8,8","0,813632"
28/03/2010 6.00,"1,009979","16,244164","17,700001","8,8","0,659399"
28/03/2010 7.00,"1,025576","29,347458","17,700001","8,8","0,86333"
28/03/2010 8.00,"0,93797","18,95152","17,700001","8,8","0,821899"
28/03/2010 9.00,"1,165832","21,536882","17,700001","8,8","0,631433"
28/03/2010 10.00,"1,368962","20,453142","17,700001","8,8","0,823436"
28/03/2010 11.00,"1,201609","20,541418","17,700001","8,8","0,820473"
28/03/2010 12.00,"1,543964","23,449934","17,700001","8,8","0,905889"
28/03/2010 13.00,"1,279626","24,394786","17,700001","8,8","1,096476"
28/03/2010 14.00,"1,717446","19,809409","17,700001","8,8","0,903441"
28/03/2010 15.00,"2,325655","18,438859","17,700001","8,8","0,740842"
28/03/2010 16.00,"1,035955","16,942419","17,700001","8,8","0,712061"
28/03/2010 17.00,"0,474477","15,831441","17,700001","8,8","0,405064"
28/03/2010 18.00,"0,45102","21,669268","17,700001","8,8","0,60788"
28/03/2010 19.00,"0,475418","39,990013","17,700001","8,8","0,537998"
28/03/2010 20.00,"0,761755","79,139033","17,700001","8,8","1,135441"
28/03/2010 21.00,"1,512647","119,378243","17,700001","8,8","2,228311"
28/03/2010 22.00,"1,637184","83,193587","17,700001","8,8","1,930972"
28/03/2010 23.00,"1,835126","59,284197","17,700001","8,8","1,199993"
29/03/2010 0.00,"1,863771","77,608844","17,700001","8,8","1,164643"
29/03/2010 1.00,,"72,90146","25,4","10,2","1,579282"
29/03/2010 2.00,"1,299011",,"25,4","10,2","1,304204"
29/03/2010 3.00,"1,214297","57,19073","25,4","10,2","1,379672"
29/03/2010 4.00,"0,946742","32,83095","25,4","10,2",
29/03/2010 5.00,"0,975547","41,220406","25,4","10,2","1,533638"
29/03/2010 6.00,"0,990161","59,507424","25,4","10,2","1,251817"
29/03/2010 7.00,"1,283122","64,49644","25,4","10,2","2,1558"
29/03/2010 8.00,"1,450009","70,321291","25,4","10,2","2,675502"
29/03/2010 9.00,"1,24037","81,95023","25,4","10,2","2,322971"
29/03/2010 10.00,"1,407438","75,749001","25,4","10,2","2,696255"
29/03/2010 11.00,"3,085098","65,654162","25,4","10,2","2,298826"
29/03/2010 12.00,"0,955352","35,56169","25,4","10,2","1,444256"
29/03/2010 13.00,"0,386289","39,08411","25,4","10,2","1,063677"
29/03/2010 14.00,"0,236746","26,018418","25,4","10,2","1,014047"
29/03/2010 15.00,"0,171011","19,577083","25,4","10,2","0,672662"
29/03/2010 16.00,"0,106548","23,056674","25,4","10,2","0,558118"
29/03/2010 17.00,"0,124437","28,650516","25,4","10,2","0,654919"
29/03/2010 18.00,"0,181865","32,182019","25,4","10,2","0,771339"
29/03/2010 19.00,"0,347842","49,85773","25,4","10,2","1,159562"
29/03/2010 20.00,"0,547232","69,148012","25,4","10,2","1,581244"
29/03/2010 21.00,"1,016298","55,267275","25,4","10,2","1,602073"
29/03/2010 22.00,"0,943407","38,69215","25,4","10,2","0,969672"
29/03/2010 23.00,"0,736799","28,920471","25,4","10,2","0,764308"
30/03/2010 0.00,"0,813147","25,936661","25,4","10,2","0,608318"
30/03/2010 1.00,"1,052562","21,169588","30,4",8,"0,357578"
30/03/2010 2.00,"1,060566","8,837212","30,4",8,"0,405416"
30/03/2010 3.00,"0,999379","7,933894","30,4",8,"0,231476"
30/03/2010 4.00,"0,719152","4,956573","30,4",8,"0,297685"
30/03/2010 5.00,"0,726793","3,652212","30,4",8,"0,279808"
30/03/2010 6.00,"0,630069","10,218142","30,4",8,"0,301521"
30/03/2010 7.00,"0,719637","16,04559","30,4",8,"0,467498"
30/03/2010 8.00,"0,583012","30,214437","30,4",8,"0,636098"
30/03/2010 9.00,"0,585134","29,629116","30,4",8,"0,731747"
30/03/2010 10.00,"0,432499","29,291667","30,4",8,"0,69088"
30/03/2010 11.00,"0,415034","32,084677","30,4",8,"0,745186"
30/03/2010 12.00,"0,462091","26,268909","30,4",8,"0,857079"
30/03/2010 13.00,"0,362881","29,835478","30,4",8,"0,67618"
30/03/2010 14.00,"0,352936","18,31038","30,4",8,"0,97347"
30/03/2010 15.00,"0,291263","12,738612","30,4",8,"0,410789"
30/03/2010 16.00,"0,339413","17,82497","30,4",8,"0,398547"
30/03/2010 17.00,"0,341232","22,425924","30,4",8,"0,590293"
30/03/2010 18.00,"0,386835","30,558386","30,4",8,"0,661581"
30/03/2010 19.00,"0,355361","29,879607","30,4",8,"0,829174"
30/03/2010 20.00,"0,466397","22,642667","30,4",8,"0,65735"
30/03/2010 21.00,"0,527645","16,015736","30,4",8,"0,505038"
30/03/2010 22.00,"0,32971","7,637977","30,4",8,"0,278011"
30/03/2010 23.00,"0,330317","5,143467","30,4",8,"0,286896"
31/03/2010 0.00,"0,345477","5,789807","30,4",8,"0,176604"
31/03/2010 1.00,,"4,458191","26,1","6,4","0,355711"
31/03/2010 2.00,"0,376365",,"26,1","6,4","0,109584"
31/03/2010 3.00,"0,32839","17,89604","26,1","6,4","0,160862"
31/03/2010 4.00,"0,317306","7,269382","26,1","6,4",
31/03/2010 5.00,"0,39434","8,81385","26,1","6,4","0,198534"
31/03/2010 6.00,"0,36316","18,581631","26,1","6,4","0,309407"
31/03/2010 7.00,"0,421484","47,493029","26,1","6,4","0,7424"
31/03/2010 8.00,"0,429554","57,38929","26,1","6,4","1,56287"
31/03/2010 9.00,"0,356556","37,562997","26,1","6,4","1,213003"
31/03/2010 10.00,"0,126188","36,697319","26,1","6,4","0,949466"
31/03/2010 11.00,"0,080335","28,337731","26,1","6,4","0,983166"
31/03/2010 12.00,"0,035949","29,808212","26,1","6,4","1,065735"
31/03/2010 13.00,"0,019075","31,272213","26,1","6,4","0,992432"
31/03/2010 14.00,"0,016141","18,406422","26,1","6,4","0,574983"
31/03/2010 15.00,"0,011005","23,035929","26,1","6,4","0,525375"
31/03/2010 16.00,"0,027145","23,422687","26,1","6,4","0,639436"
31/03/2010 17.00,"0,042185","25,39285","26,1","6,4","0,631612"
31/03/2010 18.00,"0,061627","30,62198","26,1","6,4","0,915464"
31/03/2010 19.00,"0,063461","33,048995","26,1","6,4","0,94766"
31/03/2010 20.00,"0,188549","41,92385","26,1","6,4","1,1071"
31/03/2010 21.00,"0,26705","36,933529","26,1","6,4","1,106699"
31/03/2010 22.00,"0,331612","26,981455","26,1","6,4","0,650287"
31/03/2010 23.00,"0,370495","26,95939","26,1","6,4","1,207704"
01/04/2010 0.00,"0,374898","26,37275","26,1","6,4","0,7392"
01/04/2010 1.00,"0,33418","11,906678","17,79999","5,7","0,744869"
01/04/2010 2.00,"0,41158","13,823631","17,79999","5,7","0,603834"
01/04/2010 3.00,"0,377832","10,765844","17,79999","5,7","0,328411"
01/04/2010 4.00,"0,52493","7,811893","17,79999","5,7","0,18394"
01/04/2010 5.00,"0,57005","8,950125","17,79999","5,7","0,148123"
01/04/2010 6.00,"0,483479","11,159099","17,79999","5,7","0,284923"
01/04/2010 7.00,"0,590592","33,207349","17,79999","5,7","0,680916"
01/04/2010 8.00,"0,66249","66,271923","17,79999","5,7","1,797827"
01/04/2010 9.00,"0,450097","52,023894","17,79999","5,7","1,613005"
01/04/2010 10.00,"0,523829","42,577982","17,79999","5,7","1,187874"
01/04/2010 11.00,"0,4578","33,992549","17,79999","5,7","1,20986"
01/04/2010 12.00,"0,407178","34,485749","17,79999","5,7","1,127779"
01/04/2010 13.00,"0,204322","25,329258","17,79999","5,7","0,844949"
01/04/2010 14.00,"0,20689","16,490759","17,79999","5,7","0,641203"
01/04/2010 15.00,"0,126188","14,215594","17,79999","5,7","0,560872"
01/04/2010 16.00,"0,139028","17,699083","17,79999","5,7","0,423979"
01/04/2010 17.00,"0,13646","16,620541","17,79999","5,7","0,640161"
01/04/2010 18.00,"0,13756","26,198835","17,79999","5,7","0,584878"
01/04/2010 19.00,"0,276221","26,737446","17,79999","5,7","0,582853"
01/04/2010 20.00,"0,657354","28,207945","17,79999","5,7","0,752875"
01/04/2010 21.00,"0,95155","45,853813","17,79999","5,7","0,942337"
01/04/2010 22.00,"1,134964","23,461635","17,79999","5,7","0,77857"
01/04/2010 23.00,"1,244645","21,052765","17,79999","5,7","0,584965"
02/04/2010 0.00,"1,004007","21,0411","17,79999","5,7","0,354481"
02/04/2010 1.00,,"13,050094","22,6","8,8","0,414544"
02/04/2010 2.00,"0,878015",,"22,6","8,8","0,3714"
02/04/2010 3.00,"0,735998","29,711102","22,6","8,8","0,532369"
02/04/2010 4.00,"1,116108","21,549865","22,6","8,8",
02/04/2010 5.00,"1,12638","37,113946","22,6","8,8","0,480375"
02/04/2010 6.00,"0,996065","62,123937","22,6","8,8","0,962874"
02/04/2010 7.00,"1,069502","68,0046","22,6","8,8","1,165709"
02/04/2010 8.00,"1,398508","88,753677","22,6","8,8","2,451066"
02/04/2010 9.00,"0,498723","74,297985","22,6","8,8","2,440275"
02/04/2010 10.00,"0,492896","39,744722","22,6","8,8","1,53298"
02/04/2010 11.00,"0,441997","37,455277","22,6","8,8","1,147587"
02/04/2010 12.00,"0,439698","37,246312","22,6","8,8","1,221043"
02/04/2010 13.00,"0,458861","28,392243","22,6","8,8","1,31827"
02/04/2010 14.00,"0,174776","17,713354","22,6","8,8","0,669466"
02/04/2010 15.00,"0,130162","15,246102","22,6","8,8","0,45767"
02/04/2010 16.00,"0,072056","20,632257","22,6","8,8","0,578907"
02/04/2010 17.00,"0,087388","25,636859","22,6","8,8","0,673122"
02/04/2010 18.00,"0,167263","33,26316","22,6","8,8","0,782754"
02/04/2010 19.00,"0,210497","50,422325","22,6","8,8","1,458519"
02/04/2010 20.00,"0,355836","46,23539","22,6","8,8","1,131046"
02/04/2010 21.00,"0,505468","43,313873","22,6","8,8","1,037191"
02/04/2010 22.00,"0,604354","29,613533","22,6","8,8","0,866792"
02/04/2010 23.00,"0,891967","34,563623","22,6","8,8","0,77824"
03/04/2010 0.00,"0,802432","40,735006","22,6","8,8","0,798268"
03/04/2010 1.00,"1,05601","51,583905","22,200001",9,"1,109022"
03/04/2010 2.00,"0,957891","43,666906","22,200001",9,"1,341048"
03/04/2010 3.00,"0,764105","20,006689","22,200001",9,"1,160304"
03/04/2010 4.00,"0,807952","9,875509","22,200001",9,"0,590318"
03/04/2010 5.00,"0,788175","12,039055","22,200001",9,"0,488753"
03/04/2010 6.00,"0,95559","60,409447","22,200001",9,"0,967107"
03/04/2010 7.00,"1,05601","44,453404","22,200001",9,"1,088665"
03/04/2010 8.00,"1,014155","42,459879","22,200001",9,"1,026536"
03/04/2010 9.00,"1,012776","40,27295","22,200001",9,"1,290021"
03/04/2010 10.00,"0,734362","37,190523","22,200001",9,"1,134103"
03/04/2010 11.00,"0,825123","39,952385","22,200001",9,"1,40605"
03/04/2010 12.00,"0,696494","35,932866","22,200001",9,"1,637553"
03/04/2010 13.00,"1,904436","58,684574","22,200001",9,"4,10898"
03/04/2010 14.00,"1,813522","41,054273","22,200001",9,"1,542039"
03/04/2010 15.00,"2,733698","29,298149","22,200001",9,"1,210709"
03/04/2010 16.00,"0,729149","18,18318","22,200001",9,"0,823037"
03/04/2010 17.00,"0,401369","16,327227","22,200001",9,"0,62164"
03/04/2010 18.00,"0,300643","33,090526","22,200001",9,"0,823065"
03/04/2010 19.00,"0,260783","35,777131","22,200001",9,"1,012624"
03/04/2010 20.00,"0,415321","46,09262","22,200001",9,"1,048661"
03/04/2010 21.00,"0,49075","60,465259","22,200001",9,"1,252153"
03/04/2010 22.00,"0,858698","45,391757","22,200001",9,"1,212441"
03/04/2010 23.00,"0,813471","47,402167","22,200001",9,"1,09664"
04/04/2010 0.00,"1,104303","75,876189","22,200001",9,"1,2293"
04/04/2010 1.00,,"66,232997","18,6",8,"1,476952"
04/04/2010 2.00,"0,956013",,"18,6",8,"1,154739"
04/04/2010 3.00,"0,795757","49,419616","18,6",8,"1,010624"
04/04/2010 4.00,"1,042589","26,120959","18,6",8,
04/04/2010 5.00,"0,809879","40,539024","18,6",8,"0,66799"
04/04/2010 6.00,"0,873735","33,087944","18,6",8,"0,451453"
04/04/2010 7.00,"0,909348","31,986037","18,6",8,"0,567927"
04/04/2010 8.00,"0,990397","28,698545","18,6",8,"0,437057"
04/04/2010 9.00,"1,003292","16,841179","18,6",8,"0,817712"
04/04/2010 10.00,"0,768126","13,451139","18,6",8,"0,595669"
04/04/2010 11.00,"0,615851","15,08257","18,6",8,"0,619674"
04/04/2010 12.00,"0,429807","17,199402","18,6",8,"0,559225"
04/04/2010 13.00,"0,181133","19,189023","18,6",8,"0,517129"
04/04/2010 14.00,"0,138767","7,452383","18,6",8,"0,464222"
04/04/2010 15.00,"0,103768","5,53153","18,6",8,"0,363691"
04/04/2010 16.00,"0,13017","6,912467","18,6",8,"0,347109"
04/04/2010 17.00,"0,213061","10,556884","18,6",8,"0,287237"
04/04/2010 18.00,"0,25113","11,904073","18,6",8,"0,265487"
04/04/2010 19.00,"0,283673","19,902849","18,6",8,"0,247324"
04/04/2010 20.00,"0,637342","30,130098","18,6",8,"0,545687"
04/04/2010 21.00,"0,849789","34,44292","18,6",8,"0,782917"
04/04/2010 22.00,"0,892156","22,788018","18,6",8,"0,564682"
04/04/2010 23.00,"1,01987","17,83146","18,6",8,"0,383699"
05/04/2010 0.00,"0,944346","12,64386","18,6",8,"0,314331"
05/04/2010 1.00,"0,921015","8,711318","19,700001","5,4","0,246201"
05/04/2010 2.00,"0,873122","5,136978","19,700001","5,4","0,150231"
05/04/2010 3.00,"0,727601","3,469211","19,700001","5,4","0,087846"
05/04/2010 4.00,"0,625676","4,43483","19,700001","5,4","0,183908"
05/04/2010 5.00,"0,626904","3,809255","19,700001","5,4","0,236979"
05/04/2010 6.00,"0,551995","6,494552","19,700001","5,4","0,235363"
05/04/2010 7.00,"0,660675","12,612716","19,700001","5,4","0,197103"
05/04/2010 8.00,"0,642868","14,743827","19,700001","5,4","0,352608"
05/04/2010 9.00,"0,285515","13,518629","19,700001","5,4","0,455957"
05/04/2010 10.00,"0,252358","17,209777","19,700001","5,4","0,406109"
05/04/2010 11.00,"0,176835","15,535523","19,700001","5,4","0,600609"
05/04/2010 12.00,"0,080436","14,351867","19,700001","5,4","0,62096"
05/04/2010 13.00,"0,045437","11,388818","19,700001","5,4","0,57256"
05/04/2010 14.00,"0,049734","5,371894","19,700001","5,4","0,42261"
05/04/2010 15.00,"0,073067","5,785915","19,700001","5,4","0,342773"
05/04/2010 16.00,"0,070611","6,463403","19,700001","5,4","0,28358"
05/04/2010 17.00,"0,097014","6,040297","19,700001","5,4","0,307685"
05/04/2010 18.00,"0,116662","8,371275","19,700001","5,4","0,292652"
05/04/2010 19.00,"0,09947","17,018992","19,700001","5,4","0,392541"
05/04/2010 20.00,"0,195869","25,708235","19,700001","5,4","0,453568"
05/04/2010 21.00,"0,403404","26,81142","19,700001","5,4","0,736028"
05/04/2010 22.00,"0,593134","23,545974","19,700001","5,4","1,361061"
05/04/2010 23.00,"0,854088","19,037189","19,700001","5,4","0,569756"
06/04/2010 0.00,"0,840579","16,873627","19,700001","5,4","0,580264"
06/04/2010 1.00,,"10,606208","19,9","7,3","0,515966"
06/04/2010 2.00,"0,518338",,"19,9","7,3","0,554769"
06/04/2010 3.00,"0,549197","26,13765","19,9","7,3","0,678439"
06/04/2010 4.00,"0,452994","11,091609","19,9","7,3",
06/04/2010 5.00,"0,580034","18,113097","19,9","7,3","0,605323"
06/04/2010 6.00,"0,478169","46,09262","19,9","7,3","1,184362"
