"NetC","Provincia Bari","","","","","","","","","","",""
"Stat","Andria","","","","","","","","","","",""
Parm,NO2,NOX,CO,O3,PM10,BENZENE
02/01/2012 9.00,"37,09123216","65,2189892","0,60238189","17,85442008",,"2,77386445"
02/01/2012 10.00,"45,68119808","106,60417184","1,10515395","14,62062284","16,60560989","3,86903107"
02/01/2012 11.00,"38,13537536","84,74754536","1,00074432","25,76560455",,"7,49394756"
02/01/2012 12.00,"17,21691566","27,93487448","0,39583438","47,0220303","25,88521957","7,53569236"
02/01/2012 13.00,"17,14164595","27,88495216","0,3970588","46,9997262",,"5,42901551"
02/01/2012 14.00,"17,33048654","27,11908144","0,39218094","47,5084113","19,04759979","4,08806439"
02/01/2012 15.00,"21,69716568","32,85949816","0,4148134","42,70534905",,"3,33064347"
02/01/2012 16.00,"21,75557728","31,47173032","0,41076386","41,49885285","12,69841003","2,96447364"
02/01/2012 17.00,"30,59538424","42,79172632","0,54582231","28,95752475",,"2,7721925"
02/01/2012 18.00,"37,63502408","57,52276856","0,65919778","19,51218129","16,36141014","3,87404691"
02/01/2012 19.00,"33,578544","50,2032884","0,54361114","21,23479995",,"4,84381235"
02/01/2012 20.00,"40,63246648","68,92899576","0,71247905","15,29616575","22,46640968","4,75853995"
02/01/2012 21.00,"34,5123648","51,29920856","0,54900159","24,1328367",,"5,28689484"
02/01/2012 22.00,"30,04054096","42,44154352","0,51080823","26,52761475","14,65200996","4,62812292"
02/01/2012 23.00,"22,62513576","30,72788584","0,41082327","34,62053175",,"3,95597542"
03/01/2012 0.00,"19,81914192","26,89535832","0,34405363","37,01058165","16,11721039","2,8574649"
03/01/2012 1.00,"12,72693546","18,68421505","0,26780671","43,405215",,"1,58004985"
03/01/2012 2.00,"7,44589204","12,0592708","0,21857381","48,10425795","15,87300968","1,18155365"
03/01/2012 3.00,"6,30181816","10,29862854","0,21444738","48,52308825",,"0,91369721"
03/01/2012 4.00,"10,73015165","16,08832133","0,28253813","37,5030474","13,43101025","0,40858382"
03/01/2012 5.00,"15,45505354","25,37659936","0,37338017","33,9173142",,"0,90411097"
03/01/2012 6.00,"25,55638472","42,81572192","0,67396881","23,81736735","10,98900986","1,09394012"
03/01/2012 7.00,"36,14897944","64,93108024","0,52388186","13,01285234",,"2,30737367"
03/01/2012 8.00,"46,10818592","95,02089344","0,90275384","8,19627995","15,38461018","3,18528977"
03/01/2012 9.00,"45,2762556","111,65330496","1,16040874","8,09292299",,"7,57086022"
03/01/2012 10.00,"46,94596696","129,50421496","1,3986326","10,99705247","24,90842056","9,34569913"
03/01/2012 11.00,"34,53766056","72,24861016","0,88545359","20,517378",,"10,9801422"
03/01/2012 12.00,"42,35798912","75,8178744","0,81463557","20,0688222","29,7924099","9,86731029"
03/01/2012 13.00,"29,94643232","44,7488304","0,59473949","38,24345175",,"10,17411885"
03/01/2012 14.00,"20,43562808","31,73306248","0,45715299","42,98097825","42,24663162","8,36835399"
03/01/2012 15.00,"23,1566144","35,24267232","0,45101111","44,05169475",,"6,72147911"
03/01/2012 16.00,"32,79527408","55,19534832","0,5827132","34,97520285","48,59584045","5,0126852"
03/01/2012 17.00,"61,0558004","162,13412016","1,63486081","6,4067849",,"4,8287638"
03/01/2012 18.00,"74,54148056","247,008412","2,57625304","2,31120152","55,67765045","11,26097658"
03/01/2012 19.00,"72,10587936","235,2322128","2,6643783","2,73321983",,"17,45917461"
03/01/2012 20.00,"49,86033296","86,49522808","1,13692816","2,85819261","79,60928345","21,22950888"
03/01/2012 21.00,"38,77327592","59,89101","0,84119757","5,04558044",,"16,41411558"
03/01/2012 22.00,"33,28455488","56,29841936","0,85237575","3,77962526","94,74967957","12,23643213"
03/01/2012 23.00,"25,85295504","38,98250608","0,63014734","6,11563061",,"10,35653814"
04/01/2012 0.00,"21,1974836","29,45881496","0,5417751","10,40595591","71,79486084","7,61600485"
04/01/2012 1.00,"14,78405818","20,30088944","0,45002436",,,"5,68148982"
04/01/2012 2.00,"10,65941721","15,07149296","0,39769139","19,67633787","73,74845886","4,32548915"
04/01/2012 3.00,,,"0,3676542","22,7466309",,"3,3757881"
04/01/2012 4.00,"20,51935456","25,19436664",,"30,938859","63,49206161","2,47457457"
04/01/2012 5.00,"14,49074208","19,42607296","0,33775447","29,4499905",,"1,86763507"
04/01/2012 6.00,"13,94173805","19,77042416","0,36751556","28,34482035","59,58485031","1,58172179"
04/01/2012 7.00,"28,303336","40,69904232","0,44901663","11,75499885",,"1,61365661"
04/01/2012 8.00,"32,41044584","54,36397248","0,6377711","7,99969863","31,25761986","2,55148723"
04/01/2012 9.00,"34,96854888","70,32777672","0,7944135","13,2128072",,"5,03609349"
04/01/2012 10.00,"42,04585512","86,05426352","1,02991243","16,17165953","17,09399986","7,21973792"
04/01/2012 11.00,"33,1281724","56,05456288","0,77600883","27,28016865",,"9,48436504"
04/01/2012 12.00,"25,6796896","42,62505728","0,61895052","34,1307792","9,03540897","8,66379758"
04/01/2012 13.00,"18,31491798","28,46533976","0,40410821","43,10055855",,"7,35684274"
04/01/2012 14.00,"16,90542409","26,4258476","0,33828804","47,84821965","11,47741032","5,38219994"
04/01/2012 15.00,"13,01894758","19,68287368","0,28518501","51,71971665",,"3,84060694"
04/01/2012 16.00,"18,08389485","25,48942648","0,33765545","44,29827675","11,72161007","2,36756583"
04/01/2012 17.00,"37,65060688","51,8076476","0,59126313","19,87157256",,"2,23090646"
04/01/2012 18.00,"51,79286784","95,29650824","0,92540377","7,80987438","10,01220989","4,46928278"
04/01/2012 19.00,"46,71689024","80,4753152","0,76388351","9,17918652",,"6,58604624"
04/01/2012 20.00,"32,53635104","45,03805864","0,54629646","21,4908183","23,93161964","6,27672467"
04/01/2012 21.00,"40,45985112","57,28866328","0,66958492","15,09620091",,"4,87223648"
04/01/2012 22.00,"39,12498832","55,49819","0,74547768","14,05857747","24,90842056","4,97255743"
04/01/2012 23.00,"25,27799752","33,10526664","0,46029267","26,2790178",,"5,6196247"
05/01/2012 0.00,"19,2993456","24,93951616","0,40827542","30,6301527","28,32722092","4,0646561"
05/01/2012 1.00,"14,34862121","19,38133216","0,35572576","34,87657005",,"2,86582464"
05/01/2012 2.00,"10,55623422","14,83933601","0,31743454","38,3920593","22,95482063","1,90129777"
05/01/2012 3.00,"8,00657457","11,98599149","0,30315514","38,30086785",,"1,64620468"
05/01/2012 4.00,"8,44135954","12,37313898","0,35959706","33,591012","25,88521957","1,43653487"
05/01/2012 5.00,"9,62372314","14,37566645","0,33179084","32,40883485",,"1,57168909"
05/01/2012 6.00,"12,22919598","18,32300957","0,35066966","31,32323565","33,45542145","1,51238884"
05/01/2012 7.00,"20,62057584","30,17539432","0,43365261","19,05281858",,"1,42293555"
05/01/2012 8.00,"20,35645216","30,37837224","0,47808688","21,3935421","31,50181961","1,72099994"
05/01/2012 9.00,"21,79905616","34,4080652","0,51337589","20,2059585",,"2,49463896"
05/01/2012 10.00,"19,42653184","31,1403616","0,48371499","24,2882073","21,97801971","3,06813848"
05/01/2012 11.00,"18,56865186","31,52423384","0,4987633","30,9996666",,"2,82402492"
05/01/2012 12.00,"17,95086745","30,22080432","0,47368318","35,7770532","11,96580982","3,05977773"
05/01/2012 13.00,"17,35384162","29,48346064","0,42640515","39,2797146",,"3,0413863"
05/01/2012 14.00,"21,53363232","32,87506184","0,4483654","42,31895745","11,47741032","2,90762537"
05/01/2012 15.00,"13,49981175","21,0440456","0,2886404","51,8203644",,"2,86248074"
05/01/2012 16.00,"16,46739445","25,456368","0,30848851","48,20692065","15,87300968","1,58450837"
05/01/2012 17.00,"19,31037784","29,52236984","0,32675571","43,85510745",,"1,24258179"
05/01/2012 18.00,"18,50375666","27,58599184","0,36328894","47,01526725","9,03540897","1,23868058"
05/01/2012 19.00,"18,70428531","27,39987776","0,35888524","47,40979845",,"1,4367576"
05/01/2012 20.00,"23,6712292","32,2713096","0,42685833","39,58979745","11,47741032","1,59604522"
05/01/2012 21.00,"19,42052816","27,05218056","0,35153409","48,9563823",,"1,95895659"
05/01/2012 22.00,"21,82565208","30,10535776","0,38726348","46,9929831","10,01220989","1,62140412"
05/01/2012 23.00,"13,32784647","19,3651184","0,29792312","55,3264173",,"1,69179577"
06/01/2012 0.00,"8,95402028","13,49242761","0,24525464","57,8272296","8,79120922","0,83856837"
06/01/2012 1.00,"13,1578257","17,79514078","0,28684281",,,"0,69555579"
06/01/2012 2.00,"35,14831512","56,61875584","0,58403664","22,59870165","5,37240601","0,71673482"
06/01/2012 3.00,,,"0,26075613","45,88645635",,"1,54326496"
06/01/2012 4.00,"24,6907076","29,1196644",,"47,23551525","11,96580982","0,87167477"
06/01/2012 5.00,"14,23180757","18,4326035","0,24144276","48,88785405",,"0,46961195"
06/01/2012 6.00,"10,06110461","14,34324275","0,19862784","54,62383815","11,96580982","0,47981145"
06/01/2012 7.00,"7,45952078","11,87574748","0,18063791","61,2589488",,"0,14635647"
06/01/2012 8.00,"8,3303928","12,43669004","0,19043207","56,4545499","6,34920597","0,2263903"
06/01/2012 9.00,"6,68598867","10,85956919","0,20202498","59,89371045",,"0,40468261"
06/01/2012 10.00,"7,76711569","12,43150278","0,21361673","57,18210645","4,63980484","0,40022306"
06/01/2012 11.00,"8,36803052","14,16296218","0,21890933","57,21047535",,"0,36867776"
06/01/2012 12.00,"8,62695547","14,539087","0,22364971","56,35186725","3,41880298","0,27532427"
06/01/2012 13.00,"10,33624714","16,71151861","0,23962652","52,63777575",,"0,62711474"
06/01/2012 14.00,"8,26484944","14,26672069","0,22493238","53,6139093","2,19780207","0,61396188"
06/01/2012 15.00,"5,79824325","10,41470606","0,18741122","56,75920635",,"0,39520722"
06/01/2012 16.00,"5,51790198","9,69877678","0,17522649","58,1028588","7,32600689","0,08265261"
06/01/2012 17.00,"5,65353162","10,21691731","0,17019019","61,23598635",,
06/01/2012 18.00,"6,3556792","10,99250864","0,18134856","60,00650775","12,94260979","0,07022487"
06/01/2012 19.00,"7,1746366","12,76741824","0,19888531","57,9981612",,
06/01/2012 20.00,"6,83135038","12,24149587","0,20097881","57,6732156","14,65200996","0,05383896"
06/01/2012 21.00,"6,96438161","11,94578595","0,20076096","58,68110955",,"0,04403"
06/01/2012 22.00,"8,51144582","14,67137828","0,19696888","58,22581065","16,11721039","0,05846428"
06/01/2012 23.00,"6,11362765","11,11053258","0,19724615","58,33860795",,"0,06955568"
07/01/2012 0.00,"4,84430821","9,33562298","0,19282265","58,69934385","15,38461018","0,03951554"
07/01/2012 1.00,"4,80537224","9,05871949","0,1840933","57,2847891",,"0,04793121"
07/01/2012 2.00,"4,2596167","8,45627506","0,19064992","55,2338493","19,04759979","0,03343998"
07/01/2012 3.00,"3,15707337","7,59897441","0,17988649","56,36942325",,"0,01984167"
07/01/2012 4.00,"3,01755282","7,09250664","0,17135636","55,92828885","18,55920982",
07/01/2012 5.00,"3,39328758","7,47900406","0,16847298","55,37435715",,
07/01/2012 6.00,"4,1759036","8,82202154","0,18717356","55,3196343","17,82661057",
07/01/2012 7.00,"5,75281795","10,84465368","0,16740701","54,8623005",,
07/01/2012 8.00,"6,32582906","11,17084279","0,1819998","54,89946735","17,33819962",
07/01/2012 9.00,"7,30507324","12,92954054","0,19477752","53,69025795",,
07/01/2012 10.00,"7,01759448","12,55147314","0,20656732","56,62478325","18,80340958","0,05383896"
07/01/2012 11.00,"6,67041352","13,11241378","0,20984446","55,12238865",,"0,22432783"
07/01/2012 12.00,"6,05587186","12,51710302","0,20749582","55,4986656","20,26861954","0,00824889"
07/01/2012 13.00,"6,93517963","13,39126369","0,23113367","55,1696901",,"0,07685672"
07/01/2012 14.00,"6,9715191","12,84783122","0,22400504","54,80083455","20,26861954","0,50015348"
07/01/2012 15.00,"5,33425438","10,44907618","0,19740343","56,16541455",,"0,24723473"
07/01/2012 16.00,"6,14282962","11,55409937","0,19767953","55,2250713","14,40781021","0,04910178"
07/01/2012 17.00,"7,58087159","12,08261632","0,21814043","54,9048738",,"0,05344844"
07/01/2012 18.00,"12,79571584","18,39304613","0,29118826","47,76107805","13,91940975","0,09597327"
07/01/2012 19.00,"14,08580151","20,0058296","0,29338079","44,44486935",,"0,84586941"
07/01/2012 20.00,"24,05215696","32,92108368","0,40106756","31,0091229","12,21000957","1,05854954"
07/01/2012 21.00,"37,32160904","50,9425632","0,57252178","18,93121734",,"1,83425001"
07/01/2012 22.00,"32,206684","42,85398104","0,50127154","23,79777645","13,18680954","3,40755613"
07/01/2012 23.00,"25,20725352","33,4269224","0,43173619","29,23111905",,"3,24704302"
08/01/2012 0.00,"19,03461582","25,63412664","0,36449588","32,026533","13,91940975","2,65332961"
08/01/2012 1.00,"15,34927597","20,78596384","0,29705287",,,"1,90737333"
08/01/2012 2.00,"13,46282602","18,94879952","0,27049203","38,092131","18,07081032","1,06858122"
08/01/2012 3.00,,,"0,23200276","41,30362215",,"0,64561906"
08/01/2012 4.00,"28,01456664","33,31472624",,"43,55721405","10,50061035","0,4559567"
08/01/2012 5.00,"15,81715958","20,2931076","0,20465206","47,25171465",,"0,30034858"
08/01/2012 6.00,"19,98072504","25,32600784","0,26134911","39,2384979","9,76801014","0,11921477"
08/01/2012 7.00,"30,540854","38,2698272","0,31678214","27,68008635",,"0,4386799"
08/01/2012 8.00,"22,6880788","29,39916056","0,38319646","34,7340273","5,86080599","0,83199245"
08/01/2012 9.00,"20,70623344","28,00361088","0,41876275","37,768542",,"2,14853251"
08/01/2012 10.00,"16,64261586","25,438204","0,39064081","42,93098355","12,94260979","2,64183141"
08/01/2012 11.00,"14,78924543","23,29364744","0,39488724","45,99318885",,"2,79225588"
08/01/2012 12.00,"16,5952365","25,47776328","0,3658566","44,35501455","11,23320961","3,24537107"
08/01/2012 13.00,"21,14622288","31,16563824","0,42358119","38,52107595",,"3,15006597"
08/01/2012 14.00,"19,97489344","30,59366344","0,39585419","41,09961345","13,18680954","4,10645582"
08/01/2012 15.00,"8,76193502","13,74922833","0,25759665","51,74605065",,"3,26710742"
08/01/2012 16.00,"11,03385373","15,59547274","0,28559975","45,2588892","15,38461018","1,6575188"
08/01/2012 17.00,"11,84502738","16,94756839","0,26367911","45,6979887",,"1,15647341"
08/01/2012 18.00,"16,22210206","21,45325184","0,28052385","44,3415084","14,40781021","0,68190155"
08/01/2012 19.00,"24,8438588","31,86925424","0,42170437","32,2987308",,"1,12660006"
08/01/2012 20.00,"43,13735856","59,54147728","0,70290042","13,0763492","10,50061035","2,45122222"
08/01/2012 21.00,"42,6740236","60,19972152","0,70726568","14,40175139",,"4,46259397"
08/01/2012 22.00,"34,76218672","47,21116136","0,51331648","23,305989","13,18680954","5,40895213"
08/01/2012 23.00,"27,63491992","35,67197368","0,36733732","30,37006455",,"4,23687285"
09/01/2012 0.00,"20,35192072","26,57760304","0,31674253","34,41720135","21,0012207","2,87251345"
09/01/2012 1.00,"12,25774787","17,53444914","0,25151418","39,4661673",,"1,70427945"
09/01/2012 2.00,"9,93066797","14,41652206","0,23214023","41,120541","14,65200996","0,99339645"
09/01/2012 3.00,"7,61267006","11,806361","0,24404886","41,0361126",,"0,55728041"
09/01/2012 4.00,"8,28172284","12,89517043","0,27872742","39,49858605","8,30280876","0,41939555"
09/01/2012 5.00,"9,96246644","14,25634426","0,29983838","34,2861498",,"0,41265182"
09/01/2012 6.00,"14,99496134","22,02392648","0,37300504","27,51928935","15,14041042","0,79453939"
09/01/2012 7.00,"24,26760112","35,47222704","0,41076386","22,29334695",,"1,63383186"
09/01/2012 8.00,"29,9931616","46,61390992","0,5249292","18,70761575","22,46640968","2,34582949"
09/01/2012 9.00,"31,82057472","53,33156896","0,68666731","20,1579987",,"3,7168777"
09/01/2012 10.00,"21,96192032","35,96053272","0,50446947","31,4401227","30,52503014","5,15982272"
09/01/2012 11.00,"12,07929326","21,3974788","0,32420785","40,56862425",,"4,07803169"
09/01/2012 12.00,"13,86321986","22,3851224","0,33653006","37,73273175","28,57142067","2,81900908"
09/01/2012 13.00,"17,0462448","27,272768","0,38509192","39,857307",,"2,39264607"
09/01/2012 14.00,"12,16625294","20,91370456","0,29837631","47,0531124","18,55920982","1,92949918"
09/01/2012 15.00,"7,42253122","13,70642821","0,24173867","52,57628985",,"1,14571661"
09/01/2012 16.00,"10,903419","18,25297301","0,25801139","48,93110565","15,62880993","0,63185295"
09/01/2012 17.00,"19,83342456","26,61974352","0,35280278","36,3938274",,"0,45874328"
09/01/2012 18.00,"30,86987096","42,35139272","0,53877289","20,02559055","9,27960968","1,59682526"
09/01/2012 19.00,"30,37668968","43,3785956","0,58085619","16,26622851",,"3,48948464"
09/01/2012 20.00,"27,89449304","41,03819288","0,50146843","19,55879048","12,94260979","4,18504043"
09/01/2012 21.00,"29,41495368","44,70213936","0,51985329","21,03685605",,"4,2385448"
09/01/2012 22.00,"10,29081994","15,88210448","0,28832469","42,85533315","23,44322014","3,78046969"
09/01/2012 23.00,"8,31027474","13,7369074","0,25935463","44,78737095",,"1,70656465"
10/01/2012 0.00,"6,92284914","11,36214604","0,24140315","44,81302665","22,22220993","1,05670978"
10/01/2012 1.00,"6,92479556","11,03141784","0,22524926",,,"0,79855145"
10/01/2012 2.00,"6,5133714","10,83362909","0,26719392","35,98850325","14,40781021","0,40172822"
10/01/2012 3.00,"7,23907482","11,36849962","0,31127169","33,70354995",,"0,78951337"
10/01/2012 4.00,"6,89883825","11,25773937",,"33,8497635","15,14041042","1,51824065"
10/01/2012 5.00,"7,63408446","12,07159173","0,24724912","34,8049695",,"0,86966823"
10/01/2012 6.00,"12,31680573","18,09993079","0,36326914","30,17347725","22,71062088","0,68039639"
10/01/2012 7.00,"28,34421456","43,64317816","0,47692071","14,00588553",,"1,9330658"
10/01/2012 8.00,"29,72903792","47,73644512","0,57224567","13,24861146","17,82661057","2,95109704"
10/01/2012 9.00,"31,2910272","55,92424096","0,68646926","14,21462238",,"4,09809608"
10/01/2012 10.00,"22,46680304","39,34047072","0,57098281","24,5726145","29,7924099","5,59621641"
10/01/2012 11.00,"17,52321232","29,47374768","0,38149789","31,52524935",,"5,05114204"
10/01/2012 12.00,"12,64646703","23,8338448","0,30505176","41,0827158","29,54821968","3,45771661"
10/01/2012 13.00,"9,72041489","17,37362318","0,27432372","46,7335932",,"2,45785407"
10/01/2012 14.00,"15,0261059","23,594558","0,32766324","40,44501405","25,39682007","1,82583434"
10/01/2012 15.00,"11,45112287","18,18877378","0,28388138","43,2201189",,"1,81585859"
10/01/2012 16.00,"14,68217726","21,8883848","0,32592506","38,45420355","13,43101025","1,55413262"
10/01/2012 17.00,"21,92754256","28,65793552","0,43021586","30,7862016",,"1,61633234"
10/01/2012 18.00,"29,5707052","37,78798408","0,48019902","21,2665404","10,7448101","3,13669039"
10/01/2012 19.00,"33,75699096","45,3811288","0,57607619","16,27974464",,"3,41257198"
10/01/2012 20.00,"47,01931128","78,12129904","0,90393865","6,43178025","21,97801971","5,31699092"
10/01/2012 21.00,"44,4131788","69,53144784","0,75274611","8,53202249",,"7,64944483"
10/01/2012 22.00,"41,08348816","60,40139928","0,6805266","10,3937924","24,17580986","7,14282526"
10/01/2012 23.00,"16,84313304","22,10044472","0,28394079","33,538344",,"6,51916628"
11/01/2012 0.00,"9,4764131","13,77062743","0,23826347","39,94849845","31,74603081","3,5496768"
11/01/2012 1.00,"9,51794556","13,52614955","0,25668795","37,6814004",,"1,7276318"
11/01/2012 2.00,"10,75676095","15,00859007","0,32205493","33,22554795","23,44322014","1,50670381"
11/01/2012 3.00,"9,47187018","13,18115401","0,31648623","32,200098",,"1,53624257"
11/01/2012 4.00,"9,09224258","13,17142575","0,32006045","31,65492435","21,48962021","1,59721477"
11/01/2012 5.00,"10,11301923","14,5993953","0,35463998","30,78011685",,"2,23882075"
11/01/2012 6.00,"15,48945425","21,98629832","0,42217853","24,8462088","27,8388195","2,73039177"
11/01/2012 7.00,"22,78283752","32,5968276","0,48782162","18,45767217",,"2,9460812"
11/01/2012 8.00,"24,26630096","35,51375568","0,48555103","20,16137025","27,8388195","3,95931931"
11/01/2012 9.00,"24,55378928","36,19400704","0,54556601","22,4271117",,"4,33384889"
11/01/2012 10.00,"20,6971132","29,8882884","0,43984808","28,9802478","33,94382095","5,23501462"
11/01/2012 11.00,"20,21435232","31,13192968","0,49657077","31,55900475",,"4,59802684"
11/01/2012 12.00,"12,71330482","19,20818144","0,27929943","43,69435035","31,01342964","5,04612518"
11/01/2012 13.00,"11,92290122","19,10897541","0,24813801","46,67683545",,"2,77888029"
11/01/2012 14.00,"10,81451674","18,4585436","0,2624547","50,08222065","18,31501007","1,57308238"
11/01/2012 15.00,"10,59257751","16,94821656","0,21657933","52,93163925",,"0,89056859"
11/01/2012 16.00,"12,03256398","18,82039916","0,2483547","52,12637745","13,91940975","0,51681804"
11/01/2012 17.00,"19,41940008","26,39797064","0,33836726","44,488101",,"0,40724545"
11/01/2012 18.00,"30,56486872","37,98319928","0,5069381","29,4756462","18,31501007","1,04444883"
11/01/2012 19.00,"36,77519768","46,48745024","0,62082617","20,88216375",,"3,13334649"
11/01/2012 20.00,"40,5980696","55,0578564","0,62264357","17,67337383","20,02441978","4,82374796"
11/01/2012 21.00,"31,85367144","41,79305048","0,49518791","25,5798501",,"5,08625396"
11/01/2012 22.00,"40,34564736","55,23813888","0,61545552","15,18266621","31,25761986","4,82374796"
11/01/2012 23.00,"25,92888056","33,81146384","0,38319646","27,0099459",,"5,28522289"
12/01/2012 0.00,"19,03458522","24,97389392","0,34166538","31,85151165","27,35042","3,17514722"
12/01/2012 1.00,"12,64581504","17,32433755","0,2830717",,,"2,0884512"
12/01/2012 2.00,"10,15649811","14,81534232","0,27203216","36,0830862","31,25761986","1,35443958"
12/01/2012 3.00,,,"0,28259871","32,57434005",,"0,94808503"
12/01/2012 4.00,"30,20017384","35,68625632",,"32,79861795","23,93161964","0,82335303"
12/01/2012 5.00,"19,400586","24,22358688","0,28346664","31,13343135",,"0,9022163"
12/01/2012 6.00,"22,32124248","29,04037376","0,34125064","24,2804268","21,48962021","0,63552635"
12/01/2012 7.00,"36,68693976","56,5895596","0,46862708","9,04678236",,"0,95482876"
12/01/2012 8.00,"37,4877236","66,19366944","0,6324785","10,27895421","21,0012207","1,71420028"
12/01/2012 9.00,"35,98672712","64,12888152","0,75223235","13,93225607",,"4,08806439"
12/01/2012 10.00,"28,97303312","50,60989432","0,68265855","22,29538185","36,38582993","5,34875895"
12/01/2012 11.00,"18,90480249","31,2720028","0,45962163","35,5365759",,"5,75505757"
12/01/2012 12.00,"16,74773954","28,1229388","0,41548444","39,00274875","27,59461975","4,34722549"
12/01/2012 13.00,"13,91643082","22,93503272","0,33352902","47,25913605",,"3,49951632"
12/01/2012 14.00,"14,32785115","23,03814688","0,3776266","51,65890905","27,8388195","2,59328695"
12/01/2012 15.00,"11,91380775","18,39304613","0,30631578","56,22486555",,"2,60170262"
12/01/2012 16.00,"20,33310664","30,66955072","0,42950521","46,9254324","19,53602028","2,51135844"
12/01/2012 17.00,"53,60536736","136,89629376","1,4118635","20,0107278",,"2,67019961"
12/01/2012 18.00,"70,87548824","213,935592","2,18597688","4,0660514","16,84980965","9,06825746"
12/01/2012 19.00,"67,36084984","182,30340664","1,78956932","3,08314682",,"15,98162616"
12/01/2012 20.00,"67,26416","171,81023592","1,58112635","2,76159272","40,29304123","16,70348259"
12/01/2012 21.00,"67,81575288","149,42637544","1,31462328","2,7987456",,"15,56429004"
12/01/2012 22.00,"60,384784","111,93408216","1,07134449","5,99268075","39,80464172","14,15874519"
12/01/2012 23.00,"38,142488","49,91339096","0,58498378","21,39220545",,"11,27268225"
13/01/2012 0.00,"24,92821624","31,92372712","0,4409991","34,6752546","28,08300972","7,71465385"
13/01/2012 1.00,"15,06894044","19,93774328","0,33710324","45,20213145",,"4,60471463"
13/01/2012 2.00,"8,28237101","12,28494416","0,23601153","53,71659195","31,01342964","2,71534424"
13/01/2012 3.00,"11,26487495","17,19010177","0,24637886","50,985417",,"1,52587629"
13/01/2012 4.00,"8,17205243","12,53590754","0,23893451","52,10882145","17,82661057","0,99540299"
13/01/2012 5.00,"9,7535097","14,25439976","0,26600911","49,26953745",,"0,6608344"
13/01/2012 6.00,"18,9891561","25,09320272","0,37253089","37,1017731","11,23320961","0,63865159"
13/01/2012 7.00,"36,8634556","50,91401704","0,53170251","18,35295662",,"1,35717023"
13/01/2012 8.00,"41,99912584","64,09842336","0,68718108","14,98271334","14,16361046","2,95109704"
13/01/2012 9.00,"43,43262872","69,83297024","0,90334566","16,02303602",,"5,05615788"
