,Regione Puglia,,,
19/09/2006 9.00,9,"60,81439128",74,"17,39669037"
19/09/2006 10.00,9,"51,89800872",56,"17,39669037"
19/09/2006 11.00,8,"42,07570144",45,"17,39669037"
19/09/2006 12.00,8,"35,24500496",38,"17,39669037"
19/09/2006 13.00,8,"34,95168504",38,"17,39669037"
19/09/2006 14.00,8,"29,74462072",33,"17,39669037"
19/09/2006 15.00,8,"21,49015344",24,"17,39669037"
19/09/2006 16.00,9,"21,24486296",24,"17,39669037"
19/09/2006 17.00,8,"21,68873376",24,"17,39669037"
19/09/2006 18.00,8,"22,75039088",26,"17,39669037"
19/09/2006 19.00,9,"31,2670316",34,"17,39669037"
19/09/2006 20.00,8,"35,95364952",39,"17,39669037"
19/09/2006 21.00,9,"50,37299752",54,"17,39669037"
19/09/2006 22.00,8,"48,77791152",53,"17,39669037"
19/09/2006 23.00,9,"55,46325776",61,"17,39669037"
20/09/2006 0.00,9,"46,8466768",50,"17,39669037"
20/09/2006 1.00,8,"32,36243552",35,"20,22546959"
20/09/2006 2.00,9,"20,15594072",23,"20,22546959"
20/09/2006 3.00,8,"16,2454667",19,"20,22546959"
20/09/2006 4.00,9,"14,74771488",17,"20,22546959"
20/09/2006 5.00,9,"16,602374",19,"20,22546959"
20/09/2006 6.00,8,"19,1215296",22,"20,22546959"
20/09/2006 7.00,8,"33,90431056",37,"20,22546959"
20/09/2006 8.00,9,"50,71304672",56,"20,22546959"
20/09/2006 9.00,9,"59,78256136",66,"20,22546959"
20/09/2006 10.00,8,"57,83966344",64,"20,22546959"
20/09/2006 11.00,7,"52,25622192",57,"20,22546959"
20/09/2006 12.00,8,"43,74476272",47,"20,22546959"
20/09/2006 13.00,8,"36,31186272",39,"20,22546959"
20/09/2006 14.00,8,"26,92434424",30,"20,22546959"
20/09/2006 15.00,9,"21,42396",24,"20,22546959"
20/09/2006 16.00,10,"24,88798776",28,"20,22546959"
20/09/2006 17.00,8,"29,0905064",32,"20,22546959"
20/09/2006 18.00,8,"35,27485128",38,"20,22546959"
20/09/2006 19.00,8,"43,50205344",47,"20,22546959"
20/09/2006 20.00,8,"46,71949056",50,"20,22546959"
20/09/2006 21.00,9,"46,57802168",50,"20,22546959"
20/09/2006 22.00,8,"37,83165416",41,"20,22546959"
20/09/2006 23.00,9,"40,2950176",43,"20,22546959"
21/09/2006 0.00,9,"35,91470208",39,"20,22546959"
21/09/2006 1.00,,"23,4810808",27,"26,39694977"
21/09/2006 2.00,8,,,"26,39694977"
21/09/2006 3.00,8,,,"26,39694977"
21/09/2006 4.00,8,,,"26,39694977"
21/09/2006 5.00,8,,,"26,39694977"
21/09/2006 6.00,8,,,"26,39694977"
21/09/2006 7.00,8,,,"26,39694977"
21/09/2006 8.00,8,"42,75319952",50,"26,39694977"
21/09/2006 9.00,9,"46,11598688",54,"26,39694977"
21/09/2006 10.00,8,"41,5046444",46,"26,39694977"
21/09/2006 11.00,7,"38,05229896",42,"26,39694977"
21/09/2006 12.00,8,"32,28846024",36,"26,39694977"
21/09/2006 13.00,8,"28,80496832",32,"26,39694977"
21/09/2006 14.00,8,"19,98722584",23,"26,39694977"
21/09/2006 15.00,8,"17,47065526",20,"26,39694977"
21/09/2006 16.00,9,"18,34671454",21,"26,39694977"
21/09/2006 17.00,8,"21,29287328",24,"26,39694977"
21/09/2006 18.00,8,"26,6917112",30,"26,39694977"
21/09/2006 19.00,8,"30,1158164",33,"26,39694977"
21/09/2006 20.00,8,"30,77513136",34,"26,39694977"
21/09/2006 21.00,8,"33,05549728",36,"26,39694977"
21/09/2006 22.00,9,"38,9205764",42,"26,39694977"
21/09/2006 23.00,9,"46,05887544",51,"26,39694977"
22/09/2006 0.00,9,"34,6713476",38,"26,39694977"
22/09/2006 1.00,8,"23,76011808",27,"28,2588501"
22/09/2006 2.00,8,"16,2545487",19,"28,2588501"
22/09/2006 3.00,8,"11,85865802",15,"28,2588501"
22/09/2006 4.00,9,"10,41022625",13,"28,2588501"
22/09/2006 5.00,8,"10,90211693",14,"28,2588501"
22/09/2006 6.00,7,"15,51476148",18,"28,2588501"
22/09/2006 7.00,9,"23,64463328",27,"28,2588501"
22/09/2006 8.00,8,"43,40343248",48,"28,2588501"
22/09/2006 9.00,9,"47,42683496",52,"28,2588501"
22/09/2006 10.00,8,"44,82070248",49,"28,2588501"
22/09/2006 11.00,8,"42,4533788",47,"28,2588501"
22/09/2006 12.00,8,"35,61360032",39,"28,2588501"
22/09/2006 13.00,7,"31,72258472",35,"28,2588501"
22/09/2006 14.00,8,"19,46547928",22,"28,2588501"
22/09/2006 15.00,8,"15,7211179",19,"28,2588501"
22/09/2006 16.00,10,"19,02939797",22,"28,2588501"
22/09/2006 17.00,8,"20,5790472",24,"28,2588501"
22/09/2006 18.00,8,"23,65629648",27,"28,2588501"
22/09/2006 19.00,8,"31,4993396",35,"28,2588501"
22/09/2006 20.00,9,"44,00045448",48,"28,2588501"
22/09/2006 21.00,9,"55,37760016",62,"28,2588501"
22/09/2006 22.00,9,"55,12320856",61,"28,2588501"
22/09/2006 23.00,9,"43,86936776",48,"28,2588501"
23/09/2006 0.00,9,"32,02758696",35,"28,2588501"
23/09/2006 1.00,,"21,33960256",25,"28,63532066"
23/09/2006 2.00,9,"17,4213314",20,"28,63532066"
23/09/2006 3.00,9,"13,38235759",16,"28,63532066"
23/09/2006 4.00,9,"11,31224475",14,"28,63532066"
23/09/2006 5.00,9,"11,0176285",14,"28,63532066"
23/09/2006 6.00,8,"14,07801011",17,"28,63532066"
23/09/2006 7.00,9,"21,13454056",24,"28,63532066"
23/09/2006 8.00,8,"35,94584856",40,"28,63532066"
23/09/2006 9.00,9,"54,83898976",64,"28,63532066"
23/09/2006 10.00,9,"57,0414608",67,"28,63532066"
23/09/2006 11.00,8,"53,97329352",61,"28,63532066"
23/09/2006 12.00,7,"39,35016456",43,"28,63532066"
23/09/2006 13.00,8,"30,1858912",33,"28,63532066"
23/09/2006 14.00,8,"21,33960256",24,"28,63532066"
23/09/2006 15.00,8,"15,05271521",18,"28,63532066"
23/09/2006 16.00,9,"15,47711611",18,"28,63532066"
23/09/2006 17.00,9,"18,53361254",21,"28,63532066"
23/09/2006 18.00,8,"22,17931472",25,"28,63532066"
23/09/2006 19.00,9,"31,49805856",35,"28,63532066"
23/09/2006 20.00,8,"33,46302096",36,"28,63532066"
23/09/2006 21.00,9,"31,90168176",35,"28,63532066"
23/09/2006 22.00,9,"32,44029216",35,"28,63532066"
23/09/2006 23.00,8,"24,73093608",28,"28,63532066"
24/09/2006 0.00,8,"20,11831256",23,"28,63532066"
24/09/2006 1.00,8,"19,14749456",22,"25,2505703"
24/09/2006 2.00,8,"21,45122512",24,"25,2505703"
24/09/2006 3.00,8,"19,27728112",22,"25,2505703"
24/09/2006 4.00,8,"16,82301306",20,"25,2505703"
24/09/2006 5.00,8,"14,68152526",17,"25,2505703"
24/09/2006 6.00,8,"14,04686363",17,"25,2505703"
24/09/2006 7.00,8,"17,70427107",20,"25,2505703"
24/09/2006 8.00,9,"25,08784912",28,"25,2505703"
24/09/2006 9.00,9,"30,07558792",33,"25,2505703"
24/09/2006 10.00,8,"23,33183008",26,"25,2505703"
24/09/2006 11.00,7,"19,10727182",22,"25,2505703"
24/09/2006 12.00,8,"20,60631232",23,"25,2505703"
24/09/2006 13.00,8,"25,81985832",29,"25,2505703"
24/09/2006 14.00,8,"19,53425392",22,"25,2505703"
24/09/2006 15.00,8,"12,39207734",15,"25,2505703"
24/09/2006 16.00,8,"11,08771286",14,"25,2505703"
24/09/2006 17.00,8,"10,47382128",13,"25,2505703"
24/09/2006 18.00,8,"12,26488919",15,"25,2505703"
24/09/2006 19.00,8,"15,27724902",18,"25,2505703"
24/09/2006 20.00,9,"26,37535168",29,"25,2505703"
24/09/2006 21.00,9,"50,16793552",57,"25,2505703"
24/09/2006 22.00,9,"48,18609016",55,"25,2505703"
24/09/2006 23.00,9,"35,88743696",39,"25,2505703"
25/09/2006 0.00,9,"29,63299816",32,"25,2505703"
25/09/2006 1.00,,"23,42917",27,"30,16551018"
25/09/2006 2.00,8,"19,17345952",22,"30,16551018"
25/09/2006 3.00,9,"17,2331428",20,"30,16551018"
25/09/2006 4.00,9,"15,98589166",19,"30,16551018"
25/09/2006 5.00,8,"14,47256661",17,"30,16551018"
25/09/2006 6.00,8,"18,93984562",22,"30,16551018"
25/09/2006 7.00,8,"34,20151184",40,"30,16551018"
25/09/2006 8.00,9,"46,96480016",73,"30,16551018"
25/09/2006 9.00,8,"50,83505144",85,"30,16551018"
25/09/2006 10.00,8,"42,23533432",47,"30,16551018"
25/09/2006 11.00,8,"27,98080072",32,"30,16551018"
25/09/2006 12.00,8,"31,80434184",36,"30,16551018"
25/09/2006 13.00,9,"27,78744016",31,"30,16551018"
25/09/2006 14.00,9,"23,5641572",27,"30,16551018"
25/09/2006 15.00,9,"18,95411297",22,"30,16551018"
25/09/2006 16.00,9,"18,84769678",22,"30,16551018"
25/09/2006 17.00,9,"21,70689776",25,"30,16551018"
25/09/2006 18.00,9,"25,44348112",29,"30,16551018"
25/09/2006 19.00,9,"29,15148008",32,"30,16551018"
25/09/2006 20.00,9,"26,55056736",30,"30,16551018"
25/09/2006 21.00,9,"26,93990792",30,"30,16551018"
25/09/2006 22.00,9,"25,88345144",29,"30,16551018"
25/09/2006 23.00,9,"22,36751288",25,"30,16551018"
26/09/2006 0.00,9,"20,92557808",24,"30,16551018"
26/09/2006 1.00,9,"17,56149821",20,"13,24827003"
26/09/2006 2.00,9,"15,4018445",18,"13,24827003"
26/09/2006 3.00,9,"11,18505851",14,"13,24827003"
26/09/2006 4.00,9,"11,15131745",14,"13,24827003"
26/09/2006 5.00,9,"12,73601938",16,"13,24827003"
26/09/2006 6.00,9,"14,90995382",18,"13,24827003"
26/09/2006 7.00,10,"17,40575816",20,"13,24827003"
26/09/2006 8.00,9,"32,0444508",37,"13,24827003"
26/09/2006 9.00,9,"50,59752368",60,"13,24827003"
26/09/2006 10.00,10,"54,62222632",72,"13,24827003"
26/09/2006 11.00,10,"54,40808232",78,"13,24827003"
26/09/2006 12.00,10,"57,39189216",81,"13,24827003"
26/09/2006 13.00,10,"60,6664216",80,"13,24827003"
26/09/2006 14.00,10,"56,178384",71,"13,24827003"
26/09/2006 15.00,10,"38,614274",42,"13,24827003"
26/09/2006 16.00,10,"34,43642016",38,"13,24827003"
26/09/2006 17.00,9,"36,40004416",41,"13,24827003"
26/09/2006 18.00,,,,"13,24827003"
26/09/2006 19.00,,,,"13,24827003"
26/09/2006 20.00,12,"60,25759776",71,"13,24827003"
26/09/2006 21.00,10,"59,9071664",75,"13,24827003"
26/09/2006 22.00,10,"55,80718832",63,"13,24827003"
26/09/2006 23.00,11,"50,44049112",55,"13,24827003"
27/09/2006 0.00,12,"47,64097896",52,"13,24827003"
27/09/2006 1.00,,"40,99846152",45,"11,93962002"
27/09/2006 2.00,11,,,"11,93962002"
27/09/2006 3.00,11,"36,54547088",42,"11,93962002"
27/09/2006 4.00,10,"30,77773168",34,"11,93962002"
27/09/2006 5.00,10,"25,42011648",28,"11,93962002"
27/09/2006 6.00,10,"30,42990064",33,"11,93962002"
27/09/2006 7.00,10,"38,42089432",42,"11,93962002"
27/09/2006 8.00,10,"31,83548832",35,"11,93962002"
27/09/2006 9.00,10,"26,83868664",30,"11,93962002"
27/09/2006 10.00,10,"31,93672872",35,"11,93962002"
27/09/2006 11.00,10,"39,32810008",43,"11,93962002"
27/09/2006 12.00,10,"49,611142",54,"11,93962002"
27/09/2006 13.00,10,"35,64086544",39,"11,93962002"
27/09/2006 14.00,10,"24,69200776",27,"11,93962002"
27/09/2006 15.00,10,"19,71857072",22,"11,93962002"
27/09/2006 16.00,9,"24,23645464",27,"11,93962002"
27/09/2006 17.00,10,"29,58238752",32,"11,93962002"
27/09/2006 18.00,10,"34,7323404",38,"11,93962002"
27/09/2006 19.00,10,"35,39295552",38,"11,93962002"
27/09/2006 20.00,10,"46,2899024",50,"11,93962002"
27/09/2006 21.00,10,"47,24511848",50,"11,93962002"
27/09/2006 22.00,10,"41,79796432",45,"11,93962002"
27/09/2006 23.00,10,"34,9983952",38,"11,93962002"
28/09/2006 0.00,10,"42,9465792",46,"11,93962002"
28/09/2006 1.00,10,"40,96213352",44,"33,73585129"
28/09/2006 2.00,9,"31,05026816",34,"33,73585129"
28/09/2006 3.00,10,"21,42265984",24,"33,73585129"
28/09/2006 4.00,9,"18,48688135",21,"33,73585129"
28/09/2006 5.00,10,"18,65690404",21,"33,73585129"
28/09/2006 6.00,9,"20,3493204",23,"33,73585129"
28/09/2006 7.00,9,"35,46563064",39,"33,73585129"
28/09/2006 8.00,9,"56,27184256",64,"33,73585129"
28/09/2006 9.00,10,"66,98445352",79,"33,73585129"
28/09/2006 10.00,9,"67,763192",80,"33,73585129"
28/09/2006 11.00,9,"68,68728072",83,"33,73585129"
28/09/2006 12.00,9,"71,97737384",84,"33,73585129"
28/09/2006 13.00,10,"61,43605896",66,"33,73585129"
28/09/2006 14.00,9,"40,98679832",44,"33,73585129"
28/09/2006 15.00,10,"28,75563872",32,"33,73585129"
28/09/2006 16.00,10,"25,89901512",29,"33,73585129"
28/09/2006 17.00,9,"31,28259528",34,"33,73585129"
28/09/2006 18.00,9,"41,90696744",45,"33,73585129"
28/09/2006 19.00,9,"48,09653208",51,"33,73585129"
28/09/2006 20.00,10,"65,62429496",72,"33,73585129"
28/09/2006 21.00,10,"81,10271888",100,"33,73585129"
28/09/2006 22.00,9,"71,54000384",79,"33,73585129"
28/09/2006 23.00,9,"53,18029152",56,"33,73585129"
29/09/2006 0.00,9,"44,86223112",48,"33,73585129"
29/09/2006 1.00,,"33,3578992",37,"45,10214996"
29/09/2006 2.00,9,,,"45,10214996"
29/09/2006 3.00,9,"18,61407906",21,"45,10214996"
29/09/2006 4.00,9,"17,02028558",20,"45,10214996"
29/09/2006 5.00,9,"16,87233502",19,"45,10214996"
29/09/2006 6.00,9,"24,18324368",27,"45,10214996"
29/09/2006 7.00,9,"42,33787488",45,"45,10214996"
29/09/2006 8.00,10,"74,88460808",90,"45,10214996"
29/09/2006 9.00,9,"88,78092848",102,"45,10214996"
29/09/2006 10.00,9,"83,03525376",89,"45,10214996"
29/09/2006 11.00,9,"63,19209712",67,"45,10214996"
29/09/2006 12.00,9,"47,49951008",50,"45,10214996"
29/09/2006 13.00,9,"45,71494488",49,"45,10214996"
29/09/2006 14.00,10,"38,65970312",41,"45,10214996"
29/09/2006 15.00,9,"28,09892408",31,"45,10214996"
29/09/2006 16.00,10,"24,55962088",27,"45,10214996"
29/09/2006 17.00,9,"27,21118248",30,"45,10214996"
29/09/2006 18.00,9,"34,9218196",38,"45,10214996"
29/09/2006 19.00,9,"46,24577344",49,"45,10214996"
29/09/2006 20.00,9,"62,80013712",67,"45,10214996"
29/09/2006 21.00,9,"83,17412232",101,"45,10214996"
29/09/2006 22.00,9,"84,39153096",109,"45,10214996"
29/09/2006 23.00,9,"68,05651192",74,"45,10214996"
30/09/2006 0.00,9,"54,48983944",58,"45,10214996"
30/09/2006 1.00,9,"46,90768872",50,"45,30918121"
30/09/2006 2.00,9,"42,4507976",45,"45,30918121"
30/09/2006 3.00,9,"34,83488096",38,"45,30918121"
30/09/2006 4.00,8,"38,43127648",42,"45,30918121"
30/09/2006 5.00,9,"35,35792768",38,"45,30918121"
30/09/2006 6.00,9,"40,27037192",44,"45,30918121"
30/09/2006 7.00,9,"54,89478192",68,"45,30918121"
30/09/2006 8.00,9,"65,40755064",128,"45,30918121"
30/09/2006 9.00,10,"77,406364",145,"45,30918121"
30/09/2006 10.00,9,"77,23116744",95,"45,30918121"
30/09/2006 11.00,9,"55,37499984",58,"45,30918121"
30/09/2006 12.00,9,"43,38914984",46,"45,30918121"
30/09/2006 13.00,9,"40,70646088",44,"45,30918121"
30/09/2006 14.00,9,"33,3085696",36,"45,30918121"
30/09/2006 15.00,9,"24,79582936",28,"45,30918121"
30/09/2006 16.00,9,"23,31106576",26,"45,30918121"
30/09/2006 17.00,9,"23,68226144",26,"45,30918121"
30/09/2006 18.00,9,"28,45583712",31,"45,30918121"
30/09/2006 19.00,9,"39,87841192",43,"45,30918121"
30/09/2006 20.00,9,"69,39592528",75,"45,30918121"
30/09/2006 21.00,9,"82,1124652",96,"45,30918121"
30/09/2006 22.00,9,"72,59517928",79,"45,30918121"
30/09/2006 23.00,9,"67,26871056",73,"45,30918121"
01/10/2006 0.00,9,"62,20439616",67,"45,30918121"
01/10/2006 1.00,,"63,08435592",68,39
01/10/2006 2.00,9,,,39
01/10/2006 3.00,9,"70,25640176",82,39
01/10/2006 4.00,9,"66,91567888",79,39
01/10/2006 5.00,9,"44,77917384",48,39
01/10/2006 6.00,9,"32,07299696",35,39
01/10/2006 7.00,9,"30,34552408",33,39
01/10/2006 8.00,8,"39,54746384",43,39
01/10/2006 9.00,9,"46,776602",51,39
01/10/2006 10.00,9,"43,79539248",47,39
01/10/2006 11.00,8,"34,18594816",37,39
01/10/2006 12.00,8,"29,39939",32,39
01/10/2006 13.00,7,"29,3072316",32,39
01/10/2006 14.00,,"25,39025104",29,39
01/10/2006 15.00,,"20,6893696",23,39
01/10/2006 16.00,9,"19,06833585",22,39
01/10/2006 17.00,9,"19,51608992",22,39
01/10/2006 18.00,9,"22,53362744",25,39
01/10/2006 19.00,9,"32,93349256",36,39
01/10/2006 20.00,9,"57,53076072",61,39
01/10/2006 21.00,9,"77,2908792",83,39
01/10/2006 22.00,9,"66,75214552",71,39
01/10/2006 23.00,9,"58,06288944",62,39
02/10/2006 0.00,9,"59,98764248",64,39
02/10/2006 1.00,9,"53,30489656",56,"39,75796127"
02/10/2006 2.00,9,"44,99071752",48,"39,75796127"
02/10/2006 3.00,9,"37,82129112",41,"39,75796127"
02/10/2006 4.00,9,"28,6738816",31,"39,75796127"
02/10/2006 5.00,9,"30,19237288",33,"39,75796127"
02/10/2006 6.00,9,"36,22750528",39,"39,75796127"
02/10/2006 7.00,9,"51,06217792",58,"39,75796127"
02/10/2006 8.00,9,"69,16617936",119,"39,75796127"
02/10/2006 9.00,9,"79,5556432",156,"39,75796127"
02/10/2006 10.00,10,"82,44471344",97,"39,75796127"
02/10/2006 11.00,8,"55,76305936",59,"39,75796127"
02/10/2006 12.00,9,"38,84660112",42,"39,75796127"
02/10/2006 13.00,9,"35,19439432",38,"39,75796127"
02/10/2006 14.00,10,"32,3170064",35,"39,75796127"
02/10/2006 15.00,9,"27,78223952",31,"39,75796127"
02/10/2006 16.00,9,"25,58364984",28,"39,75796127"
02/10/2006 17.00,8,"29,66674496",32,"39,75796127"
02/10/2006 18.00,9,"33,69534808",36,"39,75796127"
02/10/2006 19.00,9,"41,77199936",45,"39,75796127"
02/10/2006 20.00,9,"68,12918704",73,"39,75796127"
02/10/2006 21.00,9,"87,38962344",94,"39,75796127"
02/10/2006 22.00,10,"82,44083208",88,"39,75796127"
02/10/2006 23.00,9,"63,63854912",68,"39,75796127"
03/10/2006 0.00,9,"54,84807176",59,"39,75796127"
03/10/2006 1.00,,"47,69549008",57,"104,43910217"
03/10/2006 2.00,10,,,"104,43910217"
03/10/2006 3.00,10,"42,98550752",47,"104,43910217"
03/10/2006 4.00,9,"36,63891032",39,"104,43910217"
03/10/2006 5.00,9,"31,84198912",35,"104,43910217"
03/10/2006 6.00,9,"33,41111016",36,"104,43910217"
03/10/2006 7.00,9,"49,46319144",59,"104,43910217"
03/10/2006 8.00,9,"65,90981392",112,"104,43910217"
03/10/2006 9.00,10,"70,36282368",154,"104,43910217"
03/10/2006 10.00,10,"68,89104256",118,"104,43910217"
03/10/2006 11.00,9,"64,65349608",77,"104,43910217"
03/10/2006 12.00,9,"51,05309592",56,"104,43910217"
03/10/2006 13.00,10,"43,6655868",47,"104,43910217"
03/10/2006 14.00,9,"41,66947792",45,"104,43910217"
03/10/2006 15.00,10,"34,55064304",38,"104,43910217"
03/10/2006 16.00,10,"40,36121104",45,"104,43910217"
03/10/2006 17.00,8,"47,62281496",52,"104,43910217"
03/10/2006 18.00,9,"57,02977848",64,"104,43910217"
03/10/2006 19.00,10,"58,29521656",64,"104,43910217"
03/10/2006 20.00,9,"57,27508808",62,"104,43910217"
03/10/2006 21.00,10,"57,11025456",61,"104,43910217"
03/10/2006 22.00,10,"42,7999288",46,"104,43910217"
03/10/2006 23.00,9,"33,01264936",36,"104,43910217"
04/10/2006 0.00,9,"25,7069356",28,"104,43910217"
04/10/2006 1.00,10,"21,83668432",25,"43,08993149"
04/10/2006 2.00,9,"18,79837483",22,"43,08993149"
04/10/2006 3.00,9,"18,2013471",21,"43,08993149"
04/10/2006 4.00,9,"25,06318432",28,"43,08993149"
04/10/2006 5.00,9,"21,3383024",24,"43,08993149"
04/10/2006 6.00,9,"19,53167272",22,"43,08993149"
04/10/2006 7.00,9,"26,28709376",29,"43,08993149"
04/10/2006 8.00,9,"44,2781916",50,"43,08993149"
04/10/2006 9.00,9,"53,07516976",61,"43,08993149"
04/10/2006 10.00,9,"49,67215392",56,"43,08993149"
04/10/2006 11.00,9,"44,53128304",50,"43,08993149"
04/10/2006 12.00,9,"41,42676864",48,"43,08993149"
04/10/2006 13.00,10,"41,70710608",48,"43,08993149"
04/10/2006 14.00,11,"39,35924656",43,"43,08993149"
04/10/2006 15.00,7,"36,4286668",41,"43,08993149"
04/10/2006 16.00,9,"38,95820456",44,"43,08993149"
04/10/2006 17.00,10,"41,40730448",47,"43,08993149"
04/10/2006 18.00,10,"44,61304016",51,"43,08993149"
04/10/2006 19.00,9,"50,8726796",59,"43,08993149"
04/10/2006 20.00,9,"53,41131848",62,"43,08993149"
04/10/2006 21.00,10,"52,19781032",60,"43,08993149"
04/10/2006 22.00,9,"46,96348088",52,"43,08993149"
04/10/2006 23.00,9,"36,86605592",40,"43,08993149"
05/10/2006 0.00,9,"31,38903632",34,"43,08993149"
05/10/2006 1.00,,"30,45974696",34,"24,79133987"
05/10/2006 2.00,9,,,"24,79133987"
05/10/2006 3.00,9,"26,33382304",29,"24,79133987"
05/10/2006 4.00,9,"22,59203904",25,"24,79133987"
05/10/2006 5.00,9,"23,12416776",26,"24,79133987"
05/10/2006 6.00,9,"24,83605784",28,"24,79133987"
05/10/2006 7.00,9,"38,61945552",43,"24,79133987"
05/10/2006 8.00,9,"57,20499416",74,"24,79133987"
05/10/2006 9.00,9,"70,3225952",97,"24,79133987"
05/10/2006 10.00,9,"69,11166824",98,"24,79133987"
05/10/2006 11.00,9,"65,347858",89,"24,79133987"
05/10/2006 12.00,9,"63,46073312",91,"24,79133987"
05/10/2006 13.00,9,"66,32385752",89,"24,79133987"
05/10/2006 14.00,9,"58,79489864",66,"24,79133987"
05/10/2006 15.00,9,"46,05757528",50,"24,79133987"
05/10/2006 16.00,9,"44,82978448",48,"24,79133987"
05/10/2006 17.00,9,"56,17320248",63,"24,79133987"
05/10/2006 18.00,9,"69,47896344",85,"24,79133987"
05/10/2006 19.00,9,"75,76846832",104,"24,79133987"
05/10/2006 20.00,9,"79,384328",122,"24,79133987"
05/10/2006 21.00,10,"77,28177808",120,"24,79133987"
05/10/2006 22.00,10,"72,27201304",112,"24,79133987"
05/10/2006 23.00,9,"66,46272608",86,"24,79133987"
06/10/2006 0.00,9,"61,40881296",75,"24,79133987"
06/10/2006 1.00,9,"50,41452616",57,"22,90530014"
06/10/2006 2.00,9,"30,60899768",33,"22,90530014"
06/10/2006 3.00,9,"22,0365648",25,"22,90530014"
06/10/2006 4.00,9,"20,7841092",23,"22,90530014"
06/10/2006 5.00,9,"21,43176096",24,"22,90530014"
06/10/2006 6.00,8,"26,43246312",29,"22,90530014"
06/10/2006 7.00,8,"43,79667352",49,"22,90530014"
06/10/2006 8.00,9,"60,03825312",75,"22,90530014"
06/10/2006 9.00,9,"66,90009608",93,"22,90530014"
06/10/2006 10.00,11,"70,64186096",97,"22,90530014"
06/10/2006 11.00,,"57,59825432",66,"22,90530014"
06/10/2006 12.00,1,"60,39516616",69,"22,90530014"
06/10/2006 13.00,3,"62,33160152",69,"22,90530014"
06/10/2006 14.00,4,"40,37677472",44,"22,90530014"
06/10/2006 15.00,4,"27,8652968",31,"22,90530014"
06/10/2006 16.00,3,"28,63883464",32,"22,90530014"
06/10/2006 17.00,2,"33,95232088",37,"22,90530014"
06/10/2006 18.00,3,"35,38647384",39,"22,90530014"
06/10/2006 19.00,2,"37,47085976",41,"22,90530014"
06/10/2006 20.00,3,"39,28138992",43,"22,90530014"
06/10/2006 21.00,3,"43,86026664",48,"22,90530014"
06/10/2006 22.00,4,"58,4652316",64,"22,90530014"
06/10/2006 23.00,3,"53,8149608",58,"22,90530014"
07/10/2006 0.00,3,"45,66951576",49,"22,90530014"
07/10/2006 1.00,,"34,40527368",38,"22,12113953"
07/10/2006 2.00,3,,,"22,12113953"
07/10/2006 3.00,3,"21,76270904",25,"22,12113953"
07/10/2006 4.00,3,"20,73609888",24,"22,12113953"
07/10/2006 5.00,3,"17,84443979",21,"22,12113953"
07/10/2006 6.00,3,"21,22928016",24,"22,12113953"
07/10/2006 7.00,3,"32,20278352",35,"22,12113953"
07/10/2006 8.00,3,"54,565134",61,"22,12113953"
07/10/2006 9.00,4,"65,1181312",72,"22,12113953"
07/10/2006 10.00,4,"68,78980216",76,"22,12113953"
07/10/2006 11.00,2,"67,99680016",74,"22,12113953"
07/10/2006 12.00,3,"57,50351472",62,"22,12113953"
07/10/2006 13.00,3,"50,55211368",54,"22,12113953"
07/10/2006 14.00,4,"38,10681008",41,"22,12113953"
07/10/2006 15.00,4,"25,6550248",28,"22,12113953"
07/10/2006 16.00,4,"21,82370184",25,"22,12113953"
07/10/2006 17.00,3,"22,64915048",25,"22,12113953"
07/10/2006 18.00,3,"27,85103328",31,"22,12113953"
07/10/2006 19.00,3,"40,0990376",43,"22,12113953"
07/10/2006 20.00,3,"48,87915192",53,"22,12113953"
07/10/2006 21.00,4,"73,6347528",87,"22,12113953"
07/10/2006 22.00,4,"85,92820536",111,"22,12113953"
07/10/2006 23.00,4,"82,1150464",100,"22,12113953"
08/10/2006 0.00,4,"68,22004528",74,"22,12113953"
08/10/2006 1.00,3,"52,58196936",56,"28,62092972"
08/10/2006 2.00,4,"39,46438744",42,"28,62092972"
08/10/2006 3.00,4,"30,08985144",33,"28,62092972"
08/10/2006 4.00,4,"24,27798328",27,"28,62092972"
08/10/2006 5.00,3,"20,0858468",23,"28,62092972"
08/10/2006 6.00,4,"18,12348281",21,"28,62092972"
08/10/2006 7.00,4,"21,825002",25,"28,62092972"
08/10/2006 8.00,3,"25,84970464",29,"28,62092972"
08/10/2006 9.00,3,"33,7771052",37,"28,62092972"
08/10/2006 10.00,3,"42,02119032",46,"28,62092972"
08/10/2006 11.00,3,"48,0991324",53,"28,62092972"
08/10/2006 12.00,3,"37,50460656",41,"28,62092972"
08/10/2006 13.00,4,"38,63115696",42,"28,62092972"
08/10/2006 14.00,4,"23,33054904",26,"28,62092972"
08/10/2006 15.00,3,"14,45699146",17,"28,62092972"
08/10/2006 16.00,3,"15,91839998",19,"28,62092972"
08/10/2006 17.00,3,"17,49271783",20,"28,62092972"
08/10/2006 18.00,3,"23,13715024",26,"28,62092972"
08/10/2006 19.00,3,"26,43246312",29,"28,62092972"
08/10/2006 20.00,3,"32,8893636",36,"28,62092972"
08/10/2006 21.00,3,"32,19890216",35,"28,62092972"
08/10/2006 22.00,3,"22,89315992",26,"28,62092972"
08/10/2006 23.00,3,"18,2169299",21,"28,62092972"
09/10/2006 0.00,3,"16,28569709",19,"28,62092972"
09/10/2006 1.00,,"11,7275713",15,"31,04639053"
09/10/2006 2.00,3,,,"31,04639053"
09/10/2006 3.00,3,"9,78465809",12,"31,04639053"
