,Provincia di TARANTO
27/11/2014 17.00.00,57
27/11/2014 18.00.00,106
27/11/2014 19.00.00,220
27/11/2014 20.00.00,128
27/11/2014 21.00.00,81
27/11/2014 22.00.00,70
27/11/2014 23.00.00,42
28/11/2014 00.00.00,25
28/11/2014 01.00.00,30
28/11/2014 02.00.00,9
28/11/2014 03.00.00,5
28/11/2014 04.00.00,4
28/11/2014 05.00.00,8
28/11/2014 06.00.00,9
28/11/2014 07.00.00,29
28/11/2014 08.00.00,104
28/11/2014 09.00.00,47
28/11/2014 10.00.00,26
28/11/2014 11.00.00,14
28/11/2014 12.00.00,11
28/11/2014 13.00.00,13
28/11/2014 14.00.00,16
28/11/2014 15.00.00,10
28/11/2014 16.00.00,13
28/11/2014 17.00.00,19
28/11/2014 18.00.00,17
28/11/2014 19.00.00,18
28/11/2014 20.00.00,18
28/11/2014 21.00.00,16
28/11/2014 22.00.00,9
28/11/2014 23.00.00,5
29/11/2014 00.00.00,4
29/11/2014 01.00.00,4
29/11/2014 02.00.00,3
29/11/2014 03.00.00,3
29/11/2014 04.00.00,2
29/11/2014 05.00.00,2
29/11/2014 06.00.00,2
29/11/2014 07.00.00,4
29/11/2014 08.00.00,9
29/11/2014 09.00.00,17
29/11/2014 10.00.00,13
29/11/2014 11.00.00,15
29/11/2014 12.00.00,11
29/11/2014 13.00.00,15
29/11/2014 14.00.00,13
29/11/2014 15.00.00,6
29/11/2014 16.00.00,6
29/11/2014 17.00.00,10
29/11/2014 18.00.00,10
29/11/2014 19.00.00,14
29/11/2014 20.00.00,16
29/11/2014 21.00.00,29
29/11/2014 22.00.00,20
29/11/2014 23.00.00,12
30/11/2014 00.00.00,12
30/11/2014 01.00.00,12
30/11/2014 02.00.00,13
30/11/2014 03.00.00,7
30/11/2014 04.00.00,3
30/11/2014 05.00.00,3
30/11/2014 06.00.00,3
30/11/2014 07.00.00,6
30/11/2014 08.00.00,7
30/11/2014 09.00.00,10
30/11/2014 10.00.00,11
30/11/2014 11.00.00,12
30/11/2014 12.00.00,14
30/11/2014 13.00.00,19
30/11/2014 14.00.00,11
30/11/2014 15.00.00,6
30/11/2014 16.00.00,7
30/11/2014 17.00.00,7
30/11/2014 18.00.00,20
30/11/2014 19.00.00,18
30/11/2014 20.00.00,14
30/11/2014 21.00.00,16
30/11/2014 22.00.00,10
30/11/2014 23.00.00,9
01/12/2014 00.00.00,10
01/12/2014 01.00.00,3
01/12/2014 02.00.00,5
01/12/2014 03.00.00,2
01/12/2014 04.00.00,2
01/12/2014 05.00.00,1
01/12/2014 06.00.00,3
01/12/2014 07.00.00,8
01/12/2014 08.00.00,26
01/12/2014 09.00.00,29
01/12/2014 10.00.00,25
01/12/2014 11.00.00,20
01/12/2014 12.00.00,17
01/12/2014 13.00.00,18
01/12/2014 14.00.00,21
01/12/2014 15.00.00,10
01/12/2014 16.00.00,9
01/12/2014 17.00.00,23
01/12/2014 18.00.00,20
01/12/2014 19.00.00,21
01/12/2014 20.00.00,27
01/12/2014 21.00.00,22
01/12/2014 22.00.00,12
01/12/2014 23.00.00,6
02/12/2014 00.00.00,7
02/12/2014 01.00.00,5
02/12/2014 02.00.00,2
02/12/2014 03.00.00,2
02/12/2014 04.00.00,2
02/12/2014 05.00.00,2
02/12/2014 06.00.00,9
02/12/2014 07.00.00,30
02/12/2014 08.00.00,72
02/12/2014 09.00.00,77
02/12/2014 10.00.00,41
02/12/2014 11.00.00,37
02/12/2014 12.00.00,17
02/12/2014 13.00.00,18
02/12/2014 14.00.00,16
02/12/2014 15.00.00,10
02/12/2014 16.00.00,16
02/12/2014 17.00.00,79
02/12/2014 18.00.00,98
02/12/2014 19.00.00,88
02/12/2014 20.00.00,67
02/12/2014 21.00.00,63
02/12/2014 22.00.00,35
02/12/2014 23.00.00,18
03/12/2014 00.00.00,12
03/12/2014 01.00.00,21
03/12/2014 02.00.00,6
03/12/2014 03.00.00,3
03/12/2014 04.00.00,2
03/12/2014 05.00.00,4
03/12/2014 06.00.00,3
03/12/2014 07.00.00,11
03/12/2014 08.00.00,57
03/12/2014 09.00.00,66
03/12/2014 10.00.00,30
03/12/2014 11.00.00,12
03/12/2014 12.00.00,13
03/12/2014 13.00.00,15
03/12/2014 14.00.00,12
03/12/2014 15.00.00,9
03/12/2014 16.00.00,17
03/12/2014 17.00.00,32
03/12/2014 18.00.00,31
03/12/2014 19.00.00,37
03/12/2014 20.00.00,48
03/12/2014 21.00.00,67
03/12/2014 22.00.00,50
03/12/2014 23.00.00,16
04/12/2014 00.00.00,12
04/12/2014 01.00.00,9
04/12/2014 02.00.00,5
04/12/2014 03.00.00,3
04/12/2014 04.00.00,2
04/12/2014 05.00.00,2
04/12/2014 06.00.00,4
04/12/2014 07.00.00,31
04/12/2014 08.00.00,68
04/12/2014 09.00.00,77
04/12/2014 10.00.00,25
04/12/2014 11.00.00,17
04/12/2014 12.00.00,18
04/12/2014 13.00.00,14
04/12/2014 14.00.00,12
04/12/2014 15.00.00,14
04/12/2014 16.00.00,13
04/12/2014 17.00.00,33
04/12/2014 18.00.00,33
04/12/2014 19.00.00,43
04/12/2014 20.00.00,37
04/12/2014 21.00.00,48
04/12/2014 22.00.00,37
04/12/2014 23.00.00,28
05/12/2014 00.00.00,27
05/12/2014 01.00.00,13
05/12/2014 02.00.00,7
05/12/2014 03.00.00,6
05/12/2014 04.00.00,3
05/12/2014 05.00.00,4
05/12/2014 06.00.00,9
05/12/2014 07.00.00,33
05/12/2014 08.00.00,95
05/12/2014 09.00.00,85
05/12/2014 10.00.00,53
05/12/2014 11.00.00,32
05/12/2014 12.00.00,14
05/12/2014 13.00.00,21
05/12/2014 14.00.00,22
05/12/2014 15.00.00,20
05/12/2014 16.00.00,15
05/12/2014 17.00.00,35
05/12/2014 18.00.00,44
05/12/2014 19.00.00,38
05/12/2014 20.00.00,22
05/12/2014 21.00.00,35
05/12/2014 22.00.00,16
05/12/2014 23.00.00,21
06/12/2014 00.00.00,7
06/12/2014 01.00.00,10
06/12/2014 02.00.00,14
06/12/2014 03.00.00,10
06/12/2014 04.00.00,12
06/12/2014 05.00.00,8
06/12/2014 06.00.00,13
06/12/2014 07.00.00,23
06/12/2014 08.00.00,41
06/12/2014 09.00.00,44
06/12/2014 10.00.00,30
06/12/2014 11.00.00,17
06/12/2014 12.00.00,13
06/12/2014 13.00.00,19
06/12/2014 14.00.00,17
06/12/2014 15.00.00,7
06/12/2014 16.00.00,17
06/12/2014 17.00.00,26
06/12/2014 18.00.00,36
06/12/2014 19.00.00,18
06/12/2014 20.00.00,33
06/12/2014 21.00.00,40
06/12/2014 22.00.00,71
06/12/2014 23.00.00,44
07/12/2014 00.00.00,29
07/12/2014 01.00.00,24
07/12/2014 02.00.00,35
07/12/2014 03.00.00,16
07/12/2014 04.00.00,16
07/12/2014 05.00.00,13
07/12/2014 06.00.00,10
07/12/2014 07.00.00,12
07/12/2014 08.00.00,20
07/12/2014 09.00.00,21
07/12/2014 10.00.00,22
07/12/2014 11.00.00,23
07/12/2014 12.00.00,12
07/12/2014 13.00.00,16
07/12/2014 14.00.00,11
07/12/2014 15.00.00,8
07/12/2014 16.00.00,6
07/12/2014 17.00.00,21
07/12/2014 18.00.00,97
07/12/2014 19.00.00,40
07/12/2014 20.00.00,24
07/12/2014 21.00.00,17
07/12/2014 22.00.00,21
07/12/2014 23.00.00,15
08/12/2014 00.00.00,14
08/12/2014 01.00.00,15
08/12/2014 02.00.00,9
08/12/2014 03.00.00,5
08/12/2014 04.00.00,2
08/12/2014 05.00.00,2
08/12/2014 06.00.00,2
08/12/2014 07.00.00,2
08/12/2014 08.00.00,9
08/12/2014 09.00.00,6
08/12/2014 10.00.00,6
08/12/2014 11.00.00,7
08/12/2014 12.00.00,8
08/12/2014 13.00.00,10
08/12/2014 14.00.00,6
08/12/2014 15.00.00,3
08/12/2014 16.00.00,3
08/12/2014 17.00.00,4
08/12/2014 18.00.00,7
08/12/2014 19.00.00,10
08/12/2014 20.00.00,10
08/12/2014 21.00.00,8
08/12/2014 22.00.00,7
08/12/2014 23.00.00,8
09/12/2014 00.00.00,6
09/12/2014 01.00.00,3
09/12/2014 02.00.00,4
09/12/2014 03.00.00,2
09/12/2014 04.00.00,2
09/12/2014 05.00.00,2
09/12/2014 06.00.00,3
09/12/2014 07.00.00,7
09/12/2014 08.00.00,28
09/12/2014 09.00.00,26
09/12/2014 10.00.00,19
09/12/2014 11.00.00,10
09/12/2014 12.00.00,12
09/12/2014 13.00.00,13
09/12/2014 14.00.00,9
09/12/2014 15.00.00,11
09/12/2014 16.00.00,11
09/12/2014 17.00.00,14
09/12/2014 18.00.00,13
09/12/2014 19.00.00,20
09/12/2014 20.00.00,12
09/12/2014 21.00.00,17
09/12/2014 22.00.00,12
09/12/2014 23.00.00,9
10/12/2014 00.00.00,4
10/12/2014 01.00.00,3
10/12/2014 02.00.00,2
10/12/2014 03.00.00,1
10/12/2014 04.00.00,1
10/12/2014 05.00.00,1
10/12/2014 06.00.00,3
10/12/2014 07.00.00,8
10/12/2014 08.00.00,16
10/12/2014 09.00.00,28
10/12/2014 10.00.00,21
10/12/2014 11.00.00,14
10/12/2014 12.00.00,17
10/12/2014 13.00.00,13
10/12/2014 14.00.00,13
10/12/2014 15.00.00,8
10/12/2014 16.00.00,13
10/12/2014 17.00.00,18
10/12/2014 18.00.00,26
10/12/2014 19.00.00,30
10/12/2014 20.00.00,15
10/12/2014 21.00.00,14
10/12/2014 22.00.00,12
10/12/2014 23.00.00,9
11/12/2014 00.00.00,5
11/12/2014 01.00.00,6
11/12/2014 02.00.00,4
11/12/2014 03.00.00,2
11/12/2014 04.00.00,2
11/12/2014 05.00.00,2
11/12/2014 06.00.00,4
11/12/2014 07.00.00,13
11/12/2014 08.00.00,42
11/12/2014 09.00.00,48
11/12/2014 10.00.00,36
11/12/2014 11.00.00,21
11/12/2014 12.00.00,19
11/12/2014 13.00.00,28
11/12/2014 14.00.00,29
11/12/2014 15.00.00,12
11/12/2014 16.00.00,22
11/12/2014 17.00.00,24
11/12/2014 18.00.00,34
11/12/2014 19.00.00,26
11/12/2014 20.00.00,17
11/12/2014 21.00.00,13
11/12/2014 22.00.00,7
11/12/2014 23.00.00,8
12/12/2014 00.00.00,8
12/12/2014 01.00.00,5
12/12/2014 02.00.00,3
12/12/2014 03.00.00,1
12/12/2014 04.00.00,2
12/12/2014 05.00.00,3
12/12/2014 06.00.00,2
12/12/2014 07.00.00,4
12/12/2014 08.00.00,14
12/12/2014 09.00.00,28
12/12/2014 10.00.00,15
12/12/2014 11.00.00,14
12/12/2014 12.00.00,11
12/12/2014 13.00.00,16
12/12/2014 14.00.00,17
12/12/2014 15.00.00,8
12/12/2014 16.00.00,10
12/12/2014 17.00.00,18
12/12/2014 18.00.00,14
12/12/2014 19.00.00,24
12/12/2014 20.00.00,31
12/12/2014 21.00.00,29
12/12/2014 22.00.00,23
12/12/2014 23.00.00,46
13/12/2014 00.00.00,19
13/12/2014 01.00.00,13
13/12/2014 02.00.00,15
13/12/2014 03.00.00,10
13/12/2014 04.00.00,10
13/12/2014 05.00.00,8
13/12/2014 06.00.00,11
13/12/2014 07.00.00,29
13/12/2014 08.00.00,67
13/12/2014 09.00.00,98
13/12/2014 10.00.00,49
13/12/2014 11.00.00,22
13/12/2014 12.00.00,17
13/12/2014 13.00.00,15
13/12/2014 14.00.00,14
13/12/2014 15.00.00,10
13/12/2014 16.00.00,7
13/12/2014 17.00.00,63
13/12/2014 18.00.00,177
13/12/2014 19.00.00,121
13/12/2014 20.00.00,58
13/12/2014 21.00.00,46
13/12/2014 22.00.00,84
13/12/2014 23.00.00,78
14/12/2014 00.00.00,58
14/12/2014 01.00.00,29
14/12/2014 02.00.00,24
14/12/2014 03.00.00,12
14/12/2014 04.00.00,11
14/12/2014 05.00.00,8
14/12/2014 06.00.00,13
14/12/2014 07.00.00,24
14/12/2014 08.00.00,32
14/12/2014 09.00.00,32
14/12/2014 10.00.00,52
14/12/2014 11.00.00,28
14/12/2014 12.00.00,17
14/12/2014 13.00.00,15
14/12/2014 14.00.00,14
14/12/2014 15.00.00,5
14/12/2014 16.00.00,11
14/12/2014 17.00.00,66
14/12/2014 18.00.00,136
14/12/2014 19.00.00,127
14/12/2014 20.00.00,116
14/12/2014 21.00.00,85
14/12/2014 22.00.00,53
14/12/2014 23.00.00,86
15/12/2014 00.00.00,73
15/12/2014 01.00.00,22
15/12/2014 02.00.00,14
15/12/2014 03.00.00,7
15/12/2014 04.00.00,5
15/12/2014 05.00.00,9
15/12/2014 06.00.00,10
15/12/2014 07.00.00,51
15/12/2014 08.00.00,87
15/12/2014 09.00.00,103
15/12/2014 10.00.00,71
15/12/2014 11.00.00,41
15/12/2014 12.00.00,19
15/12/2014 13.00.00,22
15/12/2014 14.00.00,20
15/12/2014 15.00.00,17
15/12/2014 16.00.00,21
15/12/2014 17.00.00,60
15/12/2014 18.00.00,119
15/12/2014 19.00.00,130
15/12/2014 20.00.00,60
15/12/2014 21.00.00,57
15/12/2014 22.00.00,43
15/12/2014 23.00.00,21
16/12/2014 00.00.00,15
16/12/2014 01.00.00,21
16/12/2014 02.00.00,25
16/12/2014 03.00.00,12
16/12/2014 04.00.00,7
16/12/2014 05.00.00,13
16/12/2014 06.00.00,17
16/12/2014 07.00.00,72
16/12/2014 08.00.00,80
16/12/2014 09.00.00,77
16/12/2014 10.00.00,19
16/12/2014 11.00.00,16
16/12/2014 12.00.00,15
16/12/2014 13.00.00,14
16/12/2014 14.00.00,14
16/12/2014 15.00.00,11
16/12/2014 16.00.00,21
16/12/2014 17.00.00,48
16/12/2014 18.00.00,48
16/12/2014 19.00.00,128
16/12/2014 20.00.00,120
16/12/2014 21.00.00,154
16/12/2014 22.00.00,185
16/12/2014 23.00.00,11
17/12/2014 00.00.00,7
17/12/2014 01.00.00,9
17/12/2014 02.00.00,15
17/12/2014 03.00.00,4
17/12/2014 04.00.00,4
17/12/2014 05.00.00,3
17/12/2014 06.00.00,11
17/12/2014 07.00.00,25
17/12/2014 08.00.00,113
17/12/2014 09.00.00,107
17/12/2014 10.00.00,94
17/12/2014 11.00.00,23
17/12/2014 12.00.00,17
17/12/2014 13.00.00,22
17/12/2014 14.00.00,21
17/12/2014 15.00.00,15
17/12/2014 16.00.00,64
17/12/2014 17.00.00,118
17/12/2014 18.00.00,270
17/12/2014 19.00.00,185
17/12/2014 20.00.00,87
17/12/2014 21.00.00,142
17/12/2014 22.00.00,82
17/12/2014 23.00.00,35
18/12/2014 00.00.00,41
18/12/2014 01.00.00,32
18/12/2014 02.00.00,17
18/12/2014 03.00.00,13
18/12/2014 04.00.00,9
18/12/2014 05.00.00,5
18/12/2014 06.00.00,18
18/12/2014 07.00.00,32
18/12/2014 08.00.00,162
18/12/2014 09.00.00,211
18/12/2014 10.00.00,38
18/12/2014 11.00.00,30
18/12/2014 12.00.00,32
18/12/2014 13.00.00,24
18/12/2014 14.00.00,23
18/12/2014 15.00.00,11
18/12/2014 16.00.00,19
18/12/2014 17.00.00,31
18/12/2014 18.00.00,38
18/12/2014 19.00.00,26
18/12/2014 20.00.00,16
18/12/2014 21.00.00,18
18/12/2014 22.00.00,14
18/12/2014 23.00.00,7
19/12/2014 00.00.00,8
19/12/2014 01.00.00,6
19/12/2014 02.00.00,6
19/12/2014 03.00.00,2
19/12/2014 04.00.00,4
19/12/2014 05.00.00,5
19/12/2014 06.00.00,6
19/12/2014 07.00.00,36
19/12/2014 08.00.00,78
19/12/2014 09.00.00,49
19/12/2014 10.00.00,28
19/12/2014 11.00.00,18
19/12/2014 12.00.00,16
19/12/2014 13.00.00,16
19/12/2014 14.00.00,24
19/12/2014 15.00.00,15
19/12/2014 16.00.00,21
19/12/2014 17.00.00,57
19/12/2014 18.00.00,55
19/12/2014 19.00.00,37
19/12/2014 20.00.00,46
19/12/2014 21.00.00,48
19/12/2014 22.00.00,49
19/12/2014 23.00.00,26
20/12/2014 00.00.00,29
20/12/2014 01.00.00,29
20/12/2014 02.00.00,23
20/12/2014 03.00.00,17
20/12/2014 04.00.00,18
20/12/2014 05.00.00,18
20/12/2014 06.00.00,20
20/12/2014 07.00.00,20
20/12/2014 08.00.00,47
20/12/2014 09.00.00,100
20/12/2014 10.00.00,74
20/12/2014 11.00.00,40
20/12/2014 12.00.00,23
20/12/2014 13.00.00,19
20/12/2014 14.00.00,21
20/12/2014 15.00.00,19
20/12/2014 16.00.00,27
20/12/2014 17.00.00,76
20/12/2014 18.00.00,189
20/12/2014 19.00.00,253
20/12/2014 20.00.00,166
20/12/2014 21.00.00,97
20/12/2014 22.00.00,100
20/12/2014 23.00.00,54
21/12/2014 00.00.00,38
21/12/2014 01.00.00,67
21/12/2014 02.00.00,45
21/12/2014 03.00.00,59
21/12/2014 04.00.00,47
21/12/2014 05.00.00,20
21/12/2014 06.00.00,29
21/12/2014 07.00.00,39
21/12/2014 08.00.00,17
21/12/2014 09.00.00,7
21/12/2014 10.00.00,13
21/12/2014 11.00.00,9
21/12/2014 12.00.00,9
21/12/2014 13.00.00,10
21/12/2014 14.00.00,12
21/12/2014 15.00.00,5
21/12/2014 16.00.00,4
21/12/2014 17.00.00,7
21/12/2014 18.00.00,8
21/12/2014 19.00.00,10
21/12/2014 20.00.00,12
21/12/2014 21.00.00,13
21/12/2014 22.00.00,11
21/12/2014 23.00.00,13
22/12/2014 00.00.00,12
22/12/2014 01.00.00,6
22/12/2014 02.00.00,3
22/12/2014 03.00.00,3
22/12/2014 04.00.00,3
22/12/2014 05.00.00,3
22/12/2014 06.00.00,3
22/12/2014 07.00.00,5
22/12/2014 08.00.00,20
22/12/2014 09.00.00,24
22/12/2014 10.00.00,27
22/12/2014 11.00.00,23
22/12/2014 12.00.00,16
22/12/2014 13.00.00,19
22/12/2014 14.00.00,17
22/12/2014 15.00.00,15
22/12/2014 16.00.00,30
22/12/2014 17.00.00,141
22/12/2014 18.00.00,214
22/12/2014 19.00.00,134
22/12/2014 20.00.00,106
22/12/2014 21.00.00,109
22/12/2014 22.00.00,59
22/12/2014 23.00.00,88
23/12/2014 00.00.00,78
23/12/2014 01.00.00,49
23/12/2014 02.00.00,34
23/12/2014 03.00.00,24
23/12/2014 04.00.00,12
23/12/2014 05.00.00,11
23/12/2014 06.00.00,21
23/12/2014 07.00.00,42
23/12/2014 08.00.00,104
23/12/2014 09.00.00,166
23/12/2014 10.00.00,72
23/12/2014 11.00.00,24
23/12/2014 12.00.00,24
23/12/2014 13.00.00,39
23/12/2014 14.00.00,44
23/12/2014 15.00.00,49
23/12/2014 16.00.00,90
23/12/2014 17.00.00,50
23/12/2014 18.00.00,46
23/12/2014 19.00.00,47
23/12/2014 20.00.00,73
23/12/2014 21.00.00,140
23/12/2014 22.00.00,124
23/12/2014 23.00.00,83
24/12/2014 00.00.00,66
24/12/2014 01.00.00,66
24/12/2014 02.00.00,38
24/12/2014 03.00.00,20
24/12/2014 04.00.00,19
24/12/2014 05.00.00,24
24/12/2014 06.00.00,18
24/12/2014 07.00.00,39
24/12/2014 08.00.00,100
24/12/2014 09.00.00,122
24/12/2014 10.00.00,118
24/12/2014 11.00.00,63
24/12/2014 12.00.00,51
24/12/2014 13.00.00,25
24/12/2014 14.00.00,19
24/12/2014 15.00.00,16
24/12/2014 16.00.00,27
24/12/2014 17.00.00,40
24/12/2014 18.00.00,144
24/12/2014 19.00.00,88
24/12/2014 20.00.00,55
24/12/2014 21.00.00,41
24/12/2014 22.00.00,37
24/12/2014 23.00.00,32
25/12/2014 00.00.00,27
25/12/2014 01.00.00,49
25/12/2014 02.00.00,88
25/12/2014 03.00.00,24
25/12/2014 04.00.00,23
25/12/2014 05.00.00,15
25/12/2014 06.00.00,10
25/12/2014 07.00.00,9
25/12/2014 08.00.00,7
25/12/2014 09.00.00,21
25/12/2014 10.00.00,17
25/12/2014 11.00.00,20
25/12/2014 12.00.00,19
25/12/2014 13.00.00,17
25/12/2014 14.00.00,10
25/12/2014 15.00.00,5
25/12/2014 16.00.00,5
25/12/2014 17.00.00,10
25/12/2014 18.00.00,43
25/12/2014 19.00.00,22
25/12/2014 20.00.00,36
25/12/2014 21.00.00,30
25/12/2014 22.00.00,15
25/12/2014 23.00.00,18
26/12/2014 00.00.00,23
26/12/2014 01.00.00,16
26/12/2014 02.00.00,17
26/12/2014 03.00.00,10
26/12/2014 04.00.00,6
26/12/2014 05.00.00,5
26/12/2014 06.00.00,11
26/12/2014 07.00.00,15
26/12/2014 08.00.00,21
26/12/2014 09.00.00,20
26/12/2014 10.00.00,17
26/12/2014 11.00.00,10
26/12/2014 12.00.00,15
26/12/2014 13.00.00,16
26/12/2014 14.00.00,12
26/12/2014 15.00.00,4
26/12/2014 16.00.00,4
26/12/2014 17.00.00,5
26/12/2014 18.00.00,5
26/12/2014 19.00.00,6
26/12/2014 20.00.00,8
26/12/2014 21.00.00,8
26/12/2014 22.00.00,8
26/12/2014 23.00.00,5
27/12/2014 00.00.00,6
27/12/2014 01.00.00,6
27/12/2014 02.00.00,5
27/12/2014 03.00.00,3
27/12/2014 04.00.00,2
27/12/2014 05.00.00,2
27/12/2014 06.00.00,2
27/12/2014 07.00.00,3
27/12/2014 08.00.00,6
27/12/2014 09.00.00,8
27/12/2014 10.00.00,11
27/12/2014 11.00.00,7
27/12/2014 12.00.00,10
27/12/2014 13.00.00,10
27/12/2014 14.00.00,9
27/12/2014 15.00.00,4
27/12/2014 16.00.00,7
27/12/2014 17.00.00,9
27/12/2014 18.00.00,26
27/12/2014 19.00.00,40
27/12/2014 20.00.00,41
27/12/2014 21.00.00,22
27/12/2014 22.00.00,24
27/12/2014 23.00.00,8
28/12/2014 00.00.00,8
28/12/2014 01.00.00,7
28/12/2014 02.00.00,4
28/12/2014 03.00.00,3
28/12/2014 04.00.00,2
28/12/2014 05.00.00,2
28/12/2014 06.00.00,2
28/12/2014 07.00.00,2
28/12/2014 08.00.00,3
28/12/2014 09.00.00,7
28/12/2014 10.00.00,9
28/12/2014 11.00.00,12
28/12/2014 12.00.00,20
28/12/2014 13.00.00,13
28/12/2014 14.00.00,12
28/12/2014 15.00.00,5
28/12/2014 16.00.00,5
28/12/2014 17.00.00,8
28/12/2014 18.00.00,28
28/12/2014 19.00.00,23
28/12/2014 20.00.00,29
28/12/2014 21.00.00,20
28/12/2014 22.00.00,8
28/12/2014 23.00.00,7
29/12/2014 00.00.00,5
29/12/2014 01.00.00,3
29/12/2014 02.00.00,3
29/12/2014 03.00.00,2
29/12/2014 04.00.00,2
29/12/2014 05.00.00,2
29/12/2014 06.00.00,5
29/12/2014 07.00.00,4
29/12/2014 08.00.00,6
29/12/2014 09.00.00,10
29/12/2014 10.00.00,11
29/12/2014 11.00.00,11
29/12/2014 12.00.00,12
29/12/2014 13.00.00,9
29/12/2014 14.00.00,8
29/12/2014 15.00.00,7
29/12/2014 16.00.00,7
29/12/2014 17.00.00,10
29/12/2014 18.00.00,13
29/12/2014 19.00.00,16
29/12/2014 20.00.00,25
29/12/2014 21.00.00,26
29/12/2014 22.00.00,17
29/12/2014 23.00.00,9
30/12/2014 00.00.00,5
30/12/2014 01.00.00,3
30/12/2014 02.00.00,4
30/12/2014 03.00.00,2
30/12/2014 04.00.00,1
30/12/2014 05.00.00,2
30/12/2014 06.00.00,2
30/12/2014 07.00.00,3
30/12/2014 08.00.00,6
30/12/2014 09.00.00,8
30/12/2014 10.00.00,13
30/12/2014 11.00.00,10
30/12/2014 12.00.00,11
30/12/2014 13.00.00,11
30/12/2014 14.00.00,10
30/12/2014 15.00.00,7
30/12/2014 16.00.00,7
30/12/2014 17.00.00,10
30/12/2014 18.00.00,11
30/12/2014 19.00.00,13
30/12/2014 20.00.00,13
30/12/2014 21.00.00,14
30/12/2014 22.00.00,7
30/12/2014 23.00.00,4
31/12/2014 00.00.00,4
31/12/2014 01.00.00,3
31/12/2014 02.00.00,3
31/12/2014 03.00.00,1
31/12/2014 04.00.00,1
31/12/2014 05.00.00,1
31/12/2014 06.00.00,1
31/12/2014 07.00.00,3
31/12/2014 08.00.00,5
31/12/2014 09.00.00,10
31/12/2014 10.00.00,11
31/12/2014 11.00.00,12
31/12/2014 12.00.00,18
31/12/2014 13.00.00,14
31/12/2014 14.00.00,14
31/12/2014 15.00.00,11
31/12/2014 16.00.00,14
31/12/2014 17.00.00,20
31/12/2014 18.00.00,29
31/12/2014 19.00.00,22
31/12/2014 20.00.00,15
31/12/2014 21.00.00,11
31/12/2014 22.00.00,4
31/12/2014 23.00.00,2
01/01/2015 00.00.00,3
,
NetC,TAR v.Alto Adige
Stat,
Parm,IPA TOT
Unit,ng/m3
01/01/2015 01.00.00,9
01/01/2015 02.00.00,12
01/01/2015 03.00.00,12
01/01/2015 04.00.00,4
01/01/2015 05.00.00,4
01/01/2015 06.00.00,2
01/01/2015 07.00.00,2
01/01/2015 08.00.00,2
01/01/2015 09.00.00,2
01/01/2015 10.00.00,3
01/01/2015 11.00.00,5
01/01/2015 12.00.00,7
01/01/2015 13.00.00,12
01/01/2015 14.00.00,11
01/01/2015 15.00.00,4
01/01/2015 16.00.00,4
01/01/2015 17.00.00,5
01/01/2015 18.00.00,8
01/01/2015 19.00.00,11
01/01/2015 20.00.00,15
01/01/2015 21.00.00,17
01/01/2015 22.00.00,18
01/01/2015 23.00.00,16
02/01/2015 00.00.00,11
02/01/2015 01.00.00,5
02/01/2015 02.00.00,2
02/01/2015 03.00.00,1
02/01/2015 04.00.00,2
02/01/2015 05.00.00,2
02/01/2015 06.00.00,2
02/01/2015 07.00.00,3
02/01/2015 08.00.00,8
02/01/2015 09.00.00,15
02/01/2015 10.00.00,14
02/01/2015 11.00.00,12
02/01/2015 12.00.00,17
02/01/2015 13.00.00,14
02/01/2015 14.00.00,10
02/01/2015 15.00.00,8
02/01/2015 16.00.00,9
02/01/2015 17.00.00,16
02/01/2015 18.00.00,18
02/01/2015 19.00.00,17
02/01/2015 20.00.00,22
02/01/2015 21.00.00,28
02/01/2015 22.00.00,11
02/01/2015 23.00.00,9
03/01/2015 00.00.00,11
03/01/2015 01.00.00,18
03/01/2015 02.00.00,27
03/01/2015 03.00.00,12
03/01/2015 04.00.00,9
03/01/2015 05.00.00,5
03/01/2015 06.00.00,10
03/01/2015 07.00.00,10
03/01/2015 08.00.00,75
03/01/2015 09.00.00,86
03/01/2015 10.00.00,27
03/01/2015 11.00.00,18
03/01/2015 12.00.00,17
03/01/2015 13.00.00,16
03/01/2015 14.00.00,9
03/01/2015 15.00.00,9
03/01/2015 16.00.00,10
03/01/2015 17.00.00,25
03/01/2015 18.00.00,125
03/01/2015 19.00.00,84
03/01/2015 20.00.00,107
03/01/2015 21.00.00,152
03/01/2015 22.00.00,47
03/01/2015 23.00.00,44
04/01/2015 00.00.00,95
04/01/2015 01.00.00,29
04/01/2015 02.00.00,63
04/01/2015 03.00.00,22
04/01/2015 04.00.00,27
04/01/2015 05.00.00,13
04/01/2015 06.00.00,18
04/01/2015 07.00.00,33
04/01/2015 08.00.00,51
04/01/2015 09.00.00,63
04/01/2015 10.00.00,15
04/01/2015 11.00.00,15
04/01/2015 12.00.00,15
04/01/2015 13.00.00,15
04/01/2015 14.00.00,8
04/01/2015 15.00.00,4
04/01/2015 16.00.00,4
04/01/2015 17.00.00,12
04/01/2015 18.00.00,13
04/01/2015 19.00.00,15
04/01/2015 20.00.00,14
04/01/2015 21.00.00,17
04/01/2015 22.00.00,10
04/01/2015 23.00.00,6
05/01/2015 00.00.00,7
05/01/2015 01.00.00,4
05/01/2015 02.00.00,4
05/01/2015 03.00.00,2
05/01/2015 04.00.00,2
05/01/2015 05.00.00,2
05/01/2015 06.00.00,2
05/01/2015 07.00.00,4
05/01/2015 08.00.00,6
05/01/2015 09.00.00,10
