NetC,SIMAGE Brindisi,
Stat,Mesagne,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3 293K,ug/m3 293K
Field,Aver,Aver
03/08/2006 4.00,"0,11067","6,957892"
03/08/2006 5.00,"0,191779","14,970956"
03/08/2006 6.00,"0,215696","18,634841"
03/08/2006 7.00,"0,178558","20,25198"
03/08/2006 8.00,"0,145134","13,179886"
03/08/2006 9.00,"0,072344","9,059148"
03/08/2006 10.00,"0,114978","7,362829"
03/08/2006 11.00,"0,055558","7,406956"
03/08/2006 12.00,"0,16296","6,381638"
03/08/2006 13.00,"0,22342","5,31219"
03/08/2006 14.00,"0,351025","4,495829"
03/08/2006 15.00,"0,172764","4,32451"
03/08/2006 16.00,"0,416239","4,273894"
03/08/2006 17.00,"0,219409","4,35436"
03/08/2006 18.00,"0,217775","11,970272"
03/08/2006 19.00,"0,34226","11,235673"
03/08/2006 20.00,"0,335724","12,715247"
03/08/2006 21.00,"0,344785","7,949467"
03/08/2006 22.00,"0,381329","16,441435"
03/08/2006 23.00,"0,322948","18,181887"
04/08/2006 0.00,"0,34642","7,689892"
04/08/2006 1.00,,"7,513382"
04/08/2006 2.00,"0,450512",
04/08/2006 3.00,"0,469942","6,181765"
04/08/2006 4.00,"0,659893","6,754127"
04/08/2006 5.00,"0,684884","8,389445"
04/08/2006 6.00,"0,423726","11,536779"
04/08/2006 7.00,"0,69164","13,09423"
04/08/2006 8.00,"0,381335","8,917679"
04/08/2006 9.00,"0,311023","8,13117"
04/08/2006 10.00,"0,392336","7,078595"
04/08/2006 11.00,"0,313535","6,079232"
04/08/2006 12.00,"0,472752","6,12466"
04/08/2006 13.00,"0,446506","5,144766"
04/08/2006 14.00,"0,59819","4,414062"
04/08/2006 15.00,"0,855643","4,595765"
04/08/2006 16.00,"0,871008","4,600956"
04/08/2006 17.00,"0,576726","5,12919"
04/08/2006 18.00,"0,444652","6,882615"
04/08/2006 19.00,"0,618997","9,757402"
04/08/2006 20.00,"0,790233","12,933292"
04/08/2006 21.00,"0,570389","25,086548"
04/08/2006 22.00,"0,589999","11,920949"
04/08/2006 23.00,"0,480226","7,490019"
05/08/2006 0.00,"0,595739","6,855361"
05/08/2006 1.00,"0,4877","8,14934"
05/08/2006 2.00,"0,440288","9,523786"
05/08/2006 3.00,"0,450751","8,469913"
05/08/2006 4.00,"0,439212","7,602936"
05/08/2006 5.00,"0,559089","7,90534"
05/08/2006 6.00,"0,646022","11,602975"
05/08/2006 7.00,"0,408659","8,08704"
05/08/2006 8.00,"0,496489","8,397232"
05/08/2006 9.00,"0,319812","7,731424"
05/08/2006 10.00,"0,36029","9,867721"
05/08/2006 11.00,"0,568177","10,52704"
05/08/2006 12.00,"0,721057","7,820976"
05/08/2006 13.00,"0,670056","6,063659"
05/08/2006 14.00,"0,702283","5,495191"
05/08/2006 15.00,"0,891754","6,597084"
05/08/2006 16.00,"0,616127","7,373211"
05/08/2006 17.00,"0,57828","10,122105"
05/08/2006 18.00,"0,661089","10,45825"
05/08/2006 19.00,"0,76285","14,829485"
05/08/2006 20.00,"0,574274","29,024293"
05/08/2006 21.00,"0,753582","35,456547"
05/08/2006 22.00,"0,628802","18,379162"
05/08/2006 23.00,"0,676095","12,289546"
06/08/2006 0.00,"0,57553","11,152608"
06/08/2006 1.00,,"10,381676"
06/08/2006 2.00,"1,436317",
06/08/2006 3.00,"1,32536","10,336246"
06/08/2006 4.00,"1,345534","9,178552"
06/08/2006 5.00,"1,055413","8,019551"
06/08/2006 6.00,"1,424188","8,55168"
06/08/2006 7.00,"1,220047","8,209042"
06/08/2006 8.00,"1,056974","7,839149"
06/08/2006 9.00,"0,610264","5,676892"
06/08/2006 10.00,"0,620351","6,661978"
06/08/2006 11.00,"0,797713","7,260296"
06/08/2006 12.00,"0,767453","6,908574"
06/08/2006 13.00,"0,71954","4,695702"
06/08/2006 14.00,"1,706265","4,096083"
06/08/2006 15.00,"2,057748","4,244041"
06/08/2006 16.00,"1,36871","4,802128"
06/08/2006 17.00,"1,464657","5,194084"
06/08/2006 18.00,"1,229054","10,262267"
06/08/2006 19.00,"1,256792","11,348589"
06/08/2006 20.00,"1,333046","9,32651"
06/08/2006 21.00,"1,475465","6,703508"
06/08/2006 22.00,"2,102179","8,542594"
06/08/2006 23.00,"1,488073","11,612061"
07/08/2006 0.00,"1,631212","7,257702"
07/08/2006 1.00,"1,525419","7,704169"
07/08/2006 2.00,"1,409058","8,406318"
07/08/2006 3.00,"1,404375","7,229148"
07/08/2006 4.00,"1,297621","7,146085"
07/08/2006 5.00,"1,640579","11,336913"
07/08/2006 6.00,"1,408578","17,608229"
07/08/2006 7.00,"1,571771","20,336337"
07/08/2006 8.00,"1,456971","15,301906"
07/08/2006 9.00,"1,088316","15,573167"
07/08/2006 10.00,"0,823412","10,868378"
07/08/2006 11.00,"0,839023","9,61853"
07/08/2006 12.00,"0,772737","8,100021"
07/08/2006 13.00,"0,934369","5,217446"
07/08/2006 14.00,"1,00798","6,349189"
07/08/2006 15.00,"0,83398","5,575657"
07/08/2006 16.00,"1,250428","5,657424"
07/08/2006 17.00,"1,168531","5,862488"
07/08/2006 18.00,"1,52722","9,721063"
07/08/2006 19.00,"1,464897","18,328545"
07/08/2006 20.00,"1,656669","20,019672"
07/08/2006 21.00,"1,233496","22,642667"
07/08/2006 22.00,"1,289095","22,444087"
07/08/2006 23.00,"1,430073","19,374621"
08/08/2006 0.00,"1,385882","17,553717"
08/08/2006 1.00,,"16,277905"
08/08/2006 2.00,"0,223896",
08/08/2006 3.00,"0,337643","12,079293"
08/08/2006 4.00,"0,262051","8,982574"
08/08/2006 5.00,"0,298047","17,221464"
08/08/2006 6.00,"0,313886","15,483604"
08/08/2006 7.00,"0,160183","17,625104"
08/08/2006 8.00,"0,158382","14,408972"
08/08/2006 9.00,"0,109788","12,166252"
08/08/2006 10.00,"0,130666","10,734698"
08/08/2006 11.00,"0,063713","8,03383"
08/08/2006 12.00,"0,078112","8,686657"
08/08/2006 13.00,"0,079192","5,456253"
08/08/2006 14.00,"0,200498","4,947489"
08/08/2006 15.00,"0,200498","4,277786"
08/08/2006 16.00,"0,267451","4,632105"
08/08/2006 17.00,"0,300927","6,516618"
08/08/2006 18.00,"0,45139","11,36287"
08/08/2006 19.00,"0,471548","23,211126"
08/08/2006 20.00,"0,700483","28,934753"
08/08/2006 21.00,"0,407115","33,26316"
08/08/2006 22.00,"0,430512","19,487544"
08/08/2006 23.00,"0,233974","14,357052"
09/08/2006 0.00,"0,381558","12,345359"
09/08/2006 1.00,"0,433753","12,604932"
09/08/2006 2.00,"0,416115","14,904756"
09/08/2006 3.00,"0,37256","19,809409"
09/08/2006 4.00,"0,592135","15,674399"
09/08/2006 5.00,"0,299127","22,691978"
09/08/2006 6.00,"0,490986","29,190427"
09/08/2006 7.00,"0,573417","25,757564"
09/08/2006 8.00,"0,202298","9,920934"
09/08/2006 9.00,"0,116988","9,500424"
09/08/2006 10.00,"0,201218","11,085118"
09/08/2006 11.00,"0,262771","16,694523"
09/08/2006 12.00,"0,664127","15,874264"
09/08/2006 13.00,"0,369319","8,077957"
09/08/2006 14.00,"0,111948","7,169445"
09/08/2006 15.00,"0,17674","8,475105"
09/08/2006 16.00,"0,145424","7,775551"
09/08/2006 17.00,"0,250893","8,410211"
09/08/2006 18.00,"0,641089","8,600997"
09/08/2006 19.00,"0,522303","14,75161"
09/08/2006 20.00,"0,510064","18,314264"
09/08/2006 21.00,"0,693284","17,657541"
09/08/2006 22.00,"0,54894","9,657465"
09/08/2006 23.00,"0,499266","10,899524"
10/08/2006 0.00,"0,503945","4,898169"
10/08/2006 1.00,,"4,416659"
10/08/2006 2.00,"1,629248",
10/08/2006 3.00,"1,306372","3,770318"
10/08/2006 4.00,"1,515588","3,448447"
10/08/2006 5.00,"1,565944","4,857935"
10/08/2006 6.00,"1,585367","7,18502"
10/08/2006 7.00,,
10/08/2006 8.00,"1,286229","17,754887"
10/08/2006 9.00,"1,35409","13,51344"
10/08/2006 10.00,"1,099194","9,784658"
10/08/2006 11.00,"1,081209","10,20386"
10/08/2006 12.00,"0,998362","11,162994"
10/08/2006 13.00,"0,890338","9,365446"
10/08/2006 14.00,"1,268845","10,362206"
10/08/2006 15.00,"1,791945","6,896894"
10/08/2006 16.00,"1,623613","6,481575"
10/08/2006 17.00,"1,348214","7,562702"
10/08/2006 18.00,"1,531294","7,571787"
10/08/2006 19.00,"1,535131","17,853521"
10/08/2006 20.00,"1,360444","27,814685"
10/08/2006 21.00,"1,471347","12,285651"
10/08/2006 22.00,"1,462114","8,281723"
10/08/2006 23.00,"1,348096","7,639275"
11/08/2006 0.00,"1,265248","7,614616"
11/08/2006 1.00,"1,612343","6,725575"
11/08/2006 2.00,"1,208178","4,97085"
11/08/2006 3.00,"1,594718","5,358913"
11/08/2006 4.00,"1,124732","5,640551"
11/08/2006 5.00,"1,159141","10,80348"
11/08/2006 6.00,"1,337185","13,523828"
11/08/2006 7.00,"1,485734","12,516673"
11/08/2006 8.00,"1,188276","9,089"
11/08/2006 9.00,"0,815763","7,043553"
11/08/2006 10.00,"0,657263","8,778806"
11/08/2006 11.00,"0,777397","7,990997"
11/08/2006 12.00,"0,846576","7,599041"
11/08/2006 13.00,"0,981338","6,964381"
11/08/2006 14.00,"1,200864","6,292084"
11/08/2006 15.00,"1,181562","6,305063"
11/08/2006 16.00,"1,267047","7,164254"
11/08/2006 17.00,"1,551076","6,311552"
11/08/2006 18.00,"1,561747","8,145445"
11/08/2006 19.00,"1,440894","10,135083"
11/08/2006 20.00,"1,780315","13,135761"
11/08/2006 21.00,"1,803575","11,330422"
11/08/2006 22.00,"1,803095","9,17985"
11/08/2006 23.00,"1,687157","6,74504"
12/08/2006 0.00,"1,619776","6,06885"
12/08/2006 1.00,,"8,115594"
12/08/2006 2.00,"0,499868",
12/08/2006 3.00,"0,566925","7,050041"
12/08/2006 4.00,"0,480914","8,307679"
12/08/2006 5.00,"0,571123","10,987784"
12/08/2006 6.00,"0,467959","10,846315"
12/08/2006 7.00,"0,549651","9,434233"
12/08/2006 8.00,"0,355317","6,234978"
12/08/2006 9.00,"0,270987","5,945553"
12/08/2006 10.00,"0,23296","6,359574"
12/08/2006 11.00,"0,146829","6,283"
12/08/2006 12.00,"0,246635","6,455617"
12/08/2006 13.00,"0,473597","4,392"
12/08/2006 14.00,"0,581679","3,652212"
12/08/2006 15.00,"0,517621","3,644425"
12/08/2006 16.00,"0,578561","3,939043"
12/08/2006 17.00,"0,490871","4,759297"
12/08/2006 18.00,"0,722871","6,729468"
12/08/2006 19.00,"0,484873","11,471893"
12/08/2006 20.00,"0,585638","18,855479"
12/08/2006 21.00,"0,797965","17,23963"
12/08/2006 22.00,"0,919243","17,020285"
12/08/2006 23.00,"0,670809","16,425863"
13/08/2006 0.00,"0,594275","14,639992"
13/08/2006 1.00,"0,861063","14,039083"
13/08/2006 2.00,"0,653534","11,229181"
13/08/2006 3.00,"0,517021","8,318062"
13/08/2006 4.00,"0,500828","7,134404"
13/08/2006 5.00,"0,621266","9,227872"
13/08/2006 6.00,"0,699239","11,177265"
13/08/2006 7.00,"0,489791","10,571165"
13/08/2006 8.00,"0,624625","8,550382"
13/08/2006 9.00,"0,237878","5,130489"
13/08/2006 10.00,"0,214966","4,488041"
13/08/2006 11.00,"0,432931","4,24534"
13/08/2006 12.00,"0,353278","4,789149"
13/08/2006 13.00,,
13/08/2006 14.00,"0,775773","3,436766"
13/08/2006 15.00,"0,835392","3,968893"
13/08/2006 16.00,"1,134088","5,883255"
13/08/2006 17.00,"1,268082","9,630213"
13/08/2006 18.00,"1,089583","7,841745"
13/08/2006 19.00,"0,929559","7,297935"
13/08/2006 20.00,"0,816918","9,294061"
13/08/2006 21.00,"0,892132","10,676292"
13/08/2006 22.00,"0,649936","8,392041"
13/08/2006 23.00,"0,75514","11,615946"
14/08/2006 0.00,"0,738345","14,116947"
14/08/2006 1.00,,"13,028031"
14/08/2006 2.00,"0,04152",
14/08/2006 3.00,"0,12239","8,270042"
14/08/2006 4.00,"0,049323","6,8307"
14/08/2006 5.00,"0,118111","10,101338"
14/08/2006 6.00,"0,107746","17,173442"
14/08/2006 7.00,"0,128205","19,713369"
14/08/2006 8.00,"0,057036","16,50504"
14/08/2006 9.00,"0,02778","9,325212"
14/08/2006 10.00,"0,023622","9,70938"
14/08/2006 11.00,"0,019042","6,95919"
14/08/2006 12.00,"0,0116","5,846913"
14/08/2006 13.00,"0,009431","4,127234"
14/08/2006 14.00,"0,045527","4,332297"
14/08/2006 15.00,"0,051132","5,098042"
14/08/2006 16.00,"0,050891","8,896912"
14/08/2006 17.00,"0,073157","5,297915"
14/08/2006 18.00,"0,053391","7,384891"
14/08/2006 19.00,"0,147578","11,230483"
14/08/2006 20.00,"0,292776","16,57123"
14/08/2006 21.00,"0,131489","20,527137"
14/08/2006 22.00,"0,121727","14,710076"
14/08/2006 23.00,"0,11332","15,181207"
15/08/2006 0.00,"0,126939","14,50371"
15/08/2006 1.00,"0,215492","15,278541"
15/08/2006 2.00,"0,13866","11,528996"
15/08/2006 3.00,"0,266202","13,327846"
15/08/2006 4.00,"0,094067","11,139629"
15/08/2006 5.00,"0,167736","11,503039"
15/08/2006 6.00,"0,19651","10,660719"
15/08/2006 7.00,"0,131639","13,596505"
15/08/2006 8.00,"0,119919","7,817083"
15/08/2006 9.00,"0,020187","6,458212"
15/08/2006 10.00,"0,010938","4,366042"
15/08/2006 11.00,"0,016391","5,001998"
15/08/2006 12.00,"0,016572","4,277786"
15/08/2006 13.00,"0,054295","3,515935"
15/08/2006 14.00,"0,013258","3,746956"
15/08/2006 15.00,"0,097773","4,406277"
15/08/2006 16.00,"0,071108","3,207041"
15/08/2006 17.00,"0,121365","4,337488"
15/08/2006 18.00,"0,197354","5,318681"
15/08/2006 19.00,"0,161077","8,080554"
15/08/2006 20.00,"0,171652","12,787924"
15/08/2006 21.00,"0,262194","26,493455"
15/08/2006 22.00,"0,294072","31,51362"
15/08/2006 23.00,"0,241223","21,758808"
16/08/2006 0.00,"0,172767","13,419993"
16/08/2006 1.00,,"9,660062"
16/08/2006 2.00,"0,608922",
16/08/2006 3.00,"0,737135",
16/08/2006 4.00,"0,909794",
16/08/2006 5.00,"0,840622",
16/08/2006 6.00,"0,981077",
16/08/2006 7.00,"0,831033",
16/08/2006 8.00,"0,572376",
16/08/2006 9.00,"0,25516",
16/08/2006 10.00,"0,292611",
16/08/2006 11.00,"0,31981",
16/08/2006 12.00,"0,481735",
16/08/2006 13.00,"0,304793",
16/08/2006 14.00,"0,462738",
16/08/2006 15.00,"0,532754",
16/08/2006 16.00,"0,560375",
16/08/2006 17.00,"0,607112",
16/08/2006 18.00,"0,652403",
16/08/2006 19.00,"0,873369",
16/08/2006 20.00,"0,940913",
16/08/2006 21.00,"0,831938",
16/08/2006 22.00,"1,14059",
16/08/2006 23.00,"1,069849",
17/08/2006 0.00,"1,179186",
17/08/2006 1.00,"0,924268",
17/08/2006 2.00,"1,025343",
17/08/2006 3.00,"0,848402",
17/08/2006 4.00,"0,875479",
17/08/2006 5.00,"1,103561",
17/08/2006 6.00,"0,890194",
17/08/2006 7.00,"1,054652",
17/08/2006 8.00,"0,593665",
17/08/2006 9.00,"0,457973",
17/08/2006 10.00,"0,341641",
17/08/2006 11.00,"0,344837",
17/08/2006 12.00,"0,457671",
17/08/2006 13.00,"0,482639",
17/08/2006 14.00,"0,708851",
17/08/2006 15.00,"0,890315",
17/08/2006 16.00,"0,826993",
17/08/2006 17.00,"1,074795",
17/08/2006 18.00,"0,960634",
17/08/2006 19.00,"0,605002",
17/08/2006 20.00,"0,70668",
17/08/2006 21.00,"0,74389",
17/08/2006 22.00,"0,739366",
17/08/2006 23.00,"0,895321",
18/08/2006 0.00,"1,110135",
18/08/2006 1.00,,
18/08/2006 2.00,"0,602312",
18/08/2006 3.00,"0,461602",
18/08/2006 4.00,"0,424843",
18/08/2006 5.00,"0,541569",
18/08/2006 6.00,"0,531987",
18/08/2006 7.00,"0,777371",
18/08/2006 8.00,"0,545847",
18/08/2006 9.00,"0,437015",
18/08/2006 10.00,"0,118534",
18/08/2006 11.00,"0,255147",
18/08/2006 12.00,"0,315287",
18/08/2006 13.00,"0,387721",
18/08/2006 14.00,"0,732959",
18/08/2006 15.00,"0,443885",
18/08/2006 16.00,"0,710541",
18/08/2006 17.00,,
18/08/2006 18.00,"0,700357",
18/08/2006 19.00,"0,537109","21,423959"
18/08/2006 20.00,"0,436654","27,874379"
18/08/2006 21.00,"0,370487","28,777702"
18/08/2006 22.00,"0,495529","24,820493"
18/08/2006 23.00,"0,450032","26,681634"
19/08/2006 0.00,"0,420504","19,551136"
19/08/2006 1.00,"0,55356","16,852864"
19/08/2006 2.00,"0,729404","16,55046"
19/08/2006 3.00,"0,637926","18,486881"
19/08/2006 4.00,"0,60876","22,839947"
19/08/2006 5.00,"0,59948","27,834149"
19/08/2006 6.00,"0,573507","30,645345"
19/08/2006 7.00,"0,397122","28,557058"
19/08/2006 8.00,"0,392543","17,660143"
19/08/2006 9.00,"0,311371","19,726352"
19/08/2006 10.00,"0,178073","18,275338"
19/08/2006 11.00,"0,202418","13,753549"
19/08/2006 12.00,"0,33421","12,66982"
19/08/2006 13.00,"0,425506","9,157788"
19/08/2006 14.00,"0,538013","7,499105"
19/08/2006 15.00,"0,633527","6,417978"
19/08/2006 16.00,"0,574472","9,226574"
19/08/2006 17.00,"0,25358","12,515382"
19/08/2006 18.00,"0,527889","20,409032"
19/08/2006 19.00,"0,414899","31,786178"
19/08/2006 20.00,"0,607374","51,602088"
19/08/2006 21.00,"1,002146","50,554713"
19/08/2006 22.00,"0,441776","44,895975"
19/08/2006 23.00,"0,584655","30,829642"
20/08/2006 0.00,,
20/08/2006 1.00,,"33,353996"
20/08/2006 2.00,"0,318347",
20/08/2006 3.00,"0,537099","32,855617"
20/08/2006 4.00,"0,56897","31,481174"
20/08/2006 5.00,"0,282493","31,761511"
20/08/2006 6.00,"0,159355","26,167689"
20/08/2006 7.00,"0,210783","36,44425"
20/08/2006 8.00,"0,195572","31,024322"
20/08/2006 9.00,"0,061207","23,600485"
20/08/2006 10.00,"0,03839","22,880178"
20/08/2006 11.00,"0,120965","16,515417"
20/08/2006 12.00,"0,139436","14,190926"
20/08/2006 13.00,"0,248811","10,445269"
20/08/2006 14.00,"0,45887","9,963764"
20/08/2006 15.00,"0,479876","6,523105"
20/08/2006 16.00,"0,405993","5,730105"
20/08/2006 17.00,"0,243741","8,183085"
20/08/2006 18.00,"0,172031","13,455034"
20/08/2006 19.00,"0,273801","10,586739"
20/08/2006 20.00,"0,258952","13,846996"
20/08/2006 21.00,"0,324142","18,290912"
20/08/2006 22.00,"0,304947","20,662103"
20/08/2006 23.00,"0,243378","17,739313"
21/08/2006 0.00,"0,120603","20,762045"
21/08/2006 1.00,"0,152836","20,825637"
21/08/2006 2.00,"0,194124","15,691274"
21/08/2006 3.00,"0,18181","17,599144"
21/08/2006 4.00,"0,052153","14,578992"
21/08/2006 5.00,"0,141609","26,525883"
21/08/2006 6.00,"0,305672","44,607856"
21/08/2006 7.00,"0,150663","26,220899"
21/08/2006 8.00,"0,067364","13,99106"
21/08/2006 9.00,"0,156095","9,065637"
21/08/2006 10.00,"0,154647","7,39917"
21/08/2006 11.00,"0,08837","7,866401"
21/08/2006 12.00,"0,158993","9,089"
21/08/2006 13.00,"0,214043","7,243425"
21/08/2006 14.00,"0,218389","6,586702"
21/08/2006 15.00,"0,272715","6,433553"
21/08/2006 16.00,"0,277785","8,643829"
21/08/2006 17.00,"0,375571","12,797017"
21/08/2006 18.00,"0,366155","21,43046"
21/08/2006 19.00,"0,298791","28,893207"
21/08/2006 20.00,"0,474806","19,355156"
21/08/2006 21.00,"0,489654","6,327127"
21/08/2006 22.00,"0,439675","3,950723"
21/08/2006 23.00,"0,398387","5,726212"
22/08/2006 0.00,"0,405268","6,829402"
22/08/2006 1.00,,"5,631467"
22/08/2006 2.00,"0,852777",
22/08/2006 3.00,"0,989153","5,151255"
22/08/2006 4.00,"0,927","5,172021"
22/08/2006 5.00,"0,44612","10,268757"
22/08/2006 6.00,"0,910375","14,414156"
22/08/2006 7.00,"0,61104","12,10395"
22/08/2006 8.00,"0,612338","10,769741"
22/08/2006 9.00,"0,33723","8,51404"
22/08/2006 10.00,"0,155053","9,946893"
22/08/2006 11.00,"0,322808","9,752213"
22/08/2006 12.00,"0,52321","9,034489"
22/08/2006 13.00,"0,365532","5,746979"
22/08/2006 14.00,"0,197685","4,818999"
22/08/2006 15.00,"0,517417","5,123999"
22/08/2006 16.00,"0,519347","5,453659"
22/08/2006 17.00,"0,464133","7,013701"
22/08/2006 18.00,"0,574532","10,467332"
22/08/2006 19.00,"0,54074","20,466123"
22/08/2006 20.00,"0,716793","24,507709"
22/08/2006 21.00,"0,170984","19,682223"
22/08/2006 22.00,"0,483865","15,461543"
22/08/2006 23.00,"0,433689","17,006013"
23/08/2006 0.00,"0,643143","13,544589"
23/08/2006 1.00,"0,682457","15,784712"
23/08/2006 2.00,"0,473004","16,480374"
23/08/2006 3.00,"0,485525","14,719161"
23/08/2006 4.00,"0,658862","11,758718"
23/08/2006 5.00,"0,699082","19,552436"
23/08/2006 6.00,"0,480215","44,105575"
23/08/2006 7.00,"0,77961","36,139227"
23/08/2006 8.00,"0,400018","18,146848"
23/08/2006 9.00,"0,374613","16,572519"
23/08/2006 10.00,"0,210388","12,456974"
23/08/2006 11.00,"0,183444","10,020872"
23/08/2006 12.00,"0,244271","7,940382"
23/08/2006 13.00,"0,176686","6,127254"
23/08/2006 14.00,"0,401225","5,016275"
23/08/2006 15.00,"0,183746","5,630169"
23/08/2006 16.00,"0,303317","5,724914"
23/08/2006 17.00,"0,558903","8,81385"
23/08/2006 18.00,"0,494033","12,729528"
23/08/2006 19.00,"0,592424","20,508972"
23/08/2006 20.00,"0,665801","25,435679"
23/08/2006 21.00,"0,875315","32,938693"
23/08/2006 22.00,"0,589377","31,692717"
23/08/2006 23.00,"0,514007","19,985926"
24/08/2006 0.00,"0,416039","20,772426"
24/08/2006 1.00,,"24,884087"
24/08/2006 2.00,"0,86527",
24/08/2006 3.00,"0,680171","16,521907"
24/08/2006 4.00,"0,621932","17,303226"
24/08/2006 5.00,"0,686762","26,406498"
24/08/2006 6.00,"1,170638","46,254854"
24/08/2006 7.00,"1,082603","44,265208"
24/08/2006 8.00,"0,764684","44,777872"
24/08/2006 9.00,"0,493356","18,777613"
24/08/2006 10.00,"0,278281","28,398725"
24/08/2006 11.00,"0,338054","20,977488"
24/08/2006 12.00,"0,550602","11,682144"
24/08/2006 13.00,"0,61516","9,466679"
24/08/2006 14.00,"0,926307","7,547127"
24/08/2006 15.00,"1,025809","10,416717"
24/08/2006 16.00,"0,795563","18,279224"
24/08/2006 17.00,"0,738589","9,810615"
24/08/2006 18.00,"0,615341","10,771034"
24/08/2006 19.00,"1,056057","11,23438"
24/08/2006 20.00,"1,079171","17,118931"
24/08/2006 21.00,"1,132715","17,664031"
24/08/2006 22.00,"0,83439","12,723038"
24/08/2006 23.00,"0,870236","11,917052"
25/08/2006 0.00,"1,360613","10,924179"
25/08/2006 1.00,"1,348062","9,3927"
25/08/2006 2.00,"1,222465","10,433593"
25/08/2006 3.00,"1,030685","12,192201"
25/08/2006 4.00,"0,955742","18,455735"
25/08/2006 5.00,"1,161157","27,930188"
25/08/2006 6.00,"1,575999","45,41975"
25/08/2006 7.00,,
25/08/2006 8.00,"0,681344","29,200809"
25/08/2006 9.00,"0,529654","16,280509"
25/08/2006 10.00,"0,427984","10,785314"
25/08/2006 11.00,"0,320176","8,75804"
25/08/2006 12.00,"0,464914","11,429058"
25/08/2006 13.00,"0,549427","6,877426"
25/08/2006 14.00,"0,685046","5,418615"
25/08/2006 15.00,"0,794661","4,748915"
25/08/2006 16.00,"0,951228","6,06885"
25/08/2006 17.00,"0,664911","6,597084"
25/08/2006 18.00,"0,857143","10,702252"
25/08/2006 19.00,"1,130187","10,895628"
25/08/2006 20.00,"1,235377","10,246694"
25/08/2006 21.00,"0,9952","11,218807"
25/08/2006 22.00,"0,93958","8,504956"
25/08/2006 23.00,"1,383457","6,780084"
26/08/2006 0.00,,
26/08/2006 1.00,,
26/08/2006 2.00,,
26/08/2006 3.00,,
26/08/2006 4.00,,
26/08/2006 5.00,,
26/08/2006 6.00,,
26/08/2006 7.00,,
26/08/2006 8.00,,
26/08/2006 9.00,,
26/08/2006 10.00,,
26/08/2006 11.00,,
26/08/2006 12.00,,
26/08/2006 13.00,,
26/08/2006 14.00,,
26/08/2006 15.00,,
26/08/2006 16.00,,
26/08/2006 17.00,,
26/08/2006 18.00,,
26/08/2006 19.00,,
26/08/2006 20.00,,
26/08/2006 21.00,,
26/08/2006 22.00,,
26/08/2006 23.00,,
27/08/2006 0.00,,
27/08/2006 1.00,,
27/08/2006 2.00,,
27/08/2006 3.00,,
27/08/2006 4.00,,
27/08/2006 5.00,,
27/08/2006 6.00,,
27/08/2006 7.00,,
27/08/2006 8.00,,
27/08/2006 9.00,,
27/08/2006 10.00,,
27/08/2006 11.00,,
27/08/2006 12.00,,
27/08/2006 13.00,,
27/08/2006 14.00,,
27/08/2006 15.00,,
27/08/2006 16.00,,
27/08/2006 17.00,,
27/08/2006 18.00,,
27/08/2006 19.00,,
27/08/2006 20.00,,
27/08/2006 21.00,,
27/08/2006 22.00,,
27/08/2006 23.00,,
28/08/2006 0.00,,
28/08/2006 1.00,,
28/08/2006 2.00,,
28/08/2006 3.00,,
28/08/2006 4.00,,
28/08/2006 5.00,,
28/08/2006 6.00,,
28/08/2006 7.00,,
28/08/2006 8.00,,
28/08/2006 9.00,,
28/08/2006 10.00,,
28/08/2006 11.00,,
28/08/2006 12.00,,
28/08/2006 13.00,,
28/08/2006 14.00,"1,363115","5,567872"
28/08/2006 15.00,"1,449077","5,32517"
28/08/2006 16.00,"1,563211","5,429"
28/08/2006 17.00,"1,363927","8,504956"
28/08/2006 18.00,"1,590933","8,85019"
28/08/2006 19.00,"1,792023","17,458976"
28/08/2006 20.00,"2,070948","19,492724"
28/08/2006 21.00,"1,807013","23,834112"
28/08/2006 22.00,"1,382529","26,405198"
28/08/2006 23.00,"1,502894","15,914504"
29/08/2006 0.00,"1,228844","11,419976"
29/08/2006 1.00,"1,215028","8,966999"
29/08/2006 2.00,"1,587682","10,565968"
29/08/2006 3.00,"1,326816","10,275246"
29/08/2006 4.00,"1,252502","7,082489"
29/08/2006 5.00,"1,290064","9,321317"
29/08/2006 6.00,"1,417383","20,224734"
29/08/2006 7.00,"1,405102","28,904889"
29/08/2006 8.00,"1,273902","15,801588"
29/08/2006 9.00,"0,934839","11,835291"
29/08/2006 10.00,"0,89574","7,813191"
29/08/2006 11.00,"0,926712","8,33104"
29/08/2006 12.00,"0,933213","8,89302"
29/08/2006 13.00,"1,54443","6,311552"
29/08/2006 14.00,"1,037415","4,336192"
29/08/2006 15.00,"1,450342","4,869617"
29/08/2006 16.00,"1,179903","4,96436"
29/08/2006 17.00,"1,625065","6,079232"
29/08/2006 18.00,"1,511743","8,76583"
29/08/2006 19.00,"1,441492","10,730801"
29/08/2006 20.00,"1,664525","10,360904"
29/08/2006 21.00,"1,430114","7,997488"
29/08/2006 22.00,"1,293767","9,383616"
29/08/2006 23.00,"1,616577","7,007212"
30/08/2006 0.00,"1,364379","5,182403"
30/08/2006 1.00,,"4,950084"
30/08/2006 2.00,"0,887452",
30/08/2006 3.00,"0,974487","3,885828"
30/08/2006 4.00,"0,744528","5,798893"
30/08/2006 5.00,"0,423643","6,033807"
30/08/2006 6.00,"0,43324","8,446552"
30/08/2006 7.00,"1,165637","12,000127"
