NetC,SIMAGE Brindisi,
Stat,Mesagne,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3 293K,ug/m3 293K
Field,Aver,Aver
04/05/2006 1.00,,"5,292722"
04/05/2006 2.00,"1,09415",
04/05/2006 3.00,"1,110138","5,740487"
04/05/2006 4.00,"0,905102","5,769041"
04/05/2006 5.00,"1,340254","8,494572"
04/05/2006 6.00,"0,827195","15,471927"
04/05/2006 7.00,"0,925481","28,649216"
04/05/2006 8.00,"0,76418","18,026136"
04/05/2006 9.00,"0,330596","13,477099"
04/05/2006 10.00,"0,34392","13,727589"
04/05/2006 11.00,"0,175722","10,154551"
04/05/2006 12.00,"0,342666","13,407014"
04/05/2006 13.00,"0,464935","16,803544"
04/05/2006 14.00,"0,390006","9,19153"
04/05/2006 15.00,"0,838169","10,135083"
04/05/2006 16.00,"0,891151","9,625019"
04/05/2006 17.00,"0,58595","12,092273"
04/05/2006 18.00,"0,615419","13,702933"
04/05/2006 19.00,"0,568706","16,175372"
04/05/2006 20.00,"0,686743","15,670502"
04/05/2006 21.00,"0,59269","12,667225"
04/05/2006 22.00,"0,581247","21,96517"
04/05/2006 23.00,"1,271126","31,565533"
05/05/2006 0.00,"1,010285","20,74388"
05/05/2006 1.00,"0,86952","10,598417"
05/05/2006 2.00,"0,798195","6,715191"
05/05/2006 3.00,"1,014048","5,118808"
05/05/2006 4.00,"1,114527","5,086359"
05/05/2006 5.00,"0,980658","7,75868"
05/05/2006 6.00,"0,904162","14,906058"
05/05/2006 7.00,"0,973605","21,292873"
05/05/2006 8.00,"0,942254","17,914522"
05/05/2006 9.00,"0,471048","13,297992"
05/05/2006 10.00,"0,249553","12,968332"
05/05/2006 11.00,"0,248927","13,130564"
05/05/2006 12.00,"0,430292","9,418657"
05/05/2006 13.00,"0,601311","9,282381"
05/05/2006 14.00,"0,772018","6,81253"
05/05/2006 15.00,"0,842715","7,383595"
05/05/2006 16.00,"1,120484","7,826168"
05/05/2006 17.00,"1,201056","9,229168"
05/05/2006 18.00,"0,670598","11,578311"
05/05/2006 19.00,"0,877671","16,573823"
05/05/2006 20.00,"1,063425","28,680362"
05/05/2006 21.00,"1,121581","21,166986"
05/05/2006 22.00,"0,978307","13,897613"
05/05/2006 23.00,"1,116722","11,661373"
06/05/2006 0.00,"0,990377","9,464082"
06/05/2006 1.00,,"8,565957"
06/05/2006 2.00,"0,464487",
06/05/2006 3.00,"0,550824","6,651595"
06/05/2006 4.00,"0,815869","6,687935"
06/05/2006 5.00,"0,777036","13,867759"
06/05/2006 6.00,"1,002492","9,879403"
06/05/2006 7.00,"0,588149","10,206464"
06/05/2006 8.00,"0,396624","11,8275"
06/05/2006 9.00,"0,219425","9,875509"
06/05/2006 10.00,"0,187378","8,903402"
06/05/2006 11.00,"0,157971","8,297298"
06/05/2006 12.00,"0,142891","9,439425"
06/05/2006 13.00,"0,206607","8,880041"
06/05/2006 14.00,"0,145906","6,310254"
06/05/2006 15.00,"0,144775","6,160999"
06/05/2006 16.00,"0,170035","6,754127"
06/05/2006 17.00,"0,295206","7,637977"
06/05/2006 18.00,"0,191903","11,028014"
06/05/2006 19.00,"0,122154","13,10072"
06/05/2006 20.00,"0,29332","17,545926"
06/05/2006 21.00,"0,683912","18,324652"
06/05/2006 22.00,"0,329891","21,076128"
06/05/2006 23.00,"0,504828","14,136416"
07/05/2006 0.00,"0,34271","9,506913"
07/05/2006 1.00,"0,360807","12,088377"
07/05/2006 2.00,"0,257881","11,040993"
07/05/2006 3.00,"0,152692","7,971529"
07/05/2006 4.00,"0,098402","7,805403"
07/05/2006 5.00,"0,131202","9,66785"
07/05/2006 6.00,"0,17833","13,268138"
07/05/2006 7.00,"0,312926","19,333092"
07/05/2006 8.00,"0,409065","19,412249"
07/05/2006 9.00,"0,456193","12,807394"
07/05/2006 10.00,"0,268814","10,183101"
07/05/2006 11.00,"0,475797","8,664595"
07/05/2006 12.00,"0,473913","9,745722"
07/05/2006 13.00,"0,634523","6,883915"
07/05/2006 14.00,"0,645833","5,466637"
07/05/2006 15.00,"0,647718","5,813168"
07/05/2006 16.00,"0,388329","7,14349"
07/05/2006 17.00,"0,562512","7,791127"
07/05/2006 18.00,"0,636031","11,042295"
07/05/2006 19.00,"0,481453","12,942373"
07/05/2006 20.00,"0,355529","23,902906"
07/05/2006 21.00,"0,493895","26,052184"
07/05/2006 22.00,"0,317073","15,735399"
07/05/2006 23.00,"0,544792","13,172095"
08/05/2006 0.00,"0,669208","17,732823"
08/05/2006 1.00,,"15,43299"
08/05/2006 2.00,"0,691811",
08/05/2006 3.00,"1,018183","7,635383"
08/05/2006 4.00,"1,309263","8,643829"
08/05/2006 5.00,"0,855878","11,103295"
08/05/2006 6.00,"0,754532","21,5278"
08/05/2006 7.00,"0,836942","26,098895"
08/05/2006 8.00,"0,773152","20,533617"
08/05/2006 9.00,"0,56247","14,489439"
08/05/2006 10.00,"0,417024","10,789209"
08/05/2006 11.00,"0,372295","11,913166"
08/05/2006 12.00,"0,344301","11,239568"
08/05/2006 13.00,"0,345748","9,201913"
08/05/2006 14.00,"0,200869","6,584105"
08/05/2006 15.00,"0,243647","6,78917"
08/05/2006 16.00,"0,289193","8,732084"
08/05/2006 17.00,"0,231505","8,951423"
08/05/2006 18.00,"0,304102","9,541956"
08/05/2006 19.00,"0,395572","15,609503"
08/05/2006 20.00,"0,454392","51,513831"
08/05/2006 21.00,"0,633368","52,98691"
08/05/2006 22.00,"0,662935","32,313105"
08/05/2006 23.00,"0,813414","19,374621"
09/05/2006 0.00,"0,822788","20,405131"
09/05/2006 1.00,"0,561337","10,624376"
09/05/2006 2.00,"0,901172","10,759355"
09/05/2006 3.00,"0,894126","9,170764"
09/05/2006 4.00,"0,687408","7,55621"
09/05/2006 5.00,"0,883432","15,67569"
09/05/2006 6.00,"0,996417","34,875108"
09/05/2006 7.00,"0,926776","34,354663"
09/05/2006 8.00,"0,837068","22,627086"
09/05/2006 9.00,"0,332789","12,46736"
09/05/2006 10.00,"0,352165","8,902105"
09/05/2006 11.00,"0,243017","10,17531"
09/05/2006 12.00,"0,311966","8,950125"
09/05/2006 13.00,"0,092602","8,503658"
09/05/2006 14.00,"0,12412","6,896894"
09/05/2006 15.00,"0,191872","6,729465"
09/05/2006 16.00,"0,156517","7,618509"
09/05/2006 17.00,"0,271453","8,4167"
09/05/2006 18.00,"0,268307","9,643189"
09/05/2006 19.00,"0,305423","9,656167"
09/05/2006 20.00,"0,543786","12,10395"
09/05/2006 21.00,"0,219804","8,511445"
09/05/2006 22.00,"0,403687","6,058466"
09/05/2006 23.00,"0,237104","4,772275"
10/05/2006 0.00,"0,242892","4,343978"
10/05/2006 1.00,,"4,083105"
10/05/2006 2.00,"0,220012",
10/05/2006 3.00,"0,152898","4,416659"
10/05/2006 4.00,"0,294442","6,125958"
10/05/2006 5.00,"0,217993","8,539999"
10/05/2006 6.00,"0,157944","23,100803"
10/05/2006 7.00,"0,156304","26,17157"
10/05/2006 8.00,"0,301759","20,780208"
10/05/2006 9.00,"0,531736","14,885287"
10/05/2006 10.00,"1,245007","12,748997"
10/05/2006 11.00,"1,39904","13,715911"
10/05/2006 12.00,"0,96583","16,398614"
10/05/2006 13.00,"0,579423","12,377796"
10/05/2006 14.00,"0,465759","9,515997"
10/05/2006 15.00,"0,444564","8,64902"
10/05/2006 16.00,"0,794009","7,880681"
10/05/2006 17.00,"0,402555","8,685359"
10/05/2006 18.00,"0,561635","10,907315"
10/05/2006 19.00,"0,455666","12,345359"
10/05/2006 20.00,"0,377324","24,90097"
10/05/2006 21.00,"0,869827","22,854212"
10/05/2006 22.00,"0,673911","14,200011"
10/05/2006 23.00,"0,520004","13,124075"
11/05/2006 0.00,"0,647293","8,51404"
11/05/2006 1.00,"0,537918","7,438104"
11/05/2006 2.00,"0,551542","6,859254"
11/05/2006 3.00,"0,391075","8,498467"
11/05/2006 4.00,"0,829962","8,429678"
11/05/2006 5.00,"0,665585","20,990471"
11/05/2006 6.00,"1,065617","31,124261"
11/05/2006 7.00,"0,841064","28,131371"
11/05/2006 8.00,"0,485186","24,629714"
11/05/2006 9.00,"0,247134","13,087741"
11/05/2006 10.00,"0,316393","14,746422"
11/05/2006 11.00,"0,316771","11,508227"
11/05/2006 12.00,"0,460082","13,231805"
11/05/2006 13.00,"0,647797","16,142933"
11/05/2006 14.00,"0,987654","7,808"
11/05/2006 15.00,"0,341876","7,460169"
11/05/2006 16.00,"0,23578","8,780104"
11/05/2006 17.00,"0,249279","8,878743"
11/05/2006 18.00,"0,582828","20,198769"
11/05/2006 19.00,"0,685139","11,517308"
11/05/2006 20.00,"0,678201","14,575097"
11/05/2006 21.00,"0,710748","9,301849"
11/05/2006 22.00,"1,029285","10,16753"
11/05/2006 23.00,"1,002919","8,110404"
12/05/2006 0.00,"0,994971","8,585425"
12/05/2006 1.00,,"6,237573"
12/05/2006 2.00,"0,426088",
12/05/2006 3.00,"0,483476","6,028616"
12/05/2006 4.00,"0,773292","5,880658"
12/05/2006 5.00,"0,641435","15,750971"
12/05/2006 6.00,"0,536737","21,013836"
12/05/2006 7.00,"0,58683","20,104029"
12/05/2006 8.00,"0,514953","14,015717"
12/05/2006 9.00,"0,281564","12,345359"
12/05/2006 10.00,"0,150667","9,604253"
12/05/2006 11.00,"0,112568","12,058523"
12/05/2006 12.00,"0,086178","8,982574"
12/05/2006 13.00,"0,106522","8,774913"
12/05/2006 14.00,"0,069575","6,969573"
12/05/2006 15.00,"0,072934","6,798255"
12/05/2006 16.00,"0,107577","6,699615"
12/05/2006 17.00,"0,093567","7,379702"
12/05/2006 18.00,"0,074182","8,950125"
12/05/2006 19.00,"0,115159","11,926147"
12/05/2006 20.00,"0,228879","21,752327"
12/05/2006 21.00,"0,516104","18,058585"
12/05/2006 22.00,"0,563991","16,874929"
12/05/2006 23.00,"0,458429","11,386226"
13/05/2006 0.00,"0,457086","10,246694"
13/05/2006 1.00,"0,451135","7,88717"
13/05/2006 2.00,"0,417259","6,57502"
13/05/2006 3.00,"0,24836","5,789807"
13/05/2006 4.00,"0,210453","5,36151"
13/05/2006 5.00,"0,300277","29,561622"
13/05/2006 6.00,"0,256325","20,228615"
13/05/2006 7.00,"0,39346","16,716585"
13/05/2006 8.00,"0,376377","18,929459"
13/05/2006 9.00,"0,24049","13,251272"
13/05/2006 10.00,"0,140878","10,842418"
13/05/2006 11.00,"0,185886","9,541956"
13/05/2006 12.00,"0,214004","11,063056"
13/05/2006 13.00,"0,136943","7,48483"
13/05/2006 14.00,"0,113528","5,502977"
13/05/2006 15.00,"0,219378","4,458191"
13/05/2006 16.00,"0,141741","4,728148"
13/05/2006 17.00,"0,19769","7,683404"
13/05/2006 18.00,"0,383287","14,56342"
13/05/2006 19.00,"0,187421","15,329166"
13/05/2006 20.00,"0,20719","23,7809"
13/05/2006 21.00,"0,251814","19,266898"
13/05/2006 22.00,"0,285882","19,142313"
13/05/2006 23.00,"0,264673","21,006054"
14/05/2006 0.00,"0,227727","17,783436"
14/05/2006 1.00,,"13,684757"
14/05/2006 2.00,"0,271983",
14/05/2006 3.00,"0,399119","7,18502"
14/05/2006 4.00,"0,265284","6,310254"
14/05/2006 5.00,"0,341628","9,156488"
14/05/2006 6.00,"0,320012","7,384893"
14/05/2006 7.00,"0,513098","8,302489"
14/05/2006 8.00,"0,434579","9,395296"
14/05/2006 9.00,"0,0751","7,787234"
14/05/2006 10.00,"0,038534","6,517914"
14/05/2006 11.00,"0,025447","7,408254"
14/05/2006 12.00,"0,038051","6,569829"
14/05/2006 13.00,"0,014743","5,16683"
14/05/2006 14.00,"0,019267","3,691148"
14/05/2006 15.00,"0,057284","4,167468"
14/05/2006 16.00,"0,097026","4,025999"
14/05/2006 17.00,"0,035979","5,123999"
14/05/2006 18.00,"0,135456","6,38034"
14/05/2006 19.00,"0,276334","7,317404"
14/05/2006 20.00,"0,181725","9,478359"
14/05/2006 21.00,"0,218809","9,127934"
14/05/2006 22.00,"0,207208","7,027976"
14/05/2006 23.00,"0,283757","5,342042"
15/05/2006 0.00,"0,28096","6,806041"
15/05/2006 1.00,"0,288799","6,806041"
15/05/2006 2.00,"0,256273","6,24536"
15/05/2006 3.00,"0,241597","6,711298"
15/05/2006 4.00,"0,36421","7,070807"
15/05/2006 5.00,"0,400672","9,798935"
15/05/2006 6.00,"0,387171","15,523846"
15/05/2006 7.00,"0,272847","14,669848"
15/05/2006 8.00,"0,129483","11,218807"
15/05/2006 9.00,"0,054624","8,209042"
15/05/2006 10.00,"0,020717","7,134404"
15/05/2006 11.00,"0,007734","7,317404"
15/05/2006 12.00,"0,088221","6,499742"
15/05/2006 13.00,"0,009668","6,244062"
15/05/2006 14.00,"0,033631","5,583445"
15/05/2006 15.00,"0,004593","5,352424"
15/05/2006 16.00,"0,019232","5,504275"
15/05/2006 17.00,"0,042436","6,048084"
15/05/2006 18.00,"0,029557","7,456274"
15/05/2006 19.00,"0,009668","7,958553"
15/05/2006 20.00,"0,020821","8,926764"
15/05/2006 21.00,"0,067089","6,611361"
15/05/2006 22.00,"0,158314","7,647063"
15/05/2006 23.00,"0,079761","6,926743"
16/05/2006 0.00,"0,096301","6,259637"
16/05/2006 1.00,,"4,61783"
16/05/2006 2.00,,
16/05/2006 3.00,,"3,962404"
16/05/2006 4.00,,"4,451702"
16/05/2006 5.00,,"14,079312"
16/05/2006 6.00,,"17,937886"
16/05/2006 7.00,,"10,907315"
16/05/2006 8.00,,"9,809317"
16/05/2006 9.00,,"9,091595"
16/05/2006 10.00,,"7,615914"
16/05/2006 11.00,,"8,676275"
16/05/2006 12.00,"0,044991","9,330403"
16/05/2006 13.00,"0,050654","9,03968"
16/05/2006 14.00,"0,029798","6,128553"
16/05/2006 15.00,"0,03149","6,88651"
16/05/2006 16.00,"0,061496","6,530893"
16/05/2006 17.00,"0,038811","8,600997"
16/05/2006 18.00,"0,045612","8,720403"
16/05/2006 19.00,"0,041504","11,722374"
16/05/2006 20.00,"0,062773","22,06901"
16/05/2006 21.00,"0,049825","40,581853"
16/05/2006 22.00,"0,088809","34,336498"
16/05/2006 23.00,"0,079588","32,903646"
17/05/2006 0.00,"0,053589","24,810111"
17/05/2006 1.00,"0,088809","17,308423"
17/05/2006 2.00,"0,13998","15,606908"
17/05/2006 3.00,"0,101549","10,813866"
17/05/2006 4.00,"0,319667","9,203211"
17/05/2006 5.00,"0,182209","13,461523"
17/05/2006 6.00,"0,182311","25,960027"
17/05/2006 7.00,"0,200232","39,017916"
17/05/2006 8.00,"0,230653","28,61677"
17/05/2006 9.00,"0,73125","19,076117"
17/05/2006 10.00,"0,130864","13,150034"
17/05/2006 11.00,"0,048478","10,689271"
17/05/2006 12.00,"0,007976","11,008544"
17/05/2006 13.00,"0,005939","10,716521"
17/05/2006 14.00,"0,007873","8,576339"
17/05/2006 15.00,"0,048409","8,754147"
17/05/2006 16.00,"0,064085","8,341425"
17/05/2006 17.00,"0,054521","9,168168"
17/05/2006 18.00,"0,108662","10,64774"
17/05/2006 19.00,"0,025551","15,577053"
17/05/2006 20.00,"0,039742","23,924969"
17/05/2006 21.00,"0,122094","39,18015"
17/05/2006 22.00,"0,183417","59,669654"
17/05/2006 23.00,"0,107074","35,1308"
18/05/2006 0.00,"0,066053","17,53684"
18/05/2006 1.00,"0,031939","15,902826"
18/05/2006 2.00,"0,050896",
18/05/2006 3.00,"0,075895","12,336275"
18/05/2006 4.00,"0,050101","10,577656"
18/05/2006 5.00,"0,157382","12,804801"
18/05/2006 6.00,"0,306546","18,773716"
18/05/2006 7.00,"0,089913","19,525172"
18/05/2006 8.00,"0,014295","17,766562"
18/05/2006 9.00,"0,009461","10,298611"
18/05/2006 10.00,"0,01647","8,162318"
18/05/2006 11.00,"0,021891","9,434233"
18/05/2006 12.00,"0,027588","8,776211"
18/05/2006 13.00,"0,047236","8,66719"
18/05/2006 14.00,"0,027313","5,957234"
18/05/2006 15.00,"0,022962","5,62368"
18/05/2006 16.00,"0,06526","6,760616"
18/05/2006 17.00,"0,022375","8,040317"
18/05/2006 18.00,"0,051448","9,972849"
18/05/2006 19.00,"0,053106","13,626359"
18/05/2006 20.00,"0,079623","28,498665"
18/05/2006 21.00,"0,075791","32,418225"
18/05/2006 22.00,"0,13739","15,529033"
18/05/2006 23.00,"0,100065","23,234489"
19/05/2006 0.00,"0,139911","18,036522"
19/05/2006 1.00,"0,041089","17,117629"
19/05/2006 2.00,"0,131969","14,076717"
19/05/2006 3.00,"0,058561","11,287589"
19/05/2006 4.00,"0,170676","10,063701"
19/05/2006 5.00,"0,114739","15,832734"
19/05/2006 6.00,"0,174094","17,46157"
19/05/2006 7.00,"0,147231","21,451225"
19/05/2006 8.00,"0,07396","19,118949"
19/05/2006 9.00,"0,097993","13,683464"
19/05/2006 10.00,"0,115154","10,076677"
19/05/2006 11.00,"0,123993","8,03383"
19/05/2006 12.00,"0,074927","7,201892"
19/05/2006 13.00,"0,27364","7,60553"
19/05/2006 14.00,"0,068159","5,331658"
19/05/2006 15.00,"0,156726","5,423808"
19/05/2006 16.00,"0,085148","5,419914"
19/05/2006 17.00,"0,126375","6,140233"
19/05/2006 18.00,"0,043645","7,913128"
19/05/2006 19.00,"0,039467","9,717168"
19/05/2006 20.00,"0,117951","10,245402"
19/05/2006 21.00,"0,072821","9,6977"
19/05/2006 22.00,"0,141499","6,615254"
19/05/2006 23.00,"0,075756","5,647042"
20/05/2006 0.00,"0,094022","4,82419"
20/05/2006 1.00,"0,055004","4,693105"
20/05/2006 2.00,"0,036807",
20/05/2006 3.00,"0,022029",
20/05/2006 4.00,"0,041089",
20/05/2006 5.00,"0,066088",
20/05/2006 6.00,"0,045578",
20/05/2006 7.00,"0,086045",
20/05/2006 8.00,"0,009668",
20/05/2006 9.00,"0,003143",
20/05/2006 10.00,"0,007873",
20/05/2006 11.00,,
20/05/2006 12.00,"0,000483",
20/05/2006 13.00,"0,002175",
20/05/2006 14.00,"0,004351",
20/05/2006 15.00,"0,004593",
20/05/2006 16.00,"0,023756",
20/05/2006 17.00,"0,016436",
20/05/2006 18.00,"0,016815",
20/05/2006 19.00,"0,020925",
20/05/2006 20.00,"0,043783",
20/05/2006 21.00,"0,026415",
20/05/2006 22.00,"0,06084",
20/05/2006 23.00,"0,040157",
21/05/2006 0.00,"0,037947",
21/05/2006 1.00,"0,032733",
21/05/2006 2.00,"0,016367",
21/05/2006 3.00,"0,011152",
21/05/2006 4.00,"0,02935",
21/05/2006 5.00,"0,05939",
21/05/2006 6.00,"0,028038",
21/05/2006 7.00,"0,031317",
21/05/2006 8.00,"0,031352",
21/05/2006 9.00,"0,007493",
21/05/2006 10.00,"0,003143",
21/05/2006 11.00,"0,005076",
21/05/2006 12.00,"0,010877",
21/05/2006 13.00,"0,024066",
21/05/2006 14.00,"0,012568",
21/05/2006 15.00,"0,021684",
21/05/2006 16.00,"0,034978",
21/05/2006 17.00,"0,01029",
21/05/2006 18.00,"0,003868",
21/05/2006 19.00,"0,013674",
21/05/2006 20.00,"0,023479",
21/05/2006 21.00,"0,003868",
21/05/2006 22.00,"0,013916",
21/05/2006 23.00,"0,060184",
22/05/2006 0.00,"0,17551",
22/05/2006 1.00,"0,28835",
22/05/2006 2.00,"0,191773",
22/05/2006 3.00,"0,132142","4,693105"
22/05/2006 4.00,"0,230653","6,150617"
22/05/2006 5.00,"0,167741","12,675016"
22/05/2006 6.00,"0,1762","13,941738"
22/05/2006 7.00,"0,06381","14,074124"
22/05/2006 8.00,"0,01319","10,725616"
22/05/2006 9.00,"0,007976","10,577656"
22/05/2006 10.00,"0,003384","8,510147"
22/05/2006 11.00,"0,000725","6,663276"
22/05/2006 12.00,"0,001692","6,501041"
22/05/2006 13.00,"0,001933","6,119467"
22/05/2006 14.00,"0,032699","4,504915"
22/05/2006 15.00,"0,062359","4,298553"
22/05/2006 16.00,"0,036048","4,539956"
22/05/2006 17.00,"0,026001","5,700255"
22/05/2006 18.00,"0,026553","6,510126"
22/05/2006 19.00,"0,140774","8,467319"
22/05/2006 20.00,"0,105554","13,724996"
22/05/2006 21.00,"0,055799","13,924862"
22/05/2006 22.00,"0,059804","8,939743"
22/05/2006 23.00,"0,057455","7,45887"
23/05/2006 0.00,"0,042436","6,785275"
23/05/2006 1.00,"0,054624","6,27521"
23/05/2006 2.00,"0,038672","6,603574"
23/05/2006 3.00,"0,029004","6,560745"
23/05/2006 4.00,"0,084837","6,350488"
23/05/2006 5.00,"0,102412","10,636062"
23/05/2006 6.00,"0,124649","12,506287"
23/05/2006 7.00,"0,018749","12,38689"
23/05/2006 8.00,"0,007493","11,225297"
23/05/2006 9.00,"0,003626","13,277232"
23/05/2006 10.00,"0,001692","9,687318"
23/05/2006 11.00,"0,000242","7,578277"
23/05/2006 12.00,"0,00145","8,151934"
23/05/2006 13.00,"0,003384","6,655488"
23/05/2006 14.00,"0,036946","4,782657"
23/05/2006 15.00,"0,067849","6,615254"
23/05/2006 16.00,"0,111977","7,836552"
23/05/2006 17.00,"0,058319","9,626318"
23/05/2006 18.00,"0,088705","7,924806"
23/05/2006 19.00,"0,012327","10,672396"
23/05/2006 20.00,"0,003384","14,856735"
23/05/2006 21.00,"0,005318","15,505677"
23/05/2006 22.00,"0,015607","12,015699"
23/05/2006 23.00,"0,011843","11,963781"
24/05/2006 0.00,"0,000967","9,623723"
24/05/2006 1.00,"0,00739","7,666531"
24/05/2006 2.00,"0,010635",
24/05/2006 3.00,"0,007734","6,874829"
24/05/2006 4.00,"0,011878","5,56917"
24/05/2006 5.00,"0,026138","13,970289"
24/05/2006 6.00,"0,027278","22,710143"
24/05/2006 7.00,"0,03332","17,544633"
24/05/2006 8.00,"0,004351","19,578401"
24/05/2006 9.00,"0,006768","17,699083"
24/05/2006 10.00,"0,452706","7,470553"
24/05/2006 11.00,"0,391004",
24/05/2006 12.00,"1,228776",
24/05/2006 13.00,"1,398312","9,579594"
24/05/2006 14.00,"1,350593","7,195403"
24/05/2006 15.00,"1,579898","5,710637"
24/05/2006 16.00,"1,22515","7,692489"
24/05/2006 17.00,"1,172943","11,837885"
24/05/2006 18.00,"1,612667","10,834636"
24/05/2006 19.00,"1,068769","11,126648"
24/05/2006 20.00,"1,220144","16,716585"
24/05/2006 21.00,"1,337921","12,764571"
24/05/2006 22.00,"0,92772","6,851468"
24/05/2006 23.00,"1,457632","7,287551"
25/05/2006 0.00,"0,998537","5,27585"
25/05/2006 1.00,"1,150085","3,866362"
25/05/2006 2.00,"1,050953","7,244723"
25/05/2006 3.00,"0,578772","7,701572"
25/05/2006 4.00,"0,539029","5,845617"
25/05/2006 5.00,"0,760323","7,434211"
25/05/2006 6.00,"0,709739","9,549744"
25/05/2006 7.00,"0,670031","8,883936"
25/05/2006 8.00,"0,467312","9,387508"
25/05/2006 9.00,"0,678248","8,828126"
25/05/2006 10.00,"0,48399","7,60034"
25/05/2006 11.00,"0,38137","7,714553"
25/05/2006 12.00,"0,755076","7,393977"
25/05/2006 13.00,"0,398946","6,726873"
25/05/2006 14.00,"0,351331","6,411488"
25/05/2006 15.00,"0,164046","6,010444"
25/05/2006 16.00,"0,569622","7,419934"
25/05/2006 17.00,"0,542758","7,088979"
25/05/2006 18.00,"0,760358","7,560105"
25/05/2006 19.00,"0,838773","8,594509"
25/05/2006 20.00,"0,857349","9,490041"
25/05/2006 21.00,"1,038108","9,003338"
25/05/2006 22.00,"1,081303","6,462106"
25/05/2006 23.00,"1,002198","5,627574"
26/05/2006 0.00,"1,495511","4,654169"
26/05/2006 1.00,"1,349281","5,741786"
26/05/2006 2.00,"1,123808",
26/05/2006 3.00,"1,148807","11,382329"
26/05/2006 4.00,"1,340269","9,609446"
26/05/2006 5.00,"1,453213","18,433671"
26/05/2006 6.00,"1,562393","19,417449"
26/05/2006 7.00,"1,692946","15,357719"
26/05/2006 8.00,"1,627687","13,810653"
26/05/2006 9.00,"1,742598","9,898871"
26/05/2006 10.00,"1,264237","7,730126"
26/05/2006 11.00,"1,23903","7,34985"
26/05/2006 12.00,"1,649957","7,647063"
26/05/2006 13.00,"1,380081","7,700274"
26/05/2006 14.00,"1,858615","5,706744"
26/05/2006 15.00,"1,608834","6,001361"
26/05/2006 16.00,"1,196388","6,118168"
26/05/2006 17.00,"1,379114","6,416679"
26/05/2006 18.00,"1,384984","7,541935"
26/05/2006 19.00,"1,353769","9,931317"
26/05/2006 20.00,"1,659142","11,421266"
26/05/2006 21.00,"1,859858","10,968316"
26/05/2006 22.00,"1,765008","8,494572"
26/05/2006 23.00,"1,096565","7,313511"
27/05/2006 0.00,"1,318205","7,081191"
27/05/2006 1.00,"1,672505","7,743107"
27/05/2006 2.00,"1,683105","6,485467"
27/05/2006 3.00,"1,689597","7,632786"
27/05/2006 4.00,"2,268298","6,937126"
27/05/2006 5.00,"2,074662","17,064421"
27/05/2006 6.00,"2,612102","26,912661"
27/05/2006 7.00,"2,649496","24,512891"
27/05/2006 8.00,"2,740894","15,818462"
27/05/2006 9.00,"2,172032","13,060479"
27/05/2006 10.00,"1,84912","10,129892"
27/05/2006 11.00,"1,35957","9,313532"
27/05/2006 12.00,"1,736866","10,733396"
27/05/2006 13.00,"1,687387","10,599719"
27/05/2006 14.00,"1,402835","5,933871"
27/05/2006 15.00,"1,580417","5,918298"
27/05/2006 16.00,"1,617811","5,897531"
27/05/2006 17.00,"1,454145","6,667169"
27/05/2006 18.00,"1,760001","9,644487"
27/05/2006 19.00,"1,968175","14,258417"
27/05/2006 20.00,"1,443199","33,633053"
27/05/2006 21.00,"2,251622","53,302294"
27/05/2006 22.00,"1,991448","66,179789"
27/05/2006 23.00,"1,91576","27,828968"
28/05/2006 0.00,"1,95792","33,677165"
