,Provincia Bari,,,,,
,Monopoli,,,,,
Parm,O3,NO2,CO,Benzene,PM10,BENZENE
,,,,,,
,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
13/06/2010 22.00,"50,3471766","42,00302632","0,37282214","3,83673115","36,14162064",
13/06/2010 23.00,"47,319006","38,01985232","0,39552566","3,04875446",,
14/06/2010 0.00,"53,1719769","34,60645432","0,39949015","3,27769337","48,84004974",
14/06/2010 1.00,"33,5546232","48,9193804","0,40925984","3,15679037",,
14/06/2010 2.00,"54,66461595","26,6621708","0,33214034","2,62670252","51,28205109",
14/06/2010 3.00,"64,41589665","25,82115848","0,30643461","2,46021046",,
14/06/2010 4.00,"52,0210215","25,33315872","0,34095007","2,4047504","51,77045059",
14/06/2010 5.00,"43,0900848","35,05032512","0,35119974","2,08530053",,
14/06/2010 6.00,"12,10019171","57,6631476","0,51308581","3,22334184","73,74845886",
14/06/2010 7.00,"27,23408415","64,59508448","0,6013765","4,6209368",,
14/06/2010 8.00,"70,54553415","31,88481792","0,39027966","3,40746969","46,39804077",
14/06/2010 9.00,"73,0286508","32,33907088","0,40277312","2,46265126",,
14/06/2010 10.00,"90,43400835","16,49724842","0,32020841","1,76374242","36,63003159",
14/06/2010 11.00,"97,3106736","12,71524741","0,4129028","1,10787098",,
14/06/2010 12.00,"105,9496221","7,76516927","0,45126275","0,71210747","28,81562042",
14/06/2010 13.00,"107,7604836","7,33427522","0,49410679","0,68837069",,
14/06/2010 14.00,"110,01397575","5,61199915","0,3843137","0,32599427","31,25761986",
14/06/2010 15.00,"110,37092115","7,32778589","0,35063937","0,09051097",,
14/06/2010 16.00,"108,2778669","8,30248907","0,44261379","0,69746674","33,21123123",
14/06/2010 17.00,"108,2170194","10,96182486","0,49410679","0,766459",,
14/06/2010 18.00,"99,551697","24,26370064","0,524137","1,30597547","31,74603081",
14/06/2010 19.00,"95,8927473","26,788076","0,50139387","2,00676881",,
14/06/2010 20.00,"75,5712384","53,87855392","0,6909883","3,70329465","37,11843109",
14/06/2010 21.00,"74,41615335","35,34234488","0,47845036","3,48866392",,
14/06/2010 22.00,"94,7362458","15,87946401","0,37370288","2,20309761","35,65322113",
14/06/2010 23.00,"77,09986725","30,81405968","0,44585715","2,39454582",,
15/06/2010 0.00,"72,1668108","21,31883824","0,37538514","1,69907648","48,35165024",
15/06/2010 1.00,"53,7765018","24,6478788","0,40097087","2,92696363",,
15/06/2010 2.00,,"17,01640039","0,33129921","2,03261383","48,35165024",
15/06/2010 3.00,"50,2674165",,"0,34006816","2,10704094",,
15/06/2010 4.00,"46,47278685","37,001024",,"1,75143062","40,53723145",
15/06/2010 5.00,"34,92528795","43,26326376","0,26046138","1,88409115",,
15/06/2010 6.00,"32,3507205","48,47680976","0,35981724","2,08308245","54,70085144",
15/06/2010 7.00,"64,178751","29,0320948","0,3155752","2,61483413",,
15/06/2010 8.00,"59,76994065","29,996412","0,35793926","2,40386358","77,16725922",
15/06/2010 9.00,"58,5318636","29,35136056","0,30202625","3,24219905",,
15/06/2010 10.00,"59,61050025","21,17216872","0,19639454","1,8223084","39,07204056",
15/06/2010 11.00,"80,42066445","24,632296","0,25018958","1,98691392",,
15/06/2010 12.00,"88,1014344","38,87126592","0,43111757","2,23437748","21,48962021",
15/06/2010 13.00,"85,2634272","17,77045686","0,18516394","1,73434909",,
15/06/2010 14.00,"88,6670967","11,95210511","0,11690076","0,89257514","19,04759979",
15/06/2010 15.00,"86,17153125","9,0059349","0,1534305","0,5945321",,
15/06/2010 16.00,"72,32120385","12,31420158","0,13421266","0,8752719","38,58362961",
15/06/2010 17.00,"80,73399915","16,94501396","0,23592182","1,52892424",,
15/06/2010 18.00,"74,2968324","26,63880616","0,29698996","2,38334357","38,58362961",
15/06/2010 19.00,"35,96512185","48,44954464","0,49622243","3,56675121",,
15/06/2010 20.00,"41,11704975","41,63961248","0,41161314","3,77261947","40,04883957",
15/06/2010 21.00,"48,82692675","32,66483744","0,34958621","3,79302863",,
15/06/2010 22.00,"58,10208075","18,39993315","0,21605857","2,35905151","43,46763992",
15/06/2010 23.00,"66,5717136","9,98842566","0,11734113","1,24607823",,
16/06/2010 0.00,"68,07321045","8,68406118","0,11865991","0,69968481","51,28205109",
16/06/2010 1.00,"69,8533689","6,20252991","0,11282443","0,40452599",,
16/06/2010 2.00,"69,2405847","6,10389174","0,11062724",,"57,14284134",
16/06/2010 3.00,"72,66226905","3,25765986","0,10994804",,,
16/06/2010 4.00,"65,53744575","8,79697816","0,28480056",,"64,46884918",
16/06/2010 5.00,"52,3678323","19,8626208","0,34582909","0,14031447",,
16/06/2010 6.00,"35,4978729","36,71678608","0,41940699","1,2896699","61,05006027",
16/06/2010 7.00,"43,1772663","32,5129864","0,44602491","2,55061159",,
16/06/2010 8.00,"51,83821965","25,21245416","0,38607518","2,75525945","77,16725922",
16/06/2010 9.00,"56,72397465","26,01713848","0,24059697","2,4957058",,
16/06/2010 10.00,"64,8872154","14,56880139","0,19155862","1,6457033","70,81806183",
16/06/2010 11.00,"73,43034405","16,14032964","0,17829044","2,82138479",,
16/06/2010 12.00,"76,8381432","32,60124432","0,20258884","2,61817802","77,65567017",
16/06/2010 13.00,"83,99901615","20,23771696","0,20814473","2,81178228",,
16/06/2010 14.00,"91,12798905","12,20388874","0,18812187","2,00723358","71,79486084",
16/06/2010 15.00,"97,18804095","12,97482244","0,1595852","1,54596102",,
16/06/2010 16.00,"93,98123805","22,56997456","0,21633817","1,99266302","74,23686981",
16/06/2010 17.00,"84,34562745","31,55645104","0,3512242","2,34841369",,
16/06/2010 18.00,"69,5539194","49,93950888","0,52551752","4,17385343","71,79486084",
16/06/2010 19.00,"63,27758955","46,40150584","0,50537467","4,83855242",,
16/06/2010 20.00,"54,0495774","55,76826","0,54154443","4,59086309","79,12088013",
16/06/2010 21.00,"64,8927615","30,82056048","0,36936908","4,37518383",,
16/06/2010 22.00,"35,8140006","39,59677432","0,38203845","3,81512295","73,74845886",
16/06/2010 23.00,"34,88925825","37,33847288","0,40270089","4,31977361",,
17/06/2010 0.00,"52,9224024","23,35649488","0,27452876","3,61864974","81,56288147",
17/06/2010 1.00,"75,02195505","14,1052695","0,16741866","2,18328645",,
17/06/2010 2.00,,"13,8236319","0,17245495","1,79232622","78,14408112",
17/06/2010 3.00,"63,1686825",,"0,1760117","2,2551436",,
17/06/2010 4.00,"73,01271075","26,40129752",,"1,65843716","69,35285187",
17/06/2010 5.00,"68,2766805","22,7737364","0,09779593","1,20588538",,
17/06/2010 6.00,"66,66378285","23,60178536","0,10364772","1,38249048","47,37483978",
17/06/2010 7.00,"64,09589865","31,29687792","0,14990055","1,80358543",,
17/06/2010 8.00,"76,56333195","23,66019696","0,16981972","2,5551525","36,14162064",
17/06/2010 9.00,"87,2291007","20,32855608","0,15495083","2,11010618",,
17/06/2010 10.00,"92,5453368","17,50049776","0,15146398","1,78040495","41,02563095",
17/06/2010 11.00,"101,11096905","10,94105481","0,11282559","1,27067743",,
17/06/2010 12.00,"98,04617025","7,56010536","0,11374827","0,9847967","43,46763992",
17/06/2010 13.00,"91,85823885","5,75606262","0,13567124","0,7283876",,
17/06/2010 14.00,"91,3849251","5,27455218","0,07340549","0,70432538","40,04883957",
17/06/2010 15.00,"94,9175115","5,31089166","0,08024637","0,56116433",,
17/06/2010 16.00,"87,8703735","8,87355185","0,16240566","0,75123654","38,0952301",
17/06/2010 17.00,"86,78631045","13,00208182","0,22020131","1,401366",,
17/06/2010 18.00,"83,87696205","20,04821864","0,28685562","2,31927359","33,21123123",
17/06/2010 19.00,"75,78324705","26,8918976","0,28881981","2,98021985",,
17/06/2010 20.00,"57,5845578","53,30489656","0,4553519","4,30608682","34,67642975",
17/06/2010 21.00,"46,3191519","54,38213648","0,3913037","4,55774957",,
17/06/2010 22.00,"31,12696755","45,6526328","0,3287397","4,34052447","48,35165024",
17/06/2010 23.00,"19,15922789","55,6397736","0,48304861","4,48489983",,
18/06/2010 0.00,"30,57730515","44,19123384","0,3270155","4,73126503","47,37483978",
18/06/2010 1.00,"44,7201195","35,1152184","0,33154502","3,70739316",,
18/06/2010 2.00,"47,17418895","33,79916968","0,31403041","4,25674706","55,18925095",
18/06/2010 3.00,"55,91751585","18,81914489","0,22441046","3,11775181",,
18/06/2010 4.00,"39,4205616","30,13009904","0,26116388","2,74257543","43,46763992",
18/06/2010 5.00,"34,8386052","49,1244424","0,33767758","4,52640156",,
18/06/2010 6.00,"24,35745375","55,80718832","0,48004175","4,41613436","43,9560318",
18/06/2010 7.00,"37,08307995","38,8686656","0,39026219","4,71238951",,
18/06/2010 8.00,"60,6535461","20,42979648","0,25787741","3,81810276","49,81684113",
18/06/2010 9.00,"67,60486425","26,20661768","0,24709534","2,77613033",,
18/06/2010 10.00,"93,2518461","13,12148049","0,25835739","2,22180939","46,39804077",
18/06/2010 11.00,"102,0756513","12,52965148","0,21370877","1,77786652",,
18/06/2010 12.00,"102,7113381","14,49982599","0,2397605","1,52465792","41,02563095",
18/06/2010 13.00,"105,88300905","28,19106336","0,2747105","1,62753154",,
18/06/2010 14.00,"110,66905395","13,66658978","0,20033573","1,51240613","50,30524063",
18/06/2010 15.00,"88,77121575","23,08393928","0,17615732","1,91859898",,
18/06/2010 16.00,"87,17218335","34,51949656","0,30044185","2,71972649","44,4444313",
18/06/2010 17.00,"96,37635525","28,8361148","0,2836076","3,41621487",,
18/06/2010 18.00,"97,6491852","25,16442472","0,20845811","2,3445501","47,86323166",
18/06/2010 19.00,"57,38328225","57,00123232","0,42950172","3,3920418",,
18/06/2010 20.00,"51,4438281","58,20955896","0,48485203","4,88756064","33,21123123",
18/06/2010 21.00,"68,0157345","43,4670256","0,34256709","4,616582",,
18/06/2010 22.00,"64,77188445","37,001024","0,21166419","3,10505762","28,32722092",
18/06/2010 23.00,"60,9020034","31,61096216","0,26617338","2,66210937",,
19/06/2010 0.00,"64,5636663","23,57583952","0,1728662","2,6276707","28,81562042",
19/06/2010 1.00,"52,3488399","27,0178028","0,17779648","2,31894204",,
19/06/2010 2.00,,"30,55578672","0,18072179","2,50658566","33,21123123",
19/06/2010 3.00,"43,24527585",,"0,1700201","2,19973337",,
19/06/2010 4.00,"41,02783335","55,45805712",,"1,99928572","31,74603081",
19/06/2010 5.00,"37,69259235","39,27230792","0,21043628","2,84644164",,
19/06/2010 6.00,"44,3713935","31,06585096","0,21819751","2,59830991","37,11843109",
19/06/2010 7.00,"47,6579565","36,46759512","0,21311695","2,8752502",,
19/06/2010 8.00,"66,51539475","28,03533096","0,20655567","2,4464291","38,58362961",
19/06/2010 9.00,"85,44650835","15,33305265","0,18619263","2,06087728",,
19/06/2010 10.00,"94,0660854","11,43165298","0,17594995","1,32023787","37,11843109",
19/06/2010 11.00,"100,94785785","9,73923279","0,13410315","1,48403894",,
19/06/2010 12.00,"98,98761075","10,01697756","0,18427155","1,0205595","24,90842056",
19/06/2010 13.00,"100,37369685","6,41019032","0,16434888","0,78666781",,
19/06/2010 14.00,"98,384223","6,3582757","0,17066901","0,65012945","27,8388195",
19/06/2010 15.00,"91,2494247","18,6205703","0,19891443","1,08612447",,
19/06/2010 16.00,"79,3474542","26,95419056","0,25908552","1,75998562","15,14041042",
19/06/2010 17.00,"74,42038275","31,4967584","0,30501331","3,34270306",,
19/06/2010 18.00,"71,201949","43,63704064","0,40622968","3,5700829","25,39682007",
19/06/2010 19.00,"73,7238684","42,79602832","0,37050379","4,03234805",,
19/06/2010 20.00,"54,6064617","51,8551608","0,40983069","3,88267412","13,18680954",
19/06/2010 21.00,"70,18148655","24,97624568","0,2057157","3,15848165",,
19/06/2010 22.00,"73,6613052","18,28312142","0,18071131","1,62686846","16,60560989",
19/06/2010 23.00,"83,20819815","11,07603436","0,15358545","1,36185046",,
20/06/2010 0.00,,,,,,
20/06/2010 1.00,"78,55083075","11,54067522","0,19895404","1,3541233",,
20/06/2010 2.00,"70,74176235","15,30449884","0,18571265","0,87463932","6,83760691",
20/06/2010 3.00,"76,8936441","8,51144582","0,15678687","0,69560563",,
20/06/2010 4.00,"75,63825045","13,21623156","0,1265656","0,53577696","4,88400507",
20/06/2010 5.00,"79,1278047","9,94818954","0,13738379","0,47197851",,
20/06/2010 6.00,"79,17646275","13,0163549","0,16394812","0,66183004","18,55920982",
20/06/2010 7.00,"86,5336836","9,32651038","0,18027094","0,67485476",,
20/06/2010 8.00,"89,77438155","11,29667342","0,15267675","1,11382959","15,62880993",
20/06/2010 9.00,"93,56699625","12,15197221","0,09662277","0,97905776",,
20/06/2010 10.00,"95,3965509","12,50109958","0,11068898","1,30666092","9,76801014",
20/06/2010 11.00,"97,944924","12,97612451","0,11134604","1,40511873",,
20/06/2010 12.00,"100,5099354","16,71139815","0,06369405","1,13314547","5,86080599",
20/06/2010 13.00,"104,45263395","10,08576367","0,17361413","1,26008131",,
20/06/2010 14.00,"105,9694125","9,1681681","0,17315046","1,02453292","4,39560509",
20/06/2010 15.00,"88,8818385","10,33495654","0,1727497","1,0484853",,
20/06/2010 16.00,"92,73284685","7,67172218","0,12390707","0,80499008","3,90720391",
20/06/2010 17.00,"92,43116295","11,05656638","0,14030445","0,54869184",,
20/06/2010 18.00,"79,99948005","14,20001101","0,19731372","0,99042681","9,27960968",
20/06/2010 19.00,"74,6998224","16,58549869","0,23400074","1,18701087",,
20/06/2010 20.00,"48,856353","42,1107484","0,37854462","2,93165302","12,69841003",
20/06/2010 21.00,"37,710687","51,14653536","0,50828717","4,33897965",,
20/06/2010 22.00,"55,300203","36,8816196","0,34782007","3,41467005","10,7448101",
20/06/2010 23.00,"58,63682055","27,28775808","0,27128656","2,30172322",,
21/06/2010 0.00,"57,07278045","27,88217976","0,31073346","2,15569219","10,7448101",
21/06/2010 1.00,"74,02138275","16,6101654","0,22327808","2,04001556",,
21/06/2010 2.00,,"11,43165298","0,18259162","1,01768953","14,65200996",
21/06/2010 3.00,"83,44145355",,"0,20663605","0,57076684",,
21/06/2010 4.00,"85,45089735","20,14815888",,"0,44659114","8,79120922",
21/06/2010 5.00,"78,72531345","16,6698676","0,2134082","0,44813698",,
21/06/2010 6.00,"67,7772522","20,75816336","0,19685704","0,90620802","23,93161964",
21/06/2010 7.00,"71,06403465","18,74645638","0,15601913","1,00433428",,
21/06/2010 8.00,"73,05117435","15,70684674","0,13002099","1,57399768","15,14041042",
21/06/2010 9.00,"77,94997665","12,99818708","0,0849984","1,19363358",,
21/06/2010 10.00,"79,5034233","14,15199113","0,08795401","1,53569644","11,72161007",
21/06/2010 11.00,"77,31129735","18,00148191","0,17036611","2,09255581",,
21/06/2010 12.00,"71,29788855",,,,"12,21000957",
21/06/2010 13.00,"80,2118079","17,97811727","0,1214629","2,14421331",,
21/06/2010 14.00,"87,74618475","12,72952814","0,08816837","1,17166841","17,58241081",
21/06/2010 15.00,"93,94883925","9,44591287","0,08471997","0,9030065",,
21/06/2010 16.00,"89,26198575","13,75224738","0,13061048","0,63842887","9,27960968",
21/06/2010 17.00,"68,961165","37,17623968","0,32153534","1,33933307",,
21/06/2010 18.00,"54,74445585","48,01217464","0,42693755","3,78907351","4,39560509",
21/06/2010 19.00,"49,4440401","50,5754592","0,37018924","3,63255721",,
21/06/2010 20.00,"47,86130685","46,90120704","0,32794867","3,66545004","14,65200996",
21/06/2010 21.00,"51,63476955","31,69401944","0,24178294","3,55308476",,
21/06/2010 22.00,"71,3763918","18,60628766","0,18451387","1,59982643","20,51280975",
21/06/2010 23.00,"57,6142833","22,27407344","0,19561399","1,15488995",,
22/06/2010 0.00,"63,58126845","12,21297266","0,15441609","1,14617019","11,23320961",
22/06/2010 1.00,"59,44802745","9,57959418","0,1444367","0,75145723",,
22/06/2010 2.00,"58,92649455","8,73208488","0,14078909","0,8160286","9,76801014",
22/06/2010 3.00,"62,6400075","5,08117059","0,12031072","0,52164879",,
22/06/2010 4.00,"62,19793545","8,76323327","0,12035033","0,36634679","5,86080599",
22/06/2010 5.00,"62,44894635","7,74829587","0,11926921","0,47208937",,
22/06/2010 6.00,"59,4061923","8,28951042","0,12564059","0,52661582","11,23320961",
22/06/2010 7.00,"52,994382","12,55691278","0,14595936","1,00190569",,
22/06/2010 8.00,"44,8422534","18,79578025","0,18964336","1,7974041","6,83760691",
22/06/2010 9.00,"42,8662857","26,14042424","0,22499063","2,30613801",,
22/06/2010 10.00,"58,23063855","13,68346509","0,17609674","1,99222164","8,79120922",
22/06/2010 11.00,"60,3711738","10,79439676","0,14888467","1,37178452",,
22/06/2010 12.00,"62,1351927","15,7574612","0,14159061","1,53293732","5,37240601",
22/06/2010 13.00,"70,35285705","10,56596821","0,10880867","1,62554432",,
22/06/2010 14.00,"77,59159485","7,1460847","0,09301826","0,91018144","19,04759979",
22/06/2010 15.00,"76,1664267","8,57763734","0,10540105","0,80896451",,
22/06/2010 16.00,"76,6461444","9,67433951","0,10736524","0,92155048","9,76801014",
22/06/2010 17.00,"77,9276526","9,31353173","0,11794577","1,05400456",,
22/06/2010 18.00,"75,5751885","10,94754414","0,13405655","1,16647968","16,11721039",
22/06/2010 19.00,"72,1740327","13,08643926","0,11646272","1,40622217",,
22/06/2010 20.00,"72,17265615","9,80282782","0,13032972","1,25279654","10,7448101",
22/06/2010 21.00,"71,6120811","7,17074377","0,21272667","0,82883263",,
22/06/2010 22.00,"70,46302095","4,61004232","0,17802016","0,70068249","15,14041042",
22/06/2010 23.00,"67,2599088","6,65419211","0,18102702","0,57551318",,
23/06/2010 0.00,"54,39166005","17,39407966","0,19797894","0,78545351","33,21123123",
23/06/2010 1.00,"56,0984823","20,05600048","0,18110741","0,53776418",,
23/06/2010 2.00,,"4,22457356","0,1548786","0,36965814","20,51280975",
23/06/2010 3.00,"66,1002951",,"0,01438193","0,34338802",,
23/06/2010 4.00,"63,4419576","20,99307168",,"0,35663342","16,11721039",
23/06/2010 5.00,"58,5267564","16,28699916","0,18411544","0,40508941",,
23/06/2010 6.00,"53,6854101","20,11441208","0,27681449","0,81172364","17,09399986",
23/06/2010 7.00,"64,2713988","16,04818271","0,26197006","1,63150496",,
23/06/2010 8.00,"69,2353977","13,82881915","0,24728873","1,04219414","9,27960968",
23/06/2010 9.00,"70,97509755","12,44010105","0,25104818","1,0205595",,
23/06/2010 10.00,"75,58223085","10,15065695","0,22460268","1,10753843","5,86080599",
23/06/2010 11.00,"78,55701525","10,79569883","0,20215896","1,08866291",,
23/06/2010 12.00,"81,83847105","11,13054548","0,20363967","1,03568127","3,90720391",
23/06/2010 13.00,"79,8562191","9,73533996","0,21040133","1,06084796",,
23/06/2010 14.00,"79,5439617","8,42448806","0,19283779","0,87121814","2,93040299",
23/06/2010 15.00,"80,5392672","9,04746737","0,22920443","0,75134638",,
23/06/2010 16.00,"82,57171335","10,21424625","0,2317651","0,9894332","1,95360196",
23/06/2010 17.00,"85,3555164","10,49718592","0,22040286","1,07376182",,
23/06/2010 18.00,"84,30026115","11,0137414","0,21844216","1,1415347","1,46520102",
23/06/2010 19.00,"86,700705","10,52703989","0,22744412","0,92419977",,
23/06/2010 20.00,"87,7127685","8,53610488","0,20499923","0,99660712","5,86080599",
23/06/2010 21.00,"89,08722375","6,97346743","0,18123556","0,83192329",,
23/06/2010 22.00,"89,4622239","4,17655177","0,17899526","0,60443259","6,34920597",
23/06/2010 23.00,"86,265795","6,51531782","0,18059481","0,38124788",,
24/06/2010 0.00,"86,79828045","4,38810501","0,19123708","0,33544016","11,72161007",
24/06/2010 1.00,"86,49160905","4,04027588","0,193277","0,31358585",,
24/06/2010 2.00,"62,32118655","11,38622577","0,20632034","0,55266526","22,95482063",
24/06/2010 3.00,"64,8429264","8,19995616","0,23748642","0,70741605",,
24/06/2010 4.00,"67,4538627","7,32259481","0,24716873","0,73799114","12,21000957",
24/06/2010 5.00,"66,93390585","10,59063492","0,23828677","0,62683914",,
24/06/2010 6.00,"60,83239785","18,62186282","0,27313309","0,82353406","7,81440783",
24/06/2010 7.00,"56,876253","24,30134792","0,31141965","1,368583",,
24/06/2010 8.00,"58,1420007","27,62908832","0,3489874","2,38726614","12,21000957",
24/06/2010 9.00,"70,92490335","15,00210074","0,25804983","2,14178471",,
24/06/2010 10.00,"77,89208175","12,24542121","0,238246","1,58315882","18,07081032",
24/06/2010 11.00,"88,1699826","9,15129662","0,22488345","1,25776356",,
24/06/2010 12.00,"95,36437155","8,99814733","0,20784066","1,20334694","17,58241081",
24/06/2010 13.00,"96,79323045","7,89235934","0,22536343","1,07806678",,
24/06/2010 14.00,"101,00447595","7,59904133","0,21240164","0,91879034","23,44322014",
24/06/2010 15.00,"94,88624985","9,21748814","0,20127938","0,92530321",,
24/06/2010 16.00,"95,90246295","7,1292113","0,19175667","0,81503499","20,02441978",
24/06/2010 17.00,"98,45067645","5,83004172","0,17679341","0,64990877",,
24/06/2010 18.00,"94,5739725","11,21620308","0,22672415","1,09881765","10,7448101",
24/06/2010 19.00,"96,4391379","7,99748874","0,2138008","1,06404845",,
24/06/2010 20.00,"95,586036","9,95727536","0,23580649","0,77154603","7,32600689",
24/06/2010 21.00,"95,59858455","8,88263576","0,21096053","1,06283517",,
24/06/2010 22.00,"98,24854305","5,35631886","0,2157615","0,59714782","10,25640965",
24/06/2010 23.00,"90,145272","10,62827073","0,2094006","0,5081827",,
25/06/2010 0.00,"71,88677265","24,50120928","0,23496536","0,93291953","17,09399986",
25/06/2010 1.00,"79,1606025","11,37065253","0,20832064","1,60335847",,
25/06/2010 2.00,,"11,30835957","0,19755837","0,83335726","32,23442078",
25/06/2010 3.00,"70,6813338",,"0,18511617","0,93269884",,
25/06/2010 4.00,"71,86287255","26,39221552",,"0,80786005","18,07081032",
25/06/2010 5.00,"74,19383055","18,80486416","0,22603913","0,67352961",,
25/06/2010 6.00,"68,83222815","24,14819672","0,26329117","0,72485556","9,27960968",
25/06/2010 7.00,"58,5503373","38,70773256","0,28059608","1,31229002",,
25/06/2010 8.00,"74,9675514","25,39545168","0,25896669","2,03957418","8,30280876",
25/06/2010 9.00,"83,81793","19,42135032","0,2309263","1,69673839",,
25/06/2010 10.00,"86,9993964","17,22275682","0,21458368","1,50688788","13,67521",
25/06/2010 11.00,"93,59983395","13,74316346","0,19131048","1,35434399",,
25/06/2010 12.00,"91,19905095","12,45177572","0,23184782","1,19219859","12,21000957",
25/06/2010 13.00,"90,5984961","10,15065695","0,19679879","1,10466845",,
25/06/2010 14.00,"91,5998664","7,12791306","0,17745047","0,69428048","15,62880993",
25/06/2010 15.00,"92,48949675","7,3083179","0,1795731","0,56094364",,
25/06/2010 16.00,"86,69912895","6,57112718","0,2544395","0,7856742","19,04759979",
25/06/2010 17.00,"83,76903255","11,75871778","0,31845042","0,77386378",,
25/06/2010 18.00,"87,19352985","16,12086166","0,27194479","1,07961262","16,11721039",
25/06/2010 19.00,"93,36518205","14,24284363","0,26713683","1,55490249",,
25/06/2010 20.00,"83,4031296","21,90027744","0,2825591","1,82963385","9,27960968",
25/06/2010 21.00,"78,1043697","27,2137828","0,28688475","1,77996357",,
25/06/2010 22.00,"75,7538607","22,385696","0,23593347","2,38240996","6,34920597",
25/06/2010 23.00,"82,38498135","14,92681957","0,2473097","2,20017475",,
26/06/2010 0.00,"78,6350796","14,93850571","0,25948628","1,56682274","17,09399986",
26/06/2010 1.00,"81,0526206","12,52575674","0,28291909","1,66936482",,
26/06/2010 2.00,"84,97153875","10,1065299","0,25728443","1,30434318","18,07081032",
26/06/2010 3.00,"87,02594985","9,20321124","0,27867383","0,9578645",,
26/06/2010 4.00,"85,01901975","8,1727006","0,26473344","0,9164726","18,07081032",
26/06/2010 5.00,"81,82354845","15,48231484","0,31087909","1,5321644",,
26/06/2010 6.00,"83,0511717","15,76005578","0,25768402","4,31425435","10,25640965",
26/06/2010 7.00,"80,4939807","15,34863545","0,05247393","4,85532987",,
26/06/2010 8.00,"78,81664455","28,05479512","0,06853695","2,29785963","18,55920982",
26/06/2010 9.00,"95,62631505","17,05793286","0,18410029","1,95215489",,
26/06/2010 10.00,"106,53808725","13,20714765","0,16587387","1,79475482","25,88521957",
26/06/2010 11.00,"112,2180318","8,97348826","0,08664222","1,05466663",,
26/06/2010 12.00,"112,88984805","11,3356113","0,17208332","1,11007686","24,90842056",
26/06/2010 13.00,"114,90096765","10,04812595","0,12709917","1,33535965",,
26/06/2010 14.00,"116,6355603","5,63795646","0,13038447","0,74803503","15,62880993",
26/06/2010 15.00,"116,42047935","4,42574464","0,10787201","0,42992455",,
26/06/2010 16.00,"120,42320745","7,24212638","0,17096142","0,43411865","14,16361046",
26/06/2010 17.00,"117,49869705","12,99299026","0,18846671","0,77640221",,
26/06/2010 18.00,"103,83697695","22,53752792","0,2008029","1,2008075","11,23320961",
26/06/2010 19.00,"94,9880547","23,4719988","0,22231346","1,52013329",,
26/06/2010 20.00,"90,3261387","24,819194","0,22780177","1,65335927","15,14041042",
26/06/2010 21.00,"81,1140666","25,75236472","0,2672976","2,74058821",,
26/06/2010 22.00,"85,70474115","21,79773688","0,2006829","2,67789321","11,72161007",
26/06/2010 23.00,"80,2788798","20,09494792","0,19006859","2,07434337",,
27/06/2010 0.00,"75,11141085","19,92881424","0,14909088","1,84508717","15,62880993",
27/06/2010 1.00,"74,14914255","14,77626486","0,13803503","1,34981834",,
27/06/2010 2.00,,"14,72954706","0,15185542","1,17376547","27,35042",
27/06/2010 3.00,"73,84889505",,"0,15033277","0,93899",,
27/06/2010 4.00,"64,4280462","35,4643496",,"1,03855125","20,51280975",
27/06/2010 5.00,"74,7178173","17,44210146","0,09188006","0,713156",,
27/06/2010 6.00,"73,05843615","11,38622577","0,08761965","0,61160753","18,07081032",
27/06/2010 7.00,"70,2316209","13,67826636","0,08367263","0,72717331",,
27/06/2010 8.00,"69,766347","14,21688632","0,07622595","0,99373816","14,65200996",
27/06/2010 9.00,"74,1824391","8,98387042","0,08683561","0,85168055",,
27/06/2010 10.00,"78,44018805","10,30769525","0,19116602","1,24131664","9,76801014",
27/06/2010 11.00,"87,0831864","6,17527626","0,18339896","0,91757706",,
27/06/2010 12.00,"89,9716671","8,04810512","0,18311936","0,84814851","10,7448101",
27/06/2010 13.00,"88,73414865","6,295977","0,17503193","0,69792337",,
27/06/2010 14.00,"81,50243325","4,76059511","0,17923525","0,59968625","6,34920597",
27/06/2010 15.00,"84,25218165","4,17655177","0,16061855","0,64527226",,
27/06/2010 16.00,"88,9261674","6,02731997","0,19316749","0,46756372","4,39560509",
27/06/2010 17.00,"85,05664545","5,9689141","0,21202301","0,64317521",,
27/06/2010 18.00,"79,3105068","9,2758921","0,21702785","1,11846507","8,79120922",
27/06/2010 19.00,"84,57872325","7,65095595","0,20013302","1,10654482",,
27/06/2010 20.00,"78,7316775","13,23050273","0,21730745","1,34286511","6,34920597",
27/06/2010 21.00,"74,80051005","17,11113999","0,21458601","1,78548283",,
27/06/2010 22.00,"75,2111409","15,72371249","0,2045775","1,90844423","9,27960968",
27/06/2010 23.00,"74,82991635","13,24866864","0,20569823","1,53470283",,
28/06/2010 0.00,"72,1530852","14,47256661","0,19865231","1,67488306","19,04759979",
28/06/2010 1.00,"80,4387192","8,5451907","0,16398191","1,32376991",,
28/06/2010 2.00,"71,5266153","10,61139542","0,17983639","1,09992211","21,0012207",
28/06/2010 3.00,"53,63655255","21,19553336","0,22803827","1,12354295",,
28/06/2010 4.00,"39,98740095","32,95295672","0,25053675","1,52002244","26,86202049",
28/06/2010 5.00,"49,3998309","25,49927328","0,25009638","1,6095398",,
28/06/2010 6.00,"47,57929365","35,7732332","0,27463827","1,57874402","20,51280975",
28/06/2010 7.00,"66,88486875","24,82697584","0,27808084","1,91970344",,
28/06/2010 8.00,"80,1065517","20,60241184","0,23428383","2,05933245","23,44322014",
