,Provincia Bari,,,,,
,Monopoli,,,,,
Parm,O3,NO2,CO,Benzene,PM10,BENZENE
,,,,,,
,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
28/06/2010 9.00,"89,17280925","17,16175637","0,22287266","1,97577573",,
28/06/2010 10.00,"99,43876005","10,82684531","0,20393675","1,6997182","19,53602028",
28/06/2010 11.00,"101,1682056","10,81127207","0,21750783","1,39198316",,
28/06/2010 12.00,"107,40902445","10,32586116","0,21594673","2,24156665","12,69841003",
28/06/2010 13.00,"111,3626157","10,82814738","0,21270337","1,4403293",,
28/06/2010 14.00,"107,61079875","5,94555329","0,20377598",,"24,42000961",
28/06/2010 15.00,"103,5814773","5,10842424","0,24757415",,,
28/06/2010 16.00,"101,9992029","9,3927","0,25582119",,"21,97801971",
28/06/2010 17.00,"98,4689307","9,23695613","0,28156419",,,
28/06/2010 18.00,"104,53458855","9,72755238","0,25750345",,"17,58241081",
28/06/2010 19.00,"96,28538325","14,68671252","0,25718307",,,
28/06/2010 20.00,"79,68750195","25,8938336","0,33052681",,"19,04759979",
28/06/2010 21.00,"73,14533835","24,90615176","0,31211049",,,
28/06/2010 22.00,"77,7086016","16,79576324","0,25305897",,"15,62880993",
28/06/2010 23.00,"81,3945237","12,08448243","0,2304405",,,
29/06/2010 0.00,"78,03655965","12,75028863","0,26863269",,"19,53602028",
29/06/2010 1.00,"76,3982058","9,87810518","0,25734268",,,
29/06/2010 2.00,,"8,80736032","0,26518895",,"22,95482063",
29/06/2010 3.00,"75,439728",,"0,27551901",,,
29/06/2010 4.00,"73,72153425","23,41360632",,,"13,67521",
29/06/2010 5.00,"79,96564485","16,62703306","0,18010201",,,
29/06/2010 6.00,"76,0243827","19,73673472","0,24958844",,"15,14041042",
29/06/2010 7.00,"69,31254435","25,71991808","0,27698225",,,
29/06/2010 8.00,"70,80787665","29,53305792","0,27645916",,"18,07081032",
29/06/2010 9.00,"84,24256575","24,63619648","0,2328404",,,
29/06/2010 10.00,"100,4038014","14,77886901","0,21279774",,"10,7448101",
29/06/2010 11.00,"102,0049884","13,44335804","0,21388119",,,
29/06/2010 12.00,"107,5750683","12,8735916","0,19102738",,"17,09399986",
29/06/2010 13.00,"103,9171959","12,87878077","0,08191232",,,
29/06/2010 14.00,"99,3734238","7,57438226",,,"30,76922989",
29/06/2010 15.00,"96,4804344","10,81905391",,,,
29/06/2010 16.00,"94,28112645","9,28108509","0,20659528","0,28797779","24,90842056",
29/06/2010 17.00,"90,99017445","11,17078543","0,21183312","1,11625818",,
29/06/2010 18.00,"85,26193095","14,65556604","0,21693465","1,49596022","20,51280975",
29/06/2010 19.00,"83,61665445","16,58549869","0,22139194","2,11639734",,
29/06/2010 20.00,"79,70565645","21,75362704","0,2262931","2,14012904","18,07081032",
29/06/2010 21.00,"77,37665355","21,98333472","0,22107157","2,30911884",,
29/06/2010 22.00,"77,7095592","18,19356717","0,14535938","2,0154011","14,16361046",
29/06/2010 23.00,"81,04829145","15,85350478","0,12539711","1,40147583",,
30/06/2010 0.00,"83,894538","10,66461594","0,11519404","1,47476696","13,18680954",
30/06/2010 1.00,"80,2916877","7,43291338","0,12507557","1,21979285",,
30/06/2010 2.00,"81,41832405","4,6152334","0,1301771","0,95687089","7,81440783",
30/06/2010 3.00,"74,59370835","5,96761586","0,13399248","0,89583157",,
30/06/2010 4.00,"69,3015519","7,10325399","0,10339841","1,07011994","13,18680954",
30/06/2010 5.00,"64,7027178","11,67045795","0,17869702","1,095728",,
30/06/2010 6.00,"66,3617598","16,12735098","0,23561193","1,58923031","8,30280876",
30/06/2010 7.00,"56,8669563","34,56880704","0,2742911","2,13990835",,
30/06/2010 8.00,"72,33073995","26,31173944","0,22143272","2,48594463","5,86080599",
30/06/2010 9.00,"95,12265735","15,24090572","0,13053825","1,88084997",,
30/06/2010 10.00,"103,1922528","12,0870751","0,1656432","1,81727222","19,53602028",
30/06/2010 11.00,"109,6371402","9,35895702","0,15046092","1,45357471",,
30/06/2010 12.00,"110,23971","10,20386026","0,15544129","1,60059833","21,97801971",
30/06/2010 13.00,"109,8394332","9,17206285","0,05760809","1,56616068",,
30/06/2010 14.00,"114,7050786","6,41148857","0,05706287","1,16239642","21,48962021",
30/06/2010 15.00,"105,4400592","8,37646818","0,0719772","1,06912634",,
30/06/2010 16.00,"105,0219072","8,9176789","0,07918622","1,25732219","27,35042",
30/06/2010 17.00,"106,27650285","9,49134008","0,0927608","1,2189101",,
30/06/2010 18.00,"100,8715491","18,47261018","0,09845532","1,80932436","20,51280975",
30/06/2010 19.00,"105,6615441","15,76654511","0,062331","1,78625575",,
30/06/2010 20.00,"103,33806735","18,80745874","0,10949136","1,76329697","20,02441978",
30/06/2010 21.00,"91,50879465","29,21897368","0,17214972","2,25812341",,
30/06/2010 22.00,"99,42846585","16,64909372","0,18825585","1,92687736","16,60560989",
30/06/2010 23.00,"90,82646475","22,61670384","0,18199048","1,79067055",,
01/07/2010 0.00,"94,1679501","16,593292","0,12017558","2,05050184","15,62880993",
01/07/2010 1.00,"93,30816495","8,44785078","0,07544191","1,55125959",,
01/07/2010 2.00,,"3,83391372","0,08679833","1,1537865","21,97801971",
01/07/2010 3.00,"110,295969",,"0,13326901",,,
01/07/2010 4.00,"111,2271552","23,39672336",,,"11,72161007",
01/07/2010 5.00,"104,68253775","19,81719168","0,09248236","0,75465773",,
01/07/2010 6.00,"97,4250669","22,32338392","0,13192344","1,26637247","18,07081032",
01/07/2010 7.00,"75,4036584","43,7395812","0,21511609","2,10591207",,
01/07/2010 8.00,"92,8734744","34,05744264","0,17509135","2,59521925","17,58241081",
01/07/2010 9.00,"109,27311255","21,29029208","0,13357541","2,17854113",,
01/07/2010 10.00,"115,91083665","15,02546538","0,0936695","1,40379358","29,30401993",
01/07/2010 11.00,"118,78770645","13,28111719","0,06919285","1,37818653",,
01/07/2010 12.00,"121,88414595","12,76197669","0,09149328","1,48083845","29,30401993",
01/07/2010 13.00,"117,86346285","11,64190414","0,11089286","1,54242898",,
01/07/2010 14.00,"121,0141065","10,31418458","0,08982267","0,95179403","30,76922989",
01/07/2010 15.00,"121,9230285","7,89235934","0,07370839","1,10764826",,
01/07/2010 16.00,"122,3705469","7,78463726",,"0,8807098","26,37360954",
01/07/2010 17.00,"110,78939235","13,80675658","0,11717221","1,07983331",,
01/07/2010 18.00,"108,8964765","17,02807698","0,10111385","1,55710938","24,90842056",
01/07/2010 19.00,"112,7114352","16,94371189","0,12648172","1,56196657",,
01/07/2010 20.00,"102,5187009","26,49733728","0,13156112","2,16099076","23,44322014",
01/07/2010 21.00,"93,47247315","27,4370088","0,17299668","2,59190789",,
01/07/2010 22.00,"94,991526","19,61603016","0,11758345","2,63031998","15,62880993",
01/07/2010 23.00,"99,9684126","15,60041908","0,10423255","2,09222427",,
02/07/2010 0.00,"99,6974118","16,82820032","0,12539361","2,41121852","29,7924099",
02/07/2010 1.00,"107,0007078","10,85670119","0,08605389","1,88658992",,
02/07/2010 2.00,"107,8013013","8,85667845","0,11632409","1,44330911","26,86202049",
02/07/2010 3.00,"101,0816625","11,38103851","0,10862693","1,46218463",,
02/07/2010 4.00,"99,4722561","9,51080806","0,09198491","1,13678836","17,58241081",
02/07/2010 5.00,"93,63231255","16,2376753","0,12079885","1,12067298",,
02/07/2010 6.00,"90,3898989","20,8606848","0,14836858","1,69155068","21,97801971",
02/07/2010 7.00,"83,1698742","36,58051784","0,18907834","2,61210755",,
02/07/2010 8.00,"102,67712385","27,9756192","0,16437102","2,6300993","22,46640968",
02/07/2010 9.00,"121,257297","14,39080375","0,09239266","1,77665222",,
02/07/2010 10.00,"126,48162345","12,78792444","0,11318092","1,57267355","34,67642975",
02/07/2010 11.00,"127,89228795","11,43684023","0,11474551","1,73448842",,
02/07/2010 12.00,"128,09242635","10,59712425","0,13214828","1,62973843","33,69963074",
02/07/2010 13.00,"128,02703025","15,68737875","0,12607863","2,00458429",,
02/07/2010 14.00,"128,4023496","8,07406243","0,13514816","1,30136235","39,07204056",
02/07/2010 15.00,"126,6136326","6,64640262","0,14492018","1,30158304",,
02/07/2010 16.00,"119,7577752","4,84106354","0,15538188","0,73291325","31,74603081",
02/07/2010 17.00,"116,43887325","7,5899555","0,17928884","0,88380046",,
02/07/2010 18.00,"112,17495975","11,17207794","0,21834081","1,18303644","37,11843109",
02/07/2010 19.00,"115,28815725","12,115627","0,15816273","1,23226534",,
02/07/2010 20.00,"91,8227877","28,35719704","0,16162977","1,82588112","30,28083038",
02/07/2010 21.00,"76,98527445","35,87317344","0,28077549","2,95836452",,
02/07/2010 22.00,"85,3824489","23,86655912","0,15518033","3,08198901","23,44322014",
02/07/2010 23.00,"89,43231885","15,81975416","0,12157474","2,2539293",,
03/07/2010 0.00,"87,8062542","14,03647765","0,10358831","1,58006815","16,11721039",
03/07/2010 1.00,"86,13015495","11,84956264","0,12494975","1,4986095",,
03/07/2010 2.00,,"9,92093398","0,06026778","1,57951694","22,46640968",
03/07/2010 3.00,"85,50627855",,"0,04702639","1,16074075",,
03/07/2010 4.00,"83,99394885","23,9067876",,"1,1025714","26,86202049",
03/07/2010 5.00,"78,4222929","23,06317496","0,10589734","1,18800448",,
03/07/2010 6.00,"62,8031187","33,810852","0,16990127","1,68062301","25,39682007",
03/07/2010 7.00,"76,7085879","23,68616192","0,13314436","2,08615379",,
03/07/2010 8.00,"90,5821371","18,88143785","0,18687649","1,87411641","25,39682007",
03/07/2010 9.00,"99,1965072","17,33956854","0,16865705","1,86561734",,
03/07/2010 10.00,"106,57483515","10,83982397","0,11600138","1,61627234","31,25761986",
03/07/2010 11.00,"105,5985819","12,73601938","0,14879497","1,69795269",,
03/07/2010 12.00,"111,0326826","10,77623085","0,20854549","1,83084815","32,23442078",
03/07/2010 13.00,"115,8544779","7,04485004","0,20260515","1,52951512",,
03/07/2010 14.00,"114,5878923","4,5840831","0,17086473","0,92861456","38,58362961",
03/07/2010 15.00,"111,97290615","4,39459434","0,16145386","0,64703879",,
03/07/2010 16.00,"111,51186165","5,3121899","0,13872238","0,62518346","36,14162064",
03/07/2010 17.00,"105,53328555","5,42899972","0,19610562","0,57716886",,
03/07/2010 18.00,"103,66676355","10,03125446","0,30168141","1,16824621","34,18803024",
03/07/2010 19.00,"93,9165003","17,33437173","0,33241994","1,7403382",,
03/07/2010 20.00,"97,3328181","21,40839632","0,31717125","2,1620942","28,81562042",
03/07/2010 21.00,"106,14571065","16,35318495","0,28474814","1,7268721",,
03/07/2010 22.00,"87,60050985","28,23389216","0,34742747","2,21640098","43,46763992",
03/07/2010 23.00,"85,3035267","22,020982","0,33795835","2,42082205",,
04/07/2010 0.00,"85,5868167","19,0436787","0,25244502","2,51839608","21,97801971",
04/07/2010 1.00,"83,16207375","20,91389576","0,1697405","2,09785438",,
04/07/2010 2.00,"85,46877255","15,45894829","0,15734141","1,93681141","23,93161964",
04/07/2010 3.00,"83,1593007","12,69188277","0,12836902","1,6595406",,
04/07/2010 4.00,"84,87577875","12,98520842","0,07406721","1,51262681","21,0012207",
04/07/2010 5.00,"85,72708515","13,37066954","0,05037227","1,30401164",,
04/07/2010 6.00,"87,2019288","11,25514096","0,14899535","2,57700681","23,93161964",
04/07/2010 7.00,"89,75582805","9,07861576","0,1363551","1,79100209",,
04/07/2010 8.00,"90,81960195","11,85735404","0,14763113","1,7280864","32,23442078",
04/07/2010 9.00,"103,2627162","12,03516813","0,1638025","2,30624887",,
04/07/2010 10.00,"113,0464356","12,61661115","0,14654652","2,00910994","17,09399986",
04/07/2010 11.00,"123,71196495","8,67367902","0,10714156","1,46748218",,
04/07/2010 12.00,"121,8371238","6,16229761","0,06269914","1,08590378","26,37360954",
04/07/2010 13.00,"130,0931919","5,51465923","0,05678909","1,0442912",,
04/07/2010 14.00,"136,24399635","3,53929746","0,08775945","0,72761468","24,90842056",
04/07/2010 15.00,"143,43900375","4,44910546","0,06488817","0,68986568",,
04/07/2010 16.00,"132,67071195","5,40693524","0,09769457","0,71944716","21,0012207",
04/07/2010 17.00,"136,2787293","10,20775692","0,15381029","0,74913847",,
04/07/2010 18.00,"131,1139137","11,02023264","0,14137042","0,76790314","22,95482063",
04/07/2010 19.00,"133,91778645","12,31291098","0,08749383","1,25831478",,
04/07/2010 20.00,"130,00706775","17,42652822","0,15248685","1,45291264","19,04759979",
04/07/2010 21.00,"117,53759955","27,64855248","0,22716452","2,17136619",,
04/07/2010 22.00,"110,2536351","22,85293144","0,21649079","2,02014744","26,86202049",
04/07/2010 23.00,"104,3070189","25,59273184","0,19686753","2,34786146",,
05/07/2010 0.00,"112,5297705","15,52384539","0,17808773","2,53682921","33,69963074",
05/07/2010 1.00,"111,37987245","11,74443706","0,16717284","1,82499836",,
05/07/2010 2.00,,"7,34855212","0,11893951","1,30621955","35,65322113",
05/07/2010 3.00,"116,3447292",,"0,13519126","1,07431405",,
05/07/2010 4.00,"99,98558955","41,225588",,"1,17795957","23,93161964",
05/07/2010 5.00,"95,04545085","25,76144672","0,16353455","1,53911763",,
05/07/2010 6.00,"78,18638415","32,6570556","0,20095202","1,67013774","26,37360954",
05/07/2010 7.00,"84,2366007","40,63896728","0,21099898","2,36143841",,
05/07/2010 8.00,"121,18428","28,39094384","0,18543888","2,65647926","30,28083038",
05/07/2010 9.00,"141,43785915","13,06956395","0,17639498","1,5882367",,
05/07/2010 10.00,"138,05314215","16,04040278","0,31585713","1,85535276","30,28083038",
05/07/2010 11.00,"139,1981724","9,06693535","0,24692991","2,58583742",,
05/07/2010 12.00,"141,3861687","8,1155949","0,18685202","1,02894873","32,23442078",
05/07/2010 13.00,"128,3250633","10,92548157","0,08575332","0,76922829",,
05/07/2010 14.00,"116,61698685","15,16173745","0,07390061","0,62562586","45,90964127",
05/07/2010 15.00,"107,7224988","15,194186","0,09517817","1,14550812",,
05/07/2010 16.00,"104,42298825","10,2259343","0,17944845","1,58547656","35,16482162",
05/07/2010 17.00,"91,5616422","34,43513912","0,30275438","2,13372702",,
05/07/2010 18.00,"87,1911957","33,52793336","0,2960032","3,66456729","24,90842056",
05/07/2010 19.00,"95,7072921","26,90227976","0,28748239","3,76688766",,
05/07/2010 20.00,"69,09082005","59,0960004","0,47770359","4,3065282","20,51280975",
05/07/2010 21.00,"52,91735505","60,97792464","0,38064278","4,40233672",,
05/07/2010 22.00,"17,76525156","87,58168384","0,55929087","4,63589789","15,62880993",
05/07/2010 23.00,"36,48976695","54,27959592","0,3949117","4,26767473",,
06/07/2010 0.00,"40,4245653","38,79729064","0,34636033","4,25751998","36,14162064",
06/07/2010 1.00,"52,11169425","29,31243224","0,33361989","3,68266887",,
06/07/2010 2.00,"38,8983903","38,80637264","0,42412874","4,14316749","41,02563095",
06/07/2010 3.00,"60,88749975","31,32672424","0,35263036","3,6438154",,
06/07/2010 4.00,"74,8310535","15,73799322","0,23479177","3,21466378","42,97924042",
06/07/2010 5.00,"67,82994015","22,34026688","0,25183339","2,42965165",,
06/07/2010 6.00,"77,2452828","24,53367504","0,22655406","2,57513045","41,02563095",
06/07/2010 7.00,"81,08092965","32,830952","0,25203377","2,55084754",,
06/07/2010 8.00,"99,67839945","27,04893016","0,29845436","2,78705697","45,42124176",
06/07/2010 9.00,"112,5620496","12,07929326","0,19765623","1,95535539",,
06/07/2010 10.00,"119,65816485","10,57245945","0,16445956","1,29584411","38,0952301",
06/07/2010 11.00,"125,13866925","8,97997759","0,15597952","1,32785317",,
06/07/2010 12.00,"123,65438925","9,71587006","0,17790715","1,43944655","33,69963074",
06/07/2010 13.00,"116,1771891","9,92093398","0,26951693","1,0856831",,
06/07/2010 14.00,"109,7960619","3,43936105","0,18708153","1,03226009","28,81562042",
06/07/2010 15.00,"99,86549055","0,08436126","0,22577234","0,57915608",,
06/07/2010 16.00,"103,1523528","1,34978787","0,16150978","0,76470264","26,37360954",
06/07/2010 17.00,"105,63503055","3,21223266","0,16076185","0,47926328",,
06/07/2010 18.00,"100,4156517","5,20836066","0,17768231","0,8447263","25,39682007",
06/07/2010 19.00,"103,03789965","6,38293476","0,26276459","1,96473722",,
06/07/2010 20.00,"91,6831377","7,3109144","0,27594773","2,19410428","25,39682007",
06/07/2010 21.00,"88,19234655","7,65095595","0,28659816","2,05900091",,
06/07/2010 22.00,"86,13278835","7,9053399","0,28708047","2,44819562","25,88521957",
06/07/2010 23.00,"92,6940441","7,5185729","0,1826254","1,75534912",,
07/07/2010 0.00,"98,19272295","7,33038238","0,17728038","1,34385872","18,55920982",
07/07/2010 1.00,"89,64171405","7,06561627","0,15622068","1,16647968",,
07/07/2010 2.00,,"7,01889273","0,12575593","1,2345841","21,0012207",
07/07/2010 3.00,"93,5655","6,74244621","0,11004124","1,11857593",,
07/07/2010 4.00,"94,58943375","6,73595688",,"0,94406788","11,72161007",
07/07/2010 5.00,"88,9831845","6,52440364","0,08074033","0,92762096",,
07/07/2010 6.00,"69,9287799","6,37904193","0,10913138","1,41052713","10,25640965",
07/07/2010 7.00,"77,71584345","6,32193622","0,21028833","2,17467754",,
07/07/2010 8.00,"90,7610088","6,65938128","0,21979123","2,18516383","15,14041042",
07/07/2010 9.00,"97,9751283","6,31674323","0,19510721","1,68183731",,
07/07/2010 10.00,"103,8499644","6,16099936","0,15080925","1,29418844","23,44322014",
07/07/2010 11.00,"98,9620548","4,36084945","0,17650216","1,56472569",,
07/07/2010 12.00,"96,24117405","4,00263816","0,13482196","1,16427279","22,46640968",
07/07/2010 13.00,"99,38696985","3,53670288","0,08515801","1,03678574",,
07/07/2010 14.00,"97,52415855","3,2187239","0,15761518","0,7565341","24,42000961",
07/07/2010 15.00,"98,9963289",,"0,16148182","0,57904522",,
07/07/2010 16.00,"99,4075383","14,92422498","0,09793223","0,87342503","21,97801971",
07/07/2010 17.00,"99,7365138","13,05659486","0,10868751","0,6926248",,
07/07/2010 18.00,"98,0409234","18,53490506","0,10858732","0,75554049","18,55920982",
07/07/2010 19.00,"96,82646715","21,004754","0,07467301","1,37266727",,
07/07/2010 20.00,"89,21071425","29,10737024","0,09868948","1,807448","10,25640965",
07/07/2010 21.00,"89,5246275","19,65107712","0,15020578","1,92544237",,
07/07/2010 22.00,"87,2670456","18,95282428","0,10933292","1,25478274","16,11721039",
07/07/2010 23.00,"82,4338788","20,55828288","0,08033724","1,32354923",,
08/07/2010 0.00,"91,52587185","5,92478706","0,07677816","0,92155048","23,44322014",
08/07/2010 1.00,"88,3252335","3,57693518","0,07618984","0,58787583",,
08/07/2010 2.00,"89,60548485","3,13695722","0,07155896","0,53390059","11,72161007",
08/07/2010 3.00,"88,52810505","3,14604304","0,07159857",,,
08/07/2010 4.00,"87,6124599","4,09738158","0,07401595",,"5,86080599",
08/07/2010 5.00,"89,5397097","3,52372231","0,09177404",,,
08/07/2010 6.00,"89,4642987","3,01885106","0,09870113","0,359061","12,21000957",
08/07/2010 7.00,"87,6768984","5,86767944","0,09459334","0,44416356",,
08/07/2010 8.00,"87,80846865","5,53412722","0,1160573","0,87000384","13,18680954",
08/07/2010 9.00,"88,9900473","5,66391378","0,09402016","0,75509911",,
08/07/2010 10.00,"90,39091635","5,86508486",,"0,69770268","20,51280975",
08/07/2010 11.00,"94,62370785","5,03444705",,"0,61282183",,
08/07/2010 12.00,"96,73326075","6,33361663",,"0,6512329","16,60560989",
