,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE



13/01/2009 5.00,"1,09492864","16,945339",,"13,11586017",,"0,67414896"
13/01/2009 6.00,"1,21458073","16,25584121","0,44231905","16,97921957","40,04883957","0,67491985"
13/01/2009 7.00,"1,4967789","23,37953448","0,48861615","11,33991117",,"0,67315739"
13/01/2009 8.00,"1,44259721","21,75880856","0,45240445","11,48404394","34,18803024","0,61632743"
13/01/2009 9.00,"1,20893739","22,0102748","0,41806608","12,88393145",,"0,63427951"
13/01/2009 10.00,"1,5870824","26,30460768","0,47608191","19,09644324","33,21123123","0,79034324"
13/01/2009 11.00,"1,35455145","27,26341832","0,46830088","22,1314527",,"0,63626164"
13/01/2009 12.00,"1,46517258","20,59397992","0,42968812","32,06816865","25,39682007","0,87184461"
13/01/2009 13.00,"1,35680919","18,18967051","0,43295361","36,03091695",,"0,53570678"
13/01/2009 14.00,"1,09944412","11,69057793","0,30189111","43,96307685","19,04759979","0,51356873"
13/01/2009 15.00,"1,08138322","6,68566363","0,2614528","52,45184175",,"0,31631344"
13/01/2009 16.00,"1,14008039","5,46404286","0,26577495","53,98260525","13,18680954","0,25761017"
13/01/2009 17.00,"1,10170186","6,7797608","0,28162361","52,9637787",,"0,29891156"
13/01/2009 18.00,"1,33649055","7,20643507","0,28191136","52,6274616","14,16361046","0,29648906"
13/01/2009 19.00,"1,11524729","7,0149999","0,29511897","51,2839089",,"0,29736978"
13/01/2009 20.00,"1,22135395","5,93289967","0,28580246","52,1685717","14,16361046","0,27589379"
13/01/2009 21.00,"1,21909621","5,38941367","0,27586035","50,54170905",,"0,23789562"
13/01/2009 22.00,"1,10621734","6,51044986","0,29852892","46,2907032","12,69841003","0,27743557"
13/01/2009 23.00,"0,90077622","4,89460146","0,32345526","48,45430065",,"0,2799679"
14/01/2009 0.00,"0,98204978","0,65542595","0,27600481","57,9354384","17,09399986","0,23249942"
14/01/2009 1.00,"0,96624662","0,83550385","0,24060978","62,59398285",,"0,15529285"
14/01/2009 2.00,"1,13556593","2,76933506","0,2669283","60,23820705","15,14041042","0,09901309"
14/01/2009 3.00,"1,10057299",,"0,25088741","63,36764385",,"0,13844218"
14/01/2009 4.00,"1,04300469","1,599627","0,26563165",,"36,14162064","0,11872763"
14/01/2009 5.00,"1,11750503","2,85369633",,"56,07336525",,"0,08370419"
14/01/2009 6.00,"1,16491451","7,54874999","0,25318479","43,1141844","42,49084091","0,13888254"
14/01/2009 7.00,"0,94818571","3,16843065","0,27003768","49,3774071",,"0,18337832"
14/01/2009 8.00,"1,13330819","5,7576859","0,30925158","48,88023315","63,49206161","0,17335579"
14/01/2009 9.00,"1,11750503","6,72297822","0,30987369","47,509329",,"0,15287036"
14/01/2009 10.00,"1,11976277","4,5101059","0,27516135","51,26529555","67,39926147","0,11883747"
14/01/2009 11.00,"1,04074695","2,98024014","0,24384848","54,66613215",,"0,10551172"
14/01/2009 12.00,"1,05880785","0,93609034","0,21622167","57,9777723","53,23564148","0,09262531"
14/01/2009 13.00,"0,92561035","0,75438916","0,21430758","57,7399284",,"0,059584"
14/01/2009 14.00,"1,01534432",,"0,23404268","55,91715675","33,21123123","0,16950136"
14/01/2009 15.00,"0,919966","0,97340494","0,28569412","57,80765865",,"0,26047404"
14/01/2009 16.00,"1,03961808","1,61585032","0,29139213","57,5648472","30,28083038","0,25761017"
14/01/2009 17.00,"1,04977689","2,28749959","0,30039409","55,40607765",,"0,37523741"
14/01/2009 18.00,"1,11298955","2,72228648","0,24471058","53,7345669","21,0012207","0,22633132"
14/01/2009 19.00,"1,23038389","4,41114461","0,31595383","48,6275265",,"0,10562155"
14/01/2009 20.00,"1,13330819","10,5549417","0,39232191","39,5613687","18,07081032","0,19229945"
14/01/2009 21.00,"1,2010353","32,56522224","0,62266804","11,56351277",,"0,51059502"
14/01/2009 22.00,"1,47646128","30,92180088","0,54563008","12,52809527","19,53602028","0,66710013"
14/01/2009 23.00,"1,94603865","33,36017448","0,6594867","10,86649568",,"0,71445877"
15/01/2009 0.00,"1,61868873","32,10609368","0,64416578","13,6991483","24,42000961","0,87228497"
15/01/2009 1.00,"0,97414769","14,46315574","0,36684918","31,3788762",,"0,53526642"
15/01/2009 2.00,"1,0926709","9,02670114","0,33352552","40,7192268","12,21000957","0,27732471"
15/01/2009 3.00,"1,10960294",,"0,32514684","39,7777464",,"0,24957078"
15/01/2009 4.00,"1,13000599","1,516694","0,30046632",,"13,67521","0,22600689"
15/01/2009 5.00,"1,02494379","2,01170124",,"43,42538445",,"0,19824686"
15/01/2009 6.00,"1,17845994","2,47731339","0,24985406","40,055211","7,81440783","0,19086751"
15/01/2009 7.00,"1,07686774","7,07502522","0,26378047","35,8747284",,"0,19802617"
15/01/2009 8.00,"1,12653497","15,72533769","0,3016686","29,91488535","5,37240601","0,22600079"
15/01/2009 9.00,"1,04977689","20,77080168","0,33317136","23,3365923",,"0,28591531"
15/01/2009 10.00,"1,09718638","14,1889845","0,31420283","30,57471165","19,53602028","0,32611631"
15/01/2009 11.00,"1,25973248","21,4716644","0,38306482","27,0275817",,"0,45442509"
15/01/2009 12.00,"1,11524729","18,83212546","0,36899511","30,788037","21,97801971","0,51566171"
15/01/2009 13.00,"1,26424796","14,30254392","0,3432556","43,0516611",,"0,53537626"
15/01/2009 14.00,"1,53967291","30,1495632","0,48112403","33,6803082","21,48962021","0,60575368"
15/01/2009 15.00,"1,37261236","26,19591048","0,4669588","38,11545255",,"0,76225879"
15/01/2009 16.00,"1,30262648","22,94474568","0,42287403","40,8423582","16,11721039","0,56335088"
15/01/2009 17.00,"1,50194628","37,826052","0,59069345","21,30031575",,"0,47916667"
15/01/2009 18.00,"2,07020622","56,46552816","0,76874739","11,52608457","26,37360954","0,69694705"
15/01/2009 19.00,"2,53978359","59,13267256","0,91056517","11,3359092",,"1,11282479"
15/01/2009 20.00,"2,70910291","54,94053608","0,95997631","11,83366569","44,4444313","1,25952704"
15/01/2009 21.00,"2,59848077","44,17306984","0,94747936","11,55253628",,"1,59775785"
15/01/2009 22.00,"1,65481053","33,80955184","0,93747317","12,12636012","54,21244049","1,62121699"
15/01/2009 23.00,"1,80155346","29,4340928","0,92167344","11,73940194",,"1,65348742"
16/01/2009 0.00,"1,49452116","25,5875312","0,84468325","11,4847362","54,70085144","1,81560942"
16/01/2009 1.00,"1,09492864","22,53915312","0,65714155","11,77909446",,"1,2883834"
16/01/2009 2.00,"1,2010353","21,66634424","0,57545874","13,68577382","46,39804077","1,0446502"
16/01/2009 3.00,"1,30262648",,"0,53806574","16,65411237",,"0,93186998"
16/01/2009 4.00,"1,26876344","17,15787118","0,48597276",,"41,02563095","0,82558738"
16/01/2009 5.00,"1,18748988","12,61369153",,"28,9293354",,"0,61302319"
16/01/2009 6.00,"1,10057299","13,61629844","0,3038553","28,76285265","35,16482162","0,46742134"
16/01/2009 7.00,"1,21458073","23,045336","0,31529444","19,4944617",,"0,39660356"
16/01/2009 8.00,"1,28117999","33,18981528","0,39152272","14,28418205","30,76922989","0,42578942"
16/01/2009 9.00,"1,55999156","34,2183948","0,46294421","20,91859245",,"0,886824"
16/01/2009 10.00,"1,33649055","24,6692932","0,40238401","35,133546","41,02563095","0,99574877"
16/01/2009 11.00,"1,478718","14,20358071","0,32596351","47,88644385",,"0,63681286"
16/01/2009 12.00,"1,38390004","13,88236471","0,31861003","47,70019065","30,28083038","0,49165136"
16/01/2009 13.00,"1,76994714","13,53842459","0,30596978","51,7978608",,"0,40805803"
16/01/2009 14.00,"1,6954468","13,03225318","0,30976651","54,6692244","20,02441978","0,31719518"
16/01/2009 15.00,"1,50806659","13,8061065","0,30318193","54,9444945",,"0,28106931"
16/01/2009 16.00,"1,56450704","18,38436182","0,30212528","51,3940329","17,09399986","0,23789562"
16/01/2009 17.00,"1,83993199","22,37529472","0,31178546","46,10794125",,"0,21818108"
16/01/2009 18.00,"1,57579472","21,34348392","0,31481329","47,22713625","13,67521","0,24031913"
16/01/2009 19.00,"1,15362581","24,42430864","0,42675232","31,08531195",,"0,38955473"
16/01/2009 20.00,"1,52838523","26,619342","0,46597204","22,8322563","21,48962021","0,53086078"
16/01/2009 21.00,"1,39067224","32,9708148","0,48654361","18,47416284",,"0,53537626"
16/01/2009 22.00,"1,29585428","25,03431312","0,43819145","25,09867605","30,28083038","0,49947107"
16/01/2009 23.00,"1,55660495","19,17443464","0,41439982","30,6106017",,"0,49198189"
17/01/2009 0.00,"1,39518772","11,56890207","0,34542949","40,2630501","27,35042","0,4195125"
17/01/2009 1.00,"1,31617191","10,3115919","0,32956918","43,11791505",,"0,35706463"
17/01/2009 2.00,"1,09718638","7,31188761","0,31226544","46,3865031","23,93161964","0,31818574"
17/01/2009 3.00,"1,19877756",,"0,30318193","49,4787132",,"0,2780956"
17/01/2009 4.00,"1,31391518","3,09055871","0,29529954",,"17,09399986","0,27721488"
17/01/2009 5.00,"1,20329304","2,92994689",,"51,69968685",,"0,25772102"
17/01/2009 6.00,"1,26876344","4,66584978","0,26805835","50,6975784","11,23320961","0,23789562"
17/01/2009 7.00,"1,16265677","7,8553717","0,27681798","46,87960725",,"0,23789562"
17/01/2009 8.00,"1,28230886","15,92326219","0,31719455","36,1187967","14,16361046","0,29946277"
17/01/2009 9.00,"1,27102016","17,6672777","0,4235043","33,7772253",,"0,52557441"
17/01/2009 10.00,"1,35229371","16,55759878","0,36936325","42,61736955","26,86202049","0,82580807"
17/01/2009 11.00,"1,46517258","11,33203969","0,31700233","53,09925915",,"0,55112552"
17/01/2009 12.00,"1,33874829","10,03417409","0,28721328","58,4688216","21,97801971","0,37237353"
17/01/2009 13.00,"1,66158274","7,96082232","0,26189783","63,46926915",,"0,27247871"
17/01/2009 14.00,"1,86928058","8,17659534","0,26132115","64,9957833","13,18680954","0,21774072"
17/01/2009 15.00,"1,43356625","6,2995467","0,26478586","67,5928743",,"0,17831163"
17/01/2009 16.00,"1,23828598","6,76191419","0,28341072","66,38536065","12,21000957","0,18194639"
17/01/2009 17.00,"1,37825569","12,73698494","0,30882053","60,1055595",,"0,19846653"
17/01/2009 18.00,"1,35003597","21,5268256","0,42860467","40,73676285","12,21000957","0,32997074"
17/01/2009 19.00,"1,11524729","22,62351056","0,47235042","34,7576082",,"0,5789903"
17/01/2009 20.00,"1,78123482","48,67018944","0,71740584","14,26813626","29,30401993","0,78087192"
17/01/2009 21.00,"1,89185696","55,7435952","0,77140242","11,40048336",,"1,19454684"
17/01/2009 22.00,"1,43356625","45,24218376","0,80225162","12,07021484","49,81684113","1,32384721"
17/01/2009 23.00,"1,16039903","35,44486632","0,67236111","13,81218899",,"1,1531346"
18/01/2009 0.00,"1,37035462","31,43121504","0,7418056","16,73496374","50,30524063","1,38244064"
18/01/2009 1.00,"1,41324863","17,04105563","0,49424892","26,39514675",,"1,00345865"
18/01/2009 2.00,"1,04074695","11,80090033","0,38952707","31,2486027","42,00244141","0,67337807"
18/01/2009 3.00,"0,9775343",,"0,31406653","34,4486226",,"0,4415397"
18/01/2009 4.00,"1,21458073","5,74470725","0,3205148",,"31,74603081","0,383828"
18/01/2009 5.00,"0,95495893","5,69765866",,"41,12997735",,"0,41620827"
18/01/2009 6.00,"1,04752017","6,96146198","0,29718102","39,5766504","26,86202049","0,38834348"
18/01/2009 7.00,"1,02945927","6,24600879","0,30247128","40,3898922",,"0,35662325"
18/01/2009 8.00,"1,3421349","4,58310989","0,30261691","44,9284773","21,48962021","0,34572"
18/01/2009 9.00,"1,15475468","3,43936105","0,32248365","50,12232015",,"0,40563452"
18/01/2009 10.00,"1,28230886","4,77616835","0,43812272","49,0762419","31,74603081","0,87570005"
18/01/2009 11.00,"1,23941485","3,67297877","0,39391563","54,52452705",,"0,73758739"
18/01/2009 12.00,"1,21683847","2,45784541","0,34475496","60,34869015","26,37360954","0,58493772"
18/01/2009 13.00,"1,40873315","2,80502637","0,31685554","63,20588925",,"0,45607772"
18/01/2009 14.00,"1,3816423","6,23303014","0,31873119","61,93694955","16,60560989","0,41565705"
18/01/2009 15.00,"1,09831525","2,51138332","0,3213769","65,2831032",,"0,36730684"
18/01/2009 16.00,"1,02494379","2,35401616","0,31266969","59,14961535","13,67521","0,33514727"
18/01/2009 17.00,"1,26876344","3,53994754","0,32233803","55,8766383",,"0,30827406"
18/01/2009 18.00,"1,27779338","5,29856308","0,36226374","52,76497695","16,11721039","0,32875949"
18/01/2009 19.00,"1,15475468","7,05555724","0,34494718","53,28718815",,"0,41620827"
18/01/2009 20.00,"1,32971733","2,91696823","0,31492979","57,51311685","17,58241081","0,37677918"
18/01/2009 21.00,"1,28682332","3,72002544","0,32700502","56,69321175",,"0,33735009"
18/01/2009 22.00,"1,14233813","4,41600874","0,30473255","55,70532765","18,55920982","0,29946277"
18/01/2009 23.00,"1,26424796","4,3300261","0,29318856","57,511461",,"0,27038674"
19/01/2009 0.00,"1,11298955","2,89100901","0,30189461","60,7378548","13,18680954","0,21807124"
19/01/2009 1.00,"1,20329304","2,6752379","0,30420364","58,53092595",,"0,22478954"
19/01/2009 2.00,"1,34552049","3,96662182","0,38809529","56,76140085","18,55920982","0,31069655"
19/01/2009 3.00,"1,11524729",,"0,35913688","54,72578265",,"0,36950966"
19/01/2009 4.00,"1,03397373","2,55194066","0,31690214",,"15,14041042","0,3231426"
19/01/2009 5.00,"1,26086135","2,06037311",,"53,1355881",,"0,29142237"
19/01/2009 6.00,"1,12201949","4,97733943","0,27269388","47,4891396","15,14041042","0,26355758"
19/01/2009 7.00,"1,19990643","9,91898947","0,27293387","39,0715563",,"0,29736978"
19/01/2009 8.00,"1,19764869","16,82203603","0,29886328","31,90014975","17,58241081","0,21818108"
19/01/2009 9.00,"1,52161303","30,62653072","0,3631107","20,9515698",,"0,34627121"
19/01/2009 10.00,"1,48323348","25,5924068","0,33069923","30,1467642","26,86202049","0,43603265"
19/01/2009 11.00,"1,14008039","10,71231078","0,25871971","54,54802815",,"0,30232664"
19/01/2009 12.00,"1,15136909","7,17560981","0,22337943","61,1165058","16,11721039","0,22666184"
19/01/2009 13.00,"1,2010353","6,38877592","0,2138241","62,41977945",,"0,14262713"
19/01/2009 14.00,"1,07912548","8,6324735","0,22947704","60,61434435","8,79120922","0,13480742"
19/01/2009 15.00,"1,0678378","15,04882046","0,25098993","50,87499375",,"0,13535863"
19/01/2009 16.00,"1,29811202","14,27982936","0,28940348","45,20336835","16,60560989","0,12269291"
19/01/2009 17.00,"1,2732779","18,23185306","0,38179031","41,0684715",,"0,30761301"
19/01/2009 18.00,"1,39067224","12,33952029","0,31850168","47,02224975","24,42000961","0,39385054"
19/01/2009 19.00,"1,07912548","13,01602986","0,29382116","47,7914619",,"0,38206554"
19/01/2009 20.00,"1,17394446","13,86289673","0,28897126","46,8139917","21,97801971","0,31719518"
19/01/2009 21.00,"1,0136561","16,19257313","0,33305137","41,3791728",,"0,33503641"
19/01/2009 22.00,"1,14008039","14,04784066","0,32027831","38,22174615","25,88521957","0,32060925"
19/01/2009 23.00,"1,27553564","16,79933294","0,3031365","37,94966805",,"0,33690973"
20/01/2009 0.00,"1,03397373","6,50558382","0,27451827","46,7971938","21,0012207","0,29615854"
20/01/2009 1.00,"0,97979204","3,55130291","0,22702821","49,9462215",,"0,2388872"
20/01/2009 2.00,"1,04074695","2,3231909","0,21228747","51,2310414","21,48962021","0,15958866"
20/01/2009 3.00,"1,03397373",,"0,21372741","51,07485285",,"0,1978065"
20/01/2009 4.00,"0,97527656","1,53797838","0,20724418",,"15,62880993","0,13899339"
20/01/2009 5.00,"1,14008039","0,85983978",,"53,46625935",,"0,17820179"
20/01/2009 6.00,"0,93238255","3,83358868","0,20072601","48,87987405","14,16361046","0,1186178"
20/01/2009 7.00,"1,07912548","8,67303085","0,19947946","49,68748995",,"0,1779811"
20/01/2009 8.00,"0,9560878","7,42220618","0,1865864","54,18912765","15,62880993","0,09989381"
20/01/2009 9.00,"0,93464029","8,05491949","0,25848088","52,87302615",,"0,19923844"
20/01/2009 10.00,"1,10170186","6,89332404","0,27266709","56,47567695","20,02441978","0,29725995"
20/01/2009 11.00,"1,2913388","5,69765866","0,25756985","59,4086262",,"0,25761017"
20/01/2009 12.00,"1,17394446","2,99484017","0,24050726","63,8870022","18,07081032","0,21597927"
20/01/2009 13.00,"1,0926709","2,95265954","0,22866853","64,40380695",,"0,15859708"
20/01/2009 14.00,"1,12653497","3,94715383","0,22593661","65,81794275","19,04759979","0,13601968"
20/01/2009 15.00,"1,1829744","4,63178176","0,24448574","65,2828638",,"0,14163657"
20/01/2009 16.00,"1,21458073","3,93579655","0,24922962","64,9521726","25,39682007","0,15859708"
20/01/2009 17.00,"1,10170186","7,88132901","0,29145504","58,2819699",,"0,16498486"
20/01/2009 18.00,"1,16942898","11,03839855","0,41487281","51,8111874","28,81562042","0,36014818"
20/01/2009 19.00,"1,37035462","10,58414559","0,38223301","47,4557832",,"0,35706463"
20/01/2009 20.00,"1,07461102","8,8758233","0,30698449","44,4995523","35,65322113","0,35276882"
20/01/2009 21.00,"1,12653497","4,86864414","0,27434469","51,875985",,"0,35684394"
20/01/2009 22.00,"1,24618705","3,7070487","0,26782651","53,0691147","29,30401993","0,27765524"
20/01/2009 23.00,"1,143467","2,30858895","0,26979187","53,23695405",,"0,31719518"
21/01/2009 0.00,"1,01591384","1,72130286","0,2706062","51,8909475","19,53602028","0,29164306"
21/01/2009 1.00,"1,03171701","1,0123409","0,27175606","50,8108146",,"0,28349282"
21/01/2009 2.00,"1,05429237","0,09409526","0,27146947","52,2166512","16,11721039","0,27126746"
21/01/2009 3.00,"0,99220859",,"0,27765212","52,04382435",,"0,2842637"
21/01/2009 4.00,"0,8985195","0,07462727","0,27544794",,"8,79120922","0,29748064"
21/01/2009 5.00,"1,00011068","1,12590414",,"55,1597151",,"0,29748064"
21/01/2009 6.00,"0,8544956","0,00648933","0,25402709","63,61199145","5,37240601","0,24219143"
21/01/2009 7.00,"0,97979204","0,5159054","0,25995228","59,756235",,"0,15859708"
21/01/2009 8.00,"0,93689803","1,66614357","0,26281934","57,248121","3,41880298","0,13888254"
21/01/2009 9.00,"0,90754944","3,65675545","0,24107695","60,11906565",,"0,15870794"
21/01/2009 10.00,"0,98882198","7,01662127","0,27509961","56,76658785","2,93040299","0,17831163"
21/01/2009 11.00,"1,11298955","3,43773967","0,28695115","59,62079445",,"0,22721306"
21/01/2009 12.00,"0,98882198","2,18367034","0,26625959","60,49193115","17,09399986","0,24769849"
21/01/2009 13.00,"1,10847407","1,41792582","0,25498239","62,6438778",,"0,20837923"
21/01/2009 14.00,"1,07235328","3,42313773","0,28451397","59,35158915","26,37360954","0,1983567"
21/01/2009 15.00,"0,97866317","2,36212686","0,24982144","66,2655609",,"0,23789562"
21/01/2009 16.00,"1,07235328","3,92119652","0,2546958","67,2286671","29,30401993","0,21807124"
21/01/2009 17.00,"1,05429237","2,37186086","0,24896167","67,20861735",,"0,21818108"
21/01/2009 18.00,"0,98317865","1,86406807","0,2498692","65,79404265","59,58485031","0,18646187"
21/01/2009 19.00,"1,04074695","1,59476096","0,24322754","68,37238065",,"0,12654734"
21/01/2009 20.00,"1,04300469","1,80241946","0,23940401","69,74178855","92,79608154","0,11894832"
21/01/2009 21.00,"1,05767898","1,73752618","0,23935741","70,1263647",,"0,09912292"
21/01/2009 22.00,"1,2157096","1,12752552","0,240456","68,98935435","102,56410217","0,06608263"
21/01/2009 23.00,"0,9955952","0,31473432","0,2470499","66,81568215",,"0,05297553"
22/01/2009 0.00,"0,97866317","0,73978722","0,27165936","63,95309655","93,77288055","0,1130009"
22/01/2009 1.00,"1,04977689","18,36002015","0,3315823","42,1761354",,"0,13337548"
22/01/2009 2.00,"1,0858987","18,23185306","0,33918043","30,90141285","82,53968048","0,18381868"
22/01/2009 3.00,"1,03848921",,"0,41286552","21,3355275",,"0,24758763"
22/01/2009 4.00,"1,0136561","25,14788592","0,47489128",,"58,11965179","0,37182232"
22/01/2009 5.00,"0,98204978","26,74589728",,"12,97093539",,"0,45574719"
22/01/2009 6.00,"1,24167157","26,93407632","0,49829846","13,15635668","43,9560318","0,51136591"
22/01/2009 7.00,"1,35680919","24,74391856","0,43192492","14,84181846",,"0,51522135"
22/01/2009 8.00,"1,31165744","29,54118392","0,42781596","13,92141125","37,6068306","0,4200627"
