,,,Provincia di Lecce,,,
07/03/2009 13.00,"1,0","26,9","42,5",,"52,3",
07/03/2009 14.00,"0,2","17,3","22,7",,"57,3",
07/03/2009 15.00,,"19,4","23,5",,"50,7",
07/03/2009 16.00,,"21,3","25,9",,"50,5",
07/03/2009 17.00,,"49,1","67,4",,"22,7",
07/03/2009 18.00,"0,1","63,6","98,0",,"4,7",
07/03/2009 19.00,,"58,8","91,3",,"6,4",
07/03/2009 20.00,,"61,3","86,0",,"6,6",
07/03/2009 21.00,,"43,1","50,9",,"21,6",
07/03/2009 22.00,,"19,1","23,4",,"47,2",
07/03/2009 23.00,,"21,7","25,2",,"47,3",
08/03/2009 0.00,,"19,4","23,3",,"40,7",
08/03/2009 1.00,,"14,5","18,4",,"38,6",
08/03/2009 2.00,,"8,3","10,8",,"38,4",
08/03/2009 3.00,,"8,7","11,9",,"34,6",
08/03/2009 4.00,,"9,6","12,9",,"25,0",
08/03/2009 5.00,"0,0","8,0","10,6",,"18,3","12,2"
08/03/2009 6.00,"0,0","8,6","11,7",,"14,6","12,2"
08/03/2009 7.00,"0,0","7,6","11,8",,"16,7","12,2"
08/03/2009 8.00,"0,1","6,6","10,4",,"20,8","12,2"
08/03/2009 9.00,"1,0","7,4","11,9",,"24,4","12,2"
08/03/2009 10.00,"1,4","6,7","10,9",,"31,2","12,2"
08/03/2009 11.00,"2,1","6,6","10,9",,"37,5","12,2"
08/03/2009 12.00,"1,7","5,7","10,2",,"46,1","12,2"
08/03/2009 13.00,"1,4","5,6","9,0",,"53,3","12,2"
08/03/2009 14.00,"1,1","4,6","8,1",,"57,6","12,2"
08/03/2009 15.00,"1,0","5,9","9,1",,"58,4","12,2"
08/03/2009 16.00,"0,8","6,5","9,6",,"58,8","12,2"
08/03/2009 17.00,"0,7","8,5","11,9",,"58,9","12,2"
08/03/2009 18.00,"0,5","10,5","13,4",,"57,5","12,2"
08/03/2009 19.00,"0,4","18,3","23,1",,"44,6","12,2"
08/03/2009 20.00,"0,2","16,0","19,6",,"45,7","12,2"
08/03/2009 21.00,"0,4","26,3","30,4",,"33,2","12,2"
08/03/2009 22.00,"0,3","21,5","25,9",,"34,9","12,2"
08/03/2009 23.00,"0,3","15,8","19,2",,"35,7",
09/03/2009 0.00,"0,3","13,5","17,2",,"39,0",
09/03/2009 1.00,,"14,0","17,0",,"37,8",
09/03/2009 2.00,"0,1",,,,"41,5",
09/03/2009 3.00,"0,1","7,0","9,9",,"40,8",
09/03/2009 4.00,"0,1","8,9","12,2",,"30,6",
09/03/2009 5.00,"0,1","18,3","35,7",,,"9,0"
09/03/2009 6.00,"0,1","40,1","89,8",,"3,9","9,0"
09/03/2009 7.00,"0,1","29,5","50,1",,"26,6","9,0"
09/03/2009 8.00,"0,6","27,3","44,6",,"41,4","9,0"
09/03/2009 9.00,"2,7","11,8","16,0",,"66,3","9,0"
09/03/2009 10.00,"3,4","8,2","11,6",,"75,7","9,0"
09/03/2009 11.00,"3,6","7,1","10,4",,"79,9","9,0"
09/03/2009 12.00,"3,9","7,3","10,9",,"82,6","9,0"
09/03/2009 13.00,"3,7","9,0","12,8",,"80,1","9,0"
09/03/2009 14.00,"3,6","8,9","12,5",,"81,2","9,0"
09/03/2009 15.00,"2,8","7,9","11,7",,"82,1","9,0"
09/03/2009 16.00,"2,1","8,9","13,0",,"81,0","9,0"
09/03/2009 17.00,"1,5","12,7","17,0",,"73,6","9,0"
09/03/2009 18.00,"0,5","19,5","22,6",,"58,6","9,0"
09/03/2009 19.00,"0,4","28,2","32,0",,"43,6","9,0"
09/03/2009 20.00,"0,3","16,3","19,3",,"51,9","9,0"
09/03/2009 21.00,"0,4","10,2","13,3",,"58,7","9,0"
09/03/2009 22.00,"0,4","8,8","12,3",,"60,0","9,0"
09/03/2009 23.00,"0,4","4,7","7,6",,"69,5",
10/03/2009 0.00,"0,3","4,9","7,9",,"74,1",
10/03/2009 1.00,"0,1","9,0","12,4",,"67,3",
10/03/2009 2.00,"0,3","5,9","8,0",,"68,8",
10/03/2009 3.00,"0,2","15,5","18,1",,"55,9",
10/03/2009 4.00,"0,1","5,0","8,4",,"63,1",
10/03/2009 5.00,"0,0","4,3","7,3",,"66,3","9,4"
10/03/2009 6.00,"0,1","4,6","6,7",,"65,1","9,4"
10/03/2009 7.00,"0,1","9,1","12,3",,"58,0","9,4"
10/03/2009 8.00,"0,1","13,6","20,7",,"56,9","9,4"
10/03/2009 9.00,"0,3","12,7","19,7",,"58,1","9,4"
10/03/2009 10.00,"1,2","9,7","16,0",,"63,2","9,4"
10/03/2009 11.00,"3,7","12,5","18,9",,"62,9","9,4"
10/03/2009 12.00,"3,7","10,9","17,0",,"65,0","9,4"
10/03/2009 13.00,"4,2","13,9","20,7",,"62,4","9,4"
10/03/2009 14.00,"2,6","12,2","16,7","0,3","65,9","9,4"
10/03/2009 15.00,"2,2","11,2","16,1","0,2","67,1","9,4"
10/03/2009 16.00,"2,0","13,4","18,0","0,3","64,9","9,4"
10/03/2009 17.00,"1,4","22,2","26,4","0,3","56,7","9,4"
10/03/2009 18.00,"0,5","41,9","49,3","0,4","37,1","9,4"
10/03/2009 19.00,"0,2","41,5","47,0","0,5","37,7","9,4"
10/03/2009 20.00,"0,4","57,4","79,8","0,7","19,4","9,4"
10/03/2009 21.00,"1,1","70,7","114,6","0,7","6,7","9,4"
10/03/2009 22.00,"0,9","50,4","63,0","0,6","20,4","9,4"
10/03/2009 23.00,"0,6","23,2","29,3","0,4","33,3",
11/03/2009 0.00,"0,6","20,2","24,5","0,4","35,8",
11/03/2009 1.00,,"10,4","14,4","0,4","45,7",
11/03/2009 2.00,"0,0",,,"0,4","42,7",
11/03/2009 3.00,"0,1","8,2","10,8",,"46,6",
11/03/2009 4.00,"0,0","6,6","10,0","0,1","54,4",
11/03/2009 5.00,"0,0","12,5","19,1","0,1",,"16,3"
11/03/2009 6.00,"0,2","30,2","75,0","0,1","47,0","16,3"
11/03/2009 7.00,"0,0","14,5","18,2","0,1","59,6","16,3"
11/03/2009 8.00,"0,3","49,2","68,5","0,2","35,0","16,3"
11/03/2009 9.00,"2,1","17,5","22,9","0,1","66,2","16,4"
11/03/2009 10.00,"3,5","15,4","19,9","0,1","69,4","16,4"
11/03/2009 11.00,"2,1","13,2","18,2","0,1","70,9","16,4"
11/03/2009 12.00,"0,9","12,1","16,1","0,1","72,2","16,4"
11/03/2009 13.00,"0,7","15,1","20,0","0,1","68,6","16,3"
11/03/2009 14.00,"0,1","14,6","18,2","0,1","67,5","16,4"
11/03/2009 15.00,"0,2","20,8","24,8","0,1","56,2","16,4"
11/03/2009 16.00,"0,7","36,1","43,1","0,3","36,5","16,4"
11/03/2009 17.00,"0,5","36,4","48,2","0,2","35,1","16,4"
11/03/2009 18.00,"0,8","49,4","59,5","0,3","25,2","16,4"
11/03/2009 19.00,"1,2","51,9","62,6","0,4","21,2","16,4"
11/03/2009 20.00,"0,6","39,2","45,2","0,3","33,9","16,4"
11/03/2009 21.00,"0,5","29,6","34,7","0,2","39,3","16,4"
11/03/2009 22.00,"0,5","26,8","31,4","0,3","37,1","16,4"
11/03/2009 23.00,"0,6","31,1","37,8","0,3","17,6",
12/03/2009 0.00,"0,4","14,6","19,4","0,2","36,4",
12/03/2009 1.00,"0,2","8,6","11,9","0,1","38,6",
12/03/2009 2.00,"0,1","10,2","13,3","0,2","30,6",
12/03/2009 3.00,"0,1","12,2","16,2","0,2","34,6",
12/03/2009 4.00,"0,0","11,0","14,8","0,1","39,9",
12/03/2009 5.00,"0,0","9,9","13,0","0,1","42,5","18,0"
12/03/2009 6.00,"0,0","9,2","12,2","0,1","47,9","18,0"
12/03/2009 7.00,"0,0","23,7","28,7","0,1","41,9","18,0"
12/03/2009 8.00,"0,2","34,6","49,5","0,2","40,6","18,0"
12/03/2009 9.00,"0,6","21,9","28,9","0,1","54,8","18,0"
12/03/2009 10.00,"1,4","20,1","28,4","0,1","58,6","18,0"
12/03/2009 11.00,"2,2","17,8","24,9","0,1","58,4","18,0"
12/03/2009 12.00,"2,6","16,9","25,1","0,1","58,7","18,0"
12/03/2009 13.00,"3,0","15,3","22,2","0,1","56,7","18,0"
12/03/2009 14.00,"3,1","12,5","18,6","0,1","57,5","18,0"
12/03/2009 15.00,"2,3","10,3","14,5","0,1","63,0","18,0"
12/03/2009 16.00,"2,0","11,8","15,5","0,1","65,8","18,0"
12/03/2009 17.00,"0,9","13,0","16,3","0,1","63,4","18,0"
12/03/2009 18.00,"1,1","18,7","23,6","0,1","58,8","18,0"
12/03/2009 19.00,"1,7","21,5","26,8","0,2","54,0","18,0"
12/03/2009 20.00,"0,8","20,0","24,5","0,2","51,9","18,0"
12/03/2009 21.00,"0,3","22,4","26,7","0,1","43,6","18,0"
12/03/2009 22.00,"0,0","16,7","20,2","0,1","45,2","18,0"
12/03/2009 23.00,"0,1","13,4","16,5","0,1","45,3",
13/03/2009 0.00,"0,0","13,8","17,5","0,1","47,0",
13/03/2009 1.00,,"7,5","10,7","0,1","55,4",
13/03/2009 2.00,"0,2",,,"0,1","47,0",
13/03/2009 3.00,"0,2","6,9","9,8",,"50,7",
13/03/2009 4.00,"0,1","5,7","9,1","0,1","52,2",
13/03/2009 5.00,"0,0","5,4","7,9","0,1",,"12,0"
13/03/2009 6.00,"0,1","7,8","10,9","0,1","54,4","12,0"
13/03/2009 7.00,"0,1","13,2","17,7","0,1","49,6","12,0"
13/03/2009 8.00,"1,1","20,3","31,2","0,2","44,4","12,0"
13/03/2009 9.00,"3,2","17,0","23,5","0,2","54,1","12,0"
13/03/2009 10.00,"5,0","13,0","17,4","0,1","63,7","12,0"
13/03/2009 11.00,"4,9","11,5","16,9","0,2","68,5","12,0"
13/03/2009 12.00,"4,8","12,3","16,5","0,1","72,6","12,0"
13/03/2009 13.00,"5,2","13,8","19,0","0,1","74,8","12,0"
13/03/2009 14.00,"4,6","11,7","16,4","0,1","77,7","12,0"
13/03/2009 15.00,"4,3","11,3","15,2","0,1","80,9","12,0"
13/03/2009 16.00,"4,1","10,8","15,1","0,2","78,7","12,0"
13/03/2009 17.00,"3,2","14,4","18,4","0,1","71,6","12,0"
13/03/2009 18.00,"2,9","30,2","34,2","0,2","54,0","12,0"
13/03/2009 19.00,"2,8","49,2","55,2","0,3","36,5","12,0"
13/03/2009 20.00,"2,9","65,9","83,9","0,5","19,2","12,0"
13/03/2009 21.00,"3,0","72,8","90,7","0,6","11,7","12,0"
13/03/2009 22.00,"3,0","67,4","83,9","0,6","11,3","12,0"
13/03/2009 23.00,"3,3","66,1","123,2","0,9","7,2",
14/03/2009 0.00,"3,5","47,8","73,0","0,8","10,4",
14/03/2009 1.00,"3,0","32,8","41,1","0,6","14,6",
14/03/2009 2.00,"2,4","19,9","26,4","0,3","30,2",
14/03/2009 3.00,"2,1","16,2","27,2","0,2","28,3",
14/03/2009 4.00,"1,7","13,3","18,2","0,2","32,5",
14/03/2009 5.00,"1,6","15,4","19,8","0,2","32,9","18,2"
14/03/2009 6.00,"1,9","18,4","23,3","0,2","34,5","18,2"
14/03/2009 7.00,"1,8","17,7","24,2","0,2","42,7","18,2"
14/03/2009 8.00,"3,8","28,5","42,9","0,2","41,0","18,2"
14/03/2009 9.00,"5,2","22,0","29,8","0,2","53,3","18,2"
14/03/2009 10.00,"5,7","15,0","21,4","0,1","65,4","18,2"
14/03/2009 11.00,"5,7","13,7","20,0","0,1","67,6","18,2"
14/03/2009 12.00,"5,6","14,8","21,5","0,2","65,6","18,2"
14/03/2009 13.00,"5,3","15,3","22,9","0,1","66,4","18,2"
14/03/2009 14.00,"5,2","11,1","15,0","0,1","66,6","18,2"
14/03/2009 15.00,"4,2","8,7","12,6","0,1","67,4","18,2"
14/03/2009 16.00,"4,7","12,5","16,3","0,1","65,7","18,2"
14/03/2009 17.00,"3,7","16,3","20,3","0,1","64,0","18,2"
14/03/2009 18.00,"3,0","28,3","31,9","0,2","51,4","18,2"
14/03/2009 19.00,"2,5","38,4","43,0","0,2","40,2","18,2"
14/03/2009 20.00,"2,9","48,2","56,3","0,3","28,8","18,2"
14/03/2009 21.00,"2,8","49,1","61,2","0,3","21,7","18,2"
14/03/2009 22.00,"2,4","35,3","42,4","0,3","29,4","18,2"
14/03/2009 23.00,"2,3","27,2","32,6","0,2","34,1",
15/03/2009 0.00,"2,5","41,2","56,9","0,3","20,3",
15/03/2009 1.00,,"30,5","41,4","0,3","21,7",
15/03/2009 2.00,"0,4",,,"0,2","31,6",
15/03/2009 3.00,"0,6","25,4","33,3",,"22,3",
15/03/2009 4.00,"0,6","20,4","27,6","0,1","22,0",
15/03/2009 5.00,"0,5","14,5","20,2","0,1",,"20,0"
15/03/2009 6.00,"0,5","19,4","29,1","0,1","24,8","20,0"
15/03/2009 7.00,"0,5","26,8","39,8","0,1","19,9","20,0"
15/03/2009 8.00,"1,8","31,6","53,4","0,2","18,2","20,0"
15/03/2009 9.00,"3,0","20,0","29,4","0,1","48,2","20,0"
15/03/2009 10.00,"4,3","9,9","13,9","0,1","64,8","20,0"
15/03/2009 11.00,"4,9","9,0","12,0","0,1","69,2","20,0"
15/03/2009 12.00,"5,2","9,8","12,8","0,1","73,1","20,0"
15/03/2009 13.00,"5,1","9,1","11,9","0,0","77,5","20,0"
15/03/2009 14.00,"5,3","6,9","9,8","0,0","78,1","20,0"
15/03/2009 15.00,"4,7","6,4","9,0","0,0","76,8","20,0"
15/03/2009 16.00,"4,0","7,0","9,7","0,1","75,0","20,0"
15/03/2009 17.00,"3,2","11,1","14,2","0,1","70,1","20,0"
15/03/2009 18.00,"2,0","21,8","25,2","0,1","68,4","20,0"
15/03/2009 19.00,"1,9","33,8","37,6","0,1","51,1","20,0"
15/03/2009 20.00,"1,9","63,1","72,4","0,3","25,2","20,0"
15/03/2009 21.00,"2,1","75,5","93,8","0,5","10,9","20,0"
15/03/2009 22.00,"2,8","70,4","102,7","0,5","7,5","20,0"
15/03/2009 23.00,"2,9","61,1","77,7","0,3","13,2",
16/03/2009 0.00,"2,3","50,0","65,6","0,2","23,9",
16/03/2009 1.00,"2,3","32,3","39,5","0,2","33,2",
16/03/2009 2.00,"2,0","25,6","38,8","0,2","29,3",
16/03/2009 3.00,"1,5","25,3","37,9","0,1","16,6",
16/03/2009 4.00,"1,6","24,6","31,0","0,1","8,7",
16/03/2009 5.00,"1,4","25,2","38,4","0,2","7,6","25,6"
16/03/2009 6.00,"1,8","31,4","68,7","0,2","3,8","25,6"
16/03/2009 7.00,"2,6","45,8","147,9","0,3","5,5","25,6"
16/03/2009 8.00,"3,8","58,2","126,9","0,2","22,2","25,6"
16/03/2009 9.00,,,,,,
16/03/2009 10.00,,,,,,
16/03/2009 11.00,,,,,,
16/03/2009 12.00,,,,,,
16/03/2009 13.00,,,,,,
16/03/2009 14.00,,,,,,
16/03/2009 15.00,,,,,,
16/03/2009 16.00,,,,,,
16/03/2009 17.00,,,,,,
16/03/2009 18.00,,,,,,
16/03/2009 19.00,,,,,,
16/03/2009 20.00,,,,,,
16/03/2009 21.00,,,,,,
16/03/2009 22.00,,,,,,
16/03/2009 23.00,,,,,,
17/03/2009 0.00,,,,,,
17/03/2009 1.00,,,,,,
17/03/2009 2.00,,,,,,
17/03/2009 3.00,,,,,,
17/03/2009 4.00,,,,,,
17/03/2009 5.00,,,,,,
17/03/2009 6.00,,,,,,
17/03/2009 7.00,,,,,,
17/03/2009 8.00,,,,,,
17/03/2009 9.00,,,,,,
17/03/2009 10.00,,,,,,
17/03/2009 11.00,,,,,,
17/03/2009 12.00,,,,,,
17/03/2009 13.00,,,,,,
17/03/2009 14.00,,,,,,
17/03/2009 15.00,,,,,,
17/03/2009 16.00,,,,,,
17/03/2009 17.00,,,,,,
17/03/2009 18.00,,,,,,
17/03/2009 19.00,,,,,,
17/03/2009 20.00,,,,,,
17/03/2009 21.00,,,,,,
17/03/2009 22.00,,,,,,
17/03/2009 23.00,,,,,,
18/03/2009 0.00,,,,,,
18/03/2009 1.00,,,,,,
18/03/2009 2.00,,,,,,
18/03/2009 3.00,,,,,,
18/03/2009 4.00,,,,,,
18/03/2009 5.00,,,,,,
18/03/2009 6.00,,,,,,
18/03/2009 7.00,,,,,,
18/03/2009 8.00,,,,,,
18/03/2009 9.00,,,,,,
18/03/2009 10.00,,,,,,
18/03/2009 11.00,,,,,,
18/03/2009 12.00,,,,,,
18/03/2009 13.00,,,,,,
18/03/2009 14.00,,,,,,
18/03/2009 15.00,,,,,,
18/03/2009 16.00,,,,,,
18/03/2009 17.00,,,,,,
18/03/2009 18.00,,,,,,
18/03/2009 19.00,,,,,,
18/03/2009 20.00,,,,,,
18/03/2009 21.00,,,,,,
18/03/2009 22.00,,,,,,
18/03/2009 23.00,,,,,,
19/03/2009 0.00,,,,,,
19/03/2009 1.00,,,,,,
19/03/2009 2.00,,,,,,
19/03/2009 3.00,,,,,,
19/03/2009 4.00,,,,,,
19/03/2009 5.00,,,,,,
19/03/2009 6.00,,,,,,
19/03/2009 7.00,,,,,,
19/03/2009 8.00,,,,,,
19/03/2009 9.00,,,,,,
19/03/2009 10.00,,,,,,
19/03/2009 11.00,,,,,,
19/03/2009 12.00,,,,,,
19/03/2009 13.00,,,,,,
19/03/2009 14.00,,,,,,
19/03/2009 15.00,,,,,,
19/03/2009 16.00,,,,,,
19/03/2009 17.00,,,,,,
19/03/2009 18.00,,,,,,
19/03/2009 19.00,,,,,,
19/03/2009 20.00,,,,,,
19/03/2009 21.00,,,,,,
19/03/2009 22.00,,,,,,
19/03/2009 23.00,,,,,,
20/03/2009 0.00,,,,,,
20/03/2009 1.00,,,,,,
20/03/2009 2.00,,,,,,
20/03/2009 3.00,,,,,,
20/03/2009 4.00,,,,,,
20/03/2009 5.00,,,,,,
20/03/2009 6.00,,,,,,
20/03/2009 7.00,,,,,,
20/03/2009 8.00,,,,,,
20/03/2009 9.00,,,,,,
20/03/2009 10.00,,,,,,
20/03/2009 11.00,,,,,,
20/03/2009 12.00,,,,,,
20/03/2009 13.00,,,,,,
20/03/2009 14.00,,,,,,
20/03/2009 15.00,,,,,,
20/03/2009 16.00,,,,,,
20/03/2009 17.00,,,,,,
20/03/2009 18.00,,,,,,
20/03/2009 19.00,,,,,,
20/03/2009 20.00,,,,,,
20/03/2009 21.00,,,,,,
20/03/2009 22.00,,,,,,
20/03/2009 23.00,,,,,,
21/03/2009 0.00,,,,,,
21/03/2009 1.00,,,,,,
21/03/2009 2.00,,,,,,
21/03/2009 3.00,,,,,,
21/03/2009 4.00,,,,,,
21/03/2009 5.00,,,,,,
21/03/2009 6.00,,,,,,
21/03/2009 7.00,,,,,,
21/03/2009 8.00,,,,,,
21/03/2009 9.00,,,,,,
21/03/2009 10.00,,,,,,
21/03/2009 11.00,,,,,,
21/03/2009 12.00,,,,,,
21/03/2009 13.00,,,,,,
21/03/2009 14.00,,,,,,
21/03/2009 15.00,,,,,,
21/03/2009 16.00,,,,,,
21/03/2009 17.00,,,,,,
21/03/2009 18.00,,,,,,
21/03/2009 19.00,,,,,,
21/03/2009 20.00,,,,,,
21/03/2009 21.00,,,,,,
21/03/2009 22.00,,,,,,
21/03/2009 23.00,,,,,,
22/03/2009 0.00,,,,,,
22/03/2009 1.00,,,,,,
22/03/2009 2.00,,,,,,
22/03/2009 3.00,,,,,,
22/03/2009 4.00,,,,,,
22/03/2009 5.00,,,,,,
22/03/2009 6.00,,,,,,
22/03/2009 7.00,,,,,,
22/03/2009 8.00,,,,,,
22/03/2009 9.00,,,,,,
22/03/2009 10.00,,,,,,
22/03/2009 11.00,,,,,,
22/03/2009 12.00,,,,,,
22/03/2009 13.00,,,,,,
22/03/2009 14.00,,,,,,
22/03/2009 15.00,,,,,,
22/03/2009 16.00,,,,,,
22/03/2009 17.00,,,,,,
22/03/2009 18.00,,,,,,
22/03/2009 19.00,,,,,,
22/03/2009 20.00,,,,,,
22/03/2009 21.00,,,,,,
22/03/2009 22.00,,,,,,
22/03/2009 23.00,,,,,,
23/03/2009 0.00,,,,,,
23/03/2009 1.00,,,,,,
23/03/2009 2.00,,,,,,
23/03/2009 3.00,,,,,,
23/03/2009 4.00,,,,,,
23/03/2009 5.00,,,,,,
23/03/2009 6.00,,,,,,
23/03/2009 7.00,,,,,,
23/03/2009 8.00,,,,,,
23/03/2009 9.00,,,,,,
23/03/2009 10.00,,,,,,
23/03/2009 11.00,,,,,,
23/03/2009 12.00,,,,,,
23/03/2009 13.00,,,,,,
23/03/2009 14.00,,,,,,
23/03/2009 15.00,,,,,,
23/03/2009 16.00,,,,,,
23/03/2009 17.00,,,,,,"17,2"
23/03/2009 18.00,,,,,,"17,2"
23/03/2009 19.00,,,,,,"17,2"
23/03/2009 20.00,,,,,,"17,2"
23/03/2009 21.00,,,,,,"17,2"
23/03/2009 22.00,,,,,,"17,2"
23/03/2009 23.00,,,,,,
24/03/2009 0.00,,,,,,
24/03/2009 1.00,,,,,,
24/03/2009 2.00,,,,,,
24/03/2009 3.00,,,,,,
24/03/2009 4.00,,,,,,
24/03/2009 5.00,,,,,,"10,7"
24/03/2009 6.00,,,,,,"10,7"
24/03/2009 7.00,,,,,,"10,7"
24/03/2009 8.00,,,,,,"10,7"
24/03/2009 9.00,,,,,,"10,7"
24/03/2009 10.00,,,,,,"10,7"
24/03/2009 11.00,,,,,,"10,7"
24/03/2009 12.00,,,,,,"10,7"
24/03/2009 13.00,,,,,,"10,7"
24/03/2009 14.00,,,,,,"10,7"
24/03/2009 15.00,,,,,,"10,7"
24/03/2009 16.00,,"7,9","11,4","1,5","83,1","10,7"
24/03/2009 17.00,,"12,8","16,8","1,4","79,9","10,7"
24/03/2009 18.00,,"17,2","21,0","1,6","75,5","10,7"
24/03/2009 19.00,,"30,1","34,2","1,6","62,3","10,7"
24/03/2009 20.00,,"24,2","28,1","1,6","66,4","10,7"
24/03/2009 21.00,,"17,9","21,4","1,5","69,6","10,7"
24/03/2009 22.00,,"14,7","17,8","1,5","70,0","10,7"
24/03/2009 23.00,,"13,3","17,0","1,5","71,5",
25/03/2009 0.00,,"10,9","14,4","1,4","72,8",
25/03/2009 1.00,,"10,1","13,3","1,5","77,2",
25/03/2009 2.00,,,,"1,4","80,4",
25/03/2009 3.00,,"8,2","10,9",,"82,9",
25/03/2009 4.00,,"8,1","10,6","0,2","83,1",
25/03/2009 5.00,,"7,7","10,5","0,2",,"7,4"
25/03/2009 6.00,,"9,2","12,0","0,2","68,1","7,4"
25/03/2009 7.00,,"14,6","19,3","0,3","62,7","7,4"
25/03/2009 8.00,,"25,3","34,3","0,2","56,0","7,4"
25/03/2009 9.00,"0,2","16,0","20,9","0,3","65,4","7,4"
25/03/2009 10.00,"0,5","16,3","21,5","0,3","64,2","7,4"
25/03/2009 11.00,"1,0","21,1","28,3","0,3","58,9","7,4"
25/03/2009 12.00,"0,5","17,0","22,8","0,2","64,8","7,4"
25/03/2009 13.00,"0,8","15,8","21,3","0,2","67,7","7,4"
25/03/2009 14.00,"0,7","14,0","18,5","0,2","70,9","7,4"
25/03/2009 15.00,"0,5","13,7","17,6","0,2","68,7","7,4"
25/03/2009 16.00,"0,2","17,5","23,1","0,2","63,8","7,4"
25/03/2009 17.00,"0,5","21,7","27,2","0,3","59,1","7,4"
25/03/2009 18.00,"0,3","23,6","28,3","0,2","55,7","7,4"
25/03/2009 19.00,"0,2","30,0","36,4","0,3","49,0","7,4"
25/03/2009 20.00,"0,1","32,9","39,8","0,3","42,9","7,4"
25/03/2009 21.00,"0,0","29,9","35,9","0,3","44,0","7,4"
25/03/2009 22.00,"0,0","23,6","29,6","0,3","46,1","7,4"
25/03/2009 23.00,"0,0","18,0","21,6","0,3","48,4",
26/03/2009 0.00,,"13,8","18,3","0,2","52,6",
26/03/2009 1.00,"0,0","14,0","18,6","0,2","52,1",
26/03/2009 2.00,"0,0","10,5","15,1","0,2","55,2",
26/03/2009 3.00,"0,0","10,3","13,8","0,2","58,2",
26/03/2009 4.00,"0,1","10,8","14,9","0,2","54,2",
26/03/2009 5.00,"0,1","9,9","13,9","0,2","57,4","13,6"
26/03/2009 6.00,"0,1","18,9","23,4","0,2","49,1","13,6"
26/03/2009 7.00,"0,1","32,3","41,1","0,3","34,0","13,6"
26/03/2009 8.00,"1,1","42,9","62,8","0,4","32,3","13,6"
26/03/2009 9.00,"0,9","38,4","52,7","0,3","38,5","13,6"
26/03/2009 10.00,"1,0","36,1","49,6","0,3","44,0","13,6"
26/03/2009 11.00,"0,9","30,2","38,6","0,3","56,9","13,6"
26/03/2009 12.00,"0,6","29,2","37,0","0,2","63,4","13,6"
26/03/2009 13.00,"0,7","33,5","45,4","0,3","61,3","13,6"
26/03/2009 14.00,"0,7","27,4","36,7","0,2","62,5","13,6"
26/03/2009 15.00,"0,3","25,5","33,1","0,3","63,5","13,6"
26/03/2009 16.00,"0,5","26,2","34,0","0,3","64,5","13,6"
26/03/2009 17.00,"0,1","27,3","34,8","0,2","62,3","13,6"
26/03/2009 18.00,"0,5","36,4","44,4","0,4","50,4","13,6"
26/03/2009 19.00,"0,6","47,6","60,2","0,4","30,0","13,6"
26/03/2009 20.00,"0,7","49,7","64,2","0,5","26,9","13,6"
26/03/2009 21.00,"0,7","54,3","74,3","0,6","15,8","13,6"
26/03/2009 22.00,"0,7","43,7","66,0","0,5","19,4","13,6"
26/03/2009 23.00,"0,7","33,3","46,3","0,4","21,5",
27/03/2009 0.00,"0,6","24,6","36,2","0,4","26,9",
27/03/2009 1.00,,"21,8","32,7","0,4","30,1",
27/03/2009 2.00,"0,3",,,"0,3","25,8",
27/03/2009 3.00,"0,0","22,2","37,5",,"25,9",
27/03/2009 4.00,"0,3","11,7","21,1","0,2","23,3",
27/03/2009 5.00,"0,1","14,3","22,6","0,1",,"14,7"
27/03/2009 6.00,"0,1","23,4","39,9","0,2","14,4","14,7"
27/03/2009 7.00,"0,4","25,4","45,9","0,2","24,3","14,7"
27/03/2009 8.00,"1,2","26,7","44,7","0,2","47,1","14,7"
27/03/2009 9.00,"3,3","18,2","26,7","0,1","67,1","14,7"
27/03/2009 10.00,"5,0","16,1","21,5","0,1","75,8","14,7"
27/03/2009 11.00,"5,0","16,6","20,4","0,1","82,0","14,7"
27/03/2009 12.00,"4,7","14,6","18,6","0,1","84,5","14,7"
27/03/2009 13.00,"4,2","14,4","19,3","0,1","83,9","14,7"
27/03/2009 14.00,"3,2","13,3","17,7","0,1","83,6","14,7"
27/03/2009 15.00,"1,7","12,1","14,9","0,1","86,8","14,7"
27/03/2009 16.00,"1,0","12,0","15,2","0,1","81,1","14,7"
27/03/2009 17.00,"0,9","14,5","17,3","0,1","76,8","14,7"
27/03/2009 18.00,"0,8","21,4","25,0","0,2","66,2","14,7"
27/03/2009 19.00,"0,8","34,4","39,1","0,2","50,9","14,7"
27/03/2009 20.00,"0,8","38,1","43,5","0,3","44,8","14,7"
27/03/2009 21.00,"0,7","31,3","37,5","0,2","48,6","14,7"
27/03/2009 22.00,"0,6","23,1","27,9","0,2","54,5","14,7"
27/03/2009 23.00,"0,7","17,6","21,9","0,2","59,8",
28/03/2009 0.00,"0,5","16,7","20,4","0,2","57,0",
28/03/2009 1.00,"0,4","12,4","16,0","0,1","59,2",
28/03/2009 2.00,"0,2","10,1","13,9","0,1","65,9",
28/03/2009 3.00,"0,3","10,8","14,3","0,1","68,8",
28/03/2009 4.00,"0,3","10,4","14,1","0,1","68,8",
28/03/2009 5.00,"0,3","12,2","15,5","0,1","68,1","5,0"
28/03/2009 6.00,"0,4","11,9","15,3","0,1","70,1","5,0"
28/03/2009 7.00,"0,5","14,4","18,0","0,1","72,0","5,0"
28/03/2009 8.00,"0,6","18,1","23,6","0,1","69,5","5,0"
28/03/2009 9.00,"0,7","15,3","20,0","0,2","73,0","5,0"
