,Comune Bari,,
,Piazza Duca Savoia,,
Parm,CO,PM10,BENZENE



10/10/2009 4.00,"0,63607602","44,93283081",
10/10/2009 5.00,"0,57116339",,
10/10/2009 6.00,"0,54190208","40,04883957",
10/10/2009 7.00,"0,583086",,
10/10/2009 8.00,"0,68528679","65,44566345",
10/10/2009 9.00,"0,83401069",,
10/10/2009 10.00,"0,84402386","59,09645081",
10/10/2009 11.00,"0,82594539",,
10/10/2009 12.00,"0,94509577","42,49084091",
10/10/2009 13.00,"1,00918941",,
10/10/2009 14.00,"1,21390321","55,18925095",
10/10/2009 15.00,"0,97482307",,
10/10/2009 16.00,"1,0043966","51,28205109",
10/10/2009 17.00,"1,1928237",,
10/10/2009 18.00,"1,42442104","29,30401993",
10/10/2009 19.00,"1,28988218",,
10/10/2009 20.00,"0,8289441","48,84004974",
10/10/2009 21.00,"0,67165046",,
10/10/2009 22.00,"0,58573521","35,65322113",
10/10/2009 23.00,"0,46463812",,
11/10/2009 0.00,"0,41515474","43,9560318",
11/10/2009 1.00,,,
11/10/2009 2.00,"0,35802081","35,16482162",
11/10/2009 3.00,"0,32679532",,
11/10/2009 4.00,"0,29323167","21,97801971",
11/10/2009 5.00,"0,27561104",,
11/10/2009 6.00,"0,28239367","22,46640968",
11/10/2009 7.00,"0,31167012",,
11/10/2009 8.00,"0,39065013","35,65322113",
11/10/2009 9.00,"0,51410984",,
11/10/2009 10.00,"0,54439984","40,04883957",
11/10/2009 11.00,"0,62240475",,
11/10/2009 12.00,"1,0769493","46,39804077",
11/10/2009 13.00,"1,26317106",,
11/10/2009 14.00,"1,14481871","39,56044006",
11/10/2009 15.00,"0,81977672",,
11/10/2009 16.00,"0,68142481","43,46763992",
11/10/2009 17.00,"0,60486218",,
11/10/2009 18.00,"0,7051279","46,39804077",
11/10/2009 19.00,"0,91793612",,
11/10/2009 20.00,"0,77326992","25,88521957",
11/10/2009 21.00,"0,68134792",,
11/10/2009 22.00,"0,64388502","20,02441978",
11/10/2009 23.00,"0,52740249",,
12/10/2009 0.00,"0,47216402","25,39682007",
12/10/2009 1.00,"0,42019919",,
12/10/2009 2.00,"0,32905658","24,90842056",
12/10/2009 3.00,"0,26114873",,
12/10/2009 4.00,"0,20766358","13,18680954",
12/10/2009 5.00,"0,18380555",,
12/10/2009 6.00,"0,1879378","11,23320961",
12/10/2009 7.00,"0,26372105",,
12/10/2009 8.00,"0,38916942","19,53602028",
12/10/2009 9.00,"0,56537217",,
12/10/2009 10.00,"0,53442045","40,04883957",
12/10/2009 11.00,"0,52841721",,
12/10/2009 12.00,"0,50342796","21,97801971",
12/10/2009 13.00,"0,48650983",,
12/10/2009 14.00,"0,51613694","12,21000957",
12/10/2009 15.00,"0,44273146",,
12/10/2009 16.00,"0,42339595","7,32600689",
12/10/2009 17.00,"0,43014014",,
12/10/2009 18.00,"0,41957592","18,07081032",
12/10/2009 19.00,"0,39801759",,
12/10/2009 20.00,"0,41123335","15,62880993",
12/10/2009 21.00,"0,39431406",,
12/10/2009 22.00,"0,29100885","13,18680954",
12/10/2009 23.00,"0,21358877",,
13/10/2009 0.00,"0,17452749","11,23320961",
13/10/2009 1.00,,,
13/10/2009 2.00,"0,13300922","20,02441978",
13/10/2009 3.00,"0,1340216",,
13/10/2009 4.00,"0,13339716","25,88521957",
13/10/2009 5.00,"0,16224256",,
13/10/2009 6.00,"0,2423899","14,16361046",
13/10/2009 7.00,"0,3245224",,
13/10/2009 8.00,"0,56356526","21,0012207",
13/10/2009 9.00,"0,87107749",,
13/10/2009 10.00,"0,82180731","28,32722092",
13/10/2009 11.00,"0,78224857",,
13/10/2009 12.00,"0,89407459","28,81562042",
13/10/2009 13.00,"0,93927543",,
13/10/2009 14.00,"0,85679226","29,7924099",
13/10/2009 15.00,"0,70214084",,
13/10/2009 16.00,"0,75029146","35,65322113",
13/10/2009 17.00,"1,02680188",,
13/10/2009 18.00,"1,0366671","22,95482063",
13/10/2009 19.00,"1,06074299",,
13/10/2009 20.00,"1,01015869","30,76922989",
13/10/2009 21.00,"0,92479448",,
13/10/2009 22.00,"0,6681974","37,6068306",
13/10/2009 23.00,"0,51303921",,
14/10/2009 0.00,"0,44410266","22,95482063",
14/10/2009 1.00,"0,42479512",,
14/10/2009 2.00,"0,36221015","18,55920982",
14/10/2009 3.00,"0,311055",,
14/10/2009 4.00,"0,27718962","11,72161007",
14/10/2009 5.00,"0,26617338",,
14/10/2009 6.00,"0,30089504","14,16361046",
14/10/2009 7.00,"0,52164273",,
14/10/2009 8.00,"0,95776398","20,02441978",
14/10/2009 9.00,"1,34148585",,
14/10/2009 10.00,"1,11370039","26,86202049",
14/10/2009 11.00,"0,87983596",,
14/10/2009 12.00,"0,77940714","16,11721039",
14/10/2009 13.00,"0,63335924",,
14/10/2009 14.00,"0,55928272","9,76801014",
14/10/2009 15.00,"0,57978206",,
14/10/2009 16.00,"0,86285259","24,90842056",
14/10/2009 17.00,"1,1366672",,
14/10/2009 18.00,"1,15974935","15,14041042",
14/10/2009 19.00,"0,96103413",,
14/10/2009 20.00,"0,71848929","13,67521",
14/10/2009 21.00,"0,63028364",,
14/10/2009 22.00,"0,55184885","25,39682007",
14/10/2009 23.00,"0,49373283",,
15/10/2009 0.00,"0,47512545","15,14041042",
15/10/2009 1.00,,,
15/10/2009 2.00,"0,2371509","12,69841003",
15/10/2009 3.00,"0,19333874",,
15/10/2009 4.00,"0,1630569","9,27960968",
15/10/2009 5.00,"0,16680703",,
15/10/2009 6.00,"0,25495909","6,34920597",
15/10/2009 7.00,"0,34654906",,
15/10/2009 8.00,"0,96119257","20,02441978",
15/10/2009 9.00,"1,00417175",,
15/10/2009 10.00,"1,09845287","36,63003159",
15/10/2009 11.00,"0,97099372",,
15/10/2009 12.00,"0,95008779","29,30401993",
15/10/2009 13.00,"1,12506264",,
15/10/2009 14.00,"1,18152436","26,86202049",
15/10/2009 15.00,"1,00796732",,
15/10/2009 16.00,"0,91761808","26,86202049",
15/10/2009 17.00,,,
15/10/2009 18.00,,,
15/10/2009 19.00,"1,43067126",,
15/10/2009 20.00,"1,60171656",,
15/10/2009 21.00,"1,25808933",,
15/10/2009 22.00,"0,80371836","20,02441978",
15/10/2009 23.00,"0,4393681",,
16/10/2009 0.00,"0,26177317","19,53602028",
16/10/2009 1.00,,,
16/10/2009 2.00,,"20,02441978",
16/10/2009 3.00,,,
16/10/2009 4.00,,"10,25640965","2,62089036"
16/10/2009 5.00,,,"1,21680999"
16/10/2009 6.00,,"12,21000957","0,82606639"
16/10/2009 7.00,"0,1026167",,"0,4532352"
16/10/2009 8.00,"0,41184847","23,93161964","1,24954925"
16/10/2009 9.00,"0,65928865",,"0,58404276"
16/10/2009 10.00,"0,62446447","37,6068306","3,84094255"
16/10/2009 11.00,"0,75191663",,"2,33248747"
16/10/2009 12.00,"0,78460886","42,49084091","2,39272438"
16/10/2009 13.00,"0,79163614",,"2,67977568"
16/10/2009 14.00,"0,80675901","33,69963074","2,94005445"
16/10/2009 15.00,"0,54771077",,"3,07847527"
16/10/2009 16.00,"0,52982453","29,30401993","3,20731087"
16/10/2009 17.00,"0,6925727",,"2,3993064"
16/10/2009 18.00,"0,81197005","29,7924099",
16/10/2009 19.00,"0,9756677",,"2,58520993"
16/10/2009 20.00,"0,90297985","33,21123123","3,23716999"
16/10/2009 21.00,"0,51355647",,"3,69846695"
16/10/2009 22.00,"0,2947019","23,44322014","4,25680808"
16/10/2009 23.00,"0,17688428",,"3,1012815"
17/10/2009 0.00,,"20,02441978","2,49465218"
17/10/2009 1.00,,,"2,30301176"
17/10/2009 2.00,"0,24635323","21,97801971",
17/10/2009 3.00,"0,19288206",,
17/10/2009 4.00,"0,16613483","17,58241081","1,74593984"
17/10/2009 5.00,"0,15785634",,"4,19202417"
17/10/2009 6.00,"0,17302231","22,46640968","0,61459853"
17/10/2009 7.00,"0,21389866",,"1,02298606"
17/10/2009 8.00,"0,31177264","23,93161964","0,88672128"
17/10/2009 9.00,"0,55058832",,"0,73470521"
17/10/2009 10.00,"0,49450639","33,21123123","0,51783504"
17/10/2009 11.00,"0,68253389",,"1,14301545"
17/10/2009 12.00,"1,00851604","27,8388195","1,75775229"
17/10/2009 13.00,"0,80628019",,"1,65021573"
17/10/2009 14.00,"0,82797249","25,88521957","2,64558922"
17/10/2009 15.00,"0,77638746",,"4,17116346"
17/10/2009 16.00,"0,70780857","28,32722092",
17/10/2009 17.00,"0,81503633",,
17/10/2009 18.00,"1,01158115","34,18803024","3,07889326"
17/10/2009 19.00,"1,3386782",,"2,5289078"
17/10/2009 20.00,"1,40809356","37,6068306","2,88779286"
17/10/2009 21.00,"1,15769662",,"3,41513888"
17/10/2009 22.00,"0,77801962","32,72283173","4,04191497"
17/10/2009 23.00,"0,82490738",,"4,14011649"
18/10/2009 0.00,"0,7665968","24,42000961","3,62981131"
18/10/2009 1.00,"0,6277253",,"3,07352248"
18/10/2009 2.00,"0,50547603","20,02441978",
18/10/2009 3.00,"0,37788523",,
18/10/2009 4.00,"0,26846843","17,09399986","3,03509514"
18/10/2009 5.00,"0,21756026",,"6,09342669"
18/10/2009 6.00,"0,21091393","15,62880993","1,55517403"
18/10/2009 7.00,"0,23988981",,"1,15523674"
18/10/2009 8.00,"0,24072512","10,7448101","0,82212348"
18/10/2009 9.00,"0,27837792",,"1,69064046"
18/10/2009 10.00,"0,37199382","13,67521","3,32298038"
18/10/2009 11.00,"0,49980015",,"0,40762987"
18/10/2009 12.00,"0,5033033","12,21000957","3,29348534"
18/10/2009 13.00,"0,55301618",,"0,74192896"
18/10/2009 14.00,"0,46147048","21,97801971","1,2595606"
18/10/2009 15.00,"0,31340597",,"2,04797053"
18/10/2009 16.00,"0,2396906","16,60560989","1,941872"
18/10/2009 17.00,"0,20772999",,"1,35368192"
18/10/2009 18.00,"0,26377115","10,25640965","0,68379521"
18/10/2009 19.00,"0,2859411",,"0,46051591"
18/10/2009 20.00,"0,29601136","12,21000957","0,45506275"
18/10/2009 21.00,"0,3361724",,"0,44871667"
18/10/2009 22.00,"0,30373298","11,23320961","0,57946118"
18/10/2009 23.00,"0,26385153",,"0,71946241"
19/10/2009 0.00,"0,25266637","6,83760691","0,98645542"
19/10/2009 1.00,,,"1,02186024"
19/10/2009 2.00,"0,20666168","8,79120922",
19/10/2009 3.00,"0,17192022",,
19/10/2009 4.00,"0,17016922","9,76801014","1,78803448"
19/10/2009 5.00,"0,1790838",,"0,97881877"
19/10/2009 6.00,"0,22317789","18,07081032","0,27245735"
19/10/2009 7.00,"0,34336278",,"0,26393082"
19/10/2009 8.00,"0,58695496","18,55920982","0,2514502"
19/10/2009 9.00,"0,77793807",,"0,30023264"
19/10/2009 10.00,"0,70192648","29,30401993","0,56748397"
19/10/2009 11.00,"0,68007924",,"1,41976048"
19/10/2009 12.00,"0,67836669","32,72283173","1,57607134"
19/10/2009 13.00,"0,61919051",,"1,77410768"
19/10/2009 14.00,"0,58902517","29,7924099","1,46515936"
19/10/2009 15.00,"0,55897865",,"2,42239535"
19/10/2009 16.00,"0,65930496","26,37360954","1,90896799"
19/10/2009 17.00,"0,7193176",,"3,53777485"
19/10/2009 18.00,"0,8342099","33,21123123","1,66108237"
19/10/2009 19.00,"0,9471916",,"2,52099248"
19/10/2009 20.00,"0,90934541","28,81562042","4,93824385"
19/10/2009 21.00,"0,8539485",,"2,98185315"
19/10/2009 22.00,"0,62774627","32,23442078","2,80196924"
19/10/2009 23.00,"0,49005143",,"3,22416662"
20/10/2009 0.00,"0,40528486","24,42000961","2,46435779"
20/10/2009 1.00,"0,33102543",,"3,801905"
20/10/2009 2.00,"0,24849916","16,11721039",
20/10/2009 3.00,"0,19822475",,
20/10/2009 4.00,"0,17168139","10,7448101","1,91329736"
20/10/2009 5.00,"0,17542221",,"1,18503281"
20/10/2009 6.00,"0,18759995","24,42000961","0,49856798"
20/10/2009 7.00,"0,24582199",,"0,86790272"
20/10/2009 8.00,"0,44285262","27,35042","0,89310398"
20/10/2009 9.00,"0,75764144",,"0,35547811"
20/10/2009 10.00,"0,91125485","36,14162064","0,56237354"
20/10/2009 11.00,"1,01349175",,"2,44659487"
20/10/2009 12.00,"1,20944825","33,21123123","2,5671053"
20/10/2009 13.00,"1,10510269",,"1,25304672"
20/10/2009 14.00,"1,13566647","33,21123123","6,85866122"
20/10/2009 15.00,"1,05480032",,"3,71227476"
20/10/2009 16.00,"1,22106912","32,72283173","6,12435163"
20/10/2009 17.00,"1,50418043",,"3,97097006"
20/10/2009 18.00,"1,58918466","42,00244141","5,61206839"
20/10/2009 19.00,"1,72162652",,"6,80481514"
20/10/2009 20.00,"1,28963869","52,7472496","4,44465409"
20/10/2009 21.00,"0,77781924",,"5,89256614"
20/10/2009 22.00,"0,60792846","30,76922989","5,84012962"
20/10/2009 23.00,"0,45578645",,"4,91654412"
21/10/2009 0.00,"0,35319189","26,37360954","3,20505923"
21/10/2009 1.00,,,"2,63220245"
21/10/2009 2.00,"0,27178984","26,37360954",
21/10/2009 3.00,"0,23303029",,
21/10/2009 4.00,"0,21139158","24,42000961","2,14163013"
21/10/2009 5.00,"0,19726013",,"1,60119531"
21/10/2009 6.00,"0,2327903","25,39682007","0,70253241"
21/10/2009 7.00,"0,30860501",,"0,77413226"
21/10/2009 8.00,"0,87235666","34,67642975","0,43913857"
21/10/2009 9.00,"1,67532825",,"0,55829842"
21/10/2009 10.00,"1,4636163","48,84004974","1,37825569"
21/10/2009 11.00,"1,76243996",,"3,25722624"
21/10/2009 12.00,"1,32739984","45,42124176","4,29373942"
21/10/2009 13.00,"1,13161693",,"5,13922746"
21/10/2009 14.00,"1,20307919","40,04883957","5,23064966"
21/10/2009 15.00,"1,00993151",,"4,72819165"
21/10/2009 16.00,"0,93359955","26,86202049","4,53590848"
21/10/2009 17.00,"0,97248375",,"4,319857"
21/10/2009 18.00,"1,08450782","39,07204056","4,05508207"
21/10/2009 19.00,"1,45782858",,"3,92251713"
21/10/2009 20.00,"1,72519258","49,32844162","4,10324007"
21/10/2009 21.00,"1,84847405",,"4,94775585"
21/10/2009 22.00,"1,49942723","51,28205109","5,88748724"
21/10/2009 23.00,"1,16167859",,"6,65453203"
22/10/2009 0.00,"0,92477584","52,7472496","6,55116924"
22/10/2009 1.00,"0,71765515",,"5,60478362"
22/10/2009 2.00,"0,71320951","39,56044006",
22/10/2009 3.00,"0,52530666",,
22/10/2009 4.00,"0,37451721","36,63003159","4,60718594"
22/10/2009 5.00,"0,31251708",,"3,17260879"
22/10/2009 6.00,"0,34533396","30,76922989","2,04359234"
22/10/2009 7.00,"0,43104767",,"3,25303925"
22/10/2009 8.00,"0,83622652","32,72283173","1,75600814"
22/10/2009 9.00,"1,15736809",,"1,60608403"
22/10/2009 10.00,"1,19246022","41,5140419","2,25567447"
22/10/2009 11.00,"0,95551669",,"3,29080657"
22/10/2009 12.00,"0,92485622","40,04883957","4,35519063"
22/10/2009 13.00,"0,88836609",,"4,54654935"
22/10/2009 14.00,"1,20751085","70,32967377","4,31540356"
22/10/2009 15.00,"0,78300932",,"3,99585402"
22/10/2009 16.00,"0,65741183","52,2588501","4,17011189"
22/10/2009 17.00,"0,87798594",,"3,96718784"
22/10/2009 18.00,"1,01136912","54,70085144","4,65425168"
22/10/2009 19.00,"0,86085928",,"6,95642238"
22/10/2009 20.00,"0,80041558","50,30524063","6,7919745"
22/10/2009 21.00,"1,04638203",,"1,73842827"
22/10/2009 22.00,"1,2114637","49,81684113","3,52739128"
22/10/2009 23.00,"0,95479789",,"4,09904087"
23/10/2009 0.00,"0,78867937","50,79365158","3,88831949"
23/10/2009 1.00,,,"3,76166638"
23/10/2009 2.00,"0,50364698","39,07204056",
23/10/2009 3.00,"0,33687839",,
23/10/2009 4.00,"0,26381775","36,14162064","3,50074181"
23/10/2009 5.00,"0,22591331",,"2,64651673"
23/10/2009 6.00,"0,20851403","27,8388195","1,74703616"
23/10/2009 7.00,"0,28651311",,"3,18590302"
23/10/2009 8.00,"0,57971332","42,00244141","1,46454712"
23/10/2009 9.00,"1,02003323",,"0,55464129"
23/10/2009 10.00,"0,85559581","49,32844162","1,80141312"
23/10/2009 11.00,"0,83895262",,"2,55022818"
23/10/2009 12.00,"0,96544599","42,00244141","3,02130869"
23/10/2009 13.00,"1,15233995",,"3,0283209"
23/10/2009 14.00,"1,29511885","39,07204056","3,68635448"
23/10/2009 15.00,"1,09576172",,"3,47549173"
23/10/2009 16.00,"0,99658178","45,90964127","3,92440469"
23/10/2009 17.00,"1,12833163",,"4,44887972"
23/10/2009 18.00,"1,2693176","32,72283173","3,79382087"
23/10/2009 19.00,,,"3,33317275"
23/10/2009 20.00,"1,73478985","48,35165024","4,39716934"
23/10/2009 21.00,"1,68587966",,"5,17263286"
23/10/2009 22.00,"1,2123724","30,28083038","8,81299453"
23/10/2009 23.00,"0,94935617",,"6,50074739"
24/10/2009 0.00,"0,71528321","29,7924099","5,88169339"
24/10/2009 1.00,"0,60428084",,"5,53170911"
24/10/2009 2.00,"0,56657562","24,90842056",
24/10/2009 3.00,"0,45560238",,
24/10/2009 4.00,"0,41594228","15,14041042","3,85044845"
24/10/2009 5.00,"0,38354596",,"3,79588843"
24/10/2009 6.00,"0,34630674","19,04759979","2,15816858"
24/10/2009 7.00,"0,4410725",,"4,68525391"
24/10/2009 8.00,"0,60098506","30,28083038","1,86470204"
24/10/2009 9.00,"0,79805762",,"1,81378289"
24/10/2009 10.00,"0,72461253","28,32722092","1,96702038"
24/10/2009 11.00,"0,75041728",,"2,45208158"
24/10/2009 12.00,"0,72171401","25,88521957","2,68273108"
24/10/2009 13.00,"0,61634908",,"2,6974308"
24/10/2009 14.00,"0,6547801","31,74603081","3,01585757"
24/10/2009 15.00,"0,58824112",,"2,5305116"
24/10/2009 16.00,"0,53984702","26,37360954","2,55819536"
24/10/2009 17.00,"0,66788052",,"2,33654835"
24/10/2009 18.00,"0,80826069","28,81562042","2,29796235"
24/10/2009 19.00,"1,10633293",,"2,41994642"
24/10/2009 20.00,"1,26402267","40,53723145","2,75054362"
24/10/2009 21.00,"1,28748577",,"3,52921171"
24/10/2009 22.00,"1,16004642","45,42124176","8,21176853"
24/10/2009 23.00,"0,98838251",,"4,57083633"
25/10/2009 0.00,"0,91116398","50,79365158","4,62605027"
25/10/2009 1.00,,,"4,60780631"
25/10/2009 2.00,"0,63395572","45,42124176",
25/10/2009 3.00,"0,60045731",,
25/10/2009 4.00,"0,48382217","37,11843109","4,18932098"
25/10/2009 5.00,"0,34452895",,"3,56071532"
25/10/2009 6.00,"0,26815271","25,39682007","2,49777844"
25/10/2009 7.00,"0,26170211",,"2,08596158"
25/10/2009 8.00,"0,30044884","29,30401993","1,68872036"
25/10/2009 9.00,"0,37268234",,"1,43345336"
25/10/2009 10.00,"0,50560418","36,63003159","1,11902341"
25/10/2009 11.00,"0,64637113",,"1,28709283"
25/10/2009 12.00,"0,74277721","32,23442078","1,8394601"
25/10/2009 13.00,"0,8542747",,"1,97895894"
25/10/2009 14.00,"0,83026405","32,23442078","3,21198093"
25/10/2009 15.00,"0,69204495",,"4,75042429"
25/10/2009 16.00,"0,54267797","23,93161964","2,5895749"
25/10/2009 17.00,"0,44702798",,"1,45037014"
25/10/2009 18.00,"0,45001504","33,21123123","2,51219747"
25/10/2009 19.00,"0,63267189",,"3,7041296"
25/10/2009 20.00,"0,7264509","36,14162064","1,96110144"
25/10/2009 21.00,"0,73839681",,"2,11280123"
25/10/2009 22.00,"0,73986937","29,30401993","2,38727834"
25/10/2009 23.00,"0,72601286",,"2,56190131"
26/10/2009 0.00,"0,72139363","38,58362961","2,62346134"
26/10/2009 1.00,"0,6724147",,"2,7269299"
26/10/2009 2.00,"0,5520504","34,18803024",
26/10/2009 3.00,"0,41716204",,
26/10/2009 4.00,"0,3094473","32,72283173","2,85603907"
26/10/2009 5.00,"0,23856637",,"2,17128788"
26/10/2009 6.00,"0,25015463","27,35042","1,75209269"
26/10/2009 7.00,"0,32370341",,"1,51037213"
26/10/2009 8.00,"0,48856139","37,6068306","1,04866328"
26/10/2009 9.00,"0,65521115",,"0,8313914"
26/10/2009 10.00,"1,03326996","48,84004974","1,20318422"
26/10/2009 11.00,"1,06620218",,"1,89263395"
26/10/2009 12.00,"1,12641054","53,23564148","2,53503827"
26/10/2009 13.00,"1,20700757",,"3,25645231"
26/10/2009 14.00,"1,41809858","40,04883957","3,70393841"
26/10/2009 15.00,"1,5472365",,"4,14176098"
26/10/2009 16.00,"1,38930794","53,23564148","4,74591389"
26/10/2009 17.00,"1,53732119",,"5,51303598"
26/10/2009 18.00,"1,7341957","44,93283081","5,74055312"
26/10/2009 19.00,"1,99633585",,"5,9978175"
26/10/2009 20.00,"1,80408172","58,6080513","6,72168759"
26/10/2009 21.00,"1,45302062",,"6,89030924"
26/10/2009 22.00,"1,24455902","64,95726013","7,99888501"
26/10/2009 23.00,"1,11247365",,"7,39240214"
27/10/2009 0.00,"0,83798916","58,6080513","6,51733161"
27/10/2009 1.00,,,"5,65134493"
27/10/2009 2.00,"0,53265897","43,9560318",
27/10/2009 3.00,"0,40254828",,
27/10/2009 4.00,"0,31292483","37,6068306","4,28359485"
27/10/2009 5.00,"0,27150442",,"2,16896099"
27/10/2009 6.00,"0,25765839","34,67642975","2,35496012"
27/10/2009 7.00,"0,31639653",,"1,3191924"
27/10/2009 8.00,"0,48295425","50,79365158","0,85053541"
27/10/2009 9.00,"0,75385985",,"1,27872597"
27/10/2009 10.00,"1,1936392","60,56166077","1,64288824"
27/10/2009 11.00,"1,26981389",,"1,97574522"
27/10/2009 12.00,"1,14411738","62,02685165","3,43570873"
27/10/2009 13.00,"1,28669474",,"4,36092854"
27/10/2009 14.00,"1,38517685","54,21244049","4,58423123"
27/10/2009 15.00,"1,6918363",,"5,09748062"
27/10/2009 16.00,"1,37180847","55,18925095","5,61815208"
27/10/2009 17.00,"1,51837479",,"6,59140074"
27/10/2009 18.00,"1,55428825","63,98046112","6,66542919"
27/10/2009 19.00,"1,44610868",,"6,73629476"
27/10/2009 20.00,"1,26327008","53,23564148","6,93483961"
27/10/2009 21.00,"1,03414371",,"5,92088552"
27/10/2009 22.00,"0,95393695","58,6080513","6,58966472"
27/10/2009 23.00,"0,73015676",,"5,79353882"
28/10/2009 0.00,"0,56375981","50,79365158","4,81865685"
28/10/2009 1.00,"0,49348818",,
28/10/2009 2.00,"0,41605063","46,88644028",
28/10/2009 3.00,"0,33419307",,"9,96699155"
28/10/2009 4.00,"0,25945366","42,97924042","3,03891804"
28/10/2009 5.00,"0,23794543",,"1,33796622"
28/10/2009 6.00,"0,25717958","36,63003159","0,89587632"
28/10/2009 7.00,"0,33702635",,"0,2999489"
28/10/2009 8.00,"0,53818107","36,63003159","0,38653933"
28/10/2009 9.00,"0,82947767",,"0,36557997"
28/10/2009 10.00,"0,91467179","51,77045059","0,37177249"
28/10/2009 11.00,"0,9867783",,"1,18773396"
28/10/2009 12.00,"0,9517817","53,23564148","1,19850501"
28/10/2009 13.00,"1,01439113",,"2,72199135"
28/10/2009 14.00,"1,14080645","42,00244141","2,36029428"
28/10/2009 15.00,"1,307483",,"2,14722159"
28/10/2009 16.00,"1,00533326","40,04883957","3,02069137"
28/10/2009 17.00,"1,08705684",,"3,02909585"
28/10/2009 18.00,"1,3210902","29,30401993","2,90622191"
28/10/2009 19.00,"1,26606375",,"2,34156419"
28/10/2009 20.00,"1,18031043","19,04759979","3,50234663"
28/10/2009 21.00,"1,26003837",,"3,80660354"
28/10/2009 22.00,"1,15106078","27,8388195","3,71394467"
28/10/2009 23.00,"0,74568039",,"3,21293894"
29/10/2009 0.00,"0,55051143","34,67642975","1,98518298"
29/10/2009 1.00,,,"2,06399438"
29/10/2009 2.00,"0,43767769","32,23442078",
29/10/2009 3.00,"0,34054814",,
29/10/2009 4.00,"0,27358161","24,42000961",
29/10/2009 5.00,"0,23106727",,
29/10/2009 6.00,"0,20677469","30,76922989",
29/10/2009 7.00,"0,2281105",,
29/10/2009 8.00,"0,40659665","33,21123123",
29/10/2009 9.00,"0,91088554",,
29/10/2009 10.00,"1,12912732","50,30524063",
29/10/2009 11.00,"1,11158708",,"0,31374552"
29/10/2009 12.00,"1,20308735","52,2588501","1,21534958"
29/10/2009 13.00,"1,60916324",,"1,66198954"
29/10/2009 14.00,"1,9656148","51,77045059","2,99820448"
29/10/2009 15.00,"1,58007552",,"3,53858946"
29/10/2009 16.00,"1,16061261","62,02685165","3,08178357"
29/10/2009 17.00,"1,29946081",,"5,45285805"
29/10/2009 18.00,"1,514387","33,69963074","5,16561251"
29/10/2009 19.00,"1,48801489",,"4,24503631"
29/10/2009 20.00,"1,28020219","32,72283173","4,38524705"
29/10/2009 21.00,"1,48058336",,"5,2687597"
29/10/2009 22.00,"1,54735067","47,86323166","5,15725277"
29/10/2009 23.00,"0,98013081",,"4,92410653"
30/10/2009 0.00,"0,6482526","43,46763992","5,33673801"
30/10/2009 1.00,"0,5805661",,"2,94180166"
30/10/2009 2.00,"0,46607806","50,30524063",
30/10/2009 3.00,"0,34849927",,
30/10/2009 4.00,"0,27545959","32,23442078","1,69041367"
30/10/2009 5.00,"0,27150325",,"0,65854208"
30/10/2009 6.00,"0,2949582","31,25761986","0,26312841"
30/10/2009 7.00,"0,34598287",,
30/10/2009 8.00,"0,73271976","45,90964127",
30/10/2009 9.00,"0,96494737",,
30/10/2009 10.00,"1,20252698","51,28205109","0,28091472"
30/10/2009 11.00,"1,40486651",,"0,51415554"
30/10/2009 12.00,"1,43679217","62,51525116","1,65732354"
30/10/2009 13.00,"1,80878483",,"2,0960431"
30/10/2009 14.00,"2,08300602","57,63124084","2,99228554"
30/10/2009 15.00,"1,9378843",,"4,39822905"
30/10/2009 16.00,"1,31384506","42,49084091","5,43740881"
30/10/2009 17.00,"1,31979938",,"6,5944436"
30/10/2009 18.00,"1,44789928","42,00244141","5,66473271"
30/10/2009 19.00,"1,47407101",,"3,56532029"
30/10/2009 20.00,"1,51770259","36,63003159","3,24941873"
30/10/2009 21.00,"1,279403",,"3,0025369"
30/10/2009 22.00,"1,2593452","38,58362961","3,02752561"
30/10/2009 23.00,"0,7764725",,"2,74819028"
31/10/2009 0.00,"0,51795434","30,76922989","2,28265243"
31/10/2009 1.00,,,
31/10/2009 2.00,"0,43582534","30,28083038",
31/10/2009 3.00,"0,35949221",,
31/10/2009 4.00,"0,29223792","30,76922989",
31/10/2009 5.00,"0,29688161",,
31/10/2009 6.00,"0,28335014","21,0012207",
31/10/2009 7.00,"0,37994844",,
31/10/2009 8.00,"0,54712478","27,35042",
31/10/2009 9.00,"0,73267549",,
31/10/2009 10.00,"1,1559398","33,69963074",
31/10/2009 11.00,"1,35033752",,
31/10/2009 12.00,"1,44457437","30,76922989",
31/10/2009 13.00,"1,5618689",,
31/10/2009 14.00,"1,51859381","40,04883957",
31/10/2009 15.00,"1,27811801",,
31/10/2009 16.00,"0,76233989","36,63003159",
31/10/2009 17.00,"0,75773581",,
31/10/2009 18.00,"0,88091592","33,21123123",
31/10/2009 19.00,"1,12243207",,
31/10/2009 20.00,"1,18027898","32,23442078",
31/10/2009 21.00,"1,27707766",,
31/10/2009 22.00,"1,13812578","32,72283173",
31/10/2009 23.00,"0,76994617",,
01/11/2009 0.00,"0,63639756","25,39682007",
01/11/2009 1.00,"0,53747625",,
01/11/2009 2.00,"0,41091181","28,81562042",
01/11/2009 3.00,"0,36057333",,
01/11/2009 4.00,"0,30656859","26,86202049",
01/11/2009 5.00,"0,25132429",,
01/11/2009 6.00,"0,26701684","26,37360954",
01/11/2009 7.00,"0,2409954",,
01/11/2009 8.00,"0,28222941","19,04759979",
01/11/2009 9.00,"0,34319852",,
01/11/2009 10.00,"0,4054899","28,32722092",
