,TARANTO,,,,
,Talsano,,,,
Parm,SO2,NOX,NO2,PM10,O3
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K
,,,,,
,,,,,
15/06/2009 12.00,,,,"18,700001",
15/06/2009 13.00,,,,"18,700001",
15/06/2009 14.00,,,,"18,700001",
15/06/2009 15.00,,,,"18,700001",
15/06/2009 16.00,,,,"18,700001",
15/06/2009 17.00,,,,"18,700001",
15/06/2009 18.00,,,,"18,700001",
15/06/2009 19.00,,,,"18,700001",
15/06/2009 20.00,,,,"18,700001",
15/06/2009 21.00,,,,"18,700001",
15/06/2009 22.00,,,,"18,700001",
15/06/2009 23.00,,,,"18,700001",
16/06/2009 0.00,,,,"18,700001",
16/06/2009 1.00,,,,"45,200001",
16/06/2009 2.00,,,,"45,200001",
16/06/2009 3.00,,,,"45,200001",
16/06/2009 4.00,,,,"45,200001",
16/06/2009 5.00,,,,"45,200001",
16/06/2009 6.00,,,,"45,200001",
16/06/2009 7.00,,,,"45,200001",
16/06/2009 8.00,,,,"45,200001",
16/06/2009 9.00,,,,"45,200001",
16/06/2009 10.00,,,,"45,200001",
16/06/2009 11.00,,,,"45,200001",
16/06/2009 12.00,,,,"45,200001","61,335158"
16/06/2009 13.00,0,,,"45,200001","103,528669"
16/06/2009 14.00,0,,,"45,200001","115,048755"
16/06/2009 15.00,0,,,"45,200001","114,390051"
16/06/2009 16.00,0,,,"45,200001","116,828999"
16/06/2009 17.00,0,,,"45,200001","106,837736"
16/06/2009 18.00,0,,,"45,200001","99,55736"
16/06/2009 19.00,0,,,"45,200001","103,203807"
16/06/2009 20.00,0,,,"45,200001","102,813619"
16/06/2009 21.00,0,,,"45,200001","95,60198"
16/06/2009 22.00,0,"11,496383","11,504332","45,200001","76,167069"
16/06/2009 23.00,0,"16,932004","16,943712","45,200001","48,266829"
17/06/2009 0.00,0,"10,489931","10,497186","45,200001","47,46125"
17/06/2009 1.00,0,"16,194026","16,205227",,"38,926202"
17/06/2009 2.00,0,"17,114877","17,12542",,"36,733456"
17/06/2009 3.00,"0,95087","27,726714","26,90488",,
17/06/2009 4.00,"5,403897","25,718999","24,833476",,"30,618542"
17/06/2009 5.00,"6,174335","19,917628","19,021606",,"39,512053"
17/06/2009 6.00,"4,929363","20,327466","19,019011",,"25,919479"
17/06/2009 7.00,"5,952405","30,183174","24,398688",,"18,486984"
17/06/2009 8.00,"6,01736","32,826421","22,65175",,"22,726161"
17/06/2009 9.00,"4,510765","24,082212","19,896366",,"63,323476"
17/06/2009 10.00,"5,45983","11,321292","9,479658",,"97,106867"
17/06/2009 11.00,"4,997927","16,149928","13,695142",,"97,953363"
17/06/2009 12.00,"4,969059","11,601438","9,788551",,"111,471303"
17/06/2009 13.00,"4,319508","9,692291","8,336232",,"123,239332"
17/06/2009 14.00,"4,332138","12,165621","10,190893",,"126,965734"
17/06/2009 15.00,"5,171141","6,360363","5,413425",,"146,890673"
17/06/2009 16.00,"5,708824","6,261794","5,336851",,"150,467828"
17/06/2009 17.00,"6,672323","6,964754","5,953341",,"152,470073"
17/06/2009 18.00,"5,853169","8,928374","7,343361",,"139,04979"
17/06/2009 19.00,"5,510351","8,161861","6,321934",,"138,606199"
17/06/2009 20.00,"4,359203","11,537887","9,723658",,"114,195219"
17/06/2009 21.00,"4,019993","16,976102","14,947591",,"101,607885"
17/06/2009 22.00,"4,76878","20,691931","18,698434",,"91,394461"
17/06/2009 23.00,"5,905493","20,737321","18,756842",,"74,741519"
18/06/2009 0.00,"6,659693","9,593721","8,218126",,"80,551595"
18/06/2009 1.00,"5,093556","4,317628","3,380957",,"92,0171"
18/06/2009 2.00,"4,1066","3,998573","2,942275",,"85,819056"
18/06/2009 3.00,"4,023602","3,095878","2,160956",,"80,368453"
18/06/2009 4.00,"3,91354","3,390291","2,471149",,"73,281859"
18/06/2009 5.00,"3,91354","6,592522","5,100638",,"64,878078"
18/06/2009 6.00,"3,761978","5,637949","4,628212",,"75,943409"
18/06/2009 7.00,"3,911735","14,3614","12,332378",,"70,282556"
18/06/2009 8.00,"4,04345","7,527641","5,492594",,"78,002648"
18/06/2009 9.00,"3,911735","5,661294","3,647021",,"84,717539"
18/06/2009 10.00,"4,000146","6,89731","4,643787",,"89,86156"
18/06/2009 11.00,"4,13186","5,689827","3,647021",,"91,559948"
18/06/2009 12.00,"4,005559","5,113971","3,065574",,"98,391527"
18/06/2009 13.00,"3,929778","3,429201","1,779382",,"98,931411"
18/06/2009 14.00,"3,911735","3,78976","1,763808",,"100,92011"
18/06/2009 15.00,"3,805281","3,075127","1,374447",,"98,821526"
18/06/2009 16.00,"3,915344","3,154242","1,123958",,"100,860415"
18/06/2009 17.00,,,,,"102,268986"
18/06/2009 18.00,,,,,"101,298579"
18/06/2009 19.00,"2,54768","7,233228","5,197978",,"101,048983"
18/06/2009 20.00,"2,257187","5,49139","3,448447",,"102,86938"
18/06/2009 21.00,"2,439422","7,587302","5,562681",,"90,703969"
18/06/2009 22.00,"2,287859","5,807853","3,763829",,"91,15434"
18/06/2009 23.00,"2,421378","6,001103","3,988361",,"83,675724"
19/06/2009 0.00,"2,295077","4,272234","2,254405",,"91,021396"
19/06/2009 1.00,,"6,04909","4,049362",,"79,123153"
19/06/2009 2.00,"3,031234",,,,"70,349024"
19/06/2009 3.00,"2,4304","7,215069","5,175914",,
19/06/2009 4.00,"2,708263","8,091825","6,076636",,"63,594834"
19/06/2009 5.00,"3,108819","6,9025","4,892978",,"65,650785"
19/06/2009 6.00,"2,572941","10,208487","8,189572",,"58,380824"
19/06/2009 7.00,"3,61222","13,986574","11,551059",,"49,92659"
19/06/2009 8.00,"3,646502","18,680326","12,388182",,"55,145908"
19/06/2009 9.00,"3,677176","6,395382","4,131126",,"82,446649"
19/06/2009 10.00,"3,911735","13,475567","10,769741",,"80,708642"
19/06/2009 11.00,"3,944213","11,098211","8,842403",,"90,216018"
19/06/2009 12.00,"3,908126","8,636553","6,403701",,"96,805065"
19/06/2009 13.00,"4,694804","6,191758","4,153191",,"99,486242"
19/06/2009 14.00,"4,126448","6,348691","4,00134",,"100,44534"
19/06/2009 15.00,"3,909931","4,093251","2,070105",,"102,040243"
19/06/2009 16.00,"3,891888","4,444733","2,40885",,"102,941"
19/06/2009 17.00,"3,247751","5,204758","3,168106",,"105,978607"
19/06/2009 18.00,"3,020408","5,914204","3,875446",,"98,833177"
19/06/2009 19.00,"3,123254","6,857105","4,691809",,"87,96003"
19/06/2009 20.00,"2,560311","6,724814","4,704785",,"89,782824"
19/06/2009 21.00,"2,529637","7,211179","5,035745",,"87,330809"
19/06/2009 22.00,"2,462878","6,252714","4,21549",,"88,332274"
19/06/2009 23.00,"2,470095","5,532894","3,50166",,"87,450024"
20/06/2009 0.00,"2,554897","4,38118","2,35953",,"87,918972"
20/06/2009 1.00,"2,791261","5,776726","3,754743",,"81,471653"
20/06/2009 2.00,"2,544071","5,15288","3,131764",,"50,21802"
20/06/2009 3.00,"2,484529","4,705424","2,698275",,"44,207864"
20/06/2009 4.00,"1,032063","5,688531","3,661296",,"40,252316"
20/06/2009 5.00,0,"4,540707","2,513978",,"38,04006"
20/06/2009 6.00,0,"5,456372","3,430275",,"40,96102"
20/06/2009 7.00,0,"6,036119","4,018213",,"60,901724"
20/06/2009 8.00,0,"5,88178","3,862467",,"70,45945"
20/06/2009 9.00,0,"5,868809","3,837808",,"75,405869"
20/06/2009 10.00,0,"5,929767","3,905296",,"78,528186"
20/06/2009 11.00,0,"5,294251","3,24987",,"83,625632"
20/06/2009 12.00,0,"5,62887","3,588617",,"82,675811"
20/06/2009 13.00,0,"5,078953","3,069467",,"91,075741"
20/06/2009 14.00,0,"4,267047","2,225851",,"84,302555"
20/06/2009 15.00,0,"3,706754","1,685937",,"81,149774"
20/06/2009 16.00,0,"3,636717","1,592489",,"83,348769"
20/06/2009 17.00,0,"4,567944","2,517873",,"77,58236"
20/06/2009 18.00,0,"4,278719","2,247915",,"76,273537"
20/06/2009 19.00,0,"4,29947","2,245319",,"78,162564"
20/06/2009 20.00,0,"4,330598","2,310212",,"76,763688"
20/06/2009 21.00,0,"5,198275","3,178488",,"75,552908"
20/06/2009 22.00,0,"6,714437","4,565915",,"72,080867"
20/06/2009 23.00,0,"4,997243","2,969531",,"62,448986"
21/06/2009 0.00,0,"5,423948","3,395232",,"51,660625"
21/06/2009 1.00,,"4,46678","2,465958",,"53,247609"
21/06/2009 2.00,0,,,,"53,312525"
21/06/2009 3.00,0,"5,508252","3,323851",,
21/06/2009 4.00,0,"4,890892","2,85532",,"59,629594"
21/06/2009 5.00,0,"5,143802","3,113594",,"51,978767"
21/06/2009 6.00,0,"5,955708","3,913084",,"47,050658"
21/06/2009 7.00,0,"5,752082","3,754743",,"45,320177"
21/06/2009 8.00,0,"7,255275","5,221339",,"37,343906"
21/06/2009 9.00,0,"9,396581","7,380998",,"33,143435"
21/06/2009 10.00,0,"8,379753","5,430296",,"46,652436"
21/06/2009 11.00,0,"15,156445","11,388818",,"50,866138"
21/06/2009 12.00,0,"9,814208","6,725575",,"76,356094"
21/06/2009 13.00,0,"7,186537","4,864424",,"74,379564"
21/06/2009 14.00,0,"7,174864","4,776168",,"81,404621"
21/06/2009 15.00,0,"6,710546","4,47117",,"87,545907"
21/06/2009 16.00,0,"5,001134","2,860511",,"89,134828"
21/06/2009 17.00,0,"5,331862","3,191468",,"84,962119"
21/06/2009 18.00,0,"5,479717","3,28751",,"84,173636"
21/06/2009 19.00,0,"5,994617","3,805362",,"81,559392"
21/06/2009 20.00,0,"10,980187","8,651616",,"73,814658"
21/06/2009 21.00,0,"13,039782","11,021525",,"62,847089"
21/06/2009 22.00,0,"12,125416","10,110424",,"66,296125"
21/06/2009 23.00,0,"6,705359","4,669744",,"73,542125"
22/06/2009 0.00,0,"7,496514","5,464043",,"75,149538"
22/06/2009 1.00,0,"6,608086","4,573701",,"69,948889"
22/06/2009 2.00,0,"10,559966","8,532211",,"57,769475"
22/06/2009 3.00,0,"13,205795","11,175974",,"54,788787"
22/06/2009 4.00,"0,003608","9,675431","7,66134",,"55,139386"
22/06/2009 5.00,"0,321167","10,636488","8,626955",,"62,616885"
22/06/2009 6.00,"1,925194","4,400634","2,369914",,"67,308206"
22/06/2009 7.00,"2,248165","6,556206","3,806658",,"62,786241"
22/06/2009 8.00,"2,017214","12,788171","7,073404",,"59,830689"
22/06/2009 9.00,"1,259406","6,905092","3,671681",,"62,847089"
22/06/2009 10.00,,"6,27606","3,22002",,"69,809977"
22/06/2009 11.00,,"5,132129","2,959149",,"77,389363"
22/06/2009 12.00,"2,704655","5,47453","3,422488",,"80,953466"
22/06/2009 13.00,"2,233731","4,494016","2,468553",,"86,61454"
22/06/2009 14.00,"1,844001","4,532925","2,358234",,"89,736774"
22/06/2009 15.00,"2,517007","7,23582","2,420533",,"87,09081"
22/06/2009 16.00,"2,513398","8,495184","2,913723",,"81,093717"
22/06/2009 17.00,"2,484529","9,60669","4,038978",,"77,2716"
22/06/2009 18.00,"2,307707","7,936188","3,069467",,"81,571302"
22/06/2009 19.00,"2,453856","8,973768","4,462084",,"80,212609"
22/06/2009 20.00,"2,585571","8,998411","4,905957",,"80,264199"
22/06/2009 21.00,"3,10521","10,017832","6,72168",,"76,538673"
22/06/2009 22.00,"5,064686","9,353781","6,114276",,"73,708806"
22/06/2009 23.00,"4,442201","7,217664","4,818999",,"73,802732"
23/06/2009 0.00,"5,026797","9,829772","7,362829",,"67,664095"
23/06/2009 1.00,,"11,189","8,80087",,"63,713657"
23/06/2009 2.00,"7,451783",,,,"62,917214"
23/06/2009 3.00,"4,14449","8,242274","4,960468",,
23/06/2009 4.00,"3,789043","9,794751","6,560745",,"48,243031"
23/06/2009 5.00,"3,902714","14,096816","11,356381",,"40,590827"
23/06/2009 6.00,"3,774608","9,893323","7,675616",,"47,823901"
23/06/2009 7.00,"4,095774","10,530137","7,531551",,"47,332913"
23/06/2009 8.00,"4,342964","9,648194","6,341402",,"58,205124"
23/06/2009 9.00,"4,222077","9,100871","5,82485",,"61,293423"
23/06/2009 10.00,"4,736303","7,25787","4,160978",,"70,306794"
23/06/2009 11.00,"3,967669","5,300735","3,239488",,"76,172031"
23/06/2009 12.00,"3,46968","5,840276","3,762531",,"75,871309"
23/06/2009 13.00,"3,482311","5,768944","3,709318",,"80,271559"
23/06/2009 14.00,"3,007777","5,827307","3,759935",,"81,056594"
23/06/2009 15.00,"2,695633","4,641873","2,568489",,"82,843573"
23/06/2009 16.00,"2,980713","6,002399","3,927361",,"79,453251"
23/06/2009 17.00,"2,894106","5,622385","3,588617",,"81,56889"
23/06/2009 18.00,"2,607222","6,407054","4,346574",,"85,518053"
23/06/2009 19.00,"2,681198","9,231866","6,820318",,"87,018945"
23/06/2009 20.00,"2,672057","10,097797","7,109313",,"86,109329"
23/06/2009 21.00,"3,541853","9,744169","7,262892",,"80,155806"
23/06/2009 22.00,"3,904518","6,570473","4,523084",,"65,587223"
23/06/2009 23.00,"3,875649","5,840276","3,780701",,"67,670922"
24/06/2009 0.00,"3,904518","6,76891","4,72685",,"56,22654"
24/06/2009 1.00,"3,909931","7,60935","5,569168",,"46,311011"
24/06/2009 2.00,"3,895496","7,630101","5,570467",,"49,119893"
24/06/2009 3.00,"3,908126","7,532829","5,492594",,"49,126536"
24/06/2009 4.00,"3,902714","6,291623","4,224574",,"59,708696"
24/06/2009 5.00,"3,890084","22,136753","19,76528",,"42,204843"
24/06/2009 6.00,"3,904518","26,10161","23,229309",,"33,677117"
24/06/2009 7.00,"3,908126","17,43912","13,240888",,"43,63787"
24/06/2009 8.00,"3,909931","10,111214","6,565934",,"50,721919"
24/06/2009 9.00,,"9,469212","5,624978",,"52,178907"
24/06/2009 10.00,,"9,390097","5,674296",,
24/06/2009 11.00,"4,792237","6,486171","3,614573",,
24/06/2009 12.00,,,,,
24/06/2009 13.00,"0,622485","5,767645","3,687254",,"71,072514"
24/06/2009 14.00,"0,658572","6,742972","4,695702",,"71,421919"
24/06/2009 15.00,"0,550313","6,742972","4,611338",,"74,735354"
24/06/2009 16.00,"0,678419","5,885671","3,451041",,"79,686584"
24/06/2009 17.00,"0,71631","6,292921","4,244041",,"81,20434"
24/06/2009 18.00,"0,483554","7,050354","4,681425",,"78,627539"
24/06/2009 19.00,"0,656767","8,718265","6,076636",,"72,190927"
24/06/2009 20.00,"0,570161","11,664989","8,481595",,"67,607999"
24/06/2009 21.00,"0,312145","9,4744","7,323893",,"60,919102"
24/06/2009 22.00,"0,51964","10,904964","8,392041",,"50,437848"
24/06/2009 23.00,"0,362665","11,42116","8,752849",,"37,016887"
25/06/2009 0.00,"0,23456","9,430303","6,743744",,"38,158245"
25/06/2009 1.00,,"9,908887","6,939722",13,"28,906033"
25/06/2009 2.00,"1,771829",,,13,"25,970371"
25/06/2009 3.00,"0,775852","10,836223","7,578277",13,
25/06/2009 4.00,"0,568357","10,849192","7,553616",13,"26,522427"
25/06/2009 5.00,"0,472728","11,49768","8,22851",13,"23,069143"
25/06/2009 6.00,"0,618877","11,403001","8,112998",13,"15,448696"
25/06/2009 7.00,"0,723526","12,971044","8,415404",13,"13,729481"
25/06/2009 8.00,"1,27384","16,723191","11,55755",13,"33,754202"
25/06/2009 9.00,"2,206666","10,947764","7,033169",13,"52,726374"
25/06/2009 10.00,"2,410552","8,378457","5,114913",13,"66,312799"
25/06/2009 11.00,"0,891327","7,255275","4,03119",13,"71,670199"
25/06/2009 12.00,"0,784873","8,007521","5,136978",13,"78,347357"
25/06/2009 13.00,"0,763222","7,30067","4,780063",13,"89,22001"
25/06/2009 14.00,"0,487162","7,078887","4,790447",13,"91,514103"
25/06/2009 15.00,"0,276059","5,02448","2,956552",13,"97,200771"
25/06/2009 16.00,"0,270646","5,464154","3,38485",13,"100,469176"
25/06/2009 17.00,"0,187648","6,571771","4,502318",13,"94,876975"
25/06/2009 18.00,"0,463706","8,343438","6,258339",13,"67,636645"
25/06/2009 19.00,"0,276059","9,124217","7,037062",13,"63,570694"
25/06/2009 20.00,"0,236364","9,056773","6,978658",13,"77,669917"
25/06/2009 21.00,"0,099237","13,437955","11,36936",13,"70,759296"
25/06/2009 22.00,"0,176822","12,268082","10,205162",13,"57,251133"
25/06/2009 23.00,"0,436642","10,724683","8,651616",13,"57,201197"
26/06/2009 0.00,"0,425816","13,911351","11,658779",13,"21,359369"
26/06/2009 1.00,"0,097433","11,995717","9,9417","14,4","32,121354"
26/06/2009 2.00,"0,566552","11,594952","9,52119","14,4","23,073173"
26/06/2009 3.00,"0,514227","17,317208","15,066997","14,4","9,050876"
26/06/2009 4.00,"0,591813","14,047532","11,92874","14,4","14,495977"
26/06/2009 5.00,"0,499792","13,615638","11,548466","14,4","7,969953"
26/06/2009 6.00,"0,611659","9,537953","7,474446","14,4","24,549492"
26/06/2009 7.00,"0,67481","10,230536","8,124681","14,4","49,89519"
26/06/2009 8.00,"0,748787","18,2627","15,355124","14,4","41,058877"
26/06/2009 9.00,"0,77946","9,089199","6,058466","14,4","69,326174"
26/06/2009 10.00,"2,88689","13,244704","8,991658","14,4","70,423301"
26/06/2009 11.00,"3,536439","7,997146","5,136978","14,4","80,23391"
26/06/2009 12.00,"1,685222","7,028306","4,85534","14,4","84,6197"
26/06/2009 13.00,"1,037476","8,340844","5,780723","14,4","89,059432"
26/06/2009 14.00,"0,748787","7,002365","4,777467","14,4","96,279077"
26/06/2009 15.00,"0,806525","5,508252","3,441957","14,4","99,426029"
26/06/2009 16.00,"0,813742","7,231932","5,149956","14,4","88,653254"
26/06/2009 17.00,"0,810133","6,938814","4,551638","14,4","81,173138"
26/06/2009 18.00,"0,817351","9,344702","6,132445","14,4","80,723764"
26/06/2009 19.00,"0,797503","7,290295","5,19668","14,4","85,596713"
26/06/2009 20.00,"0,781264","6,630133","4,536063","14,4","77,784635"
26/06/2009 21.00,"0,528662","7,373301","5,252488","14,4","63,491075"
26/06/2009 22.00,"0,557531","11,204562","9,099382","14,4","48,574061"
26/06/2009 23.00,"0,770439","12,205827","10,089658","14,4","37,022633"
27/06/2009 0.00,"0,775852","14,462565","12,357036","14,4","24,784304"
27/06/2009 1.00,,"10,418597","8,340126",16,"28,66807"
27/06/2009 2.00,"2,643308",,,16,"32,257655"
27/06/2009 3.00,"0,79209","7,618429","5,308297",16,
27/06/2009 4.00,"0,828177","6,621055","4,528276",16,"41,413389"
27/06/2009 5.00,"0,656767","5,529003","3,448447",16,"52,397978"
27/06/2009 6.00,"0,835393","6,016664","3,914382",16,"44,440439"
27/06/2009 7.00,"0,810133","6,898608","4,821595",16,"48,583239"
27/06/2009 8.00,"0,835393","13,025517","9,161679",16,"44,771173"
27/06/2009 9.00,"0,77946","9,626145","6,293382",16,"58,101464"
27/06/2009 10.00,"4,241923","14,810152","10,529634",16,"67,326121"
27/06/2009 11.00,"14,761023","22,597182","17,314912",16,"69,221532"
27/06/2009 12.00,"9,649428","10,954247","7,919614",16,"92,267936"
27/06/2009 13.00,"6,112989","10,323918","8,201254",16,"100,012944"
27/06/2009 14.00,"4,416941","8,965985","6,594488",16,"104,841084"
27/06/2009 15.00,"3,262185","6,167114","4,070128",16,"107,150908"
27/06/2009 16.00,"2,163362","5,242371","3,155127",16,"104,176909"
27/06/2009 17.00,"0,824568","5,434325","3,349807",16,"95,087803"
27/06/2009 18.00,"0,737962","6,391491","4,307638",16,"89,924924"
27/06/2009 19.00,"0,808329","10,645569","8,550382",16,"81,477254"
27/06/2009 20.00,"0,429425","13,948963","11,891104",16,"65,234142"
27/06/2009 21.00,"0,552118","19,031806","16,939826",16,"49,074706"
27/06/2009 22.00,"0,763222","18,282154","16,177976",16,"63,786355"
27/06/2009 23.00,"0,777656","20,260029","18,18318",16,"54,802093"
28/06/2009 0.00,"0,757808","13,462597","11,364163",16,"59,844114"
28/06/2009 1.00,"0,815546","12,823187","10,743782",15,"52,541417"
28/06/2009 2.00,"0,806525","16,153819","14,07153",15,"39,57773"
28/06/2009 3.00,"0,811937","16,960537","14,839871",15,"38,342464"
28/06/2009 4.00,"0,781264","12,65069","10,563373",15,"24,96172"
28/06/2009 5.00,"0,514227","7,152815","5,061703",15,"42,8532"
28/06/2009 6.00,"0,386121","7,1165","5,040934",15,"38,460687"
28/06/2009 7.00,"0,822763","8,488698","5,336851",15,"12,589112"
28/06/2009 8.00,"0,599029","9,318762","5,706744",15,"35,229067"
28/06/2009 9.00,"0,514227","6,975129","4,292063",15,"63,674772"
28/06/2009 10.00,"4,507157","13,042377","9,063042",15,"68,8204"
28/06/2009 11.00,"8,963792","10,697447","7,357638",15,"79,438403"
28/06/2009 12.00,"4,739911","7,889497","5,121403",15,"79,685465"
28/06/2009 13.00,"1,943238","7,745533","5,378381",15,"77,091411"
28/06/2009 14.00,"1,113257","9,147562","7,003317",15,"85,847207"
28/06/2009 15.00,"1,263014","14,782916","11,931335",15,"71,704034"
28/06/2009 16.00,"0,595421","6,977723","4,915042",15,"89,036312"
28/06/2009 17.00,"0,790286","11,24477","8,931956",15,"72,697562"
28/06/2009 18.00,"0,974326","9,391394","6,616552",15,"77,054204"
28/06/2009 19.00,"1,723112","7,247493","5,142169",15,"91,524118"
28/06/2009 20.00,"0,710896","12,009985","9,922232",15,"76,186856"
28/06/2009 21.00,"0,828177","19,282118","17,200693",15,"52,166856"
28/06/2009 22.00,"0,602639","34,002778","31,812122",15,"26,838535"
28/06/2009 23.00,"0,676615","28,888809","26,814021",15,"27,788235"
29/06/2009 0.00,"0,447468","30,857614","28,263757",15,"17,33627"
29/06/2009 1.00,,"26,882375","23,745854","18,79999","10,114596"
29/06/2009 2.00,"1,715895",,,"18,79999","10,263353"
29/06/2009 3.00,"0,557531","16,802306","13,756142","18,79999",
29/06/2009 4.00,"0,561139","13,952852","11,709395","18,79999","19,060612"
29/06/2009 5.00,"0,710896","11,148793","9,008531","18,79999","21,911863"
29/06/2009 6.00,"0,831785","8,941343","6,8307","18,79999","23,208034"
29/06/2009 7.00,"0,470924","9,467914","6,560745","18,79999","26,733679"
29/06/2009 8.00,"0,696462","13,162995","8,767128","18,79999","33,306148"
29/06/2009 9.00,"2,037061","30,744769","23,221526","18,79999","41,530873"
29/06/2009 10.00,"4,914929","26,785112","20,634857","18,79999","57,103603"
29/06/2009 11.00,"5,113402","11,97367","8,478998","18,79999","76,332806"
29/06/2009 12.00,"3,356009","14,934664","11,782084","18,79999","75,033945"
29/06/2009 13.00,"5,927145","10,504197","8,089637","18,79999","89,488555"
29/06/2009 14.00,"3,363226","8,370674","6,223298","18,79999","100,078994"
29/06/2009 15.00,"1,369468","5,803962","3,719702","18,79999","103,452163"
29/06/2009 16.00,"0,761417","5,526408","3,431573","18,79999","108,709646"
29/06/2009 17.00,"0,28508","5,762458","3,64053","18,79999","105,438944"
29/06/2009 18.00,"0,308536","6,19435","4,097381","18,79999","99,263001"
29/06/2009 19.00,"0,227342","7,248791","5,177212","18,79999","95,379933"
29/06/2009 20.00,"0,202082","9,482181","7,421233","18,79999","93,80997"
29/06/2009 21.00,"0,034282","12,294022","10,171422","18,79999","78,463849"
29/06/2009 22.00,"0,039695","10,572937","8,52183","18,79999","67,293442"
29/06/2009 23.00,"0,075781","11,273305","9,172062","18,79999","39,734316"
30/06/2009 0.00,"0,030673","10,99186","8,902105","18,79999","38,916983"
30/06/2009 1.00,"0,326579","9,256508","7,152574","20,4","18,715332"
30/06/2009 2.00,"0,593617","10,554778","7,745701","20,4","20,996079"
30/06/2009 3.00,"0,070368","9,163126","6,517914","20,4","23,916121"
30/06/2009 4.00,"0,032478","8,474433","6,290786","20,4","23,147326"
30/06/2009 5.00,0,"8,356407","6,119467","20,4","22,249057"
30/06/2009 6.00,"0,144345","9,230568","6,826809","20,4","24,114383"
30/06/2009 7.00,0,"12,14098","8,706125","20,4","26,291268"
30/06/2009 8.00,0,"17,667388","11,887207","20,4","18,316095"
30/06/2009 9.00,"0,001804","31,062523","22,054728","20,4","24,357154"
30/06/2009 10.00,"0,739766","18,95658","13,645817","20,4","60,842352"
30/06/2009 11.00,"0,620681","11,553451","8,497169","20,4","75,867496"
30/06/2009 12.00,"0,974326","12,915273","9,897573","20,4","83,033435"
30/06/2009 13.00,"1,019433","8,423849","6,3427","20,4","90,369313"
30/06/2009 14.00,"0,016238","9,182581","7,082489","20,4","73,362856"
30/06/2009 15.00,0,"7,473168","4,795638","20,4","72,757272"
30/06/2009 16.00,0,"5,54327","3,460127","20,4","87,356181"
30/06/2009 17.00,0,"6,762426","4,656766","20,4","95,785898"
30/06/2009 18.00,0,"7,241009","5,140871","20,4","103,935053"
30/06/2009 19.00,0,"8,413475","6,311552","20,4","100,250288"
30/06/2009 20.00,0,"7,132064","5,040934","20,4","96,058355"
30/06/2009 21.00,0,"7,941375","5,841722","20,4","90,361231"
30/06/2009 22.00,0,"8,369376","6,263532","20,4","66,610979"
30/06/2009 23.00,0,"12,025549","9,861231","20,4","49,185048"
01/07/2009 0.00,0,"10,994453","8,908595","20,4","28,886283"
01/07/2009 1.00,,"10,124183","8,009169","18,6","25,824616"
01/07/2009 2.00,"0,541292",,,"18,6","27,10054"
01/07/2009 3.00,0,"9,858304","7,413445","18,6",
01/07/2009 4.00,0,"6,648291","4,567212","18,6","27,468955"
01/07/2009 5.00,0,"6,251418","4,197318","18,6","30,235263"
01/07/2009 6.00,0,"6,431696","4,347871","18,6","30,324199"
01/07/2009 7.00,0,"9,840146","6,981255","18,6","37,448145"
01/07/2009 8.00,0,"7,613242","5,229127","18,6","58,064018"
01/07/2009 9.00,"0,301319","12,441877","9,208404","18,6","56,960464"
01/07/2009 10.00,"0,007218","11,242175","7,125318","18,6","62,094215"
01/07/2009 11.00,"0,108259","10,147528","6,638615","18,6","71,795799"
01/07/2009 12.00,"0,678419","9,85571","6,772296","18,6","80,308948"
01/07/2009 13.00,"2,426792","11,658506","8,501064","18,6","88,219801"
01/07/2009 14.00,"1,715895","9,069744","6,434851","18,6","91,41593"
01/07/2009 15.00,0,"5,763755","3,680766","18,6","93,838638"
01/07/2009 16.00,"0,027064","5,410977","3,33683","18,6","86,873695"
01/07/2009 17.00,0,"5,862326","3,72749","18,6","91,444218"
01/07/2009 18.00,0,"5,068576","3,016254","18,6","94,005715"
01/07/2009 19.00,0,"7,443338","5,371894","18,6","93,915441"
01/07/2009 20.00,0,"9,278557","7,146085","18,6","85,256768"
01/07/2009 21.00,0,"9,361563","7,257702","18,6","84,614038"
01/07/2009 22.00,0,"9,194253","7,142192","18,6","72,333453"
01/07/2009 23.00,0,"6,231963","4,157084","18,6","81,919147"
02/07/2009 0.00,0,"9,074931","7,002019","18,6","69,701888"
02/07/2009 1.00,0,"11,827112","9,743125","20,4","56,937561"
02/07/2009 2.00,0,"9,620958","7,505596","20,4","33,267004"
02/07/2009 3.00,0,"8,863525","6,751532","20,4","29,678778"
02/07/2009 4.00,0,"8,600239","6,502339","20,4","28,653367"
02/07/2009 5.00,0,"6,787068","4,706084","20,4","34,408305"
02/07/2009 6.00,0,"5,692421","3,606787","20,4","40,505481"
02/07/2009 7.00,0,"12,840049","8,783999","20,4","30,170585"
02/07/2009 8.00,0,"15,125317","10,211652","20,4","35,053725"
02/07/2009 9.00,"0,638725","22,065416","16,314248","20,4","42,492962"
02/07/2009 10.00,"0,048716","7,867448","4,992914","20,4","71,899581"
02/07/2009 11.00,0,"12,26938","8,277828","20,4","73,145939"
02/07/2009 12.00,0,"8,109981","5,776829","20,4","85,856385"
02/07/2009 13.00,0,"7,600234","5,023583","20,4","92,450218"
02/07/2009 14.00,0,"6,180085","4,739829","20,4","97,977983"
02/07/2009 15.00,0,"4,085469","3,118787","20,4","99,497893"
02/07/2009 16.00,0,"4,322816","2,595745","20,4","95,981065"
