NetC,Foggia,,,
,Stat,Manfredonia - Zona 167 - Viale Michelangelo,,,
Parm,SO2,NO2,CO,PM10



30/05/2009 4.00,"0,97888894","4,05844562","0,06542174","7,49559116"
30/05/2009 5.00,"1,14324123","4,79304175","0,0442269","7,49559116"
30/05/2009 6.00,"1,42137547","19,47846176","0,0821826","7,49559116"
30/05/2009 7.00,"1,45749728","8,28042459","0,02527817","7,49559116"
30/05/2009 8.00,"0,92109487","8,08963758","0,01977005","7,49559116"
30/05/2009 9.00,"1,0601625","11,97286752","0,02633366","7,49559116"
30/05/2009 10.00,"1,04210159","20,46679368","0,0632164","7,49559116"
30/05/2009 11.00,"0,96082804","16,77370067","0,06981146","7,49559116"
30/05/2009 12.00,"0,96263423","7,38748809","0,04275667","7,49559116"
30/05/2009 13.00,"0,76396735","7,28365884","0,1043176","7,49559116"
30/05/2009 14.00,"1,15949594","3,91438215","0,01710919","7,49559116"
30/05/2009 15.00,"1,09447709","3,18757359","0,07820412","7,49559116"
30/05/2009 16.00,"1,08183477","4,04806346","0,02833164","7,49559116"
30/05/2009 17.00,"0,97527656","4,07531902","0,03006516","7,49559116"
30/05/2009 18.00,"1,12698652","5,23302163","0,01501802","7,49559116"
30/05/2009 19.00,"1,05474392","6,090915","0,01826487","7,49559116"
30/05/2009 20.00,"0,89400402","7,55491237","0,04674097","7,49559116"
30/05/2009 21.00,"0,8614946","7,33297697","0,06803018","7,49559116"
30/05/2009 22.00,"1,11615038","11,13573465","0,12109476","7,49559116"
30/05/2009 23.00,"1,19019917","14,1610846","0,20179431","7,49559116"
31/05/2009 0.00,"1,27689028","13,4861811","0,19131281","7,49559116"
31/05/2009 1.00,"1,22993234","18,03262839","0,26963925","18,92510986"
31/05/2009 2.00,"1,9216571","12,33627562","0,31795064","18,92510986"
31/05/2009 3.00,"1,77355952","9,97804159","0,19390377","18,92510986"
31/05/2009 4.00,"1,43943638","5,71453015","0,10447487","18,92510986"
31/05/2009 5.00,"1,5243213","5,54450938","0,06669742","18,92510986"
31/05/2009 6.00,"1,5803102","5,68078718","0,07090307","18,92510986"
31/05/2009 7.00,"1,49542426","6,38034018","0,04688077","18,92510986"
31/05/2009 8.00,"1,53696464","7,46795652","0,08768606","18,92510986"
31/05/2009 9.00,"1,51709755","5,32127573","0,11054802","18,92510986"
31/05/2009 10.00,"1,43040643","4,76838269","0,10465312","18,92510986"
31/05/2009 11.00,"1,3093997","5,36540469","0,05780847","18,92510986"
31/05/2009 12.00,"1,00236842","6,71908348","0,01536402","18,92510986"
31/05/2009 13.00,"0,78202724","9,26550802","0,09382095","18,92510986"
31/05/2009 14.00,"0,52376009","3,26414919","0,05698947","18,92510986"
31/05/2009 15.00,"0,42262045","4,59965825","0,06745816","18,92510986"
31/05/2009 16.00,"0,33773451","5,96631761","0,10630509","18,92510986"
31/05/2009 17.00,"0,28716521","8,08055367","0,14874254","18,92510986"
31/05/2009 18.00,"0,20408546","10,9683161","0,13672906","18,92510986"
31/05/2009 19.00,"0,14087382","17,36163302","0,15650261","18,92510986"
31/05/2009 20.00,"0,05418169","18,52452672","0,22999197","18,92510986"
31/05/2009 21.00,"0,08127356","14,03388498","0,63040946","18,92510986"
31/05/2009 22.00,"0,00722477","7,97802076","0,14717795","18,92510986"
31/05/2009 23.00,"0,02709085","6,12985097","0,13054641","18,92510986"
01/06/2009 0.00,"0,00541858","9,68212709","0,30332989","18,92510986"
01/06/2009 1.00,,"6,69312617","0,18864379","33,72541046"
01/06/2009 2.00,"0,00180619",,"0,17201109","33,72541046"
01/06/2009 3.00,"0,00180619","4,0376813",,"33,72541046"
01/06/2009 4.00,"0,00180619","5,07727585","0,08323343","33,72541046"
01/06/2009 5.00,,"8,25965836","0,06360667","33,72541046"
01/06/2009 6.00,"0,00722477","10,00529715","0,21625196","33,72541046"
01/06/2009 7.00,"0,00180619","16,23637322","0,14467669","33,72541046"
01/06/2009 8.00,,"13,7665281","0,14474776","33,72541046"
01/06/2009 9.00,,"12,8930615","0,18487735","33,72541046"
01/06/2009 10.00,,"14,26231353","0,16497332","33,72541046"
01/06/2009 11.00,,"13,37066954","0,08475725","33,72541046"
01/06/2009 12.00,"0,03431561","17,64716537","0,06311737","33,72541046"
01/06/2009 13.00,,"16,25584121","0,11339761","33,72541046"
01/06/2009 14.00,,"10,51016649","0,05987518","33,72541046"
01/06/2009 15.00,"0,00180619","10,38426894","0,10235574","33,72541046"
01/06/2009 16.00,,"13,79508","0,16305806","33,72541046"
01/06/2009 17.00,,"13,40571267","0,1246119","33,72541046"
01/06/2009 18.00,"0,00180619","10,0468277","0,06224246","33,72541046"
01/06/2009 19.00,"0,02167329","20,49468976","0,17292561","33,72541046"
01/06/2009 20.00,"0,00361238","22,64915048","0,18347702","33,72541046"
01/06/2009 21.00,,"18,96709545","0,09925684","33,72541046"
01/06/2009 22.00,,"14,25063503","0,10676643","33,72541046"
01/06/2009 23.00,,"8,1701041","0,14782685","33,72541046"
02/06/2009 0.00,,"11,06046112","0,46550371","33,72541046"
02/06/2009 1.00,,"9,4692756",,"14,88210011"
02/06/2009 2.00,,"6,64770087",,"14,88210011"
02/06/2009 3.00,,"4,96176619",,"14,88210011"
02/06/2009 4.00,,"5,95204262",,"14,88210011"
02/06/2009 5.00,,"3,9299573",,"14,88210011"
02/06/2009 6.00,,"6,79436083",,"14,88210011"
02/06/2009 7.00,,"5,67170135",,"14,88210011"
02/06/2009 8.00,,"5,54321113",,"14,88210011"
02/06/2009 9.00,,"5,45625337",,"14,88210011"
02/06/2009 10.00,,"7,81448931",,"14,88210011"
02/06/2009 11.00,,"5,90791366",,"14,88210011"
02/06/2009 12.00,,"7,7716586",,"14,88210011"
02/06/2009 13.00,,"3,47699877",,"14,88210011"
02/06/2009 14.00,,"3,29270109",,"14,88210011"
02/06/2009 15.00,,"2,59185175",,"14,88210011"
02/06/2009 16.00,,"3,42508414",,"14,88210011"
02/06/2009 17.00,,"3,68725376",,"14,88210011"
02/06/2009 18.00,,"4,36863702",,"14,88210011"
02/06/2009 19.00,,"4,62431731",,"14,88210011"
02/06/2009 20.00,,"4,81380798",,"14,88210011"
02/06/2009 21.00,,"6,1506172",,"14,88210011"
02/06/2009 22.00,,"8,90859498",,"14,88210011"
02/06/2009 23.00,,"5,74308396",,"14,88210011"
03/06/2009 0.00,,"3,50944732",,"14,88210011"
03/06/2009 1.00,,"6,03121089",,"35,41527176"
03/06/2009 2.00,,,,"35,41527176"
03/06/2009 3.00,,"3,02014931",,"35,41527176"
03/06/2009 4.00,,"2,04284963",,"35,41527176"
03/06/2009 5.00,,"3,0993195",,"35,41527176"
03/06/2009 6.00,,"9,95727536",,"35,41527176"
03/06/2009 7.00,,"8,60099816",,"35,41527176"
03/06/2009 8.00,,"9,06174427",,"35,41527176"
03/06/2009 9.00,,"6,21680873",,"35,41527176"
03/06/2009 10.00,,"5,17331752",,"35,41527176"
03/06/2009 11.00,"0,16435229","5,70674449",,"35,41527176"
03/06/2009 12.00,"0,00722477","7,16684902",,"35,41527176"
03/06/2009 13.00,"0,2510434","7,03057314",,"35,41527176"
03/06/2009 14.00,"0,20227927","6,77229635",,"35,41527176"
03/06/2009 15.00,"0,5923903","4,92153198",,"35,41527176"
03/06/2009 16.00,"0,65018437","4,82419014",,"35,41527176"
03/06/2009 17.00,"0,80550671","5,99876616",,"35,41527176"
03/06/2009 18.00,"0,75493639","5,74827504",,"35,41527176"
03/06/2009 19.00,"0,97527656","10,64643855",,"35,41527176"
03/06/2009 20.00,"1,03307165","24,21439016",,"35,41527176"
03/06/2009 21.00,"1,3635814","27,15407104",,"35,41527176"
03/06/2009 22.00,"1,48458812","12,89175942",,"35,41527176"
03/06/2009 23.00,"1,31662346","6,71259415",,"35,41527176"
04/06/2009 0.00,"1,51348516","8,94363812",,"35,41527176"
04/06/2009 1.00,"1,71576545","7,25770153",,"20,70042992"
04/06/2009 2.00,"1,88914767","3,9130839",,"20,70042992"
04/06/2009 3.00,"1,88192291","7,19540283",,"20,70042992"
04/06/2009 4.00,"1,87650535","7,64057379",,"20,70042992"
04/06/2009 5.00,"2,47973178","18,04690912",,"20,70042992"
04/06/2009 6.00,"2,48695655","35,98219568",,"20,70042992"
04/06/2009 7.00,"2,54655681","39,1957132",,"20,70042992"
04/06/2009 8.00,"2,27384013","27,75499352",,"20,70042992"
04/06/2009 9.00,"1,80606793","11,78078226",,"20,70042992"
04/06/2009 10.00,"1,86566819","13,33044106",,"20,70042992"
04/06/2009 11.00,"1,71395925","9,47965776",,"20,70042992"
04/06/2009 12.00,"1,66158274","9,6509787",,"20,70042992"
04/06/2009 13.00,"1,46472103","8,39074317",,"20,70042992"
04/06/2009 14.00,"1,34371532","11,68084202",,"20,70042992"
04/06/2009 15.00,"1,48097574","9,31353173",,"20,70042992"
04/06/2009 16.00,"1,46291585","7,17982959",,"20,70042992"
04/06/2009 17.00,"1,59295253","13,1746991",,"20,70042992"
04/06/2009 18.00,"1,61823718","7,49001909",,"20,70042992"
04/06/2009 19.00,"1,42318166","9,53157238",,"20,70042992"
04/06/2009 20.00,"1,56586168","8,28302109",,"20,70042992"
04/06/2009 21.00,"1,34552151","8,79048883",,"20,70042992"
04/06/2009 22.00,"1,15227219","6,32063798",,"20,70042992"
04/06/2009 23.00,"1,23173853","4,33748863",,"20,70042992"
05/06/2009 0.00,"0,89219783","5,4315943",,"20,70042992"
05/06/2009 1.00,,"4,06753144",,"26,30484009"
05/06/2009 2.00,"1,1829744",,,"26,30484009"
05/06/2009 3.00,"1,01320456","3,53540463",,"26,30484009"
05/06/2009 4.00,"1,13962884","3,83002089",,"26,30484009"
05/06/2009 5.00,"0,9499919","8,96180786",,"26,30484009"
05/06/2009 6.00,"1,24076949","26,25334696",,"26,30484009"
05/06/2009 7.00,"1,2028415","23,49406328",,"26,30484009"
05/06/2009 8.00,"1,18658678","15,36809387",,"26,30484009"
05/06/2009 9.00,"0,45512886","9,84046746",,"26,30484009"
05/06/2009 10.00,"0,26549192","10,02476322",,"26,30484009"
05/06/2009 11.00,"0,62489972","9,24344546",,"26,30484009"
05/06/2009 12.00,"0,3413469","8,8579767",,"26,30484009"
05/06/2009 13.00,"0,54362616","8,49846716",,"26,30484009"
05/06/2009 14.00,"0,43887415","7,75608345",,"26,30484009"
05/06/2009 15.00,"0,83982131","10,59841676",,"26,30484009"
05/06/2009 16.00,"0,83620994","14,06114436",,"26,30484009"
05/06/2009 17.00,"1,49723045",,,"26,30484009"
05/06/2009 18.00,"1,24076949",,,"26,30484009"
05/06/2009 19.00,"1,22632097","10,4634353",,"26,30484009"
05/06/2009 20.00,"0,7188156","10,99166927",,"26,30484009"
05/06/2009 21.00,"0,82537279","14,41676298",,"26,30484009"
05/06/2009 22.00,"0,55085093","11,8417808",,"26,30484009"
05/06/2009 23.00,"0,25646198","14,85024588",,"26,30484009"
06/06/2009 0.00,"0,23659488","13,50695307",,"26,30484009"
06/06/2009 1.00,"0,22937113","8,52572272",,"27,8835907"
06/06/2009 2.00,"0,11920054","9,1110624",,"27,8835907"
06/06/2009 3.00,"0,23478869","17,15007978",,"27,8835907"
06/06/2009 4.00,"0,25826817","12,70097624",,"27,8835907"
06/06/2009 5.00,"0,38108007","11,66267611",,"27,8835907"
06/06/2009 6.00,"0,40455955","14,55562771",,"27,8835907"
06/06/2009 7.00,"0,52917764","14,15978253",,"27,8835907"
06/06/2009 8.00,"0,52195389","10,14676412",,"27,8835907"
06/06/2009 9.00,"0,35218303","22,6854976",,"27,8835907"
06/06/2009 10.00,"0,4298442","11,2421623",,"27,8835907"
06/06/2009 11.00,"0,1986679","9,56661552",,"27,8835907"
06/06/2009 12.00,"0,21672779","9,41865731",,"27,8835907"
06/06/2009 13.00,"0,13184286","9,01631706",,"27,8835907"
06/06/2009 14.00,"0,30161372","10,51535374",,"27,8835907"
06/06/2009 15.00,"0,17157604","10,81386666",,"27,8835907"
06/06/2009 16.00,"0,17157604","9,23565788",,"27,8835907"
06/06/2009 17.00,"0,24201346","13,53809764",,"27,8835907"
06/06/2009 18.00,"0,26729811","28,82313232",,"27,8835907"
06/06/2009 19.00,"0,14990377","18,6400402",,"27,8835907"
06/06/2009 20.00,"0,11197577","13,66009854",,"27,8835907"
06/06/2009 21.00,"0,09210969","15,7483792",,"27,8835907"
06/06/2009 22.00,"0,10294583","8,97997759",,"27,8835907"
06/06/2009 23.00,"0,23478869","6,39331883",,"27,8835907"
07/06/2009 0.00,"0,25465578","10,9981586",,"27,8835907"
07/06/2009 1.00,,"6,1765726",,"26,39126015"
07/06/2009 2.00,,,,"26,39126015"
07/06/2009 3.00,,"5,31608465",,"26,39126015"
07/06/2009 4.00,,"9,61333906",,"26,39126015"
07/06/2009 5.00,,"13,52511898",,"26,39126015"
07/06/2009 6.00,,"9,35116945",,"26,39126015"
07/06/2009 7.00,,"8,4089129",,"26,39126015"
07/06/2009 8.00,,"9,4069769",,"26,39126015"
07/06/2009 9.00,,"8,57114802",,"26,39126015"
07/06/2009 10.00,,"8,11689123",,"26,39126015"
07/06/2009 11.00,,"6,50753215",,"26,39126015"
07/06/2009 12.00,,"13,1578257",,"26,39126015"
07/06/2009 13.00,,"7,41214715",,"26,39126015"
07/06/2009 14.00,,"4,08180834",,"26,39126015"
07/06/2009 15.00,,"4,58278676",,"26,39126015"
07/06/2009 16.00,,"8,25576362",,"26,39126015"
07/06/2009 17.00,,"8,28561567",,"26,39126015"
07/06/2009 18.00,,"18,30648415",,"26,39126015"
07/06/2009 19.00,,"31,42796464",,"26,39126015"
07/06/2009 20.00,,"33,21383",,"26,39126015"
07/06/2009 21.00,,"29,69140976",,"26,39126015"
07/06/2009 22.00,,"29,52009456",,"26,39126015"
07/06/2009 23.00,,"26,98793736",,"26,39126015"
08/06/2009 0.00,,"17,71335498",,"26,39126015"
08/06/2009 1.00,,"10,75156414",,"39,70000076"
08/06/2009 2.00,,"5,8495097",,"39,70000076"
08/06/2009 3.00,,"3,75993462",,"39,70000076"
08/06/2009 4.00,,"6,15710462",,"39,70000076"
08/06/2009 5.00,,"13,24737804",,"39,70000076"
08/06/2009 6.00,,"36,16129272",,"39,70000076"
08/06/2009 7.00,,"28,3675792",,"39,70000076"
08/06/2009 8.00,,"13,15133446",,"39,70000076"
08/06/2009 9.00,,"10,13508371",,"39,70000076"
08/06/2009 10.00,,"8,10651098",,"39,70000076"
08/06/2009 11.00,,"10,45045664",,"39,70000076"
08/06/2009 12.00,,"8,56076586",,"39,70000076"
08/06/2009 13.00,,"6,84238262",,"39,70000076"
08/06/2009 14.00,,,,"39,70000076"
08/06/2009 15.00,,,,"39,70000076"
08/06/2009 16.00,,,,"39,70000076"
08/06/2009 17.00,"3,84331317","5,50297691","0,61610676","39,70000076"
08/06/2009 18.00,"3,61755545","5,1525532","0,55737561","39,70000076"
08/06/2009 19.00,"3,54170047","4,30504199","0,58976261","39,70000076"
08/06/2009 20.00,"3,23828055","6,23238197","0,56073198","39,70000076"
08/06/2009 21.00,"2,75606085","8,51533865","0,58482534","39,70000076"
08/06/2009 22.00,"2,70187814","10,01048823","0,59165923","39,70000076"
08/06/2009 23.00,"1,87289296","5,09544558","0,90680105","39,70000076"
09/06/2009 0.00,"1,57308543","6,54387162","0,71480905","39,70000076"
09/06/2009 1.00,,"3,68725376","0,71425568",44
09/06/2009 2.00,"1,57308543",,"0,72756697",44
09/06/2009 3.00,"1,62546195","4,53995605",,44
09/06/2009 4.00,"1,53696464","5,50557341",,44
09/06/2009 5.00,"1,95416652","17,29154675",,44
09/06/2009 6.00,"2,16186334","27,29942128",,44
09/06/2009 7.00,"2,27564632","29,74332056",,44
09/06/2009 8.00,"1,63629808","18,88143785",,44
09/06/2009 9.00,"1,37261236","10,32586116",,44
09/06/2009 10.00,"1,18658678","11,06565029",,44
09/06/2009 11.00,"1,62907331","6,44393521",,44
09/06/2009 12.00,"1,62004337","7,90274341",,44
09/06/2009 13.00,"1,80065037","9,9468932",,44
09/06/2009 14.00,"1,92707465","9,86253002",,44
09/06/2009 15.00,"2,15102721","8,48159567",,44
09/06/2009 16.00,"2,93847302","10,07408326",,44
09/06/2009 17.00,"3,14617086","13,36418021",,44
09/06/2009 18.00,"3,9300053","11,46410153",,44
09/06/2009 19.00,"3,59588216","12,08967925",,44
09/06/2009 20.00,"3,11366246","17,49790318",,44
09/06/2009 21.00,"2,51765876","21,36166704",,44
09/06/2009 22.00,"2,14380346","15,8431188",,44
09/06/2009 23.00,"1,83857735","23,66149712",,44
10/06/2009 0.00,"1,80968031","31,04229512",,44
10/06/2009 1.00,"1,80787412","10,77492878",,"37,90000153"
10/06/2009 2.00,"1,90179","8,13506288",,"37,90000153"
10/06/2009 3.00,"2,27564632","9,07082818",,"37,90000153"
10/06/2009 4.00,"2,81927248","13,23439938",,"37,90000153"
10/06/2009 5.00,"3,13894711","17,47065526",,"37,90000153"
10/06/2009 6.00,"3,12630478","27,23972864",,"37,90000153"
10/06/2009 7.00,"3,20035357","15,1825075",,"37,90000153"
10/06/2009 8.00,"2,80843635","11,04229521",,"37,90000153"
10/06/2009 9.00,"2,30634955","9,87421234",,"37,90000153"
10/06/2009 10.00,"2,30815574","7,63538271",,"37,90000153"
10/06/2009 11.00,"1,93791181","10,73080173",,"37,90000153"
10/06/2009 12.00,"2,17270049","10,70094967",,"37,90000153"
10/06/2009 13.00,"1,95958408","10,8294399",,"37,90000153"
10/06/2009 14.00,"2,82107867","5,53153072",,"37,90000153"
10/06/2009 15.00,"2,73438756","8,26744594",,"37,90000153"
10/06/2009 16.00,"2,87345519","8,99555274",,"37,90000153"
10/06/2009 17.00,"2,7994064","7,59774308",,"37,90000153"
10/06/2009 18.00,"3,15339563","7,70416882",,"37,90000153"
10/06/2009 19.00,"3,27801372","8,75155095",,"37,90000153"
10/06/2009 20.00,"3,20938351","16,9592966",,"37,90000153"
10/06/2009 21.00,"2,67659348","23,28900128",,"37,90000153"
10/06/2009 22.00,"2,72716279","18,32983923",,"37,90000153"
10/06/2009 23.00,"2,57545385","18,49467466",,"37,90000153"
11/06/2009 0.00,"1,82954741","13,52122424",,"37,90000153"
11/06/2009 1.00,,"7,76127644",,"36,09999084"
11/06/2009 2.00,"1,54057601",,,"36,09999084"
11/06/2009 3.00,"1,15227219","5,20836066",,"36,09999084"
11/06/2009 4.00,"1,4520787","5,78072359",,"36,09999084"
11/06/2009 5.00,"1,66158274","13,15263653",,"36,09999084"
11/06/2009 6.00,"1,73563152","22,64655016",,"36,09999084"
11/06/2009 7.00,"1,95777788","23,71600824",,"36,09999084"
11/06/2009 8.00,"1,5622493","25,22933712",,"36,09999084"
11/06/2009 9.00,"1,37983611","14,7334418",,"36,09999084"
11/06/2009 10.00,"1,61643099","11,13184755",,"36,09999084"
11/06/2009 11.00,"1,91623852","9,23695613",,"36,09999084"
11/06/2009 12.00,"2,10226307","16,84378503",,"36,09999084"
11/06/2009 13.00,"2,27022774","15,51865622",,"36,09999084"
11/06/2009 14.00,"2,41290776","7,4160419",,"36,09999084"
11/06/2009 15.00,"2,68381724","10,84631521",,"36,09999084"
11/06/2009 16.00,"2,59531993","8,89950916",,"36,09999084"
11/06/2009 17.00,"2,77231454","10,32716514",,"36,09999084"
11/06/2009 18.00,"3,11366246","5,0759776",,"36,09999084"
11/06/2009 19.00,"3,38096057","5,94555329",,"36,09999084"
11/06/2009 20.00,"3,1931288","13,90410224",,"36,09999084"
11/06/2009 21.00,"2,75064227","10,86319052",,"36,09999084"
11/06/2009 22.00,"2,30454336","17,04884703",,"36,09999084"
11/06/2009 23.00,"2,55558676","18,03522106",,"36,09999084"
12/06/2009 0.00,"2,17270049","12,6698202",,"36,09999084"
12/06/2009 1.00,"1,759111","10,27005944",,"26,39999962"
12/06/2009 2.00,"1,52973987","7,1746366",,"26,39999962"
12/06/2009 3.00,"1,76272237","5,28363801",,"26,39999962"
12/06/2009 4.00,"2,25758542","11,84047873",,"26,39999962"
12/06/2009 5.00,"2,60615708","24,26111944",,"26,39999962"
12/06/2009 6.00,"2,97459482","39,45400528",,"26,39999962"
12/06/2009 7.00,"2,61157464","34,26900544",,"26,39999962"
12/06/2009 8.00,"2,8517819","22,43758768",,"26,39999962"
12/06/2009 9.00,"2,84636333","14,2921675",,"26,39999962"
12/06/2009 10.00,"2,91680075","8,02604255",,"26,39999962"
12/06/2009 11.00,"2,92221831","4,96565902",,"26,39999962"
12/06/2009 12.00,"2,91860694","6,36606136",,"26,39999962"
12/06/2009 13.00,"2,80482396","6,98904258",,"26,39999962"
12/06/2009 14.00,"2,66575735","4,99291458",,"26,39999962"
12/06/2009 15.00,"2,8012126","3,90529633",,"26,39999962"
12/06/2009 16.00,"2,55558676","4,08440293",,"26,39999962"
12/06/2009 17.00,"2,69826575","4,2570202",,"26,39999962"
12/06/2009 18.00,"2,83552719","5,74308396",,"26,39999962"
12/06/2009 19.00,"2,80482396","8,2349993",,"26,39999962"
12/06/2009 20.00,"2,68020587","19,15657656",,"26,39999962"
12/06/2009 21.00,"2,80663016","21,29417344",,"26,39999962"
12/06/2009 22.00,"2,34427653","12,47644243",,"26,39999962"
12/06/2009 23.00,"2,20520992","14,71137923",,"26,39999962"
13/06/2009 0.00,"1,83315979","10,4050409",,"26,39999962"
13/06/2009 1.00,,"10,14546778",,"19,5"
13/06/2009 2.00,"2,25939161",,,"19,5"
13/06/2009 3.00,"2,76147841","7,39527566",,"19,5"
13/06/2009 4.00,"2,71993904","7,18502067",,"19,5"
13/06/2009 5.00,"3,48932395","16,92813865",,"19,5"
13/06/2009 6.00,"3,40805141","15,46025036",,"19,5"
13/06/2009 7.00,"3,38818432","10,35830971",,"19,5"
13/06/2009 8.00,"3,20035357","9,86253002",,"19,5"
13/06/2009 9.00,"2,49056791","8,59580708",,"19,5"
13/06/2009 10.00,"2,15825198","12,75288513",,"19,5"
13/06/2009 11.00,"2,19979134","7,21616906",,"19,5"
13/06/2009 12.00,"2,1708943","5,13178697",,"19,5"
13/06/2009 13.00,"2,38762209","5,64963687",,"19,5"
13/06/2009 14.00,"2,55558676","6,00785007",,"19,5"
13/06/2009 15.00,"2,70549052","4,91504074",,"19,5"
13/06/2009 16.00,"2,68201206","4,09608334",,"19,5"
13/06/2009 17.00,"3,052256","7,87289135",,"19,5"
13/06/2009 18.00,"3,10643769","7,83525554",,"19,5"
13/06/2009 19.00,"3,09379536","5,42770147",,"19,5"
13/06/2009 20.00,"2,92041212","13,84439239",,"19,5"
13/06/2009 21.00,"2,67839968","30,15346368",,"19,5"
13/06/2009 22.00,"2,51585358","41,79926448",,"19,5"
13/06/2009 23.00,"2,07697842","22,07549312",,"19,5"
14/06/2009 0.00,"2,09865171","14,6970985",,"19,5"
14/06/2009 1.00,"2,0805908","15,37588527",,"18,60000038"
14/06/2009 2.00,"2,56642289","15,30580091",,"18,60000038"
14/06/2009 3.00,"3,2834323","7,35763603",,"18,60000038"
14/06/2009 4.00,"3,1226924","11,66396671",,"18,60000038"
14/06/2009 5.00,"2,81024254","9,68472167",,"18,60000038"
14/06/2009 6.00,"3,36470585","16,5193129",,"18,60000038"
14/06/2009 7.00,"3,58323983","15,27854153",,"18,60000038"
14/06/2009 8.00,"3,34664495","10,69316592",,"18,60000038"
14/06/2009 9.00,"3,40443903","10,73339631",,"18,60000038"
14/06/2009 10.00,"3,02877652","8,53740313",,"18,60000038"
14/06/2009 11.00,"2,99084954","6,31933973",,"18,60000038"
14/06/2009 12.00,"3,02516515","4,93451063",,"18,60000038"
14/06/2009 13.00,"3,07573446","4,36084945",,"18,60000038"
14/06/2009 14.00,"3,04503123","3,23948822",,"18,60000038"
14/06/2009 15.00,"3,24369913","3,79757425",,"18,60000038"
14/06/2009 16.00,"3,02516515","5,17851051",,"18,60000038"
14/06/2009 17.00,"3,43875464","6,03510563",,"18,60000038"
14/06/2009 18.00,"3,63561533","8,50235999",,"18,60000038"
14/06/2009 19.00,"3,66993095","10,34144587",,"18,60000038"
14/06/2009 20.00,"3,32677786","11,02672197",,"18,60000038"
14/06/2009 21.00,"3,15339563","18,28961075",,"18,60000038"
14/06/2009 22.00,"2,99084954","35,78621568",,"18,60000038"
14/06/2009 23.00,"2,00112344","23,65759664",,"18,60000038"
15/06/2009 0.00,"1,84399592","15,13578014",,"18,60000038"
15/06/2009 1.00,,"6,55036095",,"44,29999161"
15/06/2009 2.00,"2,41651913",,,"44,29999161"
15/06/2009 3.00,"2,88429133","7,48093518",,"44,29999161"
15/06/2009 4.00,"3,46584549","8,5763391",,"44,29999161"
15/06/2009 5.00,"4,71203254","27,84193216",,"44,29999161"
15/06/2009 6.00,"5,40014491","42,88426712",,"44,29999161"
15/06/2009 7.00,"5,04073711","31,17617336",,"44,29999161"
15/06/2009 8.00,"4,99016678","24,45968064",,"44,29999161"
15/06/2009 9.00,"4,90528186","12,24542121",,"44,29999161"
15/06/2009 10.00,"4,64159614","8,06497661",,"44,29999161"
15/06/2009 11.00,"4,99919774","7,86640202",,"44,29999161"
15/06/2009 12.00,"5,14007055","8,28302109",,"44,29999161"
15/06/2009 13.00,"4,74815435","10,04293487",,"44,29999161"
15/06/2009 14.00,"4,22258807","7,80929823",,"44,29999161"
15/06/2009 15.00,"4,48988618","7,79372117",,"44,29999161"
15/06/2009 16.00,"4,93779128","7,54842495",,"44,29999161"
15/06/2009 17.00,"4,61089291","9,12404106",,"44,29999161"
15/06/2009 18.00,"4,60366814","13,87944509",,"44,29999161"
15/06/2009 19.00,"4,17021155","13,38495026",,"44,29999161"
15/06/2009 20.00,"3,95348377","20,94764256",,"44,29999161"
15/06/2009 21.00,"3,86498646","42,615612",,"44,29999161"
15/06/2009 22.00,"3,84150698","50,97392",,"44,29999161"
15/06/2009 23.00,"3,85595652","40,65063048",,"44,29999161"
16/06/2009 0.00,"3,94264763","24,28706528",,"44,29999161"
16/06/2009 1.00,"3,85595652","15,26945762",,"37,40000153"
16/06/2009 2.00,"3,98779938","3,35889262",,"37,40000153"
16/06/2009 3.00,"4,66688079","5,29142558",,"37,40000153"
16/06/2009 4.00,"5,16174384","7,1292113",,"37,40000153"
16/06/2009 5.00,"5,3838902","15,90411925",,"37,40000153"
16/06/2009 6.00,"5,57894571","35,58635432",,"37,40000153"
16/06/2009 7.00,"5,70898238","44,80902016",,"37,40000153"
16/06/2009 8.00,"5,52115164","31,8393888",,"37,40000153"
16/06/2009 9.00,"5,25204734","16,1039959",,"37,40000153"
16/06/2009 10.00,"4,76440804","12,22595131",,"37,40000153"
16/06/2009 11.00,"4,42667353","15,58484584",,"37,40000153"
16/06/2009 12.00,"4,50975327","10,05591353",,"37,40000153"
16/06/2009 13.00,"4,24245415","8,34142504",,"37,40000153"
16/06/2009 14.00,"4,17924251","9,07082818",,"37,40000153"
16/06/2009 15.00,"4,29121828","7,18502067",,"37,40000153"
16/06/2009 16.00,"4,01127784","8,21423306",,"37,40000153"
16/06/2009 17.00,"3,92819911","11,26163029",,"37,40000153"
16/06/2009 18.00,"3,88485356","13,12407507",,"37,40000153"
16/06/2009 19.00,"3,99863552","17,26818402",,"37,40000153"
16/06/2009 20.00,"3,73133741","21,75362704",,"37,40000153"
16/06/2009 21.00,"3,3737358","26,91266192",,"37,40000153"
16/06/2009 22.00,"3,35206353","51,22441112",,"37,40000153"
16/06/2009 23.00,"3,08837678","45,13608688",,"37,40000153"
17/06/2009 0.00,"2,833721","18,39473634",,"37,40000153"
17/06/2009 1.00,,"5,64704229",,"41,5"
17/06/2009 2.00,"2,91318836",,,"41,5"
17/06/2009 3.00,"3,03600128","6,73465863",,"41,5"
17/06/2009 4.00,"3,08837678","11,81712556",,"41,5"
17/06/2009 5.00,"3,58504602","37,13471104",,"41,5"
17/06/2009 6.00,"4,02392017","34,35466304",,"41,5"
