NetC,Foggia,,,
,Stat,Manfredonia - Zona 167 - Viale Michelangelo,,,
Parm,SO2,NO2,CO,PM10



11/10/2009 8.00,"7,52046889","10,34922771","1,410935","20,7999897"
11/10/2009 9.00,"7,4464201","11,77688561","1,67967021","20,7999897"
11/10/2009 10.00,"7,37056512","9,56142444","1,623664","20,7999897"
11/10/2009 11.00,"6,81971419","8,52572272","1,35402125","20,7999897"
11/10/2009 12.00,"6,69148371","9,4666791","1,61323725","20,7999897"
11/10/2009 13.00,"6,36639152","6,7164889","1,60964206","20,7999897"
11/10/2009 14.00,"6,17494839","3,72878622","1,59044752","20,7999897"
11/10/2009 15.00,"5,76858265","2,19859542","1,49573418","20,7999897"
11/10/2009 16.00,"5,94015869","2,2206599","1,49723587","20,7999897"
11/10/2009 17.00,"6,1370204","3,80146708","1,56046974","20,7999897"
11/10/2009 18.00,"6,22913009","18,80226958","1,65541957","20,7999897"
11/10/2009 19.00,"6,79081715","28,4960656","2,16915078","20,7999897"
11/10/2009 20.00,"6,55964085","17,10854923","1,20199924","20,7999897"
11/10/2009 21.00,"6,68787133","24,41167032","1,52267131","20,7999897"
11/10/2009 22.00,"6,73663546","17,2136729","1,28983907","20,7999897"
11/10/2009 23.00,"6,67703519","13,31097116","1,02568581","20,7999897"
12/10/2009 0.00,"6,75650154","8,53480663","0,96288648","20,7999897"
12/10/2009 1.00,"6,37361528","3,88972309","0,95510545","22,7999897"
12/10/2009 2.00,"6,03768695","3,07466043","0,92153364","22,7999897"
12/10/2009 3.00,"5,97989288","3,57304235","0,90494521","22,7999897"
12/10/2009 4.00,"5,96905573","3,31995665","0,89755911","22,7999897"
12/10/2009 5.00,"6,03046219","11,19284991","0,94669298","22,7999897"
12/10/2009 6.00,"5,93654732","15,24090572","1,11048499","22,7999897"
12/10/2009 7.00,"6,33749449","21,32273872","1,71900876","22,7999897"
12/10/2009 8.00,"6,12979664","22,226044","1,35062411","22,7999897"
12/10/2009 9.00,"5,2755258","16,1610997","1,15420744","22,7999897"
12/10/2009 10.00,"5,29539289","12,45177572","1,42167863","22,7999897"
12/10/2009 11.00,"5,2755258","12,18182618","1,61165751","22,7999897"
12/10/2009 12.00,"5,01184007","11,1565047","1,56595922","22,7999897"
12/10/2009 13.00,"5,02628859","6,86704169","1,22285274","22,7999897"
12/10/2009 14.00,"4,88541477","8,50106366","1,27111869","22,7999897"
12/10/2009 15.00,"5,25204734","20,09364776","1,28719219","22,7999897"
12/10/2009 16.00,"5,26107728","12,41414182","1,34627983","22,7999897"
12/10/2009 17.00,"5,68189154","9,71327548","1,6775767","22,7999897"
12/10/2009 18.00,"6,41876702","5,37838143","1,18201366","22,7999897"
12/10/2009 19.00,"6,73663546","2,71255249","1,15164095","22,7999897"
12/10/2009 20.00,"6,2435786","2,17393635","1,23493845","22,7999897"
12/10/2009 21.00,"5,43084712","1,94680796","1,28016258","22,7999897"
12/10/2009 22.00,"5,19064088","2,08568034","1,24331247","22,7999897"
12/10/2009 23.00,"4,44654062","1,49774417","1,22593416","22,7999897"
13/10/2009 0.00,"4,09074521","1,17327586","1,34118412","22,7999897"
13/10/2009 1.00,,"1,10448974","1,10779967","20,89999962"
13/10/2009 2.00,"3,42069374",,"1,17407419","20,89999962"
13/10/2009 3.00,"3,2310568","1,3965095",,"20,89999962"
13/10/2009 4.00,"3,33580882","1,29268217","1,22553806","20,89999962"
13/10/2009 5.00,"2,90415842","1,40429708","1,32728101","20,89999962"
13/10/2009 6.00,"2,61518702","2,3517447","1,62698192","20,89999962"
13/10/2009 7.00,"1,86747439","5,57955251","1,86182844","20,89999962"
13/10/2009 8.00,"1,85844444","7,55880711","1,901167","20,89999962"
13/10/2009 9.00,"1,73201914","6,90078658","1,73224083","20,89999962"
13/10/2009 10.00,"1,6688075","6,22199981","2,0404311","20,89999962"
13/10/2009 11.00,"1,2913388","8,35699828","1,99173177","20,89999962"
13/10/2009 12.00,"1,45930347","7,26938194","1,7188911","20,89999962"
13/10/2009 13.00,"1,61643099",,"1,48471445","20,89999962"
13/10/2009 14.00,"2,6729811",,"1,69175592","20,89999962"
13/10/2009 15.00,"2,47792559","6,48027659","1,84804416","20,89999962"
13/10/2009 16.00,"2,71813285","7,18761717","1,70554136","20,89999962"
13/10/2009 17.00,"2,68923581","5,35372237","1,74164005","20,89999962"
13/10/2009 18.00,"3,09921292","4,97993593","1,99406293","20,89999962"
13/10/2009 19.00,"2,93124927","10,66200988","2,0991238","20,89999962"
13/10/2009 20.00,"3,51822099","24,2740828","2,13794859","20,89999962"
13/10/2009 21.00,"3,68437946","13,84959112","2,01096708","20,89999962"
13/10/2009 22.00,"3,73494979","8,35310545","1,91238478","20,89999962"
13/10/2009 23.00,"3,63019777","4,97474294","1,85317832","20,89999962"
14/10/2009 0.00,"3,79093767","3,02663864","1,66221268","20,89999962"
14/10/2009 1.00,"3,34845114","1,81053207","1,82367469","9,10000038"
14/10/2009 2.00,"3,44597839","1,37963802","1,78259796","9,10000038"
14/10/2009 3.00,"3,52544576","1,64700062","1,83662949","9,10000038"
14/10/2009 4.00,"3,77648915","2,11682874","1,82075171","9,10000038"
14/10/2009 5.00,"3,84692556","5,22263756","1,8311004","9,10000038"
14/10/2009 6.00,"3,50738485","8,49067958","1,88232662","9,10000038"
14/10/2009 7.00,"3,91555679","11,3641632","2,1981022","9,10000038"
14/10/2009 8.00,"4,24064897","14,79184958","1,91317349","9,10000038"
14/10/2009 9.00,"4,76982662","25,39285136","1,0666041","9,10000038"
14/10/2009 10.00,"4,65785085","16,18056959","1,06514319","9,10000038"
14/10/2009 11.00,"4,66326841","11,53418589","1,36117086","9,10000038"
14/10/2009 12.00,"4,5404565","7,58346809","1,65893437","9,10000038"
14/10/2009 13.00,"4,58741343","11,12664882","1,32664958","9,10000038"
14/10/2009 14.00,"4,01850261","11,2992661","1,04294645","9,10000038"
14/10/2009 15.00,"4,07087811","8,33104097","1,52938521","9,10000038"
14/10/2009 16.00,"3,70966412","5,19278742","1,85756221","9,10000038"
14/10/2009 17.00,"3,65006385","17,91452224","1,82130508","9,10000038"
14/10/2009 18.00,"4,08352044","17,79252134","1,85298027","9,10000038"
14/10/2009 19.00,"4,08532663","13,74705821","1,53112339","9,10000038"
14/10/2009 20.00,"5,06782796","12,2947336","1,37692981","9,10000038"
14/10/2009 21.00,"4,28038214","10,88525118","1,26148064","9,10000038"
14/10/2009 22.00,"4,32553389","4,99550917","1,06380111","9,10000038"
14/10/2009 23.00,"3,99863552","9,14221079","0,90940832","9,10000038"
15/10/2009 0.00,"3,95528996","7,51468006","0,54031302","9,10000038"
15/10/2009 1.00,,"2,26867978","0,40630191",
15/10/2009 2.00,"3,63922772",,"0,36230219",
15/10/2009 3.00,"3,69882798","3,94812704",,
15/10/2009 4.00,"4,20813955","5,05780786","0,10553502",
15/10/2009 5.00,"4,87096625","13,37976492","0,44141384",
15/10/2009 6.00,"4,8258145","21,86264928",,
15/10/2009 7.00,"4,87457863","34,53247904","0,29772507",
15/10/2009 8.00,"4,45737676","29,97952904","0,61555455",
15/10/2009 9.00,"4,03114494","12,51667282","1,41310772",
15/10/2009 10.00,"4,07990907","12,8658002","1,41129149",
15/10/2009 11.00,"4,08532663","10,30120592","1,24418039",
15/10/2009 12.00,"4,14312071","9,52638322","1,38549955",
15/10/2009 13.00,"3,70966412","10,1519552","1,3126288",
15/10/2009 14.00,"3,86137408","5,3887655","0,83653641",
15/10/2009 15.00,"3,66631856","7,93908479","1,3838802",
15/10/2009 16.00,"3,53086433","10,24799687","1,51366586",
15/10/2009 17.00,"3,61574925","17,22275682","1,6601984",
15/10/2009 18.00,"4,02211398","22,56997456","1,87466558",
15/10/2009 19.00,"3,77829535","25,13327824","1,79357808",
15/10/2009 20.00,"3,70244037","23,59270336","1,64838879",
15/10/2009 21.00,"3,75481587","6,94880837","1,56362922",
15/10/2009 22.00,"3,98057461","16,03910071","1,86423766",
15/10/2009 23.00,"3,81080477","16,86324346","1,7247359",
16/10/2009 0.00,"3,82705948","3,87155335","1,34454165",
16/10/2009 1.00,"3,79274387","1,77938177","1,26479856",
16/10/2009 2.00,"3,64645248","2,2751691","1,24113974",
16/10/2009 3.00,"3,94264763","2,30631941","1,03441515",
16/10/2009 4.00,"4,30024924","4,7774666","0,81592057",
16/10/2009 5.00,"4,50794708","6,27910551","0,8595638",
16/10/2009 6.00,"4,36707326","15,61339774","0,61622559",
16/10/2009 7.00,"4,1629878","30,27026776","0,8427377",
16/10/2009 8.00,"4,2532913","12,20388874","0,841829",
16/10/2009 9.00,"4,08171425","8,01565848","1,62954958",
16/10/2009 10.00,"4,06907192","8,29080675","1,5524126",
16/10/2009 11.00,"4,25690368","6,75153203","1,43005148",
16/10/2009 12.00,"4,09074521","9,13701971","1,55395273",
16/10/2009 13.00,"4,12144844","5,97410518","1,39549292",
16/10/2009 14.00,"4,18827245","6,61914898","1,25887454",
16/10/2009 15.00,"3,92097434","4,76968094","1,56793506",
16/10/2009 16.00,"4,09796896","5,49259475","1,55960065",
16/10/2009 17.00,"4,43750966","6,78397676","1,58452233",
16/10/2009 18.00,"4,36346189","14,34407447","1,57176558",
16/10/2009 19.00,"4,5747711","13,52901564","1,00372556",
16/10/2009 20.00,"4,96488213","12,81908239","0,71662529",
16/10/2009 21.00,"4,85471154","14,98263276","0,29097157",
16/10/2009 22.00,"5,01725865","12,92550049","0,07697971",
16/10/2009 23.00,"4,73009344","6,8358933",,
17/10/2009 0.00,"4,57296491","6,47638185","0,05008102",
17/10/2009 1.00,,"6,28040376","0,24926224",
17/10/2009 2.00,"4,76260286",,"0,2888769",
17/10/2009 3.00,"4,73189963","4,2570202",,
17/10/2009 4.00,"4,65243227","5,33555263","0,21288628",
17/10/2009 5.00,"4,81317217","6,26353227","0,34630557",
17/10/2009 6.00,"4,72286867","12,88267742","0,21217563",
17/10/2009 7.00,"4,9522398","20,5453004",,
17/10/2009 8.00,"4,94862742","12,73601938","0,07630634",
17/10/2009 9.00,"4,56692596","12,63579616","0,29262121",
17/10/2009 10.00,"4,02753255","10,61529207","1,32483334",
17/10/2009 11.00,"4,26773982","11,19024386","1,24813091",
17/10/2009 12.00,"4,14312071","16,65039579","1,82248989",
17/10/2009 13.00,"4,16840638","15,94954646","1,27759609",
17/10/2009 14.00,"3,95528996","13,0449068","1,1581964",
17/10/2009 15.00,"4,01489023","12,54263205","1,14923173",
17/10/2009 16.00,"3,7855191","14,49074208","1,40074591",
17/10/2009 17.00,"4,18646728","9,18114867","1,38470968",
17/10/2009 18.00,"4,41222501","7,26808369","1,63381464",
17/10/2009 19.00,"4,3417886","6,0000625","1,58582596",
17/10/2009 20.00,"4,51155845","6,4179779","1,39067332",
17/10/2009 21.00,"4,58560724","13,2240134","1,24572169",
17/10/2009 22.00,"4,56032258","14,46088811","1,03259775",
17/10/2009 23.00,"4,28760691","5,49000017","1,07742695",
18/10/2009 0.00,"4,78427513","7,77684968","1,26858947",
18/10/2009 1.00,"4,75176571","2,1440843","1,29481479",
18/10/2009 2.00,"5,04073711","2,93838263","1,35496956",
18/10/2009 3.00,"4,9341789","4,59576542","1,22316845",
18/10/2009 4.00,"4,98294303","3,91178566","1,18217094",
18/10/2009 5.00,"5,20508939","5,26157353","1,17324471",
18/10/2009 6.00,"5,43084712","7,74440304","1,1281394",
18/10/2009 7.00,"5,60784275","6,93582971","0,66575323",
18/10/2009 8.00,"5,62229127","10,08187084","0,61235429",
18/10/2009 9.00,"6,24719099","12,06631461","0,72239204",
18/10/2009 10.00,"6,16591743","23,1112044","0,98599309",
18/10/2009 11.00,"6,08645109","9,75480794","0,9814892",
18/10/2009 12.00,"6,38084004","16,73735546","1,07505734",
18/10/2009 13.00,"6,32846353","8,19216858","1,20567248",
18/10/2009 14.00,"6,50726433","4,46987169","1,14966627",
18/10/2009 15.00,"6,74205302","4,92412656","0,93895272",
18/10/2009 16.00,"6,74024784","9,41476448","0,73116099",
18/10/2009 17.00,"7,07617616","7,13050955","0,82109433",
18/10/2009 18.00,"6,96961796","9,19672191","0,76362721",
18/10/2009 19.00,"6,95336324","12,04813722","0,66243648",
18/10/2009 20.00,"6,84499884","5,22133931","0,41826879",
18/10/2009 21.00,"6,80165329","5,29272192","0,27043378",
18/10/2009 22.00,,,,
18/10/2009 23.00,,,,
19/10/2009 0.00,,,,
19/10/2009 1.00,,,,
19/10/2009 2.00,,,,
19/10/2009 3.00,,,,
19/10/2009 4.00,,,,
19/10/2009 5.00,,,,
19/10/2009 6.00,,,,
19/10/2009 7.00,,,,
19/10/2009 8.00,,,,
19/10/2009 9.00,,,,
19/10/2009 10.00,"5,48902359",,,
19/10/2009 11.00,"5,36944168","17,73931421","1,26404714",
19/10/2009 12.00,"4,99016678","9,62372314","1,7562142",
19/10/2009 13.00,"4,77524519","7,63018972","0,95009012",
19/10/2009 14.00,"4,50614089","6,46080861","1,00285763",
19/10/2009 15.00,"4,67229937","8,4738081","1,59554206",
19/10/2009 16.00,"4,60908671","6,6373168","1,16428003",
19/10/2009 17.00,"4,41041882","11,8417808","1,17672107",
19/10/2009 18.00,"4,32553389","10,72561638","1,29935712",
19/10/2009 19.00,"4,5567102","10,12210506","1,10693058",
19/10/2009 20.00,"4,60728052","11,12405615","0,8806934",
19/10/2009 21.00,"4,94682123","6,37125435","0,46297799",
19/10/2009 22.00,"5,12923442","7,4562742","0,4121071",
19/10/2009 23.00,"5,02267621","5,13048872","0,28417729",
20/10/2009 0.00,"5,0768579","5,54840412","0,49591953",
20/10/2009 1.00,"4,95765736","3,64182846","0,77567331",
20/10/2009 2.00,"5,01545144","3,67557335","1,08706383",
20/10/2009 3.00,"5,23759882","3,4549362","1,218943",
20/10/2009 4.00,"5,32790231","3,59121209","1,31270686",
20/10/2009 5.00,"5,40014491","6,01044466","1,15314147",
20/10/2009 6.00,"5,2935867","19,49012496","1,17328432",
20/10/2009 7.00,"5,54101772","26,2248008","0,47151045",
20/10/2009 8.00,"5,28094437","22,1222224","0,35246726",
20/10/2009 9.00,"5,4723875","22,47523496","0,95194597",
20/10/2009 10.00,"5,20689559","14,59067085","1,34074957",
20/10/2009 11.00,"4,43750966","9,09289266","1,29987089",
20/10/2009 12.00,"4,57115973","7,26159436","1,13394576",
20/10/2009 13.00,"4,21355813","8,94363812","1,05124008",
20/10/2009 14.00,"4,3435948","6,28948958","1,08109903",
20/10/2009 15.00,"4,35984951","5,27714868","1,08765682",
20/10/2009 16.00,"4,63437137","7,88068084","1,15025809",
20/10/2009 17.00,"5,1129797","15,45116836","1,17470678",
20/10/2009 18.00,"5,3459622","29,1203336","2,26690477",
20/10/2009 19.00,"5,42181718","28,50904808","2,27081567",
20/10/2009 20.00,"5,62770985","25,00219152","2,10295548",
20/10/2009 21.00,"5,53560016","17,49012325","1,86625195",
20/10/2009 22.00,"5,66563683","16,52580222","2,10188834",
20/10/2009 23.00,"5,79928588","19,78992656","1,9724184",
21/10/2009 0.00,"5,59339423","9,83657271","1,5500826",
21/10/2009 1.00,,"5,10453141","1,14413602",
21/10/2009 2.00,"5,69272767",,"1,05199034",
21/10/2009 3.00,"5,52295681","3,95331812",,
21/10/2009 4.00,"5,49767216","4,2427433","0,81666966",
21/10/2009 5.00,"5,55185487","14,51539923","0,70532945",
21/10/2009 6.00,"5,25927109","21,06834712","0,11007736",
21/10/2009 7.00,"5,78483736",,"0,11521151",
21/10/2009 8.00,"5,75052175","30,70115608","0,20680381",
21/10/2009 9.00,"5,82276434","33,28910544","0,6248361",
21/10/2009 10.00,"5,44890803","21,8678308","1,37594189",
21/10/2009 11.00,"4,51336566","9,19412542","1,44826043",
21/10/2009 12.00,"4,57838348","12,49850691","1,38751384",
21/10/2009 13.00,"4,40319506","10,83333464","1,09966331",
21/10/2009 14.00,"4,32011532","9,68991275","1,14686212",
21/10/2009 15.00,"5,05879801","12,56469462","1,23296377",
21/10/2009 16.00,"5,40014491","12,90473999","1,28687764",
21/10/2009 17.00,"5,86611092","17,1098513","1,4580942",
21/10/2009 18.00,"6,43682793","19,69260576","1,77205238",
21/10/2009 19.00,"6,78720477","23,90418728","1,54463156",
21/10/2009 20.00,"7,10146082","38,30409024","1,67722138",
21/10/2009 21.00,"7,53852979","41,73435208","1,56410337",
21/10/2009 22.00,"7,86000959","19,61993064","1,75992706",
21/10/2009 23.00,"7,85278584","11,6458008","0,94175571",
22/10/2009 0.00,"8,15439855","9,41606273","1,43411966",
22/10/2009 1.00,"8,08938072","5,59123292","0,8998495",
22/10/2009 2.00,"8,21219364","5,15644603","1,11009006",
22/10/2009 3.00,"8,75401361","3,59380667","1,33293009",
22/10/2009 4.00,"9,22539718","3,42248765","1,24903961",
22/10/2009 5.00,"9,6371815","8,53480663","1,28972024",
22/10/2009 6.00,"9,86835882","19,31362824","1,39964032",
22/10/2009 7.00,"10,65760065","47,10236856","2,21674453",
22/10/2009 8.00,"11,40892974","52,3055324","2,81381402",
22/10/2009 9.00,"10,7587413","32,4454928","2,04197239",
22/10/2009 10.00,"10,96283286","34,09639008","2,11891132",
22/10/2009 11.00,"10,94657103","29,9717472","1,94615347",
22/10/2009 12.00,"10,67386248","21,3045556","1,51627313",
22/10/2009 13.00,"10,71720702","23,90418728","1,90310206",
22/10/2009 14.00,"11,01881871","17,46545654","1,60170375",
22/10/2009 15.00,"11,14163163","20,74388072","1,57725622",
22/10/2009 16.00,"11,34933354","25,9794912","1,83489131",
22/10/2009 17.00,"11,99229111","35,04254328","1,81996184",
22/10/2009 18.00,"11,76833754","13,82103922","1,64854607",
22/10/2009 19.00,"11,61482139","18,71012265","1,5064382",
22/10/2009 20.00,"12,01938399","32,66483744","1,90282596",
22/10/2009 21.00,"11,90921238","18,13386879","1,60367842",
22/10/2009 22.00,"11,71235169","20,83341968","1,62678387",
22/10/2009 23.00,"11,3655852","14,93591304","1,29517128",
23/10/2009 0.00,"11,08203543","15,20457198","1,32352971",
23/10/2009 1.00,,"6,05846645","1,16633276",
23/10/2009 2.00,"11,48839812",,"1,28592933",
23/10/2009 3.00,"11,13079041","3,80925466",,
23/10/2009 4.00,"11,515491","3,21223266","1,37894293",
23/10/2009 5.00,"11,62566261","3,46402011","1,50900586",
23/10/2009 6.00,"11,95977762","7,4160419","1,71170188",
23/10/2009 7.00,"12,02841495","20,74258056","1,77406666",
23/10/2009 8.00,"12,21985503","24,70369008","1,64404451",
23/10/2009 9.00,"12,9079674","40,09385608","2,41272665",
23/10/2009 10.00,"12,40046406","25,844504","2,2452614",
23/10/2009 11.00,"12,48354279","25,12289608","2,4208234",
23/10/2009 12.00,"12,06091827","23,48498128","2,06120654",
23/10/2009 13.00,"12,26862018","22,4713536","2,03114954",
23/10/2009 14.00,"12,17108988","10,94884621","1,66205541",
23/10/2009 15.00,"12,15122787","10,73858548","1,53961507",
23/10/2009 16.00,"12,34988865","19,05925194","1,37376917",
23/10/2009 17.00,"12,01215312","19,85223864","1,97731606",
23/10/2009 18.00,"12,03021504","19,5199904","1,69317722",
23/10/2009 19.00,"12,08079045","9,74831862","1,75285784",
23/10/2009 20.00,"12,39685371","16,73086614","1,95634373",
23/10/2009 21.00,"12,33724734","27,16835368","1,62437581",
23/10/2009 22.00,"12,40046406","26,82180368","1,39620357",
23/10/2009 23.00,"12,1295556","21,30195528","1,43621317",
24/10/2009 0.00,"12,22346538","16,69452284","1,43573901",
24/10/2009 1.00,"11,90198151","10,77752336","1,31665737",
24/10/2009 2.00,"11,58411816","6,15191545","1,08050721",
24/10/2009 3.00,"11,82432339","5,88714934","1,04531606",
24/10/2009 4.00,"11,80807173","3,56266019","1,156499",
24/10/2009 5.00,"11,56244589","5,11102074","1,29588193",
24/10/2009 6.00,"11,61663165","8,35050895","1,21199144",
24/10/2009 7.00,"11,68164846","34,63370032","1,79302471",
24/10/2009 8.00,"11,25902394","32,206684","1,95669905",
24/10/2009 9.00,"11,17775547","24,81659368","1,32605776",
24/10/2009 10.00,"10,9086471","16,8671382","1,25298896",
24/10/2009 11.00,"11,16691425","12,66593502","1,3655932",
24/10/2009 12.00,"11,14344189","16,81911832","1,5005934",
24/10/2009 13.00,"11,33127162","8,99944558","1,6116179",
24/10/2009 14.00,"11,32224066","5,94814787","1,20101132",
24/10/2009 15.00,"11,1633039","8,46991335","1,50229197",
24/10/2009 16.00,"11,305989","9,24344546","1,29062894",
24/10/2009 17.00,"11,20484835","10,4543533","1,16526679",
24/10/2009 18.00,"11,04049098","9,07212643","1,43111862",
24/10/2009 19.00,"10,97186382","12,40765058","1,3905941",
24/10/2009 20.00,"11,29514778","10,49069659","1,12936498",
24/10/2009 21.00,"11,49381873","13,65101654","1,00084218",
24/10/2009 22.00,"11,3276511","13,32784647","0,95285467",
24/10/2009 23.00,"11,33127162","12,22464924","0,96158401",
25/10/2009 0.00,"10,67205222","12,26748378","1,06332696",
25/10/2009 1.00,,"4,02989372","1,04594865",
25/10/2009 2.00,"10,31625477",,"1,09354123",
25/10/2009 3.00,"10,18803141","1,94940446",,
25/10/2009 4.00,"10,11398364","2,42572381","1,0547945",
25/10/2009 5.00,"9,6552424","2,9150199","1,05823125",
25/10/2009 6.00,"9,73651494","2,63857338","1,1308655",
25/10/2009 7.00,"9,35543487","2,32448914","1,36231605",
