,Foggia,,
08/01/2009 6.00,"1,46472103",,
08/01/2009 7.00,"1,37441855",,
08/01/2009 8.00,"1,50626141",,
08/01/2009 9.00,"2,08962075",,
08/01/2009 10.00,"2,09684552",,
08/01/2009 11.00,"1,86025064",,
08/01/2009 12.00,"1,34552151",,
08/01/2009 13.00,"1,35816384",,
08/01/2009 14.00,"1,53515845",,
08/01/2009 15.00,"1,62365576",,
08/01/2009 16.00,"1,77717089",,
08/01/2009 17.00,"1,45569109",,
08/01/2009 18.00,"1,60198247",,
08/01/2009 19.00,"2,36233743",,
08/01/2009 20.00,"1,98848111",,
08/01/2009 21.00,"1,64713422",,
08/01/2009 22.00,"1,88553529",,
08/01/2009 23.00,"1,74646868",,
09/01/2009 0.00,"2,17631288",,
09/01/2009 1.00,"1,53515845",,
09/01/2009 2.00,"1,23715711",,
09/01/2009 3.00,"1,32023584",,
09/01/2009 4.00,"1,39247843",,
09/01/2009 5.00,"1,20645388",,
09/01/2009 6.00,"1,41053934",,
09/01/2009 7.00,"1,42679405",,
09/01/2009 8.00,"1,35093907","12,45826696",
09/01/2009 9.00,"1,51709755","36,05877128",
09/01/2009 10.00,"1,60920724","39,67593112",
09/01/2009 11.00,"1,55321935","42,7505992",
09/01/2009 12.00,"1,40692695","35,82774432",
09/01/2009 13.00,"1,4719458","44,52348208",
09/01/2009 14.00,"1,28050267","22,82046568",
09/01/2009 15.00,"1,33287817","13,05399071",
09/01/2009 16.00,"1,28411505",,
09/01/2009 17.00,"1,18658678",,
09/01/2009 18.00,"1,15949594","23,1293684",
09/01/2009 19.00,"1,24618705","11,4381423",
09/01/2009 20.00,"1,02404069","11,63801896",
09/01/2009 21.00,"1,13240509","14,11176074",
09/01/2009 22.00,"1,12156896","5,20316958",
09/01/2009 23.00,"1,30217494","3,81704223",
10/01/2009 0.00,"1,21006626","7,9053399",
10/01/2009 1.00,,"17,32658989",
10/01/2009 2.00,"1,39428463",,
10/01/2009 3.00,"1,23173853","14,90995382",
10/01/2009 4.00,"1,44485495","10,82165806",
10/01/2009 5.00,"1,36538759","8,00008333",
10/01/2009 6.00,"1,38344849","14,76069162",
10/01/2009 7.00,"1,50626141","25,2358188",
10/01/2009 8.00,"1,30398113","33,56814272",
10/01/2009 9.00,"1,63991047","38,60649216",
10/01/2009 10.00,"1,5080676","46,4793816",
10/01/2009 11.00,"1,62726814","64,62363064",
10/01/2009 12.00,"1,45930347","45,82006664",
10/01/2009 13.00,"1,56586168","34,9464844",
10/01/2009 14.00,"1,38706088","20,1260944",
10/01/2009 15.00,"1,42860024","14,23505223",
10/01/2009 16.00,"1,43040643","13,52511898",
10/01/2009 17.00,"1,3093997","24,3389952",
10/01/2009 18.00,"1,20826007","13,01894758",
10/01/2009 19.00,"1,39789701","18,63484147",
10/01/2009 20.00,"1,36538759","28,32863176",
10/01/2009 21.00,"1,43582399","40,52734472",
10/01/2009 22.00,"1,85663825","60,47046072",
10/01/2009 23.00,"1,44666114","37,15677552",
11/01/2009 0.00,"1,41595791","36,841372",
11/01/2009 1.00,"1,32565442","27,36691488",
11/01/2009 2.00,"1,3635814","15,3538227",
11/01/2009 3.00,"1,12518032","10,18699642",
11/01/2009 4.00,"1,32384822","11,84567746",
11/01/2009 5.00,"1,44124257","9,49134008",
11/01/2009 6.00,"1,55502453","10,4426748",
11/01/2009 7.00,"1,49361908","13,608182",
11/01/2009 8.00,"1,34913288","14,2558242",
11/01/2009 9.00,"1,42137547","14,92942371",
11/01/2009 10.00,"1,10350805","17,80680207",
11/01/2009 11.00,"1,43763018","21,99503616",
11/01/2009 12.00,"1,38886707","13,54977614",
11/01/2009 13.00,"1,50264903","13,50564909",
11/01/2009 14.00,"1,57127924","15,07737236",
11/01/2009 15.00,"1,38344849","13,25905462",
11/01/2009 16.00,"1,42137547","9,20321124",
11/01/2009 17.00,"1,19922911","11,55755053",
11/01/2009 18.00,"1,36538759","32,71284776",
11/01/2009 19.00,"1,42137547","38,04579816",
11/01/2009 20.00,"1,37802992","32,197602",
11/01/2009 21.00,"1,25882938","39,47736992",
11/01/2009 22.00,"1,1829744","27,11124224",
11/01/2009 23.00,"1,54418839","43,42937832",
12/01/2009 0.00,"1,22993234","26,788076",
12/01/2009 1.00,,"19,90026808",
12/01/2009 2.00,"1,15949594",,
12/01/2009 3.00,"1,26786034","18,28312142",
12/01/2009 4.00,"1,28772642","13,06696937",
12/01/2009 5.00,"1,09989567","11,54456996",
12/01/2009 6.00,"1,50084284","20,31039208",
12/01/2009 7.00,"1,41415172","32,90624656",
12/01/2009 8.00,"1,82593502","44,81810216",
12/01/2009 9.00,"2,35691886","55,77864216",
12/01/2009 10.00,"2,16366953","48,5092564",
12/01/2009 11.00,"2,24855547","53,380172",
12/01/2009 12.00,"1,91262614","55,58396232",
12/01/2009 13.00,"1,65435899","31,45391048",
12/01/2009 14.00,"1,80065037","17,6367813",
12/01/2009 15.00,"1,73201914","13,08125201",
12/01/2009 16.00,"1,50084284","13,66140061",
12/01/2009 17.00,"1,3997032","12,93459396",
12/01/2009 18.00,"1,7934256","43,5371004",
12/01/2009 19.00,"1,44846734","30,18979168",
12/01/2009 20.00,"1,31662346","15,51345941",
12/01/2009 21.00,"0,96805281","24,60374984",
12/01/2009 22.00,"0,97527656","13,32913898",
12/01/2009 23.00,"1,05655011","7,07859493",
13/01/2009 0.00,"0,89400402","5,65742445",
13/01/2009 1.00,"1,00959217","3,39523209",
13/01/2009 2.00,"1,17936303","2,37770202",
13/01/2009 3.00,"1,18839298","2,56589444",
13/01/2009 4.00,"1,09989567","2,83585163",
13/01/2009 5.00,"1,27869647","3,56266019",
13/01/2009 6.00,"1,35455145","3,7080219",
13/01/2009 7.00,"1,43763018","6,59319166",
13/01/2009 8.00,"1,42498786","12,51407824",
13/01/2009 9.00,"1,57669781","11,91186516",
13/01/2009 10.00,"1,46110966","6,40499924",
13/01/2009 11.00,"1,47917057","6,52180714",
13/01/2009 12.00,"1,47013961","11,62243616",
13/01/2009 13.00,"1,29314499","13,36548228",
13/01/2009 14.00,"1,29856357","8,71391514",
13/01/2009 15.00,"1,22270859","4,44131788",
13/01/2009 16.00,"1,36899997","3,1564252",
13/01/2009 17.00,"1,24076949","2,31151049",
13/01/2009 18.00,"1,31842965","2,71644723",
13/01/2009 19.00,"1,34552151","2,14927538",
13/01/2009 20.00,"1,21006626","1,56782853",
13/01/2009 21.00,"1,25341182","1,99612609",
13/01/2009 22.00,"1,34010293","1,8170214",
13/01/2009 23.00,"1,04571398","2,39717",
14/01/2009 0.00,"1,33829674","2,92929872",
14/01/2009 1.00,,"7,92870072",
14/01/2009 2.00,"1,28953261",,
14/01/2009 3.00,"1,44666114","4,84884921",
14/01/2009 4.00,"1,33468436","2,14278605",
14/01/2009 5.00,"1,23354473","2,40885041",
14/01/2009 6.00,"1,38344849","2,57757294",
14/01/2009 7.00,"1,5803102","3,03831905",
14/01/2009 8.00,"1,33649055","4,52048806",
14/01/2009 9.00,"1,31301209","11,94561578",
14/01/2009 10.00,"1,58211639","6,03640388",
14/01/2009 11.00,"1,44485495","6,44393521",
14/01/2009 12.00,"1,13601748","8,21033832",
14/01/2009 13.00,"1,6507466","9,89108383",
14/01/2009 14.00,"1,47375199","6,96827444",
14/01/2009 15.00,"1,5423822","11,80933416",
14/01/2009 16.00,"1,64171666","33,1125896",
14/01/2009 17.00,"1,68867358","40,79081832",
14/01/2009 18.00,"1,85663825","44,4040968",
14/01/2009 19.00,"1,65255279","39,57599088",
14/01/2009 20.00,"1,62546195","41,99264416",
14/01/2009 21.00,"1,4900067","38,63763864",
14/01/2009 22.00,"1,40512178","38,37676536",
14/01/2009 23.00,"1,38344849","31,43056496",
15/01/2009 0.00,"1,43401882","32,38319984",
15/01/2009 1.00,"1,39789701","19,60824832",
15/01/2009 2.00,"1,35997003","15,63156556",
15/01/2009 3.00,"1,32023584","11,92225114",
15/01/2009 4.00,"1,20826007","8,2518727",
15/01/2009 5.00,"1,23535092","9,67823234",
15/01/2009 6.00,"1,25160563","9,33429796",
15/01/2009 7.00,"1,0601625","21,5252004",
15/01/2009 8.00,"1,15768975","44,6857344",
15/01/2009 9.00,"1,3112059","52,6209168",
15/01/2009 10.00,"1,29675738","47,7409192",
15/01/2009 11.00,"1,45569109","25,12939688",
15/01/2009 12.00,"1,68867358","21,74972656",
15/01/2009 13.00,"1,83857735","27,0632128",
15/01/2009 14.00,"1,86566819","28,27413976",
15/01/2009 15.00,"1,7229892","20,13387624",
15/01/2009 16.00,"1,75369243","16,63612462",
15/01/2009 17.00,"1,78258946","36,41438416",
15/01/2009 18.00,"1,65255279","32,22354784",
15/01/2009 19.00,"1,721183","37,93549488",
15/01/2009 20.00,"1,62184956","47,373624",
15/01/2009 21.00,"1,5622493","40,56627304",
15/01/2009 22.00,"1,16852588","34,07950712",
15/01/2009 23.00,"1,30217494","43,70063376",
16/01/2009 0.00,"1,45388489","27,81078568",
16/01/2009 1.00,,"17,22016223",
16/01/2009 2.00,"1,19019917",,
16/01/2009 3.00,"1,27689028","10,62437598",
16/01/2009 4.00,"1,3093997","12,82037299",
16/01/2009 5.00,"1,32565442","21,806838",
16/01/2009 6.00,"1,21006626","27,00740152",
16/01/2009 7.00,"0,93012481","15,61080506",
16/01/2009 8.00,"1,28050267","29,69140976",
16/01/2009 9.00,"1,27869647","28,96978272",
16/01/2009 10.00,"1,2389633","8,7839995",
16/01/2009 11.00,"1,50987278","10,73858548",
16/01/2009 12.00,"1,55683072","8,52961555",
16/01/2009 13.00,"1,64713422","4,65027462",
16/01/2009 14.00,"1,51167897","4,52567914",
16/01/2009 15.00,"1,63991047","4,11555323",
16/01/2009 16.00,"1,50987278","3,64702146",
16/01/2009 17.00,"1,18658678","4,66974452",
16/01/2009 18.00,"1,45388489","8,11818948",
16/01/2009 19.00,"1,26605415","11,00205526",
16/01/2009 20.00,"1,46833341","15,54980462",
16/01/2009 21.00,"1,40150939","14,07412493",
16/01/2009 22.00,"1,31842965","18,08065018",
16/01/2009 23.00,"1,51709755","19,11895031",
17/01/2009 0.00,"1,35455145","14,48684734",
17/01/2009 1.00,"1,39247843","11,62373823",
17/01/2009 2.00,"1,38706088","8,55687111",
17/01/2009 3.00,"1,42318166","6,11297757",
17/01/2009 4.00,"1,40873315","5,65223337",
17/01/2009 5.00,"1,58753395","6,0286163",
17/01/2009 6.00,"1,28230886","7,31870198",
17/01/2009 7.00,"1,31301209","8,3518072",
17/01/2009 8.00,"1,32204203","13,5342029",
17/01/2009 9.00,"1,27689028","27,85103328",
17/01/2009 10.00,"1,50084284","23,80036568",
17/01/2009 11.00,"1,49723045","16,53488614",
17/01/2009 12.00,"1,62365576","14,41286632",
17/01/2009 13.00,"1,7031221","13,18637568",
17/01/2009 14.00,"1,80606894","12,81908239",
17/01/2009 15.00,"1,95055413","11,08642034",
17/01/2009 16.00,"2,16728192","8,51274406",
17/01/2009 17.00,"2,03724525","5,82874347",
17/01/2009 18.00,"1,87650535","19,94179672",
17/01/2009 19.00,"2,05169377","38,28462608",
17/01/2009 20.00,"2,07517223","38,80247216",
17/01/2009 21.00,"1,76814095","63,61518448",
17/01/2009 22.00,"1,57850401","46,51702888",
17/01/2009 23.00,"1,33107197","21,10339408",
18/01/2009 0.00,"1,34913288","21,200734",
18/01/2009 1.00,,"16,25584121",
18/01/2009 2.00,"1,36538759",,
18/01/2009 3.00,"1,5622493","10,85020995",
18/01/2009 4.00,"1,37441855","9,28887266",
18/01/2009 5.00,"1,17213827","5,89104217",
18/01/2009 6.00,"1,28592124","8,08185001",
18/01/2009 7.00,"1,44846734","17,28765201",
18/01/2009 8.00,"1,56947305","28,48438328",
18/01/2009 9.00,"1,59114633","26,59727752",
18/01/2009 10.00,"1,38525468","12,95016529",
18/01/2009 11.00,"1,18839298","9,41346623",
18/01/2009 12.00,"1,43040643","6,73725513",
18/01/2009 13.00,"1,58211639","4,87480652",
18/01/2009 14.00,"1,71937681","6,0740416",
18/01/2009 15.00,"1,66519512","8,88133942",
18/01/2009 16.00,"1,77717089","13,39274166",
18/01/2009 17.00,"1,65977654","21,57062952",
18/01/2009 18.00,"1,63810427","37,35533672",
18/01/2009 19.00,"1,84580212","32,97762152",
18/01/2009 20.00,"1,72840777","46,35349552",
18/01/2009 21.00,"2,61518702","82,5135072",
18/01/2009 22.00,"1,97042021","63,8475116",
18/01/2009 23.00,"1,5604431","33,33971608",
19/01/2009 0.00,"1,71576545","20,41941432",
19/01/2009 1.00,"1,71215306","21,87561264",
19/01/2009 2.00,"1,39428463","9,90276424",
19/01/2009 3.00,"1,77897708","6,11557406",
19/01/2009 4.00,"1,46652722","4,24533979",
19/01/2009 5.00,"1,54057601","2,93059506",
19/01/2009 6.00,"1,60920724","6,76061594",
19/01/2009 7.00,"1,57127924","15,94824438",
19/01/2009 8.00,"1,68144983","33,42669296",
19/01/2009 9.00,"1,85844444","51,178982",
19/01/2009 10.00,"1,90720858","45,90832456",
19/01/2009 11.00,"1,74827385","24,07032096",
19/01/2009 12.00,"2,15825198","16,76331469",
19/01/2009 13.00,"2,14560965","25,19687136",
19/01/2009 14.00,"2,05169377","21,63292248",
19/01/2009 15.00,"2,06433609","15,17731069",
19/01/2009 16.00,"1,94694175","16,14293378",
19/01/2009 17.00,"1,9198509","16,17797692",
19/01/2009 18.00,"1,97042021","22,52714576",
19/01/2009 19.00,"2,00292963","34,2365588",
19/01/2009 20.00,"1,77717089","29,3318964",
19/01/2009 21.00,"1,75730481","24,72835488",
19/01/2009 22.00,"1,89095387","33,1125896",
19/01/2009 23.00,"1,7229892","30,65314576",
20/01/2009 0.00,"1,5080676","13,0241463",
20/01/2009 1.00,,"8,62306264",
20/01/2009 2.00,"1,54780078",,
20/01/2009 3.00,"1,65435899","4,27648818",
20/01/2009 4.00,"1,82051746","3,52112773",
20/01/2009 5.00,"1,72479539","4,46987169",
20/01/2009 6.00,"1,62546195","6,3154469",
20/01/2009 7.00,"1,69228597","32,68300144",
20/01/2009 8.00,"1,98848111","38,70383208",
20/01/2009 9.00,"1,93249323","59,5671172",
20/01/2009 10.00,"2,1708943","53,51383992",
20/01/2009 11.00,"1,89817762","18,73737438",
20/01/2009 12.00,"2,18534282","19,42265048",
20/01/2009 13.00,"2,26300399","16,42067664",
20/01/2009 14.00,"2,3515013","10,43618547",
20/01/2009 15.00,"1,93249323","9,04616912",
20/01/2009 16.00,"2,31718568","9,76129536",
20/01/2009 17.00,"2,01737815","9,26031886",
20/01/2009 18.00,"2,1329663","21,59917568",
20/01/2009 19.00,"2,02460292","15,88984999",
20/01/2009 20.00,"1,99028731","15,07737236",
20/01/2009 21.00,"1,9722264","10,2830381",
20/01/2009 22.00,"1,72479539","8,28042459",
20/01/2009 23.00,"1,82051746","7,17333835",
21/01/2009 0.00,"1,81690508","5,22263756",
21/01/2009 1.00,"1,94874794","4,73074306",
21/01/2009 2.00,"1,91081994","4,50102008",
21/01/2009 3.00,"1,8837291","3,76123286",
21/01/2009 4.00,"1,91804471","2,97342577",
21/01/2009 5.00,"1,95236033","2,88257518",
21/01/2009 6.00,"1,84399592","3,5431903",
21/01/2009 7.00,"1,69228597","6,02731997",
21/01/2009 8.00,"1,67422506","6,06885052",
21/01/2009 9.00,"1,80606894","7,2369353",
21/01/2009 10.00,"1,71215306","7,94946695",
21/01/2009 11.00,"1,8837291","13,56146419",
21/01/2009 12.00,"1,94874794","18,19875442",
21/01/2009 13.00,"1,87650535","19,01382282",
21/01/2009 14.00,"1,70131693","16,31555106",
21/01/2009 15.00,"1,59837008","9,73144522",
21/01/2009 16.00,"1,81329269","6,42057439",
21/01/2009 17.00,"1,60559485","10,11561573",
21/01/2009 18.00,"1,58572776","17,3149133",
21/01/2009 19.00,"1,61281962","8,9631061",
21/01/2009 20.00,"1,79523179","12,05333595",
21/01/2009 21.00,"1,29856357","33,79138784",
21/01/2009 22.00,"1,91443233","56,58720784",
21/01/2009 23.00,"1,59114633","41,0451908",
22/01/2009 0.00,"1,5803102","28,3247504",
22/01/2009 1.00,,"15,82105623",
22/01/2009 2.00,"1,61101343",,
22/01/2009 3.00,"1,71937681","28,35459672",
22/01/2009 4.00,"1,62365576","23,18517968",
22/01/2009 5.00,"1,54057601","18,88922925",
22/01/2009 6.00,"1,64171666","19,36813936",
22/01/2009 7.00,"1,50084284","24,3662412",
22/01/2009 8.00,"1,69047977","26,56483088",
22/01/2009 9.00,"1,83677116","19,98722584",
22/01/2009 10.00,"1,90359619","31,5759152",
22/01/2009 11.00,"1,74827385","24,48434544",
22/01/2009 12.00,"1,82954741","22,54402872",
22/01/2009 13.00,"2,05891853","18,58552908",
22/01/2009 14.00,"1,94694175","18,25456762",
22/01/2009 15.00,"1,87831154","17,14099396",
22/01/2009 16.00,"1,90179","15,87426528",
22/01/2009 17.00,"1,78439566","30,04572248",
22/01/2009 18.00,"1,9198509","33,23069384",
22/01/2009 19.00,"1,83677116","33,382564",
22/01/2009 20.00,"1,77717089","36,84009096",
22/01/2009 21.00,"1,89998381","33,14373608",
22/01/2009 22.00,"1,65977654","29,55772272",
22/01/2009 23.00,"1,7031221","14,3778251",
23/01/2009 0.00,"1,57669781","17,6458633",
23/01/2009 1.00,"1,30759351","11,66526878",
23/01/2009 2.00,"1,29314499","7,4562742",
23/01/2009 3.00,"1,35455145","5,73140355",
23/01/2009 4.00,"1,25702319","4,83067947",
23/01/2009 5.00,"1,41053934","8,99035975",
23/01/2009 6.00,"1,30578732","18,09623298",
23/01/2009 7.00,"1,28953261","17,35904035",
23/01/2009 8.00,"1,33468436","17,44469604",
23/01/2009 9.00,"1,37983611","17,02028558",
23/01/2009 10.00,"1,49542426","14,69320185",
23/01/2009 11.00,"1,41595791","12,38428594",
23/01/2009 12.00,"1,759111","11,97156354",
23/01/2009 13.00,"1,34732669","12,39726651",
23/01/2009 14.00,"1,4719458","12,0001269",
23/01/2009 15.00,"1,62726814","14,61663007",
23/01/2009 16.00,"1,8114865","21,2708088",
23/01/2009 17.00,"2,20520992","19,78992656",
23/01/2009 18.00,"2,21785224","36,81802648",
23/01/2009 19.00,"1,97042021","38,86346496",
23/01/2009 20.00,"1,68867358","36,24956976",
23/01/2009 21.00,"1,85302587","40,41832248",
23/01/2009 22.00,"1,50626141","34,95428536",
23/01/2009 23.00,"1,76452856","19,40188616",
24/01/2009 0.00,"1,61643099","12,85541613",
24/01/2009 1.00,,"7,70676532",
24/01/2009 2.00,"1,63991047",,
24/01/2009 3.00,"1,78981423","7,74440304",
24/01/2009 4.00,"1,67964364","5,05391503",
24/01/2009 5.00,"1,73021396","3,63793563",
24/01/2009 6.00,"1,73924391","3,46012728",
24/01/2009 7.00,"1,71395925","8,18567926",
24/01/2009 8.00,"1,87469915","17,68480118",
24/01/2009 9.00,"1,88734148","28,651798",
24/01/2009 10.00,"2,08420319","43,23211728",
24/01/2009 11.00,"2,56281152","46,16009672",
24/01/2009 12.00,"2,29190103","38,55718168",
24/01/2009 13.00,"2,21604605","28,8451968",
24/01/2009 14.00,"2,13838488","17,03975356",
24/01/2009 15.00,"1,93068704","11,3278199",
24/01/2009 16.00,"2,05891853","7,46536002",
24/01/2009 17.00,"1,70131693","6,2531482",
24/01/2009 18.00,"1,66519512","5,6418493",
24/01/2009 19.00,"1,90179","3,86765861",
24/01/2009 20.00,"1,76452856","4,7320413",
24/01/2009 21.00,"1,78439566","6,36346869",
24/01/2009 22.00,"1,69770454","25,53952088",
24/01/2009 23.00,"2,09323313","38,90759392",
25/01/2009 0.00,"1,65435899","17,11632725",
25/01/2009 1.00,"1,43763018","9,44202004",
25/01/2009 2.00,"1,56405549","6,85665762",
25/01/2009 3.00,"1,59837008","5,95982828",
25/01/2009 4.00,"1,70131693","3,48219176",
25/01/2009 5.00,"1,53877083","2,8579142",
25/01/2009 6.00,"1,39247843","2,95006304",
25/01/2009 7.00,"1,55321935","5,596424",
25/01/2009 8.00,"1,56947305","12,08188785",
25/01/2009 9.00,"1,49903664","10,56986486",
25/01/2009 10.00,"1,62546195","18,98396885",
25/01/2009 11.00,"1,66700131","11,42386158",
25/01/2009 12.00,"1,74827385","12,53224606",
