MASSAFRA,,,,
,SO2,NO2,O3,BENZENE
18/11/2011 8.00,"0,984066","20,954123","38,115391","2,662811"
18/11/2011 9.00,"0,757461","23,337029","43,583867","2,048899"
18/11/2011 10.00,"0,653637","25,463594","43,25517","1,85755"
18/11/2011 11.00,"0,704195","15,351229","52,833467","1,41302"
18/11/2011 12.00,"0,675304","8,93585","59,304028","1,322761"
18/11/2011 13.00,"0,701486","10,17726","61,181502","1,101411"
18/11/2011 14.00,"0,650026","9,96052","63,630146","1,675863"
18/11/2011 15.00,"0,699681","8,278478","68,127777","1,394917"
18/11/2011 16.00,"0,687944","12,55561","67,861621","1,186585"
18/11/2011 17.00,"0,658152","23,080038","54,007085","1,813209"
18/11/2011 18.00,"0,710515","23,776351","48,225136","2,08429"
18/11/2011 19.00,"0,850451","25,059302","49,915879","2,6771"
18/11/2011 20.00,"1,017471","21,656287","54,948345","2,568433"
18/11/2011 21.00,"1,075251","21,237711","55,381798","2,187364"
18/11/2011 22.00,"1,089696","17,506346","59,256726","1,922842"
18/11/2011 23.00,"1,096016","12,109787","63,225421","1,961793"
19/11/2011 0.00,"1,153796","8,432275","67,766142","1,338474"
19/11/2011 1.00,"1,179977","4,679479","70,581504","1,060019"
19/11/2011 2.00,"1,163727","3,595105","70,23254","0,909554"
19/11/2011 3.00,"1,186297","4,239501","66,337357","0,901164"
19/11/2011 4.00,"1,224216","3,037021","68,709951","0,852856"
19/11/2011 5.00,"1,198034","3,459479","69,20001","0,797786"
19/11/2011 6.00,"1,20977","5,794999","64,892485","0,816956"
19/11/2011 7.00,"1,324428","27,777706","47,335425","1,273793"
19/11/2011 8.00,"1,727083","40,185995","21,711645","3,924043"
19/11/2011 9.00,"1,05539","33,529213","32,722109","3,174209"
19/11/2011 10.00,"1,226021","30,762147","27,52655","2,462767"
19/11/2011 11.00,"1,437279","34,615536","32,167838","2,404086"
19/11/2011 12.00,"0,989484","13,491379","50,368762","1,747969"
19/11/2011 13.00,"1,463461","28,383793","47,517928","1,595114"
19/11/2011 14.00,"2,048484","31,601878","42,480375","2,240959"
19/11/2011 15.00,"1,588953","27,651151","51,306654","1,971302"
19/11/2011 16.00,"0,913647","31,010038","52,388183","1,923655"
19/11/2011 17.00,"1,328039","44,22238","42,084923","2,550331"
19/11/2011 18.00,"2,928728","68,939704","6,637032","6,455967"
19/11/2011 19.00,"1,843545","51,907738","12,706251","4,098306"
19/11/2011 20.00,"1,237757","39,058793","21,503805","3,192973"
19/11/2011 21.00,"1,772223","51,035561","16,815212","3,384779"
19/11/2011 22.00,"1,369568","34,605154","26,608093","3,105715"
19/11/2011 23.00,"1,109558","28,66543","36,048653","2,401696"
20/11/2011 0.00,"1,119489","22,087825","40,515021","2,29364"
20/11/2011 1.00,"1,117683","11,185058","54,240299","1,314117"
20/11/2011 2.00,,"12,452427","53,064965","1,121751"
20/11/2011 3.00,"1,157407",,"57,892983","1,146362"
20/11/2011 4.00,"1,153796","6,41019",,"1,063223"
20/11/2011 5.00,"1,192617","6,402402","63,692668","1,063884"
20/11/2011 6.00,"1,11317","10,649031","54,247042","1,158719"
20/11/2011 7.00,"1,179075","18,039768","45,986883","1,973285"
20/11/2011 8.00,"1,199839","23,126767","43,149577","2,043153"
20/11/2011 9.00,"0,951565","21,309105","43,543308","1,808277"
20/11/2011 10.00,"0,676207","22,985949","44,362894","1,597351"
20/11/2011 11.00,"0,650026","16,540082","53,685149","1,380272"
20/11/2011 12.00,"0,726765","18,240935","56,421931","1,433461"
20/11/2011 13.00,"0,652734","19,554367","58,213222","1,440886"
20/11/2011 14.00,"0,650929","18,278582","56,664445",
20/11/2011 15.00,"0,658152","12,84568","62,46413",
20/11/2011 16.00,"0,661763","15,109821","62,229238",
20/11/2011 17.00,"0,776419","29,870506","49,486653",
20/11/2011 18.00,"1,792085","50,666966","11,238591",
20/11/2011 19.00,"0,772808","31,322824","26,810885",
20/11/2011 20.00,"0,854061","28,004183","35,04401",
20/11/2011 21.00,"0,810727","31,267031","34,267518",
20/11/2011 22.00,"0,863992","29,614833","28,370655",
20/11/2011 23.00,"0,950663","24,56092","33,112492",
21/11/2011 0.00,"1,012054","16,721781","41,099733",
21/11/2011 1.00,"1,142059","9,830731","47,528061",
21/11/2011 2.00,"1,146574","6,240817","53,794997",
21/11/2011 3.00,"1,067126","4,752159","58,572322",
21/11/2011 4.00,"1,074349","4,551638","59,800027",
21/11/2011 5.00,"1,172755","9,243445","55,402924",
21/11/2011 6.00,"0,962399","7,558807","56,273225",
21/11/2011 7.00,"0,955177","19,215638","48,174443",
21/11/2011 8.00,"1,496865","45,198397","24,100298",
21/11/2011 9.00,"1,544918",,,"2,181668"
21/11/2011 10.00,"1,467975","47,926515","15,138852","2,449953"
21/11/2011 11.00,"1,317205","45,401509","19,715901","2,924892"
21/11/2011 12.00,"0,893785","39,015965","31,871262","1,960318"
21/11/2011 13.00,"0,781837","38,799221","32,676485","1,8396"
21/11/2011 14.00,"0,922675","41,452732","30,267541","2,737052"
21/11/2011 15.00,"0,938926","42,582515","31,184324","2,468056"
21/11/2011 16.00,"1,63319","62,75404","14,710465","2,918841"
21/11/2011 17.00,"1,74243","63,569775","6,605768","4,069322"
21/11/2011 18.00,"1,660275","57,437968","8,409723","3,955265"
21/11/2011 19.00,"1,724374","51,255557","15,190387","3,71627"
21/11/2011 20.00,"1,53388","46,805798","17,525808","4,148597"
21/11/2011 21.00,"1,039139","39,366398","22,89035","3,482259"
21/11/2011 22.00,"0,912744","29,235205","35,483388","2,865652"
21/11/2011 23.00,"0,934412","17,519324","52,748121","1,938046"
22/11/2011 0.00,"0,940732","11,224647","63,960517","1,31849"
22/11/2011 1.00,"0,733085","7,554912","64,192038","1,231841"
22/11/2011 2.00,,"4,887137","60,857896","1,32388"
22/11/2011 3.00,"0,887466",,"59,124059","1,18511"
22/11/2011 4.00,"0,663568","3,36733",,"1,208654"
22/11/2011 5.00,"0,682527","3,037669","61,089413","1,111378"
22/11/2011 6.00,"0,893785","5,244052","59,536405","1,01339"
22/11/2011 7.00,"1,107752","13,488134","50,696603","1,100445"
22/11/2011 8.00,"1,152894","26,905529","32,145014","1,713391"
22/11/2011 9.00,"1,329844","23,172197","42,111978","1,561909"
22/11/2011 10.00,"0,772798",,"20,615791","0,146753"
22/11/2011 11.00,"0,968719","41,854425","23,053422","2,348405"
22/11/2011 12.00,"1,449918","52,441797","9,597714","3,522684"
22/11/2011 13.00,"0,976845","33,27809","32,521014","2,632047"
22/11/2011 14.00,"0,650929","27,455172","32,202472","2,315709"
22/11/2011 15.00,"0,891077","26,603109","24,281983","2,547026"
22/11/2011 16.00,"1,29283","28,739425","15,617086","2,739493"
22/11/2011 17.00,"1,199839","37,103564","11,833432","2,539195"
22/11/2011 18.00,"1,840837","39,571457","3,765068","3,867905"
22/11/2011 19.00,"1,240466","29,919186","13,244481","3,296453"
22/11/2011 20.00,"1,749653","41,263234","7,826712","3,101341"
22/11/2011 21.00,"1,889589","45,306749","3,843649","3,912145"
22/11/2011 22.00,"1,324428","40,196396","7,125408","3,253942"
22/11/2011 23.00,"0,791768","18,089091","39,941317","1,974251"
23/11/2011 0.00,"0,699681","18,783452","47,410618","1,085749"
23/11/2011 1.00,"0,657248","17,601086","47,586356","1,287929"
23/11/2011 2.00,"0,656345","8,351159","61,5744","0,936199"
23/11/2011 3.00,"0,690653","5,430296","64,990498","0,508754"
23/11/2011 4.00,"0,661763","5,705446","60,489499","0,482922"
23/11/2011 5.00,"0,659957","5,827445","57,705396","0,522789"
23/11/2011 6.00,"0,66086","6,268073","58,171806","0,530671"
23/11/2011 7.00,"0,658152","13,739267","50,779392","0,952166"
23/11/2011 8.00,"0,656345","24,995708","35,459728","1,588605"
23/11/2011 9.00,"1,165533","47,60723","13,459948","1,989099"
23/11/2011 10.00,"0,695166","44,147754","11,076358","2,369406"
23/11/2011 11.00,"0,655442","29,610932","25,302664","1,879772"
23/11/2011 12.00,"0,651832","30,86664","22,509286","1,753206"
23/11/2011 13.00,"0,730376","18,917129","35,453822","1,781123"
23/11/2011 14.00,"0,650929","16,960588","38,055403","1,356881"
23/11/2011 15.00,"0,670791","26,609609","31,499475","1,667066"
23/11/2011 16.00,"0,732182","24,651779","29,057595","1,852872"
23/11/2011 17.00,"0,668083","20,749711","29,000139","1,629539"
23/11/2011 18.00,"0,650026","19,075475","28,459374","2,01549"
23/11/2011 19.00,"0,673499","18,763981","30,725515","1,808938"
23/11/2011 20.00,"0,657248","19,262347","30,036042","1,86711"
23/11/2011 21.00,"0,657248","19,094295","27,180977","1,834566"
23/11/2011 22.00,"0,651832","12,980662","38,37985","1,57335"
23/11/2011 23.00,"0,650026","10,12989","49,056571","1,58291"
24/11/2011 0.00,"0,882049","7,341415","52,484499","1,371221"
24/11/2011 1.00,"1,204354","4,931266","60,297677","0,957048"
24/11/2011 2.00,,"3,700234","60,036594","0,58569"
24/11/2011 3.00,"0,810727",,"54,503917","0,61137"
24/11/2011 4.00,"0,697875","4,292063",,"0,797836"
24/11/2011 5.00,"0,650929","6,215511","37,648125","1,066782"
24/11/2011 6.00,"0,65454","5,11102","43,010981","1,105174"
24/11/2011 7.00,"0,691555","7,681456","44,738912","1,05946"
24/11/2011 8.00,"0,656345","13,975477","36,657006","1,536992"
24/11/2011 9.00,"0,670791","26,399997","17,265577","1,921621"
24/11/2011 10.00,"0,771906","17,442102","19,869686","2,172566"
24/11/2011 11.00,"0,664471","12,848926","28,194896","2,067408"
24/11/2011 12.00,"0,705097","12,257097","28,946912","2,027542"
24/11/2011 13.00,"0,675304","14,121494","33,237518","2,020931"
24/11/2011 14.00,"0,697875","20,514154","28,521059","2,249248"
24/11/2011 15.00,"0,659054","18,454433","35,89825","1,938707"
24/11/2011 16.00,"0,675304","16,755522","32,623258","2,06868"
24/11/2011 17.00,"0,745724","16,445983","30,213477","2,490328"
24/11/2011 18.00,"0,653637","20,946342","24,571777","2,594723"
24/11/2011 19.00,"0,650929","23,192961","21,431965","2,795479"
24/11/2011 20.00,"0,715028","25,33639","15,484428","3,413052"
24/11/2011 21.00,"0,661763","24,167011","12,408841","3,416611"
24/11/2011 22.00,"0,652734","16,685439","18,183184","3,201973"
24/11/2011 23.00,"0,651832","12,840495","21,52238","2,720933"
25/11/2011 0.00,"0,651832","9,872264","25,489397","2,275893"
25/11/2011 1.00,"0,653637","7,478988","27,229974","2,079409"
25/11/2011 2.00,"0,650929","6,040947","28,860727","2,014779"
25/11/2011 3.00,"0,651832","4,077265","33,442844","1,910841"
25/11/2011 4.00,"0,657248","4,484149","33,556078","1,8964"
25/11/2011 5.00,"0,666276","4,772925","31,361758","1,83716"
25/11/2011 6.00,"0,725862","4,995509","30,12476","2,027084"
25/11/2011 7.00,"0,686138","8,424488","32,401893","2,116174"
25/11/2011 8.00,"0,68343","16,497248","27,065228","1,961742"
25/11/2011 9.00,"0,670791","13,993004","22,385076","2,55689"
25/11/2011 10.00,"0,650026","19,447946","25,147195","2,198957"
25/11/2011 11.00,"0,650026","15,688669","26,944391","2,544178"
25/11/2011 12.00,"0,650026","16,877524","31,169122","1,841634"
25/11/2011 13.00,"0,650026","8,355702","39,970883","1,604368"
25/11/2011 14.00,"0,650026","12,388182","36,259904","1,681559"
25/11/2011 15.00,"0,650026","14,09878","33,758014","2,181567"
25/11/2011 16.00,"0,652734","16,231834","33,869555","2,368898"
25/11/2011 17.00,"0,651832","16,738006","32,482152","2,693931"
25/11/2011 18.00,"0,650929","17,434961","27,760604","3,20533"
25/11/2011 19.00,"0,652734","24,65631","18,792383","3,647013"
25/11/2011 20.00,"0,650929","25,48761","14,390232","3,898059"
25/11/2011 21.00,"0,659054","24,063838","14,706242","3,601807"
25/11/2011 22.00,"0,650929","18,618616","18,337807","3,361134"
25/11/2011 23.00,"0,653637","15,505028","22,310724","3,174565"
26/11/2011 0.00,"0,651832","12,192201","21,573091","2,881568"
26/11/2011 1.00,"0,65454","6,667169","26,818505","2,223772"
26/11/2011 2.00,,"4,713223","33,332997","1,931893"
26/11/2011 3.00,"0,651832",,"33,316102","1,838278"
26/11/2011 4.00,"0,650929","4,045467",,"1,845143"
26/11/2011 5.00,"0,651832","3,855978","35,528179","1,809243"
26/11/2011 6.00,"0,651832","9,056551","32,883505","1,840261"
26/11/2011 7.00,"0,651832","13,441406","25,672737","2,293843"
26/11/2011 8.00,"0,652734","15,22404","22,298054","2,23323"
26/11/2011 9.00,"0,650929","16,412884","21,240166","2,73812"
26/11/2011 10.00,"0,650026","10,782069","30,372339","2,593858"
26/11/2011 11.00,"0,650026","11,042936","39,562787","2,273148"
26/11/2011 12.00,"0,650929","9,451754","46,128827","2,041627"
26/11/2011 13.00,"0,650026","9,678232","48,850407","1,99571"
26/11/2011 14.00,"0,650026","9,735988","53,051461","1,956403"
26/11/2011 15.00,"0,650026","8,291455","57,122396","1,737544"
26/11/2011 16.00,"0,650026","10,050072","56,0603","1,817074"
26/11/2011 17.00,"0,652734","11,682796","53,451117","2,274368"
26/11/2011 18.00,"0,656345","10,821658","52,433807","2,54133"
26/11/2011 19.00,"0,662665","11,517308","51,005007","2,147802"
26/11/2011 20.00,"0,668985","15,397298","44,413586","2,746052"
26/11/2011 21.00,"0,67711","16,217553","38,331692","2,502379"
26/11/2011 22.00,"0,658152","11,096156","40,112827","2,389899"
26/11/2011 23.00,"0,71232","7,530253","45,429222","1,85216"
27/11/2011 0.00,"0,709612","8,615275","43,214615","1,664524"
27/11/2011 1.00,"0,793573","5,518552","44,185459","1,506075"
27/11/2011 2.00,"0,783642","6,104541","44,323176","1,386374"
27/11/2011 3.00,"0,801699","6,634722","41,376878","1,34722"
27/11/2011 4.00,"0,704195","6,572423","39,379424","1,256656"
27/11/2011 5.00,"0,688847","4,636648","43,801005","1,222129"
27/11/2011 6.00,"0,687944","4,149946","49,751112","1,129836"
27/11/2011 7.00,"0,71864","9,755455","42,611344","1,22462"
27/11/2011 8.00,"0,836909","18,475203","27,218144","1,434885"
27/11/2011 9.00,"1,272968","20,327255","20,60815","2,019508"
27/11/2011 10.00,"1,275676","24,000877","22,777973","2,183957"
27/11/2011 11.00,"0,711417","11,012441","42,604583","1,608538"
27/11/2011 12.00,"0,754752","9,312234","46,325714","1,452886"
27/11/2011 13.00,"0,68343","9,663307","49,846591","1,535517"
27/11/2011 14.00,"0,668985","9,846307","54,14482","2,163464"
27/11/2011 15.00,"0,650929","8,554924","58,907762","2,162447"
27/11/2011 16.00,"0,652734","12,810639","57,550781","2,187974"
27/11/2011 17.00,"0,684333","16,708802","49,686032","2,685541"
27/11/2011 18.00,"0,673499","21,486271","38,063006","3,163226"
27/11/2011 19.00,"0,756557","25,446061","30,636795","3,395966"
27/11/2011 20.00,"0,691555","27,63882","34,463544","3,369372"
27/11/2011 21.00,"0,989484","24,01776","35,034714","3,971232"
27/11/2011 22.00,"0,804407","19,079361","44,161818","2,386645"
27/11/2011 23.00,"1,53027","38,224912","22,61574","2,682744"
28/11/2011 0.00,"1,837226","42,982925","5,541984","3,679811"
28/11/2011 1.00,"1,202548","25,474627","18,68677","1,997947"
28/11/2011 2.00,,"15,464147","30,441625","1,341474"
28/11/2011 3.00,"0,971427",,"34,372293","1,17733"
28/11/2011 4.00,"0,865798","5,600967",,"1,18511"
28/11/2011 5.00,"0,830589","11,232428","33,097271","1,254978"
28/11/2011 6.00,"1,328039","24,816593","26,333501","1,229451"
28/11/2011 7.00,"2,266965","54,799391","6,627737","3,963401"
28/11/2011 8.00,"3,418053","62,426991","4,206974","3,981351"
28/11/2011 9.00,"4,695534","73,264205","3,067991","6,221447"
28/11/2011 10.00,"3,960643","89,027519","2,871118","7,941092"
28/11/2011 11.00,"2,312106","59,706003","4,882084","4,489801"
28/11/2011 12.00,"2,248006","38,851131","16,568491","2,426511"
28/11/2011 13.00,"2,648856","33,769321","22,935976","2,533703"
28/11/2011 14.00,"2,27148","37,409195","23,903451","2,379424"
28/11/2011 15.00,"1,720763","40,771332","25,498693","2,723373"
28/11/2011 16.00,"1,189908","31,775143","32,918976","2,550789"
28/11/2011 17.00,"0,995704","29,581832","39,218587","1,817786"
28/11/2011 18.00,"0,909134","24,081352","48,703376","2,451682"
28/11/2011 19.00,"0,89198","25,420116","48,627326","2,459309"
28/11/2011 20.00,"0,952468","19,358387","47,635374","2,584299"
28/11/2011 21.00,"1,095113","29,085956","39,495173","2,268266"
28/11/2011 22.00,"1,807433","38,728494","21,249483","4,037591"
28/11/2011 23.00,"1,603397","39,104222","13,078027","3,640758"
29/11/2011 0.00,"1,73611","38,225565","9,503081","3,634402"
29/11/2011 1.00,"1,634995","27,222194","10,664869","3,336218"
29/11/2011 2.00,"0,781837","7,651604","32,818448","1,762563"
29/11/2011 3.00,"0,839617","5,48935","38,876686","1,303591"
29/11/2011 4.00,"0,713223","4,191477","41,735122","1,197212"
29/11/2011 5.00,"0,82788","3,669084","45,091228","1,098207"
29/11/2011 6.00,"0,884757","5,01952","48,304576","1,023458"
29/11/2011 7.00,"0,84684","8,705477","46,309656","1,087478"
29/11/2011 8.00,"0,787254","14,303844","44,892687","1,203009"
29/11/2011 9.00,"0,826978","17,448591","41,061708","1,534043"
29/11/2011 10.00,"0,865798","21,179299","40,466022","1,565773"
29/11/2011 11.00,"1,047264","30,815358","34,120486","1,828718"
29/11/2011 12.00,"0,657248","17,409003","40,697543","1,505516"
29/11/2011 13.00,"0,839617","19,173459","43,245037","1,779191"
29/11/2011 14.00,"1,659372","43,659755","27,537543","2,47548"
29/11/2011 15.00,"1,687359","52,046606","12,693585","3,405679"
29/11/2011 16.00,"1,636801","43,878449","10,392803","4,029659"
29/11/2011 17.00,"1,117683","33,917274","25,68712","2,677964"
29/11/2011 18.00,"1,598883","34,354013","20,679971","3,374965"
29/11/2011 19.00,"1,098724","29,128784","24,886947","4,009929"
29/11/2011 20.00,"0,826074","28,011316","25,150566","3,50448"
29/11/2011 21.00,"1,220604","30,143712","23,514766","3,388796"
29/11/2011 22.00,"1,6043","29,836127","19,91531","3,147259"
29/11/2011 23.00,"0,720446","12,228545","36,59281","2,243502"
30/11/2011 0.00,"0,692458","8,290806","39,623612","1,679321"
30/11/2011 1.00,"0,729474","6,197339","40,973828","1,554535"
30/11/2011 2.00,,"4,580839","41,553457","1,272318"
30/11/2011 3.00,"0,767392",,"41,24928","1,173618"
30/11/2011 4.00,"0,81524","3,359543",,"1,134565"
30/11/2011 5.00,"0,858576","3,484786","52,451543","1,124192"
30/11/2011 6.00,"0,820658","5,225234","49,952207","1,235858"
30/11/2011 7.00,"0,832394","9,035137","45,141084","1,49916"
30/11/2011 8.00,"0,807116","19,37397","36,778684","1,5853"
30/11/2011 9.00,"0,764683","20,221483","31,902523","1,947046"
30/11/2011 10.00,"0,653637","20,277946","39,456311","2,290996"
30/11/2011 11.00,"0,650026","16,845727","42,571626","1,588147"
30/11/2011 12.00,"0,650026","15,937218","43,437692","1,389171"
30/11/2011 13.00,"0,650026","14,403784","47,125871","1,377527"
30/11/2011 14.00,"0,650026","15,259723","48,269066","1,608182"
30/11/2011 15.00,"0,650026","14,122144","55,78822","1,676677"
30/11/2011 16.00,"0,650929","15,294124","55,858364","1,908502"
30/11/2011 17.00,"0,653637","19,440815","49,564377","2,541432"
30/11/2011 18.00,"0,665373","22,306519","43,948036","3,302046"
30/11/2011 19.00,"0,693361","23,998295","39,861039","2,865855"
30/11/2011 20.00,"0,706903","27,323435","34,838707","3,422154"
30/11/2011 21.00,"0,754752","25,488259","37,885567","3,199838"
30/11/2011 22.00,"0,76378","21,272759","41,33969","2,802496"
30/11/2011 23.00,"0,761072","13,41805","46,765073","2,37922"
01/12/2011 0.00,"0,806212","8,7522","55,895533","1,783259"
01/12/2011 1.00,"0,720446","7,630189","55,304911","1,622115"
01/12/2011 2.00,"0,787254","6,634722","48,930666","1,524432"
01/12/2011 3.00,"0,81524","4,67753","54,351821","1,369238"
01/12/2011 4.00,"0,845936","4,044819","57,257579","1,245977"
01/12/2011 5.00,"0,791768","3,79433","54,023984","1,285793"
01/12/2011 6.00,"0,92719","4,787202","50,182868","1,280657"
01/12/2011 7.00,"0,928995","7,66069","49,24837","1,347423"
01/12/2011 8.00,"0,839617","15,651033","45,919296","1,434173"
01/12/2011 9.00,"0,725862","15,024165","46,847866","1,566027"
01/12/2011 10.00,"0,652734","14,480358","52,812337","1,443987"
01/12/2011 11.00,"0,650026","11,485514","54,062005","1,2533"
