MASSAFRA,,,,
,SO2,NO2,O3,BENZENE
23/06/2011 7.00,"10,00137","68,846264","15,70074","2,591062"
23/06/2011 8.00,"6,382892","44,844066","34,532833","2,982047"
23/06/2011 9.00,"6,280875","38,339135","61,033633","2,350541"
23/06/2011 10.00,"7,293832","51,241272","49,02952","2,843939"
23/06/2011 11.00,"8,772639","43,368386","63,309907","2,266181"
23/06/2011 12.00,"10,454577","28,897756","86,619365","1,559773"
23/06/2011 13.00,"41,379562","24,468111","94,005859","1,051934"
23/06/2011 14.00,"25,433156","17,896355","101,189569","0,783192"
23/06/2011 15.00,"39,544133","14,864526","109,339028","0,857026"
23/06/2011 16.00,"11,048627","17,431065","102,712074","1,00683"
23/06/2011 17.00,"12,278261","21,873031","94,810263","1,02239"
23/06/2011 18.00,"13,105235","28,682962","93,438921","1,313913"
23/06/2011 19.00,"9,339608","26,166389","91,205718","1,335524"
23/06/2011 20.00,"21,040071","22,738707","89,436409","1,179822"
23/06/2011 21.00,"11,244541","38,331983","79,340169","1,412104"
23/06/2011 22.00,"8,431377","40,019881","52,652638","1,980862"
23/06/2011 23.00,"7,807533","21,972322","76,893246","1,422529"
24/06/2011 0.00,"1,151087","22,544678","73,049577","0,878434"
24/06/2011 1.00,"1,179075","24,17286","58,677101","1,355356"
24/06/2011 2.00,"0,650026","12,101358","70,926236","0,805362"
24/06/2011 3.00,"0,802601","8,542594","72,377007","0,647219"
24/06/2011 4.00,"1,241368","17,967091","63,319207","0,889773"
24/06/2011 5.00,"1,188103","8,424488","75,470352","0,810803"
24/06/2011 6.00,"1,781251","9,133775","88,129284","0,658609"
24/06/2011 7.00,"1,978968","10,373242","88,053234","0,512568"
24/06/2011 8.00,"4,30281","47,862272","57,309127","1,311116"
24/06/2011 9.00,"5,502649","56,55931","38,259032","2,028915"
24/06/2011 10.00,"6,562553","60,676152","53,962298","1,735155"
24/06/2011 11.00,"13,667696","55,665066","73,255741","2,50838"
24/06/2011 12.00,"16,395992","42,110099","104,667318","1,740341"
24/06/2011 13.00,"13,471781","33,555178","116,225348","1,466819"
24/06/2011 14.00,"11,063973","23,571938","128,208263","1,085749"
24/06/2011 15.00,"11,163283","20,579046","116,435644","0,855094"
24/06/2011 16.00,"11,952343","24,546637","106,979059","0,816956"
24/06/2011 17.00,"11,467539","22,246807","96,900643","0,911029"
24/06/2011 18.00,"9,594201","23,950917","97,966971","1,014915"
24/06/2011 19.00,"26,41632","33,034732","100,380957","1,006016"
24/06/2011 20.00,"9,482252","37,148343","65,799133","2,195194"
24/06/2011 21.00,"9,563505","22,248107","77,105315","0,868264"
24/06/2011 22.00,"9,734137","31,889997","59,536405","1,401629"
24/06/2011 23.00,"6,302542","17,305168","74,080418","1,494685"
25/06/2011 0.00,"0,650026","12,880081","91,083222","1,137006"
25/06/2011 1.00,"0,771906","10,103935","85,621492","0,66883"
25/06/2011 2.00,,,"82,076095","0,54979"
25/06/2011 3.00,"2,468292","5,413425","84,678536","0,377612"
25/06/2011 4.00,"1,709027","5,046776",,"0,342983"
25/06/2011 5.00,"13,218091","4,461436","83,994984","0,351424"
25/06/2011 6.00,"6,042532","5,665862","86,066772","0,378426"
25/06/2011 7.00,"2,772541","4,883892","87,491364","0,400291"
25/06/2011 8.00,"1,721666","5,948148","87,896073","0,472803"
25/06/2011 9.00,"1,257619","5,615892","91,722839","0,478905"
25/06/2011 10.00,"0,835102","5,231723","99,192118",
25/06/2011 11.00,"1,402973","5,11751","105,38889",
25/06/2011 12.00,"1,702707","5,049372","105,302704",
25/06/2011 13.00,"2,907963","5,238861","102,903976",
25/06/2011 14.00,"5,156872","3,033776","104,961358",
25/06/2011 15.00,"2,926922","2,223254","105,700746",
25/06/2011 16.00,"3,35937","1,87867","109,259568",
25/06/2011 17.00,"7,300151","2,036362","112,186475",
25/06/2011 18.00,"5,718422","3,263499","117,856918",
25/06/2011 19.00,"8,84938","6,083775","125,812861",
25/06/2011 20.00,"7,446408","5,967616","112,026734",
25/06/2011 21.00,"7,391336","6,541925","106,334397",
25/06/2011 22.00,"8,292343","5,718425","101,959261",
25/06/2011 23.00,"3,473124","4,81316","97,394088",
26/06/2011 0.00,"7,630581","3,74566","98,338735",
26/06/2011 1.00,"4,421079","3,808604","94,152891",
26/06/2011 2.00,"3,435206","3,633393","92,32359",
26/06/2011 3.00,"1,450822","2,828712","99,657695",
26/06/2011 4.00,"1,102335","2,859862","100,041293",
26/06/2011 5.00,"3,133667","1,998074","102,812705",
26/06/2011 6.00,"3,707856","2,670372","99,9585",
26/06/2011 7.00,"2,582047","2,22066","103,371181",
26/06/2011 8.00,"4,098774","2,521117","109,652504",
26/06/2011 9.00,"4,452677","3,186925","109,213062",
26/06/2011 10.00,"13,940608","2,613482","112,907545","0,618946"
26/06/2011 11.00,"5,836691","2,433509","115,010315","0,336932"
26/06/2011 12.00,"2,060221","2,971477","115,769932","0,281099"
26/06/2011 13.00,"5,092772","3,332935","113,425108","0,395308"
26/06/2011 14.00,"20,029814","1,866339","113,568768","0,361086"
26/06/2011 15.00,"8,984802","1,510723","112,210173","0,261827"
26/06/2011 16.00,"6,279972","1,203776","111,698912","0,22196"
26/06/2011 17.00,"2,170364","1,862447","111,461531","0,242605"
26/06/2011 18.00,"7,830103","2,645713","108,533825","0,274997"
26/06/2011 19.00,"12,058873","3,619116","101,61459","0,365713"
26/06/2011 20.00,"6,80541","5,270659","94,767165","0,358391"
26/06/2011 21.00,"34,141697","6,628883","93,099249","0,416512"
26/06/2011 22.00,"8,011569","5,525691","94,007549","0,37268"
26/06/2011 23.00,"34,559703","4,653519","92,723231","0,360374"
27/06/2011 0.00,"5,841204","4,242745","95,057819","0,342424"
27/06/2011 1.00,"1,585341","3,47635","96,555903","0,285828"
27/06/2011 2.00,,,"88,394602","0,30093"
27/06/2011 3.00,,"4,286872","77,917298","0,312117"
27/06/2011 4.00,,"4,154489",,"0,352441"
27/06/2011 5.00,,"5,041584","64,139649","0,404613"
27/06/2011 6.00,,"5,887147","62,725214","0,467667"
27/06/2011 7.00,,"6,780084","70,811328","0,427648"
27/06/2011 8.00,,"9,702892","71,426448","0,459481"
27/06/2011 9.00,,"7,979319","68,475903","0,48399"
27/06/2011 10.00,,"5,415371","80,957401","0,393376"
27/06/2011 11.00,,"4,507511","83,85895","0,380104"
27/06/2011 12.00,"0,650026","4,777467","87,726256","0,361645"
27/06/2011 13.00,"0,706903","4,707382","93,254721","0,406139"
27/06/2011 14.00,"1,663885","2,995488","93,944193","0,333373"
27/06/2011 15.00,"0,998512","2,582766","95,86137","0,313948"
27/06/2011 16.00,"0,650026","2,331628","97,719392","0,314406"
27/06/2011 17.00,"0,650929","2,999383","96,615895","0,307083"
27/06/2011 18.00,"0,992192","4,412764","95,783623","0,373493"
27/06/2011 19.00,"3,048802","7,150625","81,67223","0,531637"
27/06/2011 20.00,"1,672011","11,012441","78,66002","0,521518"
27/06/2011 21.00,"3,518265","12,42712","72,676116","0,624031"
27/06/2011 22.00,"0,690653","7,794371","71,368153","0,516026"
27/06/2011 23.00,"3,967866","6,277159","72,320409","0,417784"
28/06/2011 0.00,"3,715982","5,413425","75,463586","0,423326"
28/06/2011 1.00,"4,098774","3,934498","74,752135","0,406037"
28/06/2011 2.00,"3,381038","4,117499","69,47125","0,334542"
28/06/2011 3.00,"4,306421","6,109733","56,721899","0,488668"
28/06/2011 4.00,"22,672346","6,029915","60,45991","0,455819"
28/06/2011 5.00,"6,269138","6,52635","60,218256","0,505754"
28/06/2011 6.00,"5,675087","7,323893","63,441718","0,575164"
28/06/2011 7.00,"6,267332","8,039669","66,846846","0,549587"
28/06/2011 8.00,"10,627019","9,046817","67,429865","0,577249"
28/06/2011 9.00,"6,001039",,"68,732736","0,591589"
28/06/2011 10.00,,,"78,733513",
28/06/2011 11.00,,,,
28/06/2011 12.00,,"6,45404",,"0,704578"
28/06/2011 13.00,"1,584438","5,564627","68,703193","0,510941"
28/06/2011 14.00,"1,15831","4,95917","78,142054","0,417173"
28/06/2011 15.00,"0,801699","4,055201","79,602117","0,429021"
28/06/2011 16.00,"0,653637","3,537999","74,523148","0,397494"
28/06/2011 17.00,"0,650026","4,09933","72,689624","0,451192"
28/06/2011 18.00,,"4,417307","67,290436","0,402885"
28/06/2011 19.00,,"5,789807","68,088074","0,452921"
28/06/2011 20.00,,"7,122074","65,668996","0,457548"
28/06/2011 21.00,,"9,449159","58,787782","0,584928"
28/06/2011 22.00,,"7,623052","55,300702","0,587572"
28/06/2011 23.00,,"5,972807","56,822447","0,500364"
29/06/2011 0.00,,"6,335563","54,083972","0,431666"
29/06/2011 1.00,,"5,01238","49,79927","0,43731"
29/06/2011 2.00,,,"47,495104","0,401206"
29/06/2011 3.00,,"3,375766","53,075121","0,353509"
29/06/2011 4.00,,"4,941",,"0,356052"
29/06/2011 5.00,,"3,900105","56,892572","0,383612"
29/06/2011 6.00,,"5,036393","56,559666","0,428767"
29/06/2011 7.00,,"6,85017","55,418986","0,439039"
29/06/2011 8.00,,"8,201254","55,613338","0,485363"
29/06/2011 9.00,,"8,763233","42,267426",
29/06/2011 10.00,,,,
29/06/2011 11.00,,"6,690289","53,41816",
29/06/2011 12.00,,"5,491296","69,872603","0,595352"
29/06/2011 13.00,,"5,547106","72,829053","0,57191"
29/06/2011 14.00,,"1,948106","66,288324","0,516483"
29/06/2011 15.00,,"3,271287","49,031213","3,225161"
29/06/2011 16.00,,"2,96808","52,498426","0,506161"
29/06/2011 17.00,,"4,11036","55,827101","1,828464"
29/06/2011 18.00,"3,126444","5,676892","70,718383","0,712154"
29/06/2011 19.00,"3,091234","7,878734","71,576828","0,591487"
29/06/2011 20.00,"3,384648","10,424508","69,294652","0,59286"
29/06/2011 21.00,"4,076204","19,943728","59,170543","0,971794"
29/06/2011 22.00,"4,857138","16,54527","62,632269","1,176008"
29/06/2011 23.00,"4,312741","9,098083","63,228792","0,725426"
30/06/2011 0.00,"0,650026","10,110424","57,285467","0,646049"
30/06/2011 1.00,"0,650026","13,008573","53,075958","0,698832"
30/06/2011 2.00,"0,650026","5,610701","57,531352","0,596216"
30/06/2011 3.00,"0,650026","4,581489","58,388963","0,579131"
30/06/2011 4.00,"0,650026","17,671171","51,152876","0,742003"
30/06/2011 5.00,"0,650026","27,238428","39,640511","1,222688"
30/06/2011 6.00,"0,650026","32,567476","36,842904","1,428071"
30/06/2011 7.00,"0,650026","19,805527","45,855913","1,140515"
30/06/2011 8.00,"65,504552","21,605025","54,279999","0,934267"
30/06/2011 9.00,"0,794476","27,866596","58,311235","1,634675"
30/06/2011 10.00,"1,226021","33,995798","63,865038","1,44831"
30/06/2011 11.00,"1,545617","30,046372","70,761473","1,998456"
30/06/2011 12.00,"1,884172","28,793936","74,678635","1,927011"
30/06/2011 13.00,"1,889589","27,966537","77,967153","1,566841"
30/06/2011 14.00,"1,378596","14,876205","82,44703","1,088343"
30/06/2011 15.00,"1,412001","19,9074","75,761842","0,853263"
30/06/2011 16.00,"1,523949","20,082615","72,260394","1,060731"
30/06/2011 17.00,"1,57541","15,553048","70,884844","1,010847"
30/06/2011 18.00,"1,890492","20,8873","57,820328","1,843211"
30/06/2011 19.00,"2,173976","20,636808","49,143595","2,37144"
30/06/2011 20.00,"3,043385","19,651727","41,4487","1,691881"
30/06/2011 21.00,"5,497233","19,784095","34,032484","1,75402"
30/06/2011 22.00,"1,787571","8,72884","53,940331","1,019644"
30/06/2011 23.00,"0,650026","5,174616","42,008055","0,696492"
01/07/2011 0.00,"0,650026","5,188892","36,343533","0,714951"
01/07/2011 1.00,,"4,686616","34,155977","0,692374"
01/07/2011 2.00,,,"34,935023","0,616912"
01/07/2011 3.00,,"1,81832","39,51714","0,559096"
01/07/2011 4.00,,"2,574328",,"0,563062"
01/07/2011 5.00,,"2,149925","35,095563","0,611827"
01/07/2011 6.00,,"2,578223","35,544237","0,596979"
01/07/2011 7.00,,"3,843648","35,648156","0,62098"
01/07/2011 8.00,,"4,077914","40,213374","0,566672"
01/07/2011 9.00,,"8,005924","39,722467","0,591843"
01/07/2011 10.00,,"15,618585","40,718669","0,807956"
01/07/2011 11.00,,"10,542613","53,664042","0,604912"
01/07/2011 12.00,,"7,71001","59,488228","0,511805"
01/07/2011 13.00,,"5,939062","67,292126","0,489889"
01/07/2011 14.00,,"4,539308","72,142952","0,485109"
01/07/2011 15.00,,"5,392658","75,788874","0,4158"
01/07/2011 16.00,,"4,860531","73,105338","0,417478"
01/07/2011 17.00,,"5,554243","72,397296","0,443768"
01/07/2011 18.00,,"6,262882","69,892032","0,512415"
01/07/2011 19.00,,"12,943675","65,325938","0,620421"
01/07/2011 20.00,,"39,469567","54,004551","1,810718"
01/07/2011 21.00,,"40,400156","54,959338","2,505023"
01/07/2011 22.00,,"26,61481","53,136807","1,55123"
01/07/2011 23.00,,"20,762045","50,716892","1,701339"
02/07/2011 0.00,,"13,068271","55,662337","1,063884"
02/07/2011 1.00,,"7,941679","57,405447","0,568605"
02/07/2011 2.00,,"6,922203","47,466375","0,45704"
02/07/2011 3.00,,"8,612678","39,500241","0,534433"
02/07/2011 4.00,,"9,335594","31,977717","0,630845"
02/07/2011 5.00,,"14,33434","31,068554","0,849805"
02/07/2011 6.00,,"15,109821","32,063063","0,912554"
02/07/2011 7.00,,"17,159814","35,489313","0,967574"
02/07/2011 8.00,,"21,542064","40,338442","1,062968"
02/07/2011 9.00,,"22,444087","39,760491","1,613725"
02/07/2011 10.00,,"25,357804","38,297057","2,109004"
02/07/2011 11.00,,"21,67445","48,496375","2,098325"
02/07/2011 12.00,,"17,500497","60,338236","1,272064"
02/07/2011 13.00,,"21,697816","66,972751","1,383222"
02/07/2011 14.00,,"22,74714","74,97858","1,542128"
02/07/2011 15.00,,"11,345345","80,367639","1,008101"
02/07/2011 16.00,,"10,831392","80,03643","0,830279"
02/07/2011 17.00,,"12,227253","72,187738","0,952115"
02/07/2011 18.00,,"19,590064","68,40155","1,242011"
02/07/2011 19.00,,"26,028821","66,726009","1,977912"
02/07/2011 20.00,,"29,430536","50,430428","2,297403"
02/07/2011 21.00,,"25,462868","40,311848","2,326184"
02/07/2011 22.00,,"5,865085","47,026997","1,646523"
02/07/2011 23.00,,"1,966926","55,052286","0,432174"
03/07/2011 0.00,,"2,833903","57,714692","0,35356"
03/07/2011 1.00,,"2,020137","57,50007","0,318372"
03/07/2011 2.00,,,"55,762885","0,337695"
03/07/2011 3.00,,"8,94688","57,216182","0,330678"
03/07/2011 4.00,,"6,617201",,"0,294218"
03/07/2011 5.00,,"2,297234","52,813178","0,359052"
03/07/2011 6.00,,"2,449735","55,342936","0,334796"
03/07/2011 7.00,,"3,356946","54,100871","0,375273"
03/07/2011 8.00,,"4,832628","53,101316","0,381578"
03/07/2011 9.00,,"4,719062","50,307076","0,436598"
03/07/2011 10.00,,"3,33618","54,744715","0,41758"
03/07/2011 11.00,,"2,961743","57,56768","0,430649"
03/07/2011 12.00,,"2,850777","59,319249","0,39902"
03/07/2011 13.00,,"2,75084","62,393145","0,444378"
03/07/2011 14.00,,"2,358234","64,32808","0,431869"
03/07/2011 15.00,,"4,414062","68,537585","0,358187"
03/07/2011 16.00,,"4,16033","71,049607","0,530569"
03/07/2011 17.00,,"5,87287","74,006902","1,236418"
03/07/2011 18.00,,"13,65426","74,102381","1,020051"
03/07/2011 19.00,,"18,542041","75,208404","1,255639"
03/07/2011 20.00,,"20,155289","73,749186","1,538924"
03/07/2011 21.00,,"16,800951","67,532947","1,23357"
03/07/2011 22.00,,"10,403737","69,357171","0,920741"
03/07/2011 23.00,,"8,286265","67,79656","0,615692"
04/07/2011 0.00,,"9,284978","62,416805","0,794989"
04/07/2011 1.00,,"4,835872","61,658886","0,571503"
04/07/2011 2.00,,"3,936446","51,9336","0,393426"
04/07/2011 3.00,,"2,554212","40,282662","0,452718"
04/07/2011 4.00,,"6,473137","34,05882","0,573639"
04/07/2011 5.00,,"12,208425","26,757659","0,85667"
04/07/2011 6.00,,"21,71663","20,820238","1,256809"
04/07/2011 7.00,,"12,331076","31,810415","1,599843"
04/07/2011 8.00,,"6,046138","50,280044","0,632879"
04/07/2011 9.00,,,"31,330497","0,617827"
04/07/2011 10.00,,"15,322025","47,715632","0,897502"
04/07/2011 11.00,,"15,17796","59,051403","1,362831"
04/07/2011 12.00,,"20,641358","58,525001","1,370255"
04/07/2011 13.00,,"18,22277","58,993089","1,180279"
04/07/2011 14.00,,"11,315489","63,716329","0,791328"
04/07/2011 15.00,,"11,430351","61,146871","0,814108"
04/07/2011 16.00,,"14,288923","61,497513","0,832364"
04/07/2011 17.00,,"21,295473","53,407167","1,099936"
04/07/2011 18.00,,"27,034666","48,691546","1,489956"
04/07/2011 19.00,,"24,139763","45,571166","2,088308"
04/07/2011 20.00,,"23,422038","45,419089","1,702865"
04/07/2011 21.00,,"25,303942","44,487962","1,485278"
04/07/2011 22.00,,"19,237702","44,506535","1,496617"
04/07/2011 23.00,,"10,410226","41,571211","0,901926"
05/07/2011 0.00,,"6,34335","46,905342","0,654948"
05/07/2011 1.00,,"3,709966","47,98011","0,504178"
05/07/2011 2.00,,,"42,160136","0,400851"
05/07/2011 3.00,,"2,229096","42,168576","0,426072"
05/07/2011 4.00,,"4,079212",,"0,380053"
05/07/2011 5.00,,"11,656838","29,763127","0,770581"
05/07/2011 6.00,,"14,371985","23,857807","1,494024"
05/07/2011 7.00,,"11,700312","30,05631","1,662134"
05/07/2011 8.00,,"9,952084","38,986529","1,251215"
05/07/2011 9.00,,"12,202586","41,066776","1,590791"
05/07/2011 10.00,,"9,772978","49,725773","1,318591"
05/07/2011 11.00,,"12,875534","52,013858","1,224061"
05/07/2011 12.00,,"17,636782","53,314222","1,43519"
05/07/2011 13.00,,"10,126647","57,373347","0,880264"
05/07/2011 14.00,,"6,770998","64,179367","0,496957"
05/07/2011 15.00,,"10,151306","69,608121","0,361594"
05/07/2011 16.00,,"15,248696","63,963051","0,324881"
05/07/2011 17.00,,"15,825602","52,743052","0,555231"
05/07/2011 18.00,,"9,743125","50,316372","0,602267"
05/07/2011 19.00,,"23,161164","43,128428","0,773479"
05/07/2011 20.00,,"31,472724","40,37477","1,70678"
05/07/2011 21.00,,"30,013275","40,082423","1,374781"
05/07/2011 22.00,,"17,475842","46,035882","0,881993"
05/07/2011 23.00,,"10,930668","50,727025","0,62159"
06/07/2011 0.00,,"9,614637","47,044752","0,537891"
06/07/2011 1.00,,"6,399808","44,792976","0,529806"
06/07/2011 2.00,,"7,45887","41,806104","0,503313"
06/07/2011 3.00,,"7,054584","37,413252","0,472193"
06/07/2011 4.00,,"9,885242","32,444983","0,47021"
06/07/2011 5.00,,"8,820989","31,628749","0,533976"
06/07/2011 6.00,,"9,518593","37,536603","0,803837"
06/07/2011 7.00,,"9,170116","48,822519","0,564842"
06/07/2011 8.00,,"7,863808","51,849951","0,544959"
06/07/2011 9.00,,"9,405679","53,272826","0,547349"
06/07/2011 10.00,,"7,665233","57,224641","0,563977"
06/07/2011 11.00,,"6,476382","64,618749","0,5025"
06/07/2011 12.00,,"6,83784","65,68252","0,499042"
06/07/2011 13.00,,"5,830042","71,083405","0,494669"
06/07/2011 14.00,,"4,392648","71,350398","0,417428"
06/07/2011 15.00,,"3,573042","71,916499","0,354577"
06/07/2011 16.00,,"3,752149","70,475028","0,361645"
06/07/2011 17.00,,"4,674287","70,938071","0,449412"
06/07/2011 18.00,,"6,353733","69,346182","0,464159"
06/07/2011 19.00,,"8,682114","67,201715","0,578012"
06/07/2011 20.00,,"21,825651","61,680012","0,791379"
06/07/2011 21.00,,"18,945033","67,605602","1,889738"
06/07/2011 22.00,,"11,809984","69,280284","1,212772"
06/07/2011 23.00,,"11,595184","54,976236","1,371882"
07/07/2011 0.00,,"14,743827","45,636245","0,983846"
07/07/2011 1.00,,"9,323914","46,007172","0,750088"
07/07/2011 2.00,,,"48,096696","0,523501"
07/07/2011 3.00,,"4,207052","51,525485","0,434208"
07/07/2011 4.00,,"8,151934",,"0,395359"
07/07/2011 5.00,,"10,273955","48,5344","0,497923"
07/07/2011 6.00,,"19,838606","45,44273","0,911893"
07/07/2011 7.00,,"14,172109","49,9953","0,834957"
07/07/2011 8.00,,"50,247761","22,914011","1,706424"
07/07/2011 9.00,,"38,394928","25,682891","2,147751"
07/07/2011 10.00,,"29,731638","41,546714","1,548382"
07/07/2011 11.00,,"35,66293","49,044741","1,811328"
07/07/2011 12.00,,"42,317761","55,093679","2,087545"
07/07/2011 13.00,,"38,358602","57,615001","1,687101"
07/07/2011 14.00,,"21,466139","65,050505","1,061951"
07/07/2011 15.00,,"12,699674","68,054261","0,809532"
07/07/2011 16.00,,"14,177948","69,637687","0,790921"
07/07/2011 17.00,,"17,379148","67,497452","0,837652"
07/07/2011 18.00,,"21,054065","67,271859","1,298302"
07/07/2011 19.00,,"21,671199","67,467034","1,601114"
07/07/2011 20.00,,"39,073078","61,331068","1,863805"
07/07/2011 21.00,,"26,181301","63,211057","1,95625"
07/07/2011 22.00,,"29,924366","51,820366","1,33944"
07/07/2011 23.00,,"13,678918","59,4105","1,187754"
08/07/2011 0.00,,"21,962588","54,972865","0,943064"
08/07/2011 1.00,,"14,492684","51,065837","1,157092"
08/07/2011 2.00,,"5,495191","61,145174","0,667203"
08/07/2011 3.00,,"5,481562","53,289721","0,720951"
08/07/2011 4.00,,"22,137785","39,530667","0,822753"
08/07/2011 5.00,,"26,182601","24,853151","1,454463"
08/07/2011 6.00,,"48,312625","12,108886","3,554212"
08/07/2011 7.00,,"26,046984","21,426899","2,983268"
08/07/2011 8.00,,"13,576385","48,90954","1,128158"
08/07/2011 9.00,,"12,072804","58,683844","1,024272"
08/07/2011 10.00,,"18,570596","57,276171","1,21801"
08/07/2011 11.00,,"25,858786","62,432011","1,24613"
08/07/2011 12.00,,"32,345551","60,437947","1,24674"
08/07/2011 13.00,,"22,018381","65,454393","1,204128"
08/07/2011 14.00,,"15,354473","71,562467","0,895621"
08/07/2011 15.00,,"12,446589","78,123462","0,668067"
08/07/2011 16.00,,"12,682149","71,464469","0,881434"
08/07/2011 17.00,,"22,45187","74,773261","0,852246"
08/07/2011 18.00,,"24,387005","69,444195","1,313354"
08/07/2011 19.00,,"33,880277","60,004512","1,727425"
08/07/2011 20.00,,"36,903034","60,023945","1,356983"
08/07/2011 21.00,,"50,700062","48,654358","2,250672"
08/07/2011 22.00,,"43,258711","33,074448","3,163633"
08/07/2011 23.00,,"44,857698","32,165304","2,457479"
09/07/2011 0.00,,"39,398191","35,991198","1,732663"
09/07/2011 1.00,,"23,520678","45,625252","1,300997"
09/07/2011 2.00,,,"50,945856","0,804193"
09/07/2011 3.00,,"5,65418","60,965205","0,602166"
09/07/2011 4.00,,"17,977465",,"0,784361"
09/07/2011 5.00,,"34,757654","38,362951","1,873517"
09/07/2011 6.00,,"50,121875","28,250676","3,220534"
09/07/2011 7.00,,"58,591117","19,17007","3,837395"
09/07/2011 8.00,,"57,177747","36,101879","3,067679"
09/07/2011 9.00,,"36,163052","51,92925","2,57718"
09/07/2011 10.00,,"16,299325","78,69212","1,07141"
09/07/2011 11.00,,"23,263686","79,281882","1,20901"
09/07/2011 12.00,,"16,497248","78,779996","1,034289"
09/07/2011 13.00,,"19,795777","69,979893","0,973981"
09/07/2011 14.00,,"11,441386","68,008652","0,908384"
09/07/2011 15.00,,"9,49134","66,92543","0,711544"
09/07/2011 16.00,,"9,768435","64,441292","0,687289"
09/07/2011 17.00,,"13,534202","62,53932","0,789446"
09/07/2011 18.00,,"19,237702","63,48483","0,892926"
09/07/2011 19.00,,"21,141671","64,363567","1,094953"
09/07/2011 20.00,,"25,731599","67,114691","1,294844"
09/07/2011 21.00,,"61,266694","45,216296","1,934537"
09/07/2011 22.00,,"46,04199","30,783808","3,233094"
09/07/2011 23.00,,"24,920434","55,028622","1,355203"
10/07/2011 0.00,,"29,769284","47,054052","1,442309"
10/07/2011 1.00,,"27,869197","46,139801","1,072732"
10/07/2011 2.00,,"20,455742","44,045213","1,091749"
10/07/2011 3.00,,"8,706125","54,364507","0,705391"
10/07/2011 4.00,,"11,414137","52,923877","0,579944"
10/07/2011 5.00,,"17,519324","43,501893","1,149617"
10/07/2011 6.00,,"15,505677","51,005844","1,479532"
10/07/2011 7.00,,"12,902145","58,474309","1,290471"
10/07/2011 8.00,,"20,452511","71,663874","1,253198"
10/07/2011 9.00,,"29,130733","54,136361","1,785089"
10/07/2011 10.00,,"32,019136","56,49461","1,395782"
10/07/2011 11.00,,"19,524521","71,172963","1,51411"
10/07/2011 12.00,,"16,684137","75,150954","1,190246"
10/07/2011 13.00,,"14,128634","71,078321","0,936403"
10/07/2011 14.00,,"7,850178","75,052941","0,750037"
10/07/2011 15.00,,"5,915053","71,472072","0,575113"
10/07/2011 16.00,,"5,286882","69,592063","0,519941"
10/07/2011 17.00,,"6,431605","69,183968","0,529298"
10/07/2011 18.00,,"9,252531","68,872188","0,679254"
10/07/2011 19.00,,"21,349334","65,454378","0,946827"
10/07/2011 20.00,,"39,096422","49,97164","1,536178"
10/07/2011 21.00,,"53,187421","34,863204","1,994235"
10/07/2011 22.00,,"49,066028","19,451436","2,333303"
10/07/2011 23.00,,"50,071895","23,628841","1,647286"
11/07/2011 0.00,,"45,3113","14,571887","2,119581"
11/07/2011 1.00,,"26,802989","33,59494","1,472514"
11/07/2011 2.00,,,"40,122983","0,926385"
11/07/2011 3.00,,"5,266116","51,316787","0,635218"
11/07/2011 4.00,,"16,623789",,"0,613709"
11/07/2011 5.00,,"24,307197","40,048626","1,38134"
11/07/2011 6.00,,"25,180656","47,39286","2,006643"
11/07/2011 7.00,,,,
11/07/2011 8.00,,"12,268134","68,425211","0,946929"
11/07/2011 9.00,"3,272129","9,118201","70,711618","1,07085"
11/07/2011 10.00,"3,651881","10,833334","86,074398","1,168177"
11/07/2011 11.00,"4,40844","29,490247","83,841195","1,634319"
11/07/2011 12.00,"4,076204","31,239114","92,420751","1,708713"
11/07/2011 13.00,"3,480347","27,54408","98,932728","1,603097"
11/07/2011 14.00,"3,99134","15,972912","99,212407","1,169092"
11/07/2011 15.00,"3,697925","17,924906","93,607916","0,980642"
11/07/2011 16.00,"3,650979","15,468683","89,05788","0,893536"
11/07/2011 17.00,"3,099359","21,375279","79,462688","1,061545"
11/07/2011 18.00,"2,546837","22,11767","73,008184","1,210738"
11/07/2011 19.00,"2,115293","20,084546","78,354146","0,986287"
11/07/2011 20.00,"2,970257","56,11349","55,337867","1,895129"
11/07/2011 21.00,"2,927825","62,81635","29,215598","3,26101"
11/07/2011 22.00,"2,132446","35,887437","34,782923","2,283267"
11/07/2011 23.00,"5,249862","17,977465","52,895989","1,036831"
12/07/2011 0.00,"21,328971","10,3661","65,67997","0,677729"
12/07/2011 1.00,"21,138476","5,085063","72,175052","0,60303"
12/07/2011 2.00,"21,26306","2,932543","71,92917","0,522382"
12/07/2011 3.00,"21,508623","3,310222","71,565876","0,433954"
12/07/2011 4.00,"21,865245","5,014977","63,737459","0,522891"
12/07/2011 5.00,"22,684987","5,107776","63,929254","0,562401"
12/07/2011 6.00,"22,586592","5,343988","69,13495","0,514399"
12/07/2011 7.00,"22,085528","6,639265","70,17678","0,574402"
12/07/2011 8.00,"21,828226","7,048095","77,140787","0,624896"
12/07/2011 9.00,"21,987123","7,954658","77,934193","0,764275"
12/07/2011 10.00,"22,113515","9,074072","75,461889","0,75975"
12/07/2011 11.00,"19,760787","5,86119","76,038987","0,704578"
12/07/2011 12.00,"18,377668","10,87097","77,258252","0,655253"
12/07/2011 13.00,"20,991317","10,386861","85,038473","0,840144"
12/07/2011 14.00,"22,149629","4,47117","81,915578","0,519178"
12/07/2011 15.00,"22,197468","4,221329","78,978557","0,490448"
