, Brindisi,,,,,
,Via Taranto,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
,,,,,,,,
07/06/2007 9.00,,"94,67396104","48,006974","0,47825979","50,2927929","4,9482135"
07/06/2007 10.00,,"89,76750136","43,01925432","0,44949896","70,93775115","4,1386815"
07/06/2007 11.00,,"86,65084576","35,3202804","0,4120996","79,6301058","1,7121195"
07/06/2007 12.00,,"93,88669504","35,013978","0,41909008","85,1189094","4,036473"
07/06/2007 13.00,,"91,17861472","28,22871064","0,37688206","101,35423935","4,258179"
07/06/2007 14.00,,"79,574572","18,06897169","0,32287725","108,15762825","3,5000055"
07/06/2007 15.00,,"79,05188856","20,57774704","0,33280525","97,86139335","2,557755"
07/06/2007 16.00,,"71,17796664","17,21497498","0,34046382","109,29777075","1,823481"
07/06/2007 17.00,,"63,42335352","17,14748329","0,37955445","103,20057195","1,35062685"
07/06/2007 18.00,,"62,93565968","21,4667888","0,39451302","85,18911345","2,628945"
07/06/2007 19.00,,"60,62705352","24,73223624","0,43035427","79,0600146","2,3426595"
07/06/2007 20.00,,"60,54925424","30,53242208","0,49998693","67,02515715","1,4314275"
07/06/2007 21.00,,"53,12017824","26,86853296","0,44393344","63,13881735","2,9396385"
07/06/2007 22.00,,"39,009102","17,0462448","0,37643706","62,1922098","2,467242"
07/06/2007 23.00,,"36,62525864","16,57123134","0,33155899","54,2110527","2,269944"
08/06/2007 0.00,,"38,71337296","20,24808","0,36793285","51,17272755","1,8941625"
08/06/2007 1.00,,"26,13791952","12,07280394","0,33151461","54,2394216","3,168972"
08/06/2007 2.00,,"23,76445832","10,66720861","0,33387397","61,47606465","1,963827"
08/06/2007 3.00,,"23,79040416","11,49914275","0,35048059","56,480046","0,4186989"
08/06/2007 4.00,,"22,3611268","10,49069659","0,34580509","49,8283569","1,483803"
08/06/2007 5.00,,"28,52306304","15,34863545","0,38698877","43,3149612","1,9928115"
08/06/2007 6.00,,"47,93099112","28,9061896","0,46285504","28,0914753","1,895688"
08/06/2007 7.00,,"63,66589072","34,84526312","0,56089346","24,45329355","4,097493"
08/06/2007 8.00,,"98,90468168","50,70526488","0,72825384","22,17436515","3,530007"
08/06/2007 9.00,,"53,99432552","23,3097656","0,52398466","48,8704377","6,958314"
08/06/2007 10.00,,"54,64669992","20,71013392","0,52647717","53,6296299","2,9762505"
08/06/2007 11.00,,"52,0320208","18,4816941","0,45386144","65,65594875","2,3446935"
08/06/2007 12.00,,"61,47009256","23,86655912","0,46040691","71,3128311","2,346219"
08/06/2007 13.00,,"67,65797464","27,4460908","0,44958773","65,0369601","1,70871255"
08/06/2007 14.00,,"68,53992288","37,43451264","0,41802136","55,6745448","2,412324"
08/06/2007 15.00,,"57,74649168","31,07883344","0,44731714","53,0283369","2,291301"
08/06/2007 16.00,,"47,96341864","22,49339896","0,4591151","55,8085689","1,9277235"
08/06/2007 17.00,,"43,0971492","17,63418671","0,46276627","71,9658744","3,0779505"
08/06/2007 18.00,,"50,8738268","23,38244072","0,49918568","68,395782","2,167227"
08/06/2007 19.00,,"65,75400504","36,41698448","0,59904968","53,4218706","3,6657765"
08/06/2007 20.00,,"53,45869784","30,1248984","0,61957378","53,3878359","3,34593"
08/06/2007 21.00,,"47,40828856","27,9937832","0,57242512","51,37693575","5,61384"
08/06/2007 22.00,,"45,81173032","27,4707556","0,51623731","49,8234093","3,2020245"
08/06/2007 23.00,,"40,94678016","24,12873256","0,52086843","52,6071525","8,90892"
09/06/2007 0.00,,"38,30613608","24,52977456","0,35168246","61,820661",
09/06/2007 1.00,,"23,21324784","9,54195646","0,30413318","80,83833765","1,1499219"
09/06/2007 2.00,,,,"0,30426634","70,189686","1,8107685"
09/06/2007 3.00,,"17,04354314","7,25251045",,"66,09700335","1,123785"
09/06/2007 4.00,,"15,75564862","6,57631826","0,30971038",,"1,65765915"
09/06/2007 5.00,,"21,88773472","10,31028983","0,34305912","50,46952995","0,9036045"
09/06/2007 6.00,,"24,62176088","11,16689069","0,33891856","54,43950015","2,1687525"
09/06/2007 7.00,,"24,69439776","13,11239658","0,38504522","77,42840385","3,431358"
09/06/2007 8.00,,"23,83579504","11,30575734","0,37235606","84,5288682","1,6572015"
09/06/2007 9.00,,"26,91222216","11,32912006","0,39497438","81,68840715","2,2196025"
09/06/2007 10.00,,"29,95362144","10,22722682","0,37257915","84,8807463","2,25774"
09/06/2007 11.00,,"31,19741568","9,06433886","0,38215091","86,89451925","1,2645378"
09/06/2007 12.00,,"36,40088544","9,60684974","0,39443944","87,9970161","2,1514635"
09/06/2007 13.00,,"37,9974628","8,13117005","0,35414578","87,2037243","1,6124535"
09/06/2007 14.00,,"42,43699296","5,48350893","0,30414486","88,69504665","3,0230325"
09/06/2007 15.00,,"46,04518552","6,83848788","0,30882037","91,36064595","0,9612684"
09/06/2007 16.00,,"47,37326072","8,86057319","0,35597136","90,30576975","1,8209385"
09/06/2007 17.00,,"50,53142584","11,02023264","0,37021862","91,19645745","1,0561545"
09/06/2007 18.00,,"45,54066608","11,09291158","0,41051346","86,7644253","3,472038"
09/06/2007 19.00,,"35,48780984","11,86384337","0,43010432","80,9825562","2,174346"
09/06/2007 20.00,,"36,71215904","19,25133528","0,51091474","66,7510641","4,83685302"
09/06/2007 21.00,,"35,24787296","19,85613912","0,5688417","68,13788835","4,654809"
09/06/2007 22.00,,"33,74597784","20,94506136","0,55245699","68,39448525","5,667741"
09/06/2007 23.00,,"29,36090144","20,02095352","0,51461029","67,6047645","5,016861"
10/06/2007 0.00,,"23,93177744","17,16046386","0,44079035","56,39072985","2,864889"
10/06/2007 1.00,,"20,0862292","15,12669622","0,36923867","58,48057215","4,5597195"
10/06/2007 2.00,,"15,59871358","12,8645096","0,3448847","57,5856351","3,0515085"
10/06/2007 3.00,,"6,29681254","7,61201998","0,31888269","61,38146175","1,8046665"
10/06/2007 4.00,,"4,9920561","8,54908354","0,33077059","55,99835325","2,594367"
10/06/2007 5.00,,"3,2709693","7,592552","0,32119766","59,4515586","2,019762"
10/06/2007 6.00,,"12,01647068","12,02348198","0,33802738","58,7314833","1,471599"
10/06/2007 7.00,,"12,18507658","8,36089302","0,35125147","74,80118835","1,636353"
10/06/2007 8.00,,"13,92821065","6,69572266","0,35739515","79,79974065","1,7924625"
10/06/2007 9.00,,"21,64519752","9,22527572","0,37979155","76,31311905","1,32560865"
10/06/2007 10.00,,"26,0367556","10,5555937","0,38090466","78,5003373","2,180448"
10/06/2007 11.00,,"34,35296136","12,41414182","0,35663829","86,8312578","0,8972991"
10/06/2007 12.00,,"36,29840224","9,77687051","0,34719968","83,42070555","1,65771"
10/06/2007 13.00,,"37,54867816","7,59904133","0,31776958","87,43687995","0,94291155"
10/06/2007 14.00,,"40,37610552","5,96242478","0,29203387","96,28598175","1,0825965"
10/06/2007 15.00,,"48,75324672","7,98580642","0,30174112","98,4547263","0,8194986"
10/06/2007 16.00,,"56,41447776","11,90148109","0,29426008","100,73291655","1,585503"
10/06/2007 17.00,,"54,32896376","11,00205526","0,32952317","105,5536944","1,0075419"
10/06/2007 18.00,,"51,7739008","14,01182241","0,36264998","101,4394857","0,81365085"
10/06/2007 19.00,,"62,12248608","31,85495248","0,64404221","85,0250247","0,6218955"
10/06/2007 20.00,,"76,14278056","48,54948488","0,83981536","65,8482867","3,635775"
10/06/2007 21.00,,"61,99797664","44,28597344","0,70691098","50,8981557","6,47269752"
10/06/2007 22.00,,"76,50850792","53,29841488","0,71590458","29,02667145","6,1523415"
10/06/2007 23.00,,"55,38597472","41,81742848","0,54283851","39,33938505","4,389372"
11/06/2007 0.00,,"63,8331716","47,99011016","0,59502125","23,34076185","6,377607"
11/06/2007 1.00,,"42,7742124","36,44943112","0,42591821","27,52611225","5,5207845"
11/06/2007 2.00,,,,"0,44118981","29,002512","1,761444"
11/06/2007 3.00,,"23,82153152","20,2364168",,"37,2843555","4,3563195"
11/06/2007 4.00,,"16,79322793","16,03130931","0,29226163",,"2,6162325"
11/06/2007 5.00,,"26,54647568","24,23255416","0,39407736","44,57518275","1,6071651"
11/06/2007 6.00,,"40,30866928","31,34230704","0,4103768","36,2297586","3,6088245"
11/06/2007 7.00,,"65,85906944","42,47674344","0,59035742","28,82262285","5,1180525"
11/06/2007 8.00,,"42,47848336","25,612196","0,43554136","59,11067295","3,789342"
11/06/2007 9.00,,"46,50817632","26,81014048","0,45545109","67,73134725","4,8749895"
11/06/2007 10.00,,"46,10225872","22,49729944","0,40084709","85,6251207","3,078459"
11/06/2007 11.00,,"65,6204136","32,89456424","0,44578589","85,2224898","5,0875425"
11/06/2007 12.00,,"84,1295296","41,98096184","0,43723379","84,9642171","2,588265"
11/06/2007 13.00,,"84,3033304","37,45527696","0,39808477","89,88274995","2,464191"
11/06/2007 14.00,,"76,62785496","26,91396208","0,32905013","103,7332968","2,7504765"
11/06/2007 15.00,,"92,52487304","37,03865216","0,32967384","97,069119","2,962521"
11/06/2007 16.00,,"66,245542","18,17928644","0,31649062","102,78505335","2,266893"
11/06/2007 17.00,,"52,51577592","18,32205548","0,35710899","102,6789393","2,087901"
11/06/2007 18.00,,"48,02567336","20,83602","0,35430346","105,82491465","0,97026885"
11/06/2007 19.00,,"69,39980664","42,83755696","0,52956302","77,2839459","3,782223"
11/06/2007 20.00,,"121,52130904","76,68605624","0,72954098","32,69176575","2,4453765"
11/06/2007 21.00,,"97,3859036","73,51794872","0,86502664","29,0285268","6,790509"
11/06/2007 22.00,,"71,9211228","50,84413344","0,81443122","34,0836174","4,9858425"
11/06/2007 23.00,,"40,98698952","25,9457444","0,53918267","47,31004845","6,3231975"
12/06/2007 0.00,,"31,93669048","21,47977128","0,45215499","49,8524565","4,9644855"
12/06/2007 1.00,,"34,67979864","24,1430152","0,5769955","34,68720465","3,1176135"
12/06/2007 2.00,,"31,37119736","21,51481824","0,46351262","31,08622965","6,942042"
12/06/2007 3.00,,"23,68273944","15,14745672","0,43251274","36,59135235","3,9291795"
12/06/2007 4.00,,"22,8760284","13,36288961","0,44142107","40,91902605","5,85181902"
12/06/2007 5.00,,"51,68053784","30,24560296","0,64179965","18,88227401","4,7905785"
12/06/2007 6.00,,"134,16033648","47,9641452","0,90577933","10,34651289","3,555432"
12/06/2007 7.00,,"90,80764848","52,99341264","0,70878562","28,84879725","9,0853695"
12/06/2007 8.00,,"51,52360088","29,43311768","0,6365892","51,63560745","3,3667785"
12/06/2007 9.00,,"48,32916512","25,30979408","0,48778483","79,44000225","4,674132"
12/06/2007 10.00,,"54,72581848","24,85034048","0,48983467","90,45802815","2,2714695"
12/06/2007 11.00,,"61,72821256","24,10536792","0,46783189","103,28751405","2,5684335"
12/06/2007 12.00,,"66,0549156","23,03202848","0,47660707","114,20283735","2,676744"
12/06/2007 13.00,,"69,31158696","25,82634","0,47495786","102,8119659","1,134972"
12/06/2007 14.00,,"62,99793352","25,1436604","0,41656837","103,8004086","0,4787019"
12/06/2007 15.00,,"56,23291424","20,9982532","0,40899739","100,62055815","0,5635197"
12/06/2007 16.00,,"89,6728","48,72860104","0,51393051","76,27561305","0,7681401"
12/06/2007 17.00,,"91,22528664","48,43788144","0,49090339","78,51587835","1,5331275"
12/06/2007 18.00,,"79,78080032","40,35472936","0,56448038","84,567252","1,378035"
12/06/2007 19.00,,"48,03085488","17,75748012","0,45923658","105,88077465","1,512279"
12/06/2007 20.00,,"53,1422236","26,52070192","0,5415432","90,9469827","0,83653335"
12/06/2007 21.00,,"60,91108112","37,61102848","0,54145443","60,6758901","1,36740735"
12/06/2007 22.00,,"73,44634432","47,33339552","0,76419203","34,38292725","0,28959075"
12/06/2007 23.00,,"57,712764","38,16522168","0,6760057","41,9641467","1,137006"
13/06/2007 0.00,,"40,49283312","25,23709984","0,51366304","55,55853555","1,178703"
13/06/2007 1.00,,"30,96916112","17,53035173","0,45647542","49,87298505","1,1566341"
13/06/2007 2.00,"0,51070892",,,"0,4210675","43,6496424",
13/06/2007 3.00,"0,31254037","24,02904088","12,63088232",,"43,94117175","0,5618925"
13/06/2007 4.00,"0,56420923","19,68157352","9,31612631","0,42928205",,"0,44478495"
13/06/2007 5.00,"0,68517222","24,62046072","13,13576122","0,42812222","65,7893145","0,6926787"
13/06/2007 6.00,"0,66783848","25,76829168","13,22531547","0,44830994","67,05113205","1,1895849"
13/06/2007 7.00,"0,95102009","25,32082632","11,20452458","0,441358","84,1495788","0,3760866"
13/06/2007 8.00,"0,78892555","31,4425532","14,02739565","0,47785683","80,9482422","0,21412935"
13/06/2007 9.00,"0,78411514","43,84940648","19,94309688","0,5331593","75,90306675","1,1452437"
13/06/2007 10.00,"0,59156856","44,57181744","14,85024588","0,40285605","96,61491735","0,71835795"
13/06/2007 11.00,"1,39810956","54,42234584","16,54656272","0,42117146","96,9208107","1,3512879"
13/06/2007 12.00,"1,35297917","128,22409272","54,770196","0,43003891","50,78118885","0,67360995"
13/06/2007 13.00,"1,24485275","131,14748336","60,24461528","0,41653566","48,41827095","0,98247285"
13/06/2007 14.00,"1,28917157","159,96103656","71,01175648","0,40263179","42,44404395","3,1196475"
13/06/2007 15.00,"0,9514574","143,0368156","64,08762056","0,41185666","60,6549027","0,47529495"
13/06/2007 16.00,"0,5190168","89,3771092","31,1748732","0,46662534","89,0453487","0,69618735"
13/06/2007 17.00,"0,55334055","73,1480532","21,57971152","0,42785475","88,61057835","0,6755931"
13/06/2007 18.00,"0,80045019","95,94886352","42,74021704","0,48538693","83,88613905","0,48505815"
13/06/2007 19.00,"0,42294589","75,4229508","31,60446136","0,50312301","96,41310315","0,71886645"
13/06/2007 20.00,"1,00598894","78,81585216","39,01791632","0,51778491","87,38062095","0,7730217"
13/06/2007 21.00,"0,66277788","63,76573536","31,85367144",,"84,25154325","1,27689435"
13/06/2007 22.00,"0,82084409","41,07907144","16,48556227",,"94,20384015","0,87660315"
13/06/2007 23.00,"0,27731048","37,86127104","18,03652314",,"72,5233173","0,86470425"
14/06/2007 0.00,"0,5869463","43,56665992","23,05667416","0,53405048","44,4231837","0,47773575"
14/06/2007 1.00,"0,87693774","43,21647712","24,04307496","0,50446037","39,3411606","0,8863155"
14/06/2007 2.00,"0,2682846","36,480004","19,57968304","0,52446938","38,0715426","0,54719685"
14/06/2007 3.00,"0,11721434","30,52687728","14,43882554","0,46889944","40,5045648","0,96762465"
14/06/2007 4.00,"0,13657802","28,27404416","13,06956395","0,42498848","37,52844375","0,45556515"
14/06/2007 5.00,"0,05759169","52,19151984","28,78160368","0,5112336","19,7629887","0,7591905"
14/06/2007 6.00,"0,05421932","86,52895576","41,07763744","0,63342742","16,6976333","0,89257005"
14/06/2007 7.00,"0,0110253","57,56358976","34,25602296","0,62705482","37,05898035","0,5450103"
14/06/2007 8.00,"0,05106459","43,08416672","20,25588096","0,51987914","71,35566375","1,0320516"
14/06/2007 9.00,"0,00240521","42,40456544","17,76527152","0,49964821","84,10000305","0,8173629"
14/06/2007 10.00,"0,03229382","57,04094456","21,29029208","0,4748247","94,05373635",
14/06/2007 11.00,"0,01446072","44,40449832","22,10015792","0,47295474","113,1433128",
14/06/2007 12.00,"0,05028353","35,2465728","17,31101856","0,48863981","115,5904596",
14/06/2007 13.00,"0,00871366","35,76535576","17,74321086","0,45223208","108,9881667",
14/06/2007 14.00,"0,05112662","27,36226872","13,86256978","0,41368341","119,3433738","0,82544805"
14/06/2007 15.00,"0,02988963","34,01574192","20,0586008","0,48436142","132,33196095","0,9115371"
14/06/2007 16.00,"0,02520431","38,36967184","24,17674288","0,44929106","122,49940395","0,65642265"
14/06/2007 17.00,"0,01011915","38,7665648","24,76080152","0,48222282","135,57722745","0,26721675"
14/06/2007 18.00,"0,02133158","42,9233484","25,51485608","0,54287472","142,92233865","0,44763255"
14/06/2007 19.00,"0,015554","47,3447528","26,49473696","0,60312483","134,7125745","1,0286955"
14/06/2007 20.00,"0,00471583","66,71505272","40,1055384","0,63342742","105,1707741","0,7772931"
14/06/2007 21.00,"0,01417901","66,69560768","42,97254416","0,67491595","77,11391205","0,97077735"
14/06/2007 22.00,"0,0181148","58,74126704","37,32809072","0,62620802","84,4618362","0,8240751"
14/06/2007 23.00,"0,01752088","78,44100456","50,0615136","0,74113805","67,19559","1,4476995"
15/06/2007 0.00,"0,00293608","77,6407752","45,7538732","0,62848094","50,8782057","0,39057885"
15/06/2007 1.00,,"64,91744768","39,7317424","0,63721525","44,3587452","1,625166"
15/06/2007 2.00,"1,55102365",,,"0,51069982","58,8917217","0,74835945"
15/06/2007 3.00,"1,24479275","40,51487848","18,36358794",,"58,10858445","0,8009892"
15/06/2007 4.00,"1,59438853","43,99986176","19,78474504","0,42661901",,"0,7273584"
15/06/2007 5.00,"1,31212526","62,90065096","31,43964696","0,4987652","34,46133075","1,56618"
15/06/2007 6.00,"2,25352657","87,73254064","47,28924744","0,57068714","43,3861827","1,0084572"
15/06/2007 7.00,"2,04127765","68,66443232","39,41247664","0,54540227","69,99339795","1,204128"
15/06/2007 8.00,"2,41310709","48,89723944","24,72185408","0,46785174","90,2810916","0,96467535"
15/06/2007 9.00,"2,14708633","43,25798664","23,40970584","0,44189762","87,20777415","1,15780365"
15/06/2007 10.00,"2,04616535","39,36446632","24,3506584","0,38685094","86,80294875","0,5733846"
15/06/2007 11.00,"2,08779523","35,1480092","26,62324248","0,3841809","103,05142575","0,8879427"
15/06/2007 12.00,"1,76548047","24,770916","21,7237616","0,37003291","107,8162239","0,54424755"
15/06/2007 13.00,"2,24043778","59,71399704","42,29116472","0,3760633","84,55454385","1,046493"
15/06/2007 14.00,"1,86356199","39,12192912","26,34418608","0,31327512","90,73174215","0,47254905"
15/06/2007 15.00,"1,94855675","21,73079776","12,60881975","0,28301224","95,42019165","0,77998815"
15/06/2007 16.00,"1,5929688","26,78641256","14,55174253","0,28152654","90,03736245","0,156618"
15/06/2007 17.00,"1,56616169","22,65295536","10,42710347","0,30438547","104,056806","0,8482797"
15/06/2007 18.00,"1,35217879","24,45574192","10,41282083","0,3202107","104,4074472","0,2628945"
15/06/2007 19.00,"1,36747447","39,02722776","23,6926436","0,43323106","88,0687962","0,47671875"
15/06/2007 20.00,"0,89456642","45,64701152","28,5479764","0,50287422","74,67837615","1,05315435"
15/06/2007 21.00,"1,02733984","38,34502616","22,19749784","0,42818296","76,7545926","1,0331703"
15/06/2007 22.00,"0,68247514","32,65130048","14,2558242","0,37243198","71,3516139","0,6392862"
15/06/2007 23.00,"1,34350582","31,63449888","13,31227323","0,34939435","71,93002425","0,4927365"
16/06/2007 0.00,"0,74460469","34,92491704","13,51603698","0,34107235","68,14219755","0,30474405"
16/06/2007 1.00,"0,89772014","32,58388336","10,19089308","0,33022981","63,78842925","0,14904135"
16/06/2007 2.00,"0,67932142","35,98454744","11,19154593","0,32842992","54,68512455","0,36901845"
16/06/2007 3.00,"1,12479183","32,06250008","11,30446482","0,35022947","54,7052541","0,1103445"
16/06/2007 4.00,"0,69966346","26,37007456","7,82616781","0,34330557","56,884233","0,53489115"
16/06/2007 5.00,"1,30471439","37,16608696","15,90282674","0,38020386","43,6771335","0,6086745"
16/06/2007 6.00,"1,13583035","65,85906944","35,61230016","0,60986419","24,71016975","0,6332859"
16/06/2007 7.00,"0,760058","49,6287324","25,0761668","0,46834347","49,9890342","0,8732979"
16/06/2007 8.00,"0,89078216","58,51557456","33,355318","0,76639605","44,23124475","0,90985905"
16/06/2007 9.00,"1,48258667","45,80264832","26,32732224","0,67776704","52,67975055","1,17972"
16/06/2007 10.00,"1,21593537","35,95472024","22,53752792","0,57671752","62,4982827","1,056663"
16/06/2007 11.00,"1,19859044","26,62299392","18,68286326","0,3860567","87,6125796","1,536687"
16/06/2007 12.00,"0,66828392","22,81117336","16,90478357","0,34665539","100,08015255","0,66557565"
16/06/2007 13.00,"0,95984969","25,11071664","18,12218074","0,31627922","100,45860405","0,66964365"
16/06/2007 14.00,"0,56531267","22,7294736","17,0657147","0,30213357","103,39300965","0,226791"
16/06/2007 15.00,"0,73845489","26,86553112","18,5751431","0,30881102","92,58433905","0,321372"
16/06/2007 16.00,"0,58376309","33,71355032","23,44993432","0,30170491","90,68174745","0,18056835"
16/06/2007 17.00,"0,59669322","31,4632984","23,54859352","0,33003709","95,568081","0,4521582"
16/06/2007 18.00,"0,6493606","32,74600184","22,1338856","0,36314054","102,691029","1,0083555"
16/06/2007 19.00,"0,67033318","81,538196","55,57488032","0,58426747","57,8688453","1,548891"
16/06/2007 20.00,"0,58376309","121,96749336","81,37399344","0,68942602","24,28312005","1,51131285"
16/06/2007 21.00,"1,00731409","96,89178544","61,30887272","0,88473314","36,58612545","4,833801"
16/06/2007 22.00,"0,71322515","92,29139872","59,34259104","0,91122338","48,26836665","2,3945265"
16/06/2007 23.00,"1,13456825","69,6462252","42,21068864","0,71493397","63,87385515","2,2745205"
17/06/2007 0.00,"0,88967872","71,75770416","42,47934376","0,6208539","45,07700505","1,2724704"
17/06/2007 1.00,,"82,14125992","51,11408872","0,63153059","25,3503852","1,839753"
17/06/2007 2.00,"1,44450409",,,"0,51020109","47,73370665","0,76391955"
17/06/2007 3.00,"0,84184311","40,32031336","13,11629132",,"62,9086542","0,7651908"
17/06/2007 4.00,"0,93498404","39,36188512","12,19739942","0,37594883",,"0,2378763"
17/06/2007 5.00,"0,59422293","45,28774672","17,06701677","0,36681974","48,07517085","0,63231975"
17/06/2007 6.00,"0,66691911","39,21921168","12,04295188","0,27753082","61,05268575","0,9294363"
17/06/2007 7.00,"0,53970054","38,52270832","14,07801011","0,28750554","56,87850735","0,48536325"
17/06/2007 8.00,"0,56631238","29,06649168","8,97608476","0,30799109","70,37787435",0
17/06/2007 9.00,"0,49199409","28,21437064","9,52119022","0,35577514","72,8311059","0,4003929"
17/06/2007 10.00,"1,0089779","28,36482592","10,33105989","0,3527909","75,15055275","0,642744"
17/06/2007 11.00,"0,62180804","20,82680416","9,52508497","0,35394838","81,64140495","0,6963399"
17/06/2007 12.00,"0,95510538","17,31590754","7,77295685","0,35951507","88,1141226","0,66944025"
17/06/2007 13.00,"1,04110697","17,33795673","5,3147864","0,33110347","87,09617385","0,4374117"
17/06/2007 14.00,"1,05830749","16,85159173","4,67623194","0,32224186","90,9693666","0,5171445"
17/06/2007 15.00,"0,8457372","17,21863646","4,59836191","0,32593741","90,583374","0,767835"
17/06/2007 16.00,"0,56047073","15,71933401","5,98838209","0,31796698","90,2531217","0,31165965"
17/06/2007 17.00,"0,39690561","17,43263706","7,65095595","0,32829794","91,51841055","0,65225295"
17/06/2007 18.00,"0,50335296","25,4440356","12,93588456","0,36200875","83,8277853","0,31196475"
17/06/2007 19.00,"0,57085634","31,02881552","14,19482375","0,40988274","77,3633868","0,6118272"
17/06/2007 20.00,"0,67405845","34,3724064","14,88658918","0,47071451","71,6180661","0,37461195"
17/06/2007 21.00,"0,42514058","43,03879496","19,23963384","0,50362525","68,5503147","0,6043014"
17/06/2007 22.00,"0,4569442","46,14894976","18,28312142","0,45748808","72,3851835","0,68042385"
17/06/2007 23.00,"0,41021204","49,04507528","24,49990912","0,44769206","64,2312195","0,1989252"
18/06/2007 0.00,"0,18076565","53,8789172","26,99701936","0,4246229","62,5067814","0,45820935"
18/06/2007 1.00,"0,22360474","44,56923624","19,49662576","0,3461111","64,35871995","0,97098075"
18/06/2007 2.00,"0,12526999","38,05971752","13,49007776","0,29596653","69,44700735","0,6831189"
18/06/2007 3.00,"0,24502378","44,69632688","17,8613151","0,31658523","53,59545555","0,88392555"
18/06/2007 4.00,"0,24372507","42,67174832","15,47063634","0,33747141","48,36640095","1,4700735"
18/06/2007 5.00,"0,30863204","72,86272544","32,42602864","0,49663243","26,1096822","1,2627072"
18/06/2007 6.00,"0,55235813","158,32685016","53,12968088","0,84029541","10,46784879","2,3965605"
18/06/2007 7.00,"0,65426153","185,97188456","64,85205728","0,96948555","11,8125546","2,169261"
18/06/2007 8.00,"0,53483318","128,24095656","69,71909152","0,78676714","32,52737775","2,0151855"
18/06/2007 9.00,"0,27423202","109,87965728","63,08305576","0,42168421","31,92608475","1,88495865"
18/06/2007 10.00,"0,25183869","68,8083868","46,7337732","0,39131154","50,0887443","1,921113"
18/06/2007 11.00,"0,20867518","56,17454088","41,45401464","0,36387989","55,4446011","0,95735295"
18/06/2007 12.00,"0,49459049","44,51344408","33,92377472","0,37073838","67,35261645","2,5571448"
18/06/2007 13.00,"0,30441353","47,41478936","34,99321368","0,33800635","65,7403572","0,65428695"
18/06/2007 14.00,"0,36867165","40,32683328","27,87827928","0,29890638","76,5050181","1,4995665"
18/06/2007 15.00,"0,27617855","27,40377824","22,51158208","0,29191474","88,7816097","0,22501125"
18/06/2007 16.00,"0,21484227","30,85631488","26,72576392","0,33337523","86,56039665","0,3982572"
18/06/2007 17.00,"0,25897905","18,73350067","13,60428726","0,32941221","94,77496875","0,8464491"
18/06/2007 18.00,"0,12234917","37,73546144","22,36233136","0,37047091","86,93940675","0,280692"
18/06/2007 19.00,"0,16843351","40,37998688","18,11829555","0,43179325","82,0287741","0,31745655"
18/06/2007 20.00,"0,25346183","46,56396848","22,6426688","0,44390658","71,0404737","0,77175045"
18/06/2007 21.00,"0,17719598","82,5913256","53,58263368","0,72299434","29,9703264","0,6632874"
18/06/2007 22.00,"0,237559","116,33342208","67,08829424","0,89075184","13,94597369","1,621098"
18/06/2007 23.00,"0,07691469","76,66026336","45,7110444","0,62324013","23,396562","2,8409895"
19/06/2007 0.00,"0,11845508","88,13979664","49,5592312","0,71720573","20,9928264","1,222434"
19/06/2007 1.00,,"58,898204","33,57464352","0,46122918","32,338551","2,443851"
19/06/2007 2.00,"1,42816802",,,"0,43308389","32,7983985","1,5237711"
19/06/2007 3.00,"0,90146372","35,37106312","14,96835012",,"37,53973545","1,288539"
19/06/2007 4.00,"1,26214887","36,39178432","17,43431006","0,33753798",,"0,1862127"
19/06/2007 5.00,"0,85773882","47,63008056","24,29744744","0,39536216","26,6438634","0,3360168"
19/06/2007 6.00,"1,43419883","93,72583848","36,6402296","0,5541833","13,88913015","0,587826"
19/06/2007 7.00,"1,55632629","92,74792696","45,58643936","0,62608771","12,80007362","0,87467085"
19/06/2007 8.00,"1,14320462","89,2214724","56,56644352","0,46993195","41,7343626","0,7874631"
19/06/2007 9.00,"1,09914512","79,6251444","53,47231128","0,4431065","46,5881577","2,6243685"
19/06/2007 10.00,"1,20703255","59,3080412","42,27428176","0,43928714","42,780381","0,6815934"
19/06/2007 11.00,"1,26399167","25,1029348","22,79061936","0,3407348","75,91878735","0,83938095"
19/06/2007 12.00,"1,70023179","28,76169976","24,29484712","0,41974533","77,34385575","1,523466"
19/06/2007 13.00,"1,43419883","28,58661792","20,26886344","0,31164459","79,2197742","0,2174346"
19/06/2007 14.00,"1,93342989","32,45417328","24,2286728","0,28002333","66,4832154","0,55990935"
19/06/2007 15.00,"1,29364434","17,27570201","11,95339762","0,27389366","71,32458165","0,5317893"
19/06/2007 16.00,"1,28409471","22,64647368","11,09160951","0,30618186","70,1825838","0,74957985"
19/06/2007 17.00,"1,14454502","22,87342808","13,49656709","0,37875203","72,86496105","0,3048966"
19/06/2007 18.00,"0,92609037","26,48810232","16,96189118","0,67174366","67,0279701","1,31828625"
19/06/2007 19.00,"0,99628371","31,19483448","18,50246606","0,37964088","59,7079161","1,92685905"
19/06/2007 20.00,"0,79340848","49,03083088","31,27351328","0,55924541","38,0943654","0,9576072"
19/06/2007 21.00,"0,93748179","50,14489592","33,55776056","0,56151016","44,3614983","1,46442915"
19/06/2007 22.00,"0,88772608","47,49520808","28,36887936","0,56923882","41,63495175","1,0319499"
19/06/2007 23.00,"0,81920774","44,2229348","22,62320464","0,51243547","43,9990068","1,646523"
