"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
07/12/2012 14.00,"3,88691705","23,61218664","35,87107024","0,46726403","5,86080599","1,13645377"
07/12/2012 15.00,"3,19240571","17,16889578","25,3065628","0,4201957",,"0,97407955"
07/12/2012 16.00,"3,96870419","31,30075928","52,12605296","0,54503943","4,1514039","0,88551207"
07/12/2012 17.00,"6,54477027","73,93585456","149,66568136","1,19223887",,"3,66030301"
07/12/2012 18.00,"5,58094819","81,86522448","143,6567816","1,04264704","4,39560509","4,42188549"
07/12/2012 19.00,"5,40381831","62,68266384","103,16913","0,84939335",,"3,68544528"
07/12/2012 20.00,"3,7802785","42,53773624","58,01367456","0,62721387","25,88521957","2,68313991"
07/12/2012 21.00,"3,57874774","34,1658148","42,97459","0,52616876",,"1,83818072"
07/12/2012 22.00,"4,00756478","42,05753744","49,82780984","0,57603192","23,19902039","2,09917953"
07/12/2012 23.00,"3,1711677","18,93984562","21,79695296","0,39946103",,"1,43232755"
08/12/2012 0.00,"3,3790242","16,14098163","19,9007652","0,39459599","24,90842056","1,25811239"
08/12/2012 1.00,"3,66369775","7,1843725","9,17804167","0,27731311",,"1,12753265"
08/12/2012 2.00,"3,99355662","2,53474414","3,83256002","0,2205112","23,93161964","0,71000024"
08/12/2012 3.00,"4,63294147","0,94290471","1,83392157","0,22712491",,"0,53919103"
08/12/2012 4.00,"4,92529642","1,06750019","1,73210948","0,24990881","13,18680954","1,38431294"
08/12/2012 5.00,"4,63158581","0,15834037","0,39363109","0,20484661",,"0,45111069"
08/12/2012 6.00,"5,17427226","0,07787194","0,50192868","0,21030114","8,30280876","0,38638779"
08/12/2012 7.00,"5,45035928","0,91305266","1,80538879","0,21155585",,"0,86572227"
08/12/2012 8.00,"5,68623209","2,47439377","3,83191186","0,2672743","4,88400507","0,43715948"
08/12/2012 9.00,"5,18330932","6,55230737","8,20141884","0,25996276",,"0,60650931"
08/12/2012 10.00,"5,75762651","12,17468677","14,98978555","0,26930723","3,41880298","0,64771001"
08/12/2012 11.00,"5,14309409","11,10589024","14,62014624","0,3270155",,"0,61186178"
08/12/2012 12.00,"4,9862971","21,94635664","29,54378424","0,39702851","3,41880298","1,1961476"
08/12/2012 13.00,"5,60670371","25,43177968","34,45087488","0,46223705",,"1,60784039"
08/12/2012 14.00,"6,0901967","33,49351736","43,82671104","0,49752607","7,32600689","1,69997652"
08/12/2012 15.00,"6,38164754","18,95347436","23,5193208","0,32020491",,"1,41837736"
08/12/2012 16.00,"7,52079128","9,01112598","10,88291471","0,24303764","7,08180714","0,90449132"
08/12/2012 17.00,"5,0057279","5,596424","6,16711394","0,29247558",,"0,63035389"
08/12/2012 18.00,"5,09158202","15,54785055","18,65892502","0,30715109","12,94260979","0,87140018"
08/12/2012 19.00,"6,34866115","24,73223624","29,727298","0,38364965",,"1,20085224"
08/12/2012 20.00,"8,52663682","23,44020224","30,98795608","0,33909655","7,32600689","1,64531074"
08/12/2012 21.00,"7,16833874","24,71990384","31,77392192","0,36970343",,"1,24578432"
08/12/2012 22.00,"9,02549159","24,62126376","32,99048928","0,38340616","4,39560509","1,3174818"
08/12/2012 23.00,"9,47328788","17,8424972","24,13280512","0,37647441",,"1,31164219"
09/12/2012 0.00,"6,64734286","9,74766854","12,68246617","0,34684031","6,10500622","1,28455236"
09/12/2012 1.00,"7,42544854","9,42125381","18,8411501","0,30605599",,"1,72722805"
09/12/2012 2.00,,"12,08058578","20,20490704","0,29867921","18,55920982","1,12964089"
09/12/2012 3.00,"7,96949066",,,"0,28556364",,"1,06264703"
09/12/2012 4.00,"8,48958344","33,55257904","35,39960928","0,29835417","10,7448101","2,09755742"
09/12/2012 5.00,"7,12721939","17,31750789","23,52710264","0,28412486",,"1,39437005"
09/12/2012 6.00,"8,1981326","12,69773158","14,84646968",,"6,83760691","1,6067044"
09/12/2012 7.00,"8,17373273","13,27009069","17,3405494","0,29509217",,"2,09934123"
09/12/2012 8.00,"7,6134237","10,36610111","11,90946942","0,2447898","7,08180714","1,38739547"
09/12/2012 9.00,"6,4738274","8,55622103","10,53273","0,21602129",,"1,90647227"
09/12/2012 10.00,"5,71786181","15,81586898","26,09836024","0,33891248","8,30280876","1,28779761"
09/12/2012 11.00,"5,03148444","11,77947828","17,97931036","0,23441897",,"1,32088875"
09/12/2012 12.00,"5,31434977","14,02090441","21,2120148","0,29018985","6,83760691","1,2483797"
09/12/2012 13.00,"4,62751984","16,46739445","22,95124648","0,24347219",,"1,64336522"
09/12/2012 14.00,"5,02515769","19,44601512","24,09647712","0,19476936","5,86080599","2,15060007"
09/12/2012 15.00,"4,16797517","7,56789102","9,43549056","0,14212301",,"1,33581221"
09/12/2012 16.00,"3,89505101","9,06952994","11,28562589","0,19197453","11,47741032","1,10044282"
09/12/2012 17.00,"3,28142169","8,51923339","11,79533641","0,19499304",,"1,36160333"
09/12/2012 18.00,"2,95834113","10,62827073","14,93596084","0,19229723","13,67521","1,14553761"
09/12/2012 19.00,"3,19105005","13,51797958","18,68421505","0,21057259",,"1,38025715"
09/12/2012 20.00,"3,06814357","12,09162184","17,58243652","0,18664232","11,47741032","0,81381459"
09/12/2012 21.00,"2,80018848","13,71979882","21,41952416","0,18224678",,"0,68339756"
09/12/2012 22.00,"2,55437653","10,26097744","14,29006621","0,11910145","11,47741032","0,69280583"
09/12/2012 23.00,"2,39938776","5,24924304","6,24428417","0,11164428",,"0,99046342"
10/12/2012 0.00,"1,52774554","4,65871228","5,23653589","0,11812984","13,18680954","1,28649992"
10/12/2012 1.00,"3,52859032","11,48032485","35,81399704","0,07830897",,"0,97553996"
10/12/2012 2.00,"3,50780487","1,4347973","1,60306095","0,10862344","7,08180714","0,78915844"
10/12/2012 3.00,"3,92848896","1,7333083","1,99280112","0,12203492",,"0,86475002"
10/12/2012 4.00,"4,14718972","2,05063721","2,4538761","0,1033157","6,83760691","0,5106418"
10/12/2012 5.00,"5,59134091","3,30048866","4,06796164","0,10150063",,"0,57276932"
10/12/2012 6.00,"5,61438613","4,72100906","6,16711394","0,11179107","8,79120922","1,32510625"
10/12/2012 7.00,"5,40698118","10,66266187","13,0884201","0,14365499",,"0,7025375"
10/12/2012 8.00,"8,3915304","27,0969596","37,23417328","0,22326293","4,39560509","0,97197131"
10/12/2012 9.00,"7,85878411","34,6771792","54,99950216","0,39545576",,"1,55495944"
10/12/2012 10.00,"7,81721321","22,49406816","35,37366344","0,27621568","4,63980484","1,28276854"
10/12/2012 11.00,"6,73319597","16,61925122","25,37334896","0,37624957",,"1,47174545"
10/12/2012 12.00,"4,84531649","15,45505354","23,16525664","0,24458127","11,47741032","0,87286059"
10/12/2012 13.00,"5,08570682","12,74120663","20,5920488","0,18244133",,"0,83895788"
10/12/2012 14.00,"4,43999623","15,0929456","24,0731316","0,2267556","5,61660624","1,40475159"
10/12/2012 15.00,"4,22626554","14,34537654","20,5356448","0,28390934",,"0,97683765"
10/12/2012 16.00,"4,22355422","23,29550208","29,39981064","0,26348805","3,17460299","0,97375614"
10/12/2012 17.00,"4,77482619","52,5904204","73,34973096","0,59312247",,"2,25717353"
10/12/2012 18.00,"4,83627943","42,35928928","56,73873384","0,54215139","4,88400507","2,67065014"
10/12/2012 19.00,"4,06269126","34,54221112","43,72942848","0,40094524",,"1,87402997"
10/12/2012 20.00,"4,66276499","34,86925872","46,02830256","0,40651743","16,84980965","2,00996219"
10/12/2012 21.00,"3,98271235","35,19372512","43,98167864","0,41352607",,"1,93274951"
10/12/2012 22.00,"4,51500608","24,45513008","30,10860816","0,29166824","26,86202049","1,58285982"
10/12/2012 23.00,"4,46394556","10,44008213","12,33941704","0,22206065",,"1,6376873"
11/12/2012 0.00,"4,61034881","7,16879735","9,51590354","0,27542115","15,38461018","2,07225242"
11/12/2012 1.00,"5,23708116","3,64961604","5,12759013","0,19189298",,"1,48553292"
11/12/2012 2.00,,"6,193446","9,99643312","0,21403613","15,38461018","2,2753402"
11/12/2012 3.00,"6,61254926",,,"0,11800868",,"2,50324787"
11/12/2012 4.00,"7,18957675",,,"0,11607711","8,54700947","0,59353239"
11/12/2012 5.00,"7,84568006",,,"0,11639515",,"0,60667101"
11/12/2012 6.00,"6,51810962",,,,"6,34920597","0,56157621"
11/12/2012 7.00,"6,20542178",,,"0,22689307",,"1,0297186"
11/12/2012 8.00,"6,52940645",,,"0,26894258","4,63980484","0,71454115"
11/12/2012 9.00,"4,9420159",,,"0,30550145",,"0,8673454"
11/12/2012 10.00,"4,52675446",,,"0,2710489","0,97680098","0,93433824"
11/12/2012 11.00,"4,57193977",,,"0,29381533",,"0,7164887"
11/12/2012 12.00,"4,13227847",,,"0,21997647","6,59340715","1,28682434"
11/12/2012 13.00,"3,63161547",,,"0,23576571",,"0,65144138"
11/12/2012 14.00,"3,73328394",,,"0,26124543","4,1514039","1,22404798"
11/12/2012 15.00,"3,46939685",,,"0,26011188",,"0,64187141"
11/12/2012 16.00,"3,94565897",,,"0,25990917","3,17460299","0,65517276"
11/12/2012 17.00,"3,98361544",,,"0,29991178",,"0,75833927"
11/12/2012 18.00,"4,0129864",,,"0,25589924","10,25640965","1,44108697"
11/12/2012 19.00,"3,45764847",,,"0,26181278",,"0,88924344"
11/12/2012 20.00,"4,99985371","35,79334744","43,17498672","0,28042715","12,21000957","0,96272576"
11/12/2012 21.00,"5,49554663","28,0703588","34,74853504","0,23744681",,"0,75720328"
11/12/2012 22.00,"2,90140642","25,98079136","30,98082432","0,30785125","7,08180714","0,86556056"
11/12/2012 23.00,"2,34787569","27,93992216","37,96243496","0,24697651",,"1,03036745"
12/12/2012 0.00,"3,21047984","30,55320552","35,44174976","0,18839565","10,98900986","0,93482538"
12/12/2012 1.00,"3,10926291","16,97746251","24,28972296","0,2059289",,"0,79856772"
12/12/2012 2.00,"3,09706196","14,46997202","17,55390374","0,29754566","10,25640965","0,78510366"
12/12/2012 3.00,"3,99355662","12,6114239","13,58191877","0,19626522",,"1,09103455"
12/12/2012 4.00,"4,08438082","9,69899858","10,93609126","0,17181071","14,40781021","0,63473411"
12/12/2012 5.00,"2,8096781","11,41089248","16,93524746","0,20481516",,"0,67820679"
12/12/2012 6.00,"2,39125379","11,8138809","12,92954054","0,22694433","7,57020807","0,65452391"
12/12/2012 7.00,"4,57600676","21,0839108","25,2079992","0,22391533",,"1,38285355"
12/12/2012 8.00,"4,9777126","36,1561112","47,33243952","0,34730747","8,05860806","1,480991"
12/12/2012 9.00,"4,4024913","40,43778664","67,62942848","0,50322874",,"1,56323273"
12/12/2012 10.00,"5,45352317","33,56361128","50,5716352","0,50114339","5,61660624","2,39213248"
12/12/2012 11.00,"3,11920409","23,75235536","35,2134952","0,41722728",,"1,74701786"
12/12/2012 12.00,"1,66917871","30,6881736","45,87398504","0,36488965","4,1514039","1,6375256"
12/12/2012 13.00,"1,48527053","31,137876","44,96025936","0,35105528",,"1,58058886"
12/12/2012 14.00,"2,45586991","31,02887288","45,7883848","0,37169442","3,66300392","1,83396322"
12/12/2012 15.00,"1,3772753","28,1501848","37,88721688","0,46634484",,"1,65715268"
12/12/2012 16.00,"3,13772976","42,13151272","79,04345664","0,62479882","6,34920597","2,29999635"
12/12/2012 17.00,"2,39757953","62,60415712","94,30171376","0,57873822",,"2,69806439"
12/12/2012 18.00,"2,4685224","61,13690744","105,59188256","0,6931785","7,08180714","2,7363463"
12/12/2012 19.00,"2,6908386","58,4100704","105,3007232","0,73216872",,"3,15404041"
12/12/2012 20.00,"2,24439899","56,4386072","93,38345664","0,73143943","18,31501007","3,08477559"
12/12/2012 21.00,"1,05103085","62,23879304","104,21254664","0,89600849",,"3,54107705"
12/12/2012 22.00,"1,03928247","50,16143472","67,189114","0,62971978","20,51280975","3,16198928"
12/12/2012 23.00,"0,26930974","38,44944048","47,34345264","0,54924857",,"2,41176058"
13/12/2012 0.00,"0,64345183","28,81858176","40,08494616","0,9000592","26,12940979","3,52112554"
13/12/2012 1.00,"0,86847935","21,9781532","28,92576848","0,79807743",,"5,3091824"
13/12/2012 2.00,,"14,67697853","17,36778584","0,59066782","14,65200996","5,52232831"
13/12/2012 3.00,"0,93399856",,,"0,43215442",,"6,38140041"
13/12/2012 4.00,"0,67553411","30,63821304","32,04238584","0,44162704","21,24542046","3,2004329"
13/12/2012 5.00,"0,54449366","18,99176025","21,16012312","0,41667973",,"4,76788313"
13/12/2012 6.00,"0,37956372","23,33573056","29,62030248",,"18,31501007","2,79214706"
13/12/2012 7.00,"0,6262808","30,42860048","43,60103768","0,5335933",,"2,35758194"
13/12/2012 8.00,"0,94845827","43,72464848","78,99353432","0,61956914","10,01220989","2,02861702"
13/12/2012 9.00,"2,87158289","54,03040496","138,79961328","1,04133991",,"3,43807223"
13/12/2012 10.00,"2,58781345","54,70075216","111,6215084","0,97335168","15,14041042","4,7690181"
13/12/2012 11.00,"1,66917871","35,69470736","64,56143328","0,65329822",,"3,92032753"
13/12/2012 12.00,"2,19876112","28,99056616","46,44465968","0,57265109","27,35042","2,17103872"
13/12/2012 13.00,"0,22457496","28,39742552","44,95960928","0,53630892",,"2,20867178"
13/12/2012 14.00,"0,63577043","24,04695632","35,776388","0,51513737","14,16361046","1,99763513"
13/12/2012 15.00,"0,29054775","24,56027096","33,97941392","0,51046223",,"1,89560359"
13/12/2012 16.00,"0,39040901","34,16193344","51,86990232","0,68939458","8,30280876","2,12886373"
13/12/2012 17.00,"1,2941325","43,02380488","57,71922656","0,74599028",,"3,19410716"
13/12/2012 18.00,"1,65155613","66,76902848","106,7124484","1,00648894","15,87300968","3,83143563"
13/12/2012 19.00,"4,30760113","71,71326928","178,00779272","1,19902033",,"4,49325855"
13/12/2012 20.00,"3,91493235","68,993564","169,44581848","1,92806452","21,73381996","6,35220234"
13/12/2012 21.00,"1,7387649","50,46190552","73,10008112","0,82028699",,"4,00824617"
13/12/2012 22.00,"2,35691276","43,20420208","53,22459256","0,80979267","31,25761986","2,9027753"
13/12/2012 23.00,"1,50244156","35,15026536","41,6640096","0,72683884",,"3,92373347"
14/12/2012 0.00,"2,19243436","23,50444544","27,17615464","0,56274976","36,63003159","2,33308851"
14/12/2012 1.00,"2,90682805","19,26754904","21,36051984","0,48563491",,"2,64858937"
14/12/2012 2.00,"3,03606129","18,37267186","19,7153012","0,46687142","27,8388195","2,45993791"
14/12/2012 3.00,"2,37317967","11,32003806","12,6299397","0,37875315",,"1,75853538"
14/12/2012 4.00,"3,13818233","7,6691276","8,96793199","0,300923","17,82661057","1,78221826"
14/12/2012 5.00,"2,74777331","10,27135195","17,34574048","0,29414619",,"1,12931646"
14/12/2012 6.00,"3,3993581","24,7582012","53,56829368","0,34535959","16,60560989","2,09966566"
14/12/2012 7.00,"5,44132324","46,07768952","121,60495904","1,06187886",,"2,41987116"
14/12/2012 8.00,"6,09832965","58,66899344","154,4625452","1,59910813","13,18680954","4,16883555"
14/12/2012 9.00,"4,21180583","50,70979632","92,14419384","1,17795014",,"5,78446209"
14/12/2012 10.00,"2,2819029","44,62537256","72,47686472","0,79086608","15,87300968","3,09191391"
14/12/2012 11.00,"1,91996176","34,07237536","55,73942704","0,51105405",,"2,48864883"
14/12/2012 12.00,"1,91092469","16,77370067","22,99340608","0,33146697","14,40781021","1,40815752"
14/12/2012 13.00,"2,14453773","13,67242902","18,02924606","0,26870609",,"1,7674565"
14/12/2012 14.00,"2,04783934","14,06243687","19,48119592","0,29222627","7,81440783","1,05810612"
14/12/2012 15.00,"1,4884334","14,76134362","18,20563189","0,31129499",,"1,1268838"
14/12/2012 16.00,"1,96288831","17,18836567","20,67959928","0,31174468","5,61660624","1,14602476"
14/12/2012 17.00,"2,37046835","38,614274","55,85615464","0,67651201",,"1,82796089"
14/12/2012 18.00,"2,78527722","60,10704688","100,42279056","1,02416898","12,94260979","3,67409048"
14/12/2012 19.00,"1,8779383","39,90240752","52,82251808","0,56074829",,"3,20205501"
14/12/2012 20.00,"2,72337243","54,59238","80,9538888","1,00089461","12,21000957","3,10845948"
14/12/2012 21.00,"1,79660372","38,76807528","48,63523808","0,57669364",,"3,03075967"
14/12/2012 22.00,"1,61405121","28,23779264","34,02677416","0,40845949","21,73381996","2,88785184"
14/12/2012 23.00,"1,21189381","14,16756246","16,1732734","0,32035986",,"2,08831085"
15/12/2012 0.00,"1,27741404","10,13703013","11,22142475","0,26791039","17,33819962","1,58675289"
15/12/2012 1.00,"1,65697776","7,29598742","7,49845866","0,25594235",,"0,93125673"
15/12/2012 2.00,,"5,14736021","5,27349867","0,22665541","10,01220989","1,76145417"
15/12/2012 3.00,"2,70123133",,,"0,23603599",,"0,83036118"
15/12/2012 4.00,"2,4897594","23,2916016","23,86562224","0,16423471","5,86080599","1,91166304"
15/12/2012 5.00,"2,45812968","14,14420738","14,48461221","0,20450294",,"1,91571782"
15/12/2012 6.00,"2,52771587","11,75288045","12,18053749",,"3,41880298","1,77021461"
15/12/2012 7.00,"1,93396991","15,95149096","18,68097421","0,26375367",,"1,22177702"
15/12/2012 8.00,"1,56163503","18,50246606","21,46103368","0,338782","2,93040299","1,44108697"
15/12/2012 9.00,"1,20466396","24,5622212","32,08647656","0,37544921",,"1,26995434"
15/12/2012 10.00,"1,74735041","19,84250656","24,77221616","0,38430438","8,05860806","2,20623912"
15/12/2012 11.00,"1,54672377","17,89829892","22,3462132","0,4043051",,"2,86238413"
15/12/2012 12.00,"1,39173501","16,86324346","21,36051984","0,38125208","5,37240601","1,22226416"
15/12/2012 13.00,"2,38312085","19,36423888","24,85974752","0,3921157",,"2,22521736"
15/12/2012 14.00,"2,49382638","20,38046688","27,51985576","0,40532913","4,39560509","2,61387611"
15/12/2012 15.00,"2,74099501","15,90217666","19,01235249","0,35908329",,"2,11880661"
15/12/2012 16.00,"2,20418275","17,22211438","20,23733456","0,36912326","3,17460299","1,86137747"
15/12/2012 17.00,"2,09166899","18,99760141","21,73987976","0,46067129",,"1,52933002"
15/12/2012 18.00,"1,95791823","22,8814776","27,2461912","0,44547037","10,50061035","1,54295579"
15/12/2012 19.00,"1,90459794","27,20015024","32,73820088","0,49886465",,"1,65974807"
15/12/2012 20.00,"2,43508446","29,81406456","35,878202","0,49697735","7,32600689","1,85732168"
15/12/2012 21.00,"2,92806606","38,50072032","47,23255664","0,60495072",,"1,9831978"
15/12/2012 22.00,"2,63977808","34,84136264","42,49083488","0,52575285","7,81440783","2,36747735"
15/12/2012 23.00,"2,69580868","28,25465648","33,63053128","0,56715928",,"2,45215175"
16/12/2012 0.00,"2,77036597","27,42272616","35,7666368","0,55573413","7,57020807","2,14946408"
16/12/2012 1.00,"3,25340639","22,039146","26,94269944","0,4152293",,"1,68554021"
16/12/2012 2.00,"4,37402445","30,28583144","54,42104568","0,46296052","11,47741032","1,55074194"
16/12/2012 3.00,"3,3501058","26,0379028","33,26415384","0,33960449",,"1,19776972"
16/12/2012 4.00,"4,88553274","21,5433644","28,93095","0,21888137","6,10500622","1,36501028"
16/12/2012 5.00,"4,63158581","26,54016608","44,9894556","0,3050937",,"1,098659"
16/12/2012 6.00,"6,07799677","40,15549896","91,87768016","0,80551712","7,32600689","2,55337071"
16/12/2012 7.00,"5,80552314","42,01860912","91,66367","1,01827175",,"3,24114849"
16/12/2012 8.00,"6,1963837","41,22105656","90,3738348","1,425148","4,39560509","5,05937669"
16/12/2012 9.00,"5,83760543","47,5416888","108,28893064","1,25504402",,"3,66435779"
16/12/2012 10.00,"4,67315771","41,00754352","71,87961328","0,83991491","14,16361046","5,16805839"
