"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
29/05/2012 13.00,"5,92892897","38,41051216","56,28025536","0,52344266",,"1,64158038"
29/05/2012 14.00,"5,98712273","18,0040765","27,39597728","0,33360125","4,39560509","1,09784743"
29/05/2012 15.00,"5,90892458","23,26823696","36,0480832","0,37176781",,"0,26213378"
29/05/2012 16.00,"2,6873147","23,6744796","35,09936792","0,41676477","4,63980484","1,09719859"
29/05/2012 17.00,"1,90910223","21,0443324","31,93344008","0,40017867",,"0,41801954"
29/05/2012 18.00,"2,06766779","33,50975024","49,29799464","0,49207037","3,41880298","1,04139783"
29/05/2012 19.00,"2,34865675","33,73362632","49,06518952","0,45686524",,"1,49088641"
29/05/2012 20.00,"2,54381396","29,22027384","41,40525864","0,49861301","3,17460299","1,19160568"
29/05/2012 21.00,"2,54426551","30,47467968","40,89616952","0,43834407",,"1,20717798"
29/05/2012 22.00,"2,60796226","33,76479192","42,16720976","0,43625406","25,64101982","1,40880637"
29/05/2012 23.00,"2,65042709","38,0996592","45,12235872","0,49152865",,"2,09934123"
30/05/2012 0.00,"2,394736","26,25009656","32,70451144","0,83529102","14,65200996","5,05775457"
30/05/2012 1.00,"2,29083318","18,14165063","23,7469444","0,37739942",,"7,68395876"
30/05/2012 2.00,"2,44894617","12,58934986","18,48837271","0,27505534","24,66422081","2,04402762"
30/05/2012 3.00,"2,2989641","12,87424359","18,60315581","0,47095475",,"0,81722154"
30/05/2012 4.00,"2,11645734","14,44725746","19,66277856","0,28868118","15,38461018","0,82127632"
30/05/2012 5.00,"2,01526483","15,79055983","21,60888864","0,42392603",,"0,84122884"
30/05/2012 6.00,"2,0256545","31,28649576","38,87226016","0,42533801","18,31501007","2,49935479"
30/05/2012 7.00,"2,18873655","41,020526","53,02289568","0,35123236",,"1,61676151"
30/05/2012 8.00,"2,36266186","41,24247096","58,62388936","0,5679177","11,72161007","1,01609284"
30/05/2012 9.00,"2,01119886","32,00875376","47,958218","0,49547683",,"2,02472394"
30/05/2012 10.00,"1,85624772","23,52650992","35,9261932","0,36710199","15,14041042","0,91860322"
30/05/2012 11.00,"1,79661695","23,0495424","35,0429448","0,363833",,"0,86442458"
30/05/2012 12.00,"1,78170874","24,43761616","37,89629888","0,3863408","9,52380943","0,9562373"
30/05/2012 13.00,"1,77809432","30,45066496","46,50431408","0,53449385",,"3,01405239"
30/05/2012 14.00,"1,80474786","21,27275904","35,09936792","0,32887834","5,86080599","1,26411371"
30/05/2012 15.00,"1,87838375","19,899618","31,98271232","0,35458057",,"0,81868195"
30/05/2012 16.00,"1,89103217","21,11442632","35,47159608","0,3656702","3,41880298","0,86961534"
30/05/2012 17.00,"1,77312526","24,4395664","39,5985716","0,44571852",,"0,89686789"
30/05/2012 18.00,"1,84314673","27,9451228","42,54917","0,46975596","3,90720391","1,99747241"
30/05/2012 19.00,"2,03694828","36,03475656","51,99051128","0,54258361",,"1,07854477"
30/05/2012 20.00,"2,33103824","48,8947156","71,63319472","0,66584876","2,686203","2,0847422"
30/05/2012 21.00,"2,11239138","54,27959592","74,93399504","0,71162045",,"2,89871951"
30/05/2012 22.00,"2,21042102","46,59685488","54,16489504","0,61436741","23,19902039","1,53792672"
30/05/2012 23.00,"2,01932978","38,17625392","45,43040104","0,5582016",,"5,26862952"
31/05/2012 0.00,"2,20229011","27,4519224","34,30822056","0,62284395","37,11843109","4,19478939"
31/05/2012 1.00,"2,19054376","21,36944888","27,92321128","0,63333361",,"5,5038362"
31/05/2012 2.00,"2,17428091","19,71532032","26,77993088","0,74926276","27,35042","7,23949925"
31/05/2012 3.00,"2,22578078",,,"0,8763596",,"4,46324891"
31/05/2012 4.00,"2,13046143","44,95308936","51,2570872","0,43379591","14,89620972","4,42383203"
31/05/2012 5.00,"2,07082964","26,12421048","31,98791296","0,53474549",,"5,16156993"
31/05/2012 6.00,"2,06676367","35,24888632","43,22750936",,"21,97801971","3,61115241"
31/05/2012 7.00,"2,30980633","45,47093544","60,2476936","0,5500198",,"2,90115319"
31/05/2012 8.00,"2,03694828","37,50653768","50,37965128","0,39345196","14,65200996","2,11767164"
31/05/2012 9.00,"2,58673035","46,91482048","64,19050528","0,45644351",,"1,56063735"
31/05/2012 10.00,"2,44623587","47,98102816","68,95687272","0,49349517","8,54700947","2,12107757"
31/05/2012 11.00,"2,27908785","37,45202656","53,58836968","0,35911125",,"1,30904681"
31/05/2012 12.00,"2,40151227","34,83618112","49,63261376","0,54105746","6,34920597","1,12234188"
31/05/2012 13.00,"2,51309446","36,68368936","53,2167916","0,69671544",,"3,90653905"
31/05/2012 14.00,"2,39292879","21,47522072","33,82574648","0,3119171","8,54700947","1,72657921"
31/05/2012 15.00,"2,36356495","22,29613792","35,96963384","0,30512166",,"1,11974548"
31/05/2012 16.00,,"24,5557204","37,25621864","0,39986062","10,7448101","1,13645377"
31/05/2012 17.00,"3,59820194","38,35341984","76,37428552","2,24932841",,"1,93567034"
31/05/2012 18.00,"2,61880449","40,17238192","55,46964384","0,43201346","10,01220989","1,32656565"
31/05/2012 19.00,"2,78233911","38,8407504","56,18492304","0,47812532",,"1,7278769"
31/05/2012 20.00,"3,00053443","58,16347976","82,9051804","0,60155125","16,60560989","2,82799529"
31/05/2012 21.00,"3,22821734","68,9630676","91,90167576","0,60493907",,"2,38077768"
31/05/2012 22.00,"3,26255024","57,38994192","69,9607492","0,61610909","11,96580982","2,38207537"
31/05/2012 23.00,"3,13967426","34,26640512","41,5102848","0,35388506",,"5,50886526"
01/06/2012 0.00,"3,12521863","32,5863116","39,05447376","0,32188601","25,88521957","1,46785237"
01/06/2012 1.00,"3,08907851","15,65687279","21,16920512","0,21142886",,"1,34213795"
01/06/2012 2.00,"3,12657327","14,33369996","19,46823256","0,2415313","28,08300972","0,72167947"
01/06/2012 3.00,"3,22912145","11,8722772","17,54223098","0,2810213",,"2,59700612"
01/06/2012 4.00,"3,14238457","12,34470754","18,07009977","0,24189827","23,93161964","2,74315817"
01/06/2012 5.00,"3,26932753","18,02095181","24,6989292","0,38747085",,"1,34019141"
01/06/2012 6.00,"3,15819587","27,4551728","36,12722088","0,64046108","22,22220993","6,28731774"
01/06/2012 7.00,"3,24357709","32,54608312","43,92592472","0,72522998",,"8,42704913"
01/06/2012 8.00,"3,17671747","30,37018888","41,61796864","0,42169505","12,45421028","3,68804066"
01/06/2012 9.00,"3,15548556","21,81980136","33,59099112","0,32078159",,"1,67596922"
01/06/2012 10.00,"3,12295987","30,20407432","46,61454088","0,35320703","9,03540897","1,31699568"
01/06/2012 11.00,"3,21827921","22,34091696","34,22778272","0,32066625",,"1,40832024"
01/06/2012 12.00,"3,35832215","25,9885732","39,95588616","0,42516093","6,10500622","1,34619375"
01/06/2012 13.00,"3,36193656","35,58570424","58,96238984","0,61395966",,"2,00850279"
01/06/2012 14.00,"3,36826027","16,87168494","26,66708464","0,26758652","3,66300392","1,44984639"
01/06/2012 15.00,"3,48661975","19,45509712","29,95037104","0,36416386",,"0,77050463"
01/06/2012 16.00,"3,43783019","22,2721232","32,19219104","0,38927077","3,41880298","1,3004501"
01/06/2012 17.00,"3,57606693","28,87181184","39,72568136","0,40626812",,"1,63330709"
01/06/2012 18.00,"3,44686522","16,57641669","23,75149496","0,28256959","2,19780207","1,28958143"
01/06/2012 19.00,"3,4739703","20,54400024","27,97573392","0,32786712",,"1,17051818"
01/06/2012 20.00,"3,64382964","24,64722872","31,82451344","0,32581555","3,41880298","0,88259328"
01/06/2012 21.00,"4,00613386","27,5317484","34,35231128","0,32097614",,"1,39745258"
01/06/2012 22.00,"3,67048318","20,69585128","27,09443576","0,236382","12,69841003","0,9450442"
01/06/2012 23.00,"3,42879516","19,51478976","25,67944104","0,23297437",,"0,6840464"
02/06/2012 0.00,"3,36826027","15,26686494","20,34368","0,198749","18,31501007","0,61056409"
02/06/2012 1.00,"3,45861157","12,39856667","17,74974608","0,18694056",,"0,56108907"
02/06/2012 2.00,"3,54354022","11,15195797","16,02671669","0,1884504","20,75702095","0,47073777"
02/06/2012 3.00,"3,52095265",,,"0,17435856",,"0,52199661"
02/06/2012 4.00,"3,51282173","38,77910752","43,38314616","0,17637052","13,43101025","0,43391627"
02/06/2012 5.00,"3,50243105","21,67445112","27,20858216","0,1884306",,"0,35800129"
02/06/2012 6.00,"3,62846989","23,10600376","28,59698096",,"9,52380943","0,19254454"
02/06/2012 7.00,"3,81142921","24,90292048","33,70641856","0,3510413",,
02/06/2012 8.00,"3,5019795","23,59920416","32,88605584","0,29741285","6,59340715",
02/06/2012 9.00,"3,38226538","31,7569816","45,59513896","0,48519221",,
02/06/2012 10.00,"3,43466834","27,30657216","40,02722288","0,39134214","3,90720391",
02/06/2012 11.00,"3,37594065","19,553068","30,53985976","0,3714288",,
02/06/2012 12.00,"3,35380463","17,98201393","28,00816144","0,30199946","2,686203",
02/06/2012 13.00,"3,38497568","14,5179919","22,88706064","0,27560056",,
02/06/2012 14.00,"3,37097159","12,36222529","20,16276656","0,24439603","3,41880298",
02/06/2012 15.00,"3,32127894","8,36543402","14,57604978","0,2151091",,
02/06/2012 16.00,"3,1848494","7,44654212","13,0449699","0,20160325","4,88400507",
02/06/2012 17.00,"3,23725236","8,40696649","14,71288015","0,192112",,
02/06/2012 18.00,"3,45409405","9,25123303","15,8555143","0,23508186","4,88400507",
02/06/2012 19.00,"3,40620759","11,15780678","17,68619502","0,22911007",,
02/06/2012 20.00,"3,77664476","12,1350969","18,73674342","0,24287338","3,90720391",
02/06/2012 21.00,"3,65331622","13,76328344","19,97923368","0,26753293",,
02/06/2012 22.00,"3,6338905","11,72172441","17,93391566","0,23251187","12,45421028",
02/06/2012 23.00,"3,68539036","11,28240034","17,43717614","0,19545322",,
03/06/2012 0.00,"3,59368442","10,35377445","15,9787274","0,19614523","16,60560989",
03/06/2012 1.00,"3,57968033","10,24279814","15,7212766","0,19236946",,
03/06/2012 2.00,"3,50107538","9,99296666","15,70765934","0,1891261","17,09399986",
03/06/2012 3.00,"3,59820194","7,03187138","12,29013142","0,15867184",,
03/06/2012 4.00,"3,4089179","7,10130758","12,75444914","0,19011402","29,7924099",
03/06/2012 5.00,"3,56296594","8,11364848","14,08384745","0,19420783",,
03/06/2012 6.00,"3,53947425","11,06889495","16,89439185","0,25143613","16,84980965",
03/06/2012 7.00,"3,66325434","12,48097961","19,16797208","0,28671466",,
03/06/2012 8.00,"3,92572272","14,02414907","21,76452544","0,30330542","10,25640965",
03/06/2012 9.00,"3,76083346","14,07022827","21,18866928","0,29808506",,
03/06/2012 10.00,"3,63840801","10,99556593","17,85220634","0,27129006","6,10500622",
03/06/2012 11.00,"3,93295054","16,65299038","25,51212192","0,41078017",,
03/06/2012 12.00,"4,00206789","15,45376103","23,57704408","0,33704033","4,63980484",
03/06/2012 13.00,"3,58464939","10,22917897","16,30297201","0,27273233",,
03/06/2012 14.00,"3,56386903","6,88910617","12,45160555","0,2562802","4,63980484",
03/06/2012 15.00,"3,47487441","4,73918071","10,76229619","0,20747602",,
03/06/2012 16.00,"3,64428119","4,5698081","10,21562098","0,22036907","4,1514039",
03/06/2012 17.00,"4,25776","7,44784037","13,52096038","0,23130609",,
03/06/2012 18.00,"4,1796066","7,7359673","14,02288906","0,21198457","4,1514039",
03/06/2012 19.00,"4,18638287","9,43553071","15,61427726","0,24724329",,
03/06/2012 20.00,"4,2753785","9,58738175","15,43205218","0,28024774","3,41880298",
03/06/2012 21.00,"4,69415165","10,7814181","17,33730856","0,25339333",,
03/06/2012 22.00,"4,8721419","12,48747085","18,99549056","0,21516968","19,78022003",
03/06/2012 23.00,"4,80076579","9,56012619","15,3516392","0,38163303",,
04/06/2012 0.00,"4,56946846","9,32910497","14,98264997","0,55080501","21,73381996",
04/06/2012 1.00,"4,51842116","10,45694597","16,71151861","0,50055856",,
04/06/2012 2.00,"4,94848809","10,0254133","15,63308369","0,50215927","32,72283173",
04/06/2012 3.00,"5,03341776",,,"0,55978367",,
04/06/2012 4.00,"4,97965914","27,697232","33,52613608","0,52023425","36,14162064",
04/06/2012 5.00,"5,14274119","19,69453688","25,16453944","0,54236109",,
04/06/2012 6.00,"5,06594345","22,0605604","29,22277856",,"22,46640968",
04/06/2012 7.00,"5,05600533","22,0670612","29,90302992","0,31942203",,
04/06/2012 8.00,"5,03341776","27,41949488","39,83072664","0,4367387","11,96580982",
04/06/2012 9.00,"5,08265887","19,7646308","27,6229508","0,31498338",,
04/06/2012 10.00,"5,20960081","16,92944072","24,45316072","0,24656293","9,03540897",
04/06/2012 11.00,"5,00981116","23,53689208","34,81078976","0,37547368",,
04/06/2012 12.00,"5,00392069","27,05283064","38,78665992","0,43707538","4,39560509",
04/06/2012 13.00,"5,31209","39,6097568","57,1077116","0,86537016",,
04/06/2012 14.00,"5,11824166","13,01376032","19,04283168","0,25924862","2,19780207",
04/06/2012 15.00,"4,93162216","12,7425087","22,76060096","0,1880345",,
04/06/2012 16.00,"5,26464491","11,1584473","16,50335343","0,19475305","0,97680098",
04/06/2012 17.00,"5,07576666","10,65552055","16,89050093","0,23366056",,
04/06/2012 18.00,"4,96144467","14,24219355","18,89951581","0,18839099","0,48840001",
04/06/2012 19.00,"5,38167721","16,75876795","22,8222056","0,19929189",,
04/06/2012 20.00,"5,15303425","15,12475363","21,67632488","0,19566525",,
04/06/2012 21.00,"5,28723757","10,07213685","15,52348785","0,20250263",,
04/06/2012 22.00,"5,27684485","6,85211662","11,28173306","0,10947272","19,78022003",
04/06/2012 23.00,"5,18240623","8,17659534","13,09749827","0,29866523",,
05/06/2012 0.00,"5,09790776","5,59577583","10,09889338","0,26604639","16,36141014",
05/06/2012 1.00,"5,18466498","5,54126471","10,43156799","0,10894847",,
05/06/2012 2.00,"5,32564559","3,3115209","7,63983002","0,08195542","19,29179955",
05/06/2012 3.00,"5,32293529","4,02989372","8,09052858","0,15097818",,
05/06/2012 4.00,"5,12863439","2,5191709","6,21380498","0,18940454","11,96580982",
05/06/2012 5.00,"5,25967382","3,59510492","7,99001282","0,19792535",,
05/06/2012 6.00,"5,48334568","7,34530746","12,71229719","0,22061838","27,8388195",
05/06/2012 7.00,"5,41511413","18,6205703","28,050952","0,23552339",,
05/06/2012 8.00,"5,6048965","21,013836","31,56509328","0,31819412","16,11721039",
05/06/2012 9.00,"5,55157723","28,43637296","47,12232984","0,34917264",,
05/06/2012 10.00,"5,47521273","21,18775152","35,19988176","0,28735424","10,98900986",
05/06/2012 11.00,"5,49418995","16,08712059","27,512724","0,35823051",,"6,82099358"
05/06/2012 12.00,"5,34552794","19,42913216","33,46778184","0,39154835","5,37240601","8,60369796"
05/06/2012 13.00,"5,50187237","28,009366","46,77342808","0,52248037",,"2,31086503"
05/06/2012 14.00,"5,27187477","21,05018312","32,6694836","0,22926035","2,686203","1,33483894"
05/06/2012 15.00,"5,4002039","14,62507155","25,41160808","0,22051936",,"1,47320484"
05/06/2012 16.00,"5,31209","15,93721788","26,4829208","0,28073355","1,22100103","0,92703923"
05/06/2012 17.00,"5,40923994","18,7081705","30,71687272","0,31710368",,"0,63943773"
05/06/2012 18.00,"5,45668604","25,98794224","41,98241496","0,29910676","0,24420001","0,98300169"
05/06/2012 19.00,"5,7210257","37,46500904","56,55066952","0,40219179",,"1,19452549"
05/06/2012 20.00,"5,82269417","38,53381704","58,1051064","0,46829272",,"1,60751597"
05/06/2012 21.00,"5,46301178","35,3358632","53,96061696","0,46305954",,"1,4796933"
05/06/2012 22.00,"5,30757147","25,2695656","32,21360544","0,21558442","21,0012207","1,07627279"
05/06/2012 23.00,"5,27277786","20,71596552","26,07113336","0,20163121",,"0,98365054"
06/06/2012 0.00,"5,04413592","18,64847212","23,80336752","0,35220513","21,48962021","1,79665457"
06/06/2012 1.00,"5,10061807","14,78600077","19,70233784","0,2651342",,"1,93875185"
06/06/2012 2.00,"5,10784894","12,810639","17,19853369","0,2368713","11,47741032","3,33149979"
06/06/2012 3.00,"5,3044086",,,"0,21487144",,"1,64936653"
06/06/2012 4.00,"5,27865206","38,4825372","43,75862472","0,3533946","5,61660624","1,37539182"
06/06/2012 5.00,"5,13902711","22,96193456","28,50814944","0,25813837",,"4,14093517"
06/06/2012 6.00,"5,30395705","22,94312048","29,59047528",,"2,686203","1,20717798"
06/06/2012 7.00,"5,39071427","29,98798008","39,48897576","0,28815926",,"1,40783412"
06/06/2012 8.00,"5,4232481","33,5752936","49,032762","0,40704751","4,39560509","1,40280505"
06/06/2012 9.00,"5,3274528","27,27217528","42,17177944","0,31068337",,"1,11779996"
06/06/2012 10.00,"5,26328925","20,2883276","32,15328184","0,36025412","5,37240601","0,89849001"
06/06/2012 11.00,"5,34236507","24,23580456","38,43842736","0,35583294",,"1,11471743"
06/06/2012 12.00,"5,39252148","30,01067552","47,33827112","0,30370502","5,12820482","1,10904053"
06/06/2012 13.00,"5,15393836","28,99444752","48,79993776","0,58080027",,"2,03218567"
06/06/2012 14.00,"5,2212658","15,89114059","25,50499016","0,21134615","5,12820482","0,99338323"
06/06/2012 15.00,"5,15845689","19,47326112","32,0949276","0,22877455",,"0,57536368"
06/06/2012 16.00,"5,35275779","18,407063","30,17216304","0,24340811","4,39560509","1,4558477"
06/06/2012 17.00,"5,61303047","27,64142072","44,19958928","0,72094511",,"1,09395436"
06/06/2012 18.00,"5,48786523","32,9782716","50,9153172","0,49504462","4,1514039","2,24452002"
06/06/2012 19.00,"6,04229905","35,51366008","54,19537232","0,64163191",,"2,18823314"
06/06/2012 20.00,"6,09335957","42,6188624","63,4739068","0,45699455","4,39560509","2,09820626"
06/06/2012 21.00,"6,15571692","43,82718904","57,25688584","0,47224207",,"2,25944449"
06/06/2012 22.00,"5,97587573","28,39677544","34,97872072","0,27957437","46,88644028","1,52851947"
06/06/2012 23.00,"5,64285298","24,008028","30,66501928","0,55341811",,"4,53364972"
07/06/2012 0.00,"5,44087067","17,29544341","23,0498292","0,53426434","29,05982971","4,35472993"
07/06/2012 1.00,"5,59088936","15,46219486","21,08880552","0,41652595",,"7,19894637"
07/06/2012 2.00,"5,79829329","14,17990059","19,81516496","0,56571119","16,11721039","4,9592927"
07/06/2012 3.00,"5,95689749","14,10072276","19,9785836","0,49308159",,"4,99449209"
07/06/2012 4.00,"5,83308689","13,14808979","18,70821065","0,47719915","10,01220989","5,27836221"
07/06/2012 5.00,"5,75175232","12,95145971","18,41185256","0,44489952",,"4,38587454"
07/06/2012 6.00,"5,75129975","20,79709168","27,81036504","0,59398574","16,84980965","7,5592176"
07/06/2012 7.00,"5,77479754","35,611","47,84472168","0,53745644",,"5,71552271"
07/06/2012 8.00,"5,91442249","44,76100984","67,80581048","0,78935041","12,21000957","2,92629546"
07/06/2012 9.00,"6,14758296","37,73951488","61,15621864","0,50945916",,"3,06595905"
07/06/2012 10.00,"5,90764418","27,68554968","42,89354032","0,39412067","8,79120922","1,34246237"
07/06/2012 11.00,"6,05269177","22,32793448","34,10719288","0,4103596",,"1,53241153"
07/06/2012 12.00,"6,10013686","22,86394456","37,07465512","0,3513908","6,83760691","1,68797287"
07/06/2012 13.00,"6,27545952","31,56488296","52,04305304","0,48943281",,"1,41999947"
07/06/2012 14.00,"6,22259281","21,88989528","32,52162864","0,31593868","4,63980484","1,45860581"
07/06/2012 15.00,"6,30121606","25,25268264","38,19459","0,35547529",,"0,99208553"
07/06/2012 16.00,"6,19141362","20,56151416","32,60397848","0,36352544","4,39560509","1,43654504"
07/06/2012 17.00,"6,32154996","24,90355144","37,93260776","0,39760984",,"1,31066892"
07/06/2012 18.00,"6,40695152","23,65371528","36,57984864","0,39709375","3,41880298","1,28179527"
07/06/2012 19.00,"6,45710894","35,26706944","52,07414216","0,47249954",,"1,80606284"
07/06/2012 20.00,"6,50997667","23,93923424","32,36727288","0,33576582","2,686203","1,57961559"
07/06/2012 21.00,"6,76166383","32,32543832","44,33771216","0,51423799",,"1,69494746"
07/06/2012 22.00,"6,81950164","16,56474202","22,63804176","0,27868198","2,686203","1,28747318"
07/06/2012 23.00,"6,73229287","16,00730415","22,27812688","0,59430262",,"2,50308617"
08/06/2012 0.00,"6,38074445","10,79958402","16,52605078","0,4140678","8,54700947","6,78530705"
08/06/2012 1.00,"6,5153983","18,49986192","27,77793752","0,2147561",,"2,59051766"
08/06/2012 2.00,"6,46162747","19,4310824","25,66192712","0,24584762","28,81562042","0,92346956"
08/06/2012 3.00,"6,45033064",,,"0,32648659",,"1,6261708"
08/06/2012 4.00,"6,57865976","45,457322","50,74606696","0,45487309","20,02441978","2,8591399"
08/06/2012 5.00,"6,36809195","28,3000856","33,7712736","0,73264287",,"6,45277347"
08/06/2012 6.00,"6,68439522","32,05288272","39,99869584",,"16,11721039","11,76195078"
08/06/2012 7.00,"6,88954039","46,74350528","59,70816544","0,7801539",,"3,93687311"
08/06/2012 8.00,"6,73093721","56,3282848","91,00869528","1,09225857","11,23320961","4,36673358"
08/06/2012 9.00,"6,42592976","49,30940928","76,8658416","0,53882066",,"3,95487909"
08/06/2012 10.00,"6,53618476","47,26525184","66,43685672","0,56962093","7,57020807","2,10339703"
08/06/2012 11.00,"6,58860094","32,24691248","48,64690128","0,41779696",,"1,75399346"
08/06/2012 12.00,"6,69117353","29,9230868","45,0542724","0,52329121","10,7448101","1,4274612"
08/06/2012 13.00,"6,33374989","35,09185376","49,13327584","0,59289413",,"1,49396792"
08/06/2012 14.00,"6,40875873","24,39153696","34,55073864","0,33906277","9,52380943","1,36938948"
08/06/2012 15.00,"6,50681278","14,89308042","22,9810928","0,24804831",,"0,85566515"
08/06/2012 16.00,"6,55109601","15,25843111","24,63149296","0,25295995","10,98900986","0,71681313"
08/06/2012 17.00,"6,51720652","15,94240514","23,40389336","0,26393308",,"0,72946562"
08/06/2012 18.00,"6,48422013","16,68738152","24,2741784","0,25678231","9,03540897","0,84560906"
08/06/2012 19.00,"6,39249181","17,25779804","24,79361144","0,32083984",,"1,19793142"
08/06/2012 20.00,"6,74630001","19,59266552","27,53865072","0,40884394","5,37240601","1,87678706"
08/06/2012 21.00,"7,00928401","18,1254254","25,01993488","0,59170583",,"6,20783411"
08/06/2012 22.00,"6,9464751","12,2947336","18,25232484","0,41434973","16,11721039","5,12912763"
08/06/2012 23.00,"6,8429984","11,05007705","17,33017489","0,41698496",,"2,40786751"
09/06/2012 0.00,"6,8122728","11,36481328","18,31911865","0,32488122","10,98900986","4,34240186"
09/06/2012 1.00,"6,84661384","11,34275071","18,25816026","0,23646122",,"2,09771912"
09/06/2012 2.00,"6,99120988","13,01051566","21,74896176","0,24507639","6,34920597","2,29448218"
09/06/2012 3.00,"7,03955908","20,75231264","33,21939392","0,31969115",,"1,20425818"
09/06/2012 4.00,"7,44081236","16,04689211","23,2080472","0,32416824","15,87300968","1,41270046"
09/06/2012 5.00,"7,3156461","18,7523071","29,03471424","0,40080194",,"1,76518554"
09/06/2012 6.00,"7,62743084","31,71220256","44,99916856","0,52544995","13,18680954","1,96697665"
09/06/2012 7.00,"7,62336488","22,47783528","30,00679416","0,42855224",,"2,3965127"
09/06/2012 8.00,"7,46521223","25,41103448","33,9742324","0,44580473","13,67521","1,77362054"
09/06/2012 9.00,"7,14122755","22,47328472","30,67150096","0,3799065",,"1,913934"
09/06/2012 10.00,"7,05311467","18,67442943","26,49653424","0,37198217","23,68741989","1,44092526"
09/06/2012 11.00,"6,82130885","20,06703272","28,17158008","0,35712726",,"1,33905644"
09/06/2012 12.00,"6,69207662","24,93924848","33,44701752","0,31182856","14,65200996","1,09606361"
09/06/2012 13.00,"6,64553463","29,03337584","42,8552812","0,36697151",,"1,25065067"
09/06/2012 14.00,"6,55290322","18,49661726","28,57883608","0,30893587","9,27960968","0,96175148"
09/06/2012 15.00,"6,53573219","19,31362824","28,7305724","0,26482431",,"0,91990193"
09/06/2012 16.00,"6,771605","18,2649536","28,1560164","0,24372965","6,59340715","0,72557255"
09/06/2012 17.00,"7,06441151","23,44410272","33,96903176","0,30531039",,"0,86377675"
09/06/2012 18.00,"7,0585363","15,7581151","23,29559768","0,25557421","3,66300392","1,03977572"
09/06/2012 19.00,"6,89677025","14,39794507","22,10562624","0,23364774",,"0,57357986"
09/06/2012 20.00,"7,1687913","17,6361293","24,78906088","0,26462742","2,686203","0,69361637"
09/06/2012 21.00,"7,46114626","21,83798448","29,04054584","0,30756816",,"0,65322622"
09/06/2012 22.00,"7,50859134","15,56407387","22,35594528","0,25115769","5,86080599","0,65922754"
09/06/2012 23.00,"7,54474061","15,96707376","22,99470624","0,23414287",,
10/06/2012 0.00,"7,53344377","29,65896312","38,1738448","0,35774121","21,97801971",
10/06/2012 1.00,"7,61794223","20,6588732","26,65217104","0,28241464",,
10/06/2012 2.00,"7,74265593","19,0832571","24,87401104","0,2431157","18,31501007",
10/06/2012 3.00,"7,8773108",,,"0,23002343",,
10/06/2012 4.00,"8,01241721","40,08867456","45,94855304","0,21809965","12,45421028",
10/06/2012 5.00,"7,69385518","24,819194","30,7810968","0,22505121",,
10/06/2012 6.00,"7,88047367","25,90811624","33,61366744",,"32,23442078",
10/06/2012 7.00,"7,88092521","24,026192","30,86667792","0,40922839",,
10/06/2012 8.00,"7,97762462","24,24423648","31,26680216","0,38725066","25,15262032",
10/06/2012 9.00,"7,67126151","18,46481878","27,6203696","0,26382124",,
10/06/2012 10.00,"8,34679562","39,8511468","57,48123992","0,3586604","13,91940975",
10/06/2012 11.00,"7,75078989","22,37984528","33,59485336","0,29760624",,
10/06/2012 12.00,"7,37574368","25,82503984","37,50915712","0,29865241","8,54700947",
10/06/2012 13.00,"7,73633019","23,67187928","34,06891464","0,3109152",,
10/06/2012 14.00,"8,01467699","14,21623433","22,02780784","0,2057891","6,10500622",
10/06/2012 15.00,"8,02913669","13,83855506","22,33908144","0,18843293",,
10/06/2012 16.00,"8,4001149","15,7762791","25,04651168","0,23388657","6,34920597",
10/06/2012 17.00,"8,51308021","21,97037136","32,73561968","0,24843975",,
10/06/2012 18.00,"8,55510367","27,03076616","37,74131216","0,27351754","5,61660624",
10/06/2012 19.00,"8,47873815","19,52192152","28,59698096","0,27185858",,
10/06/2012 20.00,"8,62017133","28,17679984","39,04152952","0,40012624","3,90720391",
10/06/2012 21.00,"8,57363036","40,34887864","51,43798152","0,46421988",,
10/06/2012 22.00,"8,65180206","35,81218064","43,51025592","0,46100099","19,04759979",
10/06/2012 23.00,"8,85423591","35,35337712","41,54531264","0,36274722",,
11/06/2012 0.00,"8,642765","18,83796279","25,04651168","0,41284222","25,15262032",
11/06/2012 1.00,"8,51759874","16,40834806","23,13087888","0,35721813",,
11/06/2012 2.00,"8,77290134","14,75679688","20,50516752","0,60678326","14,65200996",
11/06/2012 3.00,"8,63463103","11,35832395","16,91384645","0,38879196",,
11/06/2012 4.00,"8,5121761","7,6094254","13,25443141","0,43701014","8,54700947",
11/06/2012 5.00,"8,72726346","8,02798897","13,72523464","0,42751306",,
11/06/2012 6.00,"8,68840287","13,37521627","19,6407332","0,54387443","13,43101025",
11/06/2012 7.00,"9,10140454","16,66272437","24,12630432","0,2645715",,
11/06/2012 8.00,"8,8176351","10,63410998","18,11549256","0,23218916","18,55920982",
11/06/2012 9.00,"8,82712472","9,1681681","16,55523173","0,2090476",,
11/06/2012 10.00,"8,67349162","8,693147","15,94500546","0,19769351","12,45421028",
11/06/2012 11.00,"8,68795133","17,86909503","32,90163864","0,17968494",,
11/06/2012 12.00,"8,6070683","10,86123646","18,57981029","0,18406884","7,32600689",
11/06/2012 13.00,"8,77154567","32,61745808","48,14433208","0,32758053",,
11/06/2012 14.00,"8,92427467","24,90355144","37,6822696","0,23564455","5,86080599",
11/06/2012 15.00,"8,68388434","13,33627839","23,03814688","0,22746975",,
