"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOX,CO,O3,PM10
02/01/2012 13.00,"7,4384295","10,0750603","0,49454949","49,47526185","15,39999962"
02/01/2012 14.00,"8,71764546","11,79112045","0,49354643","49,6028022","15,39999962"
02/01/2012 15.00,"8,86527862","10,65545746","0,49951705","50,06482425","15,39999962"
02/01/2012 16.00,"10,60604564","11,93135609","0,52541034","48,6500301","15,39999962"
02/01/2012 17.00,"18,77777494","20,24171304","0,54985787","40,0640289","15,39999962"
02/01/2012 18.00,"20,5736936","22,44414584","0,59234309","35,74778655","15,39999962"
02/01/2012 19.00,"20,2792456","22,29661592","0,5643959","37,5131421","15,39999962"
02/01/2012 20.00,"18,52712322","20,59432408","0,61135938","40,75495725","15,39999962"
02/01/2012 21.00,"16,41808397","17,93553894","0,60360048","42,2618406","15,39999962"
02/01/2012 22.00,"15,61258514","16,98064026","0,58945622","42,8463357","15,39999962"
02/01/2012 23.00,"8,49295104","10,17476536","0,53544332","50,2709277","15,39999962"
03/01/2012 0.00,"8,16686135","13,17888446","0,5275388","50,6392047","15,39999962"
03/01/2012 1.00,"4,80942759","5,88745334","0,53324147","50,1771627","34,5"
03/01/2012 2.00,"5,90045112","6,84964822","0,56804235","47,91684765","34,5"
03/01/2012 3.00,"6,64186162","7,69106015","0,59141342","44,10994875","34,5"
03/01/2012 4.00,"9,6715805","10,60357916",,"37,0283172","34,5"
03/01/2012 5.00,"10,40487647","11,37041544","0,57073467","36,2968305","34,5"
03/01/2012 6.00,"10,7626002","11,79274182","0,57619153","34,1488539","34,5"
03/01/2012 7.00,"15,62313173","17,63399169","0,60235277","27,5452842","34,5"
03/01/2012 8.00,"19,63922272","24,29475152","0,63605272","26,07303405","34,5"
03/01/2012 9.00,"18,52873886","22,631388","0,65058959","30,0514032","34,5"
03/01/2012 10.00,"13,47190994","17,16708129","0,66140662","38,9972226","34,5"
03/01/2012 11.00,"9,11268569","12,26451635","0,5814282","46,4133558","34,5"
03/01/2012 12.00,"7,58119472","10,01345566","0,54760709","51,9543486","34,5"
03/01/2012 13.00,"8,29908189","10,40416903","0,56074829","51,79385085","34,5"
03/01/2012 14.00,"12,6818333","15,74202945","0,55896234","47,9734458","34,5"
03/01/2012 15.00,"17,79544288","20,82697624","0,61855442","42,9688287","34,5"
03/01/2012 16.00,"33,60839032","40,4599276","1,03378605","26,26223985","34,5"
03/01/2012 17.00,"45,6307404","58,24307632","0,96315793","11,2331667","34,5"
03/01/2012 18.00,"51,13209976","83,23414","1,04024831","6,49038737","34,5"
03/01/2012 19.00,"73,154554","207,1313576","1,45893183","6,96593352","34,5"
03/01/2012 20.00,"64,27872496","150,8827076","1,19552883","7,0267491","34,5"
03/01/2012 21.00,"52,27421384","95,54405488","0,97566304","7,12557542","34,5"
03/01/2012 22.00,"46,21477992","68,44134016","0,88002353","7,93222574","34,5"
03/01/2012 23.00,"33,13790448","41,9944032","0,73450687","10,5709464","34,5"
04/01/2012 0.00,"28,11676304","32,61485776","0,74808961","11,2982057","34,5"
04/01/2012 1.00,"19,50618576","21,94075448","0,69757754","15,60851891",
04/01/2012 2.00,"17,13758869","19,39787096","0,66671669","16,63224917",
04/01/2012 3.00,,,"0,63916094","19,36726649",
04/01/2012 4.00,"10,76746242","12,11941658","0,60076254","21,68838315",
04/01/2012 5.00,"8,6860095","9,89105324","0,57156648","24,44451555",
04/01/2012 6.00,"14,73165217","16,16841118","0,58483",,
04/01/2012 7.00,"26,48955544","38,11078704","0,60122738","8,6417435",
04/01/2012 8.00,"31,47501896","47,98481392","0,63930773","7,93222574",
04/01/2012 9.00,"32,27400552","60,51682672","0,77451996","10,21872716",
04/01/2012 10.00,"33,76574792","56,86827184","0,49239657","24,1716993",
04/01/2012 11.00,"18,61877876","24,60765032",,"45,8947356",
04/01/2012 12.00,"12,18782794","16,45617674",,"53,0920971",
04/01/2012 13.00,"9,77540974","13,02243698",,"57,92273025",
04/01/2012 14.00,"14,51831886","19,15793408",,"54,1986039",
04/01/2012 15.00,"11,62892549","14,54394922",,"57,9700317",
04/01/2012 16.00,"18,01527508","20,94207864",,"50,3359647",
04/01/2012 17.00,"27,4337584","30,89958344",,"37,7108067",
04/01/2012 18.00,"26,28351832","28,8601104",,"33,6158697",
04/01/2012 19.00,"23,77375064","26,16078704",,"37,0198584",
04/01/2012 20.00,"17,35984148","19,10038288",,"49,1255583",
04/01/2012 21.00,"19,4599536","21,35629432",,"45,7359336",
04/01/2012 22.00,"17,51316285","19,0087847",,"42,7905954",
04/01/2012 23.00,"14,10624653","15,2718763",,"40,6324842",
05/01/2012 0.00,"19,72440232","21,12608952",,"32,6732322",
05/01/2012 1.00,"17,80193221","19,09795273",,"34,58047215","10,60000038"
05/01/2012 2.00,"17,11649168","18,46000246",,"32,29905","10,60000038"
05/01/2012 3.00,"15,7796882","17,1338469",,"32,43249555","10,60000038"
05/01/2012 4.00,"10,10961396","11,08994416",,"39,36887115","10,60000038"
05/01/2012 5.00,"10,01957406","11,01131507",,"38,6948205","10,60000038"
05/01/2012 6.00,"10,57278258","11,66304513",,"35,97585495","10,60000038"
05/01/2012 7.00,"19,49807888","21,97884152",,"26,7588951","10,60000038"
05/01/2012 8.00,"36,439374","49,38474208",,"11,32185642","10,60000038"
05/01/2012 9.00,"40,98111968","75,841392",,"11,56596063","10,60000038"
05/01/2012 10.00,"12,4425312","19,04364046",,"27,67366245","10,60000038"
05/01/2012 11.00,,,,"39,1923336","10,60000038"
05/01/2012 12.00,,,,"44,22398295","10,60000038"
05/01/2012 13.00,,,,"43,40128485","10,60000038"
05/01/2012 14.00,,,,"49,9018128","10,60000038"
05/01/2012 15.00,,,,"57,6406173","10,60000038"
05/01/2012 16.00,,,,"47,14314675","10,60000038"
05/01/2012 17.00,,,,"34,56020295","10,60000038"
05/01/2012 18.00,,,,"32,8446825","10,60000038"
05/01/2012 19.00,,,,"32,6124246","10,60000038"
05/01/2012 20.00,,,,"33,78143475","10,60000038"
05/01/2012 21.00,,,,"36,63133215","10,60000038"
05/01/2012 22.00,,,,"20,2946961","10,60000038"
05/01/2012 23.00,,,,"48,12464685","10,60000038"
06/01/2012 0.00,,,,"54,5221131","10,60000038"
06/01/2012 1.00,,,,"34,51120575","11,39999962"
06/01/2012 2.00,,,,"32,7821991","11,39999962"
06/01/2012 3.00,,,,"39,12053355","11,39999962"
06/01/2012 4.00,,,,"53,1917673","11,39999962"
06/01/2012 5.00,,,,"55,62692415","11,39999962"
06/01/2012 6.00,,,,,"11,39999962"
06/01/2012 7.00,,,,"65,78314995","11,39999962"
06/01/2012 8.00,,,,"60,8554002","11,39999962"
06/01/2012 9.00,,,,"63,82270335","11,39999962"
06/01/2012 10.00,,,,"63,5633733","11,39999962"
06/01/2012 11.00,,,,"62,44675185","11,39999962"
06/01/2012 12.00,,,,"62,2600797","11,39999962"
06/01/2012 13.00,,,,"57,7546515","11,39999962"
06/01/2012 14.00,,,,"54,1563897","11,39999962"
06/01/2012 15.00,,,,"59,92626885","11,39999962"
06/01/2012 16.00,,,,"64,1554893","11,39999962"
06/01/2012 17.00,,,,"63,17061765","11,39999962"
06/01/2012 18.00,,,,"59,7691626","11,39999962"
06/01/2012 19.00,,,,"59,260677","11,39999962"
06/01/2012 20.00,,,,"57,5865528","11,39999962"
06/01/2012 21.00,,,,"58,278339","11,39999962"
06/01/2012 22.00,,,,"59,8291323","11,39999962"
06/01/2012 23.00,,,,"62,15364645","11,39999962"
07/01/2012 0.00,,,,"60,5521602","11,39999962"
07/01/2012 1.00,,,,"59,7252327","16,39999962"
07/01/2012 2.00,,,,"57,45985035","16,39999962"
07/01/2012 3.00,,,,"58,2546783","16,39999962"
07/01/2012 4.00,,,,"58,91520285","16,39999962"
07/01/2012 5.00,,,,"58,22597025","16,39999962"
07/01/2012 6.00,,,,"57,25292895","16,39999962"
07/01/2012 7.00,,,,"52,93922025","16,39999962"
07/01/2012 8.00,,,,"50,4449316","16,39999962"
07/01/2012 9.00,,,,"53,96209665","16,39999962"
07/01/2012 10.00,,,,"54,0930285","16,39999962"
07/01/2012 11.00,,,,"57,50968545","16,39999962"
07/01/2012 12.00,,,,"56,4986394","16,39999962"
07/01/2012 13.00,,,,"56,38290945","16,39999962"
07/01/2012 14.00,,,,"56,05265715","16,39999962"
07/01/2012 15.00,,,,"58,3383087","16,39999962"
07/01/2012 16.00,,,,"58,4599239","16,39999962"
07/01/2012 17.00,,,,"58,1541702","16,39999962"
07/01/2012 18.00,,,,"55,9428324","16,39999962"
07/01/2012 19.00,,,,"55,3727013","16,39999962"
07/01/2012 20.00,,,,"50,25909735","16,39999962"
07/01/2012 21.00,,,,"47,8881396","16,39999962"
07/01/2012 22.00,,,,"56,8094604","16,39999962"
07/01/2012 23.00,,,,"57,29430525","16,39999962"
08/01/2012 0.00,,,,"52,7432514","16,39999962"
08/01/2012 1.00,,,,"48,13055205","14,69999981"
08/01/2012 2.00,,,,"39,4524816","14,69999981"
08/01/2012 3.00,,,,"40,5269088","14,69999981"
08/01/2012 4.00,,,,"43,66989165","14,69999981"
08/01/2012 5.00,,,,"43,9976103","14,69999981"
08/01/2012 6.00,,,,,"14,69999981"
08/01/2012 7.00,,,,"31,57686","14,69999981"
08/01/2012 8.00,,,,"19,73976491","14,69999981"
08/01/2012 9.00,,,,"24,28994295","14,69999981"
08/01/2012 10.00,,,,"32,41306425","14,69999981"
08/01/2012 11.00,,,,"54,8050839","14,69999981"
08/01/2012 12.00,,,,"57,1093089","14,69999981"
08/01/2012 13.00,,,,"53,04902505","14,69999981"
08/01/2012 14.00,,,,"55,2485325","14,69999981"
08/01/2012 15.00,,,,"58,7276928","14,69999981"
08/01/2012 16.00,,,,"60,5513223","14,69999981"
08/01/2012 17.00,,,,"55,40563875","14,69999981"
08/01/2012 18.00,,,,"53,648742","14,69999981"
08/01/2012 19.00,,,,"43,67495895","14,69999981"
08/01/2012 20.00,,,,"38,05456515","14,69999981"
08/01/2012 21.00,,,,"33,12934905","14,69999981"
08/01/2012 22.00,,,,"33,69357495","14,69999981"
08/01/2012 23.00,,,,"39,02509275","14,69999981"
09/01/2012 0.00,,,,"26,9928687","14,69999981"
09/01/2012 1.00,,,,"37,15669545","20,7999897"
09/01/2012 2.00,,,,"36,93624795","20,7999897"
09/01/2012 3.00,,,,"44,2856484","20,7999897"
09/01/2012 4.00,,,,"46,80950295","20,7999897"
09/01/2012 5.00,,,,"35,96065305","20,7999897"
09/01/2012 6.00,,,,"37,5967725","20,7999897"
09/01/2012 7.00,,,,"29,22277995","20,7999897"
09/01/2012 8.00,,,,"26,19804075","20,7999897"
09/01/2012 9.00,,,,"25,45474365","20,7999897"
09/01/2012 10.00,,,,"23,0305593","20,7999897"
09/01/2012 11.00,,,,"16,86706266","20,7999897"
09/01/2012 12.00,,,,"30,15444495","20,7999897"
09/01/2012 13.00,,,,"41,12913945","20,7999897"
09/01/2012 14.00,,,,"45,20041575","20,7999897"
09/01/2012 15.00,,,,"45,28995135","20,7999897"
09/01/2012 16.00,,,,"43,03723725","20,7999897"
09/01/2012 17.00,,,,"41,59541085","20,7999897"
09/01/2012 18.00,,,,"29,03780355","20,7999897"
09/01/2012 19.00,,,,"28,58082885","20,7999897"
09/01/2012 20.00,,,,"21,6301092","20,7999897"
09/01/2012 21.00,,,,"30,98560185","20,7999897"
09/01/2012 22.00,,,,"37,3687041","20,7999897"
09/01/2012 23.00,,,,"41,76602325","20,7999897"
10/01/2012 0.00,,,,"38,3409075","20,7999897"
10/01/2012 1.00,,,,"48,9946464","19,10000038"
10/01/2012 2.00,,,,"51,83861865","19,10000038"
10/01/2012 3.00,,,,"53,74671645","19,10000038"
10/01/2012 4.00,,,,"55,8980646","19,10000038"
10/01/2012 5.00,,,,"55,85499255","19,10000038"
10/01/2012 6.00,,,,,"19,10000038"
10/01/2012 7.00,"27,17013184","27,52503728",,"30,87747285","19,10000038"
10/01/2012 8.00,"27,1109172","34,980996",,"36,5122107","19,10000038"
10/01/2012 9.00,"38,35292272","50,02835952",,"22,09552275","19,10000038"
10/01/2012 10.00,"34,71157608","40,86523336",,"27,14997495","19,10000038"
10/01/2012 11.00,"30,71411944","34,02774928",,"33,6488271","19,10000038"
10/01/2012 12.00,"20,710784","20,95098856",,"43,8726036","19,10000038"
10/01/2012 13.00,"28,53916208","34,12419056",,"35,85084825","19,10000038"
10/01/2012 14.00,"27,19527464","27,65635344",,"40,4078073","19,10000038"
10/01/2012 15.00,"21,4667888","21,54112736",,"43,7720955","19,10000038"
10/01/2012 16.00,"17,67539222","18,02146231",,"45,07880055","19,10000038"
10/01/2012 17.00,"26,05964224","26,28317416",,"41,1840618","19,10000038"
10/01/2012 18.00,"27,94967336","28,45560768",,"40,5480159","19,10000038"
10/01/2012 19.00,"29,08530576","29,27920168",,"41,81162895","19,10000038"
10/01/2012 20.00,"29,76588216","30,29489432",,"37,4886435","19,10000038"
10/01/2012 21.00,"31,90168176","32,71860288",,"31,5574287","19,10000038"
10/01/2012 22.00,"18,14911508","18,3862375",,"40,8520938","19,10000038"
10/01/2012 23.00,,,,"38,28853875","19,10000038"
11/01/2012 0.00,"16,92343895","17,59102905",,"33,8093049","19,10000038"
11/01/2012 1.00,"19,60434784","19,67834224",,"27,8797659",
11/01/2012 2.00,,,,"37,3923648",
11/01/2012 3.00,,,,"43,6732632",
11/01/2012 4.00,,,,"44,12347485",
11/01/2012 5.00,,,,"42,4409118",
11/01/2012 6.00,,,,"40,45427085",
11/01/2012 7.00,"13,07280862","14,95898132",,"34,98761175",
11/01/2012 8.00,"28,88494728","32,46732784",,"23,82622515",
11/01/2012 9.00,"34,06832192","41,7390556",,"24,95216325",
11/01/2012 10.00,"21,67445112","23,53440648",,"41,8944015",
11/01/2012 11.00,"20,9581968","22,76352632",,"42,0227997",
11/01/2012 12.00,"13,75500257","14,67202645",,"45,4859202",
11/01/2012 13.00,"17,6778262","18,67481374",,"43,2281388",
11/01/2012 14.00,"17,03699646","18,32463094",,"43,26530565",
11/01/2012 15.00,"16,27044698","16,43753283",,"42,28380555",
11/01/2012 16.00,"18,4184241","20,14605568",,"41,67564975",
11/01/2012 17.00,"17,41419964","17,97444814",,"45,50449365",
11/01/2012 18.00,"21,92591736","23,076406",,"43,9156956",
11/01/2012 19.00,"18,84104494","19,13279128",,"46,6033995",
11/01/2012 20.00,"23,4719988","24,61332896",,"43,2230715",
11/01/2012 21.00,"23,60341056","24,61818544",,"41,5886478",
11/01/2012 22.00,"21,5819868","21,86211392",,"41,2752732",
11/01/2012 23.00,"9,85328359","10,05479692",,"48,1972848",
12/01/2012 0.00,,,,"42,2111676",
12/01/2012 1.00,,,,"47,19381975",
12/01/2012 2.00,,,,"51,55313415",
12/01/2012 3.00,,,,"50,0622906",
12/01/2012 4.00,,,,"47,38809285",
12/01/2012 5.00,,,,"44,58635475",
12/01/2012 6.00,"13,94320264","15,02058787",,,
12/01/2012 7.00,"32,31077328","44,18327992","0,07179662","9,66589071",
12/01/2012 8.00,"44,64678696","96,28332968","0,23241983","5,80536621",
12/01/2012 9.00,"57,81857408","211,528384","0,64256158","8,20589784",
12/01/2012 10.00,"46,73555136","98,58220376","0,39477307","16,15501724",
12/01/2012 11.00,"24,10471784","31,70939192","0,16303826","33,68176455",
12/01/2012 12.00,"10,5646757","11,25287715","0,1312489","47,19465765",
12/01/2012 13.00,,,"2,69135504","53,41391055",
12/01/2012 14.00,"21,98700576","28,00127824",,"53,42404515",
12/01/2012 15.00,"20,93385704","25,53823984","0,30053738","59,63148765",
12/01/2012 16.00,"24,72363224","29,50940648","0,31825237","57,47760585",
12/01/2012 17.00,"54,37758592","66,66935592","0,6040292","29,12817705",
12/01/2012 18.00,"87,06854128","156,26600096","0,81889365","6,95579693",
12/01/2012 19.00,"92,77190344","219,7234072","0,86737512","6,33497088",
12/01/2012 20.00,"69,93338848","142,7506848","0,9444457","8,52771329",
12/01/2012 21.00,"57,25887432","102,6376896","0,83685445","7,18047782",
12/01/2012 22.00,"49,02872768","72,590036","0,52517501","6,61286441",
12/01/2012 23.00,"39,8746644","49,17478536","0,48255815","11,01185936",
13/01/2012 0.00,"29,03014456","31,57807576","0,33103242","21,70190925",
13/01/2012 1.00,"30,02545528","33,3752028","0,3223823","21,03545955",
13/01/2012 2.00,"25,1527424","27,37507912","0,28001008","27,59765295",
13/01/2012 3.00,"17,37363465","18,59213313","0,24281862","35,3854347",
13/01/2012 4.00,"23,18728288","26,67633872","0,24636139","26,51732055",
13/01/2012 5.00,"31,13349752","33,1976736","0,26705878","17,0934393",
13/01/2012 6.00,"35,47568776","41,75041288","0,26938062","14,40149802",
13/01/2012 7.00,"40,98597616","56,80423896","0,29195949","11,30157725",
13/01/2012 8.00,"50,13841424","95,57808848","0,43082865","8,76844196",
13/01/2012 9.00,"82,44893896","285,6187664","1,17018309","6,94988574",
13/01/2012 10.00,"73,24539312","178,98817072","0,88342882","11,736587",
13/01/2012 11.00,"58,0781472","104,9689912","0,68452138","23,33126565",
13/01/2012 12.00,"38,90856904","54,22569664","0,48448972","41,77615785",
13/01/2012 13.00,"24,1793432","32,33436736","0,31202079","52,5337764",
13/01/2012 14.00,"20,9752136","26,71280056","0,31148372","58,971801",
13/01/2012 15.00,"22,35665272","26,90734656","0,28875807","62,44842765",
13/01/2012 16.00,"37,27000416","43,72019352","0,3444474","49,48032915",
13/01/2012 17.00,"81,55259336","121,23795064","0,56783964","14,97501663",
13/01/2012 18.00,"94,67164752","149,97242352","0,71376987","8,50997574",
13/01/2012 19.00,"92,13673704","162,6260204","0,82837558","7,16358416",
13/01/2012 20.00,"93,34133528","200,8420248","0,84198511","6,79869068",
13/01/2012 21.00,"65,61148456","104,90415528","0,5965767","5,83915154",
13/01/2012 22.00,"57,70094784","76,23130616","0,44893508","8,74225758",
13/01/2012 23.00,"52,65871704","64,16373728","0,45589945","13,5914582",
14/01/2012 0.00,"34,7269868","38,39288352","0,35009182","28,01744085",
14/01/2012 1.00,"26,80266456","29,02953272","0,28626613","31,13255355",
14/01/2012 2.00,"20,47230024","21,92859416","0,23111387","38,3704734",
14/01/2012 3.00,,,"0,24040008","43,77123765",
14/01/2012 4.00,"11,70355658","16,30378078",,"51,77948685",
14/01/2012 5.00,"6,06755227","7,220907",,"58,84086915",
14/01/2012 6.00,"8,52215302","10,37174342",,,
14/01/2012 7.00,"19,10143448","23,87000072",,"50,06398635",
14/01/2012 8.00,"34,59071856","41,36051784",,"31,7711331",
14/01/2012 9.00,"54,68096296","83,51948688",,"14,33391939",
14/01/2012 10.00,"46,31942368","69,09551184",,"17,75395986",
14/01/2012 11.00,"34,61261096","44,9952872",,"29,48631945",
14/01/2012 12.00,"28,51099832","36,94351104",,"36,64737195",
14/01/2012 13.00,"26,16671424","33,90289568",,"39,77345715",
14/01/2012 14.00,"45,28518464","68,06926496",,"26,2216815",
14/01/2012 15.00,"38,42754808","53,09245424",,"28,46934825",
14/01/2012 16.00,"31,37280344","41,15949016",,"31,0345791",
14/01/2012 17.00,"47,38530632","66,45857704",,"12,21296906",
14/01/2012 18.00,"70,81269816","99,91406472",,"12,21973211",
14/01/2012 19.00,"65,2626784","87,97863416",,"13,74603279",
14/01/2012 20.00,"57,92319872","70,18009384",,"18,58595466",
14/01/2012 21.00,"67,04888792","109,93965584",,"8,890919",
14/01/2012 22.00,"60,48569936","99,82892336",,"7,07489444",
14/01/2012 23.00,"58,62811488","83,73349704",,"7,56142107",
15/01/2012 0.00,"58,22982616","77,55500288",,"7,15851486",
15/01/2012 1.00,"50,31280776","64,09565096",,"12,12259356","8,60000038"
15/01/2012 2.00,"49,54544568","61,17503272",,"10,1215926","8,60000038"
15/01/2012 3.00,"31,0627344","38,9594856",,"22,07102415","8,60000038"
15/01/2012 4.00,"25,96958704","27,80308032",,"28,75483275","8,60000038"
15/01/2012 5.00,"19,13225592","20,70699824",,"34,1091534","8,60000038"
15/01/2012 6.00,"17,43934435","18,8920571",,"33,67837305","8,60000038"
15/01/2012 7.00,"16,50000552","17,827727",,"33,9588102","8,60000038"
15/01/2012 8.00,"17,0540362","19,06958056",,"39,3325422","8,60000038"
15/01/2012 9.00,"10,49896599","12,08942495",,"52,23055635","8,60000038"
15/01/2012 10.00,"17,76300198","22,75216904",,"45,38962155","8,60000038"
15/01/2012 11.00,"19,2174164","26,79224416",,"45,45042915","8,60000038"
15/01/2012 12.00,"11,49833015","15,57099149",,"55,8532968","8,60000038"
15/01/2012 13.00,"14,36743911","18,92042735",,"54,7662213","8,60000038"
15/01/2012 14.00,"12,78808887","17,42161246",,"55,97409405","8,60000038"
15/01/2012 15.00,"14,4655859","18,77695087",,"54,29490255","8,60000038"
15/01/2012 16.00,"17,99580518","22,3371312",,"51,55987725","8,60000038"
15/01/2012 17.00,"30,2079748","35,7705564",,"39,2016303","8,60000038"
15/01/2012 18.00,"33,8087488","38,4317736",,"35,80185105","8,60000038"
15/01/2012 19.00,"30,93313904","36,95727744",,"39,80386095","8,60000038"
15/01/2012 20.00,"28,51180136","34,44682144",,"43,4587209","8,60000038"
15/01/2012 21.00,"29,9289184","35,13502672",,"41,8082574","8,60000038"
15/01/2012 22.00,"28,54181976","32,94152296",,"40,0944327","8,60000038"
15/01/2012 23.00,"38,77310384","43,83611808",,"21,14610225","8,60000038"
16/01/2012 0.00,"28,71783848","32,07823584",,"33,1859472","8,60000038"
16/01/2012 1.00,"8,45969371","9,9129399",,"58,28593995",18
16/01/2012 2.00,"4,34219406","5,65237677",,"62,77109895",18
16/01/2012 3.00,,,,"63,27112575",18
16/01/2012 4.00,"6,1738155","7,23630816",,"56,2393293",18
16/01/2012 5.00,"20,85030264","22,05748208",,"31,91471325",18
16/01/2012 6.00,"36,48273816","44,69454872",,,18
16/01/2012 7.00,"38,10956336","46,9829068",,"10,69426334",18
16/01/2012 8.00,"52,06817672","114,29913056",,"6,4836303",18
16/01/2012 9.00,"70,62694736","220,9757672",,"7,5453713",18
16/01/2012 10.00,"70,90760984","206,0315752",,"10,78295505",18
16/01/2012 11.00,"19,03653546","26,94382752",,"46,80020625",18
16/01/2012 12.00,"15,1664467","22,26984792",,"51,7609134",18
16/01/2012 13.00,"18,67961669","29,76798536",,"50,04032565",18
16/01/2012 14.00,"18,1296471","28,03165992",,"52,031196",18
16/01/2012 15.00,"19,35936328","29,35134144",,"49,8511398",18
16/01/2012 16.00,"22,80847744","32,49000416",,"46,0704153",18
16/01/2012 17.00,"33,42831816","50,3055804",,"36,5612079",18
16/01/2012 18.00,"44,94043192","62,10562224",,"26,7293292",18
16/01/2012 19.00,"41,9950724","58,74157296",,"29,42718765",18
16/01/2012 20.00,"52,46484024","72,0858416",,"19,42385666",18
16/01/2012 21.00,"56,73728072","83,19767816",,"16,62548612",18
16/01/2012 22.00,"47,70734448","62,15101312",,"23,2738296",18
16/01/2012 23.00,"41,75333824","54,01493688",,"25,26976725",18
17/01/2012 0.00,"47,31878784","68,27193696",,"11,46629442",18
17/01/2012 1.00,"34,6799516","41,32158952",,"15,00036311","23,20000076"
17/01/2012 2.00,"19,87852864","21,71863744",,"26,8830639","23,20000076"
17/01/2012 3.00,"14,00484361","15,21108043",,"36,99031245","23,20000076"
17/01/2012 4.00,"13,48164584","14,65419322",,"45,176775","23,20000076"
17/01/2012 5.00,"14,83224058","15,98926634",,"44,20287585","23,20000076"
17/01/2012 6.00,"14,12387517","19,18143256",,"46,693773","23,20000076"
17/01/2012 7.00,"22,86849512","26,71767616",,"38,7725457","23,20000076"
17/01/2012 8.00,"28,89467936","35,41467584",,"33,4756611","23,20000076"
17/01/2012 9.00,"43,66851216","58,13038304",,"19,06825389","23,20000076"
17/01/2012 10.00,"46,32347712","67,90389608",,"15,6093608","23,20000076"
17/01/2012 11.00,"54,65419496","97,81375184",,"11,58876947","23,20000076"
17/01/2012 12.00,"50,00862768","89,12241168",,"24,41834115","23,20000076"
17/01/2012 13.00,"29,86645336","38,0345556",,"34,1902302","23,20000076"
17/01/2012 14.00,"29,78209592","39,45312576",,"36,769845","23,20000076"
17/01/2012 15.00,"21,40839632","27,79497344",,"48,4506897","23,20000076"
17/01/2012 16.00,"24,63197096","34,11690584",,"47,1363837","23,20000076"
17/01/2012 17.00,"29,81048912","37,582272",,"41,68155495","23,20000076"
17/01/2012 18.00,"36,85550168","45,66565352",,"35,51297505","23,20000076"
17/01/2012 19.00,"36,78978624","44,70426168",,"35,9091222","23,20000076"
17/01/2012 20.00,"41,06953056","50,11023136",,"32,68250895","23,20000076"
