"NetC","Comune Bari","","","","","","","","","","",""
"Stat","Corso Cavour","","","","","","","","","","",""
,CO,PM10,BENZENE
16/10/2012 22.00,"0,72326812",,"2,0091913"
16/10/2012 23.00,"0,69117936",,"1,15873929"
17/10/2012 0.00,"0,64442325",,"0,97493891"
17/10/2012 1.00,"0,64931974",,"0,79298846"
17/10/2012 2.00,"0,6173102","2,44439006","0,90007144"
17/10/2012 3.00,"0,58815142",,"0,85307791"
17/10/2012 4.00,"0,60525711","12,22194958","0,66432983"
17/10/2012 5.00,"0,62340432",,"0,98958371"
17/10/2012 6.00,"0,69316568","1,95551205","0,92098706"
17/10/2012 7.00,"0,88785932",,"1,84491936"
17/10/2012 8.00,"1,33408927","3,66658497","3,35558642"
17/10/2012 9.00,"1,46983507",,"4,92657581"
17/10/2012 10.00,"1,09898994","15,6440897","4,99504635"
17/10/2012 11.00,"0,83376837",,"2,23164887"
17/10/2012 12.00,"0,84116262","14,17745972","1,61247079"
17/10/2012 13.00,"0,97989781",,"2,25450797"
17/10/2012 14.00,"0,80388262","4,39990187","2,27243565"
17/10/2012 15.00,"0,74328398",,"1,38547232"
17/10/2012 16.00,"0,81536486","2,93326807","1,07996247"
17/10/2012 17.00,"0,93642467",,"1,82280266"
17/10/2012 18.00,"1,16326532","1,71107304","2,95535827"
17/10/2012 19.00,"1,22215374",,"3,99394816"
17/10/2012 20.00,"1,29313253","2,93326807","4,48487949"
17/10/2012 21.00,"1,57689624",,"5,64234448"
17/10/2012 22.00,"1,19747671","4,64434099","5,38902707"
17/10/2012 23.00,"1,05803436",,"3,40816226"
18/10/2012 0.00,"0,95760088","3,91102409","2,76343918"
18/10/2012 1.00,"0,83347479",,"2,68003298"
18/10/2012 2.00,"0,7943471","2,93326807","1,94797706"
18/10/2012 3.00,"0,73720967",,"1,70202578"
18/10/2012 4.00,"0,68136889","2,19995093","1,44067915"
18/10/2012 5.00,"0,69694028",,
18/10/2012 6.00,"0,76196359","3,42214608","1,24527989"
18/10/2012 7.00,"0,99143947",,"1,33269409"
18/10/2012 8.00,"1,39221112","2,93326807","3,2253616"
18/10/2012 9.00,"1,80434618",,"4,67066301"
18/10/2012 10.00,"1,33076669","51,33219147","6,47177103"
18/10/2012 11.00,"1,11698103",,"3,24870989"
18/10/2012 12.00,"1,11556556","9,28868198","2,95856182"
18/10/2012 13.00,"1,05134843",,"2,58110735"
18/10/2012 14.00,"0,80449192","2,93326807","2,02656776"
18/10/2012 15.00,"0,77540886",,"1,18769633"
18/10/2012 16.00,"0,81651472","4,64434099",
18/10/2012 17.00,,,"1,95438822"
18/10/2012 18.00,"1,33562357","0,24443901","4,39868569"
18/10/2012 19.00,"1,32919394",,"4,73742703"
18/10/2012 20.00,"1,53012032","0,24443901","6,03321419"
18/10/2012 21.00,"1,60774544",,"6,51319954"
18/10/2012 22.00,"0,96432409","2,68882895","4,19697187"
18/10/2012 23.00,"0,79631245",,"2,21027356"
19/10/2012 0.00,"0,68575279",,"1,64108815"
19/10/2012 1.00,"0,6400778",,"1,14080755"
19/10/2012 2.00,"0,60167823","1,95551205","0,93471656"
19/10/2012 3.00,"0,56958947",,"0,7476506"
19/10/2012 4.00,"0,5345521","0,73331702","0,57468229"
19/10/2012 5.00,"0,53799234",,"0,48093015"
19/10/2012 6.00,"0,60667259","1,22219503",
19/10/2012 7.00,"0,77804642",,
19/10/2012 8.00,"1,34411642","35,44364166",
19/10/2012 9.00,"1,76689026",,
19/10/2012 10.00,"0,9235456","2,19995093",
19/10/2012 11.00,"0,7972561",,
19/10/2012 12.00,"0,71974865","4,64434099",
19/10/2012 13.00,"0,75718476",,
19/10/2012 14.00,"0,69963493","40,57686996",
19/10/2012 15.00,"0,67411211",,
19/10/2012 16.00,"0,77700491","28,59935951",
19/10/2012 17.00,"0,87222851",,
19/10/2012 18.00,"0,87568856","3,91102409",
19/10/2012 19.00,"0,91253518",,
19/10/2012 20.00,"1,00325606","0,24443901",
19/10/2012 21.00,"1,50880665",,
19/10/2012 22.00,"1,01424667","2,93326807",
19/10/2012 23.00,"0,85093464",,
20/10/2012 0.00,"0,7561817","1,95551205",
20/10/2012 1.00,"0,68618617",,
20/10/2012 2.00,"0,67106563","0,48887801",
20/10/2012 3.00,,,
20/10/2012 4.00,"0,5857655","0,73331702",
20/10/2012 5.00,"0,56884271",,
20/10/2012 6.00,"0,63508344","2,93326807",
20/10/2012 7.00,"0,67552875",,
20/10/2012 8.00,"1,00146662","2,93326807",
20/10/2012 9.00,"0,91473703",,
20/10/2012 10.00,"0,76113761","2,93326807",
20/10/2012 11.00,"0,68246982",,
20/10/2012 12.00,"0,71620938","1,71107304",
20/10/2012 13.00,"0,71996534",,
20/10/2012 14.00,"0,59473716","16,8662796",
20/10/2012 15.00,"0,5766284",,
20/10/2012 16.00,"0,63610631","21,75506973",
20/10/2012 17.00,"0,65732213",,
20/10/2012 18.00,"0,73642213","18,57736015",
20/10/2012 19.00,"0,78129094",,
20/10/2012 20.00,"0,80604603","31,04375076",
20/10/2012 21.00,"1,0050455",,
20/10/2012 22.00,"1,00714949","1,71107304",
20/10/2012 23.00,"0,98459626",,
21/10/2012 0.00,"1,06263495","0,24443901",
21/10/2012 1.00,"0,98553991",,
21/10/2012 2.00,"0,83148846","1,95551205",
21/10/2012 3.00,"0,65787201",,
21/10/2012 4.00,"0,63064013","4,88878012",
21/10/2012 5.00,"0,62373984",,
21/10/2012 6.00,"0,70905279","2,44439006",
21/10/2012 7.00,"0,7116088",,
21/10/2012 8.00,"0,80628136","0,73331702",
21/10/2012 9.00,"0,95221392",,
21/10/2012 10.00,"0,80323372","24,19944954",
21/10/2012 11.00,"0,72185264",,
21/10/2012 12.00,"0,73771994","3,66658497",
21/10/2012 13.00,"0,77403532",,
21/10/2012 14.00,"0,63250879","32,02151108",
21/10/2012 15.00,"0,58864188",,
21/10/2012 16.00,"0,6272395","20,04397964",
21/10/2012 17.00,"0,82273815",,
21/10/2012 18.00,"0,90480774","3,42214608",
21/10/2012 19.00,"0,95889869",,
21/10/2012 20.00,"0,97047995","1,46663404",
21/10/2012 21.00,"1,28428435",,
21/10/2012 22.00,"0,99692429","3,66658497",
21/10/2012 23.00,"1,05785728",,
22/10/2012 0.00,"1,00337373","3,66658497",
22/10/2012 1.00,"0,88703333",,
22/10/2012 2.00,"0,74853347","1,95551205",
22/10/2012 3.00,,,
22/10/2012 4.00,"0,67569185","0,97775602",
22/10/2012 5.00,"0,63303887",,
22/10/2012 6.00,"0,71949352","20,04397964",
22/10/2012 7.00,"0,86465834",,
22/10/2012 8.00,"1,51002524","2,19995093",
22/10/2012 9.00,"1,58513395",,
22/10/2012 10.00,"1,29049846","0,97775602",
22/10/2012 11.00,"0,87796963",,
22/10/2012 12.00,"0,81365464","63,30970001",
22/10/2012 13.00,"0,80374515",,
22/10/2012 14.00,"0,73634408","48,64336014","1,77753701"
22/10/2012 15.00,"0,79658856",,"1,21909722"
22/10/2012 16.00,"0,86892457","4,88878012","1,73340938"
22/10/2012 17.00,"0,98215791",,"2,27874003"
22/10/2012 18.00,"0,90101333","46,44340134","2,2940947"
22/10/2012 19.00,"0,89330569",,"2,1513557"
22/10/2012 20.00,"0,91733265","3,91102409","2,28667568"
22/10/2012 21.00,"1,09185315",,"3,28927191"
22/10/2012 22.00,"0,98618881","43,26570129","3,08422031"
22/10/2012 23.00,"0,95948818",,"2,25713387"
23/10/2012 0.00,"0,87289606","1,95551205","2,42808547"
23/10/2012 1.00,"0,69129819",,"1,42617368"
23/10/2012 2.00,"0,63748334","4,15546322","0,83400611"
23/10/2012 3.00,"0,66754617",,"0,83264841"
23/10/2012 4.00,"0,6815052","6,11097479","0,80780107"
23/10/2012 5.00,"0,69733405",,"0,78567216"
23/10/2012 6.00,"0,82751698","1,71107304","0,93213542"
23/10/2012 7.00,"1,05724799",,"1,36926236"
23/10/2012 8.00,"1,5670648","1,46663404","3,86738048"
23/10/2012 9.00,"1,23174868",,"3,76842841"
23/10/2012 10.00,"1,16462254","47,42116165","3,33833911"
23/10/2012 11.00,"0,8924599",,"2,31717145"
23/10/2012 12.00,"0,81328068","3,66658497","1,62411035"
23/10/2012 13.00,"0,83923455",,"1,29650516"
23/10/2012 14.00,"0,87171591","34,71033096","1,42573433"
23/10/2012 15.00,"0,86518958",,"1,41863466"
23/10/2012 16.00,"1,02547378","34,22145081","1,4470354"
23/10/2012 17.00,"0,99678682",,"1,97528045"
23/10/2012 18.00,"1,12864035","3,66658497","2,19394969"
23/10/2012 19.00,"1,03318142",,"2,21054612"
23/10/2012 20.00,"1,12696974","0,73331702","2,68615532"
23/10/2012 21.00,"1,05315884",,"2,85623026"
23/10/2012 22.00,"1,06015699","0,97775602","1,90704789"
23/10/2012 23.00,"1,12464906",,"2,52655547"
24/10/2012 0.00,"1,00549752","1,71107304","2,23644504"
24/10/2012 1.00,"0,8112163",,"1,70519678"
24/10/2012 2.00,"0,73669707","3,42214608","1,14303681"
24/10/2012 3.00,,,"0,89632075"
24/10/2012 4.00,"0,69339985","3,42214608","0,80418767"
24/10/2012 5.00,"0,70547391",,
24/10/2012 6.00,"0,7791089","1,22219503","0,87066896"
24/10/2012 7.00,"0,88976642",,"1,38886503"
24/10/2012 8.00,"1,29368357","47,42116165","2,54843826"
24/10/2012 9.00,"1,4646648",,"3,90776657"
24/10/2012 10.00,"1,1283258","2,68882895","4,37747615"
24/10/2012 11.00,"0,92559017",,"2,55638917"
24/10/2012 12.00,"0,91397046","3,17770696","1,8802174"
24/10/2012 13.00,"0,99462458",,"2,1712472"
24/10/2012 14.00,"0,93530394","3,42214608","2,07450304"
24/10/2012 15.00,"0,93398633",,"1,82522617"
24/10/2012 16.00,"1,06902497","36,42140961","1,96143298"
24/10/2012 17.00,"1,08668171",,"2,43035033"
24/10/2012 18.00,"1,23918138","4,39990187","2,6421182"
24/10/2012 19.00,"1,43145531",,"3,66900344"
24/10/2012 20.00,"1,50613181","21,99950981","4,55287407"
24/10/2012 21.00,"1,68859527",,"5,21782325"
24/10/2012 22.00,"1,2688516","6,11097479","4,60134226"
24/10/2012 23.00,"1,05593037",,"2,89316669"
25/10/2012 0.00,"0,99002283","1,46663404","2,40144108"
25/10/2012 1.00,"0,90590983",,"2,16816976"
25/10/2012 2.00,"0,82547124",,"1,85966586"
25/10/2012 3.00,"0,74234033",,"1,34101112"
25/10/2012 4.00,"0,73630447",,"1,17583099"
25/10/2012 5.00,"0,72615848",,"1,13094163"
25/10/2012 6.00,"0,83880233",,"1,16978391"
25/10/2012 7.00,"1,01110001",,"1,60148007"
25/10/2012 8.00,"1,46452733",,"3,08815915"
25/10/2012 9.00,"1,77965051",,"5,28804608"
25/10/2012 10.00,"1,57302261",,"6,82319335"
25/10/2012 11.00,"1,20097753",,"4,20911282"
25/10/2012 12.00,"1,1450587",,"3,52655327"
25/10/2012 13.00,"1,25257072",,"3,50224493"
25/10/2012 14.00,"0,97482424",,"3,12400941"
25/10/2012 15.00,"0,88166618",,"2,16484925"
25/10/2012 16.00,"1,02415616",,"1,67837544"
25/10/2012 17.00,"1,11965471",,"2,79249386"
25/10/2012 18.00,"1,28503228",,"3,23866193"
25/10/2012 19.00,"1,177815",,"3,67633499"
25/10/2012 20.00,"1,20941213",,"3,25243821"
25/10/2012 21.00,"1,23082367",,"3,79877874"
25/10/2012 22.00,"1,22348999",,"3,60163838"
25/10/2012 23.00,"1,14924687",,"3,26533173"
26/10/2012 0.00,"1,05164434",,"2,89707807"
26/10/2012 1.00,"0,93005445",,"2,24625502"
26/10/2012 2.00,"0,89786667",,"2,04185022"
26/10/2012 3.00,,,"1,8163681"
26/10/2012 4.00,"0,76941144",,"1,43238145"
26/10/2012 5.00,"0,71778213",,
26/10/2012 6.00,"0,79413041",,"1,20728985"
26/10/2012 7.00,"0,95730613",,"1,41827566"
26/10/2012 8.00,"1,4665521",,"3,18591827"
26/10/2012 9.00,"1,85900681",,"5,34492384"
26/10/2012 10.00,"1,72115702",,"6,58542587"
26/10/2012 11.00,"1,47514514",,"5,73621154"
26/10/2012 12.00,"1,28084411",,"4,73789587"
26/10/2012 13.00,"1,16267583",,"3,89232749"
26/10/2012 14.00,"0,94240229",,"2,70353178"
26/10/2012 15.00,"0,91697849",,"1,6690343"
26/10/2012 16.00,"0,90545664",,"1,92776723"
26/10/2012 17.00,"0,93217825",,"1,91742638"
26/10/2012 18.00,"0,95394394",,"2,23060644"
26/10/2012 19.00,"0,97230667",,"2,185832"
26/10/2012 20.00,"1,02547378",,"2,16136501"
26/10/2012 21.00,"0,92871703",,"2,51124251"
26/10/2012 22.00,"0,71253264",,"1,25328368"
26/10/2012 23.00,"0,75846393",,"0,87376979"
27/10/2012 0.00,"0,71736972",,"0,9077325"
27/10/2012 1.00,"0,692596",,"0,82737832"
27/10/2012 2.00,"0,6254885",,"0,55618408"
27/10/2012 3.00,"0,58679419",,"0,37944372"
27/10/2012 4.00,"0,58634217",,"0,34601696"
27/10/2012 5.00,"0,59166972",,"0,31113996"
27/10/2012 6.00,"0,63050266",,"0,37266033"
27/10/2012 7.00,"0,62395536",,"0,40334932"
27/10/2012 8.00,"0,70521761",,"0,52842405"
27/10/2012 9.00,"0,74281216",,"0,75732532"
27/10/2012 10.00,"0,83597138",,"1,08797236"
27/10/2012 11.00,"0,82926564",,"1,27136797"
27/10/2012 12.00,"0,86790287",,"1,48453016"
27/10/2012 13.00,"1,02590599",,"1,71102826"
27/10/2012 14.00,"0,81349737",,"1,71233917"
27/10/2012 15.00,"0,8438363",,"1,43456291"
27/10/2012 16.00,"0,68602889",,"1,00623302"
27/10/2012 17.00,"0,77733926",,"0,83769782"
27/10/2012 18.00,"0,89350258",,"1,29151576"
27/10/2012 19.00,"0,98225694",,"2,05573532"
27/10/2012 20.00,"1,02661431",,"2,26341689"
27/10/2012 21.00,"1,1431714",,"2,80305032"
27/10/2012 22.00,"0,93341664",,"2,12646971"
27/10/2012 23.00,"0,85262389",,"1,80950132"
28/10/2012 0.00,"0,72928418",,"1,08831102"
28/10/2012 1.00,"0,71428247",,"0,84625079"
28/10/2012 2.00,"0,7268668",,"0,84138647"
28/10/2012 3.00,,,"0,78742242"
28/10/2012 4.00,"0,63195658",,"0,52664633"
28/10/2012 5.00,"0,59998782",,
28/10/2012 6.00,"0,59975132",,"0,35962849"
28/10/2012 7.00,"0,60749857",,"0,3072296"
28/10/2012 8.00,"0,6369323",,"0,41782733"
28/10/2012 9.00,"0,67839931",,"0,50953937"
28/10/2012 10.00,"0,75604539",,"0,72764519"
28/10/2012 11.00,"0,85893586",,"1,27169646"
28/10/2012 12.00,"0,79853527",,"1,3320127"
28/10/2012 13.00,"0,81479518",,"1,35631493"
28/10/2012 14.00,"0,80500335",,"1,32129555"
28/10/2012 15.00,"0,67696403",,"0,99163297"
28/10/2012 16.00,"0,66917833",,"0,64357082"
28/10/2012 17.00,"0,72908846",,"0,60720188"
28/10/2012 18.00,"0,93770268",,"1,4477951"
28/10/2012 19.00,"0,78115347",,"1,54652342"
28/10/2012 20.00,"0,75189683",,"1,24712676"
28/10/2012 21.00,"0,7655215",,"1,0900745"
28/10/2012 22.00,"0,74076758",,"0,9919279"
28/10/2012 23.00,"0,70201386",,"0,73841726"
29/10/2012 0.00,"0,776356",,"0,90985397"
29/10/2012 1.00,"0,7726781",,"0,99152008"
29/10/2012 2.00,"0,77828291",,"1,00313117"
29/10/2012 3.00,"0,64444305",,"0,72029228"
29/10/2012 4.00,"0,61158772",,"0,37614254"
29/10/2012 5.00,"0,616052",,"0,28355892"
29/10/2012 6.00,"0,60283857",,"0,26945618"
29/10/2012 7.00,"0,66792013",,"0,37475331"
29/10/2012 8.00,"0,73909581",,"0,53985614"
29/10/2012 9.00,"0,95107222",,"1,29415894"
29/10/2012 10.00,"1,01218229",,"1,90641023"
29/10/2012 11.00,"0,91802",,"1,85784848"
29/10/2012 12.00,"0,97802915",,"2,01909485"
29/10/2012 13.00,"1,09480176",,"2,67115762"
29/10/2012 14.00,"1,00687339",,"2,63834208"
29/10/2012 15.00,"0,80911231",,"2,04788307"
29/10/2012 16.00,"0,8239381",,"1,11758232"
29/10/2012 17.00,"0,96739154",,"1,575273"
29/10/2012 18.00,"1,03544268",,"2,54574321"
29/10/2012 19.00,"1,1712479",,"2,67838137"
29/10/2012 20.00,"1,07051967",,"3,22150208"
29/10/2012 21.00,"0,99489835",,"2,40417986"
29/10/2012 22.00,"0,9066764",,"2,14253831"
29/10/2012 23.00,"0,7558089",,"1,33654649"
30/10/2012 0.00,"0,71406578",,"0,90904342"
30/10/2012 1.00,"0,68528096",,"0,84073966"
30/10/2012 2.00,"0,66715356",,"0,67463915"
30/10/2012 3.00,,,"0,63489581"
30/10/2012 4.00,"0,66745646",,"0,61568061"
30/10/2012 5.00,"0,66874612",,
30/10/2012 6.00,"0,6525631",,"0,64459494"
30/10/2012 7.00,"0,73211629",,"0,72361381"
30/10/2012 8.00,"0,94110448",,"1,10668821"
30/10/2012 9.00,"1,19918809",,"2,57695088"
30/10/2012 10.00,"1,18766624",,"3,21720221"
30/10/2012 11.00,"0,93638506",,"2,65039862"
30/10/2012 12.00,"0,92724214",,"1,91349364"
30/10/2012 13.00,"0,8600962",,"1,89657076"
30/10/2012 14.00,"0,91442365",,"1,44650656"
30/10/2012 15.00,"0,83870447",,"2,09140558"
30/10/2012 16.00,"0,88119435",,"1,52387789"
30/10/2012 17.00,"0,92769416",,"1,9053973"
30/10/2012 18.00,"1,05160473",,"2,62842531"
30/10/2012 19.00,"1,13595539",,"2,93538541"
30/10/2012 20.00,"1,20856634",,"3,31605359"
30/10/2012 21.00,"1,22848435",,"3,64967637"
30/10/2012 22.00,"1,06831782",,"3,46211106"
30/10/2012 23.00,"0,91603484",,"2,38043902"
31/10/2012 0.00,"0,78522282",,"1,60851873"
31/10/2012 1.00,"0,85433528",,"1,44601738"
31/10/2012 2.00,"0,80732287",,"1,40555299"
31/10/2012 3.00,"0,73378807",,"1,16219912"
31/10/2012 4.00,"0,73526296",,"0,90243292"
31/10/2012 5.00,"0,69568208",,"0,92566526"
31/10/2012 6.00,"0,7442486",,"0,92826167"
31/10/2012 7.00,"0,85085426",,"1,31541323"
31/10/2012 8.00,"0,88477207",,"1,59671848"
31/10/2012 9.00,"0,97895416",,"1,85971468"
31/10/2012 10.00,"0,9845182",,"2,24494207"
31/10/2012 11.00,"0,92539445",,"2,11473963"
31/10/2012 12.00,"0,94554779",,"2,11027805"
31/10/2012 13.00,"0,98846988",,"2,07754997"
31/10/2012 14.00,"1,00028764",,"2,47340705"
31/10/2012 15.00,"0,8034108",,"1,98023324"
31/10/2012 16.00,"0,8504034",,"1,32448385"
31/10/2012 17.00,"0,87940375",,"1,38712393"
31/10/2012 18.00,"0,92995543",,"1,63179074"
31/10/2012 19.00,"0,93200117",,"1,82670692"
31/10/2012 20.00,"0,86560199",,"1,88963482"
31/10/2012 21.00,"0,83182282",,"1,38721851"
31/10/2012 22.00,"0,77185328",,"1,25163817"
31/10/2012 23.00,"0,70087332",,"0,91131946"
01/11/2012 0.00,"0,74910432",,"0,7581196"
01/11/2012 1.00,"0,72562841",,"0,82603486"
01/11/2012 2.00,"0,67196967",,"0,69597073"
01/11/2012 3.00,,,"0,59592946"
01/11/2012 4.00,"0,62891826",,"0,43591061"
01/11/2012 5.00,"0,61569784",,"0,32985581"
01/11/2012 6.00,"0,63010889",,"0,33231289"
01/11/2012 7.00,"0,63207658",,"0,33586323"
01/11/2012 8.00,"0,67487984",,"0,39299016"
01/11/2012 9.00,"0,70299712",,"0,5198782"
01/11/2012 10.00,"0,68221352",,"0,74989207"
01/11/2012 11.00,"0,73072062",,"0,73616257"
01/11/2012 12.00,"0,79829878",,"1,05867666"
01/11/2012 13.00,"0,83196029",,"1,32768435"
01/11/2012 14.00,"0,786029",,"1,29049673"
01/11/2012 15.00,"0,66367254",,"0,91999244"
01/11/2012 16.00,"0,64277128",,"0,56350445"
01/11/2012 17.00,"0,68610695",,"0,52497032"
01/11/2012 18.00,"0,74859289",,"0,81794361"
01/11/2012 19.00,"0,84255713",,"1,27300534"
01/11/2012 20.00,"0,8488691",,"1,34222745"
01/11/2012 21.00,"0,87081187",,"1,30718773"
01/11/2012 22.00,"0,89098501",,"1,53752806"
01/11/2012 23.00,"0,76314257",,"1,13981292"
02/11/2012 0.00,"0,77602165",,"0,98429938"
02/11/2012 1.00,"0,76133333",,"0,93080518"
02/11/2012 2.00,"0,73650135",,"0,93885372"
02/11/2012 3.00,"0,66719201",,"0,68065064"
02/11/2012 4.00,"0,62727794",,"0,43489157"
02/11/2012 5.00,"0,61591337",,"0,33890406"
02/11/2012 6.00,"0,64298797",,"0,30835237"
02/11/2012 7.00,"0,67273624",,"0,41870297"
02/11/2012 8.00,"0,76868797",,"0,62167583"
02/11/2012 9.00,"1,0494821",,"1,38818466"
02/11/2012 10.00,"1,07863972",,"2,77847349"
02/11/2012 11.00,"1,27178041",,"3,05529683"
02/11/2012 12.00,"1,1194986",,"3,3945009"
02/11/2012 13.00,"1,05146726",,"3,06603431"
02/11/2012 14.00,"1,06570239",,"2,76147637"
02/11/2012 15.00,"0,8759635",,"2,66490409"
02/11/2012 16.00,"0,88665937",,"1,85721489"
02/11/2012 17.00,"1,10258862",,"2,47651704"
02/11/2012 18.00,"1,1727822",,"2,82411544"
02/11/2012 19.00,"1,90688365",,"4,67622295"
02/11/2012 20.00,"1,65953551",,"7,78964438"
02/11/2012 21.00,"1,4879648",,"5,21290707"
02/11/2012 22.00,"1,25699423",,"4,89584309"
02/11/2012 23.00,"0,99033738",,"3,10636345"
03/11/2012 0.00,"0,86139401",,"1,86566006"
03/11/2012 1.00,"0,96808005",,"1,93328039"
03/11/2012 2.00,"1,01843485",,"2,08952617"
03/11/2012 3.00,,,"1,93526761"
03/11/2012 4.00,"0,76027318",,"1,31371077"
03/11/2012 5.00,"0,7898234",,
03/11/2012 6.00,"0,79578238",,"1,23156463"
03/11/2012 7.00,"0,76941493",,"1,33164963"
03/11/2012 8.00,"0,77623834",,"1,05336894"
03/11/2012 9.00,"0,88917693",,"1,2696289"
03/11/2012 10.00,"0,97342857",,"1,74165521"
03/11/2012 11.00,"0,97905202",,"2,40656066"
03/11/2012 12.00,"1,00565363",,"2,32182117"
03/11/2012 13.00,"1,13452011",,"2,56347563"
03/11/2012 14.00,"1,29342844",,"3,75268627"
03/11/2012 15.00,"0,84277382",,"3,14446739"
03/11/2012 16.00,"0,82000622",,"1,30536425"
03/11/2012 17.00,"0,81630851",,"1,49365773"
03/11/2012 18.00,"0,91723479",,"1,3980282"
03/11/2012 19.00,"0,99073115",,"2,035017"
03/11/2012 20.00,"1,05437626",,"2,33854472"
03/11/2012 21.00,"1,26926284",,"2,82991946"
03/11/2012 22.00,"1,28247627",,"4,09003432"
03/11/2012 23.00,"0,98795845",,"2,69630294"
04/11/2012 0.00,"1,00773898",,"2,1678911"
04/11/2012 1.00,"1,06202565",,"2,47558852"
04/11/2012 2.00,"1,03097957",,"2,26147646"
04/11/2012 3.00,"0,92273942",,"2,29768573"
04/11/2012 4.00,"0,79326598",,"1,4428118"
04/11/2012 5.00,"0,70390116",,"0,98584115"
04/11/2012 6.00,"0,67358203",,"0,72832862"
04/11/2012 7.00,"0,66355488",,"0,58240641"
04/11/2012 8.00,"0,67511517",,"0,62824158"
04/11/2012 9.00,"0,72745629",,"0,70979786"
04/11/2012 10.00,"0,77511761",,"1,15133248"
04/11/2012 11.00,"0,83168418",,"1,26040166"
04/11/2012 12.00,"0,82289659",,"1,37292458"
04/11/2012 13.00,"0,8566944",,"1,33933001"
04/11/2012 14.00,"0,93886302",,"1,51521406"
04/11/2012 15.00,"0,76288744",,"1,77437617"
04/11/2012 16.00,"0,6568305",,"0,79510179"
04/11/2012 17.00,"0,67444763",,"0,54827385"
04/11/2012 18.00,"0,69713717",,"0,60425665"
04/11/2012 19.00,"0,77889221",,"0,79460041"
04/11/2012 20.00,"0,7365398",,"1,00793039"
04/11/2012 21.00,"0,79448457",,"0,91050281"
04/11/2012 22.00,"0,80926958",,"1,08648042"
04/11/2012 23.00,"0,78235226",,"1,09398487"
05/11/2012 0.00,"0,75358608",,"1,10503966"
05/11/2012 1.00,"0,69961512",,"0,84717931"
05/11/2012 2.00,"0,68009089",,"0,71077113"
05/11/2012 3.00,,,"0,58272981"
05/11/2012 4.00,"0,63786896",,"0,46877395"
05/11/2012 5.00,"0,64078612",,
05/11/2012 6.00,"0,65452962",,"0,43475021"
05/11/2012 7.00,"0,65995619",,"0,44150818"
05/11/2012 8.00,"0,71947371",,"0,52642463"
05/11/2012 9.00,"0,84615581",,"1,0084033"
05/11/2012 10.00,"0,98373183",,"1,6182921"
05/11/2012 11.00,"0,88782087",,"1,77208284"
05/11/2012 12.00,"1,00830867",,"1,87833595"
05/11/2012 13.00,"1,01058974",,"1,99995389"
05/11/2012 14.00,"1,04350448",,"2,32045636"
05/11/2012 15.00,"0,82826374",,"2,1292329"
05/11/2012 16.00,"0,84011995",,"1,35930288"
05/11/2012 17.00,"0,92889411",,"1,62242925"
05/11/2012 18.00,"1,32309866",,"2,81238739"
05/11/2012 19.00,"1,38175058",,"4,07403386"
05/11/2012 20.00,"1,49559322",,"4,19990897"
05/11/2012 21.00,"1,31430873",,"4,23049829"
05/11/2012 22.00,"1,08542351",,"3,60620776"
05/11/2012 23.00,"0,7664069",,"1,90098962"
06/11/2012 0.00,"0,66821488",,"0,88260447"
06/11/2012 1.00,"0,64420772",,"0,59999237"
06/11/2012 2.00,"0,63396271",,"0,57916726"
06/11/2012 3.00,"0,61890276",,"0,45641841"
06/11/2012 4.00,"0,60793079",,"0,38575319"
06/11/2012 5.00,"0,62110461",,"0,35636189"
06/11/2012 6.00,"0,66182485",,"0,43817343"
06/11/2012 7.00,"0,76221873",,"0,68370876"
06/11/2012 8.00,"0,90445358",,"1,18989305"
06/11/2012 9.00,"1,31448581",,"2,43891753"
06/11/2012 10.00,"1,25707228",,"3,68919903"
06/11/2012 11.00,"1,25583389",,"3,58373409"
06/11/2012 12.00,"1,07272268",,"3,32701787"
06/11/2012 13.00,"0,92985757",,"2,62650318"
06/11/2012 14.00,"0,90408078",,"1,86735031"
06/11/2012 15.00,"0,87523654",,"1,88693875"
06/11/2012 16.00,"0,91214141",,"1,25498003"
06/11/2012 17.00,"1,16108327",,"2,10985396"
06/11/2012 18.00,"1,31816255",,"3,90828218"
06/11/2012 19.00,"1,19659247",,"3,56996188"
06/11/2012 20.00,"1,28324284",,"3,34546218"
06/11/2012 21.00,"1,36991418",,"3,86312637"
06/11/2012 22.00,"1,10484989",,"4,10873085"
06/11/2012 23.00,"0,85573095",,"2,28207579"
07/11/2012 0.00,"0,77643406",,"1,36031683"
07/11/2012 1.00,"0,74318612",,"1,07021554"
07/11/2012 2.00,"0,73182038",,"0,919428"
07/11/2012 3.00,,,"0,83223551"
07/11/2012 4.00,"0,63681347",,"0,5183527"
07/11/2012 5.00,"0,62629585",,
07/11/2012 6.00,"0,61219702",,"0,45135172"
07/11/2012 7.00,"0,65828558",,"0,37362038"
07/11/2012 8.00,"0,67625687",,"0,5070701"
07/11/2012 9.00,"0,92700565",,"1,0037668"
07/11/2012 10.00,"1,17852332",,"1,83273468"
07/11/2012 11.00,"1,04399611",,"3,16559556"
07/11/2012 12.00,"1,03638633",,"2,36085058"
07/11/2012 13.00,"0,87932569",,"2,31817217"
07/11/2012 14.00,"0,74473907",,"1,34833962"
07/11/2012 15.00,"0,69509259",,"0,84283875"
07/11/2012 16.00,"0,68779853",,"0,66154731"
07/11/2012 17.00,"0,79568335",,"0,91573731"
07/11/2012 18.00,"0,94089944",,"1,53182879"
07/11/2012 19.00,"1,08048857",,"2,70135235"
