"NetC","Provincia Bari","","","","","","","","","",""
"Stat","Casamassima","","","","","","","","","",""
,NO2,NOX,PM10
18/11/2012 21.00,"5,77228594","8,60348185",
18/11/2012 22.00,"0,41272432","2,78849522","22,46640968"
18/11/2012 23.00,"0,41207424","2,51677898",
19/11/2012 0.00,"0,59312726","2,65750027","11,72161007"
19/11/2012 1.00,"0,37119186","2,45971343",
19/11/2012 2.00,,"0,34694005","6,83760691"
19/11/2012 3.00,"0,51136249","1,68671478",
19/11/2012 4.00,"0,35042562","2,29110562","6,34920597"
19/11/2012 5.00,"6,01498948","9,31098112",
19/11/2012 6.00,"23,080708","30,63907344","10,7448101"
19/11/2012 7.00,"14,40831958","17,78670886",
19/11/2012 8.00,"11,22399448","14,43013933","12,69841003"
19/11/2012 9.00,"13,89177366","18,71664066",
19/11/2012 10.00,"2,70022391","5,8564885","14,65200996"
19/11/2012 11.00,"0,28682868","1,54988441",
19/11/2012 12.00,"2,96239353","51,36343264","10,25640965"
19/11/2012 13.00,,,
19/11/2012 14.00,,,"7,81440783"
19/11/2012 15.00,"42,88168592","47,2422696",
19/11/2012 16.00,"24,02879232","27,6767736","7,57020807"
19/11/2012 17.00,"20,94374208","23,91231328",
19/11/2012 18.00,"22,56739336","26,27669248","4,1514039"
19/11/2012 19.00,"17,71465706","22,400036",
19/11/2012 20.00,"12,86061294","16,90930736","8,05860806"
19/11/2012 21.00,"12,59714126","15,54294436",
19/11/2012 22.00,"9,16557352","11,30572866","15,14041042"
19/11/2012 23.00,"6,89364717","8,89011359",
20/11/2012 0.00,"5,65288154","7,67938739","12,94260979"
20/11/2012 1.00,"4,02340439","5,50176662",
20/11/2012 2.00,"4,5483937","6,72416558","11,47741032"
20/11/2012 3.00,"4,65611578","6,35193359",
20/11/2012 4.00,"5,29921316","6,72221916","6,83760691"
20/11/2012 5.00,"5,42251039","7,20274874",
20/11/2012 6.00,"10,46928602","14,0676356","3,90720391"
20/11/2012 7.00,"18,91518656","26,587316",
20/11/2012 8.00,"41,0451908","59,27498272","3,90720391"
20/11/2012 9.00,"42,66039104","65,87981464",
20/11/2012 10.00,"30,55320552","49,01914856","6,10500622"
20/11/2012 11.00,"7,67367051","10,3362395",
20/11/2012 12.00,"8,65875394","11,3024859","12,45421028"
20/11/2012 13.00,"12,95730661","16,35874122",
20/11/2012 14.00,"17,23963022","23,55759904","7,08180714"
20/11/2012 15.00,"22,21761208","30,85956528",
20/11/2012 16.00,"31,17422312","46,45762304","3,90720391"
20/11/2012 17.00,"55,10762576","75,33995088",
20/11/2012 18.00,"44,36256816","57,80809632","3,41880298"
20/11/2012 19.00,"40,6473992","52,62539088",
20/11/2012 20.00,"23,62775032","27,88105168","17,58241081"
20/11/2012 21.00,"22,50054984","25,27088488",
20/11/2012 22.00,"25,33704008","29,21499672","29,05982971"
20/11/2012 23.00,"16,41159273","19,58235984",
21/11/2012 0.00,"17,82886464","35,33477336","16,36141014"
21/11/2012 1.00,"24,29161584","33,7913496",
21/11/2012 2.00,,,"13,91940975"
21/11/2012 3.00,"33,01006816","36,73806664",
21/11/2012 4.00,"21,6536868","25,1625892","13,67521"
21/11/2012 5.00,"22,04369656","31,09560168",
21/11/2012 6.00,"23,41685672","35,03451288","8,05860806"
21/11/2012 7.00,"25,67578912","40,41113336",
21/11/2012 8.00,"28,2819216","58,09472424","14,16361046"
21/11/2012 9.00,"21,37139912","31,14554312",
21/11/2012 10.00,"29,20729136","48,55483848","14,16361046"
21/11/2012 11.00,"24,96261312","36,89370344",
21/11/2012 12.00,"35,8991384","64,41485936","17,33819962"
21/11/2012 13.00,"35,02242904","60,2243672",
21/11/2012 14.00,"45,63966944","75,46184088","10,98900986"
21/11/2012 15.00,"36,02632464","47,53667936",
21/11/2012 16.00,"47,64487944","66,6138888","24,66422081"
21/11/2012 17.00,"50,70266456","73,90096056",
21/11/2012 18.00,"52,28996872","79,82162152","14,16361046"
21/11/2012 19.00,"63,24658912","99,95004856",
21/11/2012 20.00,"47,64682968","78,85411128","27,8388195"
21/11/2012 21.00,"50,52938","82,19768304",
21/11/2012 22.00,"51,73965688","71,93991776","30,52503014"
21/11/2012 23.00,"44,34828552","58,11548856",
22/11/2012 0.00,"40,41054064","63,4356668","35,65322113"
22/11/2012 1.00,"20,20071976","28,63459",
22/11/2012 2.00,"12,25839986","16,59738368","30,52503014"
22/11/2012 3.00,"10,58219344","13,58645786",
22/11/2012 4.00,"9,48160418","12,2862405","16,36141014"
22/11/2012 5.00,"13,17664169","18,0110878",
22/11/2012 6.00,"19,6938868","44,24953072","11,23320961"
22/11/2012 7.00,"24,3597404","48,76624832",
22/11/2012 8.00,"30,92568224","85,98485792","14,16361046"
22/11/2012 9.00,"30,1982236","69,3349516",
22/11/2012 10.00,"25,90486584","57,64725888","15,62880993"
22/11/2012 11.00,"14,88983384","26,07631488",
22/11/2012 12.00,"22,83409824","36,33084888","9,27960968"
22/11/2012 13.00,"34,14570056","59,87871584",
22/11/2012 14.00,"27,34680064","43,0459076","5,86080599"
22/11/2012 15.00,"26,52330224","40,65560168",
22/11/2012 16.00,"34,58113944","50,68899376","6,10500622"
22/11/2012 17.00,"53,15174536","74,86007712",
22/11/2012 18.00,"55,85456768","89,6040636","16,60560989"
22/11/2012 19.00,"41,19964216","87,49648512",
22/11/2012 20.00,"49,44955888","167,07883896","27,59461975"
22/11/2012 21.00,"47,1653116","118,67577504",
22/11/2012 22.00,"42,9589116","103,64510328","35,40903091"
22/11/2012 23.00,"33,97828584","63,1386376",
23/11/2012 0.00,"25,8724192","43,72489704","37,85102081"
23/11/2012 1.00,"18,41810098","31,78235384",
23/11/2012 2.00,,,"43,46763992"
23/11/2012 3.00,"30,91399992","34,03195568",
23/11/2012 4.00,"17,45637262","21,10046872","40,29304123"
23/11/2012 5.00,"17,91127949","23,17822",
23/11/2012 6.00,"17,73671771","21,17440576","29,7924099"
23/11/2012 7.00,"19,48559352","22,71651024",
23/11/2012 8.00,"25,0670848","31,8880492","46,39804077"
23/11/2012 9.00,"36,8017936","56,94106168",
23/11/2012 10.00,"25,78936192","35,1771672","31,74603081"
23/11/2012 11.00,"32,00357224","45,08283768",
23/11/2012 12.00,"17,93658672","23,5167396","36,14162064"
23/11/2012 13.00,"33,53181472","72,6993068",
23/11/2012 14.00,"38,17042232","68,5152772","17,82661057"
23/11/2012 15.00,"44,31972024","73,2077076",
23/11/2012 16.00,"55,53723304","99,398188","8,79120922"
23/11/2012 17.00,"61,11031152","107,00752736",
23/11/2012 18.00,"71,87420232","142,81959328","31,99023056"
23/11/2012 19.00,"73,71717912","138,45009968",
23/11/2012 20.00,"54,99537224","155,14472768","50,54944992"
23/11/2012 21.00,"46,3567268","123,19765504",
23/11/2012 22.00,"31,93997912","56,92614808","57,63124084"
23/11/2012 23.00,"26,65957048","44,01477536",
24/11/2012 0.00,"19,24353432","27,06200824","56,16604996"
24/11/2012 1.00,"15,48815218","20,02334352",
24/11/2012 2.00,"12,5634021","16,64342655","43,22343063"
24/11/2012 3.00,"10,46538936","12,95742515",
24/11/2012 4.00,"9,33170146","11,82192468","34,67642975"
24/11/2012 5.00,"9,78400992","13,37764451",
24/11/2012 6.00,"15,91515531","23,30662992","22,95482063"
24/11/2012 7.00,"28,52333072","53,17593216",
24/11/2012 8.00,"35,7492376","71,36859304","13,67521"
24/11/2012 9.00,"36,22100448","89,5749056",
24/11/2012 10.00,"21,59529432","40,30153752","20,02441978"
24/11/2012 11.00,"18,69519184","31,51582104",
24/11/2012 12.00,"20,91129544","33,50795296","12,94260979"
24/11/2012 13.00,"23,6498148","38,57266888",
24/11/2012 14.00,"24,10406776","39,44488504","16,84980965"
24/11/2012 15.00,"26,85036896","38,0214584",
24/11/2012 16.00,"32,60707592","43,4149236","19,53602028"
24/11/2012 17.00,"43,0906484","55,75109024",
24/11/2012 18.00,"48,11339592","71,74860304","21,0012207"
24/11/2012 19.00,"42,30802856","71,62413184",
24/11/2012 20.00,"43,04391912","128,83690784","48,84004974"
24/11/2012 21.00,"48,82854128","138,69844936",
24/11/2012 22.00,"32,68690192","55,21739368","56,89865112"
24/11/2012 23.00,"28,51617984","54,49689472",
25/11/2012 0.00,"25,52848864","39,91049528","45,90964127"
25/11/2012 1.00,"17,09491667","24,076382",
25/11/2012 2.00,,,"49,57265091"
25/11/2012 3.00,"29,3014","31,86533464",
25/11/2012 4.00,"18,11115423","20,42084832","32,47863007"
25/11/2012 5.00,"15,18963926","17,3081257",
25/11/2012 6.00,"20,10923056","24,8338208","29,30401993"
25/11/2012 7.00,"29,4422188","53,6007212",
25/11/2012 8.00,"19,5504868","26,69626176","44,4444313"
25/11/2012 9.00,"14,5186439","17,76790434",
25/11/2012 10.00,"13,75549204","17,50915721","84,73748016"
25/11/2012 11.00,"14,77432227","18,8476356",
25/11/2012 12.00,"13,43621863","19,39559568","42,24663162"
25/11/2012 13.00,"22,01513128","35,97546544",
25/11/2012 14.00,"22,16635136","30,39070464","21,0012207"
25/11/2012 15.00,"17,00471234","21,16662392",
25/11/2012 16.00,"18,0306858","22,0232764","10,50061035"
25/11/2012 17.00,"26,37663272","30,6669504",
25/11/2012 18.00,"33,16386944","35,55461512","8,79120922"
25/11/2012 19.00,"31,1690416","34,4742204",
25/11/2012 20.00,"24,43826624","27,86418784","30,03663063"
25/11/2012 21.00,"15,67829293","18,23351841",
25/11/2012 22.00,"12,30187492","14,28682346","39,31623077"
25/11/2012 23.00,"10,56921478","12,61567236",
26/11/2012 0.00,"8,92352006","10,58461021","33,69963074"
26/11/2012 1.00,"6,45302103","7,83437602",
26/11/2012 2.00,"6,18825492","7,76239305","30,76922989"
26/11/2012 3.00,"5,85145612","7,49845866",
26/11/2012 4.00,"5,50622158","7,17810688","31,50181961"
26/11/2012 5.00,"5,493893","7,00431182",
26/11/2012 6.00,"7,50105133","9,27596284","28,81562042"
26/11/2012 7.00,"10,02606147","12,05667622",
26/11/2012 8.00,"12,34146288","15,53710702","30,52503014"
26/11/2012 9.00,"17,16927244","22,44695648",
26/11/2012 10.00,,,"34,67642975"
26/11/2012 11.00,,,
26/11/2012 12.00,"32,4457796","35,4137772","17,33819962"
26/11/2012 13.00,,,
26/11/2012 14.00,"44,13542256","49,4931716","8,54700947"
26/11/2012 15.00,"24,89902","28,26106168",
26/11/2012 16.00,"24,04112472","27,11585016","3,90720391"
26/11/2012 17.00,"26,41428","28,62422696",
26/11/2012 18.00,"25,26696528","27,51725544","2,44200301"
26/11/2012 19.00,"25,07553584","27,54060096",
26/11/2012 20.00,"17,71724973","19,9760024","9,27960968"
26/11/2012 21.00,"14,96316286","16,9559984",
26/11/2012 22.00,"15,05855446","17,21474554","20,75702095"
26/11/2012 23.00,"14,74382778","16,88985276",
27/11/2012 0.00,"16,36161878","18,42806441","28,57142067"
27/11/2012 1.00,"14,56990844","16,98582751",
27/11/2012 2.00,,,"18,55920982"
27/11/2012 3.00,"30,16124552","31,69285312",
27/11/2012 4.00,"18,24807829","19,88715176","27,10622025"
27/11/2012 5.00,"15,50892414","17,18037542",
27/11/2012 6.00,"12,72628347","14,26736886","34,18803024"
27/11/2012 7.00,"24,0047776","25,90121392",
27/11/2012 8.00,"18,4265329","21,27815088","25,15262032"
27/11/2012 9.00,"20,88858088","25,8843692",
27/11/2012 10.00,"17,06636286","21,11408216","44,4444313"
27/11/2012 11.00,"16,46480178","19,88002",
27/11/2012 12.00,"13,20974223","16,28870466","22,22220993"
27/11/2012 13.00,"14,64518197","17,99487595",
27/11/2012 14.00,"17,82172714","21,11280112","10,7448101"
27/11/2012 15.00,"20,22018392","23,65681272",
27/11/2012 16.00,"19,44211464","21,91561168","5,12820482"
27/11/2012 17.00,"16,35447746","18,44362809",
27/11/2012 18.00,"23,14623224","25,69695496","4,63980484"
27/11/2012 19.00,"21,10014368","23,30014824",
27/11/2012 20.00,"18,54269646","21,04339552","19,04759979"
27/11/2012 21.00,"18,85743269","20,92278656",
27/11/2012 22.00,"19,94634728","21,7833204","19,04759979"
27/11/2012 23.00,"14,7243598","16,32566745",
28/11/2012 0.00,"9,93131805","11,75058987","24,66422081"
28/11/2012 1.00,"9,87161585","11,3913289",
28/11/2012 2.00,"9,51015798","11,00807232","18,80340958"
28/11/2012 3.00,"6,22848914","7,68392648",
28/11/2012 4.00,"8,50495649","10,17800811","22,95482063"
28/11/2012 5.00,"7,81967848","9,18841618",
28/11/2012 6.00,"7,20708515","8,83953163","14,40781021"
28/11/2012 7.00,"7,18047776","8,84277247",
28/11/2012 8.00,"7,1889135","9,32200571","14,65200996"
28/11/2012 9.00,"7,79437125","10,04052958",
28/11/2012 10.00,"7,10520232","9,2467819","8,30280876"
28/11/2012 11.00,"9,28108318","12,05019262",
28/11/2012 12.00,"6,07598802","8,01724926","17,82661057"
28/11/2012 13.00,"7,65809536","9,75065508",
28/11/2012 14.00,"6,01628582","7,8453987","9,52380943"
28/11/2012 15.00,"6,04224313","7,54320519",
28/11/2012 16.00,"5,6704031","7,44852486","14,16361046"
28/11/2012 17.00,"5,67364777","7,38108289",
28/11/2012 18.00,"6,03640388","8,14759413","17,58241081"
28/11/2012 19.00,"6,40499924","8,55419622",
28/11/2012 20.00,"5,81511474","7,73386027","42,00244141"
28/11/2012 21.00,"6,78657326","8,89465268",
28/11/2012 22.00,"7,33362514","9,69164311","49,57265091"
28/11/2012 23.00,"5,29726483","7,8804189",
29/11/2012 0.00,"3,62365873","5,45053649","25,64101982"
29/11/2012 1.00,"4,60485124","6,22353323",
29/11/2012 2.00,,,"12,69841003"
29/11/2012 3.00,"27,724478","29,34533776",
29/11/2012 4.00,"13,44660462","15,26668904","6,10500622"
29/11/2012 5.00,"11,05786845","12,49635018",
29/11/2012 6.00,"10,11950856","11,33555777","2,93040299"
29/11/2012 7.00,"7,19085992","8,56846357",
29/11/2012 8.00,"7,2317423","9,1125442","1,22100103"
29/11/2012 9.00,"21,442124","34,72909",
29/11/2012 10.00,"5,66586019","7,43425943","0,48840001"
29/11/2012 11.00,"5,89169034","8,12489869",
29/11/2012 12.00,"7,54258379","10,07165694","1,22100103"
29/11/2012 13.00,"6,82421289","9,20462994",
29/11/2012 14.00,"6,40499924","8,66443832","1,95360196"
29/11/2012 15.00,"6,99228534","9,50941804",
29/11/2012 16.00,"6,79565908","9,03407763","1,46520102"
29/11/2012 17.00,"7,88068084","9,78372886",
29/11/2012 18.00,"6,33361663","7,81621776","1,22100103"
29/11/2012 19.00,"7,1746366","8,91021636",
29/11/2012 20.00,"7,46081711","9,45235058","0,48840001"
29/11/2012 21.00,"6,73400855","8,63979646",
29/11/2012 22.00,"6,85665762","8,55873531","0,73260099"
29/11/2012 23.00,"4,37447818","6,21250864",
30/11/2012 0.00,"3,5743406","4,91099494","11,23320961"
30/11/2012 1.00,"4,31282957","6,25271418",
30/11/2012 2.00,"3,28880826","4,80658827","6,83760691"
30/11/2012 3.00,"4,42769106","5,97062343",
30/11/2012 4.00,"3,02598856","4,56275665","4,39560509"
30/11/2012 5.00,"2,50684041","3,75538979",
30/11/2012 6.00,"2,4497347","4,15031913","3,41880298"
30/11/2012 7.00,"5,95853194","7,88949707",
30/11/2012 8.00,"5,7781271","7,81621776","5,12820482"
30/11/2012 9.00,"7,70287058","10,94452126",
30/11/2012 10.00,"7,31026623","10,14298983","8,05860806"
30/11/2012 11.00,"7,63732913","10,80639265",
30/11/2012 12.00,"7,25315862","10,56191286","5,12820482"
30/11/2012 13.00,"6,02212698","8,54317163",
30/11/2012 14.00,"5,52504139","7,80584134","4,63980484"
30/11/2012 15.00,"8,28237101","10,65075585",
30/11/2012 16.00,"17,94632071","23,28716576","6,10500622"
30/11/2012 17.00,"19,66534064","22,70807832",
30/11/2012 18.00,"17,49661449","19,69390592","6,83760691"
30/11/2012 19.00,"16,07154926","18,34181409",
30/11/2012 20.00,"25,496042","38,96499216","11,23320961"
30/11/2012 21.00,"34,25277256","50,7804256",
30/11/2012 22.00,"20,77112672","23,50052584","13,43101025"
30/11/2012 23.00,"15,43623564","17,68554686",
01/12/2012 0.00,"12,35248938","14,30822447","19,29179955"
01/12/2012 1.00,"10,98193528","12,95158973",
01/12/2012 2.00,,,"16,84980965"
01/12/2012 3.00,"23,56285704","25,29294936",
01/12/2012 4.00,"10,47836802","12,28818691","18,31501007"
01/12/2012 5.00,"8,2181259","9,89591737",
01/12/2012 6.00,"7,69119017","9,44392057","10,01220989"
01/12/2012 7.00,"9,96636118","11,94837862",
01/12/2012 8.00,"11,794411","14,28228437","8,30280876"
01/12/2012 9.00,"11,02282722","14,11821756",
01/12/2012 10.00,"12,70875808","17,40604687","15,14041042"
01/12/2012 11.00,"10,386223","14,17593319",
01/12/2012 12.00,"10,29471659","14,0287264","13,91940975"
01/12/2012 13.00,"8,67108443","11,79144549",
01/12/2012 14.00,"7,47834059","9,91991106","12,69841003"
01/12/2012 15.00,"7,94427587","10,2000573",
01/12/2012 16.00,"14,41676298","17,15767616","6,59340715"
01/12/2012 17.00,"17,47324794","19,70881952",
01/12/2012 18.00,"22,43500648","25,62821856","3,66300392"
01/12/2012 19.00,"18,85288404","21,44351976",
01/12/2012 20.00,"14,22467772","16,53901988","9,27960968"
01/12/2012 21.00,"16,3784941","18,7458216",
01/12/2012 22.00,"14,39339834","16,5883055","7,08180714"
01/12/2012 23.00,"13,80416391","17,65701217",
02/12/2012 0.00,"19,42913216","24,3215004","28,57142067"
02/12/2012 1.00,"16,86195094","19,11092182",
02/12/2012 2.00,"9,93585905","11,19807923","32,47863007"
02/12/2012 3.00,"5,94425504","7,4608477",
02/12/2012 4.00,"12,27786785","14,22456874","17,82661057"
02/12/2012 5.00,"8,31287123","9,99578495",
02/12/2012 6.00,"8,08639101","10,03404407","14,16361046"
02/12/2012 7.00,"13,16301295","17,55130916",
02/12/2012 8.00,"10,74183014","12,62215786","13,43101025"
02/12/2012 9.00,"11,42191898","14,56761978",
02/12/2012 10.00,"7,13310605","9,99902579","7,57020807"
02/12/2012 11.00,"7,59644483","11,70519517",
02/12/2012 12.00,"4,89816925","7,36487104","5,86080599"
02/12/2012 13.00,"5,65353162","8,87844083",
02/12/2012 14.00,"5,96826402","8,23838354","10,50061035"
02/12/2012 15.00,"6,86574344","8,86936074",
02/12/2012 16.00,"10,91899224","13,23757139","5,61660624"
02/12/2012 17.00,"12,26099254","14,2881217",
02/12/2012 18.00,"9,69185917","12,05148896","6,83760691"
02/12/2012 19.00,"9,52832772","12,23825312",
02/12/2012 20.00,"12,94367596","15,63243552","6,59340715"
02/12/2012 21.00,"12,86320753","15,58315181",
02/12/2012 22.00,"9,72755238","13,29852978","5,86080599"
02/12/2012 23.00,"6,40954024","8,48805058",
03/12/2012 0.00,"4,17720185","6,32210257","14,89620972"
03/12/2012 1.00,"3,06752102","4,75795082",
03/12/2012 2.00,,,"9,03540897"
03/12/2012 3.00,"21,85809872","23,65161208",
03/12/2012 4.00,"9,88134984","11,63969961","5,86080599"
03/12/2012 5.00,"9,13247871","10,731817",
03/12/2012 6.00,"8,33363746","10,22275465","2,686203"
03/12/2012 7.00,"8,71975439","10,74413793",
03/12/2012 8.00,"19,1371124","38,41703208","1,95360196"
03/12/2012 9.00,"16,37265485","37,83727544",
03/12/2012 10.00,"10,31612717","22,983674","1,46520102"
03/12/2012 11.00,"8,65680753","20,22372112",
03/12/2012 12.00,"7,56919118","18,14662183","5,86080599"
03/12/2012 13.00,"13,21947622","26,49848448",
03/12/2012 14.00,"10,08641375","21,0680412","3,66300392"
03/12/2012 15.00,"9,08315867","17,18361626",
03/12/2012 16.00,"11,06240562","22,45840936","3,17460299"
03/12/2012 17.00,"10,8294399","22,1458356",
03/12/2012 18.00,"12,99623493","27,20015024","2,19780207"
03/12/2012 19.00,"15,19743066","28,27987576",
03/12/2012 20.00,"15,06699785","30,36865928","1,46520102"
03/12/2012 21.00,"10,43553539","19,3502048",
03/12/2012 22.00,"6,82875389","12,83810297","1,70940197"
03/12/2012 23.00,"6,24536062","9,88100186",
04/12/2012 0.00,"4,09997808","6,46930936","1,46520102"
04/12/2012 1.00,"3,3595427","5,13731647",
04/12/2012 2.00,"3,16291453","4,87856934","2,44200301"
04/12/2012 3.00,"3,05908337","4,8707875",
04/12/2012 4.00,"2,4354578","4,53681846","1,70940197"
04/12/2012 5.00,"1,7547227","3,44865528",
04/12/2012 6.00,"10,27654877","12,43604187","2,19780207"
04/12/2012 7.00,"19,49209432","25,16453944",
04/12/2012 8.00,"20,66275456","25,11136672","17,82661057"
04/12/2012 9.00,"15,98977685","21,5861932",
04/12/2012 10.00,"11,18375453","16,04941213","38,58362961"
04/12/2012 11.00,"11,84892212","18,02924606",
04/12/2012 12.00,"7,45757245","11,55150478","23,68741989"
04/12/2012 13.00,"12,37131876","18,03702599",
04/12/2012 14.00,"16,11891906","21,59007456","30,28083038"
04/12/2012 15.00,"11,63801896","15,03971743",
04/12/2012 16.00,"11,27785361","13,58775419","18,55920982"
04/12/2012 17.00,"13,52187432","16,25044554",
04/12/2012 18.00,"17,54657696","20,51229928","10,01220989"
04/12/2012 19.00,"13,89761291","16,03773937",
04/12/2012 20.00,"14,62377139","17,33082497","12,94260979"
04/12/2012 21.00,"9,6341053","12,37702799",
04/12/2012 22.00,"7,95141337","10,21756548","23,19902039"
04/12/2012 23.00,"6,19474425","7,97250273",
05/12/2012 0.00,"6,49130692","8,40245034","17,33819962"
05/12/2012 1.00,"4,35371195","5,7118763",
05/12/2012 2.00,,,"25,15262032"
05/12/2012 3.00,"24,27215168","26,16126504",
05/12/2012 4.00,"10,18115718","12,01063334","18,55920982"
05/12/2012 5.00,"7,95465803","9,21500446",
05/12/2012 6.00,"8,68081651","10,84011459","10,98900986"
05/12/2012 7.00,"21,36751776","33,13119336",
05/12/2012 8.00,"30,85170696","47,4556488","14,89620972"
05/12/2012 9.00,"26,36301928","59,06032248",
05/12/2012 10.00,"15,07608176","28,2487484","18,07081032"
05/12/2012 11.00,"14,80742282","29,35051928",
05/12/2012 12.00,"11,96507612","20,51229928","31,50181961"
05/12/2012 13.00,"18,65690404","32,93146584",
05/12/2012 14.00,"20,73868008","39,6913036","23,19902039"
05/12/2012 15.00,"15,5043755","27,67484248",
05/12/2012 16.00,"34,9743996","55,8658676","24,90842056"
05/12/2012 17.00,"43,44431104","66,632722",
05/12/2012 18.00,"58,49507792","93,33804664","13,67521"
05/12/2012 19.00,"60,44059528","94,65512784",
05/12/2012 20.00,"37,69991736","54,0131396","15,38461018"
05/12/2012 21.00,"25,41426576","29,31032904",
05/12/2012 22.00,"13,56989611","16,11555777","31,25761986"
05/12/2012 23.00,"7,68210626","10,76229619",
06/12/2012 0.00,"2,51138332","4,29168858","25,88521957"
06/12/2012 1.00,"2,46465978","3,96939039",
06/12/2012 2.00,"2,87348935","4,62112045","19,29179955"
06/12/2012 3.00,"2,6145644","4,23462303",
06/12/2012 4.00,"1,66452028","3,26383754","22,22220993"
06/12/2012 5.00,"2,06556228","4,12891811",
06/12/2012 6.00,"5,5821471","10,13131707","15,87300968"
06/12/2012 7.00,"12,60103791","22,37410928",
06/12/2012 8.00,"12,56599669","25,74104568","10,50061035"
06/12/2012 9.00,"21,90872848","47,03736056",
06/12/2012 10.00,"9,87615876","22,28525864","16,11721039"
06/12/2012 11.00,"10,75805346","21,56024736",
06/12/2012 12.00,"19,73103696","35,08963584","26,61782074"
06/12/2012 13.00,"23,26563664","43,54524552",
06/12/2012 14.00,"18,55112838","30,7356868","28,08300972"
06/12/2012 15.00,"17,36163302","28,98412272",
06/12/2012 16.00,"23,7263904","40,445492",
06/12/2012 17.00,"29,33059624","53,46127904",
06/12/2012 18.00,"32,491572","52,61433952",
06/12/2012 19.00,"35,92898472","53,5138208",
06/12/2012 20.00,"25,808176","46,53802264",
06/12/2012 21.00,"21,3538852","36,98903576",
06/12/2012 22.00,"17,89959908","28,9102048","3,66300392"
06/12/2012 23.00,"9,55753161","17,35935774",
07/12/2012 0.00,"5,99941433","9,30838654","10,50061035"
07/12/2012 1.00,"4,38356401","6,58733521",
07/12/2012 2.00,,,"8,54700947"
07/12/2012 3.00,"15,70749873","17,28478018",
07/12/2012 4.00,"8,04745695","9,82977173","7,32600689"
07/12/2012 5.00,"5,73789288","7,51207783",
07/12/2012 6.00,"7,51078723","10,71690149","5,12820482"
07/12/2012 7.00,"18,78149952","30,67993288",
07/12/2012 8.00,"22,25589032","38,19589016","7,57020807"
07/12/2012 9.00,"36,030206","78,94101168",
07/12/2012 10.00,"26,8828156","54,35814088","4,63980484"
07/12/2012 11.00,"21,45315624","46,40183088",
07/12/2012 12.00,"31,8912996","65,76698752","11,72161007"
07/12/2012 13.00,"25,16962536","53,34778272",
07/12/2012 14.00,"20,82305664","37,76656968","22,71062088"
07/12/2012 15.00,"16,05726662","27,9134792",
07/12/2012 16.00,"30,82639208","51,49377368","18,55920982"
07/12/2012 17.00,"39,77652144","59,40012312",
07/12/2012 18.00,"29,52592616","33,6571272","9,52380943"
07/12/2012 19.00,"15,09684034","17,7666061",
07/12/2012 20.00,"17,66468311","20,26133016","20,75702095"
07/12/2012 21.00,"18,74775846","21,71848448",
07/12/2012 22.00,"14,45764345","16,73810688","23,93161964"
07/12/2012 23.00,"9,47446668","11,34074694",
08/12/2012 0.00,"7,08119142","8,69167667","19,04759979"
08/12/2012 1.00,"7,47704234","9,10670686",
08/12/2012 2.00,"7,40371141","9,37128942","20,02441978"
08/12/2012 3.00,"4,55423295","6,42067382",
08/12/2012 4.00,"3,18562718","4,8558739","10,98900986"
08/12/2012 5.00,"2,77355294","4,64446597",
08/12/2012 6.00,"2,00845658","3,54138919","16,84980965"
08/12/2012 7.00,"2,59509642","4,23656754",
08/12/2012 8.00,"3,89361592","5,46156108","9,03540897"
08/12/2012 9.00,"5,55294512","8,06264397",
08/12/2012 10.00,"11,80349491","18,39304613","10,98900986"
08/12/2012 11.00,"11,25838562","17,33406581",
08/12/2012 12.00,"10,0351473","14,44700126","14,89620972"
08/12/2012 13.00,"20,66600496","35,33800464",
08/12/2012 14.00,"13,7678187","19,805452","8,05860806"
08/12/2012 15.00,"9,789201","13,17207392",
08/12/2012 16.00,"7,14089362","11,45098903","5,37240601"
08/12/2012 17.00,"10,30445058","16,66482757",
08/12/2012 18.00,"19,59396568","26,86423096","3,90720391"
08/12/2012 19.00,"23,72248992","36,8152732",
08/12/2012 20.00,"19,3149284","31,48274344","6,10500622"
08/12/2012 21.00,"15,70425215","25,52963584",
08/12/2012 22.00,"13,51214033","21,77035704","3,66300392"
08/12/2012 23.00,"9,12793389","14,03845466",
09/12/2012 0.00,"7,12986138","12,20064026","10,01220989"
09/12/2012 1.00,"5,50168058","9,26753283",
09/12/2012 2.00,,,"8,05860806"
09/12/2012 3.00,"16,02481807","18,00978955",
09/12/2012 4.00,"7,80670174","9,90888646","9,76801014"
09/12/2012 5.00,"8,61332865","10,90171923",
09/12/2012 6.00,"6,594488","9,19879261","5,86080599"
09/12/2012 7.00,"5,88585109","8,77143958",
09/12/2012 8.00,"7,26354078","11,58198398","11,96580982"
09/12/2012 9.00,"9,30769057","14,66943186",
09/12/2012 10.00,"14,1623752","20,03695696","11,72161007"
09/12/2012 11.00,"10,23630882","16,80749336",
09/12/2012 12.00,"12,89694668","19,889102","21,97801971"
09/12/2012 13.00,"11,6458008","19,78923824",
09/12/2012 14.00,"7,44199921","13,17531667","13,43101025"
09/12/2012 15.00,"5,48545726","9,34146031",
09/12/2012 16.00,"7,05393586","11,2960004","17,09399986"
09/12/2012 17.00,"8,09612691","12,78427826",
09/12/2012 18.00,"10,33495654","16,86002174","21,97801971"
09/12/2012 19.00,"11,63865948","16,7244877",
09/12/2012 20.00,"9,97479693","15,90674442","15,14041042"
09/12/2012 21.00,"10,67499045","15,92814544",
