
Stat, Viale Romagna,,,,,
,NO2,NOX,CO,O3
07/10/2012 4.00,"24,7114528","29,7240476","0,42874214","24,1046274"
07/10/2012 5.00,"21,27593296","26,77733056","0,39667435","26,23857915"
07/10/2012 6.00,"14,77969499","20,85535032","0,38963192","27,64816635"
07/10/2012 7.00,"16,24710337","23,16785696","0,42515394","29,89158375"
07/10/2012 8.00,"20,35989376","29,70848392","0,4564237","39,6004707"
07/10/2012 9.00,"12,30652299","20,34302992","0,32670328","76,2804609"
07/10/2012 10.00,"3,85374881","10,98537497","0,27271602","98,5525212"
07/10/2012 11.00,"1,44743371","8,48221516","0,24591403","108,65458275"
07/10/2012 12.00,"1,36431907","8,37067482","0,2292988","115,27139925"
07/10/2012 13.00,"1,28983902","8,39661301","0,22285518","114,8916111"
07/10/2012 14.00,,,"0,20402762","110,18722155"
07/10/2012 15.00,,,"0,21386954","107,6964042"
07/10/2012 16.00,,,"0,20634014","109,77900465"
07/10/2012 17.00,"3,6468054","10,52624641","0,23048127","106,5031548"
07/10/2012 18.00,"9,0576851","15,39249482","0,26612212","99,5539713"
07/10/2012 19.00,"14,44830524","20,21723944","0,34303775","90,57078555"
07/10/2012 20.00,"9,30370022","15,60520099","0,2974711","92,0992947"
07/10/2012 21.00,"6,7248864","13,09555377","0,25259763","87,475962"
07/10/2012 22.00,"13,72762082","19,3651184","0,28506968","67,28378895"
07/10/2012 23.00,"38,466572","42,71323872","0,40291991","29,29559745"
08/10/2012 0.00,"29,5622924","33,7913496","0,36850465","32,6147787"
08/10/2012 1.00,"16,82017566","22,20809032","0,35221562","49,40803035"
08/10/2012 2.00,"9,19661293","15,46512596","0,31922748","55,9382838"
08/10/2012 3.00,"6,10550738","12,78817109",,"74,168115"
08/10/2012 4.00,"4,01438166","10,69355597","0,30123755","88,06654185"
08/10/2012 5.00,"5,45139689","11,9360577","0,31295512",
08/10/2012 6.00,"9,1647743","15,33542735","0,27335677","61,9833732"
08/10/2012 7.00,"21,04148352","27,34410472","0,33592892","62,2428429"
08/10/2012 8.00,"37,01219008","48,56650168","0,50026149","78,280608"
08/10/2012 9.00,"9,45565069","17,4793281","0,28091179","102,1852167"
08/10/2012 10.00,"9,67561673","19,3262092","0,29692472","99,6323349"
08/10/2012 11.00,"11,4700727","22,98757448","0,29718102","100,0742673"
08/10/2012 12.00,"7,96364443","16,89958102","0,26281818","103,02449325"
08/10/2012 13.00,"9,82756719","18,93064317","0,26218908","99,1106823"
08/10/2012 14.00,"6,83197561","16,1992135","0,19955518","91,62223035"
08/10/2012 15.00,"6,62213743","15,43010768","0,20463924","92,5290576"
08/10/2012 16.00,"5,72490849","13,35105624","0,21891632","94,03729755"
08/10/2012 17.00,"7,04325926","14,11886573","0,2301108","92,31688935"
08/10/2012 18.00,"11,11842149","17,99033495","0,26114407","86,26234365"
08/10/2012 19.00,"16,38891832","22,47007256","0,26594387","78,35089185"
08/10/2012 20.00,"15,28185694","21,3014964","0,26058604","76,4047893"
08/10/2012 21.00,"9,8594039","16,10064226","0,24546783","78,6901017"
08/10/2012 22.00,"7,4282003","13,85298683","0,24124354","77,40621945"
08/10/2012 23.00,"11,37311327","17,39113327","0,26377464","64,00109625"
09/10/2012 0.00,"5,62360882","12,3964845","0,23863045","64,7930514"
09/10/2012 1.00,"2,92178647","9,87905544","0,22517819","68,2325112"
09/10/2012 2.00,"1,34661586","8,37845666","0,21952678","67,290552"
09/10/2012 3.00,,,"0,22941064","61,78333455"
09/10/2012 4.00,,,"0,21927863","57,30731265"
09/10/2012 5.00,"1,16360114","8,12554686","0,22677191","59,06015955"
09/10/2012 6.00,"6,87683686","13,41331096","0,24596412","54,05570205"
09/10/2012 7.00,"15,75218217","22,50380024","0,32406106","50,4486423"
09/10/2012 8.00,"34,84436448","50,7661812","0,52815974","43,9643337"
09/10/2012 9.00,"36,69527608","51,59361832","0,47116794","43,0858953"
09/10/2012 10.00,"22,97053856","32,16754536","0,36931782","65,0741469"
09/10/2012 11.00,"7,55699454","16,46249973","0,26599746","85,0284561"
09/10/2012 12.00,"7,03023471","15,43918586","0,25813255","93,66969885"
09/10/2012 13.00,"7,3457128","16,16160255","0,25607865","99,97561455"
09/10/2012 14.00,"5,80594861","13,86725418","0,22678939","103,0420692"
09/10/2012 15.00,"4,40366295","12,09688175","0,21373556","99,74180055"
09/10/2012 16.00,"6,6670006","13,72977373","0,22551371","92,44257435"
09/10/2012 17.00,"14,48737505","20,53499472","0,35195932","80,3767146"
09/10/2012 18.00,"22,47561736","27,57625976","0,4862244","66,64319445"
09/10/2012 19.00,"25,03416016","30,0716492","0,43994827","59,5791189"
09/10/2012 20.00,"28,21788872","32,76284656","0,44628121","51,2149218"
09/10/2012 21.00,"22,77662352","28,0302068","0,45646681","46,6915785"
09/10/2012 22.00,"21,5856196","26,65282112","0,46554449","36,56374155"
09/10/2012 23.00,"12,22258428","18,30939039","0,40917247","37,2421812"
10/10/2012 0.00,"13,0416717","19,54540088","0,43140183","21,12196275"
10/10/2012 1.00,"22,12830256","28,71630888","0,50384852","14,15789057"
10/10/2012 2.00,"14,91138782","21,76712576","0,44008225","17,49059393"
10/10/2012 3.00,"5,59611234","13,03589172",,"23,5518927"
10/10/2012 4.00,"3,00427398","10,37060961","0,28462814","54,0462258"
10/10/2012 5.00,"4,4080051","11,26292854","0,26815038",
10/10/2012 6.00,"7,92167603","14,36658827","0,28289113","30,65515005"
10/10/2012 7.00,"19,24703328","27,57497872","0,39604758","18,89881455"
10/10/2012 8.00,"77,8463152","154,22065808","0,98317962","12,16179132"
10/10/2012 9.00,"31,0571896","43,7767696","0,42491162","62,5752897"
10/10/2012 10.00,"10,42234259","18,7179389","0,2752662","81,12274485"
10/10/2012 11.00,"6,88841402","15,15385236","0,26855231","88,3679265"
10/10/2012 12.00,"6,7792025","15,81920159","0,26369892","90,25996455"
10/10/2012 13.00,"11,66688825","23,79948616","0,30417451","89,1625749"
10/10/2012 14.00,"4,92608445","12,5910305","0,21452427","98,1943788"
10/10/2012 15.00,"4,66670635","13,28880343","0,21075433","100,19454585"
10/10/2012 16.00,"5,50494245","13,48075485","0,22450948","101,0378523"
10/10/2012 17.00,"6,37467683","13,49891311","0,26312457","98,74713345"
10/10/2012 18.00,"13,90272942","19,80480192","0,28208728","88,55036925"
10/10/2012 19.00,"29,5637264","34,79912656","0,34092793","74,22758595"
10/10/2012 20.00,"65,65557528","67,8265748","0,42827148","30,2754018"
10/10/2012 21.00,"62,05506896","65,84088632","0,45377566","22,44774"
10/10/2012 22.00,"34,02094256","38,16866328","0,4336631","39,23017875"
10/10/2012 23.00,"61,7641964","74,86265832","0,54721798","12,05366432"
11/10/2012 0.00,"54,93799312","62,35334096","0,5818278","10,42515978"
11/10/2012 1.00,"54,23179592","75,90670592","0,63137758","6,60053132"
11/10/2012 2.00,"42,49253656","67,14177288","0,51773532","10,36704344"
11/10/2012 3.00,"35,60845704","46,49653224","0,50208821","8,08308365"
11/10/2012 4.00,"23,37140848","30,36865928","0,42889009","16,3850966"
11/10/2012 5.00,"9,78994286","17,00982311","0,30021817","27,3062433"
11/10/2012 6.00,"15,63206268","26,03287424","0,34409324","17,57167671"
11/10/2012 7.00,"40,4766576","74,64604784","0,58059057","7,72629785"
11/10/2012 8.00,"72,2777108","144,87332984","1,0607092","11,71580109"
11/10/2012 9.00,"41,30153264","76,21667936","0,45899136","57,7194996"
11/10/2012 10.00,"8,9332311","18,47540362","0,27001089","81,2754621"
11/10/2012 11.00,"8,09967558","16,97350658","0,25225046","90,09374115"
11/10/2012 12.00,"12,52504547","31,6760084","0,24716291","94,6941114"
11/10/2012 13.00,"11,43823408","21,64779784","0,30341027","97,5632406"
11/10/2012 14.00,"4,47752351","11,30290272","0,22079663","100,77297615"
11/10/2012 15.00,"3,37329571","10,39525146","0,21362256","100,74053745"
11/10/2012 16.00,"7,82693452","14,36529002","0,22232161","90,4262079"
11/10/2012 17.00,"9,59023446","15,85162529","0,22634436","87,79218945"
11/10/2012 18.00,"16,83463994","22,29629088","0,31477368","67,06485765"
11/10/2012 19.00,"43,41293512","47,05294336","0,39902299","42,3925929"
11/10/2012 20.00,"37,15690936","40,94286056","0,45387701","40,50729795"
11/10/2012 21.00,"26,25120552","31,13257976","0,44343162","44,2927506"
11/10/2012 22.00,"29,09195952","33,21031192","0,41514309","43,18183485"
11/10/2012 23.00,"7,90720602","14,02937457","0,32903794","64,8133206"
12/10/2012 0.00,"9,58444683","16,02152752","0,32526334","61,8211797"
12/10/2012 1.00,"11,25879288","17,54677007","0,33955789","52,66909725"
12/10/2012 2.00,"3,44801667","10,15271809","0,28259522","63,45510465"
12/10/2012 3.00,,,,"69,5609817"
12/10/2012 4.00,,,"0,25668445","65,4809274"
12/10/2012 5.00,"1,2015161","7,93748445","0,26623862",
12/10/2012 6.00,"4,35957414","11,2979449","0,28214203","53,06506485"
12/10/2012 7.00,"14,30503526","21,25610552","0,2953543","38,99907795"
12/10/2012 8.00,"24,4061064","38,08824456","0,39093905","32,87019855"
12/10/2012 9.00,"13,17770858","23,92917712","0,29668007","51,67036035"
12/10/2012 10.00,"4,02885359","11,61311134","0,23391453","71,99633805"
12/10/2012 11.00,"3,99701497","10,95684219","0,24390906","78,598212"
12/10/2012 12.00,"3,473148","10,84789643","0,24314482","84,4230135"
12/10/2012 13.00,"4,96110464","13,05923724","0,24881488","81,974151"
12/10/2012 14.00,,,"0,2324909","81,9768642"
12/10/2012 15.00,,,"0,2291322","80,22806715"
12/10/2012 16.00,"3,88746693","10,7532161","0,2425798","75,66554205"
12/10/2012 17.00,"12,63936586","18,85801202","0,29481956","58,7709444"
12/10/2012 18.00,"25,89232312","31,0495416","0,35593779","41,41953165"
12/10/2012 19.00,"28,43350496","33,66555912","0,34705933","27,7346496"
12/10/2012 20.00,"17,22682555","22,91105624","0,31749745","38,68283055"
12/10/2012 21.00,"30,56804264","36,50723088","0,35284821","23,61810675"
12/10/2012 22.00,"27,73744136","33,28422984","0,3825429","21,2625105"
12/10/2012 23.00,"13,02430882","19,6374828","0,33203549","30,84842565"
13/10/2012 0.00,"25,24254904","31,35825312","0,3680934","18,73393778"
13/10/2012 1.00,"5,71333133","13,06183182","0,30034749","34,4635851"
13/10/2012 2.00,"4,47312591","11,75058987","0,27480603","36,3475035"
13/10/2012 3.00,"5,4340321","13,1357593","0,25598196","34,42573995"
13/10/2012 4.00,"2,84475008","10,68318146","0,25729491","35,0474019"
13/10/2012 5.00,"2,78720079","10,28111845","0,24986571","37,50031425"
13/10/2012 6.00,"5,13447142","12,53785396","0,26746187","43,39673625"
13/10/2012 7.00,"10,37747369","17,82561998","0,26525303","38,21927235"
13/10/2012 8.00,"15,31948318","24,97324384","0,30322387","41,05464615"
13/10/2012 9.00,"8,41949391","17,51175179","0,28152342","54,17867385"
13/10/2012 10.00,"5,80884338","13,50669304","0,26101942","63,6348342"
13/10/2012 11.00,"2,31625225","9,7350914","0,235916","74,31408915"
13/10/2012 12.00,"3,18685468","10,75191977","0,25901329","78,6171246"
13/10/2012 13.00,"18,04445794","27,30131416","0,37441236","64,12406805"
13/10/2012 14.00,"9,76244638","17,04484139","0,27540717","66,6188754"
13/10/2012 15.00,"1,6946056","8,73382862","0,24972474","78,91715265"
13/10/2012 16.00,"3,56142504","10,4549116","0,24824869","70,71107925"
13/10/2012 17.00,"3,29471634","10,70393239","0,22658318","70,74487455"
13/10/2012 18.00,"2,89964551","9,53016898","0,24138218","73,5410466"
13/10/2012 19.00,"7,61343486","14,37437011","0,25491249","59,7142602"
13/10/2012 20.00,"11,43967955","17,72315781","0,27152772","49,1917923"
13/10/2012 21.00,"25,44516368","30,7149416","0,3171398","31,6052289"
13/10/2012 22.00,"10,87674851","17,32239496","0,28806256","41,40061905"
13/10/2012 23.00,"6,93327528","14,50406681","0,26883191","41,47223955"
14/10/2012 0.00,"21,84320424","28,24679816","0,2962863","23,95596"
14/10/2012 1.00,"16,87660642","23,22751136","0,29487315","25,64259285"
14/10/2012 2.00,"11,93895246","18,85801202","0,30684819","29,08340925"
14/10/2012 3.00,"6,32113127","13,90356879",,"31,3768413"
14/10/2012 4.00,"1,40237934","9,25520999","0,21816023","42,2222997"
14/10/2012 5.00,,,"0,17779065",
14/10/2012 6.00,,,"0,17005855","50,1256518"
14/10/2012 7.00,"2,66853634","10,02950498","0,20212634","34,3135611"
14/10/2012 8.00,"3,49196208","11,80765734","0,20499107","40,20457665"
14/10/2012 9.00,"2,4610155","10,77915621","0,20979903","53,1542613"
14/10/2012 10.00,,,"0,18351546","66,27695235"
14/10/2012 11.00,,,"0,16595309","74,30056305"
14/10/2012 12.00,,,"0,15822914","76,88456685"
14/10/2012 13.00,,,"0,14938562","78,7982307"
14/10/2012 14.00,,,"0,16117076","80,78487165"
14/10/2012 15.00,"1,94611964","9,75065508","0,20162539","81,9971334"
14/10/2012 16.00,"1,90458718","9,95298292","0,17860033","82,82152725"
14/10/2012 17.00,"5,71410186","13,03589172","0,23438169","78,53738445"
14/10/2012 18.00,"13,57567226","19,56614608","0,25874068","55,1814606"
14/10/2012 19.00,"11,22116663","17,47673351","0,210399","47,31056715"
14/10/2012 20.00,"13,41938347","19,74772872","0,20880878","44,82926595"
14/10/2012 21.00,"11,92447862","18,02535323","0,20251661","40,3978323"
14/10/2012 22.00,"2,67123799","9,30838654","0,16923722","52,17717015"
14/10/2012 23.00,"1,63541773","8,42774228","0,16996302","50,1026694"
15/10/2012 0.00,,,"0,18052258","53,17183725"
15/10/2012 1.00,,,"0,16459819","67,8311172"
15/10/2012 2.00,,,"0,16695499","54,8571135"
15/10/2012 3.00,,,"0,16613716","50,1229386"
15/10/2012 4.00,,,"0,17125151","53,90839125"
15/10/2012 5.00,,,"0,17934826","55,6220364"
15/10/2012 6.00,"4,07082008","10,89977473","0,20785115","43,3588911"
15/10/2012 7.00,"27,22804632","37,5331336","0,35154924","21,0746613"
15/10/2012 8.00,"43,05258048","71,80051384","0,54103649","21,77065695"
15/10/2012 9.00,"12,6610728","24,67623376","0,26740012","46,5564372"
15/10/2012 10.00,"3,07518241","10,77396895","0,19679879","72,3139221"
15/10/2012 11.00,"1,51612422","9,43419422","0,19968566","78,9860799"
15/10/2012 12.00,"1,44762682","9,58853469","0,19730324","82,5890898"
15/10/2012 13.00,"2,16946418","9,98670486","0,19810942","84,2419074"
15/10/2012 14.00,,,"0,17593481","84,7554603"
15/10/2012 15.00,,,"0,17453914","70,45835265"
15/10/2012 16.00,"4,72387706","9,71823138","0,1828386","73,33426485"
15/10/2012 17.00,"9,12520164","14,11756939","0,21199039","66,4472256"
15/10/2012 18.00,"19,97372712","24,73070664","0,25114138","56,33965785"
15/10/2012 19.00,"7,02208768","11,96459047","0,216577","67,12702185"
15/10/2012 20.00,"3,92789426","8,89076176","0,20810512","72,73692195"
15/10/2012 21.00,"5,1999077","10,01005038","0,21026736","74,862774"
15/10/2012 22.00,"2,38274778","7,17745871","0,1845395","73,68969405"
15/10/2012 23.00,,,"0,18129497","65,8296135"
16/10/2012 0.00,"1,06605854","5,87010768","0,17803763","63,65376675"
16/10/2012 1.00,,,"0,18583847","62,2820247"
16/10/2012 2.00,,,"0,17182585","62,33339595"
16/10/2012 3.00,"0,31401732","5,88956228",,"64,99983315"
16/10/2012 4.00,"0,12819578","5,69631262","0,16467392","62,46853725"
16/10/2012 5.00,,,,
16/10/2012 6.00,,,,
16/10/2012 7.00,,,,
16/10/2012 8.00,,,,
16/10/2012 9.00,,,,
16/10/2012 10.00,,,,
16/10/2012 11.00,,,,
16/10/2012 12.00,,,,
16/10/2012 13.00,,,,
16/10/2012 14.00,,,,
16/10/2012 15.00,,,,
16/10/2012 16.00,,,,
16/10/2012 17.00,,,,
16/10/2012 18.00,,,,
16/10/2012 19.00,,,,
16/10/2012 20.00,,,,
16/10/2012 21.00,,,,
16/10/2012 22.00,,,,
16/10/2012 23.00,,,,
17/10/2012 0.00,,,,
17/10/2012 1.00,,,,
17/10/2012 2.00,,,,
17/10/2012 3.00,,,,
17/10/2012 4.00,,,,
17/10/2012 5.00,,,,
17/10/2012 6.00,,,,
17/10/2012 7.00,,,,
17/10/2012 8.00,,,,
17/10/2012 9.00,,,,
17/10/2012 10.00,,,,
17/10/2012 11.00,,,,
17/10/2012 12.00,,,,
17/10/2012 13.00,,,,
17/10/2012 14.00,,,,
17/10/2012 15.00,,,,
17/10/2012 16.00,,,,
17/10/2012 17.00,,,,
17/10/2012 18.00,,,,
17/10/2012 19.00,,,,
17/10/2012 20.00,,,,
17/10/2012 21.00,,,,
17/10/2012 22.00,,,,
17/10/2012 23.00,,,,
18/10/2012 0.00,,,,
18/10/2012 1.00,,,,
18/10/2012 2.00,,,,
18/10/2012 3.00,,,,
18/10/2012 4.00,,,,
18/10/2012 5.00,,,,
18/10/2012 6.00,,,,
18/10/2012 7.00,,,,
18/10/2012 8.00,,,,
18/10/2012 9.00,,,,
18/10/2012 10.00,,,,
18/10/2012 11.00,,,,
18/10/2012 12.00,,,,
18/10/2012 13.00,,,,
18/10/2012 14.00,,,,
18/10/2012 15.00,,,,
18/10/2012 16.00,,,,
18/10/2012 17.00,,,,
18/10/2012 18.00,,,,
18/10/2012 19.00,,,,
18/10/2012 20.00,,,,
18/10/2012 21.00,,,,
18/10/2012 22.00,,,,
18/10/2012 23.00,,,,
19/10/2012 0.00,,,,
19/10/2012 1.00,,,,
19/10/2012 2.00,,,,
19/10/2012 3.00,,,,
19/10/2012 4.00,,,,
19/10/2012 5.00,,,,
19/10/2012 6.00,,,,
19/10/2012 7.00,,,,
19/10/2012 8.00,,,,
19/10/2012 9.00,,,,
19/10/2012 10.00,,,,
19/10/2012 11.00,,,,
19/10/2012 12.00,,,,
19/10/2012 13.00,,,,
19/10/2012 14.00,,,,
19/10/2012 15.00,,,,
19/10/2012 16.00,"6,92911859","13,88670686","0,84563972","67,3447362"
19/10/2012 17.00,"14,02010137","19,31064552","0,6789655","79,9510215"
19/10/2012 18.00,"22,4979304","29,83429352","0,73072878","68,6203791"
19/10/2012 19.00,"28,19429464","33,29851248","0,74339349","54,8557569"
19/10/2012 20.00,"26,72585952","33,33094","0,70239831","51,34465665"
19/10/2012 21.00,"22,20397952","28,13655224","0,64811979","52,8501834"
19/10/2012 22.00,"17,23408733","22,96941048","0,61118347","66,972948"
19/10/2012 23.00,"13,05020495","19,27433664","0,59891602","67,877082"
20/10/2012 0.00,"12,18649528","18,6919988","0,57724935","65,2849785"
20/10/2012 1.00,"9,3078875","15,66875205","0,55156576","64,37679465"
20/10/2012 2.00,"7,22306565","13,74403916","0,53192852","63,80917725"
20/10/2012 3.00,"5,20946388","10,85308369",,"64,8971106"
20/10/2012 4.00,"3,67109927","10,29019662","0,15304955","71,88820905"
20/10/2012 5.00,"2,91615946","8,9958166","0,14101277",
20/10/2012 6.00,"4,23956938","10,24350558","0,13794532","83,35670595"
20/10/2012 7.00,"11,93009417","21,78397048","0,16492323","78,6536331"
20/10/2012 8.00,"24,82232968","39,05707408","0,25107614","76,1331501"
20/10/2012 9.00,"10,38396302","18,66087335","0,16512361","93,01829145"
20/10/2012 10.00,"7,46133144","15,47809697","0,14850372","99,33637665"
20/10/2012 11.00,"7,25802848","15,19146331","0,13403675","104,67320115"
20/10/2012 12.00,"9,05537731","17,14730165","0,15529101","104,0921574"
20/10/2012 13.00,"10,64423975","20,73212192","0,14297929","100,87567875"
20/10/2012 14.00,"4,81969312","11,30961958","0,10318522","104,840841"
20/10/2012 15.00,"3,76433222","9,72990414","0,10411838","109,79392725"
20/10/2012 16.00,"4,65523818","10,35374959","0,09913801","111,08325585"
20/10/2012 17.00,"7,40953345","13,77387018","0,11342091","102,3675996"
20/10/2012 18.00,"12,19814127","18,5039383","0,12942917","96,07259655"
20/10/2012 19.00,"16,00650876","22,40523664","0,15095837","87,07861785"
20/10/2012 20.00,"22,2985088","28,37778928","0,20496311","73,68702075"
20/10/2012 21.00,"26,7919","33,17268376","0,19225995","64,501143"
20/10/2012 22.00,"18,88511845","25,4829448","0,15161077","66,3999441"
20/10/2012 23.00,"18,18456547","24,06795008","0,1413844","67,92167025"
21/10/2012 0.00,"24,0842212","30,47370456","0,19502916","37,65572475"
21/10/2012 1.00,"21,72745176","28,3803896","0,17175828","48,09575925"
21/10/2012 2.00,"3,97152036","10,02561406","0,06821308","85,77987285"
21/10/2012 3.00,"3,295571","9,03991306","0,05518489","86,17855365"
21/10/2012 4.00,"2,26093044","8,50166976","0,05943015","83,5743006"
