
Stat, Viale Romagna,,,,,
,NO2,NOX,CO,O3
27/07/2012 1.00,"13,26944061","17,2886711","0,22492189","75,557433"
27/07/2012 2.00,"11,65488471","15,8101215","0,2046905","64,10108565"
27/07/2012 3.00,"10,38297834","14,5753997","0,19151202","69,98805135"
27/07/2012 4.00,"10,9241795","14,75697661","0,20766125","71,71117275"
27/07/2012 5.00,"12,41933864","16,24331187","0,19445714","71,9152413"
27/07/2012 6.00,"16,44922854","20,77623176","0,19771332","77,28999075"
27/07/2012 7.00,"19,14231304","24,96676216","0,23551407","82,9918005"
27/07/2012 8.00,"25,40323352","33,81599528","0,2477489","83,86215915"
27/07/2012 9.00,"24,44151664","33,44896776","0,25405505","90,44645715"
27/07/2012 10.00,"21,34998472","29,67607552","0,24377742","98,24303685"
27/07/2012 11.00,"21,0748288","29,81742968","0,23244896","98,7606396"
27/07/2012 12.00,"18,39083968","25,78643656","0,23591134","105,55714575"
27/07/2012 13.00,"16,86195094","23,72684928","0,21649894","104,5732716"
27/07/2012 14.00,"16,98394993","23,78262232","0,2010557","109,28304765"
27/07/2012 15.00,"12,22076406","17,42874614","0,19049614","113,3077008"
27/07/2012 16.00,"9,80542432","14,73363109","0,17221613","111,6008187"
27/07/2012 17.00,"11,06046112","15,89182891","0,17043484","110,4629106"
27/07/2012 18.00,"15,9443592","21,14715976","0,19063012","112,59283245"
27/07/2012 19.00,"31,09959776","36,42811232","0,21366333","99,1917591"
27/07/2012 20.00,"20,1351764","23,9538228","0,22529469","105,34360095"
27/07/2012 21.00,"21,48107144","25,72288168","0,22296353","99,872892"
27/07/2012 22.00,"19,02939797","22,88381024","0,21183079","97,82408685"
27/07/2012 23.00,"16,04428797","20,34174888","0,21062734","98,38089135"
28/07/2012 0.00,"14,38431442","18,14856634","0,21518366","100,37429535"
28/07/2012 1.00,"11,7470412","15,81660701","0,20465788","102,80556195"
28/07/2012 2.00,,,"0,18951055","98,61063555"
28/07/2012 3.00,"11,49784068","15,68820665",,"96,72536055"
28/07/2012 4.00,"13,35899295","17,22382371","0,19155513","97,8524757"
28/07/2012 5.00,"17,73931421","21,7385796","0,19183706",
28/07/2012 6.00,"21,35256592","25,57632688","0,21171429","89,7693741"
28/07/2012 7.00,"21,3292204","26,46605696","0,23167074","88,6354959"
28/07/2012 8.00,"21,76140888","28,57363544","0,25460726","90,1099605"
28/07/2012 9.00,"21,1332404","27,92644256","0,25927774","94,88601045"
28/07/2012 10.00,"16,97486984","22,28979008","0,24537347","112,50225945"
28/07/2012 11.00,"15,08516376","19,92541088","0,23636336","122,0502696"
28/07/2012 12.00,"13,79248542","18,51431282","0,22148165","121,4868018"
28/07/2012 13.00,"13,81195531","18,536362","0,20977806","125,8681809"
28/07/2012 14.00,"12,07670059","16,45860881","0,19880958","127,55341725"
28/07/2012 15.00,"11,41089248","15,4664223","0,16917897","125,05053015"
28/07/2012 16.00,"15,88465126","20,36379424","0,17570064","129,49690635"
28/07/2012 17.00,"12,00660667","16,25628097","0,17074124","130,34825265"
28/07/2012 18.00,"16,25195602","20,33006656","0,18615302","130,7104848"
28/07/2012 19.00,"19,81719168","23,92917712","0,22227152","123,270651"
28/07/2012 20.00,"24,2377548","28,40633544","0,26283565","119,71909215"
28/07/2012 21.00,"27,39418","31,349152","0,27541066","110,4791499"
28/07/2012 22.00,"21,33700224","25,19243552","0,27080309","107,0004285"
28/07/2012 23.00,"19,06833585","23,00571936","0,25827701","101,3540997"
29/07/2012 0.00,"27,84973312","31,84848992","0,2993619","76,67912175"
29/07/2012 1.00,"25,91459792","29,59695696","0,27471399","80,62810455"
29/07/2012 2.00,"26,20143616","30,21950416","0,27601879","78,51982845"
29/07/2012 3.00,"19,43951432","23,612722","0,24409663","82,2984981"
29/07/2012 4.00,"17,49661449","22,21197168","0,2057623","81,2754621"
29/07/2012 5.00,"20,74258056","24,79684272","0,22735092","68,43793635"
29/07/2012 6.00,"35,80698","48,86611208","0,27955457","38,59904055"
29/07/2012 7.00,"28,49346528","36,1622296","0,36416036","50,50811325"
29/07/2012 8.00,"17,91192766","23,01092","0,25260812","106,76260455"
29/07/2012 9.00,"16,74254272","21,83586216","0,23601852","117,6215691"
29/07/2012 10.00,"11,05266972","15,15385236","0,1844929","131,9240433"
29/07/2012 11.00,"10,94625354","15,16941604","0,20613394","145,1832522"
29/07/2012 12.00,"9,85993544","13,92302339","0,18436708","145,7063013"
29/07/2012 13.00,"10,23242363","13,87373777","0,19353213","145,05084405"
29/07/2012 14.00,"9,86253002","13,96193259","0,15282703","138,0083544"
29/07/2012 15.00,"11,33820398","15,11494316","0,12187531","133,32822405"
29/07/2012 16.00,"12,72433132","16,51956528","0,10716136","128,7345969"
29/07/2012 17.00,"17,66143654","22,24829968","0,11584527","129,29553105"
29/07/2012 18.00,"15,25128979","19,1887364","0,13550931","123,17742465"
29/07/2012 19.00,"18,54918578","22,5530916","0,1643815","114,1861791"
29/07/2012 20.00,"20,7140344","24,55172432","0,19355077","113,20098825"
29/07/2012 21.00,"23,01514552","27,05099512","0,2265459","106,6977072"
29/07/2012 22.00,"18,20135857","22,09396304","0,21820567","104,5678053"
29/07/2012 23.00,"13,99235251","18,10965905","0,21968172","101,78655585"
30/07/2012 0.00,"15,71852332","19,51427352","0,27308532","94,05349695"
30/07/2012 1.00,"16,79576324","20,5622216","0,22830156","99,412047"
30/07/2012 2.00,,,"0,20254574","98,7336273"
30/07/2012 3.00,"14,57250302","19,1005454",,"93,95079435"
30/07/2012 4.00,"18,63614354","22,6633184","0,29297886","90,7816371"
30/07/2012 5.00,"19,19292368","23,29624776","0,28441728",
30/07/2012 6.00,"18,7269884","22,73465512","0,27981436","127,99941945"
30/07/2012 7.00,"23,80686648","28,66961784","0,30179209","116,31610095"
30/07/2012 8.00,"18,7153099","23,52710264","0,34051203","118,6878966"
30/07/2012 9.00,"16,78797184","22,28850904","0,32849389","125,38704675"
30/07/2012 10.00,"17,17473502","22,30665392","0,31281998","127,473717"
30/07/2012 11.00,"19,56151904","25,38308104","0,29791963","132,060621"
30/07/2012 12.00,"21,80813816","28,37520808","0,26268187","134,93914665"
30/07/2012 13.00,"22,7555724","29,09631888","0,26329","135,11897595"
30/07/2012 14.00,"27,00352016","33,51770416","0,24246679","124,8384018"
30/07/2012 15.00,"18,97747952","24,15355032","0,22464928","124,44512745"
30/07/2012 16.00,"32,87510008","41,14262632","0,21760686","110,4886062"
30/07/2012 17.00,"28,11188744","35,303646","0,19578524","116,9660919"
30/07/2012 18.00,"22,3117016","27,07174032","0,20406024","120,338001"
30/07/2012 19.00,"23,7964652","28,35834424","0,20597899","113,0725302"
30/07/2012 20.00,"26,98275584","31,01195168","0,22008132","108,96684015"
30/07/2012 21.00,"21,33700224","25,07440776","0,22563837","110,7885744"
30/07/2012 22.00,"20,86716648","24,70087944","0,21318685","107,74921185"
30/07/2012 23.00,"20,416814","24,26637744","0,22015122","108,1762017"
31/07/2012 0.00,"17,55761302","21,44677016","0,21843983","108,72089655"
31/07/2012 1.00,"13,81065324","17,61940122","0,23024128","112,13190765"
31/07/2012 2.00,"13,04750138","16,96313207","0,22196512","104,4516165"
31/07/2012 3.00,"12,39986874","16,13695878","0,22336312","97,3970172"
31/07/2012 4.00,"12,2285459","15,96316372","0,2118669","90,46808295"
31/07/2012 5.00,"15,26945762","19,38846392","0,2305535","89,31393555"
31/07/2012 6.00,"22,81528416","27,20015024","0,24044435","87,53136315"
31/07/2012 7.00,"23,56285704","29,5295016","0,25848787","89,3206986"
31/07/2012 8.00,"26,14692504","33,96126904","0,29157154","89,0490594"
31/07/2012 9.00,"29,70957376","39,17252064","0,31095365","87,22592865"
31/07/2012 10.00,"24,66994328","32,96779384","0,30951138","98,73903375"
31/07/2012 11.00,"13,58352485","18,62974408","0,2946285","120,30825555"
31/07/2012 12.00,"12,98910317","17,73093965","0,29022597","124,1626155"
31/07/2012 13.00,"11,58999908","16,53383454","0,25773295","132,9944406"
31/07/2012 14.00,"9,93131805","14,77643312","0,24140781","139,2084267"
31/07/2012 15.00,"10,62437598","15,43270226","0,22905997","136,2041961"
31/07/2012 16.00,"17,57708101","22,74243696","0,25489268","127,46152755"
31/07/2012 17.00,"18,4816941","23,57121248","0,28658767","132,36870885"
31/07/2012 18.00,"33,66290144","39,66665792","0,3222856","111,93735525"
31/07/2012 19.00,"37,13211072","41,65102712","0,30998087","95,1441435"
31/07/2012 20.00,"40,27425328","44,41488048","0,2945854","87,30161895"
31/07/2012 21.00,"27,47463696","31,49180632","0,27917245","98,0686938"
31/07/2012 22.00,"23,28900128","27,90179688","0,28741249","98,08491315"
31/07/2012 23.00,"18,70882058","22,6724004","0,28567548","99,70126215"
01/08/2012 0.00,"15,82105623","19,57134672","0,26497459","100,60539615"
01/08/2012 1.00,"9,7651901","13,51317854","0,24586277","107,79784995"
01/08/2012 2.00,,,"0,24101753","99,81749085"
01/08/2012 3.00,"12,91382199","16,93978464",,"97,33215975"
01/08/2012 4.00,"9,85863719","14,03845466","0,23515409","95,5739064"
01/08/2012 5.00,"17,60433274","21,5440336","0,2423666",
01/08/2012 6.00,"18,31685866","22,42858216","0,27903847","84,78923565"
01/08/2012 7.00,"17,89635633","23,47523008","0,28985783","91,12084695"
01/08/2012 8.00,"15,73929529","21,50902488","0,30367473","102,7974423"
01/08/2012 9.00,"16,15071371","21,6101888","0,29372446","111,84007905"
01/08/2012 10.00,"15,49270082","20,84886864","0,28725056","116,3025948"
01/08/2012 11.00,"15,88075461","21,4960424","0,27260767","120,8542671"
01/08/2012 12.00,"15,4758236","21,15364144","0,28464329","125,32085265"
01/08/2012 13.00,"15,11112298","20,84236784","0,27395558","126,53716425"
01/08/2012 14.00,"12,69059217","17,44690249","0,23380735","124,99925865"
01/08/2012 15.00,"11,06046112","15,39638765","0,23358949","126,41957895"
01/08/2012 16.00,"13,97418469","19,82814744","0,22611602","125,70062085"
01/08/2012 17.00,"17,75099079","22,21717232","0,25144778","125,38166025"
01/08/2012 18.00,"27,7368104","33,1804656","0,24953601","113,70911475"
01/08/2012 19.00,"24,1884252","28,74225472","0,27295601","118,25540055"
01/08/2012 20.00,"21,19293304","25,36233584","0,30749826","122,3867862"
01/08/2012 21.00,"18,19097258","22,18084432","0,31627537","119,8596399"
01/08/2012 22.00,"12,85022696","16,83991897","0,29281227","114,17805945"
01/08/2012 23.00,"11,53548796","15,39768398","0,298939","101,3554563"
02/08/2012 0.00,"14,35446046","18,18099003","0,32162039","92,5385139"
02/08/2012 1.00,"10,30510258","14,05142375","0,2924651","98,6471241"
02/08/2012 2.00,"8,29729799","12,06705264","0,25970297","99,16608345"
02/08/2012 3.00,"7,9079364","11,8258156","0,24871003","97,0226754"
02/08/2012 4.00,"8,02344606","12,08780358","0,23836949","93,749439"
02/08/2012 5.00,"11,32132866","15,3821203","0,24740639","84,97441155"
02/08/2012 6.00,"16,39082267","20,89944104","0,24949291","82,69584225"
02/08/2012 7.00,"20,63225816","26,44011112","0,27699623","81,2011284"
02/08/2012 8.00,"14,25841687","20,26521152","0,26378746","97,37134155"
02/08/2012 9.00,"13,12407507","18,90340673","0,27195644","102,8447637"
02/08/2012 10.00,"10,9319709","16,47547074","0,28264531","108,85332465"
02/08/2012 11.00,"10,63476006","15,57536806","0,271565","114,18891225"
02/08/2012 12.00,"10,77233419","15,97743106","0,27021826","116,4201801"
02/08/2012 13.00,"22,93726976","31,91076376","0,2786913","103,72182555"
02/08/2012 14.00,"11,51601806","16,65185656","0,22863591","115,53358215"
02/08/2012 15.00,"9,13961621","13,71291371","0,21746939","115,5213927"
02/08/2012 16.00,"13,43037938","18,93712676","0,26335291","106,31121585"
02/08/2012 17.00,"26,1352236","33,32315816","0,28151526","100,2823857"
02/08/2012 18.00,"18,24158896","23,77484048","0,27373772","103,7096361"
02/08/2012 19.00,"16,02742413","20,3975028","0,28686028","103,27714005"
02/08/2012 20.00,"14,45439878","18,52079832","0,31579772","97,1605299"
02/08/2012 21.00,"22,83994896","26,65282112","0,34026039","78,47657685"
02/08/2012 22.00,"20,91389576","25,08088944","0,33747953","63,38348415"
02/08/2012 23.00,"22,02876384","25,91354632","0,3677206","56,9451204"
03/08/2012 0.00,"24,22997296","28,5749356","0,37389044","46,80511395"
03/08/2012 1.00,"18,43756896","22,6996464","0,36250723","52,3258176"
03/08/2012 2.00,,,"0,40408957","16,21481736"
03/08/2012 3.00,"30,33256072","36,3360304",,"29,98483005"
03/08/2012 4.00,"11,94041706","15,79715241","0,30965467","46,01992185"
03/08/2012 5.00,"11,41867432","15,41843301","0,3112181",
03/08/2012 6.00,"22,95415272","36,71083976","0,37487254","23,53702995"
03/08/2012 7.00,"41,97966168","69,50745224","0,49273093","21,3990084"
03/08/2012 8.00,"20,03003552","27,6112876","0,28069044","75,60473445"
03/08/2012 9.00,"21,14362256","29,412774","0,29476597","99,8472363"
03/08/2012 10.00,"15,34733338","20,2392848","0,2288759","112,2711387"
03/08/2012 11.00,"15,83403489","20,7061952","0,23465197","116,867499"
03/08/2012 12.00,"15,83922406","20,63355832","0,22541935","118,23652785"
03/08/2012 13.00,"14,63869073","18,76462994","0,1971879","124,2356325"
03/08/2012 14.00,"14,03129039","18,61677498","0,19215976","130,6470039"
03/08/2012 15.00,"17,1293059","21,8916352","0,17218817","124,2343158"
03/08/2012 16.00,"16,06895277","20,61799464","0,16445373","124,9492041"
03/08/2012 17.00,"14,82948538","19,11611099","0,1640821","124,8194094"
03/08/2012 18.00,"15,65752287","19,64786496","0,2040882","123,7396755"
03/08/2012 19.00,"20,35322088","24,29622376","0,2521992","110,3697042"
03/08/2012 20.00,"20,28442712","24,32345064","0,3384127","104,32722825"
03/08/2012 21.00,"16,34798814","20,20167576","0,36664997","97,4970465"
03/08/2012 22.00,"10,81905391","14,65711094","0,34314842","98,0362551"
03/08/2012 23.00,"26,89837928","31,02103368","0,39332381","61,99552275"
04/08/2012 0.00,"47,75130136","52,39516696","0,45922436","37,6300491"
04/08/2012 1.00,"21,59139384","25,43625376","0,3884576","56,20180335"
04/08/2012 2.00,"22,48821744","26,25076576","0,40887539","50,816241"
04/08/2012 3.00,"18,81784473","23,10560224","0,3951482","46,67671575"
04/08/2012 4.00,"11,42516365","15,48717514","0,30372715","60,72785985"
04/08/2012 5.00,"13,99106","17,76985076","0,30002245","53,54753565"
04/08/2012 6.00,"22,1403864","27,8058336","0,35057646","38,99772135"
04/08/2012 7.00,"17,70686566","23,27808376","0,3278811","69,37179585"
04/08/2012 8.00,"11,80284292","16,37300857","0,27295717","95,25360915"
04/08/2012 9.00,"7,88197909","12,11504002","0,25038064","108,27896415"
04/08/2012 10.00,"6,50104091","10,59239205","0,20765659","122,56926885"
04/08/2012 11.00,"9,6938075","13,99565262","0,22449434","138,23408865"
04/08/2012 12.00,"10,64124938","14,60393439","0,2299978","152,27569665"
04/08/2012 13.00,"9,54065821","13,38088726","0,23117794","143,79938055"
04/08/2012 14.00,"8,83851062","12,62475054","0,21885224","144,18860505"
04/08/2012 15.00,"9,13961621","13,35883808","0,20343114","146,93743575"
04/08/2012 16.00,"16,66597094","22,73207392","0,21226184","150,39588795"
04/08/2012 17.00,"11,22528699","15,13699043","0,22185678","158,6127543"
04/08/2012 18.00,"17,89635633","24,51281512","0,22394795","152,94872985"
04/08/2012 19.00,"14,66464995","18,53247108","0,20868063","109,1533926"
04/08/2012 20.00,"21,08651112","25,05106224","0,2358892","98,06735715"
04/08/2012 21.00,"22,1338856","25,88371912","0,30293262","82,1377011"
04/08/2012 22.00,"22,9178056","26,8149396","0,33515419","74,3978592"
04/08/2012 23.00,"13,68605776","17,72964331","0,25348303","90,27887715"
05/08/2012 0.00,"18,36489002","22,13935392","0,27859344","81,86604195"
05/08/2012 1.00,"20,57386568","24,80852504","0,28195097","76,4075025"
05/08/2012 2.00,,,"0,26930839","73,49374515"
05/08/2012 3.00,"35,20865784","39,69258464",,"43,7156769"
05/08/2012 4.00,"25,4862908","29,55804776","0,39699006","44,333289"
05/08/2012 5.00,"15,09035102","18,85152652","0,32482647",
05/08/2012 6.00,"14,74122555","19,27303648","0,30713245","55,81664865"
05/08/2012 7.00,"15,39665724","20,25354832","0,30162433","66,18234945"
05/08/2012 8.00,"11,67175811","16,42099594","0,27789444","86,42318055"
05/08/2012 9.00,"13,01894758","17,58179026","0,26158794","101,0189397"
05/08/2012 10.00,"12,08578259","16,03838945","0,23740836","120,3258315"
05/08/2012 11.00,"10,76325028","14,50666139","0,23728604","138,4786956"
05/08/2012 12.00,"12,40505791","16,24720279","0,25029559","141,61270095"
05/08/2012 13.00,"14,72046314","18,60639856","0,24059347","124,87353375"
05/08/2012 14.00,"12,71524741","16,60646568","0,22256859","131,9484222"
05/08/2012 15.00,"13,67826636","17,64793399","0,16755962","120,33395115"
05/08/2012 16.00,"14,05206045","17,9916332","0,16491041","122,7031134"
05/08/2012 17.00,"15,0721851","18,91378124","0,19158309","125,48300625"
05/08/2012 18.00,"12,6490597","16,4132141","0,16427083","126,0222348"
05/08/2012 19.00,"14,01701922","17,92808214","0,18134041","120,79750935"
05/08/2012 20.00,"19,59136536","23,3312756","0,26054643","107,90589915"
05/08/2012 21.00,"23,45123448","27,856406","0,27502388","94,6211343"
05/08/2012 22.00,"27,71344576","31,7239996","0,27980271","77,71029735"
05/08/2012 23.00,"23,58362136","27,49325984","0,26513653","74,9695464"
06/08/2012 0.00,"53,05700576","57,48707152","0,31649206","36,6299556"
06/08/2012 1.00,"43,84600312","49,0749216","0,36038809","36,3191346"
06/08/2012 2.00,"24,80103","28,8952912","0,34451497","44,58060915"
06/08/2012 3.00,"21,94570656","25,75400904","0,34551337","47,82412005"
06/08/2012 4.00,"16,83209698","20,87609552","0,2784583","59,90887245"
06/08/2012 5.00,"12,62569506","16,57533641","0,28500677","57,70192365"
06/08/2012 6.00,"25,31757592","31,15720632","0,35045647","34,5649311"
06/08/2012 7.00,"23,9223704","31,73826312","0,38367644","37,51112715"
06/08/2012 8.00,"19,16955904","26,13661936","0,38476106","60,41296905"
06/08/2012 9.00,"19,79642736","26,530912","0,37864597","76,3345254"
06/08/2012 10.00,"22,23382584","32,12213536","0,35180088","101,3784387"
06/08/2012 11.00,"14,52318107","20,07586616","0,33957187","126,73039995"
06/08/2012 12.00,"9,02799938","12,9152732","0,29038441","141,3005433"
06/08/2012 13.00,"9,9274233","13,90745971","0,29766216","148,0727304"
06/08/2012 14.00,"16,12216373","20,22372112","0,25658426","114,95375535"
06/08/2012 15.00,"17,67960436","21,47919768","0,21969337","115,3808649"
06/08/2012 16.00,"11,8534593","16,46768698","0,26226597","128,72923035"
06/08/2012 17.00,"12,17793143","16,54420905","0,26569223","137,5921176"
06/08/2012 18.00,"13,42129547","17,59475745","0,25063111","131,2078383"
06/08/2012 19.00,"23,8977056","27,79545144","0,30512981","112,3360161"
06/08/2012 20.00,"28,9464372","32,6487384","0,43840698","75,7966335"
06/08/2012 21.00,"29,54734056","33,738196","0,47336164","62,09822535"
06/08/2012 22.00,"20,20397016","24,1483688","0,42622108","70,05564195"
06/08/2012 23.00,"14,10137475","17,85156008","0,41256029","72,9518034"
07/08/2012 0.00,"20,56348352","24,31956928","0,37613074","67,1310717"
07/08/2012 1.00,"39,68373208","43,97261576","0,43242237","35,1230922"
07/08/2012 2.00,,,"0,38809995","43,0412871"
07/08/2012 3.00,"18,03003381","22,35982664",,"43,596735"
07/08/2012 4.00,"21,86004896","25,74104568","0,39605107","33,8824416"
07/08/2012 5.00,"25,75756536","29,79150296","0,41688011",
07/08/2012 6.00,"28,66349944","33,57345808","0,3761319","38,66256135"
07/08/2012 7.00,"30,67519112","38,230918","0,36396348","46,43480205"
07/08/2012 8.00,"24,13261392","32,25704608","0,34434721","61,1386902"
07/08/2012 9.00,"16,64390646","22,50119992","0,31600509","91,3465413"
07/08/2012 10.00,"15,78731708","22,48953672","0,26841484","99,0890565"
07/08/2012 11.00,"16,37135278","22,06283568","0,23944478","114,018639"
07/08/2012 12.00,"15,36809387","20,36637544","0,26501537","125,88849"
07/08/2012 13.00,"15,03584181","19,83072864","0,22366136","126,2546523"
07/08/2012 14.00,"16,18575685","21,1160324","0,26187569","128,3941302"
07/08/2012 15.00,"14,09229084","18,11095538","0,23875161","127,42912875"
07/08/2012 16.00,"11,8326988","16,08767507","0,20092639","114,97681755"
07/08/2012 17.00,"15,33565679","20,10959384","0,19910782","109,6898481"
07/08/2012 18.00,"18,52971589","23,27160208","0,20551649","108,85057155"
07/08/2012 19.00,"32,2560136","36,66674904","0,24808442","98,3430462"
07/08/2012 20.00,"29,10607008","33,06895776","0,29918132","101,4919542"
07/08/2012 21.00,"28,07815976","32,15456288","0,42424174","94,2548922"
07/08/2012 22.00,"26,78417552","30,6811948","0,37747398","89,80318935"
07/08/2012 23.00,"30,06908712","34,2465968","0,32308479","75,88311675"
08/08/2012 0.00,"29,10737024","33,35040416","0,30080533","76,76833815"
08/08/2012 1.00,"19,7432164","23,51283912","0,2653404","84,48787095"
08/08/2012 2.00,"17,36941295","21,1341964","0,26499323","81,50251305"
08/08/2012 3.00,"14,43492889","18,22379206","0,24933913","81,9944202"
08/08/2012 4.00,"12,95275987","16,71670778","0,23745263","78,92122245"
08/08/2012 5.00,"13,83920514","17,67257776","0,22864057","76,11693075"
08/08/2012 6.00,"16,19484076","20,3858396","0,25053092","75,40200255"
08/08/2012 7.00,"18,94892762","24,25083288","0,2909972","73,20048015"
08/08/2012 8.00,"21,77699168","30,27267688","0,2950246","77,08594215"
08/08/2012 9.00,"29,01911232","39,12192912","0,28257541","72,63286275"
08/08/2012 10.00,"24,25071816","32,12605496","0,27129472","93,95079435"
08/08/2012 11.00,"17,62380264","23,79948616","0,25667979","110,6602161"
08/08/2012 12.00,"18,10142024","24,5011328","0,25241473","112,5292518"
08/08/2012 13.00,"15,34084405","21,76712576","0,24221632","111,49673955"
08/08/2012 14.00,"11,99233359","16,71670778","0,21835595","112,01300565"
08/08/2012 15.00,"8,90599849","13,44833115","0,20794202","121,8745899"
08/08/2012 16.00,"8,28042459","12,81929654","0,2086783","123,0476499"
08/08/2012 17.00,"9,06433886","13,54041498","0,2270818","121,85976705"
08/08/2012 18.00,"11,3524847","15,3107855","0,2472398","118,63784205"
08/08/2012 19.00,"15,80289032","19,56484592","0,27005982","111,8711412"
08/08/2012 20.00,"17,24352687","21,11473224","0,28331053","108,28973715"
08/08/2012 21.00,"17,94178354","21,87735256","0,30556902","100,9554189"
08/08/2012 22.00,"13,6730791","17,43393339","0,29290314","99,5593578"
08/08/2012 23.00,"12,75677987","16,69854951","0,30433528","96,35233545"
09/08/2012 0.00,"17,17084984","21,06934136","0,28852856","81,3727782"
09/08/2012 1.00,"17,27337128","21,4156428","0,26122679","85,5785175"
09/08/2012 2.00,,,"0,23299301","93,58455225"
09/08/2012 3.00,"9,79374391","13,55079141",,"103,15823805"
09/08/2012 4.00,"13,64581781","17,65312125","0,22442211","97,33080315"
09/08/2012 5.00,"18,34930722","22,36502728","0,23085757",
09/08/2012 6.00,"29,6836088","34,17397904","0,25555906","75,6912177"
09/08/2012 7.00,"31,38903632","37,95723432","0,26716479","74,59789785"
09/08/2012 8.00,"21,15012336","27,30131416","0,26491984","93,25210545"
09/08/2012 9.00,"14,6516713","19,59597328","0,26720091","102,0081405"
09/08/2012 10.00,"16,97875311","22,603664","0,34233758","118,5946902"
09/08/2012 11.00,"15,84831753","21,04599584","0,39279839","121,1961702"
09/08/2012 12.00,"15,10463366","20,42214848","0,38712601","122,7273726"
09/08/2012 13.00,"16,42716597","21,61277","0,35806974","132,05788785"
09/08/2012 14.00,"19,25261632","24,36235984","0,34880333","132,71599845"
09/08/2012 15.00,"15,32527081","20,18611208","0,31073346","129,32924655"
09/08/2012 16.00,"22,56479304","28,50749936","0,30485138","117,5189064"
09/08/2012 17.00,"20,03523616","25,58410872","0,27924584","119,2528008"
09/08/2012 18.00,"15,56797053","20,01101112","0,30580318","120,59074755"
09/08/2012 19.00,"25,42789832","29,810948","0,31294813","107,27611755"
09/08/2012 20.00,"30,29881392","34,36334352","0,35850312","100,7256747"
09/08/2012 21.00,"17,05533827","21,05897832","0,33468703","116,5269126"
09/08/2012 22.00,"13,74316346","17,68035769","0,31896768","111,98731005"
09/08/2012 23.00,"13,82232982","17,855451","0,28510463","105,2597112"
10/08/2012 0.00,"13,02933356","16,74524055","0,26681762","106,4936985"
10/08/2012 1.00,"11,37714186","15,31208183","0,24654546","105,86250045"
10/08/2012 2.00,"10,50237509","14,29784805","0,22604379","106,5328005"
10/08/2012 3.00,"10,3206739","14,08384745","0,21840372","104,8651002"
10/08/2012 4.00,"7,67302043","11,43412902","0,23685266","98,49712005"
10/08/2012 5.00,"9,20580774","13,06053358","0,24192973","83,80809465"
10/08/2012 6.00,"18,09623298","22,61404616","0,26621182","73,3423845"
10/08/2012 7.00,"22,21178048","27,8265788","0,26604523","75,2681979"
10/08/2012 8.00,"17,4096529","23,35850248","0,28313694","87,75436425"
10/08/2012 9.00,"17,03327379","24,49076976","0,28552519","97,16457975"
10/08/2012 10.00,"15,46414702","21,30021536","0,28951532","107,5288641"
10/08/2012 11.00,"11,61855098","16,5688509","0,30198664","117,50396385"
10/08/2012 12.00,"13,45244195","18,79186638","0,3320017",
10/08/2012 13.00,"14,35186778","19,4701828","0,37946147","138,38000295"
10/08/2012 14.00,"8,08833934","12,10985276","0,31184604","134,44725945"
10/08/2012 15.00,"6,60227558","10,75451435","0,26408337","134,28781905"
10/08/2012 16.00,"7,84823229","12,64550338","0,3004337","141,17483835"
10/08/2012 17.00,"11,31614141","15,64540462","0,3050669","140,64640275"
10/08/2012 18.00,"28,90488944","33,82249608","0,45420205","124,41667875"
10/08/2012 19.00,"18,68935068","22,44284568","0,41609606","126,84128205"
10/08/2012 20.00,"19,73153408","23,4894936","0,31463738","116,1539274"
10/08/2012 21.00,"21,46548864","25,41160808","0,32649591","108,89789295"
10/08/2012 22.00,"15,13448762","19,08887264","0,34555531","110,9697204"
10/08/2012 23.00,"6,95919053","10,72987058","0,24620644","111,6332175"
11/08/2012 0.00,"10,96311738","14,75827486","0,2343281","101,737818"
11/08/2012 1.00,"11,2707142","15,17330696","0,23277516","98,83092345"
11/08/2012 2.00,,,"0,22146068","95,34821205"
11/08/2012 3.00,"7,87548785","11,88807032",,"102,4866213"
11/08/2012 4.00,"9,1993165","13,0968501","0,22039703","95,12521095"
11/08/2012 5.00,"13,72240297","17,6090267","0,21779442",
11/08/2012 6.00,"17,16436051","21,55959728","0,23230683","79,91453295"
11/08/2012 7.00,"17,21497498","22,25738168","0,22457006","86,6677875"
11/08/2012 8.00,"19,32919192","24,8902248","0,25891077","87,4083714"
11/08/2012 9.00,"16,83468965","21,54793408","0,34197643","101,90406135"
11/08/2012 10.00,"16,22469473","21,1912696","0,34608073","113,61590835"
11/08/2012 11.00,"16,63092781","21,97593528","0,32081071","123,15448215"
11/08/2012 12.00,"15,0345493","20,2094576","0,28357382","131,30238135"
11/08/2012 13.00,"13,03192814","17,39372594","0,29631542","137,98670865"
11/08/2012 14.00,"10,707439","14,58966705","0,26880162","143,1385368"
11/08/2012 15.00,"9,77946701","14,16426043","0,23697032","141,57623235"
11/08/2012 16.00,"9,47187018","13,61304613","0,23216703","140,3640105"
11/08/2012 17.00,"10,75545888","15,2913309","0,24781647","137,4623229"
11/08/2012 18.00,"15,83793154","21,80861616","0,27947185","134,88380535"
11/08/2012 19.00,"14,75940102","18,85152652","0,29907997","135,4433031"
11/08/2012 20.00,"16,37394736","20,69581304","0,32266539","134,50268055"
11/08/2012 21.00,"15,11761231","19,26395448","0,33355232","133,0741608"
11/08/2012 22.00,"13,54329637","17,33147314","0,30547465","132,20655525"
11/08/2012 23.00,"15,97679819","19,93189256","0,28858332","122,7179163"
