"NetC","ENEL Brindisi"
"Stat","Costa Morena Diga"
,PM10

,,,

27/06/2012 14.00,"20,36706"
27/06/2012 15.00,
27/06/2012 16.00,"13,21814"
27/06/2012 17.00,
27/06/2012 18.00,"8,653995"
27/06/2012 19.00,
27/06/2012 20.00,"4,462793"
27/06/2012 21.00,
27/06/2012 22.00,"4,991439"
27/06/2012 23.00,
28/06/2012 0.00,"26,46828"
28/06/2012 1.00,
28/06/2012 2.00,"25,78327"
28/06/2012 3.00,
28/06/2012 4.00,"23,2471"
28/06/2012 5.00,
28/06/2012 6.00,"20,32319"
28/06/2012 7.00,
28/06/2012 8.00,"20,31339"
28/06/2012 9.00,
28/06/2012 10.00,"29,69294"
28/06/2012 11.00,
28/06/2012 12.00,"22,93923"
28/06/2012 13.00,
28/06/2012 14.00,"34,75701"
28/06/2012 15.00,
28/06/2012 16.00,"33,81029"
28/06/2012 17.00,
28/06/2012 18.00,"25,37562"
28/06/2012 19.00,
28/06/2012 20.00,"19,12538"
28/06/2012 21.00,
28/06/2012 22.00,"10,3519"
28/06/2012 23.00,
29/06/2012 0.00,"34,60063"
29/06/2012 1.00,
29/06/2012 2.00,"32,04499"
29/06/2012 3.00,
29/06/2012 4.00,"18,39642"
29/06/2012 5.00,
29/06/2012 6.00,"17,48749"
29/06/2012 7.00,
29/06/2012 8.00,"24,94395"
29/06/2012 9.00,
29/06/2012 10.00,"34,34793"
29/06/2012 11.00,
29/06/2012 12.00,"59,12435"
29/06/2012 13.00,
29/06/2012 14.00,"61,42403"
29/06/2012 15.00,
29/06/2012 16.00,"89,3234"
29/06/2012 17.00,
29/06/2012 18.00,"75,526"
29/06/2012 19.00,
29/06/2012 20.00,"50,97818"
29/06/2012 21.00,
29/06/2012 22.00,"47,24824"
29/06/2012 23.00,
30/06/2012 0.00,"43,31584"
30/06/2012 1.00,
30/06/2012 2.00,"27,70249"
30/06/2012 3.00,
30/06/2012 4.00,"21,42336"
30/06/2012 5.00,
30/06/2012 6.00,"26,44424"
30/06/2012 7.00,
30/06/2012 8.00,"25,14948"
30/06/2012 9.00,
30/06/2012 10.00,"52,79155"
30/06/2012 11.00,
30/06/2012 12.00,"39,22134"
30/06/2012 13.00,
30/06/2012 14.00,"51,30479"
30/06/2012 15.00,
30/06/2012 16.00,"39,34586"
30/06/2012 17.00,
30/06/2012 18.00,"26,72164"
30/06/2012 19.00,
30/06/2012 20.00,"22,62956"
30/06/2012 21.00,
30/06/2012 22.00,"28,42223"
30/06/2012 23.00,
01/07/2012 0.00,"47,34167"
01/07/2012 1.00,
01/07/2012 2.00,"30,65523"
01/07/2012 3.00,
01/07/2012 4.00,"21,7314"
01/07/2012 5.00,
01/07/2012 6.00,"32,35183"
01/07/2012 7.00,
01/07/2012 8.00,"28,38331"
01/07/2012 9.00,
01/07/2012 10.00,"41,54922"
01/07/2012 11.00,
01/07/2012 12.00,"41,62562"
01/07/2012 13.00,
01/07/2012 14.00,"27,62218"
01/07/2012 15.00,
01/07/2012 16.00,"23,35944"
01/07/2012 17.00,
01/07/2012 18.00,"27,14019"
01/07/2012 19.00,
01/07/2012 20.00,"20,61219"
01/07/2012 21.00,
01/07/2012 22.00,"31,07218"
01/07/2012 23.00,
02/07/2012 0.00,"41,50822"
02/07/2012 1.00,
02/07/2012 2.00,"28,28692"
02/07/2012 3.00,
02/07/2012 4.00,"42,83002"
02/07/2012 5.00,
02/07/2012 6.00,"40,8404"
02/07/2012 7.00,
02/07/2012 8.00,"50,1248"
02/07/2012 9.00,
02/07/2012 10.00,"59,98709"
02/07/2012 11.00,
02/07/2012 12.00,"54,61782"
02/07/2012 13.00,
02/07/2012 14.00,"57,50159"
02/07/2012 15.00,
02/07/2012 16.00,"44,42496"
02/07/2012 17.00,
02/07/2012 18.00,"50,31905"
02/07/2012 19.00,
02/07/2012 20.00,"42,75412"
02/07/2012 21.00,
02/07/2012 22.00,"44,60596"
02/07/2012 23.00,
03/07/2012 0.00,"53,13098"
03/07/2012 1.00,
03/07/2012 2.00,"41,88975"
03/07/2012 3.00,
03/07/2012 4.00,"33,79801"
03/07/2012 5.00,
03/07/2012 6.00,"35,77603"
03/07/2012 7.00,
03/07/2012 8.00,"55,50635"
03/07/2012 9.00,
03/07/2012 10.00,"46,95158"
03/07/2012 11.00,
03/07/2012 12.00,"29,79834"
03/07/2012 13.00,
03/07/2012 14.00,"16,30044"
03/07/2012 15.00,
03/07/2012 16.00,"15,55904"
03/07/2012 17.00,
03/07/2012 18.00,"17,07543"
03/07/2012 19.00,
03/07/2012 20.00,"30,04702"
03/07/2012 21.00,
03/07/2012 22.00,"40,82381"
03/07/2012 23.00,
04/07/2012 0.00,"48,5927"
04/07/2012 1.00,
04/07/2012 2.00,"41,48299"
04/07/2012 3.00,
04/07/2012 4.00,"42,1888"
04/07/2012 5.00,
04/07/2012 6.00,"39,27407"
04/07/2012 7.00,
04/07/2012 8.00,"43,01796"
04/07/2012 9.00,
04/07/2012 10.00,"68,97087"
04/07/2012 11.00,
04/07/2012 12.00,"60,36455"
04/07/2012 13.00,
04/07/2012 14.00,"65,50379"
04/07/2012 15.00,
04/07/2012 16.00,"65,57421"
04/07/2012 17.00,
04/07/2012 18.00,"49,48305"
04/07/2012 19.00,
04/07/2012 20.00,"30,13271"
04/07/2012 21.00,
04/07/2012 22.00,"43,8983"
04/07/2012 23.00,
05/07/2012 0.00,"56,9318"
05/07/2012 1.00,
05/07/2012 2.00,"51,74327"
05/07/2012 3.00,
05/07/2012 4.00,"53,75993"
05/07/2012 5.00,
05/07/2012 6.00,"45,13448"
05/07/2012 7.00,
05/07/2012 8.00,"47,48876"
05/07/2012 9.00,
05/07/2012 10.00,"35,31623"
05/07/2012 11.00,
05/07/2012 12.00,"41,63927"
05/07/2012 13.00,
05/07/2012 14.00,"47,51715"
05/07/2012 15.00,
05/07/2012 16.00,"31,40263"
05/07/2012 17.00,
05/07/2012 18.00,"28,19018"
05/07/2012 19.00,
05/07/2012 20.00,"24,11982"
05/07/2012 21.00,
05/07/2012 22.00,"43,27666"
05/07/2012 23.00,
06/07/2012 0.00,"60,96331"
06/07/2012 1.00,
06/07/2012 2.00,"50,14696"
06/07/2012 3.00,
06/07/2012 4.00,"46,76504"
06/07/2012 5.00,
06/07/2012 6.00,"41,58927"
06/07/2012 7.00,
06/07/2012 8.00,"53,7554"
06/07/2012 9.00,
06/07/2012 10.00,"49,90964"
06/07/2012 11.00,
06/07/2012 12.00,"33,36415"
06/07/2012 13.00,
06/07/2012 14.00,"41,0722"
06/07/2012 15.00,
06/07/2012 16.00,"54,17755"
06/07/2012 17.00,
06/07/2012 18.00,"40,58496"
06/07/2012 19.00,
06/07/2012 20.00,"45,28643"
06/07/2012 21.00,
06/07/2012 22.00,"45,67414"
06/07/2012 23.00,
07/07/2012 0.00,"51,31166"
07/07/2012 1.00,
07/07/2012 2.00,"41,51857"
07/07/2012 3.00,
07/07/2012 4.00,"50,7434"
07/07/2012 5.00,
07/07/2012 6.00,"44,26155"
07/07/2012 7.00,
07/07/2012 8.00,"31,11445"
07/07/2012 9.00,
07/07/2012 10.00,"19,05353"
07/07/2012 11.00,
07/07/2012 12.00,"10,79811"
07/07/2012 13.00,
07/07/2012 14.00,"8,515218"
07/07/2012 15.00,
07/07/2012 16.00,"20,24914"
07/07/2012 17.00,
07/07/2012 18.00,"35,11832"
07/07/2012 19.00,
07/07/2012 20.00,"35,14109"
07/07/2012 21.00,
07/07/2012 22.00,"70,71808"
07/07/2012 23.00,
08/07/2012 0.00,"75,6166"
08/07/2012 1.00,
08/07/2012 2.00,"65,74533"
08/07/2012 3.00,
08/07/2012 4.00,"61,89743"
08/07/2012 5.00,
08/07/2012 6.00,"40,6262"
08/07/2012 7.00,
08/07/2012 8.00,"33,26285"
08/07/2012 9.00,
08/07/2012 10.00,"29,69195"
08/07/2012 11.00,
08/07/2012 12.00,"17,70241"
08/07/2012 13.00,
08/07/2012 14.00,"10,53754"
08/07/2012 15.00,
08/07/2012 16.00,"28,20268"
08/07/2012 17.00,
08/07/2012 18.00,"32,57199"
08/07/2012 19.00,
08/07/2012 20.00,"37,59183"
08/07/2012 21.00,
08/07/2012 22.00,"43,65985"
08/07/2012 23.00,
09/07/2012 0.00,"28,24315"
09/07/2012 1.00,
09/07/2012 2.00,"15,08459"
09/07/2012 3.00,
09/07/2012 4.00,"9,71917"
09/07/2012 5.00,
09/07/2012 6.00,"6,718297"
09/07/2012 7.00,
09/07/2012 8.00,"5,32531"
09/07/2012 9.00,
09/07/2012 10.00,"3,098901"
09/07/2012 11.00,
09/07/2012 12.00,"19,54927"
09/07/2012 13.00,
09/07/2012 14.00,"17,91971"
09/07/2012 15.00,
09/07/2012 16.00,"32,56119"
09/07/2012 17.00,
09/07/2012 18.00,"36,28012"
09/07/2012 19.00,
09/07/2012 20.00,"22,23263"
09/07/2012 21.00,
09/07/2012 22.00,"22,94644"
09/07/2012 23.00,
10/07/2012 0.00,"42,96981"
10/07/2012 1.00,
10/07/2012 2.00,"42,21629"
10/07/2012 3.00,
10/07/2012 4.00,"26,2428"
10/07/2012 5.00,
10/07/2012 6.00,"25,46206"
10/07/2012 7.00,
10/07/2012 8.00,"44,56758"
10/07/2012 9.00,
10/07/2012 10.00,"74,53688"
10/07/2012 11.00,
10/07/2012 12.00,"68,48385"
10/07/2012 13.00,
10/07/2012 14.00,"52,02533"
10/07/2012 15.00,
10/07/2012 16.00,"34,28418"
10/07/2012 17.00,
10/07/2012 18.00,"40,58078"
10/07/2012 19.00,
10/07/2012 20.00,"51,35216"
10/07/2012 21.00,
10/07/2012 22.00,"61,33158"
10/07/2012 23.00,
11/07/2012 0.00,"61,37802"
11/07/2012 1.00,
11/07/2012 2.00,"57,6623"
11/07/2012 3.00,
11/07/2012 4.00,"45,05843"
11/07/2012 5.00,
11/07/2012 6.00,"25,0947"
11/07/2012 7.00,
11/07/2012 8.00,"14,82504"
11/07/2012 9.00,
11/07/2012 10.00,"20,33385"
11/07/2012 11.00,
11/07/2012 12.00,"17,68951"
11/07/2012 13.00,
11/07/2012 14.00,"39,18658"
11/07/2012 15.00,
11/07/2012 16.00,"61,1753"
11/07/2012 17.00,
11/07/2012 18.00,"45,21332"
11/07/2012 19.00,
11/07/2012 20.00,"24,23792"
11/07/2012 21.00,
11/07/2012 22.00,"29,87371"
11/07/2012 23.00,
12/07/2012 0.00,"31,74498"
12/07/2012 1.00,
12/07/2012 2.00,"41,78371"
12/07/2012 3.00,
12/07/2012 4.00,"59,55102"
12/07/2012 5.00,
12/07/2012 6.00,"62,75981"
12/07/2012 7.00,
12/07/2012 8.00,"79,17668"
12/07/2012 9.00,
12/07/2012 10.00,"49,2967"
12/07/2012 11.00,
12/07/2012 12.00,"27,10553"
12/07/2012 13.00,
12/07/2012 14.00,"15,67047"
12/07/2012 15.00,
12/07/2012 16.00,"40,4706"
12/07/2012 17.00,
12/07/2012 18.00,"67,39402"
12/07/2012 19.00,
12/07/2012 20.00,"65,06086"
12/07/2012 21.00,
12/07/2012 22.00,"56,01673"
12/07/2012 23.00,
13/07/2012 0.00,"50,40293"
13/07/2012 1.00,
13/07/2012 2.00,"41,47567"
13/07/2012 3.00,
13/07/2012 4.00,"64,11615"
13/07/2012 5.00,
13/07/2012 6.00,"65,07936"
13/07/2012 7.00,
13/07/2012 8.00,"57,57857"
13/07/2012 9.00,
13/07/2012 10.00,"36,31815"
13/07/2012 11.00,
13/07/2012 12.00,"20,14303"
13/07/2012 13.00,
13/07/2012 14.00,"10,14466"
13/07/2012 15.00,
13/07/2012 16.00,"21,30455"
13/07/2012 17.00,
13/07/2012 18.00,"20,47757"
13/07/2012 19.00,
13/07/2012 20.00,"16,11861"
13/07/2012 21.00,
13/07/2012 22.00,"44,367"
13/07/2012 23.00,
14/07/2012 0.00,"56,99877"
14/07/2012 1.00,
14/07/2012 2.00,"42,55503"
14/07/2012 3.00,
14/07/2012 4.00,"42,46506"
14/07/2012 5.00,
14/07/2012 6.00,"39,18402"
14/07/2012 7.00,
14/07/2012 8.00,"46,13396"
14/07/2012 9.00,
14/07/2012 10.00,"39,72789"
14/07/2012 11.00,
14/07/2012 12.00,"25,75719"
14/07/2012 13.00,
14/07/2012 14.00,"25,81171"
14/07/2012 15.00,
14/07/2012 16.00,"36,69038"
14/07/2012 17.00,
14/07/2012 18.00,"36,80516"
14/07/2012 19.00,
14/07/2012 20.00,"44,47967"
14/07/2012 21.00,
14/07/2012 22.00,"41,29843"
14/07/2012 23.00,
15/07/2012 0.00,"44,54455"
15/07/2012 1.00,
15/07/2012 2.00,"36,11476"
15/07/2012 3.00,
15/07/2012 4.00,"41,32286"
15/07/2012 5.00,
15/07/2012 6.00,"46,78596"
15/07/2012 7.00,
15/07/2012 8.00,"33,91243"
15/07/2012 9.00,
15/07/2012 10.00,"30,4277"
15/07/2012 11.00,
15/07/2012 12.00,"29,06331"
15/07/2012 13.00,
15/07/2012 14.00,"35,08773"
15/07/2012 15.00,
15/07/2012 16.00,"43,5017"
15/07/2012 17.00,
15/07/2012 18.00,"27,34734"
15/07/2012 19.00,
15/07/2012 20.00,"23,19799"
15/07/2012 21.00,
15/07/2012 22.00,"24,39598"
15/07/2012 23.00,
16/07/2012 0.00,"43,80493"
16/07/2012 1.00,
16/07/2012 2.00,"30,83416"
16/07/2012 3.00,
16/07/2012 4.00,"18,66971"
16/07/2012 5.00,
16/07/2012 6.00,"9,61768"
16/07/2012 7.00,
16/07/2012 8.00,"22,96873"
16/07/2012 9.00,
16/07/2012 10.00,"36,4224"
16/07/2012 11.00,
16/07/2012 12.00,"50,7605"
16/07/2012 13.00,
16/07/2012 14.00,"62,7131"
16/07/2012 15.00,
16/07/2012 16.00,"44,91228"
16/07/2012 17.00,
16/07/2012 18.00,"41,50922"
16/07/2012 19.00,
16/07/2012 20.00,"43,16658"
16/07/2012 21.00,
16/07/2012 22.00,"48,12488"
16/07/2012 23.00,
17/07/2012 0.00,"41,80881"
17/07/2012 1.00,
17/07/2012 2.00,"33,03192"
17/07/2012 3.00,
17/07/2012 4.00,
17/07/2012 5.00,
17/07/2012 6.00,
17/07/2012 7.00,
17/07/2012 8.00,
17/07/2012 9.00,
17/07/2012 10.00,
17/07/2012 11.00,
17/07/2012 12.00,"34,32627"
17/07/2012 13.00,
17/07/2012 14.00,"83,85292"
17/07/2012 15.00,
17/07/2012 16.00,"81,51806"
17/07/2012 17.00,
17/07/2012 18.00,"55,65816"
17/07/2012 19.00,
17/07/2012 20.00,"54,01255"
17/07/2012 21.00,
17/07/2012 22.00,"43,81356"
17/07/2012 23.00,
18/07/2012 0.00,"45,95319"
18/07/2012 1.00,
18/07/2012 2.00,"40,83586"
18/07/2012 3.00,
18/07/2012 4.00,"44,40403"
18/07/2012 5.00,
18/07/2012 6.00,"31,88835"
18/07/2012 7.00,
18/07/2012 8.00,"20,57736"
18/07/2012 9.00,
18/07/2012 10.00,"21,22521"
18/07/2012 11.00,
18/07/2012 12.00,"30,01569"
18/07/2012 13.00,
18/07/2012 14.00,"31,14189"
18/07/2012 15.00,
18/07/2012 16.00,"28,21892"
18/07/2012 17.00,
18/07/2012 18.00,"36,64532"
18/07/2012 19.00,
18/07/2012 20.00,"41,80241"
18/07/2012 21.00,
18/07/2012 22.00,"44,91088"
18/07/2012 23.00,
19/07/2012 0.00,"38,74795"
19/07/2012 1.00,
19/07/2012 2.00,"43,41915"
19/07/2012 3.00,
19/07/2012 4.00,"39,79732"
19/07/2012 5.00,
19/07/2012 6.00,"27,49415"
19/07/2012 7.00,
19/07/2012 8.00,"33,04272"
19/07/2012 9.00,
19/07/2012 10.00,"27,81234"
19/07/2012 11.00,
19/07/2012 12.00,"27,38356"
19/07/2012 13.00,
19/07/2012 14.00,"41,81349"
19/07/2012 15.00,
19/07/2012 16.00,"38,87062"
19/07/2012 17.00,
19/07/2012 18.00,"40,2238"
19/07/2012 19.00,
19/07/2012 20.00,"45,7905"
19/07/2012 21.00,
19/07/2012 22.00,"37,26195"
19/07/2012 23.00,
20/07/2012 0.00,"37,60195"
20/07/2012 1.00,
20/07/2012 2.00,"25,77393"
20/07/2012 3.00,
20/07/2012 4.00,"37,33821"
20/07/2012 5.00,
20/07/2012 6.00,"29,34589"
20/07/2012 7.00,
20/07/2012 8.00,"38,62305"
20/07/2012 9.00,
20/07/2012 10.00,"35,9836"
20/07/2012 11.00,
20/07/2012 12.00,"72,05964"
20/07/2012 13.00,
20/07/2012 14.00,"130,9488"
20/07/2012 15.00,
20/07/2012 16.00,"131,2456"
20/07/2012 17.00,
20/07/2012 18.00,"137,1295"
20/07/2012 19.00,
20/07/2012 20.00,"102,4392"
20/07/2012 21.00,
20/07/2012 22.00,"79,87232"
20/07/2012 23.00,
21/07/2012 0.00,"49,0933"
21/07/2012 1.00,
21/07/2012 2.00,"44,10131"
21/07/2012 3.00,
21/07/2012 4.00,"50,43571"
21/07/2012 5.00,
21/07/2012 6.00,"44,56776"
21/07/2012 7.00,
21/07/2012 8.00,"50,61285"
21/07/2012 9.00,
21/07/2012 10.00,"34,10535"
21/07/2012 11.00,
21/07/2012 12.00,"41,46213"
21/07/2012 13.00,
21/07/2012 14.00,"49,74943"
21/07/2012 15.00,
21/07/2012 16.00,"47,96497"
21/07/2012 17.00,
21/07/2012 18.00,"38,30913"
21/07/2012 19.00,
21/07/2012 20.00,"36,78958"
21/07/2012 21.00,
21/07/2012 22.00,"44,33506"
21/07/2012 23.00,
22/07/2012 0.00,"57,38531"
22/07/2012 1.00,
22/07/2012 2.00,"73,52343"
22/07/2012 3.00,
22/07/2012 4.00,"61,78963"
22/07/2012 5.00,
22/07/2012 6.00,"38,26522"
22/07/2012 7.00,
22/07/2012 8.00,"57,92562"
22/07/2012 9.00,
22/07/2012 10.00,"58,51678"
22/07/2012 11.00,
22/07/2012 12.00,"42,73783"
22/07/2012 13.00,
22/07/2012 14.00,"40,97351"
22/07/2012 15.00,
22/07/2012 16.00,"31,80481"
22/07/2012 17.00,
22/07/2012 18.00,"36,04373"
22/07/2012 19.00,
22/07/2012 20.00,"52,05749"
22/07/2012 21.00,
22/07/2012 22.00,"48,94664"
22/07/2012 23.00,
23/07/2012 0.00,"44,19118"
23/07/2012 1.00,
23/07/2012 2.00,"46,2906"
23/07/2012 3.00,
23/07/2012 4.00,"41,65512"
23/07/2012 5.00,
23/07/2012 6.00,"51,02634"
23/07/2012 7.00,
23/07/2012 8.00,"41,73033"
23/07/2012 9.00,
23/07/2012 10.00,"25,79813"
23/07/2012 11.00,
23/07/2012 12.00,"23,15687"
23/07/2012 13.00,
23/07/2012 14.00,"18,99024"
23/07/2012 15.00,
23/07/2012 16.00,"31,35969"
23/07/2012 17.00,
23/07/2012 18.00,"31,16287"
23/07/2012 19.00,
23/07/2012 20.00,"31,14604"
23/07/2012 21.00,
23/07/2012 22.00,"50,93632"
23/07/2012 23.00,
24/07/2012 0.00,"36,31153"
24/07/2012 1.00,
24/07/2012 2.00,"35,16204"
24/07/2012 3.00,
24/07/2012 4.00,"45,96825"
24/07/2012 5.00,
24/07/2012 6.00,"46,8655"
24/07/2012 7.00,
24/07/2012 8.00,"72,04045"
24/07/2012 9.00,
24/07/2012 10.00,"46,35932"
24/07/2012 11.00,
24/07/2012 12.00,"26,90004"
24/07/2012 13.00,
24/07/2012 14.00,"15,94509"
24/07/2012 15.00,
24/07/2012 16.00,"9,933829"
24/07/2012 17.00,
24/07/2012 18.00,"29,32564"
24/07/2012 19.00,
24/07/2012 20.00,"42,74655"
24/07/2012 21.00,
24/07/2012 22.00,"63,85033"
24/07/2012 23.00,
25/07/2012 0.00,"58,20966"
25/07/2012 1.00,
25/07/2012 2.00,"41,0354"
25/07/2012 3.00,
25/07/2012 4.00,"27,76242"
25/07/2012 5.00,
25/07/2012 6.00,"22,41304"
25/07/2012 7.00,
25/07/2012 8.00,"20,80934"
25/07/2012 9.00,
25/07/2012 10.00,"14,27838"
25/07/2012 11.00,
25/07/2012 12.00,"7,905111"
25/07/2012 13.00,
25/07/2012 14.00,"7,43877"
25/07/2012 15.00,
25/07/2012 16.00,"13,0075"
25/07/2012 17.00,
25/07/2012 18.00,"15,16727"
25/07/2012 19.00,
25/07/2012 20.00,"11,75614"
25/07/2012 21.00,
25/07/2012 22.00,"33,77463"
25/07/2012 23.00,
26/07/2012 0.00,"28,47827"
26/07/2012 1.00,
26/07/2012 2.00,"17,23704"
26/07/2012 3.00,
26/07/2012 4.00,"24,03837"
26/07/2012 5.00,
26/07/2012 6.00,"18,02162"
26/07/2012 7.00,
26/07/2012 8.00,"12,7305"
26/07/2012 9.00,
26/07/2012 10.00,"14,78876"
26/07/2012 11.00,
26/07/2012 12.00,"10,53933"
26/07/2012 13.00,
26/07/2012 14.00,"9,117288"
26/07/2012 15.00,
26/07/2012 16.00,"8,22885"
26/07/2012 17.00,
26/07/2012 18.00,"6,438514"
26/07/2012 19.00,
26/07/2012 20.00,"5,502529"
26/07/2012 21.00,
26/07/2012 22.00,"14,04325"
26/07/2012 23.00,
27/07/2012 0.00,"14,09408"
27/07/2012 1.00,
27/07/2012 2.00,"31,02703"
27/07/2012 3.00,
27/07/2012 4.00,"25,54125"
27/07/2012 5.00,
27/07/2012 6.00,"17,81753"
27/07/2012 7.00,
27/07/2012 8.00,"23,20529"
27/07/2012 9.00,
27/07/2012 10.00,"31,26251"
27/07/2012 11.00,
27/07/2012 12.00,"25,25622"
27/07/2012 13.00,
27/07/2012 14.00,"18,28418"
27/07/2012 15.00,
27/07/2012 16.00,"13,87336"
27/07/2012 17.00,
27/07/2012 18.00,"24,65899"
27/07/2012 19.00,
27/07/2012 20.00,"23,87824"
27/07/2012 21.00,
27/07/2012 22.00,"38,09349"
27/07/2012 23.00,
28/07/2012 0.00,"31,80952"
28/07/2012 1.00,
28/07/2012 2.00,"18,31885"
28/07/2012 3.00,
28/07/2012 4.00,"11,8472"
28/07/2012 5.00,
28/07/2012 6.00,"11,59358"
28/07/2012 7.00,
28/07/2012 8.00,"21,52833"
28/07/2012 9.00,
28/07/2012 10.00,"39,18751"
28/07/2012 11.00,
28/07/2012 12.00,"27,39926"
28/07/2012 13.00,
28/07/2012 14.00,"16,43036"
28/07/2012 15.00,
28/07/2012 16.00,"11,63928"
28/07/2012 17.00,
28/07/2012 18.00,"25,0483"
28/07/2012 19.00,
28/07/2012 20.00,"28,884"
28/07/2012 21.00,
28/07/2012 22.00,"31,67172"
28/07/2012 23.00,
29/07/2012 0.00,"33,83289"
29/07/2012 1.00,
29/07/2012 2.00,"23,91696"
29/07/2012 3.00,
29/07/2012 4.00,"14,48386"
29/07/2012 5.00,
29/07/2012 6.00,"9,611024"
29/07/2012 7.00,
29/07/2012 8.00,"6,196058"
29/07/2012 9.00,
29/07/2012 10.00,"18,48665"
29/07/2012 11.00,
29/07/2012 12.00,"17,61764"
29/07/2012 13.00,
29/07/2012 14.00,"17,18438"
29/07/2012 15.00,
29/07/2012 16.00,"21,9487"
29/07/2012 17.00,
29/07/2012 18.00,"26,77132"
29/07/2012 19.00,
29/07/2012 20.00,"20,34746"
29/07/2012 21.00,
29/07/2012 22.00,"24,23896"
29/07/2012 23.00,
30/07/2012 0.00,"37,07656"
30/07/2012 1.00,
30/07/2012 2.00,"52,04151"
30/07/2012 3.00,
30/07/2012 4.00,"52,11537"
30/07/2012 5.00,
30/07/2012 6.00,"53,07202"
30/07/2012 7.00,
30/07/2012 8.00,"45,21332"
30/07/2012 9.00,
30/07/2012 10.00,"38,40013"
30/07/2012 11.00,
30/07/2012 12.00,"47,0382"
30/07/2012 13.00,
30/07/2012 14.00,"29,52165"
30/07/2012 15.00,
30/07/2012 16.00,"22,55956"
30/07/2012 17.00,
30/07/2012 18.00,"34,64399"
30/07/2012 19.00,
30/07/2012 20.00,"46,00278"
30/07/2012 21.00,
30/07/2012 22.00,"29,17111"
30/07/2012 23.00,
31/07/2012 0.00,"20,68479"
31/07/2012 1.00,
31/07/2012 2.00,"15,35042"
31/07/2012 3.00,
31/07/2012 4.00,"18,96703"
31/07/2012 5.00,
31/07/2012 6.00,"11,97174"
31/07/2012 7.00,
31/07/2012 8.00,"25,73382"
31/07/2012 9.00,
31/07/2012 10.00,"43,12611"
31/07/2012 11.00,
31/07/2012 12.00,"47,1411"
31/07/2012 13.00,
31/07/2012 14.00,"30,62077"
31/07/2012 15.00,
31/07/2012 16.00,"34,09523"
31/07/2012 17.00,
31/07/2012 18.00,"32,20478"
31/07/2012 19.00,
31/07/2012 20.00,"42,3363"
31/07/2012 21.00,
31/07/2012 22.00,"36,44234"
31/07/2012 23.00,
01/08/2012 0.00,"38,09209"
01/08/2012 1.00,
01/08/2012 2.00,"35,98674"
01/08/2012 3.00,
01/08/2012 4.00,"23,55102"
01/08/2012 5.00,
01/08/2012 6.00,"22,60631"
01/08/2012 7.00,
01/08/2012 8.00,"37,62287"
01/08/2012 9.00,
01/08/2012 10.00,"47,30297"
01/08/2012 11.00,
01/08/2012 12.00,"31,9051"
01/08/2012 13.00,
01/08/2012 14.00,"31,08309"
01/08/2012 15.00,
01/08/2012 16.00,"37,36611"
01/08/2012 17.00,
01/08/2012 18.00,"36,97888"
01/08/2012 19.00,
01/08/2012 20.00,"36,43153"
01/08/2012 21.00,
01/08/2012 22.00,"50,85295"
01/08/2012 23.00,
02/08/2012 0.00,"38,67852"
02/08/2012 1.00,
02/08/2012 2.00,"27,5709"
02/08/2012 3.00,
02/08/2012 4.00,"17,14773"
02/08/2012 5.00,
02/08/2012 6.00,"11,1439"
02/08/2012 7.00,
02/08/2012 8.00,"11,11891"
02/08/2012 9.00,
02/08/2012 10.00,"7,325658"
02/08/2012 11.00,
02/08/2012 12.00,"16,1521"
02/08/2012 13.00,
02/08/2012 14.00,"16,03891"
02/08/2012 15.00,
02/08/2012 16.00,"20,43293"
02/08/2012 17.00,
02/08/2012 18.00,"36,53445"
02/08/2012 19.00,
02/08/2012 20.00,"30,77062"
02/08/2012 21.00,
02/08/2012 22.00,"44,05825"
02/08/2012 23.00,
03/08/2012 0.00,"35,9365"
03/08/2012 1.00,
03/08/2012 2.00,"32,93877"
03/08/2012 3.00,
03/08/2012 4.00,"29,73138"
03/08/2012 5.00,
03/08/2012 6.00,"22,44025"
03/08/2012 7.00,
03/08/2012 8.00,"18,80237"
03/08/2012 9.00,
03/08/2012 10.00,"35,97452"
03/08/2012 11.00,
03/08/2012 12.00,"34,18803"
03/08/2012 13.00,
03/08/2012 14.00,"20,20577"
03/08/2012 15.00,
03/08/2012 16.00,"16,13326"
03/08/2012 17.00,
03/08/2012 18.00,"13,54229"
03/08/2012 19.00,
03/08/2012 20.00,"29,12575"
03/08/2012 21.00,
03/08/2012 22.00,"37,77882"
03/08/2012 23.00,
04/08/2012 0.00,"48,86063"
04/08/2012 1.00,
04/08/2012 2.00,"30,40292"
04/08/2012 3.00,
04/08/2012 4.00,"36,59026"
04/08/2012 5.00,
04/08/2012 6.00,"28,00243"
04/08/2012 7.00,
04/08/2012 8.00,"18,62026"
04/08/2012 9.00,
04/08/2012 10.00,"34,7462"
04/08/2012 11.00,
04/08/2012 12.00,"25,74533"
04/08/2012 13.00,
04/08/2012 14.00,"20,16482"
04/08/2012 15.00,
04/08/2012 16.00,"23,74707"
04/08/2012 17.00,
04/08/2012 18.00,"20,45212"
04/08/2012 19.00,
04/08/2012 20.00,"26,54177"
04/08/2012 21.00,
04/08/2012 22.00,"22,66247"
04/08/2012 23.00,
05/08/2012 0.00,"81,06646"
05/08/2012 1.00,
05/08/2012 2.00,"55,27821"
05/08/2012 3.00,
05/08/2012 4.00,"46,86935"
05/08/2012 5.00,
05/08/2012 6.00,"40,28884"
05/08/2012 7.00,
05/08/2012 8.00,"25,98115"
05/08/2012 9.00,
