"NetC","ENEL Brindisi"
"Stat","Costa Morena Diga"
,PM10

,,,

05/08/2012 10.00,"16,78039"
05/08/2012 11.00,
05/08/2012 12.00,"16,74161"
05/08/2012 13.00,
05/08/2012 14.00,"4,973653"
05/08/2012 15.00,
05/08/2012 16.00,"14,76836"
05/08/2012 17.00,
05/08/2012 18.00,"12,47967"
05/08/2012 19.00,
05/08/2012 20.00,"15,88451"
05/08/2012 21.00,
05/08/2012 22.00,"13,24533"
05/08/2012 23.00,
06/08/2012 0.00,"55,68114"
06/08/2012 1.00,
06/08/2012 2.00,"65,97657"
06/08/2012 3.00,
06/08/2012 4.00,"45,62991"
06/08/2012 5.00,
06/08/2012 6.00,"26,99004"
06/08/2012 7.00,
06/08/2012 8.00,"29,33991"
06/08/2012 9.00,
06/08/2012 10.00,"47,46368"
06/08/2012 11.00,
06/08/2012 12.00,"57,2815"
06/08/2012 13.00,
06/08/2012 14.00,"36,46937"
06/08/2012 15.00,
06/08/2012 16.00,"28,78671"
06/08/2012 17.00,
06/08/2012 18.00,"59,39751"
06/08/2012 19.00,
06/08/2012 20.00,"45,7466"
06/08/2012 21.00,
06/08/2012 22.00,"59,42287"
06/08/2012 23.00,
07/08/2012 0.00,"46,24036"
07/08/2012 1.00,
07/08/2012 2.00,"55,51392"
07/08/2012 3.00,
07/08/2012 4.00,"49,34726"
07/08/2012 5.00,
07/08/2012 6.00,"64,24977"
07/08/2012 7.00,
07/08/2012 8.00,"76,8973"
07/08/2012 9.00,
07/08/2012 10.00,"71,08003"
07/08/2012 11.00,
07/08/2012 12.00,"48,90214"
07/08/2012 13.00,
07/08/2012 14.00,"59,95169"
07/08/2012 15.00,
07/08/2012 16.00,"56,27856"
07/08/2012 17.00,
07/08/2012 18.00,"32,03418"
07/08/2012 19.00,
07/08/2012 20.00,"53,34677"
07/08/2012 21.00,
07/08/2012 22.00,"62,63196"
07/08/2012 23.00,
08/08/2012 0.00,"60,86795"
08/08/2012 1.00,
08/08/2012 2.00,"42,70752"
08/08/2012 3.00,
08/08/2012 4.00,"40,03313"
08/08/2012 5.00,
08/08/2012 6.00,"30,84667"
08/08/2012 7.00,
08/08/2012 8.00,"56,65584"
08/08/2012 9.00,
08/08/2012 10.00,"39,72346"
08/08/2012 11.00,
08/08/2012 12.00,"23,44356"
08/08/2012 13.00,
08/08/2012 14.00,"32,14442"
08/08/2012 15.00,
08/08/2012 16.00,
08/08/2012 17.00,
08/08/2012 18.00,
08/08/2012 19.00,
08/08/2012 20.00,
08/08/2012 21.00,
08/08/2012 22.00,
08/08/2012 23.00,
09/08/2012 0.00,
09/08/2012 1.00,
09/08/2012 2.00,
09/08/2012 3.00,
09/08/2012 4.00,
09/08/2012 5.00,
09/08/2012 6.00,
09/08/2012 7.00,
09/08/2012 8.00,
09/08/2012 9.00,
09/08/2012 10.00,
09/08/2012 11.00,
09/08/2012 12.00,
09/08/2012 13.00,
09/08/2012 14.00,
09/08/2012 15.00,
09/08/2012 16.00,
09/08/2012 17.00,
09/08/2012 18.00,
09/08/2012 19.00,
09/08/2012 20.00,
09/08/2012 21.00,
09/08/2012 22.00,
09/08/2012 23.00,
10/08/2012 0.00,
10/08/2012 1.00,
10/08/2012 2.00,
10/08/2012 3.00,
10/08/2012 4.00,
10/08/2012 5.00,
10/08/2012 6.00,
10/08/2012 7.00,
10/08/2012 8.00,
10/08/2012 9.00,
10/08/2012 10.00,
10/08/2012 11.00,
10/08/2012 12.00,
10/08/2012 13.00,
10/08/2012 14.00,
10/08/2012 15.00,
10/08/2012 16.00,
10/08/2012 17.00,
10/08/2012 18.00,
10/08/2012 19.00,
10/08/2012 20.00,
10/08/2012 21.00,
10/08/2012 22.00,
10/08/2012 23.00,
11/08/2012 0.00,
11/08/2012 1.00,
11/08/2012 2.00,
11/08/2012 3.00,
11/08/2012 4.00,
11/08/2012 5.00,
11/08/2012 6.00,
11/08/2012 7.00,
11/08/2012 8.00,
11/08/2012 9.00,
11/08/2012 10.00,
11/08/2012 11.00,
11/08/2012 12.00,
11/08/2012 13.00,
11/08/2012 14.00,
11/08/2012 15.00,
11/08/2012 16.00,
11/08/2012 17.00,
11/08/2012 18.00,
11/08/2012 19.00,
11/08/2012 20.00,
11/08/2012 21.00,
11/08/2012 22.00,
11/08/2012 23.00,
12/08/2012 0.00,
12/08/2012 1.00,
12/08/2012 2.00,
12/08/2012 3.00,
12/08/2012 4.00,
12/08/2012 5.00,
12/08/2012 6.00,
12/08/2012 7.00,
12/08/2012 8.00,
12/08/2012 9.00,
12/08/2012 10.00,
12/08/2012 11.00,
12/08/2012 12.00,
12/08/2012 13.00,
12/08/2012 14.00,
12/08/2012 15.00,
12/08/2012 16.00,
12/08/2012 17.00,
12/08/2012 18.00,
12/08/2012 19.00,
12/08/2012 20.00,
12/08/2012 21.00,
12/08/2012 22.00,
12/08/2012 23.00,
13/08/2012 0.00,
13/08/2012 1.00,
13/08/2012 2.00,
13/08/2012 3.00,
13/08/2012 4.00,
13/08/2012 5.00,
13/08/2012 6.00,
13/08/2012 7.00,
13/08/2012 8.00,
13/08/2012 9.00,
13/08/2012 10.00,
13/08/2012 11.00,
13/08/2012 12.00,
13/08/2012 13.00,
13/08/2012 14.00,
13/08/2012 15.00,
13/08/2012 16.00,
13/08/2012 17.00,
13/08/2012 18.00,
13/08/2012 19.00,
13/08/2012 20.00,
13/08/2012 21.00,
13/08/2012 22.00,
13/08/2012 23.00,
14/08/2012 0.00,
14/08/2012 1.00,
14/08/2012 2.00,
14/08/2012 3.00,
14/08/2012 4.00,
14/08/2012 5.00,
14/08/2012 6.00,
14/08/2012 7.00,
14/08/2012 8.00,
14/08/2012 9.00,
14/08/2012 10.00,
14/08/2012 11.00,
14/08/2012 12.00,
14/08/2012 13.00,
14/08/2012 14.00,
14/08/2012 15.00,
14/08/2012 16.00,
14/08/2012 17.00,
14/08/2012 18.00,
14/08/2012 19.00,
14/08/2012 20.00,
14/08/2012 21.00,
14/08/2012 22.00,
14/08/2012 23.00,
15/08/2012 0.00,
15/08/2012 1.00,
15/08/2012 2.00,
15/08/2012 3.00,
15/08/2012 4.00,
15/08/2012 5.00,
15/08/2012 6.00,
15/08/2012 7.00,
15/08/2012 8.00,
15/08/2012 9.00,
15/08/2012 10.00,
15/08/2012 11.00,
15/08/2012 12.00,
15/08/2012 13.00,
15/08/2012 14.00,
15/08/2012 15.00,
15/08/2012 16.00,
15/08/2012 17.00,
15/08/2012 18.00,
15/08/2012 19.00,
15/08/2012 20.00,
15/08/2012 21.00,
15/08/2012 22.00,
15/08/2012 23.00,
16/08/2012 0.00,
16/08/2012 1.00,
16/08/2012 2.00,
16/08/2012 3.00,
16/08/2012 4.00,
16/08/2012 5.00,
16/08/2012 6.00,
16/08/2012 7.00,
16/08/2012 8.00,
16/08/2012 9.00,
16/08/2012 10.00,
16/08/2012 11.00,
16/08/2012 12.00,
16/08/2012 13.00,
16/08/2012 14.00,
16/08/2012 15.00,
16/08/2012 16.00,
16/08/2012 17.00,
16/08/2012 18.00,
16/08/2012 19.00,
16/08/2012 20.00,
16/08/2012 21.00,
16/08/2012 22.00,
16/08/2012 23.00,
17/08/2012 0.00,
17/08/2012 1.00,
17/08/2012 2.00,
17/08/2012 3.00,
17/08/2012 4.00,
17/08/2012 5.00,
17/08/2012 6.00,
17/08/2012 7.00,
17/08/2012 8.00,
17/08/2012 9.00,
17/08/2012 10.00,
17/08/2012 11.00,
17/08/2012 12.00,
17/08/2012 13.00,
17/08/2012 14.00,
17/08/2012 15.00,
17/08/2012 16.00,
17/08/2012 17.00,
17/08/2012 18.00,
17/08/2012 19.00,
17/08/2012 20.00,
17/08/2012 21.00,
17/08/2012 22.00,
17/08/2012 23.00,
18/08/2012 0.00,
18/08/2012 1.00,
18/08/2012 2.00,
18/08/2012 3.00,
18/08/2012 4.00,
18/08/2012 5.00,
18/08/2012 6.00,
18/08/2012 7.00,
18/08/2012 8.00,
18/08/2012 9.00,
18/08/2012 10.00,
18/08/2012 11.00,
18/08/2012 12.00,
18/08/2012 13.00,
18/08/2012 14.00,
18/08/2012 15.00,
18/08/2012 16.00,
18/08/2012 17.00,
18/08/2012 18.00,
18/08/2012 19.00,
18/08/2012 20.00,
18/08/2012 21.00,
18/08/2012 22.00,
18/08/2012 23.00,
19/08/2012 0.00,
19/08/2012 1.00,
19/08/2012 2.00,
19/08/2012 3.00,
19/08/2012 4.00,
19/08/2012 5.00,
19/08/2012 6.00,
19/08/2012 7.00,
19/08/2012 8.00,
19/08/2012 9.00,
19/08/2012 10.00,
19/08/2012 11.00,
19/08/2012 12.00,
19/08/2012 13.00,
19/08/2012 14.00,
19/08/2012 15.00,
19/08/2012 16.00,
19/08/2012 17.00,
19/08/2012 18.00,
19/08/2012 19.00,
19/08/2012 20.00,
19/08/2012 21.00,
19/08/2012 22.00,
19/08/2012 23.00,
20/08/2012 0.00,
20/08/2012 1.00,
20/08/2012 2.00,
20/08/2012 3.00,
20/08/2012 4.00,
20/08/2012 5.00,
20/08/2012 6.00,
20/08/2012 7.00,
20/08/2012 8.00,
20/08/2012 9.00,
20/08/2012 10.00,
20/08/2012 11.00,
20/08/2012 12.00,
20/08/2012 13.00,
20/08/2012 14.00,
20/08/2012 15.00,
20/08/2012 16.00,
20/08/2012 17.00,
20/08/2012 18.00,
20/08/2012 19.00,
20/08/2012 20.00,
20/08/2012 21.00,
20/08/2012 22.00,
20/08/2012 23.00,
21/08/2012 0.00,
21/08/2012 1.00,
21/08/2012 2.00,
21/08/2012 3.00,
21/08/2012 4.00,
21/08/2012 5.00,
21/08/2012 6.00,
21/08/2012 7.00,
21/08/2012 8.00,
21/08/2012 9.00,
21/08/2012 10.00,
21/08/2012 11.00,
21/08/2012 12.00,
21/08/2012 13.00,
21/08/2012 14.00,
21/08/2012 15.00,
21/08/2012 16.00,
21/08/2012 17.00,
21/08/2012 18.00,
21/08/2012 19.00,
21/08/2012 20.00,
21/08/2012 21.00,
21/08/2012 22.00,
21/08/2012 23.00,
22/08/2012 0.00,
22/08/2012 1.00,
22/08/2012 2.00,
22/08/2012 3.00,
22/08/2012 4.00,
22/08/2012 5.00,
22/08/2012 6.00,
22/08/2012 7.00,
22/08/2012 8.00,
22/08/2012 9.00,
22/08/2012 10.00,"57,87545"
22/08/2012 11.00,
22/08/2012 12.00,"61,4552"
22/08/2012 13.00,
22/08/2012 14.00,"69,72939"
22/08/2012 15.00,
22/08/2012 16.00,"74,23513"
22/08/2012 17.00,
22/08/2012 18.00,"54,84507"
22/08/2012 19.00,
22/08/2012 20.00,"47,90818"
22/08/2012 21.00,
22/08/2012 22.00,"51,98952"
22/08/2012 23.00,
23/08/2012 0.00,"38,10393"
23/08/2012 1.00,
23/08/2012 2.00,"26,51715"
23/08/2012 3.00,
23/08/2012 4.00,"18,28362"
23/08/2012 5.00,
23/08/2012 6.00,"17,84473"
23/08/2012 7.00,
23/08/2012 8.00,"27,02297"
23/08/2012 9.00,
23/08/2012 10.00,"69,30506"
23/08/2012 11.00,
23/08/2012 12.00,"73,81639"
23/08/2012 13.00,
23/08/2012 14.00,"49,06237"
23/08/2012 15.00,
23/08/2012 16.00,"31,91418"
23/08/2012 17.00,
23/08/2012 18.00,"32,28807"
23/08/2012 19.00,
23/08/2012 20.00,"40,93806"
23/08/2012 21.00,
23/08/2012 22.00,"56,63599"
23/08/2012 23.00,
24/08/2012 0.00,"48,68954"
24/08/2012 1.00,
24/08/2012 2.00,"34,61721"
24/08/2012 3.00,
24/08/2012 4.00,"37,52253"
24/08/2012 5.00,
24/08/2012 6.00,"32,65663"
24/08/2012 7.00,
24/08/2012 8.00,"60,91191"
24/08/2012 9.00,
24/08/2012 10.00,"55,50696"
24/08/2012 11.00,
24/08/2012 12.00,"66,07444"
24/08/2012 13.00,
24/08/2012 14.00,"54,87262"
24/08/2012 15.00,
24/08/2012 16.00,"35,18051"
24/08/2012 17.00,
24/08/2012 18.00,"37,25708"
24/08/2012 19.00,
24/08/2012 20.00,"39,97802"
24/08/2012 21.00,
24/08/2012 22.00,"47,19892"
24/08/2012 23.00,
25/08/2012 0.00,"41,03435"
25/08/2012 1.00,
25/08/2012 2.00,"56,76557"
25/08/2012 3.00,
25/08/2012 4.00,"65,79995"
25/08/2012 5.00,
25/08/2012 6.00,"98,74433"
25/08/2012 7.00,
25/08/2012 8.00,"62,69014"
25/08/2012 9.00,
25/08/2012 10.00,"34,64577"
25/08/2012 11.00,
25/08/2012 12.00,"19,78265"
25/08/2012 13.00,
25/08/2012 14.00,"19,71814"
25/08/2012 15.00,
25/08/2012 16.00,"8,567591"
25/08/2012 17.00,
25/08/2012 18.00,"8,757021"
25/08/2012 19.00,
25/08/2012 20.00,"36,85958"
25/08/2012 21.00,
25/08/2012 22.00,"54,54386"
25/08/2012 23.00,
26/08/2012 0.00,"65,11843"
26/08/2012 1.00,
26/08/2012 2.00,"56,01709"
26/08/2012 3.00,
26/08/2012 4.00,"38,16466"
26/08/2012 5.00,
26/08/2012 6.00,"40,63073"
26/08/2012 7.00,
26/08/2012 8.00,"31,07308"
26/08/2012 9.00,
26/08/2012 10.00,"36,32931"
26/08/2012 11.00,
26/08/2012 12.00,"22,58608"
26/08/2012 13.00,
26/08/2012 14.00,"38,22523"
26/08/2012 15.00,
26/08/2012 16.00,"32,59306"
26/08/2012 17.00,
26/08/2012 18.00,"30,48002"
26/08/2012 19.00,
26/08/2012 20.00,"41,66579"
26/08/2012 21.00,
26/08/2012 22.00,"62,69979"
26/08/2012 23.00,
27/08/2012 0.00,"56,96843"
27/08/2012 1.00,
27/08/2012 2.00,"39,78754"
27/08/2012 3.00,
27/08/2012 4.00,"70,38861"
27/08/2012 5.00,
27/08/2012 6.00,"48,1179"
27/08/2012 7.00,
27/08/2012 8.00,"35,90092"
27/08/2012 9.00,
27/08/2012 10.00,"32,48944"
27/08/2012 11.00,
27/08/2012 12.00,"30,21454"
27/08/2012 13.00,
27/08/2012 14.00,"23,1175"
27/08/2012 15.00,
27/08/2012 16.00,"16,71655"
27/08/2012 17.00,
27/08/2012 18.00,"20,20233"
27/08/2012 19.00,
27/08/2012 20.00,"21,54334"
27/08/2012 21.00,
27/08/2012 22.00,"16,54247"
27/08/2012 23.00,
28/08/2012 0.00,"31,54369"
28/08/2012 1.00,
28/08/2012 2.00,"22,64678"
28/08/2012 3.00,
28/08/2012 4.00,"12,2578"
28/08/2012 5.00,
28/08/2012 6.00,"20,24733"
28/08/2012 7.00,
28/08/2012 8.00,"19,68288"
28/08/2012 9.00,
28/08/2012 10.00,"28,79608"
28/08/2012 11.00,
28/08/2012 12.00,"29,62358"
28/08/2012 13.00,
28/08/2012 14.00,"30,8845"
28/08/2012 15.00,
28/08/2012 16.00,"50,7434"
28/08/2012 17.00,
28/08/2012 18.00,"50,8669"
28/08/2012 19.00,
28/08/2012 20.00,"36,34362"
28/08/2012 21.00,
28/08/2012 22.00,"50,40396"
28/08/2012 23.00,
29/08/2012 0.00,"42,45526"
29/08/2012 1.00,
29/08/2012 2.00,"39,29285"
29/08/2012 3.00,
29/08/2012 4.00,"33,1411"
29/08/2012 5.00,
29/08/2012 6.00,"23,81475"
29/08/2012 7.00,
29/08/2012 8.00,"18,58503"
29/08/2012 9.00,
29/08/2012 10.00,"36,08617"
29/08/2012 11.00,
29/08/2012 12.00,"29,36996"
29/08/2012 13.00,
29/08/2012 14.00,"23,31162"
29/08/2012 15.00,
29/08/2012 16.00,"29,41461"
29/08/2012 17.00,
29/08/2012 18.00,"22,27699"
29/08/2012 19.00,
29/08/2012 20.00,"14,71062"
29/08/2012 21.00,
29/08/2012 22.00,"22,75667"
29/08/2012 23.00,
30/08/2012 0.00,"31,31623"
30/08/2012 1.00,
30/08/2012 2.00,"19,83394"
30/08/2012 3.00,
30/08/2012 4.00,"20,81596"
30/08/2012 5.00,
30/08/2012 6.00,"24,11268"
30/08/2012 7.00,
30/08/2012 8.00,"25,26948"
30/08/2012 9.00,
30/08/2012 10.00,"30,3185"
30/08/2012 11.00,
30/08/2012 12.00,"27,723"
30/08/2012 13.00,
30/08/2012 14.00,"34,94788"
30/08/2012 15.00,
30/08/2012 16.00,"32,47164"
30/08/2012 17.00,
30/08/2012 18.00,"25,14669"
30/08/2012 19.00,
30/08/2012 20.00,"31,62636"
30/08/2012 21.00,
30/08/2012 22.00,"25,51507"
30/08/2012 23.00,
31/08/2012 0.00,"53,4631"
31/08/2012 1.00,
31/08/2012 2.00,"42,80654"
31/08/2012 3.00,
31/08/2012 4.00,"26,51386"
31/08/2012 5.00,
31/08/2012 6.00,"14,96808"
31/08/2012 7.00,
31/08/2012 8.00,"13,70172"
31/08/2012 9.00,
31/08/2012 10.00,"38,68375"
31/08/2012 11.00,
31/08/2012 12.00,"36,68446"
31/08/2012 13.00,
31/08/2012 14.00,"34,1138"
31/08/2012 15.00,
31/08/2012 16.00,"28,78109"
31/08/2012 17.00,
31/08/2012 18.00,"23,42507"
31/08/2012 19.00,
31/08/2012 20.00,"23,85557"
31/08/2012 21.00,
31/08/2012 22.00,"23,86447"
31/08/2012 23.00,
01/09/2012 0.00,"40,27558"
01/09/2012 1.00,
01/09/2012 2.00,"45,39717"
01/09/2012 3.00,
01/09/2012 4.00,"41,35076"
01/09/2012 5.00,
01/09/2012 6.00,"40,29269"
01/09/2012 7.00,
01/09/2012 8.00,"29,98325"
01/09/2012 9.00,
01/09/2012 10.00,"28,57735"
01/09/2012 11.00,
01/09/2012 12.00,"19,70171"
01/09/2012 13.00,
01/09/2012 14.00,"12,27285"
01/09/2012 15.00,
01/09/2012 16.00,"8,809698"
01/09/2012 17.00,
01/09/2012 18.00,"12,46849"
01/09/2012 19.00,
01/09/2012 20.00,"20,45072"
01/09/2012 21.00,
01/09/2012 22.00,"42,9925"
01/09/2012 23.00,
02/09/2012 0.00,"35,42717"
02/09/2012 1.00,
02/09/2012 2.00,"30,70155"
02/09/2012 3.00,
02/09/2012 4.00,"40,27907"
02/09/2012 5.00,
02/09/2012 6.00,"34,73294"
02/09/2012 7.00,
02/09/2012 8.00,"33,70626"
02/09/2012 9.00,
02/09/2012 10.00,"31,57125"
02/09/2012 11.00,
02/09/2012 12.00,"21,89534"
02/09/2012 13.00,
02/09/2012 14.00,"11,89075"
02/09/2012 15.00,
02/09/2012 16.00,"19,34345"
02/09/2012 17.00,
02/09/2012 18.00,"17,72928"
02/09/2012 19.00,
02/09/2012 20.00,"17,24472"
02/09/2012 21.00,
02/09/2012 22.00,"25,65986"
02/09/2012 23.00,
03/09/2012 0.00,"50,38233"
03/09/2012 1.00,
03/09/2012 2.00,"36,6534"
03/09/2012 3.00,
03/09/2012 4.00,"34,41688"
03/09/2012 5.00,
03/09/2012 6.00,"91,19831"
03/09/2012 7.00,
03/09/2012 8.00,"66,0157"
03/09/2012 9.00,
03/09/2012 10.00,"34,15419"
03/09/2012 11.00,
03/09/2012 12.00,"19,10622"
03/09/2012 13.00,
03/09/2012 14.00,"9,757955"
03/09/2012 15.00,
03/09/2012 16.00,"6,087214"
03/09/2012 17.00,
03/09/2012 18.00,"8,391418"
03/09/2012 19.00,
03/09/2012 20.00,"7,271585"
03/09/2012 21.00,
03/09/2012 22.00,"10,88016"
03/09/2012 23.00,
04/09/2012 0.00,"27,39438"
04/09/2012 1.00,
04/09/2012 2.00,"27,4949"
04/09/2012 3.00,
04/09/2012 4.00,"26,97594"
04/09/2012 5.00,
04/09/2012 6.00,"23,67244"
04/09/2012 7.00,
04/09/2012 8.00,"29,22414"
04/09/2012 9.00,
04/09/2012 10.00,"18,25823"
04/09/2012 11.00,
04/09/2012 12.00,"9,053175"
04/09/2012 13.00,
04/09/2012 14.00,"30,74984"
04/09/2012 15.00,
04/09/2012 16.00,"24,51408"
04/09/2012 17.00,
04/09/2012 18.00,"35,3634"
04/09/2012 19.00,
04/09/2012 20.00,"34,02545"
04/09/2012 21.00,
04/09/2012 22.00,"41,25799"
04/09/2012 23.00,
05/09/2012 0.00,"46,57883"
05/09/2012 1.00,
05/09/2012 2.00,"34,12139"
05/09/2012 3.00,
05/09/2012 4.00,"27,84787"
05/09/2012 5.00,
05/09/2012 6.00,"31,25239"
05/09/2012 7.00,
05/09/2012 8.00,"18,98098"
05/09/2012 9.00,
05/09/2012 10.00,"16,8627"
05/09/2012 11.00,
05/09/2012 12.00,"12,16263"
05/09/2012 13.00,
05/09/2012 14.00,"9,615026"
05/09/2012 15.00,
05/09/2012 16.00,"28,24188"
05/09/2012 17.00,
05/09/2012 18.00,"19,87741"
05/09/2012 19.00,
05/09/2012 20.00,"12,49816"
05/09/2012 21.00,
05/09/2012 22.00,"12,06872"
05/09/2012 23.00,
06/09/2012 0.00,"21,09841"
06/09/2012 1.00,
06/09/2012 2.00,"16,97627"
06/09/2012 3.00,
06/09/2012 4.00,"16,584"
06/09/2012 5.00,
06/09/2012 6.00,"12,10097"
06/09/2012 7.00,
06/09/2012 8.00,"9,667334"
06/09/2012 9.00,
06/09/2012 10.00,"7,326704"
06/09/2012 11.00,
06/09/2012 12.00,"7,818936"
06/09/2012 13.00,
06/09/2012 14.00,"7,469802"
06/09/2012 15.00,
06/09/2012 16.00,"6,732601"
06/09/2012 17.00,
06/09/2012 18.00,"5,191258"
06/09/2012 19.00,
06/09/2012 20.00,"12,39081"
06/09/2012 21.00,
06/09/2012 22.00,"19,103"
06/09/2012 23.00,
07/09/2012 0.00,"14,5327"
07/09/2012 1.00,
07/09/2012 2.00,"17,73813"
07/09/2012 3.00,
07/09/2012 4.00,"22,16613"
07/09/2012 5.00,
07/09/2012 6.00,"22,18627"
07/09/2012 7.00,
07/09/2012 8.00,"28,67748"
07/09/2012 9.00,
07/09/2012 10.00,"21,41357"
07/09/2012 11.00,
07/09/2012 12.00,"21,06288"
07/09/2012 13.00,
07/09/2012 14.00,"33,7448"
07/09/2012 15.00,
07/09/2012 16.00,"38,57072"
07/09/2012 17.00,
07/09/2012 18.00,"51,72021"
07/09/2012 19.00,
07/09/2012 20.00,"48,38996"
07/09/2012 21.00,
07/09/2012 22.00,"41,74882"
07/09/2012 23.00,
08/09/2012 0.00,"25,30785"
08/09/2012 1.00,
08/09/2012 2.00,"23,51185"
08/09/2012 3.00,
08/09/2012 4.00,"19,77916"
08/09/2012 5.00,
08/09/2012 6.00,"25,52903"
08/09/2012 7.00,
08/09/2012 8.00,"19,20089"
08/09/2012 9.00,
08/09/2012 10.00,"28,00812"
08/09/2012 11.00,
08/09/2012 12.00,"29,35425"
08/09/2012 13.00,
08/09/2012 14.00,"46,71538"
08/09/2012 15.00,
08/09/2012 16.00,"35,63129"
08/09/2012 17.00,
08/09/2012 18.00,"37,65288"
08/09/2012 19.00,
08/09/2012 20.00,"37,16344"
08/09/2012 21.00,
08/09/2012 22.00,"33,32967"
08/09/2012 23.00,
09/09/2012 0.00,"19,82452"
09/09/2012 1.00,
09/09/2012 2.00,"24,91992"
09/09/2012 3.00,
09/09/2012 4.00,"38,50491"
09/09/2012 5.00,
09/09/2012 6.00,"31,37903"
09/09/2012 7.00,
09/09/2012 8.00,"17,93057"
09/09/2012 9.00,
09/09/2012 10.00,"26,64255"
09/09/2012 11.00,
09/09/2012 12.00,"32,66666"
09/09/2012 13.00,
09/09/2012 14.00,"23,25209"
09/09/2012 15.00,
09/09/2012 16.00,"18,88423"
09/09/2012 17.00,
09/09/2012 18.00,"24,20931"
09/09/2012 19.00,
09/09/2012 20.00,"30,54976"
09/09/2012 21.00,
09/09/2012 22.00,"40,48735"
09/09/2012 23.00,
10/09/2012 0.00,"29,38182"
10/09/2012 1.00,
10/09/2012 2.00,"22,80376"
10/09/2012 3.00,
10/09/2012 4.00,"17,4303"
10/09/2012 5.00,
10/09/2012 6.00,"13,59079"
10/09/2012 7.00,
10/09/2012 8.00,"14,83385"
10/09/2012 9.00,
10/09/2012 10.00,"14,84703"
10/09/2012 11.00,
10/09/2012 12.00,"18,60701"
10/09/2012 13.00,
10/09/2012 14.00,"14,09179"
10/09/2012 15.00,
10/09/2012 16.00,"9,091575"
10/09/2012 17.00,
10/09/2012 18.00,"6,873888"
10/09/2012 19.00,
10/09/2012 20.00,"23,57473"
10/09/2012 21.00,
10/09/2012 22.00,"30,36525"
10/09/2012 23.00,
11/09/2012 0.00,"24,49188"
11/09/2012 1.00,
11/09/2012 2.00,"32,46781"
11/09/2012 3.00,
11/09/2012 4.00,"25,40309"
11/09/2012 5.00,
11/09/2012 6.00,"28,52397"
11/09/2012 7.00,
11/09/2012 8.00,"28,81248"
11/09/2012 9.00,
11/09/2012 10.00,"44,17652"
11/09/2012 11.00,
11/09/2012 12.00,"36,80585"
11/09/2012 13.00,
11/09/2012 14.00,"22,80636"
11/09/2012 15.00,
11/09/2012 16.00,"19,03784"
11/09/2012 17.00,
11/09/2012 18.00,"14,07326"
11/09/2012 19.00,
11/09/2012 20.00,"24,1957"
11/09/2012 21.00,
11/09/2012 22.00,"37,32669"
11/09/2012 23.00,
12/09/2012 0.00,"29,53741"
12/09/2012 1.00,
12/09/2012 2.00,"30,46048"
12/09/2012 3.00,
12/09/2012 4.00,"34,41862"
12/09/2012 5.00,
12/09/2012 6.00,"33,77882"
12/09/2012 7.00,
12/09/2012 8.00,"32,0722"
12/09/2012 9.00,
12/09/2012 10.00,"35,8922"
12/09/2012 11.00,
12/09/2012 12.00,"50,71062"
12/09/2012 13.00,
12/09/2012 14.00,"33,17752"
12/09/2012 15.00,
12/09/2012 16.00,"29,07029"
12/09/2012 17.00,
12/09/2012 18.00,"31,27647"
12/09/2012 19.00,
12/09/2012 20.00,"30,7591"
12/09/2012 21.00,
12/09/2012 22.00,"32,99424"
12/09/2012 23.00,
13/09/2012 0.00,"41,58031"
13/09/2012 1.00,
13/09/2012 2.00,"46,56095"
13/09/2012 3.00,
13/09/2012 4.00,"33,72021"
13/09/2012 5.00,
13/09/2012 6.00,"24,39839"
13/09/2012 7.00,
13/09/2012 8.00,"33,41949"
13/09/2012 9.00,
13/09/2012 10.00,"34,31641"
13/09/2012 11.00,
13/09/2012 12.00,"38,2843"
13/09/2012 13.00,
13/09/2012 14.00,"38,31298"
13/09/2012 15.00,
13/09/2012 16.00,"37,00331"
13/09/2012 17.00,
13/09/2012 18.00,"50,50165"
13/09/2012 19.00,
13/09/2012 20.00,"38,88713"
13/09/2012 21.00,
13/09/2012 22.00,"39,92184"
13/09/2012 23.00,
14/09/2012 0.00,"33,1425"
14/09/2012 1.00,
14/09/2012 2.00,"21,20389"
14/09/2012 3.00,
14/09/2012 4.00,"23,5245"
14/09/2012 5.00,
14/09/2012 6.00,"19,13098"
14/09/2012 7.00,
14/09/2012 8.00,"29,00923"
14/09/2012 9.00,
14/09/2012 10.00,"19,31903"
14/09/2012 11.00,
14/09/2012 12.00,"12,05302"
14/09/2012 13.00,
14/09/2012 14.00,"8,16383"
14/09/2012 15.00,
14/09/2012 16.00,"5,156812"
14/09/2012 17.00,
14/09/2012 18.00,"6,791209"
14/09/2012 19.00,
14/09/2012 20.00,"4,167103"
14/09/2012 21.00,
14/09/2012 22.00,"24,69002"
14/09/2012 23.00,
15/09/2012 0.00,"40,00627"
15/09/2012 1.00,
15/09/2012 2.00,"32,22988"
15/09/2012 3.00,
15/09/2012 4.00,"20,3314"
15/09/2012 5.00,
15/09/2012 6.00,"11,96162"
15/09/2012 7.00,
15/09/2012 8.00,"16,21664"
15/09/2012 9.00,
15/09/2012 10.00,"11,27507"
15/09/2012 11.00,
15/09/2012 12.00,"14,29478"
15/09/2012 13.00,
15/09/2012 14.00,"11,51583"
15/09/2012 15.00,
15/09/2012 16.00,"6,287459"
15/09/2012 17.00,
15/09/2012 18.00,"13,44008"
15/09/2012 19.00,
15/09/2012 20.00,"16,94924"
15/09/2012 21.00,
