"NetC","ENEL Brindisi","","","","","","","","","","","","","","",""
"Stat","Terminale Passeggeri","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
03/07/2012 9.00,,"15,178767","21,892131","0,479522","79,031266","28,700001","0,656067","16,29999"
03/07/2012 10.00,,"6,84939","12,882683","0,410978","97,648189","28,700001","0,692068","16,29999"
03/07/2012 11.00,,"14,463062","22,222448","0,369434","95,347057","28,700001","0,443209","16,29999"
03/07/2012 12.00,,"4,533876","7,105231","0,338252","103,201692","28,700001","0,28593","16,29999"
03/07/2012 13.00,,"4,018957","7,011315","0,271895","103,730525","28,700001","0,655762","16,29999"
03/07/2012 14.00,,"3,504038","5,851938","0,212192","102,933063","28,700001","0,606488","16,29999"
03/07/2012 15.00,,,,"0,176541","103,806553","28,700001","0,622963","16,29999"
03/07/2012 16.00,,"2,895204","7,380501","0,136233","104,179961","28,700001","0,421496","16,29999"
03/07/2012 17.00,,"8,112398","14,547262","0,127866","100,763703","28,700001","0,298337","16,29999"
03/07/2012 18.00,,"7,846842","11,441558","0,417633","117,714795","28,700001","1,497024","16,29999"
03/07/2012 19.00,,"5,032602","7,607196","0,242424","99,677345","28,700001","1,675152","16,29999"
03/07/2012 20.00,,"3,711301","6,567641","0,147736","89,949025","28,700001","1,178957","16,29999"
03/07/2012 21.00,,"2,574594","4,912777","0,206203","87,318419","28,700001","1,213789","16,29999"
03/07/2012 22.00,,"2,451532","4,886869","0,260961","85,590009","28,700001","1,11809","16,29999"
03/07/2012 23.00,,"1,512371","4,080487","0,278549","81,90347","28,700001","0,79743","16,29999"
04/07/2012 0.00,,"1,926896","4,427004","0,285583","77,634011","28,700001","0,724612","16,29999"
04/07/2012 1.00,,"1,463795","3,963903",,"76,436132","34,400002","0,758835","12,6"
04/07/2012 2.00,,,,"0,259821","71,794985","34,400002","0,881383","12,6"
04/07/2012 3.00,,,,"0,310682","61,041114","34,400002","0,907774","12,6"
04/07/2012 4.00,,"2,182737","4,974309","0,355553",,"34,400002","0,858399","12,6"
04/07/2012 5.00,,"5,265772","7,879227","0,399095","50,456185","34,400002","0,696492","12,6"
04/07/2012 6.00,,"10,512115","13,812127","0,576682","43,927846","34,400002","1,227316","12,6"
04/07/2012 7.00,,"13,689065","19,275445","0,549017","47,817139","34,400002","1,032255","12,6"
04/07/2012 8.00,,"22,753564","39,894856","0,487888","48,460824","34,400002","0,765089","12,6"
04/07/2012 9.00,,"35,137532","50,536511","0,46859","62,91817","34,400002","1,359475","12,6"
04/07/2012 10.00,,"23,120496","29,315796","0,451398","87,219348","34,400002","0,754004","12,6"
04/07/2012 11.00,,"21,37721","29,240254","0,479047","88,230752","34,400002","1,81626","12,6"
04/07/2012 12.00,,"15,926855","20,447768","0,407841","103,997457","34,400002","7,368978","12,6"
04/07/2012 13.00,,"21,610379","28,262227","0,38512","100,905627","34,400002","1,429088","12,6"
04/07/2012 14.00,,"16,697615","19,320779","0,41383","114,234359","34,400002","0,502245","12,6"
04/07/2012 15.00,,"12,095732","17,503998","0,344906","111,694985","34,400002","0,681797","12,6"
04/07/2012 16.00,,"11,830177","21,833834","0,303457","107,655328","34,400002","0,633744","12,6"
04/07/2012 17.00,,"13,514186","16,308998","0,266095","107,344446","34,400002","0,980083","12,6"
04/07/2012 18.00,,"6,985406","9,802887","0,26562","98,996472","34,400002","1,846516","12,6"
04/07/2012 19.00,,"2,775379","5,116802","0,103339","95,301433","34,400002","0,887587","12,6"
04/07/2012 20.00,,"7,38374","9,715448","0,247652","80,70559","34,400002","0,775971","12,6"
04/07/2012 21.00,,"8,083253","10,418197","0,267807","71,582117","34,400002","1,377527","12,6"
04/07/2012 22.00,,"5,894038","8,241938","0,266","66,341155","34,400002","1,145549","12,6"
04/07/2012 23.00,,"3,620622","5,955568","0,264288","66,939273","34,400002","1,16716","12,6"
05/07/2012 0.00,,"1,496178","3,837602","0,221888","70,075052","34,400002","0,885298","12,6"
05/07/2012 1.00,,,,"0,264194","69,378959","19,9","0,646914","10,9"
05/07/2012 2.00,,,,"0,281972","64,88648","19,9","0,602115","10,9"
05/07/2012 3.00,,"1,70668","4,093441","0,329695","61,475306","19,9","0,938894","10,9"
05/07/2012 4.00,,"1,483224","3,921802","0,319713","62,397814","19,9","0,898672","10,9"
05/07/2012 5.00,,,,"0,27988","62,191692","19,9","0,677627","10,9"
05/07/2012 6.00,,"3,533185","5,868131","0,330266","55,928588","19,9","0,744698","10,9"
05/07/2012 7.00,,"15,139904","24,21089","0,500723","44,502285","19,9","0,631404","10,9"
05/07/2012 8.00,,"10,492683","22,951112","0,599783","58,755183","19,9","0,742257","10,9"
05/07/2012 9.00,,"21,464647","32,413944","0,637335","61,225273","19,9","0,646558","10,9"
05/07/2012 10.00,,"20,476907","26,918264","0,608434","75,699498","19,9","0,624133","10,9"
05/07/2012 11.00,,"16,746191","21,166719","0,635149","88,566968","19,9","0,736054","10,9"
05/07/2012 12.00,,"22,721175","29,703358","0,58058","86,879121","19,9","0,420631","10,9"
05/07/2012 13.00,,"27,773213","32,686002","0,567555","91,694293","19,9","0,403444","10,9"
05/07/2012 14.00,,"13,873659","17,824607","0,462411","102,955049","19,9","0,338864","10,9"
05/07/2012 15.00,,"14,686517","20,256703","0,376754","105,629567","19,9","0,506669","10,9"
05/07/2012 16.00,"3,052254","17,17691","23,572913","0,296611","106,712554","19,9","1,070748","10,9"
05/07/2012 17.00,"0,221243","12,746667","18,352478","0,147261","105,426836","19,9","0,576181","10,9"
05/07/2012 18.00,"0,228017","5,884323","10,152641","0,121876","99,232978","19,9","0,553146","10,9"
05/07/2012 19.00,"0,228017","1,661341","3,98981","0,111325","83,734901","19,9","0,638981","10,9"
05/07/2012 20.00,"0,252851","3,232005","6,61622","0,256969","63,827154","19,9","0,452768","10,9"
05/07/2012 21.00,"0,241561","4,585691","6,923876","0,353368","52,394066","19,9","0,340441","10,9"
05/07/2012 22.00,"3,334453","5,761259","8,102683","0,398714","47,090639","19,9","0,911842","10,9"
05/07/2012 23.00,"1,302625","6,745759","9,106613","0,466499","43,003641","19,9","0,791277","10,9"
06/07/2012 0.00,"0,221243","4,43996","6,923876","0,512511","43,463209","19,9","0,542925","10,9"
06/07/2012 1.00,"0,681791","1,110799","3,529946","0,475244","48,416935","16,29999","0,513992","10,5"
06/07/2012 2.00,"0,230275","1,709919","4,119351","0,483896","45,784631","16,29999","0,77531","10,5"
06/07/2012 3.00,"0,322834",,,"0,479428","44,68475","16,29999","0,637456","10,5"
06/07/2012 4.00,"0,485381","1,263008","3,766355","0,479522",,"16,29999","0,61198","10,5"
06/07/2012 5.00,"1,040747","4,148495","6,904444","0,510039","41,442513","16,29999","0,544146","10,5"
06/07/2012 6.00,"2,228238","10,495922","14,139215","0,540651","27,120368","16,29999","0,760513","10,5"
06/07/2012 7.00,"5,589782","8,85401","12,97012","0,571833","40,378122","16,29999","0,831296","10,5"
06/07/2012 8.00,"2,688785","18,507927","37,903161","0,578583","51,490192","16,29999","0,810549","10,5"
06/07/2012 9.00,"0,248334","28,705906","45,711177","0,586949","57,168701","16,29999","0,696899","10,5"
06/07/2012 10.00,"0,230275","14,388576","19,443834","0,60178","72,614411","16,29999","0,755834","10,5"
06/07/2012 11.00,"25,722929","21,260637","29,382736","0,635339","69,56647","16,29999","0,65866","10,5"
06/07/2012 12.00,"43,335397","19,885488","25,259583","0,587629","77,066213","16,29999","0,788887","10,5"
06/07/2012 13.00,"50,425413","12,086015","16,513021","0,547591","83,988325","16,29999","0,451039","10,5"
06/07/2012 14.00,"56,414797","6,784621","9,825555","0,48304","83,103024","16,29999","0,514755","10,5"
06/07/2012 15.00,"49,824882","10,055487","15,097803","0,47629","79,945296","16,29999","0,826007","10,5"
06/07/2012 16.00,"11,057648","6,185501","10,058726","0,497015","86,056323","16,29999","0,848331","10,5"
06/07/2012 17.00,"0,207697","12,879444","34,975604","0,450812","81,78688","16,29999","0,732952","10,5"
06/07/2012 18.00,"0,200926","8,951165","12,756382","0,452999","90,050372","16,29999","0,608013","10,5"
06/07/2012 19.00,"0,266394","2,645841","5,677059","0,473153","85,427817","16,29999","0,843449","10,5"
06/07/2012 20.00,"1,462917","2,963212","5,92966","0,458037","80,377814","16,29999","0,934165","10,5"
06/07/2012 21.00,"5,205992","2,461247","4,792953","0,462505","76,074581","16,29999","0,921656","10,5"
06/07/2012 22.00,"11,136668","2,428861","4,760568","0,490931","72,751268","16,29999","0,742512","10,5"
06/07/2012 23.00,"10,402954","2,309038","4,643984","0,473723","65,319013","16,29999","0,695221","10,5"
07/07/2012 0.00,"7,425199","5,65439","8,008767","0,55339","51,760514","16,29999","0,817414","10,5"
07/07/2012 1.00,"2,090525","4,873915","7,2121",,"52,348461","48,599991","0,816346","18,4"
07/07/2012 2.00,,"3,296775","5,631721","0,522493","54,840537","48,599991","0,88896","18,4"
07/07/2012 3.00,"1,618689",,,"0,55225","57,474515","48,599991","1,091292","18,4"
07/07/2012 4.00,"0,218986","1,305108","3,766355","0,540651","67,071046","48,599991","0,850771","18,4"
07/07/2012 5.00,"0,715655","2,584309","4,916016","0,555577","57,932367","48,599991","1,014051","18,4"
07/07/2012 6.00,"0,27091","11,839891","15,450799","0,628113","42,464713","48,599991","0,818126","18,4"
07/07/2012 7.00,"0,252851","15,7034","29,078326","0,730216","42,718136","48,599991","0,634862","18,4"
07/07/2012 8.00,"0,286715","17,66916","29,768119","0,551869","69,689841","48,599991","0,963404","18,4"
07/07/2012 9.00,"0,313806","10,593076","13,42027","0,468494","99,846301","48,599991","0,692628","18,4"
07/07/2012 10.00,"0,216728","26,471352","40,037356","0,488269","100,535614","48,599991","0,719121","18,4"
07/07/2012 11.00,"0,243819","72,869091","137,444426","0,612522","76,850057","48,599991","0,702188","18,4"
07/07/2012 12.00,"0,207697","16,561599","21,778789","0,482849","126,522303","48,599991","0,573435","18,4"
07/07/2012 13.00,"0,207697","11,273157","16,402913","0,47572","124,555712","48,599991","0,701272","18,4"
07/07/2012 14.00,"0,209955","4,996977","7,93752","0,448911","118,654182","48,599991","0,641524","18,4"
07/07/2012 15.00,"0,32735",,,"0,432464","102,319762","48,599991","0,55396","18,4"
07/07/2012 16.00,"0,237045","2,072629","6,820244","0,398714","88,90995","48,599991","0,821278","18,4"
07/07/2012 17.00,"0,377016","2,853103","7,06637","0,395958","83,19934","48,599991","0,977896","18,4"
07/07/2012 18.00,"0,358956","1,936613","4,278035","0,410884","92,674236","48,599991","0,6012","18,4"
07/07/2012 19.00,"0,304775","9,773741","21,312451","0,425143","81,384751","48,599991","1,031848","18,4"
07/07/2012 20.00,"0,264136","4,919255","8,148022","0,472107","82,332593","48,599991","0,973218","18,4"
07/07/2012 21.00,"0,298001","23,274967","37,171286","0,462695","66,031986","48,599991","0,932335","18,4"
07/07/2012 22.00,"0,221243","2,849865","5,343495","0,433509","75,979954","48,599991","0,74658","18,4"
07/07/2012 23.00,"0,232533",,,"0,46878","71,962245","48,599991","0,673508","18,4"
08/07/2012 0.00,"0,225759",,,"0,480473","73,24966","48,599991","0,731731","18,4"
08/07/2012 1.00,"1,544189",,,"0,411359","75,054097","14,7","0,779683",
08/07/2012 2.00,"1,363581",,,"0,411643","77,877298","14,7","0,744393",
08/07/2012 3.00,"1,871539",,,"0,407366","68,95995","14,7","0,617014",
08/07/2012 4.00,"0,302517","2,250745","4,679607","0,448911",,"14,7","0,887383",
08/07/2012 5.00,"0,255108","2,490393","4,828578","0,446438","57,096042","14,7","1,009728",
08/07/2012 6.00,"1,352295","3,034459","5,395312","0,445298","67,343061","14,7","0,928419",
08/07/2012 7.00,"3,526348","7,953713","15,567385","0,51755","73,320641","14,7","0,768191",
08/07/2012 8.00,"1,365839","17,45524","32,481972","0,576111","70,326764","14,7","0,822295",
08/07/2012 9.00,"0,334123","1,285678","4,125826","0,550918","92,495142","14,7","0,752275",
08/07/2012 10.00,"0,228017","2,891965","5,440651","0,605107","106,263118","14,7","0,746427",
08/07/2012 11.00,"0,300259","3,257914","6,185501","0,589326","106,910216","14,7","0,715765",
08/07/2012 12.00,"0,243819","8,368239","14,284946","0,614233","104,00761","14,7","0,651694",
08/07/2012 13.00,"0,304775","9,378645","14,016153","0,613093","112,9503","14,7","0,662525",
08/07/2012 14.00,"0,473992",,,"0,568013","112,466413","14,7","0,556096",
08/07/2012 15.00,"2,600738",,,"0,529338","109,758775","14,7","0,739512",
08/07/2012 16.00,"0,225759","1,036314","3,701586","0,514127","111,757489","14,7","0,561486",
08/07/2012 17.00,"0,21447","3,309729","6,25027","0,483896","124,526983","14,7","0,557824",
08/07/2012 18.00,"0,266394","5,936139","9,04832","0,466118","118,296003","14,7","0,576029",
08/07/2012 19.00,"0,329608","11,726544","14,628224","0,453759","104,306642","14,7","0,635422",
08/07/2012 20.00,"1,219095","9,443414","12,12164","0,44777","107,901971","14,7","0,591691",
08/07/2012 21.00,"0,27091","7,244486","9,686301","0,500437","97,24103","14,7","0,77414",
08/07/2012 22.00,"1,695447","23,362402","25,703819","0,559475","65,499781","14,7","0,85489",
08/07/2012 23.00,"3,499257","20,499585","22,840999","0,586854","68,4362","14,7","0,900299",
09/07/2012 0.00,"5,86295","20,936782","23,278198","0,596741","64,725963","14,7","1,105835",
09/07/2012 1.00,"6,711802","27,850937","30,18264","0,598073","52,581618","26,700001","1,28081","13,4"
09/07/2012 2.00,"5,729752","26,1896","28,527785","0,462601","46,424968","26,700001","1,221163","13,4"
09/07/2012 3.00,"3,388636","23,449838","26,539362","0,37685","44,208302","26,700001","1,166245","13,4"
09/07/2012 4.00,"5,160842","18,426965","20,904392","0,340153","46,156319","26,700001","1,112598","13,4"
09/07/2012 5.00,"7,727716","21,325396","23,660348","0,334639","40,678848","26,700001","1,2982","13,4"
09/07/2012 6.00,"3,747591","29,836127","34,664692","0,339963","36,471931","26,700001","1,185873","13,4"
09/07/2012 7.00,"0,343152","35,859692","49,13425","0,518691","48,222621","26,700001","1,188466","13,4"
09/07/2012 8.00,"0,571169","40,869648","62,029885","0,625261","78,497364","26,700001","1,179313","13,4"
09/07/2012 9.00,"0,273168","16,927548","24,010092","0,607769","102,152502","26,700001","0,793616","13,4"
09/07/2012 10.00,"0,293486","8,238698","13,008984","0,704548","116,178986","26,700001","0,769208","13,4"
09/07/2012 11.00,"0,257366","11,328212","15,865326","0,721185","127,140695","26,700001","0,831601","13,4"
09/07/2012 12.00,"0,203183","14,016153","25,422085","0,796954","129,227285","26,700001","0,803481","13,4"
09/07/2012 13.00,"0,261879","9,919471","13,533617","0,824429","132,805673","26,700001","0,736664","13,4"
09/07/2012 14.00,"0,209955","8,258131","11,580813","0,795433","134,618574","26,700001","0,670305","13,4"
09/07/2012 15.00,"0,218986","22,455637","34,233996","0,796194","114,1313","26,700001","0,676102","13,4"
09/07/2012 16.00,"0,234788","12,594458","17,886139","0,836978","133,528821","26,700001","0,733918","13,4"
09/07/2012 17.00,"0,234788","16,351097","26,098913","0,802468","123,398373","26,700001","0,697509","13,4"
09/07/2012 18.00,"0,21447","11,405934","17,342072","0,789539","112,281254","26,700001","0,590979","13,4"
09/07/2012 19.00,"0,19641","24,129917","35,720441","0,898297","90,139907","26,700001","0,461464","13,4"
09/07/2012 20.00,"0,241561","39,635758","45,905474","0,899343","63,50953","26,700001","0,664915","13,4"
09/07/2012 21.00,"0,277684","76,091367","103,880776","0,798856","15,626488","26,700001","1,57996","13,4"
09/07/2012 22.00,"0,239303","75,644453","112,974439","0,764156","6,062043","26,700001","2,114699","13,4"
09/07/2012 23.00,"0,234788","64,416654","94,783898","0,605298","10,208156","26,700001","1,72234","13,4"
10/07/2012 0.00,"0,223501","46,491636","59,03426","0,547781","25,043934","26,700001","1,709628","13,4"
10/07/2012 1.00,"1,982161","32,682753","35,027419",,"37,767805","17,6","2,161125",
10/07/2012 2.00,,"27,277719","29,609441","0,527532","36,443183","17,6","1,948419",
10/07/2012 3.00,"5,12472",,,"0,725938","25,143624","17,6","2,319574",
10/07/2012 4.00,"1,754144","26,934458","29,266161","0,696753",,"17,6","2,581146",
10/07/2012 5.00,"1,300371","25,205092","27,552989","0,696182","31,48106","17,6","2,310776",
10/07/2012 6.00,"0,688564","33,019551","37,802782","0,72898","30,26459","17,6","2,3481",
10/07/2012 7.00,"2,505921","35,34154","44,823818","0,612903","45,815035","17,6","2,088308",
10/07/2012 8.00,"0,449261","27,727881","35,03065","0,445678","81,660161","17,6","1,565773",
10/07/2012 9.00,"0,212212","22,750333","40,947333","0,486177","96,007663","17,6","0,881688",
10/07/2012 10.00,"0,248334","23,0839","31,601075","0,533141","104,181635","17,6","0,885604",
10/07/2012 11.00,"0,252851","4,469105","7,111707","0,60121","116,851442","17,6","0,798752",
10/07/2012 12.00,"0,198668",,,"0,548162","118,231802","17,6","0,684136",
10/07/2012 13.00,"0,205439","4,022194","7,986097","0,603871","132,450911","17,6","0,691611",
10/07/2012 14.00,"34,213709","2,189215","4,8221","0,709777","150,312639","17,6","0,581673",
10/07/2012 15.00,"23,178629","2,516301","4,95164","0,738012","150,537356","17,6","0,777852",
10/07/2012 16.00,"0,381532","2,224837","6,664796","0,725558","148,389937","17,6","0,74719",
10/07/2012 17.00,"0,320845","10,782032","19,117292","0,762847","118,244131","17,6","0,614878",
10/07/2012 18.00,"0,264136","7,943996","13,128807","0,697703","112,916503","17,6","0,642693",
10/07/2012 19.00,"0,221243","5,026124","11,402698","0,692189","103,086799","17,6","0,630133",
10/07/2012 20.00,"0,200926","3,529946","6,532019","0,66538","96,658132","17,6","0,658813",
10/07/2012 21.00,"0,248334","5,547521","8,335853","0,731358","91,015094","17,6","0,796413",
10/07/2012 22.00,"0,248334","13,112616","15,6192","0,848196","76,630423","17,6","1,073189",
10/07/2012 23.00,"0,246076","9,864417","12,643034","0,730026","61,725381","17,6","0,892672",
11/07/2012 0.00,"0,288969","13,562764","15,913902","0,929669","38,592277","17,6","9,120049",
11/07/2012 1.00,"4,519686","26,898819","29,823185",,"19,341768","30,9","4,814732","16,5"
11/07/2012 2.00,"2,070205","12,626844","14,971505","0,237004","40,236216","30,9","1,799225","16,5"
11/07/2012 3.00,"2,718134","12,186409","14,521355","0,195079","32,636683","30,9","1,83716","16,5"
11/07/2012 4.00,"0,814988","9,708969","12,047154","0,152014","37,831983","30,9","1,733527","16,5"
11/07/2012 5.00,"5,402403","9,58267","12,124879","0,140415","36,669598","30,9","1,640268","16,5"
11/07/2012 6.00,"5,018613","12,056869","14,796627","0,142031","43,463209","30,9","1,820786","16,5"
11/07/2012 7.00,"1,015914","21,37073","29,275874","0,349849","49,858082","30,9","1,471599","16,5"
11/07/2012 8.00,"2,192116","47,369243","80,803375","0,579059","50,631904","30,9","1,19289","16,5"
11/07/2012 9.00,"0,431198","21,636286","29,366541","0,433224","80,109185","30,9","0,949319","16,5"
11/07/2012 10.00,"0,191895","18,43668","27,18382","0,39149","101,794338","30,9","0,761936","16,5"
11/07/2012 11.00,"0,241561","26,714234","35,684822","0,354413","106,253004","30,9","0,817871","16,5"
11/07/2012 12.00,"0,180606","23,006178","30,69433","0,354508","120,620796","30,9","0,811312","16,5"
11/07/2012 13.00,"0,243819","10,60603","14,242845","0,335209","132,401885","30,9","0,808667","16,5"
11/07/2012 14.00,"0,194152",,,"0,290528","144,10697","30,9","0,718663","16,5"
11/07/2012 15.00,"0,182864","11,321736","14,880826","0,231776","128,509206","30,9","3,858396","16,5"
11/07/2012 16.00,"2,449481","14,317331","18,886829","0,126631","102,657676","30,9","0,706052","16,5"
11/07/2012 17.00,"2,991302","10,965501","15,042751",,"113,352429","30,9","0,657185","16,5"
11/07/2012 18.00,"0,182864","14,958551","21,082514",,"104,98584","30,9","0,575164","16,5"
11/07/2012 19.00,"0,234788","7,966667","10,508876",,"105,056822","30,9","0,445293","16,5"
11/07/2012 20.00,"0,713397","20,033247","23,265254",,"90,553871","30,9","0,909961","16,5"
11/07/2012 21.00,"4,397776","12,098969","14,433915",,"100,723162","30,9","1,336846","16,5"
11/07/2012 22.00,"6,158694","14,686517","17,021463","0,112085","83,701104","30,9","1,511313","16,5"
11/07/2012 23.00,"2,711361","12,811436","15,15286","0,303837","90,910338","30,9","2,892907","16,5"
12/07/2012 0.00,"0,282199","9,621532","11,959715","0,218181","80,457212","30,9","1,41185","16,5"
12/07/2012 1.00,"6,339299","8,232222","10,916923","0,278454","79,842237","29,700001","1,659947","14,3"
12/07/2012 2.00,"10,881564","10,104065","12,937737","0,303171","73,361159","29,700001","1,473836","14,3"
12/07/2012 3.00,"8,183747","4,870678","7,38374","0,241853","100,85495","29,700001","1,248266","14,3"
12/07/2012 4.00,"4,749961","5,968524","8,420054","0,269517",,"29,700001","1,013847","14,3"
12/07/2012 5.00,"4,591928","7,173239","10,664323","0,3084","81,374637","29,700001","0,997779","14,3"
12/07/2012 6.00,"9,691814","11,428605","21,335109","0,247747","73,646706","29,700001","0,874722","14,3"
12/07/2012 7.00,"7,594518","32,825254","61,132833","0,556432","53,737261","29,700001","0,900248","14,3"
12/07/2012 8.00,"6,106769","20,363564","34,049392","0,515649","73,246288","29,700001","0,881332","14,3"
12/07/2012 9.00,"0,598259","19,689967","29,101002","0,548541","86,309747","29,700001","0,784361","14,3"
12/07/2012 10.00,"0,189637","9,355976","12,383957","0,464502","110,238613","29,700001","0,75736","14,3"
12/07/2012 11.00,"0,187379","5,411505","8,909065","0,421341","121,546652","29,700001","0,803938","14,3"
12/07/2012 12.00,"0,203183","4,864201","9,605339","0,409742","125,234911","29,700001","3,233501","14,3"
12/07/2012 13.00,"2,124387","20,217831","28,631416","0,407557","113,484202","29,700001","1,73251","14,3"
12/07/2012 14.00,"0,230275","46,864074","64,892706","0,430467","86,870681","29,700001","1,828566","14,3"
12/07/2012 15.00,"4,002699","7,539186","11,852845","0,505286","128,451748","29,700001","1,39268","14,3"
12/07/2012 16.00,"0,688564","2,393239","5,285204","0,426475","127,792861","29,700001","1,202704","14,3"
12/07/2012 17.00,"0,415397","3,92504","7,671965","0,299559","113,298366","29,700001","0,937623","14,3"
12/07/2012 18.00,"0,52376","6,593549","10,654606","0,192607","108,175683","29,700001","0,838466","14,3"
12/07/2012 19.00,"7,413689","17,867501","21,968879","0,269199","80,522189","29,700001","0,695933","14,3"
12/07/2012 20.00,"15,110016","26,455158","29,930046","0,296042","68,121932","29,700001","1,209671","14,3"
12/07/2012 21.00,"8,242445","16,185935","18,52088","0,39301","79,426615","29,700001","1,337609","14,3"
12/07/2012 22.00,"5,129235","28,599026","30,93721","0,550443","50,635275","29,700001","1,619827","14,3"
12/07/2012 23.00,"7,477124","29,904137","32,242323","0,381507","53,073264","29,700001","1,43814","14,3"
13/07/2012 0.00,"8,43434","11,166286","13,624296","0,228828","67,988485","29,700001","1,132074","14,3"
13/07/2012 1.00,"3,280271","8,562548","11,046463",,"71,842306",,"1,175449",
13/07/2012 2.00,,"7,924567","11,373551",,"78,466961",,"1,082139",
13/07/2012 3.00,"4,603217",,,,"87,755982",,"1,017356",
13/07/2012 4.00,"1,131051","3,980096","6,311802",,"83,969771",,"0,931369",
13/07/2012 5.00,"0,277684","2,215123","4,608359",,"82,481284",,"0,935386",
13/07/2012 6.00,"0,923352",,,,"97,347483",,"0,881129",
13/07/2012 7.00,"0,090305","2,066151","5,035841",,"102,868847",,"0,687085",
13/07/2012 8.00,"0,117395","10,894255","17,727453",,"95,605549",,"0,669593",
13/07/2012 9.00,"1,076869","8,585217","12,173455",,"94,907796",,"0,667203",
13/07/2012 10.00,"0,10159","1,820027","4,174404",,"104,882797",,"0,695933",
13/07/2012 11.00,"6,291891",,,,"95,215269",,"0,724307",
13/07/2012 12.00,"19,293323",,,,"99,861484",,"0,835262",
13/07/2012 13.00,"63,553264","2,059675","5,437413","0,258014","103,749117",,"0,722223",
13/07/2012 14.00,"58,238929","4,925733","11,389741","0,263719","94,868915",,"0,609946",
13/07/2012 15.00,"57,306515","16,292804","24,975175","0,298894","87,174797",,"0,641015",
13/07/2012 16.00,"49,436582","26,15721","36,160889","0,340629","84,770605",,"0,672288",
13/07/2012 17.00,"49,520128","38,939505","51,731511","0,237955","63,186818",,"0,675491",
13/07/2012 18.00,"55,651721","47,618626","64,371302","0,099155","67,657314",,"0,755377",
13/07/2012 19.00,"61,514667","34,59022","41,766682","0,088603","84,253598",,"1,218417",
13/07/2012 20.00,"65,266775","15,123713","20,004089","0,183672","94,683079",,"0,736461",
13/07/2012 21.00,"68,420614","12,445489","16,234513","0,325037","80,778231",,"1,324897",
13/07/2012 22.00,"71,086832","23,109809","29,580283","0,378751","65,971179",,"0,840347",
13/07/2012 23.00,"73,030617","28,142402","38,013292","0,686865","60,672798",,"1,144532",
14/07/2012 0.00,"73,509221","28,935824","34,091495","0,46203","41,447601",,"1,53211",
14/07/2012 1.00,"17,024447","26,490778","29,855554","0,408507","42,777268","28,9","1,719543",16
14/07/2012 2.00,"1,192004","24,949267","27,284202","0,351371","37,404534","28,9","1,463768",16
14/07/2012 3.00,"1,650296","16,386721","18,718428","0,267046","46,17998","28,9","1,537094",16
14/07/2012 4.00,"0,760805","15,797317","18,938645","0,25079",,"28,9","1,425173",16
14/07/2012 5.00,"0,356698","10,907208","14,042058","0,278739","54,031244","28,9","1,211044",16
14/07/2012 6.00,"0,252851","17,766314","22,170634","0,319903","47,296741","28,9","1,183229",16
14/07/2012 7.00,"0,218986","31,021416","45,652861","0,390158","50,476474","28,9","1,348033",16
14/07/2012 8.00,"0,169319","20,188693","27,540047","0,830608","91,366531","28,9","1,141176",16
14/07/2012 9.00,"0,225759","8,925258","14,087398","1,239019","113,62443","28,9","0,750648",16
14/07/2012 10.00,"0,209955","28,482451","47,631591","1,096988","106,889965","28,9","0,728986",16
14/07/2012 11.00,"0,203183","41,293864","57,12683","1,182645","102,003835","28,9","0,793972",16
14/07/2012 12.00,"0,182864","21,373979","25,674679","1,160018","130,749547","28,9","4,594043",16
14/07/2012 13.00,"0,185121","17,322642","20,781337","1,107921","137,320146","28,9","7,617584",16
14/07/2012 14.00,"0,264136","9,038605","13,339308","0,995836","133,824482","28,9","10,403045",16
14/07/2012 15.00,"0,203183","9,113089","11,681205","0,912842","138,925178","28,9","8,331721",16
14/07/2012 16.00,"0,250593","32,517594","43,194851","0,821291","115,847838","28,9","1,047663",16
14/07/2012 17.00,"0,228017","16,678183","20,826669","0,661292","134,380325","28,9","0,64549",16
14/07/2012 18.00,"0,187379","5,498942","8,102683","0,627068","143,760639","28,9","1,006271",16
14/07/2012 19.00,"0,250593","5,864891","10,036057","0,620794","139,628037","28,9","0,863179",16
14/07/2012 20.00,"0,252851","10,032818","12,727236","0,647223","123,552109","28,9","1,352152",16
14/07/2012 21.00,"0,325092","20,620403","25,831253","0,704781","98,68868","28,9","0,820516",16
14/07/2012 22.00,"0,286715","15,033034","17,487804","0,829563","113,423373","28,9","1,105784",16
14/07/2012 23.00,"0,187379","11,415651","13,750595","1,024356","109,681073","28,9","1,696966",16
15/07/2012 0.00,"0,209955","8,850772","11,188957","1,006484","116,07764","28,9","1,358305",16
15/07/2012 1.00,"1,708993","10,508876","12,840582","1,167148","103,080056","24,9","1,536229",16
15/07/2012 2.00,"0,632124","13,702019","16,694377","1,124748","89,609415","24,9","1,615911",16
15/07/2012 3.00,"8,935525","9,038605","11,380027","1,126459","76,152305","24,9","1,177432",16
15/07/2012 4.00,"13,762237","6,969215","9,300922","1,158307","80,244329","24,9","1,538823",16
15/07/2012 5.00,"12,579262","7,069607","9,453131","1,303285","80,289953","24,9","1,601622",16
15/07/2012 6.00,"7,540336","12,736952","15,262968","1,384569","71,141144","24,9","1,696915",16
15/07/2012 7.00,"0,54182","27,232385","45,283694","1,567859","65,21256","24,9","1,299421",16
