"NetC","ENEL Brindisi","","","","","","","","","","","","","","",""
"Stat","Terminale Passeggeri","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
13/02/2012 16.00,,"17,070041","26,079488","0,474673","95,124774","24,1","1,929961","19,79999"
13/02/2012 17.00,,"29,596478","40,901999","0,466403","82,181095","24,1","1,951979","19,79999"
13/02/2012 18.00,,"47,502051","65,831843","0,479522","64,538491","24,1","1,994591","19,79999"
13/02/2012 19.00,,"49,079164","72,503136","0,466974","55,217571","24,1","1,906824","19,79999"
13/02/2012 20.00,,"57,453916","81,807288","0,491786","51,18821","24,1","1,973539","19,79999"
13/02/2012 21.00,,"15,483185","18,763766","0,459938","89,12122","24,1","1,946843","19,79999"
13/02/2012 22.00,,"23,469283","32,3006","0,455375","76,468772","24,1","1,818091","19,79999"
13/02/2012 23.00,,"27,187051","39,363739","0,536848","67,724346","24,1","2,153752","19,79999"
14/02/2012 0.00,,"21,014505","25,347593","0,536183","64,71852","24,1","2,329286","19,79999"
14/02/2012 1.00,,"38,246461","61,45342",,"55,359134","15,6","2,16743","12,7"
14/02/2012 2.00,,"60,180695","87,160507","0,436077","42,872611","15,6","2,128632","12,7"
14/02/2012 3.00,,,,"0,425524","66,832302","15,6","2,034966","12,7"
14/02/2012 4.00,,"18,618034","30,72993","0,438548","72,156239","15,6","2,000591","12,7"
14/02/2012 5.00,,"42,702606","58,794647","0,448815","56,123759","15,6","1,955182","12,7"
14/02/2012 6.00,,"20,745716","24,427864","0,592178","76,019718","15,6","1,899451","12,7"
14/02/2012 7.00,,"16,179458","19,858357","0,758261","73,299097","15,6","1,87606","12,7"
14/02/2012 8.00,,"33,139375","44,435203","0,728125","70,238667","15,6","1,871738","12,7"
14/02/2012 9.00,,"33,359601","45,406749","0,669183","75,101396","15,6","1,695492","12,7"
14/02/2012 10.00,,"12,704567","18,983983","0,677359","91,827679","15,6","1,648252","12,7"
14/02/2012 11.00,,"10,437629","14,540786","0,677263","94,714182","15,6","1,624963","12,7"
14/02/2012 12.00,,"38,418082","60,40417","0,702361","69,927146","15,6","1,679779","12,7"
14/02/2012 13.00,,"33,511813","47,472913","0,726603","77,581302","15,6","1,711713","12,7"
14/02/2012 14.00,,"31,322594","43,259648","0,709302","77,389142","15,6","1,702305","12,7"
14/02/2012 15.00,,"33,942532","49,568178","0,698844","71,157004","15,6","1,690305","12,7"
14/02/2012 16.00,,"60,390214","84,901575","0,731654","56,400306","15,6","1,420749","12,7"
14/02/2012 17.00,,"14,06149","18,235893","0,73554","90,464335","15,6","1,734951","12,7"
14/02/2012 18.00,,"5,92807","8,312471","0,744914","87,635442","15,6","1,654913","12,7"
14/02/2012 19.00,"5,246262","2,759186","5,090895","0,769289","98,860848","15,6","1,658676","12,7"
14/02/2012 20.00,"3,693404","3,452223","5,838984","0,771381","101,073762","15,6","1,703526","12,7"
14/02/2012 21.00,"3,178047","54,170094","93,358964","0,784215","52,015517","15,6","1,819565","12,7"
14/02/2012 22.00,"0,714268","55,967452","88,381414","0,765011","53,781389","15,6","1,854042","12,7"
14/02/2012 23.00,"2,766663","52,327385","83,002288","0,728221","55,245859","15,6","1,707645","12,7"
15/02/2012 0.00,"0,705228","70,741379","121,404214","0,697324","35,349903","15,6","1,518635","12,7"
15/02/2012 1.00,"0,745915","56,68315","87,626844","0,674601","45,912831","15,5","1,328609","13,6"
15/02/2012 2.00,"1,439841","43,790746","66,686811","0,654163","54,090893","15,5","1,274962","13,6"
15/02/2012 3.00,"1,028457","26,079488","43,272594","0,612713","63,484632","15,5","1,15221","13,6"
15/02/2012 4.00,"0,78886","43,447464","73,568578","0,608625",,"15,5","1,107767","13,6"
15/02/2012 5.00,"1,347167","26,87291","43,36324","0,573545","63,262708","15,5","1,093834","13,6"
15/02/2012 6.00,"1,195723","20,091544","30,859488","0,632487","67,133329","15,5","1,074155","13,6"
15/02/2012 7.00,"1,607104","28,890492","42,51154","0,687055","62,421455","15,5","1,127344","13,6"
15/02/2012 8.00,"1,785674","30,655458","38,774346","0,719284","53,722238","15,5","1,239875","13,6"
15/02/2012 9.00,,"33,576574","51,248978","0,782599","54,211452","15,5","1,408799","13,6"
15/02/2012 10.00,"1,204081","49,399806","86,55165","0,713484","52,144093","15,5","1,1845","13,6"
15/02/2012 11.00,"2,002292","52,090985","84,456367","0,751987","60,053211","15,5","1,258385","13,6"
15/02/2012 12.00,"1,754022","40,961673","77,014517","0,757725","67,979467","15,5","1,172601","13,6"
15/02/2012 13.00,"1,677898","17,803692","33,992089","0,761351","99,39956","15,5","1,019644","13,6"
15/02/2012 14.00,"2,254831","29,233772","36,504171","0,645036","95,767063","15,5","1,482125","13,6"
15/02/2012 15.00,"5,526592","14,090636","20,046192","0,621649","106,038279","15,5","1,432292","13,6"
15/02/2012 16.00,"2,308949","15,810269","20,18221","0,634483","108,674654","15,5","1,500126","13,6"
15/02/2012 17.00,"1,81514","19,165333","26,322369","0,742386","100,681587","15,5","1,634878","13,6"
15/02/2012 18.00,"1,754259","29,952723","32,355667","0,77718","79,510808","15,5","1,847736","13,6"
15/02/2012 19.00,"1,844453","56,284823","58,648916","0,907709","52,42042","15,5","3,067119","13,6"
15/02/2012 20.00,"1,92788","30,704023","33,035746","0,841827","73,632177","15,5","2,474463","13,6"
15/02/2012 21.00,"2,135327","30,655458","32,987181","0,844108","67,145634","15,5","2,350134","13,6"
15/02/2012 22.00,"2,261596","40,749823","44,140508","0,815967","59,787097","15,5","2,313319","13,6"
15/02/2012 23.00,"3,269506","41,556171","43,887913","0,884797","55,777287","15,5","2,450411","13,6"
16/02/2012 0.00,"3,950466","19,647865","21,979568","0,705308","75,6115","15,5","1,921113","13,6"
16/02/2012 1.00,"3,948212","17,691829","20,023534","0,685249","77,842588",,"1,486498",
16/02/2012 2.00,"4,577308","30,020731","33,566841","0,684584","59,021598",,"1,456242",
16/02/2012 3.00,"4,768971","18,119309","20,454251","0,640092","73,583045",,"1,452022",
16/02/2012 4.00,"3,01471","11,985622","14,317331","0,626497","76,872378",,"1,363594",
16/02/2012 5.00,"1,833178","10,210934","12,542641","0,610241","74,764083",,"1,230519",
16/02/2012 6.00,"3,228919","10,142927","12,481111","0,626402","70,381748",,"1,180127",
16/02/2012 7.00,"3,794883","9,462845","13,028413","0,631916","69,751287",,"1,081224",
16/02/2012 8.00,"7,65741","17,134811","25,723264","0,646366","83,661842",,"1,056561",
16/02/2012 9.00,"8,435327","17,759837","25,188917","0,648743","80,519899",,"0,887943",
16/02/2012 10.00,"2,429558","37,73332","86,019502","0,770286","58,395287",,"0,983541",
16/02/2012 11.00,,"50,597293","158,511392",,"38,009558",,"1,08702",
16/02/2012 12.00,,,,,"42,21807",,"1,106547",
16/02/2012 13.00,,,,,"42,762189",,"1,053358",
16/02/2012 14.00,,,,"0,362798","72,902949",,"0,941589",
16/02/2012 15.00,,,,"0,346635","79,632063",,"0,880366",
16/02/2012 16.00,,,,"0,362494","78,333819",,"0,945454",
16/02/2012 17.00,,"16,406152","23,42393","0,403944","79,435055",,"1,064799",
16/02/2012 18.00,,"7,691395","12,302995","0,341198","85,393502",,"0,963557",
16/02/2012 19.00,,"8,533401","13,190339","0,305454","87,958257",,"0,983998",
16/02/2012 20.00,,"11,752452","17,125094","0,291003","85,723037",,"0,975252",
16/02/2012 21.00,,"6,454296","8,786003","0,273796","89,215025",,"0,988727",
16/02/2012 22.00,,"5,780691","8,290514","0,273796","85,422171",,"1,071359",
16/02/2012 23.00,,"6,674513","9,15195","0,276933","82,55448",,"1,227977",
17/02/2012 0.00,,"6,169309","8,565786","0,288816","81,037758",,"1,256961",
17/02/2012 1.00,,"5,680297","8,063822",,"80,654997","11,8","1,233774","5,7"
17/02/2012 2.00,,"7,775595","11,496613","0,291478","79,177164","11,8","1,252995","5,7"
17/02/2012 3.00,,,,"0,302792","81,529027","11,8","1,320524","5,7"
17/02/2012 4.00,,"15,201436","23,951814","0,310301",,"11,8","1,302014","5,7"
17/02/2012 5.00,,"6,522304","9,174621","0,288912","79,858097","11,8","1,231333","5,7"
17/02/2012 6.00,,"7,001598","10,104065","0,377134","80,757363","11,8","1,182568","5,7"
17/02/2012 7.00,,"5,949092","8,724471","0,472013","82,95256","11,8","1,060934","5,7"
17/02/2012 8.00,,"4,964594","7,40317","0,474008","81,401151","11,8","1,043493","5,7"
17/02/2012 9.00,,"12,734709","19,49502","0,497715","76,031864","11,8","1,097546","5,7"
17/02/2012 10.00,,"6,82996","14,391817","0,495874","79,997229","11,8","1,051578","5,7"
17/02/2012 11.00,,"3,193143","5,557235","0,456897","87,345032","11,8","0,943166","5,7"
17/02/2012 12.00,,"11,574336","18,802629","0,480473","86,009657","11,8","0,851483","5,7"
17/02/2012 13.00,"5,885937","8,860487","13,245393","0,479047","89,056342","11,8","0,861399","5,7"
17/02/2012 14.00,"4,988583","3,678915","6,036532","0,468019","95,376143","11,8","0,858043","5,7"
17/02/2012 15.00,"7,267012","2,276653","4,614838","0,457276","98,368841","11,8","0,845991","5,7"
17/02/2012 16.00,"5,922106","2,474201","5,058509","0,463551","98,021993","11,8","0,840957","5,7"
17/02/2012 17.00,"7,079401","17,244918","23,087131","0,466974","89,010658","11,8","0,817261","5,7"
17/02/2012 18.00,"9,106241","28,749902","59,42339","0,49543","80,568277","11,8","0,730613","5,7"
17/02/2012 19.00,"11,265553","7,53271","11,059417","0,486462","96,925422","11,8","0,922622","5,7"
17/02/2012 20.00,"10,313945","8,290514","12,856775","0,524774","96,952454","11,8","0,94342","5,7"
17/02/2012 21.00,"6,677059","39,114375","97,740618","0,617752","63,019197","11,8","1,077969","5,7"
17/02/2012 22.00,"4,963717","72,056222","122,544168","0,67926","44,811671","11,8","1,6212","5,7"
17/02/2012 23.00,"3,79286","70,70901","117,641095","0,708827","45,089954","11,8","1,613826","5,7"
18/02/2012 0.00,"3,270721","73,128148","119,872398","0,687912","45,197921","11,8","1,477345","5,7"
18/02/2012 1.00,"4,468702","64,296811","99,414916","0,680972","50,225942","26,5","1,372543","18,79999"
18/02/2012 2.00,"2,954271","22,834537","26,079488","0,741434","62,510374","26,5","1,5674","18,79999"
18/02/2012 3.00,"3,758955","11,794552","14,126261","0,753508","64,136498","26,5","1,745375","18,79999"
18/02/2012 4.00,"3,551003","12,740191","15,075134","0,732498","70,445926","26,5","1,614894","18,79999"
18/02/2012 5.00,"5,23496","19,301352","23,35592","0,705119","72,101156","26,5","1,476989","18,79999"
18/02/2012 6.00,"6,29054","14,709188","17,040895","0,558143","75,075163","26,5","1,416833","18,79999"
18/02/2012 7.00,"6,157181","22,348755","24,68694","0,470396","64,275668","26,5","1,377018","18,79999"
18/02/2012 8.00,"4,376028","58,00769","81,982161","0,572213","37,01108","26,5","1,519296","18,79999"
18/02/2012 9.00,"1,410455","64,539713","85,839202","0,630206","45,933139","26,5","1,933571","18,79999"
18/02/2012 10.00,"0,137881","40,834011","69,549647","0,615469","67,098078","26,5","1,732358","18,79999"
18/02/2012 11.00,"0,155964","83,905824","160,580119","0,586949","48,439876","26,5","1,404782","18,79999"
18/02/2012 12.00,,"103,748024","225,608728","0,615374","41,200064","26,5","1,203721","18,79999"
18/02/2012 13.00,,"75,385381","124,963314","0,611381","71,334797","26,5","1,11031","18,79999"
18/02/2012 14.00,"0,047467","22,287227","29,706589","0,614614","105,515191","26,5","1,081122","18,79999"
18/02/2012 15.00,"2,547409","10,920162","15,577101","0,615945","114,39362","26,5","1,007796","18,79999"
18/02/2012 16.00,"1,304218","10,550976","13,980529","0,658535","120,121506","26,5","1,048832","18,79999"
18/02/2012 17.00,"1,815057","14,479255","17,912046","0,736491","116,526534","26,5","1,139447","18,79999"
18/02/2012 18.00,"1,329083","90,301845","134,429371","0,778416","51,631957","26,5","1,287013","18,79999"
18/02/2012 19.00,"3,065029","102,177354","115,280233","0,955813","35,366243","26,5","2,144751","18,79999"
18/02/2012 20.00,"3,302365","119,354246","140,041684","1,126174","13,387224","26,5","3,908687","18,79999"
18/02/2012 21.00,"2,633301","132,032909","180,768849","1,178082","1,960528","26,5","3,621232","18,79999"
18/02/2012 22.00,"3,132838","124,639474","167,257896","1,198901","2,026988","26,5","3,906246","18,79999"
18/02/2012 23.00,"2,671729","124,422457","249,686927","1,327432","3,727909","26,5","3,933247","18,79999"
19/02/2012 0.00,"3,261678","88,818613","101,953897","1,135776","22,462941","26,5","4,483902","18,79999"
19/02/2012 1.00,"4,382809","52,771064","59,928081","0,964084","50,707775","31,79999","3,244586",27
19/02/2012 2.00,"4,46192","27,468805","29,80374","1,095467","61,01089","31,79999","3,935383",27
19/02/2012 3.00,"4,719601","32,138694","34,470395","1,166579","53,731614","31,79999","4,187447",27
19/02/2012 4.00,"4,712819","31,254584","33,589539","1,146329",,"31,79999","4,564855",27
19/02/2012 5.00,"5,449692","25,862514","28,194217","1,073982","59,482422","31,79999","3,98486",27
19/02/2012 6.00,"4,877826","26,153979","28,485682","0,733164","54,119961","31,79999","4,292299",27
19/02/2012 7.00,"2,798307","31,558994","33,890696","0,28644","65,915738","31,79999","3,86643",27
19/02/2012 8.00,"2,353018","19,006653","21,338358","0,169982","80,819228","31,79999","2,886907",27
19/02/2012 9.00,"2,016228","18,261802","20,648548","0,177967","73,927542","31,79999","2,717322",27
19/02/2012 10.00,"1,141475","17,471612","20,473676","0,198692","71,498106","31,79999","2,908315",27
19/02/2012 11.00,"0,268982","10,531544","12,944215","0,153344","89,184561","31,79999","2,81231",27
19/02/2012 12.00,,"10,11378","13,540095","0,155627","98,797531","31,79999","2,153752",27
19/02/2012 13.00,,"5,693251","8,031436","0,08385","107,615092","31,79999","1,630709",27
19/02/2012 14.00,"1,259011","5,482752","7,814457","0,069684","118,14063","31,79999","1,26347",27
19/02/2012 15.00,"4,430277","7,707589","10,084634","0,064076","120,411839","31,79999","1,00322",27
19/02/2012 16.00,"2,461516","7,166761","9,5179","0,068448","111,107156","31,79999","0,986744",27
19/02/2012 17.00,"3,374695","2,496869","4,835054","0,041164","107,241007","31,79999","0,98827",27
19/02/2012 18.00,"2,436653","6,609742","8,947927","0,064551","99,60325","31,79999","1,01344",27
19/02/2012 19.00,"2,310073","8,892872","11,227818","0,087938","98,982545","31,79999","1,535568",27
19/02/2012 20.00,"2,406924","15,543588","17,875295","0,188462","79,068496","31,79999","1,105377",27
19/02/2012 21.00,"1,611626","20,298806","22,63374","0,198217","76,498833","31,79999","1,681203",27
19/02/2012 22.00,"2,321375","20,353851","22,688805","0,266381","66,466558","31,79999","2,264706",27
19/02/2012 23.00,"2,985915","35,477561","37,812515","0,408792","50,660751","31,79999","2,853142",27
20/02/2012 0.00,"3,46285","33,508564","35,885599","0,429231","46,630172","31,79999","3,593162",27
20/02/2012 1.00,"5,002143","31,717691","34,055854",,"48,500565","15,1","3,31303","9,2"
20/02/2012 2.00,,"22,484775","24,816478","0,256969","48,706089","15,1","2,694999","9,2"
20/02/2012 3.00,"4,979541",,,"0,16133","56,051978","15,1","2,560399","9,2"
20/02/2012 4.00,"4,362465","9,935664","12,27061","0,075769","67,393518","15,1","1,780818","9,2"
20/02/2012 5.00,"3,578126","4,906301","7,241246","0,041545","78,274664","15,1","0,991626","9,2"
20/02/2012 6.00,"3,643677","6,25027","8,581977","0,221508","76,509107","15,1","0,828041","9,2"
20/02/2012 7.00,"3,26846","13,50771","15,868566","0,405274","64,476946","15,1","0,787666","9,2"
20/02/2012 8.00,"3,067289","73,992831","143,238075","0,442542","22,701563","15,1","0,836025","9,2"
20/02/2012 9.00,"2,863858","70,825585","92,494281","0,429042","40,186601","15,1","1,187297","9,2"
20/02/2012 10.00,"2,513504","44,648926","51,342896","0,477526","53,063489","15,1","1,033069","9,2"
20/02/2012 11.00,,"35,956841","45,740316","0,536848","57,910042","15,1","1,176974","9,2"
20/02/2012 12.00,"2,707247","15,154472","20,31869","0,533844","89,323891","15,1","1,119514","9,2"
20/02/2012 13.00,"3,226712","8,637033","10,98817","0,486272","92,658155","15,1","1,204484","9,2"
20/02/2012 14.00,"1,583722","15,250014","17,60439","0,531144","82,033941","15,1","1,186127","9,2"
20/02/2012 15.00,"3,526148","11,665014","14,035582","0,547305","84,86008","15,1","1,21562","9,2"
20/02/2012 16.00,"3,402209","10,402006","12,75962","0,585809","84,919691","15,1","1,040899","9,2"
20/02/2012 17.00,"4,489017","13,012222","15,729309","0,565179","83,85089","15,1","0,810752","9,2"
20/02/2012 18.00,"4,65853","7,409648","10,382574","0,531714","89,595633","15,1","0,77414","9,2"
20/02/2012 19.00,"6,711432","9,75107","12,12164","0,544549","87,79309","15,1","0,766615","9,2"
20/02/2012 20.00,"5,109525","10,486205","12,830867","0,578012","85,665762","15,1","0,92008","9,2"
20/02/2012 21.00,"4,787303","10,806815","13,145","0,580485","83,665914","15,1","1,118751","9,2"
20/02/2012 22.00,"5,569842","13,313401","22,342274","0,593224","78,646694","15,1","1,001491","9,2"
20/02/2012 23.00,"6,085399","24,745237","29,068613","0,572309","76,007587","15,1","1,030882","9,2"
21/02/2012 0.00,"3,688295","8,112398","10,479729","0,56727","85,094394","15,1","0,883366","9,2"
21/02/2012 1.00,"4,396034","2,934065","5,269011","0,535993","85,867215","10,6","0,847873","6,3"
21/02/2012 2.00,"3,629606","2,325231","4,656938","0,511085","85,628791","10,6","0,764733","6,3"
21/02/2012 3.00,"4,255638","4,271559","6,606505","0,508708","77,588167","10,6","0,740325","6,3"
21/02/2012 4.00,"3,707513","2,338185","4,673131","0,499962",,"10,6","0,750749","6,3"
21/02/2012 5.00,"4,824128","2,163306","4,495014","0,511845","81,396881","10,6","0,728731","6,3"
21/02/2012 6.00,"4,310874","1,852412","4,18412","0,481804","86,577836","10,6","0,694865","6,3"
21/02/2012 7.00,"4,640002","2,930826","5,265772","0,491882","87,158541","10,6","0,705035","6,3"
21/02/2012 8.00,"6,03016","7,001598","9,333305","0,486843","86,410416","10,6","0,744851","6,3"
21/02/2012 9.00,"4,616984","18,86416","23,006178","0,488649","75,443023","10,6","0,727053","6,3"
21/02/2012 10.00,"4,019495","12,315949","14,670324","0,490835","79,704323","10,6","0,746376","6,3"
21/02/2012 11.00,"5,190081","9,414267","11,755691","0,52468","83,44281","10,6","0,769106","6,3"
21/02/2012 12.00,"6,338576","13,494756","15,849132","0,53276","81,878394","10,6","0,80821","6,3"
21/02/2012 13.00,"4,923097","19,294871","22,248357","0,521638","76,699495","10,6","0,78187","6,3"
21/02/2012 14.00,"3,546748","30,765571","38,816449","0,548162","71,632231","10,6","1,085393","6,3"
21/02/2012 15.00,"2,269826","75,323851","99,525029","0,539606","46,47147","10,6","0,80521","6,3"
21/02/2012 16.00,"3,444098","16,467683","18,847968","0,558809","87,297011","10,6","1,158414","6,3"
21/02/2012 17.00,"4,368414","6,052722","8,384431","0,539796","95,294728","10,6","0,958319","6,3"
21/02/2012 18.00,"2,975838","8,711517","11,049702","0,544739","89,851309","10,6","3,081917","6,3"
21/02/2012 19.00,"2,13829","17,976816","20,311748","0,48922","72,413415","10,6","1,284522","6,3"
21/02/2012 20.00,"2,138519","53,273002","69,543148","0,629445","41,45171","10,6","1,315184","6,3"
21/02/2012 21.00,"4,294763","82,406414","115,811368","0,835646","7,600934","10,6","3,634605","6,3"
21/02/2012 22.00,"3,608612","48,303505","55,447309","0,584642","40,559488","10,6","2,011219","6,3"
21/02/2012 23.00,"2,794934","51,465933","58,049771","0,599593","35,669385","10,6","1,993472","6,3"
22/02/2012 0.00,"1,688562","70,595666","77,759167","0,514982","43,530702","10,6","1,133243","6,3"
22/02/2012 1.00,"3,29829","63,001413","85,612514","0,481234","54,057937",,"1,093529",
22/02/2012 2.00,"4,165874","99,635142","164,414505","0,498346","24,677172",,"1,19589",
