"NetC","ENEL Brindisi"
10/05/2012 4.00,"9,483109"
10/05/2012 5.00,
10/05/2012 6.00,"5,910664"
10/05/2012 7.00,
10/05/2012 8.00,"5,204179"
10/05/2012 9.00,
10/05/2012 10.00,"6,278198"
10/05/2012 11.00,
10/05/2012 12.00,"13,04945"
10/05/2012 13.00,
10/05/2012 14.00,"27,11301"
10/05/2012 15.00,
10/05/2012 16.00,"36,40144"
10/05/2012 17.00,
10/05/2012 18.00,"41,41297"
10/05/2012 19.00,
10/05/2012 20.00,"30,63592"
10/05/2012 21.00,
10/05/2012 22.00,"27,9477"
10/05/2012 23.00,
11/05/2012 0.00,"24,11681"
11/05/2012 1.00,
11/05/2012 2.00,"15,21401"
11/05/2012 3.00,
11/05/2012 4.00,"10,7543"
11/05/2012 5.00,
11/05/2012 6.00,"7,382987"
11/05/2012 7.00,
11/05/2012 8.00,"10,4399"
11/05/2012 9.00,
11/05/2012 10.00,"18,07692"
11/05/2012 11.00,
11/05/2012 12.00,"24,10561"
11/05/2012 13.00,
11/05/2012 14.00,"34,04116"
11/05/2012 15.00,
11/05/2012 16.00,"39,96268"
11/05/2012 17.00,
11/05/2012 18.00,"35,23944"
11/05/2012 19.00,
11/05/2012 20.00,"28,85631"
11/05/2012 21.00,
11/05/2012 22.00,"20,65424"
11/05/2012 23.00,
12/05/2012 0.00,"16,50351"
12/05/2012 1.00,
12/05/2012 2.00,"16,12535"
12/05/2012 3.00,
12/05/2012 4.00,"19,3878"
12/05/2012 5.00,
12/05/2012 6.00,"23,10405"
12/05/2012 7.00,
12/05/2012 8.00,"14,01946"
12/05/2012 9.00,
12/05/2012 10.00,"8,405237"
12/05/2012 11.00,
12/05/2012 12.00,"15,01967"
12/05/2012 13.00,
12/05/2012 14.00,"27,73572"
12/05/2012 15.00,
12/05/2012 16.00,"23,42457"
12/05/2012 17.00,
12/05/2012 18.00,"23,5972"
12/05/2012 19.00,
12/05/2012 20.00,"21,32275"
12/05/2012 21.00,
12/05/2012 22.00,"18,96554"
12/05/2012 23.00,
13/05/2012 0.00,"13,71014"
13/05/2012 1.00,
13/05/2012 2.00,"15,00949"
13/05/2012 3.00,
13/05/2012 4.00,"15,86758"
13/05/2012 5.00,
13/05/2012 6.00,"21,88339"
13/05/2012 7.00,
13/05/2012 8.00,"26,41025"
13/05/2012 9.00,
13/05/2012 10.00,"23,38217"
13/05/2012 11.00,
13/05/2012 12.00,"26,55337"
13/05/2012 13.00,
13/05/2012 14.00,"23,99224"
13/05/2012 15.00,
13/05/2012 16.00,"24,17038"
13/05/2012 17.00,
13/05/2012 18.00,"29,30097"
13/05/2012 19.00,
13/05/2012 20.00,"34,91927"
13/05/2012 21.00,
13/05/2012 22.00,"33,70573"
13/05/2012 23.00,
14/05/2012 0.00,"27,26902"
14/05/2012 1.00,
14/05/2012 2.00,"25,72344"
14/05/2012 3.00,
14/05/2012 4.00,"19,7724"
14/05/2012 5.00,
14/05/2012 6.00,"19,03642"
14/05/2012 7.00,
14/05/2012 8.00,"14,00149"
14/05/2012 9.00,
14/05/2012 10.00,"13,51444"
14/05/2012 11.00,
14/05/2012 12.00,"15,48467"
14/05/2012 13.00,
14/05/2012 14.00,"16,1786"
14/05/2012 15.00,
14/05/2012 16.00,"16,2929"
14/05/2012 17.00,
14/05/2012 18.00,"14,56179"
14/05/2012 19.00,
14/05/2012 20.00,"9,339303"
14/05/2012 21.00,
14/05/2012 22.00,"7,164903"
14/05/2012 23.00,
15/05/2012 0.00,"7,002442"
15/05/2012 1.00,
15/05/2012 2.00,"6,349545"
15/05/2012 3.00,
15/05/2012 4.00,"6,597137"
15/05/2012 5.00,
15/05/2012 6.00,"7,655"
15/05/2012 7.00,
15/05/2012 8.00,"8,794262"
15/05/2012 9.00,
15/05/2012 10.00,"11,39567"
15/05/2012 11.00,
15/05/2012 12.00,"15,30355"
15/05/2012 13.00,
15/05/2012 14.00,"16,19895"
15/05/2012 15.00,
15/05/2012 16.00,"20,35103"
15/05/2012 17.00,
15/05/2012 18.00,"12,74114"
15/05/2012 19.00,
15/05/2012 20.00,"8,622643"
15/05/2012 21.00,
15/05/2012 22.00,"6,810134"
15/05/2012 23.00,
16/05/2012 0.00,"5,514177"
16/05/2012 1.00,
16/05/2012 2.00,"11,47842"
16/05/2012 3.00,
16/05/2012 4.00,"21,05073"
16/05/2012 5.00,
16/05/2012 6.00,"20,77703"
16/05/2012 7.00,
16/05/2012 8.00,"16,52454"
16/05/2012 9.00,
16/05/2012 10.00,"17,09435"
16/05/2012 11.00,
16/05/2012 12.00,"21,73415"
16/05/2012 13.00,
16/05/2012 14.00,"26,78198"
16/05/2012 15.00,
16/05/2012 16.00,"33,12847"
16/05/2012 17.00,
16/05/2012 18.00,"34,22143"
16/05/2012 19.00,
16/05/2012 20.00,"33,30823"
16/05/2012 21.00,
16/05/2012 22.00,"34,91859"
16/05/2012 23.00,
17/05/2012 0.00,"30,93915"
17/05/2012 1.00,
17/05/2012 2.00,"25,97273"
17/05/2012 3.00,
17/05/2012 4.00,"20,6712"
17/05/2012 5.00,
17/05/2012 6.00,"15,9612"
17/05/2012 7.00,
17/05/2012 8.00,"11,72602"
17/05/2012 9.00,
17/05/2012 10.00,"9,281645"
17/05/2012 11.00,
17/05/2012 12.00,"7,652626"
17/05/2012 13.00,
17/05/2012 14.00,"5,877425"
17/05/2012 15.00,
17/05/2012 16.00,"7,381291"
17/05/2012 17.00,
17/05/2012 18.00,"12,52102"
17/05/2012 19.00,
17/05/2012 20.00,"12,29344"
17/05/2012 21.00,
17/05/2012 22.00,"15,18518"
17/05/2012 23.00,
18/05/2012 0.00,"19,54381"
18/05/2012 1.00,
18/05/2012 2.00,"16,15554"
18/05/2012 3.00,
18/05/2012 4.00,"18,99945"
18/05/2012 5.00,
18/05/2012 6.00,"16,32613"
18/05/2012 7.00,
18/05/2012 8.00,"20,26251"
18/05/2012 9.00,
18/05/2012 10.00,"16,67853"
18/05/2012 11.00,
18/05/2012 12.00,"20,41073"
18/05/2012 13.00,
18/05/2012 14.00,"20,83469"
18/05/2012 15.00,
18/05/2012 16.00,"20,71055"
18/05/2012 17.00,
18/05/2012 18.00,"27,65839"
18/05/2012 19.00,
18/05/2012 20.00,"22,9711"
18/05/2012 21.00,
18/05/2012 22.00,"12,539"
18/05/2012 23.00,
19/05/2012 0.00,"12,17914"
19/05/2012 1.00,
19/05/2012 2.00,"21,60594"
19/05/2012 3.00,
19/05/2012 4.00,"22,31447"
19/05/2012 5.00,
19/05/2012 6.00,"18,92823"
19/05/2012 7.00,
19/05/2012 8.00,"19,19718"
19/05/2012 9.00,
19/05/2012 10.00,"12,85137"
19/05/2012 11.00,
19/05/2012 12.00,"13,8431"
19/05/2012 13.00,
19/05/2012 14.00,"12,11572"
19/05/2012 15.00,
19/05/2012 16.00,"8,5426"
19/05/2012 17.00,
19/05/2012 18.00,"9,494302"
19/05/2012 19.00,
19/05/2012 20.00,"13,31501"
19/05/2012 21.00,
19/05/2012 22.00,"18,44762"
19/05/2012 23.00,
20/05/2012 0.00,"19,14529"
20/05/2012 1.00,
20/05/2012 2.00,"15,17229"
20/05/2012 3.00,
20/05/2012 4.00,"15,33645"
20/05/2012 5.00,
20/05/2012 6.00,"17,24121"
20/05/2012 7.00,
20/05/2012 8.00,"21,24711"
20/05/2012 9.00,
20/05/2012 10.00,"19,24976"
20/05/2012 11.00,
20/05/2012 12.00,"14,48277"
20/05/2012 13.00,
20/05/2012 14.00,"13,21225"
20/05/2012 15.00,
20/05/2012 16.00,"10,43447"
20/05/2012 17.00,
20/05/2012 18.00,"16,17046"
20/05/2012 19.00,
20/05/2012 20.00,"21,02903"
20/05/2012 21.00,
20/05/2012 22.00,"15,46228"
20/05/2012 23.00,
21/05/2012 0.00,"18,27228"
21/05/2012 1.00,
21/05/2012 2.00,"26,06871"
21/05/2012 3.00,
21/05/2012 4.00,"18,41811"
21/05/2012 5.00,
21/05/2012 6.00,"15,20485"
21/05/2012 7.00,
21/05/2012 8.00,"19,50786"
21/05/2012 9.00,
21/05/2012 10.00,"18,77391"
21/05/2012 11.00,
21/05/2012 12.00,"21,21998"
21/05/2012 13.00,
21/05/2012 14.00,"31,65749"
21/05/2012 15.00,
21/05/2012 16.00,"34,43188"
21/05/2012 17.00,
21/05/2012 18.00,"36,39635"
21/05/2012 19.00,
21/05/2012 20.00,"35,29338"
21/05/2012 21.00,
21/05/2012 22.00,"39,18193"
21/05/2012 23.00,
22/05/2012 0.00,"50,13497"
22/05/2012 1.00,
22/05/2012 2.00,"39,58552"
22/05/2012 3.00,
22/05/2012 4.00,"24,34269"
22/05/2012 5.00,
22/05/2012 6.00,"20,77771"
22/05/2012 7.00,
22/05/2012 8.00,"16,10907"
22/05/2012 9.00,
22/05/2012 10.00,"19,32505"
22/05/2012 11.00,
22/05/2012 12.00,"23,34281"
22/05/2012 13.00,
22/05/2012 14.00,"23,57821"
22/05/2012 15.00,
22/05/2012 16.00,"26,97123"
22/05/2012 17.00,
22/05/2012 18.00,"19,54212"
22/05/2012 19.00,
22/05/2012 20.00,"16,94071"
22/05/2012 21.00,
22/05/2012 22.00,"16,10635"
22/05/2012 23.00,
23/05/2012 0.00,"16,95428"
23/05/2012 1.00,
23/05/2012 2.00,"11,71954"
23/05/2012 3.00,
23/05/2012 4.00,"8,645368"
23/05/2012 5.00,
23/05/2012 6.00,"13,79256"
23/05/2012 7.00,
23/05/2012 8.00,"25,55114"
23/05/2012 9.00,
23/05/2012 10.00,"20,40461"
23/05/2012 11.00,
23/05/2012 12.00,"20,14855"
23/05/2012 13.00,
23/05/2012 14.00,"21,53846"
23/05/2012 15.00,
23/05/2012 16.00,"35,12548"
23/05/2012 17.00,
23/05/2012 18.00,"28,54937"
23/05/2012 19.00,
23/05/2012 20.00,"30,53656"
23/05/2012 21.00,
23/05/2012 22.00,"27,28224"
23/05/2012 23.00,
24/05/2012 0.00,"21,36447"
24/05/2012 1.00,
24/05/2012 2.00,"13,28551"
24/05/2012 3.00,
24/05/2012 4.00,"14,03099"
24/05/2012 5.00,
24/05/2012 6.00,"18,32858"
24/05/2012 7.00,
24/05/2012 8.00,"12,96499"
24/05/2012 9.00,
24/05/2012 10.00,"14,79853"
24/05/2012 11.00,
24/05/2012 12.00,"16,97802"
24/05/2012 13.00,
24/05/2012 14.00,"18,80341"
24/05/2012 15.00,
24/05/2012 16.00,"26,67752"
24/05/2012 17.00,
24/05/2012 18.00,"37,68552"
24/05/2012 19.00,
24/05/2012 20.00,"28,7539"
24/05/2012 21.00,
24/05/2012 22.00,"30,85639"
24/05/2012 23.00,
25/05/2012 0.00,"26,49233"
25/05/2012 1.00,
25/05/2012 2.00,"25,59693"
25/05/2012 3.00,
25/05/2012 4.00,"32,38671"
25/05/2012 5.00,
25/05/2012 6.00,"20,82858"
25/05/2012 7.00,
25/05/2012 8.00,"17,39757"
25/05/2012 9.00,
25/05/2012 10.00,"24,11375"
25/05/2012 11.00,
25/05/2012 12.00,"28,02706"
25/05/2012 13.00,
25/05/2012 14.00,"30,75905"
25/05/2012 15.00,
25/05/2012 16.00,"25,61864"
25/05/2012 17.00,
25/05/2012 18.00,"33,31874"
25/05/2012 19.00,
25/05/2012 20.00,"30,69562"
25/05/2012 21.00,
25/05/2012 22.00,"29,06118"
25/05/2012 23.00,
26/05/2012 0.00,"27,694"
26/05/2012 1.00,
26/05/2012 2.00,"25,63118"
26/05/2012 3.00,
26/05/2012 4.00,"25,1733"
26/05/2012 5.00,
26/05/2012 6.00,"19,20846"
26/05/2012 7.00,
26/05/2012 8.00,"13,86073"
26/05/2012 9.00,
26/05/2012 10.00,"10,75396"
26/05/2012 11.00,
26/05/2012 12.00,"16,65173"
26/05/2012 13.00,
26/05/2012 14.00,"33,48934"
26/05/2012 15.00,
26/05/2012 16.00,"44,75173"
26/05/2012 17.00,
26/05/2012 18.00,"51,25288"
26/05/2012 19.00,
26/05/2012 20.00,"35,42462"
26/05/2012 21.00,
26/05/2012 22.00,"24,34099"
26/05/2012 23.00,
27/05/2012 0.00,"23,97537"
27/05/2012 1.00,
27/05/2012 2.00,"25,84553"
27/05/2012 3.00,
27/05/2012 4.00,"26,02393"
27/05/2012 5.00,
27/05/2012 6.00,"19,31759"
27/05/2012 7.00,
27/05/2012 8.00,"18,01926"
27/05/2012 9.00,
27/05/2012 10.00,"19,99864"
27/05/2012 11.00,
27/05/2012 12.00,"16,3743"
27/05/2012 13.00,
27/05/2012 14.00,"25,18416"
27/05/2012 15.00,
27/05/2012 16.00,"25,38088"
27/05/2012 17.00,
27/05/2012 18.00,"19,55433"
27/05/2012 19.00,
27/05/2012 20.00,"20,26487"
27/05/2012 21.00,
27/05/2012 22.00,"14,1012"
27/05/2012 23.00,
28/05/2012 0.00,"10,51078"
28/05/2012 1.00,
28/05/2012 2.00,"8,323158"
28/05/2012 3.00,
28/05/2012 4.00,"8,718627"
28/05/2012 5.00,
28/05/2012 6.00,"12,50135"
28/05/2012 7.00,
28/05/2012 8.00,"16,60527"
28/05/2012 9.00,
28/05/2012 10.00,"15,32492"
28/05/2012 11.00,
28/05/2012 12.00,"12,8585"
28/05/2012 13.00,
28/05/2012 14.00,"14,30742"
28/05/2012 15.00,
28/05/2012 16.00,"25,65052"
28/05/2012 17.00,
28/05/2012 18.00,"48,20613"
28/05/2012 19.00,
28/05/2012 20.00,"48,25362"
28/05/2012 21.00,
28/05/2012 22.00,"28,47341"
28/05/2012 23.00,
29/05/2012 0.00,"23,09896"
29/05/2012 1.00,
29/05/2012 2.00,"21,7857"
29/05/2012 3.00,
29/05/2012 4.00,"15,14482"
29/05/2012 5.00,
29/05/2012 6.00,"14,49192"
29/05/2012 7.00,
29/05/2012 8.00,"13,68233"
29/05/2012 9.00,
29/05/2012 10.00,"17,58379"
29/05/2012 11.00,
29/05/2012 12.00,"34,67779"
29/05/2012 13.00,
29/05/2012 14.00,"53,47679"
29/05/2012 15.00,
29/05/2012 16.00,"59,04829"
29/05/2012 17.00,
29/05/2012 18.00,"53,00027"
29/05/2012 19.00,
29/05/2012 20.00,"50,23843"
29/05/2012 21.00,
29/05/2012 22.00,"43,38319"
29/05/2012 23.00,
30/05/2012 0.00,"34,61708"
30/05/2012 1.00,
30/05/2012 2.00,"35,11565"
30/05/2012 3.00,
30/05/2012 4.00,"29,12426"
30/05/2012 5.00,
30/05/2012 6.00,"25,68104"
30/05/2012 7.00,
30/05/2012 8.00,"28,85531"
30/05/2012 9.00,
30/05/2012 10.00,"38,61721"
30/05/2012 11.00,
30/05/2012 12.00,"67,62651"
30/05/2012 13.00,
30/05/2012 14.00,"69,34812"
30/05/2012 15.00,
30/05/2012 16.00,"67,84697"
30/05/2012 17.00,
30/05/2012 18.00,"63,72948"
30/05/2012 19.00,
30/05/2012 20.00,"55,43989"
30/05/2012 21.00,
30/05/2012 22.00,"32,67433"
30/05/2012 23.00,
31/05/2012 0.00,"19,32777"
31/05/2012 1.00,
31/05/2012 2.00,"16,83556"
31/05/2012 3.00,
31/05/2012 4.00,"16,97156"
31/05/2012 5.00,
31/05/2012 6.00,"11,14231"
31/05/2012 7.00,
31/05/2012 8.00,"12,89919"
31/05/2012 9.00,
31/05/2012 10.00,"29,75139"
31/05/2012 11.00,
31/05/2012 12.00,"41,60459"
31/05/2012 13.00,
31/05/2012 14.00,"44,53805"
31/05/2012 15.00,
31/05/2012 16.00,"46,39091"
31/05/2012 17.00,
31/05/2012 18.00,"55,92762"
31/05/2012 19.00,
31/05/2012 20.00,"57,02888"
31/05/2012 21.00,
31/05/2012 22.00,"46,43603"
31/05/2012 23.00,
01/06/2012 0.00,"33,32823"
01/06/2012 1.00,
01/06/2012 2.00,"22,19746"
01/06/2012 3.00,
01/06/2012 4.00,"17,49795"
01/06/2012 5.00,
01/06/2012 6.00,"21,18979"
01/06/2012 7.00,
01/06/2012 8.00,"28,56226"
01/06/2012 9.00,
01/06/2012 10.00,"65,38324"
01/06/2012 11.00,
01/06/2012 12.00,"134,8517"
01/06/2012 13.00,
01/06/2012 14.00,"149,3392"
01/06/2012 15.00,
01/06/2012 16.00,"130,5012"
01/06/2012 17.00,
01/06/2012 18.00,"100,0358"
01/06/2012 19.00,
01/06/2012 20.00,"74,62995"
01/06/2012 21.00,
01/06/2012 22.00,"58,6986"
01/06/2012 23.00,
02/06/2012 0.00,"49,61605"
02/06/2012 1.00,
02/06/2012 2.00,"43,31942"
02/06/2012 3.00,
02/06/2012 4.00,"34,10799"
02/06/2012 5.00,
02/06/2012 6.00,"28,29772"
02/06/2012 7.00,
02/06/2012 8.00,"31,11381"
02/06/2012 9.00,
02/06/2012 10.00,"30,86759"
02/06/2012 11.00,
02/06/2012 12.00,"27,84289"
02/06/2012 13.00,
02/06/2012 14.00,"34,02964"
02/06/2012 15.00,
02/06/2012 16.00,"52,62039"
02/06/2012 17.00,
02/06/2012 18.00,"55,84587"
02/06/2012 19.00,
02/06/2012 20.00,"52,27988"
02/06/2012 21.00,
02/06/2012 22.00,"34,5489"
02/06/2012 23.00,
03/06/2012 0.00,"32,34397"
03/06/2012 1.00,
03/06/2012 2.00,"32,73843"
03/06/2012 3.00,
03/06/2012 4.00,"26,09042"
03/06/2012 5.00,
03/06/2012 6.00,"26,51132"
03/06/2012 7.00,
03/06/2012 8.00,"22,73605"
03/06/2012 9.00,
03/06/2012 10.00,"22,78964"
03/06/2012 11.00,
03/06/2012 12.00,"16,95292"
03/06/2012 13.00,
03/06/2012 14.00,"16,04665"
03/06/2012 15.00,
03/06/2012 16.00,"14,32743"
03/06/2012 17.00,
03/06/2012 18.00,"18,28449"
03/06/2012 19.00,
03/06/2012 20.00,"12,97076"
03/06/2012 21.00,
03/06/2012 22.00,"9,477683"
03/06/2012 23.00,
04/06/2012 0.00,"7,283611"
04/06/2012 1.00,
04/06/2012 2.00,"8,825804"
04/06/2012 3.00,
04/06/2012 4.00,"14,3298"
04/06/2012 5.00,
04/06/2012 6.00,"22,30497"
04/06/2012 7.00,
04/06/2012 8.00,"35,1343"
04/06/2012 9.00,
04/06/2012 10.00,"37,41487"
04/06/2012 11.00,
04/06/2012 12.00,"30,93644"
04/06/2012 13.00,
04/06/2012 14.00,"55,48194"
04/06/2012 15.00,
04/06/2012 16.00,"84,78665"
04/06/2012 17.00,
04/06/2012 18.00,"100,9707"
04/06/2012 19.00,
04/06/2012 20.00,"82,40943"
04/06/2012 21.00,
04/06/2012 22.00,"68,17221"
04/06/2012 23.00,
05/06/2012 0.00,"56,78062"
05/06/2012 1.00,
05/06/2012 2.00,"40,57624"
05/06/2012 3.00,
05/06/2012 4.00,"27,38332"
05/06/2012 5.00,
05/06/2012 6.00,"23,47714"
05/06/2012 7.00,
05/06/2012 8.00,"14,7636"
05/06/2012 9.00,
05/06/2012 10.00,"15,27608"
05/06/2012 11.00,
05/06/2012 12.00,"30,6556"
05/06/2012 13.00,
05/06/2012 14.00,"57,20594"
05/06/2012 15.00,
05/06/2012 16.00,"70,20011"
05/06/2012 17.00,
05/06/2012 18.00,"73,60738"
05/06/2012 19.00,
05/06/2012 20.00,"82,93242"
05/06/2012 21.00,
05/06/2012 22.00,"63,51512"
05/06/2012 23.00,
06/06/2012 0.00,"36,06124"
06/06/2012 1.00,
06/06/2012 2.00,"30,66205"
06/06/2012 3.00,
06/06/2012 4.00,"29,54619"
06/06/2012 5.00,
06/06/2012 6.00,"23,89635"
06/06/2012 7.00,
06/06/2012 8.00,"26,88339"
06/06/2012 9.00,
06/06/2012 10.00,"28,87939"
06/06/2012 11.00,
06/06/2012 12.00,"21,89221"
06/06/2012 13.00,
06/06/2012 14.00,"14,95794"
06/06/2012 15.00,
06/06/2012 16.00,"18,11558"
06/06/2012 17.00,
06/06/2012 18.00,"41,78944"
06/06/2012 19.00,
06/06/2012 20.00,"54,76393"
06/06/2012 21.00,
06/06/2012 22.00,"35,25098"
06/06/2012 23.00,
07/06/2012 0.00,"28,23328"
07/06/2012 1.00,
07/06/2012 2.00,"25,85537"
07/06/2012 3.00,
07/06/2012 4.00,"14,94471"
07/06/2012 5.00,
07/06/2012 6.00,"17,00786"
07/06/2012 7.00,
07/06/2012 8.00,"32,44403"
07/06/2012 9.00,
07/06/2012 10.00,"36,47198"
07/06/2012 11.00,
07/06/2012 12.00,"28,9479"
07/06/2012 13.00,
07/06/2012 14.00,"30,9344"
07/06/2012 15.00,
07/06/2012 16.00,"26,89933"
07/06/2012 17.00,
07/06/2012 18.00,"17,63973"
07/06/2012 19.00,
07/06/2012 20.00,"15,03425"
07/06/2012 21.00,
07/06/2012 22.00,"14,17498"
07/06/2012 23.00,
08/06/2012 0.00,"19,16259"
08/06/2012 1.00,
08/06/2012 2.00,"29,05983"
08/06/2012 3.00,
08/06/2012 4.00,"22,73028"
08/06/2012 5.00,
08/06/2012 6.00,"19,36541"
08/06/2012 7.00,
08/06/2012 8.00,"18,92754"
08/06/2012 9.00,
08/06/2012 10.00,"23,69827"
08/06/2012 11.00,
08/06/2012 12.00,"21,1128"
08/06/2012 13.00,
08/06/2012 14.00,"23,87225"
08/06/2012 15.00,
08/06/2012 16.00,"15,01322"
08/06/2012 17.00,
08/06/2012 18.00,"13,72134"
08/06/2012 19.00,
08/06/2012 20.00,"15,47958"
08/06/2012 21.00,
08/06/2012 22.00,"21,57271"
08/06/2012 23.00,
09/06/2012 0.00,"35,66476"
09/06/2012 1.00,
09/06/2012 2.00,"32,24935"
09/06/2012 3.00,
09/06/2012 4.00,"24,66218"
09/06/2012 5.00,
09/06/2012 6.00,"18,00297"
09/06/2012 7.00,
09/06/2012 8.00,"21,46213"
09/06/2012 9.00,
09/06/2012 10.00,"32,6879"
09/06/2012 11.00,
09/06/2012 12.00,"31,0175"
09/06/2012 13.00,
09/06/2012 14.00,"36,33631"
09/06/2012 15.00,
09/06/2012 16.00,"32,54748"
09/06/2012 17.00,
09/06/2012 18.00,"18,624"
09/06/2012 19.00,
09/06/2012 20.00,"17,43895"
09/06/2012 21.00,
09/06/2012 22.00,"25,00407"
09/06/2012 23.00,
10/06/2012 0.00,"31,1786"
10/06/2012 1.00,
10/06/2012 2.00,"32,85306"
10/06/2012 3.00,
10/06/2012 4.00,"23,79799"
10/06/2012 5.00,
10/06/2012 6.00,"23,28245"
10/06/2012 7.00,
10/06/2012 8.00,"27,41724"
10/06/2012 9.00,
10/06/2012 10.00,"27,86698"
10/06/2012 11.00,
10/06/2012 12.00,"27,36297"
10/06/2012 13.00,
10/06/2012 14.00,"31,19183"
10/06/2012 15.00,
10/06/2012 16.00,"41,20743"
10/06/2012 17.00,
10/06/2012 18.00,"40,24216"
10/06/2012 19.00,
10/06/2012 20.00,"38,32281"
10/06/2012 21.00,
10/06/2012 22.00,"50,11735"
10/06/2012 23.00,
11/06/2012 0.00,"47,02957"
11/06/2012 1.00,
11/06/2012 2.00,"47,94212"
11/06/2012 3.00,
11/06/2012 4.00,"41,83964"
11/06/2012 5.00,
11/06/2012 6.00,"24,65472"
11/06/2012 7.00,
11/06/2012 8.00,"18,61788"
11/06/2012 9.00,
11/06/2012 10.00,"30,55419"
11/06/2012 11.00,
11/06/2012 12.00,"49,8996"
11/06/2012 13.00,
11/06/2012 14.00,"54,94641"
11/06/2012 15.00,
11/06/2012 16.00,"48,83326"
11/06/2012 17.00,
11/06/2012 18.00,"51,90747"
11/06/2012 19.00,
11/06/2012 20.00,"47,29275"
11/06/2012 21.00,
11/06/2012 22.00,"43,50019"
11/06/2012 23.00,
12/06/2012 0.00,"38,13356"
12/06/2012 1.00,
12/06/2012 2.00,"33,99742"
12/06/2012 3.00,
12/06/2012 4.00,"33,22649"
12/06/2012 5.00,
12/06/2012 6.00,"21,10025"
12/06/2012 7.00,
12/06/2012 8.00,"23,08404"
12/06/2012 9.00,
12/06/2012 10.00,"31,25593"
12/06/2012 11.00,
12/06/2012 12.00,"51,81861"
12/06/2012 13.00,
12/06/2012 14.00,"71,79245"
12/06/2012 15.00,
12/06/2012 16.00,
12/06/2012 17.00,
12/06/2012 18.00,"15,94932"
12/06/2012 19.00,
12/06/2012 20.00,"35,84724"
12/06/2012 21.00,
12/06/2012 22.00,"28,91127"
12/06/2012 23.00,
13/06/2012 0.00,"35,03764"
13/06/2012 1.00,
13/06/2012 2.00,"45,55419"
13/06/2012 3.00,
13/06/2012 4.00,"52,00278"
13/06/2012 5.00,
13/06/2012 6.00,"51,12501"
13/06/2012 7.00,
13/06/2012 8.00,"37,27444"
13/06/2012 9.00,
13/06/2012 10.00,"34,23518"
13/06/2012 11.00,
13/06/2012 12.00,"30,28523"
13/06/2012 13.00,
13/06/2012 14.00,"32,44743"
13/06/2012 15.00,
13/06/2012 16.00,"36,73484"
13/06/2012 17.00,
13/06/2012 18.00,"35,68273"
13/06/2012 19.00,
13/06/2012 20.00,"32,91276"
13/06/2012 21.00,
13/06/2012 22.00,"37,05263"
13/06/2012 23.00,
14/06/2012 0.00,"50,02713"
14/06/2012 1.00,
14/06/2012 2.00,"45,039"
14/06/2012 3.00,
14/06/2012 4.00,"31,17927"
14/06/2012 5.00,
14/06/2012 6.00,"28,69541"
14/06/2012 7.00,
14/06/2012 8.00,"18,06605"
14/06/2012 9.00,
14/06/2012 10.00,"16,75044"
14/06/2012 11.00,
14/06/2012 12.00,"24,73307"
14/06/2012 13.00,
14/06/2012 14.00,"32,72961"
14/06/2012 15.00,
14/06/2012 16.00,"40,89844"
14/06/2012 17.00,
14/06/2012 18.00,"40,91846"
14/06/2012 19.00,
14/06/2012 20.00,"31,12705"
14/06/2012 21.00,
14/06/2012 22.00,"27,71299"
14/06/2012 23.00,
15/06/2012 0.00,"34,06592"
15/06/2012 1.00,
15/06/2012 2.00,"27,36772"
15/06/2012 3.00,
15/06/2012 4.00,"19,85076"
15/06/2012 5.00,
15/06/2012 6.00,"21,16436"
15/06/2012 7.00,
15/06/2012 8.00,"22,0489"
15/06/2012 9.00,
15/06/2012 10.00,"21,10771"
15/06/2012 11.00,
15/06/2012 12.00,"25,61762"
15/06/2012 13.00,
15/06/2012 14.00,"32,30769"
15/06/2012 15.00,
15/06/2012 16.00,"36,34378"
15/06/2012 17.00,
15/06/2012 18.00,"29,79989"
15/06/2012 19.00,
15/06/2012 20.00,"25,17297"
15/06/2012 21.00,
15/06/2012 22.00,"22,02041"
15/06/2012 23.00,
16/06/2012 0.00,"28,58939"
16/06/2012 1.00,
16/06/2012 2.00,"27,55833"
16/06/2012 3.00,
16/06/2012 4.00,"17,10012"
16/06/2012 5.00,
16/06/2012 6.00,"10,32356"
16/06/2012 7.00,
16/06/2012 8.00,"9,316579"
16/06/2012 9.00,
16/06/2012 10.00,"12,71401"
16/06/2012 11.00,
16/06/2012 12.00,"22,37857"
16/06/2012 13.00,
16/06/2012 14.00,"38,93026"
16/06/2012 15.00,
16/06/2012 16.00,"45,70546"
16/06/2012 17.00,
16/06/2012 18.00,"33,0508"
16/06/2012 19.00,
16/06/2012 20.00,"25,69426"
16/06/2012 21.00,
16/06/2012 22.00,"32,79507"
16/06/2012 23.00,
17/06/2012 0.00,"30,66341"
17/06/2012 1.00,
17/06/2012 2.00,"18,59313"
17/06/2012 3.00,
17/06/2012 4.00,"11,94715"
17/06/2012 5.00,
17/06/2012 6.00,"7,971781"
17/06/2012 7.00,
17/06/2012 8.00,"10,83876"
17/06/2012 9.00,
17/06/2012 10.00,"16,04143"
17/06/2012 11.00,
17/06/2012 12.00,"14,42477"
17/06/2012 13.00,
17/06/2012 14.00,"19,02862"
17/06/2012 15.00,
17/06/2012 16.00,"25,67019"
17/06/2012 17.00,
17/06/2012 18.00,"19,57807"
17/06/2012 19.00,
17/06/2012 20.00,"17,22798"
17/06/2012 21.00,
17/06/2012 22.00,"18,18104"
17/06/2012 23.00,
