,,,ARPA Puglia,,,,
,,,De Santis,,,,
Field,,,Aver,Aver,Aver,Aver,Aver



13/08/2008 14.00,,,"16,04948478","0,22923402","104,42594085","34,67642975","3,12834794"
13/08/2008 15.00,,,"10,29212201","0,19019478","107,77754085",,"3,12658141"
13/08/2008 16.00,,,"13,50305642","0,17081066","106,70714355","28,81562042","3,02922806"
13/08/2008 17.00,,,"23,2487728","0,27341245","96,4847835",,"2,98198638"
13/08/2008 18.00,,,"32,86859928","0,3708984","88,80038265","19,53602028","3,52438604"
13/08/2008 19.00,,,"71,1830908","0,83096893","63,4564413",,"4,22815919"
13/08/2008 20.00,,,"38,14445736","0,47708829","68,16222735","33,69963074","5,51958749"
13/08/2008 21.00,,,"30,415618","0,65082712","57,81950895",,"4,9533463"
13/08/2008 22.00,,,"23,55377504","0,54129675","51,301425","79,60928345","13,57721442"
13/08/2008 23.00,,,"22,618004","0,56279029","51,0270726",,"5,13480859"
14/08/2008 0.00,,,"17,84184521","0,48184322","48,84986925","54,70085144","4,02064746"
14/08/2008 1.00,,,"14,96186079","0,43821374","49,49182035",,"3,934773"
14/08/2008 2.00,,,"14,58807626","0,4486872","49,87697505","44,93283081","3,39016543"
14/08/2008 3.00,,,"15,19547851","0,3651787","46,3172367",,"4,05287823"
14/08/2008 4.00,,,"12,07280394","0,31427843","50,80002165","28,81562042","3,84558719"
14/08/2008 5.00,,,"15,85999411","0,36216059","42,30068325",,"3,87274109"
14/08/2008 6.00,,,"25,90681608","0,4649224","34,29598515","30,76922989","3,96987374"
14/08/2008 7.00,,,"49,22438264","1,06727168","23,3734998",,"4,67254345"
14/08/2008 8.00,,,"38,66878512","0,5637971","49,77020265","52,7472496","5,64166614"
14/08/2008 9.00,,,"30,64664496","0,53503043","76,61831415",,"4,72133097"
14/08/2008 10.00,,,"29,18134552","0,5146792","86,3907219","52,7472496","4,43500886"
14/08/2008 11.00,,,"19,56021888","0,41818488","97,2199809",,"3,90541221"
14/08/2008 12.00,,,"20,3493204","0,32726893","91,68575115","38,0952301","3,98731325"
14/08/2008 13.00,,,"16,05467204","0,25316283","91,17355485",,"3,98135262"
14/08/2008 14.00,,,"20,50765312","0,21973","91,6992573","28,81562042","4,59020102"
14/08/2008 15.00,,,"10,72561638","0,14194237","95,8996101",,"3,5073879"
14/08/2008 16.00,,,"9,56142444","0,21361435","97,5335151","24,90842056","3,34733855"
14/08/2008 17.00,,,"16,63352239","0,24532672","98,382228",,"3,84117239"
14/08/2008 18.00,,,"23,6926436","0,34821467","97,886271","25,39682007","3,30075893"
14/08/2008 19.00,,,"39,4007752","0,4648313","87,8611167",,"4,81294436"
14/08/2008 20.00,,,"40,72590592","0,7270181","75,4898424","37,11843109","4,14603848"
14/08/2008 21.00,,,"58,75465104","0,69825259","64,728174",,"5,08668314"
14/08/2008 22.00,,,"51,420372","0,6071521","67,709502","42,97924042","6,61056916"
14/08/2008 23.00,,,"63,68007776","0,73287211","48,22144425",,"4,52264985"
15/08/2008 0.00,,,"69,95399984","0,98627906","30,46730085","41,5140419","6,26088998"
15/08/2008 1.00,,,"64,70930736","0,8970532","32,58910305",,"9,02543057"
15/08/2008 2.00,,,,"1,11629848","29,2131441","44,93283081","6,85582989"
15/08/2008 3.00,,,"55,43211128",,"30,46865745",,"6,76465788"
15/08/2008 4.00,,,"32,23394912","0,50706851","51,97579485","50,79365158","6,06220886"
15/08/2008 5.00,,,"33,47470328","0,46755858",,,"6,17391207"
15/08/2008 6.00,,,"40,10683856","0,3903164","37,67735055","38,0952301","7,0081531"
15/08/2008 7.00,,,"64,61324848","0,51445962","35,1460746",,"6,30724891"
15/08/2008 8.00,,,"39,6097568","0,38064419","73,33697805","56,65444183","4,99904316"
15/08/2008 9.00,,,"16,00534818","0,24032184","89,91263505",,"4,42043932"
15/08/2008 10.00,,,"17,55241621","0,28716915","101,2594968","54,70085144","3,83984724"
15/08/2008 11.00,,,"12,49071551","0,23088674","103,4163711",,"3,83675759"
15/08/2008 12.00,,,"16,04299546","0,29293557","106,3828164","52,2588501","3,76147925"
15/08/2008 13.00,,,"12,27916036","0,33636064","102,57170805",,"4,72442163"
15/08/2008 14.00,,,"6,42576547","0,24192784","111,8711412","52,7472496","4,84760372"
15/08/2008 15.00,,,"4,28687034","0,19841166","106,8855564",,"3,70430249"
15/08/2008 16.00,,,"8,55687111","0,18855608","98,10789555","42,00244141","3,44557566"
15/08/2008 17.00,,,"7,7859355","0,18719653","96,82670655",,"3,21245587"
15/08/2008 18.00,,,"8,80476382","0,24455584","96,52534185","35,16482162","3,11223255"
15/08/2008 19.00,,,"12,00790874","0,27897446","96,11584815",,"3,2027425"
15/08/2008 20.00,,,"14,80742282","0,33179843","92,7277197","39,56044006","3,60275403"
15/08/2008 21.00,,,"14,0974781","0,3520095","87,661098",,"4,17826823"
15/08/2008 22.00,,,"11,92354366","0,42380413","85,0825206","48,84004974","3,88620718"
15/08/2008 23.00,,,"14,6231194","0,43831302","76,83050235",,"3,98709257"
16/08/2008 0.00,,,"13,77820469","0,44620637","71,93281725","47,86323166","3,6864216"
16/08/2008 1.00,,,"7,56529644","0,38370085","72,13012275",,"3,67604617"
16/08/2008 2.00,,,"5,76255386","0,36805198","61,28059455","70,32967377","3,44667911"
16/08/2008 3.00,,,"5,21225349","0,34628864","55,8423243",,"3,06344503"
16/08/2008 4.00,,,"3,86246753","0,31876822","53,9610792","77,16725922","3,09832508"
16/08/2008 5.00,,,"8,2518727","0,34852419","43,48998255",,"3,38928268"
16/08/2008 6.00,,,"11,58739302","0,29475181","47,69436525","70,32967377","3,57626423"
16/08/2008 7.00,,,"5,89234042","0,26023274","58,4236149",,"3,5142313"
16/08/2008 8.00,,,"9,78725458","0,29817288","57,3505443","60,56166077","3,11245324"
16/08/2008 9.00,,,"8,47510443","0,31236291","63,2415798",,"3,40981286"
16/08/2008 10.00,,,"8,79567991","0,26149184","72,26526405","50,79365158","3,27294398"
16/08/2008 11.00,,,"12,6036325","0,32896019","80,8240734",,"2,98949184"
16/08/2008 12.00,,,"13,68605776","0,27265091","81,1470639","42,49084091","3,13673615"
16/08/2008 13.00,,,"9,87940342","0,44570413","76,56831945",,"3,1736024"
16/08/2008 14.00,,,"5,391362","0,25273184","79,43477535","43,46763992","3,13121791"
16/08/2008 15.00,,,"5,34853129","0,2359325","79,52937825",,"2,8806586"
16/08/2008 16.00,,,"4,11685148","0,24930026","75,658779","38,0952301","2,93960087"
16/08/2008 17.00,,,"7,95984911","0,25919205","74,1370329",,"2,65394083"
16/08/2008 18.00,,,"9,16038244","0,27095381","76,4602104","34,67642975","2,69345636"
16/08/2008 19.00,,,"20,19228784","0,41424171","67,90004445",,"2,52833014"
16/08/2008 20.00,,,"27,71474592","0,56035851","59,8399452","38,0952301","4,95003495"
16/08/2008 21.00,,,"26,58041368","0,51719741","57,63437295",,"4,89087199"
16/08/2008 22.00,,,"38,28850744","0,61070048","49,3458462","48,84004974","3,6151177"
16/08/2008 23.00,,,"37,43321248","0,75093056","47,4200328",,"5,14628747"
17/08/2008 0.00,,,"31,61484352","0,57132603","45,0860424","47,86323166","8,75345833"
17/08/2008 1.00,,,"23,12416776","0,42861278","48,36604185",,"4,24670317"
17/08/2008 2.00,,,,"0,30969754","54,8962953","34,18803024","3,28905936"
17/08/2008 3.00,,,"6,86314886",,"63,4375287",,"3,12945138"
17/08/2008 4.00,,,"4,50491482","0,17072189","70,06374165","33,69963074","3,37206385"
17/08/2008 5.00,,,"6,2077229","0,17344333",,,"4,05552751"
17/08/2008 6.00,,,"11,14093146","0,17239797","51,9582189","20,51280975","3,00008796"
17/08/2008 7.00,,,"14,52448314","0,20845997","55,28282655",,"3,03033151"
17/08/2008 8.00,,,"7,33816996","0,15472262","76,4237019","22,95482063","3,88863476"
17/08/2008 9.00,,,"7,81967848","0,17173805","80,8835244",,"3,18309508"
17/08/2008 10.00,,,"8,73597771","0,17497574","83,01073305","21,48962021","2,65526598"
17/08/2008 11.00,,,"9,9754451","0,19209512","83,4067206",,"2,57270287"
17/08/2008 12.00,,,"7,84693404","0,17837346","86,697513","24,42000961","2,6142046"
17/08/2008 13.00,,,"5,83393646","0,17249958","87,38540895",,"2,50735858"
17/08/2008 14.00,,,"4,58148851","0,16598214","87,9354504","16,11721039","2,53870557"
17/08/2008 15.00,,,"4,80212758","0,18856659","87,82734135",,"2,62259384"
17/08/2008 16.00,,,"4,15838203","0,18203514","88,6287528","20,02441978","2,87867138"
17/08/2008 17.00,,,"5,2693611","0,19498942","88,62063315",,"3,08463829"
17/08/2008 18.00,,,"8,79567991","0,22809054","85,1554977","11,23320961","2,65107085"
17/08/2008 19.00,,,"12,62828774","0,3231237","76,8291657",,"2,81663947"
17/08/2008 20.00,,,"27,69528176","0,51395621","63,57671985","16,11721039","2,84953128"
17/08/2008 21.00,,,"29,73811992","0,55061856","55,77339705",,"5,49111047"
17/08/2008 22.00,,,"19,11895031","0,3916047","62,2333866","26,86202049","3,89856882"
17/08/2008 23.00,,,"16,84117898","0,40551675","62,8226298",,"2,97381784"
18/08/2008 0.00,,,"20,95672456","0,4660939","55,58419125","27,35042","4,7807136"
18/08/2008 1.00,,,"14,38560694","0,35244984","58,30062315",,"3,58818449"
18/08/2008 2.00,,,"12,99429042","0,35526122","55,1828172","20,51280975","3,65374946"
18/08/2008 3.00,,,"11,58739302","0,31817722","54,803049",,"3,49568732"
18/08/2008 4.00,,,"9,33948713","0,24010459","51,9271368","20,51280975","3,73189777"
18/08/2008 5.00,,,"9,17985042","0,22975027","49,4715312",,"3,56279711"
18/08/2008 6.00,,,"15,71592874","0,25959384","44,1346269","16,11721039","3,35925982"
18/08/2008 7.00,,,"22,31430192","0,34570814","44,5873722",,"3,793709"
18/08/2008 8.00,,,"14,95018421","0,33066314","62,71045095","25,88521957","3,27294398"
18/08/2008 9.00,,,"11,95729237","0,29844269","74,0194476",,"3,68465609"
18/08/2008 10.00,,,"14,71916107","0,4132711","76,46697345","29,7924099","3,10119505"
18/08/2008 11.00,,,"14,15718794","0,35699453","78,19683795",,"3,4113587"
18/08/2008 12.00,,,"14,87361052","0,3050232","77,45892735","32,72283173","2,98375189"
18/08/2008 13.00,,,"13,35120155","0,27303869","83,89324125",,"3,04909618"
18/08/2008 14.00,,,"7,49261558","0,25013421","85,82312445","43,46763992","2,82370355"
18/08/2008 15.00,,,"6,57631826","0,15151763","85,6514946",,"2,53274494"
18/08/2008 16.00,,,"5,53802005","0,17514394","85,41363075","36,63003159","2,46585583"
18/08/2008 17.00,,,"9,42774314","0,23469208","84,85953945",,"2,3817479"
18/08/2008 18.00,,,"16,38433143","0,3486188","80,5794465","29,30401993","2,47004994"
18/08/2008 19.00,,,"25,79389336","0,4617431","69,3744891",,"3,33674242"
18/08/2008 20.00,,,"30,27284896","0,56868168","63,30915045","29,30401993","4,69859288"
18/08/2008 21.00,,,"24,45449912","0,47831819","71,8949721",,"5,91010736"
18/08/2008 22.00,,,"19,73023392","0,49349986","76,41290895","25,39682007","4,60300505"
18/08/2008 23.00,,,"17,09297408","0,36346058","71,50169775",,"3,2789036"
19/08/2008 0.00,,,"14,51539923","0,33262771","71,2732902","27,35042","3,64536124"
19/08/2008 1.00,,,"19,43821416","0,36941854","66,51886605",,"3,10163643"
19/08/2008 2.00,,,,"0,28684795","64,8106074","30,76922989","3,83609451"
19/08/2008 3.00,,,"12,41154724",,"70,9949079",,"3,27404742"
19/08/2008 4.00,,,"11,1201595","0,19754968","72,8909958","24,90842056","2,6342934"
19/08/2008 5.00,,,"10,11042465","0,17582605",,,"3,71975581"
19/08/2008 6.00,,,"13,24219078","0,23323091","66,41209365","15,14041042","3,64227058"
19/08/2008 7.00,,,"17,3356738","0,29639635","66,8756319",,"2,42656098"
19/08/2008 8.00,,,"12,71135075","0,3440893","73,24237515","26,86202049","2,54532828"
19/08/2008 9.00,,,"13,4199934","0,35237859","75,27767415",,"2,92569238"
19/08/2008 10.00,,,"15,54331529","0,32984904","75,533094","29,7924099","2,6950022"
19/08/2008 11.00,,,"22,376614","0,3439725","79,9821036",,"3,38663339"
19/08/2008 12.00,,,"18,61018432","0,36635138","86,2150422","33,69963074","3,04644689"
19/08/2008 13.00,,,"14,0974781","0,39459011","83,028309",,"3,34733855"
19/08/2008 14.00,,,"11,1759746","0,35082165","86,9042748","43,46763992","3,46367724"
19/08/2008 15.00,,,"10,716521","0,23778845","85,35282315",,"3,33652173"
19/08/2008 16.00,,,"11,11756682","0,25352725","86,1393519","37,6068306","3,25969857"
19/08/2008 17.00,,,"14,81391214","0,31433099","85,52578965",,"2,88772268"
19/08/2008 18.00,,,"29,12165288","0,34802546","77,84679525","29,7924099","3,21665099"
19/08/2008 19.00,,,"37,53965352","0,52590368","69,2015226",,"4,5996937"
19/08/2008 20.00,,,"33,35659904","0,65769846","62,9753271","37,6068306","6,94678224"
19/08/2008 21.00,,,"26,75562936","0,55958296","63,974064",,"8,22695234"
19/08/2008 22.00,,,"35,7459872","0,59871213","53,6799837","37,6068306","5,07343773"
19/08/2008 23.00,,,"31,06066944","0,62708752","47,9335857",,"4,84053964"
20/08/2008 0.00,,,"36,2936796","0,80240315","35,8123248","32,23442078","5,98406054"
20/08/2008 1.00,,,"31,91206392","0,51956144","34,1770632",,"7,49359771"
20/08/2008 2.00,,,"15,12279957","0,3307484","45,6252909","29,7924099","3,57295288"
20/08/2008 3.00,,,"10,20386026","0,30051472","57,5438199",,"3,25086796"
20/08/2008 4.00,,,"7,6834045","0,25146106","59,44395765","32,23442078","3,28155288"
20/08/2008 5.00,,,"10,71392833","0,24779821","53,05560855",,"4,22197787"
20/08/2008 6.00,,,"22,09365712","0,32292163","43,3980729","25,39682007","3,76611474"
20/08/2008 7.00,,,"31,24756744","0,40251499","39,9883386",,"4,20078562"
20/08/2008 8.00,,,"20,65692296","0,4318353","58,2952167","33,69963074","3,95751109"
20/08/2008 9.00,,,"15,90282674","0,3570903","73,97621595",,"3,46191173"
20/08/2008 10.00,,,"12,90084334","0,37158518","80,0267118","33,69963074","4,97321441"
20/08/2008 11.00,,,"15,20457198","0,40939101","80,0686068",,"3,15682597"
20/08/2008 12.00,,,"18,43497629","0,34096022","83,75809995","29,30401993","3,18618574"
20/08/2008 13.00,,,"20,55828288","0,33214299","90,25725135",,"3,15373429"
20/08/2008 14.00,,,"14,14031263","0,26078754","88,900392","26,86202049","3,18088819"
20/08/2008 15.00,,,"10,54910246","0,24856675","90,5559228",,"2,89324194"
20/08/2008 16.00,,,"16,12995513","0,27144203","93,6818484","29,30401993","2,66983552"
20/08/2008 17.00,,,"20,72829792","0,29382909","93,8615979",,"2,82789766"
20/08/2008 18.00,,,"35,87317344","0,42731864","81,5538444","29,7924099","2,75239863"
20/08/2008 19.00,,,"38,4922884","0,56691566","88,0530357",,"3,52460673"
20/08/2008 20.00,,,"42,13671336","0,62425862","77,74137945","36,14162064","4,80919163"
20/08/2008 21.00,,,"24,64397832","0,51358595","82,42148985",,"5,95536284"
20/08/2008 22.00,,,"27,98080072","0,62471531","62,96992065","35,65322113","3,99194976"
20/08/2008 23.00,,,"32,19500168","0,65231515","51,4919874",,"4,20056493"
21/08/2008 0.00,,,"28,01196632","0,68867382","52,18526985","38,58362961","4,69881357"
21/08/2008 1.00,,,"19,43303264","0,45735026","59,6710086",,"3,7692054"
21/08/2008 2.00,,,,"0,40584496","59,80210005","33,21123123","3,63873854"
21/08/2008 3.00,,,"12,3674221",,"56,2288356",,"3,47316992"
21/08/2008 4.00,,,"13,94822738","0,18766022","54,43411365","29,7924099","3,47537783"
21/08/2008 5.00,,,"18,72310322","0,17048829",,,"3,32195219"
21/08/2008 6.00,,,"29,23585664","0,24654144","38,6071602","23,44322014","3,20252181"
21/08/2008 7.00,,,"25,26436496","0,33056152","48,2579328",,"3,62107732"
21/08/2008 8.00,,,"13,12927189","0,30633019","67,87167555","25,88521957","3,18883503"
21/08/2008 9.00,,,"14,10396934","0,3513309","74,719533",,"3,20848245"
21/08/2008 10.00,,,"14,18314526","0,38827123","84,57301755","34,18803024","3,36720666"
21/08/2008 11.00,,,"24,17416168","0,40845194","86,07313785",,"3,14380023"
21/08/2008 12.00,,,"20,26886344","0,34796472","94,09539195","41,02563095","3,86391047"
21/08/2008 13.00,,,"15,0059974","0,31835942","97,8389496",,"3,41378627"
21/08/2008 14.00,,,"13,00078166","0,26547472","105,2787036","41,5140419","3,18331679"
21/08/2008 15.00,,,"10,28693475","0,26189013","111,52650495",,"3,40915079"
21/08/2008 16.00,,,"13,17339702","0,29626554","110,25748545","41,02563095","3,270074"
21/08/2008 17.00,,,"20,85030264","0,39032107","102,98662815",,"3,40274877"
21/08/2008 18.00,,,"34,4818684","0,4867967","94,7846445","46,88644028","3,48862324"
21/08/2008 19.00,,,"63,3543112","0,7001541","60,531891",,"4,17186621"
21/08/2008 20.00,,,"44,78437448","0,81913242","64,434909","54,21244049","4,47849781"
21/08/2008 21.00,,,"34,426038","0,56805797","70,4975544",,"4,60741985"
21/08/2008 22.00,,,"27,86789712","0,52091515","68,06898105","52,7472496","3,69856356"
21/08/2008 23.00,,,"27,15277088","0,57607512","59,43721455",,"7,38763343"
22/08/2008 0.00,,,"23,242272","0,59447813","60,08590875","43,46763992","11,52836622"
22/08/2008 1.00,,,"21,31753808","0,4230753","57,95736345",,"4,31955292"
22/08/2008 2.00,,,"13,60040207","0,31553637","62,926689","40,53723145","3,94073364"
22/08/2008 3.00,,,"9,56531727","0,24211122","66,5323722",,"3,54359209"
22/08/2008 4.00,,,"12,00921082","0,20750805","67,54597185","32,23442078","3,46765168"
22/08/2008 5.00,,,"11,72626923","0,22404576","64,0983924",,"2,92591409"
22/08/2008 6.00,,,"11,47708018","0,23219139","61,9157826","24,90842056","2,83871447"
22/08/2008 7.00,,,"14,61663007","0,27736262","61,5941487",,"3,10009059"
22/08/2008 8.00,,,"12,72433132","0,30004168","72,96127965","34,67642975","2,87513934"
22/08/2008 9.00,,,"12,12731506","0,36791182","78,6414636",,"2,80582164"
22/08/2008 10.00,,,"16,4051034","0,40945174","81,78496515","38,0952301","2,965871"
22/08/2008 11.00,,,"23,10080312","0,44744094","84,6392316",,"2,94489842"
22/08/2008 12.00,,,"13,24088871","0,37146488","94,8062703","46,88644028","3,62681726"
22/08/2008 13.00,,,"13,05529278","0,36950848","94,6319472",,"3,45595109"
22/08/2008 14.00,,,"8,40502007","0,33944416","94,74005625","48,84004974","3,27073607"
22/08/2008 15.00,,,"8,95012554","0,29358264","96,10503525",,"3,17470686"
22/08/2008 16.00,,,"9,17725393","0,23861656","94,34273205","38,0952301","3,09567579"
22/08/2008 17.00,,,"12,06760712","0,25177992","88,14223215",,"3,01774817"
22/08/2008 18.00,,,"22,44408848","0,32898589","76,22908965","34,67642975","2,94975562"
22/08/2008 19.00,,,"39,82908232","0,56769822","63,1861587",,"3,72041788"
22/08/2008 20.00,,,"52,7584852","0,86281445","55,1814606","34,18803024","3,93918881"
22/08/2008 21.00,,,"53,06088712","0,73240374","49,63913115",,"6,52579814"
22/08/2008 22.00,,,"56,61057248","1,07694739","45,17523885","40,53723145","9,83075219"
22/08/2008 23.00,,,"48,84800544","0,8741569","40,4100018",,"12,79706355"
23/08/2008 0.00,,,"51,98754768","0,81721923","28,74553605","42,49084091","8,69319091"
23/08/2008 1.00,,,"46,81553032","0,71641616","25,3560909",,"5,97876197"
23/08/2008 2.00,,,,"0,61347214","18,90692024","48,84004974","4,89374196"
23/08/2008 3.00,,,"38,0938276",,"25,8710004",,"4,78733732"
23/08/2008 4.00,,,"33,5292144","0,35071886","28,3347057","41,02563095","4,30917748"
23/08/2008 5.00,,,"29,28128576","0,34854171",,,"4,19990287"
23/08/2008 6.00,,,"39,11525624","0,31763526","20,82734115","36,63003159","4,01049272"
23/08/2008 7.00,,,"63,6489504","0,5783352","11,66985225",,"4,58688967"
23/08/2008 8.00,,,"63,33744736","0,6596864","27,13190025","67,88764954","5,90039399"
23/08/2008 9.00,,,"42,1379944","0,48159677","62,28878775",,"6,0613261"
23/08/2008 10.00,,,"32,78942336","0,3156812","81,06596715","65,44566345","4,24427458"
23/08/2008 11.00,,,"25,91071656","0,28303677","83,1742632",,"3,21201449"
23/08/2008 12.00,,,"28,20404584","0,32263547","90,6748647","51,77045059","3,37294661"
23/08/2008 13.00,,,"23,04501096","0,28918629","95,2035945",,"3,9773792"
23/08/2008 14.00,,,"14,5738051","0,18713696","99,37691505","39,07204056","3,19148431"
23/08/2008 15.00,,,"11,89499176","0,19039218","101,86495935",,"2,86277771"
23/08/2008 16.00,,,"22,66603344","0,23028638","91,91278215","29,7924099","2,80427682"
23/08/2008 17.00,,,"17,24612146","0,26635656","91,61548725",,"3,06543225"
23/08/2008 18.00,,,"21,05276432","0,35180861","83,866209","26,37360954","3,38199791"
23/08/2008 19.00,,,"29,71217408","0,59440454","81,02678535",,"5,02067678"
23/08/2008 20.00,,,"19,86132064","0,74035432","93,17370195","42,49084091","4,0040907"
23/08/2008 21.00,,,"24,68680712","0,93146365","79,0401444",,"5,03061084"
23/08/2008 22.00,,,"25,89643392","1,06744338","70,6110699","55,67765045","5,45512698"
23/08/2008 23.00,,,"16,83209698","0,9576397","71,6341458",,"4,29593207"
