,,,ARPA Puglia,,,,
,,,De Santis,,,,
Field,,,Aver,Aver,Aver,Aver,Aver



30/07/2008 19.00,,,"25,916155","0,502174","74,441144",,"3,289336"
30/07/2008 20.00,,,"39,220355","0,64867","61,191013","64,468849","3,654104"
30/07/2008 21.00,,,"31,421485","0,589225","64,447072",,"5,04572"
30/07/2008 22.00,,,"16,209339","0,507165","78,524638","61,05006","4,678877"
30/07/2008 23.00,,,"21,113623","0,567972","67,993422",,"3,357157"
31/07/2008 0.00,,,"15,178936","0,503532","68,269104","56,654442","3,473722"
31/07/2008 1.00,,,"13,096436","0,503215","62,209783",,"2,95949"
31/07/2008 2.00,,,"11,606376","0,414342","57,411612","56,654442","2,750889"
31/07/2008 3.00,,,"7,70822","0,3628","60,362696",,"2,945163"
31/07/2008 4.00,,,"4,572325","0,363344","55,507257","50,305241","3,097762"
31/07/2008 5.00,,,"9,283826","0,345361","59,931233",,"3,195225"
31/07/2008 6.00,,,"16,611548","0,36121","57,089355","38,58363","3,106227"
31/07/2008 7.00,,,"25,323339","0,409438","52,986323",,"3,142694"
31/07/2008 8.00,,,"20,08451","0,394315","65,895984","78,632462","3,230607"
31/07/2008 9.00,,,"24,539377","0,439592","74,272475",,"3,134012"
31/07/2008 10.00,,,"19,003029","0,493904","78,786997","106,959702","3,565758"
31/07/2008 11.00,,,"14,522654","0,455622","80,732629",,"3,009415"
31/07/2008 12.00,,,"19,715513","0,518109","80,31981","103,540901","3,401655"
31/07/2008 13.00,,,"14,022137","0,470971","86,528262",,"3,852937"
31/07/2008 14.00,,,"10,563205","0,311892","90,215783","77,167259","3,252964"
31/07/2008 15.00,,,"7,686513","0,288638","90,7032",,"3,419021"
31/07/2008 16.00,,,"8,941637","0,28664","90,902952","69,352852","2,868105"
31/07/2008 17.00,,,"11,799169","0,328059","89,226326",,"2,781712"
31/07/2008 18.00,,,"18,193533","0,393044","85,313725","46,88644","2,772378"
31/07/2008 19.00,,,"30,389796","0,492859","72,059163",,"3,0461"
31/07/2008 20.00,,,"28,749073","0,821918","70,679504","47,863232","3,578565"
31/07/2008 21.00,,,"33,045597","0,667335","61,828919",,"15,20835"
31/07/2008 22.00,,,"34,840822","0,629279","58,595504","54,21244","4,959979"
31/07/2008 23.00,,,"34,704205","0,54908","56,976145",,"5,315968"
01/08/2008 0.00,,,"32,44809312","0,66933875","55,03684305","43,46763992","5,09860441"
,,,,,,"40,7163137887",
01/08/2008 1.00,,,"17,5809681","0,48420141","66,9094272",,"3,85066507"
01/08/2008 2.00,,,,"0,39094011","65,3998506","53,72404099","3,2367398"
01/08/2008 3.00,,,"11,61594683",,"60,071046",,"3,63299859"
01/08/2008 4.00,,,"6,53867863","0,33748192","62,88748725","48,35165024","3,27404742"
01/08/2008 5.00,,,"8,02993538","0,31784901",,,"3,42151344"
01/08/2008 6.00,,,"35,5071784","0,39692378","35,5609548","46,39804077","3,46654722"
01/08/2008 7.00,,,"36,5934812","0,47244198","47,82005025",,"3,45440627"
01/08/2008 8.00,,,"17,61990598","0,4150815","82,8377466","87,4236908","3,77803601"
01/08/2008 9.00,,,"15,73929529","0,46239718","94,12647405",,"3,81357711"
01/08/2008 10.00,,,"17,8911576","0,49469822","97,3415961","65,93405151","3,58818449"
01/08/2008 11.00,,,"22,58037584","0,447928","98,57145375",,"3,65198395"
01/08/2008 12.00,,,"18,52452672","0,4428215","97,30917735","57,63124084","3,85353504"
01/08/2008 13.00,,,"14,88009985","0,41687555","96,21990735",,"3,73542981"
01/08/2008 14.00,,,"10,82035598","0,34282669","94,67924865","56,65444183","3,53056737"
01/08/2008 15.00,,,"9,56272269","0,32264832","93,7359129",,"3,28000806"
01/08/2008 16.00,,,"11,74963387","0,36863832","91,7263095","41,5140419","3,29479829"
01/08/2008 17.00,,,"14,36613704","0,44806699","90,031557",,"3,43674505"
01/08/2008 18.00,,,"22,1313044","0,46170573","83,02154595","39,07204056","3,88002586"
01/08/2008 19.00,,,"23,7173084","0,48939901","83,8540395",,"3,39391816"
01/08/2008 20.00,,,"24,19362584","0,52137768","79,3969302","44,4444313","3,15947424"
01/08/2008 21.00,,,"20,05081896","0,54183637","75,197934",,"3,34424788"
01/08/2008 22.00,,,"21,13714088","0,59155462","67,55271495","50,30524063","4,27407674"
01/08/2008 23.00,,,"26,00155568","0,57542688","56,5126443",,"5,38161415"
02/08/2008 0.00,,,"21,13064008","0,60772792","57,1640517","51,77045059","3,71534101"
02/08/2008 1.00,,,"20,18838736","0,57671752","48,59985585",,"3,32305564"
02/08/2008 2.00,,,"16,19095558","0,4859429","54,04217595","56,16604996","4,12374177"
02/08/2008 3.00,,,"13,24866864","0,37936406","53,67864705",,"3,091261"
02/08/2008 4.00,,,"9,58089242","0,35434667","47,5105659","48,35165024","3,23077916"
02/08/2008 5.00,,,"10,94235688","0,35033459","44,82252285",,"3,0596923"
02/08/2008 6.00,,,"25,40583384","0,43369358","33,8121777","46,88644028","3,19258776"
02/08/2008 7.00,,,"19,94567808","0,40807","56,3910291",,"3,59127515"
02/08/2008 8.00,,,"12,14158622","0,39631992","71,06922165","50,79365158","3,22128648"
02/08/2008 9.00,,,"15,74578462","0,43958848","75,70879365",,"3,39060681"
02/08/2008 10.00,,,"14,28567817","0,39647059","83,6648337","50,79365158","3,74050668"
02/08/2008 11.00,,,"18,10790957","0,39111298","86,40019815",,"3,45484765"
02/08/2008 12.00,,,"14,92552706","0,4007443","90,37348005","55,18925095","3,30274615"
02/08/2008 13.00,,,"9,5289778","0,42071126","94,21433385",,"4,24184598"
02/08/2008 14.00,,,"17,23054822","0,40500634","85,7960922","38,0952301","3,10053197"
02/08/2008 15.00,,,"12,43620439","0,37526672","81,7254942",,"3,0687436"
02/08/2008 16.00,,,"8,51793514","0,22912539","81,705225","29,7924099","3,91556797"
02/08/2008 17.00,,,"10,85799179","0,30248981","81,08894955",,"3,20627454"
02/08/2008 18.00,,,"12,26878394","0,40268318","75,9966522","29,30401993","3,32879558"
02/08/2008 19.00,,,"14,52448314","0,45806507","80,190222",,"3,16124077"
02/08/2008 20.00,,,"23,26433648","0,5785139","71,64358215","26,86202049","3,03408424"
02/08/2008 21.00,,,"22,05342864","0,86051466","65,39308755",,"4,46834307"
02/08/2008 22.00,,,"20,1780052","0,62666587","59,06825925","47,86323166","5,43062338"
02/08/2008 23.00,,,"19,3668392","0,72905275","55,00037445",,
03/08/2008 0.00,,,"22,97231672","0,80282363","44,8981932","50,79365158",
03/08/2008 1.00,,,"21,87951312",,"49,15666035",,
03/08/2008 2.00,,,,,"40,94248725","45,90964127","4,27208953"
03/08/2008 3.00,,,"11,87292728",,"51,2473605",,"3,23011709"
03/08/2008 4.00,,,"9,31353173","0,31102555","51,3946713","52,2588501","3,2789036"
03/08/2008 5.00,,,"11,19414051","0,31190038",,,"3,12945138"
03/08/2008 6.00,,,"15,9274858","0,3352744","42,2885337","46,88644028","3,35462332"
03/08/2008 7.00,,,"15,61080506","0,3376723","49,8850947",,"3,49061045"
03/08/2008 8.00,,,"10,4141229","0,27834258","74,44787385","49,81684113","3,68046096"
03/08/2008 9.00,,,"8,40761657","0,26670813","90,2559147",,"3,28751352"
03/08/2008 10.00,,,"6,62304181","0,22048102","97,6713696","40,04883957","2,89456608"
03/08/2008 11.00,,,"7,10455224","0,22024742","101,0621913",,"2,9702858"
03/08/2008 12.00,,,"6,97216918","0,25507018","97,2821451","45,90964127","3,10009059"
03/08/2008 13.00,,,"6,01304115","0,1481351","100,90811745",,"3,04114934"
03/08/2008 14.00,,,"5,62497781","0,12814829","102,60147345","39,07204056","3,21356033"
03/08/2008 15.00,,,"5,57955251","0,13357131","103,9988313",,"3,15770873"
03/08/2008 16.00,,,"7,34855212","0,15146858","102,2486976","32,23442078","3,08507967"
03/08/2008 17.00,,,"7,54842495","0,22683378","104,93406735",,"3,13651546"
03/08/2008 18.00,,,"11,14093146","0,22331576","101,56762455","32,72283173","3,09633786"
03/08/2008 19.00,,,"30,9698112","0,35597603","80,4889134",,"3,2923697"
03/08/2008 20.00,,,"49,57351384","0,52909933","68,5244196","42,49084091","5,17829755"
03/08/2008 21.00,,,"36,86863712","0,64268733","78,44549475",,"4,48865256"
03/08/2008 22.00,,,"35,15544688","0,67221203","71,2313952","54,21244049","6,40195398"
03/08/2008 23.00,,,"38,89073008","0,61403746","55,0436061",,"4,54693276"
04/08/2008 0.00,,,"33,15023688","0,61914979","53,6083632","47,37483978","4,7226551"
04/08/2008 1.00,,,"26,92434424","0,49999043","53,37185595",,"4,01181787"
04/08/2008 2.00,,,"15,11501773","0,38020736","59,5574931","44,93283081","4,2438332"
04/08/2008 3.00,,,"10,48290519","0,25621014","57,7289559",,"3,63586856"
04/08/2008 4.00,,,"9,08380875","0,19748778","65,0768601","44,93283081","3,75463586"
04/08/2008 5.00,,,"12,95794904","0,21090926","64,26056595",,"3,33188625"
04/08/2008 6.00,,,"26,3714512","0,2815137","54,46248255","33,69963074","3,28243564"
04/08/2008 7.00,,,"28,75563872","0,33230534","57,2181162",,"3,9572904"
04/08/2008 8.00,,,"15,60690841","0,31600006","78,91715265","47,86323166","3,47714334"
04/08/2008 9.00,,,"14,39599101","0,37468155","85,39471815",,"3,18861434"
04/08/2008 10.00,,,"17,0345663","0,38912154","83,7175416","45,42124176","3,28331941"
04/08/2008 11.00,,,"22,38179552","0,4443948","82,65394725",,"3,63984198"
04/08/2008 12.00,,,"21,56282856","0,42670661","87,88679235","50,30524063","3,74558456"
04/08/2008 13.00,,,"14,14939654","0,36945242","96,85778865",,"3,65132086"
04/08/2008 14.00,,,"8,5023619","0,2747463","102,487938","45,42124176","3,92903407"
04/08/2008 15.00,,,"10,99297134","0,28333344","94,56976305",,"3,3347552"
04/08/2008 16.00,,,"9,56791377","0,2385348","97,05242085","44,4444313","3,20561248"
04/08/2008 17.00,,,"10,9981586","0,30128093","94,863048",,"3,20362628"
04/08/2008 18.00,,,"18,42718298","0,31774506","91,354641","33,69963074","2,97006511"
04/08/2008 19.00,,,"30,16902736","0,5154676","78,46440735",,"3,2791253"
04/08/2008 20.00,,,"51,64361712","0,74185637","56,03829315","45,90964127","4,58733105"
04/08/2008 21.00,,,"52,74810304","0,70496158","47,1267678",,"5,12597798"
04/08/2008 22.00,,,"57,41913816","0,77930362","41,03166375","52,7472496","5,77588675"
04/08/2008 23.00,,,"47,8512416","0,62744142","41,7087468",,"5,38801718"
05/08/2008 0.00,,,"41,49166192","0,64466826","44,72656335","52,7472496","7,49138981"
05/08/2008 1.00,,,"31,53438656","0,74010554","44,42248545",,"4,5480362"
05/08/2008 2.00,,,,"0,39609917","52,0649913","55,67765045","4,51867541"
05/08/2008 3.00,,,"17,23444487",,"57,951957",,"3,61335117"
05/08/2008 4.00,,,"12,15715946","0,29662645","56,64373575","47,86323166","3,56721293"
05/08/2008 5.00,,,"12,34405746","0,31352157",,,"3,59480719"
05/08/2008 6.00,,,"23,63683232","0,37012869","39,4639728","47,86323166","2,97514299"
05/08/2008 7.00,,,"33,20214768","0,43137978","42,88452",,"3,11708975"
05/08/2008 8.00,,,"29,5278764","0,45211878","54,9300906","51,28205109","3,39458023"
05/08/2008 9.00,,,"23,55377504","0,43887483","76,91564895",,"3,62792071"
05/08/2008 10.00,,,"25,07876712","0,41979205","87,84761055","56,65444183","3,58950964"
05/08/2008 11.00,,,"20,41811416","0,42250531","95,9509614",,"3,84602856"
05/08/2008 12.00,,,"23,85227648","0,34411966","93,2237166","50,79365158","3,82042152"
05/08/2008 13.00,,,"18,51284058","0,29038232","90,00859455",,"3,7175479"
05/08/2008 14.00,,,"17,94307605","0,25013654","90,6235134","45,90964127","3,71379517"
05/08/2008 15.00,,,"11,50173734","0,20498867","93,74267595",,"3,30031755"
05/08/2008 16.00,,,"11,21231598","0,20227658","88,2395283","33,69963074","3,1358534"
05/08/2008 17.00,,,"17,95864738","0,26049203","84,051345",,"3,36919388"
05/08/2008 18.00,,,"33,52793336","0,36595309","75,5006553","29,7924099","3,2252599"
05/08/2008 19.00,,,"37,77456184","0,38855856","70,16915745",,"3,88731063"
05/08/2008 20.00,,,"37,32030888","0,57460344","68,72038845","34,18803024","3,50827066"
05/08/2008 21.00,,,"53,0401228","0,75782293","56,60455395",,"5,85403506"
05/08/2008 22.00,,,"50,77275848","0,64907045","54,40841805","42,97924042","9,3091034"
05/08/2008 23.00,,,"49,1127792","0,73956709","52,60693305",,"5,17631135"
06/08/2008 0.00,,,"50,9427544","0,70765382","46,1361306","46,39804077","4,69925495"
06/08/2008 1.00,,,"41,33981088","0,59756749","46,77403185",,"7,15605948"
06/08/2008 2.00,,,"30,36110688","0,50619602","51,7501005","42,49084091","4,32507218"
06/08/2008 3.00,,,"27,89386208","0,3970289","47,03485815",,"3,67185206"
06/08/2008 4.00,,,"21,62384048","0,32485234","50,95950195","42,49084091","4,02572534"
06/08/2008 5.00,,,"16,28699916","0,27624718","55,8625935",,"3,82505701"
06/08/2008 6.00,,,"41,75383536","0,42787578","29,667246","35,65322113","3,8274856"
06/08/2008 7.00,,,"43,65002312","0,56818294","35,70557235",,"4,59285031"
06/08/2008 8.00,,,"21,44084296","0,51277186","66,1566738","49,32844162","4,44715082"
06/08/2008 9.00,,,"19,587484","0,45184314","83,62024545",,"3,96280966"
06/08/2008 10.00,,,"20,7841092","0,37964672","87,02590995","45,90964127","4,07782422"
06/08/2008 11.00,,,"20,43107752","0,3618791","87,853017",,"3,46036691"
06/08/2008 12.00,,,"18,6491222","0,34304394","91,82224905","54,21244049","3,54955171"
06/08/2008 13.00,,,"15,75615913","0,32563373","90,72755265",,"3,34557303"
06/08/2008 14.00,,,"10,3038005","0,29969829","91,3113894","42,97924042","3,36853181"
06/08/2008 15.00,,,"8,29469958","0,31268528","92,6169174",,"3,29546138"
06/08/2008 16.00,,,"7,92870072","0,32721637","93,3413019","38,0952301","3,28905936"
06/08/2008 17.00,,,"12,18442076","0,32582762","91,0167678",,"3,18442023"
06/08/2008 18.00,,,"18,39732901","0,3637187","89,11798665","24,42000961","3,88333721"
06/08/2008 19.00,,,"40,9257864","0,5602277","78,6725457",,"4,038088"
06/08/2008 20.00,,,"41,8200288","0,61605342","67,44055605","37,6068306","4,1160146"
06/08/2008 21.00,,,"26,81014048","0,45768314","74,0573127",,"4,43567093"
06/08/2008 22.00,,,"24,17416168","0,57094293","68,8082283","41,02563095","3,25219209"
06/08/2008 23.00,,,"22,23772632","0,60382096","58,50199845",,"4,52353261"
07/08/2008 0.00,,,"21,46158816","0,45221106","50,04591165","42,49084091","4,66547936"
07/08/2008 1.00,,,"16,80744174","0,4023176","50,0526747",,"3,45109492"
07/08/2008 2.00,,,,"0,35443894","52,7447676","40,04883957","3,75220726"
07/08/2008 3.00,,,"10,34922771",,"51,46359855",,"3,3462351"
07/08/2008 4.00,,,"4,84106354","0,21923944","53,18400675","38,58362961","3,35175436"
07/08/2008 5.00,,,"4,80991515","0,21722464",,,"3,02878669"
07/08/2008 6.00,,,"10,85929386","0,25502813","45,56853315","36,14162064","2,98905046"
07/08/2008 7.00,,,"15,091655","0,29380106","51,83929695",,"3,0396035"
07/08/2008 8.00,,,"11,68604075","0,33612704","70,05157215","33,21123123","2,92569238"
07/08/2008 9.00,,,"12,62828774","0,40768573","75,67364175",,"2,93364023"
07/08/2008 10.00,,,"14,0494563","0,35839379","79,57127325","38,0952301","3,5343201"
07/08/2008 11.00,,,"24,17156136","0,43936306","77,3724441",,"3,23784324"
07/08/2008 12.00,,,"26,63362464","0,44542147","78,3590115","47,86323166","3,7290278"
07/08/2008 13.00,,,"25,3643052","0,35502178","76,58994525",,"3,62902415"
07/08/2008 14.00,,,"9,59387108","0,24221634","86,90565135","38,58362961","3,41930553"
07/08/2008 15.00,,,"7,9819155","0,23066832","87,4948746",,"3,45705454"
07/08/2008 16.00,,,"8,64123429","0,2333115","82,70394195","33,69963074","3,5118027"
07/08/2008 17.00,,,"14,43362682","0,25802755","77,9670738",,"3,30429097"
07/08/2008 18.00,,,"20,2974096","0,35487344","74,8749435","26,86202049","3,62151869"
07/08/2008 19.00,,,"37,67202128","0,5034407","61,99280955",,"4,20034424"
07/08/2008 20.00,,,"57,57618984","0,70627675","48,595806","33,69963074","6,55317273"
07/08/2008 21.00,,,"41,52020808","0,5213368","50,9649084",,"7,45386149"
07/08/2008 22.00,,,"34,82968032","0,53171565","47,6362509","42,49084091","4,01932333"
07/08/2008 23.00,,,"34,622018","0,50770974","38,63012265",,"4,67916615"
08/08/2008 0.00,,,"41,33202904","0,68516165","28,19415795","43,46763992","4,20475904"
08/08/2008 1.00,,,"31,31764224","0,51073837","37,16108445",,"5,41163803"
08/08/2008 2.00,,,"20,52583624","0,34512298","37,7462778","43,46763992","3,81379882"
08/08/2008 3.00,,,"11,94561578","0,27236008","43,1710419",,"3,46544377"
08/08/2008 4.00,,,"7,43291338","0,23764245","47,92953585","38,58362961","3,19258776"
08/08/2008 5.00,,,"6,86055236","0,25831955","44,3643711",,"3,35418194"
08/08/2008 6.00,,,"17,01509832","0,60217291","35,28662235","33,69963074","3,07404115"
08/08/2008 7.00,,,"18,36099527","0,4579985","34,2527535",,"3,25329656"
08/08/2008 8.00,,,"16,38043669","0,37119974","42,0006552","48,84004974","3,38067275"
08/08/2008 9.00,,,"23,48368112","0,46759245","54,10434015",,"3,35374056"
08/08/2008 10.00,,,"17,21108023","0,36798658","70,14753165","37,6068306","4,24052185"
08/08/2008 11.00,,,"20,88404944","0,38818363","81,89441085",,"3,89040129"
08/08/2008 12.00,,,"28,49996608","0,49146053","83,61888885","47,37483978","3,73145639"
08/08/2008 13.00,,,"21,50831744","0,42104882","86,41236765",,"4,23875633"
08/08/2008 14.00,,,"15,32916555","0,32822669","87,67596075","38,58362961","4,25023521"
08/08/2008 15.00,,,"12,83465563","0,32344723","85,0095435",,"3,97892504"
08/08/2008 16.00,,,"18,91778306","0,29545845","82,4160834","37,6068306","3,51401061"
08/08/2008 17.00,,,"23,49276312","0,39464968","78,011682",,"3,55529165"
08/08/2008 18.00,,,"21,20201504","0,47713968","88,25439105","42,49084091","6,57966354"
08/08/2008 19.00,,,"24,641378","0,49673872","83,43375285",,"3,87251938"
08/08/2008 20.00,,,"24,2715016","0,48517202","82,4282529","47,86323166","4,11226187"
08/08/2008 21.00,,,"19,33827392","0,4800772","79,68614535",,"4,11137912"
08/08/2008 22.00,,,"14,11435341","0,41274083","77,2548588","55,18925095","4,03875006"
08/08/2008 23.00,,,"12,06501254","0,39121342","74,024874",,"3,79613759"
09/08/2008 0.00,,,"11,1201595","0,37748826","70,94353665","37,11843109","3,49016908"
09/08/2008 1.00,,,"11,18765118","0,37308256","66,5796936",,"3,51599681"
09/08/2008 2.00,,,,"0,3480605","63,34023255","44,4444313","3,17271965"
09/08/2008 3.00,,,"6,64380804",,"62,69963805",,"3,15991562"
09/08/2008 4.00,,,"5,5678721","0,25849826","59,0614962","43,46763992","3,2318826"
09/08/2008 5.00,,,"6,90467941","0,23615442",,,"3,36411599"
09/08/2008 6.00,,,"12,75418529","0,20416406","40,49919825","38,0952301","3,59414512"
09/08/2008 7.00,,,"29,34617904","0,3188675","32,54449485",,"3,58730173"
09/08/2008 8.00,,,"33,31767072","0,41158918","38,85176715","65,44566345","3,69922563"
09/08/2008 9.00,,,"27,57847768","0,29947286","60,29945355",,"4,02925739"
09/08/2008 10.00,,,"24,18194352","0,27361685","77,19000135","61,53845978","3,60959844"
09/08/2008 11.00,,,"18,55177846","0,29451704","83,7053721",,"3,70054976"
09/08/2008 12.00,,,"15,26427036","0,31201952","81,28896825","58,6080513","3,44822495"
09/08/2008 13.00,,,"7,62759322","0,29965507","82,76071965",,"3,51975056"
09/08/2008 14.00,,,"5,58604184","0,2546205","80,6645931","43,46763992","3,79856619"
09/08/2008 15.00,,,"5,18240334","0,24746533","79,55639055",,"3,417539"
09/08/2008 16.00,,,"4,44001963","0,25577448","79,52666505","47,37483978","3,34513166"
09/08/2008 17.00,,,"7,82227498","0,27866845","75,68445465",,"3,22570128"
09/08/2008 18.00,,,"12,23503522","0,31094379","73,47076275","42,00244141","3,04644689"
09/08/2008 19.00,,,"21,21629768","0,39084901","63,764589",,"2,74290595"
09/08/2008 20.00,,,"20,99177152","0,42872725","64,24975305","46,88644028","2,81950843"
09/08/2008 21.00,,,"24,10924928","0,39392318","65,4187632",,"2,69787218"
09/08/2008 22.00,,,"25,59273184","0,40328354","66,29993475","42,49084091","3,13430857"
09/08/2008 23.00,,,"19,39018472","0,41397424","67,625712",,"3,15859148"
10/08/2008 0.00,,,"12,95925111","0,41392986","69,1569144","33,21123123","3,20671694"
10/08/2008 1.00,,,"7,71844573","0,28252168","69,8056086",,"3,46809306"
10/08/2008 2.00,,,"6,15321178","0,23459397","69,26366685","36,63003159","2,68021095"
10/08/2008 3.00,,,"2,16095578","0,17097184","78,93742185",,"2,78992695"
10/08/2008 4.00,,,"3,35110504","0,15522954","78,3252162","26,86202049","3,21930028"
10/08/2008 5.00,,,"2,78782984","0,15807362","71,8841592",,"3,80960471"
10/08/2008 6.00,,,"4,61133866","0,16779371","70,2367281","16,11721039","3,23298707"
10/08/2008 7.00,,,"11,66137404","0,22943258","56,43697395",,"2,75151587"
10/08/2008 8.00,,,"13,03971954","0,20911288","52,2866358","20,51280975","3,11488184"
10/08/2008 9.00,,,"17,11373458","0,22994182","51,4122273",,"2,73584187"
10/08/2008 10.00,,,"14,55174253","0,21156802","60,9103026","29,30401993","2,85460916"
10/08/2008 11.00,,,"15,37718734","0,20117866","66,3093711",,"2,60382917"
10/08/2008 12.00,,,"7,82746606","0,22243742","70,8746094","38,0952301","2,69676771"
10/08/2008 13.00,,,"5,16034078","0,20750922","74,8938561",,"3,15373429"
10/08/2008 14.00,,,"4,63340314","0,20744147","79,1347473","36,63003159","2,61619182"
10/08/2008 15.00,,,"3,4549362","0,14111309","78,5644167",,"2,6166332"
10/08/2008 16.00,,,"5,28623259","0,16511198","78,5279481","30,76922989","2,48771116"
10/08/2008 17.00,,,"6,15451003","0,18434427","77,2643151",,"2,53539422"
10/08/2008 18.00,,,"11,44073689","0,19882981","75,8817801","29,30401993","2,50051519"
10/08/2008 19.00,,,"19,8626208","0,29163792","69,72586845",,"2,49808659"
10/08/2008 20.00,,,"33,28520496","0,37084584","58,4236149","34,18803024","3,15704666"
10/08/2008 21.00,,,"45,80058336","0,40762032","47,9227728",,"3,47316992"
10/08/2008 22.00,,,"51,00246616","0,55915547","39,70993635","25,39682007","3,48332467"
10/08/2008 23.00,,,"45,68507944","0,43785867","38,2881996",,"4,41205008"
11/08/2008 0.00,,,"35,85240912","0,43946467","42,4209618","29,30401993","3,53122943"
11/08/2008 1.00,,,"24,39996888","0,42152536","43,7872974",,"5,21229382"
11/08/2008 2.00,,,,"0,24281085","45,10226175","28,32722092","3,20340559"
11/08/2008 3.00,,,"11,32912006",,"49,3147641",,"3,03982419"
11/08/2008 4.00,,,"9,81970122","0,18071763","54,234075","31,25761986","3,01178855"
11/08/2008 5.00,,,"13,95731129","0,16862883",,,"3,55352614"
11/08/2008 6.00,,,"19,75101736","0,19602661","40,7992263","24,90842056","2,84842784"
11/08/2008 7.00,,,"21,49663512","0,24595043","45,1171245",,"3,37360867"
11/08/2008 8.00,,,"20,68676928","0,32743128","52,5812574","28,81562042","2,81685914"
11/08/2008 9.00,,,"18,2935055","0,35347301","58,26008475",,"2,80604233"
11/08/2008 10.00,,,"16,68933558","0,36838603","67,032399","34,67642975","2,93275748"
11/08/2008 11.00,,,"18,68935068","0,39275518","72,50989095",,"3,238726"
11/08/2008 12.00,,,"18,52841573","0,34650122","74,2019103","32,72283173","3,00384069"
11/08/2008 13.00,,,"14,84895337","0,30427218","76,26152835",,"2,93606883"
11/08/2008 14.00,,,"8,51793514","0,23029923","80,94299535","29,30401993","2,84180513"
11/08/2008 15.00,,,"7,43940271","0,17611922","83,129655",,"2,6543822"
11/08/2008 16.00,,,"9,66136086","0,21012904","81,46600455","29,7924099","3,39965811"
11/08/2008 17.00,,,"12,03386606","0,2482035","80,6956752",,"2,65857631"
11/08/2008 18.00,,,"17,10205799","0,28750554","78,34953525","29,30401993","2,51089062"
11/08/2008 19.00,,,"30,5259404","0,40144043","67,2648564",,"3,00185449"
11/08/2008 20.00,,,"34,83228064","0,54340616","61,07518935","33,69963074","4,07009705"
11/08/2008 21.00,,,"42,2301528","0,67679877","55,93423395",,"6,11916391"
11/08/2008 22.00,,,"38,39232904","0,70744826","53,3245545","36,14162064","4,38092378"
11/08/2008 23.00,,,"37,79012552","0,6665519","54,007044",,"4,75930067"
12/08/2008 0.00,,,"37,62269168","0,4927208","40,4613531","34,67642975","4,56216437"
12/08/2008 1.00,,,"38,6817676","0,59788869","37,2516375",,"5,84145172"
12/08/2008 2.00,,,"30,65052632","0,51893306","45,1820019","29,7924099","5,18205028"
12/08/2008 3.00,,,"15,81197232","0,31494886","53,5448424",,"3,88289583"
12/08/2008 4.00,,,"12,98649902","0,30068291","54,0340563","33,21123123","3,25329656"
12/08/2008 5.00,,,"11,53808063","0,29448901","53,1056232",,"3,22879194"
12/08/2008 6.00,,,"17,12281658","0,31639485","50,20267875","24,42000961","3,27117745"
12/08/2008 7.00,,,"26,01583832","0,35461648","49,7458836",,"2,98375189"
12/08/2008 8.00,,,"26,14562488","0,62304274","59,4831594","47,86323166","4,79042697"
12/08/2008 9.00,,,"17,61990598","0,41083699","76,7210367",,"3,3261463"
12/08/2008 10.00,,,"23,96908056","0,40919011","79,21041765","47,86323166","4,50388518"
12/08/2008 11.00,,,"20,5115536","0,38961093","96,49018995",,"4,05442407"
12/08/2008 12.00,,,"22,56219272","0,41024248","108,7344027","48,84004974","3,58178247"
12/08/2008 13.00,,,"18,41939158","0,36334728","100,11482565",,"3,71666515"
12/08/2008 14.00,,,"15,09684034","0,34331725","97,3821744","43,9560318","3,7601541"
12/08/2008 15.00,,,"16,74254272","0,32066155","93,6521229",,"3,08375452"
12/08/2008 16.00,,,"37,50070608","0,30797123",,"29,7924099","3,00362"
12/08/2008 17.00,,,"21,0566648","0,3320916",,,"2,9051622"
12/08/2008 18.00,,,"16,07803859","0,33571123","83,5377921","27,8388195","3,15505944"
12/08/2008 19.00,,,"18,67508334","0,41431413","80,36456505",,"3,26190546"
12/08/2008 20.00,,,"23,87174064","0,4739195","72,99100515","35,16482162","3,36654459"
12/08/2008 21.00,,,"22,60374048","0,54486966","66,2810022",,"5,10699364"
12/08/2008 22.00,,,"18,63095629","0,54770674","56,67617445","46,88644028","4,08665381"
12/08/2008 23.00,,,"15,64195154","0,48736902","56,7261891",,"3,44579635"
13/08/2008 0.00,,,"16,29867574","0,50566691","53,7299784","41,02563095","3,19766564"
13/08/2008 1.00,,,"13,1500343","0,43864941","49,61750535",,"3,08993585"
13/08/2008 2.00,,,,"0,41477082","49,52425905","33,21123123","2,80493888"
13/08/2008 3.00,,,"7,0578287",,"43,95218415",,"2,74533455"
13/08/2008 4.00,,,"5,70284974","0,29315282","49,2958515","33,69963074","2,85747914"
13/08/2008 5.00,,,"6,26093578","0,25752998",,,"2,93518506"
13/08/2008 6.00,,,"22,96453488","0,36042261","28,39010685","21,0012207","2,89699467"
13/08/2008 7.00,,,"33,3578992","0,46643146","34,89604125",,"2,85372641"
13/08/2008 8.00,,,"31,86533464","0,45893056","49,9742712","36,63003159","3,70165423"
13/08/2008 9.00,,,"18,97488685","0,34268069","82,0390284",,"4,32440909"
13/08/2008 10.00,,,"17,33697587","0,3045852","108,450594","34,18803024","4,00563654"
13/08/2008 11.00,,,"22,97361688","0,33819674","95,0103588",,"3,7376367"
13/08/2008 12.00,,,"24,03139264","0,3623463","96,7375101","36,63003159","3,82925111"
13/08/2008 13.00,,,"17,75618952","0,27491683","102,4933245",,"3,60098852"
