,,,ARPA Puglia,,
,,,Viale Pitagora,,
Parm,NO2,CO,O3,PM2.5,Benzene



15/07/2008 14.00,"7,511495",,"117,452485","16,172701",
15/07/2008 15.00,,,"118,746678","16,172701",
15/07/2008 16.00,,,,"16,172701",
15/07/2008 17.00,"18,630092","0,188338","105,703379","16,172701",
15/07/2008 18.00,"23,948235","0,218322","96,70922","16,172701",
15/07/2008 19.00,"23,342157","0,223398","96,372481","16,172701",
15/07/2008 20.00,"17,794348","0,215628","98,962417","16,172701",
15/07/2008 21.00,"11,674909","0,169286","99,319073","16,172701",
15/07/2008 22.00,"8,547565","0,142541","102,149904","16,172701",
15/07/2008 23.00,"9,999592","0,139887","94,305631","16,172701",
16/07/2008 0.00,"8,728749","0,130088","89,466494","16,172701",
16/07/2008 1.00,"4,477296","0,128642","94,243061","12,15791",
16/07/2008 2.00,"4,21445","0,121225","92,754257","12,15791",
16/07/2008 3.00,"5,059128",,"88,783741","12,15791",
16/07/2008 4.00,,"0,148558","86,790075","12,15791",
16/07/2008 5.00,"18,355764","0,153251","86,546531","12,15791",
16/07/2008 6.00,"19,511764","0,172614","85,483127","12,15791",
16/07/2008 7.00,"19,057521","0,209264","87,233251","12,15791",
16/07/2008 8.00,"18,078883","0,241338","90,632337","12,15791",
16/07/2008 9.00,"19,632976","0,250295","93,187666","12,15791",
16/07/2008 10.00,"16,765935","0,23328","97,409262","12,15791",
16/07/2008 11.00,"21,707662","0,223501","94,525217","12,15791",
16/07/2008 12.00,"22,423476","0,220959","99,967218","12,15791",
16/07/2008 13.00,"19,192784","0,220763","102,201778","12,15791",
16/07/2008 14.00,"11,840782","0,176564","110,832636","12,15791",
16/07/2008 15.00,"10,189708","0,175194","111,360984","12,15791",
16/07/2008 16.00,"12,079384","0,192171","109,111784","12,15791",
16/07/2008 17.00,"14,288046","0,219825","108,479611","12,15791",
16/07/2008 18.00,"15,646929","0,240947","106,847952","12,15791",
16/07/2008 19.00,"22,484722","0,252056","100,394444","12,15791",
16/07/2008 20.00,"28,156295","0,267389","96,03845","12,15791",
16/07/2008 21.00,"20,204593","0,196277","102,177843","12,15791",
16/07/2008 22.00,"15,042132","0,186655","103,718993","12,15791",
16/07/2008 23.00,"12,722462","0,182666","105,771226","12,15791",
17/07/2008 0.00,"7,836861","0,163264","116,717812","12,15791",
17/07/2008 1.00,"6,356765","0,155872","118,031428","11,76353",
17/07/2008 2.00,"5,424048","0,154465","116,744457","11,76353",
17/07/2008 3.00,"7,696509","0,156537","109,30477","11,76353",
17/07/2008 4.00,"9,379483","0,164478","96,655968","11,76353",
17/07/2008 5.00,"14,631276","0,199485","90,843975","11,76353",
17/07/2008 6.00,"25,647793","0,239734","78,078049","11,76353",
17/07/2008 7.00,"26,14795","0,299697","89,179024","11,76353",
17/07/2008 8.00,"21,044178","0,316478","91,114125","11,76353",
17/07/2008 9.00,"21,384845","0,322267","91,681101","11,76353",
17/07/2008 10.00,"15,325392","0,256123","98,509901","11,76353",
17/07/2008 11.00,"22,491099","0,269266","95,141425","11,76353",
17/07/2008 12.00,"30,51552","0,284286","89,095169","11,76353",
17/07/2008 13.00,"30,719683","0,259565","86,904534","11,76353",
17/07/2008 14.00,"9,119188","0,173396","104,341871","11,76353",
17/07/2008 15.00,"9,588736","0,157985","104,580078","11,76353",
17/07/2008 16.00,"15,423639","0,161427","101,456493","11,76353",
17/07/2008 17.00,"14,794598","0,213488","104,847616","11,76353",
17/07/2008 18.00,"9,453486","0,161974","110,619681","11,76353",
17/07/2008 19.00,"7,734787","0,154111","106,237065","11,76353",
17/07/2008 20.00,"38,326861","0,354418","74,207825","11,76353",
17/07/2008 21.00,"37,316314","0,479077","84,815044","11,76353",
17/07/2008 22.00,"35,017054","0,422634","80,292656","11,76353",
17/07/2008 23.00,"41,830621","0,435778","64,787794","11,76353",
18/07/2008 0.00,"29,651708","0,34902","82,094691","11,76353",
18/07/2008 1.00,"19,773336","0,277949","85,616208","20,35354",
18/07/2008 2.00,"29,7742","0,285029","47,554191","20,35354",
18/07/2008 3.00,"49,237471",,"42,931856","20,35354",
18/07/2008 4.00,,"0,292928","54,140644","20,35354",
18/07/2008 5.00,"49,641961","0,367286","38,481393","20,35354",
18/07/2008 6.00,"54,952419","0,567101","40,501685","20,35354",
18/07/2008 7.00,"30,482359","0,347277","80,007851","20,35354",
18/07/2008 8.00,"37,187447","0,585817","83,453536","20,35354",
18/07/2008 9.00,"32,278882","0,510128","98,467329","20,35354",
18/07/2008 10.00,"26,015265","0,391798","118,276289","20,35354",
18/07/2008 11.00,"19,297405","0,267633","116,425044","20,35354",
18/07/2008 12.00,"29,106876","0,352289","106,615044","20,35354",
18/07/2008 13.00,"32,074737","0,376096","106,402089","20,35354",
18/07/2008 14.00,"20,205872","0,249739","113,151052","20,35354",
18/07/2008 15.00,"20,640984","0,25107","115,689039","20,35354",
18/07/2008 16.00,"27,696955","0,30538","110,904486","20,35354",
18/07/2008 17.00,"30,866403","0,398493","99,964568","20,35354",
18/07/2008 18.00,"41,38913","0,551869","93,187666","20,35354",
18/07/2008 19.00,"68,9534","0,615497","66,061442","20,35354",
18/07/2008 20.00,"43,801945","0,480291","75,553346","20,35354",
18/07/2008 21.00,"38,058894","0,472929","70,173893","20,35354",
18/07/2008 22.00,"31,913968","0,345123","66,961139","20,35354",
18/07/2008 23.00,"48,655661","0,569097","42,390207","20,35354",
19/07/2008 0.00,"39,674259","0,454918","42,870663","20,35354",
19/07/2008 1.00,"23,351092","0,332633","52,695299","12,44688",
19/07/2008 2.00,"17,509811","0,287016","62,943157","12,44688",
19/07/2008 3.00,"14,177039","0,280046","64,562849","12,44688",
19/07/2008 4.00,"14,667004","0,257256","65,67815","12,44688",
19/07/2008 5.00,"14,230628","0,229378","75,675814","12,44688",
19/07/2008 6.00,"16,429085","0,24461","81,479822","12,44688",
19/07/2008 7.00,"17,878559","0,291283","80,103674","12,44688",
19/07/2008 8.00,"16,420154","0,332555","81,956274","12,44688",
19/07/2008 9.00,"13,708768","0,322178","94,159228","12,44688",
19/07/2008 10.00,"13,53141","0,348609","105,612855","12,44688",
19/07/2008 11.00,"18,787034","0,303304","108,355849","12,44688",
19/07/2008 12.00,"24,300395","0,301464","111,786856","12,44688",
19/07/2008 13.00,"20,787702","0,245588","119,519334","12,44688",
19/07/2008 14.00,"8,491423","0,207685","131,908635","12,44688",
19/07/2008 15.00,"5,708583","0,211483","133,834396","12,44688",
19/07/2008 16.00,"9,495593","0,223152","130,380748","12,44688",
19/07/2008 17.00,"18,414458","0,24136","124,527514","12,44688",
19/07/2008 18.00,"18,528016","0,267124","123,49205","12,44688",
19/07/2008 19.00,"19,476043","0,31928","108,261358","12,44688",
19/07/2008 20.00,"23,434024","0,381891","100,013816","12,44688",
19/07/2008 21.00,"14,553444","0,265871","101,208931","12,44688",
19/07/2008 22.00,"9,66657","0,238579","105,117782","12,44688",
19/07/2008 23.00,"13,956302","0,246293","100,916139","12,44688",
20/07/2008 0.00,"14,03541","0,23157","99,838119","12,44688",
20/07/2008 1.00,"14,266357","0,210856","90,859946","12,15316",
20/07/2008 2.00,"13,126937","0,200088","90,775642","12,15316",
20/07/2008 3.00,"11,196429",,"87,31177","12,15316",
20/07/2008 4.00,,"0,18604","90,008165","12,15316",
20/07/2008 5.00,"10,666913","0,193251","92,784412","12,15316",
20/07/2008 6.00,"11,570282","0,190782","97,920322","12,15316",
20/07/2008 7.00,"12,192943","0,205125","107,083509","12,15316",
20/07/2008 8.00,"14,524097","0,215825","108,929456","12,15316",
20/07/2008 9.00,"9,790336","0,230404","110,53718","12,15316",
20/07/2008 10.00,"11,136459","0,237576","110,867229","12,15316",
20/07/2008 11.00,"9,6066","0,20203","115,072853","12,15316",
20/07/2008 12.00,"9,521111","0,187176","114,316895","12,15316",
20/07/2008 13.00,"6,407804","0,16907","117,187633","12,15316",
20/07/2008 14.00,"5,440635","0,158606","118,345505","12,15316",
20/07/2008 15.00,"5,818315","0,161859","119,901332","12,15316",
20/07/2008 16.00,"7,253755","0,185962","115,494743","12,15316",
20/07/2008 17.00,"10,458932","0,192546","113,208248","12,15316",
20/07/2008 18.00,"17,777761","0,286212","106,065387","12,15316",
20/07/2008 19.00,"23,199239","0,254742","91,420254","12,15316",
20/07/2008 20.00,"34,394405","0,367377","78,831357","12,15316",
20/07/2008 21.00,"53,806626","0,37545","51,405655","12,15316",
20/07/2008 22.00,"80,702331","0,625293","33,398716","12,15316",
20/07/2008 23.00,"81,881286","0,602327","22,505357","12,15316",
21/07/2008 0.00,"53,069144","0,559922","63,03767","12,15316",
21/07/2008 1.00,"30,500208","0,491769","79,373006","17,95278",
21/07/2008 2.00,"26,279376","0,439567","78,730198","17,95278",
21/07/2008 3.00,"26,34318","0,411271","70,752822","17,95278",
21/07/2008 4.00,"44,193663","0,469078","50,093413","17,95278",
21/07/2008 5.00,"41,17477","0,495414","49,400021","17,95278",
21/07/2008 6.00,"57,756971","0,544716","35,634609","17,95278",
21/07/2008 7.00,"39,703603","0,410448","53,488495","17,95278","0,995062"
21/07/2008 8.00,"31,781265","0,332222","70,800752","17,95278","2,054891"
21/07/2008 9.00,"17,563401","0,309845","96,162213","17,95278",
21/07/2008 10.00,"13,87464","0,284998","114,509874","17,95278",
21/07/2008 11.00,"22,117249","0,275473","115,538669","17,95278",
21/07/2008 12.00,"23,028275","0,196112","114,276988","17,95278",
21/07/2008 13.00,"17,083646","0,186667","118,241696","17,95278",
21/07/2008 14.00,"4,946844","0,172048","134,825934","17,95278",
21/07/2008 15.00,"5,499329","0,171696","137,873686","17,95278",
21/07/2008 16.00,"6,548156","0,201834","141,7958","17,95278",
21/07/2008 17.00,"31,496727","0,374549","109,162349","17,95278",
21/07/2008 18.00,"41,306196","0,437371","88,192845","17,95278",
21/07/2008 19.00,"46,626907","0,525709","74,862623","17,95278","0,789404"
21/07/2008 20.00,"54,311921","0,591706","64,419133","17,95278","0,89749"
21/07/2008 21.00,"48,395368","0,567016","63,113518","17,95278","1,449274"
21/07/2008 22.00,"32,530242","0,474878","71,588616","17,95278","0,91978"
21/07/2008 23.00,"28,591389","0,369728","70,189865","17,95278","0,410473"
22/07/2008 0.00,"33,468069","0,378233","59,328466","17,95278","0,757021"
22/07/2008 1.00,"24,629588","0,340022","59,709095","11,38407",
22/07/2008 2.00,"23,343436","0,368983","53,975032","11,38407",
22/07/2008 3.00,"23,315353",,"50,462051","11,38407",
22/07/2008 4.00,,"0,36083","38,446785","11,38407",
22/07/2008 5.00,"61,979068","0,626315","14,159352","11,38407",
22/07/2008 6.00,"33,473167","0,295427","43,383058","11,38407",
22/07/2008 7.00,"31,797855","0,392259","60,713933","11,38407",
22/07/2008 8.00,"32,787977","0,423298","68,849664","11,38407",
22/07/2008 9.00,"23,289846","0,337425","94,571778","11,38407",
22/07/2008 10.00,"18,589262","0,349362","111,164016","11,38407",
22/07/2008 11.00,"21,425682","0,318168","106,595068","11,38407",
22/07/2008 12.00,"18,534397","0,298285","110,55048","11,38407",
22/07/2008 13.00,"16,957327","0,257931","103,28914","11,38407",
22/07/2008 14.00,"7,931282","0,204076","105,19232","11,38407",
22/07/2008 15.00,"10,705191","0,214486","90,62037","11,38407",
22/07/2008 16.00,"15,047234","0,226659","93,461836","11,38407",
22/07/2008 17.00,"20,517215","0,251277","90,165204","11,38407",
22/07/2008 18.00,"25,323696","0,256953","89,24824","11,38407",
22/07/2008 19.00,"23,559055","0,267638","86,011514","11,38407",
22/07/2008 20.00,"22,907063","0,24709","84,974732","11,38407",
22/07/2008 21.00,"18,350661","0,200005","83,26852","11,38407",
22/07/2008 22.00,"13,375747","0,179926","87,391644","11,38407",
22/07/2008 23.00,"13,869537","0,16744","85,539044","11,38407",
23/07/2008 0.00,"9,466245","0,15699","85,121135","11,38407",
23/07/2008 1.00,"6,933492","0,146423","85,951593","7,23796",
23/07/2008 2.00,"7,05343","0,137028","84,398453","7,23796",
23/07/2008 3.00,"8,05505","0,140316","73,809892","7,23796",
23/07/2008 4.00,"11,708083","0,152528","64,529595","7,23796",
23/07/2008 5.00,"16,594956","0,180982","58,009551","7,23796",
23/07/2008 6.00,"20,468723","0,211863","56,649375","7,23796",
23/07/2008 7.00,"22,516624","0,24298","64,089047","7,23796",
23/07/2008 8.00,"17,320973","0,228498","80,425737","7,23796",
23/07/2008 9.00,"16,727657","0,234722","84,297293","7,23796",
23/07/2008 10.00,"17,946186","0,241259","83,916665","7,23796",
23/07/2008 11.00,"19,750369","0,249321","85,565666","7,23796",
23/07/2008 12.00,"18,152889","0,236287","82,619058","7,23796",
23/07/2008 13.00,"20,940815","0,213899","80,781113","7,23796",
23/07/2008 14.00,"9,300373","0,160356","85,652171","7,23796",
23/07/2008 15.00,"8,963522","0,168067","84,692576","7,23796",
23/07/2008 16.00,"10,886375","0,194095","86,292315","7,23796",
23/07/2008 17.00,"14,864774","0,223762","97,666105","7,23796",
23/07/2008 18.00,"14,390122","0,219379","99,566636","7,23796",
23/07/2008 19.00,"16,660032","0,22662","89,274848","7,23796",
23/07/2008 20.00,"19,911137","0,242706","81,744674","7,23796",
23/07/2008 21.00,"15,455537","0,19429","86,881894","7,23796",
23/07/2008 22.00,"16,490331","0,18705","79,998533","7,23796",
23/07/2008 23.00,"17,544263","0,21022","75,618581","7,23796",
24/07/2008 0.00,"17,264829","0,200709","69,440576","7,23796",
24/07/2008 1.00,"11,418444","0,167479","73,965598","6,24298",
24/07/2008 2.00,"6,759964","0,141138","77,789105","6,24298",
24/07/2008 3.00,"11,414616",,"69,553688","6,24298",
24/07/2008 4.00,,"0,294878","62,309667","6,24298",
24/07/2008 5.00,"22,940225","0,222852","64,246085","6,24298",
24/07/2008 6.00,"30,948074","0,320127","58,197197","6,24298",
24/07/2008 7.00,"33,122284","0,36804","58,09737","6,24298",
24/07/2008 8.00,"25,504874","0,323454","65,322811","6,24298",
24/07/2008 9.00,"26,024201","0,316643","62,727553","6,24298",
24/07/2008 10.00,"28,305589","0,356727","61,189052","6,24298",
24/07/2008 11.00,"25,252238","0,300633","73,501114","6,24298",
24/07/2008 12.00,"25,235666","0,260549","78,071418","6,24298",
24/07/2008 13.00,"21,626008","0,235574","82,862602","6,24298",
24/07/2008 14.00,"14,311013","0,191536","94,981715","6,24298",
24/07/2008 15.00,"13,578622","0,202927","90,966405","6,24298",
24/07/2008 16.00,"17,785417","0,219994","88,428403","6,24298",
24/07/2008 17.00,"16,660031","0,246221","93,066568","6,24298",
24/07/2008 18.00,"24,612999","0,25816","87,852124","6,24298",
24/07/2008 19.00,"26,221969","0,273467","84,343892","6,24298",
24/07/2008 20.00,"26,269181","0,273074","81,248246","6,24298",
24/07/2008 21.00,"21,03908","0,260274","82,545875","6,24298",
24/07/2008 22.00,"17,642511","0,231386","88,91284","6,24298",
24/07/2008 23.00,"30,215669","0,30623","73,020658","6,24298",
25/07/2008 0.00,"24,343771","0,255224","71,174712","6,24298",
25/07/2008 1.00,"17,521296","0,219642","79,042957","12,35314",
25/07/2008 2.00,"12,121489","0,202104","85,102499","12,35314",
25/07/2008 3.00,"16,154755","0,248727","76,781774","12,35314",
25/07/2008 4.00,"21,068424","0,325215","65,630234","12,35314",
25/07/2008 5.00,"44,023961","0,484222","41,800628","12,35314",
25/07/2008 6.00,"44,60707","0,486453","44,071133","12,35314",
25/07/2008 7.00,"36,922056","0,448248","68,785777","12,35314",
25/07/2008 8.00,"39,938391","0,476902","85,743975","12,35314",
25/07/2008 9.00,"35,324561","0,474319","96,352527","12,35314",
25/07/2008 10.00,"27,705888","0,350229","111,114754","12,35314",
25/07/2008 11.00,"60,0422","0,359741","100,519562","12,35314",
25/07/2008 12.00,"38,986529","0,36076","110,168519","12,35314",
25/07/2008 13.00,"35,888541","0,277302","106,613689","12,35314",
25/07/2008 14.00,"18,15544","0,231581","118,203106","12,35314",
25/07/2008 15.00,"14,956642","0,214592","116,966692","12,35314",
25/07/2008 16.00,"23,118865","0,272605","111,303773","12,35314",
25/07/2008 17.00,"8,593499","0,199209","125,122392","12,35314",
25/07/2008 18.00,"16,454603","0,243128","118,46929","12,35314",
25/07/2008 19.00,"15,148035","0,205902","113,638139","12,35314",
25/07/2008 20.00,"23,132896","0,254245","94,121948","12,35314",
25/07/2008 21.00,"45,433882","0,368314","70,139285","12,35314",
25/07/2008 22.00,"40,259908","0,436231","60,28671","12,35314",
25/07/2008 23.00,"55,563631","0,486649","53,866474","12,35314",
26/07/2008 0.00,"50,771143","0,39642","60,202832","12,35314",
26/07/2008 1.00,"40,651627","0,403153","80,542868","12,73735",
26/07/2008 2.00,"26,495014","0,331439","102,851278","12,73735",
26/07/2008 3.00,"24,82226",,"96,126287","12,73735",
26/07/2008 4.00,,"0,296016","87,475477","12,73735",
26/07/2008 5.00,"33,918475","0,331248","81,281522","12,73735",
26/07/2008 6.00,"32,30057","0,356314","81,232275","12,73735",
26/07/2008 7.00,"35,85154","0,355414","81,595599","12,73735",
26/07/2008 8.00,"26,636654","0,342784","101,141084","12,73735",
26/07/2008 9.00,"28,433177","0,348219","109,747946","12,73735",
26/07/2008 10.00,"31,935656","0,367028","112,192812","12,73735",
26/07/2008 11.00,"33,322612","0,318227","123,975193","12,73735",
26/07/2008 12.00,"27,96746","0,293826","137,129718","12,73735",
26/07/2008 13.00,"32,642498","0,255073","120,610677","12,73735",
26/07/2008 14.00,"14,090276","0,234232","129,350665","12,73735",
26/07/2008 15.00,"10,258607","0,2103","128,891495","12,73735",
26/07/2008 16.00,"11,23981","0,249717","126,381409","12,73735",
26/07/2008 17.00,"14,807357","0,248387","124,387743","12,73735",
26/07/2008 18.00,"21,099047","0,304228","115,480104","12,73735",
26/07/2008 19.00,"30,218227","0,315451","103,689722","12,73735",
26/07/2008 20.00,"38,605025","0,412545","92,816355","12,73735",
26/07/2008 21.00,"35,285021","0,448638","105,875035","12,73735",
26/07/2008 22.00,"27,159778","0,35819","111,130741","12,73735",
26/07/2008 23.00,"32,576176","0,36167","106,889191","12,73735",
27/07/2008 0.00,"29,550905","0,359324","105,555622","12,73735",
27/07/2008 1.00,"26,427393","0,375592","100,675245","16,97612",
27/07/2008 2.00,"22,385199","0,337426","100,488935","16,97612",
27/07/2008 3.00,"38,060193","0,369687","53,47121","16,97612",
27/07/2008 4.00,"28,660289","0,341494","59,140801","16,97612",
27/07/2008 5.00,"31,910133","0,409769","62,513285","16,97612",
27/07/2008 6.00,"27,520873","0,387323","68,083071","16,97612",
27/07/2008 7.00,"20,856604","0,373402","99,339064","16,97612",
27/07/2008 8.00,"12,718632","0,33946","118,227041","16,97612",
27/07/2008 9.00,"15,005129","0,336058","128,434974","16,97612",
27/07/2008 10.00,"17,359251","0,324405","134,937706","16,97612",
27/07/2008 11.00,"13,778944","0,304932","148,228029","16,97612",
27/07/2008 12.00,"11,168359","0,261174","148,665884","16,97612",
27/07/2008 13.00,"7,709267","0,232863","144,522784","16,97612",
27/07/2008 14.00,"7,461733","0,210613","163,865965","16,97612",
27/07/2008 15.00,"5,083371","0,196575","144,281935","16,97612",
27/07/2008 16.00,"6,278933","0,218551","135,101421","16,97612",
27/07/2008 17.00,"7,997633","0,223126","141,143651","16,97612",
27/07/2008 18.00,"18,580331","0,256443","151,672352","16,97612",
27/07/2008 19.00,"21,284042","0,308333","152,855536","16,97612",
27/07/2008 20.00,"29,163024","0,359363","127,608528","16,97612",
27/07/2008 21.00,"17,035158","0,30059","127,692338","16,97612",
27/07/2008 22.00,"14,533028","0,28577","123,276446","16,97612",
27/07/2008 23.00,"12,532346","0,285809","118,812661","16,97612",
28/07/2008 0.00,"12,616558","0,287256","105,639477","16,97612",
28/07/2008 1.00,"8,106087","0,254878","105,005987","14,05331",
28/07/2008 2.00,"6,675752","0,239941","95,025626","14,05331",
28/07/2008 3.00,"9,019664",,"86,672943","14,05331",
28/07/2008 4.00,,"0,238432","82,79605","14,05331",
28/07/2008 5.00,"16,067992","0,27738","79,941299","14,05331",
28/07/2008 6.00,"32,312044","0,312611","68,900244","14,05331",
28/07/2008 7.00,"26,649406","0,354966","77,25024","14,05331",
28/07/2008 8.00,"29,475628","0,377004","89,686102","14,05331",
28/07/2008 9.00,"25,355598","0,379627","99,353681","14,05331",
28/07/2008 10.00,"22,127446","0,349916","105,336036","14,05331",
28/07/2008 11.00,"29,776758","0,369604","92,266684","14,05331",
28/07/2008 12.00,"24,091134","0,337155","88,942112","14,05331",
28/07/2008 13.00,"26,791028","0,292294","93,93697","14,05331",
28/07/2008 14.00,"12,124042","0,238393","106,219761","14,05331",
28/07/2008 15.00,"10,100391","0,225631","108,475607","14,05331",
28/07/2008 16.00,"16,750622","0,253815","106,966378","14,05331",
28/07/2008 17.00,"18,565022","0,260822","108,053739","14,05331",
28/07/2008 18.00,"28,794273","0,297109","96,904848","14,05331",
28/07/2008 19.00,"29,890313","0,329757","94,020788","14,05331",
28/07/2008 20.00,"35,246726","0,362598","84,852302","14,05331",
28/07/2008 21.00,"28,422965","0,290493","84,313265","14,05331",
28/07/2008 22.00,"15,872773","0,262545","94,275005","14,05331",
28/07/2008 23.00,"17,697376","0,267595","96,116969","14,05331",
29/07/2008 0.00,"12,622938","0,231777","94,818008","14,05331",
29/07/2008 1.00,"12,462167","0,225318","91,240575","17,28924",
29/07/2008 2.00,"8,996698","0,212987","89,630186","17,28924",
29/07/2008 3.00,"8,157124","0,205667","89,44919","17,28924",
29/07/2008 4.00,"10,308371","0,207664","85,24492","17,28924",
29/07/2008 5.00,"18,022743","0,246613","76,921509","17,28924",
29/07/2008 6.00,"26,438866","0,274288","73,668825","17,28924",
29/07/2008 7.00,"29,82779","0,335002","81,535701","17,28924",
29/07/2008 8.00,"26,788488","0,368392","93,401953","17,28924",
29/07/2008 9.00,"24,453508","0,347489","99,721025","17,28924",
29/07/2008 10.00,"20,04894","0,338917","102,350853","17,28924",
29/07/2008 11.00,"42,247844","0,33461","95,199991","17,28924",
29/07/2008 12.00,"26,265344","0,335824","103,59788","17,28924",
29/07/2008 13.00,"17,868352","0,279142","106,008138","17,28924",
29/07/2008 14.00,"9,689535","0,249","115,152704","17,28924",
29/07/2008 15.00,"12,354987","0,234517","114,953072","17,28924",
29/07/2008 16.00,"23,293666","0,270609","108,2374","17,28924",
29/07/2008 17.00,"20,429165","0,298166","109,118438","17,28924",
29/07/2008 18.00,"30,340719","0,404015","97,602241","17,28924",
29/07/2008 19.00,"29,826511","0,399395","94,046078","17,28924",
29/07/2008 20.00,"26,123724","0,383424","95,078856","17,28924",
29/07/2008 21.00,"17,534054","0,299106","97,14441","17,28924",
29/07/2008 22.00,"21,540516","0,285914","88,4191","17,28924",
29/07/2008 23.00,"19,792466","0,30901","85,355361","17,28924",
30/07/2008 0.00,"14,609586","0,281255","89,26288","17,28924",
30/07/2008 1.00,"9,010733","0,247943","91,689087","19,23768",
30/07/2008 2.00,"10,129738","0,248844","84,411012","19,23768",
30/07/2008 3.00,"9,411381",,"80,934132","19,23768",
30/07/2008 4.00,,"0,232423","70,376197","19,23768",
30/07/2008 5.00,"22,117249","0,291968","60,355907","19,23768",
30/07/2008 6.00,"33,886573","0,313671","56,188895","19,23768",
30/07/2008 7.00,"40,604434","0,364206","66,266396","19,23768",
30/07/2008 8.00,"26,935224","0,335648","90,583127","19,23768",
30/07/2008 9.00,"19,900925","0,330555","98,024131","19,23768",
30/07/2008 10.00,"19,089423","0,311868","107,816827","19,23768",
30/07/2008 11.00,"20,833638","0,309205","106,056068","19,23768",
30/07/2008 12.00,"25,687351","0,313514","106,728171","19,23768",
30/07/2008 13.00,"22,286954","0,305326","111,19861","19,23768",
30/07/2008 14.00,"9,337374","0,251188","119,953229","19,23768",
30/07/2008 15.00,"10,014903","0,256555","121,441173","19,23768",
30/07/2008 16.00,"21,456305","0,282997","111,748281","19,23768",
30/07/2008 17.00,"34,803976","0,323268","101,956903","19,23768",
30/07/2008 18.00,"23,86656","0,343718","107,633144","19,23768",
30/07/2008 19.00,"33,542069","0,381481","96,227432","19,23768",
30/07/2008 20.00,"31,089696","0,384068","95,56598","19,23768",
30/07/2008 21.00,"15,991435","0,339212","112,77704","19,23768",
30/07/2008 22.00,"11,198982","0,276063","113,781878","19,23768",
30/07/2008 23.00,"12,409853","0,280294","104,216753","19,23768",
31/07/2008 0.00,"13,217528","0,265016","97,465156","19,23768",
31/07/2008 1.00,"10,36834","0,260825","93,547024","19,43508",
31/07/2008 2.00,"10,821301","0,250483","85,702751","19,43508",
31/07/2008 3.00,"7,82155","0,2401","85,626881","19,43508",
31/07/2008 4.00,"7,621227","0,252637","84,780436","19,43508",
31/07/2008 5.00,"12,648456","0,25628","84,805726","19,43508",
31/07/2008 6.00,"31,36402","0,284917","71,025659","19,43508",
31/07/2008 7.00,"48,383873","0,392176","65,373353","19,43508",
31/07/2008 8.00,"26,284492","0,354294","96,741141","19,43508",
31/07/2008 9.00,"20,531246","0,334081","102,951068","19,43508",
31/07/2008 10.00,"21,622171","0,345715","106,869237","19,43508",
31/07/2008 11.00,"25,929774","0,345951","102,027436","19,43508",
31/07/2008 12.00,"27,587235","0,455483","110,967034","19,43508",
31/07/2008 13.00,"25,587826","0,360288","111,754935","19,43508",
31/07/2008 14.00,"9,832442","0,226742","118,498562","19,43508",
31/07/2008 15.00,"12,658664","0,236184","118,168513","19,43508",
31/07/2008 16.00,"15,663517","0,255692","113,984159","19,43508",
31/07/2008 17.00,"26,470768","0,283154","108,667276","19,43508",
31/07/2008 18.00,"30,810273","0,328557","102,780744","19,43508",
31/07/2008 19.00,"38,638186","0,416386","92,873589","19,43508",
31/07/2008 20.00,"36,312143","0,375253","88,441725","19,43508",
31/07/2008 21.00,"27,472381","0,33933","90,154568","19,43508",
31/07/2008 22.00,"19,514322","0,264898","96,216774","19,43508",
31/07/2008 23.00,"23,220946","0,293496","89,376007","19,43508",
01/08/2008 0.00,"20,58298592","0,2694027","92,66286225",,
01/08/2008 1.00,"105,3674412","12,00609426","0,26064971",,
01/08/2008 2.00,"83,8670469","15,23037251","0,26184341",,
01/08/2008 3.00,"86,5230702","15,3561802",,,
01/08/2008 4.00,"80,57001015",,"0,26627363",,
01/08/2008 5.00,"77,3410827","23,0524104","0,31381707","21,38610077",
01/08/2008 6.00,"71,3460678","40,03108512","0,33887885","21,40265083",
01/08/2008 7.00,"91,63842975","32,55923768","0,39392902","21,42461967",
01/08/2008 8.00,"115,4506899","30,28954072","0,41267659","21,38216972",
01/08/2008 9.00,"123,2185017","27,22737712","0,43297293","21,41987991",
01/08/2008 10.00,"128,71011825","24,16133216","0,40826739","21,41403961",
01/08/2008 11.00,"127,35681","25,50499016","0,37093227","21,41690063",
01/08/2008 12.00,"113,23538205","42,696394","0,4103733","21,40019989",
01/08/2008 13.00,"118,6173534","26,8447668","0,32549474","21,39925957",
01/08/2008 14.00,"123,4296126","14,11108389","0,25658274","21,39533043",
01/08/2008 15.00,"123,8829564","11,48211639","0,25987883","21,40386963",
01/08/2008 16.00,"116,6091066","23,71258576","0,31051981","21,40917015",
01/08/2008 17.00,"113,83216635","21,463634","0,32708322","21,41362953",
01/08/2008 18.00,"110,47334445","29,37776528","0,36644365","21,37306976",
01/08/2008 19.00,"104,3782005","34,84061696","0,48440814","21,40575981",
01/08/2008 20.00,"101,1966543","34,23753392","0,45414293","21,37524986",
01/08/2008 21.00,"108,16058085","17,29775119","0,34459854","21,41473007",
01/08/2008 22.00,"102,81513795","16,72189503","0,32330941","21,41106987",
01/08/2008 23.00,"99,5659413","14,71028748","0,29526806","21,3950901",
02/08/2008 0.00,"94,21916175","14,32249182","0,30007438",,
02/08/2008 1.00,"90,99564075","13,47556759","0,28494178",,
02/08/2008 2.00,"89,8818921","14,19279321","0,27691878",,
02/08/2008 3.00,"90,1498206","12,92435329","0,2591243",,
