,Provincia di TARANTO,,,,,
02/01/2008 13.00,"24,307887","4,134694","17,98072","0,841463","55,251943","2,530427"
02/01/2008 14.00,"31,627996","6,432123","21,780873","1,060717","51,805742","2,638874"
02/01/2008 15.00,"15,501441","0,451703","15,468032","0,875529","57,895198","2,737387"
02/01/2008 16.00,"15,527379","0,906791","14,764588","1,04947","53,000068","2,741526"
02/01/2008 17.00,"41,557644","9,438405","27,10474","1,391194","38,276768","3,137786"
02/01/2008 18.00,"61,655558","14,887596","38,855682","1,915724","33,479134","3,257959"
02/01/2008 19.00,"106,790285","37,696086","49,0258","2,693571","29,269184","4,312212"
02/01/2008 20.00,"101,104342","35,819913","46,214625","2,377459","25,523712","4,499717"
02/01/2008 21.00,"65,969315","19,406325","36,239169","1,55036","30,76278","4,016674"
02/01/2008 22.00,"44,242397","7,931034","32,104144","1,512271","32,71405","3,350954"
02/01/2008 23.00,"37,625235","4,539029","30,686872","1,578023","31,231306","3,753697"
03/01/2008 0.00,"20,009711","0,505841","20,192287","1,170301","27,535928","3,042032"
03/01/2008 1.00,"8,567813",0,"11,787269","0,882425","29,935415","2,440745"
03/01/2008 2.00,"4,809183",0,"9,391401","0,75905","30,283421","1,759709"
03/01/2008 3.00,"1,439642",0,"6,8917","0,690261","29,664592","1,66506"
03/01/2008 4.00,0,0,"2,180426","0,518537","35,290931","1,244518"
03/01/2008 5.00,0,0,"1,391318","0,456235","25,747132","1,034109"
03/01/2008 6.00,0,0,"1,18366","0,505732","28,896817","1,456306"
03/01/2008 7.00,"15,184979","3,791264","11,426465","0,750842","20,202029","1,354068"
03/01/2008 8.00,"80,84821","30,976364","33,376063","1,717157","14,04488","2,725383"
03/01/2008 9.00,"129,168293","57,479681","41,064674","2,210988","18,758553","3,651321"
03/01/2008 10.00,"129,725984","52,551547","49,184153","2,386323","23,308383","4,075312"
03/01/2008 11.00,"131,373135","51,34363","52,685808","2,252606","21,218979","4,124017"
03/01/2008 12.00,"93,4937","33,623982","41,967977","1,388814","35,453423","3,951689"
03/01/2008 13.00,"61,943484","15,523703","38,167802","1,151831","45,136715","2,551123"
03/01/2008 14.00,"63,502454","14,413898","41,430668","1,238596","48,840232","2,923237"
03/01/2008 15.00,"52,875058","9,027303","39,060744","1,157003","53,442859","2,919374"
03/01/2008 16.00,"36,315264","4,007811","30,191092","1,013517","60,450416","3,416904"
03/01/2008 17.00,"52,223945","9,619425","37,500706","1,513256","49,951948","3,538459"
03/01/2008 18.00,"66,301332","14,25826","44,470289","1,69007","36,485279","3,635041"
03/01/2008 19.00,"96,523438","28,40656","53,005075","2,187757","27,725513","3,955689"
03/01/2008 20.00,"100,375446","31,954213","51,416489","2,220346","25,890672","4,350017"
03/01/2008 21.00,"112,98721","39,565501","52,35874","2,184146","21,645511","4,110219"
03/01/2008 22.00,"94,245958","30,284429","47,844738","1,955947","22,211552","4,074898"
03/01/2008 23.00,"82,848143","23,058863","47,525453","1,797274","21,266361","4,049373"
04/01/2008 0.00,"51,295344","9,46209","36,812844","1,618245","22,237267","3,895396"
04/01/2008 1.00,"36,730283","4,730199","29,49803","1,346048","23,60492","3,440222"
04/01/2008 2.00,"0,732946","34,566485","2,57996",,,
04/01/2008 3.00,"39,48464","2,019651",,,,
04/01/2008 4.00,"0,504396","1,699967",,,,
04/01/2008 5.00,"0,456171","44,738593","1,373661",,,
04/01/2008 6.00,"0,441357","44,341848","1,457962",,,
04/01/2008 7.00,"0,394118","41,073021","1,290187",,,
04/01/2008 8.00,"0,498389","41,194873","1,205333",,,
04/01/2008 9.00,"0,698863","34,747954","1,685756",,,
04/01/2008 10.00,"1,043934","33,151434","2,248686",,,
04/01/2008 11.00,"0,97036","38,298435","3,197804",,,
04/01/2008 12.00,"0,824037","49,548418","2,433295",,,
04/01/2008 13.00,"0,897938","50,440782","2,235717",,,
04/01/2008 14.00,"1,204988","38,364789","3,065349",,,
04/01/2008 15.00,"0,717133","50,691295","3,046033",,,
04/01/2008 16.00,"0,635495","52,547783","1,986813",,,
04/01/2008 17.00,"0,874979","48,211909","2,329538",,,
04/01/2008 18.00,"0,880163","47,24912","2,529599",,,
04/01/2008 19.00,"0,763713","50,513917","2,380313",,,
04/01/2008 20.00,"0,686354","53,276296","2,200534",,,
04/01/2008 21.00,"0,600765","53,86941","1,833249",,,
04/01/2008 22.00,"0,565049","53,788151","1,925139",,,
04/01/2008 23.00,"0,496085","54,830818","1,821246",,,
05/01/2008 0.00,"0,391074","55,551215","1,428298",,,
05/01/2008 1.00,"0,323344","56,489621","1,270732",,,
05/01/2008 2.00,"0,305649","53,708273","0,993407",,,
05/01/2008 3.00,"0,238989","55,52819","0,939459",,,
05/01/2008 4.00,"0,172906","59,23576","0,803004",,,
05/01/2008 5.00,"0,14731","61,65827","0,608462",,,
05/01/2008 6.00,"0,143525","63,828927","0,540993",,,
05/01/2008 7.00,"0,15085","62,622413","0,557687",,,
05/01/2008 8.00,"0,159821","63,323834","0,628053",,,
05/01/2008 9.00,"0,260881","59,21138","0,815146",,,
05/01/2008 10.00,"0,360377","60,461227","0,956154",,,
05/01/2008 11.00,"0,398481","59,673144","1,101164",,,
05/01/2008 12.00,"0,351324","60,166049","1,051355",,,
05/01/2008 13.00,"0,305979","60,130836","1,295706",,,
05/01/2008 14.00,"0,376261","59,587836","1,266317",,,
05/01/2008 15.00,"0,261292","64,462661","1,208644",,,
05/01/2008 16.00,"0,263267","64,806595","0,939735",,,
05/01/2008 17.00,"0,264584","66,181034","1,141866",,,
05/01/2008 18.00,"0,340461","64,392235","0,906345",,,
05/01/2008 19.00,"0,311739","67,524309","1,249899",,,
05/01/2008 20.00,"0,244997","70,098477","0,989129",,,
05/01/2008 21.00,"0,249934","69,298183","1,13",,,
05/01/2008 22.00,"0,22105","70,768756","0,968985",,,
05/01/2008 23.00,"0,21035","71,218328","0,74878",,,
06/01/2008 0.00,"0,132581","73,281996","0,574658",,,
06/01/2008 1.00,"0,129288","73,903539","0,640885",,,
06/01/2008 2.00,"0,115874","75,349736","0,413782",,,
06/01/2008 3.00,"76,20146","0,397362",,,,
06/01/2008 4.00,"0,173334","0,416265",,,,
06/01/2008 5.00,"0,159006","75,900875","0,358592",,,
06/01/2008 6.00,"0,138255","76,939471","0,317476",,,
06/01/2008 7.00,"0,123185","77,129036","0,28519",,,
06/01/2008 8.00,"0,137102","77,841309","0,297057",,,
06/01/2008 9.00,"0,16304","77,87245","0,452827",,,
06/01/2008 10.00,"0,210141","74,929965","0,540717",,,
06/01/2008 11.00,"0,258148","71,386227","0,770855",,,
06/01/2008 12.00,"0,311918","71,543312","0,832115",,,
06/01/2008 13.00,"0,404307","68,952888","1,215958",,,
06/01/2008 14.00,"0,418553","69,884513","1,77599",,,
06/01/2008 15.00,"0,345514","74,052488","1,142556",,,
06/01/2008 16.00,"0,423657","66,350287","1,31171",,,
06/01/2008 17.00,"0,494391","60,43687","1,418778",,,
06/01/2008 18.00,"0,593121","57,419891","1,638845",,,
06/01/2008 19.00,"0,606214","61,866804","2,0776",,,
06/01/2008 20.00,"0,511025","61,873569","1,480589",,,
06/01/2008 21.00,"0,544703","55,933078","1,10958",,,
06/01/2008 22.00,"0,489038","55,480789","1,39753",,,
06/01/2008 23.00,"0,488544","60,554674","1,153732",,,
07/01/2008 0.00,"0,406942","59,56346","0,998512",,,
07/01/2008 1.00,"0,304753","64,017153","0,771132",,,
07/01/2008 2.00,"0,198118","73,695001","0,567898",,,
07/01/2008 3.00,"0,207835","73,72752","0,296229",,,
07/01/2008 4.00,"0,197954","73,778973","0,359144",,,
07/01/2008 5.00,"0,221916","60,023843","0,35128",,,
07/01/2008 6.00,"0,281121","39,897645","0,407296",,,
07/01/2008 7.00,"0,669371","20,982013","0,830874",,,
07/01/2008 8.00,"1,474197","12,979192","1,169047",,,
07/01/2008 9.00,"4,225051","12,685351","3,789156",,,
07/01/2008 10.00,"1,19637","26,12628","3,92644",,,
07/01/2008 11.00,"0,803839","37,866477","2,049453",,,
07/01/2008 12.00,"0,980301","35,609153","2,172801",,,
07/01/2008 13.00,"0,811085","46,008771","2,471237",,,
07/01/2008 14.00,"0,65842","55,529549","1,440716",,,
07/01/2008 15.00,"0,614695","54,496356","1,734598",,,
07/01/2008 16.00,"0,612802","59,419918","1,661059",,,
07/01/2008 17.00,"0,695392","58,672451","1,785786",,,
07/01/2008 18.00,"0,941517","46,656047","2,078428",,,
07/01/2008 19.00,"1,486879","30,731639","2,726487",,,
07/01/2008 20.00,"1,764377","23,558875","3,557499",,,
07/01/2008 21.00,"1,522616","21,548034","3,645664",,,
07/01/2008 22.00,"0,83867","27,656445","2,829001",,,
07/01/2008 23.00,"0,581511","40,800841","2,203431",,,
08/01/2008 0.00,"0,55162","42,626188","1,267835",,,
08/01/2008 1.00,"0,471993","42,907843","1,409395",,,
08/01/2008 2.00,"0,731541","31,387036","1,403186",,,
08/01/2008 3.00,"34,073603","1,482521",,,,
08/01/2008 4.00,"0,476062","0,701594",,,,
08/01/2008 5.00,"0,480912","32,91718","1,159802",,,
08/01/2008 6.00,"0,282874","29,908322","1,206852",,,
08/01/2008 7.00,"0,458058","27,68623","1,183257",,,
08/01/2008 8.00,"0,81829","10,800423","1,206023",,,
08/01/2008 9.00,"1,826067","10,128783","1,860291",,,
08/01/2008 10.00,"2,734704","10,155865","3,683055",,,
08/01/2008 11.00,"1,844482","13,076684","3,956517",,,
08/01/2008 12.00,"1,26928","16,02731","3,419526",,,
08/01/2008 13.00,"1,761206","11,893186","2,699721",,,
08/01/2008 14.00,"1,683192","14,230391","3,374271",,,
08/01/2008 15.00,"1,322632","14,753085","3,437325",,,
08/01/2008 16.00,"0,980403","14,767981","2,517458",,,
08/01/2008 17.00,"1,55569","16,49312","2,668262",,,
08/01/2008 18.00,"1,644226","16,740929","3,046171",,,
08/01/2008 19.00,"1,709827","16,945396","3,174623",,,
08/01/2008 20.00,"1,96278","16,22501","2,940897",,,
08/01/2008 21.00,"1,643732","18,685427","3,10881",,,
08/01/2008 22.00,"1,453259","20,644839","3,381032",,,
08/01/2008 23.00,"1,169973","24,891336","2,691166",,,
09/01/2008 0.00,"1,013367","25,489855","2,647843",,,
09/01/2008 1.00,"0,852406","26,875124","2,100641",,,
09/01/2008 2.00,"0,516508","30,25228","1,544057",,,
09/01/2008 3.00,"0,458058","30,638192","1,038662",,,
09/01/2008 4.00,"0,348723","36,162986","0,944289",,,
09/01/2008 5.00,"0,306057","42,146829","0,717737",,,
09/01/2008 6.00,"0,325457","45,587627","0,744503",,,
09/01/2008 7.00,"0,578656","31,675454","0,780928",,,
09/01/2008 8.00,"0,730904","15,940642","1,484177",,,
09/01/2008 9.00,"1,13446","12,707015","1,93052",,,
09/01/2008 10.00,"1,678754","14,471425","3,339501",,,
09/01/2008 11.00,"1,373518","13,103769","3,008228",,,
09/01/2008 12.00,"1,577803","21,083559","2,980772",,,
09/01/2008 13.00,"1,208281","34,842736","3,11088",,,
09/01/2008 14.00,"1,406647","37,56585","2,560368",,,
09/01/2008 15.00,"1,289419","38,546234","3,136819",,,
09/01/2008 16.00,"0,933545","47,997964","1,867604",,,
09/01/2008 17.00,"1,456546","35,675507","2,14631",,,
09/01/2008 18.00,"1,989989","19,526341","2,972908",,,
09/01/2008 19.00,"2,669103","18,074726","3,874286",,,
09/01/2008 20.00,"2,81609","21,772811","4,397342",,,
09/01/2008 21.00,"3,341968","22,868286","4,719648",,,
09/01/2008 22.00,"3,620404","22,918381","5,183375",,,
09/01/2008 23.00,"3,045365","17,046956","3,519694",,,
10/01/2008 0.00,"3,158565","15,292018","4,668045",,,
10/01/2008 1.00,"2,422892","9,393497","4,398584",,,
10/01/2008 2.00,"1,709581","6,988589","3,2879",,,
10/01/2008 3.00,"12,61697","0,111658","14,458293","11,472064","2,483793",
10/01/2008 4.00,"3,151649",0,"7,880681","0,841006","2,534015",
10/01/2008 5.00,"1,296975",0,"5,913105","0,80703","14,215497","1,634154"
10/01/2008 6.00,"2,189293","0,270684","5,734","0,738745","16,642073","2,186185"
10/01/2008 7.00,"18,248433","4,400303","13,365482","0,834161","12,128808","2,646049"
10/01/2008 8.00,"95,161616","42,018572","30,756968","2,104328","10,256067","2,830795"
10/01/2008 9.00,"143,492057","72,013702","33,098326","2,729846","13,375946","4,105253"
10/01/2008 10.00,"268,958548","142,613026","50,328867","4,511889","16,280524","5,013806"
10/01/2008 11.00,"230,363303","106,711924","66,791089","3,47725","15,94335","4,945233"
10/01/2008 12.00,"147,203996","53,3247","65,488026","1,895273","17,709114","4,327804"
10/01/2008 13.00,"112,196062","33,412515","61,007768","1,501242","27,393745","3,46216"
10/01/2008 14.00,"84,443421","21,387383","51,686443","1,272064","33,596938","3,150341"
10/01/2008 15.00,"0,815028","41,416958","2,562161",,,
10/01/2008 16.00,"4,666448","0,539633","7,177566","0,623786","47,620172","1,567099"
10/01/2008 17.00,"3,994682",0,"8,64902","0,990437","48,096818","2,039795"
10/01/2008 18.00,"34,595497","8,475785","23,709506","1,674671","36,298408","3,139165"
10/01/2008 19.00,"111,534626","45,84367","41,272315","2,465536","18,950841","4,184863"
10/01/2008 20.00,"153,865289","68,905939","48,247081","3,186304","32,733022","4,625135"
10/01/2008 21.00,"196,403116","94,314677","51,829214","4,37557","34,63284","5,071479"
10/01/2008 22.00,"283,692233","151,154727","51,96678","4,866005","28,501408","5,617301"
10/01/2008 23.00,"244,295467","127,777844","48,410616","3,268607","15,013075","5,707396"
11/01/2008 0.00,"90,588473","39,778664","29,617433","1,849916","11,044165","3,825857"
11/01/2008 1.00,"83,408437","39,592561","22,717944","3,040995","16,834361","3,878287"
11/01/2008 2.00,"50,963288","25,444262","11,958584","2,096163","10,062431","3,960381"
11/01/2008 3.00,"34,18046","18,249159","6,203828","2,224813","10,310228","3,66843"
11/01/2008 4.00,"13,23433","7,181578","2,273873","1,460668","7,908034","3,109087"
11/01/2008 5.00,"2,58098","2,630707",0,"1,254993","9,052263","2,904334"
11/01/2008 6.00,"0,997446","8,208647","2,514009",,,
11/01/2008 7.00,"8,567815","4,292031","2,022085","0,871189","8,406347","2,317811"
11/01/2008 8.00,"88,103487","48,775507","13,326544","1,385209","8,464576","2,601484"
11/01/2008 9.00,"230,067703","128,672812","32,799806","3,411605","14,280499","3,730379"
11/01/2008 10.00,"298,431081","160,62869","52,179643","3,925626","12,107136","5,098107"
11/01/2008 11.00,"211,756867","101,232343","56,579423","2,431972","16,081468","4,299243"
11/01/2008 12.00,"91,768733","40,673608","29,425335","1,002725","30,053219","3,482303"
11/01/2008 13.00,"33,612386","10,888254","16,92944","0,540905","51,478042","1,595797"
11/01/2008 14.00,"21,008386","3,600094","15,545907","0,614137","59,093576","1,477692"
11/01/2008 15.00,"31,973018","7,880282","20,311672","0,621147","60,363731","2,274625"
11/01/2008 16.00,"13,4185","1,728993","13,407014","0,607705","67,659727","1,320541"
11/01/2008 17.00,"8,023085","0,030452","10,720417","0,675658","61,436204","1,663956"
11/01/2008 18.00,"24,183376","4,278496","19,068334","0,952006","46,643837","1,840837"
11/01/2008 19.00,"58,000692","15,565989","34,157383","1,665352","27,892055","2,827759"
11/01/2008 20.00,"79,36966","25,875673","39,722659","1,724317","21,690199","3,345573"
11/01/2008 21.00,"76,638198","26,122655","36,610364","1,402858","23,858145","3,379239"
11/01/2008 22.00,"98,642696","39,749894","37,721351","1,919436","24,635397","3,150341"
11/01/2008 23.00,"57,323672","20,507663","25,897733","1,174257","23,791791","3,393173"
12/01/2008 0.00,"27,768224","8,179725","15,237009","1,207245","25,720058","2,545605"
12/01/2008 1.00,"8,71048","0,351888","9,687318","1,412506","18,483668","2,615833"
12/01/2008 2.00,"1,338616","14,038112","2,434673",,,
12/01/2008 3.00,"19,432909","2,206467",,,,
12/01/2008 4.00,"0,905015","1,757778",,,,
12/01/2008 5.00,"0,618168","27,882578","1,508046",,,
12/01/2008 6.00,"0,32399","50,157773","0,750573",,,
12/01/2008 7.00,"0,343179","52,516638","0,564173",,,
12/01/2008 8.00,"0,79548","35,178553","0,879854",,,
12/01/2008 9.00,"1,21591","31,515673","1,532881",,,
12/01/2008 10.00,"0,79227","44,450177","2,049315",,,
12/01/2008 11.00,"0,47742","61,415896","1,36621",,,
12/01/2008 12.00,"0,396958","66,082183","0,818319",,,
12/01/2008 13.00,"0,37851","68,033447","0,639368",,,
12/01/2008 14.00,"0,430066","71,384888","0,807695",,,
12/01/2008 15.00,"0,451396","70,336794","0,942495",,,
12/01/2008 16.00,"0,359815","70,707828","0,609841",,,
12/01/2008 17.00,"0,466303","67,662421","0,692901",,,
12/01/2008 18.00,"0,482609","67,051708","0,859986",,,
12/01/2008 19.00,"0,558048","66,604853","1,076329",,,
12/01/2008 20.00,"0,548988","66,695583","1,168633",,,
12/01/2008 21.00,"0,58926","66,183728","0,890479",,,
12/01/2008 22.00,"0,477832","70,41534","0,969261",,,
12/01/2008 23.00,"0,396547","73,2495","0,906622",,,
13/01/2008 0.00,"0,330167","73,758661","0,462486",,,
13/01/2008 1.00,"0,351663","74,02675","0,396259",,,
13/01/2008 2.00,"0,311308","73,162834","0,333481",,,
13/01/2008 3.00,"0,252258","74,706526","0,225862",,,
13/01/2008 4.00,"0,245093","75,950966","0,190127",,,
13/01/2008 5.00,"0,262223","80,254344","0,13066",,,
13/01/2008 6.00,"0,252258","79,922572","0,181573",,,
13/01/2008 7.00,"0,256705","67,56357","0,164464",,,
13/01/2008 8.00,"0,398358","58,597977","0,337758",,,
13/01/2008 9.00,"0,62385","48,66284","0,783411",,,
13/01/2008 10.00,"0,650862","45,434629","0,891307",,,
13/01/2008 11.00,"1,036373","47,289759","1,86181",,,
13/01/2008 12.00,"0,631344","70,339511","1,634016",,,
13/01/2008 13.00,"0,660499","70,770134","1,345238",,,
13/01/2008 14.00,"0,667417","72,022671","1,516601",,,
13/01/2008 15.00,"0,53367","81,723562","1,403325",,,
13/01/2008 16.00,"0,540917","85,026244","1,053839",,,
13/01/2008 17.00,"0,723831","77,307787","1,257487",,,
13/01/2008 18.00,"1,089493","49,754262","2,144102",,,
13/01/2008 19.00,"1,451533","38,204988","2,461164",,,
13/01/2008 20.00,"1,598868","33,200193","2,887226",,,
13/01/2008 21.00,"1,559008","26,462099","3,35054",,,
13/01/2008 22.00,"1,633622","22,170914","2,994707",,,
13/01/2008 23.00,"1,335904","20,503991","3,031407",,,
14/01/2008 0.00,"1,278667","21,229813","2,359479",,,
14/01/2008 1.00,"1,052021","23,362527","2,615005",,,
14/01/2008 2.00,"0,358004","69,586614","0,999754",,,
14/01/2008 3.00,"60,68736","0,445791",,,,
14/01/2008 4.00,"0,299424","0,448413",,,,
14/01/2008 5.00,"0,287772","50,205174","0,577694",,,
14/01/2008 6.00,"0,202268","59,975106","0,429648",,,
14/01/2008 7.00,"0,239605","60,853923","0,297332",,,
14/01/2008 8.00,"0,482328","38,849551","0,671378",,,
14/01/2008 9.00,"0,996083","23,68889","1,58131",,,
14/01/2008 10.00,"2,90816","17,041535","3,350263",,,
14/01/2008 11.00,"1,343673","23,296194","2,974977",,,
14/01/2008 12.00,"0,932078","35,396566","2,811892",,,
14/01/2008 13.00,"0,857899","52,624967","1,694724",,,
14/01/2008 14.00,"0,66958","56,535667","1,762883",,,
14/01/2008 15.00,"0,762713","64,445044","2,512077",,,
14/01/2008 16.00,"0,588262","74,013226","1,590554",,,
14/01/2008 17.00,"1,064025","53,472642","1,845115",,,
14/01/2008 18.00,"1,838556","21,614368","3,053208",,,
14/01/2008 19.00,"2,454717","20,529728","3,872492",,,
14/01/2008 20.00,"3,333786","26,879175","4,682946",,,
14/01/2008 21.00,"3,526208","26,697729","5,001388",,,
14/01/2008 22.00,"3,259196","22,961731","4,800637",,,
14/01/2008 23.00,"3,530311","26,735634","5,052438",,,
15/01/2008 0.00,"3,42052","23,055158","5,088588",,,
15/01/2008 1.00,"3,593248","15,993449","4,765178",,,
15/01/2008 2.00,"2,808544","8,494364","4,250952",,,
15/01/2008 3.00,"2,002586","5,25803","3,702647",,,
15/01/2008 4.00,"2,00915","6,627041","3,343917",,,
15/01/2008 5.00,"1,293537","5,363649","3,136543",,,
15/01/2008 6.00,"1,006503","6,799012","2,982703",,,
15/01/2008 7.00,"1,263586","7,325764","2,782504",,,
15/01/2008 8.00,"2,308574","9,259441","3,200425",,,
15/01/2008 9.00,"4,265618","11,599347","4,288068",,,
15/01/2008 10.00,"3,830392","13,706355","4,919708",,,
15/01/2008 11.00,"1,757484","15,550654","4,076417",,,
15/01/2008 12.00,"0,530987","46,180737","2,739181",,,
15/01/2008 13.00,"0,468132","62,79438","1,343445",,,
15/01/2008 14.00,"0,550844","68,545309","1,413948",,,
15/01/2008 15.00,"0,496194","68,92581","1,902512",,,
15/01/2008 16.00,"0,356043","74,285402","1,209058",,,
15/01/2008 17.00,"0,570374","62,798429","1,136761",,,
15/01/2008 18.00,"1,327015","39,540161","2,074012",,,
15/01/2008 19.00,"2,371757","30,083025","3,53087",,,
15/01/2008 20.00,"2,151271","22,237267","4,170514",,,
15/01/2008 21.00,"1,930541","16,929146","3,965762",,,
15/01/2008 22.00,"1,814349","15,03609","3,489065",,,
15/01/2008 23.00,"2,722548","20,420042","4,301175",,,
16/01/2008 0.00,"2,70228","21,51011","3,848347",,,
16/01/2008 1.00,"4,650545","23,73627","4,958202",,,
16/01/2008 2.00,"1,670422","7,431385","4,452393",,,
16/01/2008 3.00,"8,250624","2,987256",,,,
16/01/2008 4.00,"1,471448","3,260029",,,,
16/01/2008 5.00,"0,388741","34,582745","1,566685",,,
16/01/2008 6.00,"0,346613","39,244961","0,811972",,,
16/01/2008 7.00,"0,664214","28,256302","0,621707",,,
16/01/2008 8.00,"2,357037","9,279752","2,328573",,,
16/01/2008 9.00,"2,654801","10,910107","3,654909",,,
16/01/2008 10.00,"3,873972","12,119326","4,927158",,,
16/01/2008 11.00,"1,431122","24,101894","3,942307",,,
16/01/2008 12.00,"0,633969","44,219972","1,856567",,,
16/01/2008 13.00,"0,650198","61,036746","1,751017",,,
16/01/2008 14.00,"0,671178","67,865533","1,514946",,,
16/01/2008 15.00,"0,735519","67,468784","1,657748",,,
16/01/2008 16.00,"0,58176","76,34907","1,484177",,,
16/01/2008 17.00,"0,696095","70,810727","1,390907",,,
16/01/2008 18.00,"0,935094","50,787432","1,864431",,,
16/01/2008 19.00,"1,02812","37,355957","2,6644",,,
16/01/2008 20.00,"1,158929","37,575325","2,506006",,,
16/01/2008 21.00,"0,901408","48,520656","2,241925",,,
16/01/2008 22.00,"0,94788","44,54362","1,999783",,,
16/01/2008 23.00,"0,746173","44,290398","1,825385",,,
17/01/2008 0.00,"1,387109","26,395765","2,032483",,,
17/01/2008 1.00,"1,11549","21,327308","2,790093",,,
17/01/2008 2.00,"0,549385","38,106156","1,813519",,,
17/01/2008 3.00,"0,243752","58,379964","0,620052",,,
17/01/2008 4.00,"0,19974","57,197826","0,359972",,,
17/01/2008 5.00,"0,179168","62,637314","0,191231",,,
17/01/2008 6.00,"0,211214","68,443742","0,149011",,,
17/01/2008 7.00,"0,242441","72,591405","0,341483",,,
17/01/2008 8.00,"0,309403","73,414705","0,502774",,,
17/01/2008 9.00,"0,637493","64,694198","0,526506",,,
17/01/2008 10.00,"0,671917","63,447064","1,638707",,,
17/01/2008 11.00,"0,447016","70,82699","0,974919",,,
17/01/2008 12.00,"0,422672","75,946917","0,820664",,,
17/01/2008 13.00,"0,414641","74,980057","0,65758",,,
17/01/2008 14.00,"0,51193","72,676709","1,161458",,,
17/01/2008 15.00,"0,551352","70,994889","1,042525",,,
17/01/2008 16.00,"0,47603","73,049082","0,887719",,,
17/01/2008 17.00,"0,759369","62,117316","1,401531",,,
17/01/2008 18.00,"0,73265","57,269588","1,379731",,,
17/01/2008 19.00,"0,702898","56,855225","1,576895",,,
17/01/2008 20.00,"1,113933","42,5341","2,506558",,,
17/01/2008 21.00,"1,486282","36,948379","2,785816",,,
17/01/2008 22.00,"2,018619","19,767375","3,613516",,,
17/01/2008 23.00,"1,805028","20,074747","3,925336",,,
18/01/2008 0.00,"1,136227","26,946884","2,881431",,,
18/01/2008 1.00,"0,847231","33,689027","2,456336",,,
18/01/2008 2.00,"0,554057","42,792729","1,653746",,,
18/01/2008 3.00,"57,227613","0,821906",,,,
18/01/2008 4.00,"0,201799","0,266013",,,,
18/01/2008 5.00,"0,201799","54,962169","0,208615",,,
18/01/2008 6.00,"0,300727","37,500854","0,498083",,,
18/01/2008 7.00,"0,363123","36,705986","0,77665",,,
18/01/2008 8.00,"0,964989","14,757147","1,127655",,,
18/01/2008 9.00,"1,904364","18,468773","1,964737",,,
18/01/2008 10.00,"1,498222","33,73505","3,95707",,,
18/01/2008 11.00,"0,517387","58,099668","1,657057",,,
