,ARPA Puglia,,,,
04/01/2008 5.00,,"7,12215445","0,3481464",,"47,13702011"
04/01/2008 6.00,,"6,68547842","0,3071581",,"47,13702011"
04/01/2008 7.00,,"13,8855119","0,4330371",,"47,13702011"
04/01/2008 8.00,,"23,10548922","0,57225955",,"47,13702011"
04/01/2008 9.00,,"24,17547726","0,54055865",,"47,13702011"
04/01/2008 10.00,,"23,09783355","0,57104285",,"47,13702011"
04/01/2008 11.00,,"20,08960668","0,34003775",,"47,13702011"
04/01/2008 12.00,,"21,64735683","0,38198515",,"47,13702011"
04/01/2008 13.00,,"24,30825705","0,4835359",,"47,13702011"
04/01/2008 14.00,,"23,60216727","0,3569577",,"47,13702011"
04/01/2008 15.00,,"22,32150723","0,3681265",,"47,13702011"
04/01/2008 16.00,,"29,88034335","0,59212695",,"47,13702011"
04/01/2008 17.00,,"24,17929569","0,55725665",,"47,13702011"
04/01/2008 18.00,,"18,92259666","0,38721995",,"47,13702011"
04/01/2008 19.00,,"14,06426522","0,3220874",,"47,13702011"
04/01/2008 20.00,,"11,28716434","0,2771546",,"47,13702011"
04/01/2008 21.00,,"17,83347133","0,3661347",,"47,13702011"
04/01/2008 22.00,,"23,67240381","0,40244365",,"47,13702011"
04/01/2008 23.00,,"12,49887256","0,27483275",,"47,13702011"
05/01/2008 0.00,,"12,36097833","0,28659035",,"47,13702011"
05/01/2008 1.00,,"8,98249354","0,33259265",,"28,34649086"
05/01/2008 2.00,,"7,72481744","0,3182901",,"28,34649086"
05/01/2008 3.00,,"4,98984908","0,29370425",,"28,34649086"
05/01/2008 4.00,,"5,72274876","0,2944046",,"28,34649086"
05/01/2008 5.00,,"7,77972195","0,3304916",,"28,34649086"
05/01/2008 6.00,,"12,23457137","0,43517495",,"28,34649086"
05/01/2008 7.00,,"20,32072515","0,4595768",,"28,34649086"
05/01/2008 8.00,,"25,04882556","0,5704529",,"28,34649086"
05/01/2008 9.00,,"27,57182967","0,59935125",,"28,34649086"
05/01/2008 10.00,,"22,51814697","0,75670805",,"28,34649086"
05/01/2008 11.00,,"23,3838396","1,04683695",,"28,34649086"
05/01/2008 12.00,,"18,68000785","0,5524646",,"28,34649086"
05/01/2008 13.00,,"22,96121652","0,44228885",,"28,34649086"
05/01/2008 14.00,,"22,61518776","0,57015735",,"28,34649086"
05/01/2008 15.00,,"19,3541733","0,49507385",,"28,34649086"
05/01/2008 16.00,,"24,87391137","0,57111645",,"28,34649086"
05/01/2008 17.00,,"37,84649121","1,1285203",,"28,34649086"
05/01/2008 18.00,,"36,15851943","1,3379974",,"28,34649086"
05/01/2008 19.00,,"39,7144935","1,17009855",,"28,34649086"
05/01/2008 20.00,,"39,38505516","1,8521279",,"28,34649086"
05/01/2008 21.00,,"33,73891389","1,3140383",,"28,34649086"
05/01/2008 22.00,,"37,47363939","1,64581905",,"28,34649086"
05/01/2008 23.00,,"38,69335503","1,5030224",,"28,34649086"
06/01/2008 0.00,,"31,22100729","0,9268195",,"28,34649086"
06/01/2008 1.00,,"18,42464141","0,43528535",,"26,4524498"
06/01/2008 2.00,,,"0,4403718",,"26,4524498"
06/01/2008 3.00,,"18,71064934",,,"26,4524498"
06/01/2008 4.00,,"9,86058384","0,33314005",,"26,4524498"
06/01/2008 5.00,,"6,61780756","0,27713735",,"26,4524498"
06/01/2008 6.00,,"4,9936788","0,238372",,"26,4524498"
06/01/2008 7.00,,"8,71308167","0,27010855",,"26,4524498"
06/01/2008 8.00,,"10,55809062","0,31692735",,"26,4524498"
06/01/2008 9.00,,"13,11814103","0,49288885",,"26,4524498"
06/01/2008 10.00,,"15,63604198","0,48556795",,"26,4524498"
06/01/2008 11.00,,"15,21724298","0,40642725",,"26,4524498"
06/01/2008 12.00,,"14,05405891","0,37278745",,"26,4524498"
06/01/2008 13.00,,"10,17121406","0,291157",,"26,4524498"
06/01/2008 14.00,,"25,28632062","0,4049633",,"26,4524498"
06/01/2008 15.00,,"30,38597496","0,6375531",,"26,4524498"
06/01/2008 16.00,,"20,72036241","0,4891916",,"26,4524498"
06/01/2008 17.00,,"28,48477302","0,6845168",,"26,4524498"
06/01/2008 18.00,,"27,48628179","0,6538417",,"26,4524498"
06/01/2008 19.00,,"20,95275996","0,37502075",,"26,4524498"
06/01/2008 20.00,,"10,24527468","0,2502331",,"26,4524498"
06/01/2008 21.00,,"8,17809142","0,25905475",,"26,4524498"
06/01/2008 22.00,,"6,022804","0,2367988",,"26,4524498"
06/01/2008 23.00,,"5,6984895","0,2120531",,"26,4524498"
07/01/2008 0.00,,"5,20435644","0,21322495",,"26,4524498"
07/01/2008 1.00,,"4,54934146","0,1988396",,"37,50590134"
07/01/2008 2.00,,"5,79680561","0,1709452",,"37,50590134"
07/01/2008 3.00,,"4,05904","0,1952148",,"37,50590134"
07/01/2008 4.00,,"4,88387166","0,22486525",,"37,50590134"
07/01/2008 5.00,,"6,73399693","0,1988028",,"37,50590134"
07/01/2008 6.00,,"12,45291221","0,29555",,"37,50590134"
07/01/2008 7.00,,"11,25141029","0,31308405",,"37,50590134"
07/01/2008 8.00,,"33,1962642","0,54212265",,"37,50590134"
07/01/2008 9.00,,"35,79462117","1,6623894",,"37,50590134"
07/01/2008 10.00,,"34,38244161","0,8323654",,"37,50590134"
07/01/2008 11.00,,"27,20155482","0,49589035",,"37,50590134"
07/01/2008 12.00,,"23,54981904","0,52217245",,"37,50590134"
07/01/2008 13.00,,"21,23238942","0,33453385",,"37,50590134"
07/01/2008 14.00,,"17,90625286","0,3306181",,"37,50590134"
07/01/2008 15.00,,"13,45905723","0,3344246",,"37,50590134"
07/01/2008 16.00,,"13,54077351","0,34467455",,"37,50590134"
07/01/2008 17.00,"14,91205025","17,85517807","0,36440395",,"37,50590134"
07/01/2008 18.00,"13,73997021","21,00255003","0,4497305",,"37,50590134"
07/01/2008 19.00,"13,25870037","28,06980561","0,6023746",,"37,50590134"
07/01/2008 20.00,"12,64603043","21,89122848","0,4658006",,"37,50590134"
07/01/2008 21.00,"12,34945011","21,46602843","0,52561325",,"37,50590134"
07/01/2008 22.00,"12,68153954","21,57712029","0,48165105",,"37,50590134"
07/01/2008 23.00,"12,6069603","18,8600346","0,6585268",,"37,50590134"
08/01/2008 0.00,"12,21094036","11,8859995","0,4264867",,"37,50590134"
08/01/2008 1.00,"11,95876026","13,08749013","0,38435415",,"28,82715988"
08/01/2008 2.00,"11,72257042",,"0,3176599",,"28,82715988"
08/01/2008 3.00,"11,66751957","7,92144966",,,"28,82715988"
08/01/2008 4.00,"11,79537964","7,36730518","0,2621517",,"28,82715988"
08/01/2008 5.00,"11,79716015","5,52867094","0,23698395",,"28,82715988"
08/01/2008 6.00,"11,57161999","12,15668669","0,31535415",,"28,82715988"
08/01/2008 7.00,"11,57516956","15,68328518","0,33141045",,"28,82715988"
08/01/2008 8.00,"12,26243973","28,84500333","0,60046905",,"28,82715988"
08/01/2008 9.00,"11,86997032","21,79418769","0,4362341",,"28,82715988"
08/01/2008 10.00,"12,98167038","24,27456834","1,78513005",,"28,82715988"
08/01/2008 11.00,"13,10064983","24,3235872","0,56317685",,"28,82715988"
08/01/2008 12.00,"12,49330044","20,06026308","0,42374165",,"28,82715988"
08/01/2008 13.00,"12,53415012","23,78859318","0,48910535",,"28,82715988"
08/01/2008 14.00,"13,02962017","27,70590735","0,4837774",,"28,82715988"
08/01/2008 15.00,"12,64603043","25,85705364","0,36918105",,"28,82715988"
08/01/2008 16.00,"12,39562988","26,38567107","0,3988637",,"28,82715988"
08/01/2008 17.00,"13,02073956","24,45892515","0,61145615",,"28,82715988"
08/01/2008 18.00,"13,28534031","23,53960521","0,72373755",,"28,82715988"
08/01/2008 19.00,"12,76500988","17,93178932","0,6534875",,"28,82715988"
08/01/2008 20.00,"13,06513023","24,60319785","0,50038455",,"28,82715988"
08/01/2008 21.00,"13,39721966","25,90812279","0,6479031",,"28,82715988"
08/01/2008 22.00,"13,39367008","20,64248901","0,50361835",,"28,82715988"
08/01/2008 23.00,"13,26581001","14,1459815","0,3184396",,"28,82715988"
09/01/2008 0.00,"13,14150047","9,15997342","0,2230954",,"28,82715988"
09/01/2008 1.00,"12,70995998","8,80629087","0,2668184",,"45,91181183"
09/01/2008 2.00,"12,7614603","7,980182","0,2902232",,"45,91181183"
09/01/2008 3.00,"12,7969799","11,8489739","0,4046367",,"45,91181183"
09/01/2008 4.00,"12,60163021","14,29154268","0,4005956",,"45,91181183"
09/01/2008 5.00,"12,34235001","13,28922926","0,4338099",,"45,91181183"
09/01/2008 6.00,"12,04932976","11,0075424","0,38806635",,"45,91181183"
09/01/2008 7.00,"11,71191025","11,12373177","0,3333574",,"45,91181183"
09/01/2008 8.00,"11,97119045","26,03836323","0,47470275",,"45,91181183"
09/01/2008 9.00,"11,96586037","27,94849992","0,6318836",,"45,91181183"
09/01/2008 10.00,"11,78827953","23,26509207","0,5150459",,"45,91181183"
09/01/2008 11.00,"11,70302963","27,93700701","0,28823945",,"45,91181183"
09/01/2008 12.00,"11,00510979","16,33957925","0,35330875",,"45,91181183"
09/01/2008 13.00,"10,95538998","12,34310507","0,3669765",,"45,91181183"
09/01/2008 14.00,"10,71920013","11,24120399","0,3445998",,"45,91181183"
09/01/2008 15.00,"10,92698002","11,30376605","0,33460745",,"45,91181183"
09/01/2008 16.00,"11,11166954","11,4569829","0,3273314",,"45,91181183"
09/01/2008 17.00,"11,40468979","26,99981757","0,527942",,"45,91181183"
09/01/2008 18.00,"11,85931015","44,18083395","1,15280715",,"45,91181183"
09/01/2008 19.00,"11,84510994","43,35727572","0,83495405",,"45,91181183"
09/01/2008 20.00,"10,81332016","20,82124044","0,58051885",,"45,91181183"
09/01/2008 21.00,"10,83285046","28,10938185","0,60528295",,"45,91181183"
09/01/2008 22.00,"10,94651031","32,07648609","0,76191295",,"45,91181183"
09/01/2008 23.00,"10,75471973","26,06262813","0,40926545",,"45,91181183"
10/01/2008 0.00,"10,68190956","27,82721304","0,4996382",,"45,91181183"
10/01/2008 1.00,"10,1757803","12,89086544","0,2945219",,"50,78619003"
10/01/2008 2.00,"10,26990032",,"0,37579355",,"50,78619003"
10/01/2008 3.00,"9,65722847","7,16556605",,,"50,78619003"
10/01/2008 4.00,"9,9768858","5,07156537","0,26018635",,"50,78619003"
10/01/2008 5.00,"9,48496723","5,86192395","0,27706145",,"50,78619003"
10/01/2008 6.00,"9,64302063","8,10148205","0,27963515",,"50,78619003"
10/01/2008 7.00,"9,71227932","12,41460564","0,27948795",,"50,78619003"
10/01/2008 8.00,"10,29298973","24,10014321","0,5958518",,"50,78619003"
10/01/2008 9.00,"10,65526962","28,21663647","0,8987963",,"50,78619003"
10/01/2008 10.00,"11,14896011","26,20180332","0,7626547",,"50,78619003"
10/01/2008 11.00,"10,06744957","19,59802614","0,3244518",,"50,78619003"
10/01/2008 12.00,"9,83659077","17,6036451","0,33007645",,"50,78619003"
10/01/2008 13.00,"10,12250042","12,85000636","0,26963475",,"50,78619003"
10/01/2008 14.00,"10,27877998","10,72408699","0,27489255",,"50,78619003"
10/01/2008 15.00,"10,48478031","9,18168016","0,23676775",,"50,78619003"
10/01/2008 16.00,"10,76891994","17,34954834","0,25110595",,"50,78619003"
10/01/2008 17.00,"10,66059017","21,37666212","0,28437775",,"50,78619003"
10/01/2008 18.00,"10,80976963","18,02754726","0,29143645",,"50,78619003"
10/01/2008 19.00,"11,23952961","28,81419255","0,5583135",,"50,78619003"
10/01/2008 20.00,"11,86641979","33,54101388","1,0638351",,"50,78619003"
10/01/2008 21.00,"11,73855019","26,25287247","0,6806321",,"50,78619003"
10/01/2008 22.00,"10,99446011","17,6687578","0,43195265",,"50,78619003"
10/01/2008 23.00,"11,06727028","16,95756675","0,3168779",,"50,78619003"
11/01/2008 0.00,"11,04951","20,73825072","0,35213575",,"50,78619003"
11/01/2008 1.00,"11,00333977","10,63725627","0,2513992",,"32,13187027"
11/01/2008 2.00,"10,5824604","7,95847714","0,28930435",,"32,13187027"
11/01/2008 3.00,"10,30541992","8,25087107","0,30882675",,"32,13187027"
11/01/2008 4.00,"9,86855698","4,84812138","0,2831645",,"32,13187027"
11/01/2008 5.00,"9,73891735","11,49657043","0,3927986",,"32,13187027"
11/01/2008 6.00,"9,95557499","20,89578447","0,46066585",,"32,13187027"
11/01/2008 7.00,"9,67676163","13,88296127","0,40757725",,"32,13187027"
11/01/2008 8.00,"10,03015995","28,42858755","0,5911092",,"32,13187027"
11/01/2008 9.00,"10,42794991","31,24655127","1,730129",,"32,13187027"
11/01/2008 10.00,"10,18465996","27,46075662","0,8940169",,"32,13187027"
11/01/2008 11.00,"9,43701839","12,05453522","0,33357015",,"32,13187027"
11/01/2008 12.00,"9,28074074","13,90721676","0,44665885",,"32,13187027"
11/01/2008 13.00,"9,278965","22,26406149","0,3491216",,"32,13187027"
11/01/2008 14.00,"9,93248844","31,07545551","0,54188115",,"32,13187027"
11/01/2008 15.00,"9,80817699","28,78866738","0,406364",,"32,13187027"
11/01/2008 16.00,"10,02128029","28,86400143","0,4307394",,"32,13187027"
11/01/2008 17.00,"10,31429958","37,53622026","0,56074115",,"32,13187027"
11/01/2008 18.00,"11,92679977","51,94650483","1,8603504",,"32,13187027"
11/01/2008 19.00,"12,05642986","39,95964423","1,24170445",,"32,13187027"
11/01/2008 20.00,"11,45973969","40,03242012","1,0989078",,"32,13187027"
11/01/2008 21.00,"11,48460007","41,34500073","1,1731748",,"32,13187027"
11/01/2008 22.00,"10,86660004","33,52570254","1,27549145",,"32,13187027"
11/01/2008 23.00,"10,97315025","28,28175669","0,6951175",,"32,13187027"
12/01/2008 0.00,"10,42263031","16,09314755","0,4623943",,"32,13187027"
12/01/2008 1.00,"10,31075001","11,13394937","0,27691425",,"27,09428978"
12/01/2008 2.00,"10,15091991",,"0,3024293",,"27,09428978"
12/01/2008 3.00,"10,12427998","6,61142156",,,"27,09428978"
12/01/2008 4.00,"10,15802002","5,58229637","0,3047408",,"27,09428978"
12/01/2008 5.00,"9,83481503","4,46890237","0,25919735",,"27,09428978"
12/01/2008 6.00,"9,81172752","6,56034865","0,3129403",,"27,09428978"
12/01/2008 7.00,"9,80462646","11,6970286","0,3855007",,"27,09428978"
12/01/2008 8.00,"10,20952034","27,12240234","0,79955705",,"27,09428978"
12/01/2008 9.00,"9,96623039","26,9857665","0,99992155",,"27,09428978"
12/01/2008 10.00,"9,74779701","25,59531249","0,62035255",,"27,09428978"
12/01/2008 11.00,"9,57198524","28,13108859","0,58136295",,"27,09428978"
12/01/2008 12.00,"9,20260239","25,19437734","0,2719014",,"27,09428978"
12/01/2008 13.00,"9,19727516","14,75631521","0,30569185",,"27,09428978"
12/01/2008 14.00,"9,2896204","16,09570195","0,30027305",,"27,09428978"
12/01/2008 15.00,"9,63058853","12,65209882","0,3165283",,"27,09428978"
12/01/2008 16.00,"9,75134754","12,81041883","0,2774651",,"27,09428978"
12/01/2008 17.00,"9,71760654","14,86100791","0,4413677",,"27,09428978"
12/01/2008 18.00,"10,19530964","18,92259666","0,6507758",,"27,09428978"
12/01/2008 19.00,"10,21485043","17,49000261","0,4647978",,"27,09428978"
12/01/2008 20.00,"10,43327999","22,65732216","0,70129645",,"27,09428978"
12/01/2008 21.00,"10,24149036","17,03161796","0,36543895",,"27,09428978"
12/01/2008 22.00,"10,31075001","14,2098264","0,3121353",,"27,09428978"
12/01/2008 23.00,"10,38356018","11,72639853","0,2527171",,"27,09428978"
13/01/2008 0.00,"10,27523041","19,76018715","0,3529189",,"27,09428978"
13/01/2008 1.00,"10,30541992","4,91834663","0,15163785",,"20,2600708"
13/01/2008 2.00,"10,23437977","3,87134629","0,194764",,"20,2600708"
13/01/2008 3.00,"10,14558983","8,48963768","0,2315571",,"20,2600708"
13/01/2008 4.00,"10,33205986","3,8675147","0,16210745",,"20,2600708"
13/01/2008 5.00,"10,28944016","5,56442123","0,2376705",,"20,2600708"
13/01/2008 6.00,"10,13848972","4,77917144","0,1766791",,"20,2600708"
13/01/2008 7.00,"10,06923008","10,18781577","0,21757195",,"20,2600708"
13/01/2008 8.00,"9,74957275","12,10561189","0,31997025",,"20,2600708"
13/01/2008 9.00,"9,65189934","15,96674247","0,7968488",,"20,2600708"
13/01/2008 10.00,"9,40860462","19,02729312","0,61445765",,"20,2600708"
13/01/2008 11.00,"9,30382729","13,62248979","0,39685005",,"20,2600708"
13/01/2008 12.00,"9,10848141","10,99860577","0,3519667",,"20,2600708"
13/01/2008 13.00,"8,9646349","11,89366457","0,3006031",,"20,2600708"
13/01/2008 14.00,"9,11558437","15,08190126","0,40559925",,"20,2600708"
13/01/2008 15.00,"8,82611656","4,69107104","0,1626215",,"20,2600708"
13/01/2008 16.00,"8,65030384","7,81547224","0,20388005",,"20,2600708"
13/01/2008 17.00,"8,45318127","8,79607704","0,3139661",,"20,2600708"
13/01/2008 18.00,"8,3999052","10,87603041","0,2938664",,"20,2600708"
13/01/2008 19.00,"8,36616325","22,44792924","0,51184085",,"20,2600708"
13/01/2008 20.00,"8,41766453","25,50336921","0,60376725",,"20,2600708"
13/01/2008 21.00,"8,32531834","22,54241187","0,7385277",,"20,2600708"
13/01/2008 22.00,"8,26849079","24,57255636","0,4956592",,"20,2600708"
13/01/2008 23.00,"7,71263981","13,91998687","0,390333",,"20,2600708"
14/01/2008 0.00,"7,55103493","16,47875444","0,42203735",,"20,2600708"
14/01/2008 1.00,"7,61674309",,"0,18883345",,"50,0378418"
14/01/2008 2.00,"7,25446415",,"0,25875805",,"50,0378418"
14/01/2008 3.00,"7,43737888",,,,"50,0378418"
14/01/2008 4.00,"7,16389418",,"0,2125384",,"50,0378418"
14/01/2008 5.00,"7,00584078",,"0,18343075",,"50,0378418"
14/01/2008 6.00,"6,97032309",,"0,19045035",,"50,0378418"
14/01/2008 7.00,"6,78030396",,"0,19941805",,"50,0378418"
14/01/2008 8.00,"6,95966816","32,0386968","0,5763501",,"50,0378418"
14/01/2008 9.00,"7,27932596","34,38372069","0,6612845",,"50,0378418"
14/01/2008 10.00,"6,47485304","25,51742028","0,4233863",,"50,0378418"
14/01/2008 11.00,"6,60626793","16,6919846","0,2651302",,"50,0378418"
14/01/2008 12.00,"6,4322319","12,95981161","0,16950195",,"50,0378418"
14/01/2008 13.00,"6,30791998","10,10609761","0,1642821",,"50,0378418"
14/01/2008 14.00,"6,64711285","11,23481987","0,1525958",,"50,0378418"
14/01/2008 15.00,"6,776752","20,08450917","0,22385785",,"50,0378418"
14/01/2008 16.00,"6,776752","17,77728209","0,17986575",,"50,0378418"
14/01/2008 17.00,"6,83002901","25,06925322","0,18501085",,"50,0378418"
14/01/2008 18.00,"7,01471996","30,73838031","0,37608565",,"50,0378418"
14/01/2008 19.00,"7,3769989","40,25712438","0,58932325",,"50,0378418"
14/01/2008 20.00,"7,51907015","30,03229053","0,7130322",,"50,0378418"
14/01/2008 21.00,"7,29886103","18,80896733","0,3702057",,"50,0378418"
14/01/2008 22.00,"6,96854687","17,8845386","0,3455819",,"50,0378418"
14/01/2008 23.00,"6,9951849","20,81486385","0,35359395",,"50,0378418"
15/01/2008 0.00,"6,76254511",,"0,2306946",,"50,0378418"
15/01/2008 1.00,"6,49971485",,"0,22179935",,"32,33794022"
15/01/2008 2.00,"6,34876585",,"0,2101487",,"32,33794022"
15/01/2008 3.00,"6,37362814",,"0,21867595",,"32,33794022"
15/01/2008 4.00,"6,11790085",,"0,20588565",,"32,33794022"
15/01/2008 5.00,"5,94209003",,"0,1873626",,"32,33794022"
15/01/2008 6.00,"5,9332099",,"0,3137913",,"32,33794022"
15/01/2008 7.00,"6,02200413",,"0,6117057",,"32,33794022"
15/01/2008 8.00,"7,15501499",,"0,98341905",,"32,33794022"
15/01/2008 9.00,"7,35924101",,"0,9716212",,"32,33794022"
15/01/2008 10.00,"6,99163389",,"1,65279035",,"32,33794022"
15/01/2008 11.00,"6,01845217",,"0,2934662",,"32,33794022"
15/01/2008 12.00,"5,8479681",,"0,2465715",,"32,33794022"
15/01/2008 13.00,"6,9946599",,"0,5671892",,"32,33794022"
15/01/2008 14.00,"6,85489082",,"0,21079615",,"32,33794022"
15/01/2008 15.00,,,,,"32,33794022"
15/01/2008 16.00,,,,,"32,33794022"
15/01/2008 17.00,"2,01384592","10,44828536","0,5115062",,"32,33794022"
15/01/2008 18.00,"2,44538498","9,46513557","1,6548983",,"32,33794022"
15/01/2008 19.00,"3,20190907","12,43503895","1,4973345",,"32,33794022"
15/01/2008 20.00,"3,06161499","13,06578527","1,0911568",,"32,33794022"
15/01/2008 21.00,"2,90356112","12,33416844","0,98392275",,"32,33794022"
15/01/2008 22.00,"2,50931597","10,075458","0,6414539",,"32,33794022"
15/01/2008 23.00,"2,16834807","6,87955623","0,4656488",,"32,33794022"
16/01/2008 0.00,"2,34593606","4,90174869","0,37533585",,"32,33794022"
16/01/2008 1.00,,,"0,35005425",,"33,34947968"
16/01/2008 2.00,"2,20386505",,"0,35775465",,"33,34947968"
16/01/2008 3.00,"2,26957297",,,,"33,34947968"
16/01/2008 4.00,"2,07600188",,"0,25994255",,"33,34947968"
16/01/2008 5.00,"2,16479611",,"0,1949388",,"33,34947968"
16/01/2008 6.00,"2,30153799",,"0,2340342",,"33,34947968"
16/01/2008 7.00,"2,29088306",,"0,357374",,"33,34947968"
16/01/2008 8.00,"2,88225102",,"0,6765036",,"33,34947968"
16/01/2008 9.00,"3,30668592",,"0,9402101",,"33,34947968"
16/01/2008 10.00,"3,0189929",,"0,7740121",,"33,34947968"
16/01/2008 11.00,"2,64428306",,"0,5646454",,"33,34947968"
16/01/2008 12.00,"2,36546993",,"0,28239975",,"33,34947968"
16/01/2008 13.00,"2,03870797",,"0,28899385",,"33,34947968"
16/01/2008 14.00,"2,53062701",,"0,2557163",,"33,34947968"
16/01/2008 15.00,"2,66381788","30,19317246","0,34434105",,"33,34947968"
16/01/2008 16.00,"2,91244102","21,66650541","0,19156355",,"33,34947968"
16/01/2008 17.00,"3,36173797","39,2624892","0,48358305",,"33,34947968"
16/01/2008 18.00,"4,09872818","99,51737103","1,0262761",,"33,34947968"
16/01/2008 19.00,"4,19817686","39,92770485","0,8254424",,"33,34947968"
16/01/2008 20.00,"3,83944893","23,06079666","0,42455125",,"33,34947968"
16/01/2008 21.00,"3,99572706","11,05733624","0,20552685",,"33,34947968"
16/01/2008 22.00,"4,07564116","26,94107394","0,3858043",,"33,34947968"
