,Foggia,,,,,
,Manfredonia Liceo Scientifico Via dei mandorli,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



10/06/2010 5.00,"7,85639721","19,14359408","0,76307384","51,11491245","1,06586685","24,7999897"
10/06/2010 6.00,"7,07256378","36,991942","0,73898047","43,6426998","0,7737336","24,7999897"
10/06/2010 7.00,"7,36153518","41,96537904","0,82425381","50,37161535","0,38498535","24,7999897"
10/06/2010 8.00,"7,93586457","80,15786584","1,34110606","37,92736395","1,063782","24,7999897"
10/06/2010 9.00,"7,70468827","79,58550864","1,66015879","42,4344879","3,2132115","24,7999897"
10/06/2010 10.00,"7,28206781","54,90646424","0,97358934","63,70511805","2,9508255","24,7999897"
10/06/2010 11.00,"7,41932925","42,570202","0,90613001","78,58199265","2,038068","24,7999897"
10/06/2010 12.00,"7,52949883","36,55455288","0,9329087","89,7166662","1,3165065","24,7999897"
10/06/2010 13.00,"7,32902576","40,07957344","0,92256001","89,9274978","1,7070345","24,7999897"
10/06/2010 14.00,"7,65411794","19,11764824","0,79411759","107,3923662","1,48090455","24,7999897"
10/06/2010 15.00,"6,92085382","18,97878159","0,81678849","118,3837788","0,97525215","24,7999897"
10/06/2010 16.00,"6,67703519","18,48559075","0,81623512","117,69995265","0,89165475","24,7999897"
10/06/2010 17.00,"6,92446621","24,16636072","0,87982548","115,68763605","0,97199775","24,7999897"
10/06/2010 18.00,"7,23691607","36,19115816","1,531163","104,44481355","1,1192085","24,7999897"
10/06/2010 19.00,"6,41696083","36,76091504","2,14809923","97,0875528","1,2005685","24,7999897"
10/06/2010 20.00,"7,8582034","46,12246856","2,15501118","88,146282","1,4649885","24,7999897"
10/06/2010 21.00,"7,42474783","46,74545552","2,1569078","86,1447783","1,414647","24,7999897"
10/06/2010 22.00,"6,72579831","38,87254696","2,15280001","80,16454635","1,366848","24,7999897"
10/06/2010 23.00,"7,10146082","36,11458256","2,15370754","61,85902485","1,5463485","24,7999897"
11/06/2010 0.00,"7,0346368","29,70567328","2,15011352","44,86306125","1,8260235","24,7999897"
11/06/2010 1.00,,"39,95756872","2,15256235","29,14828665","2,203839","32,70000076"
11/06/2010 2.00,"7,0147697",,"2,15110144","41,05464615","1,860093","32,70000076"
11/06/2010 3.00,"7,16467347","32,46495696",,"57,7100433","1,08437625","32,70000076"
11/06/2010 4.00,"7,86542817","20,03783648",,"49,0931196","0,90009585","32,70000076"
11/06/2010 5.00,"7,60896619","19,38760352",,,"0,8937396","32,70000076"
11/06/2010 6.00,"7,67037265","34,61163584",,"35,8042251","0,9708282","32,70000076"
11/06/2010 7.00,"7,70649344","59,21280448",,"30,3267531","1,16955","32,70000076"
11/06/2010 8.00,"8,12550151","77,94629368",,"35,0041503","1,982133","32,70000076"
11/06/2010 9.00,"7,80763409","63,36599352",,"50,20267875","2,4646995","32,70000076"
11/06/2010 10.00,"7,41571687","55,83705376",,"66,6594138","2,449953","32,70000076"
11/06/2010 11.00,"7,46086862","42,94397888",,"82,49718015","1,6917795","32,70000076"
11/06/2010 12.00,"6,11534711","43,1023116",,"87,75436425","1,8616185","32,70000076"
11/06/2010 13.00,"6,81249044","51,3593792",,"102,205446","1,7599185","32,70000076"
11/06/2010 14.00,"7,71913679","21,45510648",,"120,92586765","1,4070195","32,70000076"
11/06/2010 15.00,"7,22969231","18,87625059",,"112,2657522","0,94677615","32,70000076"
11/06/2010 16.00,"7,26039453","22,54012824",,"106,9397007","0,49207545","32,70000076"
11/06/2010 17.00,"7,50060281","24,95028072",,"111,39268035","0,45729405","32,70000076"
11/06/2010 18.00,"7,57465058","37,1632572",,"115,2429705","1,8307017","32,70000076"
11/06/2010 19.00,"7,38862602","53,30099608",,"104,39078895","1,6958475","32,70000076"
11/06/2010 20.00,"7,82930636","73,91120888",,"88,8044325","2,687931","32,70000076"
11/06/2010 21.00,"7,54033598","92,70959136",,"65,5363485","2,351304","32,70000076"
11/06/2010 22.00,"7,3380557","52,6299988",,"60,9103026","2,1972285","32,70000076"
11/06/2010 23.00,"7,35069904","37,64477528",,"53,1975129","1,9623015","32,70000076"
12/06/2010 0.00,"7,31277104","62,90525888",,"28,7414862","1,222434","32,70000076"
12/06/2010 1.00,"7,44822629","44,985536",,"50,1432078","2,2114665","40,79999161"
12/06/2010 2.00,"6,52171285","36,59738168",,"41,96687985","1,341423","40,79999161"
12/06/2010 3.00,"7,06172765","26,74264688",,"44,8698243","1,4100705","40,79999161"
12/06/2010 4.00,"7,40126835","18,23250505",,"54,58142445","1,2961665","40,79999161"
12/06/2010 5.00,"7,11590934","19,0813145",,"52,65018465","1,523466","40,79999161"
12/06/2010 6.00,"7,02921822","29,29426824",,"41,59253805","1,265148","40,79999161"
12/06/2010 7.00,"6,94252711","49,66177176",,"39,6450789","1,7466975","40,79999161"
12/06/2010 8.00,"5,07866409","47,49042808",,"42,2588082","2,330964","40,79999161"
12/06/2010 9.00,"2,0101544","72,17205368",,"41,83038195","2,5450425","40,79999161"
12/06/2010 10.00,"3,87221021","62,04346312",,"60,58864875","2,5562295","40,79999161"
12/06/2010 11.00,"5,13104061","40,73240672",,"76,3520814","2,2521465","40,79999161"
12/06/2010 12.00,"5,64938212","49,11926088",,"76,7521188","1,982133","40,79999161"
12/06/2010 13.00,"4,32192151","43,90569576",,"87,5894775","1,9480635","40,79999161"
12/06/2010 14.00,"5,44710285","20,91519592",,"102,3014055","1,004796","40,79999161"
12/06/2010 15.00,"5,93112875","15,90282674",,"115,1578638","1,0490355","40,79999161"
12/06/2010 16.00,"5,58797566","19,49792592",,"120,81913515","1,01461005","40,79999161"
12/06/2010 17.00,"6,08103251","25,24620096",,"124,22882955","1,1751435","40,79999161"
12/06/2010 18.00,"6,07922632","37,10356456",,"115,998477","1,313964","40,79999161"
12/06/2010 19.00,"7,15564353","48,62087896",,"105,85711395","1,6663545","40,79999161"
12/06/2010 20.00,"7,97740394","79,28180656",,"91,58440515","1,744155","40,79999161"
12/06/2010 21.00,"7,59451767","70,39527032",,"75,1263135","2,413341","40,79999161"
12/06/2010 22.00,"7,79137938",,,"46,72806705","1,694322","40,79999161"
12/06/2010 23.00,"7,80402171",,,"37,6205928","3,5030565","40,79999161"
13/06/2010 0.00,"6,88834542","25,37598752",,"88,40170185","2,177397","40,79999161"
13/06/2010 1.00,,"21,00865448",,"72,5477361","0,479007","30,5"
13/06/2010 2.00,"4,02392017",,,"57,9168051","0,4282587","30,5"
13/06/2010 3.00,"3,40263284","29,9561644",,"75,0925182","1,0351026","30,5"
13/06/2010 4.00,"3,45320316","18,15852594",,"74,18569095","1,2801996","30,5"
13/06/2010 5.00,"2,09865171","15,44856422",,,"1,3582035","30,5"
13/06/2010 6.00,"4,0022479","14,37262637",,"60,2237433","0,9669636","30,5"
13/06/2010 7.00,"2,90235223","17,73022838",,"53,3353674","0,78670035","30,5"
13/06/2010 8.00,"2,51404739","34,80243432",,"48,06196395","0,573588","30,5"
13/06/2010 9.00,"2,02099054","40,01207984",,"59,73183615","1,9917945","30,5"
13/06/2010 10.00,"0,91025873","49,51510224",,"58,72092975","1,6073685","30,5"
13/06/2010 11.00,"1,73201914","35,80958032",,"80,1388707","2,5602975","30,5"
13/06/2010 12.00,"1,99751207","22,18711568",,"84,1946259","1,399392","30,5"
13/06/2010 13.00,"2,83552719","26,48825528",,"82,41203355","1,173618","30,5"
13/06/2010 14.00,"3,04322504","19,53555408",,"83,65942725","1,0623582","30,5"
13/06/2010 15.00,"3,91013821","22,3117016",,"88,1895336","1,1863305","30,5"
13/06/2010 16.00,"3,88124117","18,86067544",,"82,45392855","1,051578","30,5"
13/06/2010 17.00,"5,17257997","17,23573356",,"81,34167615","1,0423233","30,5"
13/06/2010 18.00,"4,44292824","18,00797124",,"94,41163935","0,9479457","30,5"
13/06/2010 19.00,"5,23940501","26,86853296",,"84,6649272","1,572282","30,5"
13/06/2010 20.00,"5,35679935","33,19046536",,"70,7719068","1,08793575","30,5"
13/06/2010 21.00,"5,09130642","39,89657592",,"54,35706675","1,273284","30,5"
13/06/2010 22.00,"5,39292014","26,06774912",,"54,31245855","0,88362045","30,5"
13/06/2010 23.00,"5,12923442","16,26752735",,"57,56813895","0,74642715","30,5"
14/06/2010 0.00,"5,10214357","13,90150766",,"45,99422625","0,8271261","30,5"
14/06/2010 1.00,"3,73133741","8,91378606",,"40,24647165","0,6618636","36,90000153"
14/06/2010 2.00,"3,80358","9,62761597",,"48,21063135","0,5915889","36,90000153"
14/06/2010 3.00,"3,5904646","8,86187144",,"59,52910425","0,78792075","36,90000153"
14/06/2010 4.00,"4,27315738","7,72493506",,"80,2767252","0,3329658","36,90000153"
14/06/2010 5.00,"4,2713522","8,61657331",,"71,57060505","0,902079","36,90000153"
14/06/2010 6.00,"3,05947975","13,24348138",,"67,48109445","0,5936229","36,90000153"
14/06/2010 7.00,"3,65006487","33,810852",,"56,81131575","0,8836713","36,90000153"
14/06/2010 8.00,"3,75662206","17,39796676",,"79,07527635","0,85839885","36,90000153"
14/06/2010 9.00,"4,07990907","15,87167261",,"79,31312025","0,7504443","36,90000153"
14/06/2010 10.00,"3,40082664","23,93923424",,"73,1220966","0,71551035","36,90000153"
14/06/2010 11.00,"4,2153633","21,96647088",,"76,2439524","1,314981","36,90000153"
14/06/2010 12.00,"4,94501504","28,0859416",,"76,44127785","0,81822735","36,90000153"
14/06/2010 13.00,"4,59644439","28,10800608",,"89,4288276","1,2361635","36,90000153"
14/06/2010 14.00,"4,57838348","18,74126913",,"94,52786805","1,05600195","36,90000153"
14/06/2010 15.00,"4,64520852","18,83990538",,"94,0210782","0,8385165","36,90000153"
14/06/2010 16.00,"4,65604466","18,21303515",,"97,23484365","0,93223305","36,90000153"
14/06/2010 17.00,"4,25870886","24,02359168",,"97,8713883","1,06871445","36,90000153"
14/06/2010 18.00,"4,67049317","26,50123776",,"95,47661025","1,1212425","36,90000153"
14/06/2010 19.00,"4,89083334","35,33326288",,"89,4977349","1,30176","36,90000153"
14/06/2010 20.00,"4,33817622","47,0854856",,"72,98154885","1,639404","36,90000153"
14/06/2010 21.00,"4,2532913","18,52063198",,"81,2754621","2,453004","36,90000153"
14/06/2010 22.00,"4,97391207","20,7166156",,"73,73565885","0,9322839","36,90000153"
14/06/2010 23.00,"4,5747711","24,51809224",,"70,2569973","1,3574916","36,90000153"
15/06/2010 0.00,"3,93181048","17,35773828",,"62,3901537","0,5293485","36,90000153"
15/06/2010 1.00,,"11,20582666",,"59,0817654","0,71306955","40,09999084"
15/06/2010 2.00,"4,8438754",,,"43,2751011","0,70056045","40,09999084"
15/06/2010 3.00,"4,30205543","24,204008",,"51,2689863","0,8636364","40,09999084"
15/06/2010 4.00,"4,78246894","20,92557808",,"46,18478865","0,62509905","40,09999084"
15/06/2010 5.00,"5,49947835","14,12343732",,,"0,88870545","40,09999084"
15/06/2010 6.00,"5,24301638","27,32928672",,"33,779739","0,71428995","40,09999084"
15/06/2010 7.00,"4,63617756","25,28252896",,"57,23162235","1,263114","40,09999084"
15/06/2010 8.00,"5,15271288","38,409212",,"48,57551685","1,632285","40,09999084"
15/06/2010 9.00,"6,26705707","38,91797608",,"55,9693659","1,51533","40,09999084"
15/06/2010 10.00,"7,22607993","40,86349344",,"60,44269455","1,529568","40,09999084"
15/06/2010 11.00,"5,95460822","38,5714452",,"65,04440145","1,324134","40,09999084"
15/06/2010 12.00,"5,98169907","43,1788872",,"71,7354918","1,29159","40,09999084"
15/06/2010 13.00,"4,60005575","33,42409264",,"75,8615109","1,6856775","40,09999084"
15/06/2010 14.00,,,,,,"40,09999084"
15/06/2010 15.00,"2,83666318","15,3161869","0,86493445","82,38087165","0,7917345","40,09999084"
15/06/2010 16.00,"3,81983471","17,25390138","0,73775606","87,38405235","0,63435375","40,09999084"
15/06/2010 17.00,"3,52183337","21,76790968","0,74940722","82,3674453","0,83043135","40,09999084"
15/06/2010 18.00,"3,47126406","28,9126904","0,79625071","87,44621655","1,1151405","40,09999084"
15/06/2010 19.00,"3,86679265","34,71157608","0,82370044","90,43564425","1,287522","40,09999084"
15/06/2010 20.00,"4,12686599","39,58379184","0,84025043","70,9137912","1,252944","40,09999084"
15/06/2010 21.00,"3,69160423","53,09335288","0,973827","52,8947916","1,4985495","40,09999084"
15/06/2010 22.00,"4,41583739","34,97765","0,88029963","56,03964975","1,7873775","40,09999084"
15/06/2010 23.00,"4,41583739","24,11444992","0,81220655","58,5817386","1,366848","40,09999084"
16/06/2010 0.00,"4,11422367","19,7159704","0,76406059","53,99353785","0,9462168","40,09999084"
16/06/2010 1.00,"3,84873175","17,11762932","0,7231423","41,79120015","0,95643765","52,5"
16/06/2010 2.00,"4,12144844","17,26948418","0,65777648","29,46453405","0,6652197","52,5"
16/06/2010 3.00,"3,50196628","21,3902132","0,71579581","29,82806295","0,7736319","52,5"
16/06/2010 4.00,"3,55434279","15,70425215","0,72981775","37,53139635","0,9629973","52,5"
16/06/2010 5.00,"3,21841346","12,44918305","0,73834788","35,0406588","0,6217938","52,5"
16/06/2010 6.00,"3,53266951","18,51284058","0,80225395","34,19056935","0,6125391","52,5"
16/06/2010 7.00,"3,7132765","21,61994","0,82354316","53,15021145","0,77419125","52,5"
16/06/2010 8.00,"4,33817622","29,77966768","0,89811132","56,24641155","1,0369332","52,5"
16/06/2010 9.00,"4,0365625","33,41241032","0,89309599","59,14123635","1,2290445","52,5"
16/06/2010 10.00,"2,83010963","41,68764192","1,19248002","59,43450135","0,540027","52,5"
16/06/2010 11.00,"2,81566112","37,8459368","1,00783335","65,1173985","0,9463185","52,5"
16/06/2010 12.00,,"6,82680747",,"70,1610378","1,5717735","52,5"
16/06/2010 13.00,,"38,25476064",,"165,5970498",,"52,5"
16/06/2010 14.00,"3,42791749",,,,,"52,5"
16/06/2010 15.00,"3,01794038","55,88770264",,"86,3853354","1,167516","52,5"
16/06/2010 16.00,"3,19674119","21,3746304","0,42968346","83,98513095","0,92826675","52,5"
16/06/2010 17.00,"2,75606085","21,99113568","0,5010933","94,3251561","1,1059875","52,5"
16/06/2010 18.00,"2,7994064","12,96574044","0,38430205","87,20837265","1,114632","52,5"
16/06/2010 19.00,"3,83789561","7,51987114","0,34974232","88,96660605","1,03189905","52,5"
16/06/2010 20.00,"6,02143224","7,87029677","0,38283997","86,2028727","1,0531035","52,5"
16/06/2010 21.00,"5,76677646","8,97219002","0,38939659","77,9062662","0,99589725","52,5"
16/06/2010 22.00,"5,44168427","2,28684951","0,35076869","74,74113885","1,10725875","52,5"
16/06/2010 23.00,"6,18217214","1,36406478","0,34749038","65,38498785","1,01725425","52,5"
17/06/2010 0.00,"6,4440527","0,6255739","0,32296363","66,51750945","0,97413345","52,5"
17/06/2010 1.00,"5,89139557",,"0,28939066","67,77300285","0,91128285","42,79999161"
17/06/2010 2.00,"5,89861932",,"0,33177103","65,7796188","0,60425055","42,79999161"
17/06/2010 3.00,"5,58075089",,"0,33864337","53,81243175","0,38701935","42,79999161"
17/06/2010 4.00,"6,69509609",,"0,33256207","54,60979335","1,163448","42,79999161"
17/06/2010 5.00,"5,20147701",,"0,33702402",,"0,6237261","42,79999161"
17/06/2010 6.00,"5,11117351",,"0,35783907","56,65726185","0,4052745","42,79999161"
17/06/2010 7.00,"5,8317953","3,2018505","0,39283218","45,1414635","0,97993035","42,79999161"
17/06/2010 8.00,"6,25983332","34,74922336","0,74869657","34,3784385","1,0030671","42,79999161"
17/06/2010 9.00,"6,68967752","31,81732432","0,66105362","50,94733245","1,957725","42,79999161"
17/06/2010 10.00,"6,70773842","33,32285224","0,59864923","68,06898105","2,202822","42,79999161"
17/06/2010 11.00,"6,36277914","25,9613272","0,60615416","81,0551742","2,451987","42,79999161"
17/06/2010 12.00,"7,02380066","18,36618253","0,55860003","86,89212525","2,425545","42,79999161"
17/06/2010 13.00,"6,29234172","12,17274418","0,48825733","88,41387135","2,220111","42,79999161"
17/06/2010 14.00,"5,97989288","2,10255374","0,40337892","92,80071675","2,037051","42,79999161"
17/06/2010 15.00,"6,91001769","1,73525472","0,36779167","92,2790442","1,679067","42,79999161"
17/06/2010 16.00,"6,72038075","2,95265954","0,37486089","93,1466697","1,5016005","42,79999161"
17/06/2010 17.00,"7,27123168","4,87221194","0,43702878","86,8340109","1,536687","42,79999161"
17/06/2010 18.00,"7,28026162","15,75097187","0,54118211","83,57292405","1,664829","42,79999161"
17/06/2010 19.00,"7,2477522","20,48818896","0,53197978","81,1335378","1,966878","42,79999161"
17/06/2010 20.00,"7,95031309","31,2242028","0,57874288","69,2893425","2,16621","42,79999161"
17/06/2010 21.00,"6,92085382","27,78353968","0,58059989","67,21891155","2,439783","42,79999161"
17/06/2010 22.00,"6,5488037","12,70486142","0,44378345","60,6359502","2,4291045","42,79999161"
17/06/2010 23.00,"6,92807859","21,45640664","0,4315393","46,7672688","2,2694355","42,79999161"
18/06/2010 0.00,"6,64633196","11,87292728","0,38023387","48,6322746","2,285199","42,79999161"
18/06/2010 1.00,"6,61382254","13,43037938","0,35977414","49,9796976","2,2867245","38,29999161"
18/06/2010 2.00,"7,1050732","6,29468066","0,35333635","49,7242578","2,2684185","38,29999161"
18/06/2010 3.00,"6,57950693","0,05840395","0,31786792","51,133845","2,2989285","38,29999161"
18/06/2010 4.00,"6,50365195",,"0,29077468","53,0312895","2,1840075","38,29999161"
18/06/2010 5.00,"6,77636863","0,53602155","0,31226078","60,56702295","2,195703","38,29999161"
18/06/2010 6.00,"6,53977375","5,00848974","0,34358064","64,07136015","2,0548485","38,29999161"
18/06/2010 7.00,"6,9623942","26,2922944","0,50871589","45,57663285","2,037051","38,29999161"
18/06/2010 8.00,"6,08464388","41,88622224","0,69442854","38,25578085","2,5287705","38,29999161"
18/06/2010 9.00,"5,92029261","36,72068656","0,61985922","44,39274","2,6426745","38,29999161"
18/06/2010 10.00,"5,00822769","38,19376784","0,72725009","49,0444815","2,747934","38,29999161"
18/06/2010 11.00,"6,38806379","48,15494368","0,66622739","47,25514605","2,740815","38,29999161"
18/06/2010 12.00,"5,76858265","19,53425392","0,44559969","60,89408325","2,850651","38,29999161"
18/06/2010 13.00,"5,60423037","27,38249768","0,58980222","68,5203897","2,338083","38,29999161"
18/06/2010 14.00,"6,37361528","3,86506402","0,37782465","82,27282245","2,913705","38,29999161"
18/06/2010 15.00,"6,59214925","10,91380498","0,3752966","80,88757425","1,944504","38,29999161"
18/06/2010 16.00,"6,12799045","15,30061557","0,4250619","74,15732205","2,006541","38,29999161"
18/06/2010 17.00,"5,91668023","8,4115094","0,42913008","80,03750475","2,0233215","38,29999161"
18/06/2010 18.00,"5,78664356","17,94437812","0,50946615","78,8941902","1,9999305","38,29999161"
18/06/2010 19.00,"6,6553619","21,610858","0,55030523","78,6171246","2,1646845","38,29999161"
18/06/2010 20.00,"4,65243227","47,5293564","0,69952309","69,04337895","2,117394","38,29999161"
18/06/2010 21.00,"2,24855547","22,43370632","0,41352957","64,45248495","2,6375895","38,29999161"
18/06/2010 22.00,"6,30317887","18,16760603","0,38904127","50,5973097","2,300454","38,29999161"
18/06/2010 23.00,"4,81859075","3,93385014","0,30902091","69,1852833","2,131632","38,29999161"
19/06/2010 0.00,"6,02865701","0,1194044","0,31028494","70,0367094","2,1473955","38,29999161"
19/06/2010 1.00,"5,8841708",,"0,28480872","66,92700315","1,958742","29,2999897"
19/06/2010 2.00,"5,86430371",,"0,28962832","65,2674225","1,8697545","29,2999897"
19/06/2010 3.00,"6,07742013",,"0,29397261","53,9786751","1,8422955","29,2999897"
19/06/2010 4.00,"6,05394167",,"0,27746339","66,5310156","1,788903","29,2999897"
19/06/2010 5.00,"6,24719099",,"0,28204534",,"1,671948","29,2999897"
19/06/2010 6.00,"5,88055842","3,82612806","0,32572818","60,64406985","1,6948305","29,2999897"
19/06/2010 7.00,"5,9744743","5,83912563","0,41345035","49,94995215","1,8483975","29,2999897"
19/06/2010 8.00,"6,57408937","3,29789217","0,37861452","66,0742404","1,980099","29,2999897"
19/06/2010 9.00,"5,85527377","1,14731854","0,38489387","77,1332436","1,889586","29,2999897"
19/06/2010 10.00,"5,27010824","1,78716934","0,37126686","85,0608948","1,939419","29,2999897"
19/06/2010 11.00,"5,97628049","5,79759508","0,36562011","87,1718841","1,8575505","29,2999897"
19/06/2010 12.00,"5,66021825","2,10385008","0,38469582","89,5180041","1,7985645","29,2999897"
19/06/2010 13.00,"5,13104061","9,60165866","0,39251646","87,5867643","1,80009","29,2999897"
19/06/2010 14.00,"6,18939691",,"0,35009765","99,03229875","1,799073","29,2999897"
19/06/2010 15.00,"6,1550813",,"0,3110352","95,3725311","1,702458","29,2999897"
19/06/2010 16.00,"5,66021825",,"0,32312091","98,4079236","1,4354955","29,2999897"
19/06/2010 17.00,"5,91126165",,"0,32568857","98,39980395","1,4599035","29,2999897"
19/06/2010 18.00,"6,47475491",,"0,35116479","93,22776645","1,3795605","29,2999897"
19/06/2010 19.00,"6,35555437",,"0,29219598","90,0964344","1,425834","29,2999897"
19/06/2010 20.00,"7,51445842","2,97082927","0,36534284","189,60980745","0,594945","29,2999897"
19/06/2010 21.00,"7,14661257","0,05451112","0,26375833","87,12322605",,"29,2999897"
19/06/2010 22.00,"6,63368963","1,23297806","0,25874184","76,33857525","1,21963725","29,2999897"
19/06/2010 23.00,"6,45850121","0,85140404","0,31474805","72,4720458","1,449225","29,2999897"
20/06/2010 0.00,"6,52171285",,"0,2943291","76,981863","1,585503","29,2999897"
20/06/2010 1.00,"6,58853789",,"0,30677013","71,9368671","1,4792265",14
20/06/2010 2.00,"6,6029864",,"0,3279009","70,55566875","1,493973",14
20/06/2010 3.00,"6,75650154",,"0,31463039","70,00157745","1,4293935",14
20/06/2010 4.00,"7,10326701",,"0,29721247","72,02199375","1,487871",14
20/06/2010 5.00,"6,45127645",,"0,29567118","71,59630065","1,4548185",14
20/06/2010 6.00,"6,637301",,"0,3260835","73,31670885","1,462446",14
20/06/2010 7.00,"6,65897429",,"0,3570492","69,62587905","1,58652",14
20/06/2010 8.00,"6,3158212",,"0,34926817","80,85920535","1,5371955",14
20/06/2010 9.00,"6,43502174",,"0,39413698","77,40621945","1,5453315",14
20/06/2010 10.00,"6,51810047",,"0,37640218","83,27965905","1,498041",14
20/06/2010 11.00,"6,16230607",,"0,40077165","81,79713465","1,6297425",14
20/06/2010 12.00,"6,43141037",,"0,34519999","87,07861785","1,682118",14
20/06/2010 13.00,"6,16411124",,"0,36285556","89,77749375","1,492956",14
20/06/2010 14.00,"6,70954461",,"0,31826286","92,44121775","1,564146",14
20/06/2010 15.00,"7,28206781",,"0,32995363","93,34399515","1,5321105",14
20/06/2010 16.00,"6,89376298",,"0,31905273","93,10343805","1,6165215",14
20/06/2010 17.00,"5,53560016",,"0,32252909","91,9019892","1,6582185",14
20/06/2010 18.00,"4,5043347",,"0,34231661","87,48811155","1,660761",14
20/06/2010 19.00,"4,62895381",,"0,32098896","84,2202816","1,8250065",14
20/06/2010 20.00,"5,6710554",,"0,32892727","73,72348935","1,6348275",14
20/06/2010 21.00,"4,83665165",,"0,34208012","59,7642549","1,6419465",14
20/06/2010 22.00,"6,06839018",,"0,31612974","51,5500818","1,8321255",14
20/06/2010 23.00,"5,51392687",,"0,33635298","51,7420008","1,898739",14
21/06/2010 0.00,"6,23635485",,"0,30736195","57,58976475","1,9643355",14
21/06/2010 1.00,"6,2255177",,"0,28232144","65,0268654","1,9958625","10,89999962"
21/06/2010 2.00,"6,30317887",,"0,27943807","53,420514","1,9267065","10,89999962"
21/06/2010 3.00,"6,11354193",,"0,29642144","58,9763496","1,896705","10,89999962"
21/06/2010 4.00,"6,17133601",,"0,29239287","58,1330631","1,936368","10,89999962"
21/06/2010 5.00,"6,64452577","0,3270629","0,30511001",,"1,938402","10,89999962"
21/06/2010 6.00,"6,78720477",,"0,31431351","48,2876583","1,979082","10,89999962"
21/06/2010 7.00,"6,64813815","0,83712714","0,34417362","48,30523425","1,933317","10,89999962"
21/06/2010 8.00,"6,29414893","0,44906379","0,39172659","52,72316175","1,9928115","10,89999962"
21/06/2010 9.00,"6,58853789","2,21027582","0,3593792","58,63039665","2,1311235","10,89999962"
21/06/2010 10.00,"6,01059611","6,76970177","0,40689373","62,87938755","2,1443445","10,89999962"
21/06/2010 11.00,"6,6571681","5,74048746","0,37644179","67,00943655","1,95264","10,89999962"
21/06/2010 12.00,"6,23635485","7,16944552","0,40049555","69,31234485","2,0731545","10,89999962"
21/06/2010 13.00,"5,64576973","5,9572337","0,42968346","74,8114227","2,0802735","10,89999962"
21/06/2010 14.00,"5,80109207","0,16742619","0,30906052","80,24294985","2,0233215","10,89999962"
21/06/2010 15.00,"5,70356381",,"0,32379311","80,8537989","2,2918095","10,89999962"
21/06/2010 16.00,"5,69814625","0,07138261","0,34081609","80,9470452","1,705509","10,89999962"
21/06/2010 17.00,"6,27247564","4,39978733","0,38252426","77,4548775","2,1463785","10,89999962"
21/06/2010 18.00,"6,18036595","18,14813996","0,49584031","69,53801925","2,1453615","10,89999962"
21/06/2010 19.00,"6,28873035","16,29477909","0,43584398","60,67243875","2,4606315","10,89999962"
21/06/2010 20.00,"5,61687269","15,33305265","0,44611345","56,395059","2,3670675","10,89999962"
21/06/2010 21.00,"6,2074568","8,6048929","0,37201829","51,2135652","2,270961","10,89999962"
21/06/2010 22.00,"6,3158212","2,30502116","0,33544428","56,8991556","2,469276","10,89999962"
21/06/2010 23.00,"6,17855976","0,3127879","0,29930481","63,48483015","2,136717","10,89999962"
22/06/2010 0.00,"5,71078858","1,1148719","0,29144572","74,9668332","2,0111175","10,89999962"
22/06/2010 1.00,"4,87457863",,"0,26296846","72,6801642","1,904841","12,30000019"
22/06/2010 2.00,"6,79262334",,"0,26841833","60,45350745","1,884501","12,30000019"
22/06/2010 3.00,"4,66688079",,"0,27047339","57,74788845","1,913994","12,30000019"
22/06/2010 4.00,"3,97335086",,"0,279833","52,0636347","1,7639865","12,30000019"
22/06/2010 5.00,"6,23454764","0,29072342","0,28208495","56,99242185","1,7111025","12,30000019"
22/06/2010 6.00,"5,45071422",,"0,29563157","61,2157371","1,6826265","12,30000019"
22/06/2010 7.00,"5,05157324","0,40234025","0,33003285","56,84646765","1,575333","12,30000019"
22/06/2010 8.00,"5,3640231","1,3562772","0,3572857","58,2857604","1,630251","12,30000019"
22/06/2010 9.00,"6,78539959","0,54770196","0,35645622","60,56973615","1,805175","12,30000019"
22/06/2010 10.00,"6,33207591","0,0882541","0,3487544","64,85926545","1,8870435","12,30000019"
22/06/2010 11.00,"6,2815066","2,1440843","0,36589621","66,32423385","1,8433125","12,30000019"
22/06/2010 12.00,"5,99072901",,"0,33575999","67,78517235","1,855008","12,30000019"
22/06/2010 13.00,"5,4182048","1,87282886","0,38714581","70,6354089","1,8005985","12,30000019"
22/06/2010 14.00,"5,11839828","0,84621296","0,32667532","72,13957905","1,8341595","12,30000019"
22/06/2010 15.00,"5,4362657",,"0,31214078","76,71427365","1,638387","12,30000019"
22/06/2010 16.00,"5,14007055","0,98508534","0,33058623","73,7613345","1,747206","12,30000019"
22/06/2010 17.00,"5,59339423","0,68657434","0,32126506","75,3979527","1,7070345","12,30000019"
22/06/2010 18.00,"5,56810856","2,11942523","0,36084011","76,7291364","1,6297425","12,30000019"
22/06/2010 19.00,"5,81012202","1,43934022","0,37517777","78,46440735","1,798056","12,30000019"
22/06/2010 20.00,"5,67647296","3,20314874","0,38497309","70,3232313","1,8555165","12,30000019"
22/06/2010 21.00,"5,80650963","4,91244615","0,35140128","68,355483","1,9867095","12,30000019"
22/06/2010 22.00,"5,35318697","0,87346852","0,30736195","71,16653775","1,7578845","12,30000019"
22/06/2010 23.00,"5,42904195",,"0,26628522","76,23044625","1,7233065","12,30000019"
