,,,Provincia di Lecce,,,
,,,Galatina,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,
19/06/2009 5.00,"2,1","6,9","20,9","0,2",,
19/06/2009 6.00,"2,5","12,9","28,9","0,2","82,2",
19/06/2009 7.00,"2,8","14,9","32,7","0,2","79,7",
19/06/2009 8.00,"4,0","11,6","28,1","0,2","88,7",
19/06/2009 9.00,"4,5","11,1","27,4","0,2","97,4",
19/06/2009 10.00,"5,2","9,3","24,7","0,2","111,1",
19/06/2009 11.00,"4,9","9,7","24,9","0,2","122,1",
19/06/2009 12.00,"4,5","8,8","23,7","0,2","118,6",
19/06/2009 13.00,"4,0","5,7","19,1","0,2","114,6",
19/06/2009 14.00,"4,3","9,1","23,7","0,2","108,7",
19/06/2009 15.00,"4,7","9,0","23,8","0,2","113,8",
19/06/2009 16.00,"4,3","10,0","24,7","0,2","110,8",
19/06/2009 17.00,"4,0","10,8","25,1","0,2","111,4",
19/06/2009 18.00,"3,3","12,9","27,3","0,2","108,8",
19/06/2009 19.00,"2,9","9,2","22,3","0,1","110,7",
19/06/2009 20.00,"2,8","5,4","18,0","0,2","104,3",
19/06/2009 21.00,"2,9","5,0","17,0","0,2","91,5",
19/06/2009 22.00,"2,6","4,1","16,5","0,1","89,6",
19/06/2009 23.00,"2,3","3,0","15,6","0,1","89,4",
20/06/2009 0.00,"1,9","5,2","19,1","0,1","87,6",
20/06/2009 1.00,"2,3","4,3","17,5","0,1","79,0",
20/06/2009 2.00,"2,5","6,2","21,8","0,1","68,8",
20/06/2009 3.00,"3,2","7,4","24,6","0,1","65,6",
20/06/2009 4.00,"3,5","7,0","24,0","0,1","63,0",
20/06/2009 5.00,"3,5","7,5","25,5","0,1","59,0",
20/06/2009 6.00,"3,7","12,8","32,9","0,2","60,7",
20/06/2009 7.00,"3,7","12,8","33,4","0,2","82,0",
20/06/2009 8.00,"3,6","10,1","26,9","0,1","90,9",
20/06/2009 9.00,"4,1","10,5","26,0","0,1","94,1",
20/06/2009 10.00,"4,6","10,7","26,4","0,1","96,3",
20/06/2009 11.00,"4,6","11,6","27,4","0,1","96,2",
20/06/2009 12.00,"4,5","12,0","27,7","0,1","95,3",
20/06/2009 13.00,"4,5","10,7","26,0","0,1","95,9",
20/06/2009 14.00,"4,9","11,7","26,6","0,1","93,1",
20/06/2009 15.00,"5,0","12,7","27,7","0,1","90,6",
20/06/2009 16.00,"4,9","11,9","26,6","0,1","87,5",
20/06/2009 17.00,"4,9","12,6","27,5","0,1","85,5",
20/06/2009 18.00,"4,5","12,3","27,1","0,1","82,7",
20/06/2009 19.00,"4,6","13,9","29,6","0,1","76,7",
20/06/2009 20.00,"4,7","14,9","31,8","0,1","70,5",
20/06/2009 21.00,"4,5","8,8","24,8","0,1","75,1",
20/06/2009 22.00,"4,1","5,2","19,7","0,1","82,0",
20/06/2009 23.00,"4,4","3,4","17,4","0,1","69,0",
21/06/2009 0.00,"5,0","7,1","26,5","0,2","58,4",
21/06/2009 1.00,"5,2","6,2","26,2","0,1","55,3",
21/06/2009 2.00,"4,8",,,"0,1","61,1",
21/06/2009 3.00,"4,5","4,3","22,0",,"60,9",
21/06/2009 4.00,,"3,3","18,9","0,1","60,0",
21/06/2009 5.00,"2,2","3,8","20,9","0,1",,
21/06/2009 6.00,"2,5","3,4","19,9","0,1","53,4",
21/06/2009 7.00,"2,8","9,2","37,2","0,1","60,4",
21/06/2009 8.00,"2,1","14,1","44,5","0,1","63,4",
21/06/2009 9.00,"1,9","10,8","34,2","0,1","66,2",
21/06/2009 10.00,"1,3","12,5","35,2","0,1","65,4",
21/06/2009 11.00,"1,3","9,0","33,3","0,1","57,7",
21/06/2009 12.00,"1,1","10,5","29,4","0,1","75,4",
21/06/2009 13.00,"0,7","4,9","20,2","0,1","89,5",
21/06/2009 14.00,"1,0","7,6","25,1","0,1","89,9",
21/06/2009 15.00,"1,1","9,0","27,5","0,1","88,8",
21/06/2009 16.00,"1,2","11,4","30,3","0,1","89,3",
21/06/2009 17.00,"1,1","9,7","26,7","0,1","85,7",
21/06/2009 18.00,"1,3","10,1","26,1","0,1","82,3",
21/06/2009 19.00,"1,4","7,4","21,6","0,1","84,4",
21/06/2009 20.00,"1,0","7,0","23,6","0,1","68,4",
21/06/2009 21.00,"1,0","6,6","21,7","0,1","66,4",
21/06/2009 22.00,"1,0","5,4","20,3","0,1","78,1",
21/06/2009 23.00,"0,9","8,3","25,2","0,1","62,6",
22/06/2009 0.00,"0,9","11,2","32,1","0,2","58,9",
22/06/2009 1.00,"1,0","10,1","30,4","0,1","57,2",
22/06/2009 2.00,"1,1","9,6","31,8","0,2","61,9",
22/06/2009 3.00,"1,0","9,4","31,8","0,1","61,5",
22/06/2009 4.00,"1,0","8,4","29,5","0,1","62,3",
22/06/2009 5.00,"0,9","10,2","30,5","0,1","61,2",
22/06/2009 6.00,"1,1","15,1","36,6","0,1","61,2",
22/06/2009 7.00,"1,1","18,8","38,3","0,1","69,6",
22/06/2009 8.00,"1,8","16,8","33,6","0,2","76,4",
22/06/2009 9.00,"2,4","15,2","30,9","0,2","76,2",
22/06/2009 10.00,"1,7","12,5","27,2","0,1","84,6",
22/06/2009 11.00,"1,5","9,1","22,7","0,1","89,6",
22/06/2009 12.00,"1,0","7,5","20,9","0,1","93,1",
22/06/2009 13.00,"1,2","7,4","20,7","0,1","91,6",
22/06/2009 14.00,"1,0","7,8","21,3","0,1","95,1",
22/06/2009 15.00,"1,2","6,9","20,1","0,1","104,0",
22/06/2009 16.00,"1,2","11,5","25,4","0,1","98,3",
22/06/2009 17.00,"1,6","15,8","30,9","0,1","93,6",
22/06/2009 18.00,"1,3","15,9","31,3","0,2","83,7",
22/06/2009 19.00,"1,0","17,7","33,7","0,2","72,0",
22/06/2009 20.00,"0,9","15,1","32,1","0,2","68,4",
22/06/2009 21.00,"0,9","13,9","31,1","0,2","67,3",
22/06/2009 22.00,"1,1","15,4","33,4","0,1","55,0",
22/06/2009 23.00,"1,0","13,8","34,8","0,1","55,8",
23/06/2009 0.00,"1,0","11,4","32,8","0,1","53,3",
23/06/2009 1.00,"1,0","11,1","33,4","0,2","55,6",
23/06/2009 2.00,"0,9",,,"0,1","46,9",
23/06/2009 3.00,"1,0","9,6","31,8",,"50,3",
23/06/2009 4.00,,"13,2","35,3","0,2","58,8",
23/06/2009 5.00,"0,4","14,3","36,9","0,2",,
23/06/2009 6.00,"0,7","24,3","50,7","0,2","47,0",
23/06/2009 7.00,"0,8","31,9","60,5","0,2","51,4",
23/06/2009 8.00,"0,7","18,1","42,1","0,2","65,8",
23/06/2009 9.00,"0,6","15,5","35,3","0,2","74,5",
23/06/2009 10.00,"0,5","13,9","32,4","0,2","76,0",
23/06/2009 11.00,"0,5","10,4","27,2","0,2","84,3",
23/06/2009 12.00,"0,6","12,7","29,8","0,1","87,5",
23/06/2009 13.00,"1,0","15,0","32,7","0,2","91,8",
23/06/2009 14.00,"0,9",,,"0,1","99,1",
23/06/2009 15.00,"0,9","12,0","16,1","0,1","98,3",
23/06/2009 16.00,"0,9","9,6","13,3","0,2","97,5",
23/06/2009 17.00,"1,0","9,7","14,2","0,1","91,7",
23/06/2009 18.00,"0,8","15,1","22,3","0,1","73,3",
23/06/2009 19.00,"0,6","15,7","23,1","0,1","69,2",
23/06/2009 20.00,"0,6","15,7","23,3","0,2","63,5",
23/06/2009 21.00,"0,5","19,5","26,9","0,2","57,7",
23/06/2009 22.00,"0,6","16,8","25,0","0,2","59,8",
23/06/2009 23.00,"0,4","17,3","27,4","0,2","50,9",
24/06/2009 0.00,"0,3","16,6","28,6","0,2","45,7",
24/06/2009 1.00,"0,6","19,5","35,2","0,2","34,2",
24/06/2009 2.00,"0,6","13,9","26,0","0,2","39,9",
24/06/2009 3.00,"0,7","14,7","24,2","0,2","58,5",
24/06/2009 4.00,"0,6","15,2","24,0","0,1","72,6",
24/06/2009 5.00,"0,6","16,9","24,8","0,2","57,2",
24/06/2009 6.00,"0,5","19,1","27,3","0,2","56,6",
24/06/2009 7.00,"0,6","24,0","32,6","0,2","58,3",
24/06/2009 8.00,"0,5","22,0","31,9","0,2","52,1",
24/06/2009 9.00,"0,9","20,0","29,7","0,2","61,3",
24/06/2009 10.00,"1,5","17,8","25,5","0,2","73,6",
24/06/2009 11.00,"1,1","14,6","21,6","0,2","82,3",
24/06/2009 12.00,"2,9","22,2","33,9","0,2","73,3",
24/06/2009 13.00,"1,8","22,6","32,2","0,2","67,2",
24/06/2009 14.00,"1,0","26,9","40,1","0,2","57,7",
24/06/2009 15.00,"0,7","23,5","36,4","0,2","65,8",
24/06/2009 16.00,"0,6","19,9","27,8","0,2","72,5",
24/06/2009 17.00,"0,6","25,5","35,6","0,2","61,2",
24/06/2009 18.00,"0,7","28,5","39,2","0,2","57,7",
24/06/2009 19.00,"0,5","13,0","19,8","0,1","62,9",
24/06/2009 20.00,"0,5","18,0","25,4","0,3","48,2",
24/06/2009 21.00,"0,8","32,1","42,1","0,3","22,1",
24/06/2009 22.00,"1,0","25,9","36,5","0,3","32,0",
24/06/2009 23.00,"0,8","21,2","30,2","0,2","47,1",
25/06/2009 0.00,"0,7","19,4","28,6","0,2","51,4",
25/06/2009 1.00,"0,6","17,6","26,8","0,2","51,8","3,7"
25/06/2009 2.00,"0,6",,,"0,2","27,1","3,7"
25/06/2009 3.00,"0,8","15,4","30,1",,"30,5","3,7"
25/06/2009 4.00,,"10,8","20,2","0,1","65,1","3,7"
25/06/2009 5.00,"1,0","12,3","19,7","0,1",,"3,7"
25/06/2009 6.00,"1,0","22,4","31,1","0,2","54,6","3,7"
25/06/2009 7.00,"1,0","27,5","36,6","0,2","59,9","3,7"
25/06/2009 8.00,"3,2","17,3","25,1","0,2","66,8","3,7"
25/06/2009 9.00,"3,5","12,7","18,3","0,2","80,8","3,7"
25/06/2009 10.00,"3,3","11,3","16,6","0,2","84,6","3,7"
25/06/2009 11.00,"3,1","10,9","15,7","0,2","92,7","3,7"
25/06/2009 12.00,"2,5","9,1","13,0","0,2","99,1","3,7"
25/06/2009 13.00,"2,0","8,5","12,0","0,2","102,0","3,7"
25/06/2009 14.00,"1,9","13,7","18,5","0,1","98,1","3,7"
25/06/2009 15.00,"1,8","22,8","29,2","0,1","88,6","3,7"
25/06/2009 16.00,"1,4","21,2","27,7","0,1","85,0","3,7"
25/06/2009 17.00,"1,2","15,8","21,4","0,1","95,1","3,7"
25/06/2009 18.00,"1,2","10,3","14,3","0,1","98,8","3,7"
25/06/2009 19.00,"1,2","7,6","10,5","0,1","96,9","3,7"
25/06/2009 20.00,"0,9","9,6","13,1","0,1","83,3","3,7"
25/06/2009 21.00,"0,8","11,0","15,5","0,1","70,1","3,7"
25/06/2009 22.00,"0,6","14,2","20,7","0,2","55,1","3,7"
25/06/2009 23.00,"1,0","16,3","23,4","0,2","46,3","3,7"
26/06/2009 0.00,"1,0","14,8","21,4","0,2","41,8","3,7"
26/06/2009 1.00,"0,7","12,1","19,0","0,2","48,9","5,1"
26/06/2009 2.00,"0,7","10,4","17,0","0,1","45,0","5,1"
26/06/2009 3.00,"0,9","8,2","14,0","0,1","49,2","5,1"
26/06/2009 4.00,"1,1","11,1","21,3","0,1","24,7","5,1"
26/06/2009 5.00,"0,7","10,1","19,0","0,1","26,3","5,1"
26/06/2009 6.00,"0,8","15,4","23,3","0,1","50,4","5,1"
26/06/2009 7.00,"1,0","10,0","14,4","0,2","75,8","5,1"
26/06/2009 8.00,"0,7","13,0","18,9","0,2","72,9","5,1"
26/06/2009 9.00,"0,6","13,3","18,4","0,1","78,3","5,1"
26/06/2009 10.00,"1,3","10,7","15,0","0,2","88,6","5,1"
26/06/2009 11.00,"2,0","12,0","16,7","0,2","87,5","5,1"
26/06/2009 12.00,"1,4","9,9","14,8","0,1","96,3","5,1"
26/06/2009 13.00,"1,7","10,4","15,1","0,1","107,6","5,1"
26/06/2009 14.00,"1,6","7,9","11,8","0,2","110,6","5,1"
26/06/2009 15.00,"0,8","4,9","7,6","0,1","102,8","5,1"
26/06/2009 16.00,"0,8","6,4","9,6","0,1","101,9","5,1"
26/06/2009 17.00,"1,1","14,1","19,2","0,2","79,1","5,1"
26/06/2009 18.00,"0,9","13,2","18,2","0,2","81,1","5,1"
26/06/2009 19.00,"0,9","12,7","16,8","0,2","64,7","5,1"
26/06/2009 20.00,"1,2","24,6","30,0","0,4","27,8","5,1"
26/06/2009 21.00,"1,0","23,9","29,4","0,3","18,4","5,1"
26/06/2009 22.00,"1,0","15,5","22,7","0,2","39,9","5,1"
26/06/2009 23.00,"0,8","12,1","18,4","0,2","44,6","5,1"
27/06/2009 0.00,"0,7","11,4","19,2","0,2","35,6","5,1"
27/06/2009 1.00,"1,1","9,9","20,9","0,2","34,3","7,4"
27/06/2009 2.00,"0,8",,,"0,2","35,6","7,4"
27/06/2009 3.00,"1,1","6,7","16,2",,"36,3","7,4"
27/06/2009 4.00,,"8,3","17,7","0,2","49,4","7,4"
27/06/2009 5.00,"0,1","9,0","16,5","0,2",,"7,4"
27/06/2009 6.00,"0,3","13,2","23,9","0,2","42,1","7,4"
27/06/2009 7.00,"0,3","22,3","34,6","0,2","43,3","7,4"
27/06/2009 8.00,"0,2","28,4","39,4","0,2","58,9","7,4"
27/06/2009 9.00,"0,4","19,5","29,0","0,2","70,9","7,4"
27/06/2009 10.00,"0,6","15,0","24,2","0,3","85,9","7,4"
27/06/2009 11.00,"0,4","9,2","14,5","0,2","98,9","7,4"
27/06/2009 12.00,"0,6","15,3","22,7","0,2","99,7","7,4"
27/06/2009 13.00,"0,8","15,1","23,3","0,3","97,5","7,4"
27/06/2009 14.00,"0,6","13,0","19,1","0,2","93,2","7,4"
27/06/2009 15.00,"0,6","15,1","20,9","0,2","88,8","7,4"
27/06/2009 16.00,"0,2","7,5","10,7","0,2","81,1","7,4"
27/06/2009 17.00,"0,4","10,2","16,0","0,2","80,9","7,4"
27/06/2009 18.00,"0,1","5,3","8,9","0,2","85,2","7,4"
27/06/2009 19.00,"0,1","8,1","10,7","0,2","72,7","7,4"
27/06/2009 20.00,"0,5","9,9","13,5","0,2","78,2","7,4"
27/06/2009 21.00,"0,1","6,7","9,6","0,2","90,3","7,4"
27/06/2009 22.00,"0,2","7,1","10,1","0,2","86,6","7,4"
27/06/2009 23.00,"0,3","11,2","15,1","0,2","75,0","7,4"
28/06/2009 0.00,"0,2","10,9","15,6","0,2","58,7","7,4"
28/06/2009 1.00,"0,2","10,5","15,0","0,2","67,1","12,6"
28/06/2009 2.00,"0,2","10,9","15,1","0,2","72,7","12,6"
28/06/2009 3.00,"0,2","10,0","15,7","0,2","73,9","12,6"
28/06/2009 4.00,"0,3","7,9","12,6","0,2","72,1","12,6"
28/06/2009 5.00,"0,3","12,1","23,8","0,2","29,6","12,6"
28/06/2009 6.00,"0,2","9,4","17,9","0,2","39,1","12,6"
28/06/2009 7.00,"0,2","18,6","26,3","0,2","70,0","12,6"
28/06/2009 8.00,"0,7","13,1","18,9","0,2","84,1","12,6"
28/06/2009 9.00,"1,4","9,7","14,6","0,2","93,7","12,6"
28/06/2009 10.00,"1,6","7,5","11,3","0,2","105,0","12,6"
28/06/2009 11.00,"1,4","5,8","9,3","0,2","108,5","12,6"
28/06/2009 12.00,"0,6","6,8","10,9","0,2","104,5","12,6"
28/06/2009 13.00,"0,8","26,6","36,4","0,2","83,6","12,6"
28/06/2009 14.00,"0,2","14,5","19,9","0,2","85,5","12,6"
28/06/2009 15.00,"0,2","9,2","13,7","0,2","86,6","12,6"
28/06/2009 16.00,"0,4","10,3","15,8","0,2","72,3","12,6"
28/06/2009 17.00,"0,2","22,1","28,6","0,2","66,2","12,6"
28/06/2009 18.00,"0,3","12,3","17,4","0,2","84,3","12,6"
28/06/2009 19.00,"0,3","8,7","12,5","0,2","84,5","12,6"
28/06/2009 20.00,"0,4","18,0","21,9","0,3","62,3","12,6"
28/06/2009 21.00,"0,5","26,3","32,0","0,4","26,5","12,6"
28/06/2009 22.00,"0,5","28,8","36,2","0,5","13,4","12,6"
28/06/2009 23.00,"0,6","26,2","36,1","0,4","9,8","12,6"
29/06/2009 0.00,"0,9","29,0","49,7","0,5","0,2","12,6"
29/06/2009 1.00,"0,9","27,0","46,4","0,5","2,6","15,3"
29/06/2009 2.00,"0,6",,,"0,4","6,6","15,3"
29/06/2009 3.00,"0,5","13,7","26,0",,"30,2","15,3"
29/06/2009 4.00,,"9,6","17,4","0,2","59,1","15,3"
29/06/2009 5.00,"0,9","11,9","20,2","0,2",,"15,3"
29/06/2009 6.00,"1,1","14,3","22,7","0,3","60,9","15,3"
29/06/2009 7.00,"1,0","18,4","27,3","0,2","62,1","15,3"
29/06/2009 8.00,"0,7","17,4","24,2","0,2","73,2","15,3"
29/06/2009 9.00,"1,8","20,5","28,3","0,2","81,9","15,3"
29/06/2009 10.00,"2,2","12,3","18,9","0,2","96,1","15,3"
29/06/2009 11.00,"1,8","10,9","16,0","0,2","107,1","15,3"
29/06/2009 12.00,"1,5","9,6","14,4","0,2","109,7","15,3"
29/06/2009 13.00,"1,9","9,8","14,8","0,2","110,5","15,3"
29/06/2009 14.00,"1,1","7,0","11,2","0,1","108,7","15,3"
29/06/2009 15.00,"1,9","8,9","13,0","0,2","114,0","15,3"
29/06/2009 16.00,"1,9","7,3","10,9","0,1","120,0","15,3"
29/06/2009 17.00,"1,5","8,9","12,7","0,2","100,7","15,3"
29/06/2009 18.00,"0,7","8,0","11,6","0,2","86,7","15,3"
29/06/2009 19.00,"0,9","9,4","13,5","0,2","85,6","15,3"
29/06/2009 20.00,"0,7","8,6","11,6","0,2","85,2","15,3"
29/06/2009 21.00,"0,9","12,6","15,7","0,2","68,0","15,3"
29/06/2009 22.00,"0,7","13,1","17,9","0,2","59,4","15,3"
29/06/2009 23.00,"0,7","14,0","18,4","0,2","42,1","15,3"
30/06/2009 0.00,"0,8","17,1","25,9","0,3","30,4","15,3"
30/06/2009 1.00,"1,0","15,5","21,5","0,2","30,1","16,3"
30/06/2009 2.00,"0,9","14,9","26,6","0,2","12,5","16,3"
30/06/2009 3.00,"1,3","13,8","22,1","0,3","14,9","16,3"
30/06/2009 4.00,"1,1","9,9","20,4","0,2","23,9","16,3"
30/06/2009 5.00,"1,2","9,4","20,7","0,2","14,5","16,3"
30/06/2009 6.00,"1,0","20,3","31,1","0,3","35,9","16,3"
30/06/2009 7.00,"1,0","20,4","28,4","0,2","69,7","16,3"
30/06/2009 8.00,"1,1","20,2","27,2","0,2","79,5","16,3"
30/06/2009 9.00,"1,9","16,3","24,0","0,2","85,9","16,3"
30/06/2009 10.00,"1,9","10,5","16,8","0,2","95,2","16,3"
30/06/2009 11.00,"1,4","7,6","11,9","0,2","102,8","16,3"
30/06/2009 12.00,"1,5","13,7","20,6","0,2","93,0","16,3"
30/06/2009 13.00,"0,9","13,7","19,9","0,2","80,4","16,3"
30/06/2009 14.00,"1,0","11,7","15,6","0,2","72,6","16,3"
30/06/2009 15.00,"1,0","8,1","11,9","0,2","76,7","16,3"
30/06/2009 16.00,"1,1","8,4","12,4","0,1","89,1","16,3"
30/06/2009 17.00,"1,7","7,7","10,9","0,1","95,1","16,3"
30/06/2009 18.00,"1,3","5,2","7,9","0,1","97,0","16,3"
30/06/2009 19.00,"1,5","11,0","15,2","0,2","82,3","16,3"
30/06/2009 20.00,"1,6","11,3","15,2","0,2","78,3","16,3"
30/06/2009 21.00,"1,0","17,7","21,5","0,3","57,0","16,3"
30/06/2009 22.00,"1,3","24,1","28,9","0,3","40,2","16,3"
30/06/2009 23.00,"1,2","27,7","34,9","0,3","30,3","16,3"
01/07/2009 0.00,"1,3","28,7","37,7","0,3","12,9","16,3"
01/07/2009 1.00,"1,4","25,6","39,9","0,4","4,4","18,7"
01/07/2009 2.00,"1,5",,,"0,4","2,8","18,7"
01/07/2009 3.00,"1,3","15,5","24,4",,"8,9","18,7"
01/07/2009 4.00,,"16,1","29,7","0,4","2,4","18,7"
01/07/2009 5.00,"0,4","14,2","22,9","0,3",,"18,7"
01/07/2009 6.00,"0,5","15,7","25,6","0,3","42,1","18,7"
01/07/2009 7.00,"0,7","29,0","45,0","0,3","30,3","18,7"
01/07/2009 8.00,"1,0","23,6","34,7","0,2","63,7","18,7"
01/07/2009 9.00,"0,6","17,3","24,4","0,2","76,8","18,7"
01/07/2009 10.00,"0,7","11,0","16,2","0,2","84,2","18,7"
01/07/2009 11.00,"0,6","7,9","11,6","0,2","92,8","18,7"
01/07/2009 12.00,"0,6","7,6","11,6","0,2","93,2","18,7"
01/07/2009 13.00,"0,6","5,3","9,0","0,2","99,7","18,7"
01/07/2009 14.00,"0,6","6,7","10,3","0,2","90,0","18,7"
01/07/2009 15.00,"0,6","9,6","16,1","0,2","88,3","18,7"
01/07/2009 16.00,"0,5","5,8","9,9","0,2","89,3","18,7"
01/07/2009 17.00,"0,7","7,1","10,0","0,2","81,2","18,7"
01/07/2009 18.00,"0,4","15,3","19,6","0,3","69,5","18,7"
01/07/2009 19.00,"0,6","6,1","8,7","0,2","91,3","18,7"
01/07/2009 20.00,"0,5","14,8","18,6","0,4","63,5","18,7"
01/07/2009 21.00,"0,4","6,6","10,0","0,2","58,6","18,7"
01/07/2009 22.00,"0,4","6,8","10,2","0,2","47,7","18,7"
01/07/2009 23.00,"0,4","8,9","14,2","0,2","30,0","18,7"
02/07/2009 0.00,"0,5","10,6","19,4","0,2","13,1","18,7"
02/07/2009 1.00,"0,5","10,6","17,6","0,3","12,9","18,9"
02/07/2009 2.00,"0,5","9,8","21,5","0,3","11,3","18,9"
02/07/2009 3.00,"0,4","7,1","20,5","0,2","11,8","18,9"
02/07/2009 4.00,"0,5","7,0","17,8","0,2","9,9","18,9"
02/07/2009 5.00,"0,5","7,1","20,3","0,2","11,2","18,9"
02/07/2009 6.00,"0,8","10,5","26,8","0,3","10,8","18,9"
02/07/2009 7.00,"0,8","19,2","29,3","0,3","55,7","18,9"
02/07/2009 8.00,"0,5","18,9","26,4","0,2","82,6","18,9"
02/07/2009 9.00,"1,2","13,4","19,4","0,2","93,8","18,9"
02/07/2009 10.00,"1,4","9,0","14,6","0,2","97,9","18,9"
02/07/2009 11.00,"1,9","10,3","15,9","0,2","107,9","18,9"
02/07/2009 12.00,"2,0","9,4","14,1","0,2","122,2","18,9"
02/07/2009 13.00,"1,4","8,5","12,5","0,2","108,9","18,9"
02/07/2009 14.00,"0,8","8,7","12,9","0,2","92,1","18,9"
02/07/2009 15.00,"0,6","8,6","15,3","0,2","89,2","18,9"
02/07/2009 16.00,"0,2","5,3","9,3","0,2","90,7","18,9"
02/07/2009 17.00,"0,4","4,2","7,0","0,2","86,8","18,9"
02/07/2009 18.00,"0,6","3,6","6,1","0,2","107,1","18,9"
02/07/2009 19.00,"0,5","4,9","7,1","0,2","99,7","18,9"
02/07/2009 20.00,"0,6","8,5","10,8","0,3","85,6","18,9"
02/07/2009 21.00,"0,6","8,0","11,6","0,3","59,5","18,9"
02/07/2009 22.00,"0,7","9,5","13,4","0,3","49,2","18,9"
02/07/2009 23.00,"0,4","11,6","15,7","0,3","34,3","18,9"
03/07/2009 0.00,"0,7","10,7","17,5","0,3","21,6","18,9"
03/07/2009 1.00,"0,8","10,4","17,2","0,3","28,5","25,2"
03/07/2009 2.00,"0,8",,,"0,3","26,9","25,2"
03/07/2009 3.00,"1,0","9,2","20,4",,"16,9","25,2"
03/07/2009 4.00,,"8,8","20,5","0,3","18,5","25,2"
03/07/2009 5.00,"1,2","9,5","20,5","0,3",,"25,2"
03/07/2009 6.00,"1,1","15,1","29,3","0,4","14,6","25,2"
03/07/2009 7.00,"0,9","22,4","32,3","0,3","57,8","25,2"
03/07/2009 8.00,"0,9","18,4","25,7","0,2","81,6","25,2"
03/07/2009 9.00,"1,9","14,7","21,8","0,2","88,3","25,2"
03/07/2009 10.00,"3,0","13,2","19,5","0,2","91,6","25,2"
03/07/2009 11.00,"3,8","12,8","19,3","0,2","95,4","25,2"
03/07/2009 12.00,"2,9","11,3","18,0","0,2","97,4","25,2"
03/07/2009 13.00,"1,6","10,8","16,2","0,2","97,5","25,2"
03/07/2009 14.00,"0,6","8,5","12,1","0,2","85,9","25,2"
03/07/2009 15.00,"0,7","6,4","9,8","0,2","95,5","25,2"
03/07/2009 16.00,"1,1","7,2","10,6","0,2","109,2","25,2"
03/07/2009 17.00,"1,6","7,1","10,5","0,2","117,1","25,2"
03/07/2009 18.00,"1,3","6,4","9,3","0,2","103,5","25,2"
03/07/2009 19.00,"0,7","12,3","15,3","0,3","91,1","25,2"
03/07/2009 20.00,"1,3","20,2","23,0","0,4","71,6","25,2"
03/07/2009 21.00,"1,2","20,6","23,7","0,4","58,4","25,2"
03/07/2009 22.00,"0,9","13,3","16,3","0,3","69,7","25,2"
03/07/2009 23.00,"0,9","16,2","19,9","0,3","65,4","25,2"
04/07/2009 0.00,"1,3","11,4","15,4","0,2","71,2","25,2"
04/07/2009 1.00,"1,2","8,6","13,4","0,2","56,3","24,0"
04/07/2009 2.00,"1,1","6,0","10,9","0,2","79,0","24,0"
04/07/2009 3.00,"1,1","8,1","14,5","0,2","71,1","24,0"
04/07/2009 4.00,"1,2","6,9","13,9","0,2","71,9","24,0"
04/07/2009 5.00,"1,1","7,4","13,1","0,2","68,7","24,0"
04/07/2009 6.00,"1,2","13,4","21,0","0,3","53,9","24,0"
04/07/2009 7.00,"1,3","14,5","21,2","0,2","58,7","24,0"
04/07/2009 8.00,"1,3","11,0","17,7","0,2","77,2","24,0"
04/07/2009 9.00,"1,9","11,5","18,3","0,2","88,9","24,0"
04/07/2009 10.00,"2,7","11,4","18,1","0,2","99,5","24,0"
04/07/2009 11.00,"3,2","12,3","18,5","0,2","103,3","24,0"
04/07/2009 12.00,"4,0","11,8","17,4","0,2","110,5","24,0"
04/07/2009 13.00,"5,3","11,9","17,2","0,2","115,4","24,0"
04/07/2009 14.00,"5,2","8,6","13,2","0,2","118,9","24,0"
04/07/2009 15.00,"4,8","8,4","12,8","0,2","112,2","24,0"
04/07/2009 16.00,"3,5","8,7","13,0","0,2","105,8","24,0"
04/07/2009 17.00,"2,8","7,7","11,7","0,2","100,4","24,0"
04/07/2009 18.00,"3,4","8,9","12,4","0,2","104,1","24,0"
04/07/2009 19.00,"4,0","10,4","13,7","0,3","115,6","24,0"
04/07/2009 20.00,"2,2","12,0","14,4","0,3","117,4","24,0"
04/07/2009 21.00,"2,5","16,0","18,7","0,3","88,3","24,0"
04/07/2009 22.00,"2,5","11,8","14,1","0,2","84,4","24,0"
04/07/2009 23.00,"2,2","11,1","14,1","0,2","65,7","24,0"
05/07/2009 0.00,"1,8","14,6","17,7","0,3","63,9","24,0"
05/07/2009 1.00,"1,8","9,0","11,8","0,2","84,4","23,8"
05/07/2009 2.00,"1,9",,,"0,2","86,7","23,8"
05/07/2009 3.00,"2,0","9,5","14,2",,"74,6","23,8"
05/07/2009 4.00,,"8,1","12,5","0,2","70,0","23,8"
05/07/2009 5.00,"1,0","7,9","12,3","0,2",,"23,8"
05/07/2009 6.00,"1,1","9,2","14,1","0,2","68,4","23,8"
05/07/2009 7.00,"1,6","9,6","14,8","0,2","78,6","23,8"
05/07/2009 8.00,"1,8","8,3","13,9","0,2","94,5","23,8"
05/07/2009 9.00,"4,1","9,3","14,4","0,2","103,9","23,8"
05/07/2009 10.00,"5,4","9,5","14,1","0,2","116,0","23,8"
05/07/2009 11.00,"5,7","9,6","13,9","0,2","134,3","23,8"
05/07/2009 12.00,"5,0","7,2","10,8","0,2","140,8","23,8"
05/07/2009 13.00,"5,5","7,2","10,6","0,2","141,0","23,8"
