,SIMAGE Brindisi,,,
,S. Pancrazio S.,,,
Parm,SO2,NO2,PM10,NOX



22/10/2010 18.00,"0,28798999","6,00136074","17,60000038","6,59900797"
22/10/2010 19.00,"0,30550375","9,13831796","17,60000038","10,10213613"
22/10/2010 20.00,"0,32170456","8,81255331","17,60000038","9,85570992"
22/10/2010 21.00,"0,35658664","8,08314634","17,60000038","9,6053947"
22/10/2010 22.00,"0,25196989","9,52119022","17,60000038","10,84270918"
22/10/2010 23.00,"0,4176819","11,23697505","17,60000038","12,98790434"
23/10/2010 0.00,"0,33410993","10,19608034","17,60000038","12,32904062"
23/10/2010 1.00,,"7,54323387","26,2999897","9,92963931"
23/10/2010 2.00,"0,37571438",,"26,2999897",
23/10/2010 3.00,"0,32867711","5,0331488","26,2999897","7,93618811"
23/10/2010 4.00,"0,45273891","6,38553126","26,2999897","14,26672069"
23/10/2010 5.00,"0,30809812","5,15514778","26,2999897","9,07104042"
23/10/2010 6.00,"0,39982135","4,61133866","26,2999897","8,22671078"
23/10/2010 7.00,"0,45567905","8,70223282","26,2999897","13,18245034"
23/10/2010 8.00,"0,50036502","12,28435718","26,2999897","19,1796544"
23/10/2010 9.00,"0,59855637","12,28046243","26,2999897","17,68554686"
23/10/2010 10.00,"1,44464952","18,20783642","26,2999897","28,32851704"
23/10/2010 11.00,"0,61737188","8,71910431","26,2999897","10,38098603"
23/10/2010 12.00,"0,45273891","6,36865786","26,2999897","7,57433255"
23/10/2010 13.00,"0,44509514","6,85536128","26,2999897","8,08923033"
23/10/2010 14.00,"0,46979095","4,91504074","26,2999897","5,46415375"
23/10/2010 15.00,"0,37630322","4,3361923","26,2999897","4,51866019"
23/10/2010 16.00,"0,35689988","5,67948893","26,2999897","6,0426045"
23/10/2010 17.00,"0,44921093","7,32648764","26,2999897","8,45627506"
23/10/2010 18.00,"0,40393715","13,30188916","26,2999897","14,47683037"
23/10/2010 19.00,"0,35689988","16,27920776","26,2999897","17,47803176"
23/10/2010 20.00,"0,38335815","16,0300168","26,2999897","18,16931727"
23/10/2010 21.00,"0,30515797","12,49720484","26,2999897","13,78035569"
23/10/2010 22.00,"0,48625414","12,79701791","26,2999897","14,48850504"
23/10/2010 23.00,"0,35984003","10,66461594","26,2999897","12,5456358"
24/10/2010 0.00,"0,41981252","11,2901841","26,2999897","13,14743206"
24/10/2010 1.00,"0,40099802","11,29407884",21,"14,55335243"
24/10/2010 2.00,"0,51153676","6,37774368",21,"8,6780575"
24/10/2010 3.00,"0,34161233","5,07467935",21,"7,15151861"
24/10/2010 4.00,"0,39982135","5,43289255",21,"7,82594602"
24/10/2010 5.00,"0,48213834","5,40563699",21,"7,97509731"
24/10/2010 6.00,"0,40511381","6,06755227",21,"8,74420314"
24/10/2010 7.00,"0,34102451","6,23368022",21,"8,87130716"
24/10/2010 8.00,"0,56033852","6,80344474",21,"10,07619602"
24/10/2010 9.00,"0,44039151","6,05846645",21,"8,87000891"
24/10/2010 10.00,"0,39688222","4,32970106",21,"6,18397586"
24/10/2010 11.00,"0,2704681","4,80082933",21,"6,44207292"
24/10/2010 12.00,"0,33102842","5,74438221",21,"7,62231993"
24/10/2010 13.00,"0,44450731","4,17655177",21,"5,34483157"
24/10/2010 14.00,"0,37159858","3,03182972",21,"4,06860981"
24/10/2010 15.00,"0,31574189","3,29659583",21,"4,54589663"
24/10/2010 16.00,"0,35278408","3,01625457",21,"4,36172514"
24/10/2010 17.00,"0,32220899","3,54578679",21,"6,1139393"
24/10/2010 18.00,"0,34278799","6,12855272",21,"9,80512796"
24/10/2010 19.00,"0,32397349","5,74048746",21,"8,57689358"
24/10/2010 20.00,"0,31162609","5,97929626",21,"8,41347494"
24/10/2010 21.00,"0,26399998","5,56268102",21,"7,76628397"
24/10/2010 22.00,"0,37453873","3,78719018",21,"5,54067582"
24/10/2010 23.00,"0,20520314","4,19082867",21,"6,29810888"
25/10/2010 0.00,"0,22989794","3,84040305",21,"6,18916312"
25/10/2010 1.00,,"3,24987038","13,10000038","5,56791226"
25/10/2010 2.00,"0,51742214",,"13,10000038",
25/10/2010 3.00,"0,57567488","2,41404149","13,10000038","5,37985176"
25/10/2010 4.00,"0,50277022","2,37510552","13,10000038","5,48231202"
25/10/2010 5.00,"0,48681858","2,37510552","13,10000038","5,61330696"
25/10/2010 6.00,"0,42053052","3,16161628","13,10000038","6,34869084"
25/10/2010 7.00,"0,56196776","4,21808423","13,10000038","7,30585907"
25/10/2010 8.00,"0,40564265","10,13508371","13,10000038","13,82056122"
25/10/2010 9.00,"0,47665671","5,8209559","13,10000038","8,61061361"
25/10/2010 10.00,"0,3332109","5,78201993","13,10000038","8,42774228"
25/10/2010 11.00,"0,30981481","5,25638245","13,10000038","7,8415097"
25/10/2010 12.00,"0,52273902","4,5724046","13,10000038","7,20858416"
25/10/2010 13.00,"0,47334841","4,44391438","13,10000038","6,79614664"
25/10/2010 14.00,"0,39548079","3,64831779","13,10000038","5,77283468"
25/10/2010 15.00,"0,41095953","3,03182972","13,10000038","4,77935183"
25/10/2010 16.00,"0,53242798","3,93255189","13,10000038","5,75208183"
25/10/2010 17.00,"0,43979046","4,1999145","13,10000038","5,85713667"
25/10/2010 18.00,"0,54731584","5,5821471","13,10000038","7,11260941"
25/10/2010 19.00,"0,40824211","8,63474305","13,10000038","10,92052758"
25/10/2010 20.00,"0,5199026","10,83074197","13,10000038","13,24859598"
25/10/2010 21.00,"0,49686145","13,88592486","13,10000038","16,52215986"
25/10/2010 22.00,"0,49520781","16,08581852","13,10000038","17,98385136"
25/10/2010 23.00,"0,44605315","7,08248967","13,10000038","8,56262623"
26/10/2010 0.00,"0,40138854","5,33555263","13,10000038","7,15930045"
26/10/2010 1.00,"0,35058024","4,08699942","9,89999962","5,95830059"
26/10/2010 2.00,"0,40469684","3,13046789","9,89999962","5,20994762"
26/10/2010 3.00,"0,30000788","2,8579142","9,89999962","4,94666139"
26/10/2010 4.00,"0,33403772","2,89944666","9,89999962","4,91553403"
26/10/2010 5.00,"0,3022524","3,26285094","9,89999962","5,32148796"
26/10/2010 6.00,"0,43636419","4,79953299","9,89999962","6,93362709"
26/10/2010 7.00,"0,51375891","6,41538331","9,89999962","9,24483548"
26/10/2010 8.00,"0,5304194","15,03195662","9,89999962","20,68284968"
26/10/2010 9.00,"3,34829656","11,38622577","9,89999962","20,92668704"
26/10/2010 10.00,"0,8122301","8,25316903","9,89999962","16,20180618"
26/10/2010 11.00,"0,73306377","8,00527632","9,89999962","12,20972034"
26/10/2010 12.00,"0,66843037","7,20708515","9,89999962","10,35504593"
26/10/2010 13.00,"0,5551142","6,73725513","9,89999962","9,74676416"
26/10/2010 14.00,"0,47559293","4,11425498","9,89999962","6,01666439"
26/10/2010 15.00,"0,35258882","4,05585103","9,89999962","5,46285742"
26/10/2010 16.00,"0,60296913","5,34334021","9,89999962","7,10093665"
26/10/2010 17.00,"0,58489094","5,12919047","9,89999962","7,11390574"
26/10/2010 18.00,"0,58559979","6,04159496","9,89999962","8,44978955"
26/10/2010 19.00,"0,48646364","4,95397862","9,89999962","6,40964922"
26/10/2010 20.00,"0,48221055","5,48870192","9,89999962","6,77150478"
26/10/2010 21.00,"0,46743964","4,77616835","9,89999962","5,8675131"
26/10/2010 22.00,"0,44451748","5,27455218","9,89999962","6,6781227"
26/10/2010 23.00,"0,44321775","4,77876485","9,89999962","6,84283768"
27/10/2010 0.00,"0,40351611","3,96370219","9,89999962","6,18008494"
27/10/2010 1.00,,"3,72099865","6,30000019","6,01277538"
27/10/2010 2.00,"0,58506891",,"6,30000019",
27/10/2010 3.00,"0,49916394","3,93125364","6,30000019","6,45893294"
27/10/2010 4.00,"0,69240614","4,18174285","6,30000019","6,16841218"
27/10/2010 5.00,"0,79404716","3,39523209","6,30000019","5,94014424"
27/10/2010 6.00,"0,57520401","3,51853123","6,30000019","6,36295818"
27/10/2010 7.00,"0,67948821","6,87223277","6,30000019","9,77140793"
27/10/2010 8.00,"0,8508283","10,08706383","6,30000019","15,24853078"
27/10/2010 9.00,"0,82029491","9,16946635","6,30000019","16,21477718"
27/10/2010 10.00,"0,72423113","6,1025935","6,30000019","10,31484039"
27/10/2010 11.00,"0,65940653","5,4315943","6,30000019","8,64174288"
27/10/2010 12.00,"0,9353827","5,32776506","6,30000019","8,04772846"
27/10/2010 13.00,"0,68013401","6,64899912","6,30000019","9,54184174"
27/10/2010 14.00,"0,79216876","5,4796161","6,30000019","7,14633135"
27/10/2010 15.00,"0,79269658","5,17980876","6,30000019","5,77931827"
27/10/2010 16.00,"0,71971056","5,13308522","6,30000019","6,1074538"
27/10/2010 17.00,"0,96503537","6,02602172","6,30000019","7,78055131"
27/10/2010 18.00,"0,89287007","6,16229761","6,30000019","7,46797946"
27/10/2010 19.00,"0,98570386","5,61199915","6,30000019","6,94789252"
27/10/2010 20.00,"0,6693294","5,05780786","6,30000019","6,53415866"
27/10/2010 21.00,"0,82581417","4,62821206","6,30000019","6,17619402"
27/10/2010 22.00,"0,67526054","4,51659523","6,30000019","5,8415749"
27/10/2010 23.00,"0,8730823","3,43546822","6,30000019","4,79232093"
28/10/2010 0.00,"0,95552337","2,9202129","6,30000019","4,69504793"
28/10/2010 1.00,"0,7322756","2,9033395","13,80000019","5,03485622"
28/10/2010 2.00,"0,74266934","3,02923322","13,80000019","5,34742615"
28/10/2010 3.00,"0,93332734","3,70153258","13,80000019","6,1139393"
28/10/2010 4.00,"1,09527239","3,7222969","13,80000019","6,58214604"
28/10/2010 5.00,"0,93497183","3,59510492","13,80000019","6,88174688"
28/10/2010 6.00,"0,95323308","3,96500044","13,80000019","7,39405198"
28/10/2010 7.00,"0,93115503","4,63729788","13,80000019","7,67938739"
28/10/2010 8.00,"1,05963061","5,30570058","13,80000019","8,30712185"
28/10/2010 9.00,"1,05058744","6,60227558","13,80000019","10,54051375"
28/10/2010 10.00,"1,09539036","4,9708501","13,80000019","8,60931727"
28/10/2010 11.00,"0,84489716","3,71840406","13,80000019","7,29288806"
28/10/2010 12.00,"0,90150236","3,59899966","13,80000019","7,1450331"
28/10/2010 13.00,"1,05704641","3,94553246","13,80000019","6,32015806"
28/10/2010 14.00,"1,00578554","3,7819991","13,80000019","5,9064223"
28/10/2010 15.00,"0,90449641","3,72489339","13,80000019","6,58344238"
28/10/2010 16.00,"1,10413859","3,77550977","13,80000019","4,94666139"
28/10/2010 17.00,"0,95088381","3,64572321","13,80000019","4,86884299"
28/10/2010 18.00,"1,20707222","5,14606387","13,80000019","7,53153243"
28/10/2010 19.00,"1,09773861","4,47636102","13,80000019","7,32142084"
28/10/2010 20.00,"1,04888498","4,98512701","13,80000019","7,33179726"
28/10/2010 21.00,"1,04782832","4,68661601","13,80000019","6,85061952"
28/10/2010 22.00,"1,22275029","5,37319035","13,80000019","7,56525246"
28/10/2010 23.00,"0,9487115","5,82355239","13,80000019","9,20852086"
29/10/2010 0.00,"1,07278347","4,97733943","13,80000019","8,100905"
29/10/2010 1.00,,"4,99161634","23,7999897","8,4446023"
29/10/2010 2.00,"0,21892857",,"23,7999897",
29/10/2010 3.00,"0,18775447","3,56525478","23,7999897","7,34995553"
29/10/2010 4.00,"0,18263184","3,65480903","23,7999897","7,07888746"
29/10/2010 5.00,"0,25398863","3,19146834","23,7999897","6,77928662"
29/10/2010 6.00,"0,2489555","3,35370154","23,7999897","6,94789252"
29/10/2010 7.00,"0,24453968","7,43161514","23,7999897","12,82578204"
29/10/2010 8.00,"0,46205463","6,23108372","23,7999897","10,80509631"
29/10/2010 9.00,"0,32887848","5,88195634","23,7999897","10,37709511"
29/10/2010 10.00,"0,26476375","5,22133931","23,7999897","9,08141684"
29/10/2010 11.00,"0,313954","5,00589324","23,7999897","7,98417549"
29/10/2010 12.00,"0,36508673","4,80342391","23,7999897","6,92973617"
29/10/2010 13.00,"0,28851985","4,97604118","23,7999897","6,58344238"
29/10/2010 14.00,"0,34450977","5,39785133","23,7999897","7,03868193"
29/10/2010 15.00,"0,38151331","4,80991515","23,7999897","6,3019998"
29/10/2010 16.00,"0,21080376","5,93257463","23,7999897","7,84929154"
29/10/2010 17.00,"0,26273178","5,07987234","23,7999897","6,50043672"
29/10/2010 18.00,"0,3770975","5,77033952","23,7999897","7,42517934"
29/10/2010 19.00,"0,38743022","7,79372117","23,7999897","10,13585616"
29/10/2010 20.00,"0,37665612","13,59391083","23,7999897","16,11620785"
29/10/2010 21.00,"0,37780431","14,33369996","23,7999897","16,93719197"
29/10/2010 22.00,"0,54215456","13,15263653","23,7999897","15,81530876"
29/10/2010 23.00,"0,28216157","11,37844393","23,7999897","13,96711985"
30/10/2010 0.00,"0,35440111","14,15978253","23,7999897","17,16675625"
30/10/2010 1.00,"0,35051515","9,60555149","33,79999161","13,22914138"
30/10/2010 2.00,"0,23720915","7,59125375","33,79999161","11,44839445"
30/10/2010 3.00,"0,26158359","5,64833862","33,79999161","9,98670486"
30/10/2010 4.00,"0,40270861","5,78331818","33,79999161","10,23831833"
30/10/2010 5.00,"0,37020936","5,78072359","33,79999161","10,46788261"
30/10/2010 6.00,"0,41295285","6,31155215","33,79999161","11,38484339"
30/10/2010 7.00,"0,49517222","9,88718909","33,79999161","18,18099003"
30/10/2010 8.00,"0,7013832","12,24282662","33,79999161","44,632772"
30/10/2010 9.00,"0,58666459","13,95731129","33,79999161","33,26998544"
30/10/2010 10.00,"0,38169027","10,6217814","33,79999161","16,17586798"
30/10/2010 11.00,"0,37859859","9,81320998","33,79999161","13,16948125"
30/10/2010 12.00,"0,31103928","10,12599789","33,79999161","13,09036651"
30/10/2010 13.00,"0,42531652","7,10844698","33,79999161","9,01397295"
30/10/2010 14.00,"0,39917555","5,97410518","33,79999161","7,65474554"
30/10/2010 15.00,"0,3563446","5,12270114","33,79999161","5,99850804"
30/10/2010 16.00,"0,42655319","4,69051075","33,79999161","5,40189903"
30/10/2010 17.00,"0,41683881","6,38553126","33,79999161","7,22674242"
30/10/2010 18.00,"0,50815422","14,03129039","33,79999161","16,0695149"
30/10/2010 19.00,"0,51018517","20,630958","33,79999161","25,11461712"
30/10/2010 20.00,"0,37868707","16,14293378","33,79999161","19,37808176"
30/10/2010 21.00,"0,32931986","13,63414122","33,79999161","16,50789443"
30/10/2010 22.00,"0,32614071","10,1688286","33,79999161","11,94643412"
30/10/2010 23.00,"0,25504936","10,29081994","33,79999161","11,52362018"
31/10/2010 0.00,"0,26555802","9,30184941","33,79999161","11,03725518"
31/10/2010 1.00,,"8,74116879","15,19999981","11,5858749"
31/10/2010 2.00,"0,07391861",,"15,19999981",
31/10/2010 3.00,"0,11638345","5,34982954","15,19999981","7,45760495"
31/10/2010 4.00,"0,03774596","3,64961604","15,19999981","6,0750301"
31/10/2010 5.00,"0,03617266","3,19665942","15,19999981","5,70668904"
31/10/2010 6.00,"0,08964652","2,76576536","15,19999981","5,45637191"
31/10/2010 7.00,"0,14469266","3,96240394","15,19999981","7,10742024"
31/10/2010 8.00,"0,08513612","4,35695662","15,19999981","7,65474362"
31/10/2010 9.00,"0,11166457","3,60678724","15,19999981","6,24882326"
31/10/2010 10.00,"0,10715417","3,97408435","15,19999981","6,45374568"
31/10/2010 11.00,"0,09593768","3,42768064","15,19999981","5,19049302"
31/10/2010 12.00,"0,08513612","3,43936105","15,19999981","5,10748545"
31/10/2010 13.00,"0,06448289","3,70282891","15,19999981","5,68593619"
31/10/2010 14.00,"0,16513843","3,76123286","15,19999981","5,5756941"
31/10/2010 15.00,"0,14154708","3,14344654","15,19999981","5,22421305"
31/10/2010 16.00,"0,05347284","3,28491351","15,19999981","6,12820474"
31/10/2010 17.00,"0,08964652","3,51723298","15,19999981","6,09578104"
31/10/2010 18.00,"0,05190056","3,59251034","15,19999981","5,79099103"
31/10/2010 19.00,"0,07706419","4,3790211","15,19999981","6,51340773"
31/10/2010 20.00,"0,09750996","4,6152334","15,19999981","6,52378224"
31/10/2010 21.00,"0,08650094","4,19212692","15,19999981","6,10226654"
31/10/2010 22.00,"0,02516363","4,42833922","15,19999981","6,5938188"
31/10/2010 23.00,"0,07391861","3,28231893","15,19999981","5,31111154"
01/11/2010 0.00,"0,0471827","2,89555192","15,19999981","4,28261041"
01/11/2010 1.00,"0,02359135","2,8747876","14,69999981","4,57053849"
01/11/2010 2.00,"0,0471827","2,90723424","14,69999981","5,01410337"
01/11/2010 3.00,"0,04403712","2,28684951","14,69999981","4,46159273"
01/11/2010 4.00,"0,0912188","2,16874336","14,69999981","4,65743698"
01/11/2010 5.00,"0,02673693","2,00391366","14,69999981","4,78194642"
01/11/2010 6.00,"0,00471786","2,15706486","14,69999981","5,24885682"
01/11/2010 7.00,"0,02359135","2,16225403","14,69999981","6,07892102"
01/11/2010 8.00,"0,06762745","2,47634018","14,69999981","6,06595002"
01/11/2010 9.00,"0,06605517","3,0058705","14,69999981","5,73651815"
01/11/2010 10.00,"0,0471827","3,04091363","14,69999981","5,31500246"
01/11/2010 11.00,"0,02988251","3,85987103","14,69999981","6,83894676"
01/11/2010 12.00,"0,03617266","3,20963807","14,69999981","6,18138128"
01/11/2010 13.00,"0,02988251","3,89231958","14,69999981","7,16837862"
01/11/2010 14.00,"0,01730019","3,47829702","14,69999981","6,59900797"
01/11/2010 15.00,"0,03460037","2,77614752","14,69999981","5,72095447"
01/11/2010 16.00,"0,05504614","2,77485118","14,69999981","6,37722362"
01/11/2010 17.00,"0,0613373","3,23429714","14,69999981","7,75590754"
01/11/2010 18.00,"0,02516363","3,64961604","14,69999981","7,86744789"
01/11/2010 19.00,"0,08020977","3,8728516","14,69999981","7,95564271"
01/11/2010 20.00,"0,06290959","3,93774488","14,69999981","7,68846557"
01/11/2010 21.00,"0,02044577","3,98706301","14,69999981","8,00363009"
01/11/2010 22.00,"0,00943674","3,47570243","14,69999981","6,87785596"
01/11/2010 23.00,"0,02830921","2,75019021","14,69999981","5,74948916"
02/11/2010 0.00,"0,02673693","3,14993587","14,69999981","6,20861772"
02/11/2010 1.00,,"2,73461697","17,60000038","5,72484539"
02/11/2010 2.00,"0,4484014",,"17,60000038",
02/11/2010 3.00,"0,44129359","2,50878682","17,60000038","4,93887955"
02/11/2010 4.00,"0,4033839","2,50878682","17,60000038","5,48360835"
02/11/2010 5.00,"0,30860967","2,5022975","17,60000038","5,12175279"
02/11/2010 6.00,"0,42589316","2,43870246","17,60000038","4,74044263"
02/11/2010 7.00,"0,59885638","3,3783606","17,60000038","5,66648159"
02/11/2010 8.00,"0,47624178","3,97148977","17,60000038","6,38111454"
02/11/2010 9.00,"0,49519662","4,12982822","17,60000038","6,54712776"
02/11/2010 10.00,"0,6041875","5,7898075","17,60000038","8,22800711"
02/11/2010 11.00,"0,54495335","4,97863768","17,60000038","7,73775119"
02/11/2010 12.00,"0,60833381","4,2738936","17,60000038","7,57433255"
02/11/2010 13.00,"0,60359459","9,62761597","17,60000038","14,22781149"
02/11/2010 14.00,"0,57160892","4,58019026","17,60000038","8,26691631"
02/11/2010 15.00,"0,62610385","3,59380667","17,60000038","6,92325066"
02/11/2010 16.00,"0,56450009","3,68725376","17,60000038","6,84543226"
02/11/2010 17.00,"0,67408387","4,06753144","17,60000038","6,94270526"
02/11/2010 18.00,"0,45610213","5,35891345","17,60000038","8,07885582"
02/11/2010 19.00,"0,46557955","4,6580622","17,60000038","6,9699417"
02/11/2010 20.00,"0,51889069","5,22004106","17,60000038","7,54968878"
02/11/2010 21.00,"0,53488403","7,22136014","17,60000038","9,12291871"
02/11/2010 22.00,"0,34355786","3,83131914","17,60000038","5,26052958"
02/11/2010 23.00,"0,51474438","3,72619164","17,60000038","5,57958502"
03/11/2010 0.00,"0,58108634","4,45559478","17,60000038","7,34736094"
03/11/2010 1.00,"0,49934293","4,73074306","23,89999962","7,80519317"
03/11/2010 2.00,"0,38265235","3,41470198","23,89999962","6,1982413"
03/11/2010 3.00,"0,55798519","3,02663864","23,89999962","6,28643612"
03/11/2010 4.00,"0,42589316","2,69827558","23,89999962","5,19568027"
03/11/2010 5.00,"0,70666245","2,83714797","23,89999962","5,82730756"
03/11/2010 6.00,"0,58641746","3,00976524","23,89999962","6,1982413"
03/11/2010 7.00,"0,60122599","5,92348881","23,89999962","9,6961822"
03/11/2010 8.00,"0,69600022","5,68338176","23,89999962","9,31616838"
03/11/2010 9.00,"0,77122771","8,02604255","23,89999962","13,45481474"
03/11/2010 10.00,"0,61899603","9,14610554","23,89999962","17,15897632"
03/11/2010 11.00,"0,72265579","10,12599789","23,89999962","18,6725442"
03/11/2010 12.00,"0,86659485","6,62434006","23,89999962","13,0190317"
03/11/2010 13.00,"0,7268021","6,64770087","23,89999962","11,75966996"
03/11/2010 14.00,"0,63380457","6,86574344","23,89999962","12,292726"
03/11/2010 15.00,"0,74398025","6,53997688","23,89999962","12,19026383"
03/11/2010 16.00,"0,76648849","5,72231773","23,89999962","10,91922933"
03/11/2010 17.00,"0,71673177","7,24731746","23,89999962","12,487272"
03/11/2010 18.00,"0,50941327","7,87159502","23,89999962","14,03975099"
03/11/2010 19.00,"0,65572092","8,68406118","23,89999962","12,65587981"
03/11/2010 20.00,"0,74990326","6,7761911","23,89999962","11,10210257"
03/11/2010 21.00,"0,55265407","9,37842501","23,89999962","14,75049302"
03/11/2010 22.00,"0,62551195","8,67887201","23,89999962","13,25767416"
03/11/2010 23.00,"0,47861139","4,36474419","23,89999962","8,67416658"
04/11/2010 0.00,"0,69422352","3,12397856","23,89999962","6,42132198"
04/11/2010 1.00,,"3,01106349","21,5","6,36425452"
04/11/2010 2.00,"0,43518956",,"21,5",
04/11/2010 3.00,"0,35697412","3,27972243","21,5","7,07759113"
04/11/2010 4.00,"0,33974614","2,77225469","21,5","6,2566051"
04/11/2010 5.00,"0,40794514","2,8124889","21,5","5,77153643"
04/11/2010 6.00,"0,46198649","3,30178691","21,5","6,0620591"
04/11/2010 7.00,"0,41700661","4,34008322","21,5","7,20728782"
04/11/2010 8.00,"0,43882635","6,13763663","21,5","12,01257976"
04/11/2010 9.00,"0,35792807","11,47189293","21,5","23,70738512"
04/11/2010 10.00,"0,58139551","7,23823163","21,5","12,60789052"
04/11/2010 11.00,"0,65069796","8,58023193","21,5","15,17979055"
04/11/2010 12.00,"0,53730958","7,92221139","21,5","12,2992115"
04/11/2010 13.00,"0,59579216","6,44263696","21,5","9,89073011"
04/11/2010 14.00,"0,47483323","7,88976475","21,5","10,74284159"
04/11/2010 15.00,"0,4224018","9,08769967","21,5","12,42631362"
04/11/2010 16.00,"0,36013394","6,1363403","21,5","9,17609526"
04/11/2010 17.00,"0,42091189","6,78008393","21,5","9,8129098"
04/11/2010 18.00,"0,50461099","6,34010405","21,5","9,44845966"
04/11/2010 19.00,"0,60643405","7,89625408","21,5","10,90626023"
04/11/2010 20.00,"0,45843919","6,23627671","21,5","8,65600831"
04/11/2010 21.00,"0,38055225","6,9072759","21,5","9,74935874"
04/11/2010 22.00,"0,4137278","5,52244681","21,5","7,7053275"
04/11/2010 23.00,"0,41128395","5,22783055","21,5","6,78706846"
05/11/2010 0.00,"0,3880933","3,75604178","21,5","5,37596084"
05/11/2010 1.00,"0,53710109","3,91697865","23,89999962","6,30718706"
05/11/2010 2.00,"0,43346066","2,99289375","23,89999962","5,4784211"
05/11/2010 3.00,"0,42314726","3,12008382","23,89999962","5,72225272"
05/11/2010 4.00,"0,52452284","2,93578614","23,89999962","5,62757239"
05/11/2010 5.00,"0,4530735","2,98251159","23,89999962","6,14117574"
05/11/2010 6.00,"0,43185074","2,9318933","23,89999962","5,93106415"
05/11/2010 7.00,"0,43462309","3,68206459","23,89999962","6,80263214"
05/11/2010 8.00,"0,60866942","3,67038227","23,89999962","7,43036851"
05/11/2010 9.00,"0,5284271","5,01757365","23,89999962","8,3862385"
05/11/2010 10.00,"0,45978062","5,26157353","23,89999962","8,06718306"
05/11/2010 11.00,"0,63829768","5,37319035","23,89999962","8,24097621"
05/11/2010 12.00,"0,51966361","3,88842484","23,89999962","5,67426343"
05/11/2010 13.00,"0,35306986","3,49257392","23,89999962","5,54845766"
05/11/2010 14.00,"0,48449066","3,59899966","23,89999962","5,86621676"
05/11/2010 15.00,"0,49829237","3,92346798","23,89999962","6,0296354"
05/11/2010 16.00,"0,31277021","4,4504037","23,89999962","7,5146705"
05/11/2010 17.00,"0,42132886","4,01431857","23,89999962","6,91546882"
05/11/2010 18.00,"0,44708235","4,45559478","23,89999962","7,00495998"
05/11/2010 19.00,"0,46860411","4,90336033","23,89999962","7,22155517"
05/11/2010 20.00,"0,3761405","4,45170195","23,89999962","6,36555086"
05/11/2010 21.00,"0,38529147","5,65742445","23,89999962","7,99584825"
05/11/2010 22.00,"0,11675567","4,91763723","23,89999962","7,44463394"
05/11/2010 23.00,"0,25229024","4,70478574","23,89999962","6,86229228"
06/11/2010 0.00,"0,51453691","4,05455278","23,89999962","6,24233966"
06/11/2010 1.00,,"3,4380628","25,2999897","6,32404898"
06/11/2010 2.00,"0,47860935",,"25,2999897",
06/11/2010 3.00,"0,80829228","3,43676646","25,2999897","6,61586798"
06/11/2010 4.00,"0,58859282","2,93578614","25,2999897","6,27865428"
06/11/2010 5.00,"0,70497728","2,27387277","25,2999897","5,80525838"
06/11/2010 6.00,"0,69297465","4,27908468","25,2999897","8,53798438"
06/11/2010 7.00,"0,77317222","2,90983074","25,2999897","6,5613951"
06/11/2010 8.00,"0,41797175","4,01042382","25,2999897","8,18780158"
06/11/2010 9.00,"0,56378615","5,70804274","25,2999897","10,73116883"
06/11/2010 10.00,"0,70382197","4,42574464","25,2999897","7,56655071"
06/11/2010 11.00,"0,60939759","3,70672366","25,2999897","6,46671669"
06/11/2010 12.00,"0,67243633","3,04351013","25,2999897","5,9193933"
06/11/2010 13.00,"0,52617749","3,48478634","25,2999897","6,26827786"
06/11/2010 14.00,"0,64336234","3,6794681","25,2999897","6,5095149"
06/11/2010 15.00,"0,61028746","3,19536117","25,2999897","5,32667522"
06/11/2010 16.00,"0,5815684","3,1564252","25,2999897","4,93109771"
06/11/2010 17.00,"0,62317895","3,14863762","25,2999897","5,18271118"
06/11/2010 18.00,"0,77548386","4,24144696","25,2999897","6,66385536"
06/11/2010 19.00,"0,719737","8,6048929","25,2999897","11,4302381"
06/11/2010 20.00,"0,98042461","10,80478274","25,2999897","13,75571383"
06/11/2010 21.00,"1,03190414","11,98454219","25,2999897","15,91258176"
06/11/2010 22.00,"1,1419771","8,05329811","25,2999897","11,61440767"
06/11/2010 23.00,"0,85994978","8,3518072","25,2999897","11,49768007"
07/11/2010 0.00,"0,98140297","10,85020995","25,2999897","18,87487204"
07/11/2010 1.00,"0,96530996","13,16172044","23,39999962","29,09243752"
07/11/2010 2.00,"0,95819706","10,21295374","23,39999962","20,1912936"
07/11/2010 3.00,"0,92681142","9,18244501","23,39999962","17,66868684"
07/11/2010 4.00,"0,61010949","9,23695613","23,39999962","14,54946151"
07/11/2010 5.00,"0,98878232","7,73791371","23,39999962","13,39256002"
07/11/2010 6.00,"0,90156033","5,78331818","23,39999962","10,50938639"
07/11/2010 7.00,"0,61215467","5,57565777","23,39999962","10,240911"
07/11/2010 8.00,"0,75699073","8,39074317","23,39999962","13,40423278"
07/11/2010 9.00,"0,58565877","6,41408506","23,39999962","10,8660547"
07/11/2010 10.00,"0,72507117","7,03316963","23,39999962","11,48600731"
07/11/2010 11.00,"0,79406648","5,52763789","23,39999962","9,06585316"
07/11/2010 12.00,"0,75787959","4,69570183","23,39999962","7,30845174"
07/11/2010 13.00,"0,79371155","4,49712725","23,39999962","7,46149587"
07/11/2010 14.00,"0,75290036","3,74436138","23,39999962","6,84802685"
07/11/2010 15.00,"0,62780224","3,22131848","23,39999962","6,28384154"
07/11/2010 16.00,"0,6048638","2,98510618","23,39999962","6,2566051"
