,SIMAGE Brindisi,,,,,,
08/12/2009 16.00,"2,2","38,1","22,7","0,5","60,3","50,5","2,6"
08/12/2009 17.00,"2,6","49,2","29,5","0,8","60,3","35,7","3,3"
08/12/2009 18.00,"4,6","65,3","37,9","1,1","60,3","21,0","4,8"
08/12/2009 19.00,"4,9","56,3","33,4","1,1","60,3","25,9","5,2"
08/12/2009 20.00,"6,1","59,0","34,0","1,3","60,3","22,9","6,1"
08/12/2009 21.00,"3,9","54,2","30,8","1,0","60,3","27,7","6,3"
08/12/2009 22.00,"2,7","48,9","29,1","0,9","60,3","25,8","4,1"
08/12/2009 23.00,"1,7","40,4","23,0",,"60,3","34,8","3,4"
09/12/2009 0.00,"1,4","37,4","20,6",,"60,3","34,0","2,4"
09/12/2009 1.00,"0,8","31,6","17,1",,"21,0","35,3","1,8"
09/12/2009 2.00,"0,4","27,5","14,0",,"21,0","39,4","1,4"
09/12/2009 3.00,"0,3","23,0","11,3",,"21,0","45,0","0,9"
09/12/2009 4.00,"0,2","20,9","9,7",,"21,0","44,6","0,6"
09/12/2009 5.00,"0,3","19,6","9,6",,"21,0","44,3","0,5"
09/12/2009 6.00,"0,2","21,4","11,2",,"21,0","42,2","0,5"
09/12/2009 7.00,"0,2","22,4","12,2",,"21,0","48,1","0,5"
09/12/2009 8.00,"0,3","31,5","18,4",,"21,0","45,6","0,7"
09/12/2009 9.00,"0,4","44,2","27,0",,"21,0","37,3","1,3"
09/12/2009 10.00,"0,4","31,2","18,5",,"21,0","54,0","1,0"
09/12/2009 11.00,"0,6","34,2","20,0",,"21,0","50,8","1,0"
09/12/2009 12.00,"0,4","32,9","18,6",,"21,0","56,5","1,1"
09/12/2009 13.00,"0,5","29,2","15,9",,"21,0","59,8","1,3"
09/12/2009 14.00,"0,2","25,9","14,4",,"21,0","62,6","1,2"
09/12/2009 15.00,"0,3","29,1","16,9",,"21,0","60,6","1,3"
09/12/2009 16.00,"1,7","24,0","14,2",,"21,0","60,8","1,5"
09/12/2009 17.00,"1,7","27,4","17,1",,"21,0","51,2","2,1"
09/12/2009 18.00,"3,2","34,1","21,5",,"21,0","45,3","4,9"
09/12/2009 19.00,"2,0","31,4","19,0",,"21,0","48,0","4,7"
09/12/2009 20.00,"0,3","20,6","11,4",,"21,0","63,1","2,4"
09/12/2009 21.00,"0,3","17,1","8,2",,"21,0","68,4","0,8"
09/12/2009 22.00,"0,2","16,3","7,9",,"21,0","70,4","0,8"
09/12/2009 23.00,"0,2","15,3","7,3",,"21,0","79,7","0,7"
10/12/2009 0.00,"0,2","17,8","10,3",,"21,0","61,9","0,7"
10/12/2009 1.00,,"17,2","9,8",,"13,6","47,2","1,4"
10/12/2009 2.00,"0,7",,,,"13,6","45,4","1,2"
10/12/2009 3.00,"0,5","28,6","20,1",,"13,6","35,1","1,4"
10/12/2009 4.00,"0,3","21,7","12,9","0,6","13,6",,"1,6"
10/12/2009 5.00,"0,4","19,0","10,5","0,4","13,6","37,3","1,4"
10/12/2009 6.00,"0,4","17,0","8,9","0,4","13,6","50,5",
10/12/2009 7.00,"0,9","18,1","10,0","0,5","13,6","41,4","1,0"
10/12/2009 8.00,"0,5","19,4","10,4","0,5","13,6","46,6","1,1"
10/12/2009 9.00,"1,2","19,5","10,4","0,5","13,6","50,3","1,0"
10/12/2009 10.00,"0,9","18,3","9,3","0,5","13,6","49,3","0,9"
10/12/2009 11.00,"1,2","18,1","8,9","0,6","13,6","48,4","1,1"
10/12/2009 12.00,"1,7","18,8","9,2","0,5","13,6","51,6","1,0"
10/12/2009 13.00,"1,5","15,6","7,6","0,3","13,6","55,1","0,9"
10/12/2009 14.00,"1,2","16,6","8,1","0,2","13,6","57,5","0,9"
10/12/2009 15.00,"1,5","16,0","8,1","0,1","13,6","60,0","0,9"
10/12/2009 16.00,"1,9","17,8","9,4","0,1","13,6","59,9","1,0"
10/12/2009 17.00,"1,2","21,5","12,6","0,1","13,6","60,0","1,2"
10/12/2009 18.00,"1,2","20,5","11,9","0,3","13,6","57,9","1,6"
10/12/2009 19.00,"1,8","27,6","16,1","0,4","13,6","53,0","1,5"
10/12/2009 20.00,"1,0","21,4","12,2","0,3","13,6","53,5","1,4"
10/12/2009 21.00,"0,7","18,8","9,9","0,2","13,6","52,8","1,1"
10/12/2009 22.00,"0,3","17,4","9,0","0,1","13,6","58,4","0,8"
10/12/2009 23.00,"0,4","16,1","8,3","0,1","13,6","60,1","0,5"
11/12/2009 0.00,"0,5","14,3","7,1","0,2","13,6","60,7","0,5"
11/12/2009 1.00,"0,5","14,3","6,9","0,1","43,4","62,5","0,5"
11/12/2009 2.00,"0,5","13,7","6,6","0,1","43,4","64,4","0,4"
11/12/2009 3.00,"0,4","13,8","6,9","0,0","43,4","65,9","0,4"
11/12/2009 4.00,"0,1","12,0","5,5","0,1","43,4","66,7","0,4"
11/12/2009 5.00,"0,0","12,3","5,6","0,0","43,4","66,4","0,4"
11/12/2009 6.00,"0,0","14,9","7,8","0,1","43,4","64,1","0,4"
11/12/2009 7.00,"0,1","34,7","23,6","0,3","43,4","35,1","0,6"
11/12/2009 8.00,"0,1","54,9","37,2","0,4","43,4","11,5","1,0"
11/12/2009 9.00,"1,2","56,9","33,1","0,4","43,4","18,7","2,3"
11/12/2009 10.00,"0,3","41,6","24,0","0,3","43,4","29,8","2,0"
11/12/2009 11.00,"0,5","37,4","22,3","0,3","43,4","32,1","2,0"
11/12/2009 12.00,"0,1","33,8","22,0","0,2","43,4","40,6","1,3"
11/12/2009 13.00,"0,1","45,1","27,1","0,2","43,4","46,0","1,6"
11/12/2009 14.00,"0,5","30,0","18,3","0,1","43,4","51,3","1,7"
11/12/2009 15.00,"1,2","44,7","27,3","0,2","43,4","42,0","2,1"
11/12/2009 16.00,"1,4","56,5","35,5","0,4","43,4","27,1","3,2"
11/12/2009 17.00,"0,6","42,7","25,2","0,1","43,4","27,0","3,1"
11/12/2009 18.00,"4,1","39,2","25,5","0,7","43,4","36,3","2,2"
11/12/2009 19.00,"4,5","45,6","29,9","1,1","43,4","34,7","10,0"
11/12/2009 20.00,"2,7","45,3","29,6","1,1","43,4","27,0","3,9"
11/12/2009 21.00,"1,8","49,8","31,2","0,9","43,4","20,5","6,1"
11/12/2009 22.00,"6,8","68,9","41,2","1,8","43,4","13,2","5,4"
11/12/2009 23.00,"5,1","66,7","38,9","2,0","43,4","7,5","8,1"
12/12/2009 0.00,"2,1","43,8","23,9","1,2","43,4","11,7","5,7"
12/12/2009 1.00,,"31,9","16,3","0,8","39,0","16,7","3,0"
12/12/2009 2.00,"1,0",,,"0,4","39,0","29,7","1,7"
12/12/2009 3.00,"0,6","30,0","19,7",,"39,0","38,4","0,8"
12/12/2009 4.00,"1,0","23,7","13,7","0,4","39,0",,"0,8"
12/12/2009 5.00,"0,9","22,0","13,0","0,3","39,0","30,7","0,6"
12/12/2009 6.00,"0,6","21,2","12,4","0,2","39,0","40,6",
12/12/2009 7.00,"1,2","27,6","17,8","0,3","39,0","33,8","0,7"
12/12/2009 8.00,"2,8","39,5","26,8","0,5","39,0","27,1","1,4"
12/12/2009 9.00,"5,1","47,4","27,1","0,4","39,0","30,0","2,9"
12/12/2009 10.00,"0,5","40,4","22,1","0,3","39,0","31,3","2,0"
12/12/2009 11.00,"0,8","31,5","17,2","0,3","39,0","51,5","1,9"
12/12/2009 12.00,"2,2","30,3","18,2","0,3","39,0","53,0","1,4"
12/12/2009 13.00,"2,0","28,9","17,3","0,2","39,0","58,9","2,0"
12/12/2009 14.00,"2,1","27,5","15,8","0,2","39,0","54,9","2,3"
12/12/2009 15.00,"1,7","33,2","18,7","0,3","39,0","51,0","2,1"
12/12/2009 16.00,"4,2","30,0","19,4","0,6","39,0","49,1","2,5"
12/12/2009 17.00,"6,7","31,0","19,4","0,7","39,0","46,1","7,1"
12/12/2009 18.00,"2,5","25,4","14,9","0,2","39,0","56,3","2,8"
12/12/2009 19.00,"2,7","29,9","18,5","0,2","39,0","49,8","2,5"
12/12/2009 20.00,"1,9","31,2","19,4","0,0","39,0","51,1","2,6"
12/12/2009 21.00,"4,6","37,8","24,5","0,7","39,0","48,6","2,4"
12/12/2009 22.00,"6,8","42,7","27,6","1,1","39,0","38,3","6,1"
12/12/2009 23.00,"3,8","35,4","21,5","0,4","39,0","24,1","4,7"
13/12/2009 0.00,"2,2","25,9","14,5","0,1","39,0","35,8","2,8"
13/12/2009 1.00,"1,8","20,7","11,1","0,0","53,6","39,2","1,8"
13/12/2009 2.00,"2,0","20,0","11,4","0,0","53,6","38,2","1,4"
13/12/2009 3.00,"0,6","16,2","8,4","0,0","53,6","38,8","1,1"
13/12/2009 4.00,"0,6","16,3","8,2","0,0","53,6","39,3","1,0"
13/12/2009 5.00,"0,3","16,5","8,5","0,0","53,6","37,4","0,9"
13/12/2009 6.00,"0,4","15,0","7,2","0,1","53,6","39,7","0,8"
13/12/2009 7.00,"1,5","18,5","10,2","0,3","53,6","30,1","0,8"
13/12/2009 8.00,"3,2","34,1","20,4","0,4","53,6","18,4","1,4"
13/12/2009 9.00,"3,4","34,1","19,6","0,6","53,6","21,5","3,3"
13/12/2009 10.00,"1,1","35,8","16,7","0,6","53,6","27,8","2,8"
13/12/2009 11.00,"0,3","34,4","17,1","0,6","53,6","43,2","2,0"
13/12/2009 12.00,"0,5","27,1","13,8","0,7","53,6","46,7","1,8"
13/12/2009 13.00,"1,3","28,1","14,4","1,0","53,6","47,8","2,1"
13/12/2009 14.00,"2,0","25,1","13,2","1,0","53,6","45,7","2,3"
13/12/2009 15.00,"0,7","20,2","10,9","0,8","53,6","53,9","2,2"
13/12/2009 16.00,"1,5","21,7","12,4","0,9","53,6","47,3","1,2"
13/12/2009 17.00,"1,5","44,0","27,6","1,0","53,6","21,9","1,7"
13/12/2009 18.00,"8,3","134,3","43,1","2,6","53,6","6,9","3,6"
13/12/2009 19.00,"14,3","197,9","52,6","2,9","53,6","7,6","13,6"
13/12/2009 20.00,"9,0","146,5","50,6","2,1","53,6","7,2","9,5"
13/12/2009 21.00,"9,0","278,5","51,7","2,3","53,6","6,0","7,5"
13/12/2009 22.00,"5,2","194,8","50,5","1,8","53,6","5,5","8,0"
13/12/2009 23.00,"7,0","129,6","51,8","2,0","53,6","5,5","5,0"
14/12/2009 0.00,"5,8","168,2","62,1","1,8","53,6","5,2","6,8"
14/12/2009 1.00,,"117,3","58,4","1,4","26,9","3,8","4,7"
14/12/2009 2.00,"3,0",,,"1,4","26,9","6,0","4,3"
14/12/2009 3.00,"0,9","57,2","33,3",,"26,9","36,8","2,4"
14/12/2009 4.00,"0,6","42,0","23,9","0,3","26,9",,"1,2"
14/12/2009 5.00,"0,7","30,3","16,7","0,2","26,9","52,8","1,0"
14/12/2009 6.00,"0,7","23,6","12,3","0,3","26,9","62,3",
14/12/2009 7.00,"0,6","26,3","15,0","0,5","26,9","54,9","0,9"
14/12/2009 8.00,"1,0","38,8","23,1","0,5","26,9","56,5","1,1"
14/12/2009 9.00,"1,5","41,9","27,0","0,6","26,9","53,6","1,2"
14/12/2009 10.00,"1,2","39,2","24,4","0,6","26,9","38,7","1,4"
14/12/2009 11.00,,"40,3","26,1",,"26,9","48,6","1,5"
14/12/2009 12.00,"6,0","36,9","22,7",,"26,9","57,5","1,6"
14/12/2009 13.00,"2,8","33,5","21,1","0,4","26,9","57,6","1,5"
14/12/2009 14.00,"2,7","33,7","21,2","0,4","26,9","58,3","1,7"
14/12/2009 15.00,"3,3","32,2","21,1","0,5","26,9","54,8","1,7"
14/12/2009 16.00,"4,3","34,4","22,4","0,6","26,9","51,1","1,7"
14/12/2009 17.00,"2,9","45,5","27,9","0,6","26,9","51,5","2,5"
14/12/2009 18.00,"4,4","24,1","13,9","0,5","26,9","60,2","1,6"
14/12/2009 19.00,"2,8","25,6","14,7","0,5","26,9","60,4","1,6"
14/12/2009 20.00,"3,1","28,9","16,7","0,3","26,9","54,6","1,5"
14/12/2009 21.00,"2,8","30,8","19,2","0,5","26,9","56,1","1,8"
14/12/2009 22.00,"3,4","24,5","14,8","0,5","26,9","53,2","1,7"
14/12/2009 23.00,"2,2","16,1","8,1","0,2","26,9","61,9","1,2"
15/12/2009 0.00,"1,7","14,0","6,4","0,1","26,9","69,0","0,9"
15/12/2009 1.00,"1,5","11,9","4,8","0,1","33,2","74,2","0,4"
15/12/2009 2.00,"1,4","9,8","3,5","0,1","33,2","70,5","0,4"
15/12/2009 3.00,"1,4","9,8","3,7","0,0","33,2","72,4","0,2"
15/12/2009 4.00,"1,0","8,9","2,8","0,0","33,2","80,2","0,1"
15/12/2009 5.00,"1,1","12,7","6,0","0,0","33,2","76,1","0,0"
15/12/2009 6.00,"1,1","9,4","3,5","0,0","33,2","71,1","0,1"
15/12/2009 7.00,"1,0","10,6","4,4","0,1","33,2","85,4","0,2"
15/12/2009 8.00,"1,7","18,0","9,2","0,3","33,2","81,2","0,2"
15/12/2009 9.00,"1,8","25,4","14,5","0,4","33,2","66,3","0,5"
15/12/2009 10.00,"3,8","38,5","23,9","0,6","33,2","53,7","1,0"
15/12/2009 11.00,"6,0","48,2","30,3","0,5","33,2","50,2","1,5"
15/12/2009 12.00,"5,1","44,0","27,7","0,7","33,2","41,6","2,2"
15/12/2009 13.00,"8,1","43,5","25,6","0,8","33,2","40,4","4,2"
15/12/2009 14.00,"6,9","47,2","25,1","0,8","33,2","32,9","4,7"
15/12/2009 15.00,"8,9","45,6","24,7","0,8","33,2","27,7","5,1"
15/12/2009 16.00,"10,9","52,9","31,3","1,2","33,2","14,3","5,7"
15/12/2009 17.00,"7,5","63,2","35,2","1,0","33,2","6,5","7,1"
15/12/2009 18.00,"6,4","53,3","30,7","0,7","33,2","10,5","3,9"
15/12/2009 19.00,"3,4","37,9","19,6","0,4","33,2","19,7","4,2"
15/12/2009 20.00,"3,1","34,6","20,4","0,4","33,2","20,4","2,5"
15/12/2009 21.00,"3,3","34,0","19,9","0,4","33,2","23,0","2,3"
15/12/2009 22.00,"2,6","33,7","20,2","0,2","33,2","24,4","2,1"
15/12/2009 23.00,"2,1","24,9","14,3","0,1","33,2","30,5","1,6"
16/12/2009 0.00,"2,4","22,5","12,8","0,1","33,2","29,1","1,3"
16/12/2009 1.00,,"20,0","11,3","0,0","56,3","32,4","1,2"
16/12/2009 2.00,"0,8",,,"0,0","56,3","33,0","1,1"
16/12/2009 3.00,"1,0","27,4","20,1",,"56,3","35,4","1,0"
16/12/2009 4.00,"0,7","19,3","12,5","0,4","56,3",,"1,0"
16/12/2009 5.00,"0,9","15,6","9,0","0,3","56,3","41,0","0,9"
16/12/2009 6.00,"0,7","14,2","7,5","0,3","56,3","42,0",
16/12/2009 7.00,"1,0","18,1","10,9","0,4","56,3","37,7","1,1"
16/12/2009 8.00,"1,7","22,5","13,9","0,4","56,3","34,5","1,2"
16/12/2009 9.00,"2,2","28,0","17,5","0,5","56,3","32,4","1,6"
16/12/2009 10.00,"3,6","34,5","20,1","0,3","56,3","32,3","1,8"
16/12/2009 11.00,"4,2","33,1","18,7","0,2","56,3","35,4","1,9"
16/12/2009 12.00,"4,0","29,8","16,3","0,1","56,3","40,1","1,4"
16/12/2009 13.00,"4,2","30,4","17,8","0,1","56,3","39,3","1,5"
16/12/2009 14.00,"5,4","37,8","21,9","0,0","56,3","39,3","2,3"
16/12/2009 15.00,"4,2","34,4","21,0","0,1","56,3","39,5","2,0"
16/12/2009 16.00,"5,0","37,0","23,9","0,0","56,3","31,9","2,2"
16/12/2009 17.00,"5,8","43,1","29,5","0,0","56,3","23,6","3,4"
16/12/2009 18.00,"7,3","51,8","33,9","0,4","56,3","18,6","3,5"
16/12/2009 19.00,"8,9","63,6","37,3","0,6","56,3","9,9","6,9"
16/12/2009 20.00,"19,4","63,2","36,3","1,6","56,3","17,1","7,4"
16/12/2009 21.00,"19,1","71,7","33,1","1,5","56,3","7,3","14,1"
16/12/2009 22.00,"19,8","76,5","30,6","1,6","56,3","3,1","11,8"
16/12/2009 23.00,"14,7","69,4","26,4","1,4","56,3","0,5","12,2"
17/12/2009 0.00,"12,4","58,9","20,6","1,2","56,3",,"8,0"
17/12/2009 1.00,"9,1","41,3","15,7","0,5","61,8",,"5,6"
17/12/2009 2.00,"7,4","37,0","14,5","0,3","61,8",,"4,4"
17/12/2009 3.00,"5,9","38,9","14,3","0,1","61,8","1,2","5,4"
17/12/2009 4.00,"5,0","29,5","12,6","0,1","61,8","2,0","2,8"
17/12/2009 5.00,"5,0","25,3","10,5","0,0","61,8","2,3","2,6"
17/12/2009 6.00,"5,1","39,1","19,4","0,0","61,8","1,3","2,4"
17/12/2009 7.00,"9,4","60,1","28,5","0,2","61,8","1,8","2,4"
17/12/2009 8.00,"9,0","119,7","42,2","0,2","61,8","1,1","4,4"
17/12/2009 9.00,"7,0","114,4","52,8","0,0","61,8","2,9","4,7"
17/12/2009 10.00,"9,4","112,7","51,6","0,1","61,8","3,4","8,0"
17/12/2009 11.00,"9,1","95,2","47,1","0,0","61,8","11,3","4,6"
17/12/2009 12.00,"6,5","64,9","33,7","0,0","61,8","26,3","3,6"
17/12/2009 13.00,"6,1","46,7","24,9","0,0","61,8","41,5","2,7"
17/12/2009 14.00,"7,4","40,0","23,5","0,0","61,8","50,8","3,4"
17/12/2009 15.00,"7,6","37,3","22,4","0,0","61,8","51,3","3,5"
17/12/2009 16.00,"10,6","39,9","24,8","0,1","61,8","44,5","4,4"
17/12/2009 17.00,"14,4","53,9","35,6","0,8","61,8","30,5","5,3"
17/12/2009 18.00,"17,2","84,2","49,5","1,3","61,8","14,4","11,6"
17/12/2009 19.00,"20,3","76,4","40,9","1,7","61,8","8,9","11,7"
17/12/2009 20.00,"11,1","71,5","35,2","0,3","61,8","4,1","11,2"
17/12/2009 21.00,"6,9","50,9","28,3","0,0","61,8","13,2","3,5"
17/12/2009 22.00,"10,5","59,7","30,8","0,5","61,8","13,0","4,9"
17/12/2009 23.00,"8,2","53,6","25,2","0,2","61,8","25,0","5,0"
18/12/2009 0.00,"5,4","38,7","17,7","0,0","61,8","27,2","2,6"
18/12/2009 1.00,,"28,7","13,3","0,0","60,9","22,5","1,3"
18/12/2009 2.00,"0,9",,,"0,0","60,9","26,4","1,2"
18/12/2009 3.00,"0,8","34,1","21,8",,"60,9","28,4","0,8"
18/12/2009 4.00,"0,6","26,0","15,0","0,6","60,9",,"0,8"
18/12/2009 5.00,"0,7","23,5","14,0","0,7","60,9","25,4","0,8"
18/12/2009 6.00,"0,7","27,6","17,9","0,6","60,9","15,4",
18/12/2009 7.00,"1,5","36,6","24,3","0,8","60,9","14,6","1,2"
18/12/2009 8.00,"3,5","91,2","44,6","1,0","60,9","4,3","2,1"
18/12/2009 9.00,"6,5","111,4","46,1","1,3","60,9","9,1","3,3"
18/12/2009 10.00,"1,6","40,2","21,6","0,6","60,9","36,3","3,7"
18/12/2009 11.00,"1,4","22,2","12,1","0,5","60,9","48,8","1,5"
18/12/2009 12.00,"1,7","23,5","13,0","0,5","60,9","53,8","1,4"
18/12/2009 13.00,"1,5","44,9","25,4","0,7","60,9","54,4","2,0"
18/12/2009 14.00,"4,1","27,9","15,6","0,8","60,9","60,6","2,6"
18/12/2009 15.00,"2,1","29,1","17,1","0,9","60,9","60,4","2,6"
18/12/2009 16.00,,,,,"60,9","58,3","2,0"
18/12/2009 17.00,"2,4","40,1","28,2","0,8","60,9","46,3","2,3"
18/12/2009 18.00,"6,1","51,9","36,4","1,0","60,9","28,7","4,2"
18/12/2009 19.00,"7,9","63,7","41,6","1,6","60,9","27,5","6,7"
18/12/2009 20.00,"10,6","70,5","41,0","1,7","60,9","20,9","7,0"
18/12/2009 21.00,"12,5","86,1","45,3","2,0","60,9","11,5","10,2"
18/12/2009 22.00,"16,2","106,1","47,8","2,5","60,9","6,2","12,1"
18/12/2009 23.00,"14,2","75,3","35,4","2,3","60,9","5,7","8,5"
19/12/2009 0.00,"6,2","54,6","28,9","1,2","60,9",,"6,4"
19/12/2009 1.00,"5,9","48,3","27,0","1,3","37,6",,"4,5"
19/12/2009 2.00,"4,4","45,2","26,2","1,0","37,6","2,8","4,0"
19/12/2009 3.00,"2,1","38,5","22,5","0,8","37,6","11,5","2,5"
19/12/2009 4.00,"1,4","25,7","12,2","0,7","37,6","23,3","1,8"
19/12/2009 5.00,"1,3","20,8","8,2","0,8","37,6","39,0","1,3"
19/12/2009 6.00,"1,1","25,2","9,6","0,8","37,6","51,4","0,9"
19/12/2009 7.00,"1,3","32,5","15,8","0,9","37,6","52,8","1,1"
19/12/2009 8.00,"2,5","42,7","26,0","1,0","37,6","49,6","1,3"
19/12/2009 9.00,"2,3","45,1","28,2","0,9","37,6","53,6","1,6"
19/12/2009 10.00,"1,5","35,4","21,4","0,8","37,6","60,8","1,4"
19/12/2009 11.00,"1,8","42,9","24,9","1,0","37,6","56,0","1,8"
19/12/2009 12.00,"2,3","50,2","30,4","1,1","37,6","50,6","1,8"
19/12/2009 13.00,"1,0","34,2","20,1","1,0","37,6","63,1","1,9"
19/12/2009 14.00,"1,1","23,8","12,3","0,9","37,6","66,5","1,2"
19/12/2009 15.00,"7,8","43,2","24,9","1,6","37,6","44,7","1,9"
19/12/2009 16.00,"5,7","40,2","21,7","1,6","37,6","45,9","6,9"
19/12/2009 17.00,"5,4","38,5","22,7","1,7","37,6","48,1","4,6"
19/12/2009 18.00,"10,2","42,4","25,4","2,2","37,6","38,5","8,5"
19/12/2009 19.00,"3,4","33,3","17,9","1,6","37,6","41,5","7,8"
19/12/2009 20.00,"1,3","28,0","15,9","1,1","37,6","47,1","1,9"
19/12/2009 21.00,"1,5","31,7","18,8","1,0","37,6","47,1","1,6"
19/12/2009 22.00,"2,3","31,0","19,0","1,3","37,6","37,6","1,9"
19/12/2009 23.00,"1,7","34,2","20,7","1,1","37,6","36,4","2,5"
20/12/2009 0.00,"1,1","22,2","12,6","1,0","37,6","44,2","1,5"
20/12/2009 1.00,,"19,2","10,6","1,0","34,5","45,1","1,0"
20/12/2009 2.00,"1,2",,,"0,9","34,5","48,4","0,9"
20/12/2009 3.00,"0,8","30,0","21,8",,"34,5","41,4","0,9"
20/12/2009 4.00,"0,8","19,4","12,1","0,1","34,5",,"0,7"
20/12/2009 5.00,"0,9","17,7","10,7","0,3","34,5","48,8","0,6"
20/12/2009 6.00,"1,0","19,3","12,2","0,5","34,5","46,5",
20/12/2009 7.00,"3,9","19,5","12,3","0,8","34,5","45,6","0,9"
20/12/2009 8.00,"1,5","27,6","18,9","1,0","34,5","30,6","1,1"
20/12/2009 9.00,"5,9","40,9","27,2","1,3","34,5","28,7","3,3"
20/12/2009 10.00,"5,4","35,0","21,6","1,0","34,5","36,2","2,7"
20/12/2009 11.00,"1,8","31,2","18,9","1,1","34,5","40,2","1,7"
20/12/2009 12.00,"2,1","31,2","18,9","1,0","34,5","47,2","1,6"
20/12/2009 13.00,"2,0","32,0","20,5","1,1","34,5","48,7","2,0"
20/12/2009 14.00,"2,7","28,6","17,7","1,1","34,5","53,7","2,3"
20/12/2009 15.00,"2,3","27,0","16,4","1,0","34,5","55,6","1,9"
20/12/2009 16.00,"2,5","31,6","19,0","1,3","34,5","57,2","2,8"
20/12/2009 17.00,"2,3","28,6","18,1","1,3","34,5","57,5","2,2"
20/12/2009 18.00,"4,1","29,5","18,9","1,8","34,5","55,5","4,5"
20/12/2009 19.00,"1,6","23,6","14,6","1,5","34,5","60,2","2,2"
20/12/2009 20.00,"1,5","25,1","15,6","1,5","34,5","59,0","1,8"
20/12/2009 21.00,"2,6","34,2","23,0","1,7","34,5","48,7","1,9"
20/12/2009 22.00,"2,5","29,2","19,2","1,7","34,5","45,2","2,3"
20/12/2009 23.00,"2,6","29,4","19,0","1,8","34,5","41,0","2,5"
21/12/2009 0.00,"3,1","39,6","25,5","2,0","34,5","26,9","2,7"
21/12/2009 1.00,"1,5","21,9","13,1","1,5","77,6","36,2","2,4"
21/12/2009 2.00,"1,9","23,2","14,2","1,7","77,6","34,3","1,8"
21/12/2009 3.00,"1,4","22,9","14,1","1,6","77,6","25,3","2,5"
21/12/2009 4.00,"1,5","17,4","9,6","1,4","77,6","29,1","1,5"
21/12/2009 5.00,"1,0","18,0","10,7","1,3","77,6","27,1","1,3"
21/12/2009 6.00,"1,2","27,7","17,6","1,4","77,6","22,7","1,2"
21/12/2009 7.00,"3,5","67,7","45,8","1,7","77,6","9,4","2,9"
21/12/2009 8.00,"6,9","106,5","56,3","2,0","77,6","8,8","2,7"
21/12/2009 9.00,"10,1","125,9","55,2","2,3","77,6","12,0","5,0"
21/12/2009 10.00,"10,4","114,5","47,9","2,5","77,6","13,0","6,5"
21/12/2009 11.00,"6,3","63,8","32,5","2,1","77,6","28,9","6,7"
21/12/2009 12.00,"6,8","45,9","25,3","2,0","77,6","38,6","5,5"
21/12/2009 13.00,"5,1","52,9","29,2","2,0","77,6","37,5","5,8"
21/12/2009 14.00,"4,6","55,2","31,6","1,9","77,6","49,5","4,0"
21/12/2009 15.00,"6,7","48,5","30,1","2,3","77,6","54,1","4,4"
21/12/2009 16.00,"11,6","83,4","47,1","2,9","77,6","42,0","7,2"
21/12/2009 17.00,"21,2","160,4","76,6","3,7","77,6","29,6","10,1"
21/12/2009 18.00,"19,6","217,0","85,1","3,9","77,6","16,5","14,8"
21/12/2009 19.00,"15,4","205,2","86,9","3,4","77,6","11,4","12,7"
21/12/2009 20.00,"11,0","165,0","79,7","2,9","77,6","2,0","9,1"
21/12/2009 21.00,"6,5","98,0","56,4","2,3","77,6","8,9","6,1"
21/12/2009 22.00,"4,3","69,4","41,5","2,1","77,6","33,1","3,9"
21/12/2009 23.00,"2,4","40,3","22,8","1,8","77,6","53,4","2,5"
22/12/2009 0.00,"1,9","26,1","13,3","1,7","77,6","60,8","1,4"
22/12/2009 1.00,,"21,5","10,3","1,7","34,5","62,1","1,2"
22/12/2009 2.00,"1,2",,,"1,9","34,5","50,5","1,0"
22/12/2009 3.00,"1,2","29,9","20,7",,"34,5","53,9","0,8"
22/12/2009 4.00,"1,2","18,3","10,1","0,2","34,5",,"0,6"
22/12/2009 5.00,"1,3","16,7","8,6","0,2","34,5","70,7","0,5"
22/12/2009 6.00,"1,4","16,9","9,1","0,2","34,5","70,1",
22/12/2009 7.00,"2,2","18,7","10,6","0,3","34,5","71,7","0,6"
22/12/2009 8.00,"2,2","24,8","15,6","0,3","34,5","69,1","0,8"
22/12/2009 9.00,"1,6","27,9","18,1","0,5","34,5","67,3","1,1"
22/12/2009 10.00,"2,3","36,4","23,3","0,8","34,5","62,5","1,3"
22/12/2009 11.00,"2,9","45,9","30,3","0,8","34,5","53,3","1,8"
22/12/2009 12.00,"3,4","50,9","33,0","0,9","34,5","48,4","2,2"
22/12/2009 13.00,"5,9","67,9","41,9","1,0","34,5","33,7","2,7"
22/12/2009 14.00,"3,4","59,8","37,9","1,0","34,5","36,7","3,3"
22/12/2009 15.00,"3,3","50,7","33,3","1,1","34,5","37,2","2,9"
22/12/2009 16.00,"3,5","45,1","28,6","1,1","34,5","40,4","3,0"
22/12/2009 17.00,"2,6","44,2","27,5","1,3","34,5","42,0","2,6"
22/12/2009 18.00,"2,8","43,1","25,8","1,2","34,5","45,9","2,4"
22/12/2009 19.00,"2,0","39,5","24,7","1,3","34,5","47,5","2,5"
22/12/2009 20.00,"2,5","41,5","23,9","1,5","34,5","50,8","2,6"
22/12/2009 21.00,"2,5","42,6","25,5","1,7","34,5","49,3","2,3"
22/12/2009 22.00,"1,7","34,1","19,7","1,6","34,5","55,7","1,9"
22/12/2009 23.00,"1,7","22,6","11,3","1,6","34,5","66,3","1,3"
23/12/2009 0.00,"0,8","17,6","7,6","1,5","34,5","69,5","0,9"
