Stat,LECCE-Via Garigliano,,,,,,,,  ,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,,
30/03/2014 6.00,"1,5","10,0","12,6","0,3","26,7","0,9","11,8",,,
30/03/2014 7.00,"1,6","7,1","10,0","0,3","26,7","0,9","11,8",,,
30/03/2014 8.00,"2,0","4,9","8,0","0,3","26,7","1,2","11,8",,,
30/03/2014 9.00,"2,3","7,8","11,6","0,3","26,7","1,0","11,8",,,
30/03/2014 10.00,"2,5","5,6","9,3","0,3","26,7","0,9","11,8",,,
30/03/2014 11.00,"3,5","5,1","8,3","0,3","26,7","0,8","11,8",,,
30/03/2014 12.00,"2,8","3,7","6,5","0,3","26,7","0,7","11,8",,,
30/03/2014 13.00,"2,6","2,8","5,2","0,3","26,7","0,7","11,8",,,
30/03/2014 14.00,"2,5","4,4","7,3","0,3","26,7","0,7","11,8",,,
30/03/2014 15.00,"1,8","4,7","7,3","0,3","26,7","0,7","11,8",,,
30/03/2014 16.00,"1,9","7,4","10,3","0,3","26,7","0,7","11,8",,,
30/03/2014 17.00,"1,7","5,5","8,1","0,3","26,7","0,7","11,8",,,
30/03/2014 18.00,"2,3","10,9","13,6","0,3","26,7","0,8","11,8",,,
30/03/2014 19.00,"2,3","18,9","21,3","0,4","26,7","1,1","11,8",,,
30/03/2014 20.00,"2,2","15,3","17,8","0,4","26,7","1,4","11,8",,,
30/03/2014 21.00,"1,9","14,7","16,9","0,4","26,7","1,5","11,8",,,
30/03/2014 22.00,"2,2","13,5","15,9","0,4","26,7","1,8","11,8",,,
30/03/2014 23.00,"1,9","8,5","11,0","0,4","26,7","1,4","11,8",,,
31/03/2014 0.00,"1,7","11,0","13,3","0,4","26,7","1,2","11,8",,,
31/03/2014 1.00,"1,5","16,8","19,4","0,4","26,7","1,0","17,5",,,
31/03/2014 2.00,"1,7",,,"0,4","26,7","1,1","17,5",,,
31/03/2014 3.00,,"12,6","15,1","0,4","26,7","1,3","17,5",,,
31/03/2014 4.00,"1,5","11,9","14,3",,"26,7","1,4","17,5",,,
31/03/2014 5.00,"1,7","11,3","13,5","0,4","26,7","1,3","17,5",,,
31/03/2014 6.00,"1,6","13,4","16,4","0,4","26,7","1,7","17,5",,,
31/03/2014 7.00,"2,1","18,0","23,4","0,5","26,7","1,9","17,5",,,
31/03/2014 8.00,"1,9","12,5","16,8","0,4","26,7","2,3","17,5",,,
31/03/2014 9.00,"2,2","11,1","15,2","0,4","26,7","2,1","17,5",,,
31/03/2014 10.00,"2,6","7,5","11,0","0,3","26,7","1,7","17,5",,,
31/03/2014 11.00,"2,5","5,8","8,5","0,4","26,7","1,0","17,5",,,
31/03/2014 12.00,"2,4","6,9","10,3","0,4","26,7","0,9","17,5",,,
31/03/2014 13.00,"2,2","4,1","6,7","0,3","26,7","0,9","17,5",,,
31/03/2014 14.00,"2,3","3,8","6,2","0,3","26,7","0,7","17,5",,,
31/03/2014 15.00,"2,4","4,3","6,9","0,3","26,7","0,6","17,5",,,
31/03/2014 16.00,"2,1","4,9","7,4","0,3","26,7","0,7","17,5",,,
31/03/2014 17.00,"2,1","6,7","9,3","0,4","26,7","0,9","17,5",,,
31/03/2014 18.00,"1,7","12,2","14,6","0,4","26,7","1,0","17,5",,,
31/03/2014 19.00,"2,1","25,3","28,0","0,5","26,7","1,5","17,5",,,
31/03/2014 20.00,"2,3","63,6","68,0","0,6","26,7","2,2","17,5",,,
31/03/2014 21.00,"2,0","57,0","60,1","0,6","26,7","1,8","17,5",,,
31/03/2014 22.00,"2,0","43,6","47,1","0,5","26,7","2,0","17,5",,,
31/03/2014 23.00,"2,0","41,0","44,4","0,6","26,7","1,7","17,5",,,
01/04/2014 0.00,"1,8","23,1","25,7","0,5","26,7","1,8","17,5",,,
01/04/2014 1.00,"1,6","17,1","19,6","0,5","30,6","1,2","17,6",,,
01/04/2014 2.00,"1,6","17,2","19,5","0,4","30,6","1,1","17,6",,,
01/04/2014 3.00,"1,9","10,6","13,0","0,4","30,6","0,9","17,6",,,
01/04/2014 4.00,"2,0","19,8","22,9","0,4","30,6","0,8","17,6",,,
01/04/2014 5.00,"1,9","40,7","54,6","0,5","30,6","1,1","17,6",,,
01/04/2014 6.00,"2,7","61,2","104,6","0,7","30,6","1,8","17,6",,,
01/04/2014 7.00,"3,3","76,5","161,9","0,9","30,6","2,1","17,6",,,
01/04/2014 8.00,"2,5","27,0","38,4","0,5","30,6","3,1","17,6",,,
01/04/2014 9.00,"2,2",,,"0,3","30,6","1,6","17,6",,,
01/04/2014 10.00,"2,0","14,5","18,1","0,4","30,6","0,9","17,6",,,
01/04/2014 11.00,"5,9","20,8","26,7","0,4","30,6","0,7","17,6",,,
01/04/2014 12.00,"4,6","17,5","22,7","0,4","30,6","0,6","17,6",,,
01/04/2014 13.00,"3,6","11,1","14,5","0,3","30,6","0,7","17,6",,,
01/04/2014 14.00,"2,8","10,5","13,6","0,3","30,6","0,7","17,6",,,
01/04/2014 15.00,"2,9","6,4","8,9","0,3","30,6","0,7","17,6",,,
01/04/2014 16.00,"3,3","8,9","11,4","0,3","30,6","0,5","17,6",,,
01/04/2014 17.00,"2,4","8,9","11,3","0,4","30,6","0,7","17,6",,,
01/04/2014 18.00,"2,2","17,5","19,8","0,4","30,6","0,8","17,6",,,
01/04/2014 19.00,"2,1","28,9","31,4","0,5","30,6","1,1","17,6",,,
01/04/2014 20.00,"2,7","28,0","30,6","0,5","30,6","1,3","17,6",,,
01/04/2014 21.00,"2,3","21,3","23,8","0,5","30,6","1,7","17,6",,,
01/04/2014 22.00,"2,2","36,1","38,7","0,5","30,6","1,5","17,6",,,
01/04/2014 23.00,"2,6","28,9","31,6","0,5","30,6","1,4","17,6",,,
02/04/2014 0.00,"2,3","59,3","65,3","0,6","30,6","1,9","17,6",,,
02/04/2014 1.00,"2,1","25,2","27,8","0,4","29,7","1,9","14,3",,,
02/04/2014 2.00,"2,4",,,"0,4","29,7","1,2","14,3",,,
02/04/2014 3.00,,"26,9","29,4","0,4","29,7","1,3","14,3",,,
02/04/2014 4.00,"1,9","35,0","37,8",,"29,7","1,7","14,3",,,
02/04/2014 5.00,"1,7","45,8","50,1","0,5","29,7","2,1","14,3",,,
02/04/2014 6.00,"2,2","76,2","116,0","0,6","29,7","1,9","14,3",,,
02/04/2014 7.00,"2,6","78,3","150,5","0,8","29,7","1,8","14,3",,,
02/04/2014 8.00,"1,9","21,3","30,4","0,4","29,7","2,5","14,3",,,
02/04/2014 9.00,"2,5","10,2","13,7","0,3","29,7","0,9","14,3",,,
02/04/2014 10.00,"2,4","8,2","11,2","0,3","29,7","0,7","14,3",,,
02/04/2014 11.00,"3,0","11,6","15,5","0,3","29,7","0,6","14,3",,,
02/04/2014 12.00,"3,6","12,7","17,1","0,3","29,7","0,6","14,3",,,
02/04/2014 13.00,"2,7","9,7","13,0","0,3","29,7","0,5","14,3",,,
02/04/2014 14.00,"2,8","9,0","12,1","0,3","29,7","0,4","14,3",,,
02/04/2014 15.00,"2,1","7,5","10,4","0,3","29,7","0,5","14,3",,,
02/04/2014 16.00,"1,4","7,5","10,1","0,3","29,7","0,5","14,3",,,
02/04/2014 17.00,"1,9","9,4","12,0","0,3","29,7","0,5","14,3",,,
02/04/2014 18.00,"1,8","20,3","22,9","0,5","29,7","0,6","14,3",,,
02/04/2014 19.00,"1,6","22,9","25,5","0,4","29,7","0,8","14,3",,,
02/04/2014 20.00,"2,2","74,9","79,6","0,6","29,7","0,9","14,3",,,
02/04/2014 21.00,"1,8","41,6","44,5","0,5","29,7","1,4","14,3",,,
02/04/2014 22.00,"1,9","34,7","37,4","0,5","29,7","1,2","14,3",,,
02/04/2014 23.00,"2,1","23,4","26,2","0,4","29,7","1,6","14,3",,,
03/04/2014 0.00,"1,5","31,9","34,4","0,5","29,7","1,3","14,3",,,
03/04/2014 1.00,"1,7","18,9","21,6","0,4","25,0","1,4","13,9",,,
03/04/2014 2.00,"1,6","11,9","13,9","0,4","25,0","1,2","13,9",,,
03/04/2014 3.00,"1,7","13,0","15,6","0,4","25,0","0,8","13,9",,,
03/04/2014 4.00,"1,6","23,0","25,5","0,5","25,0","0,8","13,9",,,
03/04/2014 5.00,"1,7","32,4","35,6","0,5","25,0","0,8","13,9",,,
03/04/2014 6.00,"1,9","68,3","89,9","0,7","25,0","1,7","13,9",,,
03/04/2014 7.00,"2,5","85,2","118,0","0,8","25,0","1,3","13,9",,,
03/04/2014 8.00,"2,9","43,1","58,3","0,5","25,0","1,9","13,9",,,
03/04/2014 9.00,"2,9","26,5","33,5","0,5","25,0","1,4","13,9",,,
03/04/2014 10.00,"3,2","24,9","31,8","0,5","25,0","0,9","13,9",,,
03/04/2014 11.00,"2,2","18,9","25,1","0,4","25,0","0,9","13,9",,,
03/04/2014 12.00,"2,7","22,0","28,3","0,4","25,0","0,9","13,9",,,
03/04/2014 13.00,"2,7","17,2","22,1","0,4","25,0","0,7","13,9",,,
03/04/2014 14.00,"2,2","15,3","19,5","0,4","25,0","0,6","13,9",,,
03/04/2014 15.00,"2,6","18,1","22,9","0,4","25,0","0,6","13,9",,,
03/04/2014 16.00,"2,3","16,6","21,2","0,4","25,0","0,7","13,9",,,
03/04/2014 17.00,"1,6","23,2","28,0","0,4","25,0","0,5","13,9",,,
03/04/2014 18.00,"2,0","27,6","32,4","0,4","25,0","0,7","13,9",,,
03/04/2014 19.00,"1,7","25,2","30,2","0,4","25,0","0,7","13,9",,,
03/04/2014 20.00,"1,3","15,4","18,6","0,3","25,0","0,8","13,9",,,
03/04/2014 21.00,"1,6","10,5","13,3","0,3","25,0","0,6","13,9",,,
03/04/2014 22.00,"1,5","7,3","9,9","0,3","25,0","0,6","13,9",,,
03/04/2014 23.00,"1,7","6,0","8,4","0,3","25,0","0,4","13,9",,,
04/04/2014 0.00,"1,8","2,7","5,1","0,3","25,0","0,7","13,9",,,
04/04/2014 1.00,"1,8","1,0","3,4","0,3","23,8","0,3","9,3",,,
04/04/2014 2.00,"1,5",,,"0,3","23,8","0,2","9,3",,,
04/04/2014 3.00,,,,"0,3","23,8","0,2","9,3",,,
04/04/2014 4.00,"1,9",,,,"23,8","0,2","9,3",,,
04/04/2014 5.00,"2,1",,,"0,3","23,8","0,2","9,3",,,
04/04/2014 6.00,"2,1",,,"0,3","23,8","0,2","9,3",,,
04/04/2014 7.00,"2,2",,,"0,4","23,8","0,3","9,3",,,
04/04/2014 8.00,"2,2",,,"0,4","23,8","0,5","9,3",,,
04/04/2014 9.00,"1,5",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 10.00,"1,9",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 11.00,"2,3",,,"0,3","23,8","0,4","9,3",,,
04/04/2014 12.00,"2,2",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 13.00,"2,1",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 14.00,"2,3",,,"0,3","23,8","0,4","9,3",,,
04/04/2014 15.00,"2,7",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 16.00,"2,9",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 17.00,"2,5",,,"0,3","23,8","0,4","9,3",,,
04/04/2014 18.00,"2,1",,,"0,3","23,8","0,6","9,3",,,
04/04/2014 19.00,"2,3",,,"0,3","23,8","0,6","9,3",,,
04/04/2014 20.00,"2,5",,,"0,3","23,8","0,7","9,3",,,
04/04/2014 21.00,"2,3",,,"0,3","23,8","0,6","9,3",,,
04/04/2014 22.00,"1,7",,,"0,3","23,8","0,5","9,3",,,
04/04/2014 23.00,"1,8",,,"0,3","23,8","0,4","9,3",,,
05/04/2014 0.00,"1,9",,,"0,4","23,8","0,4","9,3",,,
05/04/2014 1.00,"2,0",,,"0,4","17,6","0,6","5,4",,,
05/04/2014 2.00,"2,0",,,"0,4","17,6","0,8","5,4",,,
05/04/2014 3.00,"1,9",,,"0,3","17,6","1,1","5,4",,,
05/04/2014 4.00,"1,8",,,"0,3","17,6","0,5","5,4",,,
05/04/2014 5.00,"1,9",,,"0,3","17,6","0,4","5,4",,,
05/04/2014 6.00,"2,0",,,"0,4","17,6","0,5","5,4",,,
05/04/2014 7.00,"2,2",,,"0,6","17,6","0,9","5,4",,,
05/04/2014 8.00,"2,6",,,"0,5","17,6","1,4","5,4",,,
05/04/2014 9.00,"2,5",,,"0,4","17,6","1,3","5,4",,,
05/04/2014 10.00,"2,2",,,"0,3","17,6","0,9","5,4",,,
05/04/2014 11.00,"2,3",,,"0,3","17,6","0,6","5,4",,,
05/04/2014 12.00,"2,4",,,"0,4","17,6","0,6","5,4",,,
05/04/2014 13.00,"2,3",,,"0,3","17,6","0,5","5,4",,,
05/04/2014 14.00,"2,3",,,"0,3","17,6","0,3","5,4",,,
05/04/2014 15.00,"2,3",,,"0,3","17,6","0,3","5,4",,,
05/04/2014 16.00,"1,9",,,"0,3","17,6","0,4","5,4",,,
05/04/2014 17.00,"2,2",,,"0,3","17,6","0,5","5,4",,,
05/04/2014 18.00,"2,2",,,"0,4","17,6","0,6","5,4",,,
05/04/2014 19.00,"1,7",,,"0,4","17,6","0,6","5,4",,,
05/04/2014 20.00,"1,7",,,"0,3","17,6","0,7","5,4",,,
05/04/2014 21.00,"2,0",,,"0,3","17,6","0,7","5,4",,,
05/04/2014 22.00,"1,6",,,"0,3","17,6","0,4","5,4",,,
05/04/2014 23.00,"1,6",,,"0,3","17,6","0,3","5,4",,,
06/04/2014 0.00,"1,6",,,"0,3","17,6","0,3","5,4",,,
06/04/2014 1.00,"1,9",,,"0,3","18,3","0,3","6,5",,,
06/04/2014 2.00,"2,1",,,"0,3","18,3","1,3","6,5",,,
06/04/2014 3.00,,,,"0,3","18,3","0,6","6,5",,,
06/04/2014 4.00,"2,2",,,,"18,3","0,4","6,5",,,
06/04/2014 5.00,"1,9",,,"0,3","18,3","0,5","6,5",,,
06/04/2014 6.00,"1,6",,,"0,3","18,3","1,3","6,5",,,
06/04/2014 7.00,"2,0",,,"0,3","18,3","1,7","6,5",,,
06/04/2014 8.00,"2,1",,,"0,3","18,3","1,8","6,5",,,
06/04/2014 9.00,"1,8",,,"0,4","18,3","1,7","6,5",,,
06/04/2014 10.00,"1,7",,,"0,3","18,3","4,4","6,5",,,
06/04/2014 11.00,"1,9",,,"0,3","18,3",,"6,5",,,
06/04/2014 12.00,"2,0",,,"0,3","18,3",,"6,5",,,
06/04/2014 13.00,"2,2",,,"0,3","18,3",,"6,5",,,
06/04/2014 14.00,"1,9",,,"0,3","18,3",,"6,5",,,
06/04/2014 15.00,"1,9",,,"0,3","18,3",,"6,5",,,
06/04/2014 16.00,"2,1",,,"0,3","18,3",,"6,5",,,
06/04/2014 17.00,"1,9",,,"0,3","18,3",,"6,5",,,
06/04/2014 18.00,"2,1",,,"0,3","18,3",,"6,5",,,
06/04/2014 19.00,"1,8",,,"0,3","18,3",,"6,5",,,
06/04/2014 20.00,"1,8",,,"0,3","18,3",,"6,5",,,
06/04/2014 21.00,"1,9",,,"0,3","18,3",,"6,5",,,
06/04/2014 22.00,"1,8",,,"0,3","18,3",,"6,5",,,
06/04/2014 23.00,"1,6",,,"0,3","18,3",,"6,5",,,
07/04/2014 0.00,"1,6",,,"0,3","18,3",,"6,5",,,
07/04/2014 1.00,"1,7",,,"0,3","24,9",,"12,1",,,
07/04/2014 2.00,"1,6",,,"0,3","24,9",,"12,1",,,
07/04/2014 3.00,"1,8",,,"0,3","24,9",,"12,1",,,
07/04/2014 4.00,"2,0",,,"0,3","24,9",,"12,1",,,
07/04/2014 5.00,"1,7",,,"0,3","24,9",,"12,1",,,
07/04/2014 6.00,"1,9",,,"0,3","24,9",,"12,1",,,
07/04/2014 7.00,"1,8",,,"0,4","24,9",,"12,1",,,
07/04/2014 8.00,"1,8",,,"0,3","24,9",,"12,1",,,
07/04/2014 9.00,"1,7",,,"0,3","24,9",,"12,1",,,
07/04/2014 10.00,"2,2",,,"0,3","24,9","0,3","12,1",,,
07/04/2014 11.00,"2,2",,,"0,3","24,9","0,7","12,1",,,
07/04/2014 12.00,"2,2",,,"0,3","24,9","0,5","12,1",,,
07/04/2014 13.00,"2,0",,,"0,3","24,9","0,5","12,1",,,
07/04/2014 14.00,"2,0",,,"0,3","24,9","0,7","12,1",,,
07/04/2014 15.00,,,,,"24,9",,"12,1",,,
07/04/2014 16.00,,,,"0,3","24,9","0,7","12,1",,,
07/04/2014 17.00,"5,8","13,7","16,5","0,3","24,9","0,5","12,1",,,
07/04/2014 18.00,"5,1","13,8","16,3","0,3","24,9","0,7","12,1",,,
07/04/2014 19.00,"5,0","13,8","16,0","0,3","24,9","0,7","12,1",,,
07/04/2014 20.00,"5,1","13,1","15,1","0,3","24,9","0,7","12,1",,,
07/04/2014 21.00,"5,2","9,6","11,5","0,3","24,9","0,7","12,1",,,
07/04/2014 22.00,"5,3","9,7","12,0","0,3","24,9","0,6","12,1",,,
07/04/2014 23.00,"4,3","7,9","10,3","0,3","24,9","0,6","12,1",,,
08/04/2014 0.00,"4,5","4,2","5,9","0,3","24,9","0,6","12,1",,,
08/04/2014 1.00,"4,7","5,2","7,0","0,3","31,6","0,6","17,9",,,
08/04/2014 2.00,"4,9","8,4","10,3","0,3","31,6","0,6","17,9",,,
08/04/2014 3.00,,"11,1","13,0","0,4","31,6","0,7","17,9",,,
08/04/2014 4.00,"2,0","15,0","17,4",,"31,6","0,9","17,9",,,
08/04/2014 5.00,"2,2","50,7","60,0","0,4","31,6","0,7","17,9",,,
08/04/2014 6.00,"2,4","63,8","94,0","0,5","31,6","1,0","17,9",,,
08/04/2014 7.00,"2,7","56,3","87,7","0,6","31,6","1,2","17,9",,,
08/04/2014 8.00,"8,8","21,3","28,7","0,3","31,6","1,2","17,9",,,
08/04/2014 9.00,"8,8","15,7","21,1","0,3","31,6","0,8","17,9",,,
08/04/2014 10.00,"3,6","8,8","12,6","0,3","31,6","0,7","17,9",,,
08/04/2014 11.00,"3,6","9,3","12,9","0,3","31,6","0,7","17,9",,,
08/04/2014 12.00,"3,8","8,7","11,7","0,3","31,6","0,9","17,9",,,
08/04/2014 13.00,"4,0","7,3","10,1","0,3","31,6","0,7","17,9",,,
08/04/2014 14.00,"3,1","6,9","9,7","0,3","31,6","0,5","17,9",,,
08/04/2014 15.00,"3,6","8,5","11,5","0,3","31,6","0,5","17,9",,,
08/04/2014 16.00,"3,1","10,3","13,1","0,3","31,6","0,6","17,9",,,
08/04/2014 17.00,"2,8","11,4","13,6","0,3","31,6","1,6","17,9",,,
08/04/2014 18.00,"3,2","25,1","28,6","0,4","31,6","2,6","17,9",,,
08/04/2014 19.00,"2,9","83,9","92,9","0,7","31,6","1,8","17,9",,,
08/04/2014 20.00,"2,8","51,6","55,8","0,5","31,6","2,5","17,9",,,
08/04/2014 21.00,"2,4","41,1","44,1","0,5","31,6","1,8","17,9",,,
08/04/2014 22.00,"2,8","34,6","37,4","0,5","31,6","1,7","17,9",,,
08/04/2014 23.00,"2,5","22,6","24,7","0,4","31,6","1,5","17,9",,,
09/04/2014 0.00,"2,8","16,0","17,9","0,4","31,6","0,9","17,9",,,
09/04/2014 1.00,"2,7","8,3","10,3","0,3","27,3","0,9","11,5",,,
09/04/2014 2.00,"2,7","7,2","9,3","0,3","27,3","0,7","11,5",,,
09/04/2014 3.00,"2,1","9,5","11,3","0,3","27,3","0,7","11,5",,,
09/04/2014 4.00,"2,4","8,7","10,8","0,3","27,3","0,8","11,5",,,
09/04/2014 5.00,"2,2","24,7","29,0","0,4","27,3","0,7","11,5",,,
09/04/2014 6.00,"2,6","44,1","56,0","0,5","27,3","1,0","11,5",,,
09/04/2014 7.00,"2,9","56,2","82,6","0,6","27,3","1,1","11,5",,,
09/04/2014 8.00,"3,1","39,1","56,5","0,5","27,3","1,4","11,5",,,
09/04/2014 9.00,"2,6","26,9","36,1","0,4","27,3","1,6","11,5",,,
09/04/2014 10.00,"3,6","22,3","29,3","0,4","27,3","1,0","11,5",,,
09/04/2014 11.00,"2,8","18,9","24,6","0,4","27,3","0,8","11,5",,,
09/04/2014 12.00,"2,6","25,4","34,5","0,4","27,3","0,9","11,5",,,
09/04/2014 13.00,"2,3","22,5","27,5","0,4","27,3","1,0","11,5",,,
09/04/2014 14.00,"2,4","13,8","17,7","0,3","27,3","0,7","11,5",,,
09/04/2014 15.00,"2,9","8,7","11,0","0,3","27,3","0,6","11,5",,,
09/04/2014 16.00,"2,4","27,4","32,1","0,4","27,3","0,8","11,5",,,
09/04/2014 17.00,"2,4","33,8","38,1","0,4","27,3","1,2","11,5",,,
09/04/2014 18.00,"2,5","35,0","38,7","0,4","27,3","1,2","11,5",,,
09/04/2014 19.00,"2,2","26,9","29,4","0,4","27,3","1,2","11,5",,,
09/04/2014 20.00,"2,1","14,0","16,1","0,3","27,3","1,2","11,5",,,
09/04/2014 21.00,"2,5","6,5","8,6","0,3","27,3","0,8","11,5",,,
09/04/2014 22.00,"1,6","3,0","5,0","0,3","27,3","0,5","11,5",,,
09/04/2014 23.00,"2,3","2,4","4,1","0,3","27,3","0,4","11,5",,,
10/04/2014 0.00,"2,7","5,0","6,8","0,3","27,3","0,4","11,5",,,
10/04/2014 1.00,"3,0","6,1","8,0","0,3","13,2","0,3","2,0",,,
10/04/2014 2.00,"2,8","3,7","5,6","0,3","13,2","0,3","2,0",,,
10/04/2014 3.00,,"5,3","7,2","0,3","13,2","2,4","2,0",,,
10/04/2014 4.00,"3,0","5,8","7,8",,"13,2","1,3","2,0",,,
10/04/2014 5.00,"3,0","14,9","18,0","0,3","13,2","0,4","2,0",,,
10/04/2014 6.00,"2,9","13,8","17,4","0,3","13,2","0,4","2,0",,,
10/04/2014 7.00,"3,3",,,"0,3","13,2","0,6","2,0",,,
10/04/2014 8.00,"2,6","5,2","7,9","0,3","13,2","7,5","2,0",,,
10/04/2014 9.00,"2,2","4,3","6,8","0,3","13,2","0,4","2,0",,,
10/04/2014 10.00,"2,1","3,6","6,1","0,3","13,2","1,0","2,0",,,
10/04/2014 11.00,"2,6","3,6","6,0","0,3","13,2","0,3","2,0",,,
10/04/2014 12.00,"3,2","3,5","6,1","0,3","13,2","0,3","2,0",,,
10/04/2014 13.00,"3,1","2,4","4,4","0,3","13,2","0,3","2,0",,,
10/04/2014 14.00,"2,8","2,0","4,2","0,3","13,2","0,3","2,0",,,
10/04/2014 15.00,"2,9","2,5","4,5","0,3","13,2","1,7","2,0",,,
10/04/2014 16.00,"2,9","3,1","5,3","0,3","13,2","0,8","2,0",,,
10/04/2014 17.00,"2,6","4,2","6,3","0,3","13,2","2,4","2,0",,,
10/04/2014 18.00,"3,1","12,6","14,9","0,3","13,2","4,1","2,0",,,
10/04/2014 19.00,"2,5","23,8","26,5","0,4","13,2","0,7","2,0",,,
10/04/2014 20.00,"2,5","18,1","20,1","0,3","13,2","0,8","2,0",,,
10/04/2014 21.00,"2,2","14,0","16,0","0,3","13,2","0,8","2,0",,,
10/04/2014 22.00,"2,3","16,3","18,4","0,3","13,2","0,9","2,0",,,
10/04/2014 23.00,"2,4","19,6","22,0","0,3","13,2","0,9","2,0",,,
11/04/2014 0.00,"1,7","14,1","16,0","0,3","13,2","0,9","2,0",,,
11/04/2014 1.00,"2,1","12,9","14,9","0,3","11,6","0,9","3,9",,,
11/04/2014 2.00,"2,3","16,1","18,1","0,3","11,6","0,8","3,9",,,
11/04/2014 3.00,"2,2","12,1","14,1","0,4","11,6","0,7","3,9",,,
11/04/2014 4.00,"2,3","19,8","22,1","0,4","11,6","0,9","3,9",,,
11/04/2014 5.00,"2,4","61,0","88,8","0,5","11,6","0,6","3,9",,,
11/04/2014 6.00,"2,4","67,6","92,3","0,6","11,6","0,9","3,9",,,
11/04/2014 7.00,"4,3","62,0","96,8","0,6","11,6","1,3","3,9",,,
11/04/2014 8.00,"4,1","18,8","25,0","0,4","11,6","1,5","3,9",,,
11/04/2014 9.00,"2,7","6,5","9,4","0,3","11,6","1,4","3,9",,,
11/04/2014 10.00,"3,0","6,6","9,5","0,3","11,6","0,4","3,9",,,
11/04/2014 11.00,"2,9","5,5","8,5","0,3","11,6","0,4","3,9",,,
11/04/2014 12.00,"3,2","6,9","10,3","0,4","11,6","0,4","3,9",,,
11/04/2014 13.00,"2,8","4,5","6,9","0,3","11,6","0,4","3,9",,,
11/04/2014 14.00,"3,5","5,9","8,3","0,3","11,6","0,4","3,9",,,
11/04/2014 15.00,"2,7","2,8","4,6","0,3","11,6","2,0","3,9",,,
11/04/2014 16.00,"2,4","3,4","5,6","0,3","11,6","0,4","3,9",,,
11/04/2014 17.00,"2,2","5,7","7,7","0,3","11,6","0,3","3,9",,,
11/04/2014 18.00,"2,7","11,5","13,5","0,3","11,6","0,3","3,9",,,
11/04/2014 19.00,"2,6","13,1","15,0","0,3","11,6","0,4","3,9",,,
11/04/2014 20.00,"2,5","16,1","18,0","0,4","11,6","0,6","3,9",,,
11/04/2014 21.00,"2,3","15,6","17,4","0,3","11,6","0,6","3,9",,,
11/04/2014 22.00,"2,3","47,1","51,0","0,5","11,6","0,8","3,9",,,
11/04/2014 23.00,"2,4","76,7","86,6","0,6","11,6","1,0","3,9",,,
12/04/2014 0.00,"2,3","72,1","79,2","0,6","11,6","1,6","3,9",,,
12/04/2014 1.00,"2,6","66,2","74,1","0,6","17,9","1,4","10,4",,,
12/04/2014 2.00,"2,4",,,"0,6","17,9","1,4","10,4",,,
12/04/2014 3.00,,"52,4","59,6","0,5","17,9","1,5","10,4",,,
12/04/2014 4.00,"1,7","42,8","47,6",,"17,9","1,4","10,4",,,
12/04/2014 5.00,"2,5","63,2","125,8","0,7","17,9","1,8","10,4",,,
12/04/2014 6.00,"2,6","72,1","150,1","0,9","17,9","2,3","10,4",,,
12/04/2014 7.00,"2,3","30,3","43,0","0,4","17,9","2,3","10,4",,,
12/04/2014 8.00,"3,0","12,1","17,0","0,3","17,9","0,7","10,4",,,
12/04/2014 9.00,"2,9","12,8","17,5","0,3","17,9","0,7","10,4",,,
12/04/2014 10.00,"2,8","12,5","16,6","0,3","17,9","0,6","10,4",,,
12/04/2014 11.00,"2,4","11,4","14,9","0,3","17,9","0,7","10,4",,,
12/04/2014 12.00,"2,1","11,2","14,3","0,3","17,9","0,7","10,4",,,
12/04/2014 13.00,"2,3","9,7","12,5","0,3","17,9","0,4","10,4",,,
12/04/2014 14.00,"2,1","9,1","12,2","0,3","17,9","0,5","10,4",,,
12/04/2014 15.00,"1,9","11,3","14,0","0,3","17,9","0,6","10,4",,,
12/04/2014 16.00,"2,7","17,2","20,6","0,4","17,9","0,7","10,4",,,
12/04/2014 17.00,"2,3","21,6","25,1","0,4","17,9","0,7","10,4",,,
12/04/2014 18.00,"2,6","35,1","39,1","0,4","17,9","0,7","10,4",,,
12/04/2014 19.00,"2,2","46,3","51,0","0,5","17,9","1,3","10,4",,,
12/04/2014 20.00,"2,6","55,7","61,4","0,6","17,9","1,8","10,4",,,
12/04/2014 21.00,"2,0","43,4","46,4","0,5","17,9","1,6","10,4",,,
12/04/2014 22.00,"2,1","32,8","35,4","0,4","17,9","1,7","10,4",,,
12/04/2014 23.00,"2,0","35,6","38,3","0,4","17,9","1,5","10,4",,,
13/04/2014 0.00,"2,1","37,2","40,0","0,4","17,9","1,3","10,4",,,
13/04/2014 1.00,"2,0","22,0","24,1","0,4","9,7","1,3","6,7",,,
13/04/2014 2.00,"2,2","16,5","18,4","0,4","9,7","1,2","6,7",,,
13/04/2014 3.00,"2,6","10,5","12,1","0,4","9,7","1,0","6,7",,,
