,Provincia di TARANTO,Provincia di TARANTO
Stazione,TA V. Machiavelli,TA V. Machiavelli
,IPA TOT,IPA TOT 2
Unit,ng/m3,ng/m3
23/11/2014 14.00.00,6,8
23/11/2014 15.00.00,3,5
23/11/2014 16.00.00,2,4
23/11/2014 17.00.00,3,4
23/11/2014 18.00.00,5,7
23/11/2014 19.00.00,7,10
23/11/2014 20.00.00,5,7
23/11/2014 21.00.00,5,8
23/11/2014 22.00.00,4,6
23/11/2014 23.00.00,4,6
24/11/2014 00.00.00,4,6
24/11/2014 01.00.00,4,6
24/11/2014 02.00.00,3,5
24/11/2014 03.00.00,2,4
24/11/2014 04.00.00,3,4
24/11/2014 05.00.00,4,6
24/11/2014 06.00.00,7,9
24/11/2014 07.00.00,15,19
24/11/2014 08.00.00,42,52
24/11/2014 09.00.00,30,44
24/11/2014 10.00.00,24,29
24/11/2014 11.00.00,8,14
24/11/2014 12.00.00,8,10
24/11/2014 13.00.00,7,10
24/11/2014 14.00.00,7,9
24/11/2014 15.00.00,6,8
24/11/2014 16.00.00,6,7
24/11/2014 17.00.00,9,11
24/11/2014 18.00.00,12,16
24/11/2014 19.00.00,17,21
24/11/2014 20.00.00,23,29
24/11/2014 21.00.00,14,21
24/11/2014 22.00.00,14,20
24/11/2014 23.00.00,16,22
25/11/2014 00.00.00,9,13
25/11/2014 01.00.00,8,14
25/11/2014 02.00.00,3,6
25/11/2014 03.00.00,3,5
25/11/2014 04.00.00,3,5
25/11/2014 05.00.00,2,4
25/11/2014 06.00.00,7,8
25/11/2014 07.00.00,7,9
25/11/2014 08.00.00,13,16
25/11/2014 09.00.00,30,32
25/11/2014 10.00.00,14,22
25/11/2014 11.00.00,10,19
25/11/2014 12.00.00,10,14
25/11/2014 13.00.00,15,18
25/11/2014 14.00.00,18,21
25/11/2014 15.00.00,8,12
25/11/2014 16.00.00,6,9
25/11/2014 17.00.00,13,16
25/11/2014 18.00.00,17,21
25/11/2014 19.00.00,51,58
25/11/2014 20.00.00,23,33
25/11/2014 21.00.00,22,30
25/11/2014 22.00.00,15,24
25/11/2014 23.00.00,17,24
26/11/2014 00.00.00,28,37
26/11/2014 01.00.00,12,21
26/11/2014 02.00.00,8,14
26/11/2014 03.00.00,3,7
26/11/2014 04.00.00,2,4
26/11/2014 05.00.00,2,4
26/11/2014 06.00.00,3,4
26/11/2014 07.00.00,13,16
26/11/2014 08.00.00,16,22
26/11/2014 09.00.00,25,31
26/11/2014 10.00.00,13,22
26/11/2014 11.00.00,11,18
26/11/2014 12.00.00,9,14
26/11/2014 13.00.00,4,7
26/11/2014 14.00.00,4,6
26/11/2014 15.00.00,2,4
26/11/2014 16.00.00,5,7
26/11/2014 17.00.00,5,7
26/11/2014 18.00.00,9,12
26/11/2014 19.00.00,20,24
26/11/2014 20.00.00,16,22
26/11/2014 21.00.00,10,16
26/11/2014 22.00.00,9,13
26/11/2014 23.00.00,11,15
27/11/2014 00.00.00,10,15
27/11/2014 01.00.00,4,7
27/11/2014 02.00.00,3,5
27/11/2014 03.00.00,3,5
27/11/2014 04.00.00,2,4
27/11/2014 05.00.00,4,5
27/11/2014 06.00.00,16,17
27/11/2014 07.00.00,17,25
27/11/2014 08.00.00,12,16
27/11/2014 09.00.00,12,17
27/11/2014 10.00.00,11,15
27/11/2014 11.00.00,10,13
27/11/2014 12.00.00,10,13
27/11/2014 13.00.00,6,9
27/11/2014 14.00.00,6,8
27/11/2014 15.00.00,7,10
27/11/2014 16.00.00,5,8
27/11/2014 17.00.00,9,10
27/11/2014 18.00.00,41,45
27/11/2014 19.00.00,86,96
27/11/2014 20.00.00,58,75
27/11/2014 21.00.00,48,56
27/11/2014 22.00.00,39,53
27/11/2014 23.00.00,23,34
28/11/2014 00.00.00,16,24
28/11/2014 01.00.00,14,20
28/11/2014 02.00.00,9,14
28/11/2014 03.00.00,4,7
28/11/2014 04.00.00,2,4
28/11/2014 05.00.00,2,4
28/11/2014 06.00.00,4,6
28/11/2014 07.00.00,9,10
28/11/2014 08.00.00,16,18
28/11/2014 09.00.00,19,23
28/11/2014 10.00.00,10,15
28/11/2014 11.00.00,6,9
28/11/2014 12.00.00,5,7
28/11/2014 13.00.00,5,6
28/11/2014 14.00.00,4,5
28/11/2014 15.00.00,4,6
28/11/2014 16.00.00,4,5
28/11/2014 17.00.00,3,5
28/11/2014 18.00.00,4,5
28/11/2014 19.00.00,4,6
28/11/2014 20.00.00,5,6
28/11/2014 21.00.00,4,5
28/11/2014 22.00.00,3,5
28/11/2014 23.00.00,3,4
29/11/2014 00.00.00,3,4
29/11/2014 01.00.00,2,4
29/11/2014 02.00.00,2,3
29/11/2014 03.00.00,2,3
29/11/2014 04.00.00,1,3
29/11/2014 05.00.00,2,3
29/11/2014 06.00.00,2,3
29/11/2014 07.00.00,3,4
29/11/2014 08.00.00,4,5
29/11/2014 09.00.00,8,10
29/11/2014 10.00.00,7,9
29/11/2014 11.00.00,5,7
29/11/2014 12.00.00,5,6
29/11/2014 13.00.00,5,7
29/11/2014 14.00.00,7,8
29/11/2014 15.00.00,3,5
29/11/2014 16.00.00,3,4
29/11/2014 17.00.00,3,5
29/11/2014 18.00.00,4,5
29/11/2014 19.00.00,4,6
29/11/2014 20.00.00,5,7
29/11/2014 21.00.00,8,10
29/11/2014 22.00.00,8,10
29/11/2014 23.00.00,6,8
30/11/2014 00.00.00,4,6
30/11/2014 01.00.00,4,6
30/11/2014 02.00.00,4,6
30/11/2014 03.00.00,3,5
30/11/2014 04.00.00,2,3
30/11/2014 05.00.00,2,3
30/11/2014 06.00.00,3,4
30/11/2014 07.00.00,4,5
30/11/2014 08.00.00,9,10
30/11/2014 09.00.00,9,11
30/11/2014 10.00.00,5,7
30/11/2014 11.00.00,5,7
30/11/2014 12.00.00,6,7
30/11/2014 13.00.00,5,7
30/11/2014 14.00.00,4,6
30/11/2014 15.00.00,4,5
30/11/2014 16.00.00,3,4
30/11/2014 17.00.00,3,4
30/11/2014 18.00.00,5,6
30/11/2014 19.00.00,6,8
30/11/2014 20.00.00,5,7
30/11/2014 21.00.00,5,7
30/11/2014 22.00.00,4,6
30/11/2014 23.00.00,3,5
01/12/2014 00.00.00,3,4
01/12/2014 01.00.00,2,3
01/12/2014 02.00.00,2,3
01/12/2014 03.00.00,1,2
01/12/2014 04.00.00,2,2
01/12/2014 05.00.00,2,3
01/12/2014 06.00.00,2,4
01/12/2014 07.00.00,3,4
01/12/2014 08.00.00,7,9
01/12/2014 09.00.00,8,13
01/12/2014 10.00.00,8,11
01/12/2014 11.00.00,11,12
01/12/2014 12.00.00,9,14
01/12/2014 13.00.00,11,20
01/12/2014 14.00.00,6,11
01/12/2014 15.00.00,5,7
01/12/2014 16.00.00,5,6
01/12/2014 17.00.00,4,5
01/12/2014 18.00.00,4,6
01/12/2014 19.00.00,4,6
01/12/2014 20.00.00,4,6
01/12/2014 21.00.00,4,5
01/12/2014 22.00.00,5,7
01/12/2014 23.00.00,6,7
02/12/2014 00.00.00,6,7
02/12/2014 01.00.00,2,4
02/12/2014 02.00.00,2,3
02/12/2014 03.00.00,1,2
02/12/2014 04.00.00,2,3
02/12/2014 05.00.00,2,3
02/12/2014 06.00.00,8,9
02/12/2014 07.00.00,17,20
02/12/2014 08.00.00,27,32
02/12/2014 09.00.00,24,31
02/12/2014 10.00.00,17,26
02/12/2014 11.00.00,10,13
02/12/2014 12.00.00,11,15
02/12/2014 13.00.00,8,12
02/12/2014 14.00.00,4,6
02/12/2014 15.00.00,4,6
02/12/2014 16.00.00,5,6
02/12/2014 17.00.00,12,14
02/12/2014 18.00.00,32,36
02/12/2014 19.00.00,23,43
02/12/2014 20.00.00,48,56
02/12/2014 21.00.00,22,35
02/12/2014 22.00.00,14,21
02/12/2014 23.00.00,16,22
03/12/2014 00.00.00,9,14
03/12/2014 01.00.00,22,29
03/12/2014 02.00.00,5,10
03/12/2014 03.00.00,4,6
03/12/2014 04.00.00,2,3
03/12/2014 05.00.00,2,3
03/12/2014 06.00.00,3,4
03/12/2014 07.00.00,10,11
03/12/2014 08.00.00,13,15
03/12/2014 09.00.00,21,26
03/12/2014 10.00.00,11,15
03/12/2014 11.00.00,5,8
03/12/2014 12.00.00,5,7
03/12/2014 13.00.00,5,7
03/12/2014 14.00.00,5,7
03/12/2014 15.00.00,4,8
03/12/2014 16.00.00,4,7
03/12/2014 17.00.00,6,8
03/12/2014 18.00.00,12,15
03/12/2014 19.00.00,12,16
03/12/2014 20.00.00,17,22
03/12/2014 21.00.00,13,18
03/12/2014 22.00.00,11,16
03/12/2014 23.00.00,12,17
04/12/2014 00.00.00,6,11
04/12/2014 01.00.00,4,8
04/12/2014 02.00.00,3,5
04/12/2014 03.00.00,2,5
04/12/2014 04.00.00,2,3
04/12/2014 05.00.00,2,4
04/12/2014 06.00.00,12,14
04/12/2014 07.00.00,42,51
04/12/2014 08.00.00,8,17
04/12/2014 09.00.00,13,18
04/12/2014 10.00.00,11,18
04/12/2014 11.00.00,10,24
04/12/2014 12.00.00,4,12
04/12/2014 13.00.00,6,8
04/12/2014 14.00.00,5,11
04/12/2014 15.00.00,6,12
04/12/2014 16.00.00,5,9
04/12/2014 17.00.00,5,8
04/12/2014 18.00.00,11,15
04/12/2014 19.00.00,15,24
04/12/2014 20.00.00,21,30
04/12/2014 21.00.00,18,31
04/12/2014 22.00.00,12,20
04/12/2014 23.00.00,7,13
05/12/2014 00.00.00,10,17
05/12/2014 01.00.00,7,13
05/12/2014 02.00.00,4,8
05/12/2014 03.00.00,2,5
05/12/2014 04.00.00,2,4
05/12/2014 05.00.00,2,4
05/12/2014 06.00.00,17,21
05/12/2014 07.00.00,22,34
05/12/2014 08.00.00,23,34
05/12/2014 09.00.00,20,32
05/12/2014 10.00.00,20,32
05/12/2014 11.00.00,11,23
05/12/2014 12.00.00,5,12
05/12/2014 13.00.00,9,19
05/12/2014 14.00.00,17,25
05/12/2014 15.00.00,9,13
05/12/2014 16.00.00,4,7
05/12/2014 17.00.00,27,28
05/12/2014 18.00.00,28,34
05/12/2014 19.00.00,23,30
05/12/2014 20.00.00,7,11
05/12/2014 21.00.00,14,17
05/12/2014 22.00.00,11,15
05/12/2014 23.00.00,9,14
06/12/2014 00.00.00,6,10
06/12/2014 01.00.00,8,12
06/12/2014 02.00.00,5,8
06/12/2014 03.00.00,5,7
06/12/2014 04.00.00,3,6
06/12/2014 05.00.00,3,6
06/12/2014 06.00.00,9,11
06/12/2014 07.00.00,36,45
06/12/2014 08.00.00,38,47
06/12/2014 09.00.00,67,86
06/12/2014 10.00.00,36,53
06/12/2014 11.00.00,10,18
06/12/2014 12.00.00,3,6
06/12/2014 13.00.00,5,7
06/12/2014 14.00.00,6,8
06/12/2014 15.00.00,3,5
06/12/2014 16.00.00,5,7
06/12/2014 17.00.00,5,8
06/12/2014 18.00.00,12,16
06/12/2014 19.00.00,11,14
06/12/2014 20.00.00,20,25
06/12/2014 21.00.00,15,21
06/12/2014 22.00.00,12,19
06/12/2014 23.00.00,26,35
07/12/2014 00.00.00,20,29
07/12/2014 01.00.00,16,25
07/12/2014 02.00.00,10,17
07/12/2014 03.00.00,6,9
07/12/2014 04.00.00,3,5
07/12/2014 05.00.00,3,5
07/12/2014 06.00.00,9,13
07/12/2014 07.00.00,18,26
07/12/2014 08.00.00,28,37
07/12/2014 09.00.00,24,36
07/12/2014 10.00.00,16,22
07/12/2014 11.00.00,5,12
07/12/2014 12.00.00,3,6
07/12/2014 13.00.00,4,5
07/12/2014 14.00.00,3,5
07/12/2014 15.00.00,3,5
07/12/2014 16.00.00,2,4
07/12/2014 17.00.00,14,18
07/12/2014 18.00.00,19,25
07/12/2014 19.00.00,10,17
07/12/2014 20.00.00,38,46
07/12/2014 21.00.00,15,27
07/12/2014 22.00.00,14,22
07/12/2014 23.00.00,15,24
08/12/2014 00.00.00,6,12
08/12/2014 01.00.00,3,6
08/12/2014 02.00.00,3,5
08/12/2014 03.00.00,1,3
08/12/2014 04.00.00,1,3
08/12/2014 05.00.00,2,3
08/12/2014 06.00.00,3,4
08/12/2014 07.00.00,3,5
08/12/2014 08.00.00,4,6
08/12/2014 09.00.00,6,8
08/12/2014 10.00.00,9,11
08/12/2014 11.00.00,7,10
08/12/2014 12.00.00,8,11
08/12/2014 13.00.00,8,11
08/12/2014 14.00.00,8,11
08/12/2014 15.00.00,3,5
08/12/2014 16.00.00,3,5
08/12/2014 17.00.00,9,11
08/12/2014 18.00.00,5,8
08/12/2014 19.00.00,7,10
08/12/2014 20.00.00,10,12
08/12/2014 21.00.00,8,10
08/12/2014 22.00.00,5,7
08/12/2014 23.00.00,10,11
09/12/2014 00.00.00,4,7
09/12/2014 01.00.00,3,5
09/12/2014 02.00.00,2,3
09/12/2014 03.00.00,3,4
09/12/2014 04.00.00,2,3
09/12/2014 05.00.00,3,4
09/12/2014 06.00.00,7,8
09/12/2014 07.00.00,15,19
09/12/2014 08.00.00,20,24
09/12/2014 09.00.00,18,23
09/12/2014 10.00.00,16,20
09/12/2014 11.00.00,8,18
09/12/2014 12.00.00,12,20
09/12/2014 13.00.00,10,23
09/12/2014 14.00.00,10,22
09/12/2014 15.00.00,9,21
09/12/2014 16.00.00,8,16
09/12/2014 17.00.00,10,23
09/12/2014 18.00.00,15,26
09/12/2014 19.00.00,13,18
09/12/2014 20.00.00,6,9
09/12/2014 21.00.00,13,17
09/12/2014 22.00.00,9,14
09/12/2014 23.00.00,9,12
10/12/2014 00.00.00,6,8
10/12/2014 01.00.00,2,4
10/12/2014 02.00.00,1,3
10/12/2014 03.00.00,2,3
10/12/2014 04.00.00,3,6
10/12/2014 05.00.00,2,4
10/12/2014 06.00.00,3,5
10/12/2014 07.00.00,10,13
10/12/2014 08.00.00,14,17
10/12/2014 09.00.00,26,
10/12/2014 10.00.00,11,
10/12/2014 11.00.00,11,
10/12/2014 12.00.00,10,
10/12/2014 13.00.00,7,
10/12/2014 14.00.00,5,
10/12/2014 15.00.00,5,
10/12/2014 16.00.00,6,
10/12/2014 17.00.00,7,
10/12/2014 18.00.00,12,
10/12/2014 19.00.00,15,
10/12/2014 20.00.00,10,
10/12/2014 21.00.00,15,
10/12/2014 22.00.00,9,
10/12/2014 23.00.00,4,
11/12/2014 00.00.00,5,
11/12/2014 01.00.00,4,
11/12/2014 02.00.00,4,
11/12/2014 03.00.00,3,
11/12/2014 04.00.00,2,
11/12/2014 05.00.00,2,
11/12/2014 06.00.00,10,
11/12/2014 07.00.00,13,
11/12/2014 08.00.00,9,
11/12/2014 09.00.00,16,
11/12/2014 10.00.00,17,
11/12/2014 11.00.00,13,
11/12/2014 12.00.00,6,
11/12/2014 13.00.00,8,
11/12/2014 14.00.00,11,
11/12/2014 15.00.00,7,
11/12/2014 16.00.00,7,
11/12/2014 17.00.00,9,
11/12/2014 18.00.00,13,
11/12/2014 19.00.00,8,
11/12/2014 20.00.00,6,
11/12/2014 21.00.00,4,
11/12/2014 22.00.00,7,
11/12/2014 23.00.00,6,
12/12/2014 00.00.00,5,
12/12/2014 01.00.00,3,
12/12/2014 02.00.00,3,
12/12/2014 03.00.00,3,
12/12/2014 04.00.00,2,
12/12/2014 05.00.00,3,
12/12/2014 06.00.00,3,
12/12/2014 07.00.00,8,
12/12/2014 08.00.00,21,
12/12/2014 09.00.00,14,
12/12/2014 10.00.00,11,
12/12/2014 11.00.00,16,
12/12/2014 12.00.00,9,
12/12/2014 13.00.00,8,
12/12/2014 14.00.00,9,
12/12/2014 15.00.00,7,
12/12/2014 16.00.00,6,
12/12/2014 17.00.00,9,
12/12/2014 18.00.00,13,
12/12/2014 19.00.00,23,
12/12/2014 20.00.00,15,
12/12/2014 21.00.00,18,
12/12/2014 22.00.00,17,
12/12/2014 23.00.00,22,
13/12/2014 00.00.00,20,
13/12/2014 01.00.00,23,
13/12/2014 02.00.00,8,
13/12/2014 03.00.00,7,
13/12/2014 04.00.00,4,
13/12/2014 05.00.00,5,
13/12/2014 06.00.00,20,
13/12/2014 07.00.00,63,
13/12/2014 08.00.00,93,
13/12/2014 09.00.00,91,
13/12/2014 10.00.00,15,
13/12/2014 11.00.00,,
13/12/2014 12.00.00,5,
13/12/2014 13.00.00,4,
13/12/2014 14.00.00,4,
13/12/2014 15.00.00,3,
13/12/2014 16.00.00,3,
13/12/2014 17.00.00,11,
13/12/2014 18.00.00,68,
13/12/2014 19.00.00,52,
13/12/2014 20.00.00,25,
13/12/2014 21.00.00,30,
13/12/2014 22.00.00,59,
13/12/2014 23.00.00,47,
14/12/2014 00.00.00,25,
14/12/2014 01.00.00,29,
14/12/2014 02.00.00,14,
14/12/2014 03.00.00,19,
14/12/2014 04.00.00,6,
14/12/2014 05.00.00,6,
14/12/2014 06.00.00,6,
14/12/2014 07.00.00,24,
14/12/2014 08.00.00,32,
14/12/2014 09.00.00,23,
14/12/2014 10.00.00,18,
14/12/2014 11.00.00,9,
14/12/2014 12.00.00,7,
14/12/2014 13.00.00,5,
14/12/2014 14.00.00,6,
14/12/2014 15.00.00,3,
14/12/2014 16.00.00,4,
14/12/2014 17.00.00,4,
14/12/2014 18.00.00,24,
14/12/2014 19.00.00,40,
14/12/2014 20.00.00,36,
14/12/2014 21.00.00,32,
14/12/2014 22.00.00,32,
14/12/2014 23.00.00,66,
15/12/2014 00.00.00,27,
15/12/2014 01.00.00,13,
15/12/2014 02.00.00,5,
15/12/2014 03.00.00,8,
15/12/2014 04.00.00,8,
15/12/2014 05.00.00,9,
15/12/2014 06.00.00,23,
15/12/2014 07.00.00,50,
15/12/2014 08.00.00,115,
15/12/2014 09.00.00,123,
15/12/2014 10.00.00,28,
15/12/2014 11.00.00,11,
15/12/2014 12.00.00,11,
15/12/2014 13.00.00,12,
15/12/2014 14.00.00,7,
15/12/2014 15.00.00,9,
15/12/2014 16.00.00,7,
15/12/2014 17.00.00,13,
15/12/2014 18.00.00,80,
15/12/2014 19.00.00,65,
15/12/2014 20.00.00,41,
15/12/2014 21.00.00,23,
15/12/2014 22.00.00,43,
15/12/2014 23.00.00,30,
16/12/2014 00.00.00,8,
16/12/2014 01.00.00,6,
16/12/2014 02.00.00,7,
16/12/2014 03.00.00,3,
16/12/2014 04.00.00,5,
16/12/2014 05.00.00,16,
16/12/2014 06.00.00,8,
16/12/2014 07.00.00,19,
16/12/2014 08.00.00,25,
16/12/2014 09.00.00,36,
16/12/2014 10.00.00,5,
16/12/2014 11.00.00,6,
16/12/2014 12.00.00,4,
16/12/2014 13.00.00,4,
16/12/2014 14.00.00,4,
16/12/2014 15.00.00,4,
16/12/2014 16.00.00,5,
16/12/2014 17.00.00,11,
16/12/2014 18.00.00,18,
16/12/2014 19.00.00,18,
16/12/2014 20.00.00,10,
16/12/2014 21.00.00,30,
16/12/2014 22.00.00,47,
16/12/2014 23.00.00,7,
17/12/2014 00.00.00,4,
17/12/2014 01.00.00,3,
17/12/2014 02.00.00,2,
17/12/2014 03.00.00,3,
17/12/2014 04.00.00,1,
17/12/2014 05.00.00,9,
17/12/2014 06.00.00,31,
17/12/2014 07.00.00,15,
17/12/2014 08.00.00,92,
17/12/2014 09.00.00,106,
17/12/2014 10.00.00,29,
17/12/2014 11.00.00,13,
17/12/2014 12.00.00,10,
17/12/2014 13.00.00,5,
17/12/2014 14.00.00,3,
17/12/2014 15.00.00,9,
17/12/2014 16.00.00,10,
17/12/2014 17.00.00,15,
17/12/2014 18.00.00,103,
17/12/2014 19.00.00,126,
17/12/2014 20.00.00,72,
17/12/2014 21.00.00,65,
17/12/2014 22.00.00,62,
17/12/2014 23.00.00,40,
18/12/2014 00.00.00,33,
18/12/2014 01.00.00,24,
18/12/2014 02.00.00,10,
18/12/2014 03.00.00,8,
18/12/2014 04.00.00,5,
18/12/2014 05.00.00,6,
18/12/2014 06.00.00,19,
18/12/2014 07.00.00,51,
18/12/2014 08.00.00,130,
18/12/2014 09.00.00,55,
18/12/2014 10.00.00,26,
18/12/2014 11.00.00,18,
18/12/2014 12.00.00,8,
18/12/2014 13.00.00,12,
18/12/2014 14.00.00,8,
18/12/2014 15.00.00,5,
18/12/2014 16.00.00,9,
18/12/2014 17.00.00,15,
18/12/2014 18.00.00,15,
18/12/2014 19.00.00,20,
18/12/2014 20.00.00,11,
18/12/2014 21.00.00,10,
18/12/2014 22.00.00,11,
18/12/2014 23.00.00,7,
19/12/2014 00.00.00,3,
19/12/2014 01.00.00,3,
19/12/2014 02.00.00,5,
19/12/2014 03.00.00,3,
19/12/2014 04.00.00,3,
19/12/2014 05.00.00,5,
19/12/2014 06.00.00,9,
19/12/2014 07.00.00,22,
19/12/2014 08.00.00,31,
19/12/2014 09.00.00,32,
19/12/2014 10.00.00,29,
19/12/2014 11.00.00,17,
19/12/2014 12.00.00,13,
19/12/2014 13.00.00,4,
19/12/2014 14.00.00,3,
19/12/2014 15.00.00,3,
19/12/2014 16.00.00,7,
19/12/2014 17.00.00,15,
19/12/2014 18.00.00,24,
19/12/2014 19.00.00,22,
19/12/2014 20.00.00,27,
19/12/2014 21.00.00,92,
19/12/2014 22.00.00,76,
19/12/2014 23.00.00,40,
20/12/2014 00.00.00,43,
20/12/2014 01.00.00,17,
20/12/2014 02.00.00,13,
20/12/2014 03.00.00,16,
20/12/2014 04.00.00,8,
20/12/2014 05.00.00,7,
20/12/2014 06.00.00,38,
20/12/2014 07.00.00,60,
20/12/2014 08.00.00,63,
20/12/2014 09.00.00,115,
20/12/2014 10.00.00,38,
20/12/2014 11.00.00,19,
20/12/2014 12.00.00,5,
20/12/2014 13.00.00,7,
20/12/2014 14.00.00,14,
20/12/2014 15.00.00,9,
20/12/2014 16.00.00,6,
20/12/2014 17.00.00,13,
20/12/2014 18.00.00,73,
20/12/2014 19.00.00,101,
20/12/2014 20.00.00,126,
20/12/2014 21.00.00,65,
20/12/2014 22.00.00,68,
20/12/2014 23.00.00,33,
21/12/2014 00.00.00,25,
21/12/2014 01.00.00,24,
21/12/2014 02.00.00,16,
21/12/2014 03.00.00,13,
21/12/2014 04.00.00,19,
21/12/2014 05.00.00,19,
21/12/2014 06.00.00,22,
21/12/2014 07.00.00,47,
21/12/2014 08.00.00,17,
21/12/2014 09.00.00,11,
21/12/2014 10.00.00,12,
21/12/2014 11.00.00,10,
21/12/2014 12.00.00,5,
21/12/2014 13.00.00,5,
21/12/2014 14.00.00,4,
21/12/2014 15.00.00,3,
21/12/2014 16.00.00,3,
21/12/2014 17.00.00,3,
21/12/2014 18.00.00,3,
21/12/2014 19.00.00,9,
21/12/2014 20.00.00,5,
21/12/2014 21.00.00,6,
21/12/2014 22.00.00,5,
21/12/2014 23.00.00,6,
22/12/2014 00.00.00,6,
22/12/2014 01.00.00,3,
22/12/2014 02.00.00,2,
22/12/2014 03.00.00,2,
22/12/2014 04.00.00,2,
22/12/2014 05.00.00,12,
22/12/2014 06.00.00,11,
22/12/2014 07.00.00,21,
22/12/2014 08.00.00,29,
22/12/2014 09.00.00,33,
22/12/2014 10.00.00,31,
22/12/2014 11.00.00,17,
22/12/2014 12.00.00,13,
22/12/2014 13.00.00,11,
22/12/2014 14.00.00,8,
22/12/2014 15.00.00,6,
22/12/2014 16.00.00,4,
22/12/2014 17.00.00,6,
22/12/2014 18.00.00,30,
22/12/2014 19.00.00,96,
22/12/2014 20.00.00,70,
22/12/2014 21.00.00,61,
22/12/2014 22.00.00,37,
22/12/2014 23.00.00,31,
23/12/2014 00.00.00,12,
23/12/2014 01.00.00,10,
23/12/2014 02.00.00,12,
23/12/2014 03.00.00,27,
23/12/2014 04.00.00,5,
23/12/2014 05.00.00,6,
23/12/2014 06.00.00,33,
23/12/2014 07.00.00,69,
23/12/2014 08.00.00,113,
23/12/2014 09.00.00,118,
23/12/2014 10.00.00,40,
23/12/2014 11.00.00,18,
23/12/2014 12.00.00,19,
23/12/2014 13.00.00,9,
23/12/2014 14.00.00,9,
23/12/2014 15.00.00,6,
23/12/2014 16.00.00,9,
23/12/2014 17.00.00,12,
23/12/2014 18.00.00,15,
23/12/2014 19.00.00,20,
23/12/2014 20.00.00,67,
23/12/2014 21.00.00,122,
23/12/2014 22.00.00,68,
23/12/2014 23.00.00,49,
24/12/2014 00.00.00,27,
24/12/2014 01.00.00,28,
24/12/2014 02.00.00,24,
24/12/2014 03.00.00,5,
24/12/2014 04.00.00,8,
24/12/2014 05.00.00,18,
24/12/2014 06.00.00,21,
24/12/2014 07.00.00,77,
24/12/2014 08.00.00,88,
24/12/2014 09.00.00,113,
24/12/2014 10.00.00,44,
24/12/2014 11.00.00,23,
24/12/2014 12.00.00,18,
24/12/2014 13.00.00,13,
24/12/2014 14.00.00,11,
24/12/2014 15.00.00,4,
24/12/2014 16.00.00,4,
24/12/2014 17.00.00,27,
24/12/2014 18.00.00,34,
24/12/2014 19.00.00,22,
24/12/2014 20.00.00,29,
24/12/2014 21.00.00,75,
24/12/2014 22.00.00,22,
24/12/2014 23.00.00,27,
25/12/2014 00.00.00,13,
25/12/2014 01.00.00,12,
25/12/2014 02.00.00,16,
25/12/2014 03.00.00,35,
25/12/2014 04.00.00,11,
25/12/2014 05.00.00,10,
25/12/2014 06.00.00,9,
25/12/2014 07.00.00,15,
25/12/2014 08.00.00,8,
25/12/2014 09.00.00,19,
25/12/2014 10.00.00,6,
25/12/2014 11.00.00,13,
25/12/2014 12.00.00,11,
25/12/2014 13.00.00,7,
25/12/2014 14.00.00,5,
25/12/2014 15.00.00,3,
25/12/2014 16.00.00,3,
25/12/2014 17.00.00,2,
25/12/2014 18.00.00,9,
25/12/2014 19.00.00,9,
25/12/2014 20.00.00,10,
25/12/2014 21.00.00,10,
25/12/2014 22.00.00,7,
25/12/2014 23.00.00,7,
26/12/2014 00.00.00,12,
26/12/2014 01.00.00,8,
26/12/2014 02.00.00,8,
26/12/2014 03.00.00,10,
26/12/2014 04.00.00,3,
26/12/2014 05.00.00,3,
26/12/2014 06.00.00,3,
26/12/2014 07.00.00,7,
26/12/2014 08.00.00,12,
26/12/2014 09.00.00,12,
26/12/2014 10.00.00,19,
26/12/2014 11.00.00,19,
26/12/2014 12.00.00,16,
26/12/2014 13.00.00,15,
26/12/2014 14.00.00,13,
26/12/2014 15.00.00,8,
26/12/2014 16.00.00,5,
26/12/2014 17.00.00,9,
26/12/2014 18.00.00,6,
26/12/2014 19.00.00,9,
26/12/2014 20.00.00,6,
26/12/2014 21.00.00,8,
26/12/2014 22.00.00,6,
26/12/2014 23.00.00,6,
27/12/2014 00.00.00,3,
27/12/2014 01.00.00,3,
27/12/2014 02.00.00,3,
27/12/2014 03.00.00,2,
27/12/2014 04.00.00,3,
27/12/2014 05.00.00,3,
27/12/2014 06.00.00,3,
27/12/2014 07.00.00,7,
27/12/2014 08.00.00,5,
27/12/2014 09.00.00,8,
27/12/2014 10.00.00,9,
27/12/2014 11.00.00,12,
27/12/2014 12.00.00,10,
27/12/2014 13.00.00,15,
27/12/2014 14.00.00,10,
27/12/2014 15.00.00,4,
27/12/2014 16.00.00,8,
27/12/2014 17.00.00,21,
27/12/2014 18.00.00,16,
27/12/2014 19.00.00,18,
27/12/2014 20.00.00,20,
27/12/2014 21.00.00,15,
27/12/2014 22.00.00,11,
27/12/2014 23.00.00,3,
28/12/2014 00.00.00,2,
28/12/2014 01.00.00,2,
28/12/2014 02.00.00,2,
28/12/2014 03.00.00,1,
28/12/2014 04.00.00,1,
28/12/2014 05.00.00,1,
28/12/2014 06.00.00,2,
28/12/2014 07.00.00,2,
28/12/2014 08.00.00,2,
28/12/2014 09.00.00,3,
28/12/2014 10.00.00,3,
28/12/2014 11.00.00,4,
28/12/2014 12.00.00,4,
28/12/2014 13.00.00,2,
28/12/2014 14.00.00,3,
28/12/2014 15.00.00,3,
28/12/2014 16.00.00,3,
28/12/2014 17.00.00,5,
