,Provincia di TARANTO,Provincia di TARANTO
Stazione,TA V. Machiavelli,TA V. Machiavelli
,IPA TOT,IPA TOT 2
Unit,ng/m3,ng/m3
20/10/2014 11.00.00,9,12
20/10/2014 12.00.00,5,8
20/10/2014 13.00.00,4,8
20/10/2014 14.00.00,3,4
20/10/2014 15.00.00,4,5
20/10/2014 16.00.00,4,5
20/10/2014 17.00.00,3,5
20/10/2014 18.00.00,4,6
20/10/2014 19.00.00,6,9
20/10/2014 20.00.00,9,13
20/10/2014 21.00.00,7,12
20/10/2014 22.00.00,4,7
20/10/2014 23.00.00,6,9
21/10/2014 00.00.00,4,9
21/10/2014 01.00.00,4,6
21/10/2014 02.00.00,2,5
21/10/2014 03.00.00,2,5
21/10/2014 04.00.00,3,5
21/10/2014 05.00.00,4,6
21/10/2014 06.00.00,18,22
21/10/2014 07.00.00,51,56
21/10/2014 08.00.00,73,90
21/10/2014 09.00.00,20,34
21/10/2014 10.00.00,14,20
21/10/2014 11.00.00,9,16
21/10/2014 12.00.00,5,12
21/10/2014 13.00.00,3,5
21/10/2014 14.00.00,4,5
21/10/2014 15.00.00,3,5
21/10/2014 16.00.00,3,5
21/10/2014 17.00.00,5,6
21/10/2014 18.00.00,5,8
21/10/2014 19.00.00,6,9
21/10/2014 20.00.00,7,11
21/10/2014 21.00.00,8,12
21/10/2014 22.00.00,11,15
21/10/2014 23.00.00,3,6
22/10/2014 00.00.00,2,4
22/10/2014 01.00.00,2,4
22/10/2014 02.00.00,2,4
22/10/2014 03.00.00,14,15
22/10/2014 04.00.00,2,4
22/10/2014 05.00.00,4,5
22/10/2014 06.00.00,3,5
22/10/2014 07.00.00,7,8
22/10/2014 08.00.00,8,10
22/10/2014 09.00.00,6,9
22/10/2014 10.00.00,6,7
22/10/2014 11.00.00,5,6
22/10/2014 12.00.00,5,7
22/10/2014 13.00.00,5,6
22/10/2014 14.00.00,4,6
22/10/2014 15.00.00,6,9
22/10/2014 16.00.00,8,11
22/10/2014 17.00.00,10,13
22/10/2014 18.00.00,11,13
22/10/2014 19.00.00,9,10
22/10/2014 20.00.00,5,7
22/10/2014 21.00.00,4,6
22/10/2014 22.00.00,3,4
22/10/2014 23.00.00,2,4
23/10/2014 00.00.00,2,3
23/10/2014 01.00.00,2,3
23/10/2014 02.00.00,2,3
23/10/2014 03.00.00,2,3
23/10/2014 04.00.00,2,3
23/10/2014 05.00.00,3,4
23/10/2014 06.00.00,8,9
23/10/2014 07.00.00,13,15
23/10/2014 08.00.00,10,15
23/10/2014 09.00.00,10,16
23/10/2014 10.00.00,11,15
23/10/2014 11.00.00,12,14
23/10/2014 12.00.00,10,14
23/10/2014 13.00.00,9,12
23/10/2014 14.00.00,8,10
23/10/2014 15.00.00,7,10
23/10/2014 16.00.00,8,10
23/10/2014 17.00.00,5,8
23/10/2014 18.00.00,9,10
23/10/2014 19.00.00,9,10
23/10/2014 20.00.00,7,9
23/10/2014 21.00.00,5,7
23/10/2014 22.00.00,4,6
23/10/2014 23.00.00,3,5
24/10/2014 00.00.00,4,5
24/10/2014 01.00.00,4,6
24/10/2014 02.00.00,4,7
24/10/2014 03.00.00,2,4
24/10/2014 04.00.00,4,6
24/10/2014 05.00.00,3,5
24/10/2014 06.00.00,7,10
24/10/2014 07.00.00,12,14
24/10/2014 08.00.00,18,21
24/10/2014 09.00.00,16,19
24/10/2014 10.00.00,14,19
24/10/2014 11.00.00,7,11
24/10/2014 12.00.00,6,8
24/10/2014 13.00.00,7,10
24/10/2014 14.00.00,4,6
24/10/2014 15.00.00,3,5
24/10/2014 16.00.00,4,5
24/10/2014 17.00.00,6,7
24/10/2014 18.00.00,9,11
24/10/2014 19.00.00,14,16
24/10/2014 20.00.00,9,14
24/10/2014 21.00.00,5,8
24/10/2014 22.00.00,5,8
24/10/2014 23.00.00,6,8
25/10/2014 00.00.00,4,7
25/10/2014 01.00.00,2,4
25/10/2014 02.00.00,3,4
25/10/2014 03.00.00,2,4
25/10/2014 04.00.00,3,4
25/10/2014 05.00.00,5,6
25/10/2014 06.00.00,10,12
25/10/2014 07.00.00,12,15
25/10/2014 08.00.00,14,18
25/10/2014 09.00.00,12,16
25/10/2014 10.00.00,15,19
25/10/2014 11.00.00,13,17
25/10/2014 12.00.00,11,14
25/10/2014 13.00.00,5,7
25/10/2014 14.00.00,4,5
25/10/2014 15.00.00,4,6
25/10/2014 16.00.00,4,6
25/10/2014 17.00.00,7,8
25/10/2014 18.00.00,4,7
25/10/2014 19.00.00,6,8
25/10/2014 20.00.00,11,13
25/10/2014 21.00.00,6,8
25/10/2014 22.00.00,4,7
25/10/2014 23.00.00,5,7
26/10/2014 00.00.00,5,8
26/10/2014 01.00.00,6,9
26/10/2014 02.00.00,5,9
26/10/2014 03.00.00,2,4
26/10/2014 04.00.00,2,3
26/10/2014 05.00.00,3,5
26/10/2014 06.00.00,4,6
26/10/2014 07.00.00,7,9
26/10/2014 08.00.00,7,9
26/10/2014 09.00.00,6,9
26/10/2014 10.00.00,8,10
26/10/2014 11.00.00,4,6
26/10/2014 12.00.00,5,7
26/10/2014 13.00.00,4,6
26/10/2014 14.00.00,4,6
26/10/2014 15.00.00,2,4
26/10/2014 16.00.00,2,3
26/10/2014 17.00.00,2,3
26/10/2014 18.00.00,5,7
26/10/2014 19.00.00,8,11
26/10/2014 20.00.00,5,8
26/10/2014 21.00.00,5,7
26/10/2014 22.00.00,11,14
26/10/2014 23.00.00,7,11
27/10/2014 00.00.00,3,6
27/10/2014 01.00.00,4,7
27/10/2014 02.00.00,4,5
27/10/2014 03.00.00,2,4
27/10/2014 04.00.00,2,3
27/10/2014 05.00.00,4,6
27/10/2014 06.00.00,13,16
27/10/2014 07.00.00,46,51
27/10/2014 08.00.00,29,42
27/10/2014 09.00.00,8,15
27/10/2014 10.00.00,6,17
27/10/2014 11.00.00,6,9
27/10/2014 12.00.00,5,7
27/10/2014 13.00.00,8,9
27/10/2014 14.00.00,5,6
27/10/2014 15.00.00,5,7
27/10/2014 16.00.00,5,6
27/10/2014 17.00.00,6,7
27/10/2014 18.00.00,9,11
27/10/2014 19.00.00,19,23
27/10/2014 20.00.00,20,26
27/10/2014 21.00.00,8,13
27/10/2014 22.00.00,9,12
27/10/2014 23.00.00,8,12
28/10/2014 00.00.00,4,8
28/10/2014 01.00.00,5,8
28/10/2014 02.00.00,4,7
28/10/2014 03.00.00,4,7
28/10/2014 04.00.00,2,4
28/10/2014 05.00.00,2,4
28/10/2014 06.00.00,8,10
28/10/2014 07.00.00,34,39
28/10/2014 08.00.00,19,26
28/10/2014 09.00.00,9,14
28/10/2014 10.00.00,5,8
28/10/2014 11.00.00,5,7
28/10/2014 12.00.00,5,6
28/10/2014 13.00.00,6,7
28/10/2014 14.00.00,6,8
28/10/2014 15.00.00,8,9
28/10/2014 16.00.00,8,11
28/10/2014 17.00.00,12,15
28/10/2014 18.00.00,9,14
28/10/2014 19.00.00,7,11
28/10/2014 20.00.00,8,12
28/10/2014 21.00.00,8,12
28/10/2014 22.00.00,7,11
28/10/2014 23.00.00,6,9
29/10/2014 00.00.00,7,11
29/10/2014 01.00.00,5,9
29/10/2014 02.00.00,4,8
29/10/2014 03.00.00,4,7
29/10/2014 04.00.00,4,7
29/10/2014 05.00.00,3,5
29/10/2014 06.00.00,9,11
29/10/2014 07.00.00,12,16
29/10/2014 08.00.00,17,23
29/10/2014 09.00.00,14,25
29/10/2014 10.00.00,14,23
29/10/2014 11.00.00,4,8
29/10/2014 12.00.00,3,5
29/10/2014 13.00.00,3,5
29/10/2014 14.00.00,4,5
29/10/2014 15.00.00,3,4
29/10/2014 16.00.00,3,5
29/10/2014 17.00.00,5,6
29/10/2014 18.00.00,9,12
29/10/2014 19.00.00,8,12
29/10/2014 20.00.00,11,14
29/10/2014 21.00.00,8,11
29/10/2014 22.00.00,5,8
29/10/2014 23.00.00,5,8
30/10/2014 00.00.00,5,7
30/10/2014 01.00.00,4,7
30/10/2014 02.00.00,4,7
30/10/2014 03.00.00,3,6
30/10/2014 04.00.00,4,6
30/10/2014 05.00.00,14,17
30/10/2014 06.00.00,13,17
30/10/2014 07.00.00,,
30/10/2014 08.00.00,38,49
30/10/2014 09.00.00,23,30
30/10/2014 10.00.00,27,35
30/10/2014 11.00.00,9,14
30/10/2014 12.00.00,8,12
30/10/2014 13.00.00,8,14
30/10/2014 14.00.00,7,10
30/10/2014 15.00.00,4,7
30/10/2014 16.00.00,7,8
30/10/2014 17.00.00,9,12
30/10/2014 18.00.00,8,11
30/10/2014 19.00.00,8,11
30/10/2014 20.00.00,6,9
30/10/2014 21.00.00,6,8
30/10/2014 22.00.00,8,10
30/10/2014 23.00.00,5,7
31/10/2014 00.00.00,4,5
31/10/2014 01.00.00,2,4
31/10/2014 02.00.00,5,7
31/10/2014 03.00.00,3,5
31/10/2014 04.00.00,3,5
31/10/2014 05.00.00,3,4
31/10/2014 06.00.00,5,7
31/10/2014 07.00.00,10,12
31/10/2014 08.00.00,16,18
31/10/2014 09.00.00,10,17
31/10/2014 10.00.00,7,12
31/10/2014 11.00.00,12,13
31/10/2014 12.00.00,6,12
31/10/2014 13.00.00,6,8
31/10/2014 14.00.00,6,8
31/10/2014 15.00.00,5,7
31/10/2014 16.00.00,7,8
31/10/2014 17.00.00,7,10
31/10/2014 18.00.00,8,10
31/10/2014 19.00.00,9,11
31/10/2014 20.00.00,9,12
31/10/2014 21.00.00,6,9
31/10/2014 22.00.00,5,7
31/10/2014 23.00.00,4,6
01/11/2014 00.00.00,5,7
01/11/2014 01.00.00,4,6
01/11/2014 02.00.00,4,6
01/11/2014 03.00.00,3,5
01/11/2014 04.00.00,3,6
01/11/2014 05.00.00,3,5
01/11/2014 06.00.00,3,5
01/11/2014 07.00.00,10,12
01/11/2014 08.00.00,13,16
01/11/2014 09.00.00,14,17
01/11/2014 10.00.00,10,12
01/11/2014 11.00.00,12,13
01/11/2014 12.00.00,8,10
01/11/2014 13.00.00,6,8
01/11/2014 14.00.00,6,8
01/11/2014 15.00.00,4,5
01/11/2014 16.00.00,3,4
01/11/2014 17.00.00,4,5
01/11/2014 18.00.00,4,6
01/11/2014 19.00.00,7,9
01/11/2014 20.00.00,6,9
01/11/2014 21.00.00,8,10
01/11/2014 22.00.00,5,9
01/11/2014 23.00.00,6,9
02/11/2014 00.00.00,4,6
02/11/2014 01.00.00,5,8
02/11/2014 02.00.00,,
02/11/2014 03.00.00,3,5
02/11/2014 04.00.00,3,4
02/11/2014 05.00.00,3,4
02/11/2014 06.00.00,5,7
02/11/2014 07.00.00,14,16
02/11/2014 08.00.00,11,16
02/11/2014 09.00.00,12,15
02/11/2014 10.00.00,9,12
02/11/2014 11.00.00,8,10
02/11/2014 12.00.00,4,6
02/11/2014 13.00.00,3,4
02/11/2014 14.00.00,5,5
02/11/2014 15.00.00,2,4
02/11/2014 16.00.00,3,4
02/11/2014 17.00.00,3,5
02/11/2014 18.00.00,6,7
02/11/2014 19.00.00,6,9
02/11/2014 20.00.00,5,8
02/11/2014 21.00.00,12,15
02/11/2014 22.00.00,10,15
02/11/2014 23.00.00,15,21
03/11/2014 00.00.00,16,23
03/11/2014 01.00.00,10,17
03/11/2014 02.00.00,6,11
03/11/2014 03.00.00,4,7
03/11/2014 04.00.00,3,6
03/11/2014 05.00.00,11,12
03/11/2014 06.00.00,21,27
03/11/2014 07.00.00,57,63
03/11/2014 08.00.00,81,98
03/11/2014 09.00.00,15,29
03/11/2014 10.00.00,13,19
03/11/2014 11.00.00,6,11
03/11/2014 12.00.00,5,7
03/11/2014 13.00.00,4,5
03/11/2014 14.00.00,6,12
03/11/2014 15.00.00,4,6
03/11/2014 16.00.00,4,8
03/11/2014 17.00.00,5,13
03/11/2014 18.00.00,6,15
03/11/2014 19.00.00,8,13
03/11/2014 20.00.00,9,15
03/11/2014 21.00.00,10,16
03/11/2014 22.00.00,11,19
03/11/2014 23.00.00,5,11
04/11/2014 00.00.00,4,9
04/11/2014 01.00.00,3,6
04/11/2014 02.00.00,2,4
04/11/2014 03.00.00,2,4
04/11/2014 04.00.00,4,6
04/11/2014 05.00.00,2,4
04/11/2014 06.00.00,5,6
04/11/2014 07.00.00,28,33
04/11/2014 08.00.00,24,36
04/11/2014 09.00.00,12,20
04/11/2014 10.00.00,11,26
04/11/2014 11.00.00,6,12
04/11/2014 12.00.00,5,9
04/11/2014 13.00.00,9,13
04/11/2014 14.00.00,5,8
04/11/2014 15.00.00,4,5
04/11/2014 16.00.00,4,5
04/11/2014 17.00.00,4,6
04/11/2014 18.00.00,10,13
04/11/2014 19.00.00,11,14
04/11/2014 20.00.00,11,14
04/11/2014 21.00.00,5,8
04/11/2014 22.00.00,3,5
04/11/2014 23.00.00,4,6
05/11/2014 00.00.00,2,4
05/11/2014 01.00.00,1,3
05/11/2014 02.00.00,1,2
05/11/2014 03.00.00,1,2
05/11/2014 04.00.00,1,2
05/11/2014 05.00.00,1,2
05/11/2014 06.00.00,2,2
05/11/2014 07.00.00,3,4
05/11/2014 08.00.00,5,7
05/11/2014 09.00.00,6,9
05/11/2014 10.00.00,5,8
05/11/2014 11.00.00,5,6
05/11/2014 12.00.00,3,4
05/11/2014 13.00.00,3,4
05/11/2014 14.00.00,3,4
05/11/2014 15.00.00,3,4
05/11/2014 16.00.00,12,11
05/11/2014 17.00.00,3,5
05/11/2014 18.00.00,4,5
05/11/2014 19.00.00,3,5
05/11/2014 20.00.00,3,4
05/11/2014 21.00.00,2,4
05/11/2014 22.00.00,2,3
05/11/2014 23.00.00,2,3
06/11/2014 00.00.00,2,3
06/11/2014 01.00.00,1,2
06/11/2014 02.00.00,1,2
06/11/2014 03.00.00,1,2
06/11/2014 04.00.00,1,2
06/11/2014 05.00.00,1,2
06/11/2014 06.00.00,1,2
06/11/2014 07.00.00,2,3
06/11/2014 08.00.00,3,4
06/11/2014 09.00.00,4,5
06/11/2014 10.00.00,3,5
06/11/2014 11.00.00,4,5
06/11/2014 12.00.00,4,6
06/11/2014 13.00.00,6,7
06/11/2014 14.00.00,4,5
06/11/2014 15.00.00,3,5
06/11/2014 16.00.00,3,4
06/11/2014 17.00.00,4,5
06/11/2014 18.00.00,4,5
06/11/2014 19.00.00,3,5
06/11/2014 20.00.00,3,4
06/11/2014 21.00.00,3,4
06/11/2014 22.00.00,2,3
06/11/2014 23.00.00,2,3
07/11/2014 00.00.00,2,3
07/11/2014 01.00.00,1,2
07/11/2014 02.00.00,1,2
07/11/2014 03.00.00,1,2
07/11/2014 04.00.00,1,2
07/11/2014 05.00.00,1,2
07/11/2014 06.00.00,1,2
07/11/2014 07.00.00,2,3
07/11/2014 08.00.00,3,4
07/11/2014 09.00.00,4,5
07/11/2014 10.00.00,3,4
07/11/2014 11.00.00,4,5
07/11/2014 12.00.00,3,5
07/11/2014 13.00.00,3,4
07/11/2014 14.00.00,5,6
07/11/2014 15.00.00,3,5
07/11/2014 16.00.00,4,5
07/11/2014 17.00.00,7,8
07/11/2014 18.00.00,8,9
07/11/2014 19.00.00,6,8
07/11/2014 20.00.00,8,10
07/11/2014 21.00.00,6,8
07/11/2014 22.00.00,5,7
07/11/2014 23.00.00,4,6
08/11/2014 00.00.00,2,4
08/11/2014 01.00.00,2,3
08/11/2014 02.00.00,2,3
08/11/2014 03.00.00,1,3
08/11/2014 04.00.00,1,2
08/11/2014 05.00.00,2,3
08/11/2014 06.00.00,2,3
08/11/2014 07.00.00,5,6
08/11/2014 08.00.00,8,9
08/11/2014 09.00.00,9,11
08/11/2014 10.00.00,9,11
08/11/2014 11.00.00,9,10
08/11/2014 12.00.00,11,12
08/11/2014 13.00.00,5,7
08/11/2014 14.00.00,4,5
08/11/2014 15.00.00,3,4
08/11/2014 16.00.00,3,4
08/11/2014 17.00.00,15,13
08/11/2014 18.00.00,14,18
08/11/2014 19.00.00,18,22
08/11/2014 20.00.00,16,21
08/11/2014 21.00.00,12,17
08/11/2014 22.00.00,10,14
08/11/2014 23.00.00,8,12
09/11/2014 00.00.00,8,12
09/11/2014 01.00.00,4,8
09/11/2014 02.00.00,3,6
09/11/2014 03.00.00,2,4
09/11/2014 04.00.00,2,5
09/11/2014 05.00.00,3,5
09/11/2014 06.00.00,6,9
09/11/2014 07.00.00,11,15
09/11/2014 08.00.00,12,18
09/11/2014 09.00.00,10,14
09/11/2014 10.00.00,7,10
09/11/2014 11.00.00,5,6
09/11/2014 12.00.00,4,5
09/11/2014 13.00.00,3,5
09/11/2014 14.00.00,3,4
09/11/2014 15.00.00,3,4
09/11/2014 16.00.00,2,3
09/11/2014 17.00.00,2,4
09/11/2014 18.00.00,3,5
09/11/2014 19.00.00,17,19
09/11/2014 20.00.00,10,16
09/11/2014 21.00.00,12,17
09/11/2014 22.00.00,14,21
09/11/2014 23.00.00,5,9
10/11/2014 00.00.00,4,8
10/11/2014 01.00.00,3,6
10/11/2014 02.00.00,2,4
10/11/2014 03.00.00,2,3
10/11/2014 04.00.00,2,3
10/11/2014 05.00.00,2,3
10/11/2014 06.00.00,3,5
10/11/2014 07.00.00,6,7
10/11/2014 08.00.00,16,18
10/11/2014 09.00.00,11,17
10/11/2014 10.00.00,9,12
10/11/2014 11.00.00,8,11
10/11/2014 12.00.00,4,6
10/11/2014 13.00.00,5,6
10/11/2014 14.00.00,3,5
10/11/2014 15.00.00,3,5
10/11/2014 16.00.00,3,5
10/11/2014 17.00.00,5,6
10/11/2014 18.00.00,7,8
10/11/2014 19.00.00,11,14
10/11/2014 20.00.00,16,20
10/11/2014 21.00.00,11,16
10/11/2014 22.00.00,7,10
10/11/2014 23.00.00,8,10
11/11/2014 00.00.00,4,7
11/11/2014 01.00.00,2,4
11/11/2014 02.00.00,2,3
11/11/2014 03.00.00,2,3
11/11/2014 04.00.00,2,3
11/11/2014 05.00.00,1,3
11/11/2014 06.00.00,2,3
11/11/2014 07.00.00,9,10
11/11/2014 08.00.00,10,13
11/11/2014 09.00.00,8,11
11/11/2014 10.00.00,4,6
11/11/2014 11.00.00,4,7
11/11/2014 12.00.00,5,7
11/11/2014 13.00.00,6,8
11/11/2014 14.00.00,4,6
11/11/2014 15.00.00,7,13
11/11/2014 16.00.00,3,5
11/11/2014 17.00.00,4,8
11/11/2014 18.00.00,4,8
11/11/2014 19.00.00,4,6
11/11/2014 20.00.00,4,6
11/11/2014 21.00.00,4,6
11/11/2014 22.00.00,3,5
11/11/2014 23.00.00,2,3
12/11/2014 00.00.00,,
12/11/2014 01.00.00,1,3
12/11/2014 02.00.00,1,2
12/11/2014 03.00.00,1,2
12/11/2014 04.00.00,1,2
12/11/2014 05.00.00,1,2
12/11/2014 06.00.00,1,2
12/11/2014 07.00.00,2,3
12/11/2014 08.00.00,3,4
12/11/2014 09.00.00,4,5
12/11/2014 10.00.00,4,5
12/11/2014 11.00.00,5,6
12/11/2014 12.00.00,5,6
12/11/2014 13.00.00,5,6
12/11/2014 14.00.00,5,7
12/11/2014 15.00.00,5,6
12/11/2014 16.00.00,5,7
12/11/2014 17.00.00,6,9
12/11/2014 18.00.00,10,13
12/11/2014 19.00.00,19,23
12/11/2014 20.00.00,14,19
12/11/2014 21.00.00,15,20
12/11/2014 22.00.00,34,38
12/11/2014 23.00.00,11,21
13/11/2014 00.00.00,7,12
13/11/2014 01.00.00,2,4
13/11/2014 02.00.00,2,4
13/11/2014 03.00.00,2,3
13/11/2014 04.00.00,2,4
13/11/2014 05.00.00,4,5
13/11/2014 06.00.00,9,11
13/11/2014 07.00.00,26,28
13/11/2014 08.00.00,25,34
13/11/2014 09.00.00,37,66
13/11/2014 10.00.00,16,29
13/11/2014 11.00.00,10,15
13/11/2014 12.00.00,7,13
13/11/2014 13.00.00,3,5
13/11/2014 14.00.00,4,5
13/11/2014 15.00.00,4,6
13/11/2014 16.00.00,6,9
13/11/2014 17.00.00,6,8
13/11/2014 18.00.00,14,17
13/11/2014 19.00.00,10,16
13/11/2014 20.00.00,13,16
13/11/2014 21.00.00,15,17
13/11/2014 22.00.00,9,12
13/11/2014 23.00.00,6,9
14/11/2014 00.00.00,4,6
14/11/2014 01.00.00,3,5
14/11/2014 02.00.00,2,4
14/11/2014 03.00.00,3,4
14/11/2014 04.00.00,2,4
14/11/2014 05.00.00,3,4
14/11/2014 06.00.00,3,5
14/11/2014 07.00.00,16,16
14/11/2014 08.00.00,22,27
14/11/2014 09.00.00,16,19
14/11/2014 10.00.00,6,11
14/11/2014 11.00.00,9,11
14/11/2014 12.00.00,11,12
14/11/2014 13.00.00,15,17
14/11/2014 14.00.00,15,18
14/11/2014 15.00.00,10,13
14/11/2014 16.00.00,14,16
14/11/2014 17.00.00,17,20
14/11/2014 18.00.00,9,13
14/11/2014 19.00.00,14,17
14/11/2014 20.00.00,14,18
14/11/2014 21.00.00,20,23
14/11/2014 22.00.00,14,20
14/11/2014 23.00.00,23,31
15/11/2014 00.00.00,27,35
15/11/2014 01.00.00,13,20
15/11/2014 02.00.00,8,12
15/11/2014 03.00.00,6,10
15/11/2014 04.00.00,5,8
15/11/2014 05.00.00,7,11
15/11/2014 06.00.00,23,27
15/11/2014 07.00.00,25,31
15/11/2014 08.00.00,18,27
15/11/2014 09.00.00,15,22
15/11/2014 10.00.00,10,15
15/11/2014 11.00.00,7,10
15/11/2014 12.00.00,7,10
15/11/2014 13.00.00,5,7
15/11/2014 14.00.00,5,6
15/11/2014 15.00.00,3,4
15/11/2014 16.00.00,3,4
15/11/2014 17.00.00,3,4
15/11/2014 18.00.00,5,7
15/11/2014 19.00.00,10,13
15/11/2014 20.00.00,4,7
15/11/2014 21.00.00,3,5
15/11/2014 22.00.00,2,3
15/11/2014 23.00.00,2,3
16/11/2014 00.00.00,3,3
16/11/2014 01.00.00,2,4
16/11/2014 02.00.00,2,4
16/11/2014 03.00.00,3,4
16/11/2014 04.00.00,2,4
16/11/2014 05.00.00,2,4
16/11/2014 06.00.00,3,5
16/11/2014 07.00.00,4,6
16/11/2014 08.00.00,10,13
16/11/2014 09.00.00,10,14
16/11/2014 10.00.00,4,6
16/11/2014 11.00.00,5,5
16/11/2014 12.00.00,3,5
16/11/2014 13.00.00,3,4
16/11/2014 14.00.00,4,5
16/11/2014 15.00.00,3,4
16/11/2014 16.00.00,3,4
16/11/2014 17.00.00,4,6
16/11/2014 18.00.00,18,21
16/11/2014 19.00.00,9,15
16/11/2014 20.00.00,4,7
16/11/2014 21.00.00,3,6
16/11/2014 22.00.00,,
16/11/2014 23.00.00,4,5
17/11/2014 00.00.00,2,3
17/11/2014 01.00.00,2,3
17/11/2014 02.00.00,2,3
17/11/2014 03.00.00,3,4
17/11/2014 04.00.00,3,5
17/11/2014 05.00.00,2,3
17/11/2014 06.00.00,9,10
17/11/2014 07.00.00,13,17
17/11/2014 08.00.00,20,25
17/11/2014 09.00.00,20,31
17/11/2014 10.00.00,16,25
17/11/2014 11.00.00,24,30
17/11/2014 12.00.00,5,10
17/11/2014 13.00.00,6,8
17/11/2014 14.00.00,5,8
17/11/2014 15.00.00,7,9
17/11/2014 16.00.00,5,7
17/11/2014 17.00.00,4,6
17/11/2014 18.00.00,7,8
17/11/2014 19.00.00,4,7
17/11/2014 20.00.00,4,5
17/11/2014 21.00.00,5,6
17/11/2014 22.00.00,3,5
17/11/2014 23.00.00,2,4
18/11/2014 00.00.00,2,4
18/11/2014 01.00.00,2,3
18/11/2014 02.00.00,2,3
18/11/2014 03.00.00,1,2
18/11/2014 04.00.00,1,2
18/11/2014 05.00.00,1,2
18/11/2014 06.00.00,2,3
18/11/2014 07.00.00,5,7
18/11/2014 08.00.00,10,13
18/11/2014 09.00.00,7,10
18/11/2014 10.00.00,5,7
18/11/2014 11.00.00,5,6
18/11/2014 12.00.00,4,5
18/11/2014 13.00.00,5,6
18/11/2014 14.00.00,7,8
18/11/2014 15.00.00,6,7
18/11/2014 16.00.00,5,7
18/11/2014 17.00.00,5,7
18/11/2014 18.00.00,8,10
18/11/2014 19.00.00,20,21
18/11/2014 20.00.00,25,32
18/11/2014 21.00.00,41,51
18/11/2014 22.00.00,7,15
18/11/2014 23.00.00,6,10
19/11/2014 00.00.00,9,12
19/11/2014 01.00.00,6,10
19/11/2014 02.00.00,3,6
19/11/2014 03.00.00,3,5
19/11/2014 04.00.00,2,4
19/11/2014 05.00.00,4,7
19/11/2014 06.00.00,14,16
19/11/2014 07.00.00,16,23
19/11/2014 08.00.00,35,42
19/11/2014 09.00.00,24,39
19/11/2014 10.00.00,18,27
19/11/2014 11.00.00,7,12
19/11/2014 12.00.00,9,10
19/11/2014 13.00.00,15,18
19/11/2014 14.00.00,11,14
19/11/2014 15.00.00,5,7
19/11/2014 16.00.00,12,13
19/11/2014 17.00.00,16,19
19/11/2014 18.00.00,7,12
19/11/2014 19.00.00,10,13
19/11/2014 20.00.00,7,12
19/11/2014 21.00.00,12,14
19/11/2014 22.00.00,10,16
19/11/2014 23.00.00,8,11
20/11/2014 00.00.00,4,7
20/11/2014 01.00.00,4,6
20/11/2014 02.00.00,2,5
20/11/2014 03.00.00,2,3
20/11/2014 04.00.00,4,5
20/11/2014 05.00.00,3,5
20/11/2014 06.00.00,4,5
20/11/2014 07.00.00,13,15
20/11/2014 08.00.00,26,28
20/11/2014 09.00.00,20,25
20/11/2014 10.00.00,16,24
20/11/2014 11.00.00,9,14
20/11/2014 12.00.00,10,14
20/11/2014 13.00.00,8,11
20/11/2014 14.00.00,12,27
20/11/2014 15.00.00,6,10
20/11/2014 16.00.00,5,7
20/11/2014 17.00.00,8,10
20/11/2014 18.00.00,10,12
20/11/2014 19.00.00,9,13
20/11/2014 20.00.00,6,9
20/11/2014 21.00.00,5,8
20/11/2014 22.00.00,9,13
20/11/2014 23.00.00,7,10
21/11/2014 00.00.00,5,8
21/11/2014 01.00.00,2,5
21/11/2014 02.00.00,2,4
21/11/2014 03.00.00,2,4
21/11/2014 04.00.00,2,4
21/11/2014 05.00.00,4,5
21/11/2014 06.00.00,6,8
21/11/2014 07.00.00,17,18
21/11/2014 08.00.00,29,36
21/11/2014 09.00.00,20,32
21/11/2014 10.00.00,15,21
21/11/2014 11.00.00,16,19
21/11/2014 12.00.00,9,12
21/11/2014 13.00.00,11,12
21/11/2014 14.00.00,11,13
21/11/2014 15.00.00,6,9
21/11/2014 16.00.00,5,7
21/11/2014 17.00.00,6,8
21/11/2014 18.00.00,9,12
21/11/2014 19.00.00,12,15
21/11/2014 20.00.00,36,40
21/11/2014 21.00.00,30,37
21/11/2014 22.00.00,28,40
21/11/2014 23.00.00,11,19
22/11/2014 00.00.00,9,14
22/11/2014 01.00.00,16,22
22/11/2014 02.00.00,10,18
22/11/2014 03.00.00,5,9
22/11/2014 04.00.00,7,10
22/11/2014 05.00.00,7,10
22/11/2014 06.00.00,25,30
22/11/2014 07.00.00,19,29
22/11/2014 08.00.00,62,78
22/11/2014 09.00.00,25,40
22/11/2014 10.00.00,19,26
22/11/2014 11.00.00,17,21
22/11/2014 12.00.00,11,14
22/11/2014 13.00.00,11,14
22/11/2014 14.00.00,10,13
22/11/2014 15.00.00,7,9
22/11/2014 16.00.00,4,7
22/11/2014 17.00.00,5,7
22/11/2014 18.00.00,6,8
22/11/2014 19.00.00,13,16
22/11/2014 20.00.00,13,17
22/11/2014 21.00.00,23,29
22/11/2014 22.00.00,19,26
22/11/2014 23.00.00,32,38
23/11/2014 00.00.00,22,33
23/11/2014 01.00.00,11,17
23/11/2014 02.00.00,4,7
23/11/2014 03.00.00,7,9
23/11/2014 04.00.00,4,7
23/11/2014 05.00.00,7,10
23/11/2014 06.00.00,5,9
23/11/2014 07.00.00,7,10
23/11/2014 08.00.00,14,17
23/11/2014 09.00.00,16,21
23/11/2014 10.00.00,15,19
23/11/2014 11.00.00,10,13
23/11/2014 12.00.00,13,14
23/11/2014 13.00.00,10,12
