NetC,SIMAGE Brindisi,,
21/01/2006 19.00,"0,860673","38,136654","71,605751"
21/01/2006 20.00,"0,766263","44,375529","71,605751"
21/01/2006 21.00,"0,673766","36,989341","71,605751"
21/01/2006 22.00,"0,823526","36,330027","71,605751"
21/01/2006 23.00,"0,453229","42,779142","71,605751"
22/01/2006 0.00,"0,507592","38,698649","71,605751"
22/01/2006 1.00,,"26,296175","35,749962"
22/01/2006 2.00,"0,440957",,"35,749962"
22/01/2006 3.00,"0,295927","23,301983","35,749962"
22/01/2006 4.00,"0,242307","18,440161","35,749962"
22/01/2006 5.00,"0,276284","10,889138","35,749962"
22/01/2006 6.00,"0,318453","10,184403","35,749962"
22/01/2006 7.00,"0,270513","10,341446","35,749962"
22/01/2006 8.00,"0,293971","16,987846","35,749962"
22/01/2006 9.00,"0,232533","13,042313","35,749962"
22/01/2006 10.00,"0,278333","16,236373","35,749962"
22/01/2006 11.00,"0,36025","17,12542","35,749962"
22/01/2006 12.00,"0,393668","13,957311","35,749962"
22/01/2006 13.00,"0,376354","12,937187","35,749962"
22/01/2006 14.00,"0,354478","10,712635","35,749962"
22/01/2006 15.00,"0,46637","10,26357","35,749962"
22/01/2006 16.00,"0,420571","12,276565","35,749962"
22/01/2006 17.00,"0,5387","11,383633","35,749962"
22/01/2006 18.00,"0,428204","12,759374","35,749962"
22/01/2006 19.00,"0,36025","13,028031","35,749962"
22/01/2006 20.00,"0,429042","12,434911","35,749962"
22/01/2006 21.00,"0,381753","10,717823","35,749962"
22/01/2006 22.00,"0,286711","10,364799","35,749962"
22/01/2006 23.00,"0,381009","13,518629","35,749962"
23/01/2006 0.00,"0,356341","11,98974","35,749962"
23/01/2006 1.00,"0,456223","9,047467","16,72052"
23/01/2006 2.00,"0,366207","8,603594","16,72052"
23/01/2006 3.00,"0,565323","8,890425","16,72052"
23/01/2006 4.00,"0,330742","7,554912","16,72052"
23/01/2006 5.00,"0,24538","7,370616","16,72052"
23/01/2006 6.00,"0,38315","6,658085","16,72052"
23/01/2006 7.00,"0,337444","8,931956","16,72052"
23/01/2006 8.00,"0,352151","8,28951","16,72052"
23/01/2006 9.00,"0,211868","8,577637","16,72052"
23/01/2006 10.00,"0,227693","7,188915","16,72052"
23/01/2006 11.00,"0,307376","8,27653","16,72052"
23/01/2006 12.00,"0,152478","8,876146","16,72052"
23/01/2006 13.00,"0,196415","8,048105","16,72052"
23/01/2006 14.00,"0,205631","8,046807","16,72052"
23/01/2006 15.00,"0,237374","12,750288","16,72052"
23/01/2006 16.00,"0,247055","12,237629","16,72052"
23/01/2006 17.00,"0,170258","12,464756","16,72052"
23/01/2006 18.00,"0,373934","13,365482","16,72052"
23/01/2006 19.00,"0,426621","12,109137","16,72052"
23/01/2006 20.00,"0,247055","10,56727","16,72052"
23/01/2006 21.00,"0,245194","9,783359","16,72052"
23/01/2006 22.00,"0,163741","10,761948","16,72052"
23/01/2006 23.00,"0,279543","11,008544","16,72052"
24/01/2006 0.00,"0,220059","7,536744","16,72052"
24/01/2006 1.00,,"6,742446","25,90666"
24/01/2006 2.00,"0,220881",,"25,90666"
24/01/2006 3.00,"0,199469","7,072106","25,90666"
24/01/2006 4.00,"0,218377","7,924806","25,90666"
24/01/2006 5.00,"0,413464","7,474446","25,90666"
24/01/2006 6.00,"0,393054","8,966999","25,90666"
24/01/2006 7.00,"0,274474","7,431615","25,90666"
24/01/2006 8.00,"0,271094","8,565957","25,90666"
24/01/2006 9.00,"0,201348","16,01184","25,90666"
24/01/2006 10.00,"0,42486","10,096148","25,90666"
24/01/2006 11.00,"0,608552","7,863808","25,90666"
24/01/2006 12.00,"0,846588","7,641872","25,90666"
24/01/2006 13.00,"1,299747","7,231744","25,90666"
24/01/2006 14.00,"1,357974","7,60553","25,90666"
24/01/2006 15.00,"1,421834","6,673658","25,90666"
24/01/2006 16.00,"1,081245","9,081212","25,90666"
24/01/2006 17.00,"0,908822","10,812564","25,90666"
24/01/2006 18.00,"0,519022","10,880054","25,90666"
24/01/2006 19.00,"0,531043","12,704861","25,90666"
24/01/2006 20.00,"0,582006","15,317479","25,90666"
24/01/2006 21.00,"0,79262","14,721756","25,90666"
24/01/2006 22.00,"0,656009","12,209076","25,90666"
24/01/2006 23.00,"0,700211","13,869059","25,90666"
25/01/2006 0.00,"0,359371","8,647722","25,90666"
25/01/2006 1.00,"0,327315","5,770339","35,436291"
25/01/2006 2.00,"0,481082","4,799533","35,436291"
25/01/2006 3.00,"0,442765","4,982532","35,436291"
25/01/2006 4.00,"0,724878","4,925425","35,436291"
25/01/2006 5.00,"0,565728","5,635362","35,436291"
25/01/2006 6.00,"0,683557","7,649659","35,436291"
25/01/2006 7.00,"0,545694","7,631488","35,436291"
25/01/2006 8.00,"0,685059","9,978041","35,436291"
25/01/2006 9.00,"0,658138","12,250608","35,436291"
25/01/2006 10.00,"0,85022","7,608127","35,436291"
25/01/2006 11.00,"0,820794","6,276509","35,436291"
25/01/2006 12.00,"1,181417","10,774929","35,436291"
25/01/2006 13.00,"1,323789","11,887207","35,436291"
25/01/2006 14.00,"1,681032","11,471893","35,436291"
25/01/2006 15.00,"1,953378","9,265507","35,436291"
25/01/2006 16.00,"2,06983","9,7587","35,436291"
25/01/2006 17.00,"1,573972","8,973488","35,436291"
25/01/2006 18.00,"0,891792","12,50889","35,436291"
25/01/2006 19.00,"0,863993","21,008654","35,436291"
25/01/2006 20.00,"0,791619","18,823029","35,436291"
25/01/2006 21.00,"0,624204","23,674478","35,436291"
25/01/2006 22.00,"0,843333","25,421416","35,436291"
25/01/2006 23.00,"0,822296","19,016418","35,436291"
26/01/2006 0.00,"0,5353","15,190291","35,436291"
26/01/2006 1.00,,"10,089658","63,177441"
26/01/2006 2.00,"0,414002",,"63,177441"
26/01/2006 3.00,"0,384314","5,713232","63,177441"
26/01/2006 4.00,"0,367685","6,748935","63,177441"
26/01/2006 5.00,"0,232806","6,372553","63,177441"
26/01/2006 6.00,"0,332579","6,791766","63,177441"
26/01/2006 7.00,"0,441593","12,006616","63,177441"
26/01/2006 8.00,"0,460068","35,95493","63,177441"
26/01/2006 9.00,"0,552546","56,039514","63,177441"
26/01/2006 10.00,"0,737344","55,446394","63,177441"
26/01/2006 11.00,"0,386162","18,855479","63,177441"
26/01/2006 12.00,"0,768629","9,19153","63,177441"
26/01/2006 13.00,"1,688422","10,04553","63,177441"
26/01/2006 14.00,"2,425767","13,325253","63,177441"
26/01/2006 15.00,"2,423887","12,6231","63,177441"
26/01/2006 16.00,"2,052068","12,235035","63,177441"
26/01/2006 17.00,"1,646583","11,396609","63,177441"
26/01/2006 18.00,"1,167694","17,189016","63,177441"
26/01/2006 19.00,"1,114487","55,541132","63,177441"
26/01/2006 20.00,"1,103338","73,22983","63,177441"
26/01/2006 21.00,"0,798505","54,264012","63,177441"
26/01/2006 22.00,"0,661684","35,217737","63,177441"
26/01/2006 23.00,"0,567327","41,241171","63,177441"
27/01/2006 0.00,"0,759453","56,745559","63,177441"
27/01/2006 1.00,"0,447197","46,940133","49,471981"
27/01/2006 2.00,"0,713293","43,10361","49,471981"
27/01/2006 3.00,"0,504413","39,204813","49,471981"
27/01/2006 4.00,"0,558152","33,834217","49,471981"
27/01/2006 5.00,"0,804047","27,948353","49,471981"
27/01/2006 6.00,"0,75579","22,45967","49,471981"
27/01/2006 7.00,"0,687488","33,738177","49,471981"
27/01/2006 8.00,"0,742855","62,017515","49,471981"
27/01/2006 9.00,"0,791021","47,393087","49,471981"
27/01/2006 10.00,"0,676403","29,478546","49,471981"
27/01/2006 11.00,"0,45083","15,867778","49,471981"
27/01/2006 12.00,"0,687488","16,257143","49,471981"
27/01/2006 13.00,"0,685703","13,880737","49,471981"
27/01/2006 14.00,"0,740976","17,103357","49,471981"
27/01/2006 15.00,"0,854091","15,108528","49,471981"
27/01/2006 16.00,"0,970055","15,142269","49,471981"
27/01/2006 17.00,"0,97967","17,004711","49,471981"
27/01/2006 18.00,"1,061124","19,082605","49,471981"
27/01/2006 19.00,"0,951798","26,864652","49,471981"
27/01/2006 20.00,"0,650504","26,734846","49,471981"
27/01/2006 21.00,"0,436269","25,056702","49,471981"
27/01/2006 22.00,"0,336275","30,03924","49,471981"
27/01/2006 23.00,"0,402791","23,805546","49,471981"
28/01/2006 0.00,"0,456374","17,179931","49,471981"
28/01/2006 1.00,,"12,223358","35,73246"
28/01/2006 2.00,"0,447597",,"35,73246"
28/01/2006 3.00,"0,319445","8,162318","35,73246"
28/01/2006 4.00,"0,310889","6,961787","35,73246"
28/01/2006 5.00,"0,308578","6,809936","35,73246"
28/01/2006 6.00,"0,389579","7,374509","35,73246"
28/01/2006 7.00,"0,529972","9,666552","35,73246"
28/01/2006 8.00,"0,616094","14,668546","35,73246"
28/01/2006 9.00,"0,602792","18,589414","35,73246"
28/01/2006 10.00,"0,511174","17,937886","35,73246"
28/01/2006 11.00,"0,717268","13,870351","35,73246"
28/01/2006 12.00,"0,693099","12,157159","35,73246"
28/01/2006 13.00,"0,820626","13,18119","35,73246"
28/01/2006 14.00,"0,698844","14,349273","35,73246"
28/01/2006 15.00,"0,497871","13,561464","35,73246"
28/01/2006 16.00,"0,454967","13,567953","35,73246"
28/01/2006 17.00,"0,676174","14,146801","35,73246"
28/01/2006 18.00,"0,588053","18,983968","35,73246"
28/01/2006 19.00,"0,511424","19,091689","35,73246"
28/01/2006 20.00,"0,698844","24,227353","35,73246"
28/01/2006 21.00,"0,657376","21,281209","35,73246"
28/01/2006 22.00,"0,559825","22,771155","35,73246"
28/01/2006 23.00,"0,479198","19,320109","35,73246"
29/01/2006 0.00,"0,514858","15,122799","35,73246"
29/01/2006 1.00,"0,554017","11,657477","36,434391"
29/01/2006 2.00,"0,489878","10,64774","36,434391"
29/01/2006 3.00,"0,45072","9,396594","36,434391"
29/01/2006 4.00,"0,413186","8,684061","36,434391"
29/01/2006 5.00,"0,504554","7,504297","36,434391"
29/01/2006 6.00,"0,255556","7,697679","36,434391"
29/01/2006 7.00,"0,321131","8,03383","36,434391"
29/01/2006 8.00,"0,330998","8,837212","36,434391"
29/01/2006 9.00,"0,419306","10,886543","36,434391"
29/01/2006 10.00,"0,257054","11,558841","36,434391"
29/01/2006 11.00,"0,176865","15,095549","36,434391"
29/01/2006 12.00,"0,253619","17,517373","36,434391"
29/01/2006 13.00,"0,338243","15,99238","36,434391"
29/01/2006 14.00,"0,409251","13,090333","36,434391"
29/01/2006 15.00,"0,38883","10,759355","36,434391"
29/01/2006 16.00,"0,398822","12,589349","36,434391"
29/01/2006 17.00,"0,420493","12,551714","36,434391"
29/01/2006 18.00,"0,558263","18,956719","36,434391"
29/01/2006 19.00,"0,429986","23,416206","36,434391"
29/01/2006 20.00,"0,570067","23,831511","36,434391"
29/01/2006 21.00,"0,477762","24,440216","36,434391"
29/01/2006 22.00,"0,589677","28,193662","36,434391"
29/01/2006 23.00,"0,636953","24,993108","36,434391"
30/01/2006 0.00,"0,255805","19,11376","36,434391"
30/01/2006 1.00,,"17,375902","35,26265"
30/01/2006 2.00,"0,508848",,"35,26265"
30/01/2006 3.00,"0,575935","12,249318","35,26265"
30/01/2006 4.00,"0,452223","12,883968","35,26265"
30/01/2006 5.00,"0,403908","10,52574","35,26265"
30/01/2006 6.00,"0,517926","9,181148","35,26265"
30/01/2006 7.00,"0,508232","19,914531","35,26265"
30/01/2006 8.00,"0,57332","35,187891","35,26265"
30/01/2006 9.00,"0,566088","40,723322","35,26265"
30/01/2006 10.00,"0,501923","37,444894","35,26265"
30/01/2006 11.00,"0,502693","32,867298","35,26265"
30/01/2006 12.00,"0,475304","18,432369","35,26265"
30/01/2006 13.00,"0,692107","12,655548","35,26265"
30/01/2006 14.00,"0,579473","14,878797","35,26265"
30/01/2006 15.00,"0,65764","14,800933","35,26265"
30/01/2006 16.00,"0,583782","16,481676","35,26265"
30/01/2006 17.00,"0,810587","22,399958","35,26265"
30/01/2006 18.00,"0,597938","28,632351","35,26265"
30/01/2006 19.00,"0,340976","34,387109","35,26265"
30/01/2006 20.00,"0,270811","38,548099","35,26265"
30/01/2006 21.00,"0,334974","42,166559","35,26265"
30/01/2006 22.00,"0,339282","46,601385","35,26265"
30/01/2006 23.00,"0,321434","28,494765","35,26265"
31/01/2006 0.00,"0,401292","25,046319","35,26265"
31/01/2006 1.00,"0,355747","17,230548","29,97217"
31/01/2006 2.00,"0,390367","12,3804","29,97217"
31/01/2006 3.00,"0,280812","14,36874","29,97217"
31/01/2006 4.00,"0,406678","12,835945","29,97217"
31/01/2006 5.00,"0,324665","9,91185","29,97217"
31/01/2006 6.00,"0,496384","8,467319","29,97217"
31/01/2006 7.00,"0,425296","12,960551","29,97217"
31/01/2006 8.00,"0,565933","19,408367","29,97217"
31/01/2006 9.00,"0,784428","26,91006","29,97217"
31/01/2006 10.00,"0,963841","22,414241","29,97217"
31/01/2006 11.00,"1,048777","19,879483","29,97217"
31/01/2006 12.00,"1,091246","16,651698","29,97217"
31/01/2006 13.00,"1,022927","14,390803","29,97217"
31/01/2006 14.00,"1,266657","13,551078","29,97217"
31/01/2006 15.00,"1,440222","11,392714","29,97217"
31/01/2006 16.00,"1,179874","10,52574","29,97217"
31/01/2006 17.00,"0,915372","10,880054","29,97217"
31/01/2006 18.00,"1,163257","10,981294","29,97217"
31/01/2006 19.00,"1,126329","11,374549","29,97217"
31/01/2006 20.00,"1,187261","11,378443","29,97217"
31/01/2006 21.00,"1,346054","11,40959","29,97217"
31/01/2006 22.00,"0,969381","17,913229","29,97217"
31/01/2006 23.00,"0,652562","16,825607","29,97217"
01/02/2006 0.00,"0,268964","15,448564","29,97217"
01/02/2006 1.00,,"12,42712","30,73761"
01/02/2006 2.00,"0,395521",,"30,73761"
01/02/2006 3.00,"0,34677","11,802843","30,73761"
01/02/2006 4.00,"0,324895","11,013741","30,73761"
01/02/2006 5.00,"0,27571","10,751563","30,73761"
01/02/2006 6.00,"0,334843","10,597124","30,73761"
01/02/2006 7.00,"0,289921","11,987136","30,73761"
01/02/2006 8.00,"0,189018","13,151334","30,73761"
01/02/2006 9.00,"0,234496","16,2818","30,73761"
01/02/2006 10.00,"0,263784","16,711397","30,73761"
01/02/2006 11.00,"0,351033","18,063773","30,73761"
01/02/2006 12.00,"0,490309","20,200069","30,73761"
01/02/2006 13.00,"0,567053","17,893762","30,73761"
01/02/2006 14.00,"0,393112","14,747715","30,73761"
01/02/2006 15.00,"0,516076","13,392741","30,73761"
01/02/2006 16.00,"0,65807","17,918417","30,73761"
01/02/2006 17.00,"0,59424","19,12933","30,73761"
01/02/2006 18.00,"0,633045","20,906114","30,73761"
01/02/2006 19.00,"0,526271","20,106629","30,73761"
01/02/2006 20.00,"0,530102","20,219534","30,73761"
01/02/2006 21.00,"0,55698","20,749062","30,73761"
01/02/2006 22.00,"0,353319","22,778936","30,73761"
01/02/2006 23.00,"0,314082","28,865961","30,73761"
02/02/2006 0.00,"0,436304","33,239795","30,73761"
02/02/2006 1.00,"0,349611","32,990584","77,904762"
02/02/2006 2.00,"0,338242","26,485655","77,904762"
02/02/2006 3.00,"0,133591","27,169634","77,904762"
02/02/2006 4.00,"0,194703","23,723789","77,904762"
02/02/2006 5.00,"0,326873","18,531017","77,904762"
02/02/2006 6.00,"0,248707","16,541375","77,904762"
02/02/2006 7.00,"0,235917","19,095584","77,904762"
02/02/2006 8.00,"0,566064","24,965862","77,904762"
02/02/2006 9.00,"0,589111","24,46618","77,904762"
02/02/2006 10.00,"0,403617","27,352631","77,904762"
02/02/2006 11.00,"0,664373","22,202678","77,904762"
02/02/2006 12.00,"0,629029","18,977479","77,904762"
02/02/2006 13.00,"0,566496","16,642615","77,904762"
02/02/2006 14.00,"0,622911","18,018357","77,904762"
02/02/2006 15.00,"0,574096","17,643269","77,904762"
02/02/2006 16.00,"0,731045","19,946977","77,904762"
02/02/2006 17.00,"0,634714","22,503799","77,904762"
02/02/2006 18.00,"0,861114","27,481137","77,904762"
02/02/2006 19.00,"1,096846","33,851098","77,904762"
02/02/2006 20.00,"1,745216","43,753862","77,904762"
02/02/2006 21.00,"2,753207","56,896108","77,904762"
02/02/2006 22.00,"3,653683","57,304934","77,904762"
02/02/2006 23.00,"3,46275","50,353531","77,904762"
03/02/2006 0.00,"3,709295","62,165468","77,904762"
03/02/2006 1.00,,"42,341776","105,018402"
03/02/2006 2.00,"0,856323",,"105,018402"
03/02/2006 3.00,"0,603883","23,225407","105,018402"
03/02/2006 4.00,"0,580137","20,590729","105,018402"
03/02/2006 5.00,"0,590001","20,440178","105,018402"
03/02/2006 6.00,"0,547623","20,560883","105,018402"
03/02/2006 7.00,"0,367882","23,895105","105,018402"
03/02/2006 8.00,"1,668808","39,725259","105,018402"
03/02/2006 9.00,"1,988104","65,30631","105,018402"
03/02/2006 10.00,"1,369972","45,627967","105,018402"
03/02/2006 11.00,"1,212151","30,854306","105,018402"
03/02/2006 12.00,"0,666354","23,077458","105,018402"
03/02/2006 13.00,"0,497208","19,482343","105,018402"
03/02/2006 14.00,"0,865822","21,77179","105,018402"
03/02/2006 15.00,"0,670008","18,050803","105,018402"
03/02/2006 16.00,"0,748187","21,317537","105,018402"
03/02/2006 17.00,"1,179637","31,790059","105,018402"
03/02/2006 18.00,"1,499662","36,836191","105,018402"
03/02/2006 19.00,"1,293619","48,611795","105,018402"
03/02/2006 20.00,"2,792917","62,827378","105,018402"
03/02/2006 21.00,"3,207561","64,96886","105,018402"
03/02/2006 22.00,"1,691459","46,807745","105,018402"
03/02/2006 23.00,"1,534368","42,950479","105,018402"
04/02/2006 0.00,"0,965191","39,033499","105,018402"
04/02/2006 1.00,"1,014144","43,024433","74,239441"
04/02/2006 2.00,"0,83623","38,501369","74,239441"
04/02/2006 3.00,"0,672564","24,440216","74,239441"
04/02/2006 4.00,"0,60023","26,446726","74,239441"
04/02/2006 5.00,"0,400762","34,483148","74,239441"
04/02/2006 6.00,"0,467982","17,584863","74,239441"
04/02/2006 7.00,"0,354365","22,154668","74,239441"
04/02/2006 8.00,"0,59402","19,22797","74,239441"
04/02/2006 9.00,"1,003915","25,851004","74,239441"
04/02/2006 10.00,"0,963364","22,441487","74,239441"
04/02/2006 11.00,"1,746623","20,314292","74,239441"
04/02/2006 12.00,"0,652837","19,86132","74,239441"
04/02/2006 13.00,"0,620688","19,265598","74,239441"
04/02/2006 14.00,"0,819425","18,690654","74,239441"
04/02/2006 15.00,"0,770107","14,717868","74,239441"
04/02/2006 16.00,"0,687908","13,458931","74,239441"
04/02/2006 17.00,"1,142739","17,331777","74,239441"
04/02/2006 18.00,"2,190129","33,242395","74,239441"
04/02/2006 19.00,"2,440377","49,430742","74,239441"
04/02/2006 20.00,"1,605972","39,842064","74,239441"
04/02/2006 21.00,"0,853766","27,616105","74,239441"
04/02/2006 22.00,"0,440218","28,533711","74,239441"
04/02/2006 23.00,"0,540682","28,688144","74,239441"
05/02/2006 0.00,"0,80189","31,086614","74,239441"
05/02/2006 1.00,,"23,831511","49,359112"
05/02/2006 2.00,"0,849001",,"49,359112"
05/02/2006 3.00,"0,692835","16,296081","49,359112"
05/02/2006 4.00,"0,658931","14,198718","49,359112"
05/02/2006 5.00,"0,686381","12,31291","49,359112"
05/02/2006 6.00,"0,615935","12,233733","49,359112"
05/02/2006 7.00,"0,601209","14,30774","49,359112"
05/02/2006 8.00,"0,805187","15,595231","49,359112"
05/02/2006 9.00,"2,194768","21,752327","49,359112"
05/02/2006 10.00,"1,155242","19,307127","49,359112"
05/02/2006 11.00,"0,812913","17,622499","49,359112"
05/02/2006 12.00,"0,540307","13,077355","49,359112"
05/02/2006 13.00,"0,677019","14,180541","49,359112"
05/02/2006 14.00,"0,585756","13,641932","49,359112"
05/02/2006 15.00,"0,799188","13,8418","49,359112"
05/02/2006 16.00,"0,610299","13,012458","49,359112"
05/02/2006 17.00,"0,808278","11,836594","49,359112"
05/02/2006 18.00,"0,579666","11,593882","49,359112"
05/02/2006 19.00,"0,587119","11,278505","49,359112"
05/02/2006 20.00,"0,710925","11,73276","49,359112"
05/02/2006 21.00,"0,675383","11,423861","49,359112"
05/02/2006 22.00,"0,687745","12,113032","49,359112"
05/02/2006 23.00,"0,935992","11,798948","49,359112"
06/02/2006 0.00,"1,004348","10,563373","49,359112"
06/02/2006 1.00,"0,867453","8,22202","31,3496"
06/02/2006 2.00,"0,717651","7,15517","31,3496"
06/02/2006 3.00,"0,547851","6,338807","31,3496"
06/02/2006 4.00,"0,573303","6,506234","31,3496"
06/02/2006 5.00,"0,40123","6,072743","31,3496"
06/02/2006 6.00,"0,423592","6,96568","31,3496"
06/02/2006 7.00,"0,556759","8,915084","31,3496"
06/02/2006 8.00,"0,673656","11,56404","31,3496"
06/02/2006 9.00,"0,724378","10,780127","31,3496"
06/02/2006 10.00,"0,888179","10,529634","31,3496"
06/02/2006 11.00,"0,784644","9,770381","31,3496"
06/02/2006 12.00,"0,797189","10,229819","31,3496"
06/02/2006 13.00,"1,07434","10,734698","31,3496"
06/02/2006 14.00,"1,115518","12,066314","31,3496"
06/02/2006 15.00,"1,357038","9,992318","31,3496"
06/02/2006 16.00,"1,289682","9,358957","31,3496"
06/02/2006 17.00,"1,316224","8,746362","31,3496"
06/02/2006 18.00,"0,833184","8,816446","31,3496"
06/02/2006 19.00,"1,171876","11,087713","31,3496"
06/02/2006 20.00,"1,048889","10,867076","31,3496"
06/02/2006 21.00,"1,685276","11,636717","31,3496"
06/02/2006 22.00,"1,606102","10,898232","31,3496"
06/02/2006 23.00,"1,236505","9,783359","31,3496"
07/02/2006 0.00,"1,212871","9,079914","31,3496"
07/02/2006 1.00,,"7,77036","34,99321"
07/02/2006 2.00,"1,257433",,"34,99321"
07/02/2006 3.00,"1,340962","7,43551","34,99321"
07/02/2006 4.00,"1,039625","6,582807","34,99321"
07/02/2006 5.00,"0,94529","6,264828","34,99321"
07/02/2006 6.00,"1,128133","7,815788","34,99321"
07/02/2006 7.00,"0,974671","7,732722","34,99321"
