NetC,Provincia di TARANTO,,,
Stat,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO,NO2
PtId,1,2,3,4
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver
,,,,,,,
,,,,,,,,,
02/06/2007 4.00,"0,613787","1,976589","0,003383","5,057808"
02/06/2007 5.00,"0,686329","4,963521","0,323974","6,416679"
02/06/2007 6.00,"0,825035","4,678188","0,019456","6,767105"
02/06/2007 7.00,"0,734823","4,032293",0,"6,44004"
02/06/2007 8.00,"0,759146","5,499172",0,"8,219424"
02/06/2007 9.00,"0,60277","14,510552","0,274914","15,233123"
02/06/2007 10.00,"0,696552","23,672376","2,242445","20,24808"
02/06/2007 11.00,"0,548111","11,697415","0,602271","12,35963"
02/06/2007 12.00,"0,488448","0,536947",0,"3,291405"
02/06/2007 13.00,"0,48274","0,040206",0,"2,385489"
02/06/2007 14.00,"0,510665",0,0,"1,601575"
02/06/2007 15.00,"0,58513","0,028533",0,"1,903979"
02/06/2007 16.00,"0,859338",0,0,"1,827403"
02/06/2007 17.00,"0,502272",0,0,"1,07853"
02/06/2007 18.00,"0,744222","1,306053",0,"3,078553"
02/06/2007 19.00,"0,492018","10,261664","0,046523","13,005969"
02/06/2007 20.00,"0,603685","10,282414",0,"13,573141"
02/06/2007 21.00,"0,649829","9,545732",0,"12,728226"
02/06/2007 22.00,"0,616961","8,355111",0,"11,757415"
02/06/2007 23.00,"0,575913","19,761991","0,436477","20,846402"
03/06/2007 0.00,"0,608751","8,825912","0,058366","10,846315"
03/06/2007 1.00,,"8,244869",0,"10,767146"
03/06/2007 2.00,"0,398141","12,757041","0,240232","14,558222"
03/06/2007 3.00,"0,339534","5,139911",0,"8,005276"
03/06/2007 4.00,"0,523555","3,251515",0,"6,038998"
03/06/2007 5.00,"0,417718","4,530333","0,078667","6,141531"
03/06/2007 6.00,"0,394715","4,174961","0,009304","6,27002"
03/06/2007 7.00,"0,392635","3,644499","0,082051","5,393956"
03/06/2007 8.00,"0,510341","1,832625","0,143802","3,561362"
03/06/2007 9.00,"0,344183","0,792451",0,"2,526956"
03/06/2007 10.00,"0,287655","1,073896",0,"3,100618"
03/06/2007 11.00,"0,348833","0,841737",0,"2,538637"
03/06/2007 12.00,"0,259758","0,491554",0,"2,491915"
03/06/2007 13.00,"0,263919","0,079115",0,"2,295935"
03/06/2007 14.00,"0,243852",0,0,"1,657383"
03/06/2007 15.00,"0,244464","0,031127",0,"1,76251"
03/06/2007 16.00,"0,280559","0,0428",0,"1,871532"
03/06/2007 17.00,"0,337698","0,272364",0,"2,987701"
03/06/2007 18.00,"0,414537","0,96495","0,008458","4,28687"
03/06/2007 19.00,"0,397285","1,586199",0,"4,700893"
03/06/2007 20.00,"0,389577","0,976623",0,"4,782657"
03/06/2007 21.00,"0,437295","1,193216",0,"5,579552"
03/06/2007 22.00,"0,336965","0,263286",0,"1,726171"
03/06/2007 23.00,"0,541541","0,823579",0,"3,255063"
04/06/2007 0.00,"0,38664","0,756137",0,"4,440019"
04/06/2007 1.00,"0,426528","3,190558",0,"5,932575"
04/06/2007 2.00,"0,338432","3,566681",0,"9,329105"
04/06/2007 3.00,"0,284841","8,263025",0,"17,078693"
04/06/2007 4.00,"0,550105","3,783274",0,"9,020211"
04/06/2007 5.00,"0,383337","4,683375","0,055828","7,58217"
04/06/2007 6.00,"0,399855","7,784442",0,"10,76325"
04/06/2007 7.00,"0,397407","4,053046",0,"6,690531"
04/06/2007 8.00,"0,374282","4,456405",0,"6,667169"
04/06/2007 9.00,"0,252295","4,071204","0,00423","5,347233"
04/06/2007 10.00,"0,226478","1,348853",0,"3,750851"
04/06/2007 11.00,"0,31127","1,105023",0,"4,735936"
04/06/2007 12.00,"0,388231","3,739178","0,054983","6,534785"
04/06/2007 13.00,"0,425426","2,163353",0,"4,658062"
04/06/2007 14.00,"0,318367","3,372133","0,166639","3,560064"
04/06/2007 15.00,"0,30968","4,61723","0,112503","4,669744"
04/06/2007 16.00,"0,288267","6,960863","0,582817","6,12466"
04/06/2007 17.00,"0,381501","3,841638","0,013534","4,742425"
04/06/2007 18.00,"0,371712","2,566713",0,"4,724254"
04/06/2007 19.00,"0,511564","1,623812",0,"4,122041"
04/06/2007 20.00,"0,555734","4,097143",0,"4,668446"
04/06/2007 21.00,"0,549127","7,62232",0,"9,560126"
04/06/2007 22.00,"0,563564","10,144936",0,"14,046863"
04/06/2007 23.00,"0,617033","0,911773",0,"4,323212"
05/06/2007 0.00,"0,78368","11,032065",0,"16,185756"
05/06/2007 1.00,,"16,487141","0,20555","19,250015"
05/06/2007 2.00,"0,315225","10,355046",0,"13,567953"
05/06/2007 3.00,"0,236609","5,89475",0,"8,905998"
05/06/2007 4.00,"0,293895","0,468209",0,"3,187573"
05/06/2007 5.00,"0,161498","2,608217","0,029606","4,590574"
05/06/2007 6.00,"0,952074","2,496676",0,"4,656766"
05/06/2007 7.00,"0,292524","17,108393","0,021993","19,326592"
05/06/2007 8.00,"0,332288","12,541745","0,403488","13,914488"
05/06/2007 9.00,"0,188464",,,
05/06/2007 10.00,"0,265557","11,445802","3,19576","6,550361"
05/06/2007 11.00,"0,203243","9,726013","3,265969","4,721657"
05/06/2007 12.00,"0,151137","10,373202","3,68722","4,722955"
05/06/2007 13.00,"0,12935","12,709054","3,168692","7,85602"
05/06/2007 14.00,"0,087757","12,019063","2,955528","7,492615"
05/06/2007 15.00,"0,12356","18,394991","2,634937","14,364846"
05/06/2007 16.00,"0,251692","20,39362","3,63816","14,82559"
05/06/2007 17.00,"0,223355","9,314872","3,135702","4,510106"
05/06/2007 18.00,"0,104364","13,947665","3,34802","8,820339"
05/06/2007 19.00,"0,136969","13,086473","3,394543","7,88717"
05/06/2007 20.00,"0,178866","11,445802","2,978367","6,883915"
05/06/2007 21.00,"0,227925","9,889432","3,084104","5,164233"
05/06/2007 22.00,"0,204309","12,474303","2,839642","8,125979"
05/06/2007 23.00,"0,13712","24,58285","2,909004","20,136475"
06/06/2007 0.00,"0,125542","14,085143","2,903083","9,640594"
06/06/2007 1.00,"0,186637","13,806296","2,949606","9,290168"
06/06/2007 2.00,"0,159669","12,747963","3,069722","8,046807"
06/06/2007 3.00,"0,192273","13,405531","3,117938","8,63085"
06/06/2007 4.00,"0,118228","11,342043","3,352249","6,206424"
06/06/2007 5.00,"0,184808","10,166985","3,531577","4,755404"
06/06/2007 6.00,"0,096746","11,20197","3,359016","6,055871"
06/06/2007 7.00,"0,096899","17,935862","4,258194","11,414777"
06/06/2007 8.00,"0,129655","14,786807","4,537337","7,835256"
06/06/2007 9.00,"0,11899","12,694789","4,377464","5,987084"
06/06/2007 10.00,"0,115029","10,034694","3,063802","5,340744"
06/06/2007 11.00,"0,050583","8,702699","2,497904","4,876104"
06/06/2007 12.00,"0,057438","7,788333","1,395713","5,652233"
06/06/2007 13.00,"0,082577","8,975063","1,544589","6,611361"
06/06/2007 14.00,"0,108173","8,052915","1,256987","6,129851"
06/06/2007 15.00,"0,140168","6,015368","1,262062","4,083105"
06/06/2007 16.00,"0,203853","5,551052","1,177475","3,748254"
06/06/2007 17.00,"0,136054","14,227811","1,490453","11,950803"
06/06/2007 18.00,"0,265557","12,166918","1,25445","10,250589"
06/06/2007 19.00,"0,191816","14,63117","2,076652","11,455017"
06/06/2007 20.00,"0,129808","19,249691","2,13671","15,984589"
06/06/2007 21.00,"0,172314","14,143509","2,516513","10,292121"
06/06/2007 22.00,"0,233105","29,847276","4,472203","23,022946"
06/06/2007 23.00,"0,336402","54,277089","11,882171","36,083416"
07/06/2007 0.00,"0,25154","23,035564","3,115401","18,271443"
07/06/2007 1.00,,"20,033056","3,409769","14,815204"
07/06/2007 2.00,"0,313589",,,
07/06/2007 3.00,"0,215735","11,096915","3,024891","6,463403"
07/06/2007 4.00,"0,22991","10,515869","2,902238","6,070148"
07/06/2007 5.00,"0,320264","14,048829","3,738819","8,321957"
07/06/2007 6.00,"0,269418","17,444308","4,521264","10,519248"
07/06/2007 7.00,"0,311669","19,878719","5,058403","12,131212"
07/06/2007 8.00,"0,207138","15,597417","3,85809","9,688616"
07/06/2007 9.00,"0,175953","17,388539","4,252272","10,876169"
07/06/2007 10.00,"0,252956","11,498978","3,145853","6,680149"
07/06/2007 11.00,"0,157023","10,869943","2,597718","6,8917"
07/06/2007 12.00,"0,172661","8,213739","1,350035","6,148021"
07/06/2007 13.00,"0,198725","6,412242","1,41263","4,249233"
07/06/2007 14.00,"0,218296","5,259231","1,093731","3,584723"
07/06/2007 15.00,"0,262284","6,396678","1,830499","3,59251"
07/06/2007 16.00,"0,312308","6,4732","1,241763","4,572404"
07/06/2007 17.00,"0,325569","8,605426","1,186779","6,790468"
07/06/2007 18.00,"0,457626","7,00885","1,461692","4,770979"
07/06/2007 19.00,"0,368277","9,641709","2,190847","6,286893"
07/06/2007 20.00,"0,269143","10,34856","1,011681","9,183743"
07/06/2007 21.00,"0,374679","9,006191","0,636953","8,22851"
07/06/2007 22.00,"0,365808","8,052915","1,635946","5,548404"
07/06/2007 23.00,"0,317795","15,328943","2,533431","11,452422"
08/06/2007 0.00,"0,293653","19,030509","3,32941","13,935248"
08/06/2007 1.00,"0,332702","12,334227","2,969909","7,785936"
08/06/2007 2.00,"0,27399","14,546866","3,407232","9,329105"
08/06/2007 3.00,"0,276002","10,504197","3,001206","5,906615"
08/06/2007 4.00,"0,386751","10,338186","3,046038","5,671701"
08/06/2007 5.00,"0,265942","11,253848","3,122169","6,471191"
08/06/2007 6.00,"0,206864","13,107226","3,023199","8,477701"
08/06/2007 7.00,"0,229362","18,769816","4,098322","12,49461"
08/06/2007 8.00,"0,359863","22,17048","5,370535","13,945633"
08/06/2007 9.00,"0,417935","21,327442","5,438207","12,998187"
08/06/2007 10.00,"0,434214","24,012176","7,074151","13,174699"
08/06/2007 11.00,"0,403304","31,161086","9,205785","17,107244"
08/06/2007 12.00,"0,399828","24,769614","6,997175","14,050758"
08/06/2007 13.00,"0,439336","38,536991","20,523737","7,100657"
08/06/2007 14.00,"0,287251","96,686839","56,788604","9,621126"
08/06/2007 15.00,"0,720001","125,39796","75,212008","10,084465"
08/06/2007 16.00,"2,985451","148,462072","89,328171","11,505634"
08/06/2007 17.00,"0,476099","171,172104","102,539985","13,959904"
08/06/2007 18.00,"0,252865","160,176339","93,483176","16,852864"
08/06/2007 19.00,"0,527861","110,441249","64,022625","12,285651"
08/06/2007 20.00,"0,520544","82,721035","46,209939","11,876824"
08/06/2007 21.00,"0,325844","69,397223","36,697102","13,139658"
08/06/2007 22.00,"0,633853","58,656946","31,033876","11,081232"
08/06/2007 23.00,"0,649949","48,038616","26,489783","7,427722"
09/06/2007 0.00,"0,639798","44,613326","24,33362","7,308318"
09/06/2007 1.00,,,,
09/06/2007 2.00,"0,743828",,,
09/06/2007 3.00,"0,906186",,,
09/06/2007 4.00,"0,981134",,,
09/06/2007 5.00,"0,735219",,,
09/06/2007 6.00,"0,839365",,,
09/06/2007 7.00,"0,875965",,,
09/06/2007 8.00,"0,660029",,,
09/06/2007 9.00,"1,452258",,,
09/06/2007 10.00,"2,24557",,,
09/06/2007 11.00,"0,998291",,,
09/06/2007 12.00,"0,614398",,,
09/06/2007 13.00,"0,406227",,,
09/06/2007 14.00,"0,139904",,,
09/06/2007 15.00,"0,141951",,,
09/06/2007 16.00,"0,884995",,,
09/06/2007 17.00,"0,034374",,,
09/06/2007 18.00,"0,029377",,,
09/06/2007 19.00,"0,037083",,,
09/06/2007 20.00,"0,052735",,,
09/06/2007 21.00,"0,211662",,,
09/06/2007 22.00,"0,897517",,,
09/06/2007 23.00,"0,995041",,,
10/06/2007 0.00,"0,822207",,,
10/06/2007 1.00,"0,754242",,,
10/06/2007 2.00,"0,757914",,,
10/06/2007 3.00,"0,933456",,,
10/06/2007 4.00,"0,909136",,,
10/06/2007 5.00,"0,747198",,,
10/06/2007 6.00,"0,658284",,,
10/06/2007 7.00,"0,611569",,,
10/06/2007 8.00,"0,475999",,,
10/06/2007 9.00,"0,626257",,,
10/06/2007 10.00,"0,909497",,,
10/06/2007 11.00,"0,754363",,,
10/06/2007 12.00,"0,278062",,,
10/06/2007 13.00,"0,057972",,,
10/06/2007 14.00,"0,061584",,,
10/06/2007 15.00,"0,061704",,,
10/06/2007 16.00,"0,000843",,,
10/06/2007 17.00,0,,,
10/06/2007 18.00,0,,,
10/06/2007 19.00,"0,000843",,,
10/06/2007 20.00,"0,010655",,,
10/06/2007 21.00,"0,088132",,,
10/06/2007 22.00,"0,46119",,,
10/06/2007 23.00,"0,730703",,,
11/06/2007 0.00,"1,288394",,,
11/06/2007 1.00,,,,
11/06/2007 2.00,"1,148189",,,
11/06/2007 3.00,"0,9768",,,
11/06/2007 4.00,"0,818354",,,
11/06/2007 5.00,"0,896855",,,
11/06/2007 6.00,"1,195686",,,
11/06/2007 7.00,"1,218261",,,
11/06/2007 8.00,"1,179853",,,
11/06/2007 9.00,"1,252334",,,
11/06/2007 10.00,"0,921055",,,
11/06/2007 11.00,"0,543001",,,
11/06/2007 12.00,"0,134847",,,
11/06/2007 13.00,"0,035939",,,
11/06/2007 14.00,"0,012882",,,
11/06/2007 15.00,"0,014086",,,
11/06/2007 16.00,"0,005178",,,
11/06/2007 17.00,"0,05141",,,
11/06/2007 18.00,"0,237608",,,
11/06/2007 19.00,"0,480694",,,
11/06/2007 20.00,"0,833404",,,
11/06/2007 21.00,"1,332941",,,
11/06/2007 22.00,"1,409515",,,
11/06/2007 23.00,"1,229879",,,
12/06/2007 0.00,"1,158663",,,
12/06/2007 1.00,"0,847492",,,
12/06/2007 2.00,"0,942426",,,
12/06/2007 3.00,"0,926714",,,
12/06/2007 4.00,"0,878434",,,
12/06/2007 5.00,"0,812214",,,
12/06/2007 6.00,"1,03393",,,
12/06/2007 7.00,"0,835752",,,
12/06/2007 8.00,"0,821666",,,
12/06/2007 9.00,"0,761888",,,
12/06/2007 10.00,"0,822629",,,
12/06/2007 11.00,"0,773024",,,
12/06/2007 12.00,"0,182104",,,
12/06/2007 13.00,"0,095838",,,
12/06/2007 14.00,"0,019986",,,
12/06/2007 15.00,"0,038167",,,
12/06/2007 16.00,"0,044849",,,
12/06/2007 17.00,"0,106794",,,
12/06/2007 18.00,"0,10541",,,
12/06/2007 19.00,"0,13268",,,
12/06/2007 20.00,"0,243868",,,
12/06/2007 21.00,"0,45812",,,
12/06/2007 22.00,"0,643053",,,
12/06/2007 23.00,"1,363643",,,
13/06/2007 0.00,"1,322045",,,
13/06/2007 1.00,,,,
13/06/2007 2.00,"0,338514",,,
13/06/2007 3.00,"0,393412",,,
13/06/2007 4.00,"0,373869",,,
13/06/2007 5.00,"0,344761",,,
13/06/2007 6.00,"0,341057",,,
13/06/2007 7.00,"0,361954",,,
13/06/2007 8.00,"0,259566",,,
13/06/2007 9.00,"0,25365",,,
13/06/2007 10.00,"0,366461",,,
13/06/2007 11.00,"0,637968",,,
13/06/2007 12.00,"0,484219",,,
13/06/2007 13.00,"0,164115",,,
13/06/2007 14.00,"0,048375",,,
13/06/2007 15.00,"0,027864",,,
13/06/2007 16.00,"0,003234",,,
13/06/2007 17.00,"0,006911",,,
13/06/2007 18.00,"0,003234",,,
13/06/2007 19.00,"0,006109",,,
13/06/2007 20.00,"0,012439",,,
13/06/2007 21.00,"0,062141",,,
13/06/2007 22.00,"0,180259",,,
13/06/2007 23.00,"0,55902",,,
14/06/2007 0.00,"0,360656",,,
14/06/2007 1.00,"0,441455",,,
14/06/2007 2.00,"0,494861",,,
14/06/2007 3.00,"0,481925",,,
14/06/2007 4.00,"0,397393",,,
14/06/2007 5.00,"0,542048",,,
14/06/2007 6.00,"0,457433",,,
14/06/2007 7.00,"0,707158",,,
14/06/2007 8.00,"0,679156",,,
14/06/2007 9.00,"0,28602",,,
14/06/2007 10.00,"0,305895",,,
14/06/2007 11.00,"0,218959",,,
14/06/2007 12.00,"0,039004",,,
14/06/2007 13.00,"0,005031",,,
14/06/2007 14.00,"0,000719",,,
14/06/2007 15.00,"0,001078",,,
14/06/2007 16.00,0,,,
14/06/2007 17.00,0,,,
14/06/2007 18.00,"0,000359",,,
14/06/2007 19.00,"0,000359",,,
14/06/2007 20.00,"0,002737",,,
14/06/2007 21.00,"0,008708",,,
14/06/2007 22.00,"0,097552",,,
14/06/2007 23.00,"0,348796",,,
15/06/2007 0.00,"0,388492",,,
15/06/2007 1.00,,,,
15/06/2007 2.00,"0,172253",,,
15/06/2007 3.00,"0,172638",,,
15/06/2007 4.00,"0,138981",,,
15/06/2007 5.00,"0,16992",,,
15/06/2007 6.00,"0,209471",,,
15/06/2007 7.00,"0,205422",,,
15/06/2007 8.00,"0,189914",,,
15/06/2007 9.00,"0,106172",,,
15/06/2007 10.00,"0,120372",,,
15/06/2007 11.00,"0,016124",,,
15/06/2007 12.00,"0,001897",,,
15/06/2007 13.00,0,,,
15/06/2007 14.00,0,,,
15/06/2007 15.00,0,,,
15/06/2007 16.00,0,,,
15/06/2007 17.00,0,,,
15/06/2007 18.00,0,,,
15/06/2007 19.00,0,,,
15/06/2007 20.00,0,,,
15/06/2007 21.00,"0,000949",,,
15/06/2007 22.00,"0,011022",,,
15/06/2007 23.00,"0,040295",,,
16/06/2007 0.00,"0,132573",,,
16/06/2007 1.00,"0,305518",,,
16/06/2007 2.00,"0,404435",,,
16/06/2007 3.00,"0,262609",,,
16/06/2007 4.00,"0,220237",,,
16/06/2007 5.00,"0,184813",,,
16/06/2007 6.00,"0,130933",,,
16/06/2007 7.00,"0,118963",,,
16/06/2007 8.00,"0,25802",,,
16/06/2007 9.00,"0,280629",,,
16/06/2007 10.00,"0,105351",,,
16/06/2007 11.00,"0,008177",,,
16/06/2007 12.00,"0,001897",,,
16/06/2007 13.00,0,,,
16/06/2007 14.00,0,,,
16/06/2007 15.00,0,,,
16/06/2007 16.00,0,,,
16/06/2007 17.00,0,,,
16/06/2007 18.00,0,,,
16/06/2007 19.00,0,,,
16/06/2007 20.00,0,,,
16/06/2007 21.00,0,,,
16/06/2007 22.00,"0,00569",,,
16/06/2007 23.00,"0,013278",,,
17/06/2007 0.00,"0,09397",,,
17/06/2007 1.00,,,,
17/06/2007 2.00,,,,
17/06/2007 3.00,,,,
17/06/2007 4.00,,,,
17/06/2007 5.00,,,,
17/06/2007 6.00,,,,
17/06/2007 7.00,,,,
17/06/2007 8.00,,,,
17/06/2007 9.00,,,,
17/06/2007 10.00,,,,
17/06/2007 11.00,,,,
17/06/2007 12.00,,,,
17/06/2007 13.00,,,,
17/06/2007 14.00,,,,
17/06/2007 15.00,,,,
17/06/2007 16.00,,,,
17/06/2007 17.00,,,,
17/06/2007 18.00,,,,
17/06/2007 19.00,,,,
17/06/2007 20.00,,,,
17/06/2007 21.00,,,,
17/06/2007 22.00,,,,
17/06/2007 23.00,,,,
18/06/2007 0.00,,,,
18/06/2007 1.00,,,,
18/06/2007 2.00,,,,
18/06/2007 3.00,,,,
18/06/2007 4.00,,,,
18/06/2007 5.00,,,,
18/06/2007 6.00,,,,
18/06/2007 7.00,,,,
18/06/2007 8.00,,,,
18/06/2007 9.00,,,,
18/06/2007 10.00,,,,
18/06/2007 11.00,,,,
18/06/2007 12.00,,,,
18/06/2007 13.00,,,,
18/06/2007 14.00,,,,
18/06/2007 15.00,,,,
18/06/2007 16.00,0,,,
18/06/2007 17.00,"0,002846",,,
18/06/2007 18.00,"0,018968",,,
18/06/2007 19.00,"0,054624",,,
18/06/2007 20.00,"0,022992",,,
18/06/2007 21.00,"0,017661",,,
18/06/2007 22.00,"0,054982",,,
18/06/2007 23.00,"0,102967",,,
19/06/2007 0.00,"0,211599",,,
19/06/2007 1.00,,,,
19/06/2007 2.00,,,,
19/06/2007 3.00,,,,
19/06/2007 4.00,,,,
19/06/2007 5.00,,,,
19/06/2007 6.00,,,,
19/06/2007 7.00,,,,
19/06/2007 8.00,,,,
19/06/2007 9.00,,,,
19/06/2007 10.00,,,,
19/06/2007 11.00,,,,
19/06/2007 12.00,,,,
19/06/2007 13.00,,,,
19/06/2007 14.00,,,,
19/06/2007 15.00,,,,
19/06/2007 16.00,,,,
19/06/2007 17.00,,,,
19/06/2007 18.00,,,,
19/06/2007 19.00,,,,
19/06/2007 20.00,,,,
19/06/2007 21.00,,,,
19/06/2007 22.00,,,,
19/06/2007 23.00,,,,
20/06/2007 0.00,,,,
20/06/2007 1.00,,,,
20/06/2007 2.00,,,,
20/06/2007 3.00,,,,
20/06/2007 4.00,,,,
20/06/2007 5.00,,,,
20/06/2007 6.00,,,,
20/06/2007 7.00,,,,
20/06/2007 8.00,,,,
20/06/2007 9.00,,,,
20/06/2007 10.00,,,,
20/06/2007 11.00,,,,
20/06/2007 12.00,,,,
20/06/2007 13.00,,,,
20/06/2007 14.00,,,,
20/06/2007 15.00,,,,
20/06/2007 16.00,,,,
20/06/2007 17.00,,,,
20/06/2007 18.00,,,,
20/06/2007 19.00,,,,
20/06/2007 20.00,,,,
20/06/2007 21.00,,,,
20/06/2007 22.00,,,,
20/06/2007 23.00,,,,
21/06/2007 0.00,,,,
21/06/2007 1.00,,,,
21/06/2007 2.00,,,,
21/06/2007 3.00,,,,
21/06/2007 4.00,,,,
21/06/2007 5.00,,,,
21/06/2007 6.00,,,,
21/06/2007 7.00,,,,
21/06/2007 8.00,,,,
21/06/2007 9.00,,,,
21/06/2007 10.00,,,,
21/06/2007 11.00,,,,
21/06/2007 12.00,,,,
21/06/2007 13.00,,,,
21/06/2007 14.00,,,,
21/06/2007 15.00,,,,
21/06/2007 16.00,,,,
21/06/2007 17.00,,,,
21/06/2007 18.00,,,,
21/06/2007 19.00,,,,
21/06/2007 20.00,,,,
21/06/2007 21.00,,,,
21/06/2007 22.00,,,,
21/06/2007 23.00,,,,
22/06/2007 0.00,,,,
22/06/2007 1.00,,,,
22/06/2007 2.00,,,,
22/06/2007 3.00,,,,
22/06/2007 4.00,,,,
22/06/2007 5.00,,,,
22/06/2007 6.00,,,,
22/06/2007 7.00,,,,
22/06/2007 8.00,,,,
22/06/2007 9.00,,,,
22/06/2007 10.00,,,,
22/06/2007 11.00,,,,
22/06/2007 12.00,,,,
22/06/2007 13.00,,,,
22/06/2007 14.00,,,,
22/06/2007 15.00,,,,
22/06/2007 16.00,,,,
22/06/2007 17.00,,,,
22/06/2007 18.00,,,,
22/06/2007 19.00,,,,
22/06/2007 20.00,,,,
22/06/2007 21.00,,,,
22/06/2007 22.00,,,,
22/06/2007 23.00,,,,
23/06/2007 0.00,,,,
23/06/2007 1.00,,,,
23/06/2007 2.00,,,,
23/06/2007 3.00,,,,
23/06/2007 4.00,,,,
23/06/2007 5.00,,,,
23/06/2007 6.00,,,,
23/06/2007 7.00,,,,
23/06/2007 8.00,,,,
23/06/2007 9.00,,,,
23/06/2007 10.00,,,,
23/06/2007 11.00,,,,
23/06/2007 12.00,,,,
23/06/2007 13.00,,,,
23/06/2007 14.00,,,,
23/06/2007 15.00,,,,
23/06/2007 16.00,,,,
23/06/2007 17.00,,,,
23/06/2007 18.00,,,,
23/06/2007 19.00,,,,
23/06/2007 20.00,,,,
23/06/2007 21.00,,,,
23/06/2007 22.00,,,,
23/06/2007 23.00,,,,
24/06/2007 0.00,,,,
24/06/2007 1.00,,,,
24/06/2007 2.00,,,,
24/06/2007 3.00,,,,
24/06/2007 4.00,,,,
24/06/2007 5.00,,,,
24/06/2007 6.00,,,,
24/06/2007 7.00,,,,
24/06/2007 8.00,,,,
24/06/2007 9.00,,,,
24/06/2007 10.00,,,,
24/06/2007 11.00,,,,
24/06/2007 12.00,,,,
24/06/2007 13.00,,,,
24/06/2007 14.00,,,,
24/06/2007 15.00,,,,
24/06/2007 16.00,,,,
24/06/2007 17.00,,,,
24/06/2007 18.00,,,,
24/06/2007 19.00,,,,
24/06/2007 20.00,,,,
24/06/2007 21.00,,,,
24/06/2007 22.00,,,,
24/06/2007 23.00,,,,
25/06/2007 0.00,,,,
25/06/2007 1.00,,,,
25/06/2007 2.00,,,,
25/06/2007 3.00,,,,
25/06/2007 4.00,,,,
25/06/2007 5.00,,,,
25/06/2007 6.00,,,,
25/06/2007 7.00,,,,
25/06/2007 8.00,,,,
25/06/2007 9.00,,,,
25/06/2007 10.00,,,,
25/06/2007 11.00,,,,
25/06/2007 12.00,,,,
25/06/2007 13.00,,,,
25/06/2007 14.00,,,,
25/06/2007 15.00,,,,
25/06/2007 16.00,,,,
25/06/2007 17.00,,,,
25/06/2007 18.00,,,,
25/06/2007 19.00,,,,
25/06/2007 20.00,,,,
25/06/2007 21.00,,,,
25/06/2007 22.00,,,,
25/06/2007 23.00,,,,
26/06/2007 0.00,,,,
26/06/2007 1.00,,,,
26/06/2007 2.00,,,,
26/06/2007 3.00,,,,
26/06/2007 4.00,,,,
26/06/2007 5.00,,,,
26/06/2007 6.00,,,,
26/06/2007 7.00,,,,
26/06/2007 8.00,,,,
26/06/2007 9.00,,,,
26/06/2007 10.00,,,,
26/06/2007 11.00,,,,
26/06/2007 12.00,,,,
26/06/2007 13.00,,,,
26/06/2007 14.00,,,,
26/06/2007 15.00,,,,
26/06/2007 16.00,,,,
26/06/2007 17.00,,,,
26/06/2007 18.00,,,,
26/06/2007 19.00,,,,
26/06/2007 20.00,,,,
26/06/2007 21.00,,,,
26/06/2007 22.00,,,,
26/06/2007 23.00,,,,
27/06/2007 0.00,,,,
27/06/2007 1.00,,,,
27/06/2007 2.00,,,,
27/06/2007 3.00,,,,
27/06/2007 4.00,,,,
27/06/2007 5.00,,,,
27/06/2007 6.00,,,,
27/06/2007 7.00,,,,
27/06/2007 8.00,,,,
27/06/2007 9.00,,,,
27/06/2007 10.00,,,,
27/06/2007 11.00,,,,
27/06/2007 12.00,,,,
27/06/2007 13.00,,,,
27/06/2007 14.00,,,,
27/06/2007 15.00,,,,
27/06/2007 16.00,,,,
27/06/2007 17.00,,,,
27/06/2007 18.00,,,,
27/06/2007 19.00,,,,
27/06/2007 20.00,,,,
27/06/2007 21.00,,,,
27/06/2007 22.00,,,,
27/06/2007 23.00,,,,
28/06/2007 0.00,,,,
28/06/2007 1.00,,,,
28/06/2007 2.00,,,,
28/06/2007 3.00,,,,
28/06/2007 4.00,,,,
28/06/2007 5.00,,,,
28/06/2007 6.00,,,,
28/06/2007 7.00,,,,
28/06/2007 8.00,,,,
28/06/2007 9.00,,,,
28/06/2007 10.00,,,,
28/06/2007 11.00,,,,
28/06/2007 12.00,,,,
28/06/2007 13.00,,,,
28/06/2007 14.00,,,,
28/06/2007 15.00,,,,
28/06/2007 16.00,,,,
28/06/2007 17.00,,,,
28/06/2007 18.00,,,,
28/06/2007 19.00,,,,
28/06/2007 20.00,,,,
28/06/2007 21.00,,,,
28/06/2007 22.00,,,,
28/06/2007 23.00,,,,
29/06/2007 0.00,,,,
29/06/2007 1.00,,,,
29/06/2007 2.00,,,,
29/06/2007 3.00,,,,
29/06/2007 4.00,,,,
29/06/2007 5.00,,,,
29/06/2007 6.00,,,,
29/06/2007 7.00,,,,
29/06/2007 8.00,,,,
29/06/2007 9.00,,,,
29/06/2007 10.00,,,,
29/06/2007 11.00,,,,
29/06/2007 12.00,,,,
29/06/2007 13.00,,,,
29/06/2007 14.00,,,,
29/06/2007 15.00,,,,
29/06/2007 16.00,,,,
29/06/2007 17.00,,,,
29/06/2007 18.00,,,,
29/06/2007 19.00,,,,
29/06/2007 20.00,,,,
29/06/2007 21.00,,,,
29/06/2007 22.00,,,,
29/06/2007 23.00,,,,
30/06/2007 0.00,,,,
30/06/2007 1.00,,,,
30/06/2007 2.00,,,,
30/06/2007 3.00,,,,
30/06/2007 4.00,,,,
30/06/2007 5.00,,,,
30/06/2007 6.00,,,,
