NetC,Provincia di TARANTO,,,
Stat,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO,NO2
PtId,1,2,3,4
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver
,,,,,,,
,,,,,,,,,
18/01/2007 4.00,"0,32478","13,137055","4,302181","6,54517"
18/01/2007 5.00,"0,362503","13,867254","4,417222","7,099361"
18/01/2007 6.00,"0,39341","21,345605","6,092923","12,011803"
18/01/2007 7.00,"0,369316","40,377385","12,631624","21,024217"
18/01/2007 8.00,"0,863361","112,36858","47,016077","40,308"
18/01/2007 9.00,"1,111599","117,361921","46,722546","45,755173"
18/01/2007 10.00,"1,016563","89,015244","34,785388","35,704457"
18/01/2007 11.00,"0,66696","33,075439","10,402714","17,137097"
18/01/2007 12.00,"0,523858","35,395707","13,172983","15,255186"
18/01/2007 13.00,"0,388908","27,428404","11,729063","9,451106"
18/01/2007 14.00,"0,393653","29,98993","12,779642","10,402435"
18/01/2007 15.00,"0,407161","29,770737","13,280413","9,414764"
18/01/2007 16.00,"0,491368","31,539815","13,98927","10,097446"
18/01/2007 17.00,"0,376861","39,984411","16,147115","15,237009"
18/01/2007 18.00,"0,51108","64,488147","21,136998","32,101562"
18/01/2007 19.00,"0,582753","60,175724","23,438673","24,26112"
18/01/2007 20.00,"0,470316","32,624093","13,085855","12,568591"
18/01/2007 21.00,"0,360798","34,362044","12,670517","14,944997"
18/01/2007 22.00,"0,342424","56,825633","17,644339","29,792629"
18/01/2007 23.00,"0,477495","86,41741","31,731736","38,322254"
19/01/2007 0.00,"0,500007","67,045807","22,599544","32,416945"
19/01/2007 1.00,"0,414583","47,002352","15,415426","23,436951"
19/01/2007 2.00,"0,366518","17,758176","8,024082","5,45885"
19/01/2007 3.00,"0,206379","16,190134","8,006319","3,916979"
19/01/2007 4.00,"0,230229","20,93965","8,637351","7,701572"
19/01/2007 5.00,"0,168535","17,624588","8,988393","3,845596"
19/01/2007 6.00,"0,175471","22,065416","9,428254","7,614616"
19/01/2007 7.00,"0,20285","32,605928","11,669854","14,723057"
19/01/2007 8.00,"0,195428","28,437462","10,410328","12,484226"
19/01/2007 9.00,"0,256514","34,346479","11,898237","16,114371"
19/01/2007 10.00,"0,307257","42,294337","15,451801","18,61537"
19/01/2007 11.00,"0,390976","30,529477","13,665287","9,583486"
19/01/2007 12.00,"0,252863","27,829178","13,933429","6,469892"
19/01/2007 13.00,"0,335001","29,820028","14,455349","7,66134"
19/01/2007 14.00,"0,315531","32,240182","15,17604","8,977381"
19/01/2007 15.00,"0,263572","30,983423","14,862219","8,201254"
19/01/2007 16.00,"0,305554","31,334906","14,959499","8,403722"
19/01/2007 17.00,,"30,307703","14,666814","7,824871"
19/01/2007 18.00,,,,
19/01/2007 19.00,"0,589811","23,35462","13,405611","4,019509"
19/01/2007 20.00,0,"32,70451","9,774222","17,730228"
19/01/2007 21.00,"0,003164","35,840594","10,011916","20,503771"
19/01/2007 22.00,0,"61,817675","19,632169","31,738146"
19/01/2007 23.00,0,"85,130786","31,672527","36,593479"
20/01/2007 0.00,"0,003164","68,320731","23,653519","32,075596"
20/01/2007 1.00,"0,001581","48,52241","15,461951","24,832176"
20/01/2007 2.00,"0,004745","39,743194","12,366012","20,797091"
20/01/2007 3.00,"0,001581","46,362939","16,174188","21,578411"
20/01/2007 4.00,"0,01156","17,800977","7,575762","6,189553"
20/01/2007 5.00,0,"17,555849","7,969099","5,340744"
20/01/2007 6.00,0,"27,485477","11,712142","9,953382"
20/01/2007 7.00,"0,001581","68,589176","24,930809","30,384471"
20/01/2007 8.00,"0,004745","90,974966","36,90181","34,515594"
20/01/2007 9.00,"0,009978","31,283015","10,417086","15,321374"
20/01/2007 10.00,0,"27,466032","10,944081","10,693165"
20/01/2007 11.00,0,"33,664259","14,435895","11,538081"
20/01/2007 12.00,"0,001581","31,315443","14,287016","9,416062"
20/01/2007 13.00,"0,003164","29,412774","14,515417","7,161658"
20/01/2007 14.00,0,"30,853715","15,052549","7,779446"
20/01/2007 15.00,"0,003164","31,587808","15,304618","8,127275"
20/01/2007 16.00,"0,016062","34,948242","16,219865","10,085763"
20/01/2007 17.00,"0,030299","42,837766","16,67411","17,283755"
20/01/2007 18.00,"0,003164","69,33495","21,124316","36,971176"
20/01/2007 19.00,0,"64,411629","19,462153","34,594771"
20/01/2007 20.00,0,"75,635642","26,1658","35,540925"
20/01/2007 21.00,"0,001581","69,237688","22,381305","34,945201"
20/01/2007 22.00,0,"37,657622","13,505421","16,96189"
20/01/2007 23.00,0,"25,942073","11,081963","8,956615"
21/01/2007 0.00,"0,001581","40,985669","13,32609","20,567365"
21/01/2007 1.00,"0,004745","45,923275","14,48918","23,723789"
21/01/2007 2.00,0,"45,26438","14,078081","23,695243"
21/01/2007 3.00,"0,001581","25,984882","9,144882","11,971563"
21/01/2007 4.00,"0,003164","28,036687","9,181256","13,968987"
21/01/2007 5.00,"0,001581","20,444193","7,087686","9,583486"
21/01/2007 6.00,"0,001581","22,438945","8,337061","9,662657"
21/01/2007 7.00,"0,001581","30,280458","10,205623","14,642587"
21/01/2007 8.00,"0,003164","48,238365","15,291087","24,89965"
21/01/2007 9.00,"0,004745","28,954944","9,295449","14,712671"
21/01/2007 10.00,"0,003164","37,998763","12,905689","18,223421"
21/01/2007 11.00,"0,011073","64,873356","23,464886","28,91527"
21/01/2007 12.00,"4,024878","60,572578","23,468278","24,606349"
21/01/2007 13.00,"8,19736","39,424138","17,066603","13,265544"
21/01/2007 14.00,"3,042387","33,608484","15,942421","9,170764"
21/01/2007 15.00,"0,243007","37,18293","16,325599","12,159763"
21/01/2007 16.00,"0,089196","36,953375","15,999932","12,429713"
21/01/2007 17.00,"0,033463","52,395165","18,288914","24,37014"
21/01/2007 18.00,"0,096254","112,316671","42,466047","47,237337"
21/01/2007 19.00,"0,016062","78,625184","24,851288","40,549407"
21/01/2007 20.00,"0,007909","63,767055","20,04328","33,058076"
21/01/2007 21.00,"0,009492","63,515437","20,634557","31,899081"
21/01/2007 22.00,"0,001581","49,930923","16,4288","24,7582"
21/01/2007 23.00,"0,016062","44,706707","14,414746","22,620604"
22/01/2007 0.00,"0,001581","42,89094","13,717736","21,873031"
22/01/2007 1.00,0,"33,443785","10,222534","17,782136"
22/01/2007 2.00,"0,003164","25,970619","8,605205","12,785332"
22/01/2007 3.00,0,"17,939753","7,197652","6,908574"
22/01/2007 4.00,0,"15,721926","6,827998","5,257681"
22/01/2007 5.00,"0,004989","14,632469","6,411821","4,804722"
22/01/2007 6.00,"0,001581","17,817837","7,209493","6,768403"
22/01/2007 7.00,0,"19,828147","7,555461","8,249276"
22/01/2007 8.00,"0,007909","37,114212","13,680513","16,231183"
22/01/2007 9.00,"0,011317","28,643671","11,027823","11,743144"
22/01/2007 10.00,"0,006571","30,406267","11,954917","12,084482"
22/01/2007 11.00,"0,007909","30,663069","12,628232","11,308359"
22/01/2007 12.00,"0,011073","27,045794","13,327774","6,620445"
22/01/2007 13.00,"0,006328","28,838218","14,382599","6,790468"
22/01/2007 14.00,0,"31,232444","15,182811","7,958553"
22/01/2007 15.00,"0,003407","30,650104","15,492404","6,900787"
22/01/2007 16.00,,,,
22/01/2007 17.00,"0,371457","29,170254","9,185484","15,09684"
22/01/2007 18.00,"0,253688","21,747661","8,664417","8,468615"
22/01/2007 19.00,"0,378428","22,258661","9,458705","7,761276"
22/01/2007 20.00,"0,298632","21,806034","10,000072","6,47768"
22/01/2007 21.00,"0,254409","22,991456","10,379025","7,082489"
22/01/2007 22.00,"0,273756","22,027807","10,363801","6,141531"
22/01/2007 23.00,"0,337329","21,082324","10,309663","5,278445"
23/01/2007 0.00,"0,348505","19,758111","9,979772","4,459487"
23/01/2007 1.00,"0,297791","19,081089","9,907871","3,89232"
23/01/2007 2.00,"0,412917","18,826884","9,780142","3,833913"
23/01/2007 3.00,"0,286735","19,861854","9,689634","5,00849"
23/01/2007 4.00,"0,357758","18,75555","9,75815","3,796276"
23/01/2007 5.00,"0,379029","18,577864","9,780142","3,584723"
23/01/2007 6.00,"0,264262","18,873574","9,730235","3,957213"
23/01/2007 7.00,"0,395132","19,682873","9,693862","4,822892"
23/01/2007 8.00,"0,333723","24,300104","10,716539","7,874189"
23/01/2007 9.00,"0,416162","23,18342","9,56444","8,524425"
23/01/2007 10.00,"0,402944","19,903365","8,660188","6,629531"
23/01/2007 11.00,"0,352591","29,564528","14,698963","7,031871"
23/01/2007 12.00,"0,268108","54,5715","29,902923","8,72819"
23/01/2007 13.00,"0,339852","57,930654","32,032873","8,821637"
23/01/2007 14.00,"0,39345","41,748309","22,119934","7,83785"
23/01/2007 15.00,"0,469519","28,59828","14,254033","6,747637"
23/01/2007 16.00,"0,2907","23,549167","11,358559","6,137637"
23/01/2007 17.00,"0,286615","22,569936","10,412014","6,610063"
23/01/2007 18.00,"0,40739","21,130295","9,783527","6,133744"
23/01/2007 19.00,"0,238184","20,656903","9,572901","5,983191"
23/01/2007 20.00,"0,374822","19,856674","9,46632","5,345935"
23/01/2007 21.00,"0,392008","19,934492","9,555137","5,287531"
23/01/2007 22.00,"0,299714","19,487028","9,131348","5,49"
23/01/2007 23.00,"0,32483","18,904702","8,763386","5,471828"
24/01/2007 0.00,"0,436111","19,001976","8,529921","5,927383"
24/01/2007 1.00,,"16,753022","7,62313","5,06819"
24/01/2007 2.00,"0,576718",,,
24/01/2007 3.00,"0,553065","16,139553","7,446341","4,725552"
24/01/2007 4.00,"0,486066","13,622124","6,469342","3,705425"
24/01/2007 5.00,"0,61494","10,154014","4,185448","3,73917"
24/01/2007 6.00,"0,434081","8,042539","2,873477","3,639234"
24/01/2007 7.00,"0,531824","7,110015","1,95569","4,114255"
24/01/2007 8.00,"0,445074","8,597644","1,432933","6,404999"
24/01/2007 9.00,"0,513354","9,980219","1,388946","7,85602"
24/01/2007 10.00,"0,451002","8,906325","1,414322","6,742446"
24/01/2007 11.00,"0,546064","9,6884","1,300974","7,698977"
24/01/2007 12.00,"0,502122","9,882946","2,826107","5,553595"
24/01/2007 13.00,"0,496432","13,396451","5,020338","5,702849"
24/01/2007 14.00,"0,454308","16,258874","6,564081","6,198637"
24/01/2007 15.00,"0,652477","19,119999","8,112899","6,68534"
24/01/2007 16.00,"0,517167","18,510423","8,468171","5,530232"
24/01/2007 17.00,"0,596708","18,511719","8,230478","5,896233"
24/01/2007 18.00,"0,933254","22,025206","7,33553","10,785314"
24/01/2007 19.00,"0,886453","23,361102","5,311322","15,227925"
24/01/2007 20.00,"0,727936","14,73882","3,744741","9,012424"
24/01/2007 21.00,"0,896969","18,540252","2,948761","14,028695"
24/01/2007 22.00,"0,708989","9,298012","1,859258","6,451722"
24/01/2007 23.00,"0,466851","5,700203","0,910174","4,307638"
25/01/2007 0.00,"0,554495","4,261859","0,126037","4,282977"
25/01/2007 1.00,"0,440456","3,653578",0,"4,423148"
25/01/2007 2.00,"0,544544","3,711941","0,212317","3,423786"
25/01/2007 3.00,"0,54514","4,120488","0,489768","3,371873"
25/01/2007 4.00,"0,520235","4,79751","0,680093","3,75734"
25/01/2007 5.00,"0,513801","4,494016","0,618344","3,548381"
25/01/2007 6.00,"0,536114","5,234589","0,649641","4,241447"
25/01/2007 7.00,"0,451717","6,128204","0,329895","5,626276"
25/01/2007 8.00,"0,618246","9,021756","0,761297","7,859915"
25/01/2007 9.00,"0,684144","9,296714","0,588737","8,399829"
25/01/2007 10.00,"0,520742","6,746863","0,069363","6,716489"
25/01/2007 11.00,"0,581664","4,47586",0,"5,261573"
25/01/2007 12.00,"0,762583","5,885671","0,82051","4,7567"
25/01/2007 13.00,"0,715663","11,290165","3,145006","6,472489"
25/01/2007 14.00,"0,714948","15,028044","4,94167","7,456274"
25/01/2007 15.00,"0,613391","17,308127","6,240106","7,745701"
25/01/2007 16.00,"0,8555","20,243166","7,181578","9,238254"
25/01/2007 17.00,"0,765026","23,677558","7,68488","11,902783"
25/01/2007 18.00,"0,786356","22,250881","7,447187","10,839824"
25/01/2007 19.00,"0,556074","17,315906","5,944892","8,206446"
25/01/2007 20.00,"0,611455","12,770012","4,322481","6,146722"
25/01/2007 21.00,"0,778045","10,019128","3,061264","5,329063"
25/01/2007 22.00,"0,742028","11,819329","2,535969","7,936488"
25/01/2007 23.00,"0,755344","10,423785","2,21707","7,029275"
26/01/2007 0.00,"0,705623","13,77387","1,752677","11,094201"
26/01/2007 1.00,,"25,432371","0,950776","23,991145"
26/01/2007 2.00,"1,924474",,,
26/01/2007 3.00,"3,660869","33,629249","0,174252","33,895207"
26/01/2007 4.00,"1,243142","17,318503",0,"18,229911"
26/01/2007 5.00,"0,565754","9,535358",0,"11,492653"
26/01/2007 6.00,"0,546947","16,852887","1,329735","16,005348"
26/01/2007 7.00,"0,436829","26,741022","1,777208","24,059937"
26/01/2007 8.00,"1,723351","97,45984","34,280403","44,929723"
26/01/2007 9.00,"1,45276","106,795485","35,415586","52,530077"
26/01/2007 10.00,"1,491285","128,218872","49,554583","52,274385"
26/01/2007 11.00,"2,942529","66,966692","13,117155","46,886904"
26/01/2007 12.00,"2,422884","48,98672","3,518044","43,622776"
26/01/2007 13.00,"2,690139","50,47047","3,432608","45,238626"
26/01/2007 14.00,"3,088442","54,638937","5,479655","46,269116"
26/01/2007 15.00,"4,553031","56,204366","5,715657","47,473543"
26/01/2007 16.00,"3,707889","67,50232","9,803826","52,506711"
26/01/2007 17.00,"2,242085","111,541088","35,960338","56,443136"
26/01/2007 18.00,"2,023671","137,867067","52,720741","57,071324"
26/01/2007 19.00,"1,571674","114,992343","41,596476","51,249055"
26/01/2007 20.00,"1,140305","73,576054","18,927551","44,585792"
26/01/2007 21.00,"0,824211","67,705967","15,952571","43,276245"
26/01/2007 22.00,"1,162753","102,707417","36,744462","46,400206"
26/01/2007 23.00,"1,474601","46,877841","6,374603","37,129511"
27/01/2007 0.00,"1,165181","66,036753","17,70947","38,910191"
27/01/2007 1.00,"0,962238","51,467826","9,617733","36,746632"
27/01/2007 2.00,"0,586989","29,921194","0,920325","28,685562"
27/01/2007 3.00,"0,527228","19,96432","0,147185","21,782173"
27/01/2007 4.00,"0,367361","13,253782",0,"17,469353"
27/01/2007 5.00,"0,4523","10,252583",0,"15,369396"
27/01/2007 6.00,"0,344003","14,924288","0,450011","17,200693"
27/01/2007 7.00,"0,463827","31,398442","5,243653","23,735472"
27/01/2007 8.00,"0,792966","64,034216","19,749761","33,775805"
27/01/2007 9.00,"1,169124","68,443922","23,712738","34,424755"
27/01/2007 10.00,"0,697106","5,265717",0,"11,721081"
27/01/2007 11.00,"0,341576","1,490224",0,"7,853425"
27/01/2007 12.00,"0,481422","2,980448",0,"7,294041"
27/01/2007 13.00,"0,688916","5,743004","0,031298","7,042255"
27/01/2007 14.00,"1,569854","7,414805","0,140417","7,456274"
27/01/2007 15.00,"1,809503","9,466618","0,728309","8,355702"
27/01/2007 16.00,"3,346292","15,833467","1,845725","13,012458"
27/01/2007 17.00,"4,569413","19,750328","1,606339","17,299329"
27/01/2007 18.00,"10,869756","17,319799","0,534601","16,520614"
27/01/2007 19.00,"7,23498","8,901136",0,"10,89693"
27/01/2007 20.00,"3,260746","4,385071",0,"9,271999"
27/01/2007 21.00,"1,048996","1,977886",0,"8,344021"
27/01/2007 22.00,"4,048555","7,203397",0,"14,067634"
27/01/2007 23.00,"1,629918","1,612139",0,"9,117551"
28/01/2007 0.00,"1,287128","1,704225",0,"9,395296"
28/01/2007 1.00,,"1,516162",0,"9,76519"
28/01/2007 2.00,"5,834409",,,
28/01/2007 3.00,"5,435995","7,050354",0,"14,608848"
28/01/2007 4.00,"3,679629","4,628902",0,"12,451775"
28/01/2007 5.00,"13,049075","9,486073",0,"16,743845"
28/01/2007 6.00,"1,911641",0,0,"6,314148"
28/01/2007 7.00,"0,979994","0,05966",0,"7,336871"
28/01/2007 8.00,"1,488588","2,706786",0,"11,000765"
28/01/2007 9.00,"2,070633","0,669238",0,"8,28951"
28/01/2007 10.00,"4,484823","4,682079",0,"11,506934"
28/01/2007 11.00,"3,459269","2,260626",0,"6,900787"
28/01/2007 12.00,"1,116673",0,0,"3,196659"
28/01/2007 13.00,"1,045079",0,0,"2,973426"
28/01/2007 14.00,"1,004634","0,249019",0,"3,295298"
28/01/2007 15.00,"1,351909","2,750882","0,00423","3,850787"
28/01/2007 16.00,"1,570409","7,723483","1,592806","5,284934"
28/01/2007 17.00,"2,13107","24,184676","5,337545","16,01184"
28/01/2007 18.00,"1,352374","38,70041","6,674891","28,485682"
28/01/2007 19.00,"1,291008","57,002034","8,409805","44,138021"
28/01/2007 20.00,"1,126436","81,169847","16,735015","55,548914"
28/01/2007 21.00,"1,414205","74,843211","13,167909","54,691018"
28/01/2007 22.00,"0,93397","27,637213","0,380649","29,194327"
28/01/2007 23.00,"0,862841","22,214571","0,007613","26,098895"
29/01/2007 0.00,"0,887016","20,013611","0,188632","23,806866"
29/01/2007 1.00,"0,685253","4,098441",0,"11,404401"
29/01/2007 2.00,"0,73639","9,373235",0,"16,079328"
29/01/2007 3.00,"0,695945","4,911643",0,"11,632822"
29/01/2007 4.00,"0,99859","5,094516",0,"12,32589"
29/01/2007 5.00,"0,868885","6,378522",0,"13,717204"
29/01/2007 6.00,"1,021835","14,351024","0,178482","19,250015"
29/01/2007 7.00,"0,914909","22,802109","0,88649","24,329894"
29/01/2007 8.00,"1,160374","72,244079","20,288578","41,48516"
29/01/2007 9.00,"1,17618","76,310062","18,924173","47,326893"
29/01/2007 10.00,"1,52206","27,28185","0,422944","30,248203"
29/01/2007 11.00,"3,689857","26,442711","0,008458","29,177444"
29/01/2007 12.00,"4,280736","13,941179",0,"18,362286"
29/01/2007 13.00,"2,857233","2,841672",0,"6,902083"
29/01/2007 14.00,"3,059926","8,100903","0,607346","8,001381"
29/01/2007 15.00,"2,50252","16,527348","3,880083","10,585436"
29/01/2007 16.00,"2,807954","19,142045","5,199667","11,177265"
29/01/2007 17.00,"2,748448","26,980957","6,317929","17,305819"
29/01/2007 18.00,"2,08923","50,710408","9,11443","36,760913"
29/01/2007 19.00,"1,82796","63,581569","10,900094","46,901207"
29/01/2007 20.00,"1,832609","79,494134","15,917032","55,127108"
29/01/2007 21.00,"2,156639","100,962968","23,606145","64,813125"
29/01/2007 22.00,"1,93814","104,498524","28,376109","61,032413"
29/01/2007 23.00,"1,868871","90,851776","24,848769","52,78835"
30/01/2007 0.00,"1,21802","29,23251","0,850116","30,344243"
30/01/2007 1.00,,"40,337197","1,3162","40,385875"
30/01/2007 2.00,"3,046033",,,
30/01/2007 3.00,"3,052275","11,361497",0,"16,083225"
30/01/2007 4.00,"1,649154","13,676596",0,"17,937886"
30/01/2007 5.00,"1,374111","13,959338",0,"18,158526"
30/01/2007 6.00,"1,596275","9,260399",0,"14,716566"
30/01/2007 7.00,"2,43242","25,499809","1,599572","26,900978"
30/01/2007 8.00,"2,015266","66,581461","17,777144","39,351482"
30/01/2007 9.00,"2,103764","109,254527","39,722834","48,382069"
30/01/2007 10.00,"4,216342","91,711659","24,210118","54,628726"
30/01/2007 11.00,"7,783083","44,619806","4,665065","38,152237"
30/01/2007 12.00,"7,997902","22,161398","0,52022","21,639404"
30/01/2007 13.00,"12,622942","19,060339","2,242445","15,632866"
30/01/2007 14.00,"9,415345","17,190103","3,863165","11,274608"
30/01/2007 15.00,"5,649207","16,701142","5,13707","8,830721"
30/01/2007 16.00,"4,084512","20,17443","6,371219","10,41282"
30/01/2007 17.00,"3,035384","34,162295","8,996852","20,381766"
30/01/2007 18.00,"2,631082","82,52517","18,294824","54,511903"
30/01/2007 19.00,"2,764381","120,977897","34,726181","67,780057"
30/01/2007 20.00,"2,201443","110,650075","28,232305","67,408858"
30/01/2007 21.00,"1,884538","77,965032","13,884372","56,715691"
30/01/2007 22.00,"1,38623","73,662937","13,649212","52,771465"
30/01/2007 23.00,"1,492721","55,964429","7,07838","45,142568"
31/01/2007 0.00,"1,143134","36,914485","1,530209","34,788149"
31/01/2007 1.00,"0,98964","23,755376","0,028761","27,226746"
31/01/2007 2.00,"0,834675","14,619498",0,"19,823692"
31/01/2007 3.00,"0,850098","7,26176",0,"13,42389"
31/01/2007 4.00,"0,78804","4,138646",0,"10,621781"
31/01/2007 5.00,"0,592315","5,111376",0,"11,570528"
31/01/2007 6.00,"0,785102","13,590997","1,016756","16,246757"
31/01/2007 7.00,"0,88682","32,95223","3,604324","29,69401"
31/01/2007 8.00,"1,532748","142,767048","54,912419","58,6119"
31/01/2007 9.00,"3,374322","101,620524","28,019989","58,698855"
31/01/2007 10.00,"2,914203","33,594221","1,388946","34,381926"
31/01/2007 11.00,"1,766295","11,063193",0,"16,425863"
31/01/2007 12.00,"2,263134","10,003564",0,"13,911884"
31/01/2007 13.00,"1,958715","14,402902","0,305365","14,994309"
31/01/2007 14.00,"2,091278","15,384713","2,547811","11,486164"
31/01/2007 15.00,"2,090544","14,641547","3,573025","9,169466"
31/01/2007 16.00,"2,075489","17,231606","4,411299","10,475123"
31/01/2007 17.00,"2,032892","32,975555","6,691811","22,730927"
31/01/2007 18.00,"2,02518","98,830764","23,156977","63,368593"
31/01/2007 19.00,"1,835698","99,499983","23,438673","63,606098"
31/01/2007 20.00,"1,380722","76,729019","11,6191","58,954529"
