,Provincia di TARANTO,,,,,
08/01/2008 8.00,"0,239184","1,067373","21,42477",,,
08/01/2008 9.00,"0,409232","1,270643","21,42477",,,
08/01/2008 10.00,"0,851171","1,872047","21,42477",,,
08/01/2008 11.00,"0,614749","1,74269","21,42477",,,
08/01/2008 12.00,"0,137079","1,044801","21,42477",,,
08/01/2008 13.00,"0,14833","1,003286","21,42477",,,
08/01/2008 14.00,"0,198831","1,040341","21,42477",,,
08/01/2008 15.00,"0,128212","1,041288","21,42477",,,
08/01/2008 16.00,"0,128852","0,999854","21,42477",,,
08/01/2008 17.00,"0,189469","1,007391","21,42477",,,
08/01/2008 18.00,"0,14958","1,077555","21,42477",,,
08/01/2008 19.00,"0,141033","0,9744","21,42477",,,
08/01/2008 20.00,"0,108268","0,919509","21,42477",,,
08/01/2008 21.00,"0,151326","0,897172","21,42477",,,
08/01/2008 22.00,"0,215606","1,136038","21,42477",,,
08/01/2008 23.00,"0,207523","1,021834","21,42477",,,
09/01/2008 0.00,"0,273228","1,114372","21,42477",,,
09/01/2008 1.00,"0,208163","1,160859","34,259521",,,
09/01/2008 2.00,"0,248371","0,933558","34,259521",,,
09/01/2008 3.00,"0,195487","0,962601","34,259521",,,
09/01/2008 4.00,"0,270525","0,987739","34,259521",,,
09/01/2008 5.00,"0,279392","0,979648","34,259521",,,
09/01/2008 6.00,"0,292998","1,022662","34,259521",,,
09/01/2008 7.00,"0,311547","1,269579","34,259521",,,
09/01/2008 8.00,"0,361697","1,283902","34,259521",,,
09/01/2008 9.00,"0,584833","1,377664","34,259521",,,
09/01/2008 10.00,"0,510406","1,186075","34,259521",,,
09/01/2008 11.00,"0,572302","1,227629","34,259521",,,
09/01/2008 12.00,"0,528577","1,413732","34,259521",,,
09/01/2008 13.00,"0,345591","1,182682","34,259521",,,
09/01/2008 14.00,"0,331171","1,340727","34,259521",,,
09/01/2008 15.00,"0,353964","1,036435","34,259521",,,
09/01/2008 16.00,"0,334485","1,080158","34,259521",,,
09/01/2008 17.00,"0,379433","1,173921","34,259521",,,
09/01/2008 18.00,"0,425833","1,470715","34,259521",,,
09/01/2008 19.00,"0,793403","1,593839","34,259521",,,
09/01/2008 20.00,"0,546225","1,445263","34,259521",,,
09/01/2008 21.00,"0,741014","1,246374","34,259521",,,
09/01/2008 22.00,"0,511947","1,175934","34,259521",,,
09/01/2008 23.00,"0,504504","1,04267","34,259521",,,
10/01/2008 0.00,"0,594601","1,349844","34,259521",,,
10/01/2008 1.00,"0,552475","1,526003","38,78117",,,
10/01/2008 2.00,"0,440108","1,192823","38,78117",,,
10/01/2008 3.00,"1,129171","38,78117",,,,
10/01/2008 4.00,"0,322406","1,042592","38,78117",,,
10/01/2008 5.00,"0,273987","1,131303","38,78117",,,
10/01/2008 6.00,"0,253001","1,118477","38,78117",,,
10/01/2008 7.00,"0,279849","1,209122","38,78117",,,
10/01/2008 8.00,"0,484899","1,351343","38,78117",,,
10/01/2008 9.00,"0,43261","1,576318","38,78117",,,
10/01/2008 10.00,"0,55407","1,633379","38,78117",,,
10/01/2008 11.00,"0,817271","1,494947","38,78117",,,
10/01/2008 12.00,"0,415376","1,481766","38,78117",,,
10/01/2008 13.00,"0,385832","1,313025","38,78117",,,
10/01/2008 14.00,"0,400839","1,213659","38,78117",,,
10/01/2008 15.00,"0,27938","1,12566","38,78117",,,
10/01/2008 16.00,"0,248312","1,059954","38,78117",,,
10/01/2008 17.00,"0,194381","1,048352","38,78117",,,
10/01/2008 18.00,"0,248781","1,108768","38,78117",,,
10/01/2008 19.00,"0,249014","1,210937","38,78117",,,
10/01/2008 20.00,"0,366371","1,410181","38,78117",,,
10/01/2008 21.00,"0,345502","1,463732","38,78117",,,
10/01/2008 22.00,"0,472472","1,472887","38,78117",,,
10/01/2008 23.00,"0,298841","1,24953","38,78117",,,
11/01/2008 0.00,"0,294504","1,421348","38,78117",,,
11/01/2008 1.00,"0,313496","1,366181","41,458961",,,
11/01/2008 2.00,"0,266015","1,319536","41,458961",,,
11/01/2008 3.00,"0,308689","1,186549","41,458961",,,
11/01/2008 4.00,"0,247608","1,221157","41,458961",,,
11/01/2008 5.00,"0,253705","1,271314","41,458961",,,
11/01/2008 6.00,"0,401308","1,373364","41,458961",,,
11/01/2008 7.00,"0,451369","1,541393","41,458961",,,
11/01/2008 8.00,"0,371412","1,691626","41,458961",,,
11/01/2008 9.00,"0,53156","1,820431","41,458961",,,
11/01/2008 10.00,"0,514326","1,701056","41,458961",,,
11/01/2008 11.00,"0,408694","1,554652","41,458961",,,
11/01/2008 12.00,"0,324282","1,438003","41,458961",,,
11/01/2008 13.00,"0,330379","1,235718","41,458961",,,
11/01/2008 14.00,"0,370826","1,290176","41,458961",,,
11/01/2008 15.00,"0,266483","1,162437","41,458961",,,
11/01/2008 16.00,"0,254526","1,123923","41,458961",,,
11/01/2008 17.00,"0,230843","1,043893","41,458961",,,
11/01/2008 18.00,"0,279731","1,0126","41,458961",,,
11/01/2008 19.00,"0,218767","1,108494","41,458961",,,
11/01/2008 20.00,"0,242333","1,238245","41,458961",,,
11/01/2008 21.00,"0,201299","1,225774","41,458961",,,
11/01/2008 22.00,"0,17832","1,263737","41,458961",,,
11/01/2008 23.00,"0,226036","1,32151","41,458961",,,
12/01/2008 0.00,"0,236588","1,253634","41,458961",,,
12/01/2008 1.00,"0,218064","1,236508","21,70682",,,
12/01/2008 2.00,"0,18723","1,121081","21,70682",,,
12/01/2008 3.00,"1,07716","21,70682",,,,
12/01/2008 4.00,"0,328814","1,010981","21,70682",,,
12/01/2008 5.00,"0,290199","1,03754","21,70682",,,
12/01/2008 6.00,"0,314773","0,962719","21,70682",,,
12/01/2008 7.00,"0,291369","0,961141","21,70682",,,
12/01/2008 8.00,"0,214138","1,204938","21,70682",,,
12/01/2008 9.00,"0,22584","1,122306","21,70682",,,
12/01/2008 10.00,"0,310091","1,199019","21,70682",,,
12/01/2008 11.00,"0,455191","1,384886","21,70682",,,
12/01/2008 12.00,"0,380301","1,114017","21,70682",,,
12/01/2008 13.00,"0,253925","1,078698","21,70682",,,
12/01/2008 14.00,"0,303656","1,024636","21,70682",,,
12/01/2008 15.00,"0,291954","1,062242","21,70682",,,
12/01/2008 16.00,"0,253339","0,998827","21,70682",,,
12/01/2008 17.00,"0,26504","0,967336","21,70682",,,
12/01/2008 18.00,"0,248659","0,999538","21,70682",,,
12/01/2008 19.00,"0,246903","0,985372","21,70682",,,
12/01/2008 20.00,"0,256849","0,99496","21,70682",,,
12/01/2008 21.00,"0,25802","0,996302","21,70682",,,
12/01/2008 22.00,"0,248659","1,038171","21,70682",,,
12/01/2008 23.00,"0,259775","1,012165","21,70682",,,
13/01/2008 0.00,"0,245733","0,906131","21,70682",,,
13/01/2008 1.00,"0,244563","1,034698","14,44987",,,
13/01/2008 2.00,"0,257434","1,004313","14,44987",,,
13/01/2008 3.00,"0,210628","0,934268","14,44987",,,
13/01/2008 4.00,"0,241052","0,937346","14,44987",,,
13/01/2008 5.00,"0,33993","0,859013","14,44987",,,
13/01/2008 6.00,"0,272062","0,935609","14,44987",,,
13/01/2008 7.00,"0,235202","0,95534","14,44987",,,
13/01/2008 8.00,"0,239882","0,985134","14,44987",,,
13/01/2008 9.00,"0,196586","1,026333","14,44987",,,
13/01/2008 10.00,"0,240468","1,078423","14,44987",,,
13/01/2008 11.00,"0,291954","1,060072","14,44987",,,
13/01/2008 12.00,"0,297805","1,013705","14,44987",,,
13/01/2008 13.00,"0,271476","1,166621","14,44987",,,
13/01/2008 14.00,"0,256265","0,949737","14,44987",,,
13/01/2008 15.00,"0,324133","1,071083","14,44987",,,
13/01/2008 16.00,"0,287274","1,061572","14,44987",,,
13/01/2008 17.00,"0,40546","0,986792","14,44987",,,
13/01/2008 18.00,"0,368599","1,024359","14,44987",,,
13/01/2008 19.00,"0,308922","1,133156","14,44987",,,
13/01/2008 20.00,"0,377961","1,126843","14,44987",,,
13/01/2008 21.00,"0,458117","1,144246","14,44987",,,
13/01/2008 22.00,"0,414821","1,252806","14,44987",,,
13/01/2008 23.00,"0,475669","1,212476","14,44987",,,
14/01/2008 0.00,"0,537687","1,149139","14,44987",,,
14/01/2008 1.00,"0,48152","1,256358","25,18572",,,
14/01/2008 2.00,"0,517794","0,996144","25,18572",,,
14/01/2008 3.00,"0,96935","25,18572",,,,
14/01/2008 4.00,"0,28113","1,043578","25,18572",,,
14/01/2008 5.00,"0,223058","1,015678","25,18572",,,
14/01/2008 6.00,"0,220837","1,181932","25,18572",,,
14/01/2008 7.00,"0,256008","1,092116","25,18572",,,
14/01/2008 8.00,"0,234041","1,26058","25,18572",,,
14/01/2008 9.00,"0,254723","1,326403","25,18572",,,
14/01/2008 10.00,"0,349601","1,172777","25,18572",,,
14/01/2008 11.00,"0,291529","1,340373","25,18572",,,
14/01/2008 12.00,"0,508745","1,21216","25,18572",,,
14/01/2008 13.00,"1,658269","1,02578","25,18572",,,
14/01/2008 14.00,"1,069719","1,155294","25,18572",,,
14/01/2008 15.00,"0,611218","1,11307","25,18572",,,
14/01/2008 16.00,"0,456164","1,092549","25,18572",,,
14/01/2008 17.00,"0,574295","1,099456","25,18572",,,
14/01/2008 18.00,"0,626408","1,195428","25,18572",,,
14/01/2008 19.00,"0,613438","1,361603","25,18572",,,
14/01/2008 20.00,"0,511549","1,30312","25,18572",,,
14/01/2008 21.00,"0,615307","1,425335","25,18572",,,
14/01/2008 22.00,"0,602922","1,548734","25,18572",,,
14/01/2008 23.00,"0,569972","1,450828","25,18572",,,
15/01/2008 0.00,"0,472757","1,295859","25,18572",,,
15/01/2008 1.00,"0,369231","1,278457","23,29208",,,
15/01/2008 2.00,"0,378111","1,193573","23,29208",,,
15/01/2008 3.00,"0,406505","1,20257","23,29208",,,
15/01/2008 4.00,"0,467848","1,031699","23,29208",,,
15/01/2008 5.00,"0,373554","1,073726","23,29208",,,
15/01/2008 6.00,"0,364558","1,017572","23,29208",,,
15/01/2008 7.00,"0,411412","1,062678","23,29208",,,
15/01/2008 8.00,"0,468199","1,483582","23,29208",,,
15/01/2008 9.00,"0,71077","1,327272","23,29208",,,
15/01/2008 10.00,"0,454646","1,413456","23,29208",,,
15/01/2008 11.00,"0,517041","1,234771","23,29208",,,
15/01/2008 12.00,"0,38524","1,27676","23,29208",,,
15/01/2008 13.00,"0,330205","1,210622","23,29208",,,
15/01/2008 14.00,"0,417723","1,12712","23,29208",,,
15/01/2008 15.00,"0,301461","0,997526","23,29208",,,
15/01/2008 16.00,"0,355794","0,947172","23,29208",,,
15/01/2008 17.00,"0,34189","1,052693","23,29208",,,
15/01/2008 18.00,"0,31408","1,043735","23,29208",,,
15/01/2008 19.00,"0,380682","1,177709","23,29208",,,
15/01/2008 20.00,"0,336398","1,253832","23,29208",,,
15/01/2008 21.00,"0,504305","1,489816","23,29208",,,
15/01/2008 22.00,"0,332308","1,355605","23,29208",,,
15/01/2008 23.00,"0,275405","1,171395","23,29208",,,
16/01/2008 0.00,"0,352406","1,22321","23,29208",,,
16/01/2008 1.00,"0,328569","1,327035",,,,
16/01/2008 2.00,"0,318054","1,260856",,,,
16/01/2008 3.00,"1,28035",,,,,
16/01/2008 4.00,"0,116006","1,220566",,,,
16/01/2008 5.00,"0,050133","1,100956",,,,
16/01/2008 6.00,"0,092106","1,143259",,,,
16/01/2008 7.00,"0,08307","1,252096",,,,
16/01/2008 8.00,"0,231138","1,358446",,,,
16/01/2008 9.00,"0,201116","1,279838",,,,
16/01/2008 10.00,"0,456154","1,762934",,,,
16/01/2008 11.00,"0,220353","1,600548",,,,
16/01/2008 12.00,"0,114257","1,338242",,,,
16/01/2008 13.00,"0,146902",,,,,
16/01/2008 14.00,"0,045178",,,,,
16/01/2008 15.00,"0,124168",,,,,
16/01/2008 16.00,"0,065581",,,,,
16/01/2008 17.00,"0,074325",,,,,
16/01/2008 18.00,"0,109885",,,,,
16/01/2008 19.00,"0,080155",,,,,
16/01/2008 20.00,"0,071411",,,,,
16/01/2008 21.00,"0,112217",,,,,
16/01/2008 22.00,"0,091814",,,,,
16/01/2008 23.00,"0,116006",,,,,
17/01/2008 0.00,"0,093854",,,,,
17/01/2008 1.00,"0,07724","20,3165",,,,
17/01/2008 2.00,"0,084527","20,3165",,,,
17/01/2008 3.00,"0,074325","20,3165",,,,
17/01/2008 4.00,"0,097643","20,3165",,,,
17/01/2008 5.00,"0,062667","20,3165",,,,
17/01/2008 6.00,"0,033519","20,3165",,,,
17/01/2008 7.00,"0,064416","20,3165",,,,
17/01/2008 8.00,"0,068496","20,3165",,,,
17/01/2008 9.00,"0,039349","20,3165",,,,
17/01/2008 10.00,"0,053922","20,3165",,,,
17/01/2008 11.00,"0,070245","20,3165",,,,
17/01/2008 12.00,"0,075783","20,3165",,,,
17/01/2008 13.00,"0,018946","20,3165",,,,
17/01/2008 14.00,"0,036434","20,3165",,,,
17/01/2008 15.00,"0,036434","20,3165",,,,
17/01/2008 16.00,"0,052757","20,3165",,,,
17/01/2008 17.00,"0,032062","20,3165",,,,
17/01/2008 18.00,"0,042263","20,3165",,,,
17/01/2008 19.00,"0,036434","20,3165",,,,
17/01/2008 20.00,"0,068496","20,3165",,,,
17/01/2008 21.00,"0,034977","20,3165",,,,
17/01/2008 22.00,"0,080155","20,3165",,,,
17/01/2008 23.00,"0,02769","20,3165",,,,
18/01/2008 0.00,"0,041098","20,3165",,,,
18/01/2008 1.00,"0,051008","28,27459",,,,
18/01/2008 2.00,"0,05538","28,27459",,,,
18/01/2008 3.00,"28,27459",,,,,
18/01/2008 4.00,"0,42951","28,27459",,,,
18/01/2008 5.00,"0,441449","28,27459",,,,
18/01/2008 6.00,"0,435887","28,27459",,,,
18/01/2008 7.00,"0,43615","28,27459",,,,
18/01/2008 8.00,"0,536203","28,27459",,,,
18/01/2008 9.00,"0,476771","28,27459",,,,
18/01/2008 10.00,"0,510141","28,27459",,,,
18/01/2008 11.00,"28,27459",,,,,
18/01/2008 12.00,"28,27459",,,,,
18/01/2008 13.00,"0,198428","0,201691","28,27459",,,
18/01/2008 14.00,"0,192191","0,238114","28,27459",,,
18/01/2008 15.00,"0,162325","0,114243","28,27459",,,
18/01/2008 16.00,"0,176117","0,046092","28,27459",,,
18/01/2008 17.00,"0,144494","0,066849","28,27459",,,
18/01/2008 18.00,"0,178489","0,186064","28,27459",,,
18/01/2008 19.00,"0,212833","0,317552","28,27459",,,
18/01/2008 20.00,"0,243137","0,308595","28,27459",,,
18/01/2008 21.00,"0,207914","0,557364","28,27459",,,
18/01/2008 22.00,"0,276516","0,669911","28,27459",,,
18/01/2008 23.00,"0,235232","0,50634","28,27459",,,
19/01/2008 0.00,"0,23286","0,583132","28,27459",,,
19/01/2008 1.00,"0,243137","0,324182","38,573601",,,
19/01/2008 2.00,"0,25438","0,258754","38,573601",,,
19/01/2008 3.00,"0,150204","0,265344","38,573601",,,
19/01/2008 4.00,"0,341252","0,197784","38,573601",,,
19/01/2008 5.00,"0,255786","0,131133","38,573601",,,
19/01/2008 6.00,"0,317975","0,149917","38,573601",,,
19/01/2008 7.00,"0,290921","0,244823","38,573601",,,
19/01/2008 8.00,"0,300759","0,336258","38,573601",,,
19/01/2008 9.00,"0,326584","0,66336","38,573601",,,
19/01/2008 10.00,"0,38851","0,609297","38,573601",,,
19/01/2008 11.00,"0,330712","0,524058","38,573601",,,
19/01/2008 12.00,"0,26782","0,607757","38,573601",,,
19/01/2008 13.00,"0,348632","0,315421","38,573601",,,
19/01/2008 14.00,"0,366199","0,220594","38,573601",,,
19/01/2008 15.00,"0,300583","0,390479","38,573601",,,
19/01/2008 16.00,"0,283455","0,243482","38,573601",,,
19/01/2008 17.00,"0,321401","0,177383","38,573601",,,
19/01/2008 18.00,"0,326496","0,159822","38,573601",,,
19/01/2008 19.00,"0,270982","0,205597","38,573601",,,
19/01/2008 20.00,"0,370327","0,291231","38,573601",,,
19/01/2008 21.00,"0,344591","0,32943","38,573601",,,
19/01/2008 22.00,"0,404057","0,804871","38,573601",,,
19/01/2008 23.00,"0,46247","0,740192","38,573601",,,
20/01/2008 0.00,"0,617065","1,400434","38,573601",,,
20/01/2008 1.00,"0,668363","0,693943","34,851582",,,
20/01/2008 2.00,"0,622072","0,752623","34,851582",,,
20/01/2008 3.00,"34,851582",,,,,
20/01/2008 4.00,"0,548035","0,31921","34,851582",,,
20/01/2008 5.00,"0,407144","0,380376","34,851582",,,
20/01/2008 6.00,"0,489666","0,337796","34,851582",,,
20/01/2008 7.00,"0,439925","0,274223","34,851582",,,
20/01/2008 8.00,"0,427584","0,28543","34,851582",,,
20/01/2008 9.00,"0,499229","0,384875","34,851582",,,
20/01/2008 10.00,"0,391997","0,296953","34,851582",,,
20/01/2008 11.00,"0,503498","0,415537","34,851582",,,
20/01/2008 12.00,"0,361789","0,369406","34,851582",,,
20/01/2008 13.00,"0,606139","0,266844","34,851582",,,
20/01/2008 14.00,"0,501919","0,240878","34,851582",,,
20/01/2008 15.00,"0,498761","0,184683","34,851582",,,
20/01/2008 16.00,"0,528764","0,230222","34,851582",,,
20/01/2008 17.00,"0,544935","0,207651","34,851582",,,
20/01/2008 18.00,"0,844173","0,25311","34,851582",,,
20/01/2008 19.00,"0,663192","0,273553","34,851582",,,
