, Brindisi,,,
02/01/2008 7.00,"0,569757",,"0,445506","43,247452"
02/01/2008 8.00,"0,411369",,"0,509593","43,247452"
02/01/2008 9.00,"0,678382",,"0,60723","43,247452"
02/01/2008 10.00,"0,959115",,"0,780788","43,247452"
02/01/2008 11.00,"0,912706",,"0,626013","43,247452"
02/01/2008 12.00,"0,840932",,"0,494822","43,247452"
02/01/2008 13.00,"1,126871",,"0,568517","43,247452"
02/01/2008 14.00,"1,919889",,"0,468655","43,247452"
02/01/2008 15.00,"3,514288",,"0,461825","43,247452"
02/01/2008 16.00,"1,586037",,"0,718369","43,247452"
02/01/2008 17.00,"1,425413",,"0,878386","43,247452"
02/01/2008 18.00,"0,46491",,"0,789959","43,247452"
02/01/2008 19.00,"0,486882",,"0,667864","43,247452"
02/01/2008 20.00,"1,436669",,"1,196236","43,247452"
02/01/2008 21.00,"1,747045",,"1,092642","43,247452"
02/01/2008 22.00,"1,176518",,"0,88875","43,247452"
02/01/2008 23.00,"1,497071",,"1,377616","43,247452"
03/01/2008 0.00,"0,708062",,"1,161693","43,247452"
03/01/2008 1.00,"0,466799","21,072248","1,009576","53,505482"
03/01/2008 2.00,"0,347922","16,431062","0,791032","53,505482"
03/01/2008 3.00,"0,534796","19,304526","1,012713","53,505482"
03/01/2008 4.00,"0,340983","21,530382","0,886844","53,505482"
03/01/2008 5.00,"0,28008","19,37202","0,819343","53,505482"
03/01/2008 6.00,"0,324138","22,569975","0,710507","53,505482"
03/01/2008 7.00,"0,290256","34,950383","0,75625","53,505482"
03/01/2008 8.00,"1,300715","56,11089","1,01315","53,505482"
03/01/2008 9.00,"3,669863","70,732714","1,265048","53,505482"
03/01/2008 10.00,"5,20147","75,250622","1,460404","53,505482"
03/01/2008 11.00,"2,686309","43,409913","0,958395","53,505482"
03/01/2008 12.00,"2,45449","24,448017","0,687398","53,505482"
03/01/2008 13.00,"0,948554","13,910591","0,397938","53,505482"
03/01/2008 14.00,"0,411793","11,911865","0,317413","53,505482"
03/01/2008 15.00,"0,048145","11,378443","0,313404","53,505482"
03/01/2008 16.00,"0,069577","16,061162","0,356286","53,505482"
03/01/2008 17.00,"0,123928","22,843829","0,570899","53,505482"
03/01/2008 18.00,"0,353087","36,94521","0,935684","53,505482"
03/01/2008 19.00,"0,520726","43,864164","1,154584","53,505482"
03/01/2008 20.00,"1,041489","45,489117","1,184325","53,505482"
03/01/2008 21.00,"0,359062","43,348919","0,936318","53,505482"
03/01/2008 22.00,"0,743063","52,387288","1,065642","53,505482"
03/01/2008 23.00,"0,213818","28,17938","0,678981","53,505482"
04/01/2008 0.00,"0,052423","20,399949","0,575505","53,505482"
04/01/2008 1.00,,"20,218234","0,452098","27,07271"
04/01/2008 2.00,"0,453952","13,962508",,"27,07271"
04/01/2008 3.00,"0,253897","9,573105","0,431458","27,07271"
04/01/2008 4.00,"0,338143",,"0,506467","27,07271"
04/01/2008 5.00,"0,267745","8,588019","0,347644","27,07271"
04/01/2008 6.00,"0,163385","9,162977","0,355531","27,07271"
04/01/2008 7.00,"0,956643","32,794624","0,520728","27,07271"
04/01/2008 8.00,"0,446061","17,503103","0,428469","27,07271"
04/01/2008 9.00,"0,602562","12,370017","0,467747","27,07271"
04/01/2008 10.00,"0,665611","12,585464","0,437672","27,07271"
04/01/2008 11.00,"0,368778","12,90474","0,428588","27,07271"
04/01/2008 12.00,"0,247941","12,418036","0,375528","27,07271"
04/01/2008 13.00,"0,242448","18,55957","0,455797","27,07271"
04/01/2008 14.00,"0,34263","16,969669","0,390507","27,07271"
04/01/2008 15.00,"0,182339","15,037142","0,382738","27,07271"
04/01/2008 16.00,"0,206707","20,595929","0,493959","27,07271"
04/01/2008 17.00,"0,155572","16,768501","0,470576","27,07271"
04/01/2008 18.00,"0,265657","19,621212","0,520251","27,07271"
04/01/2008 19.00,"0,190771","20,5479","0,542079","27,07271"
04/01/2008 20.00,"0,193092","21,688733","0,477865","27,07271"
04/01/2008 21.00,"0,228136","18,302587","0,452571","27,07271"
04/01/2008 22.00,"0,171432","18,129971","0,392578","27,07271"
04/01/2008 23.00,"0,221406","11,887207","0,348082","27,07271"
05/01/2008 0.00,"0,296678","11,519903","0,324738","27,07271"
05/01/2008 1.00,"0,287859","10,106529","0,278211","30,1145"
05/01/2008 2.00,"0,262562","8,045508","0,252436","30,1145"
05/01/2008 3.00,"0,317024","8,362191","0,314102","30,1145"
05/01/2008 4.00,"0,192241","7,512083","0,221843","30,1145"
05/01/2008 5.00,"0,128187","7,453679","0,215948","30,1145"
05/01/2008 6.00,"0,088655","7,641872","0,229332","30,1145"
05/01/2008 7.00,"0,193866","9,305744","0,268849","30,1145"
05/01/2008 8.00,"0,274553","19,946977","0,286815","30,1145"
05/01/2008 9.00,"0,484974","24,057357","0,368477","30,1145"
05/01/2008 10.00,"0,718139","27,133306","0,452013","30,1145"
05/01/2008 11.00,"0,908911","33,740755","0,484558","30,1145"
05/01/2008 12.00,"0,536187","28,862059","0,529533","30,1145"
05/01/2008 13.00,"0,72162","23,860057","0,520449","30,1145"
05/01/2008 14.00,"0,584924","18,906104","0,473722","30,1145"
05/01/2008 15.00,"1,006695","19,974243","0,515868","30,1145"
05/01/2008 16.00,"0,707928","20,723117","0,583787","30,1145"
05/01/2008 17.00,"0,808961","19,478461","0,608167","30,1145"
05/01/2008 18.00,"0,724406","22,215661","0,590401","30,1145"
05/01/2008 19.00,"0,661589","23,87046","0,638919","30,1145"
05/01/2008 20.00,"0,750167","21,5317","0,567217","30,1145"
05/01/2008 21.00,"0,568291","22,203979","0,561361","30,1145"
05/01/2008 22.00,"0,518626","19,684804","0,446156","30,1145"
05/01/2008 23.00,"0,295827","14,193521","0,33402","30,1145"
06/01/2008 0.00,"0,159827","12,567289","0,282274","30,1145"
06/01/2008 1.00,,"10,842418","0,254786","42,27486"
06/01/2008 2.00,"0,344457","8,985169",,"42,27486"
06/01/2008 3.00,"0,44684","8,582828","0,257572","42,27486"
06/01/2008 4.00,"0,339803",,"0,23025","42,27486"
06/01/2008 5.00,"0,35012","8,28951","0,203484","42,27486"
06/01/2008 6.00,"0,340812","7,599041","0,211943","42,27486"
06/01/2008 7.00,"0,327005","8,617871","0,205827","42,27486"
06/01/2008 8.00,"0,539761","8,473808","0,214087","42,27486"
06/01/2008 9.00,"0,677279","10,926784","0,294147","42,27486"
06/01/2008 10.00,"0,653313","9,832679","0,335527","42,27486"
06/01/2008 11.00,"0,707296","12,891759","0,400813","42,27486"
06/01/2008 12.00,"0,85614","15,584845","0,428373","42,27486"
06/01/2008 13.00,"1,183611","20,287026","0,546557","42,27486"
06/01/2008 14.00,"1,566462","18,775009","0,583171","42,27486"
06/01/2008 15.00,"1,165616","14,494627","0,565222","42,27486"
06/01/2008 16.00,"1,685055","21,591393","0,799205","42,27486"
06/01/2008 17.00,"1,985999","28,291002","1,018813","42,27486"
06/01/2008 18.00,"2,61426","43,652621","1,34457","42,27486"
06/01/2008 19.00,"3,034264","48,611795","1,380748","42,27486"
06/01/2008 20.00,"2,765508","36,563633","1,062615","42,27486"
06/01/2008 21.00,"2,489772","38,026333","1,08398","42,27486"
06/01/2008 22.00,"1,756956","34,083406","0,911034","42,27486"
06/01/2008 23.00,"1,151499","25,081367","0,708978","42,27486"
07/01/2008 0.00,"0,690776","19,300644","0,61514","42,27486"
07/01/2008 1.00,"0,612359","14,001436","0,477576","45,92334"
07/01/2008 2.00,"0,530686","9,833976","0,35435","45,92334"
07/01/2008 3.00,"0,488569","10,785314","0,655527","45,92334"
07/01/2008 4.00,"0,279614","9,181148","0,328736","45,92334"
07/01/2008 5.00,"0,206007","9,543254","0,249868","45,92334"
07/01/2008 6.00,"0,18553","15,818462","0,300064","45,92334"
07/01/2008 7.00,"0,725214","35,495496","0,580948","45,92334"
07/01/2008 8.00,"2,388551","64,583402","0,983985","45,92334"
07/01/2008 9.00,"6,550194","75,672424","1,766193","45,92334"
07/01/2008 10.00,"4,60375","75,40247","1,329996","45,92334"
07/01/2008 11.00,"2,245526","40,65843","0,578446","45,92334"
07/01/2008 12.00,"1,341064","21,095611","0,464472","45,92334"
07/01/2008 13.00,"0,953947","16,876222","0,322382","45,92334"
07/01/2008 14.00,"1,026623","19,115052","0,294981","45,92334"
07/01/2008 15.00,"0,746388","19,246135","0,250384","45,92334"
07/01/2008 16.00,"0,53053",,"0,256738","45,92334"
07/01/2008 17.00,"0,915476",,"0,688568","45,92334"
07/01/2008 18.00,"0,423106","33,433173","0,720218","45,92334"
07/01/2008 19.00,"1,056329","51,371078","1,090254","45,92334"
07/01/2008 20.00,"1,165229","56,658599","1,218644","45,92334"
07/01/2008 21.00,"2,516065","78,397964","1,931198","45,92334"
07/01/2008 22.00,"3,112214","79,662079","1,744868","45,92334"
07/01/2008 23.00,"2,230324","64,597684","1,343855","45,92334"
08/01/2008 0.00,"0,884606","55,557995","1,076911","45,92334"
08/01/2008 1.00,,"53,191973","1,289292","39,14109"
08/01/2008 2.00,"0,161063","31,578516",,"39,14109"
08/01/2008 3.00,"0,067606","21,382431","0,695914","39,14109"
08/01/2008 4.00,"0,061646",,"0,810823","39,14109"
08/01/2008 5.00,"0,045161","24,06644","0,675706","39,14109"
08/01/2008 6.00,"0,046284","15,669211","0,621497","39,14109"
08/01/2008 7.00,"0,317909","37,53185","0,811511","39,14109"
08/01/2008 8.00,"0,472781","51,413889","1,067461","39,14109"
08/01/2008 9.00,"2,851315","61,304971","1,622832","39,14109"
08/01/2008 10.00,"1,723327","56,85848","1,008324","39,14109"
08/01/2008 11.00,"0,684076","50,650734","0,825608","39,14109"
08/01/2008 12.00,"0,209127","41,88232","0,536806","39,14109"
08/01/2008 13.00,"0,127318","33,731675","0,500132","39,14109"
08/01/2008 14.00,"0,105917","32,035368","0,50846","39,14109"
08/01/2008 15.00,"0,083395","26,337704","0,52355","39,14109"
08/01/2008 16.00,"0,105996","25,841922","0,445733","39,14109"
08/01/2008 17.00,"0,011648","14,376523","0,33281","39,14109"
08/01/2008 18.00,"0,003173","14,763286","0,41544","39,14109"
08/01/2008 19.00,"0,002903","16,681544","0,444739","39,14109"
08/01/2008 20.00,"0,005921","20,544","0,503762","39,14109"
08/01/2008 21.00,"0,01308","20,372685","0,523818","39,14109"
08/01/2008 22.00,"0,006153","19,410967","0,466132","39,14109"
08/01/2008 23.00,"0,029024","21,998916","0,576497","39,14109"
09/01/2008 0.00,"0,682141","38,812853","1,268362","39,14109"
09/01/2008 1.00,"1,010653","28,461019","0,827823","72,615791"
09/01/2008 2.00,"0,715538","15,688669","0,498757","72,615791"
09/01/2008 3.00,"0,778578","13,628954","0,451578","72,615791"
09/01/2008 4.00,"0,693247","11,436839","0,366045","72,615791"
09/01/2008 5.00,"0,740884","10,090957","0,349428","72,615791"
09/01/2008 6.00,"0,818863","10,623083","0,366503","72,615791"
09/01/2008 7.00,"1,201321","19,452496","0,424685","72,615791"
09/01/2008 8.00,"1,366139","37,224249","0,748517","72,615791"
09/01/2008 9.00,"2,095453","56,039514","0,650454","72,615791"
09/01/2008 10.00,"1,070365","41,585102","0,431064","72,615791"
09/01/2008 11.00,"0,983603","33,003566","0,386751","72,615791"
09/01/2008 12.00,"0,549443","12,394672","0,296595","72,615791"
09/01/2008 13.00,"0,569334","11,634124","0,332924","72,615791"
09/01/2008 14.00,"0,610741","9,608147","0,293157","72,615791"
09/01/2008 15.00,"0,560626","10,029956","0,302058","72,615791"
09/01/2008 16.00,"0,608303","13,523828","0,352064","72,615791"
09/01/2008 17.00,"0,454012","19,375921","0,520761","72,615791"
09/01/2008 18.00,"0,561942","48,975189","1,082283","72,615791"
09/01/2008 19.00,"3,125225","91,86986","2,473691","72,615791"
09/01/2008 20.00,"4,113278","88,422711","3,062985","72,615791"
09/01/2008 21.00,"5,073391","82,374635","3,232447","72,615791"
09/01/2008 22.00,"4,714654","73,671099","2,654308","72,615791"
09/01/2008 23.00,"4,396552","72,763893","2,773534","72,615791"
10/01/2008 0.00,"1,878431","51,381443","2,132286","72,615791"
10/01/2008 1.00,,"44,947888","1,916716","103,507301"
10/01/2008 2.00,"0,088766","32,127505",,"103,507301"
10/01/2008 3.00,"0,031586","23,285118","1,059562","103,507301"
10/01/2008 4.00,"0,01554",,"0,896581","103,507301"
10/01/2008 5.00,"0,033822","23,247472","0,766298","103,507301"
10/01/2008 6.00,"0,030011","25,838021","0,582351","103,507301"
10/01/2008 7.00,"0,062257","36,440347","0,674535","103,507301"
10/01/2008 8.00,"0,429926","53,813659","0,893974","103,507301"
10/01/2008 9.00,"2,80849","73,035146","2,117052","103,507301"
10/01/2008 10.00,"3,486453","76,004674","1,698947","103,507301"
10/01/2008 11.00,"0,548508","67,716463","1,038825","103,507301"
10/01/2008 12.00,"0,093376","50,593639","0,832532","103,507301"
10/01/2008 13.00,"0,088961","39,666847","0,557053","103,507301"
10/01/2008 14.00,"0,054536","34,124937","0,591511","103,507301"
10/01/2008 15.00,"0,130485","29,996412","0,566291","103,507301"
10/01/2008 16.00,"0,00457","22,884058","0,225459","103,507301"
10/01/2008 17.00,"0,001829","24,085903","0,275326","103,507301"
10/01/2008 18.00,"0,003656","43,117895","0,77726","103,507301"
10/01/2008 19.00,"0,12039","74,345992","1,790748","103,507301"
10/01/2008 20.00,"1,489209","89,602474","3,403068","103,507301"
10/01/2008 21.00,"3,999154","82,159172","3,836889","103,507301"
10/01/2008 22.00,"3,029667","68,526348","2,980862","103,507301"
10/01/2008 23.00,"2,694751","68,184996","2,736813","103,507301"
11/01/2008 0.00,"1,049033","52,068021","1,882702","103,507301"
11/01/2008 1.00,"0,382119","38,920574","1,367775","89,53019"
11/01/2008 2.00,"0,142894","31,866635","1,078113","89,53019"
11/01/2008 3.00,"0,156138","23,444752","0,951546","89,53019"
11/01/2008 4.00,"0,06393","24,281865","0,755297","89,53019"
11/01/2008 5.00,"0,059009","22,351948","0,591589","89,53019"
11/01/2008 6.00,"0,059359","27,939271","0,593314","89,53019"
11/01/2008 7.00,"0,907131","52,283466","1,328218","89,53019"
11/01/2008 8.00,"2,373935","51,402208","1,415726","89,53019"
11/01/2008 9.00,"2,728904","58,883135","1,610712","89,53019"
11/01/2008 10.00,"1,17627","66,436761","1,425461","89,53019"
11/01/2008 11.00,"0,461472","45,295717","0,780364","89,53019"
11/01/2008 12.00,"0,175412","31,677156","0,484187","89,53019"
11/01/2008 13.00,"0,33513","37,621409","0,615314","89,53019"
11/01/2008 14.00,"0,168975","39,141219","0,659892","89,53019"
11/01/2008 15.00,"0,157092","34,938702","0,744257","89,53019"
11/01/2008 16.00,"0,115568","35,146365","1,051895","89,53019"
11/01/2008 17.00,"0,098763","53,596915","1,471342","89,53019"
11/01/2008 18.00,"0,223763","67,632104","1,627998","89,53019"
11/01/2008 19.00,"0,208748","69,262217","1,56874","89,53019"
11/01/2008 20.00,"0,204839","65,280359","1,502006","89,53019"
11/01/2008 21.00,"0,171426","65,534734","1,370266","89,53019"
11/01/2008 22.00,"0,064746","59,129745","1,278772","89,53019"
11/01/2008 23.00,"0,07663","49,634507","1,153203","89,53019"
12/01/2008 0.00,"0,161467","39,219094","0,841807","89,53019"
12/01/2008 1.00,,"32,171636","0,632563","31,07583"
12/01/2008 2.00,"0,306474","25,302011",,"31,07583"
12/01/2008 3.00,"0,392224","18,728289","0,466263","31,07583"
12/01/2008 4.00,"0,306766",,"0,364814","31,07583"
12/01/2008 5.00,"0,12245","17,173442","0,298474","31,07583"
12/01/2008 6.00,"0,142256","15,737992","0,329822","31,07583"
12/01/2008 7.00,"0,305542","23,97428","0,653697","31,07583"
12/01/2008 8.00,"0,452983","42,71425","0,56019","31,07583"
12/01/2008 9.00,"0,272104","41,273617","0,468758","31,07583"
12/01/2008 10.00,"0,255502","34,641502","0,398158","31,07583"
12/01/2008 11.00,"0,186937","27,017801","0,411894","31,07583"
12/01/2008 12.00,"0,278046","25,809476","0,555856","31,07583"
12/01/2008 13.00,"0,260221","26,403898","0,534675","31,07583"
12/01/2008 14.00,"0,276589","26,244246","0,582983","31,07583"
12/01/2008 15.00,"0,320862","20,698451","0,481458","31,07583"
12/01/2008 16.00,"0,322436","24,257217","0,586052","31,07583"
12/01/2008 17.00,"0,229288","23,531709","0,596181","31,07583"
12/01/2008 18.00,"0,188277","32,284557","0,625956","31,07583"
12/01/2008 19.00,"0,160606","29,228073","0,610224","31,07583"
12/01/2008 20.00,"0,136023","29,353961","0,612949","31,07583"
12/01/2008 21.00,"0,148897","27,180017","0,549908","31,07583"
12/01/2008 22.00,"0,075847","25,562866","0,474819","31,07583"
12/01/2008 23.00,"0,080332","19,338293","0,425822","31,07583"
13/01/2008 0.00,"0,135615","13,9638","0,31835","31,07583"
13/01/2008 1.00,"0,067342","11,320038","0,27081","50,10202"
13/01/2008 2.00,"0,048467","9,698998","0,243492","50,10202"
13/01/2008 3.00,"0,072002","8,870957","0,215712","50,10202"
13/01/2008 4.00,"0,062856","7,469254","0,180604","50,10202"
13/01/2008 5.00,"0,068623","7,165552","0,189506","50,10202"
13/01/2008 6.00,"0,058487","7,020191","0,183788","50,10202"
13/01/2008 7.00,"0,04602","8,634743","0,221621","50,10202"
13/01/2008 8.00,"0,087905","9,252531","0,257227","50,10202"
13/01/2008 9.00,"0,122683","13,179886","0,376748","50,10202"
13/01/2008 10.00,"0,157402","24,06772","0,558157","50,10202"
13/01/2008 11.00,"0,221306","26,411678","0,775596","50,10202"
13/01/2008 12.00,"0,251366","35,511057","0,91572","50,10202"
13/01/2008 13.00,"0,215656","38,291106","1,052277","50,10202"
13/01/2008 14.00,"0,340145","38,376763","1,153572","50,10202"
13/01/2008 15.00,"0,34667","26,202736","0,901524","50,10202"
13/01/2008 16.00,"0,282415","24,777665","1,036507","50,10202"
13/01/2008 17.00,"0,266279","47,285366","1,526291","50,10202"
13/01/2008 18.00,"1,586492","79,795772","2,570741","50,10202"
13/01/2008 19.00,"0,789168","54,714383","1,444411","50,10202"
13/01/2008 20.00,"1,112186","64,322529","1,680996","50,10202"
13/01/2008 21.00,"1,209004","66,937744","1,428679","50,10202"
13/01/2008 22.00,"1,167353","64,412088","1,523067","50,10202"
13/01/2008 23.00,"0,546539","35,896536","0,656689","50,10202"
14/01/2008 0.00,"0,383311","13,722403","0,399539","50,10202"
14/01/2008 1.00,,"11,387528","0,307491","118,247101"
14/01/2008 2.00,"0,277626","9,662657",,"118,247101"
14/01/2008 3.00,"0,195143","9,426445","0,372542","118,247101"
14/01/2008 4.00,"0,316462",,"0,438019","118,247101"
14/01/2008 5.00,"0,431508","15,368094","0,417048","118,247101"
14/01/2008 6.00,"0,492783","14,367438","0,404037","118,247101"
14/01/2008 7.00,"0,640026","18,276632","0,450763","118,247101"
14/01/2008 8.00,"0,913456","49,778575","1,04063","118,247101"
14/01/2008 9.00,"1,741409","60,51587","0,993292","118,247101"
14/01/2008 10.00,"1,205421","46,305464","0,767126","118,247101"
14/01/2008 11.00,"0,805666","39,412476","0,855908","118,247101"
14/01/2008 12.00,"0,495958","41,773297","0,942509","118,247101"
14/01/2008 13.00,"0,492899","32,63239","0,753617","118,247101"
14/01/2008 14.00,"0,344098","22,685498","0,707007","118,247101"
14/01/2008 15.00,"0,420615","16,717886","0,573488","118,247101"
14/01/2008 16.00,"0,217004","16,520614","0,311466","118,247101"
14/01/2008 17.00,"0,076441","19,754898","0,469934","118,247101"
14/01/2008 18.00,"0,161117","46,389823","1,011775","118,247101"
14/01/2008 19.00,"3,953876","87,997007","3,526727","118,247101"
14/01/2008 20.00,"7,696021","87,703683","4,260787","118,247101"
14/01/2008 21.00,"8,042428","80,743224","5,199125","118,247101"
14/01/2008 22.00,"9,146314","78,808089","5,272678","118,247101"
14/01/2008 23.00,"7,148697","72,79762","4,707913","118,247101"
15/01/2008 0.00,"2,404703","61,573628","3,283149","118,247101"
15/01/2008 1.00,"0,49057","39,076327","1,901817","59,801922"
15/01/2008 2.00,"0,255013","32,841333","1,820766","59,801922"
15/01/2008 3.00,"0,144586","26,951609","1,454614","59,801922"
15/01/2008 4.00,"0,051942","27,378597","1,182528","59,801922"
15/01/2008 5.00,"0,036738","28,882824","1,309004","59,801922"
15/01/2008 6.00,"0,079924","37,124329","1,337361","59,801922"
15/01/2008 7.00,"1,472346","47,11923","1,670678","59,801922"
15/01/2008 8.00,"3,395948","60,158956","2,57576","59,801922"
15/01/2008 9.00,"7,513579","78,430392","3,478507","59,801922"
15/01/2008 10.00,"1,975542","77,469972","1,347081","59,801922"
15/01/2008 11.00,"0,051961","41,608463","0,599052","59,801922"
15/01/2008 12.00,"0,015377","31,076232","0,487385","59,801922"
15/01/2008 13.00,"0,001655","30,466247","0,471503","59,801922"
15/01/2008 14.00,"0,004137","27,986","0,456541","59,801922"
15/01/2008 15.00,"0,011412","23,436951","0,524237","59,801922"
15/01/2008 16.00,"0,002482","27,917226","0,620329","59,801922"
15/01/2008 17.00,"0,00331","34,15348","0,68152","59,801922"
15/01/2008 18.00,0,"35,112617","0,668547","59,801922"
15/01/2008 19.00,0,"45,987499","0,993406","59,801922"
15/01/2008 20.00,"0,007447","43,957626","0,983189","59,801922"
15/01/2008 21.00,"0,045649","64,67426","1,366483","59,801922"
15/01/2008 22.00,"0,057715","73,331052","1,418069","59,801922"
15/01/2008 23.00,"0,042512","57,369826","1,210578","59,801922"
16/01/2008 0.00,"0,408548","45,865494","1,111693","59,801922"
16/01/2008 1.00,,"34,184628","0,914803","75,121269"
16/01/2008 2.00,"0,346602","22,446687",,"75,121269"
16/01/2008 3.00,"0,277339","16,970972","0,47436","75,121269"
16/01/2008 4.00,"0,202096",,"0,379472","75,121269"
16/01/2008 5.00,"0,146435","19,082605","0,426916","75,121269"
16/01/2008 6.00,"0,267499","27,474637","0,635506","75,121269"
16/01/2008 7.00,"1,499175","40,853109","1,715099","75,121269"
16/01/2008 8.00,"4,541225","49,019319","1,781666","75,121269"
16/01/2008 9.00,"3,64525","69,507526","1,444118","75,121269"
16/01/2008 10.00,"1,320231","53,87207","0,903384","75,121269"
16/01/2008 11.00,"0,587863","37,252815","0,621634","75,121269"
16/01/2008 12.00,"0,22708","25,514856","0,540849","75,121269"
16/01/2008 13.00,"0,252161","26,76601","0,588945","75,121269"
16/01/2008 14.00,"0,262387","26,119658","0,598872","75,121269"
16/01/2008 15.00,"0,294125","22,318202","0,658504","75,121269"
16/01/2008 16.00,"0,23885","29,443518","0,904763","75,121269"
16/01/2008 17.00,"0,207884","44,955689","1,251737","75,121269"
16/01/2008 18.00,"0,567894","82,059249","1,998304","75,121269"
16/01/2008 19.00,"0,89144","81,36359","1,747252","75,121269"
16/01/2008 20.00,"0,807515","74,112367","1,686166","75,121269"
16/01/2008 21.00,"1,681014","78,844419","2,381341","75,121269"
16/01/2008 22.00,"1,360265","62,56781","1,309758","75,121269"
16/01/2008 23.00,"1,090642","58,457449","1,417675","75,121269"
17/01/2008 0.00,"0,64854","46,712989","0,985585","75,121269"
17/01/2008 1.00,"0,49294","31,059368","0,645432","33,095901"
17/01/2008 2.00,"0,271648","16,041693","0,282439","33,095901"
17/01/2008 3.00,"0,070999","14,084499","0,276537","33,095901"
17/01/2008 4.00,"0,059519","11,747041","0,217712","33,095901"
17/01/2008 5.00,"0,058555","10,568572","0,176477","33,095901"
17/01/2008 6.00,"0,042734","9,213593","0,179082","33,095901"
17/01/2008 7.00,"0,045918","13,94304","0,313902","33,095901"
17/01/2008 8.00,"0,046496","25,901633","0,368588","33,095901"
17/01/2008 9.00,"0,056336","29,178744","0,401814","33,095901"
17/01/2008 10.00,"0,054985","32,642773","0,402083","33,095901"
17/01/2008 11.00,"0,052864","30,554486","0,419864","33,095901"
17/01/2008 12.00,"0,043506","27,700482","0,358241","33,095901"
17/01/2008 13.00,"0,033184","26,646606","0,386754","33,095901"
17/01/2008 14.00,"0,078523","39,103573","0,989955","33,095901"
17/01/2008 15.00,"0,125502","26,333822","0,56116","33,095901"
17/01/2008 16.00,"0,09251","25,758846","0,963128","33,095901"
17/01/2008 17.00,"0,132544","29,970446","0,666127","33,095901"
17/01/2008 18.00,"0,122801","27,013901","0,588063","33,095901"
17/01/2008 19.00,"0,05894","24,316929","0,560394","33,095901"
17/01/2008 20.00,"0,111032","27,030766","0,500381","33,095901"
17/01/2008 21.00,"0,121354","25,766647","0,522762","33,095901"
17/01/2008 22.00,"0,091643","21,617339","0,452093","33,095901"
17/01/2008 23.00,"0,069841","17,593947","0,394533","33,095901"
18/01/2008 0.00,"0,167368","14,588076","0,306735","33,095901"
18/01/2008 1.00,,"10,302508","0,216868","80,257889"
18/01/2008 2.00,"0,715654","8,661998",,"80,257889"
18/01/2008 3.00,"0,707313","8,951423",,"80,257889"
18/01/2008 4.00,"0,653101",,,"80,257889"
18/01/2008 5.00,"0,960074","8,83851",,"80,257889"
18/01/2008 6.00,"0,926481","8,819043",,"80,257889"
18/01/2008 7.00,"1,142174","24,910051",,"80,257889"
18/01/2008 8.00,"1,404665","45,053027",,"80,257889"
18/01/2008 9.00,"1,373852","38,727196",,"80,257889"
18/01/2008 10.00,"1,20658","34,249538",,"80,257889"
18/01/2008 11.00,"1,212372","33,396828",,"80,257889"
18/01/2008 12.00,"0,938528","28,350714",,"80,257889"
18/01/2008 13.00,"1,144722","26,682953",,"80,257889"
18/01/2008 14.00,"1,302959","42,622113",,"80,257889"
18/01/2008 15.00,"1,150746","26,7115",,"80,257889"
18/01/2008 16.00,"1,072207","42,354737",,"80,257889"
18/01/2008 17.00,"0,997143","52,903853",,"80,257889"
18/01/2008 18.00,"1,606225","52,544339",,"80,257889"
18/01/2008 19.00,"4,606925","70,571786",,"80,257889"
18/01/2008 20.00,"7,477422","70,0734",,"80,257889"
18/01/2008 21.00,"7,236476","66,055184",,"80,257889"
