,Provincia di TARANTO,,,,,,,,,
,TA V. Machiavelli,,,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,CH4,NMHC,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug-C/m3,ug-C/m3,ug/m3,ug/m3 293K,ug/m3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,
,,,,,,,
20/10/2009 14.00,"2,74703","14,881488","13,488785","0,462576",,"881,912808","71,722951","30,29999","1,476176","13,7"
20/10/2009 15.00,"2,100458","14,82053","13,712015","0,49095",,"878,108429","72,729666","30,29999","1,020661","13,7"
20/10/2009 16.00,"2,093233","17,256247","15,732805","0,459656",,"872,357329","71,530244","30,29999","1,12765","13,7"
20/10/2009 17.00,"2,066142","20,43383","18,623163","0,501683",,"869,652519","69,902207","30,29999","1,066324","13,7"
20/10/2009 18.00,"1,937912","29,99253","29,30465","0,569321",,"876,307715","71,580085","30,29999","1,207687","13,7"
20/10/2009 19.00,"1,652553","87,947833","79,926833","0,749743",,"884,863096","78,882966","30,29999","5,606721","13,7"
20/10/2009 20.00,"1,616431","80,21268","73,045532","0,664662",,"887,85992","73,570268","30,29999","1,691271","13,7"
20/10/2009 21.00,"1,85122","69,028877","63,343926","0,636249",,"929,547663","70,87239","30,29999","1,250402","13,7"
20/10/2009 22.00,"1,58031","62,887705","51,681261","0,63692",,"912,828865","71,390705","30,29999","3,166429","13,7"
20/10/2009 23.00,"1,742856","33,054673","28,274139","0,530451",,"893,159301","66,161074","30,29999","1,66788","13,7"
21/10/2009 0.00,"2,143803","31,071585","28,214428","0,502235",,"893,989825","65,91188","30,29999","1,230316","13,7"
21/10/2009 1.00,,"43,029692","38,541597","0,474848",,"948,12699","78,969345","22,9","0,858297","11,6"
21/10/2009 2.00,"2,492374",,,"0,539488",,"994,442757","68,779205","22,9","1,801107","11,6"
21/10/2009 3.00,"1,876505","34,839296","34,224875",,,"914,509532","65,357026","22,9","1,287522","11,6"
21/10/2009 4.00,"2,221464","29,106701","24,281865","0,523979",,"914,885406","59,110719","22,9","2,872008","11,6"
21/10/2009 5.00,"2,039051","57,746491","34,00683","0,565888",,"932,421509","58,177093","22,9","1,096682","11,6"
21/10/2009 6.00,"4,162988","221,026432","63,969514","1,227629",,"941,814292","72,061853","22,9","1,318947","11,6"
21/10/2009 7.00,"3,449591","212,995454","81,30648","1,249412",,"958,85555","68,67954","22,9","3,215754","11,6"
21/10/2009 8.00,"6,221905","198,698852","77,434925","1,336387",,"943,624876","86,763931","22,9","3,632724","11,6"
21/10/2009 9.00,"2,788569","71,360812","49,509919","0,617267",,"1060,942135","70,463708","22,9","3,124224","11,6"
21/10/2009 10.00,"1,65797","62,568649","48,720799","0,605429",,"1107,048671","55,648654","22,9","4,075628","11,6"
21/10/2009 11.00,"1,937912","64,80462","49,801941","0,638774",,"964,629678","51,522111","22,9","1,289556","11,6"
21/10/2009 12.00,"1,928881","29,947139","25,88085","0,531595",,"899,754682","63,865231","22,9","3,584925","11,6"
21/10/2009 13.00,"2,015572","18,616774","16,728271","0,457486",,"857,651945","68,603119","22,9","1,269724","11,6"
21/10/2009 14.00,"1,784396","12,849127","11,950803","0,442964",,"853,625117","68,330657","22,9","0,74241","11,6"
21/10/2009 15.00,"1,860251","10,639083","10,215548","0,453381",,"851,242707","70,214528","22,9","0,970472","11,6"
21/10/2009 16.00,"1,61282","14,363993","13,27074","0,466443",,"852,571605","72,998794","22,9","0,948556","11,6"
21/10/2009 17.00,"1,719377","19,951356","18,877551","0,537712",,"852,159483","78,238383","22,9","0,735088","11,6"
21/10/2009 18.00,"1,849414","22,726873","21,980753","0,557877",,"852,554916","76,394393","22,9","1,344982","11,6"
21/10/2009 19.00,"1,905402","21,66466","20,850302","0,582185",,"852,112947","79,142119","22,9","3,084052","11,6"
21/10/2009 20.00,"1,452079","16,644076","16,063755","0,518849",,"849,903521","80,743554","22,9","3,003709","11,6"
21/10/2009 21.00,"1,41957","11,11637","10,93716","0,494776",,"846,926795","81,663889","22,9","0,893384","11,6"
21/10/2009 22.00,"1,399703","6,641808","6,504936","0,464746",,"844,029443","83,301886","22,9","0,66522","11,6"
21/10/2009 23.00,"1,540576","4,91683","4,709977","0,454802",,"843,308619","83,956428","22,9","2,591875","11,6"
22/10/2009 0.00,"1,704928","2,261925","2,240128","0,454802",,"838,952511","85,547904","22,9","0,83694","11,6"
22/10/2009 1.00,"1,314818","1,343666","1,338107","0,457012",,"835,968907","91,711148","31,1","0,67778","8,1"
22/10/2009 2.00,"1,365388","1,242502","1,18366","0,458511",,"836,284488","93,030183","31,1","0,787056","8,1"
22/10/2009 3.00,"1,603789","1,298271","1,266723","0,467626",,"833,516993","94,797753","31,1","0,757868","8,1"
22/10/2009 4.00,"1,560443","1,06741","1,053871","0,470903",,"831,935738","95,811129","31,1","2,907603","8,1"
22/10/2009 5.00,"1,49723","1,494115","1,473085","0,472205",,"830,167802","92,87403","31,1","2,337778","8,1"
22/10/2009 6.00,"1,349133","4,283906","4,186936","0,468653",,"827,636454","95,000434","31,1","0,460345","8,1"
22/10/2009 7.00,"1,365388","9,666353","9,124041","0,504288",,"828,423433","97,306244","31,1","0,571503","8,1"
22/10/2009 8.00,"2,118519","15,747866","14,366137","0,553418",,"828,739492","100,200082","31,1","2,041831","8,1"
22/10/2009 9.00,"1,661583","14,196684","13,339523","0,526703",,"830,340785","103,668812","31,1","1,417698","8,1"
22/10/2009 10.00,"6,111735","26,82402","22,964535","0,830324",,"838,780066","91,47195","31,1","0,612234","8,1"
22/10/2009 11.00,"1,603789","34,939198","29,453901","0,698205",,,"43,109515","31,1",,"8,1"
22/10/2009 12.00,"1,824129","49,763605","40,147065","0,763436",,"844,883473","101,186901","31,1",,"8,1"
22/10/2009 13.00,"1,663389","14,553352","13,304482","0,574452",,"824,376985","99,81475","31,1",,"8,1"
22/10/2009 14.00,"1,446661","8,678057","8,207744","0,535343",,"821,559485","97,076998","31,1",,"8,1"
22/10/2009 15.00,"1,742856","7,487434","7,052637","0,530608",,"819,117321","100,326343","31,1",,"8,1"
22/10/2009 16.00,"1,818711","6,595115","6,279105","0,523032",,"823,343571","91,199487","31,1",,"8,1"
22/10/2009 17.00,"1,647134","10,546997","10,146763","0,570031",,"821,027854","97,522212","31,1",,"8,1"
22/10/2009 18.00,"1,694092","33,442487","32,134008","0,583488",,"822,622807","95,36925","31,1",,"8,1"
22/10/2009 19.00,"24,753973","15,797152","15,561481","0,54225",,"818,595978","92,133116","31,1",,"8,1"
22/10/2009 20.00,"1,64894","24,022559","23,68226","0,559376",,"815,75838","86,006411","31,1",,"8,1"
22/10/2009 21.00,"1,499037","16,799713","16,366164","0,549116",,"819,838145","90,338967","31,1",,"8,1"
22/10/2009 22.00,"1,390672","6,141175","5,820956","0,496039",,"814,777902","92,209537","31,1",,"8,1"
22/10/2009 23.00,"1,412345","5,809149","5,575657","0,502117",,"812,661606","89,757518","31,1",,"8,1"
23/10/2009 0.00,"1,975839","3,07383","2,87868","0,506063",,"814,213433","95,558623","31,1",,"8,1"
23/10/2009 1.00,,"1,551181","1,53668","0,507365",,"815,76478","94,030259","27,4",,"6,5"
23/10/2009 2.00,"1,365388",,,"0,497382",,"813,927759","96,296232","27,4",,"6,5"
23/10/2009 3.00,"1,370806","9,404363","9,303147",,,"813,382849","91,854029","27,4",,"6,5"
23/10/2009 4.00,"1,636298","4,232028","4,172659","0,483452",,"810,256168","85,574484","27,4",,"6,5"
23/10/2009 5.00,"1,302175","3,927238","3,918277","0,478992",,"809,780882","83,14242","27,4",,"6,5"
23/10/2009 6.00,"1,502649","5,017994","4,942296","0,506497",,"809,920549","93,359133","27,4",,"6,5"
23/10/2009 7.00,"1,347327","7,548392","7,313509","0,512692",,"809,844106","86,763931","27,4",,"6,5"
23/10/2009 8.00,"1,544188","10,628708","10,180507","0,54513",,"810,099873","90,242613","27,4",,"6,5"
23/10/2009 9.00,"1,182974","12,576763","12,014398","0,544144",,"812,478813","87,568002","27,4",,"6,5"
23/10/2009 10.00,"1,27689","16,829542","16,026119","0,495171",,"804,694201","74,716538","27,4",,"6,5"
23/10/2009 11.00,"1,797038","63,647708","49,909661","0,647733",,"813,323094","81,507736","27,4",,"6,5"
23/10/2009 12.00,"1,621849","36,145383","30,755666","0,590749",,"837,268435","77,892835","27,4",,"6,5"
23/10/2009 13.00,"1,349133","33,853622","30,336441","0,574095",,"829,118238","70,490303","27,4",,"6,5"
23/10/2009 14.00,"1,168526","23,069274","21,159205","0,544972",,"813,870935","77,759942","27,4",,"6,5"
23/10/2009 15.00,"1,452079","11,491194","10,260977","0,50113",,"807,594963","72,297753","27,4",,"6,5"
23/10/2009 16.00,"1,43763","23,17822","19,736735","0,545052",,"807,438668","72,523687","27,4",,"6,5"
23/10/2009 17.00,"1,453885","28,093761","23,510946","0,604245",,"812,39603","77,148601","27,4",,"6,5"
23/10/2009 18.00,"1,63991","20,127737","18,09493","0,561428",,"809,349202","80,192028","27,4",,"6,5"
23/10/2009 19.00,"1,64894","12,377028","11,804145","0,527886",,"806,950163","75,779717","27,4",,"6,5"
23/10/2009 20.00,"1,522516","12,9036","12,334973","0,533213",,"806,246028","78,291558","27,4",,"6,5"
23/10/2009 21.00,"1,605595","10,975","10,289528","0,514982",,"809,711318","69,068266","27,4",,"6,5"
23/10/2009 22.00,"10,590783","51,253836","44,651986","1,011928",,,"30,975547","27,4",,"6,5"
23/10/2009 23.00,"1,733825","45,243655","44,121158","0,737705",,"830,686214","78,886278","27,4",,"6,5"
24/10/2009 0.00,"2,109488","31,624116","30,413035","0,620741",,"847,186031","100,223387","27,4",,"6,5"
24/10/2009 1.00,"1,434019","29,471147","28,296203","0,614939",,"843,644297","77,002422",12,,"3,5"
24/10/2009 2.00,"1,538771","11,714275","11,678249","0,534988",,"821,649147","70,37735",12,,"3,5"
24/10/2009 3.00,"1,417764","6,595115","6,514021","0,513165",,"833,473866","71,583412",12,,"3,5"
24/10/2009 4.00,"1,551413","3,015467","2,991595","0,495921",,"819,077664","66,576396",12,,"3,5"
24/10/2009 5.00,"1,224515","15,876266","14,834672","0,527846",,"833,195011","68,230991",12,,"3,5"
24/10/2009 6.00,"1,258829","22,08488","20,375285","0,574175",,"823,828666","70,244443",12,,"3,5"
24/10/2009 7.00,"1,509873","52,257693","41,498142","0,609257",,"887,221939","72,11834",12,,"3,5"
24/10/2009 8.00,"1,316623","74,394466","51,624152","0,671725",,"840,388238","76,208333",12,,"3,5"
24/10/2009 9.00,"1,742856","89,112527","53,746166","0,761462",,"884,378001","73,653336",12,,"3,5"
24/10/2009 10.00,"1,450272","67,397254","42,257398","1,420244",,"878,31766","63,031268",12,,"3,5"
24/10/2009 11.00,"1,403316","42,702876","27,769257","0,622911",,"841,075685","69,80918",12,,"3,5"
24/10/2009 12.00,"1,374418","30,661749","22,642667","0,563323",,"839,072081","76,739941",12,,"3,5"
24/10/2009 13.00,"1,331072","24,414251","18,63355","0,542724",,"833,417521","71,397336",12,,"3,5"
24/10/2009 14.00,"1,399703","20,580384","16,615353","0,524886",,"830,566704","68,606431",12,,"3,5"
24/10/2009 15.00,"1,35997","10,474368","9,333","0,532148",,"831,224245","72,752926",12,,"3,5"
24/10/2009 16.00,"1,576698","6,062059","5,770339","0,493199",,"817,987904","74,819531",12,,"3,5"
24/10/2009 17.00,"1,77356","15,816606","15,041038","0,569637",,"821,423287","67,360496",12,,"3,5"
24/10/2009 18.00,"1,632686","35,306206","32,592162","0,704597",,"838,693335","70,131468",12,,"3,5"
24/10/2009 19.00,"1,614625","37,913161","34,259921","0,643667",,"833,447369","74,198216",12,,"3,5"
24/10/2009 20.00,"1,620043","34,538424","31,305958","0,651481",,"834,028526","71,447177",12,,"3,5"
24/10/2009 21.00,"1,555025","21,416943","20,64524","0,549234",,"828,141168","66,722575",12,,"3,5"
24/10/2009 22.00,"1,450272","15,035826","14,403784","0,508787",,"820,775497","63,094402",12,,"3,5"
24/10/2009 23.00,"1,403316","13,723288","12,976124","0,505786",,"817,532656","63,692457",12,,"3,5"
25/10/2009 0.00,"1,444855","8,275994","8,215531","0,483412",,"822,775692","57,273357",12,,"3,5"
25/10/2009 1.00,,"7,661229","7,488723","0,481992",,"823,865452","60,841753","29,5",,"10,8"
25/10/2009 2.00,"1,275084",,,"0,464431",,"822,037761","57,273357","29,5",,"10,8"
25/10/2009 3.00,"1,656165","21,546634","21,43176",,,"818,90809","60,781934","29,5",,"10,8"
25/10/2009 4.00,"1,668807","9,120325","9,042276",,,"822,59583","46,647981","29,5",,"10,8"
25/10/2009 5.00,"1,555025","7,966017","7,954658",,,"824,815545","49,119933","29,5",,"10,8"
25/10/2009 6.00,"1,941523","10,764888","10,651635",,,"832,480587","54,063818","29,5",,"10,8"
25/10/2009 7.00,"2,082397","34,863942","26,117058",,,"879,753386","55,917782","29,5",,"10,8"
25/10/2009 8.00,"1,654359","40,722406","28,093722",,,"862,967955","57,532529","29,5",,"10,8"
25/10/2009 9.00,"1,815099","37,595389","25,546002",,,"860,881507","66,503288","29,5",,"10,8"
25/10/2009 10.00,"1,632686","26,202774","18,537506",,,"847,033145","64,828745","29,5",,"10,8"
25/10/2009 11.00,"1,768141","34,371124","21,817219",,,"856,329388","64,9085","29,5",,"10,8"
25/10/2009 12.00,"2,210627","36,103874","22,903541",,,"848,368383","70,988677","29,5",,"10,8"
25/10/2009 13.00,"1,977645","34,64997","22,397358",,,"861,931071","62,476411","29,5",,"10,8"
25/10/2009 14.00,"8,085768","20,18221","14,527076",,,"854,758002","67,460185","29,5",,"10,8"
25/10/2009 15.00,"1,80968","13,777761","11,277203",,,"876,619827","58,469466","29,5",,"10,8"
25/10/2009 16.00,"1,869281","11,055411","9,86253",,,"869,038045","57,293309","29,5",,"10,8"
25/10/2009 17.00,"2,396653","27,262405","23,517426",,,"869,340348","64,609458","29,5",,"10,8"
25/10/2009 18.00,"2,176313","19,311946","17,308423",,,"857,665164","49,937275","29,5",,"10,8"
25/10/2009 19.00,"2,039051","24,433696","21,858748",,,"865,572755","41,544611","29,5",,"10,8"
25/10/2009 20.00,"2,268422","64,97452","50,457353",,,"911,602849","55,678565","29,5",,"10,8"
25/10/2009 21.00,"2,741612","114,154487","69,072741",,,"915,253863","44,455134","29,5",,"10,8"
25/10/2009 22.00,"2,649503","47,707897","41,668177",,,"902,150311","58,110628","29,5",,"10,8"
25/10/2009 23.00,"2,207016","68,877124","56,327633",,,"939,491697","51,23305","29,5",,"10,8"
26/10/2009 0.00,"2,035439","54,522209","44,424842",,,"924,088578","38,075923","29,5",,"10,8"
26/10/2009 1.00,"1,849414","44,242397","33,61227",,,"934,03949","31,048812","42,200001",,"19,6"
26/10/2009 2.00,"1,836771","11,960699","10,995566",,,"873,194731","29,663326","42,200001",,"19,6"
26/10/2009 3.00,"2,013767","7,129469","6,878724",,,"865,52281","25,646425","42,200001",,"19,6"
26/10/2009 4.00,"1,997512","7,617132","7,268084",,,"902,502079","26,413921","42,200001",,"19,6"
26/10/2009 5.00,"1,535158","7,565252","7,396574",,,"883,1853","30,028807","42,200001",,"19,6"
26/10/2009 6.00,"1,881923","41,529097","35,778433",,,"931,733523","42,182533","42,200001",,"19,6"
26/10/2009 7.00,"1,923463","58,516892","45,830448",,,"906,964537","55,173552","42,200001",,"19,6"
26/10/2009 8.00,"2,40207","89,736372","57,750102",,,"903,512465","63,832004","42,200001",,"19,6"
26/10/2009 9.00,"2,458059","77,648558","50,235427",,,"889,089346","63,832004","42,200001",,"19,6"
26/10/2009 10.00,"1,858444","46,619739","31,735546",,,"881,739824","57,426198","42,200001",,"19,6"
26/10/2009 11.00,"1,945136","35,708301","26,27151",,,"872,476838","59,545958","42,200001",,"19,6"
26/10/2009 12.00,"2,0535","39,933841","28,217028",,,"883,812993","59,735353","42,200001",,"19,6"
26/10/2009 13.00,"2,075172","36,332149","28,244273",,,"883,743429","64,46991","42,200001",,"19,6"
26/10/2009 14.00,"1,943329","29,187099","23,692643",,,"866,257271","62,436544","42,200001",,"19,6"
26/10/2009 15.00,"1,322042","26,831803","21,944405",,,"865,927993","61,134126","42,200001",,"19,6"
26/10/2009 16.00,"2,248555","23,830612","21,792555",,,"876,660022","59,805108","42,200001",,"19,6"
26/10/2009 17.00,"2,421938","58,934511","47,613732",,,"894,90367","59,180496","42,200001",,"19,6"
26/10/2009 18.00,"2,439998","118,645926","83,135172",,,"910,855108","59,446293","42,200001",,"19,6"
26/10/2009 19.00,"2,436386","127,837601","88,069703",,,"918,334008","49,983784","42,200001",,"19,6"
26/10/2009 20.00,"1,932493","82,772908","64,539268",,,"908,213522","55,818116","42,200001",,"19,6"
26/10/2009 21.00,"1,97042","106,543867","75,294749",,,"910,818382","56,80821","42,200001",,"19,6"
26/10/2009 22.00,"1,860251","88,50944","70,20449",,,"923,537328","47,837447","42,200001",,"19,6"
26/10/2009 23.00,"1,565862","47,422571","42,032873",,,"899,937475","48,980401","42,200001",,"19,6"
27/10/2009 0.00,"1,816905","54,10847","48,406732",,,"908,87507","56,356353","42,200001",,"19,6"
27/10/2009 1.00,,"59,913742","56,161501",,,"939,069825","59,067521","52,099991",,"25,1"
27/10/2009 2.00,"1,370806",,,,,"883,311748","28,6699","52,099991",,"25,1"
27/10/2009 3.00,"1,444855","83,20091","79,45054",,,"931,315061","37,055918","52,099991",,"25,1"
27/10/2009 4.00,"1,609207","51,875084","47,569601",,,"945,462376","32,573849","52,099991",,"25,1"
27/10/2009 5.00,"1,647134","61,747655","55,565777",,,"943,242661","45,72433","52,099991",,"25,1"
27/10/2009 6.00,"1,571279","43,505704","40,17043",,,"901,827851","40,046173","52,099991",,"25,1"
27/10/2009 7.00,"2,109488","86,174872","63,398439",,,"947,648773","52,558733","52,099991",,"25,1"
27/10/2009 8.00,"2,317186","106,329855","70,564004",,,"953,283773","50,20638","52,099991",,"25,1"
27/10/2009 9.00,"22,276042","126,296792","74,575722",,,"941,010206","96,571984","52,099991",,"25,1"
27/10/2009 10.00,"2,963759","86,414806","55,456754",,,"902,283099","59,609089","52,099991",,"25,1"
27/10/2009 11.00,"2,701878","115,263428","67,212898",,,"891,145886","58,655531","52,099991",,"25,1"
27/10/2009 12.00,"3,33039","63,195061","44,972552",,,"879,424108","58,050829","52,099991",,"25,1"
27/10/2009 13.00,"5,560884","68,851195","48,49239",,,"900,522041","55,05393","52,099991",,"25,1"
27/10/2009 14.00,"8,98519","65,40382","48,794794",,,"869,353627","49,81101","52,099991",,"25,1"
27/10/2009 15.00,"8,067707","62,323515","46,912869",,,"870,649686","47,2693","52,099991",,"25,1"
27/10/2009 16.00,"5,239562","59,73734","45,091957",,,"878,224589","44,993367","52,099991",,"25,1"
27/10/2009 17.00,"2,594984","81,790636","62,79126",,,"910,819339","60,034448","52,099991",,"25,1"
27/10/2009 18.00,"2,918607","84,60424","65,89815",,,"920,895742","54,087082","52,099991","1,294132","25,1"
27/10/2009 19.00,"2,28287","68,574931","56,280924",,,"922,809685","58,96119","52,099991","2,767765","25,1"
27/10/2009 20.00,"2,082397","55,326339","45,663013",,,"927,570497","46,119722","52,099991","1,527534","25,1"
27/10/2009 21.00,"1,80065","40,957161","34,174264",,,"899,113291","41,019665","52,099991","2,458597","25,1"
27/10/2009 22.00,"1,988481","55,114928","47,820093",,,"933,790542","32,102055","52,099991","1,49143","25,1"
27/10/2009 23.00,"1,909015","20,193893","19,054053",,,"896,030215","31,719975","52,099991","3,259485","25,1"
28/10/2009 0.00,"1,778977","19,084982","18,414204",,,"894,412234","28,743008","52,099991","1,183279","25,1"
28/10/2009 1.00,"1,91082","15,47161","15,17082",,,"893,175929","26,171371","39,5","0,966658","16,29999"
28/10/2009 2.00,"1,782589","11,799875","11,636717",,,"901,40257","36,726991","39,5","1,768563","16,29999"
28/10/2009 3.00,"1,806069","14,920397","14,830775",,,"907,26002","43,78399","39,5","1,579401","16,29999"
28/10/2009 4.00,"2,158252","18,656981","18,303891",,,"916,745935","37,142294","39,5","1,738053","16,29999"
28/10/2009 5.00,"1,511679","18,583052","17,662738",,,"895,212851","23,759238","39,5","1,841787","16,29999"
28/10/2009 6.00,"1,370806","38,290551","33,669383",,,"913,257137","24,829085","39,5","1,905349","16,29999"
28/10/2009 7.00,"1,878312","78,727632","55,110245",,,"936,823673","29,48724","39,5","2,626402","16,29999"
28/10/2009 8.00,"2,311767","81,785895","53,717619",,,"915,267561","28,600124","39,5","7,835985","16,29999"
28/10/2009 9.00,"2,37498","82,894837","53,027139",,,"896,465306","37,956324","39,5","10,881899","16,29999"
28/10/2009 10.00,"1,880118","79,01946","48,775309",,,"892,531608","37,740349","39,5","3,920026","16,29999"
28/10/2009 11.00,"3,720501","79,972747","53,304894",,,"875,473722","25,795933","39,5","3,911382","16,29999"
28/10/2009 12.00,"10,166359","76,599308","51,816231",,,"870,838819","24,729398","39,5","3,10846","16,29999"
28/10/2009 13.00,"9,160379","70,612471","48,454743",,,"874,2943","23,343914","39,5","2,043153","16,29999"
28/10/2009 14.00,"8,707055","82,761245","56,553461",,,"884,477951","30,201582","39,5","3,84426","16,29999"
28/10/2009 15.00,"7,159254","68,210465","49,199718",,,"876,952036","25,088236","39,5","3,567636","16,29999"
