NetC,Provincia di TARANTO,,,,
02/01/2007 21.00,"63,886343","40,104236","0,660075","38,329576","3,022842"
02/01/2007 22.00,"32,688927","23,182578","0,412033","49,789456","2,780328"
02/01/2007 23.00,"11,641644","10,481613","0,292603","60,140311","1,876293"
03/01/2007 0.00,"8,316201","8,072764","0,275823","62,975825","1,588005"
03/01/2007 1.00,"4,863655","5,474425","0,202376","67,046305","2,319948"
03/01/2007 2.00,"2,702895","4,417957","0,179107","66,497882","2,218717"
03/01/2007 3.00,"1,846892","3,608085","0,167789","66,111963","2,457709"
03/01/2007 4.00,"1,527835","3,200552","0,140088","66,668513","1,749094"
03/01/2007 5.00,"1,714601","3,50166","0,135212","65,154607","1,764059"
03/01/2007 6.00,"6,394085","6,198637","0,154413","62,897302","1,432637"
03/01/2007 7.00,"24,458341","16,495946","0,283105","52,324363","1,808071"
03/01/2007 8.00,"42,252829","25,555084","0,486589","42,980959","2,580948"
03/01/2007 9.00,"47,777935","26,188453","0,577368","44,075095","2,793532"
03/01/2007 10.00,"66,475133","32,680401","0,684927","38,492068","3,567288"
03/01/2007 11.00,"53,168148","27,6862","0,576023","44,821207","3,060254"
03/01/2007 12.00,"43,368233","23,211126","0,500597","49,193648","2,889042"
03/01/2007 13.00,"47,157989","24,789348","0,53368","52,531543","2,574785"
03/01/2007 14.00,"36,195957","20,605012","0,485638","56,358271","2,900045"
03/01/2007 15.00,"27,866788","16,760722","0,382116","56,783467","2,554539"
03/01/2007 16.00,"37,635577","21,560247","0,485559","53,946594","2,430421"
03/01/2007 17.00,"47,471862","25,97819","0,596204","51,144919","2,497762"
03/01/2007 18.00,"47,082769","26,647887","0,580614","48,776572","2,932615"
03/01/2007 19.00,"60,477917","32,716749","0,74025","43,376368","2,919411"
03/01/2007 20.00,"53,233003","29,986029","0,626359","42,225372","2,626281"
03/01/2007 21.00,"46,110041","26,406498","0,595571","42,307967","3,124073"
03/01/2007 22.00,"34,987172","22,320784","0,460152","44,190189","2,72091"
03/01/2007 23.00,"14,44311","11,4628","0,294184","51,050136","2,444066"
04/01/2007 0.00,"12,891927","9,915744","0,310568","54,477406","2,406654"
04/01/2007 1.00,"9,226677","7,891062","0,25936","57,234375","2,701985"
04/01/2007 2.00,,,"0,229998","61,317042","2,419419"
04/01/2007 3.00,"28,178329","28,882556",,"62,503251","2,446707"
04/01/2007 4.00,"19,488328","19,413567","0,211381",,"2,104282"
04/01/2007 5.00,"13,480754","14,411564","0,20028","59,501173","1,739851"
04/01/2007 6.00,"15,223889","14,154593","0,232383","55,790895","2,005251"
04/01/2007 7.00,"50,262943","31,673254","0,411261","42,152237","2,042663"
04/01/2007 8.00,"74,783556","43,333336","0,832427","31,307135","2,518009"
04/01/2007 9.00,"95,908674","51,647517","0,993417","24,170941","3,721336"
04/01/2007 10.00,"78,08564","43,507254","0,808229","25,136422","3,715174"
04/01/2007 11.00,"77,250402","42,564999","0,69587","26,108685","3,544842"
04/01/2007 12.00,"98,059061","47,678624","0,712879","28,81961","3,280321"
04/01/2007 13.00,"89,037307","46,505345","0,745462","33,223214","3,620105"
04/01/2007 14.00,"60,309316","34,87901","0,532803","43,775826","3,252152"
04/01/2007 15.00,,,"0,350411","31,688998","3,019321"
04/01/2007 16.00,"115,705689","75,279163","0,493514","17,380059","2,997755"
04/01/2007 17.00,"178,380687","85,459689","1,262853","10,521471","4,205924"
04/01/2007 18.00,"221,956233","90,339663","1,701107","9,199858","4,492891"
04/01/2007 19.00,"246,329083","90,838064","2,218977","13,384076","5,3067"
04/01/2007 20.00,"216,32214","81,615383","1,585474","8,186982","5,322984"
04/01/2007 21.00,"206,418564","73,451755","1,751736","8,415828","5,062865"
04/01/2007 22.00,"71,120893","41,653892","0,579361","16,62041","4,809788"
04/01/2007 23.00,"22,512881","20,758163","0,310563","27,785082","2,921172"
05/01/2007 0.00,"17,260138","16,451821","0,214894","29,133784","2,428661"
05/01/2007 1.00,"48,384917","38,956922","0,350011","19,542589","2,957263"
05/01/2007 2.00,"25,755309","25,638159","0,325975","23,527734","2,8864"
05/01/2007 3.00,"19,226345","19,527772","0,201319","31,860969","2,78517"
05/01/2007 4.00,"17,441715","17,357737","0,104045","39,228701","2,345035"
05/01/2007 5.00,"36,221901","28,576542","0,312957","24,713941","2,399612"
05/01/2007 6.00,"81,55114","46,100402","0,202595","21,933948","3,085342"
05/01/2007 7.00,"268,037733","117,426244","0,844005","9,656197","2,591511"
05/01/2007 8.00,"174,393805","68,997463","1,339914","5,814571","3,199777"
05/01/2007 9.00,"119,54734","56,267942","1,083335","6,341321","4,293951"
05/01/2007 10.00,"142,291076","65,69567","1,178046","9,41381","4,068602"
05/01/2007 11.00,"108,369998","58,723505","0,828034","13,356992","3,960329"
05/01/2007 12.00,"129,015256","57,108953","1,001323","14,686727","4,273264"
05/01/2007 13.00,"116,408656","54,606663","0,896231","20,503991","4,081365"
05/01/2007 14.00,"103,38444","50,507982","0,758159","26,175039","3,421163"
05/01/2007 15.00,"82,752143","47,081584","0,528811","26,938765","3,561567"
05/01/2007 16.00,"91,356296","50,061513","0,75736","24,559568","3,199777"
05/01/2007 17.00,"119,687393","61,308874","1,06449","16,841127","3,73586"
05/01/2007 18.00,"117,288006","57,92402","1,027356","19,480301","3,455054"
05/01/2007 19.00,"148,936746","68,597717","1,247042","13,986649","4,139904"
05/01/2007 20.00,"156,505916","71,974788","1,363952","10,349501","4,330922"
05/01/2007 21.00,"156,516302","66,666483","1,320988","8,748939","4,356009"
05/01/2007 22.00,"121,422762","59,769596","1,02456","10,352207","4,139904"
05/01/2007 23.00,"54,651898","36,311862","0,537275","20,020584","3,493346"
06/01/2007 0.00,"52,20062","33,181383","0,509645","19,933931","3,135957"
06/01/2007 1.00,"45,124326","29,189127","0,370456","21,585939","3,40972"
06/01/2007 2.00,,,"0,293393","21,464066","3,05013"
06/01/2007 3.00,"50,997933","45,114921",,"24,513542","2,609557"
06/01/2007 4.00,"17,745206","18,437568","0,260082",,"2,908407"
06/01/2007 5.00,"11,099508","12,636081","0,231025","39,741915","1,878933"
06/01/2007 6.00,"12,790764","12,433609","0,243922","43,545622","1,933951"
06/01/2007 7.00,"16,523456","16,145528","0,314774","36,688388","2,153578"
06/01/2007 8.00,"23,088737","20,94506","0,469931","25,293507","2,769325"
06/01/2007 9.00,"30,888721","24,732236","0,519288","28,066737","3,722656"
06/01/2007 10.00,"26,696911","20,828237","0,458308","37,391166","3,210339"
06/01/2007 11.00,"31,25965","21,848365","0,533379","43,039193","2,411496"
06/01/2007 12.00,"41,028479","26,258527","0,587196","42,221304","2,634644"
06/01/2007 13.00,"45,842858","28,555776","0,648335","44,934943","2,746878"
06/01/2007 14.00,"37,552597","24,584285","0,469454","52,217388","3,072137"
06/01/2007 15.00,"14,624685","12,630882","0,31947","60,895898","2,612197"
06/01/2007 16.00,"21,000604","17,386289","0,402661","55,391433","2,041343"
06/01/2007 17.00,"55,144755","38,39623","0,75302","32,984889","2,891242"
06/01/2007 18.00,"91,234367","56,439256","1,159185","16,059807","3,620544"
06/01/2007 19.00,"105,602265","60,351054","1,190471","10,670425","4,223088"
06/01/2007 20.00,"134,779002","63,530827","1,281385","7,973031","4,098531"
06/01/2007 21.00,"138,558393","54,445727","1,523714","6,081332","4,469124"
06/01/2007 22.00,"126,600268","50,663717","1,174152","4,880231","4,219128"
06/01/2007 23.00,"119,025935","47,419052","1,11763","5,806448","3,893868"
07/01/2007 0.00,"84,850657","41,700623","1,016924","4,972312","4,208565"
07/01/2007 1.00,"86,233244","44,771391","0,872354","10,575641","3,830048"
07/01/2007 2.00,"75,556542","48,164023","0,665768","13,533021","3,650033"
07/01/2007 3.00,"36,364537","33,207349","0,425191","17,083514","2,740276"
07/01/2007 4.00,"21,464915","21,918459","0,343035","24,072089","2,591511"
07/01/2007 5.00,"16,871047","17,259099","0,297737","25,307053","2,643887"
07/01/2007 6.00,"43,977815","28,163817","0,279985","25,542663","2,22664"
07/01/2007 7.00,"68,825251","36,208021","0,356727","22,42821","2,690101"
07/01/2007 8.00,"36,649903","30,481811","0,562436","22,426853","3,117032"
07/01/2007 9.00,"44,602943","28,862059","0,458786","38,765602","3,314651"
07/01/2007 10.00,"14,655812","13,053991","0,323212","52,481429","1,859567"
07/01/2007 11.00,"13,379591","10,954033","0,339054","58,768589","2,271093"
07/01/2007 12.00,"14,230405","11,61076","0,360071","60,569556","2,893884"
07/01/2007 13.00,"25,55298","17,067016","0,410622","60,166049","3,031645"
07/01/2007 14.00,"23,978448","18,006669","0,377665","61,892542","2,429982"
07/01/2007 15.00,"14,801075","13,07476","0,323133","65,598753","2,713868"
07/01/2007 16.00,"12,593623","12,176627","0,321063","63,174889","2,335793"
07/01/2007 17.00,"48,506846","35,860188","0,627319","32,984889","2,536054"
07/01/2007 18.00,"91,281039","55,486622","1,071217","7,027858","3,721336"
07/01/2007 19.00,"110,367349","56,218611","1,370786","8,660921","4,313317"
07/01/2007 20.00,"119,357973","54,783177","1,552214","9,36777","4,795703"
07/01/2007 21.00,"86,12688","54,352269","1,124476","14,827564","4,556711"
07/01/2007 22.00,"57,686836","44,605255","0,709554","27,789154","3,617023"
07/01/2007 23.00,"47,002352","38,59871","0,52311","30,066765","2,535173"
08/01/2007 0.00,"44,273505","36,158712","0,647619","27,059282","2,699344"
08/01/2007 1.00,"51,069652","42,282062","0,90571","13,723956","3,085342"
08/01/2007 2.00,,,"0,917971","10,269612","3,149161"
08/01/2007 3.00,"49,092701","47,67396",,"15,770028","3,520634"
08/01/2007 4.00,"66,859008","49,36325","0,51627",,"2,473995"
08/01/2007 5.00,"200,371852","103,450762","0,713434","8,333225","2,32611"
08/01/2007 6.00,"325,449546","125,395188","0,846919","8,334579","2,668094"
08/01/2007 7.00,"337,599539","112,740902","1,089931","7,279725","3,301888"
08/01/2007 8.00,"367,798437","117,075825","2,169913","9,830878","3,879784"
08/01/2007 9.00,"237,808056","84,514812","2,04964","8,010946","5,114801"
08/01/2007 10.00,"77,237419","48,215936","0,734765","23,766076","3,645192"
08/01/2007 11.00,"72,646115","42,873884","0,711365","35,250315","3,47486"
08/01/2007 12.00,"74,547502","43,213935","0,677615","35,624057","3,366587"
08/01/2007 13.00,"57,943637","35,631782","0,656203","43,519887","3,194495"
08/01/2007 14.00,"73,875665","40,940069","0,59929","41,903078","3,878023"
08/01/2007 15.00,"52,784258","36,070433","0,430145","38,056042","2,862194"
08/01/2007 16.00,"64,257308","45,199677","0,679764","27,553523","2,702865"
08/01/2007 17.00,"89,099544","57,677427","0,952307","17,538497","3,128035"
08/01/2007 18.00,"105,986154","62,588575","1,215457","14,188412","3,757426"
08/01/2007 19.00,"91,33033","55,805904","0,998076","18,58929","3,903551"
08/01/2007 20.00,"53,738843","39,050362","0,751322","31,342348","3,691407"
08/01/2007 21.00,"30,634521","23,706926","0,511256","44,677665","1,426915"
08/01/2007 22.00,"15,574072","14,569908","0,372677","58,684639","2,672935"
08/01/2007 23.00,"12,417235","12,869696","0,314809","55,834224","2,231481"
09/01/2007 0.00,"5,270904","6,759317","0,285835","63,591961","2,470474"
09/01/2007 1.00,"11,068383","11,883313","0,372517","50,890354","2,45991"
09/01/2007 2.00,"28,722789","28,71411","0,936228","31,798684","2,59019"
09/01/2007 3.00,"18,427415","19,190323","0,47894","33,768905","3,27812"
09/01/2007 4.00,"37,874253","32,267676","0,331524","20,805975","2,418978"
09/01/2007 5.00,"88,541832","37,319009","0,320859","16,968409","2,188348"
09/01/2007 6.00,"134,286122","50,507982","0,458642","7,875536","2,0968"
09/01/2007 7.00,"263,916034","82,28248","0,809827","6,241118","2,657531"
09/01/2007 8.00,"287,162897","85,994397","1,619254","5,601976","2,798814"
09/01/2007 9.00,"283,399318","75,588066","2,369861","5,796967","4,683028"
09/01/2007 10.00,"508,50481","119,692346","4,183733","9,611511","4,847639"
09/01/2007 11.00,"173,856857","76,037124","1,746771","14,87225","5,382842"
09/01/2007 12.00,"92,318641","52,376905","0,823119","33,89078","3,576091"
09/01/2007 13.00,"101,545326","50,995982","0,972206","42,687117","3,025924"
09/01/2007 14.00,"100,025246","53,015476","0,794304","39,060802","3,437889"
09/01/2007 15.00,"91,268093","50,352232","0,708897","35,304477","3,469579"
09/01/2007 16.00,"124,844149","62,13172","1,082528","23,39774","4,059358"
09/01/2007 17.00,"183,233974","82,490139","1,757756","13,501877","4,052757"
09/01/2007 18.00,"240,152733","90,181332","2,141814","8,185627","4,470444"
09/01/2007 19.00,"312,905489","93,475327","2,657448","8,154483","4,995965"
09/01/2007 20.00,"263,008026","74,22011","2,674801","10,396894","5,161016"
09/01/2007 21.00,"238,71071","62,585971","2,415072","9,760464","5,621836"
09/01/2007 22.00,"201,619629","53,638442","2,245211","8,226251","5,387684"
09/01/2007 23.00,"133,720671","40,555909","1,682774","6,150394","4,863044"
10/01/2007 0.00,"110,772004","36,55325","1,292587","4,738049","4,854681"
10/01/2007 1.00,"78,101205","31,862751","0,985737","3,622258","3,856016"
10/01/2007 2.00,,,"1,151938","5,305423","4,214286"
10/01/2007 3.00,"95,287367","61,881626",,"9,270274","3,219583"
10/01/2007 4.00,"75,393105","46,123767","0,60926",,"3,039127"
10/01/2007 5.00,"75,320503","40,021179","0,451898","21,803954","2,331391"
10/01/2007 6.00,"26,715074","21,022917","0,420538","33,200193","2,348117"
10/01/2007 7.00,"107,130084","50,34705","1,227298","12,774715","2,988952"
10/01/2007 8.00,"274,167418","78,108528","2,601906","8,51603","3,973533"
10/01/2007 9.00,"407,130565","97,631118","3,574967","7,230975","5,311981"
10/01/2007 10.00,"131,033336","63,042827","1,375244","15,591282","4,535584"
10/01/2007 11.00,"86,531534","50,811684","1,010008","28,533906","3,645633"
10/01/2007 12.00,"75,559124","42,977724","0,892066","37,712105","3,330056"
10/01/2007 13.00,"83,787148","45,482615","0,816019","40,298461","2,761842"
10/01/2007 14.00,"98,349569","52,838961","1,04432","38,65456","3,899149"
10/01/2007 15.00,"95,200506","53,04662","0,947287","34,769597","2,878478"
10/01/2007 16.00,"96,658328","54,536566","1,066904","33,695789","3,797479"
10/01/2007 17.00,"143,209338","71,019539","1,647997","20,763979","3,753025"
10/01/2007 18.00,"193,988259","78,121503","1,775434","7,109105","4,305394"
10/01/2007 19.00,"253,418385","71,582832","3,060267","10,353561","4,52326"
10/01/2007 20.00,"212,968307","56,872743","2,454517","10,651471","5,389004"
10/01/2007 21.00,"174,616875","53,220538","2,190703","9,39079","5,281172"
10/01/2007 22.00,"86,484862","47,286664","1,298878","10,90333","4,836636"
10/01/2007 23.00,"45,801328","35,842027","0,733348","22,544657","3,201977"
11/01/2007 0.00,"39,55513","32,965938","0,750503","26,217014","3,269318"
11/01/2007 1.00,"20,863132","20,080666","0,658656","35,991016","2,223558"
11/01/2007 2.00,"13,776465","14,614035","0,504485","44,980985","2,118807"
11/01/2007 3.00,"12,212313","13,752247","0,441046","45,662098","1,878053"
11/01/2007 4.00,"11,942543","13,196761","0,454771","41,894962","2,283417"
11/01/2007 5.00,"55,500119","31,338407","0,445674","23,164843","1,994248"
11/01/2007 6.00,"143,237842","62,297856","0,654027","7,989281","2,109124"
11/01/2007 7.00,"420,097744","109,337909","1,42895","6,237054","2,957702"
11/01/2007 8.00,"546,090885","112,058168","2,963392","8,562072","3,914994"
11/01/2007 9.00,"573,519285","126,103757","4,558482","9,436829","6,167602"
11/01/2007 10.00,"113,804323","63,530827","1,327605","13,367817","4,447117"
11/01/2007 11.00,"85,234569","48,636462","0,956143","33,747242","3,17865"
11/01/2007 12.00,"73,761519","43,125673","0,768378","42,722326","3,214741"
11/01/2007 13.00,"88,098287","49,583896","0,876904","44,511124","2,584028"
11/01/2007 14.00,"78,596659","46,967379","0,878022","51,720415","3,062895"
11/01/2007 15.00,"53,762169","35,094452","0,659294","55,499762","3,421604"
11/01/2007 16.00,"65,642477","42,27428","0,8307","46,729164","3,132877"
11/01/2007 17.00,"114,699231","61,355597","1,267836","25,873075","3,793958"
11/01/2007 18.00,"112,7771","64,914369","1,406765","19,600818","3,991578"
11/01/2007 19.00,"165,958275","78,63029","1,718058","16,856024","4,039113"
11/01/2007 20.00,"153,105257","77,633504","1,606899","11,040097","4,32344"
11/01/2007 21.00,"95,867143","59,852653","1,167131","15,106507","3,67116"
11/01/2007 22.00,"58,275657","43,296992","0,849373","21,786357","3,44097"
11/01/2007 23.00,"38,11547","31,945808","0,718744","22,527041","2,835785"
12/01/2007 0.00,"29,238992","26,699818","0,689139","23,12963","3,641231"
12/01/2007 1.00,"12,689599","13,804163","0,519966","34,701907","2,060709"
12/01/2007 2.00,,,"0,564733","28,318606","2,39477"
12/01/2007 3.00,"61,224325","54,899982",,"24,759986","2,135971"
12/01/2007 4.00,"57,422254","46,461218","0,289286",,"2,288258"
12/01/2007 5.00,"70,814783","47,260699","0,257178","23,446497","2,312466"
12/01/2007 6.00,"78,819715","47,932996","0,727562","15,355661","2,563342"
12/01/2007 7.00,"42,595228","32,122327","0,521709","22,177676","2,78473"
12/01/2007 8.00,"124,958281","58,188792","0,97794","11,053638","2,721791"
12/01/2007 9.00,"123,66909","58,1161","0,786717","17,367881","3,789997"
12/01/2007 10.00,"60,820316","35,203474","0,466273","37,338358","3,041768"
12/01/2007 11.00,"53,406805","30,736185","0,368526","41,825914","2,358679"
12/01/2007 12.00,"43,150341","25,908116","0,387191","54,495002","2,601194"
12/01/2007 13.00,"59,554458","34,134017","0,461686","50,475995","2,858233"
12/01/2007 14.00,"58,548","34,378028","0,508582","50,325691","2,9489"
12/01/2007 15.00,"43,845485","27,483717","0,389404","53,770556","2,782089"
12/01/2007 16.00,"47,832408","29,350079","0,46912","52,427262","3,023282"
12/01/2007 17.00,"62,802106","37,256695","0,632821","47,469849","2,470474"
12/01/2007 18.00,"78,967587","44,997215","0,780786","37,636272","3,613503"
12/01/2007 19.00,"58,407946","36,524706","0,631319","37,001187","3,338859"
12/01/2007 20.00,"62,30663","36,776496","0,634877","34,857618","3,358665"
12/01/2007 21.00,"59,821641","36,296279","0,574696","32,046484","3,044849"
12/01/2007 22.00,"43,933706","28,57394","0,449983","38,363431","2,901366"
12/01/2007 23.00,"19,444237","15,989776","0,283829","47,047366","2,575666"
13/01/2007 0.00,"14,699911","12,758082","0,266352","49,720389","2,536054"
13/01/2007 1.00,"14,069582","13,061782","0,246422","49,04199","2,237203"
13/01/2007 2.00,"11,138417","11,130545","0,257494","53,013595","2,45727"
13/01/2007 3.00,"9,115139","9,827489","0,285727","53,910027","2,266692"
13/01/2007 4.00,"7,654746","8,578935","0,258443","56,47472","1,93351"
13/01/2007 5.00,"7,903764","8,796978","0,255201","54,991955","1,536509"
13/01/2007 6.00,"33,952185","23,603085","0,296878","39,444001","1,889056"
13/01/2007 7.00,"57,645306","36,062672","0,607356","32,892801","2,288698"
13/01/2007 8.00,"148,975694","56,935038","1,010443","19,852677","3,199777"
13/01/2007 9.00,"126,525026","54,308139","1,135393","21,297503","3,793958"
13/01/2007 10.00,"78,199787","39,058144","0,815424","29,19064","3,613943"
13/01/2007 11.00,"86,259173","41,415085","0,749944","35,625412","3,823007"
13/01/2007 12.00,"94,995597","42,692187","0,75366","38,911857","3,255673"
13/01/2007 13.00,"100,204248","48,92976","0,915306","39,717539","3,159284"
13/01/2007 14.00,"91,794662","47,281464","0,770583","42,295775","2,449348"
13/01/2007 15.00,"52,273236","33,007469","0,473629","52,536969","2,455949"
13/01/2007 16.00,"60,418262","38,585728","0,656784","46,379781","3,11087"
13/01/2007 17.00,"106,082117","57,802015","0,999925","27,743108","3,312451"
13/01/2007 18.00,"182,922679","81,854186","1,497514","12,472756","3,848094"
13/01/2007 19.00,"244,072339","90,160566","2,017484","10,696157","4,364812"
13/01/2007 20.00,"235,966221","77,721765","2,450146","11,044165","4,632413"
13/01/2007 21.00,"231,546253","73,467334","2,127409","8,543112","4,990243"
13/01/2007 22.00,"173,239489","67,73334","1,467066","7,74554","3,920717"
13/01/2007 23.00,"122,146472","58,521042","1,113329","7,954075","4,270182"
14/01/2007 0.00,"103,957696","52,190026","1,093322","6,062374","3,905311"
14/01/2007 1.00,"133,061816","55,663119","1,199214","5,184907","3,078299"
14/01/2007 2.00,,,"0,88225","4,154426","3,746423"
14/01/2007 3.00,"138,017755","70,03675",,"4,037972","3,688325"
14/01/2007 4.00,"96,819146","51,426872","0,805716",,"3,259195"
14/01/2007 5.00,"46,836333","37,391683","0,720723","6,201849","2,632003"
14/01/2007 6.00,"66,9187","36,971176","0,46686","4,11922","2,520209"
14/01/2007 7.00,"79,971427","41,38912","0,464475","5,791551","2,75084"
14/01/2007 8.00,"57,720544","36,472793","0,6215","5,532915","2,563342"
14/01/2007 9.00,"179,200383","59,587899","1,69523","7,125354","3,407519"
14/01/2007 10.00,"184,362339","70,053919","2,558507","17,959629","5,455465"
14/01/2007 11.00,"37,632977","27,69398","0,556066","49,858501","3,893428"
14/01/2007 12.00,"33,612386","24,374022","0,57467","58,577669","2,368802"
14/01/2007 13.00,"43,342285","30,131398","0,602258","60,784879","3,003476"
14/01/2007 14.00,"43,243722","31,616162","0,565845","62,013059","3,175569"
14/01/2007 15.00,"35,830211","29,786149","0,626032","61,295379","3,6047"
14/01/2007 16.00,"39,710766","30,873769","0,570457","50,505778","3,687446"
14/01/2007 17.00,"68,44654","49,36585","1,045347","30,556955","3,844573"
14/01/2007 18.00,"117,531806","64,979261","1,640053","7,973031","4,280306"
14/01/2007 19.00,"306,98843","94,749843","2,477093","8,907372","4,668064"
14/01/2007 20.00,"87,965994","51,045294","1,020222","30,554242","4,575196"
14/01/2007 21.00,"33,03393","27,10734","0,497629","42,118401","2,563342"
14/01/2007 22.00,"35,360679","28,81015","0,483238","35,973421","2,52373"
14/01/2007 23.00,"27,609986","23,008663","0,483636","39,588902","3,148281"
15/01/2007 0.00,"21,081022","17,882074","0,460659","42,252445","3,382872"
15/01/2007 1.00,"15,698581","14,170166","0,42345","45,318161","2,601634"
15/01/2007 2.00,"11,677958","11,185058","0,323112","46,779258","2,708586"
15/01/2007 3.00,"6,059466","7,878084","0,332256","46,737284","3,216942"
15/01/2007 4.00,"4,622419","6,593192","0,287335","49,475302","3,01668"
15/01/2007 5.00,"5,286468","7,364127","0,275807","48,937728","1,935271"
15/01/2007 6.00,"8,785707","9,300551","0,286381","45,31004","2,100761"
15/01/2007 7.00,"31,594288","21,420059","0,454775","37,17858","2,858672"
15/01/2007 8.00,"106,152173","46,458618","1,06236","21,533131","2,439225"
15/01/2007 9.00,"124,914213","50,957037","1,220499","22,717982","3,874502"
15/01/2007 10.00,"72,433423","37,248912","0,821855","29,483147","3,420724"
15/01/2007 11.00,"76,674528","38,341717","0,711262","32,987584","3,920277"
15/01/2007 12.00,"68,861559","36,768695","0,675485","40,716892","3,105587"
15/01/2007 13.00,"85,789678","42,881685","0,728117","41,236871","3,172928"
15/01/2007 14.00,"80,606956","42,697387","0,782499","41,2003","3,418523"
15/01/2007 15.00,"55,059157","31,21122","0,551217","49,547064","2,78561"
15/01/2007 16.00,"54,262808","32,706366","0,633505","45,801591","3,649154"
15/01/2007 17.00,"72,410076","42,193805","0,937458","34,609819","3,381552"
15/01/2007 18.00,"71,535911","42,227553","0,905495","35,804144","3,449773"
15/01/2007 19.00,"81,634157","45,142568","0,908676","32,78583","2,690101"
15/01/2007 20.00,"71,678583","41,178875","0,842288","31,771591","3,263156"
15/01/2007 21.00,"64,246929","36,763513","0,758887","33,731002","3,700649"
15/01/2007 22.00,"46,353858","30,666107","0,647259","37,829909","3,120112"
15/01/2007 23.00,"21,898115","18,611486","0,440384","46,018245","2,85119"
16/01/2007 0.00,"14,282284","13,18119","0,389182","50,669628","2,122768"
16/01/2007 1.00,"9,615771","9,967659","0,340445","51,230223","2,708586"
16/01/2007 2.00,,,"0,305383","49,857165","2,053667"
16/01/2007 3.00,"22,722991","24,516352",,"49,793524","2,058948"
16/01/2007 4.00,"10,956842","12,750288","0,3187",,"2,326991"
16/01/2007 5.00,"12,951589","13,344721","0,300725","46,113028","2,165901"
16/01/2007 6.00,"22,616627","18,881437","0,343198","38,666751","2,95154"
16/01/2007 7.00,"69,930254","38,772607","0,695303","24,451239","2,828303"
