, Brindisi,,
04/01/2007 7.00,"2,50508559","0,51265882",
04/01/2007 8.00,"2,38381647","1,71059566","9,27960968"
04/01/2007 9.00,"2,13319208","3,62884981",
04/01/2007 10.00,"2,16033377","3,19276658","6,83760691"
04/01/2007 11.00,"2,75282272","6,68144576",
04/01/2007 12.00,"2,75282272","2,07919102","5,37240601"
04/01/2007 13.00,"2,14127723","0,75276587",
04/01/2007 14.00,"3,18766141","31,88739912","7,81440783"
04/01/2007 15.00,"2,51028347","11,53028923",
04/01/2007 16.00,"1,86986332","3,83391372","4,88400507"
04/01/2007 17.00,"2,28622312","2,81767998",
04/01/2007 18.00,"1,78093277","1,91306307","3,41880298"
04/01/2007 19.00,"1,75148147","27,08139592",
04/01/2007 20.00,"1,78093277","54,18095584","14,65200996"
04/01/2007 21.00,"1,82828531","60,95065952",
04/01/2007 22.00,"1,09546969","50,5053844","35,16482162"
04/01/2007 23.00,"1,05215871","43,08544776",
05/01/2007 0.00,"1,79305948","48,18479","49,81684113"
05/01/2007 1.00,"1,2635147","36,599982",
05/01/2007 2.00,"0,84542295","31,12814392","53,72404099"
05/01/2007 3.00,"1,43444799","23,93275256",
05/01/2007 4.00,"1,98535892","7,30312682","34,18803024"
05/01/2007 5.00,"2,00788039","7,49521208",
05/01/2007 6.00,"2,00961234","14,33888722","24,90842056"
05/01/2007 7.00,"1,84098967","33,62265384",
05/01/2007 8.00,"2,22270028","53,59691632","20,02441978"
05/01/2007 9.00,"4,56493773","67,35176784",
05/01/2007 10.00,"5,13837013","68,39524184","34,18803024"
05/01/2007 11.00,"3,98457549","63,9422512",
05/01/2007 12.00,"3,32798707","54,00055864","43,46763992"
05/01/2007 13.00,"3,59478075","54,32242472",
05/01/2007 14.00,"3,22230958","38,11719224","34,67642975"
05/01/2007 15.00,"3,17033681","27,19950016",
05/01/2007 16.00,"2,54839657","38,16652184","25,88521957"
05/01/2007 17.00,"4,3258634","13,30448183",
05/01/2007 18.00,"5,36358579","9,85863719","20,02441978"
05/01/2007 19.00,"3,76109279","11,35377722",
05/01/2007 20.00,"2,98669916","13,23699206","17,58241081"
05/01/2007 21.00,"1,84041202","8,3660841",
05/01/2007 22.00,"1,66774779","2,48542601","13,67521"
05/01/2007 23.00,"1,70817049","1,95329729",
06/01/2007 0.00,"1,92356906","1,45102062","9,27960968"
06/01/2007 1.00,,"1,06555378",
06/01/2007 2.00,"0,33502726",,"7,81440783"
06/01/2007 3.00,"0,35766771","3,63923388",
06/01/2007 4.00,"0,75154266","2,69827558","4,39560509"
06/01/2007 5.00,"0,59997203","2,28684951",
06/01/2007 6.00,"0,46170986","3,19146834","5,37240601"
06/01/2007 7.00,"0,09496848","9,43033963",
06/01/2007 8.00,"0,06109424","12,05203388","7,32600689"
06/01/2007 9.00,"0,02480056","13,77950676",
06/01/2007 10.00,"0,28732691","7,26808369","14,65200996"
06/01/2007 11.00,"0,27643789","5,90402082",
06/01/2007 12.00,"0,26019233","6,06495769","9,27960968"
06/01/2007 13.00,"0,24619333","5,60810632",
06/01/2007 14.00,"0,19641931","2,33616955","5,37240601"
06/01/2007 15.00,"0,26840156","3,16291453",
06/01/2007 16.00,"0,24368744","5,67948893","7,81440783"
06/01/2007 17.00,"0,14457062","5,83653105",
06/01/2007 18.00,"0,10577105","8,35050895","8,79120922"
06/01/2007 19.00,0,"19,72893376",
06/01/2007 20.00,0,"16,4089905","13,67521"
06/01/2007 21.00,0,"23,28511992",
06/01/2007 22.00,0,"21,41877848","21,0012207"
06/01/2007 23.00,"0,00302456","35,5525884",
07/01/2007 0.00,"0,00725833","38,3482192","27,8388195"
07/01/2007 1.00,"0,00665423","26,75562936",
07/01/2007 2.00,"0,08589582","17,99629466","34,18803024"
07/01/2007 3.00,"0,21473853","20,00929032",
07/01/2007 4.00,"2,62473971","24,9295164","27,35042"
07/01/2007 5.00,"3,0867089","28,57784184",
07/01/2007 6.00,"4,88412114","31,395518","24,90842056"
07/01/2007 7.00,"4,78560944","29,76538504",
07/01/2007 8.00,"2,05820867","28,2845028","22,46640968"
07/01/2007 9.00,"1,22491853","20,76074456",
07/01/2007 10.00,"1,91424317","19,55371808","21,48962021"
07/01/2007 11.00,"2,33663479","14,77497426",
07/01/2007 12.00,"0,60515771","10,59192743","10,7448101"
07/01/2007 13.00,"0,39231995","10,00010607",
07/01/2007 14.00,"0,33813826","9,76389186","8,79120922"
07/01/2007 15.00,"0,38108617","6,8527667",
07/01/2007 16.00,"0,4009614","12,19480483","11,72161007"
07/01/2007 18.00,,,"39,07204056"
07/01/2007 20.00,"0,26468645","78,59392632","30,28083038"
07/01/2007 21.00,"0,90000229","86,24749024",
07/01/2007 22.00,"0,34107638","57,93830352","40,53723145"
07/01/2007 23.00,"0,11614038","33,47082192",
08/01/2007 0.00,"0,22744188","26,74004656","34,67642975"
08/01/2007 1.00,,"27,56679536",
08/01/2007 2.00,"0,06664604",,"45,90964127"
08/01/2007 3.00,"0,08049453","30,44158296",
08/01/2007 4.00,"0,01586825","27,421426","45,42124176"
08/01/2007 5.00,"0,01990676","18,01056582",
08/01/2007 6.00,"0,05914465","31,60578064","38,0952301"
08/01/2007 7.00,"0,11424978","50,04983128",
08/01/2007 8.00,"0,97891233","66,78589232","28,32722092"
08/01/2007 9.00,"2,34038956","76,08255256",
08/01/2007 10.00,"0,83754323","59,25303296","26,86202049"
08/01/2007 11.00,"2,03774256","53,86038992",
08/01/2007 12.00,"1,05969569","33,19954736","22,46640968"
08/01/2007 13.00,"0,33928747","24,09888624",
08/01/2007 14.00,"0,19359002","30,9698112","24,42000961"
08/01/2007 15.00,"0,18002934","33,587626",
08/01/2007 16.00,"0,14310004","40,94526968","17,09399986"
08/01/2007 17.00,"0,11915477","52,27698624",
08/01/2007 18.00,"0,06981908","52,38728952","23,44322014"
08/01/2007 19.00,"0,14194676","55,72023056",
08/01/2007 20.00,"0,10444082","49,20621864","28,32722092"
08/01/2007 21.00,"0,15752618","62,77547232",
08/01/2007 22.00,"0,02538839","42,88426712","41,02563095"
08/01/2007 23.00,"0,01298302","25,40583384",
09/01/2007 0.00,"0,08568734","30,89193544","36,63003159"
09/01/2007 1.00,"0,06722268","25,3149756",
09/01/2007 2.00,"0,1451198","26,23906432","44,4444313"
09/01/2007 3.00,"0,07962805","18,99954209",
09/01/2007 4.00,"0,07530071","12,40116126","41,02563095"
09/01/2007 5.00,"0,01096326","13,88982151",
09/01/2007 6.00,"0,06318316","24,445398","35,65322113"
09/01/2007 7.00,"0,1820491","43,92127856",
09/01/2007 8.00,"1,24607213","61,75144336","38,0952301"
09/01/2007 9.00,"1,64738948","65,75278136",
09/01/2007 10.00,"0,80003627","53,82274264","41,02563095"
09/01/2007 11.00,"0,83610011","23,39802352",
09/01/2007 12.00,"0,28100829","12,63737165","25,88521957"
09/01/2007 13.00,"1,45726133","22,53104624",
09/01/2007 14.00,"1,07642941","19,01512489","15,62880993"
09/01/2007 15.00,"1,412254","17,02678446",
09/01/2007 16.00,"1,27405794","26,39221552","13,18680954"
09/01/2007 17.00,"0,26138934","24,819194",
09/01/2007 18.00,"0,44690133","32,99058488","30,28083038"
09/01/2007 19.00,"0,24898397","41,5228084",
09/01/2007 20.00,"0,22359457","54,25234992","36,14162064"
09/01/2007 21.00,"0,15954594","62,13042088",
09/01/2007 22.00,"0,01500278","48,4845916","30,28083038"
09/01/2007 23.00,"0,03981453","50,16143472",
10/01/2007 0.00,"0,02250418","28,86984248","38,58362961"
10/01/2007 1.00,,"18,37397393",
10/01/2007 2.00,"0,01410986",,"34,67642975"
10/01/2007 3.00,"0,06907261","15,43558556",
10/01/2007 4.00,"0,00318728","13,03841747","30,76922989"
10/01/2007 5.00,"0,01573299","11,31354874",
10/01/2007 6.00,"0,00672135","11,51212332","22,95482063"
10/01/2007 7.00,"0,00875027","19,15787672",
10/01/2007 8.00,"0,00504127","18,87494852","23,44322014"
10/01/2007 9.00,"0,003709","24,61543216",
10/01/2007 10.00,"0,1492417","16,5115215","26,37360954"
10/01/2007 11.00,"0,20153787","13,37846094",
10/01/2007 12.00,"0,27194377","13,66140061","14,16361046"
10/01/2007 13.00,"0,59832754","10,99427533",
10/01/2007 14.00,"0,61348084","12,38428594","10,7448101"
10/01/2007 15.00,"0,25994825","19,01252266",
10/01/2007 16.00,"0,75379837","21,96777104","18,55920982"
10/01/2007 17.00,"0,30836254","14,95797561",
10/01/2007 18.00,"0,01634116","26,52720272","30,28083038"
10/01/2007 19.00,"0,17575184","64,66515928",
10/01/2007 20.00,"0,04551685","61,07784576","48,35165024"
10/01/2007 21.00,"0,21672067","61,31537352",
10/01/2007 22.00,"0,02630776","59,4477128","54,21244049"
10/01/2007 23.00,"0,00950285","43,85638528",
11/01/2007 0.00,"0,01005406","32,23394912","60,56166077"
11/01/2007 1.00,"0,01031441","27,28513864",
11/01/2007 2.00,"0,00808312","21,24226264","57,14284134"
11/01/2007 3.00,"0,00579487","27,13458776",
11/01/2007 4.00,"0,00904011","24,58428568",
11/01/2007 5.00,"0,00686678","26,92952576",
11/01/2007 6.00,"0,08726775","31,99384016","47,37483978"
11/01/2007 7.00,"0,05933687","49,51252104",
11/01/2007 8.00,"0,09480067","50,83373216","39,07204056"
11/01/2007 9.00,"0,09225105","36,54547088",
11/01/2007 10.00,"0,1435048","39,31123624","30,28083038"
11/01/2007 11.00,"1,0982044","23,85357664",
11/01/2007 12.00,"1,96786652","16,48037502","27,35042"
11/01/2007 13.00,"2,39725003","18,08195226",
11/01/2007 14.00,"0,72949003","16,65429245","20,51280975"
11/01/2007 15.00,"0,69289634","25,65372464",
11/01/2007 16.00,"0,31351974","17,94437812","28,32722092"
11/01/2007 17.00,"0,06857936","14,62831813",
11/01/2007 18.00,"0,26988638","19,09039842","29,7924099"
11/01/2007 19.00,"0,04658877","24,9022704",
11/01/2007 20.00,"0,01037238","30,83742432","42,00244141"
11/01/2007 21.00,"0,08747014","45,386578",
11/01/2007 22.00,"0,27530393","44,64158632","49,32844162"
11/01/2007 23.00,"0,14562016","42,24183512",
12/01/2007 0.00,"0,04656029","38,86088376","50,79365158"
12/01/2007 1.00,,"39,33330072",
12/01/2007 2.00,"1,08695435",,"54,21244049"
12/01/2007 3.00,"0,87134018","35,00359584",
12/01/2007 4.00,"0,72505896","23,27731896","41,02563095"
12/01/2007 5.00,"0,69529544","21,87951312",
12/01/2007 6.00,"0,39984982","30,69207408","41,02563095"
12/01/2007 7.00,"1,56236727","45,86289544",
12/01/2007 8.00,"1,58290151","47,62929664","47,86323166"
12/01/2007 9.00,"2,13653089","49,87331544",
12/01/2007 10.00,"1,61347355","39,37612952","41,5140419"
12/01/2007 11.00,"2,29423301","33,12557208",
12/01/2007 12.00,"2,00213231","16,88401351","32,72283173"
12/01/2007 13.00,"1,66769389","17,74450146",
12/01/2007 14.00,"1,98228962","11,80025025","20,51280975"
12/01/2007 15.00,"2,57145094","15,35252063",
12/01/2007 16.00,"1,91134166","11,4589028","23,93161964"
12/01/2007 17.00,"1,4385821","12,86320753",
12/01/2007 18.00,"0,97435922","9,12404106","23,93161964"
12/01/2007 19.00,"0,8482675","9,16427527",
12/01/2007 20.00,"0,43353591","8,87095726","26,37360954"
12/01/2007 21.00,"0,77051276","10,57375961",
12/01/2007 22.00,"0,57843197","5,46923394","25,39682007"
12/01/2007 23.00,"0,64742017","4,9111479",
13/01/2007 0.00,"0,70821643","4,22976464","19,04759979"
13/01/2007 1.00,"0,52213492","3,69374309",
13/01/2007 2.00,"1,64231364","3,63274455","18,07081032"
13/01/2007 3.00,"0,57208691","2,86700002",
13/01/2007 4.00,"1,67934566","3,00716874","14,65200996"
13/01/2007 5.00,"1,48092082","2,77355294",
13/01/2007 6.00,"1,3683257","2,96174345","14,65200996"
13/01/2007 7.00,"1,89795896","3,2615527",
13/01/2007 8.00,"2,41917146","2,6048285","18,55920982"
13/01/2007 9.00,"2,79467939","4,98123226",
13/01/2007 10.00,"1,92622343","5,91310474","17,09399986"
13/01/2007 11.00,"1,28930175","3,54189205",
13/01/2007 12.00,"0,73567238","3,7365738","9,76801014"
13/01/2007 13.00,"1,02292708","4,36344594",
13/01/2007 14.00,"1,07230344","5,74568046","9,27960968"
13/01/2007 15.00,"0,840999","2,70217033",
13/01/2007 16.00,"1,10518204","3,04999946","5,37240601"
13/01/2007 17.00,"0,64511259","4,09478509",
13/01/2007 18.00,"0,53413247","4,26999886","20,51280975"
13/01/2007 19.00,"0,26971959","17,43561213",
13/01/2007 20.00,"0,2559911","33,1710012","23,93161964"
13/01/2007 21.00,"0,68906632","63,07007328",
13/01/2007 22.00,"1,43581382","55,67480144","31,25761986"
13/01/2007 23.00,"0,6504193","51,36197952",
14/01/2007 0.00,"0,59631388","48,781812","41,5140419"
14/01/2007 1.00,,"42,20938848",
14/01/2007 2.00,"0,3164487",,"49,32844162"
14/01/2007 3.00,"0,26990163","39,48255144",
14/01/2007 4.00,"0,2844905","23,00736368","39,07204056"
14/01/2007 5.00,"0,23342794","18,24938036",
14/01/2007 6.00,"0,12713517","20,46354328","28,32722092"
14/01/2007 7.00,"0,34076416","39,2515436",
14/01/2007 8.00,"0,36264796","32,43771096","32,23442078"
14/01/2007 9.00,"0,84339912","37,10744592",
14/01/2007 10.00,"1,84484817","36,1132824","35,65322113"
14/01/2007 11.00,"2,92306547","38,95692352",
14/01/2007 12.00,"1,93863693","15,03584181","21,48962021"
14/01/2007 13.00,"3,29474439","15,63027305",
14/01/2007 14.00,"3,10855712","13,10849992","17,09399986"
14/01/2007 15.00,"10,82557854","14,49462726",
14/01/2007 16.00,"5,41713593","26,34808656","10,25640965"
14/01/2007 17.00,"1,5999566","21,396714",
14/01/2007 18.00,"0,3702897","23,9561172","20,51280975"
14/01/2007 19.00,"0,7082744","40,43130496",
14/01/2007 20.00,"1,63677811","66,93774336","26,37360954"
14/01/2007 21.00,"1,71493456","59,5307892",
14/01/2007 22.00,"0,36855266","30,2352208","44,4444313"
14/01/2007 23.00,"0,35639545","14,39858559",
15/01/2007 0.00,"0,43107884","8,47640268","34,18803024"
15/01/2007 1.00,"0,3807109","12,52965148",
15/01/2007 2.00,"0,24906025","9,79893499","36,63003159"
15/01/2007 3.00,"0,24176531","11,90018858",
15/01/2007 4.00,"0,35847928","10,08965842","30,28083038"
15/01/2007 5.00,"0,35118434","8,07276418",
15/01/2007 6.00,"0,35014293","8,41021115","32,23442078"
15/01/2007 7.00,"0,47484645","11,73016589",
15/01/2007 8.00,"1,07300619","14,33629263","19,04759979"
15/01/2007 9.00,"1,7441133","16,6218439",
15/01/2007 10.00,"1,41238112","10,61399","21,0012207"
15/01/2007 11.00,"1,93481606","12,63737165",
15/01/2007 12.00,"1,82157514","10,02346689","20,51280975"
15/01/2007 13.00,"1,72327091","7,78463726",
15/01/2007 14.00,"1,66769287","11,12405615","22,95482063"
15/01/2007 15.00,"0,80518941","9,28497792",
15/01/2007 16.00,"0,49186697","10,12210506","19,04759979"
15/01/2007 17.00,"0,41683677","9,49134008",
15/01/2007 18.00,"0,87292466","5,8806581","24,90842056"
15/01/2007 19.00,"1,23348879","6,10518999",
15/01/2007 20.00,"1,7712072","6,01953048","20,51280975"
15/01/2007 21.00,"0,74822114","5,00719149",
15/01/2007 22.00,"0,77844231","3,99614883","18,55920982"
15/01/2007 23.00,"1,30226647","6,01563765",
16/01/2007 0.00,"1,1112159","4,98382876","20,51280975"
16/01/2007 1.00,,"4,39589258",
16/01/2007 2.00,"1,92505591",,"20,51280975"
16/01/2007 3.00,"0,98706054","3,62884981",
16/01/2007 4.00,"0,88083285","11,33950605","25,88521957"
16/01/2007 5.00,"0,4649785","8,73727596",
16/01/2007 6.00,"0,09588988","8,62695547","23,93161964"
16/01/2007 7.00,"0,34261916","13,11499116",
16/01/2007 8.00,"0,37398039","27,13330672","25,88521957"
16/01/2007 9.00,"0,77419837","36,02244328",
16/01/2007 10.00,"1,46744354","20,76724536","31,74603081"
16/01/2007 11.00,"2,92650191","13,8612677",
16/01/2007 12.00,"3,89443064","9,09808374","15,62880993"
16/01/2007 13.00,"4,14776941","15,33176014",
16/01/2007 14.00,"3,11694228","13,90020558","14,16361046"
16/01/2007 15.00,"3,61663201","18,71141325",
16/01/2007 16.00,"3,30563646","25,47072712","24,90842056"
16/01/2007 17.00,"1,92779266","45,1594324",
16/01/2007 18.00,"1,60346119","35,71744104","26,37360954"
16/01/2007 19.00,"1,71035806","57,51389688",
16/01/2007 20.00,"1,29834797","57,08558976","49,81684113"
16/01/2007 21.00,"1,03601078","63,39195848",
16/01/2007 22.00,"0,46439678","49,8836976","54,70085144"
16/01/2007 23.00,"0,56579066","28,8789436",
17/01/2007 0.00,"0,41480582","17,97552269","40,53723145"
17/01/2007 1.00,"0,36416736","12,49850691",
17/01/2007 2.00,"0,38787058","11,8612507","30,76922989"
17/01/2007 3.00,"0,44896279","9,68991275",
17/01/2007 4.00,"0,37278644","10,41541542","20,02441978"
17/01/2007 5.00,"0,38787058","10,0520207",
17/01/2007 6.00,"0,36524538","13,28241926","26,86202049"
17/01/2007 7.00,"0,36847741","30,37408936",
17/01/2007 8.00,"1,22287029","59,99672448","22,46640968"
17/01/2007 9.00,"2,57532164","68,7119264",
17/01/2007 10.00,"2,58405767","50,349652","32,72283173"
17/01/2007 11.00,"2,71858948","24,52327376",
17/01/2007 12.00,"2,04418322","18,26754627","31,74603081"
17/01/2007 13.00,"1,87843561","17,79511593",
17/01/2007 14.00,"6,96245217","21,06444664","31,25761986"
17/01/2007 15.00,"9,20756002","19,60304768",
17/01/2007 16.00,"7,40099071","27,16835368","26,37360954"
17/01/2007 17.00,"3,80532517","45,77723784",
17/01/2007 18.00,"1,93236509","41,31386504","39,07204056"
17/01/2007 19.00,"1,3954613","39,88749392",
17/01/2007 20.00,"0,39369494","37,9043484","44,4444313"
17/01/2007 21.00,"1,04567838","42,31190992",
17/01/2007 22.00,"0,70780556","29,9470824","50,79365158"
17/01/2007 23.00,"0,09265785","23,84709496",
18/01/2007 0.00,"0,14419941","22,01968184","47,37483978"
18/01/2007 1.00,,"10,58025085",
18/01/2007 2.00,"0,3715223",,"32,23442078"
18/01/2007 3.00,"0,37401904","10,69186576",
18/01/2007 4.00,"0,41083444","7,75348695","21,48962021"
18/01/2007 5.00,"0,36408905","10,25577871",
18/01/2007 6.00,"0,54549541","11,96118902","31,25761986"
18/01/2007 7.00,"0,49584649","23,47979976",
18/01/2007 8.00,"0,36141841","36,50912376","37,11843109"
18/01/2007 9.00,"1,89576021","57,4334208",
18/01/2007 10.00,"1,3283159","37,8524376","52,2588501"
18/01/2007 11.00,"2,35223659","35,22294048",
18/01/2007 12.00,"3,23673471","22,3610312","48,35165024"
18/01/2007 13.00,"2,00336084","14,24025096",
18/01/2007 14.00,"1,68468186","14,23376163","35,16482162"
18/01/2007 15.00,"1,48870087","11,4005065",
18/01/2007 16.00,"0,83688218","9,13182863","29,7924099"
18/01/2007 17.00,"0,49915682","25,416216",
18/01/2007 18.00,"1,61279318","64,70930736","30,76922989"
18/01/2007 19.00,"4,72050008","93,22743744",
18/01/2007 20.00,"7,97163449","107,1223812","67,39926147"
18/01/2007 21.00,"2,33754501","69,27522072",
18/01/2007 22.00,"0,59247267","48,71303736","71,79486084"
18/01/2007 23.00,"0,52586833","28,31696856",
19/01/2007 0.00,"0,60077648","18,56086046","46,88644028"
19/01/2007 1.00,"1,07391742","12,60493266",
19/01/2007 2.00,"1,04517395","12,0014175","37,11843109"
19/01/2007 3.00,"0,85331588","8,38685034",
19/01/2007 4.00,"1,05980756","5,72880706","22,46640968"
19/01/2007 5.00,"0,77178808","6,38163842",
19/01/2007 6.00,"0,98623473","12,19350276","16,11721039"
19/01/2007 7.00,"1,08994433","19,78864552",
19/01/2007 8.00,"1,58468737","41,87453992","23,93161964"
19/01/2007 9.00,"1,80935487","48,18348984",
19/01/2007 10.00,"2,2977681","36,8816196","29,30401993"
19/01/2007 11.00,"2,91793877","16,09879718",
19/01/2007 12.00,"1,69362434","11,29407884","21,48962021"
19/01/2007 13.00,"2,12007888","12,22205657",
19/01/2007 14.00,"1,95429364","13,2979925","18,55920982"
19/01/2007 15.00,"1,56848656","12,60233042",
19/01/2007 16.00,"1,78467533","15,35252063","16,60560989"
19/01/2007 17.00,"2,01683304","31,94061008",
19/01/2007 18.00,"2,00864517","42,55201888","30,28083038"
19/01/2007 19.00,"1,94413178","41,6331308",
19/01/2007 20.00,"1,81394154","45,00630032","45,90964127"
19/01/2007 21.00,"1,36693139","40,7388884",
19/01/2007 22.00,"1,32645785","31,35398936","51,77045059"
19/01/2007 23.00,"1,48719063","34,81929816",
20/01/2007 0.00,"0,79036969","25,22801784","44,4444313"
20/01/2007 1.00,,"28,70632824",
20/01/2007 2.00,"1,16211471",,"55,18925095"
20/01/2007 3.00,"0,18793448","20,98787104",
20/01/2007 4.00,"0,39729308","20,44406","42,97924042"
20/01/2007 5.00,"0,42303132","15,89893199",
20/01/2007 6.00,"0,54496555","15,15394605","33,21123123"
20/01/2007 7.00,"0,57401209","18,08065018",
20/01/2007 8.00,"0,56409024","24,18324368","38,0952301"
20/01/2007 9.00,"1,36284611","22,33118488",
20/01/2007 10.00,"2,11371958","14,62960873","36,14162064"
20/01/2007 11.00,"2,79356171","8,70353107",
20/01/2007 12.00,"2,48469982","10,0325508","33,69963074"
20/01/2007 13.00,"1,25529124","7,88327542",
20/01/2007 14.00,"2,61066036","14,72046314","23,93161964"
20/01/2007 15.00,"16,17642234","27,98340104",
20/01/2007 16.00,"6,37049309","48,594914","20,02441978"
20/01/2007 17.00,"4,53112553","45,82784848",
20/01/2007 18.00,"2,26038623","20,95154304","28,32722092"
20/01/2007 19.00,"2,02226891","21,57321072",
20/01/2007 20.00,"2,75214947","30,67130976","38,0952301"
20/01/2007 21.00,"2,09646516","22,06641112",
20/01/2007 22.00,"1,75826994","25,8847516","35,65322113"
20/01/2007 23.00,"2,04297503","37,37612016",
21/01/2007 0.00,"1,38729072","35,5253424","45,90964127"
21/01/2007 1.00,"1,36313392","23,47979976",
21/01/2007 2.00,"1,34415365","17,04884703","52,7472496"
21/01/2007 3.00,"1,36313392","11,33820398",
21/01/2007 4.00,"1,23846701","10,79958402","33,69963074"
21/01/2007 5.00,"0,71219391","8,03123172",
21/01/2007 6.00,"0,93449384","15,05661186","32,23442078"
21/01/2007 7.00,"1,12357855","19,45119664",
21/01/2007 8.00,"1,27268906","36,56235384","26,86202049"
21/01/2007 9.00,"1,49700264","34,85434512",
21/01/2007 10.00,"3,88924496","46,75971904","27,35042"
21/01/2007 11.00,"7,35229472","29,2462388",
21/01/2007 12.00,"14,07133404","22,64006848","23,44322014"
21/01/2007 13.00,"8,5653113","15,12669622",
21/01/2007 14.00,"6,92264883","14,69320185","21,0012207"
21/01/2007 15.00,"10,95337476","12,64257038",
21/01/2007 16.00,"8,48593953","16,41159273","22,46640968"
21/01/2007 17.00,"6,09959276","29,79653152",
21/01/2007 18.00,"2,49850356","41,73435208","34,67642975"
21/01/2007 19.00,"1,51425707","37,68500376",
21/01/2007 20.00,"1,2821797","50,5482132","39,56044006"
21/01/2007 21.00,"1,65301553","42,13411304",
21/01/2007 22.00,"1,23976165","34,93350192","51,28205109"
21/01/2007 23.00,"1,16729124","24,37014168",
22/01/2007 0.00,"1,14255882","21,36426736","43,46763992"
22/01/2007 1.00,,"20,77632736",
