NetC,Regione Puglia,,,,,,
Stat,c,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE
PtId,1,4,2,,,5,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,,,ug/m3,
Field,Aver,Aver,Aver,,,Aver,
03/08/2007 6.00,"2,71125603","19,20222612","14,96811008","0,10111145","23,90163336",,"0,86465001"
03/08/2007 7.00,"2,76549506","28,2868542","21,95223999","0,17362815","19,18203451",,"0,76574999"
03/08/2007 8.00,"2,54639792","24,54575211","19,87924957","0,1780223","34,23576204",,"1,01495004"
03/08/2007 9.00,"2,57097101","12,28947964","11,57915974","0,1372571","79,1585577",,"0,98439997"
03/08/2007 10.00,"2,90910602","5,20307924","7,25681686","0,69525205","104,63952258",,"0,52380002"
03/08/2007 11.00,"5,46040201","8,39642849","9,42884254","1,36405065","113,4808047",,"0,49024999"
03/08/2007 12.00,"6,54595613","4,2952541","7,38230896","1,3339425","125,06007744",,"0,49470001"
03/08/2007 13.00,"6,63574123","3,81005955","7,13403893","1,38596275","130,80785454",,"0,42864999"
03/08/2007 14.00,"6,84039688","3,74238681","7,21679497","1,35583505","135,39818898",,"0,41685"
03/08/2007 15.00,"6,87401676","4,09989908","7,3931632","1,550499","134,54595504",,"0,4585"
03/08/2007 16.00,"9,29994106","5,97045389","8,53140736","1,47258765","140,14442394",,"0,4314"
03/08/2007 17.00,"8,75259686","3,51383403","7,23375416","1,52141435","143,56293426",,"0,43149999"
03/08/2007 18.00,"7,49042606","4,19182919","7,65160799","1,4874399","137,47166982",,"0,42910001"
03/08/2007 19.00,"5,60585308","5,06135154","7,89919996","1,6134799","133,64039394",,"0,48185"
03/08/2007 20.00,"4,45276022","6,28072295","8,59449196","1,4205697","130,71858354",,"0,45115"
03/08/2007 21.00,"3,90408897","9,85201401","10,34866047","1,20447435","121,35128922",,"0,54509997"
03/08/2007 22.00,"3,26440692","14,99379899","12,87681007","0,71256185","103,4850033",,"0,49595001"
03/08/2007 23.00,"2,79068089","19,78828929","15,31542015","0,87093065","80,64473346",,"0,54535002"
04/08/2007 0.00,"2,83902693","19,02219561","14,88129044","0,7219792","65,91727476",,"0,68049997"
04/08/2007 1.00,,"19,00302822","15,68375969","0,76591725","41,0408217",,"1,88"
04/08/2007 2.00,"2,09465504",,,"0,5913645","51,73052364",,"1,56149995"
04/08/2007 3.00,"1,82434404","5,80574224","6,70058298",,"96,88236318",,"0,64020002"
04/08/2007 4.00,"1,979177","2,35702655","5,2150321","1,1180806","117,23222718",,"0,30535001"
04/08/2007 5.00,"1,77722394","3,40019717","5,88183498","1,18599615","113,02271694",,"0,26104999"
04/08/2007 6.00,"1,70598602","9,38341741","9,29046154","0,6234081","100,99465632",,"0,23469999"
04/08/2007 7.00,"1,963678","6,26157061","7,64007616","0,617688","118,04592744",,"0,26565"
04/08/2007 8.00,"1,97401094","8,66456316","9,08831978","0,62453395","110,2740138",,"0,287"
04/08/2007 9.00,"2,42981601","10,84155732","10,55080032","1,4203903","112,8908313",,"0,29260001"
04/08/2007 10.00,"5,33062601","11,98687001","11,39871979","1,5915149","115,50766842",,"0,30540001"
04/08/2007 11.00,"6,49427509","7,52180111","8,94315624","1,76761555","120,3351498",,"0,25619999"
04/08/2007 12.00,"4,76687002","5,44822997","7,88631201","1,6654231","127,26544392",,"0,3378"
04/08/2007 13.00,"5,39900923","6,67271019","8,69149399","1,78892045","123,25964814",,"0,36945"
04/08/2007 14.00,"10,93840027","10,03587047","11,00257015","1,64407565","117,02719818",,"0,29745001"
04/08/2007 15.00,"7,59932995","6,07642943","8,46764374","1,75729085","120,31913988",,"0,31575"
04/08/2007 16.00,"4,81261396","4,62467551","7,75064516","1,58070835","120,11140332",,"0,31455001"
04/08/2007 17.00,"8,16929054","8,15638468","9,81888485","1,9192396","117,24562764",,"0,32995"
04/08/2007 18.00,"9,72766018","8,95057297","10,23945045","1,5420258","122,13826704",,"0,29984999"
04/08/2007 19.00,"7,34495783","8,30066678","9,71713543","1,63873735","124,50073086",,"0,31195"
04/08/2007 20.00,"7,26834583","9,27361027","10,09971046","1,27994195","120,30723054",,"0,31805"
04/08/2007 21.00,"3,50833297","5,59123488","7,81237316","1,13247285","122,74825284",,"0,294"
04/08/2007 22.00,"2,61079192","5,91427218","7,69502115","0,6792383","115,6728492",,"0,25760001"
04/08/2007 23.00,"2,1917491","5,74445362","7,4053731","0,7398709","107,8276941",,"0,26019999"
05/08/2007 0.00,"2,02993298","4,32462027","6,61240005","0,5388026","103,39174944",,"0,26734999"
05/08/2007 1.00,"2,13323307","5,56569842","7,22968388","2,0179648","98,83066842",,"0,23909999"
05/08/2007 2.00,"2,23359895","4,7140531","6,83964205","1,11594735","101,49537834",,"0,50064999"
05/08/2007 3.00,"1,86767304","5,10220874","7,07570219","1,048731","95,07789216",,"0,63849998"
05/08/2007 4.00,"1,67503798","4,2952541","6,77113008","0,7190697","92,40778674",,"0,59334999"
05/08/2007 5.00,"1,58737004","4,39484552","6,78537512","0,66074515","90,22910346",,"0,61624998"
05/08/2007 6.00,"1,96105599","4,76640321","7,08519888","0,54056325","88,60839336",,"0,60014999"
05/08/2007 7.00,"1,96619701","3,97860091","6,71957684","0,518995","90,44615952",,"0,44819999"
05/08/2007 8.00,"1,84591901","5,43673895","7,76556778","0,86741395","87,30864684",,"0,5596"
05/08/2007 9.00,"2,16287994","5,56059151","7,9175148","0,93865415","90,6352767",,"0,82190001"
05/08/2007 10.00,"2,13702393","4,19693799","7,34974909","1,1076685","95,7783654",,"0,62465"
05/08/2007 11.00,"2,65111208","6,32796615","8,68742371","1,36856095","96,78912894",,"0,59694999"
05/08/2007 12.00,"4,43578196","6,44926432","8,87735653","1,1047705","105,5211669",,"0,66649997"
05/08/2007 13.00,"7,18415308","8,04657754","9,92538357","1,45106655","112,27166334",,"0,53785002"
05/08/2007 14.00,"5,23083019","7,13875239","9,38068104","1,36199905","118,27638396",,"0,68849999"
05/08/2007 15.00,"4,30615711","5,94746995","8,73083782","1,64376975","118,93687164",,"0,63994998"
05/08/2007 16.00,"4,0320549","5,91044246","8,91127396","1,56630575","119,31371298",,"0,60479999"
05/08/2007 17.00,"5,85180378","6,21432742","9,18667793","1,76433345","115,8672834",,"0,49924999"
05/08/2007 18.00,"2,29271293","4,18161536","8,03283119","1,31031345","105,32274984",,"0,41514999"
05/08/2007 19.00,"1,85702896","3,8228259","7,64414597","1,2392032","99,86273928",,"0,36774999"
05/08/2007 20.00,"2,41031909","4,54934146","7,74657393","0,8998842","100,71499284",,"0,28784999"
05/08/2007 21.00,"2,38840699","6,28710707","8,40998554","0,85893845","101,20769028",,"0,31220001"
05/08/2007 22.00,"2,70612407","7,33538273","8,61077213","0,3195022","94,79155788",,"0,33329999"
05/08/2007 23.00,"2,46068501","7,5141398","8,36657238","0,3178278","91,29448908",,"0,43689999"
06/08/2007 0.00,"2,76549697","7,20770045","8,19359684","0,25168325","86,82923214",,"0,32315001"
06/08/2007 1.00,,"5,59123488","7,35856724","0,3016197","84,88226106",,"0,33489999"
06/08/2007 2.00,"3,0389111",,,"0,289754","82,847412",,"0,46474999"
06/08/2007 3.00,"2,31389403","8,28662135","7,83272314",,"81,93651426",,
06/08/2007 4.00,"2,045048","9,28638038","8,581604","0,29824675","74,1526128",,"0,40994999"
06/08/2007 5.00,"1,68185306","4,85961241","6,19386816","0,2908879","86,31118566",,"0,47260001"
06/08/2007 6.00,"2,15314102","7,23451598","7,61769104","0,17026785","74,09402748",,"0,51634997"
06/08/2007 7.00,"2,55227494","11,45443038","10,04477024","0,4507287","69,39705834",,"0,90025002"
06/08/2007 8.00,"2,8094399","10,43934873","9,6052103","0,4868916","80,44364808",,"1,85150003"
06/08/2007 9.00,"3,15111494","9,72050201","9,23958778","0,55659195","90,90295236",,"1,21449995"
06/08/2007 10.00,"3,27431989","5,26436599","6,90951014","0,76730875","100,44201978",,"0,95499998"
06/08/2007 11.00,"3,47537804","4,2020449","6,71889782","1,50811115","103,97371788",,"0,40595001"
06/08/2007 12.00,"3,41950202","4,03222634","6,95631599","1,7814167","107,18580618",,"0,67615002"
06/08/2007 13.00,"3,82209802","4,42676797","7,27173996","2,2143779","108,35372592",,"0,70730001"
06/08/2007 14.00,"4,41934013","4,37186346","7,47931099","2,0990398","113,26376826",,"0,51620001"
06/08/2007 15.00,"5,06193686","6,27306164","8,68878078","2,50294395","117,42673986",,"0,58254999"
06/08/2007 16.00,"5,3307972","6,45692563","9,01302433","2,36615835","121,70548908",,"0,68365002"
06/08/2007 17.00,"8,33927536","8,46282403","10,28149986","2,1112321","118,63189836",,"0,60820001"
06/08/2007 18.00,"8,99905014","9,09357788","10,56707954","1,9178895","117,7290252",,"0,55449998"
06/08/2007 19.00,"6,69592905","8,3032193","9,9572649","1,93181715","116,6982885",,"0,42105001"
06/08/2007 20.00,"2,36291099","6,01258829","8,50427437","1,4636579","118,02732768",,"0,38049999"
06/08/2007 21.00,"1,12567198","6,35350261","8,39167023","1,32718395","114,77790252",,"0,35095"
06/08/2007 22.00,"0,76799297","8,03253211","9,02116489","0,99268345","111,67097742",,"0,34635001"
06/08/2007 23.00,"0,45451099","7,98528892","8,70099068","1,0304299","108,25646958",,"0,3628"
07/08/2007 0.00,"0,674335","7,81802475","8,60738087","0,808542","106,46936226",,"0,2041"
07/08/2007 1.00,"0,84423101","7,55244636","8,42897892","0,8969195","98,3512341",,"0,35425001"
07/08/2007 2.00,"0,58456999","6,96254972","8,17595959","0,6471924","96,02740206",,"0,33950001"
07/08/2007 3.00,"1,049173","6,33052055","7,89377308","0,6857772","95,32957752",,
07/08/2007 4.00,"1,07368195","5,43163203","7,53629112","0,47634265","93,18552354",,"0,34435001"
07/08/2007 5.00,"0,65715802","5,22350879","7,35381889","0,5101423","90,99616698",,"0,36794999"
07/08/2007 6.00,"0,86987299","8,12190971","8,94247723","0,4837728","81,22136526",,"0,32745001"
07/08/2007 7.00,"0,936746","12,32011925","11,24948978","0,4052761","67,2609897",,"0,49075001"
07/08/2007 8.00,"1,12497604","13,67994118","12,23917961","0,4455422","70,88859036",,"0,45300001"
07/08/2007 9.00,"1,11077201","15,24789575","13,34825039","0,68681795","82,26942642",,"0,67830002"
07/08/2007 10.00,"1,69447601","15,46495375","13,87057018","1,20226635","89,30090088",,"0,54769999"
07/08/2007 11.00,"4,79195213","14,1728008","13,0592804","1,65700165","100,90940742",,"0,64810002"
07/08/2007 12.00,"9,2736311","10,86453374","11,21354008","1,7102202","112,31559252",,"0,37149999"
07/08/2007 13.00,"6,68377209","6,84125155","8,91534424","1,99206795","122,51520648",,"1,05949998"
07/08/2007 14.00,"6,33361721","5,73934858","8,36046696","2,00239035","125,8032438",,"0,61570001"
07/08/2007 15.00,"3,45365","4,03605794","7,46438694","2,22701525","126,08681166",,"0,60114998"
07/08/2007 16.00,"4,68888998","3,94157155","7,6346488","2,0615728","127,50649524",,"0,42245001"
07/08/2007 17.00,"4,22698593","3,89432835","7,5111928","1,8734374","127,3093731",,"0,41755"
07/08/2007 18.00,"3,92446494","3,7321711","7,3816309","1,82257635","124,97353362",,"0,46465001"
07/08/2007 19.00,"2,15588689","3,05672846","6,9542799","1,9969175","121,83998418",,"0,49700001"
07/08/2007 20.00,"1,40321505","4,26971576","7,51187086","1,754095","115,54498566",,"0,4998"
07/08/2007 21.00,"1,527987","15,95653429","13,88074017","1,56929575","87,19810776",,"0,55884999"
07/08/2007 22.00,"0,87400699","22,12232814","16,80027962","1,05984345","90,9708768",,"0,94744998"
07/08/2007 23.00,"1,74828398","19,52526906","15,01966953","1,00533345","73,61327862",,"0,68360001"
08/08/2007 0.00,"1,71988904","33,79256001","23,49543953","0,9196297","45,9708372",,"0,86605"
08/08/2007 1.00,,"46,69108488","33,46900177","1,01382045","18,82780522",,"1,36099994"
08/08/2007 2.00,"3,07182002",,,"0,57348315","18,13397728",,"1,1365"
08/08/2007 3.00,"2,86231899","23,51917755","16,1735096",,"23,430204",,"1,12150002"
08/08/2007 4.00,"3,05677891","17,36359753","13,31772995","0,72082115","20,96253774",,"1,00654995"
08/08/2007 5.00,"2,42141199","13,5445957","11,22099972","0,8750304","30,32983206",,"0,98809999"
08/08/2007 6.00,"2,07568312","12,93172264","11,14163017","0,8019387","31,47642486",,"1,16199994"
08/08/2007 7.00,"2,87932491","12,5448442","11,00597",,"46,36769094",,"1,10399997"
08/08/2007 8.00,"2,55107188","14,71417517","12,25545979",,"58,40640522",,"0,93265003"
08/08/2007 9.00,"2,98936892","8,28279164","8,29806042","0,21983055","93,85803828",,"0,77114999"
08/08/2007 10.00,"2,90855908","6,05217205","6,99226713","0,49675745","110,16484812",,"0,64340001"
08/08/2007 11.00,"3,95105195","5,37289781","6,71957684","1,03529325","123,02391384",,"0,90930003"
08/08/2007 12.00,"4,56604004","4,9975104","7,04042912","2,42508435","128,55184884",,"0,55729997"
08/08/2007 13.00,"5,40257978","3,30954238","6,71211481","3,72190255","132,69351312",,"0,67344999"
08/08/2007 14.00,"5,53558207","3,19590365","5,91032505","2,6432451","135,89500662",,"0,54745001"
08/08/2007 15.00,"5,63345718","2,78859567","4,97015285","2,27198945","135,29830356",,"0,55825001"
08/08/2007 16.00,"4,38380814","2,79242538","4,89078903","2,4190503","134,5991841",,"0,22705001"
08/08/2007 17.00,"4,80418921","4,21992005","5,94763279","2,8854144","140,49473904",,"0,59464997"
08/08/2007 18.00,"4,21110392","3,9722168","6,42382288","3,11249915","140,41880964",,"0,54904997"
08/08/2007 19.00,"4,89872122","4,92983766","6,61511278","2,6521277","137,02819896",,"0,48855001"
08/08/2007 20.00,"3,95788407","4,82513744","6,43264198","2,6004674","130,98755412",,"0,58670002"
08/08/2007 21.00,"4,69009876","9,66049059","9,03676605","2,3879198","120,27662334",,"0,63520002"
08/08/2007 22.00,"3,66150403","7,77716755","7,99348783","2,3427961","117,55982232",,"0,99199998"
08/08/2007 23.00,"2,92132902","11,42524103","9,9508152","2,20086655","103,63819626",,"0,60595"
09/08/2007 0.00,"3,50173092","8,74244973","8,47239208","2,4056436","94,56384816",,"0,26554999"
09/08/2007 1.00,"2,98250699","7,85888384","7,86121321","2,18547035","90,90562068",,"0,61330003"
09/08/2007 2.00,"2,60429001","10,36529753","9,15818787","2,39110415","81,82464102",,"0,56650001"
09/08/2007 3.00,"2,67067289","9,18550987","8,60805893","2,27567635","83,58783156",,"0,58835"
09/08/2007 4.00,"1,95045102","8,62370596","8,32383728","2,58123595","80,34378228",,"0,2392"
09/08/2007 5.00,"2,357198","6,09175205","6,99497986","2,43694085","79,14921858",,"0,4192"
09/08/2007 6.00,"2,17050791","5,17243587","6,51607704","2,61722635","70,1627877",,"0,4066"
09/08/2007 7.00,"2,60050702","5,75339213","6,83150196","2,3302266","62,89428402",,"0,37470001"
09/08/2007 8.00,"2,64507604","10,92071168","9,73002338","2,47536005","71,6676417",,"0,56975001"
09/08/2007 9.00,"2,9339509","13,73229693","11,53166962","2,3350865","79,92428706",,"0,65265"
09/08/2007 10.00,"2,59889388","8,15127776","8,38895702","2,32452835","95,2017336",,"0,4765"
09/08/2007 11.00,"2,53825808","5,31160918","6,74738789","2,200134","111,33276786",,"0,57255"
09/08/2007 12.00,"3,87173891","4,51997528","6,33835316","2,2602997","111,63375828",,"0,58289999"
09/08/2007 13.00,"4,30977106","4,03861046","5,95238113","2,04448495","114,57819054",,"0,54364997"
09/08/2007 14.00,"3,92349005","3,86368498","5,6525569","2,0129347","114,45430986",,"0,61925"
09/08/2007 15.00,"5,20776796","3,72450979","5,60575199","1,9482863","124,0772724",,"0,42320001"
09/08/2007 16.00,"4,74149895","3,4985114","5,32356501","2,1244249","109,82524554",,"0,4716"
09/08/2007 17.00,"4,42350912","3,35167678","5,30253696","1,97895565","109,0581624",,
09/08/2007 18.00,"4,66922188","3,63896379","5,55555582","2,166784","114,14001708",,"0,52539998"
09/08/2007 19.00,"5,94265079","4,03094914","5,84316921","2,03099315","112,6205658",,"0,47755"
09/08/2007 20.00,"4,1708169","5,60145059","6,87287998","2,39592265","111,84278976",,"0,4267"
09/08/2007 21.00,"3,37767196","7,10427742","7,73368597","2,21048285","107,64528696",,"0,55865002"
09/08/2007 22.00,"3,21754789","9,32213066","8,97707272","2,0830295","84,93953184",,"0,49405"
09/08/2007 23.00,"2,85583901","9,85073869","9,17582417","2,1033086","80,89910676",,"1,09449995"
10/08/2007 0.00,"2,34629107","5,72274876","6,95495892","2,25652885","94,26952854",,"1,01269996"
10/08/2007 1.00,,"5,43801614","6,75688505","2,21509205","83,97269748",,"0,45300001"
10/08/2007 2.00,"1,01323104",,,"2,6591657","74,40298362",,"0,38185"
10/08/2007 3.00,"1,28334904","5,79808093","6,06227112",,"74,9742984",,"0,34909999"
10/08/2007 4.00,"1,23966599","8,75266356","7,75064516","0,8166978","65,61632358",,"0,48795"
10/08/2007 5.00,"1,07263005","7,59968768","7,24053812","0,6269064","68,15856546",,"0,66434997"
10/08/2007 6.00,"0,92025203","5,64613751","6,25559616","0,6197603","80,37174078",,"0,3348"
10/08/2007 7.00,"1,20517802","9,6681519","8,54836559","0,5022694","79,61533092",,"0,50849998"
10/08/2007 8.00,"0,74604601","10,78409653","9,33998108","0,54918365","80,56617498",,"0,84500003"
10/08/2007 9.00,"1,12360501","6,05344737","6,75213718","0,3518448","97,53890724",,"0,44389999"
10/08/2007 10.00,"0,457508","7,33665992","7,76963806","0,4537256","98,11818774",,"0,4849"
10/08/2007 11.00,"1,96786904","6,2998753","7,190341","0,46850885","104,0296545",,"0,62239999"
10/08/2007 12.00,"2,13947701","7,13619987","7,70723104","0,7832972","118,41215436",,"0,55049998"
10/08/2007 13.00,"3,79903102","6,00748137","7,11300993","0,6997497","124,88967774",,"0,50664997"
10/08/2007 14.00,"3,55882096","4,97197394","6,54931498","0,62213735","132,89993514",,"0,3479"
10/08/2007 15.00,"3,09036398","4,92217635","6,59611988","0,6981558","130,29512508",,"0,53665"
10/08/2007 16.00,"2,08025908","3,85857806","6,01682281","0,6450212","124,3130067",,"0,42495"
10/08/2007 17.00,"0,75950903","3,30443358","5,72513914","0,62411535","116,43993234",,"0,45770001"
10/08/2007 18.00,"1,06714797","3,81133487","5,99036789","0,6320814","113,87763882",,"0,51840001"
10/08/2007 19.00,"1,28180003","4,17267873","6,26644993","0,5117293","112,49268264",,"0,565"
10/08/2007 20.00,"0,75782102","5,59251208","6,97937918","0,7498713","109,30721868",,"0,3486"
10/08/2007 21.00,"0,22485299","6,43649609","7,38298702","0,7542781","106,88481576",,"0,35695001"
10/08/2007 22.00,"0,232482","8,84842715","8,66571712","0,6072529","101,94946362",,"0,36359999"
10/08/2007 23.00,"0,244691","5,45589129","6,81793499","0,5907136","106,5772134",,"0,35894999"
11/08/2007 0.00,"0,303615","5,83638561","7,04042912","0,7209511","102,6033786",,"0,48585001"
11/08/2007 1.00,"1,33480799","7,3251689","7,81440783","0,64268325","96,7371948",,"0,6232"
11/08/2007 2.00,"0,79676801","16,40597666","12,75199986","0,7890587","81,3865068",,"0,32640001"
11/08/2007 3.00,"0,65246999","17,35337993","13,13185978","0,5331607","68,07467034",,"0,76010001"
11/08/2007 4.00,"0,99980903","15,09978205","12,00990009","0,75120185","59,63024196",,"0,66584998"
11/08/2007 5.00,"0,90729803","22,27937283","16,11787987","0,80163625","38,50391646",,"1,07805002"
11/08/2007 6.00,"1,49328995","18,96345198","14,43223","1,04327195","38,63974572",,"0,88335001"
11/08/2007 7.00,"1,38518596","19,26862542","14,71510029","1,05247195","34,42219128",,"0,54544997"
11/08/2007 8.00,"1,614236","23,83966233","17,62038994","0,95685175","40,68791676",,"0,73940003"
11/08/2007 9.00,"1,91167295","22,78882287","17,3422699","0,53469365","54,39260448",,"1,39419997"
11/08/2007 10.00,"1,20151496","6,62802139","7,66924381","0,7862504","97,32848274",,"1,18414998"
11/08/2007 11.00,"1,48595703","5,63975528","7,20119381","0,7204865","103,23325908",,"0,6613"
11/08/2007 12.00,"1,73775303","4,46762517","6,50183201","0,7695501","109,49504094",,"0,44865"
11/08/2007 13.00,"1,56807697","4,7612963","6,59340715","0,6083155","114,70736862",,"0,34755"
11/08/2007 14.00,"1,49359405","3,87900761","6,2162528","0,7924788","117,45465912",,"0,62519997"
11/08/2007 15.00,"1,36317599","4,32845186","6,43535519","0,80127055","117,87282018",,"0,65445"
11/08/2007 16.00,"1,39128196","2,9405372","5,81603622","0,9540423","117,59715918",,"0,86524999"
11/08/2007 17.00,"1,07172894","2,94692132","5,86962414","1,04681395","119,0540619",,"0,11675"
11/08/2007 18.00,"0,54789698","7,71077201","8,41676903","1,04587785","116,5024809",,"0,52490002"
11/08/2007 19.00,"0,98960799","6,64078962","7,82865286","0,7891806","122,53519926",,"0,72509998"
11/08/2007 20.00,"0,83688599","7,79759521","8,42490864","0,979363","110,93722866",,"0,57555002"
11/08/2007 21.00,"0,554313","6,88977006","7,93989992","0,8738505","110,22749478",,"0,14665"
11/08/2007 22.00,"0,72635603","43,4734839","28,43983078","0,649842","47,24796186",,"0,74629998"
11/08/2007 23.00,"1,31479001","42,74694765","29,03947067","0,57872255","37,29603078",,"1,32420003"
12/08/2007 0.00,"1,23021102","30,02591394","20,24621964","0,79933395","51,21512586",,"0,72395003"
12/08/2007 1.00,,"26,4201498","18,07217026","0,7839297","55,32080706",,"0,92659998"
12/08/2007 2.00,"1,11116397",,,"1,0621193","66,81353598",,"0,55159998"
12/08/2007 3.00,"1,03855598","19,3541733","13,52258015",,"67,78168488",,"0,73954999"
12/08/2007 4.00,"0,991696","16,73794495","12,57019997","1,0773361","57,85108074",,"0,55339998"
12/08/2007 5.00,"0,46368399","14,70524042","11,78334045","1,20959415","56,58460974",,"0,73470002"
12/08/2007 6.00,"0,59302998","11,84258978","10,6450901","1,3944003","60,98060808",,"1,01900005"
12/08/2007 7.00,"0,98674899","10,51596186","10,07326031","1,40925715","64,61485992",,"0,82309997"
12/08/2007 8.00,"0,99164599","11,55785341","11,03785038","1,4166666","73,49875668",,"0,36750001"
12/08/2007 9.00,"0,514018","8,91226829","9,33862495","0,96677625","89,641818",,"0,54680002"
12/08/2007 10.00,"0,45448101","8,83055201","9,02455616","0,72590185","101,07992484",,"0,77929997"
12/08/2007 11.00,"1,08713698","12,36353085","10,96662045","0,6135618","101,49137586",,"0,73100001"
12/08/2007 12.00,"1,29074597","7,77078156","8,12712002","0,7317312","120,94772544",,"1,17624998"
12/08/2007 13.00,"1,41344094","4,81236921","6,56220293","0,60396735","126,83256786",,"0,51389998"
12/08/2007 14.00,"1,30352104","3,38487455","5,81671381","0,5515814","126,02296818",,"0,66434997"
12/08/2007 15.00,"2,87083912","3,20611748","5,70478916","0,4566489","126,10152666",,"0,63389999"
12/08/2007 16.00,"3,71551609","3,89305303","6,18911982","0,5284664","130,67594928",,"0,75285"
12/08/2007 17.00,"1,72534895","3,59427499","5,94695377","0,5607308","132,94515924",,"1,03380001"
12/08/2007 18.00,"0,80422002","2,84860521","5,75362921","0,7165098","126,9990828",,"0,27079999"
12/08/2007 19.00,"1,98895597","4,41655226","6,66598797","0,61898635","123,5818674",,"0,41705"
12/08/2007 20.00,"1,72209001","3,52404974","6,17148304","0,70153105","120,35245464",,"0,228"
12/08/2007 21.00,"2,5228529","4,62084579","6,68294716","0,59194295","108,36173088",,"0,50880003"
12/08/2007 22.00,"2,53245091","8,97610943","8,84276199","0,31916755","81,78736302",,"0,30974999"
12/08/2007 23.00,"1,78486896","18,65575048","14,20499039","0,08675485","57,32638308",,"0,89494997"
13/08/2007 0.00,"2,29263997","20,74462731","15,03526974","0,3530109","57,29308794",,"1,22000003"
13/08/2007 1.00,"2,09253812","20,78676171","15,18517971","0,52530735","56,35956834",,"1,05515003"
13/08/2007 2.00,"1,43894196","50,82035013","34,24636078","0,8692528","18,19257241",,"0,82255"
13/08/2007 3.00,"1,701437","35,08981047","26,09482956","1,0748659","10,8694643",,"1,35169995"
13/08/2007 4.00,"1,40081501","32,37016662","24,39492035","1,24930825","11,02261018",,"1,09035003"
13/08/2007 5.00,"1,10820103","22,3176888","16,77519989","1,29715975","21,1516353",,"0,85570002"
13/08/2007 6.00,"0,73975301","27,33179526","19,88603973","1,3556177","19,57889021",,"0,98914999"
13/08/2007 7.00,"0,83476597","32,35739463","27,92497063","1,34201435","9,2487699",,"1,36619997"
13/08/2007 8.00,"0,60426599","23,1489027","20,42531013","1,35339015","43,62567822",,"1,38150001"
13/08/2007 9.00,"0,31399801","8,20235067","9,06661224","0,8901828","98,98115382",,"0,74680001"
13/08/2007 10.00,"0,50440401","10,37168164","10,19536018","0,7686922","106,3761084",,"0,28330001"
13/08/2007 11.00,"0,77047998","3,35933809","6,01411009","0,4621137","118,1537982",,"1,13049996"
13/08/2007 12.00,"0,87677902","3,07971239","5,72920895","0,4304565","120,95704494",,"0,31105"
13/08/2007 13.00,"1,85477805","2,87669606","5,50671577","0,3438224","122,53780872",,"0,62840003"
13/08/2007 14.00,"3,53529191","2,79114818","5,42124605","0,32451275","119,98764036",,"0,70300001"
13/08/2007 15.00,"2,64797711","2,75922761","5,35883904","0,29034395","122,83079418",,"0,69139999"
13/08/2007 16.00,"4,25482082","3,2227173","5,65730619","0,30171975","124,65663138",,"0,34015"
13/08/2007 17.00,"4,00051594","3,45382448","5,86962414","0,3832122","119,63871828",,"0,44064999"
13/08/2007 18.00,"3,92276311","5,93725612","7,33821821","0,5027593","115,6674537",,"0,79535002"
13/08/2007 19.00,"4,24193096","3,11929428","5,6376338","0,27807805","115,4477097",,"0,83604997"
13/08/2007 20.00,"3,10397291","5,79042149","7,11300993","0,40661125","114,2465733",,"0,64910001"
13/08/2007 21.00,"2,60571694","15,34238026","12,28936958","0,20411465","88,18889814",,"0,63284999"
13/08/2007 22.00,"2,56673408","53,82472095","34,1012001","0,1143238","34,88296698",,"0,72175002"
13/08/2007 23.00,"2,96497989","62,73827208","54,78564072","0,09821115","20,2993425",,"1,80149996"
14/08/2007 0.00,"2,86919188","51,50089593","33,42015076","0,22095525","16,78228877",,"1,3635"
14/08/2007 1.00,,"47,20691151","37,46371078","0,0797916","14,67817522",,"1,38049996"
14/08/2007 2.00,"1,89856398",,,"0,55307985","13,79258532",,"1,28999996"
14/08/2007 3.00,"2,14803505","38,28954195","27,20458031",,"12,43556606",,"1,82599998"
14/08/2007 4.00,"3,10349202","29,98631889","20,6511898","1,12738985","21,2049036",,"1,46449995"
14/08/2007 5.00,"2,94539809","33,52570254","22,53763962","1,03709185","13,8245463",,"1,00065005"
14/08/2007 6.00,"2,12598705","32,27056767","21,40616989","1,1504945","19,51497022",,"1,82650006"
14/08/2007 7.00,"2,14111495","27,39179916","22,50642967","0,98956005","19,95044004",,"0,91215003"
14/08/2007 8.00,"1,02403498","22,07763558","16,60017967","0,9010227","47,53959354",,"1,31599998"
14/08/2007 9.00,"0,59200299","17,13632006","13,74168968","0,59607605","65,42453808",,"1,39199996"
14/08/2007 10.00,"0,78120899","14,88782533","12,27715969","0,4611224","91,1959182",,"1,24899995"
14/08/2007 11.00,"1,74607396","9,31574655","8,87464428","0,36770675","111,1849704",,"0,97974998"
14/08/2007 12.00,"1,88271201","4,64893476","6,01953602","0,45789205","124,08127488",,"0,73774999"
14/08/2007 13.00,"3,44053411","3,83814852","5,59422112","0,3912599","127,76746086",,"0,28295001"
14/08/2007 14.00,"3,72915196","3,84325544","5,73056602","0,44099395","128,99932218",,"1,39950001"
14/08/2007 15.00,"3,98603606","3,36316781","5,4253149","0,28160625","128,15630964",,"0,29525"
14/08/2007 16.00,"6,00087309","3,61597985","5,66815901","0,5272543","127,67159754",,"0,29570001"
14/08/2007 17.00,"5,15398312","3,59938191","5,76719618","0,38019345","124,53545826",,"0,70340002"
