NetC,Regione Puglia,,,,,,
Stat,c,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE
PtId,1,4,2,,,5,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,,,ug/m3,
Field,Aver,Aver,Aver,,,Aver,
14/11/2007 14.00,"0,038129","4,65787328","4,64116096","0,7124273","65,477826",,"0,7773"
14/11/2007 15.00,"0,052683","4,94260589","4,75037289","0,7841367","64,00895508",,"0,47580001"
14/11/2007 16.00,"0,092606","6,7212287","6,06701899","0,9103676","60,3600471",,"0,42895001"
14/11/2007 17.00,"0,0472","6,93573606","5,98629808","0,9667337","60,71426658",,"0,56720001"
14/11/2007 18.00,"0,057017","7,97507697","6,56695223","0,9482164","59,51173716",,"0,51104999"
14/11/2007 19.00,"0,050788","13,3556248","9,35693932","1,01508315","44,4819735",,"0,65060002"
14/11/2007 20.00,"0,08403","14,42178312","9,89146709","0,86167545","44,19432468",,"0,71885002"
14/11/2007 21.00,"0,053329","15,88502431","10,63694954","0,9766766","38,5838091",,"0,8369"
14/11/2007 22.00,"0,038028","7,99295211","6,38787079","0,9410588","56,921544",,"1,17999995"
14/11/2007 23.00,"0,085278","4,78683275","4,58282518","0,73857255","72,23361984",,"0,70380002"
15/11/2007 0.00,"0,083534","2,01738943","3,10677004","0,6300436","81,3172482",,
15/11/2007 1.00,"0,31425199","2,31106055","3,4215169","0,7759073","81,12283362",,"0,34725001"
15/11/2007 2.00,"0,128093","2,08889188","3,18274307","0,5876523","80,29449684",,"0,39015001"
15/11/2007 3.00,"0,08408","1,83097292","2,97585106","0,6815659","79,05600396",,"0,26589999"
15/11/2007 4.00,"0,136792","2,47708514","3,3773551","0,71091275","72,75623778",,"0,25479999"
15/11/2007 5.00,"0,34919399","3,89432835","4,13715887","0,66934945","57,96560268",,"0,29859999"
15/11/2007 6.00,"0,37635699","1,84757087","3,01180291","0,5426896","74,69594946",,"0,44525"
15/11/2007 7.00,"0,224337","1,90375258","3,00230598","0,5093419","72,59717844",,"0,33809999"
15/11/2007 8.00,"0,13158099","3,6913139","3,93094611","0,44200365","62,63993034",,"0,2449"
15/11/2007 9.00,"0,068629","7,97507697","6,33157015","0,5483039","47,87786196",,"0,26565"
15/11/2007 10.00,"0,085379","7,66735853","6,36209488","0,53591725","40,71722904",,"0,37259999"
15/11/2007 11.00,"0,119769","9,23275307","7,8897028","0,658076","50,3521794",,"0,36105001"
15/11/2007 12.00,"0,20106401","8,8777952","8,16985512","0,70565495","52,78788468",,"0,46945"
15/11/2007 13.00,"0,58701402","10,59767815","9,15411758","0,9975951","51,54807726",,"0,42635"
15/11/2007 14.00,"0,53924799","15,45601712","12,52204037","0,96724775","45,85364694",,"0,63450003"
15/11/2007 15.00,"1,67413199","11,32419182","9,31759644","1,07997765","56,83764888",,"0,71824998"
15/11/2007 16.00,"1,42289996","7,26388215","6,639534","1,32331075","65,34331128",,"0,72485"
15/11/2007 17.00,"1,20312905","5,99088343","6,12603521","1,58211825","63,5095476",,"0,33544999"
15/11/2007 18.00,"0,108703","7,02128394","6,63139296","1,33145505","48,81138156",,"0,6803"
15/11/2007 19.00,"0,26237199","12,66614049","11,32139015","1,1077099","26,257446",,"0,71385002"
15/11/2007 20.00,"0,337432","8,16787759","7,05195999","0,84684505","34,5913353",,"0,76994997"
15/11/2007 21.00,"0,13591599","11,30376605","8,36385822","0,75923345","29,08333422",,"0,80879998"
15/11/2007 22.00,"0,242235","13,81784481","9,63098621","0,61551335","26,88069492",,"0,89805001"
15/11/2007 23.00,"0,323825","15,58880067","10,46533012","0,5664348","21,26617686",,"1,1595"
16/11/2007 0.00,"0,61272103","15,84416523","10,93474007","0,4547767","16,76763851",,"1,05250001"
16/11/2007 1.00,,"17,60874638","11,45501995","0,61872875","19,89848628",,"1,23399997"
16/11/2007 2.00,"1,75403404",,,"0,7738925","23,5553796",,"1,81949997"
16/11/2007 3.00,"1,72904301","9,14209827","5,96119881",,"24,4676115",,"1,50150001"
16/11/2007 4.00,"2,42178798","6,51693705","4,7849679","0,68579215","18,34172561",,"0,60000002"
16/11/2007 5.00,"3,55858302","6,4901234","4,85415792","0,7077169","26,07499962",,"1,13900006"
16/11/2007 6.00,"4,77240515","6,09302925","4,79242992","0,63335905","30,99967848",,"1,07249999"
16/11/2007 7.00,"4,84918785","6,3432869","4,94980288","0,613364","29,65331484",,"1,06050003"
16/11/2007 8.00,"2,95969296","8,63774951","6,30511522","0,5695973","29,87747334",,"1,07099998"
16/11/2007 9.00,"1,80057001","11,41357318","8,55514908","0,5934115","19,59753314",,"1,278"
16/11/2007 10.00,"2,11078811","12,01623994","9,78564644","0,60692745","18,46025003",,"1,199"
16/11/2007 11.00,"3,13482594","10,52873197","9,24297905","0,6799559","19,99438884",,"1,17050004"
16/11/2007 12.00,"4,75271988","3,48957477","3,85768604","0,78636655","55,59115104",,"1,21449995"
16/11/2007 13.00,"4,604074","3,04140771","3,6412971","0,9443524","71,61570756",,"0,97025001"
16/11/2007 14.00,"3,73408198","3,19462645","3,80274105","0,89693905","62,92626462",,"0,56765002"
16/11/2007 15.00,"4,30337381","3,49595888","4,02252102","0,8572928","61,82491554",,"0,4456"
16/11/2007 16.00,"4,84200001","3,09120342","3,76475406","0,6904255","66,66703344",,"0,39809999"
16/11/2007 17.00,"3,99132705","2,89074149","3,65418506","0,78756715","70,58228292",,"0,47760001"
16/11/2007 18.00,"4,17137098","2,55621128","3,50427389","0,8182043","68,54474592",,"0,16814999"
16/11/2007 19.00,"4,56966686","3,40785661","3,98656893","0,73826665","63,0208134",,"0,30180001"
16/11/2007 20.00,"4,86053514","2,83456166","3,66029","0,6775961","58,01622228",,"0,34944999"
16/11/2007 21.00,"4,07302189","10,43679622","7,720119","0,8053749","42,48173412",,"0,49695"
16/11/2007 22.00,"4,54469585","14,5341409","10,03934002","0,86720465","42,2287146",,"0,60750002"
16/11/2007 23.00,"4,21675777","12,17200743","8,664361","0,89221945","35,87642568",,"1,20299995"
17/11/2007 0.00,"4,55680609","14,71545613","10,01694965","0,8474672","36,47836728",,"1,51450002"
17/11/2007 1.00,"4,89153481","15,72159174","10,5236702","0,84673695","30,3631272",,"1,66949999"
17/11/2007 2.00,"5,10070801","12,07625136","8,44932842","0,73431985","22,75768926",,"2,88150001"
17/11/2007 3.00,"5,03489494","12,9738608","8,88685417","0,6927853","19,12077695",,
17/11/2007 4.00,"5,33483219","12,30863198","8,49749088","0,75602265","15,31873291",,"1,65349996"
17/11/2007 5.00,"4,61276579","8,61221305","6,61986208","0,78735325","17,2670303",,"1,70449996"
17/11/2007 6.00,"4,73382902","9,46130397","7,0885911","0,61422075","13,84851017",,"1,56949997"
17/11/2007 7.00,"4,36614704","6,17219302","5,24216604","0,58912085","14,10420978",,"1,97249997"
17/11/2007 8.00,"4,0854969","4,88004195","4,61606312","0,5477151","15,79015442",,"1,61950004"
17/11/2007 9.00,"4,26856995","8,18192113","7,25342607","0,53814595","23,33832354",,"1,40100002"
17/11/2007 10.00,"4,21599483","8,43473318","7,42029619","0,4851988","33,6444741",,"1,18599999"
17/11/2007 11.00,"3,95956397","6,05600177","5,63220692","0,59881765","48,1428693",,"1,01329994"
17/11/2007 12.00,"4,24549103","5,43673895","5,39750385","0,649405","50,52664044",,"0,76265001"
17/11/2007 13.00,"3,86571908","3,94795566","4,53059292","0,84133195","58,33981494",,"0,70539999"
17/11/2007 14.00,"4,56211281","3,71940287","4,42341614","0,9556362","63,05277438",,"0,87265003"
17/11/2007 15.00,"4,438416","4,36164963","4,77411509","1,0602885","60,97128858",,"0,78175002"
17/11/2007 16.00,"4,175529","4,0603172","4,62216806","0,89286345","62,94490362",,"0,41870001"
17/11/2007 17.00,"4,2999568","5,51207111","5,24148703","0,72213445","64,03691358",,"0,81615001"
17/11/2007 18.00,"4,60483599","5,73423979","5,18111515","0,58860565","60,49854468",,"0,87739998"
17/11/2007 19.00,"5,02127123","4,44464312","4,54212523","0,6798271","60,74756172",,"0,94884998"
17/11/2007 20.00,"3,87291789","4,5276366","4,50074577","0,5873188","63,10735722",,"0,91049999"
17/11/2007 21.00,"4,43196011","6,29349118","5,41717577","0,6665262","51,85569924",,"0,96960002"
17/11/2007 22.00,"4,99555779","5,81084915","5,19468212","0,6673841","56,6392122",,"1,15649998"
17/11/2007 23.00,"4,5995388","7,60734899","6,23524618","0,751226","53,19672624",,"1,01680005"
18/11/2007 0.00,"4,49780416","6,47990957","5,55555582","0,5998906","69,43700466",,"1,01145005"
18/11/2007 1.00,,"5,0396448","4,81481504","0,6872078","67,10917014",,"0,3037"
18/11/2007 2.00,"1,81764305",,,"0,8500846","52,8158628",,
18/11/2007 3.00,"2,26366496",,,,"63,20059146",,
18/11/2007 4.00,"2,0415771",,,"0,68609115","44,37143442",,
18/11/2007 5.00,"1,54758406",,,"0,6657902","44,39807838",,
18/11/2007 6.00,"2,09815407",,,"0,58868845","44,3821077",,
18/11/2007 7.00,"1,838552",,,"0,5955689","43,2568026",,
18/11/2007 8.00,"1,60816598",,,"0,48359225","43,38729522",,
18/11/2007 9.00,"1,80582094",,,"0,49949215","42,48306828",,
18/11/2007 10.00,"1,713099",,,"0,41431165","43,84869876",,
18/11/2007 11.00,"1,65379596",,,"0,34870875","47,4783399",,
18/11/2007 12.00,"2,0569241",,,"0,8345665","50,01924762",,
18/11/2007 13.00,"2,6360209",,,"1,22964555","52,31380662",,
18/11/2007 14.00,"3,39109397",,,"1,52386155","58,3757784",,
18/11/2007 15.00,"2,47676301",,,"1,43906745","54,38728746",,
18/11/2007 16.00,"2,35717106",,,"0,8213599","54,00773856",,
18/11/2007 17.00,"2,82009602",,,"0,63142705","52,61742612",,
18/11/2007 18.00,"2,747895",,,"0,5741996","54,25544106",,
18/11/2007 19.00,"2,89005709",,,"0,59296185","41,9250951",,
18/11/2007 20.00,"2,0489099",,,"0,66365235","29,79047826",,
18/11/2007 21.00,"2,3216989",,,"0,5771919","33,63248628",,
18/11/2007 22.00,"2,73646092",,,"0,52338225","33,94144242",,
18/11/2007 23.00,"2,69698811",,,"0,4744463","36,36251118",,
19/11/2007 0.00,"2,62185407",,,"0,5013724","37,7315163",,
19/11/2007 1.00,"2,22536397",,,"0,5359483","36,91383318",,
19/11/2007 2.00,"2,37153101",,,"0,59565515","39,58525314",,
19/11/2007 3.00,"2,38609004",,,"0,56727545","37,81939428",,
19/11/2007 4.00,"2,20855999",,,"0,57202035","32,90536908",,
19/11/2007 5.00,"1,83229899",,,"0,63155585","38,00851146",,
19/11/2007 6.00,"2,39957309",,,"0,588432","43,87471488",,
19/11/2007 7.00,"1,82897794",,,"0,5955689","42,72543414",,
19/11/2007 8.00,"1,52580202",,,"0,4891479","44,68839552",,
19/11/2007 9.00,"1,92462897",,,"0,4969702","45,06127362",,
19/11/2007 10.00,"1,82663298",,,"0,4151247","46,58343246",,
19/11/2007 11.00,"1,91876698","5,70231922","4,89960718","0,47577225","50,8822137",,
19/11/2007 12.00,"3,22029901","7,73886099","6,86406183","0,82375305","52,2046017",,
19/11/2007 13.00,"4,23215199","7,39667135","6,71211481","1,36910375","57,29041962",,
19/11/2007 14.00,"4,04338312","5,71891716","5,6640892","1,39496035","63,39769398",,
19/11/2007 15.00,"3,481668","6,26284781","5,94898891","1,547624","61,0272252",,
19/11/2007 16.00,"1,94055605","4,79066435","4,99864292","1,28563445","64,01293794",,
19/11/2007 17.00,"1,880023","5,1512276",,"1,03912965","64,53889128",,
19/11/2007 18.00,"1,70195997","4,82896904","4,3637228","0,8165736","67,16777508",,
19/11/2007 19.00,"1,60787702","6,37010055","5,15873098","0,63629845","63,60142806",,"0,76310003"
19/11/2007 20.00,"1,55061603","10,07800863","7,20187187","0,56157835","53,2420092",,"0,78904998"
19/11/2007 21.00,"2,13391089","9,77668184","7,06349182","0,640872","51,00207228",,"1,31900001"
19/11/2007 22.00,"1,78588796","8,9199296","6,72229004","0,67959365","54,40859478",,"1,24199998"
19/11/2007 23.00,"1,826437","10,09971349","7,37823915","0,7598579","51,982209",,"1,27400005"
20/11/2007 0.00,"1,96908402","9,56472888","7,1665988","0,72019555","49,30812072",,"1,38250005"
20/11/2007 1.00,,"8,98377074","6,85388708","0,7751161","46,47022506",,"1,39250004"
20/11/2007 2.00,"1,71094406",,,"0,74190755","46,29578364",,"1,28799999"
20/11/2007 3.00,"1,87528098","6,52842808","4,86365509",,"50,61985506",,"1,38399994"
20/11/2007 4.00,"1,428859","5,79935813","4,61538506","0,58187125","52,10340174",,"1,10599995"
20/11/2007 5.00,"1,59262502","5,54654608","4,55569077","0,585787","52,76392866",,"1,19350004"
20/11/2007 6.00,"1,27412105","5,22095439","4,54009008","0,54864315","49,93935498",,"1,255"
20/11/2007 7.00,"1,45065498","4,82769184","4,33319807","0,5053721","48,2240961",,"1,04750001"
20/11/2007 8.00,"1,88016295","5,40609557","4,75172997","0,3562286","48,58498638",,"1,06050003"
20/11/2007 9.00,"2,35412788","8,61093585","6,69719219","0,49086485","45,12152664",,"1,12750006"
20/11/2007 10.00,"2,37549496","11,0956428","8,99674416","0,5785535","40,59737046",,"1,125"
20/11/2007 11.00,"2,65929389","6,55013482","6,11992884","0,65164865","56,19309264",,"1,34949994"
20/11/2007 12.00,"3,73754001","2,97628937","3,67792702","0,66049905","68,84440218",,"1,35000002"
20/11/2007 13.00,"4,47908115","3,08992622","3,8895669","1,06299215","70,12150722",,"0,5575"
20/11/2007 14.00,"4,65718699","2,96990526","4,10392094","1,12604665","71,36400258",,"1,10049999"
20/11/2007 15.00,"4,21363592","2,9877804","4,15004778","1,17425235","72,47998818",,"1,08500004"
20/11/2007 16.00,"3,68993402","2,88435738","4,19074821","1,2578148","75,46703508",,"1,02450001"
20/11/2007 17.00,"2,6572721","3,06694417","4,3406601","1,1143891","76,49643762",,"0,98825002"
20/11/2007 18.00,"2,97420907","2,84605269","4,21652412","0,96326185","74,46823974",,"1,05400002"
20/11/2007 19.00,"1,86453497","3,54320208","4,43834019","0,8268569","73,53603468",,"0,96820003"
20/11/2007 20.00,"1,76472104","4,0539312","4,6594758","0,60974035","65,16219906",,"0,99895"
20/11/2007 21.00,"1,65759099","15,19553812","10,50263977","0,6255678","41,77325592",,"1,09350002"
20/11/2007 22.00,"1,70706904","23,4081045","14,82769966","0,4865673","29,20185864",,"1,96700001"
20/11/2007 23.00,"1,12052202","18,13225125","11,93731976","0,58365835","33,25427154",,"3,14199996"
21/11/2007 0.00,"1,50944602","17,42488051","11,5717001","0,6428845","33,54992532",,"2,65949988"
21/11/2007 1.00,"1,89191306","16,23232463","10,97612","0,8063915","32,61505194",,"2,94650006"
21/11/2007 2.00,"1,96104002","14,46519284","10,21842003","0,79324585","31,30863462",,"3,01250005"
21/11/2007 3.00,"2,26104903","9,98225069","7,64482498","0,7941808","35,95233546",,"2,64450002"
21/11/2007 4.00,"2,16797996","7,91123395","6,59408522","0,68509065","36,430416",,"2,40300012"
21/11/2007 5.00,"2,04120493","7,49881905","6,31054211","0,7436774","36,117477",,"1,84599996"
21/11/2007 6.00,"1,97065699","6,81699041","6,01953602","0,5549394","36,65547702",,"1,66250002"
21/11/2007 7.00,"1,98125994","6,62802139","5,72920895","0,4346172","36,84192588",,"1,63399994"
21/11/2007 8.00,"1,78694797","8,43601226","6,68159008","0,43079575","37,5996699",,"1,48300004"
21/11/2007 9.00,"2,03117704","12,74530425","9,22059441","0,44802045","35,88707934",,"1,59099996"
21/11/2007 10.00,"2,38481307","18,68000785","14,12086964","0,5225186","28,82232936",,"1,68050003"
21/11/2007 11.00,"2,35226011","17,68024507","13,3781004","0,625738","35,26516458",,"1,81700003"
21/11/2007 12.00,"2,18562603","13,78719392","11,07583046","0,6362904","44,32617108",,"2,00749993"
21/11/2007 13.00,"3,43381","9,51237877","8,56532383","0,92671485","63,21656214",,"1,66349995"
21/11/2007 14.00,"3,817559","4,26077913","5,01424503","0,9170146","74,38699332",,"1,53250003"
21/11/2007 15.00,"3,91880608","6,40457552","6,39533281","1,01393545","77,26352076",,"1,00929999"
21/11/2007 16.00,"5,13256502","6,04323354","6,38312292","1,4031978","77,99328666",,"1,13849998"
21/11/2007 17.00,"3,87965703","6,63823522","7,09130383","1,8309219","77,61108906",,"1,06850004"
21/11/2007 18.00,"3,20350909","13,70931111","11,55202007","1,67481745","55,49660226",,"1,0625"
21/11/2007 19.00,"1,93824399","17,07759148","12,74114037","1,23279655","30,10210272",,"1,05599999"
21/11/2007 20.00,"2,16152596","20,51608581","13,86242962","0,65173375","18,73858131",,"1,04285002"
21/11/2007 21.00,"2,23896289","30,35787282","20,6511898","0,71415115","13,98967803",,"1,23500001"
21/11/2007 22.00,"2,04192305","32,62553118","42,21883011","0,87604125","11,03060533",,"3,71799994"
21/11/2007 23.00,"2,75264406","35,11917288","58,34553146","1,03925155","10,00518565",,"4,26100016"
22/11/2007 0.00,"2,14173388","33,32012805","26,49164963","1,16046845","13,20796426",,"5,28950024"
22/11/2007 1.00,,"18,08883965","11,91561031","1,02593455","24,9030774",,"4,42799997"
22/11/2007 2.00,"0,96873802",,,"0,81417815","23,7751236",,"2,75500011"
22/11/2007 3.00,"0,65881097","8,70797476","5,97476578",,"30,0967857",,"2,34949994"
22/11/2007 4.00,"0,64254302","5,95513314","4,63844824","0,79170255","36,19071846",,"2,11800003"
22/11/2007 5.00,"0,993496","4,19566079","3,72880197","0,62679025","40,9223169",,"1,70799994"
22/11/2007 6.00,"0,92087698","3,71174344","3,51851797","0,3747643","45,85231278",,"1,23699999"
22/11/2007 7.00,"0,63669401","2,6634659","2,99959302","0,33171405","40,3296948",,"0,95864999"
22/11/2007 8.00,"1,20629299","3,3133721","3,44186711","0,4469038","42,17012928",,"0,98409998"
22/11/2007 9.00,"1,96437502","5,01538554","4,57739782","0,51009745","47,03088618",,"1,9375"
22/11/2007 10.00,"1,67947698","10,59512751","8,09388161","0,53746975","41,58549252",,"1,10325003"
22/11/2007 11.00,"1,88709104","16,70220031","12,48812962","0,7335712","47,78729604",,"1,02049994"
22/11/2007 12.00,"0,837372","8,10148205","7,01872206","0,90736495","66,36741642",,"1,10699999"
22/11/2007 13.00,"0,90910298","3,81388927","4,421381","1,10702795","78,64983072",,"0,93575001"
22/11/2007 14.00,"1,57160902","4,53274351","4,8955369","1,09231255","81,13081896",,"0,852"
22/11/2007 15.00,"1,93023705","4,58253923","5,18247223","1,33333185","81,13480182",,"0,90539998"
22/11/2007 16.00,"2,15658689","5,76999195","6,11925077","1,6701082","78,15840858",,
22/11/2007 17.00,"2,2029171","7,99039771","7,41079903","1,6202143","73,48410054",,"0,87959999"
22/11/2007 18.00,"1,64951205","7,47455792","7,01465178","1,4979877","74,50553736",,"0,4517"
22/11/2007 19.00,"1,355358","6,1658089","6,10025787","1,14443745","72,56655162",,"0,92739999"
22/11/2007 20.00,"1,19901299","5,09582462","5,28829193","0,88844515","73,06327116",,"0,88805002"
22/11/2007 21.00,"1,53952098","4,88387166","4,86976004","0,7568242","75,4723521",,"0,94645"
22/11/2007 22.00,"1,27051997","4,71277778","4,82702494","0,693588","77,9546745",,"0,47600001"
22/11/2007 23.00,"1,05305803","5,04730611","4,98711205","0,75935535","75,71738628",,"0,91180003"
23/11/2007 0.00,"0,783957","3,5036202","4,22805595","0,77098185","76,87198404",,"0,95765001"
23/11/2007 1.00,"1,43743098",,,"0,82297795","75,17671794",,"0,4321"
23/11/2007 2.00,"2,03494501",,,"0,8086064","75,8825082",,"0,82099998"
23/11/2007 3.00,"2,11398196",,,"0,8230205","78,22633302",,"0,72565001"
23/11/2007 4.00,"1,73203003",,,"0,83855125","77,81751108",,"0,67750001"
23/11/2007 5.00,"1,57040203",,,"0,8304863","78,7190697",,"0,6487"
23/11/2007 6.00,"2,0271709",,,"0,7647178","80,13869442",,"0,62769997"
23/11/2007 7.00,"1,92226505",,,"0,7910597","77,36338656",,"0,60965002"
23/11/2007 8.00,"2,60012388",,,"0,6687043","80,98965306",,"0,61014998"
23/11/2007 9.00,"3,12393188",,,"0,6998072","78,06387942",,"0,60465002"
23/11/2007 10.00,"2,54823995",,,"0,82589435","76,1994693",,"0,63924998"
23/11/2007 11.00,"2,95490003",,,"1,07712565","76,03566192",,"0,65189999"
23/11/2007 12.00,"2,20306396",,,"1,3330317","77,88143304",,"0,67199999"
23/11/2007 13.00,"1,82506096",,,"1,3678261","79,27307964",,"0,68449998"
23/11/2007 14.00,"1,92907703",,,"1,411027","79,93625526",,"0,67484999"
23/11/2007 15.00,"1,949615",,,"1,45371385","76,64027184",,"0,69620001"
23/11/2007 16.00,"1,85791504",,,"1,5209831","73,80371034",,"0,71759999"
23/11/2007 17.00,"1,99051499",,,"1,5787292","74,19257874",,"0,74409997"
23/11/2007 18.00,"2,02588701",,,"1,48696265","73,5320322",,"0,71619999"
23/11/2007 19.00,"2,719666",,,"1,34869125","75,76800588",,"0,34915"
23/11/2007 20.00,"2,09159398",,,"1,2730132","75,05419104",,"0,71434999"
23/11/2007 21.00,"1,91495895",,,"1,25023285","78,6351942",,"0,36094999"
23/11/2007 22.00,"2,09798789",,,"1,15606395","78,43807206",,"0,75099999"
23/11/2007 23.00,"2,20084405",,,"1,2087903","79,1705259",,"0,72500002"
24/11/2007 0.00,"2,37631893",,,"1,1706931","77,3460621",,"0,73395002"
24/11/2007 1.00,,,,"1,21290845","79,96823586",,"0,69835001"
24/11/2007 2.00,"1,42338002",,,"1,00659615","80,33446278",,"0,62650001"
24/11/2007 3.00,"1,09454596",,,,"81,28528722",,"0,54455"
24/11/2007 4.00,"0,94780898",,,"0,59007535","80,73928224",,"0,50954998"
24/11/2007 5.00,"1,15146101",,,"0,52080165","81,10019214",,"0,51805001"
24/11/2007 6.00,"1,10307801",,,"0,57973685","81,82063854",,"0,45590001"
24/11/2007 7.00,"0,72693801",,,"0,64931415","80,37972612",,"0,22274999"
24/11/2007 8.00,"0,77966797",,,"0,55690015","79,74582354",,"0,55309999"
24/11/2007 9.00,"0,83719701",,,"0,57232165","77,97731598",,"0,4323"
24/11/2007 10.00,"0,44831201",,,"0,49326145","69,4889388",,"0,49384999"
24/11/2007 11.00,"1,03549004",,,"0,7384518","68,55675336",,"1,79050004"
24/11/2007 12.00,"1,02969599",,,"0,7100652","73,32296148",,"0,76499999"
24/11/2007 13.00,"0,9806",,,"0,9114877","73,86229566",,"0,7665"
24/11/2007 14.00,"1,19113898",,,"0,95822025","78,0865209",,"0,66864997"
24/11/2007 15.00,"1,06483698",,,"1,1601085","77,74958664",,"0,29225001"
24/11/2007 16.00,"0,339165",,,"1,21938295","77,82683058",,"0,58350003"
24/11/2007 17.00,"0,26854801",,,"1,2507791","76,62029868",,"0,31015"
24/11/2007 18.00,"0,36821401",,,"1,14184765","75,87320832",,"0,52574998"
24/11/2007 19.00,"0,27681801",,,"1,0786333","74,21361138",,"0,56110001"
24/11/2007 20.00,"0,29352999",,,"0,86664575","73,91556396",,"0,61440003"
