,Regione Puglia,,
08/01/2007 12.00,"2,6206056","130,7813736",
08/01/2007 13.00,"2,4418048","74,82491544",
08/01/2007 14.00,"2,36956118","53,51645936",
08/01/2007 15.00,"2,38581691","56,35748104",
08/01/2007 16.00,"2,44902855","73,96572",
08/01/2007 17.00,"2,61518702","115,32109456",
08/01/2007 18.00,"2,59531993","120,88631472",
08/01/2007 19.00,"2,51765978","93,87248888",
08/01/2007 20.00,"2,40026441","61,64892192",
08/01/2007 21.00,"2,28106388","41,6331308",
08/01/2007 22.00,"2,19798515","30,5194396",
08/01/2007 23.00,"2,32079807","40,07697312",
09/01/2007 0.00,"2,16547573","26,11577856",
09/01/2007 1.00,"2,17450669","20,7166156",
09/01/2007 2.00,"2,1528334","19,62641232",
09/01/2007 3.00,"2,14922102","20,9100144",
09/01/2007 4.00,"2,23230076","22,80100152",
09/01/2007 5.00,"2,31899188","33,1009264",
09/01/2007 6.00,"2,38220453","68,2680556",
09/01/2007 7.00,"2,49598649","115,60011272",
09/01/2007 8.00,"2,88429133","127,38998272",
09/01/2007 9.00,"3,6247792","148,44274704",
09/01/2007 10.00,"3,60310591","157,03602072",
09/01/2007 11.00,"3,6428401","152,80747976",
09/01/2007 12.00,"2,97640102","88,24619944",
09/01/2007 13.00,"2,66395116","66,27582808",
09/01/2007 14.00,"2,63324793","52,34447984",
09/01/2007 15.00,"2,46708945","42,85312064",
09/01/2007 16.00,"2,35511368","49,49045656",
09/01/2007 17.00,"2,39665305","71,50237568",
09/01/2007 18.00,"2,49598649","143,17474728",
09/01/2007 19.00,"2,99446192","151,93015856",
09/01/2007 20.00,"3,50557866","141,73411264",
09/01/2007 21.00,"2,79398783","106,38777168",
09/01/2007 22.00,"2,49959887","102,77321216",
09/01/2007 23.00,"2,4941803","80,84314576",
10/01/2007 0.00,"2,3334404","66,45752544",
10/01/2007 1.00,,"42,62859448",
10/01/2007 2.00,"2,13116113",,
10/01/2007 3.00,"2,14199726","16,15850702",
10/01/2007 4.00,"2,12754875","21,5342824",
10/01/2007 5.00,"2,21965844","35,0658888",
10/01/2007 6.00,"2,25577922","33,60448984",
10/01/2007 7.00,"2,20340372","51,66048096",
10/01/2007 8.00,"2,54294443","106,09970976",
10/01/2007 9.00,"2,64950264","118,99536584",
10/01/2007 10.00,"2,62963554","122,44767304",
10/01/2007 11.00,"2,43096764","77,96835816",
10/01/2007 12.00,"2,36053124","51,79936864",
10/01/2007 13.00,"2,29551341","38,44685928",
10/01/2007 14.00,"2,48876172","43,15942304",
10/01/2007 15.00,"2,40568299","47,15816072",
10/01/2007 16.00,"2,37136738","54,56383384",
10/01/2007 17.00,"2,47431422","64,1109852",
10/01/2007 18.00,"2,83552719","146,88918968",
10/01/2007 19.00,"3,21841346","158,42732576",
10/01/2007 20.00,"2,75064227","148,77239496",
10/01/2007 21.00,"2,48334416","126,65801176",
10/01/2007 22.00,"2,40026441","73,07927856",
10/01/2007 23.00,"2,46167087","76,49267656",
11/01/2007 0.00,"2,39123447","87,90096872",
11/01/2007 1.00,"2,36956118","67,16098848",
11/01/2007 2.00,"2,41651913","61,2206148",
11/01/2007 3.00,"2,34969511","55,61638984",
11/01/2007 4.00,"2,43458003","59,46069528",
11/01/2007 5.00,"2,58087141","63,83712944",
11/01/2007 6.00,"2,66214497","89,60247664",
11/01/2007 7.00,"2,8535881","115,0342372",
11/01/2007 8.00,"3,19854738","118,5385508",
11/01/2007 9.00,"3,59226977","135,44718896",
11/01/2007 10.00,"3,16423176","133,34458168",
11/01/2007 11.00,"2,57906522","84,67704992",
11/01/2007 12.00,"2,41651913","47,83695896",
11/01/2007 13.00,"2,41110157","44,0640476",
11/01/2007 14.00,"2,41290776","50,96743832",
11/01/2007 15.00,"2,36053124","53,7500484",
11/01/2007 16.00,"2,42916145","64,63011232",
11/01/2007 17.00,"2,40748918","94,59279664",
11/01/2007 18.00,"2,73980614","150,00024312",
11/01/2007 19.00,"2,93305546","140,69321984",
11/01/2007 20.00,"2,67478729","129,85594648",
11/01/2007 21.00,"2,6025447","107,97123272",
11/01/2007 22.00,"2,54655681","82,61992912",
11/01/2007 23.00,"2,47792559","97,67914704",
12/01/2007 0.00,"2,35872505","85,9762348",
12/01/2007 1.00,,"65,767064",
12/01/2007 2.00,"2,14741584",,
12/01/2007 3.00,"2,18895521","29,90685392",
12/01/2007 4.00,"2,27022774","31,57461504",
12/01/2007 5.00,"2,38581691","66,03571912",
12/01/2007 6.00,"2,45264093","90,6758352",
12/01/2007 7.00,"2,38942828","79,963186",
12/01/2007 8.00,"2,77953931","100,3008432",
12/01/2007 9.00,"3,35025734","129,30829232",
12/01/2007 10.00,"2,48515035","88,84322144",
12/01/2007 11.00,"2,36414363","41,19314136",
12/01/2007 12.00,"2,3515013","42,28596408",
12/01/2007 13.00,"2,18714901","38,69214976",
12/01/2007 14.00,"2,36956118","39,26192576",
12/01/2007 15.00,"2,26661638","33,31247008",
12/01/2007 16.00,"2,16366953","38,978988",
12/01/2007 17.00,"2,1528334","48,00569296",
12/01/2007 18.00,"2,30273717","51,20882832",
12/01/2007 19.00,"2,32260426","58,81566296",
12/01/2007 20.00,"2,26661638","58,07197144",
12/01/2007 21.00,"2,11490642","38,19246768",
12/01/2007 22.00,"2,21604605","36,29107928",
12/01/2007 23.00,"2,16908811","24,00284648",
13/01/2007 0.00,"2,16908811","26,3286224",
13/01/2007 1.00,"2,14380346","20,09104744",
13/01/2007 2.00,"2,01557196","16,31035233",
13/01/2007 3.00,"2,16186334","14,30125141",
13/01/2007 4.00,"2,16908811","14,22597023",
13/01/2007 5.00,"2,15102721","18,91129182",
13/01/2007 6.00,"2,18895521","26,91654328",
13/01/2007 7.00,"2,39665305","49,984938",
13/01/2007 8.00,"2,33705278","57,02069648",
13/01/2007 9.00,"2,43096764","63,88904024",
13/01/2007 10.00,"2,41471395","56,53529704",
13/01/2007 11.00,"2,48876172","50,759776",
13/01/2007 12.00,"2,66575735","46,06405696",
13/01/2007 13.00,"2,59170856","36,42994784",
13/01/2007 14.00,"2,41110157","37,22945064",
13/01/2007 15.00,"2,44361099","34,76088656",
13/01/2007 16.00,"2,31176711","26,80493984",
13/01/2007 17.00,"2,37317357","42,36512088",
13/01/2007 18.00,"2,40207061","93,66482656",
13/01/2007 19.00,"2,45264093","100,5980636",
13/01/2007 20.00,"2,32621664","65,6723244",
13/01/2007 21.00,"2,25036167","53,41910032",
13/01/2007 22.00,"2,32079807","63,79170032",
13/01/2007 23.00,"2,41290776","68,7093452",
14/01/2007 0.00,"2,39665305","88,44607992",
14/01/2007 1.00,,"65,97602648",
14/01/2007 2.00,"2,24494309",,
14/01/2007 3.00,"2,34788891","65,28166456",
14/01/2007 4.00,"2,34608272","52,9544652",
14/01/2007 5.00,"2,55378056","75,42841912",
14/01/2007 6.00,"2,47792559","79,61277376",
14/01/2007 7.00,"2,72355143","86,10862168",
14/01/2007 8.00,"2,6206056","97,41567344",
14/01/2007 9.00,"2,57184147","95,06911408",
14/01/2007 10.00,"2,54113824","89,87893272",
14/01/2007 11.00,"2,52488353","72,91056368",
14/01/2007 12.00,"2,64227787","85,85423008",
14/01/2007 13.00,"2,56100533","54,0810156",
14/01/2007 14.00,"2,55378056","40,34044672",
14/01/2007 15.00,"2,40748918","33,05419712",
14/01/2007 16.00,"2,33524659","24,64657864",
14/01/2007 17.00,"2,43277384","27,51876592",
14/01/2007 18.00,"2,35330749","49,52938488",
14/01/2007 19.00,"2,39665305","40,65453096",
14/01/2007 20.00,"2,39665305","43,61369512",
14/01/2007 21.00,"2,31176711","33,52273272",
14/01/2007 22.00,"2,32441045","30,30789592",
14/01/2007 23.00,"2,34608272","31,18007384",
15/01/2007 0.00,"2,36414363","30,03404016",
15/01/2007 1.00,"2,29551341","23,53171056",
15/01/2007 2.00,"2,28467626","24,43503496",
15/01/2007 3.00,"2,21423986","16,78797184",
15/01/2007 4.00,"2,26842155","14,05984229",
15/01/2007 5.00,"2,29190103","15,50567757",
15/01/2007 6.00,"2,26481018","22,47523496",
15/01/2007 7.00,"2,33885897","35,88095528",
15/01/2007 8.00,"2,55919914","72,35115072",
15/01/2007 9.00,"2,63324793","85,47007104",
15/01/2007 10.00,"2,54113824","90,59665928",
15/01/2007 11.00,"2,51765978","57,59955448",
15/01/2007 12.00,"2,41290776","32,27547776",
15/01/2007 13.00,"2,34247034","35,30729792",
15/01/2007 14.00,"2,41110157","35,06718896",
15/01/2007 15.00,"2,43458003","36,70510376",
15/01/2007 16.00,"2,4418048","43,05560144",
15/01/2007 17.00,"2,39665305","53,05830592",
15/01/2007 18.00,"2,53210829","83,33247416",
15/01/2007 19.00,"2,46347707","72,71198336",
15/01/2007 20.00,"2,30996193","35,43578432",
15/01/2007 21.00,"2,35511368","50,51056592",
15/01/2007 22.00,"2,38942828","55,86948128",
15/01/2007 23.00,"2,30273717","35,76675152",
16/01/2007 0.00,"2,28828865","46,52481072",
16/01/2007 1.00,,"54,68451928",
16/01/2007 2.00,"2,19256657",,
16/01/2007 3.00,"2,37859214","41,63961248",
16/01/2007 4.00,"2,22688219","36,08601728",
16/01/2007 5.00,"2,32441045","38,44035848",
16/01/2007 6.00,"2,69465439","80,29025272",
16/01/2007 7.00,"2,72174523","115,62603944",
16/01/2007 8.00,"3,22744442","132,1544764",
16/01/2007 9.00,"2,78856925","118,26980008",
16/01/2007 10.00,"2,54294443","84,30587336",
16/01/2007 12.00,"1,57850401","41,8966044",
,,,
16/01/2007 13.00,"1,5604431","41,78498184",
16/01/2007 14.00,"1,49542426","37,32939088",
16/01/2007 15.00,"1,49181289","40,53512656",
16/01/2007 16.00,"1,50626141","46,55465704",
16/01/2007 17.00,"1,47013961","49,36715168",
16/01/2007 18.00,"1,37622372","49,40089848",
16/01/2007 19.00,"1,48639432","78,06441704",
16/01/2007 20.00,"1,51890374","105,76740416",
16/01/2007 21.00,"1,60198247","107,66231088",
16/01/2007 22.00,"1,70673449","115,14064",
16/01/2007 23.00,"1,76452856","125,43148288",
17/01/2007 0.00,"1,57489162","113,32496656",
17/01/2007 1.00,"1,37983611","52,23155712",
17/01/2007 2.00,"1,37983611","28,71541024",
17/01/2007 3.00,"1,38525468","23,72120888",
17/01/2007 4.00,"1,37080616","21,79773688",
17/01/2007 5.00,"1,46110966","23,97816256",
17/01/2007 6.00,"1,51348516","70,73531952",
17/01/2007 7.00,"2,08962075","118,38149912",
17/01/2007 8.00,"3,42791749","141,2823644",
17/01/2007 9.00,"4,14312071","167,54871296",
17/01/2007 10.00,"2,64769645","143,8236036",
17/01/2007 11.00,"2,31176711","115,4313596",
17/01/2007 12.00,"1,68867358","64,992226",
17/01/2007 13.00,"1,61643099","47,0154108",
17/01/2007 14.00,"1,5983711","45,11532256",
17/01/2007 15.00,"1,57669781","51,09462456",
17/01/2007 16.00,"1,49181289","60,93249552",
17/01/2007 17.00,"1,5080676","72,584778",
17/01/2007 18.00,"1,9216571","126,52040512",
17/01/2007 19.00,"1,96319646","115,46126328",
17/01/2007 20.00,"1,51709755","65,45686112",
17/01/2007 21.00,"1,43401882","47,5137736",
17/01/2007 22.00,"1,39067224","29,37862568",
17/01/2007 23.00,"1,41595791","29,98602984",
18/01/2007 0.00,"1,3816423","26,52200208",
18/01/2007 1.00,,"23,07225696",
18/01/2007 2.00,"1,37080616",,
18/01/2007 3.00,"1,36719378","15,64195154",
18/01/2007 4.00,"1,38706088","17,61471873",
18/01/2007 5.00,"1,37080616","37,68630392",
18/01/2007 6.00,"1,32565442","54,05506976",
18/01/2007 7.00,"1,45569109","66,46660744",
18/01/2007 8.00,"1,89095387","108,8212888",
18/01/2007 9.00,"2,3316342","117,93108928",
18/01/2007 10.00,"1,55863691","61,03501696",
18/01/2007 11.00,"1,54960697","46,34829488",
18/01/2007 12.00,"1,47375199","48,57935032",
18/01/2007 13.00,"1,39428463","43,27492696",
18/01/2007 14.00,"1,40873315","35,4215208",
18/01/2007 15.00,"1,37802992","34,4416208",
18/01/2007 16.00,"1,39609082","40,30930024",
18/01/2007 17.00,"1,44485495","50,56119568",
18/01/2007 18.00,"1,58572776","113,77008016",
18/01/2007 19.00,"2,38581691","130,30237936",
18/01/2007 20.00,"1,99570588","114,8161736",
18/01/2007 21.00,"1,40331559","53,56707",
18/01/2007 22.00,"1,36538759","23,79906552",
18/01/2007 23.00,"1,3816423","26,39221552",
19/01/2007 0.00,"1,42498786","53,56316952",
19/01/2007 1.00,"1,47917057","96,45653776",
19/01/2007 2.00,"1,45749728","71,48937408",
19/01/2007 3.00,"1,36719378","46,98684552",
19/01/2007 4.00,"1,37261236","45,25549128",
19/01/2007 5.00,"1,43943638","51,83569664",
19/01/2007 6.00,"1,65255279","102,66549008",
19/01/2007 7.00,"1,90179","120,77341112",
19/01/2007 8.00,"2,10226307","135,88845944",
19/01/2007 9.00,"3,35206353","155,16572144",
19/01/2007 10.00,"2,37317357","106,54359968",
19/01/2007 11.00,"1,47375199","54,797442",
19/01/2007 12.00,"1,3635814","25,48761008",
19/01/2007 13.00,"1,37983611","23,58362136",
19/01/2007 14.00,"1,34732669","23,41748768",
19/01/2007 15.00,"1,3635814","44,40149648",
19/01/2007 16.00,"1,39789701","58,01357896",
19/01/2007 17.00,"1,54418839","77,73993152",
19/01/2007 18.00,"2,22688219","130,85267208",
19/01/2007 19.00,"2,93305546","149,35515344",
19/01/2007 20.00,"3,24731049","147,55636296",
19/01/2007 21.00,"2,50862882","112,71496208",
19/01/2007 22.00,"2,17631288","105,80117008",
19/01/2007 23.00,"2,46528326","111,88301264",
20/01/2007 0.00,"2,17450669","98,35534496",
20/01/2007 1.00,,"80,53814352",
20/01/2007 2.00,"1,47375199",,
20/01/2007 3.00,"1,60559485","95,1054612",
20/01/2007 4.00,"1,6326857","75,0896892",
20/01/2007 5.00,"1,78439566","74,82491544",
20/01/2007 6.00,"1,721183","85,52068168",
20/01/2007 7.00,"2,03724525","91,73619216",
20/01/2007 8.00,"2,51585358","100,53575152",
20/01/2007 9.00,"2,60435089","115,05886376",
20/01/2007 10.00,"2,47070183","125,56912776",
20/01/2007 11.00,"1,93249323","114,4904644",
20/01/2007 12.00,"1,61823718","55,581362",
20/01/2007 13.00,"1,59114633","46,11468672",
20/01/2007 14.00,"1,61281962","24,70238992",
20/01/2007 15.00,"1,4900067","19,20590616",
20/01/2007 16.00,"1,37983611","16,6296353",
20/01/2007 17.00,"1,39067224","20,73998024",
20/01/2007 18.00,"1,42679405","35,99127768",
20/01/2007 19.00,"1,49361908","41,43455048",
20/01/2007 20.00,"1,39067224","29,95876472",
20/01/2007 21.00,"1,44124257","49,24774728",
20/01/2007 22.00,"1,66519512","106,59417208",
20/01/2007 23.00,"1,68506222","113,5767196",
21/01/2007 0.00,"1,78981423","125,73136096",
21/01/2007 1.00,"1,9198509","117,4119048",
21/01/2007 2.00,"1,4900067","83,49468824",
21/01/2007 3.00,"1,40873315","70,45238176",
21/01/2007 4.00,"1,42860024","47,9096532",
21/01/2007 5.00,"1,42860024","53,12708056",
21/01/2007 6.00,"1,69770454","71,0481036",
21/01/2007 7.00,"1,65797035","77,03778776",
21/01/2007 8.00,"1,49723045","66,10709408",
21/01/2007 9.00,"1,46110966","40,69607872",
21/01/2007 10.00,"1,45027251","26,4726916",
21/01/2007 11.00,"1,40692695","22,82696648",
21/01/2007 12.00,"1,43221262","19,92621392",
21/01/2007 13.00,"1,37983611","26,9438084",
21/01/2007 14.00,"1,4719458","26,41948064",
21/01/2007 15.00,"1,41415172","19,39798568",
21/01/2007 16.00,"1,34010293","15,56018869",
21/01/2007 17.00,"1,40150939","20,20006968",
21/01/2007 18.00,"1,38344849","42,8453388",
21/01/2007 19.00,"1,42137547","90,21636248",
21/01/2007 20.00,"1,47555818","96,0334504",
21/01/2007 21.00,"1,36719378","57,95388632",
21/01/2007 22.00,"1,42498786","78,79768816",
21/01/2007 23.00,"1,52251612","108,5449092",
22/01/2007 0.00,"1,78800804","120,78895568",
22/01/2007 1.00,,"107,65060944",
22/01/2007 2.00,"1,52973987",,
22/01/2007 3.00,"1,40692695","53,9187824",
22/01/2007 4.00,"1,37441855","25,9522452",
22/01/2007 5.00,"1,37080616","29,11905256",
22/01/2007 6.00,"1,39247843","39,26192576",
22/01/2007 7.00,"1,53877083","49,62542464",
22/01/2007 8.00,"1,54418839","83,8542016",
22/01/2007 9.00,"2,00654202","122,01416528",
22/01/2007 10.00,"2,3135733","130,6476292",
22/01/2007 11.00,"1,67241989","59,49834256",
22/01/2007 12.00,"1,45569109","40,49619824",
22/01/2007 13.00,"1,4195703","29,27608512",
22/01/2007 14.00,"1,38706088","30,2962136",
22/01/2007 15.00,"1,46833341","24,5375564",
22/01/2007 16.00,"1,41415172","34,74402272",
22/01/2007 17.00,"1,42679405","37,38000152",
22/01/2007 18.00,"1,55863691","61,97596952",
22/01/2007 19.00,"1,38344849","30,80109632",
22/01/2007 20.00,"1,43943638","31,69401944",
22/01/2007 21.00,"1,46291585","16,26882178",
22/01/2007 22.00,"1,57308543","20,15594072",
22/01/2007 23.00,"1,46472205","17,17344251",
23/01/2007 0.00,"1,43943638","11,94431371",
23/01/2007 1.00,"1,43763018","18,21822241",
23/01/2007 2.00,"1,46833341","16,84248105",
23/01/2007 3.00,"1,40692695","10,96701403",
23/01/2007 4.00,"1,39067224","12,63348646",
23/01/2007 5.00,"1,35274526","16,38173876",
23/01/2007 6.00,"1,41595791","33,1891652",
23/01/2007 7.00,"1,37261236","35,396856",
23/01/2007 8.00,"1,34913288","30,3027144",
23/01/2007 9.00,"1,39067224","30,20665552",
23/01/2007 10.00,"1,32384822","28,38186184",
23/01/2007 11.00,"1,3997032","37,06721744",
23/01/2007 12.00,"1,4520787","32,37021736",
23/01/2007 13.00,"1,44304876","37,40594736",
23/01/2007 14.00,"1,40873315","34,8919924",
23/01/2007 15.00,"1,37080616","23,41488736",
23/01/2007 16.00,"1,37441855","25,8756696",
23/01/2007 17.00,"1,37983611","30,75826752",
23/01/2007 18.00,"1,40512178","27,17743568",
23/01/2007 19.00,"1,3635814","25,9457444",
23/01/2007 20.00,"1,39067224","25,69007176",
23/01/2007 21.00,"1,3635814","17,90154358",
23/01/2007 22.00,"1,33468436","15,16043538",
23/01/2007 23.00,"1,30759351","17,47324794",
24/01/2007 0.00,"1,32204203","42,51827208",
24/01/2007 1.00,,"25,74846424",
24/01/2007 2.00,"1,33107299",,
24/01/2007 3.00,"1,33649055","7,40176499",
24/01/2007 4.00,"1,28411505","5,195382",
24/01/2007 5.00,"1,3112059","8,20255266",
24/01/2007 6.00,"1,33107299","31,13724504",
24/01/2007 7.00,"1,38706088","50,82465016",
24/01/2007 8.00,"1,43582399","80,04236192",
24/01/2007 9.00,"1,43763018","78,25259608",
24/01/2007 10.00,"1,39428463","61,0155528",
24/01/2007 11.00,"1,41415172","31,778396",
24/01/2007 12.00,"1,34552151","23,02942816",
