,SIMAGE Brindisi,,,,,
,S. Pancrazio S.,,,,,
Parm,SO2,NOX,NO,NO2,PTS,PM10



17/01/2005 7.00,"1,261576","12,227876","2,931626","7,732722",,
17/01/2005 8.00,"1,529294","16,88661","2,868262","12,492017","20,02442",
17/01/2005 9.00,"1,830018","20,665985","3,022025","16,037798",,
17/01/2005 10.00,"2,141745","16,884015","3,0178","12,259692","28,327221",
17/01/2005 11.00,"2,860549","13,457409","2,821795","9,131828",,
17/01/2005 12.00,"2,838545","12,118931","2,811657","7,808","10,74481",
17/01/2005 13.00,"2,4278","13,044971","2,858124","8,663297",,
17/01/2005 14.00,"3,078758","14,69602","3,280549","9,666552","11,23321",
17/01/2005 15.00,"2,803705","14,09941","3,071025","9,391401",,
17/01/2005 16.00,"2,611169","14,496284","3,159735","9,652275","20,51281",
17/01/2005 17.00,"1,936372","21,647797","3,690301","15,993673",,
17/01/2005 18.00,"1,572692","32,541091","5,055576","24,797128","21,97802",
17/01/2005 19.00,"1,327589","23,783902","3,590608","18,284422",,
17/01/2005 20.00,"1,210844","32,395819","3,675092","26,772492","47,863232",
17/01/2005 21.00,"0,76587","43,645776","4,825777","36,262531",,
17/01/2005 22.00,"0,84044","43,184067","4,383077","36,480576","67,399261",
17/01/2005 23.00,"0,715138","30,344013","3,808579","24,514191",,
18/01/2005 0.00,"0,715749","27,206631","3,136079","22,407759","48,35165",
18/01/2005 1.00,,"24,917471","2,891918","20,492089",,
18/01/2005 2.00,"0,2459",,,,"25,39682",
18/01/2005 3.00,"0,223231","17,664795","2,840382","13,313565",,
18/01/2005 4.00,"0,324799","14,751789","2,738155","10,555594","30,76923",
18/01/2005 5.00,"0,147829","13,483347","2,654515","9,414764",,
18/01/2005 6.00,"0,3348","20,269111","2,733086","16,084527","27,83882",
18/01/2005 7.00,"0,195408","35,887284","3,341378","30,779031",,
18/01/2005 8.00,"0,192954","48,399202","4,860416","40,966012","44,932831",
18/01/2005 9.00,"0,323542","51,004818","7,479447","39,550042",,
18/01/2005 10.00,"0,372746","53,301739","9,462307","38,802471","45,909641",
18/01/2005 11.00,"0,483855","42,110135","7,204026","31,072351",,
18/01/2005 12.00,"0,660579","25,032897","4,540218","18,075461","31,25762",
18/01/2005 13.00,"1,59945","26,999102","4,366179","20,310392",,
18/01/2005 14.00,"2,453471","25,882418","4,624703","18,79578","17,094",
18/01/2005 15.00,"1,936272","19,244508","3,577089","13,762633",,
18/01/2005 16.00,"1,443002","27,294812","4,045981","21,098193","22,46641",
18/01/2005 17.00,"0,844758","27,906996","3,234081","22,958052",,
18/01/2005 18.00,"0,793222","68,917312","6,244279","59,372436","75,702072",
18/01/2005 19.00,"1,107774","104,704753","9,216456","90,61872",,
18/01/2005 20.00,"0,962585","115,583782","8,846412","102,073682","154,822906",
18/01/2005 21.00,"0,732423","81,312519","7,626451","69,652897",,
18/01/2005 22.00,"0,570423","56,784142","5,543053","48,308074","82,53968",
18/01/2005 23.00,"0,454436","35,206363","3,8542","29,30983",,
19/01/2005 0.00,"0,380538","23,407793","3,558503","17,957356","33,699631",
19/01/2005 1.00,"0,513089","17,649232","3,063421","12,955354",,
19/01/2005 2.00,"0,388145","18,640119","3,011042","14,027395","16,11721",
19/01/2005 3.00,"0,230133","16,775071","3,032163","12,128607",,
19/01/2005 4.00,"0,190806","16,22645","3,037232","11,571821","20,02442",
19/01/2005 5.00,"0,38879","14,963197","3,044835","10,296016",,
19/01/2005 6.00,"0,191819","15,745271","3,077784","11,028014","11,23321",
19/01/2005 7.00,"0,217373","18,629744","3,250978","13,648422",,
19/01/2005 8.00,"0,257864","36,039019","4,266487","29,509712","21,001221",
19/01/2005 9.00,"0,399035","39,025964","3,936996","33,004887",,
19/01/2005 10.00,"0,351089","38,831419","3,71649","33,148937","45,421242",
19/01/2005 11.00,"0,362286",,,,,
19/01/2005 12.00,"0,268447","23,641248","3,76274","17,711817","60,561661",
19/01/2005 13.00,"0,186512","18,54544","2,948523","14,028695",,
19/01/2005 14.00,"0,252619","24,957679","4,30535","18,368774","19,0476",
19/01/2005 15.00,"0,348543","18,858011","3,067646","14,158478",,
19/01/2005 16.00,"0,284123","19,597274","3,304203","14,534867","26,86202",
19/01/2005 17.00,"0,284215","18,07853","3,067646","13,378461",,
19/01/2005 18.00,"0,289276","23,101702","3,241685","18,137755","21,97802",
19/01/2005 19.00,"0,242311","20,126437","3,136925","15,321374",,
19/01/2005 20.00,"0,197096","20,331366","3,21465","15,407032","21,001221",
19/01/2005 21.00,"0,307529","19,682873","3,505278","14,311637",,
19/01/2005 22.00,"0,156756","19,484446","3,136079","14,680222","19,53602",
19/01/2005 23.00,"0,139087","15,833467","2,903745","11,383633",,
20/01/2005 0.00,"0,228415","13,032","2,842917","8,673679","16,60561",
20/01/2005 1.00,,"11,187702","2,807433","6,882615",,
20/01/2005 2.00,"1,000248",,,,"10,74481",
20/01/2005 3.00,"1,325992","11,234395","3,015265","6,610063",,
20/01/2005 4.00,"1,209149","10,404331","3,000059","5,802786","10,74481",
20/01/2005 5.00,"1,384414","10,58461","2,983161","6,009148",,
20/01/2005 6.00,"1,331303","11,404298","3,020335","6,772296","15,14041",
20/01/2005 7.00,"1,297667","13,965823","3,334619","8,852785",,
20/01/2005 8.00,"1,373791","20,053821","4,049361","13,866466","11,23321",
20/01/2005 9.00,"1,425131","26,689129","5,228769","18,675084",,
20/01/2005 10.00,"1,233933","25,602272","4,6416","18,489484","23,44322",
20/01/2005 11.00,"1,186134","13,869847","3,101441","9,114957",,
20/01/2005 12.00,"1,127713","14,469048","3,449519","9,17985","15,14041",
20/01/2005 13.00,"1,260489","19,221163","3,823786","13,360295",,
20/01/2005 14.00,"1,72609","15,624654","3,277168","10,601009","11,72161",
20/01/2005 15.00,"1,62164","17,603836","3,208737","12,686695",,
20/01/2005 16.00,"1,444605","17,047434","3,128476","12,253201","27,83882",
20/01/2005 17.00,"1,283504","16,614245","3,103975","11,857353",,
20/01/2005 18.00,"1,026803","20,021393","3,501053","14,656868","32,722832",
20/01/2005 19.00,"0,657272","21,23536","3,337998","16,122163",,
20/01/2005 20.00,"0,347225","25,693054","3,68861","20,044317","32,722832",
20/01/2005 21.00,"0,226723","21,131595","3,331238","16,028714",,
20/01/2005 22.00,"0,513756","24,429814","3,514571","19,047564","25,88522",
20/01/2005 23.00,"0,399981","22,617927","3,481623","17,285057",,
21/01/2005 0.00,"1,028573","19,943575","2,88009","15,532928","34,67643",
21/01/2005 1.00,"1,009099","18,502641","2,955282","13,975477",,
21/01/2005 2.00,"0,941","23,973266","2,828554","19,644575","15,62881",
21/01/2005 3.00,"0,972866","32,164962","2,93416","27,679697",,
21/01/2005 4.00,"1,26757","39,221793","3,152132","34,406572","42,490841",
21/01/2005 5.00,"1,310059","30,372539","2,94092","25,87567",,
21/01/2005 6.00,"1,008863","31,232444","4,014722","25,086548","43,956032",
21/01/2005 7.00,"1,108239","46,435577","7,65602","34,706376",,
21/01/2005 8.00,"1,072832","45,235872","6,951416","34,588269","33,211231",
21/01/2005 9.00,"1,386183","73,216789","17,370922","46,581903",,
21/01/2005 10.00,"1,173742","48,134619","8,307399","35,405936","26,37361",
21/01/2005 11.00,"0,890486","32,564438","5,296358","24,450597",,
21/01/2005 12.00,"1,044507",,,,"11,72161",
21/01/2005 13.00,"1,023263","22,392253","4,030774","16,215611",,
21/01/2005 14.00,"1,124172","23,038146","4,236917","16,54527","19,53602",
21/01/2005 15.00,"1,287044","20,336547","3,713955","14,645182",,
21/01/2005 16.00,"1,139869","25,039379","3,953049","18,983968","9,76801",
21/01/2005 17.00,"1,06752","26,517929","3,105665","21,76529",,
21/01/2005 18.00,"1,007211","45,300728","3,702127","39,644784","87,423691",
21/01/2005 19.00,"1,117091","61,907176","3,982617","55,831851",,
21/01/2005 20.00,"1,117091","55,07602","4,071327","48,859686","120,1465",
21/01/2005 21.00,"0,984079","47,122979","5,235528","39,112654",,
21/01/2005 22.00,"1,08487","40,977886","4,883227","33,504549","67,399261",
21/01/2005 23.00,"1,099387","39,16992","4,961798","31,574614",,
22/01/2005 0.00,"1,159579","30,258413","3,450363","24,978845","54,700851",
22/01/2005 1.00,,"28,060033","3,022869","23,435669",,
22/01/2005 2.00,"0,594118",,,,"37,606831",
22/01/2005 3.00,"0,56458","26,751384","3,085388","22,030064",,
22/01/2005 4.00,"0,517924","21,253524","3,143682","16,438844","32,234421",
22/01/2005 5.00,"0,597843","15,594822","2,90966","11,135735",,
22/01/2005 6.00,"0,524222","13,347165","2,842917","8,989063","16,11721",
22/01/2005 7.00,"0,492467","17,000745","3,223098","12,061116",,
22/01/2005 8.00,"0,594384","28,307752","3,836458","22,433706","25,39682",
22/01/2005 9.00,"0,401548","37,433268","6,638822","27,260492",,
22/01/2005 10.00,"0,848068","68,494511","15,949891","44,039381","49,328442",
22/01/2005 11.00,"0,526439","44,058195","7,080678","33,211229",,
22/01/2005 12.00,"0,498409","27,517905","3,875322","21,583593","65,445663",
22/01/2005 13.00,"0,59873","24,704761","3,456276","19,412249",,
22/01/2005 14.00,"0,573451","22,742436","4,020636","16,581604","32,234421",
22/01/2005 15.00,"0,477653","19,227645","3,408121","14,005333",,
22/01/2005 16.00,"0,476945","19,618037","3,542451","14,189634","28,327221",
22/01/2005 17.00,"0,517658","18,647902","3,318566","13,562755",,
22/01/2005 18.00,"0,596247","19,531136","3,502744","14,163677","94,261292",
22/01/2005 19.00,"0,337862","18,305501","3,299134","13,249971",,
22/01/2005 20.00,"0,387711","18,359974","3,247598","13,383648","17,582411",
22/01/2005 21.00,"0,250225","15,184979","2,974712","10,625678",,
22/01/2005 22.00,"0,405363","14,910021","2,771949","10,66201","13,67521",
22/01/2005 23.00,"0,340345","18,907297","3,016955","14,285678",,
23/01/2005 0.00,"0,325177","16,81787","2,743224","12,615308","13,18681",
23/01/2005 1.00,"0,300962","13,047564","2,508357","9,203211",,
23/01/2005 2.00,"0,283665","11,371874","2,464424","7,59385","10,74481",
23/01/2005 3.00,"0,25741","9,47829","2,457666","5,709339",,
23/01/2005 4.00,"0,317194","8,56133","2,456821","4,793041","9,76801",
23/01/2005 5.00,"0,358085","8,825912","2,440769","5,082467",,
23/01/2005 6.00,"0,282512","9,67154","2,446683","5,919594","15,14041",
23/01/2005 7.00,"0,310187","11,458771","2,59791","7,475744",,
23/01/2005 8.00,"0,197182","15,196652","2,774483","10,944951","9,76801",
23/01/2005 9.00,"0,294664","18,771114","3,418259","13,53291",,
23/01/2005 10.00,"0,458494","18,289936","3,305049","13,225315","13,67521",
23/01/2005 11.00,"0,530697","13,958041","3,15889","9,114957",,
23/01/2005 12.00,"0,632969","14,042344","3,446983","8,756744","16,60561",
23/01/2005 13.00,"0,861196","13,82056","3,561038","8,371275",,
23/01/2005 14.00,"0,748191","13,116304","3,195219","8,216829","26,37361",
23/01/2005 15.00,"0,715372","10,897179","2,847986","6,529595",,
23/01/2005 16.00,"0,702688","12,864691","3,016111","8,24019","15,62881",
23/01/2005 17.00,"0,534777","12,428908","2,774483","8,175297",,
23/01/2005 18.00,"0,525286","16,209587","3,211271","11,287589","13,67521",
23/01/2005 19.00,"0,644411","28,315533","4,109345","22,022282",,
23/01/2005 20.00,"0,651951","62,700942","7,255562","51,598186","42,002441",
23/01/2005 21.00,"0,66366","59,736042","8,012547","47,468361",,
23/01/2005 22.00,"0,640597","41,606935","4,332386","34,980229","82,53968",
23/01/2005 23.00,"0,67448","31,762908","3,312652","26,695917",,
24/01/2005 0.00,"0,591723","32,931465","3,018645","28,316968","38,09523",
24/01/2005 1.00,,"30,229885","2,935004","25,741981",,
24/01/2005 2.00,"0,401666",,,,"28,327221",
24/01/2005 3.00,"0,30318","15,108458","2,746604","10,899524",,
24/01/2005 4.00,"0,426287","10,45621","2,588617","6,486766","16,60561",
24/01/2005 5.00,"0,359182","9,382313","2,531167","5,500382",,
24/01/2005 6.00,"0,39708","10,190329","2,635929","6,148021","14,16361",
24/01/2005 7.00,"0,444873","13,327712","2,840382","8,973488",,
24/01/2005 8.00,"0,393459","20,18091","3,305894","15,11631","14,65201",
24/01/2005 9.00,"0,305111","27,743577","4,173553","21,351285",,
24/01/2005 10.00,"0,352664","27,106768","4,254659","20,589429","23,93162",
24/01/2005 11.00,"0,360389","20,962995","3,691145","15,307102",,
24/01/2005 12.00,"0,279887","20,874795","3,633696","15,307102","13,18681",
24/01/2005 13.00,"0,421218","21,91108","3,909961","15,919693",,
24/01/2005 14.00,"0,368958","19,680292","3,670867","14,054654","20,02442",
24/01/2005 15.00,"0,341681","19,231526","3,44107","13,958613",,
24/01/2005 16.00,"0,383924","30,027538","3,770561","24,255917","44,932831",
24/01/2005 17.00,"0,406976","25,920028","3,412344","20,695851",,
24/01/2005 18.00,"0,478305","36,529276","3,514571","31,155408","42,490841",
24/01/2005 19.00,"0,462616","42,871495","4,388145","36,16001",,
24/01/2005 20.00,"0,413373","47,226725","3,751128","41,496862","62,515251",
24/01/2005 21.00,"0,397321","38,891075","3,51964","33,511048",,
24/01/2005 22.00,"0,355078","36,079229","3,855045","30,182009","49,328442",
24/01/2005 23.00,"0,291352","33,573456","6,170775","24,117049",,
25/01/2005 0.00,"0,346388","20,502566","3,426707","15,252591","12,69841",
25/01/2005 1.00,"0,175728","18,254917","3,108199","13,492672",,
25/01/2005 2.00,"0,160521","17,763366","3,016955","13,140948","12,69841",
25/01/2005 3.00,"0,222075","16,022824","3,127631","11,229181",,
25/01/2005 4.00,"0,282663","17,245872","3,325325","12,149378","10,74481",
25/01/2005 5.00,"0,309939","14,218733","2,996678","9,625019",,
25/01/2005 6.00,"0,172832","14,576697","3,10313","9,819701","16,11721",
25/01/2005 7.00,"0,200833","17,481922","3,614263","11,941719",,
25/01/2005 8.00,"0,288456","27,672241","5,599658","19,089094","16,60561",
25/01/2005 9.00,"0,30318","31,384179","7,270769","20,35062",,
25/01/2005 10.00,"0,446926","45,879166","9,856008","30,769929","14,65201",
25/01/2005 11.00,"0,400338","24,966761","4,361955","18,28312",,
25/01/2005 12.00,"0,268421","22,593282","4,057809","16,375248","10,74481",
25/01/2005 13.00,"0,313318","23,130228","4,461647","16,292186",,
25/01/2005 14.00,"4,228665","33,557913","6,941278","22,917806","18,07081",
25/01/2005 15.00,"4,39597","29,040545","4,389835","22,316901",,
25/01/2005 16.00,"4,191884","26,161264","3,994445","20,043017","33,699631",
25/01/2005 17.00,"4,247873","21,349487","3,378551","16,174079",,
25/01/2005 18.00,"4,412225","18,762036","3,421638","13,518629","24,908421",
25/01/2005 19.00,"4,262321","18,917672","3,506122","13,544589",,
25/01/2005 20.00,"4,218975","18,690701","3,374327","13,519931","31,25762",
25/01/2005 21.00,"4,2858","23,778721","3,776475","17,99369",,
25/01/2005 22.00,"4,255096","23,578994","3,506122","18,209138","14,16361",
25/01/2005 23.00,"4,242454","22,442845","3,007663","17,837949",,
26/01/2005 0.00,"4,231618","25,838328","2,90966","21,386331","20,02442",
26/01/2005 1.00,,"28,663136","2,851365","24,302648",,
26/01/2005 2.00,"4,217169",,,,"17,094",
26/01/2005 3.00,"4,211751","12,71943","2,721258","8,547787",,
26/01/2005 4.00,"4,105194","10,921824","2,591151","6,948808","9,76801",
26/01/2005 5.00,"4,401389","9,971141","2,498218","6,140233",,
26/01/2005 6.00,"4,162988","10,451022","2,504132","6,611361","12,21001",
26/01/2005 7.00,"4,244261","16,91255","2,79645","12,628287",,
26/01/2005 8.00,"4,157569","31,840706","5,259184","23,906786","11,23321",
26/01/2005 9.00,"4,159375","26,965394","3,947134","20,920377",,
26/01/2005 10.00,"4,2858","23,621785","4,013032","17,473248","10,74481",
26/01/2005 11.00,"4,150345","17,850263","3,443604","12,572486",,
26/01/2005 12.00,"4,30386","20,200375","3,758732","14,440116","11,72161",
26/01/2005 13.00,"4,269546","19,024023","3,844906","13,130564",,
26/01/2005 14.00,"4,558639","20,147069","3,598197","14,633392","12,69841",
26/01/2005 15.00,"4,486274","18,860604","3,241685","13,893716",,
26/01/2005 16.00,"4,448347","21,995381","3,527244","16,59199","29,79241",
26/01/2005 17.00,"4,473631","18,452059","3,049904","13,779506",,
26/01/2005 18.00,"4,533232","28,926417","3,510346","23,553775","26,37361",
26/01/2005 19.00,"4,684941","51,897129","4,139759","45,573454",,
26/01/2005 20.00,"4,719256","63,8656","5,800733","54,998622","105,982903",
26/01/2005 21.00,"4,968494","90,150093","15,205581","66,853385",,
26/01/2005 22.00,"4,562129","63,918771","8,750945","50,519666","121,123199",
26/01/2005 23.00,"4,459183","48,27077","6,273848","38,666203",,
27/01/2005 0.00,"4,441122","49,872529","8,907243","36,223604","68,864471",
27/01/2005 1.00,"4,470019","39,59662","4,535149","32,657054",,
27/01/2005 2.00,"4,215363","37,82106","3,451207","32,545431","42,002441",
27/01/2005 3.00,"4,311085","23,112083","2,584393","19,157876",,
27/01/2005 4.00,"4,2858","15,283548","2,463579","11,509528","32,234421",
27/01/2005 5.00,"4,200915","13,205795","2,450906","9,449807",,
27/01/2005 6.00,"4,32734","15,585744","2,483856","11,780782","12,21001",
27/01/2005 7.00,"4,255096","16,760803","2,753362","12,542632",,
27/01/2005 8.00,"4,186466","26,494584","3,600746","20,981388","17,582411",
27/01/2005 9.00,"4,269546","35,132445","5,020937","27,443489",,
27/01/2005 10.00,"4,560323","41,854655","6,81793","31,40978","21,48962",
27/01/2005 11.00,"4,403195","42,501847","8,504249","29,466882",,
27/01/2005 12.00,,,,,"34,18803",
27/01/2005 13.00,,,,,,
27/01/2005 14.00,"1,892094","39,612185","8,257553","27,125505","21,97802",
27/01/2005 15.00,"1,990698","21,918861","4,079775","15,666607",,
27/01/2005 16.00,"1,417128","20,680248","3,708042","14,998206","18,07081",
27/01/2005 17.00,"0,921944","25,8876","3,476554","20,564763",,
27/01/2005 18.00,"0,925243","60,994118","6,323694","51,321751","47,37484",
27/01/2005 19.00,"1,102114","75,644723","11,323501","58,301695",,
27/01/2005 20.00,"0,79298","41,251572","5,959564","32,124927","106,471199",
27/01/2005 21.00,"0,716934","48,464035","6,623615","38,322254",,
27/01/2005 22.00,"0,782721","47,100916","5,664712","38,431276","62,026852",
27/01/2005 23.00,"0,621298","25,323425","3,780698","19,532972",,
28/01/2005 0.00,"0,528094","24,879861","3,366723","19,725052","24,908421",
28/01/2005 1.00,,"24,196359","3,175786","19,334392",,
28/01/2005 2.00,"0,102201",,,,"25,88522",
28/01/2005 3.00,"0,10431","16,466391","2,611427","12,466058",,
28/01/2005 4.00,"0,114253","15,238156","2,499908","11,408288","21,97802",
28/01/2005 5.00,"0,124437","19,706218","3,880391","13,758736",,
28/01/2005 6.00,"0,097019","15,072142","2,486391","11,262934","12,69841",
28/01/2005 7.00,"0,100393","36,839229","6,512096","26,86075",,
28/01/2005 8.00,"0,114735","42,970059","8,118153","30,52854","19,53602",
28/01/2005 9.00,"0,254177","77,46569","28,023618","34,468886",,
28/01/2005 10.00,"0,312569","71,157201","24,64845","33,379962","45,909641",
28/01/2005 11.00,"0,14589","32,153281","5,908028","23,099521",,
28/01/2005 12.00,"0,135826","34,760218","5,510104","26,319539","22,954821",
28/01/2005 13.00,"0,165534","34,094861","4,676237","26,934726",,
